,EA US Equity,EA US Equity,EA US Equity,EA US Equity,EA US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-10-02,128.8392,129.6924,125.2497,126.5835,1751296.0
2020-10-03,128.8392,129.6924,125.2497,126.5835,1751296.0
2020-10-04,128.8392,129.6924,125.2497,126.5835,1751296.0
2020-10-05,127.5839,130.3888,126.5835,128.2017,1270110.0
2020-10-06,127.8487,127.8879,122.1212,122.435,3753713.0
2020-10-07,123.9748,124.063,121.5818,122.6017,3257483.0
2020-10-08,123.6707,123.9453,122.0231,123.5628,1959558.0
2020-10-09,124.4161,125.9656,123.4893,124.9947,1991745.0
2020-10-10,124.4161,125.9656,123.4893,124.9947,1991745.0
2020-10-11,124.4161,125.9656,123.4893,124.9947,1991745.0
2020-10-12,126.4952,129.5208,125.3674,128.3586,2106617.0
2020-10-13,129.3296,130.9674,127.6525,130.379,2117365.0
2020-10-14,131.2126,131.2812,129.2021,130.1926,2520501.0
2020-10-15,128.545,129.8592,127.3779,128.8098,1903434.0
2020-10-16,129.9474,130.6928,128.5254,129.3786,1925033.0
2020-10-17,129.9474,130.6928,128.5254,129.3786,1925033.0
2020-10-18,129.9474,130.6928,128.5254,129.3786,1925033.0
2020-10-19,130.5751,131.3107,127.015,127.3681,1454331.0
2020-10-20,127.9075,128.084,124.6417,124.9065,2249230.0
2020-10-21,125.5145,126.9562,124.8476,125.1909,2200937.0
2020-10-22,125.3184,125.5439,122.9818,124.4749,1792367.0
2020-10-23,124.7888,125.1909,123.1117,124.3278,1215209.0
2020-10-24,124.7888,125.1909,123.1117,124.3278,1215209.0
2020-10-25,124.7888,125.1909,123.1117,124.3278,1215209.0
2020-10-26,123.9748,125.0398,122.6213,124.2396,2166019.0
2020-10-27,124.9065,125.1222,123.6658,124.1807,1452780.0
2020-10-28,123.2,124.622,122.4056,123.1804,2079571.0
2020-10-29,123.3667,123.7394,120.4049,121.5131,2633669.0
2020-10-30,120.6206,121.6994,116.2368,117.5215,3313123.0
2020-10-31,120.6206,121.6994,116.2368,117.5215,3313123.0
2020-11-01,120.6206,121.6994,116.2368,117.5215,3313123.0
2020-11-02,118.6101,118.7229,115.5208,117.5019,2650022.0
2020-11-03,118.4238,119.1201,117.0998,118.414,2022547.0
2020-11-04,122.4742,124.5338,121.3366,122.8959,2594811.0
2020-11-05,126.3972,126.3972,123.8473,125.8578,3291699.0
2020-11-06,117.1979,118.3748,112.3236,116.8938,12151130.0
2020-11-07,117.1979,118.3748,112.3236,116.8938,12151130.0
2020-11-08,117.1979,118.3748,112.3236,116.8938,12151130.0
2020-11-09,114.2164,118.9643,108.028,114.7166,7097239.0
2020-11-10,114.7362,118.208,112.5688,116.6389,4454291.0
2020-11-11,117.9825,118.3159,115.3247,117.4725,3573032.0
2020-11-12,118.6003,119.9635,116.6781,117.0213,2341420.0
2020-11-13,117.904,119.1201,117.0704,118.4728,2111294.0
2020-11-14,117.904,119.1201,117.0704,118.4728,2111294.0
2020-11-15,117.904,119.1201,117.0704,118.4728,2111294.0
2020-11-16,116.9527,118.3797,115.2854,116.3152,3069469.0
2020-11-17,117.0311,118.3257,115.7758,116.2368,2954293.0
2020-11-18,116.0602,116.2907,114.4028,114.5891,2509222.0
2020-11-19,114.4861,119.179,114.1674,117.8255,2839206.0
2020-11-20,117.2273,120.6304,116.8056,119.5222,3186929.0
2020-11-21,117.2273,120.6304,116.8056,119.5222,3186929.0
2020-11-22,117.2273,120.6304,116.8056,119.5222,3186929.0
2020-11-23,119.6791,121.0129,118.1149,119.5124,2086006.0
2020-11-24,119.1495,119.6203,117.4332,117.9334,3471791.0
2020-11-25,118.4826,121.1797,118.2767,119.1692,2850887.0
2020-11-26,118.4826,121.1797,118.2767,119.1692,2850887.0
2020-11-27,121.1993,122.5919,120.0518,121.7779,2489440.0
2020-11-28,121.1993,122.5919,120.0518,121.7779,2489440.0
2020-11-29,121.1993,122.5919,120.0518,121.7779,2489440.0
2020-11-30,122.3663,125.9264,120.8952,125.2889,10085307.0
2020-12-01,125.289,125.7014,123.4035,124.9551,2827862.0
2020-12-02,124.7489,127.42,124.2087,127.2138,1905666.0
2020-12-03,128.1565,128.5199,125.8783,126.0746,2352164.0
2020-12-04,124.1449,126.8308,123.9829,126.379,2743137.0
2020-12-05,124.1449,126.8308,123.9829,126.379,2743137.0
2020-12-06,124.1449,126.8308,123.9829,126.379,2743137.0
2020-12-07,126.8701,128.6279,126.5656,128.4904,2671429.0
2020-12-08,128.0878,130.1599,127.3904,129.7769,2835775.0
2020-12-09,129.1975,131.2303,128.4904,130.7786,4229637.0
2020-12-10,129.2933,132.9391,128.8931,132.2615,2903822.0
2020-12-11,132.3597,134.6478,132.2124,133.3614,3195673.0
2020-12-12,132.3597,134.6478,132.2124,133.3614,3195673.0
2020-12-13,132.3597,134.6478,132.2124,133.3614,3195673.0
2020-12-14,136.0129,136.1013,134.147,135.0701,3356949.0
2020-12-15,135.3353,138.2716,134.6478,138.1341,3394791.0
2020-12-16,136.9949,140.8691,136.828,139.0572,4029311.0
2020-12-17,139.4009,139.9361,135.8361,137.3386,3625919.0
2020-12-18,138.1341,140.4026,137.0735,140.0491,4874221.0
2020-12-19,138.1341,140.4026,137.0735,140.0491,4874221.0
2020-12-20,138.1341,140.4026,137.0735,140.0491,4874221.0
2020-12-21,139.0867,139.8134,136.4744,138.4778,2631175.0
2020-12-22,138.7037,139.1751,136.1995,136.9262,2105095.0
2020-12-23,137.0146,139.833,136.1405,138.9688,1762444.0
2020-12-24,138.7822,139.6468,138.2519,139.2634,688124.0
2020-12-25,138.7822,139.6468,138.2519,139.2634,688124.0
2020-12-26,138.7822,139.6468,138.2519,139.2634,688124.0
2020-12-27,138.7822,139.6468,138.2519,139.2634,688124.0
2020-12-28,139.7705,139.9901,136.2878,138.193,1756159.0
2020-12-29,138.468,139.5777,137.7609,138.1734,1188570.0
2020-12-30,138.851,140.0687,138.36,139.4991,1684592.0
2020-12-31,139.3616,141.2766,139.3616,141.0213,1690246.0
2021-01-01,139.3616,141.2766,139.3616,141.0213,1690246.0
2021-01-02,139.3616,141.2766,139.3616,141.0213,1690246.0
2021-01-03,139.3616,141.2766,139.3616,141.0213,1690246.0
2021-01-04,140.8642,141.0704,135.679,137.0047,3587160.0
2021-01-05,137.7118,138.8608,136.0031,138.7822,2117989.0
2021-01-06,136.0325,137.6823,133.9408,134.3434,2398688.0
2021-01-07,134.8639,138.3403,134.5398,138.2127,2936195.0
2021-01-08,138.3305,139.45,137.4172,139.3125,1902761.0
2021-01-09,138.3305,139.45,137.4172,139.3125,1902761.0
2021-01-10,138.3305,139.45,137.4172,139.3125,1902761.0
2021-01-11,138.9786,139.1701,136.8083,138.684,2589776.0
2021-01-12,138.5564,139.2536,134.8344,136.5628,2166686.0
2021-01-13,136.0816,136.4548,132.2124,133.8917,3696531.0
2021-01-14,134.3729,136.8771,133.6854,136.445,3511759.0
2021-01-15,136.7592,138.1341,135.4335,136.5039,2443708.0
2021-01-16,136.7592,138.1341,135.4335,136.5039,2443708.0
2021-01-17,136.7592,138.1341,135.4335,136.5039,2443708.0
2021-01-18,136.7592,138.1341,135.4335,136.5039,2443708.0
2021-01-19,136.9065,140.4321,135.5219,138.8903,2693340.0
2021-01-20,139.8723,143.2996,139.2438,142.9854,3288446.0
2021-01-21,142.9942,144.6352,142.1408,143.3487,3014038.0
2021-01-22,142.3765,143.8496,141.915,143.3782,3369163.0
2021-01-23,142.3765,143.8496,141.915,143.3782,3369163.0
2021-01-24,142.3765,143.8496,141.915,143.3782,3369163.0
2021-01-25,146.1377,147.601,142.7693,143.6728,3728814.0
2021-01-26,143.7317,144.321,142.5827,143.6728,3660631.0
2021-01-27,143.2112,146.2556,141.9478,143.6041,4368095.0
2021-01-28,143.5746,143.9969,140.3339,140.4419,3276700.0
2021-01-29,138.468,141.9739,137.9475,140.6285,3665432.0
2021-01-30,138.468,141.9739,137.9475,140.6285,3665432.0
2021-01-31,138.468,141.9739,137.9475,140.6285,3665432.0
2021-02-01,141.2079,144.645,140.9526,143.2505,4123097.0
2021-02-02,143.5255,147.6007,143.5255,146.2949,4185672.0
2021-02-03,141.7676,142.0132,135.5611,138.2912,6695620.0
2021-02-04,138.0359,139.5973,135.2862,136.1405,3930236.0
2021-02-05,137.3976,139.9116,136.7985,138.684,3899235.0
2021-02-06,137.3976,139.9116,136.7985,138.684,3899235.0
2021-02-07,137.3976,139.9116,136.7985,138.684,3899235.0
2021-02-08,139.45,139.9312,136.8378,139.9018,2538357.0
2021-02-09,140.0098,145.5681,139.8723,143.4862,4517906.0
2021-02-10,144.3111,144.7629,141.532,142.0132,2827192.0
2021-02-11,142.7202,145.2838,142.0132,144.6843,2592827.0
2021-02-12,144.1835,145.1852,142.4354,145.0869,1666142.0
2021-02-13,144.1835,145.1852,142.4354,145.0869,1666142.0
2021-02-14,144.1835,145.1852,142.4354,145.0869,1666142.0
2021-02-15,144.1835,145.1852,142.4354,145.0869,1666142.0
2021-02-16,144.2129,145.2531,142.023,143.1621,2526570.0
2021-02-17,142.4649,143.4077,140.7905,143.2112,1653945.0
2021-02-18,143.4273,145.7449,141.5909,144.7629,2091628.0
2021-02-19,145.028,146.3047,142.8283,143.3291,2144319.0
2021-02-20,145.028,146.3047,142.8283,143.3291,2144319.0
2021-02-21,145.028,146.3047,142.8283,143.3291,2144319.0
2021-02-22,142.0623,142.789,139.45,139.7054,1833130.0
2021-02-23,137.7118,139.4157,133.7444,138.6349,2787212.0
2021-02-24,135.8132,137.1128,134.4754,135.2076,3735502.0
2021-02-25,134.7853,136.4646,131.6919,132.8114,3042647.0
2021-02-26,133.273,135.3549,131.5053,131.5642,3646596.0
2021-02-27,133.273,135.3549,131.5053,131.5642,3646596.0
2021-02-28,133.273,135.3549,131.5053,131.5642,3646596.0
2021-03-01,132.4186,135.3844,132.34,134.805,2867594.0
2021-03-02,134.8541,135.9652,133.3349,134.5296,2720481.0
2021-03-03,133.6545,134.4608,130.4982,130.8227,2778667.0
2021-03-04,130.3507,132.5139,128.3252,129.0922,2938303.0
2021-03-05,129.3281,130.7047,127.342,130.3802,2511029.0
2021-03-06,129.3281,130.7047,127.342,130.3802,2511029.0
2021-03-07,129.3281,130.7047,127.342,130.3802,2511029.0
2021-03-08,129.7804,130.3016,125.0411,125.0805,2182194.0
2021-03-09,128.0597,130.8129,127.7893,128.7382,2936954.0
2021-03-10,130.4196,130.4196,127.6369,127.9418,1842468.0
2021-03-11,130.2426,130.5867,128.8071,129.1413,2218060.0
2021-03-12,127.7549,128.807,127.047,128.3056,1327980.0
2021-03-13,127.7549,128.807,127.047,128.3056,1327980.0
2021-03-14,127.7549,128.807,127.047,128.3056,1327980.0
2021-03-15,128.2564,128.748,126.9782,128.6989,2181703.0
2021-03-16,130.2426,131.4618,129.2987,129.5346,2280987.0
2021-03-17,129.0528,129.0528,126.5947,128.4137,2398562.0
2021-03-18,127.8631,128.3941,125.1591,125.8572,3482545.0
2021-03-19,126.3685,127.6369,125.8376,126.2505,4191447.0
2021-03-20,126.3685,127.6369,125.8376,126.2505,4191447.0
2021-03-21,126.3685,127.6369,125.8376,126.2505,4191447.0
2021-03-22,127.2436,130.2426,126.4472,129.2102,3153595.0
2021-03-23,129.338,132.2288,128.8464,130.8227,2521454.0
2021-03-24,130.744,131.0784,127.5386,127.6271,2166005.0
2021-03-25,126.8995,128.2466,126.0244,127.8533,1956618.0
2021-03-26,128.0597,130.7735,127.5091,130.6261,2229565.0
2021-03-27,128.0597,130.7735,127.5091,130.6261,2229565.0
2021-03-28,128.0597,130.7735,127.5091,130.6261,2229565.0
2021-03-29,130.2917,133.7332,129.3281,132.7106,2366965.0
2021-03-30,131.1767,132.2583,130.2229,132.1796,1951959.0
2021-03-31,132.4549,134.3821,132.0223,133.1039,2305157.0
2021-04-01,134.4411,136.1028,133.9976,135.6505,1724973.0
2021-04-02,134.4411,136.1028,133.9976,135.6505,1724973.0
2021-04-03,134.4411,136.1028,133.9976,135.6505,1724973.0
2021-04-04,134.4411,136.1028,133.9976,135.6505,1724973.0
2021-04-05,135.208,139.3771,134.9756,139.1706,2424555.0
2021-04-06,138.7281,140.0358,138.0497,138.9149,2129764.0
2021-04-07,138.9346,140.38,138.4036,139.6327,1910223.0
2021-04-08,140.4488,140.8323,138.3348,139.1804,1776000.0
2021-04-09,138.2463,138.3741,136.1225,138.1087,1765484.0
2021-04-10,138.2463,138.3741,136.1225,138.1087,1765484.0
2021-04-11,138.2463,138.3741,136.1225,138.1087,1765484.0
2021-04-12,137.0861,139.3181,136.9976,139.0821,2058075.0
2021-04-13,140.203,141.4714,139.0821,139.731,2105334.0
2021-04-14,139.5442,140.6553,138.9051,139.2394,1424886.0
2021-04-15,139.2394,140.5766,138.266,140.38,1654333.0
2021-04-16,139.731,140.026,137.9218,138.6888,2468399.0
2021-04-17,139.731,140.026,137.9218,138.6888,2468399.0
2021-04-18,139.731,140.026,137.9218,138.6888,2468399.0
2021-04-19,137.6564,138.9838,136.4273,137.2926,2856281.0
2021-04-20,137.2631,139.3771,136.5059,138.502,2058558.0
2021-04-21,137.9612,138.8363,136.7616,138.6789,1576787.0
2021-04-22,138.7478,140.8716,138.0693,138.8953,2498526.0
2021-04-23,140.1342,141.1961,138.4823,140.7438,2367732.0
2021-04-24,140.1342,141.1961,138.4823,140.7438,2367732.0
2021-04-25,140.1342,141.1961,138.4823,140.7438,2367732.0
2021-04-26,141.2256,142.9561,140.6455,141.3829,1749388.0
2021-04-27,141.9434,142.0073,140.1145,141.0584,2159538.0
2021-04-28,141.6779,142.5235,140.9159,141.5796,1453763.0
2021-04-29,141.8844,144.2639,141.0879,143.8902,1698774.0
2021-04-30,142.671,143.8411,139.5246,139.7015,2551365.0
2021-05-01,142.671,143.8411,139.5246,139.7015,2551365.0
2021-05-02,142.671,143.8411,139.5246,139.7015,2551365.0
2021-05-03,140.321,141.0683,138.6888,138.8166,2242902.0
2021-05-04,138.3741,138.5216,133.4775,134.7656,2511907.0
2021-05-05,135.7095,138.2561,135.326,135.5522,2126684.0
2021-05-06,135.2769,139.0526,135.2769,138.9739,1957339.0
2021-05-07,140.203,141.4321,139.4066,140.0358,1604060.0
2021-05-08,140.203,141.4321,139.4066,140.0358,1604060.0
2021-05-09,140.203,141.4321,139.4066,140.0358,1604060.0
2021-05-10,139.0843,140.9306,138.266,138.2955,3119100.0
2021-05-11,136.5748,140.084,136.3683,138.9936,4112806.0
2021-05-12,139.2886,140.3112,135.4784,137.3319,5809164.0
2021-05-13,136.5944,138.5757,135.7193,136.8009,2323307.0
2021-05-14,137.8628,138.3545,135.5374,136.2995,2494463.0
2021-05-15,137.8628,138.3545,135.5374,136.2995,2494463.0
2021-05-16,137.8628,138.3545,135.5374,136.2995,2494463.0
2021-05-17,134.7557,136.034,134.1658,135.2277,2031248.0
2021-05-18,135.0114,138.3348,134.4706,135.7488,2079563.0
2021-05-19,133.7037,136.8698,133.2941,136.5551,1720149.0
2021-05-20,137.5777,140.7045,136.6829,139.4361,2459051.0
2021-05-21,140.085,140.793,137.5384,137.8235,2967350.0
2021-05-22,140.085,140.793,137.5384,137.8235,2967350.0
2021-05-23,140.085,140.793,137.5384,137.8235,2967350.0
2021-05-24,139.0231,140.2807,137.8235,139.7114,1649846.0
2021-05-25,140.203,141.4321,139.1312,140.8618,1897034.0
2021-05-26,141.5894,143.2904,140.7782,141.5796,1617018.0
2021-05-27,140.9208,142.0368,140.1342,140.5373,1913199.0
2021-05-28,140.9109,141.7959,140.3308,140.5373,1341038.0
2021-05-29,140.9109,141.7959,140.3308,140.5373,1341038.0
2021-05-30,140.9109,141.7959,140.3308,140.5373,1341038.0
2021-05-31,140.9109,141.7959,140.3308,140.5373,1341038.0
2021-06-01,139.9564,141.9056,139.9564,141.3839,2610349.0
2021-06-02,141.4528,141.6201,138.7357,139.1984,1522093.0
2021-06-03,138.6964,140.3305,138.4601,139.7792,1574907.0
2021-06-04,140.6751,143.5496,140.4142,142.9491,1919455.0
2021-06-05,140.6751,143.5496,140.4142,142.9491,1919455.0
2021-06-06,140.6751,143.5496,140.4142,142.9491,1919455.0
2021-06-07,142.4864,143.6874,141.8072,143.4512,1510505.0
2021-06-08,144.1698,144.9672,142.9393,143.2346,1157937.0
2021-06-09,144.0024,145.1444,143.3035,143.5496,1769813.0
2021-06-10,144.0812,144.1225,140.0943,143.3921,3279122.0
2021-06-11,142.9688,144.475,142.7178,144.1107,1247505.0
2021-06-12,142.9688,144.475,142.7178,144.1107,1247505.0
2021-06-13,142.9688,144.475,142.7178,144.1107,1247505.0
2021-06-14,144.3765,146.4241,143.8745,146.2371,1746219.0
2021-06-15,146.6013,146.6112,142.0631,142.5455,1795641.0
2021-06-16,141.7186,142.0139,138.2632,140.3797,2922530.0
2021-06-17,139.9269,141.315,138.4798,139.7202,2199667.0
2021-06-18,139.7891,140.4191,137.7369,138.9228,3235657.0
2021-06-19,139.7891,140.4191,137.7369,138.9228,3235657.0
2021-06-20,139.7891,140.4191,137.7369,138.9228,3235657.0
2021-06-21,137.2099,139.8777,136.6278,138.7653,2628513.0
2021-06-22,138.972,139.4544,137.8891,138.6668,1531746.0
2021-06-23,138.7259,139.4642,136.0778,136.4617,1730136.0
2021-06-24,136.4026,137.328,135.4576,136.4912,1642954.0
2021-06-25,137.0228,137.5446,135.9006,136.4322,2266808.0
2021-06-26,137.0228,137.5446,135.9006,136.4322,2266808.0
2021-06-27,137.0228,137.5446,135.9006,136.4322,2266808.0
2021-06-28,137.5151,142.2206,137.3182,140.7538,2627094.0
2021-06-29,140.9507,142.2797,140.0155,141.8564,1575422.0
2021-06-30,142.073,142.3879,140.9212,141.5906,1799895.0
2021-07-01,141.2264,141.5808,139.228,139.9269,2621647.0
2021-07-02,141.059,141.6693,139.9171,141.1771,1224488.0
2021-07-03,141.059,141.6693,139.9171,141.1771,1224488.0
2021-07-04,141.059,141.6693,139.9171,141.1771,1224488.0
2021-07-05,141.059,141.6693,139.9171,141.1771,1224488.0
2021-07-06,141.3051,141.5463,139.7497,140.7735,1884315.0
2021-07-07,141.8465,141.9991,140.3212,140.7243,1956862.0
2021-07-08,139.1197,140.1632,137.8645,138.2632,1863743.0
2021-07-09,137.3772,139.2772,137.3199,138.7948,1738664.0
2021-07-10,137.3772,139.2772,137.3199,138.7948,1738664.0
2021-07-11,137.3772,139.2772,137.3199,138.7948,1738664.0
2021-07-12,140.3305,140.3305,138.3715,139.1886,1946541.0
2021-07-13,141.2067,143.6481,140.2419,141.0196,2695779.0
2021-07-14,141.0787,142.7424,140.3108,140.8916,1933422.0
2021-07-15,141.1181,142.2502,139.3658,140.4388,2423203.0
2021-07-16,140.4093,141.7727,139.0311,140.872,3419660.0
2021-07-17,140.4093,141.7727,139.0311,140.872,3419660.0
2021-07-18,140.4093,141.7727,139.0311,140.872,3419660.0
2021-07-19,140.8227,142.9097,138.1746,139.0409,2199081.0
2021-07-20,139.1492,139.7792,137.7021,138.8736,1870084.0
2021-07-21,141.6497,141.6497,138.0171,138.529,2071217.0
2021-07-22,137.8842,140.2419,137.8842,140.0746,1913187.0
2021-07-23,140.429,143.0968,139.5627,142.7325,2269570.0
2021-07-24,140.429,143.0968,139.5627,142.7325,2269570.0
2021-07-25,140.429,143.0968,139.5627,142.7325,2269570.0
2021-07-26,142.8605,143.7317,141.5611,142.9885,1307051.0
2021-07-27,142.8014,142.959,138.1352,139.7202,2126816.0
2021-07-28,140.1336,142.9097,140.0254,141.3248,1353862.0
2021-07-29,141.7087,142.3781,140.6554,141.1476,1643107.0
2021-07-30,140.616,143.1362,140.2364,141.7186,2825241.0
2021-07-31,140.616,143.1362,140.2364,141.7186,2825241.0
2021-08-01,140.616,143.1362,140.2364,141.7186,2825241.0
2021-08-02,142.7375,143.3724,141.5709,141.8662,2054232.0
2021-08-03,140.4191,141.0885,135.0343,137.6233,4492530.0
2021-08-04,137.3477,139.1394,136.2058,137.7316,2897442.0
2021-08-05,142.575,144.219,132.7406,134.739,5516305.0
2021-08-06,134.3452,135.1918,133.3017,134.2172,2401301.0
2021-08-07,134.3452,135.1918,133.3017,134.2172,2401301.0
2021-08-08,134.3452,135.1918,133.3017,134.2172,2401301.0
2021-08-09,134.5815,135.6939,133.3214,134.04,1723064.0
2021-08-10,133.9908,134.9555,133.0556,134.8965,2210377.0
2021-08-11,135.7726,136.2894,134.926,136.1467,1841281.0
2021-08-12,135.9597,136.8555,134.798,136.826,1871643.0
2021-08-13,136.7767,137.2296,136.0384,136.5208,1572699.0
2021-08-14,136.7767,137.2296,136.0384,136.5208,1572699.0
2021-08-15,136.7767,137.2296,136.0384,136.5208,1572699.0
2021-08-16,135.812,137.8399,135.2607,137.8202,1789060.0
2021-08-17,137.0032,139.9456,136.4814,138.844,2340827.0
2021-08-18,138.7456,139.6906,137.648,137.8104,2091059.0
2021-08-19,137.2099,139.2083,136.9146,138.4109,1888512.0
2021-08-20,138.7259,139.5676,137.456,137.9876,2329934.0
2021-08-21,138.7259,139.5676,137.456,137.9876,2329934.0
2021-08-22,138.7259,139.5676,137.456,137.9876,2329934.0
2021-08-23,137.9679,141.2657,137.1508,140.5963,1895942.0
2021-08-24,140.931,142.1025,139.9466,140.3502,1502193.0
2021-08-25,140.5471,140.5471,137.8307,139.6513,1638165.0
2021-08-26,139.7694,140.6652,138.9819,139.2673,1016396.0
2021-08-27,139.3166,141.0885,139.0114,140.7145,1143969.0
2021-08-28,139.3166,141.0885,139.0114,140.7145,1143969.0
2021-08-29,139.3166,141.0885,139.0114,140.7145,1143969.0
2021-08-30,139.986,142.0828,138.8145,141.059,2011369.0
2021-08-31,141.5912,145.0112,140.5464,143.1188,3467609.0
2021-09-01,143.247,144.8831,142.8626,144.3213,1570086.0
2021-09-02,144.7549,145.6321,142.902,143.3061,2240597.0
2021-09-03,142.8724,144.8289,142.8724,144.4888,1192674.0
2021-09-04,142.8724,144.8289,142.8724,144.4888,1192674.0
2021-09-05,142.8724,144.8289,142.8724,144.4888,1192674.0
2021-09-06,142.8724,144.8289,142.8724,144.4888,1192674.0
2021-09-07,144.9718,144.9718,143.0301,143.1287,1495691.0
2021-09-08,143.6609,145.4153,141.8277,142.0248,2200367.0
2021-09-09,141.2068,142.1628,138.7822,140.2606,2624679.0
2021-09-10,139.9748,144.8141,139.4327,143.04,3664201.0
2021-09-11,139.9748,144.8141,139.4327,143.04,3664201.0
2021-09-12,139.9748,144.8141,139.4327,143.04,3664201.0
2021-09-13,143.316,144.7944,141.8376,142.5965,2131579.0
2021-09-14,143.1287,143.8334,142.2318,143.2765,1318419.0
2021-09-15,140.1029,140.1916,133.8838,135.0665,6358999.0
2021-09-16,135.924,137.6882,133.5733,134.0021,4637594.0
2021-09-17,133.2234,133.6078,131.2818,131.952,4178675.0
2021-09-18,133.2234,133.6078,131.2818,131.952,4178675.0
2021-09-19,133.2234,133.6078,131.2818,131.952,4178675.0
2021-09-20,130.0794,130.6215,126.9057,128.2166,3533237.0
2021-09-21,128.1377,128.6206,124.7374,124.9345,3689788.0
2021-09-22,124.3728,125.7822,123.0816,124.5797,4214447.0
2021-09-23,125.1612,127.2606,124.2988,126.0483,2571710.0
