,SYK US Equity,SYK US Equity,SYK US Equity,SYK US Equity,SYK US Equity
2021-05-11,246.2101,247.1971,242.325,243.3652,824501.0
2021-05-12,241.0428,243.3555,236.2336,236.8432,1690603.0
2021-05-13,237.6173,240.5783,237.0222,239.8332,691773.0
2021-05-14,240.8396,245.3005,240.2009,244.7683,1212112.0
2021-05-15,240.8396,245.3005,240.2009,244.7683,1212112.0
2021-05-16,240.8396,245.3005,240.2009,244.7683,1212112.0
2021-05-17,243.7135,244.6473,242.6685,243.7039,783397.0
2021-05-18,242.8814,247.2068,242.8814,244.6618,1087365.0
2021-05-19,241.6428,244.2167,240.6009,244.0909,970920.0
2021-05-20,243.9554,248.2809,243.3555,246.123,882940.0
2021-05-21,247.2939,250.7194,247.1487,247.3809,1150094.0
2021-05-22,247.2939,250.7194,247.1487,247.3809,1150094.0
2021-05-23,247.2939,250.7194,247.1487,247.3809,1150094.0
2021-05-24,248.8228,250.1968,247.8067,248.8324,774275.0
2021-05-25,248.6292,250.4678,247.3035,248.4841,832828.0
2021-05-26,245.9004,247.1197,241.0622,244.2651,1373600.0
2021-05-27,246.2101,246.8778,243.849,246.2778,2742427.0
2021-05-28,247.9325,251.0677,246.8391,247.0132,938784.0
2021-05-29,247.9325,251.0677,246.8391,247.0132,938784.0
2021-05-30,247.9325,251.0677,246.8391,247.0132,938784.0
2021-05-31,247.9325,251.0677,246.8391,247.0132,938784.0
2021-06-01,251.5902,251.5902,246.9745,247.5164,1460673.0
2021-06-02,247.2068,247.8841,241.9911,242.6104,1147122.0
2021-06-03,241.0041,242.4169,238.256,241.6234,1107206.0
2021-06-04,242.891,244.9521,242.233,243.6845,688087.0
2021-06-05,242.891,244.9521,242.233,243.6845,688087.0
2021-06-06,242.891,244.9521,242.233,243.6845,688087.0
2021-06-07,244.6038,245.2231,240.7041,241.4686,1178617.0
2021-06-08,243.4523,243.4523,238.0528,241.6621,975509.0
2021-06-09,243.4232,245.136,243.0023,244.9425,924992.0
2021-06-10,245.465,248.5421,245.4456,248.3583,924135.0
2021-06-11,248.7937,248.7937,245.8424,247.5164,724638.0
2021-06-12,248.7937,248.7937,245.8424,247.5164,724638.0
2021-06-13,248.7937,248.7937,245.8424,247.5164,724638.0
2021-06-14,247.7293,247.7293,245.9488,247.4197,752437.0
2021-06-15,248.1454,249.1711,246.9842,248.3776,745933.0
2021-06-16,249.0743,250.0323,247.2164,248.1067,1247037.0
2021-06-17,247.9615,251.8176,247.9615,251.1548,1173380.0
2021-06-18,249.6646,250.342,246.423,246.6649,1375505.0
2021-06-19,249.6646,250.342,246.423,246.6649,1375505.0
2021-06-20,249.6646,250.342,246.423,246.6649,1375505.0
2021-06-21,247.6325,251.8709,246.4568,251.329,780051.0
2021-06-22,251.5902,255.219,250.8016,254.2416,1318937.0
2021-06-23,253.9416,255.8189,253.0417,254.1449,1116128.0
2021-06-24,255.3931,255.7802,252.8288,252.9353,568998.0
2021-06-25,253.1095,255.8866,253.1095,254.4932,2544302.0
2021-06-26,253.1095,255.8866,253.1095,254.4932,2544302.0
2021-06-27,253.1095,255.8866,253.1095,254.4932,2544302.0
2021-06-28,255.7028,255.7028,250.8064,251.9386,918766.0
2021-06-29,253.093,254.6159,252.1521,252.6274,721258.0
2021-06-30,252.1521,252.9432,250.7407,251.9387,748291.0
2021-07-01,252.6953,254.8487,251.25,254.8196,1264789.0
2021-07-02,255.0136,257.7878,254.8099,257.458,973619.0
2021-07-03,255.0136,257.7878,254.8099,257.458,973619.0
2021-07-04,255.0136,257.7878,254.8099,257.458,973619.0
2021-07-05,255.0136,257.7878,254.8099,257.458,973619.0
2021-07-06,257.4386,257.9333,254.3152,256.9148,1219207.0
2021-07-07,257.4677,257.9721,255.7314,257.3804,767467.0
2021-07-08,254.4219,256.1873,252.4722,256.0224,727880.0
2021-07-09,257.0603,257.3125,255.7023,256.4977,1167588.0
2021-07-10,257.0603,257.3125,255.7023,256.4977,1167588.0
2021-07-11,257.0603,257.3125,255.7023,256.4977,1167588.0
2021-07-12,255.0136,257.5938,254.4898,256.973,863245.0
2021-07-13,257.0506,257.1475,253.3452,253.7526,948935.0
2021-07-14,255.0039,255.0524,252.0454,253.5198,859735.0
2021-07-15,252.0454,252.9572,248.0781,249.3391,1607214.0
2021-07-16,249.5816,250.4255,248.3206,249.8629,1204772.0
2021-07-17,249.5816,250.4255,248.3206,249.8629,1204772.0
2021-07-18,249.5816,250.4255,248.3206,249.8629,1204772.0
2021-07-19,246.691,246.9432,240.1822,241.4335,1748452.0
2021-07-20,241.3947,249.2518,241.3947,247.5252,1660713.0
2021-07-21,250.4158,251.2112,248.7086,250.9202,1397306.0
2021-07-22,251.0754,251.8514,248.146,251.3276,1039006.0
2021-07-23,252.22,254.9942,251.25,254.7905,982246.0
2021-07-24,252.22,254.9942,251.25,254.7905,982246.0
2021-07-25,252.22,254.9942,251.25,254.7905,982246.0
2021-07-26,253.7332,255.9836,252.0405,255.6247,1424302.0
2021-07-27,255.4501,261.6484,253.2385,260.3001,1408200.0
2021-07-28,265.4508,266.8961,257.2979,260.6202,1895868.0
2021-07-29,261.1343,262.1237,257.9624,261.1052,1217293.0
2021-07-30,260.6396,263.8794,260.2614,262.8124,1050355.0
2021-07-31,260.6396,263.8794,260.2614,262.8124,1050355.0
2021-08-01,260.6396,263.8794,260.2614,262.8124,1050355.0
2021-08-02,263.5011,265.3344,261.3574,261.9685,1123941.0
2021-08-03,261.5708,261.6872,257.8266,259.9703,1030157.0
2021-08-04,258.8354,259.2719,254.1406,254.7032,1375871.0
2021-08-05,255.5665,256.6432,253.0639,256.5753,1268957.0
2021-08-06,256.973,257.4871,253.8108,254.6838,1124286.0
2021-08-07,256.973,257.4871,253.8108,254.6838,1124286.0
2021-08-08,256.973,257.4871,253.8108,254.6838,1124286.0
2021-08-09,254.2376,254.8627,249.0869,249.8241,1316720.0
2021-08-10,249.9308,250.183,244.3339,245.9053,2318929.0
2021-08-11,246.4291,250.9468,246.4291,249.795,1579345.0
2021-08-12,249.7077,253.3646,248.7765,253.0736,1096049.0
2021-08-13,253.4713,255.9351,252.4162,255.2561,767943.0
2021-08-14,253.4713,255.9351,252.4162,255.2561,767943.0
2021-08-15,253.4713,255.9351,252.4162,255.2561,767943.0
2021-08-16,254.3637,257.3901,254.0484,257.0991,1001105.0
2021-08-17,256.3231,259.8345,255.4792,259.5532,842159.0
2021-08-18,259.4368,259.5387,255.13,255.6732,2065786.0
2021-08-19,253.3161,257.6132,252.6371,256.391,963950.0
2021-08-20,256.2455,257.5744,254.8244,257.3222,1148475.0
2021-08-21,256.2455,257.5744,254.8244,257.3222,1148475.0
2021-08-22,256.2455,257.5744,254.8244,257.3222,1148475.0
2021-08-23,258.9227,258.9227,255.5471,257.3222,1532126.0
2021-08-24,256.876,264.3256,256.8469,262.9676,1639872.0
2021-08-25,263.6175,264.6845,261.5148,263.3459,921246.0
2021-08-26,263.1713,264.8106,261.6387,263.0161,1016582.0
2021-08-27,264.1025,266.5353,262.9724,265.218,953204.0
2021-08-28,264.1025,266.5353,262.9724,265.218,953204.0
2021-08-29,264.1025,266.5353,262.9724,265.218,953204.0
2021-08-30,265.8,268.5839,264.8591,265.8582,904991.0
2021-08-31,265.8,269.0301,265.4217,268.7876,1332954.0
2021-09-01,269.3696,269.5539,265.5769,268.3705,695940.0
2021-09-02,269.7964,271.8674,269.0883,269.3502,859404.0
2021-09-03,268.5257,269.0269,266.5958,268.3511,648307.0
2021-09-04,268.5257,269.0269,266.5958,268.3511,648307.0
2021-09-05,268.5257,269.0269,266.5958,268.3511,648307.0
2021-09-06,268.5257,269.0269,266.5958,268.3511,648307.0
2021-09-07,268.8458,270.9895,268.0747,270.3105,930847.0
2021-09-08,270.068,272.5076,269.3454,271.6879,691073.0
2021-09-09,271.6976,272.7258,268.2929,268.613,686253.0
2021-09-10,269.4666,270.0535,265.4702,265.6448,1032557.0
2021-09-11,269.4666,270.0535,265.4702,265.6448,1032557.0
2021-09-12,269.4666,270.0535,265.4702,265.6448,1032557.0
2021-09-13,266.7991,267.5577,261.2119,262.7057,1401483.0
2021-09-14,263.7533,269.3405,262.1043,267.0028,1514834.0
2021-09-15,265.7321,270.0874,265.3344,268.7876,955436.0
2021-09-16,268.4578,270.3105,265.8,267.8273,773817.0
2021-09-17,267.2259,267.4296,264.2965,264.8397,2824306.0
2021-09-18,267.2259,267.4296,264.2965,264.8397,2824306.0
2021-09-19,267.2259,267.4296,264.2965,264.8397,2824306.0
2021-09-20,261.3186,262.8027,257.2785,260.2807,1082203.0
2021-09-21,261.9297,263.9667,260.1352,260.2031,868570.0
2021-09-22,261.532,265.1501,260.3098,263.5011,968719.0
2021-09-23,264.8106,269.098,263.7769,267.8758,963773.0
2021-09-24,267.3617,269.2338,266.6827,268.3414,520194.0
2021-09-25,267.3617,269.2338,266.6827,268.3414,520194.0
2021-09-26,267.3617,269.2338,266.6827,268.3414,520194.0
2021-09-27,267.1871,268.2444,263.7339,265.2762,683071.0
2021-09-28,264.8591,265.5575,259.0391,259.7957,1044473.0
2021-09-29,260.5346,261.7402,259.4262,260.4665,653375.0
2021-09-30,260.8943,262.5375,256.2176,256.4121,989307.0
2021-10-01,258.0747,261.818,255.0995,260.7874,1329845.0
2021-10-02,258.0747,261.818,255.0995,260.7874,1329845.0
2021-10-03,258.0747,261.818,255.0995,260.7874,1329845.0
2021-10-04,258.8817,260.9915,252.0659,255.0703,1237137.0
2021-10-05,255.887,259.4962,254.4578,255.2161,1358984.0
2021-10-06,252.9507,256.5385,251.7645,256.4121,977681.0
2021-10-07,258.0941,261.9055,257.9483,258.59,657902.0
2021-10-08,258.2108,259.7956,255.3425,256.3732,669203.0
2021-10-09,258.2108,259.7956,255.3425,256.3732,669203.0
2021-10-10,258.2108,259.7956,255.3425,256.3732,669203.0
2021-10-11,255.3328,255.712,251.0159,251.5701,1042788.0
2021-10-12,252.7563,253.0757,250.1602,251.0256,978816.0
2021-10-13,250.8506,252.134,248.9546,249.3921,1038829.0
2021-10-14,251.1325,256.8593,250.8895,256.5385,1083094.0
2021-10-15,258.4247,259.115,256.1787,258.94,1909013.0
2021-10-16,258.4247,259.115,256.1787,258.94,1909013.0
2021-10-17,258.4247,259.115,256.1787,258.94,1909013.0
2021-10-18,255.712,256.5482,252.5569,254.7883,1100270.0
2021-10-19,256.9371,264.0543,256.9371,263.3542,966414.0
2021-10-20,264.4626,266.8642,262.4305,266.1738,1068301.0
2021-10-21,265.9405,268.8671,264.2369,268.7796,962569.0
2021-10-22,268.342,269.8783,267.0684,268.0893,653252.0
2021-10-23,268.342,269.8783,267.0684,268.0893,653252.0
2021-10-24,268.342,269.8783,267.0684,268.0893,653252.0
2021-10-25,268.7601,269.0518,265.0752,265.4835,924005.0
2021-10-26,267.3795,267.8608,265.3766,265.6099,605398.0
2021-10-27,266.4072,266.7086,260.8749,261.0596,899134.0
2021-10-28,260.5248,262.8729,258.0795,261.0013,1067010.0
2021-10-29,253.4757,259.3192,250.8506,258.6969,2393538.0
2021-10-30,253.4757,259.3192,250.8506,258.6969,2393538.0
2021-10-31,253.4757,259.3192,250.8506,258.6969,2393538.0
2021-11-01,258.7553,262.2555,258.6969,260.9624,1224359.0
2021-11-02,262.5083,265.8724,260.6318,265.0946,1329486.0
2021-11-03,265.1918,266.3294,260.6999,264.3265,923860.0
2021-11-04,265.0265,265.6196,261.0839,262.5764,942752.0
2021-11-05,263.4903,270.7047,262.9264,268.5073,1333393.0
2021-11-06,263.4903,270.7047,262.9264,268.5073,1333393.0
2021-11-07,263.4903,270.7047,262.9264,268.5073,1333393.0
2021-11-08,270.1505,270.2866,266.9031,267.9142,743817.0
2021-11-09,267.3503,268.4587,265.9599,267.5448,879648.0
2021-11-10,267.3406,269.3484,262.5375,263.5487,850584.0
2021-11-11,263.8306,263.8306,254.5453,256.1204,1397609.0
2021-11-12,256.1301,257.2288,254.6814,257.0149,1119498.0
2021-11-13,256.1301,257.2288,254.6814,257.0149,1119498.0
2021-11-14,256.1301,257.2288,254.6814,257.0149,1119498.0
2021-11-15,257.6955,258.9497,254.0251,254.6328,914873.0
2021-11-16,254.73,256.4801,253.923,255.0314,1150241.0
2021-11-17,254.4189,255.3856,252.5481,254.7981,1067187.0
2021-11-18,255.3328,255.8967,250.6415,252.5035,1300369.0
2021-11-19,250.3353,257.5399,248.6824,256.3829,1721372.0
2021-11-20,250.3353,257.5399,248.6824,256.3829,1721372.0
2021-11-21,250.3353,257.5399,248.6824,256.3829,1721372.0
2021-11-22,256.8885,257.151,253.0868,253.0868,1110504.0
2021-11-23,252.2118,252.7659,246.553,247.4864,1402183.0
2021-11-24,246.7281,249.2852,245.7072,248.0795,1062136.0
2021-11-25,246.7281,249.2852,245.7072,248.0795,1062136.0
2021-11-26,242.8817,243.2862,236.7329,236.7329,1955499.0
2021-11-27,242.8817,243.2862,236.7329,236.7329,1955499.0
2021-11-28,242.8817,243.2862,236.7329,236.7329,1955499.0
2021-11-29,239.6984,240.1708,236.2225,236.7524,2137450.0
2021-11-30,235.5662,238.1136,229.5477,230.0728,2702048.0
2021-12-01,233.6508,240.1457,232.1632,232.4743,2390605.0
2021-12-02,233.8355,241.5847,232.3771,240.5443,1751098.0
2021-12-03,241.9541,242.7514,237.5691,240.029,1624289.0
2021-12-04,241.9541,242.7514,237.5691,240.029,1624289.0
2021-12-05,241.9541,242.7514,237.5691,240.029,1624289.0
2021-12-06,243.0625,250.4325,242.5667,247.36,1434953.0
2021-12-07,252.8632,257.0538,252.4403,253.3299,1580904.0
2021-12-08,253.2035,255.1481,252.7271,254.0397,1310111.0
2021-12-09,252.8146,255.8481,251.7645,253.3202,1205107.0
2021-12-10,254.1272,254.7689,251.1811,252.9896,828052.0
2021-12-11,254.1272,254.7689,251.1811,252.9896,828052.0
2021-12-12,254.1272,254.7689,251.1811,252.9896,828052.0
2021-12-13,253.1938,254.3508,251.2735,252.8632,895148.0
2021-12-14,251.0936,252.0854,247.2725,247.6906,1082212.0
2021-12-15,247.0684,247.4378,242.4986,245.2307,1667906.0
2021-12-16,246.0086,248.4587,243.0042,244.4918,1502732.0
2021-12-17,243.3348,248.8768,242.3139,244.2584,2416467.0
2021-12-18,243.3348,248.8768,242.3139,244.2584,2416467.0
2021-12-19,243.3348,248.8768,242.3139,244.2584,2416467.0
2021-12-20,241.1568,242.2361,235.7995,240.9041,1378594.0
2021-12-21,243.4806,250.3158,243.0723,249.1199,1421736.0
2021-12-22,249.1296,256.9565,248.906,256.7329,1456239.0
2021-12-23,258.6192,262.3722,257.0927,260.8165,1501525.0
2021-12-24,258.6192,262.3722,257.0927,260.8165,1501525.0
2021-12-25,258.6192,262.3722,257.0927,260.8165,1501525.0
2021-12-26,258.6192,262.3722,257.0927,260.8165,1501525.0
2021-12-27,261.886,263.1111,260.4957,262.9264,723190.0
2021-12-28,263.3931,265.1675,262.4014,263.2861,705125.0
2021-12-29,263.2861,264.8904,262.3333,263.5973,498692.0
2021-12-30,264.0602,266.9163,263.4265,263.8652,820144.0
2021-12-31,262.9684,264.4801,260.5509,260.6776,638498.0
2022-01-01,262.9684,264.4801,260.5509,260.6776,638498.0
2022-01-02,262.9684,264.4801,260.5509,260.6776,638498.0
2022-01-03,260.6679,262.0911,257.88,261.6524,1169734.0
2022-01-04,265.883,272.0534,264.567,270.7667,1982390.0
2022-01-05,269.6652,273.3596,265.1617,265.3859,1318504.0
2022-01-06,264.5281,269.9869,262.2568,264.6548,1776128.0
2022-01-07,261.4965,264.2356,256.1351,256.9247,1787345.0
2022-01-08,261.4965,264.2356,256.1351,256.9247,1787345.0
2022-01-09,261.4965,264.2356,256.1351,256.9247,1787345.0
2022-01-10,255.5893,257.2366,251.6706,257.1977,1304703.0
2022-01-11,257.997,262.9197,256.3106,261.4087,1019672.0
2022-01-12,261.7304,263.1731,260.4242,261.2723,807079.0
2022-01-13,261.9741,265.0155,260.356,261.1358,1062035.0
2022-01-14,259.118,260.356,254.6705,259.9855,1661271.0
2022-01-15,259.118,260.356,254.6705,259.9855,1661271.0
2022-01-16,259.118,260.356,254.6705,259.9855,1661271.0
2022-01-17,259.118,260.356,254.6705,259.9855,1661271.0
2022-01-18,256.7103,257.4901,252.933,253.9126,1349756.0
2022-01-19,254.1758,256.3496,251.5049,251.7876,1497989.0
2022-01-20,252.4699,258.5624,250.0817,250.5399,1339597.0
2022-01-21,251.9046,251.9046,246.0705,248.2589,2589517.0
2022-01-22,251.9046,251.9046,246.0705,248.2589,2589517.0
2022-01-23,251.9046,251.9046,246.0705,248.2589,2589517.0
2022-01-24,244.3012,246.0948,235.8986,245.5684,2307262.0
2022-01-25,238.1601,244.7058,236.4444,242.9853,1692442.0
2022-01-26,246.0753,248.5318,239.0179,242.0007,1569575.0
2022-01-27,243.5214,244.4962,237.2925,239.1446,1730993.0
2022-01-28,234.3584,242.5466,231.4633,242.1274,1903597.0
2022-01-29,234.3584,242.5466,231.4633,242.1274,1903597.0
2022-01-30,234.3584,242.5466,231.4633,242.1274,1903597.0
2022-01-31,240.7627,243.112,238.2868,241.796,2021660.0
2022-02-01,241.7473,242.7903,237.7409,242.3321,2323277.0
2022-02-02,243.6871,248.9022,241.6937,248.0541,1602892.0
2022-02-03,247.4303,248.3466,243.96,244.4377,1004798.0
2022-02-04,242.9658,246.8357,242.3614,244.6229,792319.0
2022-02-05,242.9658,246.8357,242.3614,244.6229,792319.0
2022-02-06,242.9658,246.8357,242.3614,244.6229,792319.0
2022-02-07,242.5661,244.7594,239.8562,241.9325,1261954.0
2022-02-08,242.2249,249.6431,242.2249,248.6683,1134555.0
2022-02-09,251.3587,255.8817,251.3587,253.6592,1341488.0
2022-02-10,249.1557,252.7624,248.0736,248.9997,1890748.0
2022-02-11,249.4286,250.3741,243.6969,245.3052,1307663.0
2022-02-12,249.4286,250.3741,243.6969,245.3052,1307663.0
2022-02-13,249.4286,250.3741,243.6969,245.3052,1307663.0
2022-02-14,245.1785,246.514,242.3809,244.1355,1325884.0
2022-02-15,248.2881,253.3375,247.596,252.197,1513436.0
2022-02-16,249.8478,253.9126,247.8689,253.0451,1328980.0
2022-02-17,249.5846,251.5439,244.5742,245.237,1374431.0
2022-02-18,244.6326,246.821,240.5678,241.8837,1290927.0
2022-02-19,244.6326,246.821,240.5678,241.8837,1290927.0
2022-02-20,244.6326,246.821,240.5678,241.8837,1290927.0
2022-02-21,244.6326,246.821,240.5678,241.8837,1290927.0
2022-02-22,241.3184,246.1338,241.0844,243.9016,1678601.0
2022-02-23,246.7187,250.5399,245.1298,247.2256,1975350.0
2022-02-24,242.9755,251.963,239.7977,251.2027,1889867.0
2022-02-25,251.963,259.3714,250.662,259.0887,1433240.0
2022-02-26,251.963,259.3714,250.662,259.0887,1433240.0
2022-02-27,251.963,259.3714,250.662,259.0887,1433240.0
2022-02-28,255.5015,257.7923,253.7567,256.7103,1300578.0
2022-03-01,256.5348,258.0067,252.7867,255.9987,1937753.0
2022-03-02,258.3187,264.5476,257.2269,261.7207,1816155.0
2022-03-03,262.4128,264.0212,257.3049,259.7516,924943.0
2022-03-04,256.9247,260.4924,254.1466,260.3657,1113990.0
2022-03-05,256.9247,260.4924,254.1466,260.3657,1113990.0
2022-03-06,256.9247,260.4924,254.1466,260.3657,1113990.0
2022-03-07,258.7281,260.1513,245.3442,247.0209,1766555.0
2022-03-08,244.8763,246.4652,238.0723,239.515,1956903.0
2022-03-09,246.3288,246.3288,239.5345,243.3947,1731072.0
2022-03-10,239.5832,242.6928,237.7019,242.1079,1696945.0
2022-03-11,244.1063,245.6269,241.3281,241.5231,1261186.0
2022-03-12,244.1063,245.6269,241.3281,241.5231,1261186.0
2022-03-13,244.1063,245.6269,241.3281,241.5231,1261186.0
2022-03-14,243.9211,245.3709,237.1658,239.6515,1582867.0
2022-03-15,243.0827,248.4636,242.4053,247.9274,1474554.0
2022-03-16,251.4951,256.9247,250.0349,255.5503,1530221.0
2022-03-17,252.0605,257.3634,252.0605,257.3439,1454437.0
2022-03-18,256.9735,261.0383,254.9459,260.5997,2190133.0
2022-03-19,256.9735,261.0383,254.9459,260.5997,2190133.0
2022-03-20,256.9735,261.0383,254.9459,260.5997,2190133.0
2022-03-21,260.2292,260.9018,256.7054,259.0887,1077975.0
2022-03-22,259.4104,261.7207,259.0985,260.239,1487624.0
2022-03-23,258.3577,258.5819,248.4002,249.0289,1777996.0
2022-03-24,250.9493,256.4178,250.2377,256.3788,1177297.0
2022-03-25,257.3439,259.5371,255.9889,259.2934,829688.0
2022-03-26,257.3439,259.5371,255.9889,259.2934,829688.0
2022-03-27,257.3439,259.5371,255.9889,259.2934,829688.0
2022-03-28,260.5314,263.4168,258.1091,263.3096,1004464.0
2022-03-29,265.3274,267.2185,263.0854,266.0877,1025358.0
2022-03-30,264.7439,266.2538,261.4945,263.0239,939755.0
2022-03-31,261.8023,265.4085,260.9423,261.2746,1565958.0
2022-04-01,262.1737,264.5974,260.7078,262.936,1044615.0
2022-04-02,262.1737,264.5974,260.7078,262.936,1044615.0
2022-04-03,262.1737,264.5974,260.7078,262.936,1044615.0
2022-04-04,261.6362,261.8903,256.2026,259.0953,1264635.0
2022-04-05,258.1962,263.7862,258.0631,262.3985,2199658.0
2022-04-06,252.1175,262.6233,251.7853,262.1053,4085794.0
2022-04-07,261.0498,265.301,259.4188,264.0305,1372655.0
2022-04-08,263.7178,265.2424,260.6736,263.3464,1097170.0
2022-04-09,263.7178,265.2424,260.6736,263.3464,1097170.0
2022-04-10,263.7178,265.2424,260.6736,263.3464,1097170.0
2022-04-11,261.431,262.3301,256.9551,257.3557,1046488.0
2022-04-12,257.5903,259.3298,254.5901,256.4566,945887.0
2022-04-13,253.603,258.1058,253.603,257.6489,864939.0
2022-04-14,259.496,259.5068,255.2351,255.753,913008.0
2022-04-15,259.496,259.5068,255.2351,255.753,913008.0
2022-04-16,259.496,259.5068,255.2351,255.753,913008.0
2022-04-17,259.496,259.5068,255.2351,255.753,913008.0
2022-04-18,254.5021,256.6619,251.8537,253.0753,590816.0
2022-04-19,254.463,267.6074,254.463,265.4964,2345382.0
2022-04-20,265.4183,272.9335,265.4183,270.0896,1459547.0
2022-04-21,270.979,272.1712,263.7667,263.8937,1354432.0
2022-04-22,257.0626,259.0562,240.8398,242.6673,3099542.0
2022-04-23,257.0626,259.0562,240.8398,242.6673,3099542.0
2022-04-24,257.0626,259.0562,240.8398,242.6673,3099542.0
2022-04-25,241.9734,248.7655,241.1818,248.0619,1800351.0
2022-04-26,246.7621,247.746,243.2439,243.2439,1354079.0
2022-04-27,242.8432,246.249,240.615,243.4882,1751153.0
2022-04-28,245.7359,247.8517,241.5825,246.3712,1628331.0
2022-04-29,243.1852,243.366,235.328,235.7775,3090497.0
2022-04-30,243.1852,243.366,235.328,235.7775,3090497.0
2022-05-01,243.1852,243.366,235.328,235.7775,3090497.0
2022-05-02,236.2075,238.1914,224.9297,231.585,1911608.0
2022-05-03,231.585,234.6341,231.1354,232.4645,1148056.0
2022-05-04,233.0509,242.12,230.7396,240.3805,1654373.0
2022-05-05,238.4748,241.1867,232.5036,235.8752,1879912.0
2022-05-06,234.507,235.7189,229.8357,234.6243,1506275.0
2022-05-07,234.507,235.7189,229.8357,234.6243,1506275.0
2022-05-08,234.507,235.7189,229.8357,234.6243,1506275.0
2022-05-09,230.1484,231.1257,222.6625,223.8059,2011184.0
2022-05-10,226.2393,228.0668,218.9293,222.34,1857965.0
2022-05-11,222.0175,227.7736,220.9034,221.5679,1429598.0
2022-05-12,218.9488,223.3075,218.9488,222.8188,1375532.0
2022-05-13,226.4445,230.5198,225.2913,227.9691,1261311.0
2022-05-14,226.4445,230.5198,225.2913,227.9691,1261311.0
2022-05-15,226.4445,230.5198,225.2913,227.9691,1261311.0
2022-05-16,226.6986,229.9537,226.21,228.5359,985628.0
2022-05-17,232.1616,234.0673,230.3048,233.6959,1058353.0
2022-05-18,230.7641,231.9782,225.9412,226.9332,1101346.0
2022-05-19,223.4443,226.982,222.0565,225.262,1920280.0
2022-05-20,227.7443,228.7509,221.5288,226.9722,1086644.0
2022-05-21,227.7443,228.7509,221.5288,226.9722,1086644.0
2022-05-22,227.7443,228.7509,221.5288,226.9722,1086644.0
2022-05-23,229.6598,230.207,225.35,227.7541,925038.0
2022-05-24,227.0895,228.9268,224.4509,227.9788,771823.0
2022-05-25,227.07,231.2038,225.7702,229.6695,1115441.0
2022-05-26,230.5784,231.9368,227.5391,229.6011,907891.0
2022-05-27,231.6729,233.1486,230.8032,231.1257,1021253.0
2022-05-28,231.6729,233.1486,230.8032,231.1257,1021253.0
2022-05-29,231.6729,233.1486,230.8032,231.1257,1021253.0
2022-05-30,231.6729,233.1486,230.8032,231.1257,1021253.0
2022-05-31,229.1223,229.9334,226.2588,229.1711,2090074.0
2022-06-01,230.0898,230.6468,220.4636,222.8188,1156634.0
2022-06-02,224.1675,229.22,219.1003,229.0636,1011524.0
2022-06-03,227.1286,227.1286,223.5127,223.8156,747297.0
2022-06-04,227.1286,227.1286,223.5127,223.8156,747297.0
2022-06-05,227.1286,227.1286,223.5127,223.8156,747297.0
2022-06-06,225.7995,226.1904,222.081,222.9654,794663.0
2022-06-07,220.8643,225.7751,220.5015,225.4575,739912.0
2022-06-08,224.3434,224.7441,221.1575,221.519,660368.0
2022-06-09,220.0825,220.5222,213.7497,213.994,983845.0
2022-06-10,210.2902,214.0624,209.3031,211.4824,1346739.0
2022-06-11,210.2902,214.0624,209.3031,211.4824,1346739.0
2022-06-12,210.2902,214.0624,209.3031,211.4824,1346739.0
2022-06-13,205.609,207.3583,201.2894,202.3938,1762455.0
2022-06-14,201.2113,201.9051,193.784,196.0219,1792829.0
2022-06-15,198.9538,201.0647,194.8492,197.9081,1651915.0
2022-06-16,192.1715,193.1487,189.2592,191.2528,1438496.0
2022-06-17,191.7024,195.2303,189.5328,189.6794,2265203.0
2022-06-18,191.7024,195.2303,189.5328,189.6794,2265203.0
2022-06-19,191.7024,195.2303,189.5328,189.6794,2265203.0
2022-06-20,191.7024,195.2303,189.5328,189.6794,2265203.0
2022-06-21,192.9337,193.7546,189.9433,191.2528,1411417.0
2022-06-22,189.7869,194.6733,188.9465,192.279,1300861.0
2022-06-23,192.924,196.7602,192.6122,195.5137,1293016.0
2022-06-24,197.4488,200.3904,195.3867,199.7844,1546242.0
2022-06-25,197.4488,200.3904,195.3867,199.7844,1546242.0
2022-06-26,197.4488,200.3904,195.3867,199.7844,1546242.0
2022-06-27,199.9408,200.8692,197.1584,198.514,1126109.0
2022-06-28,199.6769,200.6738,193.1585,193.3051,1313379.0
2022-06-29,194.8792,196.585,192.7903,195.5853,904584.0
2022-06-30,193.4572,195.4186,190.3581,195.095,2424867.0
2022-07-01,195.144,200.2242,193.4376,199.9299,1976558.0
2022-07-02,195.144,200.2242,193.4376,199.9299,1976558.0
2022-07-03,195.144,200.2242,193.4376,199.9299,1976558.0
2022-07-04,195.144,200.2242,193.4376,199.9299,1976558.0
2022-07-05,197.1447,198.6452,193.2708,198.1254,1090346.0
2022-07-06,198.5766,199.6455,195.4284,196.8897,1278806.0
2022-07-07,196.6445,198.1048,194.7517,197.8116,2043101.0
2022-07-08,197.3506,199.3415,195.86,197.0074,854635.0
2022-07-09,197.3506,199.3415,195.86,197.0074,854635.0
2022-07-10,197.3506,199.3415,195.86,197.0074,854635.0
2022-07-11,193.0649,195.654,192.4863,193.6239,1120553.0
2022-07-12,192.8589,195.4677,191.226,191.9469,1061937.0
2022-07-13,188.9459,191.9273,187.6415,190.4366,1056709.0
2022-07-14,187.9946,189.3185,186.8618,188.6713,1314277.0
2022-07-15,192.2509,192.5304,189.5931,191.0054,1904031.0
2022-07-16,192.2509,192.5304,189.5931,191.0054,1904031.0
