,SYK US Equity,SYK US Equity,SYK US Equity,SYK US Equity,SYK US Equity
2019-04-14,185.621,185.7629,182.1209,182.2628,1457745.0
2019-04-15,182.6979,183.4263,182.0073,182.9722,1445574.0
2019-04-16,184.202,184.3439,177.741,178.8288,1683602.0
2019-04-17,179.1883,179.264,170.2771,170.5042,3369540.0
2019-04-18,170.3528,171.0623,165.3959,170.5231,3396733.0
2019-04-19,170.3528,171.0623,165.3959,170.5231,3396733.0
2019-04-20,170.3528,171.0623,165.3959,170.5231,3396733.0
2019-04-21,170.3528,171.0623,165.3959,170.5231,3396733.0
2019-04-22,170.5515,173.7678,169.7521,172.3205,1896425.0
2019-04-23,173.1151,177.2112,172.188,176.8612,2931543.0
2019-04-24,173.7016,178.6869,172.1029,175.0449,2735884.0
2019-04-25,173.6827,177.67,173.6827,177.0598,1493239.0
2019-04-26,177.7504,178.4788,175.6503,178.1099,890343.0
2019-04-27,177.7504,178.4788,175.6503,178.1099,890343.0
2019-04-28,177.7504,178.4788,175.6503,178.1099,890343.0
2019-04-29,177.6842,177.9964,175.9057,177.1734,897984.0
2019-04-30,177.4099,178.9329,176.6625,178.7059,1063285.0
2019-05-01,178.5545,178.6964,176.0287,176.6152,972012.0
2019-05-02,176.8233,178.8951,176.4402,178.6491,1126312.0
2019-05-03,180.8249,180.8249,178.6964,180.4086,878724.0
2019-05-04,180.8249,180.8249,178.6964,180.4086,878724.0
2019-05-05,180.8249,180.8249,178.6964,180.4086,878724.0
2019-05-06,177.2112,180.9289,177.2112,180.7019,1111364.0
2019-05-07,179.018,180.0208,175.5179,177.4004,1502362.0
2019-05-08,177.5991,178.8005,176.2274,177.8923,910517.0
2019-05-09,176.0949,178.0058,174.2976,177.8545,922011.0
2019-05-10,176.7666,177.6747,172.0461,177.1828,958213.0
2019-05-11,176.7666,177.6747,172.0461,177.1828,958213.0
2019-05-12,176.7666,177.6747,172.0461,177.1828,958213.0
2019-05-13,174.3543,175.5368,173.1151,174.2503,956332.0
2019-05-14,174.5246,176.322,174.1368,174.2314,625065.0
2019-05-15,173.5881,176.4355,172.3678,175.6409,778336.0
2019-05-16,176.549,177.5139,174.7895,175.603,1172448.0
2019-05-17,173.8813,176.3598,173.73,174.1935,998074.0
2019-05-18,173.8813,176.3598,173.73,174.1935,998074.0
2019-05-19,173.8813,176.3598,173.73,174.1935,998074.0
2019-05-20,173.4367,174.9125,172.8218,174.3543,811615.0
2019-05-21,175.5652,176.7477,175.376,175.4328,922079.0
2019-05-22,175.6882,176.4071,175.0638,175.9057,878530.0
2019-05-23,175.3949,175.5841,172.9238,174.5341,798910.0
2019-05-24,174.9976,175.6409,173.7205,174.7895,708047.0
2019-05-25,174.9976,175.6409,173.7205,174.7895,708047.0
2019-05-26,174.9976,175.6409,173.7205,174.7895,708047.0
2019-05-27,174.9976,175.6409,173.7205,174.7895,708047.0
2019-05-28,174.9503,176.5396,171.715,172.1502,2393205.0
2019-05-29,171.7245,172.136,170.3244,171.5826,1053264.0
2019-05-30,171.8569,173.9665,171.7434,173.8246,1192036.0
2019-05-31,172.9732,174.9881,172.1691,173.3421,1324078.0
2019-06-01,172.9732,174.9881,172.1691,173.3421,1324078.0
2019-06-02,172.9732,174.9881,172.1691,173.3421,1324078.0
2019-06-03,173.7773,175.2909,172.2542,173.134,1124194.0
2019-06-04,175.953,176.8848,173.1908,176.3787,1375024.0
2019-06-05,177.8734,179.3775,176.6909,178.9234,1194500.0
2019-06-06,179.3113,182.6601,178.6775,181.4587,1037700.0
2019-06-07,182.7357,184.4007,182.4047,183.8047,904247.0
2019-06-08,182.7357,184.4007,182.4047,183.8047,904247.0
2019-06-09,182.7357,184.4007,182.4047,183.8047,904247.0
2019-06-10,184.8548,186.3021,184.4291,185.5264,708247.0
2019-06-11,186.5764,187.2103,183.0054,184.2872,815096.0
2019-06-12,184.7034,186.5291,184.4669,186.5008,651533.0
2019-06-13,187.0211,187.0211,184.9777,186.1508,736315.0
2019-06-14,186.7089,186.9643,184.8642,184.9115,744889.0
2019-06-15,186.7089,186.9643,184.8642,184.9115,744889.0
2019-06-16,186.7089,186.9643,184.8642,184.9115,744889.0
2019-06-17,185.0818,186.1886,184.6183,185.7818,579089.0
2019-06-18,186.4062,187.6454,185.6967,187.4751,1112671.0
2019-06-19,187.4751,189.9063,186.8886,189.6604,1189805.0
2019-06-20,191.5902,193.0848,190.5117,192.2996,1113084.0
2019-06-21,192.1767,192.8956,190.3415,191.7699,1840262.0
2019-06-22,192.1767,192.8956,190.3415,191.7699,1840262.0
2019-06-23,192.1767,192.8956,190.3415,191.7699,1840262.0
2019-06-24,192.5929,193.9031,192.0348,193.4348,902724.0
2019-06-25,193.4443,194.2389,192.1861,192.7916,1212969.0
2019-06-26,192.5267,193.6429,189.9725,191.4388,1326580.0
2019-06-27,192.3683,192.6529,191.1307,192.0933,758126.0
2019-06-28,192.5296,195.1093,191.8467,194.9765,1206204.0
2019-06-29,192.5296,195.1093,191.8467,194.9765,1206204.0
2019-06-30,192.5296,195.1093,191.8467,194.9765,1206204.0
2019-07-01,196.9303,197.2243,193.7815,195.887,890016.0
2019-07-02,195.3748,196.3897,194.085,195.1852,790870.0
2019-07-03,195.8301,197.5941,194.8532,197.4139,547039.0
2019-07-04,195.8301,197.5941,194.8532,197.4139,547039.0
2019-07-05,195.7068,198.3671,194.5213,197.8028,961848.0
2019-07-06,195.7068,198.3671,194.5213,197.8028,961848.0
2019-07-07,195.7068,198.3671,194.5213,197.8028,961848.0
2019-07-08,197.1294,197.7174,195.4697,197.3381,849870.0
2019-07-09,196.788,198.6564,196.5129,198.1917,760164.0
2019-07-10,197.964,199.2159,197.8502,198.277,559336.0
2019-07-11,198.0399,199.9747,197.689,199.9652,681869.0
2019-07-12,199.9557,199.9557,195.2331,195.7542,1704626.0
2019-07-13,199.9557,199.9557,195.2331,195.7542,1704626.0
2019-07-14,199.9557,199.9557,195.2331,195.7542,1704626.0
2019-07-15,196.4181,197.1105,194.4644,194.8911,1254585.0
2019-07-16,195.6309,196.2379,194.5023,194.8058,814974.0
2019-07-17,195.6689,197.7868,195.5645,197.2243,975420.0
2019-07-18,196.1146,199.6712,195.3938,199.5953,932820.0
2019-07-19,200.0506,200.2402,197.2527,197.2907,1355232.0
2019-07-20,200.0506,200.2402,197.2527,197.2907,1355232.0
2019-07-21,200.0506,200.2402,197.2527,197.2907,1355232.0
2019-07-22,197.6226,199.0452,197.082,197.7364,836097.0
2019-07-23,197.6795,198.8366,196.8378,198.571,808621.0
2019-07-24,199.1685,202.6967,197.9451,202.5544,1145604.0
2019-07-25,202.194,203.6166,201.1602,201.6913,1145172.0
2019-07-26,209.8952,211.1092,202.8199,203.389,1574960.0
2019-07-27,209.8952,211.1092,202.8199,203.389,1574960.0
2019-07-28,209.8952,211.1092,202.8199,203.389,1574960.0
2019-07-29,203.7399,204.2995,202.3173,204.2141,1216048.0
2019-07-30,202.9527,204.4038,202.2699,202.5923,980877.0
2019-07-31,202.2224,203.3131,197.7554,198.9599,1218690.0
2019-08-01,199.8988,204.0434,199.8988,201.9379,1444560.0
2019-08-02,201.9379,201.9379,198.7986,200.705,1158861.0
2019-08-03,201.9379,201.9379,198.7986,200.705,1158861.0
2019-08-04,201.9379,201.9379,198.7986,200.705,1158861.0
2019-08-05,198.8461,199.5384,193.7151,195.0524,1544375.0
2019-08-06,196.475,200.4252,195.7542,200.3161,1134147.0
2019-08-07,198.4477,201.0464,195.9249,200.8188,883913.0
2019-08-08,200.98,206.7464,200.8852,206.5567,1196597.0
2019-08-09,205.8075,208.6243,205.267,207.4577,934239.0
2019-08-10,205.8075,208.6243,205.267,207.4577,934239.0
2019-08-11,205.8075,208.6243,205.267,207.4577,934239.0
2019-08-12,206.8887,208.3777,204.7263,205.9877,508416.0
2019-08-13,207.3913,209.6012,205.9782,207.8086,852633.0
2019-08-14,205.0393,206.9076,200.961,201.1223,924951.0
2019-08-15,201.568,205.0581,200.5912,204.1952,764428.0
2019-08-16,206.0351,206.9551,205.2289,205.8075,1237062.0
2019-08-17,206.0351,206.9551,205.2289,205.8075,1237062.0
2019-08-18,206.0351,206.9551,205.2289,205.8075,1237062.0
2019-08-19,207.9414,208.4819,205.6842,207.3629,1416338.0
2019-08-20,208.1216,209.2977,206.5567,206.699,919034.0
2019-08-21,207.9888,208.8424,206.3386,207.7233,732601.0
2019-08-22,207.7233,209.07,206.1412,207.012,614594.0
2019-08-23,206.9456,208.2734,201.8241,203.0571,1043853.0
2019-08-24,206.9456,208.2734,201.8241,203.0571,1043853.0
2019-08-25,206.9456,208.2734,201.8241,203.0571,1043853.0
2019-08-26,204.7263,206.0351,203.4744,205.9403,642917.0
2019-08-27,207.2301,208.8709,206.3765,207.2396,915477.0
2019-08-28,205.6747,208.6338,205.466,208.169,701703.0
2019-08-29,209.7719,210.8151,208.5389,210.3789,669412.0
2019-08-30,211.6877,211.9248,208.482,209.2787,1038557.0
2019-08-31,211.6877,211.9248,208.482,209.2787,1038557.0
2019-09-01,211.6877,211.9248,208.482,209.2787,1038557.0
2019-09-02,211.6877,211.9248,208.482,209.2787,1038557.0
2019-09-03,207.8181,208.9847,204.7737,206.8697,1102196.0
2019-09-04,207.8371,208.795,206.1945,207.7043,624535.0
2019-09-05,209.5443,209.8098,208.0363,208.8614,721161.0
2019-09-06,208.7571,210.7867,208.3682,209.9805,745491.0
2019-09-07,208.7571,210.7867,208.3682,209.9805,745491.0
2019-09-08,208.7571,210.7867,208.3682,209.9805,745491.0
2019-09-09,210.4832,210.4832,205.2953,205.9782,1337562.0
2019-09-10,204.8021,205.1341,199.5716,202.6682,1733605.0
2019-09-11,202.3837,206.9171,202.0375,206.7085,925804.0
2019-09-12,208.776,210.4737,208.5152,208.6907,1059707.0
2019-09-13,208.9942,209.3261,206.258,206.9266,721830.0
2019-09-14,208.9942,209.3261,206.258,206.9266,721830.0
2019-09-15,208.9942,209.3261,206.258,206.9266,721830.0
2019-09-16,205.8075,206.6705,203.9106,204.1857,845688.0
2019-09-17,204.8591,208.2923,204.8211,207.1353,818708.0
2019-09-18,207.3819,209.2692,206.2058,209.108,985245.0
2019-09-19,209.5158,211.2419,208.8993,209.6486,998209.0
2019-09-20,210.3789,210.9479,207.8845,209.7908,3760716.0
2019-09-21,210.3789,210.9479,207.8845,209.7908,3760716.0
2019-09-22,210.3789,210.9479,207.8845,209.7908,3760716.0
2019-09-23,208.4346,210.0374,207.5052,208.8329,1092135.0
2019-09-24,209.9426,211.5118,205.6557,206.7464,1133419.0
2019-09-25,206.2912,207.1163,203.8348,206.7085,919908.0
2019-09-26,207.7423,208.1975,203.7352,205.2289,1023839.0
2019-09-27,206.4648,206.4648,202.2152,203.0803,945540.0
2019-09-28,206.4648,206.4648,202.2152,203.0803,945540.0
2019-09-29,206.4648,206.4648,202.2152,203.0803,945540.0
2019-09-30,203.6508,206.7501,203.4368,205.6377,1398151.0
2019-10-01,205.8279,206.4363,201.7113,202.2342,1141380.0
2019-10-02,200.5895,201.2645,196.9768,198.7926,1393468.0
2019-10-03,198.1272,202.8522,197.262,202.624,812995.0
2019-10-04,203.4226,205.286,203.4226,204.8677,722504.0
2019-10-05,203.4226,205.286,203.4226,204.8677,722504.0
2019-10-06,203.4226,205.286,203.4226,204.8677,722504.0
2019-10-07,203.8789,204.5253,202.1962,202.4434,681262.0
2019-10-08,201.2169,201.2169,197.5662,197.6328,1042423.0
2019-10-09,199.3345,200.6655,197.2905,200.4754,1524036.0
2019-10-10,199.23,201.5117,198.3173,200.8747,938793.0
2019-10-11,203.3275,204.9152,202.0346,203.2705,935506.0
2019-10-12,203.3275,204.9152,202.0346,203.2705,935506.0
2019-10-13,203.3275,204.9152,202.0346,203.2705,935506.0
2019-10-14,203.5367,203.9073,201.7588,202.1772,696537.0
2019-10-15,203.7839,205.4666,203.0898,204.3543,557177.0
2019-10-16,203.8314,205.4856,202.6151,205.1148,1086481.0
2019-10-17,205.1148,206.3032,204.4731,204.9342,716083.0
2019-10-18,205.0673,205.3335,203.7173,204.706,903924.0
2019-10-19,205.0673,205.3335,203.7173,204.706,903924.0
2019-10-20,205.0673,205.3335,203.7173,204.706,903924.0
2019-10-21,205.5902,205.5902,203.955,204.4684,681770.0
2019-10-22,204.9722,205.7233,199.0969,199.4201,696208.0
2019-10-23,200.3518,200.9507,199.3345,200.0856,601792.0
2019-10-24,200.5134,201.3596,199.5342,200.9888,711089.0
2019-10-25,200.9507,201.7113,199.287,201.1884,672929.0
2019-10-26,200.9507,201.7113,199.287,201.1884,672929.0
2019-10-27,200.9507,201.7113,199.287,201.1884,672929.0
2019-10-28,201.2074,203.8504,200.6275,203.1849,1754850.0
2019-10-29,202.643,210.5719,202.643,209.6592,1834601.0
2019-10-30,204.3923,209.6402,203.627,206.3888,1937608.0
2019-10-31,205.942,207.8148,203.8029,205.6092,1082527.0
2019-11-01,207.1494,208.1048,202.2342,202.2817,1443738.0
2019-11-02,207.1494,208.1048,202.2342,202.2817,1443738.0
2019-11-03,207.1494,208.1048,202.2342,202.2817,1443738.0
2019-11-04,195.8455,196.7676,192.0426,195.0564,4457219.0
2019-11-05,195.1514,195.9833,188.1745,188.5916,4224625.0
2019-11-06,190.1507,191.6528,188.8863,191.1014,3056372.0
2019-11-07,192.2898,193.3451,188.9338,190.8828,1986920.0
2019-11-08,190.8733,191.8525,189.78,189.9321,1420577.0
2019-11-09,190.8733,191.8525,189.78,189.9321,1420577.0
2019-11-10,190.8733,191.8525,189.78,189.9321,1420577.0
2019-11-11,189.7324,190.7211,187.9641,188.6391,1333037.0
2019-11-12,189.8085,191.2155,189.1145,190.3123,1365533.0
2019-11-13,190.1507,192.3088,189.7609,191.7859,1165898.0
2019-11-14,191.7764,193.7919,191.2773,193.1455,1405343.0
2019-11-15,194.3053,196.2875,193.4687,196.0831,1767303.0
2019-11-16,194.3053,196.2875,193.4687,196.0831,1767303.0
2019-11-17,194.3053,196.2875,193.4687,196.0831,1767303.0
2019-11-18,196.0831,197.4141,194.5905,194.9518,1274563.0
2019-11-19,195.5222,197.3071,194.6856,196.9102,1415665.0
2019-11-20,196.8532,198.2222,193.4972,194.2293,1442225.0
2019-11-21,193.944,194.1057,190.6261,191.3581,1584836.0
2019-11-22,192.5465,192.8602,189.9035,191.6528,1200019.0
2019-11-23,192.5465,192.8602,189.9035,191.6528,1200019.0
2019-11-24,192.5465,192.8602,189.9035,191.6528,1200019.0
2019-11-25,192.3849,193.4592,191.5102,193.0884,1294066.0
2019-11-26,194.0296,194.0296,192.0046,192.48,1268307.0
2019-11-27,192.499,195.3131,192.499,194.8377,1430712.0
2019-11-28,192.499,195.3131,192.499,194.8377,1430712.0
2019-11-29,194.8947,195.4176,193.7159,194.7617,507606.0
2019-11-30,194.8947,195.4176,193.7159,194.7617,507606.0
2019-12-01,194.8947,195.4176,193.7159,194.7617,507606.0
2019-12-02,194.8947,195.4081,191.6053,192.3564,780288.0
2019-12-03,191.4912,193.193,191.187,193.0599,802051.0
2019-12-04,193.2976,194.4859,192.48,194.2958,1078367.0
2019-12-05,194.3719,194.3719,192.3849,193.193,902699.0
2019-12-06,194.6095,195.0754,193.5733,193.9345,1457604.0
2019-12-07,194.6095,195.0754,193.5733,193.9345,1457604.0
2019-12-08,194.6095,195.0754,193.5733,193.9345,1457604.0
2019-12-09,193.9631,194.7046,189.384,190.5215,1650418.0
2019-12-10,190.5595,191.168,188.2208,188.3634,1646243.0
2019-12-11,188.9243,189.1027,187.4412,188.2208,2567954.0
2019-12-12,188.0592,190.7592,188.0592,189.9226,1804177.0
2019-12-13,189.3521,192.9648,189.3521,192.9268,1038421.0
2019-12-14,189.3521,192.9648,189.3521,192.9268,1038421.0
2019-12-15,189.3521,192.9648,189.3521,192.9268,1038421.0
2019-12-16,193.849,194.9328,193.5162,194.1817,1605439.0
2019-12-17,195.5793,195.5793,193.4307,193.4307,1878217.0
2019-12-18,194.4955,198.593,193.5447,198.2412,2402243.0
2019-12-19,198.6215,200.2853,197.4141,197.8229,2118272.0
2019-12-20,199.3155,200.0,197.937,199.6483,2819856.0
2019-12-21,199.3155,200.0,197.937,199.6483,2819856.0
2019-12-22,199.3155,200.0,197.937,199.6483,2819856.0
2019-12-23,200.8081,202.4909,199.4772,202.0631,1656736.0
2019-12-24,202.1391,202.4624,200.656,201.1504,436276.0
2019-12-25,202.1391,202.4624,200.656,201.1504,436276.0
2019-12-26,201.3215,201.8159,197.8419,199.4106,829788.0
2019-12-27,199.7909,201.3263,199.0683,200.1712,1057123.0
2019-12-28,199.7909,201.3263,199.0683,200.1712,1057123.0
2019-12-29,199.7909,201.3263,199.0683,200.1712,1057123.0
2019-12-30,201.1293,201.4629,198.3446,198.9843,704993.0
2019-12-31,198.765,200.2141,198.0024,200.1378,879093.0
2020-01-01,198.765,200.2141,198.0024,200.1378,879093.0
2020-01-02,201.0911,201.1483,198.4886,200.624,992036.0
2020-01-03,197.3351,200.7384,197.3351,199.8042,801598.0
2020-01-04,197.3351,200.7384,197.3351,199.8042,801598.0
2020-01-05,197.3351,200.7384,197.3351,199.8042,801598.0
2020-01-06,199.4324,203.1217,198.5077,202.3114,1294485.0
2020-01-07,200.2236,201.0053,197.4399,199.8328,1077476.0
2020-01-08,200.7289,202.1112,199.4514,200.8528,1019060.0
2020-01-09,201.9396,203.0359,201.4248,201.7489,744441.0
2020-01-10,202.7499,202.9425,199.6802,199.8614,1232740.0
2020-01-11,202.7499,202.9425,199.6802,199.8614,1232740.0
2020-01-12,202.7499,202.9425,199.6802,199.8614,1232740.0
2020-01-13,199.7184,199.9758,197.1826,197.2302,1398599.0
2020-01-14,196.7536,199.3847,196.0005,198.2503,1680508.0
2020-01-15,198.7364,199.6421,196.9538,197.0968,1323584.0
2020-01-16,198.031,199.6898,197.1158,199.6802,2617118.0
2020-01-17,200.1378,206.4201,199.4233,202.2637,3741975.0
2020-01-18,200.1378,206.4201,199.4233,202.2637,3741975.0
2020-01-19,200.1378,206.4201,199.4233,202.2637,3741975.0
2020-01-20,200.1378,206.4201,199.4233,202.2637,3741975.0
2020-01-21,202.1588,204.6279,201.7203,204.6279,1605140.0
2020-01-22,205.7623,207.7071,205.4048,206.9349,1527991.0
2020-01-23,206.8491,208.2028,205.1047,206.1246,1415432.0
2020-01-24,206.8968,207.4211,203.5125,204.2275,1558879.0
2020-01-25,206.8968,207.4211,203.5125,204.2275,1558879.0
2020-01-26,206.8968,207.4211,203.5125,204.2275,1558879.0
2020-01-27,202.4925,207.035,202.4925,204.5802,1553623.0
2020-01-28,204.8472,205.362,203.5983,204.1989,1703188.0
2020-01-29,206.2867,206.2867,198.4409,200.8433,2874226.0
2020-01-30,200.195,204.1512,199.5754,203.8462,2130746.0
2020-01-31,203.4839,204.0083,199.5849,200.8623,1511208.0
2020-02-01,203.4839,204.0083,199.5849,200.8623,1511208.0
2020-02-02,203.4839,204.0083,199.5849,200.8623,1511208.0
2020-02-03,200.7384,203.0454,200.7384,201.7584,1148490.0
2020-02-04,204.5802,207.545,203.9129,206.2485,1248894.0
2020-02-05,207.4783,208.5651,206.3439,207.5641,1160179.0
2020-02-06,208.4983,209.1085,207.0338,208.0503,790229.0
2020-02-07,208.0026,208.77,204.5802,204.7804,942162.0
2020-02-08,208.0026,208.77,204.5802,204.7804,942162.0
2020-02-09,208.0026,208.77,204.5802,204.7804,942162.0
2020-02-10,204.8376,207.3258,204.7922,207.0874,650158.0
2020-02-11,207.8787,208.7653,206.5822,207.955,834532.0
2020-02-12,208.3267,209.0322,205.953,205.9911,871469.0
2020-02-13,206.2581,208.0408,205.3048,207.259,1055205.0
2020-02-14,207.6213,211.2725,206.4106,211.1962,1447432.0
2020-02-15,207.6213,211.2725,206.4106,211.1962,1447432.0
2020-02-16,207.6213,211.2725,206.4106,211.1962,1447432.0
2020-02-17,207.6213,211.2725,206.4106,211.1962,1447432.0
2020-02-18,210.6814,211.5871,208.5651,211.568,1533332.0
2020-02-19,212.1781,215.734,211.6824,214.59,1243707.0
2020-02-20,214.59,215.4003,211.8982,213.9894,1006299.0
2020-02-21,212.9503,214.0085,211.9017,213.8273,1732955.0
2020-02-22,212.9503,214.0085,211.9017,213.8273,1732955.0
2020-02-23,212.9503,214.0085,211.9017,213.8273,1732955.0
2020-02-24,208.8701,209.6328,204.2275,205.4859,1616998.0
2020-02-25,205.4954,206.1723,195.6668,196.6773,1995300.0
2020-02-26,197.8594,201.134,192.1872,192.2444,1993554.0
2020-02-27,189.1557,192.7211,185.7524,185.7524,2091094.0
2020-02-28,179.3557,182.9982,176.3909,181.6913,3098110.0
2020-02-29,179.3557,182.9982,176.3909,181.6913,3098110.0
2020-03-01,179.3557,182.9982,176.3909,181.6913,3098110.0
2020-03-02,183.4549,188.0403,181.6722,188.0117,2504091.0
2020-03-03,189.4226,192.0966,176.9915,180.0134,3061078.0
2020-03-04,185.495,189.232,181.1002,189.1366,2532720.0
2020-03-05,187.9831,187.9831,177.2012,180.7475,2797850.0
