,ACN US Equity,ACN US Equity,ACN US Equity,ACN US Equity,ACN US Equity
2021-05-03,280.7117,281.1813,279.212,279.9834,1300351.0
2021-05-04,278.7568,279.763,277.0894,279.4372,1810733.0
2021-05-05,280.1463,280.6159,277.0606,277.444,1553816.0
2021-05-06,277.4056,279.0347,275.6146,279.0155,1863192.0
2021-05-07,280.0122,281.8233,278.8977,279.3701,1394227.0
2021-05-08,280.0122,281.8233,278.8977,279.3701,1394227.0
2021-05-09,280.0122,281.8233,278.8977,279.3701,1394227.0
2021-05-10,278.4981,281.8329,278.086,278.4885,1620690.0
2021-05-11,276.409,276.4282,272.6956,275.9394,1541786.0
2021-05-12,273.3329,273.4096,267.4969,267.7365,2116587.0
2021-05-13,269.3943,275.2686,269.3943,273.4191,1698244.0
2021-05-14,274.8949,282.2162,274.662,276.179,1285600.0
2021-05-15,274.8949,282.2162,274.662,276.179,1285600.0
2021-05-16,274.8949,282.2162,274.662,276.179,1285600.0
2021-05-17,275.6424,276.5144,274.1666,275.0291,1499964.0
2021-05-18,273.8887,274.7416,271.0234,271.2055,1438405.0
2021-05-19,268.254,269.3464,265.3312,269.2506,1625345.0
2021-05-20,269.9501,273.2371,269.8303,272.1063,2094665.0
2021-05-21,273.1125,275.1632,270.8797,271.5601,2210223.0
2021-05-22,273.1125,275.1632,270.8797,271.5601,2210223.0
2021-05-23,273.1125,275.1632,270.8797,271.5601,2210223.0
2021-05-24,273.3041,274.1091,272.3602,272.9687,1231298.0
2021-05-25,273.8791,274.2624,271.7805,274.0612,1761287.0
2021-05-26,273.9749,274.8662,271.5121,272.1063,1873464.0
2021-05-27,272.3171,273.3808,267.5065,268.369,7166344.0
2021-05-28,270.7647,273.0358,270.3334,270.3909,2005678.0
2021-05-29,270.7647,273.0358,270.3334,270.3909,2005678.0
2021-05-30,270.7647,273.0358,270.3334,270.3909,2005678.0
2021-05-31,270.7647,273.0358,270.3334,270.3909,2005678.0
2021-06-01,273.6683,273.6683,268.9056,269.1643,1670861.0
2021-06-02,269.3272,271.3109,269.3272,270.046,2090035.0
2021-06-03,268.321,269.0781,265.8103,267.9665,1540642.0
2021-06-04,269.586,271.6195,269.4528,271.3588,1146226.0
2021-06-05,269.586,271.6195,269.4528,271.3588,1146226.0
2021-06-06,269.586,271.6195,269.4528,271.3588,1146226.0
2021-06-07,271.3588,272.3938,269.3368,270.4197,1404048.0
2021-06-08,270.2376,271.6559,269.2003,269.7106,1321418.0
2021-06-09,271.2917,271.4546,269.7968,270.343,1166539.0
2021-06-10,271.7038,272.8346,270.9851,272.365,2007198.0
2021-06-11,273.1125,273.6587,272.0967,273.3808,1473088.0
2021-06-12,273.1125,273.6587,272.0967,273.3808,1473088.0
2021-06-13,273.1125,273.6587,272.0967,273.3808,1473088.0
2021-06-14,273.8216,273.9174,271.3684,273.7929,1672434.0
2021-06-15,274.8853,275.9394,273.4671,274.2528,1408250.0
2021-06-16,275.489,275.489,271.2247,272.0967,2350866.0
2021-06-17,270.7168,273.5245,270.7168,272.8921,1872084.0
2021-06-18,271.0426,272.1542,269.0877,269.5189,3134046.0
2021-06-19,271.0426,272.1542,269.0877,269.5189,3134046.0
2021-06-20,271.0426,272.1542,269.0877,269.5189,3134046.0
2021-06-21,272.1159,275.5034,270.2472,273.6491,1959400.0
2021-06-22,273.8408,274.6601,271.8763,273.745,2019774.0
2021-06-23,275.7478,276.3707,273.678,273.7833,2161301.0
2021-06-24,284.8324,285.3786,277.4727,279.3989,3004034.0
2021-06-25,280.1367,282.9062,278.3064,282.3696,4233646.0
2021-06-26,280.1367,282.9062,278.3064,282.3696,4233646.0
2021-06-27,280.1367,282.9062,278.3064,282.3696,4233646.0
2021-06-28,282.1587,283.5291,280.2997,281.6413,1662419.0
2021-06-29,282.4941,285.2396,282.3121,284.0657,2060957.0
2021-06-30,283.6441,284.6024,281.5358,282.4941,1595366.0
2021-07-01,283.1554,287.5443,282.6954,287.4868,3104089.0
2021-07-02,287.4868,292.4412,287.4868,292.1249,2280128.0
2021-07-03,287.4868,292.4412,287.4868,292.1249,2280128.0
2021-07-04,287.4868,292.4412,287.4868,292.1249,2280128.0
2021-07-05,287.4868,292.4412,287.4868,292.1249,2280128.0
2021-07-06,292.1441,294.0511,289.1063,292.6616,1856213.0
2021-07-07,293.0641,296.8685,292.4699,296.696,1889909.0
2021-07-08,292.307,296.3414,290.0359,296.2552,1867663.0
2021-07-09,297.6447,303.0303,297.2422,299.5804,2054031.0
2021-07-10,297.6447,303.0303,297.2422,299.5804,2054031.0
2021-07-11,297.6447,303.0303,297.2422,299.5804,2054031.0
2021-07-12,298.833,299.1588,297.7693,298.5742,1456879.0
2021-07-13,298.2293,300.8166,297.1176,299.59,1570650.0
2021-07-14,300.8394,303.213,300.3396,302.1271,1743806.0
2021-07-15,301.637,303.1842,301.0796,302.6556,1927829.0
2021-07-16,304.7506,304.7506,299.1576,299.7438,2666146.0
2021-07-17,304.7506,304.7506,299.1576,299.7438,2666146.0
2021-07-18,304.7506,304.7506,299.1576,299.7438,2666146.0
2021-07-19,295.9863,297.7017,294.3142,297.1203,1851644.0
2021-07-20,297.9083,301.9157,296.9377,299.888,1448684.0
2021-07-21,300.4165,301.8004,299.7823,301.5313,1180339.0
2021-07-22,302.4923,302.7133,300.5714,302.0022,1274805.0
2021-07-23,303.6743,306.3651,303.2322,306.2209,1220966.0
2021-07-24,303.6743,306.3651,303.2322,306.2209,1220966.0
2021-07-25,303.6743,306.3651,303.2322,306.2209,1220966.0
2021-07-26,306.3651,307.2726,304.4911,306.5381,1345845.0
2021-07-27,305.481,307.6144,303.4917,307.4126,1641049.0
2021-07-28,308.3351,308.4793,303.7896,303.9722,2006264.0
2021-07-29,305.4233,306.6918,303.7992,305.9326,1863808.0
2021-07-30,305.3176,306.7303,304.5392,305.2888,2305415.0
2021-07-31,305.3176,306.7303,304.5392,305.2888,2305415.0
2021-08-01,305.3176,306.7303,304.5392,305.2888,2305415.0
2021-08-02,306.8168,307.0282,303.1938,303.7512,1507184.0
2021-08-03,305.3753,307.1339,303.1954,306.096,1979647.0
2021-08-04,305.6155,306.7399,303.5302,304.4143,1448293.0
2021-08-05,305.5098,308.0564,304.6737,307.8162,1952359.0
2021-08-06,308.4793,309.791,306.0768,309.2769,1392597.0
2021-08-07,308.4793,309.791,306.0768,309.2769,1392597.0
2021-08-08,308.4793,309.791,306.0768,309.2769,1392597.0
2021-08-09,309.4499,309.6901,306.9225,307.057,1225133.0
2021-08-10,307.4894,309.4979,306.6149,307.6913,918957.0
2021-08-11,308.1141,308.3447,304.7122,307.3165,1841851.0
2021-08-12,307.23,309.2769,306.2113,309.2096,910870.0
2021-08-13,309.6229,311.4007,309.0367,310.8337,970306.0
2021-08-14,309.6229,311.4007,309.0367,310.8337,970306.0
2021-08-15,309.6229,311.4007,309.0367,310.8337,970306.0
2021-08-16,311.3623,315.6867,310.5358,315.4465,1781709.0
2021-08-17,314.8218,317.0802,314.0242,316.4555,1531684.0
2021-08-18,314.6008,316.3402,311.7274,311.8908,1636931.0
2021-08-19,310.2187,316.1672,309.8728,315.4465,1294224.0
2021-08-20,316.9456,320.5398,315.5234,319.6749,1727098.0
2021-08-21,316.9456,320.5398,315.5234,319.6749,1727098.0
2021-08-22,316.9456,320.5398,315.5234,319.6749,1727098.0
2021-08-23,321.2028,321.8179,319.7517,319.9343,2017876.0
2021-08-24,320.1457,320.9722,317.849,318.0027,1451317.0
2021-08-25,318.9926,321.5392,318.2141,320.434,1613857.0
2021-08-26,321.4239,321.4239,318.324,320.2322,1702327.0
2021-08-27,321.0587,322.8077,320.3517,322.5675,1126200.0
2021-08-28,321.0587,322.8077,320.3517,322.5675,1126200.0
2021-08-29,321.0587,322.8077,320.3517,322.5675,1126200.0
2021-08-30,321.9332,325.4408,319.9339,323.8552,973810.0
2021-08-31,324.0474,324.2492,322.0245,323.4323,1641335.0
2021-09-01,324.2876,325.806,323.5284,324.7201,1621136.0
2021-09-02,325.2582,328.7082,325.0564,327.6992,1600529.0
2021-09-03,327.6992,330.659,326.8439,329.9383,1566085.0
2021-09-04,327.6992,330.659,326.8439,329.9383,1566085.0
2021-09-05,327.6992,330.659,326.8439,329.9383,1566085.0
2021-09-06,327.6992,330.659,326.8439,329.9383,1566085.0
2021-09-07,329.9383,330.9954,326.94,328.1701,1380697.0
2021-09-08,327.5454,328.9196,326.4691,327.0457,1392851.0
2021-09-09,328.1412,329.1887,326.6421,327.7953,1668221.0
2021-09-10,330.1017,332.0428,328.1797,328.5833,1725414.0
2021-09-11,330.1017,332.0428,328.1797,328.5833,1725414.0
2021-09-12,330.1017,332.0428,328.1797,328.5833,1725414.0
2021-09-13,331.5431,331.9948,322.7693,326.2,1854238.0
2021-09-14,327.7568,329.871,326.7382,327.4301,1758771.0
2021-09-15,326.9688,332.0236,326.5748,330.9954,1657263.0
2021-09-16,331.1972,331.5431,326.9496,328.8812,2252682.0
2021-09-17,326.767,328.1941,321.52,322.3176,4455591.0
2021-09-18,326.767,328.1941,321.52,322.3176,4455591.0
2021-09-19,326.767,328.1941,321.52,322.3176,4455591.0
2021-09-20,318.1853,321.8563,315.4273,319.3289,2650268.0
2021-09-21,320.7704,322.3753,317.9595,318.2334,2820305.0
2021-09-22,322.3656,323.6726,320.1457,321.6065,2441069.0
2021-09-23,324.451,331.2933,323.9801,329.6212,4543452.0
2021-09-24,327.3916,329.5058,324.5471,325.9982,2035894.0
2021-09-25,327.3916,329.5058,324.5471,325.9982,2035894.0
2021-09-26,327.3916,329.5058,324.5471,325.9982,2035894.0
2021-09-27,324.3549,324.5471,320.0881,321.4623,2025350.0
2021-09-28,318.6274,319.0694,311.2277,311.5641,2300504.0
2021-09-29,313.5725,313.6783,310.4637,310.9106,1741309.0
2021-09-30,311.8331,313.1785,305.8846,307.4414,2382121.0
2021-10-01,310.7568,314.1395,307.1243,312.1887,1802326.0
2021-10-02,310.7568,314.1395,307.1243,312.1887,1802326.0
2021-10-03,310.7568,314.1395,307.1243,312.1887,1802326.0
2021-10-04,310.7857,311.6698,303.6839,307.0282,1774504.0
2021-10-05,308.4408,314.5624,308.2967,312.4386,1628835.0
2021-10-06,310.507,312.65,308.0084,312.5058,2166411.0
2021-10-07,315.2062,316.6766,313.092,313.5245,1188408.0
2021-10-08,313.9954,314.8507,311.8812,312.5058,1229883.0
2021-10-09,313.9954,314.8507,311.8812,312.5058,1229883.0
2021-10-10,313.9954,314.8507,311.8812,312.5058,1229883.0
2021-10-11,312.0638,315.9078,311.8524,313.7647,1475983.0
2021-10-12,315.3119,316.5516,314.4278,314.9083,2054577.0
2021-10-13,316.383,319.5637,314.0746,318.2432,1768743.0
2021-10-14,321.0962,327.0046,320.0167,326.7829,1638398.0
2021-10-15,328.8455,329.5491,326.9371,329.4624,2074904.0
2021-10-16,328.8455,329.5491,326.9371,329.4624,2074904.0
2021-10-17,328.8455,329.5491,326.9371,329.4624,2074904.0
2021-10-18,329.2503,331.7949,328.3347,330.7732,1636829.0
2021-10-19,332.5274,338.0792,332.031,337.0961,2177841.0
2021-10-20,337.3467,337.7708,333.0768,333.2985,1740200.0
2021-10-21,333.2985,334.937,332.2575,334.5708,1520226.0
2021-10-22,335.6599,342.4984,335.6599,340.9996,1459455.0
2021-10-23,335.6599,342.4984,335.6599,340.9996,1459455.0
2021-10-24,335.6599,342.4984,335.6599,340.9996,1459455.0
2021-10-25,340.4984,344.243,338.7732,343.5538,1523866.0
2021-10-26,344.084,346.3201,343.39,343.4575,1547667.0
2021-10-27,342.1852,344.0165,340.9996,341.2502,1567799.0
2021-10-28,342.59,345.4623,341.9153,343.4382,1500838.0
2021-10-29,341.7611,346.6189,341.2984,345.8189,1936436.0
2021-10-30,341.7611,346.6189,341.2984,345.8189,1936436.0
2021-10-31,341.7611,346.6189,341.2984,345.8189,1936436.0
2021-11-01,345.8574,346.8695,339.3707,342.4743,1600195.0
2021-11-02,344.1322,350.108,343.6984,348.4309,2204341.0
2021-11-03,347.8912,349.3948,341.578,349.0092,1727555.0
2021-11-04,349.8189,353.655,348.402,353.5393,1979260.0
2021-11-05,355.5152,358.6622,353.6935,355.1393,2110579.0
2021-11-06,355.5152,358.6622,353.6935,355.1393,2110579.0
2021-11-07,355.5152,358.6622,353.6935,355.1393,2110579.0
2021-11-08,356.6236,357.2598,352.8839,353.6646,1731557.0
2021-11-09,353.3754,354.4839,351.5827,354.1851,1865685.0
2021-11-10,351.7755,354.0405,349.5683,351.5538,1352463.0
2021-11-11,352.3634,353.8863,351.0815,352.9706,1184312.0
2021-11-12,354.6959,358.1754,353.1248,357.8091,1802087.0
2021-11-13,354.6959,358.1754,353.1248,357.8091,1802087.0
2021-11-14,354.6959,358.1754,353.1248,357.8091,1802087.0
2021-11-15,358.3296,358.667,354.7538,355.1297,1957364.0
2021-11-16,354.0212,359.6212,353.7513,357.7417,2041595.0
2021-11-17,358.1176,361.3657,356.2092,359.3031,2254592.0
2021-11-18,357.8959,359.2742,355.9296,357.3754,2555923.0
2021-11-19,358.5031,361.1537,356.3055,356.4212,2563897.0
2021-11-20,358.5031,361.1537,356.3055,356.4212,2563897.0
2021-11-21,358.5031,361.1537,356.3055,356.4212,2563897.0
2021-11-22,357.9923,359.226,349.9538,350.1658,2098421.0
2021-11-23,349.3466,350.4261,344.3346,347.6598,1999477.0
2021-11-24,346.243,349.8092,345.7321,349.2695,2191461.0
2021-11-25,346.243,349.8092,345.7321,349.2695,2191461.0
2021-11-26,348.1128,348.7586,339.9491,340.8165,2649354.0
2021-11-27,348.1128,348.7586,339.9491,340.8165,2649354.0
2021-11-28,348.1128,348.7586,339.9491,340.8165,2649354.0
2021-11-29,346.1562,356.1658,346.1562,352.5947,2857131.0
2021-11-30,348.5948,351.8526,344.3731,344.4791,4761227.0
2021-12-01,352.0646,356.2188,346.9369,347.1201,2876805.0
2021-12-02,346.7056,355.5537,346.7056,352.0935,3183137.0
2021-12-03,356.0549,357.3561,344.4213,348.3538,2331948.0
2021-12-04,356.0549,357.3561,344.4213,348.3538,2331948.0
2021-12-05,356.0549,357.3561,344.4213,348.3538,2331948.0
2021-12-06,348.9032,352.1899,345.1442,349.1345,2100218.0
2021-12-07,356.6236,359.6501,352.7441,357.9152,1943846.0
2021-12-08,358.4935,361.3079,356.2863,360.9898,2270970.0
2021-12-09,359.3224,360.3633,357.1826,358.0212,1841412.0
2021-12-10,360.6911,366.1946,359.5152,365.7223,1983999.0
2021-12-11,360.6911,366.1946,359.5152,365.7223,1983999.0
2021-12-12,360.6911,366.1946,359.5152,365.7223,1983999.0
2021-12-13,365.7223,367.3705,363.6211,364.0645,2843916.0
2021-12-14,360.8453,362.1947,353.255,356.3634,2475241.0
2021-12-15,356.826,362.291,354.0116,361.732,2804930.0
2021-12-16,398.1365,398.6956,384.5945,386.1174,6298493.0
2021-12-17,382.0306,389.9824,377.1728,381.915,4929171.0
2021-12-18,382.0306,389.9824,377.1728,381.915,4929171.0
2021-12-19,382.0306,389.9824,377.1728,381.915,4929171.0
2021-12-20,376.7488,377.2789,369.6548,371.8331,2690878.0
2021-12-21,373.9729,378.9367,370.9368,378.6861,2222377.0
2021-12-22,379.0234,389.1535,378.9945,389.0956,2282493.0
2021-12-23,387.7559,392.1366,386.4643,388.7294,1374100.0
2021-12-24,387.7559,392.1366,386.4643,388.7294,1374100.0
2021-12-25,387.7559,392.1366,386.4643,388.7294,1374100.0
2021-12-26,387.7559,392.1366,386.4643,388.7294,1374100.0
2021-12-27,392.0547,400.9124,391.6498,400.3148,1906324.0
2021-12-28,399.9968,402.069,398.7245,400.257,1362596.0
2021-12-29,399.8233,402.2811,397.7799,400.4016,1041751.0
2021-12-30,401.2112,401.5967,396.9896,398.8691,1278044.0
2021-12-31,397.7799,401.8763,397.2109,399.563,1163448.0
2022-01-01,397.7799,401.8763,397.2109,399.563,1163448.0
2022-01-02,397.7799,401.8763,397.2109,399.563,1163448.0
2022-01-03,399.669,400.5076,390.3968,392.4884,2129954.0
2022-01-04,394.0305,396.498,388.6234,389.6836,2516360.0
2022-01-05,389.327,389.3655,382.7439,382.821,2471434.0
2022-01-06,370.7825,378.0162,362.1754,364.3344,4386812.0
2022-01-07,365.385,366.2525,356.7586,357.3465,3468954.0
2022-01-08,365.385,366.2525,356.7586,357.3465,3468954.0
2022-01-09,365.385,366.2525,356.7586,357.3465,3468954.0
2022-01-10,350.2815,359.8718,347.1972,359.5152,2952595.0
2022-01-11,356.1513,362.1947,350.7056,361.5489,2407022.0
2022-01-12,365.1341,370.5359,363.9406,364.4963,3143376.0
2022-01-13,365.4916,366.5159,348.6144,349.2087,2944219.0
2022-01-14,345.0244,347.2808,337.9507,341.4682,3949756.0
2022-01-15,345.0244,347.2808,337.9507,341.4682,3949756.0
2022-01-16,345.0244,347.2808,337.9507,341.4682,3949756.0
2022-01-17,345.0244,347.2808,337.9507,341.4682,3949756.0
2022-01-18,336.8781,339.207,333.3606,336.5592,3425637.0
2022-01-19,339.1877,344.087,331.9401,332.172,3374754.0
2022-01-20,333.8244,343.9614,330.5292,331.1573,2817368.0
2022-01-21,329.9011,332.5005,323.9677,324.3349,2830665.0
2022-01-22,329.9011,332.5005,323.9677,324.3349,2830665.0
2022-01-23,329.9011,332.5005,323.9677,324.3349,2830665.0
2022-01-24,317.2516,328.152,308.3612,327.5915,4544635.0
2022-01-25,320.7401,328.2534,316.1983,323.6778,3625359.0
2022-01-26,329.93,332.3846,317.0052,318.7881,4422198.0
2022-01-27,326.171,330.2296,319.8704,322.1413,2778242.0
2022-01-28,322.6631,331.5149,316.1596,331.3119,2457439.0
2022-01-29,322.6631,331.5149,316.1596,331.3119,2457439.0
2022-01-30,322.6631,331.5149,316.1596,331.3119,2457439.0
2022-01-31,333.3896,341.7968,331.9739,341.6808,3159319.0
2022-02-01,342.2993,344.6958,337.139,341.5262,2087227.0
2022-02-02,342.4732,347.9814,341.6132,347.3726,2603191.0
2022-02-03,333.6553,340.0864,332.3995,333.9211,2706285.0
2022-02-04,333.2833,338.7431,329.3792,335.8054,2142780.0
2022-02-05,333.2833,338.7431,329.3792,335.8054,2142780.0
2022-02-06,333.2833,338.7431,329.3792,335.8054,2142780.0
2022-02-07,334.5299,336.5495,331.4665,332.3846,1265190.0
2022-02-08,328.5385,334.2883,328.4225,333.4572,2197696.0
2022-02-09,339.7964,344.5315,339.6853,343.5652,2430466.0
2022-02-10,334.4429,339.7481,328.5482,330.8674,2457672.0
2022-02-11,332.3652,333.3702,316.2756,318.102,3091555.0
2022-02-12,332.3652,333.3702,316.2756,318.102,3091555.0
2022-02-13,332.3652,333.3702,316.2756,318.102,3091555.0
2022-02-14,312.2073,316.8361,310.6466,315.1546,2689862.0
2022-02-15,321.5228,322.1123,316.3336,318.3242,2395619.0
2022-02-16,314.9034,324.1513,314.1689,322.4892,2867517.0
2022-02-17,321.7161,321.7161,311.4013,312.043,2148023.0
2022-02-18,311.5598,315.5025,309.3227,310.3712,2421930.0
2022-02-19,311.5598,315.5025,309.3227,310.3712,2421930.0
2022-02-20,311.5598,315.5025,309.3227,310.3712,2421930.0
2022-02-21,311.5598,315.5025,309.3227,310.3712,2421930.0
2022-02-22,309.2406,316.9375,307.0953,310.3036,2794291.0
2022-02-23,311.9077,313.8887,302.0703,302.6211,2192190.0
2022-02-24,292.1749,305.926,290.5901,305.5298,3785939.0
2022-02-25,306.6508,312.2942,305.7424,311.6564,2552653.0
2022-02-26,306.6508,312.2942,305.7424,311.6564,2552653.0
2022-02-27,306.6508,312.2942,305.7424,311.6564,2552653.0
2022-02-28,307.965,308.6994,301.4132,305.3848,3419370.0
2022-03-01,306.3319,306.6991,299.3355,300.872,2525416.0
2022-03-02,304.805,309.4822,302.0316,307.6171,2220801.0
2022-03-03,311.9753,312.7967,304.979,308.2162,2120865.0
2022-03-04,303.9643,305.6699,299.5674,303.5874,1917250.0
2022-03-05,303.9643,305.6699,299.5674,303.5874,1917250.0
2022-03-06,303.9643,305.6699,299.5674,303.5874,1917250.0
2022-03-07,302.6404,303.4328,294.3492,294.755,2908214.0
2022-03-08,293.4891,298.6108,287.3528,291.4695,2902566.0
2022-03-09,300.5628,302.1669,297.3932,299.007,2825956.0
2022-03-10,294.7357,299.7184,293.7887,299.1036,2048963.0
2022-03-11,303.829,307.994,300.7367,301.0943,3811927.0
2022-03-12,303.829,307.994,300.7367,301.0943,3811927.0
2022-03-13,303.829,307.994,300.7367,301.0943,3811927.0
2022-03-14,298.6687,302.6114,293.6737,297.3255,3156644.0
2022-03-15,300.8237,306.2546,299.809,305.5878,2695333.0
2022-03-16,309.8784,314.5067,304.9228,313.9757,3473078.0
2022-03-17,327.4949,332.8677,307.6171,308.7477,4661577.0
2022-03-18,311.038,313.5601,305.8584,313.048,7566208.0
2022-03-19,311.038,313.5601,305.8584,313.048,7566208.0
2022-03-20,311.038,313.5601,305.8584,313.048,7566208.0
2022-03-21,312.4875,315.3624,310.1199,313.5795,2290535.0
2022-03-22,313.0963,317.6864,312.3812,316.4495,2022841.0
2022-03-23,314.0626,316.1644,309.5111,309.7141,1837548.0
2022-03-24,309.5788,314.4637,309.2309,314.3429,1430383.0
2022-03-25,316.5558,318.4209,313.3475,316.6814,1813967.0
2022-03-26,316.5558,318.4209,313.3475,316.6814,1813967.0
2022-03-27,316.5558,318.4209,313.3475,316.6814,1813967.0
2022-03-28,315.5895,319.7544,314.3864,319.6095,1984417.0
2022-03-29,327.5915,329.5822,325.6588,329.2246,2223024.0
2022-03-30,325.2433,329.2391,325.1563,327.0697,1721592.0
2022-03-31,326.142,332.1816,325.8811,325.8811,2752646.0
2022-04-01,327.1953,329.8141,325.0307,329.1763,2090296.0
2022-04-02,327.1953,329.8141,325.0307,329.1763,2090296.0
2022-04-03,327.1953,329.8141,325.0307,329.1763,2090296.0
2022-04-04,330.4809,333.1576,328.6062,332.8774,2317489.0
2022-04-05,330.0074,333.6746,330.0074,331.2829,3058275.0
2022-04-06,326.9054,330.4229,323.2768,328.8091,2299027.0
2022-04-07,327.5818,333.206,326.4415,330.2683,2313131.0
2022-04-08,330.9061,332.7131,326.8861,327.5142,2169979.0
2022-04-09,330.9061,332.7131,326.8861,327.5142,2169979.0
2022-04-10,330.9061,332.7131,326.8861,327.5142,2169979.0
2022-04-11,324.7891,326.0647,313.9274,316.2562,2445443.0
2022-04-12,318.6335,322.7114,315.2706,315.7344,1834979.0
2022-04-13,314.3582,317.2755,313.292,315.5697,2081424.0
2022-04-14,316.82,318.1769,309.4636,309.6381,2964861.0
2022-04-15,316.82,318.1769,309.4636,309.6381,2964861.0
2022-04-16,316.82,318.1769,309.4636,309.6381,2964861.0
2022-04-17,316.82,318.1769,309.4636,309.6381,2964861.0
2022-04-18,308.7173,311.121,301.264,303.9487,2479446.0
2022-04-19,303.0861,310.9271,302.5433,310.7042,1758190.0
2022-04-20,314.0577,318.2738,312.6877,313.7088,2273615.0
2022-04-21,316.1512,320.1541,311.4505,312.3907,1910213.0
2022-04-22,311.1404,313.8736,300.7551,301.2349,1906809.0
2022-04-23,311.1404,313.8736,300.7551,301.2349,1906809.0
2022-04-24,311.1404,313.8736,300.7551,301.2349,1906809.0
2022-04-25,299.8683,307.3701,296.8152,307.0696,2049731.0
2022-04-26,302.0296,305.4122,292.8026,293.7719,2101493.0
2022-04-27,293.6556,299.7907,293.074,293.7719,1821239.0
2022-04-28,298.6761,306.4105,296.2143,304.1813,2215301.0
2022-04-29,300.4595,302.3786,290.5734,291.1162,2972089.0
2022-04-30,300.4595,302.3786,290.5734,291.1162,2972089.0
2022-05-01,300.4595,302.3786,290.5734,291.1162,2972089.0
2022-05-02,291.2131,296.6311,288.1019,295.2257,2528925.0
2022-05-03,297.2417,298.1576,293.3939,295.4389,2121684.0
2022-05-04,293.8203,306.1585,291.5523,305.1699,1900152.0
2022-05-05,301.1477,302.587,285.5431,289.5073,2231930.0
2022-05-06,286.5511,287.9177,280.7939,286.6384,2476987.0
2022-05-07,286.5511,287.9177,280.7939,286.6384,2476987.0
2022-05-08,286.5511,287.9177,280.7939,286.6384,2476987.0
2022-05-09,281.7147,283.4884,277.0624,278.6423,2584159.0
2022-05-10,281.075,283.4012,275.0174,278.7392,2634603.0
2022-05-11,276.9364,279.6115,271.8286,272.2938,2398636.0
2022-05-12,269.4443,272.9917,266.3331,272.5555,2284602.0
2022-05-13,274.3292,279.786,272.3423,277.9444,2373571.0
2022-05-14,274.3292,279.786,272.3423,277.9444,2373571.0
2022-05-15,274.3292,279.786,272.3423,277.9444,2373571.0
2022-05-16,275.9187,280.0767,273.3697,277.3629,1598017.0
2022-05-17,285.611,285.611,279.3304,282.1121,1598041.0
2022-05-18,278.0413,278.4048,264.0312,265.7225,2666113.0
2022-05-19,261.8359,269.4443,261.3998,265.1894,2679603.0
2022-05-20,267.0988,269.832,259.9169,268.1359,3007904.0
2022-05-21,267.0988,269.832,259.9169,268.1359,3007904.0
2022-05-22,267.0988,269.832,259.9169,268.1359,3007904.0
2022-05-23,272.6234,275.1918,267.661,274.6684,2128880.0
2022-05-24,271.2083,272.3811,264.6467,270.714,2088661.0
2022-05-25,269.7642,272.6815,266.7693,271.0339,1812625.0
2022-05-26,273.7477,283.8664,272.4586,282.5773,2742760.0
2022-05-27,284.4092,294.8089,284.4092,294.7895,2759014.0
2022-05-28,284.4092,294.8089,284.4092,294.7895,2759014.0
2022-05-29,284.4092,294.8089,284.4092,294.7895,2759014.0
2022-05-30,284.4092,294.8089,284.4092,294.7895,2759014.0
2022-05-31,293.0934,293.9851,287.5688,289.2747,4143704.0
2022-06-01,294.7702,297.2708,288.2279,289.4588,1784565.0
2022-06-02,290.7285,297.3192,288.7125,297.1835,1318522.0
2022-06-03,292.9965,297.3774,292.6282,295.5649,1714525.0
2022-06-04,292.9965,297.3774,292.6282,295.5649,1714525.0
2022-06-05,292.9965,297.3774,292.6282,295.5649,1714525.0
2022-06-06,300.4595,302.7081,294.4261,295.3517,1401045.0
2022-06-07,291.184,297.4404,291.1646,297.0963,2311101.0
2022-06-08,295.6134,297.9492,292.4461,293.326,1428637.0
2022-06-09,291.3973,293.3066,285.6788,286.3379,2497945.0
2022-06-10,281.9376,282.2575,277.1787,277.2078,2169887.0
2022-06-11,281.9376,282.2575,277.1787,277.2078,2169887.0
2022-06-12,281.9376,282.2575,277.1787,277.2078,2169887.0
2022-06-13,268.1456,272.6525,266.401,267.9905,2414234.0
2022-06-14,266.1974,268.7174,264.2202,266.653,2052592.0
2022-06-15,268.4557,277.0527,267.6028,272.5362,2536026.0
2022-06-16,266.8759,266.9243,260.8085,262.5628,2741772.0
2022-06-17,264.2202,270.0162,262.5919,266.905,4446097.0
2022-06-18,264.2202,270.0162,262.5919,266.905,4446097.0
2022-06-19,264.2202,270.0162,262.5919,266.905,4446097.0
2022-06-20,264.2202,270.0162,262.5919,266.905,4446097.0
2022-06-21,269.5897,275.5629,269.1245,274.0288,2550168.0
2022-06-22,270.5008,281.4239,270.5008,277.5858,2940621.0
2022-06-23,267.5059,277.4695,266.5367,277.0334,3482141.0
2022-06-24,276.6263,290.3893,276.1998,290.1567,4648047.0
2022-06-25,276.6263,290.3893,276.1998,290.1567,4648047.0
2022-06-26,276.6263,290.3893,276.1998,290.1567,4648047.0
2022-06-27,289.7399,291.7365,282.6645,283.6144,2107487.0
2022-06-28,284.0699,287.4041,274.7654,275.0658,2167734.0
2022-06-29,269.8514,272.4974,266.779,271.1986,2405773.0
2022-06-30,268.7949,272.0225,266.8468,269.1051,2562240.0
2022-07-01,269.0373,273.6798,267.7773,272.0128,2400164.0
2022-07-02,269.0373,273.6798,267.7773,272.0128,2400164.0
2022-07-03,269.0373,273.6798,267.7773,272.0128,2400164.0
