,STBA US Equity,STBA US Equity,STBA US Equity,STBA US Equity,STBA US Equity
2020-03-11,24.1338,24.4171,23.2628,23.2882,326381.0
2020-03-12,21.7238,22.4362,20.5399,20.9205,364441.0
2020-03-13,21.9606,23.0514,21.1488,23.0514,293493.0
2020-03-14,21.9606,23.0514,21.1488,23.0514,293493.0
2020-03-15,21.9606,23.0514,21.1488,23.0514,293493.0
2020-03-16,20.1171,21.8422,20.1171,21.1319,271822.0
2020-03-17,21.5378,24.4721,20.7852,24.4044,275557.0
2020-03-18,23.0599,23.9478,21.9859,22.4595,204888.0
2020-03-19,22.265,23.5334,21.6901,22.9669,290141.0
2020-03-20,23.0514,24.4551,21.4701,21.8845,437203.0
2020-03-21,23.0514,24.4551,21.4701,21.8845,437203.0
2020-03-22,23.0514,24.4551,21.4701,21.8845,437203.0
2020-03-23,21.8337,22.3242,20.1679,20.7006,244861.0
2020-03-24,21.7915,22.3496,20.3624,21.7745,240246.0
2020-03-25,22.1551,23.0261,21.1403,21.9014,329071.0
2020-03-26,22.1382,24.1761,22.1382,24.0492,230426.0
2020-03-27,23.1783,23.4573,22.5779,22.8738,225876.0
2020-03-28,23.1783,23.4573,22.5779,22.8738,225876.0
2020-03-29,23.1783,23.4573,22.5779,22.8738,225876.0
2020-03-30,22.9922,23.2459,21.783,23.0937,217392.0
2020-03-31,22.8908,23.1614,22.4341,23.1022,276791.0
2020-04-01,22.2396,22.6751,21.597,21.8845,205495.0
2020-04-02,21.7323,22.8569,21.7323,22.3411,182124.0
2020-04-03,22.1804,22.4172,21.2672,21.6815,155581.0
2020-04-04,22.1804,22.4172,21.2672,21.6815,155581.0
2020-04-05,22.1804,22.4172,21.2672,21.6815,155581.0
2020-04-06,22.5863,23.136,21.6392,22.1128,197295.0
2020-04-07,22.6963,23.0768,21.3348,21.7069,190009.0
2020-04-08,21.969,22.9415,21.6308,22.7808,191333.0
2020-04-09,23.2459,24.8949,21.9437,24.8441,205062.0
2020-04-10,23.2459,24.8949,21.9437,24.8441,205062.0
2020-04-11,23.2459,24.8949,21.9437,24.8441,205062.0
2020-04-12,23.2459,24.8949,21.9437,24.8441,205062.0
2020-04-13,24.7342,24.7342,23.1783,23.5672,143429.0
2020-04-14,24.1,24.6285,22.933,23.3305,140475.0
2020-04-15,22.451,22.561,21.6392,21.7745,154541.0
2020-04-16,21.8507,21.9268,20.8021,21.301,257605.0
2020-04-17,21.7069,22.451,21.7069,22.0113,240157.0
2020-04-18,21.7069,22.451,21.7069,22.0113,240157.0
2020-04-19,21.7069,22.451,21.7069,22.0113,240157.0
2020-04-20,21.487,22.2904,21.487,22.0451,147743.0
2020-04-21,21.3771,21.8084,20.912,21.7323,99962.0
2020-04-22,22.265,22.3242,21.2334,21.4617,123101.0
2020-04-23,21.4363,22.0451,21.3179,21.6223,116039.0
2020-04-24,21.597,21.8337,21.1995,21.5293,132272.0
2020-04-25,21.597,21.8337,21.1995,21.5293,132272.0
2020-04-26,21.597,21.8337,21.1995,21.5293,132272.0
2020-04-27,21.7492,23.3051,21.7069,22.9669,146508.0
2020-04-28,23.7195,23.9393,23.0768,23.525,140638.0
2020-04-29,24.3621,25.3769,23.7702,24.6919,182493.0
2020-04-30,22.8654,24.0408,22.3876,22.5863,347402.0
2020-05-01,21.8168,22.3918,21.0219,21.6223,254453.0
2020-05-02,21.8168,22.3918,21.0219,21.6223,254453.0
2020-05-03,21.8168,22.3918,21.0219,21.6223,254453.0
2020-05-04,21.2249,21.2925,20.523,21.0219,164086.0
2020-05-05,21.2587,21.5631,20.5146,20.6161,185191.0
2020-05-06,20.6837,20.9797,19.8635,20.1932,279597.0
2020-05-07,20.3962,20.7429,20.0072,20.1002,201512.0
2020-05-08,20.5991,21.0811,20.5315,20.9797,147452.0
2020-05-09,20.5991,21.0811,20.5315,20.9797,147452.0
2020-05-10,20.5991,21.0811,20.5315,20.9797,147452.0
2020-05-11,20.5146,20.5146,19.4407,19.7282,241804.0
2020-05-12,19.7282,19.948,17.9608,17.9947,273743.0
2020-05-13,17.834,17.9947,16.9207,17.2759,220670.0
2020-05-14,16.9123,17.3858,16.0413,17.3351,218520.0
2020-05-15,17.2759,17.5718,16.9884,17.5127,222557.0
2020-05-16,17.2759,17.5718,16.9884,17.5127,222557.0
2020-05-17,17.2759,17.5718,16.9884,17.5127,222557.0
2020-05-18,18.2156,19.4328,18.2156,19.2571,256007.0
2020-05-19,18.9785,19.1842,18.3613,18.4127,162099.0
2020-05-20,18.7985,19.6385,18.7685,19.3471,146442.0
2020-05-21,19.2013,19.6728,18.987,19.0385,133732.0
2020-05-22,19.0813,19.0813,18.6484,18.9528,89658.0
2020-05-23,19.0813,19.0813,18.6484,18.9528,89658.0
2020-05-24,19.0813,19.0813,18.6484,18.9528,89658.0
2020-05-25,19.0813,19.0813,18.6484,18.9528,89658.0
2020-05-26,19.7071,20.1957,19.4842,19.6299,258371.0
2020-05-27,20.0671,21.13,19.0642,20.95,273844.0
2020-05-28,20.9843,20.9843,19.5528,19.6814,193940.0
2020-05-29,19.3471,19.3728,18.7385,19.0642,206717.0
2020-05-30,19.3471,19.3728,18.7385,19.0642,206717.0
2020-05-31,19.3471,19.3728,18.7385,19.0642,206717.0
2020-06-01,19.0813,19.5614,18.927,19.0728,136702.0
2020-06-02,19.4842,19.9214,18.7727,18.9356,155064.0
2020-06-03,19.3985,20.7443,19.1585,20.2728,226284.0
2020-06-04,20.05,20.71,19.8442,20.4443,171914.0
2020-06-05,21.4815,22.5701,21.2329,22.0987,360476.0
2020-06-06,21.4815,22.5701,21.2329,22.0987,360476.0
2020-06-07,21.4815,22.5701,21.2329,22.0987,360476.0
2020-06-08,22.5273,22.7672,21.9701,22.2787,187824.0
2020-06-09,21.6615,22.3901,21.1986,21.7644,248791.0
2020-06-10,21.7815,21.893,20.5986,20.6586,156877.0
2020-06-11,19.5785,19.8014,18.7556,18.9013,204433.0
2020-06-12,19.9214,19.9814,18.9442,19.4071,157638.0
2020-06-13,19.9214,19.9814,18.9442,19.4071,157638.0
2020-06-14,19.9214,19.9814,18.9442,19.4071,157638.0
2020-06-15,18.8585,20.0371,18.6184,19.5528,257150.0
2020-06-16,20.4786,20.7186,19.9814,20.3157,217818.0
2020-06-17,20.4186,20.6157,19.4756,19.5185,180267.0
2020-06-18,19.2785,20.0243,19.2785,19.5442,139296.0
2020-06-19,19.7671,19.87,18.9442,19.6899,1170473.0
2020-06-20,19.7671,19.87,18.9442,19.6899,1170473.0
2020-06-21,19.7671,19.87,18.9442,19.6899,1170473.0
2020-06-22,19.4414,19.6899,19.1928,19.5699,176312.0
2020-06-23,19.87,19.9557,19.1928,19.3042,183070.0
2020-06-24,19.0642,19.1413,18.5499,18.7299,195569.0
2020-06-25,18.6184,19.4671,18.6184,19.4585,183896.0
2020-06-26,19.0642,19.1928,18.4041,18.567,334301.0
2020-06-27,19.0642,19.1928,18.4041,18.567,334301.0
2020-06-28,19.0642,19.1928,18.4041,18.567,334301.0
2020-06-29,18.8842,19.87,18.7727,19.7157,182152.0
2020-06-30,19.5014,20.77,19.5014,20.1014,194568.0
2020-07-01,20.11,20.4229,19.1334,19.1842,172865.0
2020-07-02,19.7242,20.0243,18.987,19.047,119676.0
2020-07-03,19.7242,20.0243,18.987,19.047,119676.0
2020-07-04,19.7242,20.0243,18.987,19.047,119676.0
2020-07-05,19.7242,20.0243,18.987,19.047,119676.0
2020-07-06,19.5957,19.7414,19.0642,19.1713,141630.0
2020-07-07,18.8842,18.8842,18.3956,18.5584,267117.0
2020-07-08,18.4641,18.7642,18.087,18.5756,224143.0
2020-07-09,18.4384,18.627,17.6241,17.727,195822.0
2020-07-10,17.787,18.807,17.787,18.7213,212114.0
2020-07-11,17.787,18.807,17.787,18.7213,212114.0
2020-07-12,17.787,18.807,17.787,18.7213,212114.0
2020-07-13,19.0042,19.6385,18.3484,19.2828,225894.0
2020-07-14,19.2099,19.6599,18.8327,19.047,231204.0
2020-07-15,19.6128,20.2386,19.6128,19.9385,147560.0
2020-07-16,19.7328,20.2128,19.5871,19.8528,117617.0
2020-07-17,19.6985,19.8614,19.3728,19.4071,172994.0
2020-07-18,19.6985,19.8614,19.3728,19.4071,172994.0
2020-07-19,19.6985,19.8614,19.3728,19.4071,172994.0
2020-07-20,19.2185,19.4585,18.7727,18.8842,115025.0
2020-07-21,19.1585,20.4614,19.1585,20.4529,223800.0
2020-07-22,20.2214,20.2471,19.7328,19.9128,224888.0
2020-07-23,19.7757,20.4786,19.7757,20.3671,109191.0
2020-07-24,20.4786,20.6672,19.9728,20.0414,130493.0
2020-07-25,20.4786,20.6672,19.9728,20.0414,130493.0
2020-07-26,20.4786,20.6672,19.9728,20.0414,130493.0
2020-07-27,19.9128,20.1443,19.5353,19.6557,99244.0
2020-07-28,19.5785,19.8857,19.5271,19.6642,108632.0
2020-07-29,19.6899,20.3929,19.3814,20.3929,90474.0
2020-07-30,18.8585,19.6557,17.8984,18.1213,475651.0
2020-07-31,18.1898,18.4727,17.828,18.4299,296070.0
2020-08-01,18.1898,18.4727,17.828,18.4299,296070.0
2020-08-02,18.1898,18.4727,17.828,18.4299,296070.0
2020-08-03,18.4899,18.4899,17.7955,17.7955,233254.0
2020-08-04,17.6241,17.7012,16.7755,17.0583,244151.0
2020-08-05,17.2212,17.847,16.844,17.7312,294462.0
2020-08-06,17.7955,17.8212,17.1783,17.5898,122302.0
2020-08-07,17.4269,18.3699,17.2641,18.3699,123634.0
2020-08-08,17.4269,18.3699,17.2641,18.3699,123634.0
2020-08-09,17.4269,18.3699,17.2641,18.3699,123634.0
2020-08-10,18.3956,19.3985,18.2584,18.9356,238054.0
2020-08-11,19.3642,19.8014,19.0899,19.2271,139539.0
2020-08-12,19.7652,19.7652,18.8712,19.1663,130311.0
2020-08-13,18.9232,19.0759,18.6194,18.6975,92028.0
2020-08-14,18.4545,19.0274,18.3503,18.9146,87391.0
2020-08-15,18.4545,19.0274,18.3503,18.9146,87391.0
2020-08-16,18.4545,19.0274,18.3503,18.9146,87391.0
2020-08-17,18.9406,18.9406,18.4545,18.6802,95767.0
2020-08-18,18.8191,18.8191,18.0812,18.116,83601.0
2020-08-19,18.2635,18.4112,18.0378,18.1507,116338.0
2020-08-20,17.8556,18.0509,17.7948,17.8642,63294.0
2020-08-21,17.6733,17.8339,17.3695,17.5344,185574.0
2020-08-22,17.6733,17.8339,17.3695,17.5344,185574.0
2020-08-23,17.6733,17.8339,17.3695,17.5344,185574.0
2020-08-24,17.7687,18.2028,17.4389,18.168,237480.0
2020-08-25,18.3937,18.506,17.925,18.0899,114404.0
2020-08-26,18.0465,18.0465,17.5083,17.5778,93419.0
2020-08-27,17.8382,18.7323,17.5691,18.0726,157875.0
2020-08-28,18.2201,18.2896,17.6993,17.9076,119314.0
2020-08-29,18.2201,18.2896,17.6993,17.9076,119314.0
2020-08-30,18.2201,18.2896,17.6993,17.9076,119314.0
2020-08-31,17.8122,17.951,17.5257,17.53,150060.0
2020-09-01,17.6819,17.734,17.1872,17.5431,127901.0
2020-09-02,17.4302,17.6906,17.3868,17.5431,89662.0
2020-09-03,17.6299,18.333,17.4563,17.6125,114333.0
2020-09-04,18.0465,18.1507,17.6125,17.899,103782.0
2020-09-05,18.0465,18.1507,17.6125,17.899,103782.0
2020-09-06,18.0465,18.1507,17.6125,17.899,103782.0
2020-09-07,18.0465,18.1507,17.6125,17.899,103782.0
2020-09-08,17.8122,17.8122,17.326,17.4823,180147.0
2020-09-09,17.1958,17.7253,17.1438,17.274,191350.0
2020-09-10,17.3,17.3608,16.8052,16.8399,153766.0
2020-09-11,16.7965,17.1698,16.5535,16.7358,110947.0
2020-09-12,16.7965,17.1698,16.5535,16.7358,110947.0
2020-09-13,16.7965,17.1698,16.5535,16.7358,110947.0
2020-09-14,16.7618,17.057,16.662,16.9354,117286.0
2020-09-15,17.0483,17.2219,16.4754,16.4927,101480.0
2020-09-16,16.5709,16.7271,16.3365,16.4927,187053.0
2020-09-17,16.4841,16.5622,16.2323,16.432,121245.0
2020-09-18,16.5882,16.7792,16.1108,16.6403,636886.0
2020-09-19,16.5882,16.7792,16.1108,16.6403,636886.0
2020-09-20,16.5882,16.7792,16.1108,16.6403,636886.0
2020-09-21,16.1889,16.458,15.1646,15.3122,216474.0
2020-09-22,15.4164,15.6377,14.8001,15.0431,159585.0
2020-09-23,15.0257,15.4598,14.7393,14.7653,176428.0
2020-09-24,14.9737,15.807,14.7653,15.1907,265361.0
2020-09-25,14.8521,15.2862,14.8521,15.0084,220372.0
2020-09-26,14.8521,15.2862,14.8521,15.0084,220372.0
2020-09-27,14.8521,15.2862,14.8521,15.0084,220372.0
2020-09-28,15.2601,15.8851,15.1863,15.6334,163294.0
2020-09-29,15.5032,15.616,15.169,15.4424,109570.0
2020-09-30,15.5813,15.7809,15.2341,15.3556,231577.0
2020-10-01,15.3122,15.4598,15.0344,15.4598,177142.0
2020-10-02,15.1126,16.0327,15.0301,15.9372,212935.0
2020-10-03,15.1126,16.0327,15.0301,15.9372,212935.0
2020-10-04,15.1126,16.0327,15.0301,15.9372,212935.0
2020-10-05,16.215,16.7618,15.9719,16.6577,223769.0
2020-10-06,16.9094,17.3955,16.6403,16.7011,232556.0
2020-10-07,16.7879,17.1351,16.6837,16.9962,191394.0
2020-10-08,17.2306,17.3608,16.9875,17.3087,147008.0
2020-10-09,17.5257,17.5257,17.1177,17.1872,126934.0
2020-10-10,17.5257,17.5257,17.1177,17.1872,126934.0
2020-10-11,17.5257,17.5257,17.1177,17.1872,126934.0
2020-10-12,17.1524,17.6472,17.0396,17.5778,121338.0
2020-10-13,17.3781,17.4931,16.9441,17.0656,187198.0
2020-10-14,17.1264,17.2523,16.7531,16.7879,127042.0
2020-10-15,16.5795,17.2653,16.5361,17.1958,121462.0
2020-10-16,17.0917,17.3781,16.8573,17.2913,103778.0
2020-10-17,17.0917,17.3781,16.8573,17.2913,103778.0
2020-10-18,17.0917,17.3781,16.8573,17.2913,103778.0
2020-10-19,17.491,17.5951,17.2306,17.274,109108.0
2020-10-20,17.517,18.0205,17.4823,17.8382,136128.0
2020-10-21,17.8208,18.4805,17.5083,18.2201,186130.0
2020-10-22,18.9146,19.0621,17.708,18.4979,179412.0
2020-10-23,18.7323,19.1055,18.4719,18.6021,87804.0
2020-10-24,18.7323,19.1055,18.4719,18.6021,87804.0
2020-10-25,18.7323,19.1055,18.4719,18.6021,87804.0
2020-10-26,18.2549,18.2549,17.7253,17.951,185448.0
2020-10-27,18.0205,18.0205,17.3087,17.326,116642.0
2020-10-28,16.9441,17.3087,16.6056,16.8313,139344.0
2020-10-29,16.6577,17.2219,16.0587,17.1611,146624.0
2020-10-30,17.0656,17.4129,17.0049,17.1785,118447.0
2020-10-31,17.0656,17.4129,17.0049,17.1785,118447.0
2020-11-01,17.0656,17.4129,17.0049,17.1785,118447.0
2020-11-02,17.4476,17.6906,17.2566,17.5951,135256.0
2020-11-03,18.0899,18.359,17.708,18.2635,119796.0
2020-11-04,17.7445,17.7445,16.724,16.8911,206596.0
2020-11-05,16.8735,17.463,16.8735,17.331,111889.0
2020-11-06,17.4278,17.4278,16.7636,16.8032,129925.0
2020-11-07,17.4278,17.4278,16.7636,16.8032,129925.0
2020-11-08,17.4278,17.4278,16.7636,16.8032,129925.0
2020-11-09,18.0964,20.6564,17.7049,20.023,224713.0
2020-11-10,20.2254,21.2899,20.2254,21.0699,195169.0
2020-11-11,21.1315,21.1315,19.7855,20.1814,154487.0
2020-11-12,19.7503,19.7855,19.2488,19.6139,189456.0
2020-11-13,19.8647,20.155,19.6271,19.9438,169132.0
2020-11-14,19.8647,20.155,19.6271,19.9438,169132.0
2020-11-15,19.8647,20.155,19.6271,19.9438,169132.0
2020-11-16,20.6476,21.3602,20.4717,20.9995,201232.0
2020-11-17,20.7268,20.8852,20.0582,20.7884,136851.0
2020-11-18,20.9644,21.0259,20.2518,20.3133,125642.0
2020-11-19,20.4805,21.0963,20.067,20.63,197936.0
2020-11-20,20.2518,20.4981,20.0362,20.3925,743012.0
2020-11-21,20.2518,20.4981,20.0362,20.3925,743012.0
2020-11-22,20.2518,20.4981,20.0362,20.3925,743012.0
2020-11-23,20.8588,21.0699,20.0802,20.6388,189871.0
2020-11-24,21.0875,21.9861,20.7708,21.6769,208236.0
2020-11-25,21.3778,21.5098,20.9468,21.0787,102629.0
2020-11-26,21.3778,21.5098,20.9468,21.0787,102629.0
2020-11-27,20.9819,21.5274,20.3837,20.6125,59550.0
2020-11-28,20.9819,21.5274,20.3837,20.6125,59550.0
2020-11-29,20.9819,21.5274,20.3837,20.6125,59550.0
2020-11-30,20.3749,20.5069,19.5919,19.6975,150784.0
2020-12-01,20.3837,20.4629,19.9702,20.1726,109814.0
2020-12-02,20.067,20.63,19.6711,20.5333,99573.0
2020-12-03,20.4189,20.7796,20.0846,20.3397,101933.0
2020-12-04,20.6388,21.1667,20.5773,21.1315,83686.0
2020-12-05,20.6388,21.1667,20.5773,21.1315,83686.0
2020-12-06,20.6388,21.1667,20.5773,21.1315,83686.0
2020-12-07,21.0611,21.0611,20.7004,20.9556,86282.0
2020-12-08,20.6476,21.2283,20.6476,21.1403,99376.0
2020-12-09,21.4482,21.556,20.9204,21.0347,120266.0
2020-12-10,20.7356,21.2019,20.6213,21.1667,114346.0
2020-12-11,20.5465,21.1579,20.243,20.8852,107367.0
2020-12-12,20.5465,21.1579,20.243,20.8852,107367.0
2020-12-13,20.5465,21.1579,20.243,20.8852,107367.0
2020-12-14,21.3426,21.3426,20.9116,21.1403,123338.0
2020-12-15,20.7708,21.7033,20.7708,21.4746,129012.0
2020-12-16,21.6945,21.6945,21.3075,21.369,143509.0
2020-12-17,21.3866,21.3866,20.9292,21.1315,172101.0
2020-12-18,21.1667,21.4218,20.6828,21.1843,757937.0
2020-12-19,21.1667,21.4218,20.6828,21.1843,757937.0
2020-12-20,21.1667,21.4218,20.6828,21.1843,757937.0
2020-12-21,21.0259,21.2459,20.6476,21.0963,402616.0
2020-12-22,21.0875,21.0875,20.3661,20.3837,161853.0
2020-12-23,20.6916,21.1579,20.4101,20.9468,92878.0
2020-12-24,20.9907,21.4746,20.718,21.4218,95552.0
2020-12-25,20.9907,21.4746,20.718,21.4218,95552.0
2020-12-26,20.9907,21.4746,20.718,21.4218,95552.0
2020-12-27,20.9907,21.4746,20.718,21.4218,95552.0
2020-12-28,21.325,22.1848,21.2371,21.7913,215901.0
2020-12-29,21.5978,21.8969,21.0435,21.1447,123245.0
2020-12-30,20.7664,21.6242,20.7664,21.5098,129851.0
2020-12-31,21.5362,21.9585,21.3778,21.8529,115576.0
2021-01-01,21.5362,21.9585,21.3778,21.8529,115576.0
2021-01-02,21.5362,21.9585,21.3778,21.8529,115576.0
2021-01-03,21.5362,21.9585,21.3778,21.8529,115576.0
2021-01-04,22.5567,22.5567,21.2899,21.6769,228878.0
2021-01-05,21.6945,22.5655,21.589,22.2752,145008.0
2021-01-06,22.9086,24.8968,22.3104,24.6153,432948.0
2021-01-07,25.6006,25.6006,24.4481,24.5361,140218.0
2021-01-08,24.4042,24.6065,23.5068,24.0787,122744.0
2021-01-09,24.4042,24.6065,23.5068,24.0787,122744.0
2021-01-10,24.4042,24.6065,23.5068,24.0787,122744.0
2021-01-11,23.1109,24.2194,23.0142,24.1754,125130.0
2021-01-12,24.1314,24.7429,24.1314,24.6109,105151.0
2021-01-13,24.1314,24.5273,24.0171,24.2722,102654.0
2021-01-14,24.5537,25.3279,24.3074,25.064,108072.0
2021-01-15,24.6417,25.1168,24.5185,24.888,122658.0
2021-01-16,24.6417,25.1168,24.5185,24.888,122658.0
2021-01-17,24.6417,25.1168,24.5185,24.888,122658.0
2021-01-18,24.6417,25.1168,24.5185,24.888,122658.0
2021-01-19,25.2047,25.2751,24.8447,25.2047,135368.0
2021-01-20,25.1431,25.3631,24.7165,24.8968,119123.0
2021-01-21,24.8264,25.0728,24.3426,24.4569,106145.0
2021-01-22,24.1578,24.9672,23.9951,24.888,98211.0
2021-01-23,24.1578,24.9672,23.9951,24.888,98211.0
2021-01-24,24.1578,24.9672,23.9951,24.888,98211.0
2021-01-25,24.5537,24.7617,23.9819,24.6417,116891.0
2021-01-26,24.8704,24.8704,24.237,24.4481,131760.0
2021-01-27,23.8587,24.3514,23.4276,23.8059,151117.0
2021-01-28,24.6681,24.6681,22.0288,23.3221,316486.0
2021-01-29,23.0581,23.5524,22.1872,22.3456,189387.0
2021-01-30,23.0581,23.5524,22.1872,22.3456,189387.0
2021-01-31,23.0581,23.5524,22.1872,22.3456,189387.0
2021-02-01,22.803,23.2077,22.0816,23.1021,165966.0
2021-02-02,23.4188,23.7707,23.0318,23.7092,95240.0
2021-02-03,23.5332,23.6388,23.0142,23.3749,138252.0
2021-02-04,23.4012,24.4657,23.4012,24.325,114079.0
2021-02-05,24.5185,24.8528,23.8895,24.2634,94954.0
2021-02-06,24.5185,24.8528,23.8895,24.2634,94954.0
2021-02-07,24.5185,24.8528,23.8895,24.2634,94954.0
2021-02-08,24.3602,24.905,24.3602,24.8792,77855.0
2021-02-09,24.5713,25.3895,24.5053,25.3807,99147.0
2021-02-10,25.5761,25.7982,25.1408,25.1675,104550.0
2021-02-11,25.2119,25.4873,24.2524,24.8476,121192.0
2021-02-12,24.6256,25.0475,24.4834,24.7322,91640.0
2021-02-13,24.6256,25.0475,24.4834,24.7322,91640.0
2021-02-14,24.6256,25.0475,24.4834,24.7322,91640.0
2021-02-15,24.6256,25.0475,24.4834,24.7322,91640.0
2021-02-16,24.8743,25.1319,24.7588,24.8654,107347.0
2021-02-17,24.7499,25.2474,24.7499,24.9543,95765.0
2021-02-18,24.7588,25.0164,24.4745,24.5012,161107.0
2021-02-19,24.6344,25.1586,24.6344,25.052,172248.0
2021-02-20,24.6344,25.1586,24.6344,25.052,172248.0
2021-02-21,24.6344,25.1586,24.6344,25.052,172248.0
2021-02-22,24.9365,25.9759,24.9365,25.7449,229258.0
2021-02-23,26.0114,26.6066,25.5761,25.7982,176601.0
2021-02-24,26.3845,26.6509,26.0647,26.3579,153303.0
2021-02-25,27.6105,27.6105,25.9759,26.1447,120451.0
2021-02-26,25.8515,26.2157,25.505,25.6561,140037.0
2021-02-27,25.8515,26.2157,25.505,25.6561,140037.0
2021-02-28,25.8515,26.2157,25.505,25.6561,140037.0
2021-03-01,26.1891,26.5533,25.9315,26.3845,110283.0
2021-03-02,26.2335,26.5267,26.0381,26.1447,67566.0
2021-03-03,26.2602,27.6815,26.2602,27.0241,176336.0
2021-03-04,27.1041,28.0635,26.9087,27.2907,142666.0
2021-03-05,27.6993,28.5255,27.1326,28.5166,236063.0
2021-03-06,27.6993,28.5255,27.1326,28.5166,236063.0
2021-03-07,27.6993,28.5255,27.1326,28.5166,236063.0
2021-03-08,28.9608,30.0446,28.8595,29.8314,176558.0
2021-03-09,30.5732,30.5732,28.8009,29.5382,143931.0
2021-03-10,29.556,30.5776,28.7032,30.4266,163558.0
2021-03-11,30.3644,30.4888,29.9913,30.2756,104896.0
2021-03-12,30.5066,31.2705,30.2489,31.0929,260437.0
2021-03-13,30.5066,31.2705,30.2489,31.0929,260437.0
