,COR US Equity,COR US Equity,COR US Equity,COR US Equity,COR US Equity
2019-02-21,80.0808,80.1271,78.3929,78.8102,722368.0
2019-02-22,79.1905,79.6449,78.7361,79.4501,827929.0
2019-02-23,79.1905,79.6449,78.7361,79.4501,827929.0
2019-02-24,79.1905,79.6449,78.7361,79.4501,827929.0
2019-02-25,80.0344,80.2848,78.4949,78.5227,746075.0
2019-02-26,78.6433,78.8102,77.7901,77.8272,825249.0
2019-02-27,77.5954,77.7808,76.4639,76.7792,1896337.0
2019-02-28,76.8442,77.8643,76.5706,77.2522,1832286.0
2019-03-01,77.6324,78.1518,76.2321,76.9554,902644.0
2019-03-02,77.6324,78.1518,76.2321,76.9554,902644.0
2019-03-03,77.6324,78.1518,76.2321,76.9554,902644.0
2019-03-04,76.9833,77.382,74.0341,74.637,1260639.0
2019-03-05,74.841,74.841,73.6632,73.8765,2123477.0
2019-03-06,73.8487,73.8487,70.9737,71.0665,3413239.0
2019-03-07,71.4282,71.8826,70.5008,70.7883,2734181.0
2019-03-08,70.306,71.354,70.0463,70.8624,1426229.0
2019-03-09,70.306,71.354,70.0463,70.8624,1426229.0
2019-03-10,70.306,71.354,70.0463,70.8624,1426229.0
2019-03-11,70.9645,72.3834,70.5564,72.2906,1336164.0
2019-03-12,72.4297,73.3757,72.4297,72.7265,1387639.0
2019-03-13,73.3015,74.4329,72.9676,73.997,1050025.0
2019-03-14,73.8394,74.4329,73.3293,73.7374,1288391.0
2019-03-15,73.7188,74.739,73.7188,74.3587,2009349.0
2019-03-16,73.7188,74.739,73.7188,74.3587,2009349.0
2019-03-17,73.7188,74.739,73.7188,74.3587,2009349.0
2019-03-18,74.6462,75.3974,74.3773,74.5535,830051.0
2019-03-19,74.6462,75.7684,74.5442,75.1841,871151.0
2019-03-20,75.0172,75.0172,73.5055,73.5148,1103170.0
2019-03-21,73.2644,74.5859,73.2644,74.5257,919597.0
2019-03-22,74.3216,74.5442,72.9584,73.0511,978843.0
2019-03-23,74.3216,74.5442,72.9584,73.0511,978843.0
2019-03-24,74.3216,74.5442,72.9584,73.0511,978843.0
2019-03-25,73.0511,73.0511,71.289,71.5023,1670390.0
2019-03-26,71.929,72.2721,70.5286,71.0016,1667194.0
2019-03-27,70.8161,71.289,70.1576,70.9459,1339206.0
2019-03-28,71.456,72.2721,71.1221,72.235,1111504.0
2019-03-29,72.6245,73.8579,72.3463,73.7467,1249773.0
2019-03-30,72.6245,73.8579,72.3463,73.7467,1249773.0
2019-03-31,72.6245,73.8579,72.3463,73.7467,1249773.0
2019-04-01,74.2289,74.4237,73.2644,73.3479,1413020.0
2019-04-02,71.2983,71.456,69.0076,69.0818,2275821.0
2019-04-03,69.6197,70.7233,68.748,69.6012,1977275.0
2019-04-04,69.8052,70.5935,68.8902,70.4544,1523076.0
2019-04-05,70.8253,72.4947,70.6306,71.66,1383867.0
2019-04-06,70.8253,72.4947,70.6306,71.66,1383867.0
2019-04-07,70.8253,72.4947,70.6306,71.66,1383867.0
2019-04-08,71.5023,72.6987,70.9459,72.4483,1717291.0
2019-04-09,72.0773,72.3741,70.9459,71.8084,957123.0
2019-04-10,69.8794,69.9721,66.9117,68.6274,3073590.0
2019-04-11,69.1004,69.8052,68.1266,68.7943,1603634.0
2019-04-12,69.1653,70.7048,69.0726,69.3137,1552838.0
2019-04-13,69.1653,70.7048,69.0726,69.3137,1552838.0
2019-04-14,69.1653,70.7048,69.0726,69.3137,1552838.0
2019-04-15,69.6105,70.6306,69.1839,70.5842,871014.0
2019-04-16,70.7512,71.3169,69.0262,69.8794,1547475.0
2019-04-17,70.102,70.2875,66.4296,67.0508,1587268.0
2019-04-18,67.0508,67.496,66.1049,67.19,1431868.0
2019-04-19,67.0508,67.496,66.1049,67.19,1431868.0
2019-04-20,67.0508,67.496,66.1049,67.19,1431868.0
2019-04-21,67.0508,67.496,66.1049,67.19,1431868.0
2019-04-22,67.1714,67.6722,65.4279,65.9009,1270401.0
2019-04-23,66.0307,68.6181,65.7618,68.0988,1908779.0
2019-04-24,68.2657,69.2395,68.0153,68.7109,1207715.0
2019-04-25,68.4698,68.4929,67.3569,68.3677,1006672.0
2019-04-26,68.7109,69.4157,68.2101,68.6738,814986.0
2019-04-27,68.7109,69.4157,68.2101,68.6738,814986.0
2019-04-28,68.7109,69.4157,68.2101,68.6738,814986.0
2019-04-29,68.6552,69.3508,68.3956,69.1004,719001.0
2019-04-30,69.3693,69.6077,68.2657,69.3322,1052484.0
2019-05-01,69.6754,69.7867,67.7371,68.0617,2035529.0
2019-05-02,70.0371,73.0511,69.834,71.4653,3064470.0
2019-05-03,72.3185,73.8116,72.0031,73.3942,2090508.0
2019-05-04,72.3185,73.8116,72.0031,73.3942,2090508.0
2019-05-05,72.3185,73.8116,72.0031,73.3942,2090508.0
2019-05-06,72.4576,72.8563,70.1298,72.6245,1204584.0
2019-05-07,71.9753,73.32,71.1963,71.8362,1727871.0
2019-05-08,72.1886,73.7837,70.9505,73.0047,1826556.0
2019-05-09,72.0866,73.997,71.5673,73.4313,1773996.0
2019-05-10,73.1717,73.7374,70.6028,71.8455,1336129.0
2019-05-11,73.1717,73.7374,70.6028,71.8455,1336129.0
2019-05-12,73.1717,73.7374,70.6028,71.8455,1336129.0
2019-05-13,70.5193,70.7326,69.2488,70.1854,1087011.0
2019-05-14,70.4266,73.1948,69.9907,71.1221,1605069.0
2019-05-15,70.7512,72.2999,69.7217,72.2072,1333401.0
2019-05-16,72.1886,73.0326,71.7435,71.9568,1382012.0
2019-05-17,71.6305,73.4856,71.2483,72.4601,1199624.0
2019-05-18,71.6305,73.4856,71.2483,72.4601,1199624.0
2019-05-19,71.6305,73.4856,71.2483,72.4601,1199624.0
2019-05-20,71.8542,74.2686,71.8262,73.8584,1605870.0
2019-05-21,74.3712,75.7508,74.0822,75.1076,1910878.0
2019-05-22,75.0144,76.5152,74.7254,76.2542,1672009.0
2019-05-23,75.6576,76.133,74.5296,74.9864,1187380.0
2019-05-24,74.9864,75.7788,74.5203,75.2101,809272.0
2019-05-25,74.9864,75.7788,74.5203,75.2101,809272.0
2019-05-26,74.9864,75.7788,74.5203,75.2101,809272.0
2019-05-27,74.9864,75.7788,74.5203,75.2101,809272.0
2019-05-28,75.1076,76.1517,75.1076,75.4059,1900313.0
2019-05-29,75.0703,75.1123,72.889,73.0381,2047121.0
2019-05-30,73.0381,73.5788,72.2084,73.0101,802785.0
2019-05-31,72.2923,73.0381,71.8449,72.5813,841877.0
2019-06-01,72.2923,73.0381,71.8449,72.5813,841877.0
2019-06-02,72.2923,73.0381,71.8449,72.5813,841877.0
2019-06-03,72.8237,75.5737,72.8237,74.9212,1357544.0
2019-06-04,75.7788,77.261,75.5084,76.6364,1891527.0
2019-06-05,77.2423,77.55,75.5228,76.1144,1145377.0
2019-06-06,76.0212,76.8695,76.0118,76.2076,1412912.0
2019-06-07,76.7483,77.9974,76.4034,77.8203,1232210.0
2019-06-08,76.7483,77.9974,76.4034,77.8203,1232210.0
2019-06-09,76.7483,77.9974,76.4034,77.8203,1232210.0
2019-06-10,77.9601,79.6847,77.9135,79.0229,1418037.0
2019-06-11,79.2373,79.489,78.7281,78.9762,1253902.0
2019-06-12,78.9296,79.6195,78.5567,79.5915,1135964.0
2019-06-13,79.7966,80.8034,79.5262,80.5796,1022718.0
2019-06-14,80.822,81.0923,79.0881,79.2839,1003820.0
2019-06-15,80.822,81.0923,79.0881,79.2839,1003820.0
2019-06-16,80.822,81.0923,79.0881,79.2839,1003820.0
2019-06-17,79.6661,79.8059,78.6686,79.5542,1058794.0
2019-06-18,80.1135,81.1949,79.3678,79.6567,915502.0
2019-06-19,79.9271,80.9059,79.7313,80.2254,1377258.0
2019-06-20,81.0737,81.0737,78.6406,79.7593,1880400.0
2019-06-21,79.5915,79.694,78.5381,78.7339,2403089.0
2019-06-22,79.5915,79.694,78.5381,78.7339,2403089.0
2019-06-23,79.5915,79.694,78.5381,78.7339,2403089.0
2019-06-24,78.8644,79.3678,77.2703,77.8576,2042913.0
2019-06-25,78.1839,79.3771,77.4847,78.5661,1699429.0
2019-06-26,78.6313,79.0881,77.6095,78.1,1067551.0
2019-06-27,78.6686,80.6635,78.2118,79.8245,1137530.0
2019-06-28,80.011,80.4118,79.2885,79.4796,1565448.0
2019-06-29,80.011,80.4118,79.2885,79.4796,1565448.0
2019-06-30,80.011,80.4118,79.2885,79.4796,1565448.0
2019-07-01,79.9644,80.0856,78.911,79.7873,1193747.0
2019-07-02,79.7873,80.2161,78.7898,79.6661,1043740.0
2019-07-03,80.272,82.761,80.2394,81.6517,1066475.0
2019-07-04,80.272,82.761,80.2394,81.6517,1066475.0
2019-07-05,81.4745,82.8356,80.7101,82.0059,710361.0
2019-07-06,81.4745,82.8356,80.7101,82.0059,710361.0
2019-07-07,81.4745,82.8356,80.7101,82.0059,710361.0
2019-07-08,81.6796,82.0898,80.6729,81.8754,968666.0
2019-07-09,81.4932,82.733,81.2601,82.2483,1121450.0
2019-07-10,82.8076,83.6839,82.1271,83.2457,1542551.0
2019-07-11,85.539,87.8135,83.7025,84.3923,2191230.0
2019-07-12,84.2712,85.1101,82.8449,83.7584,1495038.0
2019-07-13,84.2712,85.1101,82.8449,83.7584,1495038.0
2019-07-14,84.2712,85.1101,82.8449,83.7584,1495038.0
2019-07-15,83.9076,84.2712,82.9241,83.833,810009.0
2019-07-16,83.7771,83.8051,82.7377,82.9661,942771.0
2019-07-17,82.3974,82.5205,78.883,79.6661,2198418.0
2019-07-18,79.6847,81.1017,78.8178,80.8779,1190890.0
2019-07-19,80.7661,80.7661,79.3212,79.722,928305.0
2019-07-20,80.7661,80.7661,79.3212,79.722,928305.0
2019-07-21,80.7661,80.7661,79.3212,79.722,928305.0
2019-07-22,80.0296,80.3373,79.172,79.2839,840307.0
2019-07-23,79.489,80.3186,79.0229,79.9923,812492.0
2019-07-24,80.1788,81.139,79.7966,80.9991,757378.0
2019-07-25,81.3161,81.6796,79.7406,80.1042,595909.0
2019-07-26,80.4118,80.808,79.7826,80.2813,723390.0
2019-07-27,80.4118,80.808,79.7826,80.2813,723390.0
2019-07-28,80.4118,80.808,79.7826,80.2813,723390.0
2019-07-29,80.272,81.3421,80.2627,81.3161,803038.0
2019-07-30,80.6356,82.9754,79.6847,82.7051,1414279.0
2019-07-31,82.7051,82.7144,79.7313,81.2415,1503231.0
2019-08-01,84.7186,88.3262,84.4343,85.483,3230284.0
2019-08-02,85.7161,86.5923,82.6864,84.3084,1252666.0
2019-08-03,85.7161,86.5923,82.6864,84.3084,1252666.0
2019-08-04,85.7161,86.5923,82.6864,84.3084,1252666.0
2019-08-05,83.5067,84.7,81.8661,82.6864,1392152.0
2019-08-06,83.2457,84.8212,77.0466,78.4076,4485044.0
2019-08-07,78.1,80.2067,76.2542,80.0296,1998923.0
2019-08-08,79.983,82.3974,79.6847,81.9313,1445988.0
2019-08-09,81.9779,82.1923,80.6729,81.5212,898836.0
2019-08-10,81.9779,82.1923,80.6729,81.5212,898836.0
2019-08-11,81.9779,82.1923,80.6729,81.5212,898836.0
2019-08-12,81.4466,81.9127,80.6822,81.4559,906730.0
2019-08-13,81.6703,83.861,81.0551,83.2084,1411514.0
2019-08-14,82.4813,82.4813,80.3,80.4864,1368803.0
2019-08-15,80.5703,80.9898,79.5542,80.1415,1100013.0
2019-08-16,80.6847,82.3237,80.5442,81.7992,820633.0
2019-08-17,80.6847,82.3237,80.5442,81.7992,820633.0
2019-08-18,80.6847,82.3237,80.5442,81.7992,820633.0
2019-08-19,82.614,83.3258,82.0708,82.1832,903951.0
2019-08-20,82.4548,82.986,80.7503,80.8252,1017766.0
2019-08-21,80.9563,82.024,80.7596,80.8439,1033242.0
2019-08-22,81.0687,81.5932,79.9167,80.1228,1008277.0
2019-08-23,80.0385,80.9189,77.8235,78.2403,1177843.0
2019-08-24,80.0385,80.9189,77.8235,78.2403,1177843.0
2019-08-25,80.0385,80.9189,77.8235,78.2403,1177843.0
2019-08-26,79.0551,80.4693,78.7648,80.4506,1183862.0
2019-08-27,80.488,81.0921,76.0487,76.1237,1848260.0
2019-08-28,75.8895,76.8261,75.3089,75.8708,1927453.0
2019-08-29,76.6388,77.5191,75.9832,76.7137,1190929.0
2019-08-30,77.079,77.2569,76.428,77.0509,1092038.0
2019-08-31,77.079,77.2569,76.428,77.0509,1092038.0
2019-09-01,77.079,77.2569,76.428,77.0509,1092038.0
2019-09-02,77.079,77.2569,76.428,77.0509,1092038.0
2019-09-03,76.6762,79.1394,76.3812,78.7086,1614062.0
2019-09-04,79.0083,80.0291,78.9895,79.7763,853204.0
2019-09-05,80.8158,81.64,80.3491,80.5817,935491.0
2019-09-06,80.6566,81.1155,80.1361,80.8439,963890.0
2019-09-07,80.6566,81.1155,80.1361,80.8439,963890.0
2019-09-08,80.6566,81.1155,80.1361,80.8439,963890.0
2019-09-09,80.8346,82.0146,80.6941,81.6025,1231473.0
2019-09-10,80.9751,81.3122,78.8865,80.4318,1895194.0
2019-09-11,80.5911,82.8482,79.9167,82.2207,1026147.0
2019-09-12,82.305,82.6348,79.1581,79.2705,1118851.0
2019-09-13,79.7856,80.8486,77.6877,78.1279,1262190.0
2019-09-14,79.7856,80.8486,77.6877,78.1279,1262190.0
2019-09-15,79.7856,80.8486,77.6877,78.1279,1262190.0
2019-09-16,77.4349,78.5681,77.1445,78.4744,1120920.0
2019-09-17,78.8303,79.1956,77.8704,77.9031,1061543.0
2019-09-18,77.9968,77.9968,76.7137,77.7346,1396274.0
2019-09-19,77.9687,79.7954,77.5969,79.2611,1327099.0
2019-09-20,79.5608,80.9751,79.3829,79.7201,2186014.0
2019-09-21,79.5608,80.9751,79.3829,79.7201,2186014.0
2019-09-22,79.5608,80.9751,79.3829,79.7201,2186014.0
2019-09-23,79.4859,79.8512,78.0062,78.5306,1036323.0
2019-09-24,78.8865,79.7294,77.2803,77.4536,925229.0
2019-09-25,76.9572,78.7367,76.9572,77.95,894774.0
2019-09-26,78.1373,78.5494,75.7303,76.798,945449.0
2019-09-27,77.1071,77.1352,75.3276,75.8052,1401013.0
2019-09-28,77.1071,77.1352,75.3276,75.8052,1401013.0
2019-09-29,77.1071,77.1352,75.3276,75.8052,1401013.0
2019-09-30,75.8614,78.1185,75.8614,77.1071,1141961.0
2019-10-01,77.2475,78.8678,76.8635,76.9104,1298193.0
2019-10-02,76.1611,76.5873,75.3463,75.8427,1383201.0
2019-10-03,75.6835,76.3953,74.6907,76.1799,764373.0
2019-10-04,76.1424,76.6856,75.1777,76.6575,769020.0
2019-10-05,76.1424,76.6856,75.1777,76.6575,769020.0
2019-10-06,76.1424,76.6856,75.1777,76.6575,769020.0
2019-10-07,76.2267,77.4442,75.6179,76.6669,1219197.0
2019-10-08,76.1049,76.6762,75.0419,75.0841,1345012.0
2019-10-09,75.7022,76.03,75.1965,75.2714,659528.0
2019-10-10,75.44,76.3953,74.775,75.6928,741875.0
2019-10-11,76.6107,77.875,76.0113,76.7605,958069.0
2019-10-12,76.6107,77.875,76.0113,76.7605,958069.0
2019-10-13,76.6107,77.875,76.0113,76.7605,958069.0
2019-10-14,76.6013,76.9385,76.2173,76.4046,510116.0
2019-10-15,76.9947,78.3059,76.6669,77.9219,783924.0
2019-10-16,78.7741,83.0636,78.6898,80.5911,2709490.0
2019-10-17,80.6473,84.1313,80.6473,83.8222,3256443.0
2019-10-18,83.8316,84.2905,82.7358,83.9533,1574584.0
2019-10-19,83.8316,84.2905,82.7358,83.9533,1574584.0
2019-10-20,83.8316,84.2905,82.7358,83.9533,1574584.0
2019-10-21,82.6047,83.3539,79.0176,81.1624,2354632.0
2019-10-22,81.3028,81.5838,80.1602,80.6004,849519.0
2019-10-23,80.2914,80.5723,79.4297,80.2164,788303.0
2019-10-24,80.5068,80.8158,79.4578,80.5255,732831.0
2019-10-25,80.4599,81.6868,79.898,81.2935,424050.0
2019-10-26,80.4599,81.6868,79.898,81.2935,424050.0
2019-10-27,80.4599,81.6868,79.898,81.2935,424050.0
2019-10-28,81.6681,82.6047,81.2935,81.8461,450356.0
2019-10-29,81.8741,83.2415,81.6025,83.2322,931763.0
2019-10-30,82.4174,82.4174,79.4485,80.4037,1391732.0
2019-10-31,80.0291,80.3288,79.1581,79.9636,957695.0
2019-11-01,80.4693,81.8741,80.1134,81.359,1237887.0
2019-11-02,80.4693,81.8741,80.1134,81.359,1237887.0
2019-11-03,80.4693,81.8741,80.1134,81.359,1237887.0
2019-11-04,81.6681,82.1645,80.0385,81.9491,910203.0
2019-11-05,82.3237,83.1479,78.4838,80.666,2029922.0
2019-11-06,81.1436,81.434,79.2143,79.3361,1455684.0
2019-11-07,80.8627,82.2019,78.54,78.746,1942649.0
2019-11-08,78.3246,80.6847,77.7907,80.6098,985605.0
2019-11-09,78.3246,80.6847,77.7907,80.6098,985605.0
2019-11-10,78.3246,80.6847,77.7907,80.6098,985605.0
2019-11-11,79.4578,79.7013,76.8916,78.7086,2179535.0
2019-11-12,79.1394,81.0031,78.7741,80.1134,1105867.0
2019-11-13,79.7388,81.2279,79.3501,80.6285,741628.0
2019-11-14,81.3309,81.5932,80.3476,80.666,1002396.0
2019-11-15,80.92,82.5572,80.4025,82.1432,1099983.0
2019-11-16,80.92,82.5572,80.4025,82.1432,1099983.0
2019-11-17,80.92,82.5572,80.4025,82.1432,1099983.0
2019-11-18,81.8986,82.9901,81.8986,82.5855,691178.0
2019-11-19,82.3973,82.9336,81.861,82.6231,651744.0
2019-11-20,82.275,83.1312,81.748,82.3785,1179316.0
2019-11-21,82.3973,83.4699,81.8704,83.0936,1011454.0
2019-11-22,83.8369,85.173,83.4323,84.9284,1202454.0
2019-11-23,83.8369,85.173,83.4323,84.9284,1202454.0
2019-11-24,83.8369,85.173,83.4323,84.9284,1202454.0
2019-11-25,85.173,85.4459,84.5587,85.2859,895178.0
2019-11-26,85.3612,85.3612,81.6634,82.6607,1885310.0
2019-11-27,82.3314,83.3194,81.748,83.2818,629716.0
2019-11-28,82.3314,83.3194,81.748,83.2818,629716.0
2019-11-29,82.7642,83.5076,82.5949,82.7172,355792.0
2019-11-30,82.7642,83.5076,82.5949,82.7172,355792.0
2019-12-01,82.7642,83.5076,82.5949,82.7172,355792.0
2019-12-02,82.6796,83.3664,81.8045,82.6419,1109552.0
2019-12-03,82.0397,82.3879,81.4281,82.2656,918219.0
2019-12-04,82.4632,83.7099,82.3879,83.1406,743043.0
2019-12-05,82.8866,83.6393,82.0774,82.6325,997225.0
2019-12-06,83.0371,83.9404,82.699,83.0277,728446.0
2019-12-07,83.0371,83.9404,82.699,83.0277,728446.0
2019-12-08,83.0371,83.9404,82.699,83.0277,728446.0
2019-12-09,83.0277,83.0277,81.1835,81.287,1092126.0
2019-12-10,81.2682,81.908,79.885,81.6351,1767817.0
2019-12-11,81.3246,81.8986,80.8542,81.541,984355.0
2019-12-12,81.955,82.6231,81.0376,81.6634,507467.0
2019-12-13,81.6822,82.4327,79.7533,79.838,977009.0
2019-12-14,81.6822,82.4327,79.7533,79.838,977009.0
2019-12-15,81.6822,82.4327,79.7533,79.838,977009.0
2019-12-16,80.3837,81.541,80.0167,80.8824,970835.0
2019-12-17,80.8824,81.0047,78.0784,78.2384,1947176.0
2019-12-18,77.7867,79.838,77.6926,78.6147,1527551.0
2019-12-19,78.643,79.2358,78.2007,78.85,1444201.0
2019-12-20,79.5274,80.6942,78.85,80.6095,1666823.0
2019-12-21,79.5274,80.6942,78.85,80.6095,1666823.0
2019-12-22,79.5274,80.6942,78.85,80.6095,1666823.0
2019-12-23,80.9388,81.0235,79.9603,80.5437,865415.0
2019-12-24,80.9577,81.2023,80.2426,80.3743,283373.0
2019-12-25,80.9577,81.2023,80.2426,80.3743,283373.0
2019-12-26,80.4872,80.6095,79.9205,80.0261,487220.0
2019-12-27,80.1014,80.4402,79.8191,79.8944,388382.0
2019-12-28,80.1014,80.4402,79.8191,79.8944,388382.0
2019-12-29,80.1014,80.4402,79.8191,79.8944,388382.0
2019-12-30,79.932,80.1955,78.643,78.6994,592434.0
2019-12-31,78.4548,80.0073,78.3042,79.9979,1002021.0
2020-01-01,78.4548,80.0073,78.3042,79.9979,1002021.0
2020-01-02,80.5813,80.7318,79.3534,80.0544,817562.0
2020-01-03,78.8594,80.0403,78.3513,79.0476,801538.0
2020-01-04,78.8594,80.0403,78.3513,79.0476,801538.0
2020-01-05,78.8594,80.0403,78.3513,79.0476,801538.0
2020-01-06,78.7371,80.2708,78.1066,80.2049,767971.0
2020-01-07,79.7533,80.2143,79.2188,79.631,847797.0
2020-01-08,79.5651,80.746,79.5369,80.4025,1181999.0
2020-01-09,80.5625,81.6069,79.8097,81.541,795395.0
2020-01-10,81.8986,82.2279,81.4846,81.8986,965097.0
2020-01-11,81.8986,82.2279,81.4846,81.8986,965097.0
2020-01-12,81.8986,82.2279,81.4846,81.8986,965097.0
2020-01-13,81.8327,82.0962,80.4496,81.0612,1026160.0
2020-01-14,81.4846,83.724,80.9388,83.5829,1921783.0
2020-01-15,83.5452,86.2269,83.4417,85.9728,1434944.0
2020-01-16,86.4715,86.4715,85.1919,86.0575,1205004.0
2020-01-17,85.6247,86.1704,85.0695,85.6811,1455485.0
2020-01-18,85.6247,86.1704,85.0695,85.6811,1455485.0
2020-01-19,85.6247,86.1704,85.0695,85.6811,1455485.0
2020-01-20,85.6247,86.1704,85.0695,85.6811,1455485.0
2020-01-21,85.4553,85.9728,84.8719,85.8599,1205591.0
2020-01-22,86.161,86.9608,85.7846,86.5938,1551598.0
2020-01-23,86.7444,86.7444,85.3142,85.7752,1552870.0
2020-01-24,86.1328,86.1328,80.9953,83.6675,2306845.0
2020-01-25,86.1328,86.1328,80.9953,83.6675,2306845.0
2020-01-26,86.1328,86.1328,80.9953,83.6675,2306845.0
2020-01-27,82.7454,83.0371,81.4187,82.3502,1622666.0
2020-01-28,83.0748,84.4015,82.6435,83.8463,1144823.0
2020-01-29,84.2039,85.4835,83.931,84.552,1691271.0
2020-01-30,84.0533,86.9043,81.7669,83.6299,2138332.0
2020-01-31,84.0157,84.0157,80.2331,80.506,1217785.0
2020-02-01,84.0157,84.0157,80.2331,80.506,1217785.0
2020-02-02,84.0157,84.0157,80.2331,80.506,1217785.0
2020-02-03,80.8636,81.7857,80.2049,80.6377,1014640.0
2020-02-04,82.0021,83.8745,81.8704,82.8866,1498626.0
2020-02-05,83.8651,87.0078,83.8651,86.0387,1608217.0
2020-02-06,86.6785,88.2216,86.1422,87.0173,1246072.0
2020-02-07,88.3534,89.1249,86.3398,86.5092,1467163.0
2020-02-08,88.3534,89.1249,86.3398,86.5092,1467163.0
2020-02-09,88.3534,89.1249,86.3398,86.5092,1467163.0
2020-02-10,86.2833,88.6168,85.9587,88.0711,1371621.0
2020-02-11,88.758,89.0214,87.2431,88.9838,1156070.0
2020-02-12,89.3884,91.7407,88.4851,90.1223,1315138.0
2020-02-13,89.7065,90.2357,89.234,89.3285,1155568.0
2020-02-14,88.9882,89.5364,85.2741,89.1772,1602247.0
2020-02-15,88.9882,89.5364,85.2741,89.1772,1602247.0
2020-02-16,88.9882,89.5364,85.2741,89.1772,1602247.0
2020-02-17,88.9882,89.5364,85.2741,89.1772,1602247.0
2020-02-18,89.1111,89.6781,88.0243,89.13,1566001.0
2020-02-19,89.3946,89.9711,88.6858,89.905,915843.0
2020-02-20,89.7821,91.6628,88.7898,91.2281,1808103.0
2020-02-21,90.8689,92.0408,90.0656,91.6722,1213731.0
2020-02-22,90.8689,92.0408,90.0656,91.6722,1213731.0
2020-02-23,90.8689,92.0408,90.0656,91.6722,1213731.0
2020-02-24,89.5175,90.765,88.837,89.7159,1541696.0
2020-02-25,90.1223,90.5098,87.684,87.8258,2239370.0
2020-02-26,88.648,89.7869,88.0279,88.5629,1907067.0
2020-02-27,86.9941,87.8352,81.8057,81.834,2568060.0
2020-02-28,78.961,80.3313,76.9952,79.6887,3829369.0
2020-02-29,78.961,80.3313,76.9952,79.6887,3829369.0
2020-03-01,78.961,80.3313,76.9952,79.6887,3829369.0
2020-03-02,79.8872,83.469,79.2823,82.3727,4527954.0
2020-03-03,82.6184,84.0644,79.8116,81.1536,2190382.0
2020-03-04,84.3952,85.4631,83.1524,85.4159,1411347.0
2020-03-05,83.1666,85.1323,80.5676,82.1931,1365755.0
2020-03-06,79.6603,81.4938,78.8098,81.0969,1760080.0
