,COP US Equity,COP US Equity,COP US Equity,COP US Equity,COP US Equity
2020-05-21,38.2877,38.7017,37.6235,37.7098,6645950.0
2020-05-22,37.0111,37.3993,36.485,37.3303,4674290.0
2020-05-23,37.0111,37.3993,36.485,37.3303,4674290.0
2020-05-24,37.0111,37.3993,36.485,37.3303,4674290.0
2020-05-25,37.0111,37.3993,36.485,37.3303,4674290.0
2020-05-26,38.6499,38.9173,37.5157,37.6666,7702634.0
2020-05-27,38.2445,38.539,37.0542,38.5292,5768125.0
2020-05-28,38.5723,38.5723,36.8947,37.0974,5872707.0
2020-05-29,36.7524,36.8947,35.9416,36.3815,10178389.0
2020-05-30,36.7524,36.8947,35.9416,36.3815,10178389.0
2020-05-31,36.7524,36.8947,35.9416,36.3815,10178389.0
2020-06-01,36.4505,37.6925,35.9157,37.4251,6344659.0
2020-06-02,37.9685,38.5421,37.6925,38.1238,5858261.0
2020-06-03,38.9087,39.0122,37.9685,38.9173,8024180.0
2020-06-04,38.5378,38.9259,38.1022,38.5637,5577016.0
2020-06-05,40.8752,42.0698,40.5647,41.9103,11578758.0
2020-06-06,40.8752,42.0698,40.5647,41.9103,11578758.0
2020-06-07,40.8752,42.0698,40.5647,41.9103,11578758.0
2020-06-08,43.3076,43.8078,42.1,43.3938,10242182.0
2020-06-09,41.617,42.4278,41.2979,41.9448,8203631.0
2020-06-10,41.4359,41.6515,39.5642,39.5987,7882295.0
2020-06-11,36.2952,38.1669,36.0537,36.3297,8435227.0
2020-06-12,39.0812,39.1674,36.3211,37.7184,8928420.0
2020-06-13,39.0812,39.1674,36.3211,37.7184,8928420.0
2020-06-14,39.0812,39.1674,36.3211,37.7184,8928420.0
2020-06-15,35.4241,37.8736,35.2343,37.3906,7992465.0
2020-06-16,39.0726,39.4003,37.6019,38.9087,6932844.0
2020-06-17,38.8052,38.9001,37.8736,37.9685,5967202.0
2020-06-18,37.5459,38.6758,37.244,38.3394,7293697.0
2020-06-19,39.5901,39.5901,37.4165,37.6925,13702798.0
2020-06-20,39.5901,39.5901,37.4165,37.6925,13702798.0
2020-06-21,39.5901,39.5901,37.4165,37.6925,13702798.0
2020-06-22,37.2957,37.9339,36.7955,37.5718,5009137.0
2020-06-23,38.0548,38.4084,37.5976,37.7874,4962346.0
2020-06-24,37.0887,37.2354,35.3033,35.3551,7137181.0
2020-06-25,35.0704,36.3297,34.941,36.278,5981014.0
2020-06-26,35.8553,35.8985,34.6392,34.803,8399757.0
2020-06-27,35.8553,35.8985,34.6392,34.803,8399757.0
2020-06-28,35.8553,35.8985,34.6392,34.803,8399757.0
2020-06-29,34.8462,35.6656,34.4322,35.6224,5764753.0
2020-06-30,35.2516,36.5195,34.747,36.2435,6313917.0
2020-07-01,36.5281,36.9421,35.0877,35.1394,5600006.0
2020-07-02,36.071,36.6661,35.864,36.0365,4774995.0
2020-07-03,36.071,36.6661,35.864,36.0365,4774995.0
2020-07-04,36.071,36.6661,35.864,36.0365,4774995.0
2020-07-05,36.071,36.6661,35.864,36.0365,4774995.0
2020-07-06,36.7696,36.9766,35.6742,35.9071,5825058.0
2020-07-07,35.4931,35.9071,34.9928,35.0532,5995458.0
2020-07-08,35.0014,35.8553,34.7599,35.3982,4896775.0
2020-07-09,35.0704,35.2688,33.0262,33.078,9189521.0
2020-07-10,33.0866,34.3458,32.9659,34.2338,9218299.0
2020-07-11,33.0866,34.3458,32.9659,34.2338,9218299.0
2020-07-12,33.0866,34.3458,32.9659,34.2338,9218299.0
2020-07-13,34.6133,34.941,33.6386,34.2079,5887055.0
2020-07-14,34.0181,35.6569,33.8715,35.6311,4953542.0
2020-07-15,36.3901,36.5885,35.4068,35.8985,5777078.0
2020-07-16,35.6138,36.278,35.0704,35.8726,4655668.0
2020-07-17,36.0294,36.3083,34.6571,34.8183,6700132.0
2020-07-18,36.0294,36.3083,34.6571,34.8183,6700132.0
2020-07-19,36.0294,36.3083,34.6571,34.8183,6700132.0
2020-07-20,34.8183,35.1494,34.194,34.2693,6407558.0
2020-07-21,34.9403,36.6672,34.8531,36.2995,7954039.0
2020-07-22,35.7855,35.9379,35.132,35.6286,5158408.0
2020-07-23,35.3149,35.8334,35.0492,35.2539,5953466.0
2020-07-24,35.4979,36.0338,34.9925,35.0971,5202602.0
2020-07-25,35.4979,36.0338,34.9925,35.0971,5202602.0
2020-07-26,35.4979,36.0338,34.9925,35.0971,5202602.0
2020-07-27,34.7834,35.2714,34.3652,34.6527,5312732.0
2020-07-28,34.4785,34.8183,33.8075,33.947,6188720.0
2020-07-29,33.9557,34.8009,33.6333,34.8009,6305187.0
2020-07-30,33.215,33.5199,31.2807,32.7968,13421014.0
2020-07-31,32.2827,32.7619,31.9821,32.579,7721107.0
2020-08-01,32.2827,32.7619,31.9821,32.579,7721107.0
2020-08-02,32.2827,32.7619,31.9821,32.579,7721107.0
2020-08-03,32.4744,32.579,31.969,31.9865,8065468.0
2020-08-04,31.9429,33.1671,31.7773,32.7968,5808347.0
2020-08-05,33.5461,33.7117,32.8578,33.1279,7325510.0
2020-08-06,32.7968,33.4852,32.7707,33.154,6588727.0
2020-08-07,32.9972,33.4503,32.5485,33.3719,4445333.0
2020-08-08,32.9972,33.4503,32.5485,33.3719,4445333.0
2020-08-09,32.9972,33.4503,32.5485,33.3719,4445333.0
2020-08-10,33.5549,34.5656,33.5026,34.5395,5612595.0
2020-08-11,35.3498,35.8552,34.4872,34.6005,7975888.0
2020-08-12,35.1755,36.317,35.071,36.2995,11823177.0
2020-08-13,35.8552,36.4433,35.3934,35.4021,8286433.0
2020-08-14,35.0448,35.7245,34.8183,35.5676,3350058.0
2020-08-15,35.0448,35.7245,34.8183,35.5676,3350058.0
2020-08-16,35.0448,35.7245,34.8183,35.5676,3350058.0
2020-08-17,35.5066,35.707,34.7747,35.4631,6089301.0
2020-08-18,35.3934,36.0076,34.9664,35.1407,5711527.0
2020-08-19,34.949,35.132,34.4349,34.5482,4526364.0
2020-08-20,34.0341,34.2519,33.7466,33.7814,3943239.0
2020-08-21,33.6681,33.8163,33.0629,33.2499,5034168.0
2020-08-22,33.6681,33.8163,33.0629,33.2499,5034168.0
2020-08-23,33.6681,33.8163,33.0629,33.2499,5034168.0
2020-08-24,33.4067,34.4698,33.1845,33.8685,5357433.0
2020-08-25,34.3391,34.3739,33.5026,33.8511,4160918.0
2020-08-26,33.8337,33.9426,32.6922,32.7271,6753313.0
2020-08-27,32.9101,33.3545,32.6748,33.2412,6231864.0
2020-08-28,33.398,33.5113,33.0059,33.4416,5058089.0
2020-08-29,33.398,33.5113,33.0059,33.4416,5058089.0
2020-08-30,33.398,33.5113,33.0059,33.4416,5058089.0
2020-08-31,33.4154,33.5026,32.7358,33.0146,6165696.0
2020-09-01,32.6051,32.7619,31.9037,32.3786,6268013.0
2020-09-02,32.2392,32.3829,31.6988,31.6989,7441645.0
2020-09-03,31.394,32.1259,31.2284,31.3591,8733438.0
2020-09-04,31.6815,31.969,31.0803,31.2458,8285305.0
2020-09-05,31.6815,31.969,31.0803,31.2458,8285305.0
2020-09-06,31.6815,31.969,31.0803,31.2458,8285305.0
2020-09-07,31.6815,31.969,31.0803,31.2458,8285305.0
2020-09-08,30.7579,30.7579,29.3986,29.6774,9338623.0
2020-09-09,30.3658,30.3658,29.8125,30.026,6440018.0
2020-09-10,29.9998,30.0739,28.6319,28.6841,8582821.0
2020-09-11,28.6493,29.1329,28.4402,28.8497,6769230.0
2020-09-12,28.6493,29.1329,28.4402,28.8497,6769230.0
2020-09-13,28.6493,29.1329,28.4402,28.8497,6769230.0
2020-09-14,28.963,29.5075,28.7626,29.2069,5436022.0
2020-09-15,29.3899,29.8125,29.2853,29.4509,8333395.0
2020-09-16,29.7297,30.9539,29.3202,30.5662,9241742.0
2020-09-17,29.9737,31.4637,29.7646,31.4462,13147707.0
2020-09-18,31.1936,31.7599,30.845,31.2546,12410031.0
2020-09-19,31.1936,31.7599,30.845,31.2546,12410031.0
2020-09-20,31.1936,31.7599,30.845,31.2546,12410031.0
2020-09-21,30.3309,30.5662,29.7036,29.9388,11315995.0
2020-09-22,29.9214,30.3309,29.6339,29.8866,7962952.0
2020-09-23,29.9388,30.1393,28.6493,28.6841,7714490.0
2020-09-24,28.5883,29.8517,28.2833,29.2766,7084039.0
2020-09-25,28.8323,29.6165,28.7364,29.3638,5240987.0
2020-09-26,28.8323,29.6165,28.7364,29.3638,5240987.0
2020-09-27,28.8323,29.6165,28.7364,29.3638,5240987.0
2020-09-28,29.9214,30.2699,29.2897,29.3725,8958394.0
2020-09-29,29.3812,29.4335,28.0309,28.2833,6663181.0
2020-09-30,28.5186,29.0065,28.3574,28.6144,8111695.0
2020-10-01,28.0829,28.5273,27.6165,28.2572,7929555.0
2020-10-02,27.5166,29.0065,27.4033,28.8148,7069288.0
2020-10-03,27.5166,29.0065,27.4033,28.8148,7069288.0
2020-10-04,27.5166,29.0065,27.4033,28.8148,7069288.0
2020-10-05,29.2418,29.8953,28.9556,29.8691,5652600.0
2020-10-06,30.3919,30.5662,28.8584,29.0152,6645585.0
2020-10-07,29.1634,30.087,29.0283,29.9127,6633210.0
2020-10-08,30.0608,31.0324,29.8866,30.9583,6758838.0
2020-10-09,31.3155,31.3417,30.3527,30.6098,6381985.0
2020-10-10,31.3155,31.3417,30.3527,30.6098,6381985.0
2020-10-11,31.3155,31.3417,30.3527,30.6098,6381985.0
2020-10-12,30.5575,31.2241,30.2612,31.0106,7214602.0
2020-10-13,30.9583,31.3678,30.2351,30.3919,8121034.0
2020-10-14,29.66,30.9583,29.66,30.087,9822316.0
2020-10-15,29.5119,30.9045,29.3376,30.845,8637911.0
2020-10-16,30.7039,30.845,29.7689,29.7866,8313100.0
2020-10-17,30.7039,30.845,29.7689,29.7866,8313100.0
2020-10-18,30.7039,30.845,29.7689,29.7866,8313100.0
2020-10-19,30.0953,30.1659,28.8252,28.8428,21684148.0
2020-10-20,29.028,29.1515,28.2871,28.7369,19244986.0
2020-10-21,28.3753,28.587,26.9729,27.0258,19210199.0
2020-10-22,27.0081,28.1989,26.8758,28.146,15030277.0
2020-10-23,28.4635,29.2706,28.1548,28.7017,15335151.0
2020-10-24,28.4635,29.2706,28.1548,28.7017,15335151.0
2020-10-25,28.4635,29.2706,28.1548,28.7017,15335151.0
2020-10-26,28.0137,28.1636,26.5318,26.7435,11522826.0
2020-10-27,26.6024,27.0699,26.426,26.6906,13017829.0
2020-10-28,25.8968,26.2937,25.1823,25.394,15274485.0
2020-10-29,24.803,25.7424,24.2826,25.7204,15560171.0
2020-10-30,25.5175,25.5528,24.3708,25.2441,15686565.0
2020-10-31,25.5175,25.5528,24.3708,25.2441,15686565.0
2020-11-01,25.5175,25.5528,24.3708,25.2441,15686565.0
2020-11-02,25.9497,26.9464,25.147,26.6641,13762947.0
2020-11-03,27.0963,27.114,25.7027,25.8527,12131315.0
2020-11-04,26.0996,27.01,25.7645,26.7965,15178751.0
2020-11-05,26.5495,27.2639,26.4966,26.5671,10316637.0
2020-11-06,26.5759,27.0346,25.3885,25.7468,10484496.0
2020-11-07,26.5759,27.0346,25.3885,25.7468,10484496.0
2020-11-08,26.5759,27.0346,25.3885,25.7468,10484496.0
2020-11-09,29.2485,30.7215,28.9927,29.4426,17614545.0
2020-11-10,30.2982,31.3478,29.6278,31.339,20650586.0
2020-11-11,31.7183,31.9299,30.9244,31.1185,17224970.0
2020-11-12,30.5187,31.0587,29.6366,29.9983,10951216.0
2020-11-13,30.2982,31.3654,30.21,31.189,11999392.0
2020-11-14,30.2982,31.3654,30.21,31.189,11999392.0
2020-11-15,30.2982,31.3654,30.21,31.189,11999392.0
2020-11-16,32.5915,33.6323,32.1064,33.5882,18701189.0
2020-11-17,33.0942,34.5143,32.8429,34.2674,14467160.0
2020-11-18,34.3644,36.0491,34.0909,34.5584,23319624.0
2020-11-19,34.1439,34.9377,33.8528,34.8142,12504066.0
2020-11-20,34.6731,35.22,34.5231,34.973,12037985.0
2020-11-21,34.6731,35.22,34.5231,34.973,12037985.0
2020-11-22,34.6731,35.22,34.5231,34.973,12037985.0
2020-11-23,35.5992,37.7867,35.5199,37.672,14649175.0
2020-11-24,38.8804,40.0086,38.6158,39.1715,15440769.0
2020-11-25,38.8099,39.198,38.241,38.4835,15644781.0
2020-11-26,38.8099,39.198,38.241,38.4835,15644781.0
2020-11-27,38.2806,38.7305,37.3986,37.7338,4693972.0
2020-11-28,38.2806,38.7305,37.3986,37.7338,4693972.0
2020-11-29,38.2806,38.7305,37.3986,37.7338,4693972.0
2020-11-30,36.984,37.0811,34.876,34.8936,20248555.0
2020-12-01,36.0755,36.1196,34.5893,34.6378,12425783.0
2020-12-02,34.5584,36.1329,34.2497,35.2552,12460185.0
2020-12-03,35.3258,37.1781,34.9553,36.3402,16215683.0
2020-12-04,37.3016,39.1186,37.1428,39.048,12730516.0
2020-12-05,37.3016,39.1186,37.1428,39.048,12730516.0
2020-12-06,37.3016,39.1186,37.1428,39.048,12730516.0
2020-12-07,38.2365,38.3159,37.5045,37.7691,10586126.0
2020-12-08,37.0458,38.3159,36.7812,37.6456,10575457.0
2020-12-09,38.1748,38.3689,36.7988,37.6632,10773099.0
2020-12-10,37.5838,39.0039,37.4427,38.8099,14997816.0
2020-12-11,38.3777,38.6511,38.0778,38.3512,14242290.0
2020-12-12,38.3777,38.6511,38.0778,38.3512,14242290.0
2020-12-13,38.3777,38.6511,38.0778,38.3512,14242290.0
2020-12-14,38.8804,39.0304,37.2751,37.328,17094538.0
2020-12-15,37.6279,37.9102,36.7856,37.7514,9855106.0
2020-12-16,37.7955,37.8705,37.1605,37.328,9311339.0
2020-12-17,37.725,37.725,36.7106,37.0193,9294210.0
2020-12-18,37.037,37.2222,35.9256,36.1461,20819292.0
2020-12-19,37.037,37.2222,35.9256,36.1461,20819292.0
2020-12-20,37.037,37.2222,35.9256,36.1461,20819292.0
2020-12-21,34.7613,36.0897,34.3379,35.4934,10998061.0
2020-12-22,35.4581,35.5287,34.2938,34.4261,9190682.0
2020-12-23,34.7613,35.908,34.6907,35.3523,6137807.0
2020-12-24,35.2905,35.2905,34.3644,34.8319,3530252.0
2020-12-25,35.2905,35.2905,34.3644,34.8319,3530252.0
2020-12-26,35.2905,35.2905,34.3644,34.8319,3530252.0
2020-12-27,35.2905,35.2905,34.3644,34.8319,3530252.0
2020-12-28,34.8936,35.6963,34.4879,34.6643,6178212.0
2020-12-29,34.7172,35.2288,34.1968,34.4614,7003281.0
2020-12-30,34.3908,35.317,34.2321,35.2905,6268859.0
2020-12-31,35.2023,35.5375,34.9377,35.2729,7612529.0
2021-01-01,35.2023,35.5375,34.9377,35.2729,7612529.0
2021-01-02,35.2023,35.5375,34.9377,35.2729,7612529.0
2021-01-03,35.2023,35.5375,34.9377,35.2729,7612529.0
2021-01-04,35.7227,35.855,34.5584,34.9024,8597631.0
2021-01-05,35.4934,37.8132,35.2817,36.9047,12393560.0
2021-01-06,37.5133,38.7614,36.9752,38.3777,11035322.0
2021-01-07,38.854,39.6831,38.4526,39.4273,9648195.0
2021-01-08,39.6919,40.1153,38.9731,39.4273,9448745.0
2021-01-09,39.6919,40.1153,38.9731,39.4273,9448745.0
2021-01-10,39.6919,40.1153,38.9731,39.4273,9448745.0
2021-01-11,38.8981,40.3182,38.2013,40.0095,10840855.0
2021-01-12,40.5916,42.047,40.327,41.8265,13013701.0
2021-01-13,41.7647,41.8706,41.1032,41.4825,11839851.0
2021-01-14,41.8265,42.5938,41.2531,42.2234,12857946.0
2021-01-15,41.703,41.703,39.2729,39.7978,30004648.0
2021-01-16,41.703,41.703,39.2729,39.7978,30004648.0
2021-01-17,41.703,41.703,39.2729,39.7978,30004648.0
2021-01-18,41.703,41.703,39.2729,39.7978,30004648.0
2021-01-19,39.8242,40.7063,39.5684,40.574,14498781.0
2021-01-20,40.9003,41.0062,39.9565,40.0095,21178015.0
2021-01-21,40.0536,40.3093,37.6632,38.0954,16897866.0
2021-01-22,37.0987,37.9102,36.8253,37.6544,9535422.0
2021-01-23,37.0987,37.9102,36.8253,37.6544,9535422.0
2021-01-24,37.0987,37.9102,36.8253,37.6544,9535422.0
2021-01-25,37.1605,37.6015,36.3754,37.5574,10739769.0
2021-01-26,37.9896,38.5453,36.7018,36.7635,7616289.0
2021-01-27,36.1461,37.1252,35.4669,35.855,8841899.0
2021-01-28,36.2608,36.7283,35.6125,36.2608,10283257.0
2021-01-29,35.8198,36.5695,35.2641,35.3082,11660436.0
2021-01-30,35.8198,36.5695,35.2641,35.3082,11660436.0
2021-01-31,35.8198,36.5695,35.2641,35.3082,11660436.0
2021-02-01,35.661,36.1461,35.0171,35.908,9229374.0
2021-02-02,36.6489,37.3104,36.0755,36.1373,8834015.0
2021-02-03,36.3843,38.4791,36.1726,38.1131,11133745.0
2021-02-04,38.4659,38.8275,37.5662,38.8187,11372341.0
2021-02-05,39.5949,39.6214,38.8893,39.1803,9543507.0
2021-02-06,39.5949,39.6214,38.8893,39.1803,9543507.0
2021-02-07,39.5949,39.6214,38.8893,39.1803,9543507.0
2021-02-08,39.9124,41.6589,39.7801,41.262,12181586.0
2021-02-09,40.768,41.8441,40.4505,41.3502,8990323.0
2021-02-10,41.6236,42.338,40.9366,41.6765,10853239.0
2021-02-11,41.3917,41.4095,40.2434,41.3383,8939306.0
2021-02-12,41.0445,42.0326,40.9021,41.9792,8805372.0
2021-02-13,41.0445,42.0326,40.9021,41.9792,8805372.0
2021-02-14,41.0445,42.0326,40.9021,41.9792,8805372.0
2021-02-15,41.0445,42.0326,40.9021,41.9792,8805372.0
2021-02-16,42.7269,43.8218,42.5667,43.4835,11066655.0
2021-02-17,43.7862,44.0443,42.9583,43.9375,9182221.0
2021-02-18,43.617,43.7328,42.3975,42.451,8384396.0
2021-02-19,42.4154,43.2298,42.2907,43.1008,8502536.0
2021-02-20,42.4154,43.2298,42.2907,43.1008,8502536.0
2021-02-21,42.4154,43.2298,42.2907,43.1008,8502536.0
2021-02-22,43.7684,46.0026,43.4479,45.2905,12331024.0
2021-02-23,46.2875,46.7325,44.2045,46.3765,10796494.0
2021-02-24,46.2875,48.86,45.8068,48.6642,12286608.0
2021-02-25,48.9312,49.4119,46.3053,47.2043,12864462.0
2021-02-26,46.8171,47.0486,45.2727,46.2964,13234115.0
2021-02-27,46.8171,47.0486,45.2727,46.2964,13234115.0
2021-02-28,46.8171,47.0486,45.2727,46.2964,13234115.0
2021-03-01,47.596,48.0322,46.4388,46.8305,7183680.0
