,CTRA US Equity,CTRA US Equity,CTRA US Equity,CTRA US Equity,CTRA US Equity
2019-02-06,19.2941,19.3098,18.8711,18.9103,5559778.0
2019-02-07,18.832,18.9181,18.4795,18.5813,5018379.0
2019-02-08,18.5578,18.7615,18.3855,18.7615,3943607.0
2019-02-09,18.5578,18.7615,18.3855,18.7615,3943607.0
2019-02-10,18.5578,18.7615,18.3855,18.7615,3943607.0
2019-02-11,18.691,19.1845,18.5186,19.1218,4297782.0
2019-02-12,19.2001,19.5057,19.1375,19.3568,5832013.0
2019-02-13,19.3411,19.4508,19.114,19.2628,6414070.0
2019-02-14,19.208,19.5096,19.1375,19.3647,4998102.0
2019-02-15,19.5213,19.7798,19.3804,19.7642,7552293.0
2019-02-16,19.5213,19.7798,19.3804,19.7642,7552293.0
2019-02-17,19.5213,19.7798,19.3804,19.7642,7552293.0
2019-02-18,19.5213,19.7798,19.3804,19.7642,7552293.0
2019-02-19,19.7328,19.9443,19.6623,19.725,4527527.0
2019-02-20,19.725,19.7798,19.4195,19.5448,6962593.0
2019-02-21,19.4743,19.6702,19.02,19.2236,10725503.0
2019-02-22,19.067,19.7328,18.6283,19.0043,8461852.0
2019-02-23,19.067,19.7328,18.6283,19.0043,8461852.0
2019-02-24,19.067,19.7328,18.6283,19.0043,8461852.0
2019-02-25,19.02,19.7837,18.9573,19.4978,10463094.0
2019-02-26,19.584,19.9365,19.537,19.6702,8652579.0
2019-02-27,19.6467,19.7877,19.3882,19.396,6166454.0
2019-02-28,19.4508,19.4978,19.2315,19.2863,7091809.0
2019-03-01,19.4587,19.772,19.4587,19.772,5883258.0
2019-03-02,19.4587,19.772,19.4587,19.772,5883258.0
2019-03-03,19.4587,19.772,19.4587,19.772,5883258.0
2019-03-04,19.772,19.9287,19.631,19.8503,7772446.0
2019-03-05,19.8582,20.1872,19.7407,20.1715,5063191.0
2019-03-06,20.0618,20.148,19.8347,19.9052,4445537.0
2019-03-07,20.007,20.007,19.6232,19.678,4697866.0
2019-03-08,19.5762,19.5918,19.2158,19.3255,6636887.0
2019-03-09,19.5762,19.5918,19.2158,19.3255,6636887.0
2019-03-10,19.5762,19.5918,19.2158,19.3255,6636887.0
2019-03-11,19.4038,19.5801,19.3411,19.5057,4046741.0
2019-03-12,19.6075,19.9913,19.537,19.9913,4337460.0
2019-03-13,20.1323,20.3987,19.9208,20.3517,6158711.0
2019-03-14,20.3987,20.6729,20.3282,20.4065,4075184.0
2019-03-15,20.2812,20.4222,20.1323,20.3125,7521967.0
2019-03-16,20.2812,20.4222,20.1323,20.3125,7521967.0
2019-03-17,20.2812,20.4222,20.1323,20.3125,7521967.0
2019-03-18,20.3909,20.5945,20.2577,20.3282,5171568.0
2019-03-19,20.5319,20.6337,20.2812,20.336,6767025.0
2019-03-20,20.3282,20.8883,20.2498,20.6885,7069140.0
2019-03-21,20.7277,20.904,20.665,20.8295,3637728.0
2019-03-22,20.618,20.7506,20.3086,20.336,4599183.0
2019-03-23,20.618,20.7506,20.3086,20.336,4599183.0
2019-03-24,20.618,20.7506,20.3086,20.336,4599183.0
2019-03-25,20.289,20.7825,20.195,20.6729,4993907.0
2019-03-26,20.9549,20.9627,20.5749,20.6729,3249883.0
2019-03-27,20.5005,20.7042,20.4222,20.6024,4047584.0
2019-03-28,20.5162,20.7355,20.5162,20.6494,4978224.0
2019-03-29,20.7904,20.806,20.3731,20.4457,4464900.0
2019-03-30,20.7904,20.806,20.3731,20.4457,4464900.0
2019-03-31,20.7904,20.806,20.3731,20.4457,4464900.0
2019-04-01,20.618,20.7042,20.2381,20.2655,3845942.0
2019-04-02,20.383,20.4849,20.0932,20.289,4053096.0
2019-04-03,20.3752,20.3752,19.9287,19.9678,4531072.0
2019-04-04,20.0305,20.2812,19.9913,20.2263,3222020.0
2019-04-05,20.2655,20.5005,20.0814,20.5005,4753710.0
2019-04-06,20.2655,20.5005,20.0814,20.5005,4753710.0
2019-04-07,20.2655,20.5005,20.0814,20.5005,4753710.0
2019-04-08,20.5632,21.041,20.5554,21.0097,5093661.0
2019-04-09,21.1664,21.5972,21.0097,21.2604,9108554.0
2019-04-10,21.3544,21.4053,21.1507,21.2682,4437108.0
2019-04-11,21.1977,21.2917,20.9314,21.2055,5245936.0
2019-04-12,21.5424,21.6364,21.2995,21.3857,4463718.0
2019-04-13,21.5424,21.6364,21.2995,21.3857,4463718.0
2019-04-14,21.5424,21.6364,21.2995,21.3857,4463718.0
2019-04-15,21.2839,21.656,21.2839,21.4327,3474938.0
2019-04-16,21.5424,21.5737,21.2839,21.4876,4240941.0
2019-04-17,21.5972,21.5972,21.1037,21.182,4460851.0
2019-04-18,21.1585,21.1585,20.43,20.4692,5955880.0
2019-04-19,21.1585,21.1585,20.43,20.4692,5955880.0
2019-04-20,21.1585,21.1585,20.43,20.4692,5955880.0
2019-04-21,21.1585,21.1585,20.43,20.4692,5955880.0
2019-04-22,20.6337,20.665,20.3203,20.5005,8052536.0
2019-04-23,20.6494,20.8738,20.4731,20.5162,7743290.0
2019-04-24,20.6807,20.7512,20.3752,20.4535,5729885.0
2019-04-25,20.5319,20.618,20.2577,20.3752,8137044.0
2019-04-26,20.994,21.2134,20.571,20.8844,12312499.0
2019-04-27,20.994,21.2134,20.571,20.8844,12312499.0
2019-04-28,20.994,21.2134,20.571,20.8844,12312499.0
2019-04-29,20.994,21.0802,20.2498,20.336,10235569.0
2019-04-30,20.3203,20.3517,19.8973,20.2812,7826393.0
2019-05-01,20.3438,20.3674,19.7485,19.8817,6858740.0
2019-05-02,19.7563,19.96,19.631,19.6702,7044233.0
2019-05-03,19.7642,20.0736,19.6388,19.8738,5706068.0
2019-05-04,19.7642,20.0736,19.6388,19.8738,5706068.0
2019-05-05,19.7642,20.0736,19.6388,19.8738,5706068.0
2019-05-06,19.7015,20.0227,19.6232,19.9522,5744708.0
2019-05-07,19.8817,20.101,19.725,19.9757,6160114.0
2019-05-08,19.96,20.3047,19.8973,20.0383,5280400.0
2019-05-09,19.9443,20.3438,19.9208,20.3203,5564972.0
2019-05-10,20.3047,20.4379,20.0814,20.336,5027072.0
2019-05-11,20.3047,20.4379,20.0814,20.336,5027072.0
2019-05-12,20.3047,20.4379,20.0814,20.336,5027072.0
2019-05-13,20.2107,20.3047,20.0227,20.242,5506649.0
2019-05-14,20.297,20.8159,20.2723,20.6744,5359000.0
2019-05-15,20.5014,20.8237,20.4621,20.7215,4551239.0
2019-05-16,20.8001,20.9574,20.5761,20.6508,5469020.0
2019-05-17,20.4936,20.7294,20.4778,20.5722,5949386.0
2019-05-18,20.4936,20.7294,20.4778,20.5722,5949386.0
2019-05-19,20.4936,20.7294,20.4778,20.5722,5949386.0
2019-05-20,20.6429,20.8473,20.5722,20.7923,5570106.0
2019-05-21,20.9023,21.5509,20.7373,21.4998,7611821.0
2019-05-22,21.4369,21.4762,20.8041,20.9102,7093232.0
2019-05-23,20.6508,20.6901,20.0455,20.132,9817722.0
2019-05-24,20.1634,20.3049,19.959,20.2027,6153524.0
2019-05-25,20.1634,20.3049,19.959,20.2027,6153524.0
2019-05-26,20.1634,20.3049,19.959,20.2027,6153524.0
2019-05-27,20.1634,20.3049,19.959,20.2027,6153524.0
2019-05-28,20.132,20.2774,20.0062,20.2027,11275489.0
2019-05-29,19.9747,20.0848,19.7782,19.8647,7715666.0
2019-05-30,19.7782,19.9315,19.5738,19.7861,5101089.0
2019-05-31,19.5581,19.9354,19.5424,19.6682,4648211.0
2019-06-01,19.5581,19.9354,19.5424,19.6682,4648211.0
2019-06-02,19.5581,19.9354,19.5424,19.6682,4648211.0
2019-06-03,19.6996,19.9079,19.6367,19.8804,5658352.0
2019-06-04,19.904,20.2184,19.8411,20.0298,6589552.0
2019-06-05,20.1555,20.1791,19.6289,19.8725,4714388.0
2019-06-06,19.9119,20.1162,19.8293,19.9905,5421205.0
2019-06-07,20.1005,20.3206,19.9236,19.9983,7642518.0
2019-06-08,20.1005,20.3206,19.9236,19.9983,7642518.0
2019-06-09,20.1005,20.3206,19.9236,19.9983,7642518.0
2019-06-10,19.9826,20.014,18.9371,19.0078,8781087.0
2019-06-11,19.0471,19.1415,18.6266,18.8585,6823540.0
2019-06-12,18.7484,18.8388,18.4851,18.6462,7253225.0
2019-06-13,18.8035,18.9921,18.5283,18.7877,4250187.0
2019-06-14,18.8428,18.9685,18.6541,18.6855,4864342.0
2019-06-15,18.8428,18.9685,18.6541,18.6855,4864342.0
2019-06-16,18.8428,18.9685,18.6541,18.6855,4864342.0
2019-06-17,18.6148,18.9056,18.5362,18.8663,6997878.0
2019-06-18,19.0707,19.1258,18.7248,18.772,5690098.0
2019-06-19,18.7013,19.0118,18.5362,18.9214,6303160.0
2019-06-20,19.11,19.2122,18.4969,18.544,7070665.0
2019-06-21,18.4969,18.5519,18.3082,18.4183,7354352.0
2019-06-22,18.4969,18.5519,18.3082,18.4183,7354352.0
2019-06-23,18.4969,18.5519,18.3082,18.4183,7354352.0
2019-06-24,18.4261,18.5401,18.2335,18.261,6240547.0
2019-06-25,18.1589,18.2562,18.0252,18.0488,5639872.0
2019-06-26,18.1195,18.2296,17.6872,17.7894,6750113.0
2019-06-27,17.7579,17.9427,17.6322,17.813,5151526.0
2019-06-28,17.7737,18.0488,17.7737,18.0488,6194554.0
2019-06-29,17.7737,18.0488,17.7737,18.0488,6194554.0
2019-06-30,17.7737,18.0488,17.7737,18.0488,6194554.0
2019-07-01,18.206,18.3004,17.9466,18.0881,5502014.0
2019-07-02,18.261,18.3711,18.0527,18.096,6522543.0
2019-07-03,18.206,18.5912,18.1431,18.4969,4495699.0
2019-07-04,18.206,18.5912,18.1431,18.4969,4495699.0
2019-07-05,18.4969,18.6305,18.3632,18.5833,4138154.0
2019-07-06,18.4969,18.6305,18.3632,18.5833,4138154.0
2019-07-07,18.4969,18.6305,18.3632,18.5833,4138154.0
2019-07-08,18.6305,18.8035,18.5205,18.7406,5143579.0
2019-07-09,18.7091,18.8821,18.4733,18.8113,4705542.0
2019-07-10,18.8663,18.9607,18.7013,18.8899,3510486.0
2019-07-11,18.9135,18.9135,18.5047,18.717,3006251.0
2019-07-12,18.8192,18.9135,18.717,18.8663,2900885.0
2019-07-13,18.8192,18.9135,18.717,18.8663,2900885.0
2019-07-14,18.8192,18.9135,18.717,18.8663,2900885.0
2019-07-15,18.7013,18.8192,18.4733,18.4812,5320478.0
2019-07-16,18.4497,18.5126,18.1353,18.2768,4413821.0
2019-07-17,18.2217,18.2532,17.5693,17.6007,6688734.0
2019-07-18,17.5457,17.7422,17.5457,17.6086,4598342.0
2019-07-19,17.6322,17.7344,17.53,17.5457,4141318.0
2019-07-20,17.6322,17.7344,17.53,17.5457,4141318.0
2019-07-21,17.6322,17.7344,17.53,17.5457,4141318.0
2019-07-22,17.5929,17.6715,17.3217,17.4985,4100527.0
2019-07-23,17.4985,17.5929,17.3413,17.5064,4257656.0
2019-07-24,17.5536,17.6086,17.3452,17.3806,4301294.0
2019-07-25,17.4514,17.6047,17.0622,17.1291,6219312.0
2019-07-26,16.1464,16.1464,14.9673,15.0616,22654151.0
2019-07-27,16.1464,16.1464,14.9673,15.0616,22654151.0
2019-07-28,16.1464,16.1464,14.9673,15.0616,22654151.0
2019-07-29,15.2031,15.3761,14.9359,15.038,15141435.0
2019-07-30,15.0066,15.3093,14.983,15.1953,14935525.0
2019-07-31,15.1481,15.2424,14.928,15.0616,15323248.0
2019-08-01,15.0616,15.0616,14.4563,14.7236,17187960.0
2019-08-02,14.8415,14.928,14.362,14.362,12909229.0
2019-08-03,14.8415,14.928,14.362,14.362,12909229.0
2019-08-04,14.8415,14.928,14.362,14.362,12909229.0
2019-08-05,14.1576,14.2441,13.5366,13.7174,15142721.0
2019-08-06,13.7488,13.796,13.5052,13.5916,13708738.0
2019-08-07,13.5126,13.9512,13.2913,13.7971,10974681.0
2019-08-08,13.9314,13.9709,13.6548,13.963,8531479.0
2019-08-09,13.9077,14.0816,13.7102,13.726,5704261.0
2019-08-10,13.9077,14.0816,13.7102,13.726,5704261.0
2019-08-11,13.9077,14.0816,13.7102,13.726,5704261.0
2019-08-12,13.7418,13.9235,13.6311,13.7102,5540857.0
2019-08-13,13.6944,13.884,13.4178,13.4257,8761066.0
2019-08-14,13.2913,13.2913,12.7066,12.7698,9237024.0
2019-08-15,12.8014,12.9278,12.6513,12.8804,8550568.0
2019-08-16,12.8883,13.0543,12.7777,13.0148,4936216.0
2019-08-17,12.8883,13.0543,12.7777,13.0148,4936216.0
2019-08-18,12.8883,13.0543,12.7777,13.0148,4936216.0
2019-08-19,13.0622,13.2874,12.999,13.236,7820712.0
2019-08-20,13.3941,13.402,13.2226,13.2834,7462057.0
2019-08-21,13.3625,13.4889,13.1847,13.3071,10899757.0
2019-08-22,13.1965,13.402,13.1254,13.2913,6025084.0
2019-08-23,13.1728,13.4849,13.0859,13.3071,8163409.0
2019-08-24,13.1728,13.4849,13.0859,13.3071,8163409.0
2019-08-25,13.1728,13.4849,13.0859,13.3071,8163409.0
2019-08-26,13.3783,13.4327,12.9697,13.078,7844788.0
2019-08-27,13.0859,13.2558,13.0464,13.1175,5322096.0
2019-08-28,13.1728,13.323,13.0385,13.2676,4819628.0
2019-08-29,13.3388,13.7497,13.3309,13.6153,6898892.0
2019-08-30,13.5837,13.6548,13.323,13.5284,5695549.0
2019-08-31,13.5837,13.6548,13.323,13.5284,5695549.0
2019-09-01,13.5837,13.6548,13.323,13.5284,5695549.0
2019-09-02,13.5837,13.6548,13.323,13.5284,5695549.0
2019-09-03,13.3704,13.5916,13.3546,13.4494,6305102.0
2019-09-04,13.5837,13.6232,13.4415,13.5363,4989080.0
2019-09-05,13.639,13.9156,13.56,13.7497,5500913.0
2019-09-06,13.6469,13.9117,13.5719,13.8682,5489598.0
2019-09-07,13.6469,13.9117,13.5719,13.8682,5489598.0
2019-09-08,13.6469,13.9117,13.5719,13.8682,5489598.0
2019-09-09,13.9551,14.5715,13.9551,14.5399,15727455.0
2019-09-10,14.4055,14.8006,14.3818,14.69,11402672.0
2019-09-11,14.8164,15.0219,14.6189,15.0219,9478447.0
2019-09-12,14.8876,15.0298,14.6149,14.7374,7139663.0
2019-09-13,14.8244,14.935,14.6584,14.8639,7414344.0
2019-09-14,14.8244,14.935,14.6584,14.8639,7414344.0
2019-09-15,14.8244,14.935,14.6584,14.8639,7414344.0
2019-09-16,14.8323,15.2432,14.1369,14.3423,13907000.0
2019-09-17,14.2791,14.6347,14.1132,14.5004,12202731.0
2019-09-18,14.5083,14.69,14.4411,14.4846,7125230.0
2019-09-19,14.5794,14.6426,14.208,14.3581,6759619.0
2019-09-20,14.3976,14.4213,14.1448,14.2633,9939848.0
2019-09-21,14.3976,14.4213,14.1448,14.2633,9939848.0
2019-09-22,14.3976,14.4213,14.1448,14.2633,9939848.0
2019-09-23,14.0262,14.3818,14.0262,14.3186,7416220.0
2019-09-24,14.3107,14.3423,14.1448,14.1764,4928853.0
2019-09-25,14.0499,14.1922,13.8524,13.8919,5446403.0
2019-09-26,13.8208,13.8405,13.4099,13.5679,9359893.0
2019-09-27,13.4415,13.9077,13.4257,13.8524,7767650.0
2019-09-28,13.4415,13.9077,13.4257,13.8524,7767650.0
2019-09-29,13.4415,13.9077,13.4257,13.8524,7767650.0
2019-09-30,13.7734,14.1013,13.726,13.884,8190276.0
2019-10-01,13.9472,14.0697,13.7931,13.8919,6288637.0
2019-10-02,13.8129,13.9591,13.5087,13.5363,9824807.0
2019-10-03,13.4731,13.9788,13.4415,13.963,7062348.0
2019-10-04,13.8603,14.2396,13.8603,14.208,6270747.0
2019-10-05,13.8603,14.2396,13.8603,14.208,6270747.0
2019-10-06,13.8603,14.2396,13.8603,14.208,6270747.0
2019-10-07,14.2159,14.4134,13.9314,14.3581,6329036.0
2019-10-08,14.2317,14.287,13.8682,13.9788,7863810.0
2019-10-09,14.0499,14.1053,13.6272,13.7023,7160517.0
2019-10-10,13.726,13.8761,13.5916,13.8366,4412252.0
2019-10-11,13.9867,14.1053,13.8682,13.8761,4474834.0
2019-10-12,13.9867,14.1053,13.8682,13.8761,4474834.0
2019-10-13,13.9867,14.1053,13.8682,13.8761,4474834.0
2019-10-14,13.8761,13.9077,13.6548,13.8998,5125903.0
2019-10-15,13.8998,14.4925,13.8682,14.2159,6637885.0
2019-10-16,14.129,14.3502,14.0816,14.1053,4336357.0
2019-10-17,14.1843,14.2475,13.9709,14.1448,4808219.0
2019-10-18,14.1606,14.3818,14.1566,14.1843,4199058.0
2019-10-19,14.1606,14.3818,14.1566,14.1843,4199058.0
2019-10-20,14.1606,14.3818,14.1566,14.1843,4199058.0
2019-10-21,14.1369,14.4609,13.9472,14.4213,6877671.0
2019-10-22,14.4055,14.8639,14.3976,14.6347,6673309.0
2019-10-23,14.6031,14.8283,14.4134,14.6347,8262708.0
2019-10-24,14.6979,14.7058,14.2554,14.5873,7876184.0
2019-10-25,14.6268,15.2827,14.4846,14.8639,9423025.0
2019-10-26,14.6268,15.2827,14.4846,14.8639,9423025.0
2019-10-27,14.6268,15.2827,14.4846,14.8639,9423025.0
2019-10-28,14.6031,15.0219,14.3107,14.3107,7116364.0
2019-10-29,14.3581,15.1167,14.287,14.9824,7165881.0
2019-10-30,15.1009,15.1009,14.5833,14.611,6457456.0
2019-10-31,14.6268,14.7888,14.4371,14.7295,6720340.0
2019-11-01,14.7216,14.8006,14.532,14.5636,6945466.0
2019-11-02,14.7216,14.8006,14.532,14.5636,6945466.0
2019-11-03,14.7216,14.8006,14.532,14.5636,6945466.0
2019-11-04,14.7769,15.0219,14.6979,14.8164,8199918.0
2019-11-05,14.8721,14.9753,14.3437,14.3874,11567310.0
2019-11-06,14.2842,14.7688,14.2286,14.6019,6746562.0
2019-11-07,14.6973,14.7608,14.4272,14.5861,7020627.0
2019-11-08,14.4748,14.7211,14.4351,14.594,4553191.0
2019-11-09,14.4748,14.7211,14.4351,14.594,4553191.0
2019-11-10,14.4748,14.7211,14.4351,14.594,4553191.0
2019-11-11,14.308,14.4192,14.0617,14.0935,6094142.0
2019-11-12,14.1491,14.1729,14.0061,14.1412,8424344.0
2019-11-13,14.1094,14.3001,14.0935,14.2206,5806535.0
2019-11-14,14.1491,14.3437,14.1173,14.1809,5210450.0
2019-11-15,14.1491,14.4748,13.9783,14.4351,8433624.0
2019-11-16,14.1491,14.4748,13.9783,14.4351,8433624.0
2019-11-17,14.1491,14.4748,13.9783,14.4351,8433624.0
2019-11-18,14.3398,14.3795,13.5851,13.6407,8391865.0
2019-11-19,13.6486,13.7201,13.3864,13.4262,8014489.0
2019-11-20,13.3467,13.4023,12.9574,13.021,9093028.0
2019-11-21,13.0289,13.0766,12.6794,12.7509,9899727.0
2019-11-22,12.8303,13.1402,12.6476,13.021,11786436.0
2019-11-23,12.8303,13.1402,12.6476,13.021,11786436.0
2019-11-24,12.8303,13.1402,12.6476,13.021,11786436.0
2019-11-25,12.7827,13.3547,12.7747,13.2593,8892038.0
2019-11-26,13.2514,13.2832,12.6397,12.7191,14330058.0
2019-11-27,12.7112,13.0488,12.6555,12.9098,11319685.0
2019-11-28,12.7112,13.0488,12.6555,12.9098,11319685.0
2019-11-29,12.727,12.8383,12.592,12.6635,3971335.0
2019-11-30,12.727,12.8383,12.592,12.6635,3971335.0
2019-12-01,12.727,12.8383,12.592,12.6635,3971335.0
2019-12-02,12.7191,12.7827,12.4887,12.7112,11661484.0
2019-12-03,12.7112,12.7112,12.4013,12.4808,13797907.0
2019-12-04,12.4728,12.8144,12.4093,12.7906,8734158.0
2019-12-05,12.8621,12.9813,12.5205,12.6794,9957012.0
2019-12-06,12.7509,12.9376,12.7112,12.7747,7040839.0
2019-12-07,12.7509,12.9376,12.7112,12.7747,7040839.0
2019-12-08,12.7509,12.9376,12.7112,12.7747,7040839.0
2019-12-09,12.592,12.9852,12.5364,12.7985,6787163.0
2019-12-10,12.7588,12.9257,12.6992,12.8621,5046976.0
2019-12-11,12.8144,12.8621,12.7032,12.7112,6429105.0
2019-12-12,12.7668,12.9415,12.7032,12.8383,8243354.0
2019-12-13,12.8939,12.9336,12.6397,12.7906,6310318.0
2019-12-14,12.8939,12.9336,12.6397,12.7906,6310318.0
2019-12-15,12.8939,12.9336,12.6397,12.7906,6310318.0
2019-12-16,12.878,13.4182,12.87,13.4182,10235152.0
2019-12-17,13.3547,13.5056,13.2037,13.2593,7111546.0
2019-12-18,13.2355,13.45,13.2037,13.3864,8732719.0
2019-12-19,13.3149,13.6566,13.2991,13.5136,6643219.0
2019-12-20,13.6883,13.8313,13.5136,13.8313,11945308.0
2019-12-21,13.6883,13.8313,13.5136,13.8313,11945308.0
2019-12-22,13.6883,13.8313,13.5136,13.8313,11945308.0
2019-12-23,13.7281,13.9982,13.6724,13.9743,7789859.0
2019-12-24,13.9664,14.1412,13.7916,13.8552,4629911.0
2019-12-25,13.9664,14.1412,13.7916,13.8552,4629911.0
2019-12-26,13.9426,13.9664,13.7439,13.8075,4786308.0
2019-12-27,13.8552,13.8552,13.6367,13.6804,5738356.0
2019-12-28,13.8552,13.8552,13.6367,13.6804,5738356.0
2019-12-29,13.8552,13.8552,13.6367,13.6804,5738356.0
2019-12-30,13.6804,13.7519,13.5453,13.6089,5793547.0
2019-12-31,13.5374,13.875,13.4738,13.8313,4829068.0
2020-01-01,13.5374,13.875,13.4738,13.8313,4829068.0
2020-01-02,13.9187,13.9823,13.45,13.6883,8088337.0
2020-01-03,13.9108,13.9346,13.6168,13.7281,6896271.0
2020-01-04,13.9108,13.9346,13.6168,13.7281,6896271.0
2020-01-05,13.9108,13.9346,13.6168,13.7281,6896271.0
2020-01-06,13.8552,13.8869,13.6089,13.8393,8388533.0
2020-01-07,13.7122,13.9267,13.5533,13.9187,6987642.0
2020-01-08,13.7042,13.8075,13.2673,13.3864,10755861.0
2020-01-09,13.3626,13.7201,13.2037,13.7122,10587438.0
2020-01-10,13.7201,13.9786,13.5771,13.8949,7420953.0
2020-01-11,13.7201,13.9786,13.5771,13.8949,7420953.0
2020-01-12,13.7201,13.9786,13.5771,13.8949,7420953.0
2020-01-13,13.8552,13.8869,13.4659,13.6566,7588418.0
2020-01-14,13.6089,13.9187,13.593,13.9108,6112493.0
2020-01-15,13.7598,13.8154,13.6844,13.7757,4972120.0
2020-01-16,13.8631,14.1491,13.7717,13.7996,5302927.0
2020-01-17,13.8075,13.8075,13.3388,13.3547,6091455.0
2020-01-18,13.8075,13.8075,13.3388,13.3547,6091455.0
2020-01-19,13.8075,13.8075,13.3388,13.3547,6091455.0
2020-01-20,13.8075,13.8075,13.3388,13.3547,6091455.0
2020-01-21,13.2275,13.2673,12.3219,12.3298,15336386.0
2020-01-22,12.4013,12.4808,12.2067,12.2583,8669157.0
2020-01-23,12.1704,12.3703,12.0344,12.1784,11116605.0
2020-01-24,12.1144,12.1384,11.5467,11.7066,11093608.0
2020-01-25,12.1144,12.1384,11.5467,11.7066,11093608.0
2020-01-26,12.1144,12.1384,11.5467,11.7066,11093608.0
2020-01-27,11.6026,11.6466,11.2548,11.5307,10504702.0
2020-01-28,11.6026,11.8185,11.5147,11.7626,11903595.0
2020-01-29,11.7945,11.8505,11.4347,11.4507,6907411.0
2020-01-30,11.3707,11.5786,11.3148,11.4427,6365701.0
2020-01-31,11.3388,11.4307,11.2108,11.2668,7985754.0
2020-02-01,11.3388,11.4307,11.2108,11.2668,7985754.0
2020-02-02,11.3388,11.4307,11.2108,11.2668,7985754.0
2020-02-03,11.2508,11.5147,11.2508,11.3228,5995141.0
2020-02-04,11.5147,11.8025,11.4507,11.5227,8219044.0
2020-02-05,11.6506,12.0104,11.6426,11.8905,9762094.0
2020-02-06,11.9465,11.9705,11.7626,11.8105,5031459.0
2020-02-07,11.7146,11.7785,11.5626,11.7066,5310091.0
2020-02-08,11.7146,11.7785,11.5626,11.7066,5310091.0
2020-02-09,11.7146,11.7785,11.5626,11.7066,5310091.0
2020-02-10,11.5786,11.7226,11.4907,11.7146,7625306.0
2020-02-11,11.8505,11.8665,11.6506,11.8025,4883323.0
2020-02-12,11.9785,12.0904,11.7426,11.9625,5392449.0
2020-02-13,11.9305,12.1264,11.8505,12.0504,6466011.0
2020-02-14,12.0584,12.1544,11.8105,11.8345,5698334.0
2020-02-15,12.0584,12.1544,11.8105,11.8345,5698334.0
2020-02-16,12.0584,12.1544,11.8105,11.8345,5698334.0
2020-02-17,12.0584,12.1544,11.8105,11.8345,5698334.0
2020-02-18,11.7626,12.2823,11.6906,12.2343,6369813.0
2020-02-19,12.2183,12.5222,12.1544,12.4742,6604620.0
2020-02-20,12.4262,12.4662,12.1144,12.2743,8080512.0
2020-02-21,11.8345,12.1224,11.5307,11.9065,10076417.0
2020-02-22,11.8345,12.1224,11.5307,11.9065,10076417.0
2020-02-23,11.8345,12.1224,11.5307,11.9065,10076417.0
2020-02-24,11.6666,12.1304,11.6026,12.0344,11811447.0
2020-02-25,12.0904,12.1024,11.3987,11.6746,10565771.0
2020-02-26,11.7785,11.9705,11.5507,11.7226,9413188.0
2020-02-27,11.4667,11.4787,10.795,10.803,17238584.0
2020-02-28,10.4672,11.1548,10.4432,11.1388,17766145.0
2020-02-29,10.4672,11.1548,10.4432,11.1388,17766145.0
2020-03-01,10.4672,11.1548,10.4432,11.1388,17766145.0
