,BLK US Equity,BLK US Equity,BLK US Equity,BLK US Equity,BLK US Equity
2021-09-16,849.026,850.232,826.569,832.487,726617.0
2021-09-17,820.866,829.795,812.26,819.576,1273707.0
2021-09-18,820.866,829.795,812.26,819.576,1273707.0
2021-09-19,820.866,829.795,812.26,819.576,1273707.0
2021-09-20,797.559,801.812,786.508,801.476,767820.0
2021-09-21,805.655,807.339,784.652,790.229,596701.0
2021-09-22,800.709,803.074,792.632,795.661,544222.0
2021-09-23,804.963,823.965,804.856,819.146,526059.0
2021-09-24,813.377,819.548,810.536,817.697,322521.0
2021-09-25,813.377,819.548,810.536,817.697,322521.0
2021-09-26,813.377,819.548,810.536,817.697,322521.0
2021-09-27,816.182,818.678,811.526,818.491,416959.0
2021-09-28,813.948,816.896,799.784,804.561,642572.0
2021-09-29,805.515,807.917,800.186,800.821,547214.0
2021-09-30,806.048,806.515,783.61,784.077,562802.0
2021-10-01,788.322,794.417,769.894,787.097,477429.0
2021-10-02,788.322,794.417,769.894,787.097,477429.0
2021-10-03,788.322,794.417,769.894,787.097,477429.0
2021-10-04,782.637,789.102,765.444,771.83,595999.0
2021-10-05,775.177,788.92,769.352,784.189,445226.0
2021-10-06,774.971,783.282,767.529,783.039,472546.0
2021-10-07,790.491,799.41,786.695,787.527,434111.0
2021-10-08,785.292,791.556,782.128,789.443,350275.0
2021-10-09,785.292,791.556,782.128,789.443,350275.0
2021-10-10,785.292,791.556,782.128,789.443,350275.0
2021-10-11,786.34,804.603,784.049,785.077,531808.0
2021-10-12,788.499,788.499,777.439,781.768,823251.0
2021-10-13,805.898,820.043,796.558,811.33,1453895.0
2021-10-14,824.596,838.358,810.806,834.422,802892.0
2021-10-15,845.735,855.663,835.843,848.212,1022998.0
2021-10-16,845.735,855.663,835.843,848.212,1022998.0
2021-10-17,845.735,855.663,835.843,848.212,1022998.0
2021-10-18,843.295,848.13,836.292,837.975,541033.0
2021-10-19,840.789,845.763,836.587,842.967,408458.0
2021-10-20,846.333,846.857,838.671,844.164,380546.0
2021-10-21,844.164,850.634,842.266,844.903,333358.0
2021-10-22,845.912,856.44,841.434,855.421,372100.0
2021-10-23,845.912,856.44,841.434,855.421,372100.0
2021-10-24,845.912,856.44,841.434,855.421,372100.0
2021-10-25,858.758,871.277,852.662,864.555,452424.0
2021-10-26,872.782,877.821,867.93,870.949,377850.0
2021-10-27,869.65,878.217,856.935,857.571,452875.0
2021-10-28,856.608,874.923,856.608,874.596,352210.0
2021-10-29,870.389,886.17,869.996,882.056,484717.0
2021-10-30,870.389,886.17,869.996,882.056,484717.0
2021-10-31,870.389,886.17,869.996,882.056,484717.0
2021-11-01,885.544,887.591,869.173,875.297,399192.0
2021-11-02,874.661,889.031,871.669,886.161,381751.0
2021-11-03,890.199,891.677,882.837,889.76,387259.0
2021-11-04,893.696,901.339,885.469,891.948,350970.0
2021-11-05,899.679,904.943,889.442,892.948,340086.0
2021-11-06,899.679,904.943,889.442,892.948,340086.0
2021-11-07,899.679,904.943,889.442,892.948,340086.0
2021-11-08,897.52,903.905,895.192,903.008,372387.0
2021-11-09,900.063,908.533,890.882,903.83,394148.0
2021-11-10,899.39,900.474,889.349,896.781,340439.0
2021-11-11,896.36,906.233,895.659,902.755,266927.0
2021-11-12,908.29,909.823,899.679,908.262,387537.0
2021-11-13,908.29,909.823,899.679,908.262,387537.0
2021-11-14,908.29,909.823,899.679,908.262,387537.0
2021-11-15,907.813,908.271,889.115,891.2,678620.0
2021-11-16,891.2,894.369,879.971,887.189,472053.0
2021-11-17,882.982,884.749,862.143,870.912,677342.0
2021-11-18,874.035,879.312,858.936,862.713,681626.0
2021-11-19,862.367,865.254,850.802,855.402,739175.0
2021-11-20,862.367,865.254,850.802,855.402,739175.0
2021-11-21,862.367,865.254,850.802,855.402,739175.0
2021-11-22,860.123,869.388,853.551,859.497,520680.0
2021-11-23,862.245,875.699,858.496,874.549,686139.0
2021-11-24,871.641,878.275,864.882,870.145,438906.0
2021-11-25,871.641,878.275,864.882,870.145,438906.0
2021-11-26,844.015,854.57,838.48,842.958,543222.0
2021-11-27,844.015,854.57,838.48,842.958,543222.0
2021-11-28,844.015,854.57,838.48,842.958,543222.0
2021-11-29,855.243,873.922,846.866,867.602,610630.0
2021-11-30,859.759,864.788,843.313,845.735,1057481.0
2021-12-01,861.526,868.949,841.219,841.733,708235.0
2021-12-02,842.837,863.919,842.509,859.048,630713.0
2021-12-03,863.021,863.863,830.0,841.023,641403.0
2021-12-04,863.021,863.863,830.0,841.023,641403.0
2021-12-05,863.021,863.863,830.0,841.023,641403.0
2021-12-06,846.461,850.894,836.303,842.206,442798.0
2021-12-07,856.295,868.298,853.317,864.954,616189.0
2021-12-08,872.055,875.511,859.338,867.716,413479.0
2021-12-09,863.048,870.599,859.103,863.226,376634.0
2021-12-10,869.65,872.731,863.602,868.937,453475.0
2021-12-11,869.65,872.731,863.602,868.937,453475.0
2021-12-12,869.65,872.731,863.602,868.937,453475.0
2021-12-13,867.856,869.256,858.586,861.892,463282.0
2021-12-14,854.698,859.826,838.769,847.541,828938.0
2021-12-15,850.706,859.605,836.9,859.309,465886.0
2021-12-16,869.218,876.356,860.681,865.546,473979.0
2021-12-17,861.958,867.828,848.501,858.051,727103.0
2021-12-18,861.958,867.828,848.501,858.051,727103.0
2021-12-19,861.958,867.828,848.501,858.051,727103.0
2021-12-20,845.212,846.16,830.583,842.76,549520.0
2021-12-21,849.917,858.633,845.536,855.515,381591.0
2021-12-22,856.163,862.464,852.838,856.144,350349.0
2021-12-23,858.248,867.227,856.661,858.38,416330.0
2021-12-24,858.248,867.227,856.661,858.38,416330.0
2021-12-25,858.248,867.227,856.661,858.38,416330.0
2021-12-26,858.248,867.227,856.661,858.38,416330.0
2021-12-27,862.963,867.03,856.576,866.504,411224.0
2021-12-28,867.64,872.595,865.151,865.8,385197.0
2021-12-29,865.283,866.87,852.519,854.435,391955.0
2021-12-30,856.313,862.268,851.382,858.229,315955.0
2021-12-31,859.713,863.921,857.985,859.92,215096.0
2022-01-01,859.713,863.921,857.985,859.92,215096.0
2022-01-02,859.713,863.921,857.985,859.92,215096.0
2022-01-03,862.531,866.034,850.401,856.323,470804.0
2022-01-04,861.949,871.116,860.855,861.479,495778.0
2022-01-05,862.353,869.256,836.688,837.576,573457.0
2022-01-06,839.069,843.592,830.306,841.07,636991.0
2022-01-07,840.863,842.136,830.278,838.045,643312.0
2022-01-08,840.863,842.136,830.278,838.045,643312.0
2022-01-09,840.863,842.136,830.278,838.045,643312.0
2022-01-10,834.692,835.788,810.404,820.266,788499.0
2022-01-11,818.772,834.89,809.399,834.213,744625.0
2022-01-12,841.126,845.277,827.329,831.32,650928.0
2022-01-13,836.599,837.003,811.606,814.856,795917.0
2022-01-14,793.648,806.558,782.255,797.029,1239801.0
2022-01-15,793.648,806.558,782.255,797.029,1239801.0
2022-01-16,793.648,806.558,782.255,797.029,1239801.0
2022-01-17,793.648,806.558,782.255,797.029,1239801.0
2022-01-18,784.256,788.905,774.104,781.438,1018410.0
2022-01-19,788.952,788.952,774.863,775.333,795191.0
2022-01-20,777.831,795.217,773.68,776.319,945895.0
2022-01-21,775.709,775.709,750.246,752.247,1248237.0
2022-01-22,775.709,775.709,750.246,752.247,1248237.0
2022-01-23,775.709,775.709,750.246,752.247,1248237.0
2022-01-24,732.185,740.497,708.225,739.004,1688740.0
2022-01-25,726.972,756.736,717.448,750.021,1220178.0
2022-01-26,761.714,770.139,736.44,747.128,942680.0
2022-01-27,758.577,765.063,736.068,740.074,696630.0
2022-01-28,737.06,759.451,725.695,759.028,602839.0
2022-01-29,737.06,759.451,725.695,759.028,602839.0
2022-01-30,737.06,759.451,725.695,759.028,602839.0
2022-01-31,756.276,773.614,756.088,772.929,611205.0
2022-02-01,777.597,780.799,770.703,775.756,631940.0
2022-02-02,779.607,779.705,765.969,772.525,1030447.0
2022-02-03,766.88,773.671,753.718,756.802,582608.0
2022-02-04,753.261,767.763,748.847,760.606,667514.0
2022-02-05,753.261,767.763,748.847,760.606,667514.0
2022-02-06,753.261,767.763,748.847,760.606,667514.0
2022-02-07,760.775,774.638,754.895,767.275,568685.0
2022-02-08,766.392,768.176,752.58,758.324,971675.0
2022-02-09,769.463,774.741,763.565,763.593,1197764.0
2022-02-10,754.886,760.822,723.403,730.898,2082171.0
2022-02-11,735.585,737.284,721.568,725.545,1271858.0
2022-02-12,735.585,737.284,721.568,725.545,1271858.0
2022-02-13,735.585,737.284,721.568,725.545,1271858.0
2022-02-14,718.51,726.841,707.193,714.105,951371.0
2022-02-15,729.029,736.585,727.381,733.716,550435.0
2022-02-16,729.94,739.877,729.358,735.81,627174.0
2022-02-17,726.784,730.353,714.687,716.162,497653.0
2022-02-18,714.377,718.97,706.723,710.075,494271.0
2022-02-19,714.377,718.97,706.723,710.075,494271.0
2022-02-20,714.377,718.97,706.723,710.075,494271.0
2022-02-21,714.377,718.97,706.723,710.075,494271.0
2022-02-22,704.421,712.311,691.977,700.176,690150.0
2022-02-23,705.361,711.419,686.736,687.975,814216.0
2022-02-24,667.115,690.023,662.504,687.318,1173961.0
2022-02-25,691.319,705.332,688.83,705.238,676550.0
2022-02-26,691.319,705.332,688.83,705.238,676550.0
2022-02-27,691.319,705.332,688.83,705.238,676550.0
2022-02-28,695.104,702.299,690.727,698.683,795755.0
2022-03-01,695.358,696.637,668.43,671.37,863364.0
2022-03-02,676.244,700.477,674.385,693.188,948258.0
2022-03-03,701.575,706.769,685.233,692.878,694413.0
2022-03-04,682.639,685.863,657.593,658.614,2161253.0
2022-03-05,682.639,685.863,657.593,658.614,2161253.0
2022-03-06,682.639,685.863,657.593,658.614,2161253.0
2022-03-07,658.056,663.493,638.05,640.158,1154435.0
2022-03-08,638.201,641.321,624.16,626.732,1180227.0
2022-03-09,649.499,664.083,642.928,655.456,1432507.0
2022-03-10,644.384,667.341,644.233,659.191,1007807.0
2022-03-11,662.188,666.546,648.79,649.585,814666.0
2022-03-12,662.188,666.546,648.79,649.585,814666.0
2022-03-13,662.188,666.546,648.79,649.585,814666.0
2022-03-14,657.952,671.662,656.505,659.503,758723.0
2022-03-15,664.277,676.02,662.178,669.09,639546.0
2022-03-16,683.357,692.056,672.702,691.252,1162315.0
2022-03-17,681.75,702.517,681.75,700.537,544871.0
2022-03-18,701.974,701.974,689.616,698.324,1227242.0
2022-03-19,701.974,701.974,689.616,698.324,1227242.0
2022-03-20,701.974,701.974,689.616,698.324,1227242.0
2022-03-21,699.544,703.42,688.245,693.824,589250.0
2022-03-22,699.884,708.285,697.191,706.153,565616.0
2022-03-23,706.124,706.124,689.89,696.31,761302.0
2022-03-24,699.695,702.872,694.292,698.031,462997.0
2022-03-25,699.619,703.401,695.232,700.641,419924.0
2022-03-26,699.619,703.401,695.232,700.641,419924.0
2022-03-27,699.619,703.401,695.232,700.641,419924.0
2022-03-28,703.912,711.306,699.657,708.999,448964.0
2022-03-29,724.032,734.411,720.609,731.085,795127.0
2022-03-30,734.215,740.379,731.057,734.981,791890.0
2022-03-31,740.918,741.709,722.51,722.51,931815.0
2022-04-01,726.131,732.584,722.878,727.795,683395.0
2022-04-02,726.131,732.584,722.878,727.795,683395.0
2022-04-03,726.131,732.584,722.878,727.795,683395.0
2022-04-04,729.44,745.655,727.738,739.585,882774.0
2022-04-05,737.221,738.668,720.638,722.755,754055.0
2022-04-06,711.239,716.752,696.896,704.602,845620.0
2022-04-07,704.602,712.175,695.975,708.063,475483.0
2022-04-08,706.276,706.276,694.173,695.97,820954.0
2022-04-09,706.276,706.276,694.173,695.97,820954.0
2022-04-10,706.276,706.276,694.173,695.97,820954.0
2022-04-11,692.613,697.369,687.64,688.671,591747.0
2022-04-12,688.69,695.705,672.654,677.75,955250.0
2022-04-13,677.911,687.423,672.312,676.72,908682.0
2022-04-14,676.975,680.095,650.625,650.653,1103924.0
2022-04-15,676.975,680.095,650.625,650.653,1103924.0
2022-04-16,676.975,680.095,650.625,650.653,1103924.0
2022-04-17,676.975,680.095,650.625,650.653,1103924.0
2022-04-18,649.547,653.792,640.527,642.928,834125.0
2022-04-19,644.347,666.239,644.347,663.322,998277.0
2022-04-20,669.128,672.042,659.498,660.892,928160.0
2022-04-21,670.319,670.442,642.616,644.309,804886.0
2022-04-22,643.874,646.54,626.406,626.798,797248.0
2022-04-23,643.874,646.54,626.406,626.798,797248.0
2022-04-24,643.874,646.54,626.406,626.798,797248.0
2022-04-25,624.302,632.604,612.673,631.847,1138248.0
2022-04-26,626.534,632.367,611.595,611.775,806216.0
2022-04-27,610.914,619.811,606.768,607.964,631813.0
2022-04-28,614.564,618.721,604.466,615.481,1127308.0
2022-04-29,613.656,615.774,589.244,590.624,1011737.0
2022-04-30,613.656,615.774,589.244,590.624,1011737.0
2022-05-01,613.656,615.774,589.244,590.624,1011737.0
2022-05-02,595.38,596.363,576.745,590.738,1537163.0
2022-05-03,596.136,606.716,591.078,596.656,887303.0
2022-05-04,597.848,630.15,595.654,628.964,1038233.0
2022-05-05,615.784,621.088,592.468,599.256,889551.0
2022-05-06,596.883,602.367,583.32,594.349,725798.0
2022-05-07,596.883,602.367,583.32,594.349,725798.0
2022-05-08,596.883,602.367,583.32,594.349,725798.0
2022-05-09,583.098,590.312,570.542,572.547,1079546.0
2022-05-10,581.945,591.182,563.347,576.962,1179798.0
2022-05-11,571.79,587.514,566.945,567.621,1170655.0
2022-05-12,560.671,571.866,554.105,567.668,1117609.0
2022-05-13,573.596,589.414,570.211,581.784,1684498.0
2022-05-14,573.596,589.414,570.211,581.784,1684498.0
2022-05-15,573.596,589.414,570.211,581.784,1684498.0
2022-05-16,567.29,572.168,551.264,565.966,2287305.0
2022-05-17,582.143,591.272,565.73,578.371,1564526.0
2022-05-18,571.913,573.341,555.386,559.593,967339.0
2022-05-19,553.58,566.694,550.819,560.747,1301119.0
2022-05-20,564.311,574.078,555.14,567.706,1200898.0
2022-05-21,564.311,574.078,555.14,567.706,1200898.0
2022-05-22,564.311,574.078,555.14,567.706,1200898.0
2022-05-23,576.489,581.822,567.138,578.172,918595.0
2022-05-24,575.08,588.298,562.118,584.639,1133681.0
2022-05-25,581.472,599.02,581.472,592.44,959283.0
2022-05-26,596.902,617.344,596.798,616.871,1651210.0
2022-05-27,621.04,636.04,620.369,630.193,980935.0
2022-05-28,621.04,636.04,620.369,630.193,980935.0
2022-05-29,621.04,636.04,620.369,630.193,980935.0
2022-05-30,621.04,636.04,620.369,630.193,980935.0
2022-05-31,623.707,635.544,618.714,632.604,2519011.0
2022-06-01,636.007,639.619,622.922,624.501,919995.0
2022-06-02,626.297,651.627,625.446,649.064,955468.0
2022-06-03,641.38,645.075,635.99,639.666,788588.0
2022-06-04,641.38,645.075,635.99,639.666,788588.0
2022-06-05,641.38,645.075,635.99,639.666,788588.0
2022-06-06,648.093,655.102,641.923,643.094,605282.0
2022-06-07,635.219,647.598,635.009,647.16,545102.0
2022-06-08,641.951,645.075,630.653,630.781,481869.0
2022-06-09,629.22,638.261,627.972,628.344,969181.0
2022-06-10,611.994,617.631,588.178,588.178,1149849.0
2022-06-11,611.994,617.631,588.178,588.178,1149849.0
2022-06-12,611.994,617.631,588.178,588.178,1149849.0
2022-06-13,571.447,577.646,559.81,570.133,1226228.0
2022-06-14,568.219,575.648,559.22,563.0,750449.0
2022-06-15,569.847,581.55,561.619,571.256,922789.0
2022-06-16,553.554,558.801,548.116,557.801,1005924.0
2022-06-17,559.382,566.447,551.45,554.458,1436752.0
2022-06-18,559.382,566.447,551.45,554.458,1436752.0
2022-06-19,559.382,566.447,551.45,554.458,1436752.0
2022-06-20,559.382,566.447,551.45,554.458,1436752.0
2022-06-21,568.257,587.406,567.304,585.197,1130244.0
2022-06-22,576.389,592.23,574.322,580.188,942982.0
2022-06-23,584.121,598.672,580.236,594.882,849903.0
2022-06-24,602.242,617.383,601.985,616.85,1013796.0
2022-06-25,602.242,617.383,601.985,616.85,1013796.0
2022-06-26,602.242,617.383,601.985,616.85,1013796.0
2022-06-27,618.964,621.583,603.595,606.509,637294.0
2022-06-28,611.727,617.06,596.581,599.081,518444.0
2022-06-29,597.643,599.643,584.483,588.454,535245.0
2022-06-30,577.884,586.435,567.847,579.96,721811.0
2022-07-01,578.255,589.701,577.044,587.254,502755.0
2022-07-02,578.255,589.701,577.044,587.254,502755.0
2022-07-03,578.255,589.701,577.044,587.254,502755.0
2022-07-04,578.255,589.701,577.044,587.254,502755.0
2022-07-05,576.084,591.52,568.971,591.082,572841.0
2022-07-06,592.825,594.529,580.817,585.388,512795.0
2022-07-07,589.644,596.919,588.611,593.92,507942.0
2022-07-08,589.282,593.682,583.607,589.977,347056.0
2022-07-09,589.282,593.682,583.607,589.977,347056.0
2022-07-10,589.282,593.682,583.607,589.977,347056.0
2022-07-11,582.817,584.573,574.903,576.113,460261.0
2022-07-12,573.256,586.998,572.066,574.484,499690.0
2022-07-13,566.59,571.404,555.401,567.904,601624.0
2022-07-14,556.953,562.986,552.525,560.524,1136578.0
2022-07-15,566.581,574.975,557.553,571.704,1052963.0
2022-07-16,566.581,574.975,557.553,571.704,1052963.0
2022-07-17,566.581,574.975,557.553,571.704,1052963.0
2022-07-18,576.551,584.079,566.162,568.999,830977.0
2022-07-19,579.274,599.586,577.493,598.338,922728.0
2022-07-20,598.938,608.775,596.577,604.423,671517.0
2022-07-21,603.957,611.794,600.65,608.784,722029.0
2022-07-22,610.813,614.327,597.515,603.385,512581.0
2022-07-23,610.813,614.327,597.515,603.385,512581.0
2022-07-24,610.813,614.327,597.515,603.385,512581.0
2022-07-25,606.318,608.756,599.162,605.775,472083.0
2022-07-26,603.852,603.852,590.663,593.196,498510.0
2022-07-27,598.786,615.56,595.577,612.603,468646.0
2022-07-28,616.707,632.238,608.308,628.468,550853.0
2022-07-29,629.353,642.618,628.675,637.228,894331.0
2022-07-30,629.353,642.618,628.675,637.228,894331.0
2022-07-31,629.353,642.618,628.675,637.228,894331.0
2022-08-01,629.724,642.58,624.182,639.333,569914.0
2022-08-02,632.086,645.522,631.334,634.352,711614.0
2022-08-03,640.933,658.425,636.99,657.568,901811.0
2022-08-04,659.425,665.986,658.068,662.777,746322.0
2022-08-05,654.435,666.577,653.521,662.701,549028.0
2022-08-06,654.435,666.577,653.521,662.701,549028.0
2022-08-07,654.435,666.577,653.521,662.701,549028.0
2022-08-08,666.577,671.633,661.095,663.025,490636.0
2022-08-09,662.053,665.215,656.092,663.253,486185.0
2022-08-10,677.156,690.64,676.147,690.583,822279.0
2022-08-11,697.153,701.696,692.716,693.859,692405.0
2022-08-12,697.525,716.513,693.268,715.932,766238.0
2022-08-13,697.525,716.513,693.268,715.932,766238.0
2022-08-14,697.525,716.513,693.268,715.932,766238.0
2022-08-15,709.628,722.864,708.047,719.731,720501.0
2022-08-16,713.285,727.202,712.447,720.922,664270.0
2022-08-17,708.923,711.133,699.467,707.733,594206.0
2022-08-18,704.552,712.247,699.125,709.638,785579.0
2022-08-19,700.896,702.048,678.299,679.765,774976.0
2022-08-20,700.896,702.048,678.299,679.765,774976.0
2022-08-21,700.896,702.048,678.299,679.765,774976.0
2022-08-22,665.71,668.652,659.168,661.863,675636.0
2022-08-23,659.511,670.429,658.959,663.691,403519.0
2022-08-24,661.711,670.69,660.873,666.977,385968.0
2022-08-25,670.09,677.899,666.872,676.671,363671.0
2022-08-26,679.289,680.165,643.504,644.142,633221.0
2022-08-27,679.289,680.165,643.504,644.142,633221.0
2022-08-28,679.289,680.165,643.504,644.142,633221.0
2022-08-29,639.866,647.174,638.152,643.618,379499.0
2022-08-30,648.531,649.112,636.495,640.599,486413.0
2022-08-31,646.246,649.522,633.286,634.571,651350.0
2022-09-01,629.639,633.686,619.721,633.105,485355.0
2022-09-02,644.732,647.084,622.817,626.639,501999.0
2022-09-03,644.732,647.084,622.817,626.639,501999.0
2022-09-04,644.732,647.084,622.817,626.639,501999.0
2022-09-05,644.732,647.084,622.817,626.639,501999.0
2022-09-06,632.213,640.118,621.584,634.746,656273.0
2022-09-07,637.039,649.635,633.01,646.824,482678.0
2022-09-08,641.097,664.295,633.528,663.805,860106.0
2022-09-09,666.76,672.747,664.726,667.201,536657.0
2022-09-10,666.76,672.747,664.726,667.201,536657.0
2022-09-11,666.76,672.747,664.726,667.201,536657.0
2022-09-12,668.88,673.284,662.194,668.497,756443.0
2022-09-13,646.671,646.968,617.17,618.705,1240133.0
2022-09-14,624.164,629.191,610.882,617.429,831822.0
2022-09-15,615.453,622.6,604.526,606.646,777950.0
2022-09-16,598.482,602.933,590.826,601.274,2693870.0
2022-09-17,598.482,602.933,590.826,601.274,2693870.0
2022-09-18,598.482,602.933,590.826,601.274,2693870.0
2022-09-19,595.594,610.558,595.594,608.939,566391.0
2022-09-20,601.207,604.104,594.203,597.024,561565.0
2022-09-21,603.768,606.473,582.931,583.382,816615.0
2022-09-22,580.609,583.286,568.492,576.1,854788.0
2022-09-23,569.125,574.891,559.407,567.36,979100.0
2022-09-24,569.125,574.891,559.407,567.36,979100.0
2022-09-25,569.125,574.891,559.407,567.36,979100.0
2022-09-26,566.027,569.663,559.234,560.894,692625.0
2022-09-27,569.212,571.644,550.634,555.09,769388.0
2022-09-28,558.515,564.904,552.739,561.642,885352.0
2022-09-29,554.006,556.366,536.958,541.006,877430.0
2022-09-30,538.79,544.498,527.23,527.92,851418.0
2022-10-01,538.79,544.498,527.23,527.92,851418.0
2022-10-02,538.79,544.498,527.23,527.92,851418.0
2022-10-03,532.449,554.927,521.157,549.449,948914.0
2022-10-04,559.848,567.312,558.63,567.274,778781.0
2022-10-05,557.479,564.338,550.619,559.455,556626.0
2022-10-06,556.625,561.23,547.568,548.384,566776.0
2022-10-07,541.879,541.879,524.764,528.036,626074.0
2022-10-08,541.879,541.879,524.764,528.036,626074.0
2022-10-09,541.879,541.879,524.764,528.036,626074.0
2022-10-10,534.895,535.456,519.339,523.373,512419.0
2022-10-11,513.434,520.888,505.529,509.558,932742.0
2022-10-12,509.568,516.552,505.586,509.52,797060.0
2022-10-13,484.538,543.865,482.68,543.031,2345266.0
2022-10-14,544.201,559.004,525.34,528.563,1276493.0
2022-10-15,544.201,559.004,525.34,528.563,1276493.0
2022-10-16,544.201,559.004,525.34,528.563,1276493.0
2022-10-17,543.002,551.377,543.002,546.12,890894.0
2022-10-18,566.027,566.266,549.885,557.45,800695.0
2022-10-19,558.093,564.194,550.172,554.418,815395.0
2022-10-20,556.788,566.736,546.144,549.103,820911.0
2022-10-21,550.456,574.124,547.741,572.992,830871.0
2022-10-22,550.456,574.124,547.741,572.992,830871.0
2022-10-23,550.456,574.124,547.741,572.992,830871.0
2022-10-24,581.194,590.011,578.258,586.595,948869.0
2022-10-25,585.214,610.493,585.214,610.1,956005.0
2022-10-26,609.198,615.573,608.267,611.884,1069400.0
2022-10-27,617.477,630.525,615.789,622.61,943694.0
2022-10-28,622.437,637.965,619.31,636.78,862706.0
2022-10-29,622.437,637.965,619.31,636.78,862706.0
2022-10-30,622.437,637.965,619.31,636.78,862706.0
2022-10-31,631.273,635.715,619.003,619.665,1037448.0
2022-11-01,630.055,631.398,622.159,625.507,771071.0
2022-11-02,624.059,636.271,611.98,612.853,1061568.0
2022-11-03,600.986,612.666,597.666,608.056,717160.0
2022-11-04,619.818,633.556,616.566,629.489,707419.0
2022-11-05,619.818,633.556,616.566,629.489,707419.0
2022-11-06,619.818,633.556,616.566,629.489,707419.0
2022-11-07,633.422,650.998,628.908,648.82,798649.0
2022-11-08,650.46,663.306,647.39,658.442,1084335.0
2022-11-09,649.846,655.087,639.955,642.411,539315.0
2022-11-10,672.248,731.249,671.686,728.937,1795723.0
2022-11-11,717.607,753.727,717.607,743.27,1278593.0
2022-11-12,717.607,753.727,717.607,743.27,1278593.0
2022-11-13,717.607,753.727,717.607,743.27,1278593.0
2022-11-14,729.119,731.92,693.44,711.035,1183024.0
2022-11-15,726.298,729.071,702.544,710.229,851386.0
2022-11-16,703.216,703.216,690.869,697.489,806467.0
2022-11-17,686.245,692.183,681.333,692.001,781560.0
2022-11-18,700.559,700.962,689.775,691.329,626804.0
2022-11-19,700.559,700.962,689.775,691.329,626804.0
2022-11-20,700.559,700.962,689.775,691.329,626804.0
2022-11-21,687.463,698.899,686.408,694.294,656894.0
2022-11-22,697.642,707.082,696.596,703.648,605717.0
2022-11-23,701.758,710.891,699.628,706.401,489127.0
2022-11-24,701.758,710.891,699.628,706.401,489127.0
2022-11-25,704.617,709.788,698.083,707.802,301551.0
2022-11-26,704.617,709.788,698.083,707.802,301551.0
2022-11-27,704.617,709.788,698.083,707.802,301551.0
2022-11-28,698.419,706.382,690.211,691.867,480134.0
2022-11-29,693.104,695.32,682.638,684.988,698423.0
2022-11-30,684.988,688.619,665.12,686.907,2756975.0
2022-12-01,689.641,695.541,682.302,692.836,1104068.0
2022-12-02,677.572,684.451,671.264,684.01,1142864.0
2022-12-03,677.572,684.451,671.264,684.01,1142864.0
2022-12-04,677.572,684.451,671.264,684.01,1142864.0
2022-12-05,680.191,685.151,670.358,683.798,1100527.0
2022-12-06,683.132,688.097,676.235,686.127,840972.0
2022-12-07,683.18,697.11,680.727,685.035,877775.0
2022-12-08,685.847,690.657,677.307,679.51,625898.0
2022-12-09,676.592,689.744,676.187,682.9,549214.0
2022-12-10,676.592,689.744,676.187,682.9,549214.0
2022-12-11,676.592,689.744,676.187,682.9,549214.0
2022-12-12,681.664,686.957,678.143,685.103,701326.0
2022-12-13,713.532,717.888,692.261,699.515,949920.0
2022-12-14,694.492,700.921,680.418,687.315,549175.0
2022-12-15,675.791,679.036,669.261,674.429,566530.0
2022-12-16,666.546,679.703,660.649,676.399,1697058.0
2022-12-17,666.546,679.703,660.649,676.399,1697058.0
2022-12-18,666.546,679.703,660.649,676.399,1697058.0
2022-12-19,675.646,677.153,663.745,668.913,606874.0
2022-12-20,667.493,671.734,664.189,668.034,590101.0
2022-12-21,678.563,691.758,675.608,688.687,652188.0
2022-12-22,678.737,683.301,664.808,679.403,623206.0
2022-12-23,684.658,685.938,676.38,679.993,363177.0
2022-12-24,684.658,685.938,676.38,679.993,363177.0
2022-12-25,684.658,685.938,676.38,679.993,363177.0
2022-12-26,684.658,685.938,676.38,679.993,363177.0
2022-12-27,680.601,683.528,676.67,679.336,325234.0
2022-12-28,680.051,687.595,676.467,676.506,457737.0
2022-12-29,682.601,696.414,680.543,691.787,395312.0
2022-12-30,684.195,688.658,674.603,684.523,413042.0
2022-12-31,684.195,688.658,674.603,684.523,413042.0
2023-01-01,684.195,688.658,674.603,684.523,413042.0
2023-01-02,684.195,688.658,674.603,684.523,413042.0
2023-01-03,695.506,698.926,679.829,687.817,540821.0
2023-01-04,695.168,702.732,689.131,697.342,710190.0
2023-01-05,688.774,692.771,677.356,677.385,686683.0
2023-01-06,689.15,713.435,686.301,712.894,1215691.0
2023-01-07,689.15,713.435,686.301,712.894,1215691.0
2023-01-08,689.15,713.435,686.301,712.894,1215691.0
2023-01-09,716.961,736.86,716.516,727.374,1102835.0
2023-01-10,724.128,731.963,719.056,731.518,758966.0
2023-01-11,732.214,737.768,722.708,730.204,788213.0
2023-01-12,737.198,737.198,715.937,728.311,938767.0
2023-01-13,721.23,732.687,710.073,728.34,984180.0
2023-01-14,721.23,732.687,710.073,728.34,984180.0
2023-01-15,721.23,732.687,710.073,728.34,984180.0
2023-01-16,721.23,732.687,710.073,728.34,984180.0
2023-01-17,724.66,726.519,710.093,724.225,823832.0
2023-01-18,725.442,737.102,720.989,721.936,728805.0
2023-01-19,712.711,716.333,704.799,705.041,650756.0
2023-01-20,709.774,717.415,706.171,716.478,724332.0
2023-01-21,709.774,717.415,706.171,716.478,724332.0
2023-01-22,709.774,717.415,706.171,716.478,724332.0
