,XEL US Equity,XEL US Equity,XEL US Equity,XEL US Equity,XEL US Equity
2022-05-03,68.6613,68.9893,67.3117,67.6022,4940280.0
2022-05-04,67.4241,69.0268,67.3304,68.7925,4162115.0
2022-05-05,68.4832,68.9987,67.6585,68.2208,4024513.0
2022-05-06,68.1552,68.6894,67.7334,68.4926,2593970.0
2022-05-07,68.1552,68.6894,67.7334,68.4926,2593970.0
2022-05-08,68.1552,68.6894,67.7334,68.4926,2593970.0
2022-05-09,68.2677,69.6266,68.0333,69.0268,4032991.0
2022-05-10,69.2611,70.0952,68.0427,68.8768,4316036.0
2022-05-11,68.5863,70.3764,68.4926,69.3267,4348763.0
2022-05-12,69.3173,69.636,67.8459,68.9331,2688916.0
2022-05-13,68.9331,70.0109,68.4926,69.8141,2688308.0
2022-05-14,68.9331,70.0109,68.4926,69.8141,2688308.0
2022-05-15,68.9331,70.0109,68.4926,69.8141,2688308.0
2022-05-16,69.6922,70.4654,69.4017,70.1327,2678237.0
2022-05-17,70.3108,70.7232,68.9753,70.5732,2465486.0
2022-05-18,70.7419,70.9575,69.964,70.189,3151900.0
2022-05-19,70.1046,70.7326,69.2049,70.3014,2954885.0
2022-05-20,70.3296,70.4298,68.9987,69.561,4574043.0
2022-05-21,70.3296,70.4298,68.9987,69.561,4574043.0
2022-05-22,70.3296,70.4298,68.9987,69.561,4574043.0
2022-05-23,70.5451,70.5451,69.3173,70.1702,2722728.0
2022-05-24,70.2921,71.6042,68.8253,71.473,2680690.0
2022-05-25,71.5854,71.8197,70.6388,70.9481,2847590.0
2022-05-26,71.0325,71.2387,70.1796,70.2546,4487764.0
2022-05-27,70.0859,71.562,69.6454,71.5479,2981690.0
2022-05-28,70.0859,71.562,69.6454,71.5479,2981690.0
2022-05-29,70.0859,71.562,69.6454,71.5479,2981690.0
2022-05-30,70.0859,71.562,69.6454,71.5479,2981690.0
2022-05-31,71.0044,71.1215,70.1046,70.6107,3753341.0
2022-06-01,70.7794,70.8122,69.8328,70.4045,2314441.0
2022-06-02,70.7607,70.9013,68.9706,70.7419,2633218.0
2022-06-03,70.6482,70.8919,70.0296,70.1796,2255096.0
2022-06-04,70.6482,70.8919,70.0296,70.1796,2255096.0
2022-06-05,70.6482,70.8919,70.0296,70.1796,2255096.0
2022-06-06,70.4139,70.5451,69.6641,70.0203,2356868.0
2022-06-07,70.0015,70.9294,69.6547,70.8357,2173936.0
2022-06-08,70.6013,70.6107,68.099,68.5769,5320337.0
2022-06-09,68.3614,69.2424,66.7681,66.8056,2733435.0
2022-06-10,66.187,67.0821,65.859,66.5525,3562318.0
2022-06-11,66.187,67.0821,65.859,66.5525,3562318.0
2022-06-12,66.187,67.0821,65.859,66.5525,3562318.0
2022-06-13,66.1683,66.2245,63.7596,64.097,3281011.0
2022-06-14,64.3306,64.3353,61.5659,62.1878,2901141.0
2022-06-15,62.7448,63.0279,61.4232,62.1595,3128951.0
2022-06-16,61.2911,61.6875,60.5312,61.3099,4726791.0
2022-06-17,61.5459,61.8574,60.0073,60.3282,6773808.0
2022-06-18,61.5459,61.8574,60.0073,60.3282,6773808.0
2022-06-19,61.5459,61.8574,60.0073,60.3282,6773808.0
2022-06-20,61.5459,61.8574,60.0073,60.3282,6773808.0
2022-06-21,60.3943,61.3477,60.13,61.1306,3146908.0
2022-06-22,60.8285,62.4002,60.7955,62.0934,3415992.0
2022-06-23,62.2161,63.6604,62.2161,63.5094,4000378.0
2022-06-24,63.6887,64.8592,63.5471,64.7176,3928066.0
2022-06-25,63.6887,64.8592,63.5471,64.7176,3928066.0
2022-06-26,63.6887,64.8592,63.5471,64.7176,3928066.0
2022-06-27,64.7176,65.5436,64.2362,65.4445,2957835.0
2022-06-28,65.5766,66.4639,65.3878,66.0675,4182088.0
2022-06-29,66.1996,66.5206,65.8598,66.2752,2945589.0
2022-06-30,65.5766,67.389,65.5766,66.7943,3383682.0
2022-07-01,66.8226,68.5973,66.5017,68.5595,3636600.0
2022-07-02,66.8226,68.5973,66.5017,68.5595,3636600.0
2022-07-03,66.8226,68.5973,66.5017,68.5595,3636600.0
2022-07-04,66.8226,68.5973,66.5017,68.5595,3636600.0
2022-07-05,68.5312,68.6445,65.1897,65.9731,3667386.0
2022-07-06,66.294,67.6439,65.6616,67.0303,3095630.0
2022-07-07,67.2569,67.6533,65.3406,65.6805,6138694.0
2022-07-08,65.6899,65.9731,65.1896,65.6993,2231853.0
2022-07-09,65.6899,65.9731,65.1896,65.6993,2231853.0
2022-07-10,65.6899,65.9731,65.1896,65.6993,2231853.0
2022-07-11,65.671,66.3884,65.0763,65.9731,2167992.0
2022-07-12,66.1336,66.6622,65.3454,65.6049,1937094.0
2022-07-13,64.9914,66.0203,64.9442,65.3218,1646384.0
2022-07-14,64.3967,65.52,64.189,65.4256,1410703.0
2022-07-15,65.6521,66.1147,64.9064,66.0392,2511402.0
2022-07-16,65.6521,66.1147,64.9064,66.0392,2511402.0
2022-07-17,65.6521,66.1147,64.9064,66.0392,2511402.0
2022-07-18,65.7843,65.9448,64.6327,64.7082,3036352.0
2022-07-19,65.3218,65.4634,64.4911,65.0008,4459423.0
2022-07-20,65.0008,65.0952,63.6793,63.8114,4360081.0
2022-07-21,63.717,64.0144,63.2167,63.9058,3961289.0
2022-07-22,64.189,64.8687,63.9813,64.8215,2200680.0
2022-07-23,64.189,64.8687,63.9813,64.8215,2200680.0
2022-07-24,64.189,64.8687,63.9813,64.8215,2200680.0
2022-07-25,65.0008,65.6333,64.661,65.5672,1889214.0
2022-07-26,65.9542,66.6811,65.7937,66.2752,2769079.0
2022-07-27,65.8315,66.4262,65.5483,66.3129,2394203.0
2022-07-28,66.5111,68.3047,65.94,68.1631,2615662.0
2022-07-29,68.0215,69.4563,67.9743,69.0787,2647380.0
2022-07-30,68.0215,69.4563,67.9743,69.0787,2647380.0
2022-07-31,68.0215,69.4563,67.9743,69.0787,2647380.0
2022-08-01,68.871,69.4563,68.4368,69.0881,3028242.0
2022-08-02,69.5507,70.2681,69.0409,69.3336,2849696.0
2022-08-03,69.1825,70.2964,68.2952,70.1454,2894946.0
2022-08-04,70.0887,71.1459,70.0227,70.3814,2824288.0
2022-08-05,70.3625,70.471,69.0409,69.664,3057238.0
2022-08-06,70.3625,70.471,69.0409,69.664,3057238.0
2022-08-07,70.3625,70.471,69.0409,69.664,3057238.0
2022-08-08,70.0038,70.5702,69.5412,69.7584,2044755.0
2022-08-09,69.7678,70.8345,69.7678,70.6268,1903614.0
2022-08-10,71.0799,71.2498,70.4474,70.9005,2293603.0
2022-08-11,71.0516,71.5802,70.3247,70.4286,1930833.0
2022-08-12,70.9949,71.7312,70.8533,71.7029,1675101.0
2022-08-13,70.9949,71.7312,70.8533,71.7029,1675101.0
2022-08-14,70.9949,71.7312,70.8533,71.7029,1675101.0
2022-08-15,71.7407,72.4486,71.4197,72.392,1389788.0
2022-08-16,72.0238,72.9489,72.0238,72.6941,1476873.0
2022-08-17,72.4014,73.1,72.4014,72.6185,1591107.0
2022-08-18,72.6941,73.1849,72.5147,72.6752,1865840.0
2022-08-19,72.5808,73.0811,72.4486,72.628,2406371.0
2022-08-20,72.5808,73.0811,72.4486,72.628,2406371.0
2022-08-21,72.5808,73.0811,72.4486,72.628,2406371.0
2022-08-22,72.5147,72.6988,71.7029,71.9294,1978858.0
2022-08-23,71.7595,71.769,70.8911,71.1271,1521257.0
2022-08-24,71.1743,71.3159,70.6457,71.1837,1431068.0
2022-08-25,71.4575,71.8351,70.8156,71.8162,1553592.0
2022-08-26,71.9766,72.071,70.7117,70.7306,2413287.0
2022-08-27,71.9766,72.071,70.7117,70.7306,2413287.0
2022-08-28,71.9766,72.071,70.7117,70.7306,2413287.0
2022-08-29,70.5135,71.7595,70.1454,71.382,2278227.0
2022-08-30,71.3442,71.4386,70.2586,70.5041,2538439.0
2022-08-31,70.6268,71.0988,70.0887,70.0887,2811269.0
2022-09-01,70.1171,71.2687,69.9943,71.1932,1803388.0
2022-09-02,71.3914,72.1749,70.0557,70.2398,2148565.0
2022-09-03,71.3914,72.1749,70.0557,70.2398,2148565.0
2022-09-04,71.3914,72.1749,70.0557,70.2398,2148565.0
2022-09-05,71.3914,72.1749,70.0557,70.2398,2148565.0
2022-09-06,70.287,71.5141,70.0746,70.2681,2283489.0
2022-09-07,70.91,72.8923,70.7495,72.6657,2805839.0
2022-09-08,72.3354,72.8545,71.9106,72.2976,1882539.0
2022-09-09,72.628,72.9584,71.9578,72.6657,2572387.0
2022-09-10,72.628,72.9584,71.9578,72.6657,2572387.0
2022-09-11,72.628,72.9584,71.9578,72.6657,2572387.0
2022-09-12,72.7696,73.3076,72.3448,73.0716,1897480.0
2022-09-13,72.3165,72.712,70.6457,70.8722,3561060.0
2022-09-14,71.0504,71.896,70.8413,71.5539,2669814.0
2022-09-15,71.2689,71.3164,69.4779,69.7202,3664674.0
2022-09-16,69.9007,70.4613,69.6822,70.2143,7082916.0
2022-09-17,69.9007,70.4613,69.6822,70.2143,7082916.0
2022-09-18,69.9007,70.4613,69.6822,70.2143,7082916.0
2022-09-19,70.0432,70.8318,69.6442,70.8128,1763958.0
2022-09-20,70.6133,70.6133,69.0361,69.8152,2397875.0
2022-09-21,70.0622,70.8698,68.8841,68.8841,2435315.0
2022-09-22,68.9981,69.3306,68.4375,68.8366,2437628.0
2022-09-23,68.5325,68.599,67.3829,67.991,2695175.0
2022-09-24,68.5325,68.599,67.3829,67.991,2695175.0
2022-09-25,68.5325,68.599,67.3829,67.991,2695175.0
2022-09-26,67.8864,68.143,65.9197,66.4613,3115857.0
2022-09-27,66.6608,66.8888,64.7463,64.9601,3173429.0
2022-09-28,65.6632,65.9007,64.6845,65.4731,2746487.0
2022-09-29,65.0361,65.4446,61.9102,62.1002,3852408.0
2022-09-30,62.3187,62.8603,60.656,60.808,6182167.0
2022-10-01,62.3187,62.8603,60.656,60.808,6182167.0
2022-10-02,62.3187,62.8603,60.656,60.808,6182167.0
2022-10-03,61.4921,62.7558,61.093,62.2712,2931497.0
2022-10-04,62.4232,63.3543,62.0717,63.1548,2754426.0
2022-10-05,62.3757,62.4612,60.6085,61.1216,3003008.0
2022-10-06,60.979,60.979,58.6512,58.7367,3788379.0
2022-10-07,58.6702,58.9458,56.7035,56.8745,6476432.0
2022-10-08,58.6702,58.9458,56.7035,56.8745,6476432.0
2022-10-09,58.6702,58.9458,56.7035,56.8745,6476432.0
2022-10-10,57.017,57.8721,56.9125,57.207,3970376.0
2022-10-11,56.9125,57.7391,56.789,56.846,4231992.0
2022-10-12,56.96,56.96,55.0122,55.0503,4548432.0
2022-10-13,54.3472,56.9885,54.0526,56.7605,6807263.0
2022-10-14,57.207,57.4351,55.6108,55.9244,3595103.0
2022-10-15,57.207,57.4351,55.6108,55.9244,3595103.0
2022-10-16,57.207,57.4351,55.6108,55.9244,3595103.0
2022-10-17,56.637,58.0241,56.58,57.5776,3782202.0
2022-10-18,58.3377,59.0693,57.9481,58.5467,3162055.0
2022-10-19,57.6061,58.2094,57.3686,58.0526,2582541.0
2022-10-20,58.6987,58.6987,56.4374,56.7462,6537624.0
2022-10-21,56.8555,58.1857,56.4659,57.8626,3776031.0
2022-10-22,56.8555,58.1857,56.4659,57.8626,3776031.0
2022-10-23,56.8555,58.1857,56.4659,57.8626,3776031.0
2022-10-24,58.3757,58.9933,58.0336,58.5087,4027750.0
2022-10-25,58.7937,59.5396,58.6512,59.2878,2774295.0
2022-10-26,59.8769,60.4185,59.3163,59.4493,3708742.0
2022-10-27,59.3163,61.2451,59.1073,60.0954,4295234.0
2022-10-28,60.5325,62.2237,60.4565,62.1097,3874837.0
2022-10-29,60.5325,62.2237,60.4565,62.1097,3874837.0
2022-10-30,60.5325,62.2237,60.4565,62.1097,3874837.0
2022-10-31,61.9007,62.1382,61.0835,61.8627,3934115.0
2022-11-01,62.0622,62.7273,61.5491,62.6132,3912753.0
2022-11-02,62.3472,64.0289,61.9862,62.0527,6364541.0
2022-11-03,61.7486,62.166,61.3163,61.9007,4247848.0
2022-11-04,62.0052,62.7178,61.1881,62.2807,3470697.0
2022-11-05,62.0052,62.7178,61.1881,62.2807,3470697.0
2022-11-06,62.0052,62.7178,61.1881,62.2807,3470697.0
2022-11-07,62.4327,62.7368,60.96,61.9957,3983110.0
2022-11-08,62.0717,63.0693,61.9862,62.7938,2892292.0
2022-11-09,62.7273,63.0408,62.1097,62.3377,3760007.0
2022-11-10,64.0764,65.9102,63.2498,65.6632,4592057.0
2022-11-11,65.1881,65.5016,63.5065,64.1239,5005282.0
2022-11-12,65.1881,65.5016,63.5065,64.1239,5005282.0
2022-11-13,65.1881,65.5016,63.5065,64.1239,5005282.0
2022-11-14,64.352,64.4707,63.4874,63.4969,4087731.0
2022-11-15,63.9719,64.3092,63.3068,64.0289,4576385.0
2022-11-16,64.3995,65.2498,64.2665,64.9126,3859946.0
2022-11-17,64.0859,64.523,63.5539,63.7914,2881603.0
2022-11-18,64.0669,65.0741,64.0669,64.9696,2921965.0
2022-11-19,64.0669,65.0741,64.0669,64.9696,2921965.0
2022-11-20,64.0669,65.0741,64.0669,64.9696,2921965.0
2022-11-21,64.542,65.7107,64.542,65.2546,2876388.0
2022-11-22,65.5586,66.1477,65.2118,65.4161,2625159.0
2022-11-23,65.2546,65.7772,65.0551,65.7487,1947453.0
2022-11-24,65.2546,65.7772,65.0551,65.7487,1947453.0
2022-11-25,66.0052,66.4138,65.8152,66.1572,1193264.0
2022-11-26,66.0052,66.4138,65.8152,66.1572,1193264.0
2022-11-27,66.0052,66.4138,65.8152,66.1572,1193264.0
2022-11-28,65.8152,66.2237,65.2166,65.9292,2197604.0
2022-11-29,65.7582,65.8057,64.846,65.4161,1873403.0
2022-11-30,65.3211,67.0551,65.1045,66.7178,4911370.0
2022-12-01,67.2879,68.1525,66.5848,66.6893,2520338.0
2022-12-02,65.7962,66.2997,65.0551,65.6917,2811722.0
2022-12-03,65.7962,66.2997,65.0551,65.6917,2811722.0
2022-12-04,65.7962,66.2997,65.0551,65.6917,2811722.0
2022-12-05,65.2356,65.5396,65.0076,65.2546,2151406.0
2022-12-06,65.2546,65.9387,65.1596,65.8627,2526574.0
2022-12-07,66.0622,66.3235,65.0931,65.4351,2659367.0
2022-12-08,65.3211,66.485,65.1501,66.3282,2160821.0
2022-12-09,66.1952,66.8936,66.0077,66.3567,3793145.0
2022-12-10,66.1952,66.8936,66.0077,66.3567,3793145.0
2022-12-11,66.1952,66.8936,66.0077,66.3567,3793145.0
2022-12-12,66.9933,68.0385,66.4803,68.0195,1967277.0
2022-12-13,68.8271,69.3496,67.3069,68.029,3170997.0
2022-12-14,68.257,68.8936,67.2499,67.6964,2551634.0
2022-12-15,67.4209,67.6679,66.7463,67.0978,3265755.0
2022-12-16,66.7558,66.8033,65.3306,66.4328,6745535.0
2022-12-17,66.7558,66.8033,65.3306,66.4328,6745535.0
2022-12-18,66.7558,66.8033,65.3306,66.4328,6745535.0
2022-12-19,66.4423,66.9838,65.5301,65.9387,2150321.0
2022-12-20,66.0242,66.3282,65.4066,66.0242,2208755.0
2022-12-21,66.2332,66.9458,66.0812,66.8983,1774604.0
2022-12-22,66.6228,66.7843,65.3591,66.5373,1870288.0
2022-12-23,66.4518,67.4114,66.3472,67.3924,1201346.0
2022-12-24,66.4518,67.4114,66.3472,67.3924,1201346.0
2022-12-25,66.4518,67.4114,66.3472,67.3924,1201346.0
2022-12-26,66.4518,67.4114,66.3472,67.3924,1201346.0
2022-12-27,67.4494,68.1382,67.0598,68.0005,1580655.0
2022-12-28,68.1894,68.5146,67.4814,67.5101,1513749.0
2022-12-29,67.8163,68.4094,67.7971,67.9885,1398046.0
2022-12-30,67.8258,67.9885,66.4942,67.0701,1597003.0
2022-12-31,67.8258,67.9885,66.4942,67.0701,1597003.0
2023-01-01,67.8258,67.9885,66.4942,67.0701,1597003.0
2023-01-02,67.8258,67.9885,66.4942,67.0701,1597003.0
2023-01-03,66.7831,67.4432,65.836,67.0318,2684470.0
2023-01-04,67.3571,68.1415,67.0892,67.6058,2266020.0
2023-01-05,66.8883,67.4049,65.9891,66.2378,2104459.0
2023-01-06,67.1084,68.4764,67.0318,68.1989,2976178.0
2023-01-07,67.1084,68.4764,67.0318,68.1989,2976178.0
2023-01-08,67.1084,68.4764,67.0318,68.1989,2976178.0
2023-01-09,67.9024,69.3469,67.8641,68.859,2707813.0
2023-01-10,68.6964,69.0647,68.3711,68.9834,3027488.0
2023-01-11,69.1355,69.8061,69.1269,69.6243,2883708.0
2023-01-12,69.4808,69.7583,68.6677,68.8303,3099434.0
2023-01-13,68.5051,68.6772,67.6632,68.0841,2624174.0
2023-01-14,68.5051,68.6772,67.6632,68.0841,2624174.0
2023-01-15,68.5051,68.6772,67.6632,68.0841,2624174.0
2023-01-16,68.5051,68.6772,67.6632,68.0841,2624174.0
2023-01-17,67.9119,68.5625,67.6249,68.0076,2838578.0
2023-01-18,68.0076,68.0459,65.6638,65.7786,2860126.0
2023-01-19,65.6925,65.8265,64.9463,65.0516,2117439.0
2023-01-20,64.7359,65.6351,64.0471,65.5777,2821131.0
2023-01-21,64.7359,65.6351,64.0471,65.5777,2821131.0
2023-01-22,64.7359,65.6351,64.0471,65.5777,2821131.0
2023-01-23,65.1472,65.7212,64.7646,65.0611,2553121.0
2023-01-24,65.0611,65.6686,64.3628,65.3768,2030637.0
2023-01-25,65.396,65.5873,64.5254,65.5873,2527741.0
2023-01-26,64.7455,66.4674,64.7455,65.8169,3699751.0
2023-01-27,65.5108,66.0274,64.8698,65.4629,3497191.0
2023-01-28,65.5108,66.0274,64.8698,65.4629,3497191.0
2023-01-29,65.5108,66.0274,64.8698,65.4629,3497191.0
2023-01-30,65.1759,65.7978,64.9942,65.1472,3088208.0
2023-01-31,65.2812,65.8647,64.5589,65.7882,2908925.0
2023-02-01,65.4151,66.8596,65.1682,66.5918,2995429.0
2023-02-02,66.5344,67.1658,65.8839,66.5439,3074404.0
2023-02-03,66.0465,66.2952,64.1045,65.0324,2938294.0
2023-02-04,66.0465,66.2952,64.1045,65.0324,2938294.0
2023-02-05,66.0465,66.2952,64.1045,65.0324,2938294.0
2023-02-06,64.975,65.8552,64.7742,65.8169,1964580.0
2023-02-07,65.683,66.1039,64.8124,65.8934,2909721.0
2023-02-08,65.4629,65.4629,64.6689,64.9081,2275950.0
2023-02-09,64.9081,65.3768,64.2671,64.4011,2926547.0
2023-02-10,64.6785,65.6064,64.3532,65.5108,2015179.0
2023-02-11,64.6785,65.6064,64.3532,65.5108,2015179.0
2023-02-12,64.6785,65.6064,64.3532,65.5108,2015179.0
2023-02-13,65.5012,66.1421,65.4534,65.7308,1970479.0
2023-02-14,65.9221,65.9891,64.9463,65.0324,2455719.0
2023-02-15,64.5828,65.0046,64.2384,64.9559,2810185.0
2023-02-16,64.2193,64.7263,63.6931,64.3437,2870566.0
2023-02-17,64.535,65.3481,63.9706,65.0611,2307969.0
2023-02-18,64.535,65.3481,63.9706,65.0611,2307969.0
2023-02-19,64.535,65.3481,63.9706,65.0611,2307969.0
2023-02-20,64.535,65.3481,63.9706,65.0611,2307969.0
2023-02-21,64.6881,64.9081,64.2289,64.2863,2663950.0
2023-02-22,64.2289,64.7933,63.6759,63.7984,2080649.0
2023-02-23,63.9993,64.1619,63.1479,63.454,2415838.0
2023-02-24,62.9565,63.2579,62.4878,62.9565,2292952.0
2023-02-25,62.9565,63.2579,62.4878,62.9565,2292952.0
2023-02-26,62.9565,63.2579,62.4878,62.9565,2292952.0
2023-02-27,63.2818,63.8319,62.2965,62.5643,1820348.0
2023-02-28,62.4017,62.7858,61.5981,61.7703,3297719.0
2023-03-01,61.4163,61.6172,60.1727,60.5267,3197457.0
2023-03-02,60.4693,61.6651,60.3449,61.5503,2443267.0
2023-03-03,61.8373,62.3012,61.0098,62.2773,2790121.0
2023-03-04,61.8373,62.3012,61.0098,62.2773,2790121.0
2023-03-05,61.8373,62.3012,61.0098,62.2773,2790121.0
2023-03-06,61.9138,62.7365,61.9042,62.2295,2328300.0
2023-03-07,62.306,62.526,60.6797,60.8519,3223441.0
2023-03-08,61.005,61.732,60.8042,61.6077,2825539.0
2023-03-09,61.9329,62.703,61.0815,61.4642,3239091.0
2023-03-10,61.6268,61.7512,60.1201,60.4788,3111707.0
2023-03-11,61.6268,61.7512,60.1201,60.4788,3111707.0
2023-03-12,61.6268,61.7512,60.1201,60.4788,3111707.0
2023-03-13,60.651,63.4253,60.5936,62.4686,4978508.0
2023-03-14,62.3818,63.5776,62.3818,63.1051,3794081.0
2023-03-15,62.6904,65.3519,62.6904,64.9084,4601315.0
2023-03-16,64.5998,65.8245,64.4455,64.8409,4209496.0
2023-03-17,63.7126,64.9662,63.404,64.4937,7941088.0
2023-03-18,63.7126,64.9662,63.404,64.4937,7941088.0
2023-03-19,63.7126,64.9662,63.404,64.4937,7941088.0
2023-03-20,64.6769,65.3616,64.513,64.9855,2906316.0
2023-03-21,65.0144,65.0337,62.0347,63.1629,3796190.0
2023-03-22,63.0472,63.3462,61.8225,61.8611,3446187.0
2023-03-23,61.649,62.324,60.7232,61.0511,3184609.0
2023-03-24,61.1861,63.2304,61.0993,63.2112,2713349.0
2023-03-25,61.1861,63.2304,61.0993,63.2112,2713349.0
2023-03-26,61.1861,63.2304,61.0993,63.2112,2713349.0
2023-03-27,63.4426,63.6933,62.7965,62.9604,2912893.0
2023-03-28,62.7869,63.7078,62.6711,63.0665,1982968.0
2023-03-29,63.5487,64.2333,63.4426,64.1658,2449982.0
2023-03-30,64.3201,64.7107,63.9537,64.5226,1993896.0
2023-03-31,64.7734,65.5545,64.3973,65.0337,5987670.0
2023-04-01,64.7734,65.5545,64.3973,65.0337,5987670.0
2023-04-02,64.7734,65.5545,64.3973,65.0337,5987670.0
2023-04-03,64.9276,65.6798,64.5226,65.1109,3890597.0
2023-04-04,65.1205,66.0511,64.9759,66.0077,3180408.0
2023-04-05,66.4513,68.7464,66.4079,68.5824,4231720.0
2023-04-06,69.0742,69.3924,68.187,68.7271,2476231.0
2023-04-07,69.0742,69.3924,68.187,68.7271,2476231.0
2023-04-08,69.0742,69.3924,68.187,68.7271,2476231.0
2023-04-09,69.0742,69.3924,68.187,68.7271,2476231.0
2023-04-10,68.3606,68.4474,67.2613,68.2353,1722523.0
2023-04-11,68.1678,68.7705,68.052,68.5053,1956424.0
2023-04-12,68.621,69.0164,68.2401,68.5053,2728983.0
2023-04-13,68.1678,68.5824,66.9913,68.5053,2530076.0
2023-04-14,67.5795,67.8592,67.1649,67.6374,2314575.0
2023-04-15,67.5795,67.8592,67.1649,67.6374,2314575.0
2023-04-16,67.5795,67.8592,67.1649,67.6374,2314575.0
2023-04-17,67.9845,68.3317,67.1842,67.811,1760183.0
2023-04-18,67.6567,67.9845,67.0009,67.2709,1531937.0
2023-04-19,67.676,68.2208,67.4831,68.0713,1449881.0
2023-04-20,68.3317,68.6306,67.7049,68.1678,2255580.0
2023-04-21,68.2931,68.7174,67.6952,67.9267,1909396.0
2023-04-22,68.2931,68.7174,67.6952,67.9267,1909396.0
2023-04-23,68.2931,68.7174,67.6952,67.9267,1909396.0
2023-04-24,67.8592,68.6692,67.5506,68.4956,2196508.0
2023-04-25,68.4956,68.7753,68.2979,68.6403,2036108.0
2023-04-26,68.1292,68.4378,67.0877,67.1938,2637701.0
2023-04-27,67.8013,67.8978,66.7502,67.7531,2716355.0
2023-04-28,67.9074,68.1967,66.8756,67.4156,2281517.0
2023-04-29,67.9074,68.1967,66.8756,67.4156,2281517.0
2023-04-30,67.9074,68.1967,66.8756,67.4156,2281517.0
2023-05-01,67.2902,68.081,67.0781,67.6663,2262363.0
2023-05-02,67.4542,67.6036,66.1764,66.6345,2159376.0
2023-05-03,66.8081,67.1263,65.9016,66.0559,2428699.0
2023-05-04,66.1427,67.0781,65.5062,66.6441,3463931.0
2023-05-05,66.1716,67.107,66.1234,67.0877,2147879.0
2023-05-06,66.1716,67.107,66.1234,67.0877,2147879.0
2023-05-07,66.1716,67.107,66.1234,67.0877,2147879.0
2023-05-08,66.8659,67.3577,66.5573,66.8466,2171036.0
2023-05-09,66.567,66.7695,66.2825,66.6441,2102806.0
2023-05-10,66.9527,67.2179,66.2439,66.8274,2963101.0
2023-05-11,66.6827,66.9286,65.8727,66.1716,2850129.0
2023-05-12,66.5188,66.9141,66.0848,66.432,2295837.0
2023-05-13,66.5188,66.9141,66.0848,66.432,2295837.0
2023-05-14,66.5188,66.9141,66.0848,66.432,2295837.0
2023-05-15,66.6538,66.6731,65.0337,65.487,1708556.0
2023-05-16,65.5737,65.6509,64.1851,64.2141,1770198.0
2023-05-17,64.2719,64.378,63.3655,63.6837,2117958.0
2023-05-18,63.2401,63.5487,62.8254,63.5197,2403918.0
2023-05-19,63.6933,64.1273,63.4522,63.5776,2104747.0
2023-05-20,63.6933,64.1273,63.4522,63.5776,2104747.0
2023-05-21,63.6933,64.1273,63.4522,63.5776,2104747.0
2023-05-22,63.9248,64.1465,63.2401,63.5294,1857477.0
2023-05-23,63.2883,64.0308,63.1051,63.2497,3966273.0
2023-05-24,63.3944,63.7898,62.7965,62.8061,3562145.0
2023-05-25,62.3047,62.4011,61.4947,61.9961,3706123.0
2023-05-26,61.89,62.0781,61.1764,62.025,2954054.0
2023-05-27,61.89,62.0781,61.1764,62.025,2954054.0
2023-05-28,61.89,62.0781,61.1764,62.025,2954054.0
2023-05-29,61.89,62.0781,61.1764,62.025,2954054.0
2023-05-30,61.9768,62.4301,61.7261,61.8611,2339831.0
2023-05-31,62.0154,63.134,61.7791,62.9604,3553586.0
2023-06-01,63.1822,63.2401,60.8968,61.2825,5573208.0
2023-06-02,59.4407,61.3211,58.6692,60.8871,7404749.0
2023-06-03,59.4407,61.3211,58.6692,60.8871,7404749.0
2023-06-04,59.4407,61.3211,58.6692,60.8871,7404749.0
2023-06-05,60.8486,62.2565,60.8486,61.6682,3168700.0
2023-06-06,61.9768,62.1408,61.027,61.2922,3062935.0
2023-06-07,61.649,62.3047,61.1089,62.0154,3953762.0
2023-06-08,62.5072,62.5072,60.0675,61.8515,6888212.0
2023-06-09,61.6393,61.7454,60.7714,61.1861,3342582.0
2023-06-10,61.6393,61.7454,60.7714,61.1861,3342582.0
2023-06-11,61.6393,61.7454,60.7714,61.1861,3342582.0
2023-06-12,61.2343,61.3452,60.757,61.3018,2486374.0
2023-06-13,61.0414,61.2536,60.7232,60.8775,4272812.0
2023-06-14,61.0817,61.8109,60.6344,60.7608,5341887.0
2023-06-15,61.1692,62.9291,60.7317,62.5402,6034592.0
2023-06-16,62.6471,62.9486,62.0346,62.1513,6372585.0
2023-06-17,62.6471,62.9486,62.0346,62.1513,6372585.0
2023-06-18,62.6471,62.9486,62.0346,62.1513,6372585.0
2023-06-19,62.6471,62.9486,62.0346,62.1513,6372585.0
2023-06-20,62.0443,62.229,60.8678,61.3248,3502827.0
2023-06-21,60.7803,61.1741,59.8491,61.072,3487297.0
2023-06-22,61.2859,61.4609,60.4205,61.0234,3023231.0
2023-06-23,61.2956,61.3588,60.0219,60.3816,5325339.0
2023-06-24,61.2956,61.3588,60.0219,60.3816,5325339.0
2023-06-25,61.2956,61.3588,60.0219,60.3816,5325339.0
2023-06-26,60.4886,61.3053,60.0705,61.1206,4010859.0
2023-06-27,61.1498,61.281,60.683,60.7122,3287600.0
2023-06-28,60.7219,60.7803,59.419,59.5454,2965380.0
2023-06-29,59.0204,59.8663,58.7189,59.594,2881868.0
2023-06-30,59.5843,60.5372,59.5649,60.4497,3299810.0
2023-07-01,59.5843,60.5372,59.5649,60.4497,3299810.0
2023-07-02,59.5843,60.5372,59.5649,60.4497,3299810.0
2023-07-03,60.3136,61.2762,60.2844,61.2373,1374992.0
