,MPC US Equity,MPC US Equity,MPC US Equity,MPC US Equity,MPC US Equity
2019-07-06,45.4219,46.3295,45.3295,46.111,3413962.0
2019-07-07,45.4219,46.3295,45.3295,46.111,3413962.0
2019-07-08,45.9682,46.2707,45.5564,45.6656,4642188.0
2019-07-09,45.3883,46.1951,45.218,45.9177,4702585.0
2019-07-10,46.4808,46.7245,45.486,46.2035,3963125.0
2019-07-11,46.4388,46.7497,46.069,46.59,4144655.0
2019-07-12,46.6153,46.9475,46.4724,46.6237,3792317.0
2019-07-13,46.6153,46.9475,46.4724,46.6237,3792317.0
2019-07-14,46.6153,46.9475,46.4724,46.6237,3792317.0
2019-07-15,46.6489,46.6825,45.2539,46.0774,5764408.0
2019-07-16,46.0438,46.985,45.7329,46.7917,6097623.0
2019-07-17,46.6068,46.9094,45.4387,45.6404,4609658.0
2019-07-18,45.3967,46.5774,45.1278,46.5228,4279463.0
2019-07-19,46.6909,46.8506,46.0102,46.422,3284790.0
2019-07-20,46.6909,46.8506,46.0102,46.422,3284790.0
2019-07-21,46.6909,46.8506,46.0102,46.422,3284790.0
2019-07-22,46.5564,47.0128,45.9346,46.4052,2725886.0
2019-07-23,46.3884,46.9178,46.3799,46.8169,3649910.0
2019-07-24,46.6741,48.5817,46.5946,48.422,7114252.0
2019-07-25,48.4052,48.5565,46.9514,47.4808,5127300.0
2019-07-26,47.3632,47.9682,47.2119,47.7666,3452884.0
2019-07-27,47.3632,47.9682,47.2119,47.7666,3452884.0
2019-07-28,47.3632,47.9682,47.2119,47.7666,3452884.0
2019-07-29,47.5229,47.7161,46.7413,47.1951,4604161.0
2019-07-30,47.1951,48.1195,46.5312,47.943,3746312.0
2019-07-31,47.9262,48.4136,46.6447,47.3884,5682236.0
2019-08-01,48.6742,49.2456,46.0858,46.5228,8254633.0
2019-08-02,46.3043,46.5564,44.8253,45.0606,5094702.0
2019-08-03,46.3043,46.5564,44.8253,45.0606,5094702.0
2019-08-04,46.3043,46.5564,44.8253,45.0606,5094702.0
2019-08-05,44.2034,44.2622,41.968,42.5815,8055890.0
2019-08-06,43.0857,43.3378,41.2957,41.6739,7722502.0
2019-08-07,41.01,41.1024,39.8335,40.4469,9238018.0
2019-08-08,40.6066,41.6319,40.3881,41.6151,7974810.0
2019-08-09,41.5478,41.6487,40.6486,40.6654,4353766.0
2019-08-10,41.5478,41.6487,40.6486,40.6654,4353766.0
2019-08-11,41.5478,41.6487,40.6486,40.6654,4353766.0
2019-08-12,40.136,40.3293,38.7326,38.9511,6857225.0
2019-08-13,38.8502,40.3713,38.3544,39.6234,5262525.0
2019-08-14,39.1192,39.178,37.2031,37.5057,9399163.0
2019-08-15,37.4048,38.2788,36.9426,38.1527,6292788.0
2019-08-16,38.5309,38.9763,38.2704,38.8418,5028414.0
2019-08-17,38.5309,38.9763,38.2704,38.8418,5028414.0
2019-08-18,38.5309,38.9763,38.2704,38.8418,5028414.0
2019-08-19,39.4973,40.5006,39.4217,40.178,5337623.0
2019-08-20,39.9316,40.1695,39.4982,39.7022,4452139.0
2019-08-21,40.263,40.6029,39.5152,40.1356,3815871.0
2019-08-22,40.1356,40.4925,39.6852,39.8466,3312039.0
2019-08-23,39.4727,40.4585,38.7164,38.8864,6216646.0
2019-08-24,39.4727,40.4585,38.7164,38.8864,6216646.0
2019-08-25,39.4727,40.4585,38.7164,38.8864,6216646.0
2019-08-26,39.1923,39.5747,38.6144,39.1243,9283899.0
2019-08-27,39.4812,39.7871,38.334,38.521,3926981.0
2019-08-28,38.504,39.6937,38.164,39.3707,4258316.0
2019-08-29,39.7362,41.5377,39.7107,41.2658,8793772.0
2019-08-30,41.4357,42.481,41.406,41.8181,5659573.0
2019-08-31,41.4357,42.481,41.406,41.8181,5659573.0
2019-09-01,41.4357,42.481,41.406,41.8181,5659573.0
2019-09-02,41.4357,42.481,41.406,41.8181,5659573.0
2019-09-03,41.0618,42.345,40.467,42.1835,8002107.0
2019-09-04,42.6594,43.1863,41.8606,43.0503,4851991.0
2019-09-05,43.6282,44.9836,43.2798,44.597,8812615.0
2019-09-06,44.6649,44.9879,43.8576,44.5885,5276518.0
2019-09-07,44.6649,44.9879,43.8576,44.5885,5276518.0
2019-09-08,44.6649,44.9879,43.8576,44.5885,5276518.0
2019-09-09,44.8009,45.8886,44.8009,45.5317,5218543.0
2019-09-10,45.6082,46.7979,45.2173,46.2965,6929698.0
2019-09-11,46.7384,47.0358,45.553,45.9821,6531721.0
2019-09-12,45.2258,45.6422,44.6479,45.2003,7028096.0
2019-09-13,45.3533,46.0501,45.0218,45.2853,7377112.0
2019-09-14,45.3533,46.0501,45.0218,45.2853,7377112.0
2019-09-15,45.3533,46.0501,45.0218,45.2853,7377112.0
2019-09-16,45.5827,45.6337,43.5772,44.5375,9626055.0
2019-09-17,44.1806,45.7178,43.5942,45.3873,6190344.0
2019-09-18,45.2003,45.7187,44.8094,45.6847,3253464.0
2019-09-19,45.9821,46.1478,45.5742,45.8206,3638493.0
2019-09-20,45.9991,47.4692,45.9906,46.8234,7973799.0
2019-09-21,45.9991,47.4692,45.9906,46.8234,7973799.0
2019-09-22,45.9991,47.4692,45.9906,46.8234,7973799.0
2019-09-23,46.1861,47.8516,46.1861,47.4013,5464306.0
2019-09-24,47.3588,47.5372,46.7049,47.1463,5541837.0
2019-09-25,50.401,51.2848,49.3303,51.1148,17207717.0
2019-09-26,50.7324,51.9051,50.35,51.7012,9508733.0
2019-09-27,52.1771,53.3838,51.7097,53.0439,13049506.0
2019-09-28,52.1771,53.3838,51.7097,53.0439,13049506.0
2019-09-29,52.1771,53.3838,51.7097,53.0439,13049506.0
2019-09-30,52.8229,52.9419,51.4256,51.6247,9328564.0
2019-10-01,52.0581,52.3725,51.2678,51.3103,6313180.0
2019-10-02,50.588,50.9874,49.8487,50.3075,6204591.0
2019-10-03,49.9506,51.0469,49.4917,50.9874,4511149.0
2019-10-04,51.1998,51.8287,50.7494,51.6162,6189245.0
2019-10-05,51.1998,51.8287,50.7494,51.6162,6189245.0
2019-10-06,51.1998,51.8287,50.7494,51.6162,6189245.0
2019-10-07,51.8372,52.2451,51.2083,51.3273,3464560.0
2019-10-08,50.8939,51.4123,50.6135,50.8344,4855057.0
2019-10-09,51.2423,52.0199,51.1913,51.4633,5496293.0
2019-10-10,51.6672,52.6869,51.6077,52.6275,4525245.0
2019-10-11,53.4603,54.4715,52.9291,53.8936,8395476.0
2019-10-12,53.4603,54.4715,52.9291,53.8936,8395476.0
2019-10-13,53.4603,54.4715,52.9291,53.8936,8395476.0
2019-10-14,53.3073,54.1571,53.0694,53.6557,3816442.0
2019-10-15,53.4942,54.8624,52.9589,54.429,4951524.0
2019-10-16,54.1741,54.5225,53.2053,53.2733,4374358.0
2019-10-17,53.7832,55.5847,53.5997,54.4715,7050003.0
2019-10-18,54.3015,55.6952,54.1996,55.3553,12749070.0
2019-10-19,54.3015,55.6952,54.1996,55.3553,12749070.0
2019-10-20,54.3015,55.6952,54.1996,55.3553,12749070.0
2019-10-21,55.6187,56.1286,54.9559,54.9559,4691611.0
2019-10-22,55.2703,55.9841,55.1173,55.3893,3478929.0
2019-10-23,55.3128,56.0521,55.0154,55.9756,5944001.0
2019-10-24,56.2986,56.7404,55.5762,56.3835,4909763.0
2019-10-25,56.3835,58.2106,55.8737,57.7942,6248210.0
2019-10-26,56.3835,58.2106,55.8737,57.7942,6248210.0
2019-10-27,56.3835,58.2106,55.8737,57.7942,6248210.0
2019-10-28,58.0321,58.2871,57.1228,57.4288,4748677.0
2019-10-29,57.5902,59.1878,57.4543,57.8027,7274762.0
2019-10-30,58.372,58.542,55.3893,56.2476,6873385.0
2019-10-31,56.596,56.8849,52.1601,54.344,15931465.0
2019-11-01,55.1088,56.7914,55.0069,56.4855,7377500.0
2019-11-02,55.1088,56.7914,55.0069,56.4855,7377500.0
2019-11-03,55.1088,56.7914,55.0069,56.4855,7377500.0
2019-11-04,56.8679,58.2106,56.698,57.7347,6145128.0
2019-11-05,57.9726,58.406,56.1881,56.46,7018480.0
2019-11-06,56.0861,56.0946,54.4503,54.6245,5081446.0
2019-11-07,55.3298,56.7829,55.1768,56.2986,5980309.0
2019-11-08,55.9756,56.477,55.1258,56.2816,4488265.0
2019-11-09,55.9756,56.477,55.1258,56.2816,4488265.0
2019-11-10,55.9756,56.477,55.1258,56.2816,4488265.0
2019-11-11,55.6102,56.4685,55.2873,55.8397,2255036.0
2019-11-12,56.0266,56.2901,54.7349,55.1513,5518505.0
2019-11-13,54.6415,55.1513,54.1826,54.599,4351156.0
2019-11-14,54.8029,55.4148,54.5225,54.7689,4440797.0
2019-11-15,55.1683,55.4828,54.7094,54.9729,4469459.0
2019-11-16,55.1683,55.4828,54.7094,54.9729,4469459.0
2019-11-17,55.1683,55.4828,54.7094,54.9729,4469459.0
2019-11-18,54.8199,55.0154,54.2846,54.8454,3310712.0
2019-11-19,54.6483,54.7426,52.8833,52.9947,4758336.0
2019-11-20,52.909,53.2517,51.2553,52.9518,8599865.0
2019-11-21,53.1746,54.2542,53.0718,54.1857,3842041.0
2019-11-22,54.2799,54.4855,53.3417,53.4317,2379579.0
2019-11-23,54.2799,54.4855,53.3417,53.4317,2379579.0
2019-11-24,54.2799,54.4855,53.3417,53.4317,2379579.0
2019-11-25,53.5173,54.0314,53.2174,53.4916,6855852.0
2019-11-26,53.5602,53.6801,52.6091,52.8404,9866696.0
2019-11-27,53.0632,53.346,52.2235,52.6691,4197793.0
2019-11-28,53.0632,53.346,52.2235,52.6691,4197793.0
2019-11-29,52.472,52.6862,51.7437,51.9579,3545119.0
2019-11-30,52.472,52.6862,51.7437,51.9579,3545119.0
2019-12-01,52.472,52.6862,51.7437,51.9579,3545119.0
2019-12-02,52.1636,52.7119,51.8197,52.155,4328093.0
2019-12-03,51.4867,51.7766,50.7584,51.4352,5358960.0
2019-12-04,52.1378,52.2578,51.3924,51.4352,3884136.0
2019-12-05,51.5466,51.7009,51.0754,51.281,3205176.0
2019-12-06,51.6409,52.2664,51.5124,51.5809,3970444.0
2019-12-07,51.6409,52.2664,51.5124,51.5809,3970444.0
2019-12-08,51.6409,52.2664,51.5124,51.5809,3970444.0
2019-12-09,50.647,51.1953,49.8673,50.0643,5810938.0
2019-12-10,49.9786,50.587,49.456,50.27,3993913.0
2019-12-11,50.21,50.4071,48.5906,48.9333,7712314.0
2019-12-12,48.8219,50.6812,48.7105,50.5527,4380484.0
2019-12-13,50.7584,51.8465,49.9272,50.2186,4836624.0
2019-12-14,50.7584,51.8465,49.9272,50.2186,4836624.0
2019-12-15,50.7584,51.8465,49.9272,50.2186,4836624.0
2019-12-16,50.7327,52.7676,50.5187,52.0522,8166001.0
2019-12-17,52.2492,52.849,52.0479,52.4463,5519448.0
2019-12-18,52.5577,52.9775,52.0179,52.1893,4787082.0
2019-12-19,52.3006,52.6177,51.6837,52.3778,5252145.0
2019-12-20,52.849,53.2473,52.2921,52.789,8907195.0
2019-12-21,52.849,53.2473,52.2921,52.789,8907195.0
2019-12-22,52.849,53.2473,52.2921,52.789,8907195.0
2019-12-23,52.6519,52.7462,51.8123,51.975,6449713.0
2019-12-24,51.9151,52.2664,51.7009,52.2407,1570695.0
2019-12-25,51.9151,52.2664,51.7009,52.2407,1570695.0
2019-12-26,52.2835,52.5491,51.7009,51.8123,3655933.0
2019-12-27,52.0008,52.1378,51.4181,51.7351,3682842.0
2019-12-28,52.0008,52.1378,51.4181,51.7351,3682842.0
2019-12-29,52.0008,52.1378,51.4181,51.7351,3682842.0
2019-12-30,51.718,52.0008,51.084,51.1268,3363674.0
2019-12-31,50.9811,51.7051,50.5699,51.6238,3356997.0
2020-01-01,50.9811,51.7051,50.5699,51.6238,3356997.0
2020-01-02,52.1636,53.0546,51.7351,53.0461,4425042.0
2020-01-03,52.3178,52.5748,49.8373,49.893,9674271.0
2020-01-04,52.3178,52.5748,49.8373,49.893,9674271.0
2020-01-05,52.3178,52.5748,49.8373,49.893,9674271.0
2020-01-06,49.456,50.3214,48.8562,49.8844,7878031.0
2020-01-07,49.4217,50.6984,49.0361,50.6727,6584133.0
2020-01-08,50.4842,50.647,49.5127,50.1414,5585203.0
2020-01-09,50.0558,50.9126,49.6616,50.8869,6180041.0
2020-01-10,51.1182,52.3263,50.9212,51.598,4941493.0
2020-01-11,51.1182,52.3263,50.9212,51.598,4941493.0
2020-01-12,51.1182,52.3263,50.9212,51.598,4941493.0
2020-01-13,51.6323,51.8294,50.8183,51.084,4044960.0
2020-01-14,50.9554,51.5081,50.6641,51.2725,5413569.0
2020-01-15,51.0068,51.1439,49.4603,49.8073,7231292.0
2020-01-16,50.0815,50.1757,49.0961,49.2932,7222343.0
2020-01-17,49.3018,49.3617,48.4578,48.7448,6122646.0
2020-01-18,49.3018,49.3617,48.4578,48.7448,6122646.0
2020-01-19,49.3018,49.3617,48.4578,48.7448,6122646.0
2020-01-20,49.3018,49.3617,48.4578,48.7448,6122646.0
2020-01-21,48.325,48.4963,47.7252,48.1365,6499846.0
2020-01-22,48.4021,48.4021,47.8709,47.9565,4152002.0
2020-01-23,47.5367,47.8451,46.2257,47.4082,5106995.0
2020-01-24,47.2454,47.3653,46.2343,46.6884,4607590.0
2020-01-25,47.2454,47.3653,46.2343,46.6884,4607590.0
2020-01-26,47.2454,47.3653,46.2343,46.6884,4607590.0
2020-01-27,45.5574,45.7117,44.7691,45.1547,7797172.0
2020-01-28,45.4289,45.9858,44.8034,45.3518,5148687.0
2020-01-29,46.7827,47.9308,44.8634,45.9173,9915477.0
2020-01-30,45.2233,46.7998,45.2061,46.5685,5282610.0
2020-01-31,46.26,47.7509,45.9687,46.697,9482645.0
2020-02-01,46.26,47.7509,45.9687,46.697,9482645.0
2020-02-02,46.26,47.7509,45.9687,46.697,9482645.0
2020-02-03,46.7313,46.8641,44.5892,44.6063,7341415.0
2020-02-04,45.7288,46.1315,44.7619,45.7459,7008960.0
2020-02-05,46.2772,47.7595,46.2772,47.5881,6227668.0
2020-02-06,47.828,48.0594,47.3653,47.5196,3572139.0
2020-02-07,47.1254,47.4767,46.697,46.8598,5589065.0
2020-02-08,47.1254,47.4767,46.697,46.8598,5589065.0
2020-02-09,47.1254,47.4767,46.697,46.8598,5589065.0
2020-02-10,46.6028,47.2025,46.1743,47.1854,4114111.0
2020-02-11,47.5967,48.9762,47.194,48.6334,6780852.0
2020-02-12,49.9444,50.5656,49.3959,50.4927,8065043.0
2020-02-13,50.2871,51.4695,49.9615,50.9811,6661113.0
2020-02-14,50.9726,51.3239,49.7387,49.9786,6811949.0
2020-02-15,50.9726,51.3239,49.7387,49.9786,6811949.0
2020-02-16,50.9726,51.3239,49.7387,49.9786,6811949.0
2020-02-17,50.9726,51.3239,49.7387,49.9786,6811949.0
2020-02-18,49.4853,49.5892,48.7237,48.8709,5258787.0
2020-02-19,49.0266,50.1344,48.7151,49.9267,7065112.0
2020-02-20,50.8008,52.2287,50.4113,52.1509,13576285.0
2020-02-21,51.8826,52.1162,50.9998,51.1729,6490798.0
2020-02-22,51.8826,52.1162,50.9998,51.1729,6490798.0
2020-02-23,51.8826,52.1162,50.9998,51.1729,6490798.0
2020-02-24,49.3296,49.3382,47.841,48.3516,10276810.0
2020-02-25,48.5247,48.5939,45.6731,45.9717,8826260.0
2020-02-26,45.963,47.1314,45.0803,45.2361,6041580.0
2020-02-27,43.86,43.9293,41.3979,41.4801,13247456.0
2020-02-28,39.7492,41.1339,38.9617,41.0387,14193678.0
2020-02-29,39.7492,41.1339,38.9617,41.0387,14193678.0
