,UNM US Equity,UNM US Equity,UNM US Equity,UNM US Equity,UNM US Equity
2022-07-07,30.731,31.2002,30.731,30.8248,2142665.0
2022-07-08,31.172,31.66,30.7779,31.3972,1892982.0
2022-07-09,31.172,31.66,30.7779,31.3972,1892982.0
2022-07-10,31.172,31.66,30.7779,31.3972,1892982.0
2022-07-11,31.5474,32.0728,31.3081,31.4723,1501028.0
2022-07-12,31.1157,31.8476,30.975,31.0125,1305052.0
2022-07-13,30.6559,30.7028,30.0554,30.3838,1415494.0
2022-07-14,29.4642,29.9615,29.4548,29.7363,1750587.0
2022-07-15,30.2524,30.5058,29.8396,30.1774,1390547.0
2022-07-16,30.2524,30.5058,29.8396,30.1774,1390547.0
2022-07-17,30.2524,30.5058,29.8396,30.1774,1390547.0
2022-07-18,30.5058,31.2846,30.2947,30.365,1724974.0
2022-07-19,30.6653,31.2752,30.6653,30.9937,1201617.0
2022-07-20,30.6653,31.1063,30.4307,30.9374,1376166.0
2022-07-21,30.7122,30.8389,29.9756,30.4776,1194549.0
2022-07-22,30.5058,30.9093,29.8302,30.0929,1191983.0
2022-07-23,30.5058,30.9093,29.8302,30.0929,1191983.0
2022-07-24,30.5058,30.9093,29.8302,30.0929,1191983.0
2022-07-25,30.4307,30.928,30.29,30.8717,953045.0
2022-07-26,30.8342,31.0594,30.4589,30.6278,752425.0
2022-07-27,30.8717,31.2846,30.6278,30.9937,1079669.0
2022-07-28,30.861,30.8895,29.6289,30.1597,1305423.0
2022-07-29,30.2734,30.88,30.1691,30.5103,2504537.0
2022-07-30,30.2734,30.88,30.1691,30.5103,2504537.0
2022-07-31,30.2734,30.88,30.1691,30.5103,2504537.0
2022-08-01,30.226,30.5293,30.0033,30.2544,2358423.0
2022-08-02,30.245,30.3776,29.6763,29.7237,2181691.0
2022-08-03,33.1453,34.5575,32.7093,34.0552,3273549.0
2022-08-04,34.2068,34.5481,33.3159,33.3633,1711785.0
2022-08-05,33.5434,34.2116,33.4391,34.0268,1519251.0
2022-08-06,33.5434,34.2116,33.4391,34.0268,1519251.0
2022-08-07,33.5434,34.2116,33.4391,34.0268,1519251.0
2022-08-08,34.1405,34.5101,34.0268,34.0552,1155664.0
2022-08-09,34.2827,35.1499,34.2542,34.8703,1412018.0
2022-08-10,35.0694,35.4011,34.8229,35.3632,1351773.0
2022-08-11,35.676,36.2067,35.6001,36.1309,1626189.0
2022-08-12,36.2257,36.8702,36.2257,36.8607,1297680.0
2022-08-13,36.2257,36.8702,36.2257,36.8607,1297680.0
2022-08-14,36.2257,36.8702,36.2257,36.8607,1297680.0
2022-08-15,36.3205,37.0295,36.0172,36.8987,1352794.0
2022-08-16,36.8987,37.5242,36.8702,37.3062,1477146.0
2022-08-17,36.8987,37.6285,36.7186,37.2778,1373206.0
2022-08-18,37.3157,37.8844,37.2778,37.7422,1094618.0
2022-08-19,37.5147,37.7612,37.2399,37.4958,1294794.0
2022-08-20,37.5147,37.7612,37.2399,37.4958,1294794.0
2022-08-21,37.5147,37.7612,37.2399,37.4958,1294794.0
2022-08-22,37.0029,37.2778,36.765,36.946,1051045.0
2022-08-23,36.984,37.2588,36.7944,37.0219,1429622.0
2022-08-24,36.8607,37.4863,36.7565,37.2873,735678.0
2022-08-25,37.42,38.1498,37.3536,37.9697,1258112.0
2022-08-26,38.0645,38.1498,36.8134,36.8513,1151163.0
2022-08-27,38.0645,38.1498,36.8134,36.8513,1151163.0
2022-08-28,38.0645,38.1498,36.8134,36.8513,1151163.0
2022-08-29,36.5195,36.8323,36.0741,36.6048,1011913.0
2022-08-30,36.6048,36.7207,35.984,36.1973,899330.0
2022-08-31,36.4153,36.4816,35.7072,35.875,1741411.0
2022-09-01,35.6001,35.9793,35.3253,35.9319,1431234.0
2022-09-02,36.3489,36.6759,35.6096,35.6665,1033404.0
2022-09-03,36.3489,36.6759,35.6096,35.6665,1033404.0
2022-09-04,36.3489,36.6759,35.6096,35.6665,1033404.0
2022-09-05,36.3489,36.6759,35.6096,35.6665,1033404.0
2022-09-06,35.7613,36.1072,35.458,35.657,3227286.0
2022-09-07,35.3158,36.0646,35.2684,36.0551,1133427.0
2022-09-08,36.0551,36.5859,35.875,36.4247,950056.0
2022-09-09,36.728,37.4389,36.728,37.1167,1442944.0
2022-09-10,36.728,37.4389,36.728,37.1167,1442944.0
2022-09-11,36.728,37.4389,36.728,37.1167,1442944.0
2022-09-12,37.183,38.0834,37.183,37.8939,1524736.0
2022-09-13,37.2114,37.9697,37.1072,37.5906,1764504.0
2022-09-14,37.7612,38.2825,37.1925,38.055,2713009.0
2022-09-15,37.8844,38.9839,37.856,38.5763,2290837.0
2022-09-16,38.4436,38.4957,37.4294,37.9318,5111407.0
2022-09-17,38.4436,38.4957,37.4294,37.9318,5111407.0
2022-09-18,38.4436,38.4957,37.4294,37.9318,5111407.0
2022-09-19,37.5432,38.8038,37.42,38.7659,1135972.0
2022-09-20,38.4626,38.6758,37.8086,38.273,1660823.0
2022-09-21,38.3867,38.9649,37.837,37.8465,1415090.0
2022-09-22,38.0834,38.1782,37.5432,37.9697,1398685.0
2022-09-23,37.3157,37.5716,36.1973,36.8797,2028986.0
2022-09-24,37.3157,37.5716,36.1973,36.8797,2028986.0
2022-09-25,37.3157,37.5716,36.1973,36.8797,2028986.0
2022-09-26,36.6143,37.1735,36.33,36.4342,1514853.0
2022-09-27,36.728,36.9081,35.9224,36.2257,1486645.0
2022-09-28,36.0551,37.2588,35.8276,36.984,1138831.0
2022-09-29,36.5574,36.8134,36.1214,36.7754,1214715.0
2022-09-30,36.6996,37.4484,36.6713,36.7754,1258209.0
2022-10-01,36.6996,37.4484,36.6713,36.7754,1258209.0
2022-10-02,36.6996,37.4484,36.6713,36.7754,1258209.0
2022-10-03,37.2967,37.6638,36.5625,37.4389,1308888.0
2022-10-04,37.856,39.1355,37.8413,39.0881,1966155.0
2022-10-05,38.6426,39.0597,38.4057,38.908,1130102.0
2022-10-06,38.7469,39.2966,38.7185,39.0597,1210322.0
2022-10-07,38.9649,39.562,38.7279,39.4483,1482483.0
2022-10-08,38.9649,39.562,38.7279,39.4483,1482483.0
2022-10-09,38.9649,39.562,38.7279,39.4483,1482483.0
2022-10-10,39.3914,39.6758,39.0407,39.2587,1095205.0
2022-10-11,38.9365,39.5052,38.5194,38.9459,1684892.0
2022-10-12,38.8606,39.126,38.472,38.5384,1217802.0
2022-10-13,38.3393,40.6615,37.9697,40.4719,1970055.0
2022-10-14,40.5478,40.7279,39.5146,39.5905,1438780.0
2022-10-15,40.5478,40.7279,39.5146,39.5905,1438780.0
2022-10-16,40.5478,40.7279,39.5146,39.5905,1438780.0
2022-10-17,40.3866,40.5952,39.6473,39.9412,1387604.0
2022-10-18,40.8511,41.0548,40.3772,40.8132,2565045.0
2022-10-19,40.6899,41.2018,40.4814,40.8511,1795826.0
2022-10-20,40.8795,41.4008,40.0359,40.2445,1678979.0
2022-10-21,40.2634,41.3534,39.9412,41.3155,1008033.0
2022-10-22,40.2634,41.3534,39.9412,41.3155,1008033.0
2022-10-23,40.2634,41.3534,39.9412,41.3155,1008033.0
2022-10-24,41.2965,42.0927,41.2492,41.8368,1008209.0
2022-10-25,41.3155,42.4718,41.2302,42.4339,1447755.0
2022-10-26,42.633,42.9458,42.1022,42.1117,1539424.0
2022-10-27,42.4172,43.1621,42.4172,42.7801,1143858.0
2022-10-28,43.0188,44.0215,42.9806,44.0119,1383110.0
2022-10-29,43.0188,44.0215,42.9806,44.0119,1383110.0
2022-10-30,43.0188,44.0215,42.9806,44.0119,1383110.0
2022-10-31,43.7159,44.0119,43.4629,43.5345,1658048.0
2022-11-01,43.6968,44.0883,43.1907,43.6204,1751269.0
2022-11-02,43.6204,44.5371,42.188,42.8756,2142331.0
2022-11-03,42.4745,43.1143,42.0782,42.5127,1307454.0
2022-11-04,43.0666,43.5727,42.6655,43.1048,971112.0
2022-11-05,43.0666,43.5727,42.6655,43.1048,971112.0
2022-11-06,43.0666,43.5727,42.6655,43.1048,971112.0
2022-11-07,43.3435,43.5918,42.7228,43.4581,935669.0
2022-11-08,43.3244,43.587,42.5414,42.7132,1046498.0
2022-11-09,42.3217,43.248,42.1117,42.1594,1166988.0
2022-11-10,43.0188,43.0666,40.049,40.5647,3213405.0
2022-11-11,40.9467,41.0421,38.588,38.674,2772259.0
2022-11-12,40.9467,41.0421,38.588,38.674,2772259.0
2022-11-13,40.9467,41.0421,38.588,38.674,2772259.0
2022-11-14,38.6931,39.5429,38.5656,38.674,2252035.0
2022-11-15,39.161,39.5907,38.6167,38.7217,1859983.0
2022-11-16,38.2252,38.9127,37.9196,38.1965,1572338.0
2022-11-17,37.8145,39.2087,37.7238,39.0655,1979205.0
2022-11-18,39.3329,39.6623,38.7217,38.9986,1646545.0
2022-11-19,39.3329,39.6623,38.7217,38.9986,1646545.0
2022-11-20,39.3329,39.6623,38.7217,38.9986,1646545.0
2022-11-21,38.9127,39.1801,38.3875,38.884,1045888.0
2022-11-22,39.3329,39.6766,39.2374,39.6766,1163992.0
2022-11-23,39.3615,39.6098,39.0177,39.1132,911073.0
2022-11-24,39.3615,39.6098,39.0177,39.1132,911073.0
2022-11-25,39.2947,39.8294,39.2612,39.6289,483585.0
2022-11-26,39.2947,39.8294,39.2612,39.6289,483585.0
2022-11-27,39.2947,39.8294,39.2612,39.6289,483585.0
2022-11-28,39.3042,39.7339,39.1419,39.4379,1073769.0
2022-11-29,39.457,39.9917,39.3329,39.839,905595.0
2022-11-30,39.648,40.2782,39.2994,40.2782,1598095.0
2022-12-01,40.5742,40.6793,39.6289,40.0681,1401650.0
2022-12-02,40.4406,41.3286,40.2687,40.9371,1623233.0
2022-12-03,40.4406,41.3286,40.2687,40.9371,1623233.0
2022-12-04,40.4406,41.3286,40.2687,40.9371,1623233.0
2022-12-05,40.6888,40.9944,39.4283,39.7148,1153946.0
2022-12-06,39.7912,40.1827,39.5429,40.0872,1554216.0
2022-12-07,39.753,40.0061,39.0464,39.2087,1206225.0
2022-12-08,39.7148,39.7148,38.3779,38.6644,1187681.0
2022-12-09,38.4161,38.7217,38.1583,38.187,951930.0
2022-12-10,38.4161,38.7217,38.1583,38.187,951930.0
2022-12-11,38.4161,38.7217,38.1583,38.187,951930.0
2022-12-12,38.0533,38.4066,37.6383,38.3397,1641059.0
2022-12-13,38.5116,38.674,37.0172,37.2225,2185180.0
2022-12-14,37.4326,38.1201,37.4326,37.7859,1435554.0
2022-12-15,37.4039,37.6427,36.9456,37.6236,1684423.0
2022-12-16,37.2702,37.7668,36.9838,37.2893,2999665.0
2022-12-17,37.2702,37.7668,36.9838,37.2893,2999665.0
2022-12-18,37.2702,37.7668,36.9838,37.2893,2999665.0
2022-12-19,37.4612,37.8909,37.1461,37.4899,923598.0
2022-12-20,37.7668,38.5689,37.6761,38.3206,1858424.0
2022-12-21,38.8268,39.1705,38.5307,38.97,1199105.0
2022-12-22,39.0177,39.1228,38.1965,38.674,939631.0
2022-12-23,38.8268,39.2278,38.6549,39.2278,649600.0
2022-12-24,38.8268,39.2278,38.6549,39.2278,649600.0
2022-12-25,38.8268,39.2278,38.6549,39.2278,649600.0
2022-12-26,38.8268,39.2278,38.6549,39.2278,649600.0
2022-12-27,39.3615,39.5668,38.9986,39.2278,712305.0
2022-12-28,39.2565,39.2565,38.7026,38.8936,714733.0
2022-12-29,38.9031,39.4092,38.7313,39.3138,634188.0
2022-12-30,39.1323,39.4188,38.9318,39.1801,778195.0
2022-12-31,39.1323,39.4188,38.9318,39.1801,778195.0
2023-01-01,39.1323,39.4188,38.9318,39.1801,778195.0
2023-01-02,39.1323,39.4188,38.9318,39.1801,778195.0
2023-01-03,38.7981,39.0368,38.2156,38.4352,1264630.0
2023-01-04,38.5307,39.0416,38.5228,38.7599,1152137.0
2023-01-05,38.9127,39.1037,38.588,39.0464,1191763.0
2023-01-06,39.6098,39.9344,39.1992,39.2851,1669860.0
2023-01-07,39.6098,39.9344,39.1992,39.2851,1669860.0
2023-01-08,39.6098,39.9344,39.1992,39.2851,1669860.0
2023-01-09,39.0655,39.2708,38.3206,38.5021,1032406.0
2023-01-10,38.9222,39.161,38.5116,39.1323,811654.0
2023-01-11,39.1705,39.2469,38.7981,38.9031,949363.0
2023-01-12,39.0559,39.562,38.9223,39.2851,970932.0
2023-01-13,39.2278,39.5907,38.9315,39.5047,629696.0
2023-01-14,39.2278,39.5907,38.9315,39.5047,629696.0
2023-01-15,39.2278,39.5907,38.9315,39.5047,629696.0
2023-01-16,39.2278,39.5907,38.9315,39.5047,629696.0
2023-01-17,39.5238,39.5238,38.9891,39.266,1053683.0
2023-01-18,39.0655,39.075,38.0246,38.0724,1495684.0
2023-01-19,37.8241,38.0915,37.5185,38.0055,1109961.0
2023-01-20,38.2634,38.6358,37.8241,38.483,1240053.0
2023-01-21,38.2634,38.6358,37.8241,38.483,1240053.0
2023-01-22,38.2634,38.6358,37.8241,38.483,1240053.0
2023-01-23,38.4925,38.9795,38.4352,38.8458,711790.0
2023-01-24,38.9795,39.4283,38.3588,39.3138,801693.0
2023-01-25,39.0846,39.6766,39.0082,39.5907,943290.0
2023-01-26,39.735,40.0816,39.5329,40.0431,936381.0
2023-01-27,40.0046,40.2211,39.8217,40.0046,912239.0
2023-01-28,40.0046,40.2211,39.8217,40.0046,912239.0
2023-01-29,40.0046,40.2211,39.8217,40.0046,912239.0
2023-01-30,39.8217,40.1682,39.4944,39.5618,1222003.0
2023-01-31,39.5233,40.7169,39.042,40.457,4159625.0
2023-02-01,40.0719,41.9297,39.9083,41.6794,3193875.0
2023-02-02,41.6794,41.6794,38.6281,39.4078,2359684.0
2023-02-03,39.8794,40.7506,39.7062,39.9949,2118189.0
2023-02-04,39.8794,40.7506,39.7062,39.9949,2118189.0
2023-02-05,39.8794,40.7506,39.7062,39.9949,2118189.0
2023-02-06,40.1201,40.9335,40.0046,40.765,1567934.0
2023-02-07,40.6014,41.227,40.3318,41.1789,1546663.0
2023-02-08,41.0056,41.28,40.8035,41.0056,1581326.0
2023-02-09,41.1982,41.1982,39.735,39.7736,1562278.0
2023-02-10,39.8313,40.9768,39.8313,40.8709,1483758.0
2023-02-11,39.8313,40.9768,39.8313,40.8709,1483758.0
2023-02-12,39.8313,40.9768,39.8313,40.8709,1483758.0
2023-02-13,40.8324,41.1789,40.6784,41.1597,1253748.0
2023-02-14,41.0153,41.5158,40.8901,41.0441,1043142.0
2023-02-15,40.9094,40.9768,40.6687,40.8324,1088547.0
2023-02-16,40.765,41.6409,40.6158,41.2174,1159376.0
2023-02-17,41.304,41.381,40.8998,41.2078,1913437.0
2023-02-18,41.304,41.381,40.8998,41.2078,1913437.0
2023-02-19,41.304,41.381,40.8998,41.2078,1913437.0
2023-02-20,41.304,41.381,40.8998,41.2078,1913437.0
2023-02-21,41.1789,41.1982,40.2645,40.5821,1505683.0
2023-02-22,40.457,40.7554,40.276,40.4762,1987662.0
2023-02-23,41.4869,43.1907,41.4869,42.2666,2413944.0
2023-02-24,42.488,43.0174,42.1415,42.9693,1977848.0
2023-02-25,42.488,43.0174,42.1415,42.9693,1977848.0
2023-02-26,42.488,43.0174,42.1415,42.9693,1977848.0
2023-02-27,42.9789,43.4121,42.5795,42.6035,1565215.0
2023-02-28,42.8345,43.2003,42.7094,42.8827,2013505.0
2023-03-01,42.873,43.9607,42.7383,43.8645,2310478.0
2023-03-02,43.595,43.6816,42.6228,43.2869,1657648.0
2023-03-03,43.0752,43.749,42.7864,43.7105,1542460.0
2023-03-04,43.0752,43.749,42.7864,43.7105,1542460.0
2023-03-05,43.0752,43.749,42.7864,43.7105,1542460.0
2023-03-06,43.4025,43.8115,43.1907,43.3928,1792424.0
2023-03-07,43.7682,44.2591,43.1522,43.4987,1331412.0
2023-03-08,43.5565,43.6623,42.0741,42.3532,1778608.0
2023-03-09,42.4206,42.565,40.8131,40.8901,1246519.0
2023-03-10,40.1105,40.3896,38.5703,38.8591,2587171.0
2023-03-11,40.1105,40.3896,38.5703,38.8591,2587171.0
2023-03-12,40.1105,40.3896,38.5703,38.8591,2587171.0
2023-03-13,37.5211,37.5404,35.2158,35.2687,4192071.0
2023-03-14,37.3479,38.7677,37.2516,38.3586,4066147.0
2023-03-15,36.8473,37.3725,35.3794,36.443,3314709.0
2023-03-16,35.7981,37.3382,35.1147,36.9725,2756680.0
2023-03-17,36.7511,36.9051,34.9126,35.2783,5937922.0
2023-03-18,36.7511,36.9051,34.9126,35.2783,5937922.0
2023-03-19,36.7511,36.9051,34.9126,35.2783,5937922.0
2023-03-20,36.8088,37.7233,36.1639,37.1457,2470985.0
2023-03-21,38.2912,38.6377,37.8195,38.0794,2470765.0
2023-03-22,37.6751,37.9928,36.5682,36.5874,1582901.0
2023-03-23,36.7703,37.0109,35.7404,36.1928,1910964.0
2023-03-24,35.519,36.5971,35.3457,36.5778,2367324.0
2023-03-25,35.519,36.5971,35.3457,36.5778,2367324.0
2023-03-26,35.519,36.5971,35.3457,36.5778,2367324.0
2023-03-27,37.5019,38.1131,36.9917,37.6463,3440615.0
2023-03-28,37.5404,37.6944,36.9869,37.3382,1869783.0
2023-03-29,37.9062,38.1757,37.55,37.8388,1186567.0
2023-03-30,37.9254,38.1757,37.4345,37.55,1098936.0
2023-03-31,37.7425,38.0794,37.6415,38.0794,1227769.0
2023-04-01,37.7425,38.0794,37.6415,38.0794,1227769.0
2023-04-02,37.7425,38.0794,37.6415,38.0794,1227769.0
2023-04-03,38.2238,38.4837,37.6318,37.7329,1683197.0
2023-04-04,37.9832,37.9832,36.9051,37.627,1680338.0
2023-04-05,37.0302,37.935,37.0302,37.7906,1466146.0
2023-04-06,37.7377,38.012,37.3479,37.3864,823987.0
2023-04-07,37.7377,38.012,37.3479,37.3864,823987.0
2023-04-08,37.7377,38.012,37.3479,37.3864,823987.0
2023-04-09,37.7377,38.012,37.3479,37.3864,823987.0
2023-04-10,37.473,38.0939,37.473,37.8292,794517.0
2023-04-11,37.8292,38.3297,37.5885,38.1757,1259938.0
2023-04-12,38.3201,38.7099,38.1083,38.3682,1288415.0
2023-04-13,38.2527,38.4548,37.9254,38.4356,1509302.0
2023-04-14,38.7821,39.1479,38.2334,38.5318,1213482.0
2023-04-15,38.7821,39.1479,38.2334,38.5318,1213482.0
2023-04-16,38.7821,39.1479,38.2334,38.5318,1213482.0
2023-04-17,38.3778,39.4944,38.2238,39.3789,1431930.0
2023-04-18,39.4944,39.788,39.2441,39.6869,1052883.0
2023-04-19,39.8506,40.0912,39.5666,39.8794,986446.0
2023-04-20,39.5618,39.8252,39.4559,39.6869,866966.0
2023-04-21,39.6003,39.6003,38.6091,38.965,1137857.0
2023-04-22,39.6003,39.6003,38.6091,38.965,1137857.0
2023-04-23,39.6003,39.6003,38.6091,38.965,1137857.0
2023-04-24,38.8591,39.4078,38.8206,39.2441,694471.0
2023-04-25,39.35,39.5522,38.7917,38.9265,863392.0
2023-04-26,38.7917,39.3211,38.58,38.7821,988014.0
2023-04-27,38.9956,40.1651,38.9956,40.0535,999241.0
2023-04-28,39.8012,41.2278,39.7623,40.9561,1567401.0
2023-04-29,39.8012,41.2278,39.7623,40.9561,1567401.0
2023-04-30,39.8012,41.2278,39.7623,40.9561,1567401.0
2023-05-01,40.694,41.3443,40.3932,40.597,1807287.0
2023-05-02,40.2185,40.2185,38.8598,39.7526,1746156.0
2023-05-03,43.6736,43.6736,42.2372,42.5866,3236644.0
2023-05-04,42.014,42.014,40.6843,41.6743,2160701.0
2023-05-05,42.4313,43.4697,42.4119,42.8777,1464902.0
2023-05-06,42.4313,43.4697,42.4119,42.8777,1464902.0
2023-05-07,42.4313,43.4697,42.4119,42.8777,1464902.0
2023-05-08,43.6736,44.1103,43.1204,43.46,1381880.0
2023-05-09,43.2853,43.7415,42.9748,43.0039,1670862.0
2023-05-10,43.2756,43.528,42.3536,42.8389,1157356.0
2023-05-11,42.4507,42.7467,42.1304,42.2178,776404.0
2023-05-12,42.4701,42.7807,42.0285,42.6739,1468575.0
2023-05-13,42.4701,42.7807,42.0285,42.6739,1468575.0
2023-05-14,42.4701,42.7807,42.0285,42.6739,1468575.0
2023-05-15,43.0233,43.8385,42.7419,43.3145,1809833.0
2023-05-16,43.3533,44.0326,43.0476,43.2271,1613029.0
2023-05-17,43.4309,44.8867,43.3824,44.6053,1795331.0
2023-05-18,44.5567,45.173,44.1103,45.0517,1293366.0
2023-05-19,45.4884,45.6049,44.712,44.9838,1219517.0
2023-05-20,45.4884,45.6049,44.712,44.9838,1219517.0
2023-05-21,45.4884,45.6049,44.712,44.9838,1219517.0
2023-05-22,45.139,45.3429,44.8624,45.1196,676295.0
2023-05-23,45.0905,45.3526,44.1491,44.1782,1017810.0
2023-05-24,44.0618,44.0618,43.4309,43.5668,873962.0
2023-05-25,43.6153,44.3238,43.4989,44.2365,809770.0
2023-05-26,44.2462,44.5082,43.9356,44.1588,687533.0
2023-05-27,44.2462,44.5082,43.9356,44.1588,687533.0
2023-05-28,44.2462,44.5082,43.9356,44.1588,687533.0
2023-05-29,44.2462,44.5082,43.9356,44.1588,687533.0
2023-05-30,43.9647,44.2462,43.2126,43.7512,1257727.0
2023-05-31,43.1786,43.3824,42.1498,42.1692,1797786.0
2023-06-01,42.6351,42.7224,41.9557,42.1984,2039167.0
2023-06-02,42.7516,43.8288,42.6545,43.5668,1105112.0
2023-06-03,42.7516,43.8288,42.6545,43.5668,1105112.0
2023-06-04,42.7516,43.8288,42.6545,43.5668,1105112.0
2023-06-05,43.1883,43.4309,42.538,42.771,1175371.0
2023-06-06,42.8001,43.858,42.8001,43.7512,1006455.0
2023-06-07,44.2073,44.4791,43.5474,44.3432,1332425.0
2023-06-08,44.1006,44.3335,43.8385,44.1588,838220.0
2023-06-09,44.1297,44.547,44.0424,44.1588,706684.0
2023-06-10,44.1297,44.547,44.0424,44.1588,706684.0
2023-06-11,44.1297,44.547,44.0424,44.1588,706684.0
2023-06-12,43.9841,44.4597,43.9113,44.3044,759341.0
2023-06-13,44.1103,44.9061,43.955,44.6344,917964.0
2023-06-14,44.5858,44.9449,43.625,43.9065,1138439.0
2023-06-15,43.7609,44.4451,43.7609,44.3141,1197101.0
2023-06-16,44.4597,44.4791,43.8191,44.0618,2031650.0
2023-06-17,44.4597,44.4791,43.8191,44.0618,2031650.0
2023-06-18,44.4597,44.4791,43.8191,44.0618,2031650.0
2023-06-19,44.4597,44.4791,43.8191,44.0618,2031650.0
2023-06-20,43.8288,44.3335,43.4503,44.2073,1107413.0
2023-06-21,44.1394,44.6538,43.8482,44.2559,1018554.0
2023-06-22,44.285,45.1196,43.858,44.8091,1305507.0
2023-06-23,44.4985,44.8867,44.1879,44.4306,1405585.0
2023-06-24,44.4985,44.8867,44.1879,44.4306,1405585.0
2023-06-25,44.4985,44.8867,44.1879,44.4306,1405585.0
2023-06-26,44.5664,45.3186,44.5297,44.9643,978324.0
2023-06-27,45.042,45.7602,44.9741,45.6437,1015527.0
2023-06-28,45.4108,45.8766,45.2555,45.5078,888438.0
2023-06-29,45.8572,46.294,45.6146,46.0513,848159.0
2023-06-30,46.294,46.6434,46.0902,46.294,979417.0
2023-07-01,46.294,46.6434,46.0902,46.294,979417.0
2023-07-02,46.294,46.6434,46.0902,46.294,979417.0
2023-07-03,46.2843,46.9219,46.1193,46.5851,636046.0
2023-07-04,46.2843,46.9219,46.1193,46.5851,636046.0
2023-07-05,46.1096,46.5948,45.9155,46.556,996606.0
2023-07-06,46.2454,46.983,46.226,46.8666,1052121.0
2023-07-07,46.9733,48.0361,46.9733,47.5654,1718104.0
2023-07-08,46.9733,48.0361,46.9733,47.5654,1718104.0
2023-07-09,46.9733,48.0361,46.9733,47.5654,1718104.0
2023-07-10,47.5071,47.5654,46.8569,46.983,1084530.0
2023-07-11,47.1674,47.5654,46.9297,47.051,1398050.0
2023-07-12,47.2451,47.4586,46.1484,46.1872,1540646.0
2023-07-13,45.8961,46.2212,45.7408,46.0513,1275482.0
2023-07-14,46.3328,46.4784,45.5175,45.8766,954371.0
2023-07-15,46.3328,46.4784,45.5175,45.8766,954371.0
2023-07-16,46.3328,46.4784,45.5175,45.8766,954371.0
2023-07-17,45.8669,47.1771,45.7311,47.0607,1129636.0
2023-07-18,47.1189,47.5556,46.8569,46.8763,1119595.0
2023-07-19,46.7307,47.4004,46.6336,46.7695,1223190.0
2023-07-20,47.1771,47.6867,47.1771,47.6236,695932.0
2023-07-21,47.8759,47.8759,47.1966,47.2742,690138.0
2023-07-22,47.8759,47.8759,47.1966,47.2742,690138.0
2023-07-23,47.8759,47.8759,47.1966,47.2742,690138.0
2023-07-24,47.2548,47.7108,47.2548,47.478,502697.0
2023-07-25,47.4489,47.6236,47.2392,47.3227,880880.0
2023-07-26,47.3227,47.7983,47.3227,47.5071,983150.0
2023-07-27,47.6489,47.7271,47.1942,47.6294,853319.0
2023-07-28,47.8738,48.1085,47.3262,47.7565,984248.0
2023-07-29,47.8738,48.1085,47.3262,47.7565,984248.0
2023-07-30,47.8738,48.1085,47.3262,47.7565,984248.0
2023-07-31,47.9325,48.04,47.0818,47.5316,1116662.0
2023-08-01,47.6294,47.6978,46.7298,47.5511,2046518.0
2023-08-02,47.5218,48.7832,47.5218,48.1183,1569855.0
2023-08-03,48.1574,49.3503,48.0694,49.2721,1690024.0
2023-08-04,49.3601,50.0152,49.0668,49.2036,1133596.0
2023-08-05,49.3601,50.0152,49.0668,49.2036,1133596.0
2023-08-06,49.3601,50.0152,49.0668,49.2036,1133596.0
2023-08-07,49.585,49.9957,49.1264,49.2819,815347.0
2023-08-08,48.6952,48.8907,48.3823,48.6072,819212.0
2023-08-09,48.6659,48.6854,47.7076,47.864,865813.0
2023-08-10,48.0107,48.5534,47.4338,47.5218,916469.0
2023-08-11,47.5316,48.2747,47.5316,48.1574,751018.0
2023-08-12,47.5316,48.2747,47.5316,48.1574,751018.0
2023-08-13,47.5316,48.2747,47.5316,48.1574,751018.0
2023-08-14,48.2356,48.4018,47.8249,48.3236,916094.0
2023-08-15,47.9032,48.0205,47.6489,47.8445,637903.0
2023-08-16,47.7467,48.3823,47.7076,47.7271,675404.0
2023-08-17,47.9912,48.3823,47.8543,48.0009,1042317.0
2023-08-18,47.7369,48.1183,47.5609,47.7076,1009626.0
2023-08-19,47.7369,48.1183,47.5609,47.7076,1009626.0
2023-08-20,47.7369,48.1183,47.5609,47.7076,1009626.0
2023-08-21,48.0205,48.1623,47.4338,47.9716,781825.0
2023-08-22,47.864,48.1085,47.2871,47.2969,648729.0
2023-08-23,47.4142,47.4142,46.8764,47.3751,646797.0
2023-08-24,47.1307,48.0254,47.1307,47.7076,769150.0
2023-08-25,47.8152,48.3138,47.4338,47.8934,748752.0
2023-08-26,47.8152,48.3138,47.4338,47.8934,748752.0
2023-08-27,47.8152,48.3138,47.4338,47.8934,748752.0
2023-08-28,47.8934,48.3921,47.8934,48.0987,426143.0
2023-08-29,48.3138,48.5192,47.8934,48.3432,832752.0
2023-08-30,48.4801,48.7392,48.1085,48.1965,747067.0
2023-08-31,48.1769,48.5632,48.0596,48.0987,963502.0
2023-09-01,48.4018,48.5876,48.0498,48.3823,904067.0
2023-09-02,48.4018,48.5876,48.0498,48.3823,904067.0
2023-09-03,48.4018,48.5876,48.0498,48.3823,904067.0
2023-09-04,48.4018,48.5876,48.0498,48.3823,904067.0
2023-09-05,48.2845,48.2845,47.6098,47.7858,1037761.0
2023-09-06,47.7174,47.8005,47.1356,47.512,867979.0
2023-09-07,47.4534,47.6391,46.5733,46.8471,1919596.0
2023-09-08,46.632,47.4045,46.5244,47.072,934850.0
2023-09-09,46.632,47.4045,46.5244,47.072,934850.0
2023-09-10,46.632,47.4045,46.5244,47.072,934850.0
2023-09-11,47.2871,48.0987,47.2725,47.3556,1169296.0
