,CW US Equity,CW US Equity,CW US Equity,CW US Equity,CW US Equity
2023-08-15,205.2138,205.4531,202.961,203.2592,84996.0
2023-08-16,203.9074,204.8747,202.4115,203.0199,107477.0
2023-08-17,203.0897,204.3462,199.8785,199.9583,144504.0
2023-08-18,199.8785,202.8802,198.8613,201.0553,175076.0
2023-08-19,199.8785,202.8802,198.8613,201.0553,175076.0
2023-08-20,199.8785,202.8802,198.8613,201.0553,175076.0
2023-08-21,200.8459,204.7551,200.8459,203.5983,152271.0
2023-08-22,203.7877,205.4332,203.698,204.4659,181916.0
2023-08-23,204.6853,206.4703,204.2365,205.7423,198955.0
2023-08-24,204.8049,206.4304,203.4487,203.5584,188527.0
2023-08-25,205.1639,206.4604,204.057,205.0143,92250.0
2023-08-26,205.1639,206.4604,204.057,205.0143,92250.0
2023-08-27,205.1639,206.4604,204.057,205.0143,92250.0
2023-08-28,204.8149,207.4277,204.8149,206.8094,99759.0
2023-08-29,206.5701,208.0859,205.0742,207.2582,85769.0
2023-08-30,208.0061,209.123,206.0315,207.5773,106426.0
2023-08-31,207.9263,209.0881,207.0487,207.4177,117492.0
2023-09-01,209.1928,209.1928,207.2582,208.2554,116062.0
2023-09-02,209.1928,209.1928,207.2582,208.2554,116062.0
2023-09-03,209.1928,209.1928,207.2582,208.2554,116062.0
2023-09-04,209.1928,209.1928,207.2582,208.2554,116062.0
2023-09-05,206.9291,207.3629,202.8005,202.9102,158448.0
2023-09-06,203.1894,204.5307,201.155,202.1522,114668.0
2023-09-07,202.8204,202.8204,199.9284,200.9157,157407.0
2023-09-08,200.8758,201.6287,198.1882,198.991,121294.0
2023-09-09,200.8758,201.6287,198.1882,198.991,121294.0
2023-09-10,200.8758,201.6287,198.1882,198.991,121294.0
2023-09-11,199.1605,201.3445,196.8668,200.796,183793.0
2023-09-12,199.4198,202.9002,199.4198,202.6708,176600.0
2023-09-13,202.0326,204.0969,200.1278,200.5666,130883.0
2023-09-14,200.5267,201.7932,199.6716,201.6436,151506.0
2023-09-15,200.8558,201.7484,199.1306,200.0281,704227.0
2023-09-16,200.8558,201.7484,199.1306,200.0281,704227.0
2023-09-17,200.8558,201.7484,199.1306,200.0281,704227.0
2023-09-18,200.2375,205.7604,200.2375,204.2166,147647.0
2023-09-19,203.7279,205.513,203.7279,204.6952,138089.0
2023-09-20,205.3335,206.0415,202.7755,202.8204,138252.0
2023-09-21,202.8204,203.2193,198.4225,198.6818,110918.0
2023-09-22,198.5023,200.0181,197.176,197.2458,113161.0
2023-09-23,198.5023,200.0181,197.176,197.2458,113161.0
2023-09-24,198.5023,200.0181,197.176,197.2458,113161.0
2023-09-25,196.9765,199.1705,196.9117,198.1533,88435.0
2023-09-26,197.156,197.8741,195.341,195.371,117306.0
2023-09-27,196.0491,198.5422,195.9244,196.9366,92879.0
2023-09-28,197.3959,199.8716,197.1363,197.5556,171783.0
2023-09-29,199.043,199.043,194.7605,195.2896,153434.0
2023-09-30,199.043,199.043,194.7605,195.2896,153434.0
2023-10-01,199.043,199.043,194.7605,195.2896,153434.0
2023-10-02,194.8803,195.1897,191.6659,192.714,123981.0
2023-10-03,192.4345,193.882,191.3963,192.6142,226324.0
2023-10-04,192.7739,193.4627,190.3082,192.6242,176465.0
2023-10-05,192.5044,194.2015,191.9154,192.4944,131266.0
2023-10-06,192.145,194.7655,191.4662,193.5825,140523.0
2023-10-07,192.145,194.7655,191.4662,193.5825,140523.0
2023-10-08,192.145,194.7655,191.4662,193.5825,140523.0
2023-10-09,196.4376,201.6519,193.9219,200.3707,147080.0
2023-10-10,201.329,202.6467,199.5272,202.4071,212740.0
2023-10-11,203.2357,205.7713,202.3988,205.4219,184613.0
2023-10-12,206.3303,207.2188,203.2457,204.2739,145446.0
2023-10-13,205.5217,206.53,203.9045,205.2622,164798.0
2023-10-14,205.5217,206.53,203.9045,205.2622,164798.0
2023-10-15,205.5217,206.53,203.9045,205.2622,164798.0
2023-10-16,206.3503,209.6345,205.5517,205.6615,129381.0
2023-10-17,205.5517,209.8442,205.5517,208.0773,197510.0
2023-10-18,207.3685,208.5964,204.813,204.8429,158449.0
2023-10-19,204.6832,206.48,202.2874,202.9462,331056.0
2023-10-20,203.8147,205.0525,200.6302,201.1493,227236.0
2023-10-21,203.8147,205.0525,200.6302,201.1493,227236.0
2023-10-22,203.8147,205.0525,200.6302,201.1493,227236.0
2023-10-23,200.6502,201.4154,199.2526,199.3125,169060.0
2023-10-24,200.7301,200.7301,198.0048,198.0148,76661.0
2023-10-25,198.8234,199.5621,197.6055,197.6854,145178.0
2023-10-26,197.6454,200.7101,197.4957,198.2744,170529.0
2023-10-27,197.2461,198.1346,194.1216,195.3295,207092.0
2023-10-28,197.2461,198.1346,194.1216,195.3295,207092.0
2023-10-29,197.2461,198.1346,194.1216,195.3295,207092.0
2023-10-30,196.4675,197.7752,194.8004,195.8286,136361.0
2023-10-31,196.6572,198.7934,195.7587,198.464,196387.0
2023-11-01,198.7136,200.8798,197.7353,200.0513,189698.0
2023-11-02,200.0513,205.0725,198.0997,203.9245,160638.0
2023-11-03,205.8312,206.8744,203.2956,203.3954,175633.0
2023-11-04,205.8312,206.8744,203.2956,203.3954,175633.0
2023-11-05,205.8312,206.8744,203.2956,203.3954,175633.0
2023-11-06,203.3954,207.3785,202.8663,207.1888,212947.0
2023-11-07,207.069,208.6263,205.6615,208.0373,170413.0
2023-11-08,208.8359,209.1254,203.2507,204.3637,93351.0
2023-11-09,205.332,207.8576,204.9777,205.4718,182108.0
2023-11-10,206.1207,207.2088,204.1391,207.1189,138822.0
2023-11-11,206.1207,207.2088,204.1391,207.1189,138822.0
2023-11-12,206.1207,207.2088,204.1391,207.1189,138822.0
2023-11-13,207.648,214.5909,207.648,212.9987,238289.0
2023-11-14,213.5777,216.1682,213.5777,214.2864,279557.0
2023-11-15,213.7174,214.6258,211.2717,212.6193,171869.0
2023-11-16,212.839,215.3745,210.4831,210.6328,169571.0
2023-11-17,211.5213,212.8489,209.8342,209.954,128759.0
2023-11-18,211.5213,212.8489,209.8342,209.954,128759.0
2023-11-19,211.5213,212.8489,209.8342,209.954,128759.0
2023-11-20,209.954,212.417,209.6745,211.2817,301391.0
2023-11-21,210.882,212.5956,210.3874,212.0611,116923.0
2023-11-22,211.7213,215.4553,211.7213,213.8696,130074.0
2023-11-23,211.7213,215.4553,211.7213,213.8696,130074.0
2023-11-24,214.1594,214.9588,213.5299,213.9396,38533.0
2023-11-25,214.1594,214.9588,213.5299,213.9396,38533.0
2023-11-26,214.1594,214.9588,213.5299,213.9396,38533.0
2023-11-27,213.7098,214.8988,212.3309,213.6598,131914.0
2023-11-28,213.6598,213.6598,209.5331,209.8828,269828.0
2023-11-29,211.3017,212.2209,208.8436,210.4024,303457.0
2023-11-30,211.2417,214.2593,211.2417,213.7297,212713.0
2023-12-01,213.8996,218.9756,212.161,218.8756,297652.0
2023-12-02,213.8996,218.9756,212.161,218.8756,297652.0
2023-12-03,213.8996,218.9756,212.161,218.8756,297652.0
2023-12-04,218.8756,221.0639,215.7781,217.4468,211218.0
2023-12-05,217.187,217.3525,215.2036,215.7781,96124.0
2023-12-06,215.8081,217.9164,213.7197,214.4392,125948.0
2023-12-07,214.7789,214.9787,212.5807,214.5791,147856.0
2023-12-08,214.5791,216.4276,213.56,215.4184,119810.0
2023-12-09,214.5791,216.4276,213.56,215.4184,119810.0
2023-12-10,214.5791,216.4276,213.56,215.4184,119810.0
2023-12-11,215.4284,217.3469,215.1636,216.4476,196548.0
2023-12-12,216.5075,221.7334,215.948,220.9939,232864.0
2023-12-13,220.874,224.5611,220.5743,222.3029,219931.0
2023-12-14,222.6027,223.2671,216.7873,218.0163,284793.0
2023-12-15,217.5267,221.0089,217.5267,219.5151,387179.0
2023-12-16,217.5267,221.0089,217.5267,219.5151,387179.0
2023-12-17,217.5267,221.0089,217.5267,219.5151,387179.0
2023-12-18,219.725,220.7755,218.2961,219.4552,101923.0
2023-12-19,219.4552,221.3237,219.1554,221.0039,103690.0
2023-12-20,221.6634,221.6634,216.4676,217.2469,259214.0
2023-12-21,218.6258,219.2753,215.7381,218.8257,221733.0
2023-12-22,220.0747,221.9732,219.4252,220.7641,108972.0
2023-12-23,220.0747,221.9732,219.4252,220.7641,108972.0
2023-12-24,220.0747,221.9732,219.4252,220.7641,108972.0
2023-12-25,220.0747,221.9732,219.4252,220.7641,108972.0
2023-12-26,220.6942,221.9482,219.8449,221.0839,207495.0
2023-12-27,220.954,221.6834,220.3944,221.4936,47520.0
2023-12-28,220.6942,223.9316,220.5243,221.3736,80369.0
2023-12-29,221.6934,223.7118,221.3936,222.6127,148130.0
2023-12-30,221.6934,223.7118,221.3936,222.6127,148130.0
2023-12-31,221.6934,223.7118,221.3936,222.6127,148130.0
2024-01-01,221.6934,223.7118,221.3936,222.6127,148130.0
2024-01-02,222.6127,224.2713,221.5635,222.183,113790.0
2024-01-03,221.6035,221.6035,217.9464,218.2162,203371.0
2024-01-04,219.0855,220.0697,216.6574,217.0971,191955.0
2024-01-05,216.4076,217.9764,215.6282,217.5567,151129.0
2024-01-06,216.4076,217.9764,215.6282,217.5567,151129.0
2024-01-07,216.4076,217.9764,215.6282,217.5567,151129.0
2024-01-08,216.6574,216.6574,213.1102,215.4684,202248.0
2024-01-09,214.4691,214.7489,211.8812,214.2493,114653.0
2024-01-10,215.0187,218.406,214.6964,218.366,132668.0
2024-01-11,218.2461,218.8956,217.0221,218.2961,120816.0
2024-01-12,220.0547,222.4328,219.0363,222.3229,106482.0
2024-01-13,220.0547,222.4328,219.0363,222.3229,106482.0
2024-01-14,220.0547,222.4328,219.0363,222.3229,106482.0
2024-01-15,220.0547,222.4328,219.0363,222.3229,106482.0
2024-01-16,221.5635,221.7134,217.9064,220.2146,193616.0
2024-01-17,219.1454,221.7234,217.3921,220.2545,157966.0
2024-01-18,221.0139,224.1015,220.7993,223.6418,130850.0
2024-01-19,224.3213,224.3213,221.8333,222.5927,110275.0
2024-01-20,224.3213,224.3213,221.8333,222.5927,110275.0
2024-01-21,224.3213,224.3213,221.8333,222.5927,110275.0
2024-01-22,222.7825,226.8192,222.7825,225.95,102826.0
2024-01-23,226.9992,227.0191,224.3413,225.3405,99054.0
2024-01-24,226.0299,227.5487,222.6526,223.0423,134413.0
2024-01-25,224.4612,225.3655,221.6434,224.0815,178840.0
2024-01-26,225.0707,226.2441,223.9016,225.5503,85663.0
2024-01-27,225.0707,226.2441,223.9016,225.5503,85663.0
2024-01-28,225.0707,226.2441,223.9016,225.5503,85663.0
2024-01-29,225.8501,226.7197,223.3721,225.91,119041.0
2024-01-30,225.7302,226.3197,224.726,225.2705,138943.0
2024-01-31,225.8501,225.8501,221.7134,222.3928,140440.0
2024-02-01,223.442,224.3313,221.5835,224.1614,272326.0
2024-02-02,223.2322,226.2098,221.8533,225.7002,123538.0
2024-02-03,223.2322,226.2098,221.8533,225.7002,123538.0
2024-02-04,223.2322,226.2098,221.8533,225.7002,123538.0
2024-02-05,224.0215,226.2997,220.7242,225.7701,102395.0
2024-02-06,225.8501,226.8593,224.1714,226.7194,114136.0
2024-02-07,227.0991,228.4578,226.3497,226.6994,130060.0
2024-02-08,227.3089,227.3089,224.0016,226.2697,188689.0
2024-02-09,226.8193,228.7478,225.5503,228.6379,157687.0
2024-02-10,226.8193,228.7478,225.5503,228.6379,157687.0
2024-02-11,226.8193,228.7478,225.5503,228.6379,157687.0
2024-02-12,228.6379,229.737,227.7985,228.458,148000.0
2024-02-13,226.5195,229.2374,225.1485,228.7278,202018.0
2024-02-14,227.8185,234.9428,226.4896,234.4632,306446.0
2024-02-15,231.9552,238.54,229.8169,236.1818,252813.0
2024-02-16,236.7514,237.8127,233.3541,233.524,252384.0
2024-02-17,236.7514,237.8127,233.3541,233.524,252384.0
2024-02-18,236.7514,237.8127,233.3541,233.524,252384.0
2024-02-19,236.7514,237.8127,233.3541,233.524,252384.0
2024-02-20,233.1443,236.3317,232.6297,234.6031,131646.0
2024-02-21,235.5623,239.0596,235.4225,238.9596,168531.0
2024-02-22,239.5592,240.1087,237.1011,238.3401,149418.0
2024-02-23,238.7498,239.3793,237.6369,238.7998,107670.0
2024-02-24,238.7498,239.3793,237.6369,238.7998,107670.0
2024-02-25,238.7498,239.3793,237.6369,238.7998,107670.0
2024-02-26,238.7998,239.6791,237.7106,237.8205,134623.0
2024-02-27,236.6315,238.6449,234.4037,235.8421,196288.0
2024-02-28,235.6123,236.3342,234.1834,235.3125,204363.0
2024-02-29,235.9121,237.3209,234.3033,236.0819,333830.0
2024-03-01,235.6523,237.9504,234.8929,237.9404,149341.0
2024-03-02,235.6523,237.9504,234.8929,237.9404,149341.0
2024-03-03,235.6523,237.9504,234.8929,237.9404,149341.0
2024-03-04,238.45,241.4177,237.4209,239.9289,276725.0
2024-03-05,240.4185,242.5967,237.241,238.7498,181782.0
2024-03-06,239.9788,241.5276,239.1593,241.4377,139450.0
2024-03-07,241.8673,243.0164,240.3635,242.5568,188033.0
2024-03-08,243.0464,243.9557,240.5783,241.7174,176936.0
2024-03-09,243.0464,243.9557,240.5783,241.7174,176936.0
2024-03-10,243.0464,243.9557,240.5783,241.7174,176936.0
2024-03-11,240.9081,240.9081,236.2718,237.4009,126504.0
2024-03-12,236.7214,239.729,236.1219,239.699,145281.0
2024-03-13,239.799,240.9281,237.9604,240.7482,153244.0
2024-03-14,241.5276,241.9872,238.6199,240.7782,125158.0
2024-03-15,239.5891,244.4553,239.5891,242.6767,587814.0
2024-03-16,239.5891,244.4553,239.5891,242.6767,587814.0
2024-03-17,239.5891,244.4553,239.5891,242.6767,587814.0
2024-03-18,243.6559,245.0928,242.6367,244.5352,178672.0
2024-03-19,245.2546,245.6993,241.2478,243.0664,249973.0
2024-03-20,242.8066,245.5944,242.323,245.1347,281985.0
2024-03-21,245.8042,247.4429,245.4963,246.3138,189834.0
2024-03-22,247.3729,249.9309,246.8633,249.811,260394.0
2024-03-23,247.3729,249.9309,246.8633,249.811,260394.0
2024-03-24,247.3729,249.9309,246.8633,249.811,260394.0
2024-03-25,248.552,250.8202,247.3729,249.2514,244554.0
2024-03-26,248.9517,251.5696,248.9517,251.01,186998.0
2024-03-27,252.05,253.71,250.144,253.57,373722.0
2024-03-28,255.61,257.37,252.6,255.94,256635.0
2024-03-29,255.61,257.37,252.6,255.94,256635.0
2024-03-30,255.61,257.37,252.6,255.94,256635.0
2024-03-31,255.61,257.37,252.6,255.94,256635.0
2024-04-01,257.01,257.65,254.995,256.94,320154.0
2024-04-02,256.55,257.91,253.4,254.99,179342.0
2024-04-03,255.0,257.9,254.04,257.29,211196.0
2024-04-04,259.27,259.71,254.9801,255.57,217227.0
2024-04-05,255.5,259.48,254.84,259.13,386962.0
2024-04-06,255.5,259.48,254.84,259.13,386962.0
2024-04-07,255.5,259.48,254.84,259.13,386962.0
2024-04-08,260.16,261.46,258.41,258.92,436915.0
