,EVR US Equity,EVR US Equity,EVR US Equity,EVR US Equity,EVR US Equity
2021-05-30,138.5715,138.5715,136.0374,136.9008,265780.0
2021-05-31,138.5715,138.5715,136.0374,136.9008,265780.0
2021-06-01,138.2242,139.6914,137.1918,138.6278,475738.0
2021-06-02,138.6091,138.961,133.9256,134.1508,446518.0
2021-06-03,133.4657,133.9349,131.2412,133.2779,698214.0
2021-06-04,133.3812,134.1414,131.7387,132.574,343933.0
2021-06-05,133.3812,134.1414,131.7387,132.574,343933.0
2021-06-06,133.3812,134.1414,131.7387,132.574,343933.0
2021-06-07,132.7711,134.1279,132.1141,133.2122,386685.0
2021-06-08,132.7617,133.4563,129.7207,133.1278,418479.0
2021-06-09,132.9588,133.0808,130.7438,131.6354,308314.0
2021-06-10,132.3769,133.109,131.6683,132.1141,281020.0
2021-06-11,132.8837,133.6252,132.0484,133.2498,298874.0
2021-06-12,132.8837,133.6252,132.0484,133.2498,298874.0
2021-06-13,132.8837,133.6252,132.0484,133.2498,298874.0
2021-06-14,132.5271,132.879,127.5808,128.0782,515807.0
2021-06-15,128.5569,130.2557,126.1541,129.2702,524300.0
2021-06-16,128.5663,128.8948,126.1541,127.9374,480359.0
2021-06-17,128.9136,129.2092,121.236,121.5645,570670.0
2021-06-18,120.335,121.6771,118.7582,120.166,811209.0
2021-06-19,120.335,121.6771,118.7582,120.166,811209.0
2021-06-20,120.335,121.6771,118.7582,120.166,811209.0
2021-06-21,121.5457,124.5726,121.5457,122.9536,468402.0
2021-06-22,122.5218,123.6669,120.8512,122.9911,360160.0
2021-06-23,123.7232,124.7181,122.6345,123.6951,345573.0
2021-06-24,124.7463,126.9285,123.8171,126.6704,334863.0
2021-06-25,126.9425,129.885,126.6422,129.4298,463703.0
2021-06-26,126.9425,129.885,126.6422,129.4298,463703.0
2021-06-27,126.9425,129.885,126.6422,129.4298,463703.0
2021-06-28,129.7489,130.0023,124.7744,126.3043,328266.0
2021-06-29,127.7873,129.9742,126.8581,129.2045,381484.0
2021-06-30,129.2233,132.2267,129.1107,132.1235,360705.0
2021-07-01,133.3812,133.7003,130.7532,133.3155,404335.0
2021-07-02,133.7848,135.2959,133.3155,134.7891,324098.0
2021-07-03,133.7848,135.2959,133.3155,134.7891,324098.0
2021-07-04,133.7848,135.2959,133.3155,134.7891,324098.0
2021-07-05,133.7848,135.2959,133.3155,134.7891,324098.0
2021-07-06,135.202,135.202,131.6636,132.8837,445035.0
2021-07-07,132.1047,133.4657,129.3453,131.8138,273676.0
2021-07-08,128.7446,129.5893,126.0415,126.905,331175.0
2021-07-09,129.2702,129.3735,124.4929,126.8111,544106.0
2021-07-10,129.2702,129.3735,124.4929,126.8111,544106.0
2021-07-11,129.2702,129.3735,124.4929,126.8111,544106.0
2021-07-12,125.9101,129.1576,125.4784,128.4537,365783.0
2021-07-13,128.2612,131.5881,127.9093,130.7813,435954.0
2021-07-14,130.9315,132.4614,124.9434,124.9621,290808.0
2021-07-15,123.3196,125.3939,122.963,124.812,483913.0
2021-07-16,126.0791,126.1541,121.5457,121.602,371726.0
2021-07-17,126.0791,126.1541,121.5457,121.602,371726.0
2021-07-18,126.0791,126.1541,121.5457,121.602,371726.0
2021-07-19,119.1993,119.1993,116.9735,117.7069,388417.0
2021-07-20,117.5474,123.8828,116.8998,122.5312,529433.0
2021-07-21,124.5679,126.1072,123.864,125.5159,216601.0
2021-07-22,125.5159,127.8342,125.1874,126.5953,387729.0
2021-07-23,127.8154,128.4161,125.2531,127.0739,270510.0
2021-07-24,127.8154,128.4161,125.2531,127.0739,270510.0
2021-07-25,127.8154,128.4161,125.2531,127.0739,270510.0
2021-07-26,127.0176,128.4724,126.7736,127.0552,331923.0
2021-07-27,125.9383,125.9383,123.1178,125.3564,420902.0
2021-07-28,125.3564,125.3657,120.5133,123.864,766611.0
2021-07-29,125.7787,127.0082,125.0009,125.7787,298734.0
2021-07-30,125.0185,126.4639,123.3009,124.0799,461722.0
2021-07-31,125.0185,126.4639,123.3009,124.0799,461722.0
2021-08-01,125.0185,126.4639,123.3009,124.0799,461722.0
2021-08-02,124.5961,126.661,122.5875,122.8973,478328.0
2021-08-03,123.742,123.742,118.7206,120.7573,448460.0
2021-08-04,119.7061,122.4092,119.3119,121.3486,381802.0
2021-08-05,122.3623,124.1174,122.015,123.9579,325014.0
2021-08-06,125.8632,126.2292,123.7842,124.1644,498512.0
2021-08-07,125.8632,126.2292,123.7842,124.1644,498512.0
2021-08-08,125.8632,126.2292,123.7842,124.1644,498512.0
2021-08-09,124.643,125.4784,123.3196,125.2437,363088.0
2021-08-10,125.3,126.8018,123.8077,126.1729,492824.0
2021-08-11,127.1303,129.4579,125.7693,128.8666,327545.0
2021-08-12,129.4298,131.0254,128.9511,129.8615,245650.0
2021-08-13,129.9929,131.3257,128.7634,129.2421,249407.0
2021-08-14,129.9929,131.3257,128.7634,129.2421,249407.0
2021-08-15,129.9929,131.3257,128.7634,129.2421,249407.0
2021-08-16,128.3598,129.2045,126.7248,128.6789,393894.0
2021-08-17,127.2992,128.0407,123.8922,125.882,244947.0
2021-08-18,125.8256,127.8717,125.3188,125.4314,223212.0
2021-08-19,123.7702,125.713,122.0338,122.3529,210250.0
2021-08-20,122.9536,125.4221,121.893,124.9809,210127.0
2021-08-21,122.9536,125.4221,121.893,124.9809,210127.0
2021-08-22,122.9536,125.4221,121.893,124.9809,210127.0
2021-08-23,126.0978,128.4161,126.0791,127.6559,199864.0
2021-08-24,128.1064,129.167,127.6183,128.2566,198877.0
2021-08-25,128.6977,131.2412,128.5944,129.9178,196496.0
2021-08-26,130.1631,130.8517,127.9089,128.2295,196948.0
2021-08-27,128.2861,131.8326,128.2861,131.776,229883.0
2021-08-28,128.2861,131.8326,128.2861,131.776,229883.0
2021-08-29,128.2861,131.8326,128.2861,131.776,229883.0
2021-08-30,131.5213,134.0492,130.4744,133.0965,494895.0
2021-08-31,133.653,134.3321,130.3989,131.71,424973.0
2021-09-01,132.0873,132.4033,129.6161,132.1627,165234.0
2021-09-02,132.6626,133.521,130.9696,131.7006,219413.0
2021-09-03,131.0214,131.8043,129.4557,130.6347,197414.0
2021-09-04,131.0214,131.8043,129.4557,130.6347,197414.0
2021-09-05,131.0214,131.8043,129.4557,130.6347,197414.0
2021-09-06,131.0214,131.8043,129.4557,130.6347,197414.0
2021-09-07,130.2197,131.776,128.6351,129.9273,297594.0
2021-09-08,129.2954,130.5498,128.4748,129.9839,295652.0
2021-09-09,129.8613,132.408,129.5217,130.4932,275807.0
2021-09-10,131.0497,132.5589,130.0924,131.0592,255443.0
2021-09-11,131.0497,132.5589,130.0924,131.0592,255443.0
2021-09-12,131.0497,132.5589,130.0924,131.0592,255443.0
2021-09-13,132.0778,132.0778,129.7859,131.427,168146.0
2021-09-14,132.2288,132.3797,129.6491,130.531,263725.0
2021-09-15,130.8139,133.4644,130.4084,131.9835,320827.0
2021-09-16,132.3797,133.2003,130.7291,131.3799,284409.0
2021-09-17,131.71,132.6249,128.5785,130.3046,865248.0
2021-09-18,131.71,132.6249,128.5785,130.3046,865248.0
2021-09-19,131.71,132.6249,128.5785,130.3046,865248.0
2021-09-20,126.3243,127.2769,124.8811,126.5035,338818.0
2021-09-21,127.3901,127.8145,124.5793,125.0226,249152.0
2021-09-22,125.9281,128.0409,125.5603,126.7959,210564.0
2021-09-23,127.3335,130.4178,127.0883,129.4369,194867.0
2021-09-24,128.5691,131.1205,128.5597,129.7764,379941.0
2021-09-25,128.5691,131.1205,128.5597,129.7764,379941.0
2021-09-26,128.5691,131.1205,128.5597,129.7764,379941.0
2021-09-27,130.5121,132.3891,130.5121,132.1816,224889.0
2021-09-28,132.0024,132.9928,129.069,129.5783,235497.0
2021-09-29,130.9271,130.9271,128.2861,128.6729,263636.0
2021-09-30,129.8519,129.8519,125.9281,126.079,371549.0
2021-10-01,127.1637,130.8045,126.0979,130.2386,420412.0
2021-10-02,127.1637,130.8045,126.0979,130.2386,420412.0
2021-10-03,127.1637,130.8045,126.0979,130.2386,420412.0
2021-10-04,130.7291,134.8792,129.2293,132.1156,375713.0
2021-10-05,133.7002,136.228,132.9928,134.8509,341884.0
2021-10-06,133.6153,135.247,131.5612,134.5208,244774.0
2021-10-07,136.2846,138.1238,135.813,136.36,323028.0
2021-10-08,136.7939,138.9916,136.0959,138.1899,172487.0
2021-10-09,136.7939,138.9916,136.0959,138.1899,172487.0
2021-10-10,136.7939,138.9916,136.0959,138.1899,172487.0
2021-10-11,140.5384,142.0759,138.1521,138.1804,239383.0
2021-10-12,138.1899,140.1895,137.6051,139.3689,299334.0
2021-10-13,140.0668,141.2411,138.3879,139.6707,303043.0
2021-10-14,141.8589,143.967,140.8733,142.4815,462114.0
2021-10-15,143.9906,147.8672,143.9906,145.6978,362249.0
2021-10-16,143.9906,147.8672,143.9906,145.6978,362249.0
2021-10-17,143.9906,147.8672,143.9906,145.6978,362249.0
2021-10-18,145.9525,149.4895,145.7733,147.4616,362681.0
2021-10-19,148.2068,149.8668,147.9144,149.7536,444004.0
2021-10-20,149.7536,153.9226,149.0273,153.9132,518351.0
2021-10-21,154.1207,155.2808,150.2158,152.7247,557827.0
2021-10-22,152.9605,153.7057,150.81,150.9892,348035.0
2021-10-23,152.9605,153.7057,150.81,150.9892,348035.0
2021-10-24,152.9605,153.7057,150.81,150.9892,348035.0
2021-10-25,151.4514,152.8851,149.1028,152.8379,483323.0
2021-10-26,153.6302,154.1395,151.7061,151.8664,441148.0
2021-10-27,151.923,153.6114,140.9535,141.8684,745784.0
2021-10-28,144.1132,145.0752,141.8306,143.7642,680683.0
2021-10-29,142.8022,144.4735,140.8025,143.2172,694736.0
2021-10-30,142.8022,144.4735,140.8025,143.2172,694736.0
2021-10-31,142.8022,144.4735,140.8025,143.2172,694736.0
2021-11-01,144.9055,146.6505,144.9055,145.6789,443976.0
2021-11-02,145.3017,146.1977,143.3964,143.6416,293490.0
2021-11-03,143.1228,146.2336,143.1228,145.5375,313366.0
2021-11-04,144.0661,145.943,141.1798,142.5192,334492.0
2021-11-05,143.4058,145.4809,142.0287,142.6607,494450.0
2021-11-06,143.4058,145.4809,142.0287,142.6607,494450.0
2021-11-07,143.4058,145.4809,142.0287,142.6607,494450.0
2021-11-08,143.3775,144.632,142.0759,142.9436,595479.0
2021-11-09,142.4249,144.036,141.0195,142.7267,290652.0
2021-11-10,142.0853,143.8963,141.3873,142.1702,280746.0
2021-11-11,142.9436,146.4901,142.6135,145.6129,291254.0
2021-11-12,145.6978,147.0843,144.6886,146.8202,287210.0
2021-11-13,145.6978,147.0843,144.6886,146.8202,287210.0
2021-11-14,145.6978,147.0843,144.6886,146.8202,287210.0
2021-11-15,148.1124,148.7444,145.9996,146.4995,759870.0
2021-11-16,145.6978,146.5467,144.3207,145.2451,387160.0
2021-11-17,144.9715,145.6884,143.3964,144.0378,330300.0
2021-11-18,144.5848,145.7261,142.8776,143.0757,285907.0
2021-11-19,141.4817,142.8304,140.1125,141.3496,317114.0
2021-11-20,141.4817,142.8304,140.1125,141.3496,317114.0
2021-11-21,141.4817,142.8304,140.1125,141.3496,317114.0
2021-11-22,141.7552,143.4152,140.8025,140.8874,423309.0
2021-11-23,141.9061,142.3211,139.8641,141.3685,332052.0
2021-11-24,140.8758,141.7096,139.2271,140.8284,337557.0
2021-11-25,140.8758,141.7096,139.2271,140.8284,337557.0
2021-11-26,136.7636,137.5168,135.0486,135.7876,248988.0
2021-11-27,136.7636,137.5168,135.0486,135.7876,248988.0
2021-11-28,136.7636,137.5168,135.0486,135.7876,248988.0
2021-11-29,137.6921,138.488,134.698,137.5311,314543.0
2021-11-30,136.015,137.0952,131.1638,131.4196,838705.0
2021-12-01,134.7075,135.7308,128.3402,128.3402,459019.0
2021-12-02,129.4678,132.5093,128.1886,131.846,701470.0
2021-12-03,132.6514,133.0967,125.1471,127.1274,572033.0
2021-12-04,132.6514,133.0967,125.1471,127.1274,572033.0
2021-12-05,132.6514,133.0967,125.1471,127.1274,572033.0
2021-12-06,128.4918,130.4342,126.5636,128.2644,967771.0
2021-12-07,130.6048,133.092,129.6573,131.3438,343909.0
2021-12-08,126.4547,130.3859,125.9904,129.4867,723834.0
2021-12-09,128.9466,131.069,128.2739,128.814,447525.0
2021-12-10,130.6521,130.6521,128.4918,129.174,529631.0
2021-12-11,130.6521,130.6521,128.4918,129.174,529631.0
2021-12-12,130.6521,130.6521,128.4918,129.174,529631.0
2021-12-13,128.3781,129.6194,125.185,125.8198,553629.0
2021-12-14,125.1376,131.2585,125.0713,130.0078,610417.0
2021-12-15,130.0268,130.8985,128.0181,130.2068,683792.0
2021-12-16,131.9692,132.9025,128.6908,129.4772,287155.0
2021-12-17,128.975,129.084,126.2936,126.8147,596699.0
2021-12-18,128.975,129.084,126.2936,126.8147,596699.0
2021-12-19,128.975,129.084,126.2936,126.8147,596699.0
2021-12-20,124.9481,125.6449,119.86,122.1814,361333.0
2021-12-21,123.849,125.8483,123.669,125.7725,345482.0
2021-12-22,125.7914,127.0611,125.0808,126.8621,285544.0
2021-12-23,127.7338,129.5246,127.2127,128.5866,227165.0
2021-12-24,127.7338,129.5246,127.2127,128.5866,227165.0
2021-12-25,127.7338,129.5246,127.2127,128.5866,227165.0
2021-12-26,127.7338,129.5246,127.2127,128.5866,227165.0
2021-12-27,128.7287,131.0975,128.1318,130.6995,214518.0
2021-12-28,130.9364,131.8934,129.9131,130.6427,184952.0
2021-12-29,130.4342,130.9932,129.0698,129.5625,149746.0
2021-12-30,129.5625,131.1543,128.9466,129.0793,136153.0
2021-12-31,128.6529,129.7425,128.3497,128.7192,180347.0
2022-01-01,128.6529,129.7425,128.3497,128.7192,180347.0
2022-01-02,128.6529,129.7425,128.3497,128.7192,180347.0
2022-01-03,129.2404,131.9123,128.814,129.8657,350311.0
2022-01-04,131.4954,133.5515,130.7658,132.3482,277914.0
2022-01-05,132.8409,133.8595,127.0611,127.5443,306752.0
2022-01-06,125.962,130.2589,125.962,130.1784,303810.0
2022-01-07,131.2964,131.4465,128.8898,129.8468,337413.0
2022-01-08,131.2964,131.4465,128.8898,129.8468,337413.0
2022-01-09,131.2964,131.4465,128.8898,129.8468,337413.0
2022-01-10,129.5246,130.1026,127.0516,129.3067,358203.0
2022-01-11,130.0078,133.3052,128.6908,132.3766,251617.0
2022-01-12,132.9072,134.7122,131.666,132.0734,291734.0
2022-01-13,132.8693,133.6842,129.1172,129.8752,226699.0
2022-01-14,127.9233,128.2076,124.4933,126.2367,311924.0
2022-01-15,127.9233,128.2076,124.4933,126.2367,311924.0
2022-01-16,127.9233,128.2076,124.4933,126.2367,311924.0
2022-01-17,127.9233,128.2076,124.4933,126.2367,311924.0
2022-01-18,125.005,125.005,118.6282,119.1115,513692.0
2022-01-19,120.4475,120.9306,115.8047,116.1173,545789.0
2022-01-20,117.1122,119.0925,115.1414,115.1793,808796.0
2022-01-21,115.2362,115.3688,111.5598,112.2989,514105.0
2022-01-22,115.2362,115.3688,111.5598,112.2989,514105.0
2022-01-23,115.2362,115.3688,111.5598,112.2989,514105.0
2022-01-24,109.0489,114.4118,105.6568,113.9191,729058.0
2022-01-25,111.7209,113.5591,108.9021,112.1283,451030.0
2022-01-26,113.8054,115.8047,110.3328,111.3419,435936.0
2022-01-27,112.621,114.047,109.2384,110.1196,555026.0
2022-01-28,109.7785,113.6538,108.3572,113.5306,274083.0
2022-01-29,109.7785,113.6538,108.3572,113.5306,274083.0
2022-01-30,109.7785,113.6538,108.3572,113.5306,274083.0
2022-01-31,113.0948,118.3819,112.8011,118.2682,506590.0
2022-02-01,117.9081,120.6417,115.8047,119.9737,782933.0
2022-02-02,126.0188,127.099,115.672,119.4052,878300.0
2022-02-03,120.9875,122.7499,117.8892,121.4518,614732.0
2022-02-04,122.1056,124.2943,121.6461,122.6078,515371.0
2022-02-05,122.1056,124.2943,121.6461,122.6078,515371.0
2022-02-06,122.1056,124.2943,121.6461,122.6078,515371.0
2022-02-07,122.2288,123.9059,121.7455,122.8447,358328.0
2022-02-08,121.8119,124.2849,119.6516,121.1486,721072.0
2022-02-09,122.8257,127.4875,121.9635,126.6252,816828.0
2022-02-10,123.7258,125.9809,120.7222,120.7696,1072061.0
2022-02-11,120.8833,123.8159,116.0889,116.7901,860084.0
2022-02-12,120.8833,123.8159,116.0889,116.7901,860084.0
2022-02-13,120.8833,123.8159,116.0889,116.7901,860084.0
2022-02-14,116.7901,119.1494,115.8047,116.828,979378.0
2022-02-15,119.0641,121.3002,118.4245,120.3053,731557.0
2022-02-16,119.2915,121.0823,117.8702,120.258,482079.0
2022-02-17,118.6472,119.4952,117.1785,117.2354,427158.0
2022-02-18,117.6334,118.5998,114.3076,114.4592,859681.0
2022-02-19,117.6334,118.5998,114.3076,114.4592,859681.0
2022-02-20,117.6334,118.5998,114.3076,114.4592,859681.0
2022-02-21,117.6334,118.5998,114.3076,114.4592,859681.0
2022-02-22,113.379,114.516,111.9199,113.0474,628322.0
2022-02-23,117.0648,119.1746,115.8615,116.2784,933773.0
2022-02-24,111.524,118.6127,110.3806,117.8981,640867.0
2022-02-25,118.3269,123.1575,118.3269,121.8141,543404.0
2022-02-26,118.3269,123.1575,118.3269,121.8141,543404.0
2022-02-27,118.3269,123.1575,118.3269,121.8141,543404.0
2022-02-28,119.2321,121.8808,118.8319,121.0138,465642.0
2022-03-01,120.0515,121.9475,116.2689,118.2126,781529.0
2022-03-02,119.8133,121.0042,117.9934,118.5651,845653.0
2022-03-03,119.0987,119.0987,114.8969,117.6409,321506.0
2022-03-04,114.4681,115.1827,111.8051,113.1342,358437.0
2022-03-05,114.4681,115.1827,111.8051,113.1342,358437.0
2022-03-06,114.4681,115.1827,111.8051,113.1342,358437.0
2022-03-07,112.6769,112.9818,105.1117,105.1594,707747.0
2022-03-08,105.7406,107.0459,101.8341,103.0727,601722.0
2022-03-09,106.4456,109.1134,106.2217,107.9129,268384.0
2022-03-10,105.2356,106.3964,103.5491,106.055,455106.0
2022-03-11,107.1316,107.8612,104.9593,105.4452,260751.0
2022-03-12,107.1316,107.8612,104.9593,105.4452,260751.0
2022-03-13,107.1316,107.8612,104.9593,105.4452,260751.0
2022-03-14,106.6933,108.799,105.3499,105.6643,238047.0
2022-03-15,106.3599,109.4755,106.3456,107.1316,333878.0
2022-03-16,109.9233,112.5244,109.0182,111.4763,495789.0
2022-03-17,109.304,111.3715,107.0745,111.0571,343884.0
2022-03-18,111.0476,112.6864,109.6851,112.1624,611952.0
2022-03-19,111.0476,112.6864,109.6851,112.1624,611952.0
2022-03-20,111.0476,112.6864,109.6851,112.1624,611952.0
2022-03-21,112.6102,112.6102,109.7137,110.2949,240175.0
2022-03-22,111.3811,112.8293,110.7945,112.0576,355378.0
2022-03-23,111.0285,111.1619,109.0753,109.3993,218361.0
2022-03-24,110.2758,110.4283,108.78,110.2282,324261.0
2022-03-25,110.8856,111.5429,107.3127,108.4941,339435.0
2022-03-26,110.8856,111.5429,107.3127,108.4941,339435.0
2022-03-27,110.8856,111.5429,107.3127,108.4941,339435.0
2022-03-28,108.5799,109.7423,107.2317,109.1611,450072.0
2022-03-29,111.4763,113.7916,111.3144,113.2009,369758.0
2022-03-30,112.4577,112.4577,108.6656,109.0086,242270.0
2022-03-31,109.123,109.6756,106.0455,106.0645,386105.0
2022-04-01,106.7791,107.8748,103.9303,106.5218,509972.0
2022-04-02,106.7791,107.8748,103.9303,106.5218,509972.0
2022-04-03,106.7791,107.8748,103.9303,106.5218,509972.0
2022-04-04,106.6362,107.8081,105.6929,106.8363,357266.0
2022-04-05,106.6171,107.1983,104.0541,104.6544,720539.0
2022-04-06,103.3776,103.7588,99.9667,100.5955,533407.0
2022-04-07,99.576,101.8008,98.2421,100.3954,498435.0
2022-04-08,100.4621,104.3209,100.4621,102.6249,627986.0
2022-04-09,100.4621,104.3209,100.4621,102.6249,627986.0
2022-04-10,100.4621,104.3209,100.4621,102.6249,627986.0
2022-04-11,101.5769,105.2451,101.3101,102.6821,394797.0
2022-04-12,103.1585,104.7211,100.7194,100.9671,468398.0
2022-04-13,100.2811,102.3772,99.4045,102.2724,426947.0
2022-04-14,103.0346,104.0255,100.9957,101.11,307288.0
2022-04-15,103.0346,104.0255,100.9957,101.11,307288.0
2022-04-16,103.0346,104.0255,100.9957,101.11,307288.0
2022-04-17,103.0346,104.0255,100.9957,101.11,307288.0
2022-04-18,100.8432,102.6916,100.5764,102.0247,353877.0
2022-04-19,102.2533,108.4655,102.2533,108.2559,458289.0
2022-04-20,109.3612,110.0948,107.9415,109.0086,327446.0
2022-04-21,110.5617,111.1905,105.6643,106.217,242458.0
2022-04-22,105.893,105.9597,102.1867,102.2724,250265.0
2022-04-23,105.893,105.9597,102.1867,102.2724,250265.0
2022-04-24,105.893,105.9597,102.1867,102.2724,250265.0
2022-04-25,101.5388,105.4166,100.5288,105.3594,381798.0
2022-04-26,104.1113,107.8653,102.1962,102.2248,505763.0
2022-04-27,103.854,106.7982,101.0195,101.3387,744360.0
2022-04-28,101.272,106.3503,99.5188,105.5214,664510.0
2022-04-29,104.3781,106.9697,100.4621,100.7575,608540.0
2022-04-30,104.3781,106.9697,100.4621,100.7575,608540.0
2022-05-01,104.3781,106.9697,100.4621,100.7575,608540.0
2022-05-02,100.6431,105.1498,100.4335,104.9879,583692.0
2022-05-03,104.6163,106.579,104.1113,105.9121,456189.0
2022-05-04,105.7501,108.7895,104.2161,108.618,460584.0
2022-05-05,106.3408,107.2745,104.6734,105.7882,506902.0
2022-05-06,104.8354,106.4933,103.4158,105.3404,570817.0
2022-05-07,104.8354,106.4933,103.4158,105.3404,570817.0
2022-05-08,104.8354,106.4933,103.4158,105.3404,570817.0
2022-05-09,102.8727,105.9502,102.806,103.6158,550471.0
2022-05-10,104.5305,106.3503,102.2629,103.5873,615168.0
2022-05-11,103.0442,106.9315,101.553,101.777,566400.0
2022-05-12,101.3958,103.3109,99.5188,101.5197,527320.0
2022-05-13,103.4158,105.6548,103.168,104.2923,250046.0
2022-05-14,103.4158,105.6548,103.168,104.2923,250046.0
2022-05-15,103.4158,105.6548,103.168,104.2923,250046.0
2022-05-16,103.4729,106.0073,102.4249,104.6067,280914.0
2022-05-17,107.4175,109.6946,106.6933,108.8085,368232.0
2022-05-18,107.0649,108.0749,104.8068,105.4547,460352.0
2022-05-19,103.3491,106.5885,103.3491,104.9021,706701.0
2022-05-20,106.2646,106.6791,101.0243,104.3876,497964.0
2022-05-21,106.2646,106.6791,101.0243,104.3876,497964.0
2022-05-22,106.2646,106.6791,101.0243,104.3876,497964.0
2022-05-23,104.2828,105.729,103.0251,104.9307,401179.0
2022-05-24,104.1208,104.3876,99.0043,102.5678,436690.0
2022-05-25,101.7484,105.0736,101.7484,104.4733,451376.0
2022-05-26,105.9599,108.0987,105.9407,107.2643,333863.0
2022-05-27,107.4177,110.458,107.1204,110.4292,244239.0
2022-05-28,107.4177,110.458,107.1204,110.4292,244239.0
2022-05-29,107.4177,110.458,107.1204,110.4292,244239.0
2022-05-30,107.4177,110.458,107.1204,110.4292,244239.0
2022-05-31,109.4797,110.6882,108.3504,109.5277,329481.0
2022-06-01,109.9401,109.9401,104.4829,106.1133,333661.0
2022-06-02,106.7655,109.451,106.4778,109.192,347209.0
2022-06-03,107.4657,108.0315,105.5139,105.7873,314191.0
2022-06-04,107.4657,108.0315,105.5139,105.7873,314191.0
2022-06-05,107.4657,108.0315,105.5139,105.7873,314191.0
2022-06-06,107.341,110.0456,106.6888,107.7726,396542.0
2022-06-07,107.3314,108.8803,106.4011,108.7988,267437.0
2022-06-08,107.552,108.2617,105.1926,105.2789,240389.0
2022-06-09,104.2527,105.2406,101.7399,102.1427,413855.0
2022-06-10,99.745,100.2377,94.5468,95.1414,386526.0
2022-06-11,99.745,100.2377,94.5468,95.1414,386526.0
2022-06-12,99.745,100.2377,94.5468,95.1414,386526.0
2022-06-13,92.3505,92.7725,90.2213,90.557,597740.0
2022-06-14,90.7296,92.01,89.9479,90.4611,419162.0
2022-06-15,91.3051,94.0576,90.5282,92.245,471428.0
2022-06-16,89.4732,90.7776,87.6701,89.5403,525834.0
2022-06-17,90.8255,92.245,89.08,90.0391,877618.0
2022-06-18,90.8255,92.245,89.08,90.0391,877618.0
2022-06-19,90.8255,92.245,89.08,90.0391,877618.0
2022-06-20,90.8255,92.245,89.08,90.0391,877618.0
2022-06-21,91.8709,92.782,90.5186,91.2571,353158.0
2022-06-22,89.9815,91.8997,89.7705,90.087,344924.0
2022-06-23,90.0199,90.346,87.9866,89.8664,358142.0
2022-06-24,91.0557,94.9496,90.5282,93.9713,596667.0
2022-06-25,91.0557,94.9496,90.5282,93.9713,596667.0
2022-06-26,91.0557,94.9496,90.5282,93.9713,596667.0
2022-06-27,94.1727,94.4077,92.7053,92.8204,224457.0
2022-06-28,94.1152,95.1414,92.5663,92.8204,232759.0
2022-06-29,93.1657,93.2424,91.1142,91.4201,228967.0
2022-06-30,89.713,91.2571,87.7756,89.7801,337375.0
2022-07-01,88.9169,91.2283,87.7948,90.2596,294048.0
2022-07-02,88.9169,91.2283,87.7948,90.2596,294048.0
2022-07-03,88.9169,91.2283,87.7948,90.2596,294048.0
2022-07-04,88.9169,91.2283,87.7948,90.2596,294048.0
2022-07-05,89.0896,90.7296,87.9578,90.6529,485268.0
2022-07-06,89.291,89.6362,87.0755,88.821,518885.0
2022-07-07,89.7609,90.2501,88.5141,89.7417,449189.0
2022-07-08,88.8402,90.3364,87.2625,87.9866,397736.0
2022-07-09,88.8402,90.3364,87.2625,87.9866,397736.0
2022-07-10,88.8402,90.3364,87.2625,87.9866,397736.0
2022-07-11,86.3082,86.7206,84.3613,85.7999,414263.0
2022-07-12,85.3491,87.6605,85.3491,86.0876,446100.0
2022-07-13,84.0639,85.4738,83.0137,84.649,472091.0
2022-07-14,83.1336,83.1336,81.3593,82.2513,360720.0
2022-07-15,83.8625,86.3945,82.9418,85.7328,315870.0
2022-07-16,83.8625,86.3945,82.9418,85.7328,315870.0
2022-07-17,83.8625,86.3945,82.9418,85.7328,315870.0
2022-07-18,85.9629,88.1017,85.0806,85.6177,337989.0
2022-07-19,87.0467,89.9623,87.0467,89.6171,387650.0
2022-07-20,88.8498,92.0771,88.4278,91.7942,397750.0
2022-07-21,91.3818,92.1874,90.087,91.775,286749.0
2022-07-22,91.8997,92.9355,91.3338,92.1299,400947.0
2022-07-23,91.8997,92.9355,91.3338,92.1299,400947.0
2022-07-24,91.8997,92.9355,91.3338,92.1299,400947.0
2022-07-25,92.9643,93.3383,91.2187,91.7462,427090.0
2022-07-26,91.612,91.9668,89.9192,90.3556,451281.0
2022-07-27,92.9163,93.8562,88.3415,92.2162,683544.0
2022-07-28,92.3121,95.1222,91.3242,94.518,520288.0
2022-07-29,95.0743,97.7597,95.0743,95.8799,432834.0
2022-07-30,95.0743,97.7597,95.0743,95.8799,432834.0
2022-07-31,95.0743,97.7597,95.0743,95.8799,432834.0
2022-08-01,93.9425,95.736,93.2904,94.94,311427.0
2022-08-02,93.7315,95.8415,93.2808,93.7507,400787.0
2022-08-03,94.729,96.8294,94.4796,96.0717,319047.0
2022-08-04,96.2635,96.8486,95.6114,96.6088,304375.0
2022-08-05,95.6881,97.7405,95.6881,96.8678,256574.0
2022-08-06,95.6881,97.7405,95.6881,96.8678,256574.0
2022-08-07,95.6881,97.7405,95.6881,96.8678,256574.0
2022-08-08,97.2706,98.8435,97.1267,97.1843,286524.0
2022-08-09,96.5225,96.5608,94.283,95.0551,285302.0
2022-08-10,97.2418,98.9154,96.9445,98.0762,302728.0
2022-08-11,98.901,100.2677,98.901,99.7738,568681.0
2022-08-12,100.5315,100.7712,99.8889,100.7041,205422.0
2022-08-13,100.5315,100.7712,99.8889,100.7041,205422.0
