,EVR US Equity,EVR US Equity,EVR US Equity,EVR US Equity,EVR US Equity
2019-07-21,78.0082,79.0709,77.1847,77.2112,524918.0
2019-07-22,77.5566,78.0968,76.8304,77.043,277563.0
2019-07-23,77.4503,78.3093,76.8747,77.5123,750186.0
2019-07-24,77.9285,80.3815,77.5522,79.983,1046611.0
2019-07-25,80.3461,81.1076,78.2207,78.7609,468335.0
2019-07-26,79.0797,79.3897,77.8488,79.1594,286664.0
2019-07-27,79.0797,79.3897,77.8488,79.1594,286664.0
2019-07-28,79.0797,79.3897,77.8488,79.1594,286664.0
2019-07-29,78.9735,79.2037,77.2466,77.5123,344305.0
2019-07-30,76.733,77.4415,75.6704,77.2909,376386.0
2019-07-31,77.6894,77.9462,76.1043,76.4851,407943.0
2019-08-01,76.3345,76.5382,72.3584,72.6152,437296.0
2019-08-02,72.261,72.261,69.8257,71.3489,732779.0
2019-08-03,72.261,72.261,69.8257,71.3489,732779.0
2019-08-04,72.261,72.261,69.8257,71.3489,732779.0
2019-08-05,69.7372,70.0914,68.0015,69.0641,603529.0
2019-08-06,70.1977,71.6765,70.0205,71.4906,609165.0
2019-08-07,70.1622,70.9681,69.5689,70.4722,428878.0
2019-08-08,71.4374,72.323,71.2337,72.0219,434886.0
2019-08-09,71.5703,71.7916,69.5866,69.6663,286212.0
2019-08-10,71.5703,71.7916,69.5866,69.6663,286212.0
2019-08-11,71.5703,71.7916,69.5866,69.6663,286212.0
2019-08-12,68.5062,68.5771,66.8945,67.2399,282770.0
2019-08-13,67.2133,69.8611,66.9477,69.5866,299210.0
2019-08-14,68.09,69.135,67.1026,68.2849,316744.0
2019-08-15,68.8516,69.5689,67.7447,68.1609,294208.0
2019-08-16,68.6391,70.2596,68.5859,69.8169,288583.0
2019-08-17,68.6391,70.2596,68.5859,69.8169,288583.0
2019-08-18,68.6391,70.2596,68.5859,69.8169,288583.0
2019-08-19,70.9592,71.216,70.0294,70.3659,210718.0
2019-08-20,70.1091,70.1622,69.1616,69.7726,288955.0
2019-08-21,70.6316,70.729,69.684,69.9497,222477.0
2019-08-22,70.4545,70.5634,69.2235,70.0028,148033.0
2019-08-23,69.5778,70.3039,67.8509,68.0103,273463.0
2019-08-24,69.5778,70.3039,67.8509,68.0103,273463.0
2019-08-25,69.5778,70.3039,67.8509,68.0103,273463.0
2019-08-26,68.6834,68.9756,67.4613,68.3468,257505.0
2019-08-27,68.8428,68.8428,66.4695,67.2311,399105.0
2019-08-28,67.0008,68.6302,66.7883,68.1432,199450.0
2019-08-29,69.3477,70.7307,69.3477,70.5612,277340.0
2019-08-30,71.052,71.4089,70.4452,71.168,445030.0
2019-08-31,71.052,71.4089,70.4452,71.168,445030.0
2019-09-01,71.052,71.4089,70.4452,71.168,445030.0
2019-09-02,71.052,71.4089,70.4452,71.168,445030.0
2019-09-03,70.6772,71.043,68.2948,69.0622,495896.0
2019-09-04,69.9991,70.1418,68.8927,69.9188,421993.0
2019-09-05,71.2126,72.2565,71.1367,71.2393,275771.0
2019-09-06,71.2126,71.3643,69.776,70.0259,449233.0
2019-09-07,71.2126,71.3643,69.776,70.0259,449233.0
2019-09-08,71.2126,71.3643,69.776,70.0259,449233.0
2019-09-09,70.6951,72.5064,70.5791,71.8639,567616.0
2019-09-10,72.2922,72.9971,71.6141,72.8187,725088.0
2019-09-11,73.247,73.247,70.82,71.8461,630040.0
2019-09-12,71.4803,72.8544,70.8735,72.4261,305457.0
2019-09-13,73.1934,74.9066,72.9793,74.6122,568714.0
2019-09-14,73.1934,74.9066,72.9793,74.6122,568714.0
2019-09-15,73.1934,74.9066,72.9793,74.6122,568714.0
2019-09-16,73.7645,75.549,73.7645,74.7371,456675.0
2019-09-17,74.2642,75.6829,73.3987,75.6026,490787.0
2019-09-18,75.0226,76.1379,74.572,75.8167,427532.0
2019-09-19,75.7632,76.2182,74.1906,74.6389,575926.0
2019-09-20,74.7817,75.9595,74.7192,75.5223,844042.0
2019-09-21,74.7817,75.9595,74.7192,75.5223,844042.0
2019-09-22,74.7817,75.9595,74.7192,75.5223,844042.0
2019-09-23,74.9244,75.5044,73.2916,75.1475,398468.0
2019-09-24,75.1475,75.375,72.1138,72.2387,459000.0
2019-09-25,72.1495,73.6574,71.7747,73.3094,367116.0
2019-09-26,73.0328,73.5548,71.3732,71.5249,874181.0
2019-09-27,71.971,72.3993,70.1418,70.2668,701853.0
2019-09-28,71.971,72.3993,70.1418,70.2668,701853.0
2019-09-29,71.971,72.3993,70.1418,70.2668,701853.0
2019-09-30,70.5701,71.855,70.5211,71.4713,912160.0
2019-10-01,71.6766,71.8372,68.4287,68.973,436132.0
2019-10-02,68.3038,68.6428,67.0456,67.5364,495381.0
2019-10-03,67.2866,68.0272,66.5237,67.9825,433839.0
2019-10-04,67.8844,68.2859,66.7958,67.5542,508948.0
2019-10-05,67.8844,68.2859,66.7958,67.5542,508948.0
2019-10-06,67.8844,68.2859,66.7958,67.5542,508948.0
2019-10-07,67.5542,68.4287,66.9653,67.01,453008.0
2019-10-08,65.9481,66.8493,65.5912,65.9928,318565.0
2019-10-09,66.5281,66.9653,65.6715,65.8678,467443.0
2019-10-10,66.6798,67.3669,66.2783,66.3407,549851.0
2019-10-11,67.5899,69.08,67.4561,67.9022,439749.0
2019-10-12,67.5899,69.08,67.4561,67.9022,439749.0
2019-10-13,67.5899,69.08,67.4561,67.9022,439749.0
2019-10-14,67.5275,68.7053,67.4026,68.0539,289656.0
2019-10-15,67.9736,69.4013,67.5364,68.8302,328404.0
2019-10-16,68.5893,69.5529,68.2859,68.5001,392177.0
2019-10-17,69.1336,69.1336,68.1788,68.3662,369634.0
2019-10-18,68.0807,69.312,67.9112,68.6785,329632.0
2019-10-19,68.0807,69.312,67.9112,68.6785,329632.0
2019-10-20,68.0807,69.312,67.9112,68.6785,329632.0
2019-10-21,69.4369,70.3917,69.428,70.24,338488.0
2019-10-22,70.3917,71.0207,69.9099,70.4185,704943.0
2019-10-23,64.0298,66.9207,63.4052,65.4306,1829974.0
2019-10-24,65.6448,66.3497,65.0916,66.2872,481555.0
2019-10-25,66.1712,66.9029,65.9749,66.5014,452513.0
2019-10-26,66.1712,66.9029,65.9749,66.5014,452513.0
2019-10-27,66.1712,66.9029,65.9749,66.5014,452513.0
2019-10-28,67.0724,68.6536,67.0724,67.9201,526272.0
2019-10-29,67.3223,67.9022,66.6084,67.3133,511332.0
2019-10-30,66.9743,66.9743,65.288,65.734,564082.0
2019-10-31,65.4842,65.9838,64.9577,65.7072,883859.0
2019-11-01,66.5103,67.5096,66.1891,67.0456,446807.0
2019-11-02,66.5103,67.5096,66.1891,67.0456,446807.0
2019-11-03,66.5103,67.5096,66.1891,67.0456,446807.0
2019-11-04,67.3847,68.8213,66.43,68.5001,528404.0
2019-11-05,69.0443,70.2489,68.8174,69.5173,615978.0
2019-11-06,69.4994,69.8474,69.1514,69.4816,353763.0
2019-11-07,70.3381,71.5338,70.0259,70.3292,437731.0
2019-11-08,70.2757,70.4898,69.5529,69.8474,203584.0
2019-11-09,70.2757,70.4898,69.5529,69.8474,203584.0
2019-11-10,70.2757,70.4898,69.5529,69.8474,203584.0
2019-11-11,69.3477,69.7359,68.8124,68.973,333436.0
2019-11-12,68.9284,69.6689,68.3484,68.8391,285113.0
2019-11-13,68.0985,68.6785,66.9118,67.126,298304.0
2019-11-14,66.8583,67.8041,66.6441,67.6792,335639.0
2019-11-15,68.1521,68.4911,67.2955,67.6345,248061.0
2019-11-16,68.1521,68.4911,67.2955,67.6345,248061.0
2019-11-17,68.1521,68.4911,67.2955,67.6345,248061.0
2019-11-18,67.5899,68.1788,67.1349,67.813,298581.0
2019-11-19,68.0182,68.5718,67.8576,68.2591,253771.0
2019-11-20,68.741,70.4898,68.2502,69.4548,564266.0
2019-11-21,69.5976,69.7403,68.6339,69.0711,375750.0
2019-11-22,69.2585,70.2311,69.2585,70.0437,227857.0
2019-11-23,69.2585,70.2311,69.2585,70.0437,227857.0
2019-11-24,69.2585,70.2311,69.2585,70.0437,227857.0
2019-11-25,70.3114,71.6944,69.9366,71.4803,476570.0
2019-11-26,71.5606,72.1495,70.472,70.6594,317001.0
2019-11-27,71.0908,71.1088,70.147,70.4167,279860.0
2019-11-28,71.0908,71.1088,70.147,70.4167,279860.0
2019-11-29,70.12,70.2369,69.392,69.5538,89850.0
2019-11-30,70.12,70.2369,69.392,69.5538,89850.0
2019-12-01,70.12,70.2369,69.392,69.5538,89850.0
2019-12-02,69.6077,70.165,68.6819,68.7268,261374.0
2019-12-03,67.9448,67.9448,66.5246,67.4774,483676.0
2019-12-04,67.5133,68.6941,67.5133,68.2234,484226.0
2019-12-05,68.7897,69.3785,67.9358,68.2055,590359.0
2019-12-06,68.9605,69.8324,68.938,69.347,292175.0
2019-12-07,68.9605,69.8324,68.938,69.347,292175.0
2019-12-08,68.9605,69.8324,68.938,69.347,292175.0
2019-12-09,69.3021,69.374,67.9718,68.0796,441208.0
2019-12-10,67.9358,68.3763,66.7763,67.001,491302.0
2019-12-11,66.9201,67.3246,66.201,66.4976,438401.0
2019-12-12,66.6235,68.601,66.5516,68.583,380600.0
2019-12-13,68.4032,69.2841,67.8279,67.9268,353310.0
2019-12-14,68.4032,69.2841,67.8279,67.9268,353310.0
2019-12-15,68.4032,69.2841,67.8279,67.9268,353310.0
2019-12-16,68.6189,69.4279,67.765,67.9178,413772.0
2019-12-17,68.0617,68.4571,67.3246,68.1965,394901.0
2019-12-18,68.61,68.6909,68.1246,68.547,434037.0
2019-12-19,68.9785,69.1133,68.0167,68.0796,298167.0
2019-12-20,68.61,69.2751,68.0617,68.8167,819431.0
2019-12-21,68.61,69.2751,68.0617,68.8167,819431.0
2019-12-22,68.61,69.2751,68.0617,68.8167,819431.0
2019-12-23,68.9875,69.1403,67.8257,68.0077,226966.0
2019-12-24,68.3223,68.7358,68.1515,68.3133,88283.0
2019-12-25,68.3223,68.7358,68.1515,68.3133,88283.0
2019-12-26,68.4661,69.1313,68.4122,68.8257,156899.0
2019-12-27,68.9425,69.1043,67.7381,67.756,207400.0
2019-12-28,68.9425,69.1043,67.7381,67.756,207400.0
2019-12-29,68.9425,69.1043,67.7381,67.756,207400.0
2019-12-30,68.0077,68.2886,67.1089,67.4235,366764.0
2019-12-31,67.2257,67.6032,66.8662,67.1987,311724.0
2020-01-01,67.2257,67.6032,66.8662,67.1987,311724.0
2020-01-02,67.801,68.0886,67.3516,68.0617,359849.0
2020-01-03,67.0459,67.3965,65.2213,65.9583,429036.0
2020-01-04,67.0459,67.3965,65.2213,65.9583,429036.0
2020-01-05,67.0459,67.3965,65.2213,65.9583,429036.0
2020-01-06,64.9516,66.4886,64.1876,66.3718,686046.0
2020-01-07,65.9493,66.3898,65.5718,65.9583,618448.0
2020-01-08,66.0302,68.1061,65.8864,67.7111,497535.0
2020-01-09,68.2145,68.3133,66.4617,67.5133,486774.0
2020-01-10,67.6841,67.8369,66.7493,67.0999,378872.0
2020-01-11,67.6841,67.8369,66.7493,67.0999,378872.0
2020-01-12,67.6841,67.8369,66.7493,67.0999,378872.0
2020-01-13,67.5313,67.7066,66.4707,66.9471,596730.0
2020-01-14,67.2347,68.2684,67.0549,67.5853,488311.0
2020-01-15,67.1987,67.9942,66.8392,67.5673,594212.0
2020-01-16,68.2324,70.4077,68.2324,69.4279,682496.0
2020-01-17,69.7335,69.8234,68.9785,69.392,389458.0
2020-01-18,69.7335,69.8234,68.9785,69.392,389458.0
2020-01-19,69.7335,69.8234,68.9785,69.392,389458.0
2020-01-20,69.7335,69.8234,68.9785,69.392,389458.0
2020-01-21,68.8347,70.0212,68.5111,69.4549,845880.0
2020-01-22,70.0302,70.5335,69.401,69.8414,383245.0
2020-01-23,69.3021,69.5897,68.3043,68.4302,368983.0
2020-01-24,68.4841,68.6459,66.2549,67.0819,378304.0
2020-01-25,68.4841,68.6459,66.2549,67.0819,378304.0
2020-01-26,68.4841,68.6459,66.2549,67.0819,378304.0
2020-01-27,65.455,66.246,65.1673,65.5538,845862.0
2020-01-28,66.1381,66.7943,65.8415,66.0572,913816.0
2020-01-29,71.9447,75.6031,70.6504,72.6548,1230989.0
2020-01-30,72.2953,72.538,69.6616,71.3335,782575.0
2020-01-31,70.7133,70.7133,68.565,68.8706,942992.0
2020-02-01,70.7133,70.7133,68.565,68.8706,942992.0
2020-02-02,70.7133,70.7133,68.565,68.8706,942992.0
2020-02-03,69.4729,70.2549,68.5605,68.6189,461867.0
2020-02-04,69.8594,70.7582,69.2931,69.3201,690812.0
2020-02-05,70.3717,71.8638,69.9133,71.5312,749678.0
2020-02-06,71.0099,73.4998,70.2369,73.3829,1379606.0
2020-02-07,72.7447,73.3829,71.6841,72.1694,788087.0
2020-02-08,72.7447,73.3829,71.6841,72.1694,788087.0
2020-02-09,72.7447,73.3829,71.6841,72.1694,788087.0
2020-02-10,72.1425,72.9065,71.7919,72.8706,463288.0
2020-02-11,72.8706,74.111,72.4481,73.2481,593760.0
2020-02-12,73.6526,74.2278,72.2593,73.9402,839812.0
2020-02-13,73.5087,73.8323,72.3447,72.5649,569376.0
2020-02-14,72.4211,72.6908,71.7159,72.3222,296803.0
2020-02-15,72.4211,72.6908,71.7159,72.3222,296803.0
2020-02-16,72.4211,72.6908,71.7159,72.3222,296803.0
2020-02-17,72.4211,72.6908,71.7159,72.3222,296803.0
2020-02-18,71.9178,72.8166,71.4054,72.2683,563161.0
2020-02-19,72.7267,73.7514,72.5335,73.3649,385392.0
2020-02-20,73.0413,75.4233,73.0413,73.3739,524793.0
2020-02-21,72.8346,73.2481,71.0459,71.1358,392156.0
2020-02-22,72.8346,73.2481,71.0459,71.1358,392156.0
2020-02-23,72.8346,73.2481,71.0459,71.1358,392156.0
2020-02-24,68.1695,69.4818,67.9897,68.9785,867212.0
2020-02-25,69.2122,69.4279,65.9403,66.4077,830217.0
2020-02-26,66.7313,67.4684,63.6123,63.6393,875954.0
2020-02-27,61.7814,64.2827,60.3313,62.2889,1497245.0
2020-02-28,59.9597,61.2376,58.4009,60.3766,1787375.0
2020-02-29,59.9597,61.2376,58.4009,60.3766,1787375.0
2020-03-01,59.9597,61.2376,58.4009,60.3766,1787375.0
2020-03-02,60.712,61.7089,58.7363,61.6726,537763.0
2020-03-03,61.6364,62.7556,58.6774,59.0444,939895.0
2020-03-04,60.0051,60.8207,58.3556,60.6576,752150.0
2020-03-05,58.9085,58.9266,55.5915,56.389,462647.0
2020-03-06,53.8695,56.534,53.8423,55.8905,609109.0
2020-03-07,53.8695,56.534,53.8423,55.8905,609109.0
2020-03-08,53.8695,56.534,53.8423,55.8905,609109.0
2020-03-09,49.1659,51.2775,47.9515,48.3231,593758.0
2020-03-10,51.2775,51.4407,47.8971,50.1628,699349.0
2020-03-11,48.9212,49.7006,46.0845,46.9002,581324.0
2020-03-12,42.4866,43.6376,39.4415,39.659,812607.0
2020-03-13,43.1391,44.7704,40.674,44.7704,859474.0
2020-03-14,43.1391,44.7704,40.674,44.7704,859474.0
