,PKG US Equity,PKG US Equity,PKG US Equity,PKG US Equity,PKG US Equity
2019-03-19,83.4764,84.5065,83.2381,83.6807,828598.0
2019-03-20,83.7659,83.8638,81.6973,82.1314,896312.0
2019-03-21,81.9356,83.9489,81.6377,83.6467,739636.0
2019-03-22,83.2892,83.2892,80.8545,80.9822,598113.0
2019-03-23,83.2892,83.2892,80.8545,80.9822,598113.0
2019-03-24,83.2892,83.2892,80.8545,80.9822,598113.0
2019-03-25,80.8715,81.4419,79.9436,81.0333,676216.0
2019-03-26,81.7058,83.4679,81.7058,83.3913,838881.0
2019-03-27,83.2381,84.4639,83.1274,83.9106,699259.0
2019-03-28,84.2,84.7619,83.5956,84.6938,593877.0
2019-03-29,85.1279,85.528,83.536,84.6001,883711.0
2019-03-30,85.1279,85.528,83.536,84.6001,883711.0
2019-03-31,85.1279,85.528,83.536,84.6001,883711.0
2019-04-01,85.0513,87.5796,85.0513,87.4264,954503.0
2019-04-02,87.6051,87.6818,85.8238,86.4559,997545.0
2019-04-03,87.0688,87.7328,86.8305,87.4689,785855.0
2019-04-04,87.2136,87.4434,85.6387,86.2516,949729.0
2019-04-05,86.209,87.6562,85.7919,87.0007,1129078.0
2019-04-06,86.209,87.6562,85.7919,87.0007,1129078.0
2019-04-07,86.209,87.6562,85.7919,87.0007,1129078.0
2019-04-08,86.9752,86.9922,85.7749,86.541,717892.0
2019-04-09,86.2857,86.628,85.1322,85.8345,584609.0
2019-04-10,85.9366,86.6517,85.3663,86.3963,602695.0
2019-04-11,86.3538,87.4689,85.7817,86.4134,793379.0
2019-04-12,87.1625,88.3628,87.1455,87.9627,682345.0
2019-04-13,87.1625,88.3628,87.1455,87.9627,682345.0
2019-04-14,87.1625,88.3628,87.1455,87.9627,682345.0
2019-04-15,87.6818,88.1074,85.8685,86.4134,606495.0
2019-04-16,81.6802,83.8255,78.8455,83.3743,2525654.0
2019-04-17,83.3998,83.6722,80.8971,81.178,1124774.0
2019-04-18,81.51,82.838,81.3142,82.0718,1038796.0
2019-04-19,81.51,82.838,81.3142,82.0718,1038796.0
2019-04-20,81.51,82.838,81.3142,82.0718,1038796.0
2019-04-21,81.51,82.838,81.3142,82.0718,1038796.0
2019-04-22,82.6081,83.9957,82.191,83.1189,1001051.0
2019-04-23,83.204,84.3958,82.5145,83.868,988904.0
2019-04-24,84.0468,84.6086,83.6807,84.1149,804501.0
2019-04-25,83.4254,85.0513,80.1139,83.3743,1400345.0
2019-04-26,82.9401,84.6938,81.8312,84.4469,529692.0
2019-04-27,82.9401,84.6938,81.8312,84.4469,529692.0
2019-04-28,82.9401,84.6938,81.8312,84.4469,529692.0
2019-04-29,84.7108,84.9406,83.6126,84.2,648568.0
2019-04-30,84.4128,84.5491,82.6337,84.4128,695270.0
2019-05-01,84.4043,84.6938,82.5911,82.9827,636024.0
2019-05-02,82.855,84.3873,82.4481,84.2256,596673.0
2019-05-03,84.7278,85.9962,84.7278,85.6387,448636.0
2019-05-04,84.7278,85.9962,84.7278,85.6387,448636.0
2019-05-05,84.7278,85.9962,84.7278,85.6387,448636.0
2019-05-06,84.1745,85.3152,83.6297,85.0768,593745.0
2019-05-07,84.1404,84.5576,83.3402,84.3447,717706.0
2019-05-08,84.149,84.7023,83.2892,83.8084,497004.0
2019-05-09,82.9742,83.6126,82.1835,83.3743,615405.0
2019-05-10,82.9742,83.7744,81.9101,83.3402,573289.0
2019-05-11,82.9742,83.7744,81.9101,83.3402,573289.0
2019-05-12,82.9742,83.7744,81.9101,83.3402,573289.0
2019-05-13,81.842,82.3442,80.9652,81.9527,675525.0
2019-05-14,82.3357,83.4935,82.2847,82.7273,460951.0
2019-05-15,82.7273,83.3275,81.9654,82.5996,497404.0
2019-05-16,82.9912,84.166,82.7614,82.8295,494188.0
2019-05-17,82.0293,83.0678,81.2206,82.4379,494676.0
2019-05-18,82.0293,83.0678,81.2206,82.4379,494676.0
2019-05-19,82.0293,83.0678,81.2206,82.4379,494676.0
2019-05-20,79.6882,80.7013,78.0793,78.6497,1017045.0
2019-05-21,78.9647,80.7609,78.9647,80.514,671629.0
2019-05-22,80.7523,81.8335,78.3603,78.3943,1010258.0
2019-05-23,77.9942,77.9942,76.2576,76.7258,827302.0
2019-05-24,77.5005,78.1134,76.6492,77.4749,434132.0
2019-05-25,77.5005,78.1134,76.6492,77.4749,434132.0
2019-05-26,77.5005,78.1134,76.6492,77.4749,434132.0
2019-05-27,77.5005,78.1134,76.6492,77.4749,434132.0
2019-05-28,77.3557,77.8069,76.2065,76.3427,774510.0
2019-05-29,76.0022,76.364,74.7849,75.6106,1293381.0
2019-05-30,75.8915,76.2321,75.219,76.0873,610256.0
2019-05-31,75.0062,75.8575,74.7891,75.832,789673.0
2019-06-01,75.0062,75.8575,74.7891,75.832,789673.0
2019-06-02,75.0062,75.8575,74.7891,75.832,789673.0
2019-06-03,75.4914,78.19,74.8019,77.2876,1407087.0
2019-06-04,77.1174,79.6968,76.4619,79.6797,1573116.0
2019-06-05,80.3097,80.7183,78.8668,80.4799,807663.0
2019-06-06,80.7523,82.174,80.3225,81.527,863842.0
2019-06-07,82.0974,82.6294,80.8375,81.4674,710682.0
2019-06-08,82.0974,82.6294,80.8375,81.4674,710682.0
2019-06-09,82.0974,82.6294,80.8375,81.4674,710682.0
2019-06-10,81.9952,82.4429,80.0373,80.6161,916896.0
2019-06-11,81.4334,82.2761,80.8375,81.2546,686254.0
2019-06-12,81.212,81.6632,80.7183,81.3397,429084.0
2019-06-13,82.0608,83.0565,81.9749,82.6359,929667.0
2019-06-14,82.7561,82.7561,80.859,81.8204,485042.0
2019-06-15,82.7561,82.7561,80.859,81.8204,485042.0
2019-06-16,82.7561,82.7561,80.859,81.8204,485042.0
2019-06-17,81.829,82.0522,80.1723,80.1723,1061828.0
2019-06-18,80.8161,82.344,80.5586,81.5372,772586.0
2019-06-19,81.7174,82.0436,80.8848,81.0822,701719.0
2019-06-20,82.1209,82.3526,80.2839,81.2024,948571.0
2019-06-21,81.5715,82.7389,80.9621,81.829,1172523.0
2019-06-22,81.5715,82.7389,80.9621,81.829,1172523.0
2019-06-23,81.5715,82.7389,80.9621,81.829,1172523.0
2019-06-24,80.7732,81.2711,78.8333,79.168,882952.0
2019-06-25,79.0994,80.1552,78.4556,79.3569,1014872.0
2019-06-26,79.3998,80.0436,79.2539,79.314,1287073.0
2019-06-27,79.3569,80.7732,79.2024,80.653,925936.0
2019-06-28,80.6788,82.6445,80.653,81.8204,3026328.0
2019-06-29,80.6788,82.6445,80.653,81.8204,3026328.0
2019-06-30,80.6788,82.6445,80.653,81.8204,3026328.0
2019-07-01,83.1852,83.9149,82.6616,83.8204,1503469.0
2019-07-02,84.9621,85.5801,82.9707,83.7518,4854145.0
2019-07-03,83.5973,85.9235,83.52,85.8205,1129574.0
2019-07-04,83.5973,85.9235,83.52,85.8205,1129574.0
2019-07-05,85.1853,85.8033,84.3956,85.6574,1505447.0
2019-07-06,85.1853,85.8033,84.3956,85.6574,1505447.0
2019-07-07,85.1853,85.8033,84.3956,85.6574,1505447.0
2019-07-08,85.3226,86.4042,85.0222,85.3999,1813542.0
2019-07-09,85.2797,85.8119,84.9793,85.5372,1793061.0
2019-07-10,86.1123,86.9192,85.4771,85.8805,1332118.0
2019-07-11,85.7861,85.9321,84.6016,84.9363,2111506.0
2019-07-12,84.1895,85.3226,83.8376,85.2797,981301.0
2019-07-13,84.1895,85.3226,83.8376,85.2797,981301.0
2019-07-14,84.1895,85.3226,83.8376,85.2797,981301.0
2019-07-15,84.4041,84.4041,82.6788,83.3655,1439569.0
2019-07-16,83.932,85.2797,83.5973,84.5243,1891054.0
2019-07-17,85.4256,85.4256,83.0694,84.1123,1121173.0
2019-07-18,83.6574,84.696,83.3655,84.4127,794425.0
2019-07-19,84.7647,86.1123,84.2582,85.7518,890101.0
2019-07-20,84.7647,86.1123,84.2582,85.7518,890101.0
2019-07-21,84.7647,86.1123,84.2582,85.7518,890101.0
2019-07-22,85.9235,85.9235,84.6788,85.3741,760258.0
2019-07-23,85.9235,87.357,85.769,86.9192,928070.0
2019-07-24,86.5415,88.3269,86.5415,87.7604,952457.0
2019-07-25,87.5715,89.4256,86.9535,87.5458,1181937.0
2019-07-26,87.2024,87.8977,86.6703,87.563,836921.0
2019-07-27,87.2024,87.8977,86.6703,87.563,836921.0
2019-07-28,87.2024,87.8977,86.6703,87.563,836921.0
2019-07-29,87.2883,87.7175,86.8505,87.5715,656716.0
2019-07-30,87.2196,88.7046,86.2067,88.4471,755025.0
2019-07-31,88.387,88.387,86.1123,86.6703,1319764.0
2019-08-01,86.8419,87.9664,85.0823,85.9063,766054.0
2019-08-02,85.8205,87.3226,84.436,86.9106,1092013.0
2019-08-03,85.8205,87.3226,84.436,86.9106,1092013.0
2019-08-04,85.8205,87.3226,84.436,86.9106,1092013.0
2019-08-05,85.6831,86.1724,85.005,85.4943,1670871.0
2019-08-06,86.0694,86.3655,85.3054,85.9664,905934.0
2019-08-07,84.9621,86.2754,84.5072,86.2668,706514.0
2019-08-08,86.696,88.681,86.6788,87.6574,1259455.0
2019-08-09,87.3913,87.4085,85.6402,86.8076,532232.0
2019-08-10,87.3913,87.4085,85.6402,86.8076,532232.0
2019-08-11,87.3913,87.4085,85.6402,86.8076,532232.0
2019-08-12,86.3441,86.4515,85.3569,85.5372,769835.0
2019-08-13,85.9578,88.3956,85.1681,87.1252,868509.0
2019-08-14,85.7861,86.8248,84.9964,85.4599,1015579.0
2019-08-15,85.7089,86.1338,84.9878,85.829,673669.0
2019-08-16,86.4728,87.7604,86.3097,86.9364,863542.0
2019-08-17,86.4728,87.7604,86.3097,86.9364,863542.0
2019-08-18,86.4728,87.7604,86.3097,86.9364,863542.0
2019-08-19,87.8548,88.2325,87.1166,87.9664,577459.0
2019-08-20,87.8291,87.9664,86.3698,86.5672,773680.0
2019-08-21,86.9879,87.4256,86.6188,86.9106,678500.0
2019-08-22,87.0823,87.417,86.2325,86.799,445231.0
2019-08-23,86.1896,86.6874,83.7947,84.1981,690580.0
2019-08-24,86.1896,86.6874,83.7947,84.1981,690580.0
2019-08-25,86.1896,86.6874,83.7947,84.1981,690580.0
2019-08-26,84.9793,85.3755,84.2325,84.8848,574727.0
2019-08-27,85.2539,85.666,83.417,83.829,920953.0
2019-08-28,83.4599,84.9793,82.9707,84.5501,539047.0
2019-08-29,85.4771,86.2498,85.2797,85.9063,519664.0
2019-08-30,86.5243,87.4085,86.0093,86.3355,617647.0
2019-08-31,86.5243,87.4085,86.0093,86.3355,617647.0
2019-09-01,86.5243,87.4085,86.0093,86.3355,617647.0
2019-09-02,86.5243,87.4085,86.0093,86.3355,617647.0
2019-09-03,85.3569,85.52,84.1123,84.5501,476934.0
2019-09-04,85.3999,85.975,84.9578,85.9578,607335.0
2019-09-05,86.6617,87.0105,86.078,86.2926,848303.0
2019-09-06,86.5072,86.7647,85.6574,86.3612,840240.0
2019-09-07,86.5072,86.7647,85.6574,86.3612,840240.0
2019-09-08,86.5072,86.7647,85.6574,86.3612,840240.0
2019-09-09,86.9879,87.563,85.9964,86.284,898153.0
2019-09-10,86.3269,89.5544,86.3269,89.4428,1011555.0
2019-09-11,89.4771,93.2454,89.4771,92.7819,1341828.0
2019-09-12,93.2834,93.4304,91.7183,92.5485,788046.0
2019-09-13,93.1278,94.5675,92.8122,93.7071,790987.0
2019-09-14,93.1278,94.5675,92.8122,93.7071,790987.0
2019-09-15,93.1278,94.5675,92.8122,93.7071,790987.0
2019-09-16,92.9894,92.9894,91.3552,91.5454,603368.0
2019-09-17,90.3521,91.0439,89.0508,90.8104,784608.0
2019-09-18,90.5596,91.0785,89.5566,90.5164,621788.0
2019-09-19,90.6721,90.9142,89.1156,89.3491,682038.0
2019-09-20,89.5739,90.1532,88.5708,88.9254,964093.0
2019-09-21,89.5739,90.1532,88.5708,88.9254,964093.0
2019-09-22,89.5739,90.1532,88.5708,88.9254,964093.0
2019-09-23,88.4152,90.0279,87.6629,89.695,561182.0
2019-09-24,90.257,90.4018,88.9773,89.3231,617523.0
2019-09-25,89.3491,91.2514,89.0983,91.0612,662153.0
2019-09-26,91.1822,91.1822,89.548,90.3954,477817.0
2019-09-27,90.8364,91.7443,90.6115,91.3119,526092.0
2019-09-28,90.8364,91.7443,90.6115,91.3119,526092.0
2019-09-29,90.8364,91.7443,90.6115,91.3119,526092.0
2019-09-30,91.0179,92.021,91.0179,91.7443,633965.0
2019-10-01,92.5225,92.5419,88.7784,88.8821,521943.0
2019-10-02,88.4498,89.2194,87.8877,88.5017,1278638.0
2019-10-03,88.1731,88.8519,86.9366,88.6141,837307.0
2019-10-04,88.5622,89.8247,88.5622,89.3491,564775.0
2019-10-05,88.5622,89.8247,88.5622,89.3491,564775.0
2019-10-06,88.5622,89.8247,88.5622,89.3491,564775.0
2019-10-07,89.0724,90.3435,89.0118,89.6777,652744.0
2019-10-08,88.7697,89.0767,88.0434,88.3201,792886.0
2019-10-09,89.3404,90.0754,89.1329,89.5739,698727.0
2019-10-10,89.8592,91.9086,89.8592,91.6838,701329.0
2019-10-11,92.8943,95.4192,92.8424,94.5286,1018380.0
2019-10-12,92.8943,95.4192,92.8424,94.5286,1018380.0
2019-10-13,92.8943,95.4192,92.8424,94.5286,1018380.0
2019-10-14,94.4767,94.4767,92.7127,92.7473,789096.0
2019-10-15,92.9549,93.344,92.5571,92.6609,473994.0
2019-10-16,92.6782,93.5169,92.1766,92.3669,708436.0
2019-10-17,92.5139,93.0846,91.6621,92.0123,677225.0
2019-10-18,91.7529,93.8974,91.7529,93.5774,624729.0
2019-10-19,91.7529,93.8974,91.7529,93.5774,624729.0
2019-10-20,91.7529,93.8974,91.7529,93.5774,624729.0
2019-10-21,94.4421,95.0042,93.6466,93.8109,732993.0
2019-10-22,93.759,94.6583,93.3094,93.8887,637414.0
2019-10-23,93.8196,96.1802,93.8196,95.1685,1275155.0
2019-10-24,94.6237,95.3414,91.2428,93.8368,1329278.0
2019-10-25,93.785,96.1196,93.785,95.9208,558256.0
2019-10-26,93.785,96.1196,93.785,95.9208,558256.0
2019-10-27,93.785,96.1196,93.785,95.9208,558256.0
2019-10-28,96.2926,97.4686,96.2926,97.287,849849.0
2019-10-29,96.6385,97.4513,96.0159,96.4828,555187.0
2019-10-30,96.2839,96.3185,94.5632,95.4884,752631.0
2019-10-31,95.3587,96.0591,93.7244,94.6497,618351.0
2019-11-01,95.4625,96.2926,94.8312,96.2494,586573.0
2019-11-02,95.4625,96.2926,94.8312,96.2494,586573.0
2019-11-03,95.4625,96.2926,94.8312,96.2494,586573.0
2019-11-04,96.8287,97.3238,95.7997,96.8979,946046.0
2019-11-05,97.0449,98.2987,96.7855,97.9096,920453.0
2019-11-06,97.8231,97.8231,96.3272,97.1573,556010.0
2019-11-07,97.5896,98.0912,96.6298,97.6675,642936.0
2019-11-08,97.5464,98.5321,97.0622,98.4889,683160.0
2019-11-09,97.5464,98.5321,97.0622,98.4889,683160.0
2019-11-10,97.5464,98.5321,97.0622,98.4889,683160.0
2019-11-11,97.9442,98.6791,97.7193,98.2727,440504.0
2019-11-12,98.29,99.2498,97.6069,98.3246,437514.0
2019-11-13,98.1344,98.3333,97.3691,97.5118,651497.0
2019-11-14,97.2697,98.2295,96.9757,97.6415,570132.0
2019-11-15,97.7539,98.009,97.0103,97.408,485976.0
2019-11-16,97.7539,98.009,97.0103,97.408,485976.0
2019-11-17,97.7539,98.009,97.0103,97.408,485976.0
2019-11-18,97.7107,98.3679,97.0276,98.29,543385.0
2019-11-19,98.3938,98.4249,97.5723,98.2987,547627.0
2019-11-20,98.0912,98.0912,96.5088,96.9498,483098.0
2019-11-21,96.7682,96.9411,95.4279,95.6959,555728.0
2019-11-22,96.1802,96.6471,95.3155,95.8689,451010.0
2019-11-23,96.1802,96.6471,95.3155,95.8689,451010.0
2019-11-24,96.1802,96.6471,95.3155,95.8689,451010.0
2019-11-25,96.1542,97.5723,95.7392,96.7249,518857.0
2019-11-26,95.9899,97.3821,95.6008,97.2438,1136839.0
2019-11-27,97.5032,97.5697,96.4309,96.9065,762971.0
2019-11-28,97.5032,97.5697,96.4309,96.9065,762971.0
2019-11-29,97.0016,97.0708,96.5693,96.7595,297790.0
2019-11-30,97.0016,97.0708,96.5693,96.7595,297790.0
2019-12-01,97.0016,97.0708,96.5693,96.7595,297790.0
2019-12-02,96.8979,97.3302,95.9381,96.0072,526957.0
2019-12-03,95.0993,95.7911,93.8887,95.7565,702222.0
2019-12-04,96.0764,97.5464,95.8429,96.1369,761373.0
2019-12-05,96.5779,97.3129,95.964,97.1573,530919.0
2019-12-06,97.996,98.5408,97.7626,97.9614,496254.0
2019-12-07,97.996,98.5408,97.7626,97.9614,496254.0
2019-12-08,97.996,98.5408,97.7626,97.9614,496254.0
2019-12-09,98.1517,98.3852,97.6329,98.1776,545659.0
2019-12-10,96.4569,97.1486,96.1196,96.2926,720638.0
2019-12-11,96.7855,97.1659,96.405,96.4655,569461.0
2019-12-12,96.8114,98.0609,96.1499,97.0016,854473.0
2019-12-13,96.9152,97.3043,95.6268,96.0159,579313.0
2019-12-14,96.9152,97.3043,95.6268,96.0159,579313.0
2019-12-15,96.9152,97.3043,95.6268,96.0159,579313.0
2019-12-16,96.9498,97.0016,94.8745,95.1252,1105519.0
2019-12-17,95.376,97.4686,95.376,97.114,808517.0
2019-12-18,96.967,97.0708,96.2407,96.6558,526338.0
2019-12-19,97.3698,98.0839,96.7863,97.2479,644148.0
2019-12-20,97.6572,98.0491,97.2131,97.9097,1990107.0
2019-12-21,97.6572,98.0491,97.2131,97.9097,1990107.0
2019-12-22,97.6572,98.0491,97.2131,97.9097,1990107.0
2019-12-23,97.8749,98.4584,97.2566,98.441,442410.0
2019-12-24,98.4671,98.4932,97.5091,97.7704,153927.0
2019-12-25,98.4671,98.4932,97.5091,97.7704,153927.0
2019-12-26,97.8401,97.8401,97.2959,97.7356,187950.0
2019-12-27,97.9794,98.0926,97.1782,97.335,323530.0
2019-12-28,97.9794,98.0926,97.1782,97.335,323530.0
2019-12-29,97.9794,98.0926,97.1782,97.335,323530.0
2019-12-30,97.2566,97.5614,96.721,97.2914,409334.0
2019-12-31,97.1869,97.6398,96.8734,97.5266,367263.0
2020-01-01,97.1869,97.6398,96.8734,97.5266,367263.0
2020-01-02,98.3103,98.3103,96.1071,96.4206,856829.0
2020-01-03,95.3407,95.9677,94.9314,95.1143,844722.0
2020-01-04,95.3407,95.9677,94.9314,95.1143,844722.0
2020-01-05,95.3407,95.9677,94.9314,95.1143,844722.0
2020-01-06,94.7224,94.9227,92.2231,92.284,1051469.0
2020-01-07,91.3871,91.7615,90.1722,91.3087,1285243.0
2020-01-08,91.3784,92.3102,90.6817,92.0663,691723.0
2020-01-09,92.3276,92.7108,91.3871,91.4654,850534.0
2020-01-10,91.7877,92.8066,91.509,92.0315,688943.0
2020-01-11,91.7877,92.8066,91.509,92.0315,688943.0
2020-01-12,91.7877,92.8066,91.509,92.0315,688943.0
2020-01-13,92.1534,93.5294,91.8312,93.4771,957416.0
2020-01-14,93.6861,94.9053,92.3537,92.8762,984089.0
2020-01-15,92.5366,94.2783,92.2057,94.2609,739901.0
2020-01-16,94.6702,95.7326,94.0432,94.9924,577764.0
2020-01-17,95.123,95.7718,94.6615,94.9576,754010.0
2020-01-18,95.123,95.7718,94.6615,94.9576,754010.0
2020-01-19,95.123,95.7718,94.6615,94.9576,754010.0
2020-01-20,95.123,95.7718,94.6615,94.9576,754010.0
2020-01-21,92.9981,93.2333,90.2637,92.3885,1380682.0
2020-01-22,92.8675,93.4249,92.4495,92.5714,585369.0
2020-01-23,92.1186,93.5903,91.3697,93.2333,417976.0
2020-01-24,92.9285,92.9285,91.3501,92.0054,756377.0
2020-01-25,92.9285,92.9285,91.3501,92.0054,756377.0
2020-01-26,92.9285,92.9285,91.3501,92.0054,756377.0
2020-01-27,90.4378,91.2477,90.1853,90.6033,643077.0
2020-01-28,91.2303,91.2303,90.0634,90.9168,784770.0
2020-01-29,91.2216,92.3015,90.5075,91.3871,1114561.0
2020-01-30,85.474,89.1664,84.5696,86.7541,2457347.0
2020-01-31,85.4914,85.535,82.7308,83.384,1763638.0
2020-02-01,85.4914,85.535,82.7308,83.384,1763638.0
2020-02-02,85.4914,85.535,82.7308,83.384,1763638.0
2020-02-03,83.8455,85.0037,83.225,84.6031,1455778.0
2020-02-04,85.7265,86.9457,85.4392,86.6235,1005171.0
2020-02-05,88.043,90.4553,88.043,90.403,1009695.0
2020-02-06,90.9255,91.1084,89.9763,90.8558,847037.0
2020-02-07,90.2898,90.4117,88.1649,88.2868,528725.0
2020-02-08,90.2898,90.4117,88.1649,88.2868,528725.0
2020-02-09,90.2898,90.4117,88.1649,88.2868,528725.0
2020-02-10,87.8775,88.6352,87.3289,87.5815,642836.0
2020-02-11,88.0953,90.0285,87.7817,89.3493,553663.0
2020-02-12,89.7499,89.9981,88.5829,88.6091,473342.0
2020-02-13,88.0256,88.191,86.8848,87.0676,546609.0
2020-02-14,87.1199,87.5031,86.04,86.162,432048.0
2020-02-15,87.1199,87.5031,86.04,86.162,432048.0
2020-02-16,87.1199,87.5031,86.04,86.162,432048.0
2020-02-17,87.1199,87.5031,86.04,86.162,432048.0
2020-02-18,85.9617,86.7019,85.0124,86.4929,978142.0
2020-02-19,86.8325,87.2941,85.4566,86.1533,846239.0
2020-02-20,85.9094,87.2679,85.6395,86.3013,1019265.0
2020-02-21,86.3623,89.1925,86.0313,89.1403,1056721.0
2020-02-22,86.3623,89.1925,86.0313,89.1403,1056721.0
2020-02-23,86.3623,89.1925,86.0313,89.1403,1056721.0
2020-02-24,87.3986,87.6337,85.7178,86.162,1241320.0
2020-02-25,86.4755,86.4755,82.0428,82.1038,969138.0
2020-02-26,83.0356,84.8121,82.0167,82.0428,770310.0
2020-02-27,80.7714,84.2722,80.0486,80.0486,1377317.0
2020-02-28,77.9411,79.5348,76.9571,78.9165,1237670.0
2020-02-29,77.9411,79.5348,76.9571,78.9165,1237670.0
2020-03-01,77.9411,79.5348,76.9571,78.9165,1237670.0
2020-03-02,79.4825,82.5654,77.645,82.5566,965083.0
2020-03-03,81.7729,82.696,78.0631,79.1603,1339073.0
2020-03-04,80.1792,82.1212,79.3693,81.7903,1330866.0
2020-03-05,78.9949,80.1444,78.5681,79.2561,852408.0
2020-03-06,76.6523,79.3606,76.5565,79.0558,978428.0
2020-03-07,76.6523,79.3606,76.5565,79.0558,978428.0
2020-03-08,76.6523,79.3606,76.5565,79.0558,978428.0
2020-03-09,74.8496,75.7118,72.4199,74.0571,1256024.0
2020-03-10,76.7481,78.96,74.4839,78.4462,1218539.0
