,PKG US Equity,PKG US Equity,PKG US Equity,PKG US Equity,PKG US Equity
2021-05-25,137.3263,137.8518,134.8622,135.1611,369452.0
2021-05-26,134.8983,135.4782,133.6753,134.7443,462094.0
2021-05-27,135.7409,136.2658,134.4182,135.3423,1184891.0
2021-05-28,135.4238,136.1214,134.1464,134.6718,382261.0
2021-05-29,135.4238,136.1214,134.1464,134.6718,382261.0
2021-05-30,135.4238,136.1214,134.1464,134.6718,382261.0
2021-05-31,135.4238,136.1214,134.1464,134.6718,382261.0
2021-06-01,135.8949,136.4521,134.8893,135.7046,431308.0
2021-06-02,135.2064,135.2879,131.9177,132.6697,1256947.0
2021-06-03,132.3526,132.7421,131.664,132.3435,916082.0
2021-06-04,133.177,133.5484,132.2257,132.9596,583832.0
2021-06-05,133.177,133.5484,132.2257,132.9596,583832.0
2021-06-06,133.177,133.5484,132.2257,132.9596,583832.0
2021-06-07,133.4488,133.4488,130.5406,130.749,680268.0
2021-06-08,130.7037,131.3651,129.9789,130.7037,902992.0
2021-06-09,130.3142,131.048,129.4807,129.5441,706921.0
2021-06-10,130.6856,130.6856,129.159,129.2089,484390.0
2021-06-11,129.8068,130.5225,129.082,130.3232,1260107.0
2021-06-12,129.8068,130.5225,129.082,130.3232,1260107.0
2021-06-13,129.8068,130.5225,129.082,130.3232,1260107.0
2021-06-14,130.4327,130.6927,126.3,126.6831,857623.0
2021-06-15,127.5498,128.2888,126.3912,127.6684,877050.0
2021-06-16,127.3765,127.4221,126.1358,126.4642,981188.0
2021-06-17,126.7379,126.7926,121.6654,122.076,830494.0
2021-06-18,120.5707,121.556,120.1145,121.1089,1104230.0
2021-06-19,120.5707,121.556,120.1145,121.1089,1104230.0
2021-06-20,120.5707,121.556,120.1145,121.1089,1104230.0
2021-06-21,122.4135,124.2929,122.4135,123.4627,445178.0
2021-06-22,123.3988,124.1004,122.7511,123.4536,340819.0
2021-06-23,123.5722,123.6816,122.3177,122.7967,344463.0
2021-06-24,123.1616,123.5083,121.8935,122.0669,541626.0
2021-06-25,122.2128,124.2655,122.2128,123.3988,590590.0
2021-06-26,122.2128,124.2655,122.2128,123.3988,590590.0
2021-06-27,122.2128,124.2655,122.2128,123.3988,590590.0
2021-06-28,123.3532,123.7843,122.1946,123.6999,434131.0
2021-06-29,124.1013,125.1505,122.8286,123.2255,474797.0
2021-06-30,122.7328,123.9097,122.4592,123.5448,474851.0
2021-07-01,124.1196,125.1322,123.2255,124.5666,414418.0
2021-07-02,124.7582,124.9269,123.3715,124.6669,518236.0
2021-07-03,124.7582,124.9269,123.3715,124.6669,518236.0
2021-07-04,124.7582,124.9269,123.3715,124.6669,518236.0
2021-07-05,124.7582,124.9269,123.3715,124.6669,518236.0
2021-07-06,124.6031,124.7719,122.6006,123.8185,566605.0
2021-07-07,123.2437,126.0993,123.2437,125.5519,508261.0
2021-07-08,123.9918,125.1961,123.1799,124.1925,661364.0
2021-07-09,126.0993,126.5645,125.3877,126.4733,422285.0
2021-07-10,126.0993,126.5645,125.3877,126.4733,422285.0
2021-07-11,126.0993,126.5645,125.3877,126.4733,422285.0
2021-07-12,125.2417,127.0298,124.2564,126.7288,648021.0
2021-07-13,126.8838,127.3765,125.1961,125.4333,480549.0
2021-07-14,125.4333,126.4961,124.9954,125.1322,429499.0
2021-07-15,124.822,125.935,124.2929,124.7308,708479.0
2021-07-16,125.2508,125.4333,122.7967,123.0886,490789.0
2021-07-17,125.2508,125.4333,122.7967,123.0886,490789.0
2021-07-18,125.2508,125.4333,122.7967,123.0886,490789.0
2021-07-19,121.3188,122.2858,119.1931,120.598,509252.0
2021-07-20,120.8991,123.1069,120.443,120.9538,620411.0
2021-07-21,121.8205,122.6553,120.7988,121.1728,388529.0
2021-07-22,121.1454,121.1454,119.2448,119.9868,441300.0
2021-07-23,120.297,122.336,119.7496,121.9118,491038.0
2021-07-24,120.297,122.336,119.7496,121.9118,491038.0
2021-07-25,120.297,122.336,119.7496,121.9118,491038.0
2021-07-26,121.7932,123.0886,121.1363,122.7693,439654.0
2021-07-27,122.7693,128.1793,120.2149,125.9807,803559.0
2021-07-28,126.0263,127.0481,124.6304,126.7561,480161.0
2021-07-29,127.0481,129.2741,126.7561,127.9239,1129578.0
2021-07-30,128.3527,129.8032,127.9969,129.0916,816693.0
2021-07-31,128.3527,129.8032,127.9969,129.0916,816693.0
2021-08-01,128.3527,129.8032,127.9969,129.0916,816693.0
2021-08-02,129.2285,130.3415,126.6284,127.0572,636869.0
2021-08-03,127.3218,127.9421,125.7982,127.9148,539269.0
2021-08-04,127.1484,127.9604,125.8986,126.5645,577923.0
2021-08-05,127.3218,127.7232,125.6614,126.3912,524929.0
2021-08-06,127.2488,128.5078,126.8838,128.2432,386787.0
2021-08-07,127.2488,128.5078,126.8838,128.2432,386787.0
2021-08-08,127.2488,128.5078,126.8838,128.2432,386787.0
2021-08-09,128.3253,130.7429,127.8783,130.1317,472511.0
2021-08-10,129.7485,132.3166,129.7485,131.4271,382898.0
2021-08-11,132.0019,133.2426,131.4363,132.8412,496292.0
2021-08-12,132.7409,133.5163,131.7784,132.7044,432010.0
2021-08-13,132.8047,134.0546,132.604,133.5802,349755.0
2021-08-14,132.8047,134.0546,132.604,133.5802,349755.0
2021-08-15,132.8047,134.0546,132.604,133.5802,349755.0
2021-08-16,133.0146,133.5984,131.5001,133.2791,577685.0
2021-08-17,132.8503,133.2791,131.8377,132.896,422305.0
2021-08-18,132.4216,134.082,132.2847,132.3303,528148.0
2021-08-19,131.418,133.2654,131.0896,132.3668,443848.0
2021-08-20,132.5219,135.6511,132.5219,135.2953,777237.0
2021-08-21,132.5219,135.6511,132.5219,135.2953,777237.0
2021-08-22,132.5219,135.6511,132.5219,135.2953,777237.0
2021-08-23,135.9887,135.9887,133.6441,134.0911,555673.0
2021-08-24,134.1093,135.2041,134.0409,134.8848,329270.0
2021-08-25,134.7479,137.3207,134.1732,136.7733,388968.0
2021-08-26,136.8645,137.0013,135.7789,136.2989,550783.0
2021-08-27,136.8098,138.461,136.8098,138.1144,323881.0
2021-08-28,136.8098,138.461,136.8098,138.1144,323881.0
2021-08-29,136.8098,138.461,136.8098,138.1144,323881.0
2021-08-30,138.5249,139.2453,137.8772,137.8954,596860.0
2021-08-31,138.0049,139.9572,137.7859,138.3972,751632.0
2021-09-01,138.6617,140.8148,137.3936,140.4408,823076.0
2021-09-02,141.2345,142.1194,139.2639,139.866,1320700.0
2021-09-03,139.3551,139.9116,138.5614,139.0814,758386.0
2021-09-04,139.3551,139.9116,138.5614,139.0814,758386.0
2021-09-05,139.3551,139.9116,138.5614,139.0814,758386.0
2021-09-06,139.3551,139.9116,138.5614,139.0814,758386.0
2021-09-07,139.1453,139.2821,137.9775,138.3059,636264.0
2021-09-08,137.8407,138.9491,137.047,138.3789,636369.0
2021-09-09,138.0779,138.9491,138.0231,138.4063,780575.0
2021-09-10,138.9537,140.2993,138.3789,138.5067,436030.0
2021-09-11,138.9537,140.2993,138.3789,138.5067,436030.0
2021-09-12,138.9537,140.2993,138.3789,138.5067,436030.0
2021-09-13,139.4555,139.4555,137.5031,138.3789,545091.0
2021-09-14,138.8198,138.8198,135.8075,136.1749,575889.0
2021-09-15,136.0463,136.3264,133.8331,134.1178,756423.0
2021-09-16,134.081,134.2188,131.6014,131.978,1127692.0
2021-09-17,131.2525,131.4453,128.9841,129.5076,1337950.0
2021-09-18,131.2525,131.4453,128.9841,129.5076,1337950.0
2021-09-19,131.2525,131.4453,128.9841,129.5076,1337950.0
2021-09-20,127.8637,128.6902,126.8259,128.3137,618231.0
2021-09-21,128.7729,128.8831,126.6882,126.7525,490545.0
2021-09-22,127.6984,130.2285,127.68,129.2504,498533.0
2021-09-23,130.279,131.6198,129.8106,131.0412,450230.0
2021-09-24,130.7841,131.831,130.2514,130.2882,272419.0
2021-09-25,130.7841,131.831,130.2514,130.2882,272419.0
2021-09-26,130.7841,131.831,130.2514,130.2882,272419.0
2021-09-27,130.0586,132.5657,130.0586,131.9045,365635.0
2021-09-28,132.18,132.406,130.2055,130.4351,379890.0
2021-09-29,130.4535,131.1698,129.6178,129.8382,413344.0
2021-09-30,130.3157,130.3708,126.1555,126.2198,685706.0
2021-10-01,126.2749,128.6168,124.9984,127.7902,475171.0
2021-10-02,126.2749,128.6168,124.9984,127.7902,475171.0
2021-10-03,126.2749,128.6168,124.9984,127.7902,475171.0
2021-10-04,127.6525,129.0484,127.1933,128.0198,501332.0
2021-10-05,128.029,130.977,126.927,130.1504,533264.0
2021-10-06,129.2137,130.2606,127.2668,129.6821,539641.0
2021-10-07,130.8851,132.1249,130.4902,131.0229,638151.0
2021-10-08,131.0229,132.0147,127.2989,127.7719,759628.0
2021-10-09,131.0229,132.0147,127.2989,127.7719,759628.0
2021-10-10,131.0229,132.0147,127.2989,127.7719,759628.0
2021-10-11,127.8913,129.5443,126.7341,126.8168,743955.0
2021-10-12,127.2208,129.1678,126.5504,128.1392,514371.0
2021-10-13,128.1392,129.0759,123.529,126.0362,822703.0
2021-10-14,126.7249,128.4331,125.476,127.7535,627516.0
2021-10-15,128.4239,128.727,122.4545,122.7943,1066901.0
2021-10-16,128.4239,128.727,122.4545,122.7943,1066901.0
2021-10-17,128.4239,128.727,122.4545,122.7943,1066901.0
2021-10-18,122.4545,125.1729,121.8338,123.1709,492710.0
2021-10-19,123.1709,123.2168,121.3158,122.0137,709445.0
2021-10-20,122.0137,125.701,122.0137,124.4749,499338.0
2021-10-21,124.227,124.6953,122.8311,123.7494,909658.0
2021-10-22,124.2178,125.5953,123.0331,123.0515,798856.0
2021-10-23,124.2178,125.5953,123.0331,123.0515,798856.0
2021-10-24,124.2178,125.5953,123.0331,123.0515,798856.0
2021-10-25,123.0698,125.1453,122.2433,122.9872,1646998.0
2021-10-26,125.1362,127.6571,122.8954,124.9249,1250506.0
2021-10-27,124.9617,125.0902,122.078,124.3464,873803.0
2021-10-28,125.0902,127.5974,123.979,127.4688,824635.0
2021-10-29,126.927,128.0382,125.8617,126.1555,521472.0
2021-10-30,126.927,128.0382,125.8617,126.1555,521472.0
2021-10-31,126.927,128.0382,125.8617,126.1555,521472.0
2021-11-01,125.3107,125.7285,124.2453,124.3923,401917.0
2021-11-02,124.3831,124.6862,122.0753,122.7943,536873.0
2021-11-03,122.528,124.7872,122.4178,124.328,559237.0
2021-11-04,123.9882,125.6504,122.9505,123.428,441781.0
2021-11-05,124.1535,125.7652,123.8688,124.328,314548.0
2021-11-06,124.1535,125.7652,123.8688,124.328,314548.0
2021-11-07,124.1535,125.7652,123.8688,124.328,314548.0
2021-11-08,124.7964,125.3658,123.18,123.4005,539837.0
2021-11-09,123.079,124.1581,122.0688,123.2351,549159.0
2021-11-10,123.1249,124.7872,122.3765,124.3923,724251.0
2021-11-11,124.4658,124.9617,123.8321,124.0709,323669.0
2021-11-12,124.4658,124.9158,123.4464,124.0617,258120.0
2021-11-13,124.4658,124.9158,123.4464,124.0617,258120.0
2021-11-14,124.4658,124.9158,123.4464,124.0617,258120.0
2021-11-15,124.429,124.7137,123.6484,123.8137,496644.0
2021-11-16,124.0158,124.8193,123.5198,123.5749,403033.0
2021-11-17,123.428,124.1122,121.6831,123.6025,596220.0
2021-11-18,123.4464,124.1168,121.4994,121.7841,781449.0
2021-11-19,121.5821,123.0515,121.2331,122.225,942781.0
2021-11-20,121.5821,123.0515,121.2331,122.225,942781.0
2021-11-21,121.5821,123.0515,121.2331,122.225,942781.0
2021-11-22,122.6382,124.7596,122.0596,123.3729,997606.0
2021-11-23,123.8505,125.0075,123.4831,123.7035,421971.0
2021-11-24,123.0698,123.2214,120.829,121.3341,730852.0
2021-11-25,123.0698,123.2214,120.829,121.3341,730852.0
2021-11-26,119.8648,123.6346,119.479,122.6658,694626.0
2021-11-27,119.8648,123.6346,119.479,122.6658,694626.0
2021-11-28,119.8648,123.6346,119.479,122.6658,694626.0
2021-11-29,123.63,123.979,122.2938,122.7852,670619.0
2021-11-30,121.5637,122.1974,119.5066,119.929,1150362.0
2021-12-01,120.4892,122.1698,118.8821,118.9372,730631.0
2021-12-02,119.4056,121.7382,119.4056,121.1505,681146.0
2021-12-03,121.1505,122.776,120.6913,122.3352,1053375.0
2021-12-04,121.1505,122.776,120.6913,122.3352,1053375.0
2021-12-05,121.1505,122.776,120.6913,122.3352,1053375.0
2021-12-06,123.676,125.6504,123.4234,125.0719,920940.0
2021-12-07,125.4943,126.6239,124.1948,124.3096,1176695.0
2021-12-08,124.6035,125.4392,121.3525,121.4352,608908.0
2021-12-09,120.6545,121.3892,118.5423,118.6709,1088158.0
2021-12-10,119.4148,119.4148,117.5413,117.7066,713241.0
2021-12-11,119.4148,119.4148,117.5413,117.7066,713241.0
2021-12-12,119.4148,119.4148,117.5413,117.7066,713241.0
2021-12-13,118.2668,120.3882,117.7066,119.8648,640276.0
2021-12-14,120.2229,120.9025,119.6811,119.9658,738087.0
2021-12-15,120.4709,121.1045,119.0199,121.0127,517209.0
2021-12-16,121.8025,124.0709,121.5086,123.5198,1001879.0
2021-12-17,123.6309,123.7512,119.8836,120.3093,1976800.0
2021-12-18,123.6309,123.7512,119.8836,120.3093,1976800.0
2021-12-19,123.6309,123.7512,119.8836,120.3093,1976800.0
2021-12-20,118.5883,119.6801,115.4517,119.4118,1208342.0
2021-12-21,119.8744,121.9932,119.8744,120.9569,1484279.0
2021-12-22,120.9569,121.9932,120.0039,121.1975,854615.0
2021-12-23,121.7064,122.8814,121.3085,121.4843,453242.0
2021-12-24,121.7064,122.8814,121.3085,121.4843,453242.0
2021-12-25,121.7064,122.8814,121.3085,121.4843,453242.0
2021-12-26,121.7064,122.8814,121.3085,121.4843,453242.0
2021-12-27,121.3178,123.0942,121.0309,123.0572,293359.0
2021-12-28,123.0572,123.927,122.7241,123.5013,544548.0
2021-12-29,123.6401,124.8615,123.6309,124.5469,419322.0
2021-12-30,125.2315,125.5924,124.001,124.6024,433510.0
2021-12-31,124.3803,126.3511,124.3435,125.9717,369670.0
2022-01-01,124.3803,126.3511,124.3435,125.9717,369670.0
2022-01-02,124.3803,126.3511,124.3435,125.9717,369670.0
2022-01-03,126.2586,126.4412,123.9177,124.5469,425796.0
2022-01-04,124.6671,129.3674,124.6671,127.7112,754428.0
2022-01-05,128.3589,129.8531,127.2578,128.5902,864755.0
2022-01-06,129.4969,129.7282,126.3418,126.7304,709896.0
2022-01-07,126.9988,128.7105,126.8415,127.5447,547030.0
2022-01-08,126.9988,128.7105,126.8415,127.5447,547030.0
2022-01-09,126.9988,128.7105,126.8415,127.5447,547030.0
2022-01-10,128.0258,128.345,124.4543,125.8052,537708.0
2022-01-11,126.3881,126.3881,124.5446,125.7497,503808.0
2022-01-12,125.9532,126.1383,123.0572,123.9825,612686.0
2022-01-13,124.3803,127.3735,123.9917,126.897,590577.0
2022-01-14,125.7497,127.3504,124.7412,127.045,730948.0
2022-01-15,125.7497,127.3504,124.7412,127.045,730948.0
2022-01-16,125.7497,127.3504,124.7412,127.045,730948.0
2022-01-17,125.7497,127.3504,124.7412,127.045,730948.0
2022-01-18,126.5361,126.7489,123.1035,124.3063,738164.0
2022-01-19,125.4166,127.082,124.6579,126.8692,491203.0
2022-01-20,126.6842,127.5447,125.0442,125.1113,443520.0
2022-01-21,125.3703,126.8322,123.7697,124.4636,662943.0
2022-01-22,125.3703,126.8322,123.7697,124.4636,662943.0
2022-01-23,125.3703,126.8322,123.7697,124.4636,662943.0
2022-01-24,122.5854,126.7304,121.9377,126.3603,922211.0
2022-01-25,124.3896,127.2393,123.5384,124.9355,953779.0
2022-01-26,124.5284,126.3051,122.0765,123.4273,915912.0
2022-01-27,131.6712,138.5458,131.4677,132.763,2031170.0
2022-01-28,133.2071,135.8348,132.541,134.669,1442792.0
2022-01-29,133.2071,135.8348,132.541,134.669,1442792.0
2022-01-30,133.2071,135.8348,132.541,134.669,1442792.0
2022-01-31,136.2604,139.6746,135.4277,139.3693,2080309.0
2022-02-01,139.323,139.4432,136.2604,138.2867,762022.0
2022-02-02,138.0462,138.296,135.8626,136.2512,658395.0
2022-02-03,135.9366,138.0369,135.1316,137.1024,713490.0
2022-02-04,136.4085,137.9074,135.1039,135.7053,610771.0
2022-02-05,136.4085,137.9074,135.1039,135.7053,610771.0
2022-02-06,136.4085,137.9074,135.1039,135.7053,610771.0
2022-02-07,135.696,138.4625,134.9188,137.2967,875052.0
2022-02-08,138.7123,139.8041,136.8989,139.249,806930.0
2022-02-09,139.5636,140.8681,139.5636,139.7671,473392.0
2022-02-10,138.9621,140.4379,137.269,137.5928,675877.0
2022-02-11,137.3522,138.4598,136.1957,136.7416,749548.0
2022-02-12,137.3522,138.4598,136.1957,136.7416,749548.0
2022-02-13,137.3522,138.4598,136.1957,136.7416,749548.0
2022-02-14,137.0284,137.0284,134.706,136.0291,1023504.0
2022-02-15,137.2134,138.407,136.2697,137.0006,693947.0
2022-02-16,136.4732,137.7501,136.2234,137.3892,409432.0
2022-02-17,138.5643,138.5643,136.9451,137.4262,740495.0
2022-02-18,137.0099,138.481,136.5288,137.3707,465712.0
2022-02-19,137.0099,138.481,136.5288,137.3707,465712.0
2022-02-20,137.0099,138.481,136.5288,137.3707,465712.0
2022-02-21,137.0099,138.481,136.5288,137.3707,465712.0
2022-02-22,137.9074,138.7493,136.8711,137.9166,450737.0
2022-02-23,138.2219,138.3977,134.3544,134.4007,612753.0
2022-02-24,132.6335,135.5665,130.5552,135.0761,1003254.0
2022-02-25,135.8256,139.471,135.8256,138.4348,799128.0
2022-02-26,135.8256,139.471,135.8256,138.4348,799128.0
2022-02-27,135.8256,139.471,135.8256,138.4348,799128.0
2022-02-28,136.4825,137.5465,134.0954,136.1864,708901.0
2022-03-01,135.9736,136.2604,132.0598,132.4207,724760.0
2022-03-02,133.2256,136.4917,132.9203,136.2697,745070.0
2022-03-03,137.1024,138.5643,136.39,137.5373,491754.0
2022-03-04,135.363,138.6753,134.7523,138.4255,550433.0
2022-03-05,135.363,138.6753,134.7523,138.4255,550433.0
2022-03-06,135.363,138.6753,134.7523,138.4255,550433.0
2022-03-07,138.0739,138.7956,134.1601,134.3174,706705.0
2022-03-08,134.9836,135.7793,129.6542,130.2741,953005.0
2022-03-09,133.0498,137.565,132.342,136.612,990708.0
2022-03-10,135.548,138.5458,135.0484,137.8704,692618.0
2022-03-11,138.8141,139.6468,137.6668,138.555,578362.0
2022-03-12,138.8141,139.6468,137.6668,138.555,578362.0
2022-03-13,138.8141,139.6468,137.6668,138.555,578362.0
2022-03-14,140.1758,141.6755,139.3189,140.5857,746710.0
2022-03-15,141.3681,142.4578,138.8624,141.9083,924748.0
2022-03-16,142.3741,145.243,142.2483,144.6934,753689.0
2022-03-17,143.8365,145.7366,142.393,145.5503,537335.0
2022-03-18,146.7054,146.7054,143.4266,145.746,1367210.0
2022-03-19,146.7054,146.7054,143.4266,145.746,1367210.0
2022-03-20,146.7054,146.7054,143.4266,145.746,1367210.0
2022-03-21,146.0533,146.9391,144.1671,145.6156,506615.0
2022-03-22,146.7799,146.7799,142.253,142.9423,994746.0
2022-03-23,142.4672,143.6222,141.6941,142.3461,410707.0
2022-03-24,143.3428,144.5816,142.1319,142.4765,370737.0
2022-03-25,143.0261,145.4293,141.7779,145.4293,441419.0
2022-03-26,143.0261,145.4293,141.7779,145.4293,441419.0
2022-03-27,143.0261,145.4293,141.7779,145.4293,441419.0
2022-03-28,145.4945,145.4945,143.7247,144.5444,390270.0
2022-03-29,145.8484,145.8857,143.9855,145.6714,480515.0
2022-03-30,145.6714,147.6042,145.3827,146.1185,473288.0
2022-03-31,145.6901,147.2549,145.4106,145.4106,541534.0
2022-04-01,146.4911,146.4911,143.8225,145.0846,621561.0
2022-04-02,146.4911,146.4911,143.8225,145.0846,621561.0
2022-04-03,146.4911,146.4911,143.8225,145.0846,621561.0
2022-04-04,144.2836,144.9542,142.3927,144.5257,752905.0
2022-04-05,144.088,144.9496,142.9236,143.5198,396285.0
2022-04-06,142.6256,143.0727,139.9523,142.0015,623266.0
2022-04-07,141.6196,142.2809,139.7846,140.9303,1042870.0
2022-04-08,141.9083,143.3614,141.1073,142.8305,484991.0
2022-04-09,141.9083,143.3614,141.1073,142.8305,484991.0
2022-04-10,141.9083,143.3614,141.1073,142.8305,484991.0
2022-04-11,143.5291,146.1651,143.5291,144.2929,410997.0
2022-04-12,144.2929,147.1618,143.9645,146.2117,517887.0
2022-04-13,146.3607,149.0061,146.3607,148.6521,599240.0
2022-04-14,149.2669,153.0114,148.938,151.847,604021.0
2022-04-15,149.2669,153.0114,148.938,151.847,604021.0
2022-04-16,149.2669,153.0114,148.938,151.847,604021.0
2022-04-17,149.2669,153.0114,148.938,151.847,604021.0
2022-04-18,151.6514,153.0533,149.0806,149.7699,670942.0
2022-04-19,150.3288,153.0766,149.9143,152.704,642161.0
2022-04-20,153.6913,156.2901,153.6727,155.5263,690431.0
2022-04-21,155.8058,156.9515,154.5576,154.6507,466667.0
2022-04-22,153.9149,154.1617,150.0679,150.1331,453328.0
2022-04-23,153.9149,154.1617,150.0679,150.1331,453328.0
2022-04-24,153.9149,154.1617,150.0679,150.1331,453328.0
2022-04-25,149.4718,151.9216,147.7765,151.1671,662638.0
2022-04-26,150.543,153.5702,148.1957,148.5124,749970.0
2022-04-27,149.7326,152.4245,148.2423,150.5709,586368.0
2022-04-28,151.2695,152.1451,149.0433,151.6887,565192.0
2022-04-29,152.0892,152.5922,149.4252,150.1238,636658.0
2022-04-30,152.0892,152.5922,149.4252,150.1238,636658.0
2022-05-01,152.0892,152.5922,149.4252,150.1238,636658.0
2022-05-02,151.0739,151.195,147.2736,149.0992,612644.0
2022-05-03,149.714,151.7259,149.3204,150.6082,783419.0
2022-05-04,151.0646,154.362,150.869,154.2595,559436.0
2022-05-05,152.7599,154.1291,150.4778,151.875,481946.0
2022-05-06,151.1484,152.1644,149.4281,151.3347,483652.0
2022-05-07,151.1484,152.1644,149.4281,151.3347,483652.0
2022-05-08,151.1484,152.1644,149.4281,151.3347,483652.0
2022-05-09,150.1331,152.2476,149.2809,149.7606,494080.0
2022-05-10,150.7945,151.4465,146.044,149.2389,805251.0
2022-05-11,148.736,151.195,147.7113,147.9442,490914.0
2022-05-12,148.3075,148.3075,143.9669,145.7832,642351.0
2022-05-13,146.6588,148.736,144.0041,144.7493,695820.0
2022-05-14,146.6588,148.736,144.0041,144.7493,695820.0
2022-05-15,146.6588,148.736,144.0041,144.7493,695820.0
2022-05-16,145.038,145.4106,143.2729,144.8797,743943.0
2022-05-17,147.1525,148.6801,145.8391,147.8604,539086.0
2022-05-18,146.8171,146.8171,140.1572,140.6695,780761.0
2022-05-19,140.2317,141.8431,138.0707,140.1758,871670.0
2022-05-20,141.6382,141.8338,136.7713,138.8438,874147.0
2022-05-21,141.6382,141.8338,136.7713,138.8438,874147.0
2022-05-22,141.6382,141.8338,136.7713,138.8438,874147.0
2022-05-23,140.2224,143.0354,139.9268,142.4579,537304.0
2022-05-24,142.1505,142.5417,137.7633,141.3215,554544.0
2022-05-25,140.744,143.9575,140.744,142.8305,574845.0
2022-05-26,143.8178,146.4958,143.8178,145.6901,501687.0
2022-05-27,146.8078,149.0154,145.867,148.9409,689735.0
2022-05-28,146.8078,149.0154,145.867,148.9409,689735.0
2022-05-29,146.8078,149.0154,145.867,148.9409,689735.0
2022-05-30,146.8078,149.0154,145.867,148.9409,689735.0
2022-05-31,147.6182,148.3168,145.6714,146.5004,1292241.0
2022-06-01,146.2583,147.3481,143.3521,146.6774,621803.0
2022-06-02,147.7486,148.9409,145.2104,148.7453,602802.0
2022-06-03,147.9256,149.1924,147.553,148.2143,327188.0
2022-06-04,147.9256,149.1924,147.553,148.2143,327188.0
2022-06-05,147.9256,149.1924,147.553,148.2143,327188.0
2022-06-06,149.1085,150.1611,147.9908,149.8164,547444.0
2022-06-07,148.708,151.5164,148.2795,151.1764,530208.0
2022-06-08,150.1331,151.7632,147.8185,148.6801,497193.0
2022-06-09,147.05,148.0839,145.3361,145.4572,525528.0
2022-06-10,143.1472,143.1472,140.7999,141.1166,585254.0
2022-06-11,143.1472,143.1472,140.7999,141.1166,585254.0
2022-06-12,143.1472,143.1472,140.7999,141.1166,585254.0
2022-06-13,138.4805,138.8019,133.1619,133.8232,696621.0
2022-06-14,133.795,138.6059,133.6258,138.3428,956717.0
2022-06-15,139.4986,140.4006,136.4729,138.3428,750563.0
2022-06-16,135.9092,135.928,131.6432,132.9117,554243.0
2022-06-17,133.5601,134.3118,130.3888,131.2486,1115376.0
2022-06-18,133.5601,134.3118,130.3888,131.2486,1115376.0
2022-06-19,133.5601,134.3118,130.3888,131.2486,1115376.0
2022-06-20,133.5601,134.3118,130.3888,131.2486,1115376.0
2022-06-21,131.9251,133.4849,130.4029,131.0888,794402.0
2022-06-22,129.2471,130.7787,127.5746,128.3545,628213.0
2022-06-23,127.8847,128.7397,125.7169,127.6028,586134.0
2022-06-24,128.5142,132.254,128.2417,132.113,1185128.0
2022-06-25,128.5142,132.254,128.2417,132.113,1185128.0
2022-06-26,128.5142,132.254,128.2417,132.113,1185128.0
2022-06-27,132.5265,134.2178,132.1224,133.1372,622528.0
2022-06-28,133.4191,134.4245,130.4875,130.5626,543273.0
2022-06-29,131.5492,131.5492,129.6512,130.5344,542286.0
2022-06-30,128.9371,129.5572,127.3021,129.2002,867799.0
2022-07-01,128.6176,130.8774,126.6819,130.3747,897630.0
2022-07-02,128.6176,130.8774,126.6819,130.3747,897630.0
2022-07-03,128.6176,130.8774,126.6819,130.3747,897630.0
2022-07-04,128.6176,130.8774,126.6819,130.3747,897630.0
2022-07-05,128.8337,129.0404,126.9412,128.8807,660533.0
2022-07-06,129.4351,130.6942,127.3021,130.121,607720.0
2022-07-07,131.3331,133.6071,131.1734,133.0433,733529.0
2022-07-08,133.654,133.654,130.76,131.3707,599637.0
2022-07-09,133.654,133.654,130.76,131.3707,599637.0
2022-07-10,133.654,133.654,130.76,131.3707,599637.0
2022-07-11,130.0834,131.6714,128.8337,129.5102,476699.0
2022-07-12,129.5102,131.0418,129.5102,129.7921,685162.0
2022-07-13,127.7531,129.3599,127.3773,128.7303,486096.0
2022-07-14,126.3343,128.0162,125.7329,127.2645,501552.0
2022-07-15,129.1626,129.2753,127.1142,127.6028,475940.0
2022-07-16,129.1626,129.2753,127.1142,127.6028,475940.0
2022-07-17,129.1626,129.2753,127.1142,127.6028,475940.0
2022-07-18,128.4766,128.876,125.7235,126.1839,710165.0
2022-07-19,127.4336,130.5438,127.1048,129.9331,452846.0
2022-07-20,129.6136,130.9197,128.9465,130.6378,398837.0
2022-07-21,130.4311,133.3815,129.9801,133.3064,580171.0
2022-07-22,133.8795,134.3963,132.8084,133.0527,466803.0
2022-07-23,133.8795,134.3963,132.8084,133.0527,466803.0
2022-07-24,133.8795,134.3963,132.8084,133.0527,466803.0
2022-07-25,133.3533,135.5709,132.6909,135.2232,1014797.0
2022-07-26,132.8084,133.297,126.1651,128.6646,1100973.0
2022-07-27,128.7209,131.2486,128.1196,130.9197,720878.0
2022-07-28,131.8969,133.0245,129.9894,131.6996,593897.0
2022-07-29,132.4983,132.9117,131.0137,132.1224,1341947.0
2022-07-30,132.4983,132.9117,131.0137,132.1224,1341947.0
2022-07-31,132.4983,132.9117,131.0137,132.1224,1341947.0
2022-08-01,131.3143,132.3338,130.0035,130.4593,874941.0
2022-08-02,130.0176,130.3841,128.6927,129.7733,939788.0
2022-08-03,130.9667,131.5868,128.9277,130.7506,523142.0
2022-08-04,130.1398,131.0137,129.1344,129.4257,956555.0
2022-08-05,128.6176,129.5008,125.7188,127.0578,999171.0
2022-08-06,128.6176,129.5008,125.7188,127.0578,999171.0
2022-08-07,128.6176,129.5008,125.7188,127.0578,999171.0
