,CAC US Equity,CAC US Equity,CAC US Equity,CAC US Equity,CAC US Equity
2020-03-11,28.9644,29.5526,28.5274,28.6535,76310.0
2020-03-12,27.1998,28.5526,25.8133,25.9394,80272.0
2020-03-13,27.1158,28.6955,26.2083,28.6871,100639.0
2020-03-14,27.1158,28.6955,26.2083,28.6871,100639.0
2020-03-15,27.1158,28.6955,26.2083,28.6871,100639.0
2020-03-16,25.41,27.7836,25.1411,25.5865,76664.0
2020-03-17,25.8301,28.9728,25.3092,28.9476,102309.0
2020-03-18,27.2166,27.6367,25.1243,25.6453,85473.0
2020-03-19,25.4688,29.8887,25.4688,29.4013,88579.0
2020-03-20,29.0064,31.0363,27.6367,27.6704,155925.0
2020-03-21,29.0064,31.0363,27.6367,27.6704,155925.0
2020-03-22,29.0064,31.0363,27.6367,27.6704,155925.0
2020-03-23,27.8384,27.9813,24.721,25.6789,66943.0
2020-03-24,26.7292,26.9351,25.0319,25.3176,101018.0
2020-03-25,25.2083,25.5024,24.0236,24.3176,74195.0
2020-03-26,24.4689,27.33,24.4689,26.8889,60846.0
2020-03-27,25.6033,26.1747,24.4269,24.5697,89001.0
2020-03-28,25.6033,26.1747,24.4269,24.5697,89001.0
2020-03-29,25.6033,26.1747,24.4269,24.5697,89001.0
2020-03-30,24.805,25.7629,24.5057,25.2083,63131.0
2020-03-31,24.9815,26.5612,24.6959,26.4267,88060.0
2020-04-01,26.0486,26.0486,24.2756,24.5949,68033.0
2020-04-02,24.2672,25.2167,23.9227,24.847,67245.0
2020-04-03,24.5109,25.0739,23.3036,23.7799,44326.0
2020-04-04,24.5109,25.0739,23.3036,23.7799,44326.0
2020-04-05,24.5109,25.0739,23.3036,23.7799,44326.0
2020-04-06,24.6958,25.3428,24.1412,25.242,88653.0
2020-04-07,25.242,26.2948,24.335,25.0403,80236.0
2020-04-08,25.41,25.847,24.847,25.4268,53973.0
2020-04-09,26.057,27.5443,25.9958,27.5443,82400.0
2020-04-10,26.057,27.5443,25.9958,27.5443,82400.0
2020-04-11,26.057,27.5443,25.9958,27.5443,82400.0
2020-04-12,26.057,27.5443,25.9958,27.5443,82400.0
2020-04-13,27.3342,27.3342,25.9403,26.4604,48184.0
2020-04-14,26.8425,26.8425,25.0932,25.3564,74080.0
2020-04-15,24.762,24.762,23.6411,23.7854,64064.0
2020-04-16,23.6496,23.6496,22.0786,22.8683,86738.0
2020-04-17,23.5731,24.278,23.2547,24.0742,117769.0
2020-04-18,23.5731,24.278,23.2547,24.0742,117769.0
2020-04-19,23.5731,24.278,23.2547,24.0742,117769.0
2020-04-20,23.4967,24.4987,23.3184,23.5307,69120.0
2020-04-21,23.3099,24.1676,22.7834,23.7854,56946.0
2020-04-22,24.3714,24.3968,23.4444,23.7005,31280.0
2020-04-23,23.7005,24.6771,23.6156,24.0062,49936.0
2020-04-24,24.0826,24.4648,23.2929,24.278,29620.0
2020-04-25,24.0826,24.4648,23.2929,24.278,29620.0
2020-04-26,24.0826,24.4648,23.2929,24.278,29620.0
2020-04-27,24.6601,26.4603,24.6431,25.9678,70381.0
2020-04-28,27.4794,27.802,26.4519,27.1906,58245.0
2020-04-29,28.4389,30.6298,27.8275,30.0014,93538.0
2020-04-30,29.7212,29.7467,27.8105,27.8105,70634.0
2020-05-01,27.7341,27.9209,26.9274,27.7001,66379.0
2020-05-02,27.7341,27.9209,26.9274,27.7001,66379.0
2020-05-03,27.7341,27.9209,26.9274,27.7001,66379.0
2020-05-04,27.2161,27.369,26.2905,27.0123,48152.0
2020-05-05,27.2161,27.5537,25.815,25.9254,40715.0
2020-05-06,26.0103,26.1377,25.0167,25.229,61060.0
2020-05-07,25.6451,26.1971,25.3437,25.5347,47563.0
2020-05-08,25.8574,26.7151,25.4838,26.6217,37121.0
2020-05-09,25.8574,26.7151,25.4838,26.6217,37121.0
2020-05-10,25.8574,26.7151,25.4838,26.6217,37121.0
2020-05-11,26.0697,26.0952,24.9148,25.229,65521.0
2020-05-12,25.3479,25.3479,23.8619,23.8873,52368.0
2020-05-13,23.7854,23.8364,22.6306,23.3014,61795.0
2020-05-14,23.0382,23.5392,21.8536,23.4203,124926.0
2020-05-15,23.3778,24.1251,22.9193,23.7685,45010.0
2020-05-16,23.3778,24.1251,22.9193,23.7685,45010.0
2020-05-17,23.3778,24.1251,22.9193,23.7685,45010.0
2020-05-18,24.6006,26.1122,24.6006,25.8574,85462.0
2020-05-19,25.7725,25.7725,24.3289,24.3289,56239.0
2020-05-20,24.728,26.561,24.728,26.299,49162.0
2020-05-21,26.248,26.5622,26.1207,26.2396,46436.0
2020-05-22,26.4603,27.352,25.6451,26.35,52917.0
2020-05-23,26.4603,27.352,25.6451,26.35,52917.0
2020-05-24,26.4603,27.352,25.6451,26.35,52917.0
2020-05-25,26.4603,27.352,25.6451,26.35,52917.0
2020-05-26,27.5388,28.2691,27.4581,28.0058,61718.0
2020-05-27,29.1437,30.7062,28.7361,30.392,63212.0
2020-05-28,30.9355,31.0884,29.5344,29.5598,100417.0
2020-05-29,29.1777,30.5194,27.8785,28.4814,55817.0
2020-05-30,29.1777,30.5194,27.8785,28.4814,55817.0
2020-05-31,29.1777,30.5194,27.8785,28.4814,55817.0
2020-06-01,28.6427,29.0164,27.5897,27.5897,68434.0
2020-06-02,27.9634,28.2861,27.1482,27.4709,41365.0
2020-06-03,28.0398,29.8709,27.9294,29.2032,45043.0
2020-06-04,28.7276,29.7806,28.6088,29.5259,35271.0
2020-06-05,30.8846,32.0904,30.5563,31.8526,60396.0
2020-06-06,30.8846,32.0904,30.5563,31.8526,60396.0
2020-06-07,30.8846,32.0904,30.5563,31.8526,60396.0
2020-06-08,32.2687,32.7188,31.8441,32.6254,47224.0
2020-06-09,32.014,32.5235,31.0926,31.946,42406.0
2020-06-10,31.7252,31.7252,30.2222,30.2222,45178.0
2020-06-11,28.4644,29.1268,27.4794,27.6237,64719.0
2020-06-12,28.9654,28.9654,27.6237,28.5493,49598.0
2020-06-13,28.9654,28.9654,27.6237,28.5493,49598.0
2020-06-14,28.9654,28.9654,27.6237,28.5493,49598.0
2020-06-15,27.352,28.7956,27.2246,28.6767,35144.0
2020-06-16,29.7976,30.5024,29.0164,29.7467,52935.0
2020-06-17,29.7127,29.7127,28.1927,28.2946,43847.0
2020-06-18,27.9464,28.7616,27.9464,28.3965,61548.0
2020-06-19,28.6767,28.6767,27.2671,28.0313,164204.0
2020-06-20,28.6767,28.6767,27.2671,28.0313,164204.0
2020-06-21,28.6767,28.6767,27.2671,28.0313,164204.0
2020-06-22,27.7851,28.4474,27.5813,28.4304,135313.0
2020-06-23,28.855,28.855,27.887,27.9549,34219.0
2020-06-24,27.4963,27.4963,26.9741,27.1821,69172.0
2020-06-25,26.9019,28.2012,26.6641,28.2012,52940.0
2020-06-26,28.2012,28.2012,26.6302,27.4878,147155.0
2020-06-27,28.2012,28.2012,26.6302,27.4878,147155.0
2020-06-28,28.2012,28.2012,26.6302,27.4878,147155.0
2020-06-29,27.9124,28.5069,27.7256,28.5026,84108.0
2020-06-30,28.1417,29.5513,28.1417,29.3306,40632.0
2020-07-01,29.373,29.3815,27.836,28.0058,49955.0
2020-07-02,28.8635,30.9949,28.6088,28.8465,118180.0
2020-07-03,28.8635,30.9949,28.6088,28.8465,118180.0
2020-07-04,28.8635,30.9949,28.6088,28.8465,118180.0
2020-07-05,28.8635,30.9949,28.6088,28.8465,118180.0
2020-07-06,29.5938,29.8146,28.6682,28.9314,38284.0
2020-07-07,28.6512,28.872,27.0208,27.6662,44224.0
2020-07-08,27.5643,28.1247,26.7576,27.335,45649.0
2020-07-09,27.335,28.6003,26.6047,26.7915,60074.0
2020-07-10,26.7915,28.0058,26.7915,27.9974,59374.0
2020-07-11,26.7915,28.0058,26.7915,27.9974,59374.0
2020-07-12,26.7915,28.0058,26.7915,27.9974,59374.0
2020-07-13,28.4729,29.2966,27.8445,28.8126,59242.0
2020-07-14,28.8126,29.2156,28.1094,28.6239,65432.0
2020-07-15,29.3528,30.3475,29.1213,30.1589,73733.0
2020-07-16,29.7816,30.5876,29.7387,30.0045,42180.0
2020-07-17,29.9016,30.0131,28.9583,28.9926,42088.0
2020-07-18,29.9016,30.0131,28.9583,28.9926,42088.0
2020-07-19,29.9016,30.0131,28.9583,28.9926,42088.0
2020-07-20,28.744,28.804,27.9122,28.2295,26502.0
2020-07-21,28.4867,29.9273,28.4867,29.8159,43809.0
2020-07-22,29.49,29.7987,28.9498,29.1556,47023.0
2020-07-23,29.1384,29.6186,29.0441,29.3785,76638.0
2020-07-24,29.4214,29.6444,28.8297,28.8469,58797.0
2020-07-25,29.4214,29.6444,28.8297,28.8469,58797.0
2020-07-26,29.4214,29.6444,28.8297,28.8469,58797.0
2020-07-27,28.6411,29.3078,27.9293,28.2123,30795.0
2020-07-28,27.4491,27.9379,27.3548,27.4148,56753.0
2020-07-29,27.3719,27.9979,26.926,27.895,60057.0
2020-07-30,27.3205,27.7149,27.089,27.4834,49111.0
2020-07-31,27.3033,27.3805,26.6173,27.1747,70827.0
2020-08-01,27.3033,27.3805,26.6173,27.1747,70827.0
2020-08-02,27.3033,27.3805,26.6173,27.1747,70827.0
2020-08-03,27.4405,27.4491,26.6773,27.2262,39431.0
2020-08-04,27.0289,27.0824,26.6773,27.0204,27301.0
2020-08-05,27.3462,27.4405,26.3601,26.3686,74602.0
2020-08-06,26.463,27.239,26.463,27.1919,78434.0
2020-08-07,26.9346,28.7868,26.9346,28.744,49737.0
2020-08-08,26.9346,28.7868,26.9346,28.744,49737.0
2020-08-09,26.9346,28.7868,26.9346,28.744,49737.0
2020-08-10,28.8897,29.5329,28.8126,29.0955,31086.0
2020-08-11,29.5415,30.1503,29.5415,29.8159,59273.0
2020-08-12,30.1503,30.3132,29.8845,30.1589,83273.0
2020-08-13,29.9874,29.9874,29.2585,29.4729,50419.0
2020-08-14,29.1899,29.715,28.9412,29.5843,26409.0
2020-08-15,29.1899,29.715,28.9412,29.5843,26409.0
2020-08-16,29.1899,29.715,28.9412,29.5843,26409.0
2020-08-17,29.4043,29.7044,28.9926,29.2756,21447.0
2020-08-18,29.147,29.147,28.2638,28.2981,31977.0
2020-08-19,28.2981,28.9069,28.2981,28.461,29703.0
2020-08-20,28.0408,28.1609,27.8693,28.0065,23181.0
2020-08-21,27.8093,27.9722,27.5006,27.8178,37003.0
2020-08-22,27.8093,27.9722,27.5006,27.8178,37003.0
2020-08-23,27.8093,27.9722,27.5006,27.8178,37003.0
2020-08-24,28.0751,28.6582,27.6335,28.6411,38179.0
2020-08-25,28.9155,28.9498,28.401,28.7783,24408.0
2020-08-26,28.7783,28.7783,27.8607,27.8607,26598.0
2020-08-27,27.8436,28.7182,27.6292,28.581,30171.0
2020-08-28,28.8897,28.8897,28.3238,28.6153,23510.0
2020-08-29,28.8897,28.8897,28.3238,28.6153,23510.0
2020-08-30,28.8897,28.8897,28.3238,28.6153,23510.0
2020-08-31,28.4953,28.5639,27.9979,28.0022,42160.0
2020-09-01,27.8864,28.2209,27.6635,27.9122,27674.0
2020-09-02,27.8779,28.1266,27.7064,27.955,35355.0
2020-09-03,27.8521,28.3581,27.8521,28.0065,76814.0
2020-09-04,28.2123,28.461,27.6549,28.1866,62336.0
2020-09-05,28.2123,28.461,27.6549,28.1866,62336.0
2020-09-06,28.2123,28.461,27.6549,28.1866,62336.0
2020-09-07,28.2123,28.461,27.6549,28.1866,62336.0
2020-09-08,27.9465,27.9465,26.6859,26.9003,73370.0
2020-09-09,27.0118,27.209,26.5316,26.7631,55343.0
2020-09-10,26.7631,26.9003,26.1628,26.2057,50818.0
2020-09-11,26.4801,27.1147,25.8027,25.9828,53088.0
2020-09-12,26.4801,27.1147,25.8027,25.9828,53088.0
2020-09-13,26.4801,27.1147,25.8027,25.9828,53088.0
2020-09-14,26.0857,26.8574,25.9828,26.7459,53437.0
2020-09-15,26.8231,26.8231,25.9056,25.9742,24833.0
2020-09-16,25.9999,26.6345,25.7341,26.1714,39358.0
2020-09-17,25.8456,26.2486,25.8456,26.0599,29196.0
2020-09-18,26.4201,26.4458,25.7255,26.3858,146605.0
2020-09-19,26.4201,26.4458,25.7255,26.3858,146605.0
2020-09-20,26.4201,26.4458,25.7255,26.3858,146605.0
2020-09-21,25.6741,26.0407,24.6536,24.9023,73302.0
2020-09-22,24.9623,25.4682,24.4907,24.8165,42053.0
2020-09-23,24.8337,25.318,24.2849,24.3192,48547.0
2020-09-24,24.3449,25.3225,24.2849,25.0481,50101.0
2020-09-25,24.7994,25.3396,24.7994,25.1252,41957.0
2020-09-26,24.7994,25.3396,24.7994,25.1252,41957.0
2020-09-27,24.7994,25.3396,24.7994,25.1252,41957.0
2020-09-28,25.4854,26.2143,25.4854,25.9056,31439.0
2020-09-29,25.7169,26.0428,25.2624,25.8198,31729.0
2020-09-30,25.9056,26.2057,25.6912,25.9184,45394.0
2020-10-01,25.8456,25.9828,25.5197,25.9828,39764.0
2020-10-02,25.6741,26.7435,25.6226,26.6259,27837.0
2020-10-03,25.6741,26.7435,25.6226,26.6259,27837.0
2020-10-04,25.6741,26.7435,25.6226,26.6259,27837.0
2020-10-05,26.8917,27.4834,26.8917,27.4577,28808.0
2020-10-06,27.8607,28.3152,26.6087,27.3462,36977.0
2020-10-07,27.7407,28.118,27.6463,27.9808,36587.0
2020-10-08,28.3924,28.4953,27.955,28.3324,33654.0
2020-10-09,28.6668,28.6668,27.8693,27.8864,37579.0
2020-10-10,28.6668,28.6668,27.8693,27.8864,37579.0
2020-10-11,28.6668,28.6668,27.8693,27.8864,37579.0
2020-10-12,27.8864,28.1266,27.6806,28.058,54750.0
2020-10-13,27.9979,27.9979,27.3119,27.4834,34293.0
2020-10-14,27.3448,27.635,26.7816,26.8509,22456.0
2020-10-15,26.331,27.7347,26.331,27.648,30294.0
2020-10-16,27.5094,27.908,27.2928,27.7607,25827.0
2020-10-17,27.5094,27.908,27.2928,27.7607,25827.0
2020-10-18,27.5094,27.908,27.2928,27.7607,25827.0
2020-10-19,27.9253,27.9253,27.3188,27.3361,24729.0
2020-10-20,27.674,28.0986,27.5007,27.7693,19301.0
2020-10-21,27.6134,28.1495,27.6134,28.0293,20234.0
2020-10-22,27.9859,29.0603,27.9859,29.0083,34203.0
2020-10-23,29.1903,29.3549,28.6011,28.991,23264.0
2020-10-24,29.1903,29.3549,28.6011,28.991,23264.0
2020-10-25,29.1903,29.3549,28.6011,28.991,23264.0
2020-10-26,28.4885,28.6531,28.2025,28.5578,30502.0
2020-10-27,29.3982,29.4069,27.5787,27.6913,33446.0
2020-10-28,27.2321,27.9166,26.9202,26.9375,40766.0
2020-10-29,26.9116,27.648,26.5996,27.5787,33075.0
2020-10-30,27.4921,28.0379,27.4921,27.7,44283.0
2020-10-31,27.4921,28.0379,27.4921,27.7,44283.0
2020-11-01,27.4921,28.0379,27.4921,27.7,44283.0
2020-11-02,27.9946,28.4018,27.9946,28.3498,32069.0
2020-11-03,28.7657,29.2769,28.7299,29.2163,66631.0
2020-11-04,28.6964,28.6964,26.9202,27.3274,57475.0
2020-11-05,27.3188,28.4537,27.3188,28.4192,32284.0
2020-11-06,28.7571,28.7571,27.5823,27.622,54347.0
2020-11-07,28.7571,28.7571,27.5823,27.622,54347.0
2020-11-08,28.7571,28.7571,27.5823,27.622,54347.0
2020-11-09,29.6842,32.3874,28.6791,30.7499,93001.0
2020-11-10,31.3131,32.2228,31.1224,31.9889,53866.0
2020-11-11,32.2661,32.2661,30.5852,31.1224,26383.0
2020-11-12,30.6199,30.6199,29.6408,30.0741,24938.0
2020-11-13,30.4553,30.9578,30.3513,30.6719,22529.0
2020-11-14,30.4553,30.9578,30.3513,30.6719,22529.0
2020-11-15,30.4553,30.9578,30.3513,30.6719,22529.0
2020-11-16,31.5297,32.0322,31.4127,31.9369,36214.0
2020-11-17,31.1658,32.0235,31.0098,31.8502,28822.0
2020-11-18,33.0416,33.0416,31.0964,31.1051,24775.0
2020-11-19,30.9492,31.3391,30.6806,31.2611,22296.0
2020-11-20,30.9058,31.1224,30.5333,31.0705,21392.0
2020-11-21,30.9058,31.1224,30.5333,31.0705,21392.0
2020-11-22,30.9058,31.1224,30.5333,31.0705,21392.0
2020-11-23,31.9109,31.9109,31.1138,31.2871,23894.0
2020-11-24,32.8293,32.9246,31.651,32.7947,65417.0
2020-11-25,32.3961,32.4394,31.5383,31.8936,23867.0
2020-11-26,32.3961,32.4394,31.5383,31.8936,23867.0
2020-11-27,31.8849,32.6604,30.6719,30.9838,16508.0
2020-11-28,31.8849,32.6604,30.6719,30.9838,16508.0
2020-11-29,31.8849,32.6604,30.6719,30.9838,16508.0
2020-11-30,30.8625,31.0271,29.7448,29.7621,43937.0
2020-12-01,30.5679,31.0098,30.0394,30.4639,37870.0
2020-12-02,30.4986,31.417,30.2993,31.0185,32769.0
2020-12-03,31.0705,31.3564,30.8279,30.9058,20460.0
2020-12-04,31.2004,31.7983,30.8279,31.7636,48961.0
2020-12-05,31.2004,31.7983,30.8279,31.7636,48961.0
2020-12-06,31.2004,31.7983,30.8279,31.7636,48961.0
2020-12-07,31.3824,31.7289,31.2827,31.5903,23374.0
2020-12-08,31.2957,31.677,31.1701,31.6596,33231.0
2020-12-09,32.0235,32.1968,31.4604,31.8762,51338.0
2020-12-10,31.703,31.8243,31.4993,31.703,17198.0
2020-12-11,31.3737,31.8113,31.2957,31.4257,24482.0
2020-12-12,31.3737,31.8113,31.2957,31.4257,24482.0
2020-12-13,31.3737,31.8113,31.2957,31.4257,24482.0
2020-12-14,31.7723,31.7723,31.1311,31.2004,33511.0
2020-12-15,31.3477,32.2921,31.2524,31.9975,36475.0
2020-12-16,32.2488,32.2488,31.6596,31.9542,30066.0
2020-12-17,32.1275,32.1275,31.4257,31.8849,37790.0
2020-12-18,32.0235,32.0235,30.6416,30.7412,134116.0
2020-12-19,32.0235,32.0235,30.6416,30.7412,134116.0
2020-12-20,32.0235,32.0235,30.6416,30.7412,134116.0
2020-12-21,30.6719,31.0349,30.0394,30.4899,44258.0
2020-12-22,30.3686,30.3686,30.0047,30.126,20785.0
2020-12-23,30.334,30.7499,30.2777,30.7239,23939.0
2020-12-24,30.9232,30.9405,30.2907,30.6026,10268.0
2020-12-25,30.9232,30.9405,30.2907,30.6026,10268.0
2020-12-26,30.9232,30.9405,30.2907,30.6026,10268.0
2020-12-27,30.9232,30.9405,30.2907,30.6026,10268.0
2020-12-28,30.6286,31.2366,30.6286,30.8105,23027.0
2020-12-29,30.8105,31.0011,30.1347,30.308,30454.0
2020-12-30,30.4293,30.8885,30.3253,30.7672,19874.0
2020-12-31,31.079,31.1918,30.8712,31.0011,23600.0
2021-01-01,31.079,31.1918,30.8712,31.0011,23600.0
2021-01-02,31.079,31.1918,30.8712,31.0011,23600.0
2021-01-03,31.079,31.1918,30.8712,31.0011,23600.0
2021-01-04,31.3217,31.5695,30.8192,31.1571,87573.0
2021-01-05,31.3477,32.0495,31.2611,31.3824,38882.0
2021-01-06,32.1362,34.6575,32.1102,34.207,96614.0
2021-01-07,34.5622,34.5622,33.1239,33.6784,38180.0
2021-01-08,33.6958,34.6315,32.6387,33.4965,70263.0
2021-01-09,33.6958,34.6315,32.6387,33.4965,70263.0
2021-01-10,33.6958,34.6315,32.6387,33.4965,70263.0
2021-01-11,33.0893,33.895,32.6647,33.2625,41359.0
2021-01-12,33.4878,34.3439,33.4445,33.9817,24722.0
2021-01-13,33.7824,33.7997,32.8207,33.5311,30198.0
2021-01-14,33.5836,34.0904,33.353,34.0205,25856.0
2021-01-15,33.4437,33.671,33.0942,33.671,21032.0
2021-01-16,33.4437,33.671,33.0942,33.671,21032.0
2021-01-17,33.4437,33.671,33.0942,33.671,21032.0
2021-01-18,33.4437,33.671,33.0942,33.671,21032.0
2021-01-19,33.7496,33.7496,33.0155,33.5836,39950.0
2021-01-20,33.5661,33.7321,32.9806,33.1903,48967.0
2021-01-21,33.4263,33.7234,32.4475,33.1641,61359.0
2021-01-22,32.7009,33.636,32.4825,33.5049,37525.0
2021-01-23,32.7009,33.636,32.4825,33.5049,37525.0
2021-01-24,32.7009,33.636,32.4825,33.5049,37525.0
2021-01-25,33.1117,33.1117,32.1154,32.6048,40258.0
2021-01-26,33.9331,33.9331,32.8058,32.8058,35696.0
2021-01-27,34.1166,34.2128,32.4038,32.43,83389.0
2021-01-28,33.1029,33.9462,32.7272,33.5224,50438.0
2021-01-29,33.0505,33.837,32.6485,32.8145,34100.0
2021-01-30,33.0505,33.837,32.6485,32.8145,34100.0
2021-01-31,33.0505,33.837,32.6485,32.8145,34100.0
2021-02-01,32.9019,33.4263,32.465,32.9981,36799.0
2021-02-02,33.5399,33.5573,32.9019,33.4612,44450.0
2021-02-03,33.2427,33.8457,32.8233,33.7321,47369.0
2021-02-04,33.7409,34.6759,33.6884,34.5623,48628.0
2021-02-05,34.7021,34.7767,33.8894,34.204,21180.0
2021-02-06,34.7021,34.7767,33.8894,34.204,21180.0
2021-02-07,34.7021,34.7767,33.8894,34.204,21180.0
2021-02-08,34.5536,35.2177,34.2215,35.1828,50641.0
2021-02-09,35.3226,35.6547,35.0693,35.5498,42280.0
2021-02-10,35.5498,35.8032,35.008,35.3488,32310.0
2021-02-11,35.2702,35.4799,34.4138,34.6497,54282.0
2021-02-12,34.5623,34.9993,33.6972,34.5973,25764.0
2021-02-13,34.5623,34.9993,33.6972,34.5973,25764.0
2021-02-14,34.5623,34.9993,33.6972,34.5973,25764.0
2021-02-15,34.5623,34.9993,33.6972,34.5973,25764.0
2021-02-16,34.7808,34.8944,34.239,34.6672,41275.0
2021-02-17,34.606,35.1216,34.606,34.8245,30091.0
2021-02-18,34.6235,34.9905,34.2565,34.3875,35687.0
2021-02-19,34.4225,35.022,34.4225,34.8944,38552.0
2021-02-20,34.4225,35.022,34.4225,34.8944,38552.0
2021-02-21,34.4225,35.022,34.4225,34.8944,38552.0
2021-02-22,34.6497,36.0654,34.6497,35.7858,48133.0
2021-02-23,35.8994,37.1403,35.6241,36.2402,42046.0
2021-02-24,36.4587,37.6035,36.3188,37.0092,67518.0
2021-02-25,37.2189,37.2801,36.0654,36.1004,38308.0
2021-02-26,36.0479,36.4718,35.3925,35.4187,42270.0
2021-02-27,36.0479,36.4718,35.3925,35.4187,42270.0
2021-02-28,36.0479,36.4718,35.3925,35.4187,42270.0
2021-03-01,36.0479,37.1709,36.0261,36.8344,51212.0
2021-03-02,36.7296,36.8607,36.0567,36.4499,23265.0
2021-03-03,36.782,38.6958,36.782,37.6734,36798.0
2021-03-04,37.953,39.1502,37.3063,37.6472,55327.0
2021-03-05,38.0579,39.4822,38.0579,39.4299,57764.0
2021-03-06,38.0579,39.4822,38.0579,39.4299,57764.0
2021-03-07,38.0579,39.4822,38.0579,39.4299,57764.0
2021-03-08,39.4124,41.7795,39.4037,41.501,57157.0
2021-03-09,41.2563,41.4573,39.963,40.8106,48095.0
2021-03-10,41.0466,42.4535,40.2776,42.1127,61885.0
2021-03-11,42.1127,42.2613,41.2913,42.1127,52300.0
2021-03-12,42.4011,43.393,40.5659,42.9866,38180.0
2021-03-13,42.4011,43.393,40.5659,42.9866,38180.0
2021-03-14,42.4011,43.393,40.5659,42.9866,38180.0
