,TILE US Equity,TILE US Equity,TILE US Equity,TILE US Equity,TILE US Equity
2019-03-21,15.0859,15.4903,15.0558,15.3362,291546.0
2019-03-22,15.2207,15.2591,14.335,14.3446,420149.0
2019-03-23,15.2207,15.2591,14.335,14.3446,420149.0
2019-03-24,15.2207,15.2591,14.335,14.3446,420149.0
2019-03-25,14.2772,14.7105,14.0941,14.3543,536863.0
2019-03-26,14.4216,14.6142,14.2387,14.5372,577207.0
2019-03-27,14.5853,14.7779,14.465,14.6912,262080.0
2019-03-28,14.6912,14.9319,14.5083,14.7393,174169.0
2019-03-29,14.7779,14.9319,14.5372,14.749,288353.0
2019-03-30,14.7779,14.9319,14.5372,14.749,288353.0
2019-03-31,14.7779,14.9319,14.5372,14.749,288353.0
2019-04-01,14.8356,15.2111,14.8356,14.9608,365207.0
2019-04-02,14.9511,14.9511,14.7008,14.7201,204013.0
2019-04-03,14.9415,15.0378,14.7923,14.9993,305958.0
2019-04-04,14.98,15.3747,14.98,15.1629,170537.0
2019-04-05,15.1629,15.4806,15.1341,15.471,227446.0
2019-04-06,15.1629,15.4806,15.1341,15.471,227446.0
2019-04-07,15.1629,15.4806,15.1341,15.471,227446.0
2019-04-08,15.3555,15.5095,15.3266,15.4518,98736.0
2019-04-09,15.3844,15.4421,15.2303,15.317,287545.0
2019-04-10,15.3651,15.6154,15.2592,15.6058,310806.0
2019-04-11,15.6058,15.7983,15.4806,15.7791,238604.0
2019-04-12,15.885,15.9909,15.6299,15.7791,181180.0
2019-04-13,15.885,15.9909,15.6299,15.7791,181180.0
2019-04-14,15.885,15.9909,15.6299,15.7791,181180.0
2019-04-15,15.8272,15.8754,15.6058,15.8176,104138.0
2019-04-16,15.8561,16.2701,15.7695,16.2316,285737.0
2019-04-17,16.3664,16.4819,16.1931,16.2412,251037.0
2019-04-18,16.1738,16.299,16.0294,16.299,159645.0
2019-04-19,16.1738,16.299,16.0294,16.299,159645.0
2019-04-20,16.1738,16.299,16.0294,16.299,159645.0
2019-04-21,16.1738,16.299,16.0294,16.299,159645.0
2019-04-22,16.2893,16.3182,15.9428,16.039,171817.0
2019-04-23,16.1064,16.4145,15.9524,16.2797,295352.0
2019-04-24,16.1931,16.5782,16.1546,16.453,225007.0
2019-04-25,16.2893,16.2893,14.2869,15.0763,1166275.0
2019-04-26,14.6238,15.3844,14.3157,15.0667,541476.0
2019-04-27,14.6238,15.3844,14.3157,15.0667,541476.0
2019-04-28,14.6238,15.3844,14.3157,15.0667,541476.0
2019-04-29,15.057,15.8946,15.057,15.4903,843387.0
2019-04-30,15.4903,15.6443,15.2785,15.4421,460212.0
2019-05-01,15.5577,15.5577,15.1244,15.1726,688047.0
2019-05-02,15.2688,15.4229,14.8741,15.0956,256249.0
2019-05-03,15.2015,15.962,15.2015,15.9235,318260.0
2019-05-04,15.2015,15.962,15.2015,15.9235,318260.0
2019-05-05,15.2015,15.962,15.2015,15.9235,318260.0
2019-05-06,15.5865,16.0342,15.5865,15.9716,322371.0
2019-05-07,15.7406,15.8176,15.3459,15.5769,283946.0
2019-05-08,15.5095,15.8657,15.394,15.4133,311324.0
2019-05-09,15.2344,15.6404,15.0798,15.4664,299623.0
2019-05-10,15.4181,15.6791,15.1474,15.6404,304714.0
2019-05-11,15.4181,15.6791,15.1474,15.6404,304714.0
2019-05-12,15.4181,15.6791,15.1474,15.6404,304714.0
2019-05-13,15.2344,15.3553,14.9638,15.2538,628445.0
2019-05-14,15.3408,15.5051,14.9928,15.3408,742387.0
2019-05-15,15.1958,15.6404,14.9541,15.5438,353915.0
2019-05-16,15.5341,15.9014,15.4906,15.6018,702321.0
2019-05-17,15.4278,15.8338,15.3698,15.4954,344520.0
2019-05-18,15.4278,15.8338,15.3698,15.4954,344520.0
2019-05-19,15.4278,15.8338,15.3698,15.4954,344520.0
2019-05-20,15.4954,15.4954,14.9251,14.9928,865197.0
2019-05-21,15.0991,16.0561,15.0508,15.9594,357966.0
2019-05-22,15.7758,16.0222,15.6694,15.6791,764892.0
2019-05-23,15.4954,15.6501,15.2828,15.3504,613079.0
2019-05-24,15.4471,15.5728,15.1281,15.2538,232601.0
2019-05-25,15.4471,15.5728,15.1281,15.2538,232601.0
2019-05-26,15.4471,15.5728,15.1281,15.2538,232601.0
2019-05-27,15.4471,15.5728,15.1281,15.2538,232601.0
2019-05-28,15.2344,15.3988,14.8961,14.9541,400172.0
2019-05-29,14.7994,14.9348,14.2678,14.5094,593516.0
2019-05-30,14.4998,14.6351,14.2871,14.4224,208595.0
2019-05-31,14.1711,14.2049,13.8231,13.9874,282205.0
2019-06-01,14.1711,14.2049,13.8231,13.9874,282205.0
2019-06-02,14.1711,14.2049,13.8231,13.9874,282205.0
2019-06-03,13.9198,14.3934,13.9101,14.2968,323424.0
2019-06-04,14.3838,14.9009,14.3838,14.8671,200633.0
2019-06-05,14.9541,14.9734,14.5384,14.6254,190889.0
2019-06-06,14.5964,14.7801,14.1566,14.3548,178912.0
2019-06-07,14.4031,14.5578,14.2968,14.4708,248261.0
2019-06-08,14.4031,14.5578,14.2968,14.4708,248261.0
2019-06-09,14.4031,14.5578,14.2968,14.4708,248261.0
2019-06-10,14.5771,14.8236,14.4998,14.6061,395250.0
2019-06-11,14.7898,14.8768,14.4804,14.6254,478646.0
2019-06-12,14.5771,14.5771,14.3354,14.4321,161915.0
2019-06-13,14.5868,14.8671,14.5046,14.8478,215851.0
2019-06-14,14.8768,14.9058,14.5964,14.7511,203166.0
2019-06-15,14.8768,14.9058,14.5964,14.7511,203166.0
2019-06-16,14.8768,14.9058,14.5964,14.7511,203166.0
2019-06-17,14.7124,14.7608,14.6158,14.6641,196937.0
2019-06-18,14.7608,15.1184,14.7608,14.9831,255184.0
2019-06-19,14.9541,15.1281,14.9251,15.0701,199381.0
2019-06-20,15.1764,15.2731,15.0508,15.1474,257380.0
2019-06-21,15.1184,15.1958,14.9251,15.0411,415129.0
2019-06-22,15.1184,15.1958,14.9251,15.0411,415129.0
2019-06-23,15.1184,15.1958,14.9251,15.0411,415129.0
2019-06-24,15.0218,15.0411,14.4611,14.4901,187092.0
2019-06-25,14.4804,14.4804,14.0261,14.3258,400920.0
2019-06-26,14.3548,14.4708,14.1034,14.2484,229378.0
2019-06-27,14.3548,14.8188,14.3548,14.8188,342710.0
2019-06-28,14.8768,15.4084,14.5771,14.8188,1033368.0
2019-06-29,14.8768,15.4084,14.5771,14.8188,1033368.0
2019-06-30,14.8768,15.4084,14.5771,14.8188,1033368.0
2019-07-01,14.9831,15.2779,14.7608,14.9638,533191.0
2019-07-02,14.9348,14.9348,14.5964,14.7704,194291.0
2019-07-03,14.8381,14.9058,14.5771,14.8091,110476.0
2019-07-04,14.8381,14.9058,14.5771,14.8091,110476.0
2019-07-05,14.7221,14.8478,14.4998,14.8284,190038.0
2019-07-06,14.7221,14.8478,14.4998,14.8284,190038.0
2019-07-07,14.7221,14.8478,14.4998,14.8284,190038.0
2019-07-08,14.8284,14.8284,14.6158,14.7124,216929.0
2019-07-09,14.6254,14.7898,14.4998,14.7608,250193.0
2019-07-10,14.8188,14.9058,14.6738,14.7608,122571.0
2019-07-11,14.7221,14.7608,14.2968,14.3548,303741.0
2019-07-12,14.3934,14.6351,14.3934,14.5481,643694.0
2019-07-13,14.3934,14.6351,14.3934,14.5481,643694.0
2019-07-14,14.3934,14.6351,14.3934,14.5481,643694.0
2019-07-15,14.5964,14.5964,14.3354,14.5094,230636.0
2019-07-16,14.4998,14.6931,14.4224,14.6641,452564.0
2019-07-17,14.5964,14.6448,14.1953,14.5578,320534.0
2019-07-18,14.4611,14.8574,14.3741,14.8091,305807.0
2019-07-19,14.7994,15.0218,14.7801,14.8188,346830.0
2019-07-20,14.7994,15.0218,14.7801,14.8188,346830.0
2019-07-21,14.7994,15.0218,14.7801,14.8188,346830.0
2019-07-22,14.7898,14.7898,14.5578,14.6061,178024.0
2019-07-23,14.7028,15.0218,14.6554,14.9541,340072.0
2019-07-24,14.8961,15.1668,14.8768,15.1184,261000.0
2019-07-25,15.0701,15.3118,14.9444,15.0604,302081.0
2019-07-26,14.8188,15.0798,13.4171,13.9681,888528.0
2019-07-27,14.8188,15.0798,13.4171,13.9681,888528.0
2019-07-28,14.8188,15.0798,13.4171,13.9681,888528.0
2019-07-29,13.9004,14.0358,13.3229,13.4268,996811.0
2019-07-30,13.4171,14.1614,13.3688,14.0648,444985.0
2019-07-31,13.9681,13.9874,13.3688,13.3978,492283.0
2019-08-01,13.5525,13.6395,12.7598,12.8565,388354.0
2019-08-02,12.7695,12.7695,12.1315,12.1605,359920.0
2019-08-03,12.7695,12.7695,12.1315,12.1605,359920.0
2019-08-04,12.7695,12.7695,12.1315,12.1605,359920.0
2019-08-05,11.9188,11.972,11.334,11.5515,476630.0
2019-08-06,11.6288,11.7931,11.363,11.4162,357138.0
2019-08-07,11.2035,11.2325,10.9328,11.0682,355882.0
2019-08-08,11.18,11.5105,11.1685,11.4133,256964.0
2019-08-09,11.355,11.355,10.9466,10.9661,213995.0
2019-08-10,11.355,11.355,10.9466,10.9661,213995.0
2019-08-11,11.355,11.355,10.9466,10.9661,213995.0
2019-08-12,10.8883,10.9661,10.7328,10.898,281279.0
2019-08-13,10.8397,11.2577,10.8203,10.9272,605201.0
2019-08-14,10.7036,10.8786,10.655,10.655,370558.0
2019-08-15,10.6842,10.6939,10.4606,10.548,258915.0
2019-08-16,10.6161,10.8008,10.6161,10.6744,186991.0
2019-08-17,10.6161,10.8008,10.6161,10.6744,186991.0
2019-08-18,10.6161,10.8008,10.6161,10.6744,186991.0
2019-08-19,10.8689,10.9369,10.7522,10.7619,485621.0
2019-08-20,10.7328,10.8008,10.4606,10.6161,440115.0
2019-08-21,10.7716,10.83,10.6161,10.6258,261358.0
2019-08-22,10.6744,10.7911,10.3633,10.5869,724543.0
2019-08-23,10.5578,10.8494,10.3925,10.5967,771928.0
2019-08-24,10.5578,10.8494,10.3925,10.5967,771928.0
2019-08-25,10.5578,10.8494,10.3925,10.5967,771928.0
2019-08-26,10.7814,10.8591,10.5675,10.6064,246158.0
2019-08-27,10.6842,10.7522,10.1981,10.2078,281428.0
2019-08-28,10.237,10.4022,10.0814,10.2953,208080.0
2019-08-29,10.4411,10.7716,10.4119,10.6744,362575.0
2019-08-30,10.6939,10.9564,10.6647,10.7425,287757.0
2019-08-31,10.6939,10.9564,10.6647,10.7425,287757.0
2019-09-01,10.6939,10.9564,10.6647,10.7425,287757.0
2019-09-02,10.6939,10.9564,10.6647,10.7425,287757.0
2019-09-03,10.6161,10.6744,10.2078,10.2175,294115.0
2019-09-04,10.305,10.4703,10.2467,10.3731,248207.0
2019-09-05,10.6161,11.1994,10.5626,10.9175,505225.0
2019-09-06,10.9758,11.1994,10.7716,11.1119,283029.0
2019-09-07,10.9758,11.1994,10.7716,11.1119,283029.0
2019-09-08,10.9758,11.1994,10.7716,11.1119,283029.0
2019-09-09,11.1508,12.0063,11.1314,11.9869,468554.0
2019-09-10,12.0063,12.8181,11.9771,12.7743,507018.0
2019-09-11,12.8132,12.9882,12.366,12.9104,243566.0
2019-09-12,12.8813,12.9396,12.5604,12.7063,239851.0
2019-09-13,12.8521,13.2604,12.6382,12.9299,237884.0
2019-09-14,12.8521,13.2604,12.6382,12.9299,237884.0
2019-09-15,12.8521,13.2604,12.6382,12.9299,237884.0
2019-09-16,12.9104,13.0854,12.7452,12.9299,221028.0
2019-09-17,12.8035,12.8035,11.8119,12.6674,295582.0
2019-09-18,12.6674,12.7063,12.4535,12.6285,439468.0
2019-09-19,12.6382,12.8813,12.6139,12.6188,302911.0
2019-09-20,12.6382,12.9882,12.5118,12.959,1233506.0
2019-09-21,12.6382,12.9882,12.5118,12.959,1233506.0
2019-09-22,12.6382,12.9882,12.5118,12.959,1233506.0
2019-09-23,12.8326,13.0076,12.6674,12.9688,354705.0
2019-09-24,12.9688,12.9979,12.6382,12.6674,350868.0
2019-09-25,12.6674,13.4354,12.6382,13.416,450154.0
2019-09-26,13.4451,13.5909,13.2701,13.3771,348237.0
2019-09-27,13.4646,14.2034,13.4646,14.184,596488.0
2019-09-28,13.4646,14.2034,13.4646,14.184,596488.0
2019-09-29,13.4646,14.2034,13.4646,14.184,596488.0
2019-09-30,14.2229,14.2423,13.8632,14.0381,527182.0
2019-10-01,14.1062,14.4756,13.5618,13.6104,396116.0
2019-10-02,13.416,13.6396,13.2798,13.3673,342280.0
2019-10-03,13.3479,13.518,13.2798,13.4597,286071.0
2019-10-04,13.3965,13.6007,13.0806,13.3187,287162.0
2019-10-05,13.3965,13.6007,13.0806,13.3187,287162.0
2019-10-06,13.3965,13.6007,13.0806,13.3187,287162.0
2019-10-07,13.2312,13.3771,13.0466,13.2798,536494.0
2019-10-08,13.0854,13.2701,12.9444,13.0271,242022.0
2019-10-09,13.0757,13.2798,12.9979,13.2215,232651.0
2019-10-10,13.3187,13.343,13.1535,13.1826,220336.0
2019-10-11,13.4646,13.8243,13.3187,13.6104,331428.0
2019-10-12,13.4646,13.8243,13.3187,13.6104,331428.0
2019-10-13,13.4646,13.8243,13.3187,13.6104,331428.0
2019-10-14,13.6493,13.6493,13.3382,13.4937,234590.0
2019-10-15,13.5034,13.874,13.3868,13.8534,377551.0
2019-10-16,13.8632,14.359,13.8243,14.1256,313855.0
2019-10-17,14.252,14.5339,14.1159,14.5242,224195.0
2019-10-18,14.4659,14.6409,14.2812,14.5923,311695.0
2019-10-19,14.4659,14.6409,14.2812,14.5923,311695.0
2019-10-20,14.4659,14.6409,14.2812,14.5923,311695.0
2019-10-21,14.8256,15.0784,14.6166,14.6798,262895.0
2019-10-22,14.6992,14.986,14.5242,14.952,253631.0
2019-10-23,14.952,14.952,14.7867,14.8645,182941.0
2019-10-24,14.8548,14.8548,14.4465,14.7381,250862.0
2019-10-25,16.0214,16.9438,15.0589,15.9922,1231498.0
2019-10-26,16.0214,16.9438,15.0589,15.9922,1231498.0
2019-10-27,16.0214,16.9438,15.0589,15.9922,1231498.0
2019-10-28,15.6908,16.4686,15.6228,16.4054,795538.0
2019-10-29,16.42,16.5804,16.1866,16.4588,500556.0
2019-10-30,16.5366,16.5366,15.72,15.8853,558906.0
2019-10-31,15.9144,16.2352,15.7103,16.1672,313072.0
2019-11-01,16.1964,16.4491,16.1964,16.3082,370985.0
2019-11-02,16.1964,16.4491,16.1964,16.3082,370985.0
2019-11-03,16.1964,16.4491,16.1964,16.3082,370985.0
2019-11-04,16.4491,16.4686,16.245,16.4102,388441.0
2019-11-05,16.5075,16.6922,16.245,16.4297,359638.0
2019-11-06,16.4394,16.6144,16.1283,16.4977,319458.0
2019-11-07,16.7173,16.7173,16.3953,16.4636,261758.0
2019-11-08,16.4441,16.5612,16.3074,16.5416,208997.0
2019-11-09,16.4441,16.5612,16.3074,16.5416,208997.0
2019-11-10,16.4441,16.5612,16.3074,16.5416,208997.0
2019-11-11,16.4538,16.5904,16.3068,16.5319,155490.0
2019-11-12,16.5319,16.5319,16.161,16.2294,190817.0
2019-11-13,16.083,16.2977,15.8975,16.283,317139.0
2019-11-14,16.2586,16.3465,16.0342,16.0439,286168.0
2019-11-15,16.1513,16.2098,15.9268,15.9707,208742.0
2019-11-16,16.1513,16.2098,15.9268,15.9707,208742.0
2019-11-17,16.1513,16.2098,15.9268,15.9707,208742.0
2019-11-18,15.8975,16.2001,15.7205,16.1806,215651.0
2019-11-19,16.2001,16.3465,16.0927,16.1122,248849.0
2019-11-20,16.0634,16.2781,15.9268,15.9854,323168.0
2019-11-21,15.9756,16.1806,15.8927,16.0342,192997.0
2019-11-22,16.1415,16.4928,16.1122,16.3562,190654.0
2019-11-23,16.1415,16.4928,16.1122,16.3562,190654.0
2019-11-24,16.1415,16.4928,16.1122,16.3562,190654.0
2019-11-25,16.366,16.9027,16.366,16.8637,270239.0
2019-11-26,16.8051,16.9906,16.5514,16.5709,264878.0
2019-11-27,16.6685,16.7563,16.405,16.4538,131518.0
2019-11-28,16.6685,16.7563,16.405,16.4538,131518.0
2019-11-29,16.3172,16.4636,16.2489,16.3855,84053.0
2019-11-30,16.3172,16.4636,16.2489,16.3855,84053.0
2019-12-01,16.3172,16.4636,16.2489,16.3855,84053.0
2019-12-02,16.4636,16.5221,16.2294,16.4636,259973.0
2019-12-03,16.2489,16.405,16.1415,16.3172,223240.0
2019-12-04,16.3953,16.688,16.3953,16.4489,226534.0
2019-12-05,16.5026,16.61,16.4441,16.5319,270039.0
2019-12-06,16.688,16.9613,16.6685,16.7173,330238.0
2019-12-07,16.688,16.9613,16.6685,16.7173,330238.0
2019-12-08,16.688,16.9613,16.6685,16.7173,330238.0
2019-12-09,16.6685,16.6685,16.3367,16.5612,268465.0
2019-12-10,16.5612,16.5612,16.0927,16.1806,216018.0
2019-12-11,16.2196,16.7905,16.2196,16.6588,369105.0
2019-12-12,16.6685,17.1369,16.5758,16.971,375984.0
2019-12-13,16.971,17.0979,16.7027,16.8149,322695.0
2019-12-14,16.971,17.0979,16.7027,16.8149,322695.0
2019-12-15,16.971,17.0979,16.7027,16.8149,322695.0
2019-12-16,16.932,17.2492,16.5124,16.6197,363491.0
2019-12-17,16.6392,16.6392,16.3229,16.5416,315830.0
2019-12-18,16.649,16.9906,16.5514,16.6978,358875.0
2019-12-19,16.7563,16.7563,16.2391,16.5221,255565.0
2019-12-20,17.1077,17.1077,16.5612,16.7759,1760115.0
2019-12-21,17.1077,17.1077,16.5612,16.7759,1760115.0
2019-12-22,17.1077,17.1077,16.5612,16.7759,1760115.0
2019-12-23,16.7856,16.9027,16.2879,16.5124,143707.0
2019-12-24,16.5124,16.5221,16.2684,16.4928,58131.0
2019-12-25,16.5124,16.5221,16.2684,16.4928,58131.0
2019-12-26,16.4831,16.6197,16.2684,16.3757,151183.0
2019-12-27,16.405,16.4733,16.0244,16.1415,132536.0
2019-12-28,16.405,16.4733,16.0244,16.1415,132536.0
2019-12-29,16.405,16.4733,16.0244,16.1415,132536.0
2019-12-30,16.2196,16.2196,16.0293,16.0732,156022.0
2019-12-31,16.0439,16.2586,15.8975,16.1903,182005.0
2020-01-01,16.0439,16.2586,15.8975,16.1903,182005.0
2020-01-02,16.2781,16.3465,15.9854,16.0976,261726.0
2020-01-03,15.8878,16.161,15.7609,16.0147,269607.0
2020-01-04,15.8878,16.161,15.7609,16.0147,269607.0
2020-01-05,15.8878,16.161,15.7609,16.0147,269607.0
2020-01-06,15.839,16.2196,15.7707,16.1415,325794.0
2020-01-07,16.0147,16.2001,15.9366,16.1025,225783.0
2020-01-08,16.083,16.161,15.9463,16.0147,209826.0
2020-01-09,16.0244,16.0537,15.6243,15.6828,197843.0
2020-01-10,15.5853,15.8878,15.5609,15.7951,260540.0
2020-01-11,15.5853,15.8878,15.5609,15.7951,260540.0
2020-01-12,15.5853,15.8878,15.5609,15.7951,260540.0
2020-01-13,15.7219,15.878,15.5462,15.8487,200285.0
2020-01-14,15.8195,16.0634,15.7121,15.9366,223241.0
2020-01-15,15.8878,16.2391,15.8683,16.1806,148081.0
2020-01-16,16.2879,16.7759,16.161,16.7466,238542.0
2020-01-17,16.8735,17.1467,16.8247,16.9613,263092.0
2020-01-18,16.8735,17.1467,16.8247,16.9613,263092.0
2020-01-19,16.8735,17.1467,16.8247,16.9613,263092.0
2020-01-20,16.8735,17.1467,16.8247,16.9613,263092.0
2020-01-21,16.7661,16.7661,15.6145,15.6633,437148.0
2020-01-22,15.8,16.1806,15.7365,16.1318,288219.0
2020-01-23,15.9463,16.2977,15.7853,16.2586,307154.0
2020-01-24,16.2977,16.2977,15.8585,15.9854,183115.0
2020-01-25,16.2977,16.2977,15.8585,15.9854,183115.0
2020-01-26,16.2977,16.2977,15.8585,15.9854,183115.0
2020-01-27,15.6536,16.0049,15.6438,15.9171,156219.0
2020-01-28,15.9951,16.2294,15.9024,16.161,130224.0
2020-01-29,16.1903,16.2147,15.9366,16.0537,174482.0
2020-01-30,15.8683,16.0537,15.678,16.0439,155527.0
2020-01-31,15.9854,16.1513,15.6438,15.6926,303973.0
2020-02-01,15.9854,16.1513,15.6438,15.6926,303973.0
2020-02-02,15.9854,16.1513,15.6438,15.6926,303973.0
2020-02-03,15.7512,15.9951,15.5267,15.6877,244463.0
2020-02-04,15.9366,16.2098,15.8195,15.9854,238910.0
2020-02-05,16.161,16.2781,16.0098,16.2489,356772.0
2020-02-06,16.3074,16.4538,16.1952,16.2977,241062.0
2020-02-07,16.161,16.2196,15.6048,15.7024,377541.0
2020-02-08,16.161,16.2196,15.6048,15.7024,377541.0
2020-02-09,16.161,16.2196,15.6048,15.7024,377541.0
2020-02-10,15.6536,15.839,15.4877,15.8195,196496.0
2020-02-11,15.839,16.2684,15.839,16.1513,171300.0
2020-02-12,16.2489,16.2489,15.8292,16.0927,303112.0
2020-02-13,15.9854,16.122,15.9073,15.9854,127378.0
2020-02-14,15.9854,16.1025,15.8292,16.0049,203623.0
2020-02-15,15.9854,16.1025,15.8292,16.0049,203623.0
2020-02-16,15.9854,16.1025,15.8292,16.0049,203623.0
2020-02-17,15.9854,16.1025,15.8292,16.0049,203623.0
2020-02-18,15.9561,15.9561,15.595,15.7121,169292.0
2020-02-19,15.6536,15.9659,15.5853,15.8683,223086.0
2020-02-20,15.8292,16.3562,15.7219,16.161,312808.0
2020-02-21,16.1513,16.2684,15.9951,16.2001,173921.0
2020-02-22,16.1513,16.2684,15.9951,16.2001,173921.0
2020-02-23,16.1513,16.2684,15.9951,16.2001,173921.0
2020-02-24,15.5365,15.9561,15.5365,15.7121,345159.0
2020-02-25,15.6926,15.9463,15.3218,15.3218,400470.0
2020-02-26,16.4733,17.0686,15.3803,15.7707,390504.0
2020-02-27,16.083,16.1728,14.9899,14.9899,508950.0
2020-02-28,14.502,14.8826,13.9945,14.2385,412799.0
2020-02-29,14.502,14.8826,13.9945,14.2385,412799.0
2020-03-01,14.502,14.8826,13.9945,14.2385,412799.0
2020-03-02,14.4239,14.4239,13.9311,14.258,297092.0
2020-03-03,14.1214,14.5605,13.7603,13.9165,331340.0
2020-03-04,14.1409,14.3263,13.8189,14.2775,190042.0
2020-03-05,13.8969,14.1214,13.0869,13.5066,450185.0
2020-03-06,12.9991,14.0531,12.9893,13.9652,354096.0
2020-03-07,12.9991,14.0531,12.9893,13.9652,354096.0
2020-03-08,12.9991,14.0531,12.9893,13.9652,354096.0
2020-03-09,13.1357,13.3797,12.5697,12.6966,395378.0
2020-03-10,13.126,13.1748,12.0329,12.8917,259618.0
2020-03-11,12.5404,12.7063,11.6719,11.8963,306833.0
2020-03-12,11.018,11.018,8.7734,8.8125,401892.0
