,TRN US Equity,TRN US Equity,TRN US Equity,TRN US Equity,TRN US Equity
2020-02-19,18.836,19.075,18.6653,18.836,1560840.0
2020-02-20,20.0138,21.0294,19.4079,19.8858,2770864.0
2020-02-21,19.8858,20.0736,19.3908,19.5017,1410221.0
2020-02-22,19.8858,20.0736,19.3908,19.5017,1410221.0
2020-02-23,19.8858,20.0736,19.3908,19.5017,1410221.0
2020-02-24,18.5971,18.8446,18.4008,18.6312,1619642.0
2020-02-25,18.8616,18.9299,17.7948,17.8375,1547329.0
2020-02-26,18.102,18.1874,17.7521,17.974,2278135.0
2020-02-27,17.5132,18.1703,16.7621,17.4705,1713640.0
2020-02-28,16.8645,17.9057,16.8218,17.3681,2533445.0
2020-02-29,16.8645,17.9057,16.8218,17.3681,2533445.0
2020-03-01,16.8645,17.9057,16.8218,17.3681,2533445.0
2020-03-02,17.4363,17.9484,16.9797,17.9228,1889126.0
2020-03-03,17.9143,18.4264,17.3169,17.7351,2797125.0
2020-03-04,18.0082,18.5715,17.6497,18.5202,1167746.0
2020-03-05,17.9314,18.3752,17.8375,18.102,1879671.0
2020-03-06,17.3254,17.9399,17.0267,17.2827,1647638.0
2020-03-07,17.3254,17.9399,17.0267,17.2827,1647638.0
2020-03-08,17.3254,17.9399,17.0267,17.2827,1647638.0
2020-03-09,15.7465,15.8233,14.4577,14.654,2196244.0
2020-03-10,15.2771,15.2771,13.4976,14.7821,2141968.0
2020-03-11,14.3809,14.6882,14.0225,14.6028,2003093.0
2020-03-12,13.6341,14.4748,12.9898,13.7408,2011967.0
2020-03-13,14.5687,15.3539,13.8006,15.2771,2097878.0
2020-03-14,14.5687,15.3539,13.8006,15.2771,2097878.0
2020-03-15,14.5687,15.3539,13.8006,15.2771,2097878.0
2020-03-16,13.8859,14.1633,13.3994,14.0139,2071772.0
2020-03-17,14.1846,15.0296,13.5147,14.9357,2834352.0
2020-03-18,13.792,14.7906,13.0068,13.7408,1905995.0
2020-03-19,13.4763,15.004,13.3397,14.5687,1502850.0
2020-03-20,14.7052,15.0637,13.5787,13.8091,1578635.0
2020-03-21,14.7052,15.0637,13.5787,13.8091,1578635.0
2020-03-22,14.7052,15.0637,13.5787,13.8091,1578635.0
2020-03-23,13.6213,13.9201,12.8532,13.041,1429708.0
2020-03-24,13.6555,14.2614,13.4421,13.8091,1208191.0
2020-03-25,13.7238,15.4734,13.3738,14.7821,2048789.0
2020-03-26,14.9698,15.9001,14.4833,14.8503,2123648.0
2020-03-27,14.2273,14.3895,13.5872,13.6128,2202733.0
2020-03-28,14.2273,14.3895,13.5872,13.6128,2202733.0
2020-03-29,14.2273,14.3895,13.5872,13.6128,2202733.0
2020-03-30,13.5275,13.8688,12.9727,13.6043,1684567.0
2020-03-31,13.4933,14.0225,13.3056,13.7152,2013109.0
2020-04-01,12.9727,13.2544,12.6143,12.9556,958666.0
2020-04-02,12.8874,13.8859,12.7423,13.7664,1816543.0
2020-04-03,13.7238,13.8176,12.4009,12.5886,1686245.0
2020-04-04,13.7238,13.8176,12.4009,12.5886,1686245.0
2020-04-05,13.7238,13.8176,12.4009,12.5886,1686245.0
2020-04-06,13.3141,13.792,13.0239,13.5616,990289.0
2020-04-07,14.2017,14.7223,14.031,14.2444,1264811.0
2020-04-08,14.5089,15.1917,14.2444,15.004,813728.0
2020-04-09,15.3966,15.9257,14.5602,14.8418,1227170.0
2020-04-10,15.3966,15.9257,14.5602,14.8418,1227170.0
2020-04-11,15.3966,15.9257,14.5602,14.8418,1227170.0
2020-04-12,15.3966,15.9257,14.5602,14.8418,1227170.0
2020-04-13,14.6455,14.7309,14.0993,14.6796,1596284.0
2020-04-14,15.0852,15.465,14.5847,14.7832,2702391.0
2020-04-15,14.0669,14.1791,13.4628,13.644,1197691.0
2020-04-16,13.5836,13.7044,13.2471,13.5923,845772.0
2020-04-17,14.0324,14.369,13.5923,13.9547,1068730.0
2020-04-18,14.0324,14.369,13.5923,13.9547,1068730.0
2020-04-19,14.0324,14.369,13.5923,13.9547,1068730.0
2020-04-20,13.6009,13.7994,13.4455,13.5836,892622.0
2020-04-21,13.2212,13.808,13.2212,13.6699,835101.0
2020-04-22,14.0669,14.1661,13.4197,13.5491,541506.0
2020-04-23,13.6699,14.1877,13.4198,14.0151,694824.0
2020-04-24,14.2395,14.3603,13.9116,14.2827,547068.0
2020-04-25,14.2395,14.3603,13.9116,14.2827,547068.0
2020-04-26,14.2395,14.3603,13.9116,14.2827,547068.0
2020-04-27,14.4553,15.0335,14.3905,14.8781,687436.0
2020-04-28,15.0766,15.3183,14.7573,15.0766,969560.0
2020-04-29,15.534,15.931,15.4391,15.5772,1174314.0
2020-04-30,15.1457,16.9666,14.7142,16.6473,3162718.0
2020-05-01,16.3021,16.3711,15.6462,16.1554,3933886.0
2020-05-02,16.3021,16.3711,15.6462,16.1554,3933886.0
2020-05-03,16.3021,16.3711,15.6462,16.1554,3933886.0
2020-05-04,15.8792,15.9828,15.1802,15.6893,2864337.0
2020-05-05,16.8889,16.8889,15.9051,15.931,2418690.0
2020-05-06,16.095,16.233,15.5858,15.8447,1796194.0
2020-05-07,16.0345,16.233,15.3614,15.4995,1267401.0
2020-05-08,15.7929,16.4143,15.6635,16.397,737821.0
2020-05-09,15.7929,16.4143,15.6635,16.397,737821.0
2020-05-10,15.7929,16.4143,15.6635,16.397,737821.0
2020-05-11,16.2071,16.6818,15.9655,16.5782,755174.0
2020-05-12,16.6386,16.8587,16.233,16.3021,1972468.0
2020-05-13,16.1899,16.1899,15.4563,15.6721,1827298.0
2020-05-14,15.2665,15.4909,14.7832,15.465,2025659.0
2020-05-15,15.232,16.0691,15.1543,15.698,1176228.0
2020-05-16,15.232,16.0691,15.1543,15.698,1176228.0
2020-05-17,15.232,16.0691,15.1543,15.698,1176228.0
2020-05-18,16.4488,17.1219,16.4488,16.9407,1317509.0
2020-05-19,16.7854,17.424,16.7767,16.7767,1262036.0
2020-05-20,17.1478,17.2859,16.9925,17.1306,943327.0
2020-05-21,17.0701,17.4326,17.0443,17.2686,734404.0
2020-05-22,17.2514,17.3895,16.958,17.1564,722150.0
2020-05-23,17.2514,17.3895,16.958,17.1564,722150.0
2020-05-24,17.2514,17.3895,16.958,17.1564,722150.0
2020-05-25,17.2514,17.3895,16.958,17.1564,722150.0
2020-05-26,17.9331,18.0108,17.5621,17.7778,1388371.0
2020-05-27,18.1403,18.3905,17.7088,18.3215,1314401.0
2020-05-28,18.3388,18.5114,17.5016,17.5621,879785.0
2020-05-29,17.3032,17.3636,17.0443,17.2341,1257982.0
2020-05-30,17.3032,17.3636,17.0443,17.2341,1257982.0
2020-05-31,17.3032,17.3636,17.0443,17.2341,1257982.0
2020-06-01,17.4067,17.5275,17.0874,17.2514,855484.0
2020-06-02,17.5189,18.0453,17.3808,17.9849,991443.0
2020-06-03,18.2525,18.8566,18.123,18.753,879079.0
2020-06-04,18.5286,19.4089,18.3733,19.3571,1474957.0
2020-06-05,19.849,20.5739,19.4175,19.4779,1113048.0
2020-06-06,19.849,20.5739,19.4175,19.4779,1113048.0
2020-06-07,19.849,20.5739,19.4175,19.4779,1113048.0
2020-06-08,19.685,20.6689,19.685,20.6516,1377716.0
2020-06-09,20.2805,20.4186,19.8317,19.918,1403777.0
2020-06-10,19.7454,20.1424,19.2622,19.4693,1149886.0
2020-06-11,18.5718,18.7055,18.0885,18.2093,1216546.0
2020-06-12,18.9429,18.986,18.2266,18.9256,1029796.0
2020-06-13,18.9429,18.986,18.2266,18.9256,1029796.0
2020-06-14,18.9429,18.986,18.2266,18.9256,1029796.0
2020-06-15,18.2438,19.3226,18.0216,19.15,943305.0
2020-06-16,19.9785,20.2546,19.4822,19.5642,1313561.0
2020-06-17,19.5642,19.6074,19.1413,19.3571,992127.0
2020-06-18,19.1241,19.6246,19.0378,19.2535,858020.0
2020-06-19,19.4348,19.5642,18.8566,18.8824,1761138.0
2020-06-20,19.4348,19.5642,18.8566,18.8824,1761138.0
2020-06-21,19.4348,19.5642,18.8566,18.8824,1761138.0
2020-06-22,18.8048,19.232,18.5977,19.1327,604171.0
2020-06-23,19.4779,19.5383,18.9601,18.9946,1050141.0
2020-06-24,18.7012,18.8134,17.8641,17.8814,1260020.0
2020-06-25,17.7088,18.3905,17.6138,18.3646,684738.0
2020-06-26,18.2179,18.4682,17.6397,17.8296,1519470.0
2020-06-27,18.2179,18.4682,17.6397,17.8296,1519470.0
2020-06-28,18.2179,18.4682,17.6397,17.8296,1519470.0
2020-06-29,18.0885,18.4251,17.9763,18.1662,1083460.0
2020-06-30,18.0367,18.5027,17.8555,18.3733,719171.0
2020-07-01,18.5631,18.6235,17.8037,17.8382,771676.0
2020-07-02,18.0281,18.4423,17.8598,18.0281,753773.0
2020-07-03,18.0281,18.4423,17.8598,18.0281,753773.0
2020-07-04,18.0281,18.4423,17.8598,18.0281,753773.0
2020-07-05,18.0281,18.4423,17.8598,18.0281,753773.0
2020-07-06,18.4337,18.5977,18.1489,18.5804,782934.0
2020-07-07,18.3388,18.4509,17.6915,17.7519,817350.0
2020-07-08,17.7001,17.9763,17.5016,17.7001,838009.0
2020-07-09,17.6742,17.7692,16.9838,17.027,621327.0
2020-07-10,17.4758,17.7174,17.2514,17.6225,1347657.0
2020-07-11,17.4758,17.7174,17.2514,17.6225,1347657.0
2020-07-12,17.4758,17.7174,17.2514,17.6225,1347657.0
2020-07-13,17.7864,18.1101,17.3895,17.9159,913152.0
2020-07-14,17.9594,18.5081,17.5936,18.482,829077.0
2020-07-15,18.9785,19.2223,18.8304,19.0394,963921.0
2020-07-16,18.9262,19.1875,18.813,19.1091,695939.0
2020-07-17,19.0743,19.2659,18.7085,18.7085,597754.0
2020-07-18,19.0743,19.2659,18.7085,18.7085,597754.0
2020-07-19,19.0743,19.2659,18.7085,18.7085,597754.0
2020-07-20,18.6127,18.7607,18.3346,18.4123,460416.0
2020-07-21,18.6388,18.9349,18.4123,18.5256,915582.0
2020-07-22,18.4123,18.6388,18.2991,18.5778,780043.0
2020-07-23,16.9143,17.4194,16.5572,17.1059,3000331.0
2020-07-24,17.0972,17.5675,16.7793,16.8446,1433632.0
2020-07-25,17.0972,17.5675,16.7793,16.8446,1433632.0
2020-07-26,17.0972,17.5675,16.7793,16.8446,1433632.0
2020-07-27,16.8446,17.0797,16.5572,16.9491,1306686.0
2020-07-28,16.7923,17.5283,16.7923,17.2017,1399029.0
2020-07-29,17.2191,17.9943,17.2104,17.8462,1607154.0
2020-07-30,17.4717,17.672,17.0014,17.1407,963710.0
2020-07-31,17.0362,17.1581,16.5572,17.0101,984879.0
2020-08-01,17.0362,17.1581,16.5572,17.0101,984879.0
2020-08-02,17.0362,17.1581,16.5572,17.0101,984879.0
2020-08-03,17.071,17.3759,16.9535,17.071,1044733.0
2020-08-04,16.9578,17.193,16.7836,16.862,929360.0
2020-08-05,17.0797,17.2801,16.9056,17.2278,1023654.0
2020-08-06,17.1668,17.3585,17.0623,17.0972,708724.0
2020-08-07,17.0885,17.4543,16.9143,17.4281,658714.0
2020-08-08,17.0885,17.4543,16.9143,17.4281,658714.0
2020-08-09,17.0885,17.4543,16.9143,17.4281,658714.0
2020-08-10,17.5501,18.3862,17.5501,18.2033,805338.0
2020-08-11,18.482,18.7433,18.3339,18.3601,672792.0
2020-08-12,18.5517,18.5517,17.9943,18.2643,527271.0
2020-08-13,18.0639,18.3688,18.0378,18.2207,424899.0
2020-08-14,18.0204,18.4472,17.9943,18.3427,428207.0
2020-08-15,18.0204,18.4472,17.9943,18.3427,428207.0
2020-08-16,18.0204,18.4472,17.9943,18.3427,428207.0
2020-08-17,18.4994,18.5081,18.003,18.1336,425565.0
2020-08-18,18.0117,18.1031,17.7243,17.7678,491963.0
2020-08-19,17.7678,18.2033,17.7678,17.9768,407842.0
2020-08-20,17.733,17.9681,17.6981,17.7678,502221.0
2020-08-21,17.672,17.8549,17.5065,17.6198,538712.0
2020-08-22,17.672,17.8549,17.5065,17.6198,538712.0
2020-08-23,17.672,17.8549,17.5065,17.6198,538712.0
2020-08-24,17.7417,18.0988,17.5414,18.0988,660161.0
2020-08-25,18.2904,18.752,17.9867,18.0465,776832.0
2020-08-26,17.9246,18.1336,17.7417,18.0117,783351.0
2020-08-27,18.1423,18.3775,18.0552,18.1772,715484.0
2020-08-28,18.273,18.3252,17.8898,18.1685,553175.0
2020-08-29,18.273,18.3252,17.8898,18.1685,553175.0
2020-08-30,18.273,18.3252,17.8898,18.1685,553175.0
2020-08-31,18.0814,18.151,17.7765,17.8288,539600.0
2020-09-01,17.7591,18.2469,17.6198,18.1859,411131.0
2020-09-02,18.2033,18.2381,17.9725,18.1249,652349.0
2020-09-03,18.151,18.5187,17.8375,17.9159,598549.0
2020-09-04,18.2381,18.4472,17.8723,18.2381,687153.0
2020-09-05,18.2381,18.4472,17.8723,18.2381,687153.0
2020-09-06,18.2381,18.4472,17.8723,18.2381,687153.0
2020-09-07,18.2381,18.4472,17.8723,18.2381,687153.0
2020-09-08,18.1162,18.151,17.6807,17.7678,849494.0
2020-09-09,17.8288,17.9899,17.4456,17.6981,643711.0
2020-09-10,17.7243,17.7722,16.8359,16.8533,846969.0
2020-09-11,16.8533,17.1059,16.7836,16.9491,925987.0
2020-09-12,16.8533,17.1059,16.7836,16.9491,925987.0
2020-09-13,16.8533,17.1059,16.7836,16.9491,925987.0
2020-09-14,17.0275,17.1494,16.7836,17.1494,978355.0
2020-09-15,17.1756,17.402,17.0536,17.071,643357.0
2020-09-16,17.3846,18.0857,17.2539,17.6023,1653835.0
2020-09-17,17.402,18.3035,17.3672,17.9507,1614995.0
2020-09-18,17.9594,18.543,17.463,17.5414,2465054.0
2020-09-19,17.9594,18.543,17.463,17.5414,2465054.0
2020-09-20,17.9594,18.543,17.463,17.5414,2465054.0
2020-09-21,17.071,17.1233,16.4091,16.5746,950686.0
2020-09-22,16.7749,17.3672,16.6791,17.0188,1232962.0
2020-09-23,16.9665,17.2975,16.8315,16.8446,890965.0
2020-09-24,16.7749,17.2539,16.6965,16.8881,822019.0
2020-09-25,16.6791,17.0972,16.6791,16.923,922513.0
2020-09-26,16.6791,17.0972,16.6791,16.923,922513.0
2020-09-27,16.6791,17.0972,16.6791,16.923,922513.0
2020-09-28,17.1146,17.4543,17.1146,17.2104,1290945.0
2020-09-29,17.2888,17.3672,16.9883,16.9927,790045.0
2020-09-30,17.1581,17.3323,16.9143,16.9839,1270122.0
2020-10-01,16.9839,17.1756,16.7488,16.9578,822298.0
2020-10-02,16.6791,17.132,16.6356,16.862,1275616.0
2020-10-03,16.6791,17.132,16.6356,16.862,1275616.0
2020-10-04,16.6791,17.132,16.6356,16.862,1275616.0
2020-10-05,17.1581,17.733,17.0318,17.672,1166839.0
2020-10-06,17.8985,17.9943,17.3367,17.4543,969887.0
2020-10-07,17.5936,17.9899,17.5936,17.8027,634506.0
2020-10-08,17.9246,18.0291,17.611,18.0117,448473.0
2020-10-09,18.2294,18.2904,17.7591,17.7765,712503.0
2020-10-10,18.2294,18.2904,17.7591,17.7765,712503.0
2020-10-11,18.2294,18.2904,17.7591,17.7765,712503.0
2020-10-12,17.8114,18.1423,17.8114,17.9943,533839.0
2020-10-13,17.942,18.0378,17.6938,17.8723,672630.0
2020-10-14,17.8811,18.1624,17.8108,18.0482,591694.0
2020-10-15,17.7932,18.2987,17.7668,18.2152,739553.0
2020-10-16,18.1976,19.1107,18.1976,18.7866,1485498.0
2020-10-17,18.1976,19.1107,18.1976,18.7866,1485498.0
2020-10-18,18.1976,19.1107,18.1976,18.7866,1485498.0
2020-10-19,18.7866,18.9712,18.6284,18.7163,869930.0
2020-10-20,18.9536,19.3229,18.7426,18.7602,1015157.0
2020-10-21,18.6811,19.1207,18.5699,18.6196,1423674.0
2020-10-22,19.0152,19.4987,17.0108,17.6965,1624720.0
2020-10-23,17.7141,18.8833,17.7141,18.5668,1558329.0
2020-10-24,17.7141,18.8833,17.7141,18.5668,1558329.0
2020-10-25,17.7141,18.8833,17.7141,18.5668,1558329.0
2020-10-26,18.2503,18.3031,17.3097,17.3976,1344075.0
2020-10-27,17.3976,17.4855,17.0196,17.1339,868365.0
2020-10-28,16.6592,17.046,16.2548,16.2899,1000983.0
2020-10-29,16.246,16.5361,16.0789,16.5097,1002400.0
2020-10-30,16.5097,16.7734,16.3427,16.5625,1230712.0
2020-10-31,16.5097,16.7734,16.3427,16.5625,1230712.0
2020-11-01,16.5097,16.7734,16.3427,16.5625,1230712.0
2020-11-02,16.8086,17.4899,16.791,17.4679,934601.0
2020-11-03,17.8372,18.0394,17.5646,17.6877,843752.0
2020-11-04,17.5822,17.6877,16.857,16.9405,611788.0
2020-11-05,17.0372,17.6965,17.0372,17.4152,671141.0
2020-11-06,17.4152,17.6701,17.2745,17.4416,560971.0
2020-11-07,17.4152,17.6701,17.2745,17.4416,560971.0
2020-11-08,17.4152,17.6701,17.2745,17.4416,560971.0
2020-11-09,18.6811,19.4503,18.4438,19.3668,1448717.0
2020-11-10,19.569,20.1053,19.5163,19.7712,1115876.0
2020-11-11,19.9119,19.9119,19.5426,19.7536,602982.0
2020-11-12,19.5426,19.7097,19.2086,19.4371,511280.0
2020-11-13,19.6657,20.1492,19.6657,20.1404,620235.0
2020-11-14,19.6657,20.1492,19.6657,20.1404,620235.0
2020-11-15,19.6657,20.1492,19.6657,20.1404,620235.0
2020-11-16,20.5536,21.2833,20.2723,20.5888,1123097.0
2020-11-17,20.2371,20.4218,19.8152,20.1756,658928.0
2020-11-18,20.3338,20.6767,20.0613,20.0701,786276.0
2020-11-19,19.991,19.991,19.3668,19.824,1329569.0
2020-11-20,19.6921,19.9734,18.8042,18.9185,977889.0
2020-11-21,19.6921,19.9734,18.8042,18.9185,977889.0
2020-11-22,19.6921,19.9734,18.8042,18.9185,977889.0
2020-11-23,19.1031,19.8502,19.0415,19.78,1036563.0
2020-11-24,20.1492,21.2086,20.1141,21.1866,1368941.0
2020-11-25,20.9668,21.2042,20.7206,20.8525,877470.0
2020-11-26,20.9668,21.2042,20.7206,20.8525,877470.0
2020-11-27,20.9404,21.0195,20.7031,20.9141,345935.0
2020-11-28,20.9404,21.0195,20.7031,20.9141,345935.0
2020-11-29,20.9404,21.0195,20.7031,20.9141,345935.0
2020-11-30,20.8261,20.8349,20.0877,20.0877,627809.0
2020-12-01,20.4305,20.4657,19.8108,19.8943,614827.0
2020-12-02,19.6481,20.1229,19.5514,19.9822,622586.0
2020-12-03,20.0701,20.2459,19.8679,19.9558,416816.0
2020-12-04,20.2196,20.9053,20.0789,20.8877,584788.0
2020-12-05,20.2196,20.9053,20.0789,20.8877,584788.0
2020-12-06,20.2196,20.9053,20.0789,20.8877,584788.0
2020-12-07,20.8789,21.1602,20.7558,21.1075,1023876.0
2020-12-08,20.9932,21.4415,20.9932,21.4327,704889.0
2020-12-09,21.5118,22.136,21.5031,22.0305,1275714.0
2020-12-10,21.925,22.2107,21.8371,22.1096,740205.0
2020-12-11,21.9866,22.7954,21.9866,22.725,1037249.0
2020-12-12,21.9866,22.7954,21.9866,22.725,1037249.0
2020-12-13,21.9866,22.7954,21.9866,22.725,1037249.0
2020-12-14,23.1997,23.4459,22.0481,22.0833,1372827.0
2020-12-15,22.303,22.8129,22.0217,22.8041,798328.0
2020-12-16,22.8305,23.0415,22.2415,22.347,711914.0
2020-12-17,22.3294,22.5844,21.9074,22.5844,1012285.0
2020-12-18,22.6547,23.0942,22.5976,23.0855,2093243.0
2020-12-19,22.6547,23.0942,22.5976,23.0855,2093243.0
2020-12-20,22.6547,23.0942,22.5976,23.0855,2093243.0
2020-12-21,22.4349,23.103,22.2767,23.0327,791686.0
2020-12-22,23.2173,23.4635,23.0942,23.2964,779735.0
2020-12-23,23.4283,23.6217,23.0063,23.1646,823491.0
2020-12-24,23.1646,23.5118,22.8745,23.3404,379294.0
2020-12-25,23.1646,23.5118,22.8745,23.3404,379294.0
2020-12-26,23.1646,23.5118,22.8745,23.3404,379294.0
2020-12-27,23.1646,23.5118,22.8745,23.3404,379294.0
2020-12-28,23.4107,23.6129,23.3008,23.4019,517804.0
2020-12-29,23.5338,23.5514,22.8745,22.9272,663120.0
2020-12-30,23.0942,23.5074,23.0942,23.2789,576127.0
2020-12-31,23.314,23.3931,23.0327,23.1997,721236.0
2021-01-01,23.314,23.3931,23.0327,23.1997,721236.0
2021-01-02,23.314,23.3931,23.0327,23.1997,721236.0
2021-01-03,23.314,23.3931,23.0327,23.1997,721236.0
2021-01-04,23.358,23.5602,22.8833,23.0591,717598.0
2021-01-05,23.2964,23.7668,23.191,23.4898,854011.0
2021-01-06,23.7184,24.9404,23.5602,24.8701,1395557.0
2021-01-07,25.0547,25.1953,24.5624,24.5887,1055128.0
2021-01-08,24.8437,24.8437,24.467,24.7118,630208.0
2021-01-09,24.8437,24.8437,24.467,24.7118,630208.0
2021-01-10,24.8437,24.8437,24.467,24.7118,630208.0
2021-01-11,24.4481,24.914,24.4481,24.536,421526.0
2021-01-12,24.703,25.2657,24.6063,25.0107,396309.0
2021-01-13,24.9404,25.1602,24.5272,24.5624,398637.0
2021-01-14,24.6598,25.023,24.505,24.8812,471846.0
2021-01-15,24.5801,24.6775,24.2479,24.4472,549861.0
2021-01-16,24.5801,24.6775,24.2479,24.4472,549861.0
2021-01-17,24.5801,24.6775,24.2479,24.4472,549861.0
2021-01-18,24.5801,24.6775,24.2479,24.4472,549861.0
2021-01-19,24.6598,25.2887,24.4649,25.1204,740722.0
2021-01-20,25.2444,25.3861,25.0584,25.2355,562637.0
2021-01-21,25.2533,25.4038,24.7927,24.8458,421777.0
2021-01-22,24.5358,24.93,24.4295,24.8547,814098.0
2021-01-23,24.5358,24.93,24.4295,24.8547,814098.0
2021-01-24,24.5358,24.93,24.4295,24.8547,814098.0
2021-01-25,24.7307,25.6784,24.5446,25.3153,626272.0
2021-01-26,25.5899,25.8467,25.0761,25.5456,610698.0
2021-01-27,25.1824,27.4145,25.0672,26.1922,1947357.0
2021-01-28,26.201,26.2985,24.4118,24.5712,1841977.0
2021-01-29,24.5181,25.6076,24.3586,24.6332,2790221.0
2021-01-30,24.5181,25.6076,24.3586,24.6332,2790221.0
2021-01-31,24.5181,25.6076,24.3586,24.6332,2790221.0
2021-02-01,24.9698,25.4658,24.6332,25.0407,925664.0
2021-02-02,25.2355,25.7759,24.7927,25.6607,618341.0
2021-02-03,25.6873,25.8556,25.4658,25.7759,688802.0
2021-02-04,25.829,27.3171,25.829,26.9805,1493981.0
2021-02-05,27.0514,27.5385,26.4136,27.4943,1796836.0
2021-02-06,27.0514,27.5385,26.4136,27.4943,1796836.0
2021-02-07,27.0514,27.5385,26.4136,27.4943,1796836.0
2021-02-08,27.6803,28.69,27.4588,28.1232,860401.0
2021-02-09,28.1232,28.2117,27.6891,27.76,499755.0
2021-02-10,27.9017,28.3132,27.4677,27.8308,430326.0
2021-02-11,28.0434,28.3357,27.3525,27.574,605374.0
2021-02-12,27.5563,28.535,27.5385,28.5129,473300.0
2021-02-13,27.5563,28.535,27.5385,28.5129,473300.0
2021-02-14,27.5563,28.535,27.5385,28.5129,473300.0
2021-02-15,27.5563,28.535,27.5385,28.5129,473300.0
2021-02-16,28.7698,29.3278,28.7299,29.1949,517054.0
2021-02-17,29.0886,29.3012,28.566,29.0532,490385.0
2021-02-18,28.7166,28.7963,27.9371,28.0611,508662.0
2021-02-19,28.3003,28.814,28.2206,28.6546,674500.0
2021-02-20,28.3003,28.814,28.2206,28.6546,674500.0
2021-02-21,28.3003,28.814,28.2206,28.6546,674500.0
2021-02-22,28.3889,29.0532,28.3889,28.6015,594310.0
2021-02-23,28.4243,28.5926,27.5651,28.5129,872889.0
2021-02-24,29.0089,29.6644,27.1311,27.2108,1096794.0
2021-02-25,27.2285,28.0877,26.9894,27.7157,1385963.0
2021-02-26,27.5917,28.7432,27.4765,28.4332,1196594.0
2021-02-27,27.5917,28.7432,27.4765,28.4332,1196594.0
2021-02-28,27.5917,28.7432,27.4765,28.4332,1196594.0
2021-03-01,29.0355,29.9124,29.0133,29.1506,937303.0
2021-03-02,28.9469,29.0178,27.9194,27.9549,608705.0
2021-03-03,28.0346,28.3092,27.4943,27.4943,935968.0
2021-03-04,27.4323,27.5828,24.9875,25.705,1693097.0
2021-03-05,26.077,26.3605,24.9698,26.1125,1094916.0
2021-03-06,26.077,26.3605,24.9698,26.1125,1094916.0
2021-03-07,26.077,26.3605,24.9698,26.1125,1094916.0
2021-03-08,26.3605,26.4845,25.6253,25.7493,1088518.0
