,SNA US Equity,SNA US Equity,SNA US Equity,SNA US Equity,SNA US Equity
2023-01-29,234.425,238.432,234.222,236.612,240498.0
2023-01-30,235.78,238.51,234.599,234.735,260461.0
2023-01-31,235.615,241.007,234.26,240.755,363687.0
2023-02-01,239.565,243.901,238.519,242.343,443810.0
2023-02-02,246.437,251.228,243.775,249.699,751848.0
2023-02-03,248.295,251.451,247.105,251.335,282704.0
2023-02-04,248.295,251.451,247.105,251.335,282704.0
2023-02-05,248.295,251.451,247.105,251.335,282704.0
2023-02-06,250.493,250.493,246.915,249.167,269142.0
2023-02-07,247.521,247.521,243.243,246.185,335218.0
2023-02-08,244.782,246.234,242.594,243.146,226132.0
2023-02-09,244.83,246.127,241.23,241.268,268102.0
2023-02-10,240.881,244.104,240.049,243.272,213265.0
2023-02-11,240.881,244.104,240.049,243.272,213265.0
2023-02-12,240.881,244.104,240.049,243.272,213265.0
2023-02-13,244.037,246.969,243.001,246.969,310621.0
2023-02-14,246.011,246.815,243.219,244.114,228957.0
2023-02-15,243.262,246.602,242.564,245.672,203763.0
2023-02-16,242.71,245.324,242.372,244.356,240550.0
2023-02-17,244.433,246.011,243.146,244.191,1114128.0
2023-02-18,244.433,246.011,243.146,244.191,1114128.0
2023-02-19,244.433,246.011,243.146,244.191,1114128.0
2023-02-20,244.433,246.011,243.146,244.191,1114128.0
2023-02-21,242.41,243.785,238.113,238.122,272131.0
2023-02-22,238.697,240.461,237.587,237.986,237408.0
2023-02-23,239.019,240.013,236.671,239.896,205219.0
2023-02-24,238.181,240.89,236.71,240.441,194019.0
2023-02-25,238.181,240.89,236.71,240.441,194019.0
2023-02-26,238.181,240.89,236.71,240.441,194019.0
2023-02-27,243.004,243.408,240.217,240.519,181490.0
2023-02-28,240.685,243.355,240.685,242.302,398037.0
2023-03-01,241.737,243.501,240.295,240.948,264527.0
2023-03-02,239.857,243.101,239.335,242.536,206519.0
2023-03-03,243.199,244.251,241.162,243.686,210447.0
2023-03-04,243.199,244.251,241.162,243.686,210447.0
2023-03-05,243.199,244.251,241.162,243.686,210447.0
2023-03-06,243.55,244.378,241.474,241.922,240500.0
2023-03-07,242.205,243.462,240.617,240.665,203908.0
2023-03-08,241.348,242.01,238.775,240.743,288503.0
2023-03-09,241.747,242.945,240.256,240.597,268601.0
2023-03-10,240.51,240.51,233.543,234.001,369161.0
2023-03-11,240.51,240.51,233.543,234.001,369161.0
2023-03-12,240.51,240.51,233.543,234.001,369161.0
2023-03-13,230.474,233.791,229.373,231.468,301487.0
2023-03-14,235.121,237.411,231.667,234.586,365871.0
2023-03-15,230.542,231.507,226.216,230.298,339521.0
2023-03-16,228.174,232.685,227.57,231.166,324207.0
2023-03-17,229.753,229.753,224.472,225.797,897780.0
2023-03-18,229.753,229.753,224.472,225.797,897780.0
2023-03-19,229.753,229.753,224.472,225.797,897780.0
2023-03-20,227.95,231.068,227.94,231.0,340886.0
2023-03-21,234.215,235.19,231.351,232.949,208669.0
2023-03-22,233.007,234.352,227.521,227.668,276941.0
2023-03-23,227.658,230.216,226.391,227.755,356301.0
2023-03-24,225.777,228.798,224.15,228.379,319381.0
2023-03-25,225.777,228.798,224.15,228.379,319381.0
2023-03-26,225.777,228.798,224.15,228.379,319381.0
2023-03-27,230.367,232.388,229.548,230.971,251047.0
2023-03-28,230.805,234.478,230.805,233.134,198452.0
2023-03-29,235.073,235.726,233.816,235.355,201480.0
2023-03-30,237.177,237.177,235.307,235.706,260649.0
2023-03-31,237.099,240.685,236.232,240.558,274970.0
2023-04-01,237.099,240.685,236.232,240.558,274970.0
2023-04-02,237.099,240.685,236.232,240.558,274970.0
2023-04-03,239.633,241.387,238.113,240.315,199116.0
2023-04-04,240.665,240.665,230.152,230.669,273952.0
2023-04-05,229.08,229.261,223.341,223.838,420408.0
2023-04-06,223.088,223.497,220.867,222.845,315979.0
2023-04-07,223.088,223.497,220.867,222.845,315979.0
2023-04-08,223.088,223.497,220.867,222.845,315979.0
2023-04-09,223.088,223.497,220.867,222.845,315979.0
2023-04-10,222.357,228.028,222.153,227.375,427829.0
2023-04-11,228.506,232.715,228.306,229.831,334559.0
2023-04-12,231.468,233.134,230.902,231.828,210245.0
2023-04-13,231.585,233.202,228.25,232.783,267183.0
2023-04-14,233.251,236.281,232.432,233.787,218038.0
2023-04-15,233.251,236.281,232.432,233.787,218038.0
2023-04-16,233.251,236.281,232.432,233.787,218038.0
2023-04-17,234.819,236.164,232.773,234.43,235735.0
2023-04-18,235.307,237.051,234.732,236.028,259134.0
2023-04-19,235.326,235.326,232.949,233.621,256004.0
2023-04-20,240.665,257.093,239.423,252.251,865111.0
2023-04-21,253.332,256.547,252.582,256.265,488033.0
2023-04-22,253.332,256.547,252.582,256.265,488033.0
2023-04-23,253.332,256.547,252.582,256.265,488033.0
2023-04-24,255.495,256.781,250.682,252.475,542315.0
2023-04-25,251.491,252.377,250.409,251.237,367591.0
2023-04-26,248.704,251.91,247.233,247.613,304631.0
2023-04-27,249.289,252.845,248.499,252.747,270810.0
2023-04-28,252.212,255.042,251.968,252.757,284744.0
2023-04-29,252.212,255.042,251.968,252.757,284744.0
2023-04-30,252.212,255.042,251.968,252.757,284744.0
2023-05-01,252.923,256.635,252.923,255.719,257037.0
2023-05-02,254.92,256.353,252.426,255.359,248753.0
2023-05-03,256.723,258.223,254.774,255.641,268829.0
2023-05-04,255.934,255.934,251.5,252.046,254051.0
2023-05-05,254.19,255.71,252.143,254.121,231252.0
2023-05-06,254.19,255.71,252.143,254.121,231252.0
2023-05-07,254.19,255.71,252.143,254.121,231252.0
2023-05-08,253.946,254.738,252.31,253.205,192773.0
2023-05-09,252.553,252.553,249.191,250.779,321570.0
2023-05-10,252.026,252.66,247.379,250.204,239439.0
2023-05-11,248.441,250.214,247.603,249.464,184131.0
2023-05-12,250.877,251.802,247.535,249.474,182077.0
2023-05-13,250.877,251.802,247.535,249.474,182077.0
2023-05-14,250.877,251.802,247.535,249.474,182077.0
2023-05-15,250.0,251.578,248.256,251.159,211575.0
2023-05-16,249.006,250.555,247.827,248.061,258847.0
2023-05-17,249.279,251.471,248.285,250.925,265877.0
2023-05-18,254.642,259.544,252.994,256.171,307976.0
2023-05-19,258.348,258.792,254.882,255.779,979331.0
2023-05-20,258.348,258.792,254.882,255.779,979331.0
2023-05-21,258.348,258.792,254.882,255.779,979331.0
2023-05-22,255.23,257.024,251.808,256.211,297676.0
2023-05-23,254.171,257.005,252.936,253.436,247502.0
2023-05-24,253.455,253.455,249.484,250.318,247087.0
2023-05-25,251.269,252.847,249.317,250.778,218186.0
2023-05-26,251.779,253.097,250.573,252.338,197905.0
2023-05-27,251.779,253.097,250.573,252.338,197905.0
2023-05-28,251.779,253.097,250.573,252.338,197905.0
2023-05-29,251.779,253.097,250.573,252.338,197905.0
2023-05-30,252.21,252.661,249.161,251.651,235592.0
2023-05-31,251.19,251.443,243.866,244.013,742159.0
2023-06-01,245.189,248.18,242.856,247.749,360871.0
2023-06-02,249.896,255.073,249.896,254.652,273566.0
2023-06-03,249.896,255.073,249.896,254.652,273566.0
2023-06-04,249.896,255.073,249.896,254.652,273566.0
2023-06-05,254.044,255.005,251.249,254.328,259532.0
2023-06-06,253.612,258.711,252.73,257.652,199903.0
2023-06-07,257.613,265.565,257.083,264.604,227218.0
2023-06-08,264.584,265.148,261.652,264.084,273026.0
2023-06-09,263.692,264.663,261.564,262.368,163209.0
2023-06-10,263.692,264.663,261.564,262.368,163209.0
2023-06-11,263.692,264.663,261.564,262.368,163209.0
2023-06-12,262.78,264.192,260.427,262.054,235930.0
2023-06-13,261.731,268.379,261.731,268.3,381286.0
2023-06-14,268.663,269.418,265.633,266.486,199933.0
2023-06-15,265.879,269.32,265.79,268.928,176133.0
2023-06-16,269.644,269.884,267.732,268.536,482134.0
2023-06-17,269.644,269.884,267.732,268.536,482134.0
2023-06-18,269.644,269.884,267.732,268.536,482134.0
2023-06-19,269.644,269.884,267.732,268.536,482134.0
2023-06-20,266.477,268.398,265.3,267.702,236824.0
2023-06-21,266.879,270.31,266.447,267.565,359662.0
2023-06-22,267.124,269.595,265.163,268.212,262655.0
2023-06-23,266.477,268.967,266.477,268.291,396037.0
2023-06-24,266.477,268.967,266.477,268.291,396037.0
2023-06-25,266.477,268.967,266.477,268.291,396037.0
2023-06-26,269.379,273.34,268.663,272.379,220728.0
2023-06-27,273.223,278.743,271.84,277.664,266738.0
2023-06-28,277.409,279.047,275.095,277.674,280508.0
2023-06-29,277.037,281.479,277.037,281.371,291245.0
2023-06-30,282.42,283.832,280.91,282.577,243007.0
2023-07-01,282.42,283.832,280.91,282.577,243007.0
2023-07-02,282.42,283.832,280.91,282.577,243007.0
2023-07-03,280.429,283.185,280.237,281.273,124147.0
2023-07-04,280.429,283.185,280.237,281.273,124147.0
2023-07-05,278.341,280.528,275.537,278.184,208181.0
2023-07-06,277.645,278.998,273.997,275.733,215884.0
2023-07-07,274.546,278.488,274.326,275.262,205476.0
2023-07-08,274.546,278.488,274.326,275.262,205476.0
2023-07-09,274.546,278.488,274.326,275.262,205476.0
2023-07-10,275.958,280.429,275.958,279.831,250396.0
2023-07-11,281.547,285.744,281.547,285.528,230904.0
2023-07-12,287.921,288.597,285.229,287.058,304594.0
2023-07-13,286.519,287.175,284.067,284.93,238424.0
2023-07-14,284.479,287.489,283.847,287.254,280566.0
2023-07-15,284.479,287.489,283.847,287.254,280566.0
2023-07-16,284.479,287.489,283.847,287.254,280566.0
2023-07-17,287.175,291.465,285.842,289.019,307462.0
2023-07-18,288.774,291.367,287.558,289.342,294616.0
2023-07-19,288.391,290.333,286.739,288.578,365880.0
2023-07-20,285.038,286.283,267.055,267.428,714236.0
2023-07-21,268.546,271.909,265.8,270.183,383833.0
2023-07-22,268.546,271.909,265.8,270.183,383833.0
2023-07-23,268.546,271.909,265.8,270.183,383833.0
2023-07-24,270.948,272.237,268.526,269.261,283397.0
2023-07-25,270.114,270.374,267.594,267.81,226357.0
2023-07-26,266.457,268.256,263.633,263.761,303909.0
2023-07-27,265.359,266.928,261.633,264.545,263634.0
2023-07-28,266.359,267.536,264.912,266.79,183004.0
2023-07-29,266.359,267.536,264.912,266.79,183004.0
2023-07-30,266.359,267.536,264.912,266.79,183004.0
2023-07-31,266.957,267.879,265.388,267.134,308940.0
2023-08-01,266.29,270.752,266.182,269.644,191689.0
2023-08-02,268.634,269.747,265.653,268.291,213938.0
2023-08-03,266.614,269.32,265.173,268.193,223950.0
2023-08-04,269.399,269.399,265.827,266.928,225924.0
2023-08-05,269.399,269.399,265.827,266.928,225924.0
2023-08-06,269.399,269.399,265.827,266.928,225924.0
2023-08-07,268.075,269.202,266.898,268.408,325249.0
2023-08-08,266.045,268.232,264.104,267.575,124324.0
2023-08-09,267.918,268.403,266.513,267.251,106067.0
2023-08-10,266.977,268.359,262.53,263.261,183676.0
2023-08-11,263.025,265.535,262.153,265.074,161497.0
2023-08-12,263.025,265.535,262.153,265.074,161497.0
2023-08-13,263.025,265.535,262.153,265.074,161497.0
2023-08-14,264.496,265.722,262.486,265.359,287212.0
2023-08-15,263.643,264.663,261.148,262.525,154717.0
2023-08-16,262.819,264.873,262.417,262.486,243706.0
2023-08-17,264.064,266.303,262.081,262.131,171120.0
2023-08-18,261.302,265.322,261.302,264.922,218759.0
2023-08-19,261.302,265.322,261.302,264.922,218759.0
2023-08-20,261.302,265.322,261.302,264.922,218759.0
2023-08-21,264.972,266.688,262.234,263.581,152349.0
2023-08-22,264.331,264.37,261.203,261.381,141460.0
2023-08-23,261.509,263.896,261.509,262.999,172082.0
2023-08-24,262.466,264.873,258.54,258.54,187139.0
2023-08-25,260.868,262.14,258.56,261.075,191028.0
2023-08-26,260.868,262.14,258.56,261.075,191028.0
2023-08-27,260.868,262.14,258.56,261.075,191028.0
2023-08-28,261.381,263.906,260.345,261.529,157913.0
2023-08-29,261.687,263.946,260.597,263.285,170513.0
2023-08-30,264.064,265.948,264.064,265.248,148711.0
2023-08-31,264.646,266.856,264.646,264.972,208800.0
2023-09-01,265.81,268.276,264.972,266.866,138121.0
2023-09-02,265.81,268.276,264.972,266.866,138121.0
2023-09-03,265.81,268.276,264.972,266.866,138121.0
2023-09-04,265.81,268.276,264.972,266.866,138121.0
2023-09-05,267.231,267.231,259.664,259.714,213678.0
2023-09-06,259.349,261.805,258.708,258.954,197447.0
2023-09-07,257.77,258.402,250.786,255.255,369423.0
2023-09-08,254.949,257.593,254.096,256.231,165327.0
2023-09-09,254.949,257.593,254.096,256.231,165327.0
2023-09-10,254.949,257.593,254.096,256.231,165327.0
2023-09-11,257.287,258.796,255.748,257.721,225126.0
2023-09-12,256.616,259.511,256.616,258.855,208982.0
2023-09-13,258.688,260.044,256.103,257.534,141055.0
2023-09-14,259.102,261.499,258.481,260.345,175684.0
2023-09-15,260.651,260.661,256.522,256.902,401627.0
2023-09-16,260.651,260.661,256.522,256.902,401627.0
2023-09-17,260.651,260.661,256.522,256.902,401627.0
2023-09-18,257.78,260.365,256.947,257.169,237303.0
2023-09-19,256.468,257.267,253.173,256.587,252303.0
2023-09-20,258.234,259.566,252.197,252.276,315864.0
2023-09-21,251.21,253.499,249.513,251.694,272512.0
2023-09-22,251.792,254.88,251.792,252.404,194610.0
2023-09-23,251.792,254.88,251.792,252.404,194610.0
2023-09-24,251.792,254.88,251.792,252.404,194610.0
2023-09-25,251.782,254.012,251.782,252.828,193996.0
2023-09-26,251.042,252.276,249.513,249.543,233393.0
2023-09-27,250.825,252.078,249.045,250.539,252773.0
2023-09-28,250.569,255.102,249.01,254.16,188680.0
2023-09-29,255.857,255.857,250.87,251.615,232390.0
2023-09-30,255.857,255.857,250.87,251.615,232390.0
2023-10-01,255.857,255.857,250.87,251.615,232390.0
2023-10-02,249.721,251.304,247.56,248.359,234887.0
2023-10-03,247.757,251.338,247.531,250.52,258083.0
2023-10-04,250.973,252.917,248.635,252.433,161014.0
2023-10-05,252.502,254.589,251.6,254.416,248998.0
2023-10-06,253.913,258.037,253.015,256.202,266421.0
2023-10-07,253.913,258.037,253.015,256.202,266421.0
2023-10-08,253.913,258.037,253.015,256.202,266421.0
2023-10-09,254.91,258.234,254.89,256.902,217273.0
2023-10-10,257.514,260.483,257.149,257.218,230121.0
2023-10-11,257.613,258.994,256.715,257.682,208864.0
2023-10-12,258.431,258.713,250.272,250.904,265470.0
2023-10-13,251.181,252.502,248.852,250.224,211602.0
2023-10-14,251.181,252.502,248.852,250.224,211602.0
2023-10-15,251.181,252.502,248.852,250.224,211602.0
2023-10-16,252.266,255.536,252.039,253.676,221555.0
2023-10-17,252.779,256.774,252.527,255.541,300242.0
2023-10-18,253.321,253.321,246.653,246.968,291268.0
2023-10-19,249.622,254.199,248.441,249.296,449097.0
2023-10-20,251.259,253.371,248.902,249.484,291413.0
2023-10-21,251.259,253.371,248.902,249.484,291413.0
2023-10-22,251.259,253.371,248.902,249.484,291413.0
2023-10-23,250.105,252.345,246.85,247.166,291375.0
2023-10-24,249.395,251.052,247.314,250.608,227425.0
2023-10-25,249.878,249.955,246.465,246.82,207645.0
2023-10-26,247.629,252.103,246.919,250.066,223745.0
2023-10-27,249.671,251.151,248.244,248.931,240678.0
2023-10-28,249.671,251.151,248.244,248.931,240678.0
2023-10-29,249.671,251.151,248.244,248.931,240678.0
2023-10-30,250.638,253.114,248.803,251.052,290831.0
2023-10-31,251.595,256.365,251.595,254.456,339318.0
2023-11-01,254.071,258.777,252.433,257.001,263116.0
2023-11-02,260.424,261.628,258.155,259.812,209127.0
2023-11-03,263.748,268.247,263.748,267.201,270909.0
2023-11-04,263.748,268.247,263.748,267.201,270909.0
2023-11-05,263.748,268.247,263.748,267.201,270909.0
2023-11-06,266.668,266.94,263.374,265.327,196461.0
2023-11-07,264.429,264.774,262.565,263.462,145614.0
2023-11-08,263.896,264.498,261.716,262.091,180704.0
2023-11-09,263.699,263.933,260.73,261.835,142713.0
2023-11-10,263.245,266.777,262.323,266.392,139490.0
2023-11-11,263.245,266.777,262.323,266.392,139490.0
2023-11-12,263.245,266.777,262.323,266.392,139490.0
2023-11-13,265.1,266.156,262.979,263.591,171829.0
2023-11-14,266.629,271.621,266.629,271.473,253094.0
2023-11-15,271.285,274.304,270.841,271.325,204483.0
2023-11-16,270.989,272.474,270.279,271.009,225175.0
2023-11-17,272.242,274.203,271.714,274.008,225053.0
2023-11-18,272.242,274.203,271.714,274.008,225053.0
2023-11-19,272.242,274.203,271.714,274.008,225053.0
2023-11-20,274.008,275.239,271.982,273.382,201961.0
2023-11-21,272.578,273.154,270.889,272.985,174524.0
2023-11-22,273.303,274.182,271.217,272.786,184177.0
2023-11-23,273.303,274.182,271.217,272.786,184177.0
2023-11-24,273.164,274.475,272.717,273.253,149504.0
2023-11-25,273.164,274.475,272.717,273.253,149504.0
2023-11-26,273.164,274.475,272.717,273.253,149504.0
2023-11-27,271.753,272.796,270.939,271.992,193757.0
2023-11-28,271.873,272.409,268.605,269.102,160355.0
2023-11-29,271.118,272.22,268.835,269.976,144378.0
2023-11-30,270.929,273.303,269.439,272.806,386543.0
2023-12-01,272.617,278.139,272.617,277.941,266369.0
2023-12-02,272.617,278.139,272.617,277.941,266369.0
2023-12-03,272.617,278.139,272.617,277.941,266369.0
2023-12-04,275.835,279.43,275.835,278.993,226787.0
2023-12-05,278.07,278.695,276.302,277.027,253637.0
2023-12-06,278.427,281.188,277.712,278.219,229820.0
2023-12-07,278.914,280.622,276.218,278.08,228780.0
2023-12-08,277.861,279.003,275.771,276.312,222261.0
2023-12-09,277.861,279.003,275.771,276.312,222261.0
2023-12-10,277.861,279.003,275.771,276.312,222261.0
2023-12-11,277.136,280.513,277.042,279.142,294602.0
2023-12-12,279.222,279.669,277.841,278.179,231602.0
2023-12-13,278.298,283.125,275.706,282.122,328686.0
2023-12-14,284.317,288.334,284.317,287.217,361197.0
2023-12-15,285.071,286.824,283.175,284.317,618473.0
2023-12-16,285.071,286.824,283.175,284.317,618473.0
2023-12-17,285.071,286.824,283.175,284.317,618473.0
2023-12-18,285.23,286.184,282.41,285.33,220902.0
2023-12-19,286.79,288.23,285.301,286.571,226347.0
2023-12-20,285.955,288.309,281.824,282.191,274311.0
2023-12-21,284.416,286.472,282.852,285.052,174711.0
2023-12-22,285.23,287.366,285.23,286.174,134459.0
2023-12-23,285.23,287.366,285.23,286.174,134459.0
2023-12-24,285.23,287.366,285.23,286.174,134459.0
2023-12-25,285.23,287.366,285.23,286.174,134459.0
2023-12-26,286.651,288.637,286.025,287.922,170296.0
2023-12-27,287.942,289.004,287.182,288.2,179764.0
2023-12-28,287.773,288.945,287.048,287.952,163654.0
2023-12-29,287.822,288.12,285.762,286.859,158240.0
2023-12-30,287.822,288.12,285.762,286.859,158240.0
2023-12-31,287.822,288.12,285.762,286.859,158240.0
2024-01-01,287.822,288.12,285.762,286.859,158240.0
2024-01-02,285.479,287.664,284.337,286.76,210968.0
2024-01-03,284.754,285.206,280.861,280.9,200056.0
2024-01-04,281.168,283.443,280.056,280.136,160229.0
2024-01-05,278.854,280.952,277.871,279.003,178540.0
2024-01-06,278.854,280.952,277.871,279.003,178540.0
2024-01-07,278.854,280.952,277.871,279.003,178540.0
2024-01-08,279.669,281.01,277.414,280.851,219630.0
2024-01-09,278.239,279.053,276.242,279.013,240289.0
2024-01-10,279.838,281.178,278.78,280.553,157380.0
2024-01-11,280.91,282.261,278.368,282.172,183328.0
2024-01-12,284.108,284.108,281.005,281.973,113712.0
2024-01-13,284.108,284.108,281.005,281.973,113712.0
2024-01-14,284.108,284.108,281.005,281.973,113712.0
2024-01-15,284.108,284.108,281.005,281.973,113712.0
2024-01-16,280.94,283.77,280.382,283.085,270914.0
2024-01-17,281.387,283.82,280.22,281.069,161185.0
2024-01-18,281.556,283.194,279.887,283.006,127620.0
2024-01-19,282.837,285.62,280.924,284.893,180229.0
2024-01-20,282.837,285.62,280.924,284.893,180229.0
2024-01-21,282.837,285.62,280.924,284.893,180229.0
2024-01-22,286.184,287.674,286.149,286.949,139503.0
2024-01-23,287.991,288.408,285.171,286.819,121838.0
2024-01-24,288.16,288.16,283.582,284.317,173255.0
2024-01-25,286.69,287.396,284.783,286.571,150243.0
2024-01-26,287.505,288.86,286.353,287.674,164452.0
2024-01-27,287.505,288.86,286.353,287.674,164452.0
2024-01-28,287.505,288.86,286.353,287.674,164452.0
2024-01-29,287.604,290.365,285.548,289.848,273254.0
2024-01-30,288.975,293.245,288.684,292.292,197775.0
2024-01-31,292.292,292.977,286.988,287.942,277808.0
2024-02-01,289.233,289.635,286.144,288.061,414759.0
2024-02-02,286.859,291.745,286.348,290.603,163220.0
2024-02-03,286.859,291.745,286.348,290.603,163220.0
2024-02-04,286.859,291.745,286.348,290.603,163220.0
2024-02-05,287.515,291.418,287.107,289.501,186877.0
2024-02-06,289.501,292.48,289.501,291.408,190801.0
2024-02-07,292.848,293.483,290.961,292.48,263734.0
2024-02-08,285.032,286.025,264.206,264.206,776625.0
2024-02-09,264.225,266.301,259.478,260.63,471952.0
2024-02-10,264.225,266.301,259.478,260.63,471952.0
2024-02-11,264.225,266.301,259.478,260.63,471952.0
2024-02-12,260.283,266.296,260.283,265.904,360688.0
2024-02-13,262.855,263.679,257.76,260.293,340205.0
2024-02-14,262.189,264.136,260.644,261.335,314488.0
2024-02-15,262.001,267.274,262.001,267.155,278096.0
2024-02-16,266.45,268.387,264.851,265.407,313724.0
2024-02-17,266.45,268.387,264.851,265.407,313724.0
2024-02-18,266.45,268.387,264.851,265.407,313724.0
2024-02-19,266.45,268.387,264.851,265.407,313724.0
2024-02-20,264.97,267.468,264.345,267.195,393166.0
2024-02-21,267.543,269.047,266.599,267.274,266699.0
2024-02-22,267.423,269.986,266.167,269.37,309365.0
2024-02-23,270.23,271.585,268.835,270.95,192387.0
2024-02-24,270.23,271.585,268.835,270.95,192387.0
2024-02-25,270.23,271.585,268.835,270.95,192387.0
2024-02-26,270.04,272.12,268.6,271.21,245465.0
2024-02-27,273.0,274.06,271.03,273.76,276770.0
2024-02-28,273.16,276.46,272.49,275.19,299174.0
2024-02-29,276.5,277.37,274.115,275.66,398396.0
2024-03-01,274.97,277.51,274.59,277.3,216064.0
2024-03-02,274.97,277.51,274.59,277.3,216064.0
2024-03-03,274.97,277.51,274.59,277.3,216064.0
2024-03-04,281.58,286.3,280.413,284.51,462042.0
2024-03-05,283.67,287.0,282.63,283.04,416681.0
2024-03-06,284.19,286.78,283.3,285.66,229177.0
2024-03-07,286.75,294.93,285.77,294.61,515983.0
2024-03-08,295.95,297.53,292.676,295.24,491111.0
2024-03-09,295.95,297.53,292.676,295.24,491111.0
2024-03-10,295.95,297.53,292.676,295.24,491111.0
2024-03-11,295.22,297.61,288.725,292.2,383728.0
2024-03-12,291.66,295.79,290.17,295.01,277960.0
2024-03-13,294.47,295.86,292.31,294.76,375279.0
2024-03-14,294.83,296.65,289.12,290.85,390469.0
2024-03-15,289.15,293.4,288.59,289.2,1995356.0
2024-03-16,289.15,293.4,288.59,289.2,1995356.0
2024-03-17,289.15,293.4,288.59,289.2,1995356.0
2024-03-18,289.65,291.17,285.88,287.33,380413.0
2024-03-19,287.73,289.795,285.85,289.21,380552.0
2024-03-20,289.62,292.69,288.0,292.01,229242.0
2024-03-21,292.8,294.75,292.17,293.18,406194.0
2024-03-22,294.99,294.99,290.5,291.63,273301.0
2024-03-23,294.99,294.99,290.5,291.63,273301.0
2024-03-24,294.99,294.99,290.5,291.63,273301.0
2024-03-25,291.85,293.43,290.77,291.89,227688.0
2024-03-26,291.96,292.855,290.78,290.97,322183.0
2024-03-27,293.17,297.12,293.17,296.94,242448.0
2024-03-28,297.14,298.49,295.785,296.22,241599.0
2024-03-29,297.14,298.49,295.785,296.22,241599.0
2024-03-30,297.14,298.49,295.785,296.22,241599.0
2024-03-31,297.14,298.49,295.785,296.22,241599.0
2024-04-01,295.43,296.45,293.59,294.63,263711.0
2024-04-02,294.03,294.03,290.79,292.09,283286.0
2024-04-03,292.07,294.19,292.07,292.51,257241.0
2024-04-04,294.61,296.68,292.43,293.21,268823.0
2024-04-05,293.76,294.708,292.31,292.76,210254.0
2024-04-06,293.76,294.708,292.31,292.76,210254.0
2024-04-07,293.76,294.708,292.31,292.76,210254.0
2024-04-08,293.73,295.33,292.94,293.31,222207.0
2024-04-09,294.49,294.49,291.61,293.99,240617.0
2024-04-10,290.67,293.76,289.21,292.08,252660.0
2024-04-11,292.77,293.34,290.09,291.54,303392.0
2024-04-12,290.59,292.62,288.123,289.58,347966.0
2024-04-13,290.59,292.62,288.123,289.58,347966.0
2024-04-14,290.59,292.62,288.123,289.58,347966.0
2024-04-15,292.47,294.14,284.72,285.83,314997.0
2024-04-16,284.45,284.72,279.865,282.45,355883.0
2024-04-17,284.53,286.815,281.74,283.5,437820.0
2024-04-18,273.67,273.67,261.33,261.76,862100.0
2024-04-19,262.1,269.1,261.95,268.8,522146.0
2024-04-20,262.1,269.1,261.95,268.8,522146.0
2024-04-21,262.1,269.1,261.95,268.8,522146.0
2024-04-22,268.77,271.05,267.13,268.56,374444.0
2024-04-23,268.69,272.76,267.66,271.34,289165.0
2024-04-24,271.36,275.14,271.36,273.59,298991.0
2024-04-25,272.63,273.0,269.81,270.16,261209.0
2024-04-26,270.89,272.87,270.01,270.7,237139.0
2024-04-27,270.89,272.87,270.01,270.7,237139.0
2024-04-28,270.89,272.87,270.01,270.7,237139.0
2024-04-29,270.6,273.575,270.6,272.25,267842.0
2024-04-30,270.7,272.175,267.3,267.96,325764.0
2024-05-01,268.34,270.86,267.54,267.74,358756.0
