,FIBK US Equity,FIBK US Equity,FIBK US Equity,FIBK US Equity,FIBK US Equity
2020-05-18,24.0621,25.0706,24.0456,24.9053,231678.0
2020-05-19,24.6821,24.7895,23.4174,23.4587,151970.0
2020-05-20,24.0373,24.8662,23.9712,24.5829,270279.0
2020-05-21,24.5168,25.1169,24.2605,24.6655,158681.0
2020-05-22,24.8143,25.0706,24.0291,24.277,125047.0
2020-05-23,24.8143,25.0706,24.0291,24.277,125047.0
2020-05-24,24.8143,25.0706,24.0291,24.277,125047.0
2020-05-25,24.8143,25.0706,24.0291,24.277,125047.0
2020-05-26,25.4095,26.2071,25.3888,25.9385,393045.0
2020-05-27,26.7982,27.8397,26.1617,27.6991,224673.0
2020-05-28,27.8893,27.8893,26.0956,26.3353,216535.0
2020-05-29,25.9798,26.046,25.269,25.831,192988.0
2020-05-30,25.9798,26.046,25.269,25.831,192988.0
2020-05-31,25.9798,26.046,25.269,25.831,192988.0
2020-06-01,26.0212,26.2526,25.3847,25.8228,229147.0
2020-06-02,26.0873,26.2113,25.2938,25.5169,266357.0
2020-06-03,26.1782,27.3189,25.955,26.823,204106.0
2020-06-04,26.699,27.4884,26.451,27.1536,215567.0
2020-06-05,28.6993,29.4019,28.1393,28.658,429739.0
2020-06-06,28.6993,29.4019,28.1393,28.658,429739.0
2020-06-07,28.6993,29.4019,28.1393,28.658,429739.0
2020-06-08,29.1787,29.7036,28.5423,28.8564,203369.0
2020-06-09,28.0794,28.9886,27.8645,28.6332,211665.0
2020-06-10,28.6415,28.6415,27.0296,27.1949,264739.0
2020-06-11,25.8724,26.2609,25.0788,25.1202,225541.0
2020-06-12,26.3435,26.3435,25.0458,25.8228,266441.0
2020-06-13,26.3435,26.3435,25.0458,25.8228,266441.0
2020-06-14,26.3435,26.3435,25.0458,25.8228,266441.0
2020-06-15,25.0127,26.3601,24.6035,26.1534,272605.0
2020-06-16,27.4016,27.6619,26.3022,27.0875,184915.0
2020-06-17,27.1784,27.3106,25.5252,25.6575,271751.0
2020-06-18,25.3516,26.3187,25.2524,25.9468,212819.0
2020-06-19,26.1369,26.2763,25.0706,25.8972,432725.0
2020-06-20,26.1369,26.2763,25.0706,25.8972,432725.0
2020-06-21,26.1369,26.2763,25.0706,25.8972,432725.0
2020-06-22,25.6409,26.203,25.2359,25.9633,159083.0
2020-06-23,26.2939,26.5584,25.3681,25.4012,215082.0
2020-06-24,24.9962,24.9962,23.9712,24.1613,334147.0
2020-06-25,24.1365,25.1615,24.0373,25.1119,208332.0
2020-06-26,24.773,24.773,23.8472,23.9547,866844.0
2020-06-27,24.773,24.773,23.8472,23.9547,866844.0
2020-06-28,24.773,24.773,23.8472,23.9547,866844.0
2020-06-29,24.368,25.5087,24.2109,25.3599,217223.0
2020-06-30,25.1615,26.017,25.1615,25.5913,275304.0
2020-07-01,25.6905,26.0873,24.6655,24.6821,271847.0
2020-07-02,25.2772,25.7649,24.6242,24.7482,197030.0
2020-07-03,25.2772,25.7649,24.6242,24.7482,197030.0
2020-07-04,25.2772,25.7649,24.6242,24.7482,197030.0
2020-07-05,25.2772,25.7649,24.6242,24.7482,197030.0
2020-07-06,25.3599,25.6492,24.6738,24.9383,208722.0
2020-07-07,24.6738,24.6738,23.9133,24.0043,198639.0
2020-07-08,23.8968,24.2109,23.1033,23.6158,229073.0
2020-07-09,23.4505,23.4505,22.4337,22.6487,196898.0
2020-07-10,22.6652,23.6984,22.6652,23.6654,180513.0
2020-07-11,22.6652,23.6984,22.6652,23.6654,180513.0
2020-07-12,22.6652,23.6984,22.6652,23.6654,180513.0
2020-07-13,24.0043,24.3845,23.3678,23.9464,193479.0
2020-07-14,23.8224,24.0787,23.2355,23.8307,158617.0
2020-07-15,24.5581,25.178,24.3845,25.0127,214156.0
2020-07-16,24.7647,25.4839,24.5498,25.2938,219436.0
2020-07-17,25.1615,25.3516,24.6573,24.773,151340.0
2020-07-18,25.1615,25.3516,24.6573,24.773,151340.0
2020-07-19,25.1615,25.3516,24.6573,24.773,151340.0
2020-07-20,24.5168,24.6986,23.8885,23.9051,159634.0
2020-07-21,24.1448,25.3599,24.0208,25.3599,113576.0
2020-07-22,24.9796,25.1284,24.3597,24.6986,133250.0
2020-07-23,24.6821,25.426,24.6821,25.2194,109425.0
2020-07-24,25.2442,25.5252,24.9796,25.021,99609.0
2020-07-25,25.2442,25.5252,24.9796,25.021,99609.0
2020-07-26,25.2442,25.5252,24.9796,25.021,99609.0
2020-07-27,24.8557,24.9218,24.3556,24.4837,105326.0
2020-07-28,24.6407,25.3599,23.8142,24.2274,333885.0
2020-07-29,24.1779,24.6987,23.9133,24.6655,148746.0
2020-07-30,24.2192,24.4258,23.8142,24.277,134253.0
2020-07-31,24.2192,24.3432,23.6902,24.0621,211772.0
2020-08-01,24.2192,24.3432,23.6902,24.0621,211772.0
2020-08-02,24.2192,24.3432,23.6902,24.0621,211772.0
2020-08-03,24.0787,24.3514,23.7067,24.1779,156272.0
2020-08-04,24.1035,24.3018,23.9216,24.1696,167208.0
2020-08-05,24.4672,24.8887,24.182,24.8061,224837.0
2020-08-06,24.7893,25.0234,24.6556,24.8562,126173.0
2020-08-07,24.6472,25.8846,24.6096,25.7257,136109.0
2020-08-08,24.6472,25.8846,24.6096,25.7257,136109.0
2020-08-09,24.6472,25.8846,24.6096,25.7257,136109.0
2020-08-10,25.7257,26.6538,25.6254,26.4865,267432.0
2020-08-11,26.7541,28.0165,26.4865,27.632,429403.0
2020-08-12,28.4179,28.5098,27.2641,27.6654,229114.0
2020-08-13,27.3393,27.4116,26.3946,26.6036,241559.0
2020-08-14,26.2942,27.4647,26.2942,27.3477,208602.0
2020-08-15,26.2942,27.4647,26.2942,27.3477,208602.0
2020-08-16,26.2942,27.4647,26.2942,27.3477,208602.0
2020-08-17,27.4146,27.4547,26.7541,27.0634,182806.0
2020-08-18,27.0049,27.7323,26.0351,26.1354,234213.0
2020-08-19,26.0267,26.6872,26.01,26.2106,154685.0
2020-08-20,25.826,25.9849,25.4749,25.8177,158705.0
2020-08-21,25.7341,25.9682,25.2492,25.7257,171820.0
2020-08-22,25.7341,25.9682,25.2492,25.7257,171820.0
2020-08-23,25.7341,25.9682,25.2492,25.7257,171820.0
2020-08-24,25.9933,27.8492,25.9515,27.5901,433368.0
2020-08-25,27.7908,27.8828,27.3226,27.4815,226913.0
2020-08-26,27.4564,27.657,26.8879,26.9464,306015.0
2020-08-27,26.9464,27.7741,26.9464,27.4898,249461.0
2020-08-28,27.8242,27.8242,27.1888,27.3519,176825.0
2020-08-29,27.8242,27.8242,27.1888,27.3519,176825.0
2020-08-30,27.8242,27.8242,27.1888,27.3519,176825.0
2020-08-31,27.1638,27.6821,27.0885,27.4229,326289.0
2020-09-01,27.239,27.6654,27.0383,27.5149,303622.0
2020-09-02,27.4564,27.7657,27.076,27.2641,201810.0
2020-09-03,27.3811,28.0333,27.3477,27.448,288079.0
2020-09-04,28.0082,28.3092,27.4147,27.7908,248329.0
2020-09-05,28.0082,28.3092,27.4147,27.7908,248329.0
2020-09-06,28.0082,28.3092,27.4147,27.7908,248329.0
2020-09-07,28.0082,28.3092,27.4147,27.7908,248329.0
2020-09-08,27.4313,27.841,26.7792,27.0634,321377.0
2020-09-09,27.1387,27.2641,26.6412,26.7039,225740.0
2020-09-10,26.6956,26.7875,26.2692,26.3193,247837.0
2020-09-11,26.2942,26.5492,26.0476,26.3068,175573.0
2020-09-12,26.2942,26.5492,26.0476,26.3068,175573.0
2020-09-13,26.2942,26.5492,26.0476,26.3068,175573.0
2020-09-14,26.3862,26.9798,26.3611,26.8042,236897.0
2020-09-15,26.9965,27.0969,26.4949,26.7123,166180.0
2020-09-16,26.7039,26.9338,26.4531,26.5451,316558.0
2020-09-17,26.3026,27.1345,26.1939,27.0551,228852.0
2020-09-18,27.2724,27.2933,26.8126,26.9798,634254.0
2020-09-19,27.2724,27.2933,26.8126,26.9798,634254.0
2020-09-20,27.2724,27.2933,26.8126,26.9798,634254.0
2020-09-21,26.3862,27.2139,25.4749,25.7926,334259.0
2020-09-22,25.8511,26.2608,25.5836,25.8929,409129.0
2020-09-23,25.9431,26.6663,25.5083,25.5167,275571.0
2020-09-24,25.4916,26.0518,25.4038,25.5,405564.0
2020-09-25,25.1906,25.9097,25.0987,25.9013,303863.0
2020-09-26,25.1906,25.9097,25.0987,25.9013,303863.0
2020-09-27,25.1906,25.9097,25.0987,25.9013,303863.0
2020-09-28,26.2692,26.9129,26.2692,26.6788,284337.0
2020-09-29,26.5283,26.7123,26.173,26.5785,234865.0
2020-09-30,26.7792,27.1721,26.5701,26.6287,258853.0
2020-10-01,26.6788,27.0425,26.3026,26.8879,231594.0
2020-10-02,26.3277,27.841,26.3277,27.6236,215298.0
2020-10-03,26.3277,27.841,26.3277,27.6236,215298.0
2020-10-04,26.3277,27.841,26.3277,27.6236,215298.0
2020-10-05,27.841,28.5934,27.841,28.4262,218472.0
2020-10-06,28.8442,30.0983,28.6519,29.1536,345046.0
2020-10-07,29.5047,30.1318,29.2623,29.8642,262864.0
2020-10-08,30.2321,30.4579,29.7556,30.1736,190661.0
2020-10-09,30.3993,30.4997,29.881,30.1987,128162.0
2020-10-10,30.3993,30.4997,29.881,30.1987,128162.0
2020-10-11,30.3993,30.4997,29.881,30.1987,128162.0
2020-10-12,30.1485,30.8947,30.0064,30.809,260890.0
2020-10-13,30.5498,30.6919,29.4964,29.5047,216034.0
2020-10-14,29.5633,29.8893,29.1536,29.187,126764.0
2020-10-15,28.9111,30.0482,28.1921,29.9562,159033.0
2020-10-16,29.8057,30.1652,29.5883,29.8392,204307.0
2020-10-17,29.8057,30.1652,29.5883,29.8392,204307.0
2020-10-18,29.8057,30.1652,29.5883,29.8392,204307.0
2020-10-19,30.0398,30.1903,29.58,29.6385,176676.0
2020-10-20,29.7472,30.3074,29.7472,29.9562,186789.0
2020-10-21,30.0565,30.2321,29.9311,29.998,170655.0
2020-10-22,30.1067,31.2354,30.0983,31.0347,319594.0
2020-10-23,31.3692,31.7203,30.6292,30.7672,196329.0
2020-10-24,31.3692,31.7203,30.6292,30.7672,196329.0
2020-10-25,31.3692,31.7203,30.6292,30.7672,196329.0
2020-10-26,30.3659,30.6251,30.0565,30.4579,383579.0
2020-10-27,30.299,30.9511,30.0816,30.3993,246081.0
2020-10-28,29.9729,30.5247,29.8893,30.0565,330283.0
2020-10-29,29.9562,30.1318,29.3626,29.8893,338225.0
2020-10-30,29.7305,30.0649,29.2288,29.5131,336040.0
2020-10-31,29.7305,30.0649,29.2288,29.5131,336040.0
2020-11-01,29.7305,30.0649,29.2288,29.5131,336040.0
2020-11-02,29.906,30.3993,29.6134,30.0064,302279.0
2020-11-03,30.6836,30.9093,30.1465,30.7003,196680.0
2020-11-04,29.58,29.6719,28.2674,28.3092,261672.0
2020-11-05,28.5459,29.3238,28.5459,29.011,207934.0
2020-11-06,29.3577,29.9073,28.6474,28.7319,219037.0
2020-11-07,29.3577,29.9073,28.6474,28.7319,219037.0
2020-11-08,29.3577,29.9073,28.6474,28.7319,219037.0
2020-11-09,30.7866,32.9428,29.8227,31.9451,411070.0
2020-11-10,32.3763,33.3994,31.9281,32.9344,364930.0
2020-11-11,32.9005,32.909,31.4546,31.759,164432.0
2020-11-12,31.48,31.8098,30.8205,31.201,155771.0
2020-11-13,31.5984,32.5116,30.9219,32.2325,225260.0
2020-11-14,31.5984,32.5116,30.9219,32.2325,225260.0
2020-11-15,31.5984,32.5116,30.9219,32.2325,225260.0
2020-11-16,33.374,33.9321,32.7314,33.8898,235031.0
2020-11-17,33.3064,34.0336,33.0781,33.949,233090.0
2020-11-18,34.1604,34.2576,33.281,33.3106,167295.0
2020-11-19,33.188,33.484,32.7314,33.484,156085.0
2020-11-20,33.1119,33.4079,32.8075,33.1035,152208.0
2020-11-21,33.1119,33.4079,32.8075,33.1035,152208.0
2020-11-22,33.1119,33.4079,32.8075,33.1035,152208.0
2020-11-23,33.5601,33.7968,33.2895,33.4924,143692.0
2020-11-24,33.8222,34.9806,33.8222,34.8538,249058.0
2020-11-25,34.524,34.6424,33.9237,34.3126,126725.0
2020-11-26,34.524,34.6424,33.9237,34.3126,126725.0
2020-11-27,34.2027,34.2576,33.3402,33.6954,81057.0
2020-11-28,34.2027,34.2576,33.3402,33.6954,81057.0
2020-11-29,34.2027,34.2576,33.3402,33.6954,81057.0
2020-11-30,33.4924,33.6108,32.0761,32.1734,219158.0
2020-12-01,32.9344,33.4121,32.4778,32.6807,230730.0
2020-12-02,32.5961,33.7292,32.5961,33.6108,205063.0
2020-12-03,33.7545,33.8053,32.9597,33.4079,119996.0
2020-12-04,33.8898,34.1562,33.6277,33.9237,251524.0
2020-12-05,33.8898,34.1562,33.6277,33.9237,251524.0
2020-12-06,33.8898,34.1562,33.6277,33.9237,251524.0
2020-12-07,33.8222,34.1097,33.1967,33.9152,181149.0
2020-12-08,33.6531,34.338,33.5939,34.2957,213705.0
2020-12-09,34.7608,34.8622,34.1692,34.5494,181255.0
2020-12-10,34.135,34.3464,33.7715,34.2534,149225.0
2020-12-11,33.856,34.5747,33.6996,34.1266,103857.0
2020-12-12,33.856,34.5747,33.6996,34.1266,103857.0
2020-12-13,33.856,34.5747,33.6996,34.1266,103857.0
2020-12-14,34.4141,34.4986,33.7461,33.8645,186696.0
2020-12-15,34.1773,34.6593,33.7715,34.6339,145939.0
2020-12-16,34.6593,34.6593,34.1773,34.3211,128284.0
2020-12-17,34.524,34.524,33.8222,34.2788,179355.0
2020-12-18,34.245,34.5155,33.7207,33.9828,714931.0
2020-12-19,34.245,34.5155,33.7207,33.9828,714931.0
2020-12-20,34.245,34.5155,33.7207,33.9828,714931.0
2020-12-21,33.9828,34.1181,33.1457,33.5854,177680.0
2020-12-22,33.7884,33.7884,33.2853,33.6023,185477.0
2020-12-23,33.6362,34.4902,33.6362,34.2534,160323.0
2020-12-24,34.4394,34.4394,33.8222,34.3803,42880.0
2020-12-25,34.4394,34.4394,33.8222,34.3803,42880.0
2020-12-26,34.4394,34.4394,33.8222,34.3803,42880.0
2020-12-27,34.4394,34.4394,33.8222,34.3803,42880.0
2020-12-28,34.6677,34.8326,34.2788,34.617,139647.0
2020-12-29,34.5155,34.5832,33.8222,33.9913,97589.0
2020-12-30,33.7376,34.5451,32.63,34.2872,97808.0
2020-12-31,34.1097,34.6424,33.8476,34.4733,109432.0
2021-01-01,34.1097,34.6424,33.8476,34.4733,109432.0
2021-01-02,34.1097,34.6424,33.8476,34.4733,109432.0
2021-01-03,34.1097,34.6424,33.8476,34.4733,109432.0
2021-01-04,33.8983,34.9045,33.6784,34.1012,196860.0
2021-01-05,34.2111,34.5071,33.8645,34.1942,198365.0
2021-01-06,34.9637,37.1072,34.9637,36.3589,320813.0
2021-01-07,36.7816,36.9,36.4265,36.5618,184338.0
2021-01-08,36.5787,36.5787,35.0905,35.657,137133.0
2021-01-09,36.5787,36.5787,35.0905,35.657,137133.0
2021-01-10,36.5787,36.5787,35.0905,35.657,137133.0
2021-01-11,35.5387,36.2151,35.5387,36.0375,178917.0
2021-01-12,36.2489,37.1621,35.7839,36.8577,171352.0
2021-01-13,36.6294,36.8112,35.7247,35.9784,120510.0
2021-01-14,36.1982,36.435,35.9023,36.0122,155975.0
2021-01-15,35.7839,36.3419,35.4795,36.1306,136805.0
2021-01-16,35.7839,36.3419,35.4795,36.1306,136805.0
2021-01-17,35.7839,36.3419,35.4795,36.1306,136805.0
2021-01-18,35.7839,36.3419,35.4795,36.1306,136805.0
2021-01-19,36.4434,36.4837,35.6317,35.8938,124668.0
2021-01-20,35.8008,35.9614,35.2512,35.7501,104322.0
2021-01-21,35.657,36.0629,34.9721,35.006,128013.0
2021-01-22,34.5494,35.5809,34.4141,35.5218,290410.0
2021-01-23,34.5494,35.5809,34.4141,35.5218,290410.0
2021-01-24,34.5494,35.5809,34.4141,35.5218,290410.0
2021-01-25,35.0905,35.3949,34.0251,35.0398,247526.0
2021-01-26,35.3442,35.3442,34.0505,34.2281,225937.0
2021-01-27,33.5009,34.0843,33.0781,33.6446,310825.0
2021-01-28,34.2281,34.2281,33.5347,33.7292,153760.0
2021-01-29,33.9744,34.1224,32.6891,32.6891,290709.0
2021-01-30,33.9744,34.1224,32.6891,32.6891,290709.0
2021-01-31,33.9744,34.1224,32.6891,32.6891,290709.0
2021-02-01,32.6891,33.5009,32.3932,33.391,198494.0
2021-02-02,33.5939,34.3633,32.9682,33.6108,609245.0
2021-02-03,33.4671,33.9152,33.374,33.8222,227127.0
2021-02-04,34.135,35.0482,33.8729,34.8284,371641.0
2021-02-05,35.1328,35.1328,34.097,34.9045,147831.0
2021-02-06,35.1328,35.1328,34.097,34.9045,147831.0
2021-02-07,35.1328,35.1328,34.097,34.9045,147831.0
2021-02-08,35.0497,36.0489,34.7764,36.0404,185519.0
2021-02-09,35.7414,36.8005,35.5066,36.7407,143521.0
2021-02-10,36.809,37.2958,36.4503,36.9286,195963.0
2021-02-11,36.7919,37.1506,36.0446,36.5869,352252.0
2021-02-12,36.6296,37.3214,36.6296,37.3214,211658.0
2021-02-13,36.6296,37.3214,36.6296,37.3214,211658.0
2021-02-14,36.6296,37.3214,36.6296,37.3214,211658.0
2021-02-15,36.6296,37.3214,36.6296,37.3214,211658.0
2021-02-16,37.5776,38.0132,37.1677,37.6716,331041.0
2021-02-17,37.4581,37.7484,37.1506,37.6118,211806.0
2021-02-18,37.5093,37.8509,37.3727,37.5862,172813.0
2021-02-19,37.6118,38.1071,37.552,37.8851,207681.0
2021-02-20,37.6118,38.1071,37.552,37.8851,207681.0
2021-02-21,37.6118,38.1071,37.552,37.8851,207681.0
2021-02-22,37.6374,39.5248,37.6374,39.2259,350950.0
2021-02-23,39.2686,39.8494,38.6708,39.3199,380886.0
2021-02-24,39.3711,40.5411,39.021,40.1056,306875.0
2021-02-25,40.2935,40.5326,39.559,39.781,237438.0
2021-02-26,39.5248,39.7896,38.5555,38.7904,217375.0
2021-02-27,39.5248,39.7896,38.5555,38.7904,217375.0
2021-02-28,39.5248,39.7896,38.5555,38.7904,217375.0
2021-03-01,39.7298,40.507,39.0637,40.2251,278375.0
2021-03-02,39.9775,40.5539,39.1576,39.2345,160650.0
2021-03-03,39.5846,41.5062,39.3284,40.1312,335847.0
2021-03-04,40.2508,41.4293,39.2686,39.67,222286.0
2021-03-05,40.4045,41.0365,39.764,40.8486,350275.0
2021-03-06,40.4045,41.0365,39.764,40.8486,350275.0
2021-03-07,40.4045,41.0365,39.764,40.8486,350275.0
2021-03-08,41.3269,42.6421,41.1902,42.2492,257573.0
2021-03-09,41.9674,42.2193,40.5582,41.0706,168841.0
2021-03-10,41.1048,42.4755,41.1048,42.42,184048.0
2021-03-11,42.2834,42.6164,41.7197,42.5396,148302.0
2021-03-12,42.7019,43.5559,42.6164,43.4022,274043.0
2021-03-13,42.7019,43.5559,42.6164,43.4022,274043.0
