,ENSG US Equity,ENSG US Equity,ENSG US Equity,ENSG US Equity,ENSG US Equity
2020-02-25,48.3368,48.3368,46.8454,47.2405,210932.0
2020-02-26,47.3492,48.1393,46.6183,47.2208,181986.0
2020-02-27,46.3911,47.5467,45.0973,45.3639,415218.0
2020-02-28,43.8528,45.1812,43.1031,43.9516,374371.0
2020-02-29,43.8528,45.1812,43.1031,43.9516,374371.0
2020-03-01,43.8528,45.1812,43.1031,43.9516,374371.0
2020-03-02,43.9713,44.3664,42.5886,43.7837,431868.0
2020-03-03,43.675,45.1269,41.0873,41.5021,386874.0
2020-03-04,42.2725,45.2948,42.2725,45.0479,503722.0
2020-03-05,43.9713,45.8084,43.4972,44.3861,530897.0
2020-03-06,43.4281,45.2158,43.1812,45.0084,414291.0
2020-03-07,43.4281,45.2158,43.1812,45.0084,414291.0
2020-03-08,43.4281,45.2158,43.1812,45.0084,414291.0
2020-03-09,42.2034,42.2034,35.8724,36.6724,861159.0
2020-03-10,37.7391,37.8872,35.6699,36.9884,833243.0
2020-03-11,36.0502,38.0441,34.4106,35.1217,628337.0
2020-03-12,32.5242,33.018,29.7636,30.4698,865685.0
2020-03-13,31.7439,31.9809,28.9537,31.0031,652190.0
2020-03-14,31.7439,31.9809,28.9537,31.0031,652190.0
2020-03-15,31.7439,31.9809,28.9537,31.0031,652190.0
2020-03-16,27.6352,27.6761,23.7635,24.682,1001460.0
2020-03-17,25.4425,30.0648,24.5783,27.5068,1199250.0
2020-03-18,25.6894,29.2056,24.7413,28.7414,716228.0
2020-03-19,28.4944,35.8131,27.7478,34.7168,729144.0
2020-03-20,35.823,38.4008,32.5933,32.8698,1155935.0
2020-03-21,35.823,38.4008,32.5933,32.8698,1155935.0
2020-03-22,35.823,38.4008,32.5933,32.8698,1155935.0
2020-03-23,33.5118,34.6345,30.1537,31.9217,556001.0
2020-03-24,33.5316,37.2452,33.4575,37.0773,411348.0
2020-03-25,37.2749,38.0749,34.6773,34.7563,461490.0
2020-03-26,35.2205,36.6625,34.1538,35.3292,404961.0
2020-03-27,33.818,35.6884,33.2649,33.502,397743.0
2020-03-28,33.818,35.6884,33.2649,33.502,397743.0
2020-03-29,33.818,35.6884,33.2649,33.502,397743.0
2020-03-30,34.0064,37.9629,33.5232,37.9531,381567.0
2020-03-31,37.4684,39.3378,36.3111,37.2013,586958.0
2020-04-01,35.4209,35.4209,28.4277,28.9025,604590.0
2020-04-02,28.3782,32.3249,28.3782,31.771,353407.0
2020-04-03,31.3753,33.1953,30.4257,32.4634,363521.0
2020-04-04,31.3753,33.1953,30.4257,32.4634,363521.0
2020-04-05,31.3753,33.1953,30.4257,32.4634,363521.0
2020-04-06,33.6305,36.0737,32.6711,35.6879,409083.0
2020-04-07,36.7562,37.5871,33.5613,34.2933,462262.0
2020-04-08,34.8571,37.5475,34.7285,36.7067,281566.0
2020-04-09,37.6959,39.1944,37.1519,39.0015,299057.0
2020-04-10,37.6959,39.1944,37.1519,39.0015,299057.0
2020-04-11,37.6959,39.1944,37.1519,39.0015,299057.0
2020-04-12,37.6959,39.1944,37.1519,39.0015,299057.0
2020-04-13,38.4773,38.4773,35.6731,36.2715,312317.0
2020-04-14,37.0727,37.9976,36.4792,37.3398,299862.0
2020-04-15,35.8264,36.499,34.6395,35.0846,396478.0
2020-04-16,35.2132,36.4949,33.8679,36.1034,503739.0
2020-04-17,37.4288,38.0025,36.5485,36.8452,445644.0
2020-04-18,37.4288,38.0025,36.5485,36.8452,445644.0
2020-04-19,37.4288,38.0025,36.5485,36.8452,445644.0
2020-04-20,36.6474,37.2013,36.0638,36.5782,286865.0
2020-04-21,35.4407,36.2616,34.412,34.501,809651.0
2020-04-22,35.1934,35.3714,34.5405,35.1043,455693.0
2020-04-23,35.3121,37.8937,35.3121,37.4189,397313.0
2020-04-24,37.6365,37.8393,35.6287,36.0045,351648.0
2020-04-25,37.6365,37.8393,35.6287,36.0045,351648.0
2020-04-26,37.6365,37.8393,35.6287,36.0045,351648.0
2020-04-27,36.2122,39.051,36.044,38.507,478295.0
2020-04-28,39.0807,39.5653,36.4422,37.3002,537077.0
2020-04-29,38.4971,41.1084,37.7166,40.3072,401017.0
2020-04-30,39.3576,39.5357,36.9244,37.0035,580554.0
2020-05-01,35.8858,36.2715,34.7779,36.0638,374927.0
2020-05-02,35.8858,36.2715,34.7779,36.0638,374927.0
2020-05-03,35.8858,36.2715,34.7779,36.0638,374927.0
2020-05-04,35.5198,35.5198,33.3486,33.7789,475383.0
2020-05-05,34.1449,36.321,34.1449,35.1835,356314.0
2020-05-06,35.8066,35.8066,33.3635,33.4129,306315.0
2020-05-07,33.9075,34.5603,33.591,34.0361,353350.0
2020-05-08,34.7582,37.5277,34.5109,36.9837,568183.0
2020-05-09,34.7582,37.5277,34.5109,36.9837,568183.0
2020-05-10,34.7582,37.5277,34.5109,36.9837,568183.0
2020-05-11,36.4694,38.5762,35.9253,38.0124,597111.0
2020-05-12,40.5545,41.4744,37.2607,37.9333,761457.0
2020-05-13,38.0124,38.0124,35.0054,36.0836,441213.0
2020-05-14,35.1538,37.409,34.0163,37.2607,509744.0
2020-05-15,36.9837,37.9827,36.2913,37.9531,442017.0
2020-05-16,36.9837,37.9827,36.2913,37.9531,442017.0
2020-05-17,36.9837,37.9827,36.2913,37.9531,442017.0
2020-05-18,39.7434,41.1084,38.3388,41.0391,445861.0
2020-05-19,40.4852,40.8018,39.6544,39.6643,323202.0
2020-05-20,40.5149,41.7315,39.5752,41.4051,314766.0
2020-05-21,41.049,42.3745,40.9501,41.9393,346082.0
2020-05-22,42.3052,42.8394,41.8305,42.7701,252703.0
2020-05-23,42.3052,42.8394,41.8305,42.7701,252703.0
2020-05-24,42.3052,42.8394,41.8305,42.7701,252703.0
2020-05-25,42.3052,42.8394,41.8305,42.7701,252703.0
2020-05-26,44.8077,45.2182,43.7197,43.9868,334361.0
2020-05-27,44.6891,46.7267,43.9324,46.4101,418122.0
2020-05-28,46.7959,47.1817,43.9769,44.3527,401999.0
2020-05-29,43.8483,44.2835,42.9778,43.2449,511005.0
2020-05-30,43.8483,44.2835,42.9778,43.2449,511005.0
2020-05-31,43.8483,44.2835,42.9778,43.2449,511005.0
2020-06-01,43.1856,43.9769,42.5624,42.6415,245751.0
2020-06-02,42.6415,43.1707,41.8403,42.9581,243064.0
2020-06-03,43.8977,45.2034,43.8829,44.5704,263434.0
2020-06-04,44.0164,44.5519,43.3339,43.6158,261461.0
2020-06-05,45.4606,47.8642,45.4606,46.6574,318747.0
2020-06-06,45.4606,47.8642,45.4606,46.6574,318747.0
2020-06-07,45.4606,47.8642,45.4606,46.6574,318747.0
2020-06-08,47.5575,48.6357,46.8159,47.7059,278681.0
2020-06-09,46.9542,47.2905,45.7128,46.4398,228574.0
2020-06-10,46.3607,46.3607,44.6989,45.3419,194788.0
2020-06-11,43.3537,43.6505,41.0095,41.049,294338.0
2020-06-12,43.1163,43.324,40.3962,41.5337,243181.0
2020-06-13,43.1163,43.324,40.3962,41.5337,243181.0
2020-06-14,43.1163,43.324,40.3962,41.5337,243181.0
2020-06-15,40.0401,42.5723,39.4565,42.325,359247.0
2020-06-16,44.1549,44.5011,42.4932,43.3043,248969.0
2020-06-17,43.5021,43.6109,41.8206,42.1668,200684.0
2020-06-18,41.6722,42.5031,41.3755,41.7414,160131.0
2020-06-19,42.4338,43.8582,41.0985,41.4051,413405.0
2020-06-20,42.4338,43.8582,41.0985,41.4051,413405.0
2020-06-21,42.4338,43.8582,41.0985,41.4051,413405.0
2020-06-22,40.8611,41.9393,40.1885,41.6623,252447.0
2020-06-23,42.236,42.236,40.9798,41.3458,191747.0
2020-06-24,40.594,40.8215,39.1301,39.9511,195049.0
2020-06-25,39.6643,40.4852,39.0559,40.4556,338517.0
2020-06-26,40.1687,40.8215,38.4278,38.596,581475.0
2020-06-27,40.1687,40.8215,38.4278,38.596,581475.0
2020-06-28,40.1687,40.8215,38.4278,38.596,581475.0
2020-06-29,39.3289,40.2598,38.9525,40.0915,239573.0
2020-06-30,39.8934,41.5672,39.7845,41.4483,379354.0
2020-07-01,41.6266,42.4684,41.3443,42.1119,264765.0
2020-07-02,43.0033,43.1766,41.3889,42.0228,194204.0
2020-07-03,43.0033,43.1766,41.3889,42.0228,194204.0
2020-07-04,43.0033,43.1766,41.3889,42.0228,194204.0
2020-07-05,43.0033,43.1766,41.3889,42.0228,194204.0
2020-07-06,43.2311,43.4886,42.1218,42.7359,207401.0
2020-07-07,42.3001,43.1667,40.7947,40.9333,230247.0
2020-07-08,40.6362,41.0522,39.7151,40.7848,197938.0
2020-07-09,40.5471,40.5492,38.8634,39.9033,273376.0
2020-07-10,39.5567,40.6164,39.2694,40.6065,169576.0
2020-07-11,39.5567,40.6164,39.2694,40.6065,169576.0
2020-07-12,39.5567,40.6164,39.2694,40.6065,169576.0
2020-07-13,41.1809,42.4585,40.3391,40.3688,198775.0
2020-07-14,40.4183,40.9828,39.8934,40.765,200617.0
2020-07-15,41.894,44.6275,41.894,44.479,416318.0
2020-07-16,44.1323,44.6176,43.6173,44.3007,269182.0
2020-07-17,44.2215,45.2317,44.0234,44.8949,311292.0
2020-07-18,44.2215,45.2317,44.0234,44.8949,311292.0
2020-07-19,44.2215,45.2317,44.0234,44.8949,311292.0
2020-07-20,44.8652,45.1425,43.7362,44.0531,159734.0
2020-07-21,44.7365,45.2614,43.8649,45.093,213731.0
2020-07-22,45.1227,46.6876,45.1128,45.4297,199473.0
2020-07-23,45.202,46.123,44.8256,45.2564,226325.0
2020-07-24,45.1227,45.3109,44.271,44.7464,189646.0
2020-07-25,45.1227,45.3109,44.271,44.7464,189646.0
2020-07-26,45.1227,45.3109,44.271,44.7464,189646.0
2020-07-27,44.6671,46.0339,44.5186,45.8952,137817.0
2020-07-28,45.4694,46.4598,44.8553,45.1128,179060.0
2020-07-29,45.1128,46.0141,45.1128,45.9745,187264.0
2020-07-30,45.1524,46.4796,44.7662,46.1032,181789.0
2020-07-31,45.6476,46.1032,44.0432,45.5486,293911.0
2020-08-01,45.6476,46.1032,44.0432,45.5486,293911.0
2020-08-02,45.6476,46.1032,44.0432,45.5486,293911.0
2020-08-03,46.331,47.2125,45.0385,46.9352,355907.0
2020-08-04,46.7074,46.9352,45.4644,45.7764,294887.0
2020-08-05,46.3409,48.5693,45.9151,48.2128,322876.0
2020-08-06,50.5105,57.4334,50.5105,55.4229,602407.0
2020-08-07,55.9874,57.7801,55.6606,56.4628,368736.0
2020-08-08,55.9874,57.7801,55.6606,56.4628,368736.0
2020-08-09,55.9874,57.7801,55.6606,56.4628,368736.0
2020-08-10,55.6111,56.9333,55.0565,55.621,381981.0
2020-08-11,56.1162,57.3294,55.2545,55.6012,288943.0
2020-08-12,55.6012,56.4331,55.2248,55.7695,191563.0
2020-08-13,55.6804,55.9676,55.1952,55.8488,171049.0
2020-08-14,55.3635,55.4427,54.5633,55.0069,203251.0
2020-08-15,55.3635,55.4427,54.5633,55.0069,203251.0
2020-08-16,55.3635,55.4427,54.5633,55.0069,203251.0
2020-08-17,55.2743,55.4724,54.4622,54.6207,209287.0
2020-08-18,54.2047,54.9376,53.8284,54.7098,165521.0
2020-08-19,54.7494,56.3935,54.5712,56.0865,269359.0
2020-08-20,55.5715,57.3641,55.5715,56.9976,307972.0
2020-08-21,56.8491,57.5622,56.5299,57.4037,324950.0
2020-08-22,56.8491,57.5622,56.5299,57.4037,324950.0
2020-08-23,56.8491,57.5622,56.5299,57.4037,324950.0
2020-08-24,57.9088,59.4071,57.1462,57.6909,357187.0
2020-08-25,57.79,58.0277,55.8884,57.4433,232793.0
2020-08-26,57.3542,57.7008,56.5024,56.5322,166345.0
2020-08-27,56.5322,58.0277,55.8983,57.5028,209908.0
2020-08-28,58.0277,58.097,57.3096,58.0772,156768.0
2020-08-29,58.0277,58.097,57.3096,58.0772,156768.0
2020-08-30,58.0277,58.097,57.3096,58.0772,156768.0
2020-08-31,57.9484,58.7903,57.8692,57.9781,251870.0
2020-09-01,57.7504,58.4436,57.1363,58.1267,225250.0
2020-09-02,58.305,59.7708,57.5028,59.3647,190312.0
2020-09-03,59.1567,59.1864,56.4925,56.7401,207766.0
2020-09-04,57.6513,57.6513,54.0363,55.3635,219158.0
2020-09-05,57.6513,57.6513,54.0363,55.3635,219158.0
2020-09-06,57.6513,57.6513,54.0363,55.3635,219158.0
2020-09-07,57.6513,57.6513,54.0363,55.3635,219158.0
2020-09-08,54.6999,55.6804,53.8779,54.6009,234156.0
2020-09-09,55.3239,56.3588,54.9772,55.7894,294586.0
2020-09-10,55.9181,56.344,54.1552,54.2344,225250.0
2020-09-11,54.5811,54.5811,52.3824,52.9271,221207.0
2020-09-12,54.5811,54.5811,52.3824,52.9271,221207.0
2020-09-13,54.5811,54.5811,52.3824,52.9271,221207.0
2020-09-14,53.5213,55.1654,53.5213,54.9475,180174.0
2020-09-15,55.512,55.7795,54.383,54.4622,170792.0
2020-09-16,54.7593,56.2945,54.6306,55.4229,275207.0
2020-09-17,54.4721,54.6652,53.3233,54.2839,189529.0
2020-09-18,55.0069,57.0076,53.3827,55.0763,818256.0
2020-09-19,55.0069,57.0076,53.3827,55.0763,818256.0
2020-09-20,55.0069,57.0076,53.3827,55.0763,818256.0
2020-09-21,53.3827,54.5117,52.9469,54.3929,244043.0
2020-09-22,54.3236,55.0664,53.868,54.8683,193234.0
2020-09-23,54.9178,55.6111,53.452,53.6303,288878.0
2020-09-24,53.4718,54.4226,53.1153,53.8878,367663.0
2020-09-25,53.6501,55.8983,53.6501,55.3932,260516.0
2020-09-26,53.6501,55.8983,53.6501,55.3932,260516.0
2020-09-27,53.6501,55.8983,53.6501,55.3932,260516.0
2020-09-28,56.1063,56.8986,55.6606,55.9478,207485.0
2020-09-29,55.9676,56.4534,54.8376,55.5315,164243.0
2020-09-30,55.6108,57.2464,55.6108,56.5624,290730.0
2020-10-01,56.8697,57.7541,55.3134,56.1857,280179.0
2020-10-02,54.907,56.4038,54.5204,55.8982,130747.0
2020-10-03,54.907,56.4038,54.5204,55.8982,130747.0
2020-10-04,54.907,56.4038,54.5204,55.8982,130747.0
2020-10-05,56.5327,57.6132,56.1659,57.3455,149178.0
2020-10-06,57.9898,58.5747,56.7058,56.7904,258356.0
2020-10-07,57.3257,57.9998,56.7309,57.4744,223375.0
2020-10-08,58.2178,59.1298,58.0939,58.7928,149493.0
2020-10-09,59.4768,59.7642,58.2178,58.9811,133079.0
2020-10-10,59.4768,59.7642,58.2178,58.9811,133079.0
2020-10-11,59.4768,59.7642,58.2178,58.9811,133079.0
2020-10-12,58.7135,58.7135,57.6726,58.2872,185239.0
2020-10-13,57.8808,59.2389,57.7916,58.9117,125558.0
2020-10-14,58.9117,61.4395,58.6144,59.2983,591207.0
2020-10-15,58.1385,58.3864,54.5699,57.8808,328128.0
2020-10-16,57.8015,58.6144,57.4018,57.514,165563.0
2020-10-17,57.8015,58.6144,57.4018,57.514,165563.0
2020-10-18,57.8015,58.6144,57.4018,57.514,165563.0
2020-10-19,58.1286,58.3566,56.2155,56.7012,176198.0
2020-10-20,56.949,57.9274,56.949,57.2563,118228.0
2020-10-21,57.4347,58.198,56.9986,57.514,121522.0
2020-10-22,57.8412,59.5646,57.8115,58.9712,199775.0
2020-10-23,59.0703,59.3727,58.0097,59.2488,111369.0
2020-10-24,59.0703,59.3727,58.0097,59.2488,111369.0
2020-10-25,59.0703,59.3727,58.0097,59.2488,111369.0
2020-10-26,58.3963,59.0902,57.7817,58.089,239065.0
2020-10-27,58.0295,58.919,57.1373,57.5735,281202.0
2020-10-28,56.5822,57.4942,55.7595,56.1064,228866.0
2020-10-29,57.2266,60.359,56.5976,59.1893,319597.0
2020-10-30,58.9712,60.696,56.9986,58.3269,379187.0
2020-10-31,58.9712,60.696,56.9986,58.3269,379187.0
2020-11-01,58.9712,60.696,56.9986,58.3269,379187.0
2020-11-02,59.1992,60.3689,58.7829,60.3293,236409.0
2020-11-03,61.2115,62.9918,61.2115,62.4407,338758.0
2020-11-04,61.727,64.4332,61.727,62.0739,235260.0
2020-11-05,62.401,63.2436,60.9736,61.7765,127745.0
2020-11-06,61.7765,62.401,60.3944,60.7555,138091.0
2020-11-07,61.7765,62.401,60.3944,60.7555,138091.0
2020-11-08,61.7765,62.401,60.3944,60.7555,138091.0
2020-11-09,63.0454,65.9895,61.3404,63.204,371137.0
2020-11-10,64.1358,65.6921,62.4506,65.3848,293839.0
2020-11-11,66.9411,69.3896,65.0081,66.1877,382240.0
2020-11-12,65.9102,66.1382,63.0949,63.7393,185643.0
2020-11-13,64.4332,67.4771,64.344,67.1394,236899.0
2020-11-14,64.4332,67.4771,64.344,67.1394,236899.0
2020-11-15,64.4332,67.4771,64.344,67.1394,236899.0
2020-11-16,68.3983,69.3896,67.2583,68.7849,189754.0
2020-11-17,68.4875,69.6275,67.4962,69.0327,221424.0
2020-11-18,68.9831,69.9447,67.8828,67.8828,189235.0
2020-11-19,67.8432,68.7551,66.7924,68.6858,151891.0
2020-11-20,68.0811,69.459,67.1488,69.2904,241428.0
2020-11-21,68.0811,69.459,67.1488,69.2904,241428.0
2020-11-22,68.0811,69.459,67.1488,69.2904,241428.0
2020-11-23,69.5779,70.3709,69.1417,69.796,257200.0
2020-11-24,70.1132,71.7092,69.2904,70.6881,265522.0
2020-11-25,70.5692,72.1354,70.2916,71.8083,247468.0
2020-11-26,70.5692,72.1354,70.2916,71.8083,247468.0
2020-11-27,71.8083,72.8392,70.817,70.936,173017.0
2020-11-28,71.8083,72.8392,70.817,70.936,173017.0
2020-11-29,71.8083,72.8392,70.817,70.936,173017.0
2020-11-30,70.9062,72.7897,70.6722,71.2433,308735.0
2020-12-01,71.9768,73.3051,70.6981,70.926,378086.0
2020-12-02,70.5196,71.2581,68.7948,69.5283,235191.0
2020-12-03,69.221,70.5692,68.9435,70.2123,220979.0
2020-12-04,70.5097,72.0462,70.3015,71.9173,160322.0
2020-12-05,70.5097,72.0462,70.3015,71.9173,160322.0
2020-12-06,70.5097,72.0462,70.3015,71.9173,160322.0
2020-12-07,71.7984,73.3349,69.9149,73.2258,210622.0
2020-12-08,72.859,75.4463,72.3287,75.1985,266589.0
2020-12-09,75.9221,76.5268,74.6186,75.2381,210546.0
2020-12-10,75.0399,76.3682,74.227,75.1885,191223.0
2020-12-11,74.564,75.253,71.3722,71.5902,235175.0
2020-12-12,74.564,75.253,71.3722,71.5902,235175.0
2020-12-13,74.564,75.253,71.3722,71.5902,235175.0
2020-12-14,72.6905,73.092,70.9508,71.2234,295698.0
2020-12-15,72.0363,75.4364,71.8578,75.1489,266691.0
2020-12-16,75.0101,75.0101,73.2853,73.8701,200839.0
2020-12-17,74.3559,74.3559,73.087,73.7314,268323.0
2020-12-18,74.1477,76.5962,73.662,75.5058,982587.0
2020-12-19,74.1477,76.5962,73.662,75.5058,982587.0
2020-12-20,74.1477,76.5962,73.662,75.5058,982587.0
2020-12-21,73.8602,75.0002,72.0759,72.2544,239221.0
2020-12-22,72.7401,73.8206,71.8777,72.4427,219272.0
2020-12-23,73.2258,74.0486,71.6497,71.9272,197257.0
2020-12-24,72.4923,72.978,70.8715,72.185,71216.0
2020-12-25,72.4923,72.978,70.8715,72.185,71216.0
2020-12-26,72.4923,72.978,70.8715,72.185,71216.0
2020-12-27,72.4923,72.978,70.8715,72.185,71216.0
2020-12-28,72.8392,73.4736,71.8678,73.2357,202054.0
2020-12-29,73.1564,73.7219,71.2036,72.066,255804.0
2020-12-30,72.2173,73.2787,71.9792,72.3264,196560.0
2020-12-31,72.3958,72.7728,70.9475,72.3363,317544.0
2021-01-01,72.3958,72.7728,70.9475,72.3363,317544.0
2021-01-02,72.3958,72.7728,70.9475,72.3363,317544.0
2021-01-03,72.3958,72.7728,70.9475,72.3363,317544.0
2021-01-04,72.4355,76.0861,72.4355,74.737,403597.0
2021-01-05,74.737,80.5897,74.3997,79.9648,382013.0
2021-01-06,80.5501,87.2163,80.5501,85.4207,552462.0
2021-01-07,86.2044,86.3542,83.0499,84.7065,357646.0
2021-01-08,84.8851,86.0417,81.3734,83.2582,389336.0
2021-01-09,84.8851,86.0417,81.3734,83.2582,389336.0
2021-01-10,84.8851,86.0417,81.3734,83.2582,389336.0
2021-01-11,82.5737,83.8732,79.3597,82.787,189286.0
2021-01-12,82.8217,84.2998,82.6928,83.2384,171695.0
2021-01-13,82.7424,83.1888,81.3139,82.8316,331110.0
2021-01-14,83.3276,85.4604,82.9705,84.0419,273063.0
2021-01-15,83.526,84.7164,81.0014,84.022,254450.0
2021-01-16,83.526,84.7164,81.0014,84.022,254450.0
2021-01-17,83.526,84.7164,81.0014,84.022,254450.0
2021-01-18,83.526,84.7164,81.0014,84.022,254450.0
2021-01-19,84.7164,85.0945,83.03,84.1411,194533.0
2021-01-20,84.6867,87.4147,83.6748,84.6371,256420.0
2021-01-21,85.1232,85.1232,82.1571,82.5836,187954.0
2021-01-22,83.3971,85.3215,82.4547,84.4982,213444.0
2021-01-23,83.3971,85.3215,82.4547,84.4982,213444.0
2021-01-24,83.3971,85.3215,82.4547,84.4982,213444.0
2021-01-25,84.5081,85.2124,82.3654,85.1033,273335.0
2021-01-26,85.3315,86.0556,83.5955,83.9427,167795.0
2021-01-27,81.3748,82.8812,80.5798,80.7484,323114.0
2021-01-28,81.5916,82.6233,79.9648,80.7088,208107.0
2021-01-29,80.1533,81.671,76.7309,77.6534,330477.0
2021-01-30,80.1533,81.671,76.7309,77.6534,330477.0
2021-01-31,80.1533,81.671,76.7309,77.6534,330477.0
2021-02-01,77.5741,84.528,76.754,84.1212,352432.0
2021-02-02,85.9862,86.4326,84.0121,85.5695,338706.0
2021-02-03,85.4307,88.4463,83.7443,88.2579,396852.0
2021-02-04,88.4563,91.6505,84.9744,85.9167,527497.0
2021-02-05,86.6111,86.9187,81.7801,83.1491,297751.0
2021-02-06,86.6111,86.9187,81.7801,83.1491,297751.0
2021-02-07,86.6111,86.9187,81.7801,83.1491,297751.0
2021-02-08,83.4467,84.0022,81.6809,83.784,306920.0
2021-02-09,82.7126,85.3116,82.5337,84.9545,216757.0
2021-02-10,85.391,86.2342,83.6054,85.6687,314727.0
2021-02-11,85.8671,87.6428,85.7977,87.494,244974.0
2021-02-12,87.0179,88.1239,85.4406,85.9564,202786.0
2021-02-13,87.0179,88.1239,85.4406,85.9564,202786.0
2021-02-14,87.0179,88.1239,85.4406,85.9564,202786.0
2021-02-15,87.0179,88.1239,85.4406,85.9564,202786.0
2021-02-16,86.3036,86.3036,82.6729,83.5657,156240.0
2021-02-17,82.4944,84.7363,82.4944,84.032,201457.0
2021-02-18,83.774,83.8236,81.7256,82.544,158830.0
2021-02-19,82.4646,83.9576,81.8892,82.9705,130761.0
2021-02-20,82.4646,83.9576,81.8892,82.9705,130761.0
2021-02-21,82.4646,83.9576,81.8892,82.9705,130761.0
2021-02-22,81.9587,83.4268,81.4726,82.7622,131840.0
2021-02-23,82.1968,83.5756,81.2246,81.8099,290327.0
2021-02-24,81.7801,85.5993,81.7801,84.7561,201817.0
2021-02-25,83.9328,84.9446,79.9747,80.2822,210921.0
2021-02-26,80.9667,82.8614,79.8708,81.3635,249778.0
2021-02-27,80.9667,82.8614,79.8708,81.3635,249778.0
2021-02-28,80.9667,82.8614,79.8708,81.3635,249778.0
2021-03-01,82.5539,82.8019,81.0168,82.5539,180618.0
2021-03-02,82.2563,82.6134,80.4657,81.3734,180952.0
2021-03-03,82.0876,82.7225,79.3597,81.6809,250726.0
2021-03-04,81.3932,84.1312,80.4707,81.8793,287072.0
2021-03-05,83.0102,83.0102,77.4253,80.2029,371376.0
2021-03-06,83.0102,83.0102,77.4253,80.2029,371376.0
2021-03-07,83.0102,83.0102,77.4253,80.2029,371376.0
2021-03-08,80.0045,84.022,79.4688,82.5836,251241.0
2021-03-09,82.0876,87.0377,82.0876,85.3215,321462.0
2021-03-10,86.3036,88.5059,85.9167,87.2559,261623.0
2021-03-11,87.8115,89.2796,86.2193,88.1289,231073.0
2021-03-12,88.0595,89.8649,87.7023,89.2895,417799.0
2021-03-13,88.0595,89.8649,87.7023,89.2895,417799.0
