,STX US Equity,STX US Equity,STX US Equity,STX US Equity,STX US Equity
2020-04-14,46.7822,47.2765,45.8609,46.2249,2809723.0
2020-04-15,45.7845,45.7845,44.4363,45.1464,2328844.0
2020-04-16,45.389,45.6856,44.1307,45.5059,2270497.0
2020-04-17,46.4047,46.7282,45.5149,46.2609,1965650.0
2020-04-18,46.4047,46.7282,45.5149,46.2609,1965650.0
2020-04-19,46.4047,46.7282,45.5149,46.2609,1965650.0
2020-04-20,45.7845,46.3463,45.0745,45.6812,2064020.0
2020-04-21,44.4992,45.1733,43.9959,44.706,2720400.0
2020-04-22,45.7486,45.7845,44.9217,45.6048,2985074.0
2020-04-23,44.4273,45.0835,42.8904,43.0432,5733190.0
2020-04-24,43.4746,43.7353,42.7106,43.7083,3116979.0
2020-04-25,43.4746,43.7353,42.7106,43.7083,3116979.0
2020-04-26,43.4746,43.7353,42.7106,43.7083,3116979.0
2020-04-27,44.0678,45.2722,43.8521,44.0678,2555873.0
2020-04-28,44.8228,44.8228,43.933,44.0319,2368302.0
2020-04-29,44.8792,46.2744,44.2116,45.8924,2992554.0
2020-04-30,45.6227,45.8384,44.7599,44.8947,2676467.0
2020-05-01,43.6364,44.1847,42.36,42.8814,3282637.0
2020-05-02,43.6364,44.1847,42.36,42.8814,3282637.0
2020-05-03,43.6364,44.1847,42.36,42.8814,3282637.0
2020-05-04,42.477,42.7825,41.4703,41.7355,2532125.0
2020-05-05,42.2433,42.8814,41.9646,42.0186,1782565.0
2020-05-06,42.5489,42.8814,41.9017,42.7106,2337885.0
2020-05-07,43.2859,43.8701,43.0702,43.7892,2571028.0
2020-05-08,44.5532,46.0272,44.3554,45.8924,2702622.0
2020-05-09,44.5532,46.0272,44.3554,45.8924,2702622.0
2020-05-10,44.5532,46.0272,44.3554,45.8924,2702622.0
2020-05-11,45.3261,45.389,44.6071,44.8138,1449124.0
2020-05-12,44.9936,45.2542,43.6813,43.6993,1656612.0
2020-05-13,43.8251,43.8251,42.1444,42.6297,1767827.0
2020-05-14,42.0635,43.205,41.4254,43.205,1775458.0
2020-05-15,42.4051,42.9713,42.0725,42.9353,1811221.0
2020-05-16,42.4051,42.9713,42.0725,42.9353,1811221.0
2020-05-17,42.4051,42.9713,42.0725,42.9353,1811221.0
2020-05-18,44.1936,44.67,43.8701,44.3824,1598925.0
2020-05-19,44.5352,45.8654,44.3195,45.0924,2078250.0
2020-05-20,45.6767,47.1776,45.6182,46.6024,2601162.0
2020-05-21,46.5395,47.1866,45.9733,46.0721,2195646.0
2020-05-22,45.9822,46.171,44.9936,45.8025,1520466.0
2020-05-23,45.9822,46.171,44.9936,45.8025,1520466.0
2020-05-24,45.9822,46.171,44.9936,45.8025,1520466.0
2020-05-25,45.9822,46.171,44.9936,45.8025,1520466.0
2020-05-26,47.1417,47.3978,45.9014,46.0182,1820124.0
2020-05-27,46.3508,46.89,45.0835,46.7462,2219875.0
2020-05-28,47.0428,47.1316,46.0811,46.162,1801527.0
2020-05-29,45.9553,47.9596,45.9553,47.672,4215088.0
2020-05-30,45.9553,47.9596,45.9553,47.672,4215088.0
2020-05-31,45.9553,47.9596,45.9553,47.672,4215088.0
2020-06-01,47.3035,47.627,46.7822,46.8676,2472162.0
2020-06-02,46.7013,47.3844,45.9913,47.3574,2571247.0
2020-06-03,47.4563,48.1933,46.9619,47.7439,2323400.0
2020-06-04,47.5282,49.0921,47.4473,48.5798,2592305.0
2020-06-05,49.4336,50.1077,48.7011,48.8853,2863764.0
2020-06-06,49.4336,50.1077,48.7011,48.8853,2863764.0
2020-06-07,49.4336,50.1077,48.7011,48.8853,2863764.0
2020-06-08,49.3258,50.1437,48.9932,49.9999,2929811.0
2020-06-09,49.3347,49.5415,48.6247,49.2808,2016278.0
2020-06-10,49.5505,50.0718,48.7236,49.7302,2393009.0
2020-06-11,48.5348,48.5618,45.7486,46.0721,3746360.0
2020-06-12,47.4473,47.4832,44.7599,45.4879,4378348.0
2020-06-13,47.4473,47.4832,44.7599,45.4879,4378348.0
2020-06-14,47.4473,47.4832,44.7599,45.4879,4378348.0
2020-06-15,44.8138,45.6767,44.2745,45.6048,3732412.0
2020-06-16,47.1866,47.3574,45.7036,46.4496,3349134.0
2020-06-17,46.6294,46.935,45.6901,45.8564,2421076.0
2020-06-18,45.2183,45.407,44.3105,44.6161,4329177.0
2020-06-19,45.0295,46.7822,44.679,46.7822,10593767.0
2020-06-20,45.0295,46.7822,44.679,46.7822,10593767.0
2020-06-21,45.0295,46.7822,44.679,46.7822,10593767.0
2020-06-22,46.2878,46.4586,45.3621,45.7575,4659640.0
2020-06-23,45.2452,45.4475,43.8431,43.924,4799617.0
2020-06-24,43.6465,44.1307,42.4904,42.8005,3598676.0
2020-06-25,42.8095,42.9533,41.5961,42.8994,3006424.0
2020-06-26,42.7017,42.8904,41.9108,42.2163,3791663.0
2020-06-27,42.7017,42.8904,41.9108,42.2163,3791663.0
2020-06-28,42.7017,42.8904,41.9108,42.2163,3791663.0
2020-06-29,42.459,42.9983,42.1983,42.9264,2000887.0
2020-06-30,43.1331,43.9285,43.0252,43.5106,2618738.0
2020-07-01,43.4746,43.5532,42.468,42.5129,2478159.0
2020-07-02,43.1061,43.3398,42.4681,42.5489,2548126.0
2020-07-03,43.1061,43.3398,42.4681,42.5489,2548126.0
2020-07-04,43.1061,43.3398,42.4681,42.5489,2548126.0
2020-07-05,43.1061,43.3398,42.4681,42.5489,2548126.0
2020-07-06,43.1421,43.4566,42.9398,43.169,1871596.0
2020-07-07,42.9713,43.169,42.2981,42.3421,2117812.0
2020-07-08,42.3511,42.432,41.4254,41.8478,2608254.0
2020-07-09,41.9287,42.2612,41.2816,42.0455,2313944.0
2020-07-10,42.2253,42.7646,41.9377,42.5848,2159805.0
2020-07-11,42.2253,42.7646,41.9377,42.5848,2159805.0
2020-07-12,42.2253,42.7646,41.9377,42.5848,2159805.0
2020-07-13,42.9803,43.1825,42.3961,42.5399,2757857.0
2020-07-14,42.0905,42.6747,41.9107,42.5848,3373448.0
2020-07-15,43.1421,43.5016,42.7106,43.3578,2516897.0
2020-07-16,43.4746,43.8521,43.0791,43.5915,2933943.0
2020-07-17,43.7532,43.8611,43.0522,43.3847,1963137.0
2020-07-18,43.7532,43.8611,43.0522,43.3847,1963137.0
2020-07-19,43.7532,43.8611,43.0522,43.3847,1963137.0
2020-07-20,43.0702,43.7802,42.6028,43.6723,2294867.0
2020-07-21,43.9959,44.5173,43.8881,44.4183,4469589.0
2020-07-22,44.5352,44.688,44.1757,44.4633,3152687.0
2020-07-23,44.4723,45.6767,44.4139,44.9396,3574091.0
2020-07-24,44.4903,44.643,42.8994,43.178,4081970.0
2020-07-25,44.4903,44.643,42.8994,43.178,4081970.0
2020-07-26,44.4903,44.643,42.8994,43.178,4081970.0
2020-07-27,43.2319,44.5711,43.0162,44.5622,3403880.0
2020-07-28,44.5532,45.0026,43.4297,43.6544,4440318.0
2020-07-29,40.4791,41.1018,39.1245,39.8255,14154272.0
2020-07-30,39.5739,39.9603,39.2593,39.9064,3771400.0
2020-07-31,40.1311,40.8157,39.6907,40.6434,7368660.0
2020-08-01,40.1311,40.8157,39.6907,40.6434,7368660.0
2020-08-02,40.1311,40.8157,39.6907,40.6434,7368660.0
2020-08-03,40.8232,40.967,40.1401,40.23,3675504.0
2020-08-04,40.5356,41.1692,40.2569,40.7962,3177385.0
2020-08-05,41.0407,41.1625,40.194,40.5625,3407381.0
2020-08-06,39.9963,40.4547,39.7006,40.4097,3215585.0
2020-08-07,40.4007,40.922,39.9603,40.7243,2781453.0
2020-08-08,40.4007,40.922,39.9603,40.7243,2781453.0
2020-08-09,40.4007,40.922,39.9603,40.7243,2781453.0
2020-08-10,40.8052,41.8478,40.8052,41.4074,3625337.0
2020-08-11,41.686,42.0635,41.0569,41.1467,3529476.0
2020-08-12,41.0838,41.2636,40.674,41.0209,2517087.0
2020-08-13,41.0299,41.0299,40.0367,40.3558,2910301.0
2020-08-14,40.5086,40.7558,40.3288,40.5086,1948759.0
2020-08-15,40.5086,40.7558,40.3288,40.5086,1948759.0
2020-08-16,40.5086,40.7558,40.3288,40.5086,1948759.0
2020-08-17,40.6254,40.8367,40.2929,40.3558,1750168.0
2020-08-18,40.4457,40.6344,40.0322,40.4996,2218786.0
2020-08-19,40.6075,41.3445,40.5446,40.8052,2540194.0
2020-08-20,40.6165,40.6794,40.1401,40.4816,2159632.0
2020-08-21,40.2749,40.3828,39.9963,40.3019,3163527.0
2020-08-22,40.2749,40.3828,39.9963,40.3019,3163527.0
2020-08-23,40.2749,40.3828,39.9963,40.3019,3163527.0
2020-08-24,40.4277,41.0029,40.23,40.9939,2051586.0
2020-08-25,40.9131,41.5332,40.5805,40.8412,1950549.0
2020-08-26,40.8322,41.158,40.5805,41.1018,2073313.0
2020-08-27,41.3894,41.4883,40.7198,40.94,2112824.0
2020-08-28,41.2097,42.1444,40.8951,41.8838,2181749.0
2020-08-29,41.2097,42.1444,40.8951,41.8838,2181749.0
2020-08-30,41.2097,42.1444,40.8951,41.8838,2181749.0
2020-08-31,42.459,43.3218,41.9197,43.1331,4854282.0
2020-09-01,43.151,43.178,41.5856,42.3062,3031199.0
2020-09-02,42.3331,43.906,42.3062,43.6723,3135772.0
2020-09-03,43.4207,43.5915,42.0276,42.3242,3026720.0
2020-09-04,42.1983,42.8994,41.4793,42.2523,3193162.0
2020-09-05,42.1983,42.8994,41.4793,42.2523,3193162.0
2020-09-06,42.1983,42.8994,41.4793,42.2523,3193162.0
2020-09-07,42.1983,42.8994,41.4793,42.2523,3193162.0
2020-09-08,41.0838,41.5287,40.6704,41.0659,4418903.0
2020-09-09,41.8927,42.0006,41.3984,41.5512,2512714.0
2020-09-10,42.0006,42.2972,41.1557,41.2816,2639691.0
2020-09-11,41.3714,41.9736,41.1737,41.8298,2835800.0
2020-09-12,41.3714,41.9736,41.1737,41.8298,2835800.0
2020-09-13,41.3714,41.9736,41.1737,41.8298,2835800.0
2020-09-14,42.2073,42.9893,42.1264,42.8275,3107814.0
2020-09-15,43.223,43.3149,42.4139,42.5489,2591693.0
2020-09-16,42.9623,44.2835,42.8095,43.7443,3208326.0
2020-09-17,42.8455,44.1936,42.7421,44.1667,2672779.0
2020-09-18,44.3258,44.5082,43.3668,43.8791,4722884.0
2020-09-19,44.3258,44.5082,43.3668,43.8791,4722884.0
2020-09-20,44.3258,44.5082,43.3668,43.8791,4722884.0
2020-09-21,43.1421,43.4387,42.5489,43.3488,3363219.0
2020-09-22,42.8994,43.0162,42.3601,42.8814,2305209.0
2020-09-23,42.6028,44.2026,42.6028,42.8005,3520809.0
2020-09-24,42.3421,43.0252,42.1444,42.6208,2111013.0
2020-09-25,42.7456,43.3892,42.2972,43.3398,1839725.0
2020-09-26,42.7456,43.3892,42.2972,43.3398,1839725.0
2020-09-27,42.7456,43.3892,42.2972,43.3398,1839725.0
2020-09-28,43.6454,44.7599,43.4207,44.6341,3549029.0
2020-09-29,44.5891,45.5688,44.4723,45.0026,3544717.0
2020-09-30,44.9127,45.0026,44.1038,44.2835,2925142.0
2020-10-01,44.7779,44.7779,43.8881,44.0948,1947488.0
2020-10-02,43.5106,44.1847,43.214,43.8072,1728353.0
2020-10-03,43.5106,44.1847,43.214,43.8072,1728353.0
2020-10-04,43.5106,44.1847,43.214,43.8072,1728353.0
2020-10-05,44.2026,44.4723,43.8072,44.1397,1999967.0
2020-10-06,44.3554,45.3082,44.0813,44.5801,2669626.0
2020-10-07,44.67,45.6472,44.6251,45.3441,2603109.0
2020-10-08,45.6677,46.18,45.407,46.135,2403027.0
2020-10-09,46.3597,46.5844,45.6003,45.8115,2408726.0
2020-10-10,46.3597,46.5844,45.6003,45.8115,2408726.0
2020-10-11,46.3597,46.5844,45.6003,45.8115,2408726.0
2020-10-12,45.6137,46.3238,45.6003,46.0991,2120951.0
2020-10-13,46.526,47.1776,45.9733,46.0002,2463225.0
2020-10-14,46.0542,46.4676,45.7755,45.8744,2016809.0
2020-10-15,45.4699,46.162,45.1733,46.153,1501664.0
2020-10-16,45.8025,46.5305,45.4879,46.2339,2304852.0
2020-10-17,45.8025,46.5305,45.4879,46.2339,2304852.0
2020-10-18,45.8025,46.5305,45.4879,46.2339,2304852.0
2020-10-19,46.3777,47.636,46.18,46.8721,3693085.0
2020-10-20,47.1776,47.5012,46.5665,46.6384,2299501.0
2020-10-21,46.7822,46.9574,46.2519,46.4586,3478147.0
2020-10-22,46.1081,46.8271,46.0452,46.5485,3960272.0
2020-10-23,44.7419,46.3373,43.9779,45.6048,5912604.0
2020-10-24,44.7419,46.3373,43.9779,45.6048,5912604.0
2020-10-25,44.7419,46.3373,43.9779,45.6048,5912604.0
2020-10-26,45.3441,45.6767,43.6813,44.0049,4051725.0
2020-10-27,44.1038,44.1757,43.5555,43.6409,3541262.0
2020-10-28,43.1421,43.4162,42.3331,42.9084,3618697.0
2020-10-29,42.8724,43.0342,42.1714,42.8365,3619706.0
2020-10-30,42.5399,43.0252,42.3287,42.9803,3416498.0
2020-10-31,42.5399,43.0252,42.3287,42.9803,3416498.0
2020-11-01,42.5399,43.0252,42.3287,42.9803,3416498.0
2020-11-02,43.5735,43.8521,43.0971,43.6544,2765483.0
2020-11-03,44.2116,45.5104,43.951,45.2542,2764516.0
2020-11-04,45.5149,46.1171,45.1643,45.3621,3435519.0
2020-11-05,45.6137,47.5911,45.4789,47.4113,3147455.0
2020-11-06,47.2855,48.3461,46.7387,48.0764,2880773.0
2020-11-07,47.2855,48.3461,46.7387,48.0764,2880773.0
2020-11-08,47.2855,48.3461,46.7387,48.0764,2880773.0
2020-11-09,49.3437,49.9549,48.6337,48.6696,4141107.0
2020-11-10,48.6247,49.6224,48.6247,49.182,3698307.0
2020-11-11,49.4336,49.6313,48.7775,49.1011,2669091.0
2020-11-12,49.0471,49.0471,47.4248,47.8068,3013200.0
2020-11-13,48.0495,49.4336,48.0495,49.173,2628239.0
2020-11-14,48.0495,49.4336,48.0495,49.173,2628239.0
2020-11-15,48.0495,49.4336,48.0495,49.173,2628239.0
2020-11-16,49.4336,50.3324,49.4156,50.2785,3242432.0
2020-11-17,49.8021,50.229,49.4362,49.892,2207026.0
2020-11-18,50.0358,50.7369,49.6493,49.6493,2499759.0
2020-11-19,49.2539,50.3998,49.0112,50.2605,1931295.0
2020-11-20,50.1616,50.7369,49.9549,49.9819,2174824.0
2020-11-21,50.1616,50.7369,49.9549,49.9819,2174824.0
2020-11-22,50.1616,50.7369,49.9549,49.9819,2174824.0
2020-11-23,50.4313,51.2672,50.3414,51.1593,3005431.0
2020-11-24,51.7435,52.858,51.2672,52.6243,3521785.0
2020-11-25,52.4715,52.5884,51.7255,52.4356,2489114.0
2020-11-26,52.4715,52.5884,51.7255,52.4356,2489114.0
2020-11-27,52.7502,53.1456,52.4086,52.5614,1463349.0
2020-11-28,52.7502,53.1456,52.4086,52.5614,1463349.0
2020-11-29,52.7502,53.1456,52.4086,52.5614,1463349.0
2020-11-30,52.6064,53.3344,52.2378,52.858,4122812.0
2020-12-01,53.3434,54.7455,52.894,54.1882,3974413.0
2020-12-02,54.1073,55.1814,54.0264,55.0061,2433012.0
2020-12-03,54.8533,56.4712,54.8354,56.0308,3649104.0
2020-12-04,55.7252,57.8104,55.7252,57.5857,3216503.0
2020-12-05,55.7252,57.8104,55.7252,57.5857,3216503.0
2020-12-06,55.7252,57.8104,55.7252,57.5857,3216503.0
2020-12-07,57.325,57.8868,56.7498,56.8217,3351126.0
2020-12-08,56.3274,57.9002,56.2644,57.3924,3160874.0
2020-12-09,57.6845,58.7092,56.7947,57.1003,2886881.0
2020-12-10,56.561,58.4665,56.2824,58.2598,3195643.0
2020-12-11,58.3227,59.2889,57.1183,58.2058,2921221.0
2020-12-12,58.3227,59.2889,57.1183,58.2058,2921221.0
2020-12-13,58.3227,59.2889,57.1183,58.2058,2921221.0
2020-12-14,58.6013,59.1046,57.9721,58.098,2751968.0
2020-12-15,58.799,59.3203,58.2777,59.3024,2145926.0
2020-12-16,59.3203,59.7787,59.1361,59.599,2064572.0
2020-12-17,59.8596,59.9405,59.2305,59.5091,2499087.0
2020-12-18,59.7202,59.9315,58.062,58.1699,6018998.0
2020-12-19,59.7202,59.9315,58.062,58.1699,6018998.0
2020-12-20,59.7202,59.9315,58.062,58.1699,6018998.0
2020-12-21,57.7115,58.5024,57.2261,58.4665,2495422.0
2020-12-22,57.9811,58.3137,57.1363,57.2621,1794361.0
2020-12-23,57.325,57.4014,56.624,56.6509,1457795.0
2020-12-24,56.7947,56.7947,56.0847,56.579,797266.0
2020-12-25,56.7947,56.7947,56.0847,56.579,797266.0
2020-12-26,56.7947,56.7947,56.0847,56.579,797266.0
2020-12-27,56.7947,56.7947,56.0847,56.579,797266.0
2020-12-28,57.3969,57.5049,55.8937,56.1925,1781891.0
2020-12-29,55.878,55.9948,54.4669,54.6107,2520795.0
2020-12-30,54.1343,55.132,54.0175,54.4669,3258862.0
2020-12-31,54.4669,55.9768,54.1613,55.869,3483709.0
2021-01-01,54.4669,55.9768,54.1613,55.869,3483709.0
2021-01-02,54.4669,55.9768,54.1613,55.869,3483709.0
2021-01-03,54.4669,55.9768,54.1613,55.869,3483709.0
2021-01-04,55.9858,56.3094,53.7748,53.9995,3266191.0
2021-01-05,53.7928,54.5477,53.7928,54.0714,3000376.0
2021-01-06,53.8557,54.5298,53.3254,53.8107,3192551.0
2021-01-07,54.0624,54.3949,53.4063,54.0264,3534613.0
2021-01-08,54.5657,54.6241,52.831,53.0288,3144337.0
2021-01-09,54.5657,54.6241,52.831,53.0288,3144337.0
2021-01-10,54.5657,54.6241,52.831,53.0288,3144337.0
2021-01-11,52.5075,53.1996,52.1659,52.7771,4922657.0
2021-01-12,52.9749,53.3973,52.7591,53.0557,4107683.0
2021-01-13,53.0468,54.0264,53.0198,53.8287,4296184.0
2021-01-14,53.9276,54.5433,53.4512,53.8871,3074875.0
2021-01-15,53.7029,54.9073,53.6759,54.386,6259898.0
2021-01-16,53.7029,54.9073,53.6759,54.386,6259898.0
2021-01-17,53.7029,54.9073,53.6759,54.386,6259898.0
2021-01-18,53.7029,54.9073,53.6759,54.386,6259898.0
2021-01-19,55.0016,55.4375,53.8736,55.0241,4425501.0
2021-01-20,55.2758,55.7521,54.9792,55.2039,2795593.0
2021-01-21,55.2039,56.6329,54.9612,56.57,6147643.0
2021-01-22,54.386,54.6017,52.4446,53.9276,9787579.0
2021-01-23,54.386,54.6017,52.4446,53.9276,9787579.0
2021-01-24,54.386,54.6017,52.4446,53.9276,9787579.0
2021-01-25,54.0264,55.5634,53.1546,54.9971,4524250.0
2021-01-26,55.2308,58.3407,55.2308,58.2957,4653745.0
2021-01-27,58.098,69.2655,57.6396,64.4614,20290216.0
2021-01-28,62.9155,63.329,59.59,59.9046,7263046.0
2021-01-29,60.5427,61.6123,58.5474,59.4282,4117089.0
2021-01-30,60.5427,61.6123,58.5474,59.4282,4117089.0
2021-01-31,60.5427,61.6123,58.5474,59.4282,4117089.0
2021-02-01,58.9698,60.5157,58.826,59.9854,2352659.0
2021-02-02,60.7404,60.7674,59.1496,60.0214,2312748.0
2021-02-03,59.7787,61.6527,59.7787,60.6326,2215215.0
2021-02-04,60.8258,61.046,60.0843,60.8663,2010511.0
2021-02-05,60.9741,62.6998,60.9022,62.4122,1831681.0
2021-02-06,60.9741,62.6998,60.9022,62.4122,1831681.0
2021-02-07,60.9741,62.6998,60.9022,62.4122,1831681.0
2021-02-08,62.6279,64.7131,62.565,64.1828,2307672.0
2021-02-09,64.3266,65.1625,63.9851,65.0367,1820611.0
2021-02-10,65.4321,65.7467,63.5626,63.8053,2076786.0
2021-02-11,63.9222,65.1535,63.7334,65.1265,1809499.0
2021-02-12,64.9917,65.8006,64.5154,64.9018,1496807.0
2021-02-13,64.9917,65.8006,64.5154,64.9018,1496807.0
2021-02-14,64.9917,65.8006,64.5154,64.9018,1496807.0
2021-02-15,64.9917,65.8006,64.5154,64.9018,1496807.0
2021-02-16,65.1805,65.513,63.7604,63.8143,2290029.0
2021-02-17,63.413,64.4839,62.9604,64.1828,1924026.0
2021-02-18,65.185,66.3759,64.5707,65.1355,2934166.0
2021-02-19,65.9355,66.3579,64.5962,65.7377,2491579.0
2021-02-20,65.9355,66.3579,64.5962,65.7377,2491579.0
2021-02-21,65.9355,66.3579,64.5962,65.7377,2491579.0
2021-02-22,65.513,66.9106,65.1625,66.0433,2130302.0
2021-02-23,64.8929,65.4681,63.5447,64.9018,3032080.0
2021-02-24,65.2793,68.5689,64.8749,66.8163,4154711.0
2021-02-25,67.733,67.9218,65.3962,65.4771,2933907.0
2021-02-26,65.2434,67.8319,65.2164,65.8186,3657792.0
2021-02-27,65.2434,67.8319,65.2164,65.8186,3657792.0
2021-02-28,65.2434,67.8319,65.2164,65.8186,3657792.0
2021-03-01,67.6701,67.724,66.1152,66.3399,2539669.0
