,WTS US Equity,WTS US Equity,WTS US Equity,WTS US Equity,WTS US Equity
2020-03-31,78.3131,83.0714,78.3131,82.0345,251810.0
2020-04-01,79.0399,79.0399,70.9964,72.4985,190156.0
2020-04-02,72.2756,77.3682,71.8589,75.338,178350.0
2020-04-03,74.3979,75.5899,71.1127,73.4773,276498.0
2020-04-04,74.3979,75.5899,71.1127,73.4773,276498.0
2020-04-05,74.3979,75.5899,71.1127,73.4773,276498.0
2020-04-06,76.4428,79.476,75.4252,78.1096,182220.0
2020-04-07,80.4451,81.5887,75.9194,76.1133,192150.0
2020-04-08,77.0727,78.8267,75.6093,78.3713,189642.0
2020-04-09,79.8928,83.5947,79.3888,81.4046,168244.0
2020-04-10,79.8928,83.5947,79.3888,81.4046,168244.0
2020-04-11,79.8928,83.5947,79.3888,81.4046,168244.0
2020-04-12,79.8928,83.5947,79.3888,81.4046,168244.0
2020-04-13,80.6971,81.1235,77.7413,78.7977,127866.0
2020-04-14,79.3694,81.0072,76.685,78.9721,163316.0
2020-04-15,76.5978,77.7801,74.3398,75.4252,150911.0
2020-04-16,75.4543,76.593,72.6148,74.301,187082.0
2020-04-17,76.8982,79.4179,76.8982,78.4585,179566.0
2020-04-18,76.8982,79.4179,76.8982,78.4585,179566.0
2020-04-19,76.8982,79.4179,76.8982,78.4585,179566.0
2020-04-20,76.6656,77.8964,75.4446,76.1229,239345.0
2020-04-21,73.4773,74.9213,72.7117,73.6711,142808.0
2020-04-22,76.0163,76.5494,74.6499,75.2023,129885.0
2020-04-23,75.212,76.1423,73.7099,73.9619,97767.0
2020-04-24,74.427,75.9776,73.7293,75.367,91659.0
2020-04-25,74.427,75.9776,73.7293,75.367,91659.0
2020-04-26,74.427,75.9776,73.7293,75.367,91659.0
2020-04-27,75.6384,77.4312,75.1732,76.7432,174327.0
2020-04-28,78.4972,80.9874,77.2956,79.8249,202785.0
2020-04-29,82.6353,86.0288,81.8019,84.5541,272622.0
2020-04-30,82.2961,82.8776,78.381,79.854,217967.0
2020-05-01,77.8867,79.9606,76.9273,79.4857,157531.0
2020-05-02,77.8867,79.9606,76.9273,79.4857,157531.0
2020-05-03,77.8867,79.9606,76.9273,79.4857,157531.0
2020-05-04,78.2065,79.7086,77.3537,79.2047,145266.0
2020-05-05,80.4355,80.6487,78.5263,79.0593,217192.0
2020-05-06,79.3791,79.9267,77.5185,78.5166,205295.0
2020-05-07,82.7613,84.1277,75.367,75.7644,271381.0
2020-05-08,76.5881,78.7105,76.559,78.3422,181316.0
2020-05-09,76.5881,78.7105,76.559,78.3422,181316.0
2020-05-10,76.5881,78.7105,76.559,78.3422,181316.0
2020-05-11,76.4718,77.0048,74.6402,75.3089,150127.0
2020-05-12,75.3283,75.4349,72.7989,72.8474,241019.0
2020-05-13,72.2756,72.2756,70.2599,71.1999,244258.0
2020-05-14,69.7172,71.3065,68.8159,71.1515,191165.0
2020-05-15,70.8801,72.4161,70.8607,71.5876,158510.0
2020-05-16,70.8801,72.4161,70.8607,71.5876,158510.0
2020-05-17,70.8801,72.4161,70.8607,71.5876,158510.0
2020-05-18,74.6596,77.2859,74.427,76.3458,155707.0
2020-05-19,75.8904,77.1502,74.9406,75.0666,172024.0
2020-05-20,76.7529,78.1968,76.1423,76.5397,153785.0
2020-05-21,76.2296,77.218,76.1908,76.5687,134483.0
2020-05-22,77.1793,77.1793,75.6481,77.0824,87670.0
2020-05-23,77.1793,77.1793,75.6481,77.0824,87670.0
2020-05-24,77.1793,77.1793,75.6481,77.0824,87670.0
2020-05-25,77.1793,77.1793,75.6481,77.0824,87670.0
2020-05-26,79.8346,81.0751,79.6408,80.2998,150507.0
2020-05-27,82.4512,83.8176,81.2107,83.4009,140572.0
2020-05-28,84.8255,84.8255,81.8503,82.0442,165122.0
2020-05-29,80.8975,81.5389,79.576,80.8101,184863.0
2020-05-30,80.8975,81.5389,79.576,80.8101,184863.0
2020-05-31,80.8975,81.5389,79.576,80.8101,184863.0
2020-06-01,81.5583,81.5777,79.8772,79.9258,206874.0
2020-06-02,81.0724,82.6272,80.1493,81.4028,119873.0
2020-06-03,83.1908,84.7748,82.7536,83.9391,147935.0
2020-06-04,83.152,84.5901,82.6078,83.9196,173221.0
2020-06-05,87.2624,89.7695,86.6697,88.5549,210003.0
2020-06-06,87.2624,89.7695,86.6697,88.5549,210003.0
2020-06-07,87.2624,89.7695,86.6697,88.5549,210003.0
2020-06-08,89.7792,89.7792,87.7823,88.4285,143778.0
2020-06-09,86.728,87.175,85.4064,85.523,104914.0
2020-06-10,84.629,85.0566,82.3844,82.8993,121491.0
2020-06-11,79.7023,80.0715,77.4478,77.4478,197589.0
2020-06-12,80.7032,80.7032,76.5058,77.9143,313492.0
2020-06-13,80.7032,80.7032,76.5058,77.9143,313492.0
2020-06-14,80.7032,80.7032,76.5058,77.9143,313492.0
2020-06-15,75.378,79.7703,75.0768,78.4585,161262.0
2020-06-16,80.9364,81.5875,78.4293,79.5468,146166.0
2020-06-17,79.7606,79.7703,78.1378,78.7791,111809.0
2020-06-18,77.8365,79.3816,77.8365,78.2058,96217.0
2020-06-19,79.6537,80.9753,78.6139,78.6334,339299.0
2020-06-20,79.6537,80.9753,78.6139,78.6334,339299.0
2020-06-21,79.6537,80.9753,78.6139,78.6334,339299.0
2020-06-22,78.0212,79.576,77.2146,78.9055,123944.0
2020-06-23,79.848,80.3922,78.75,79.7509,151164.0
2020-06-24,78.6139,79.197,75.7279,75.8833,111399.0
2020-06-25,75.3975,77.1466,74.0662,77.098,123491.0
2020-06-26,76.5344,77.7296,75.9611,76.0485,269795.0
2020-06-27,76.5344,77.7296,75.9611,76.0485,269795.0
2020-06-28,76.5344,77.7296,75.9611,76.0485,269795.0
2020-06-29,77.5547,79.0221,77.1272,78.4487,210640.0
2020-06-30,78.0698,79.5662,78.0698,78.7111,213016.0
2020-07-01,79.197,79.6294,77.1758,77.2632,129738.0
2020-07-02,78.9152,79.9452,77.3215,78.303,158599.0
2020-07-03,78.9152,79.9452,77.3215,78.303,158599.0
2020-07-04,78.9152,79.9452,77.3215,78.303,158599.0
2020-07-05,78.9152,79.9452,77.3215,78.303,158599.0
2020-07-06,80.1104,80.1104,78.1864,78.5362,129361.0
2020-07-07,78.0698,78.8374,76.4955,76.7385,147322.0
2020-07-08,76.4178,77.3506,75.0088,76.6121,164392.0
2020-07-09,76.8162,77.6665,75.1448,76.6121,235494.0
2020-07-10,77.409,77.9823,77.03,77.5742,114488.0
2020-07-11,77.409,77.9823,77.03,77.5742,114488.0
2020-07-12,77.409,77.9823,77.03,77.5742,114488.0
2020-07-13,78.2933,78.8277,77.3798,77.545,117423.0
2020-07-14,77.4964,79.1873,77.4964,79.1192,134153.0
2020-07-15,81.2765,82.9285,80.7323,82.258,169783.0
2020-07-16,82.0928,83.4338,81.5875,82.1219,118051.0
2020-07-17,82.1511,83.0354,81.9421,81.9567,92287.0
2020-07-18,82.1511,83.0354,81.9421,81.9567,92287.0
2020-07-19,82.1511,83.0354,81.9421,81.9567,92287.0
2020-07-20,81.7138,81.7235,80.4311,81.3931,67105.0
2020-07-21,82.0345,83.1617,81.9956,82.5689,100020.0
2020-07-22,81.8887,83.3074,81.8887,82.2774,111679.0
2020-07-23,82.1122,83.5018,82.0636,83.2103,119370.0
2020-07-24,83.1423,83.5212,81.5486,81.9664,109318.0
2020-07-25,83.1423,83.5212,81.5486,81.9664,109318.0
2020-07-26,83.1423,83.5212,81.5486,81.9664,109318.0
2020-07-27,81.7721,82.9528,80.742,82.8993,156670.0
2020-07-28,82.4426,83.1714,81.7186,81.8498,135281.0
2020-07-29,82.015,83.7059,82.015,83.5309,78845.0
2020-07-30,82.1511,82.5301,81.0044,81.364,134734.0
2020-07-31,81.2085,81.5486,80.538,81.5194,185235.0
2020-08-01,81.2085,81.5486,80.538,81.5194,185235.0
2020-08-02,81.2085,81.5486,80.538,81.5194,185235.0
2020-08-03,82.2774,83.6184,81.9081,83.5601,133208.0
2020-08-04,83.5407,86.4365,83.3658,84.3375,256898.0
2020-08-05,85.3384,87.5248,85.2509,87.1361,182281.0
2020-08-06,86.6211,87.4568,84.6679,86.4559,102238.0
2020-08-07,85.8437,89.0893,85.7562,88.7589,127868.0
2020-08-08,85.8437,89.0893,85.7562,88.7589,127868.0
2020-08-09,85.8437,89.0893,85.7562,88.7589,127868.0
2020-08-10,88.7589,90.4789,88.7589,90.0611,163728.0
2020-08-11,91.13,92.9568,91.13,91.8393,148556.0
2020-08-12,92.4807,92.4807,91.1008,91.8199,123074.0
2020-08-13,91.0814,91.7033,90.6441,91.5867,108386.0
2020-08-14,90.8676,92.471,90.8676,91.7519,96385.0
2020-08-15,90.8676,92.471,90.8676,91.7519,96385.0
2020-08-16,90.8676,92.471,90.8676,91.7519,96385.0
2020-08-17,91.6644,92.5584,91.6158,92.4515,270728.0
2020-08-18,92.3835,92.5924,91.7422,92.3252,296130.0
2020-08-19,92.0726,92.3592,90.9065,91.7713,309048.0
2020-08-20,90.6052,91.5478,90.3817,91.3923,161582.0
2020-08-21,90.9745,91.8005,90.8968,91.4312,202132.0
2020-08-22,90.9745,91.8005,90.8968,91.4312,202132.0
2020-08-23,90.9745,91.8005,90.8968,91.4312,202132.0
2020-08-24,92.228,92.8014,91.7276,92.6362,177369.0
2020-08-25,93.122,93.3747,92.4613,92.7528,171023.0
2020-08-26,92.5973,93.0346,91.8005,92.9568,95625.0
2020-08-27,93.3747,93.8897,92.5779,93.2872,187630.0
2020-08-28,93.5205,95.3085,93.2872,95.153,197835.0
2020-08-29,93.5205,95.3085,93.2872,95.153,197835.0
2020-08-30,93.5205,95.3085,93.2872,95.153,197835.0
2020-08-31,94.5783,94.8803,93.2439,93.2634,284125.0
2020-09-01,92.4939,94.1205,92.0458,93.9939,230659.0
2020-09-02,93.9744,95.4355,93.7309,95.0946,191304.0
2020-09-03,95.2796,95.3916,93.351,94.0718,390573.0
2020-09-04,95.5816,95.5816,93.2244,94.0523,244819.0
2020-09-05,95.5816,95.5816,93.2244,94.0523,244819.0
2020-09-06,95.5816,95.5816,93.2244,94.0523,244819.0
2020-09-07,95.5816,95.5816,93.2244,94.0523,244819.0
2020-09-08,93.5069,95.1822,91.9679,94.179,208730.0
2020-09-09,94.8997,96.5459,94.5734,96.0004,230738.0
2020-09-10,95.9809,95.9809,95.1725,95.4744,218986.0
2020-09-11,96.2439,96.653,95.3283,95.5329,176103.0
2020-09-12,96.2439,96.653,95.3283,95.5329,176103.0
2020-09-13,96.2439,96.653,95.3283,95.5329,176103.0
2020-09-14,96.1075,97.1011,95.7082,96.3705,138704.0
2020-09-15,96.3998,97.6855,96.2244,97.5783,144587.0
2020-09-16,98.5037,100.3105,97.7537,99.3608,259282.0
2020-09-17,98.416,100.705,97.8608,100.2959,173363.0
2020-09-18,101.1822,102.1758,98.7472,99.7991,593340.0
2020-09-19,101.1822,102.1758,98.7472,99.7991,593340.0
2020-09-20,101.1822,102.1758,98.7472,99.7991,593340.0
2020-09-21,97.5881,97.7342,93.8186,94.666,294709.0
2020-09-22,94.7536,96.2049,94.1108,95.9127,976995.0
2020-09-23,95.5718,96.4485,93.4095,93.4679,208007.0
2020-09-24,93.7504,94.6757,92.7374,94.364,316987.0
2020-09-25,94.0816,94.8997,93.6092,94.5199,169802.0
2020-09-26,94.0816,94.8997,93.6092,94.5199,169802.0
2020-09-27,94.0816,94.8997,93.6092,94.5199,169802.0
2020-09-28,95.9127,96.5556,95.4744,95.64,204248.0
2020-09-29,96.1855,96.4923,95.5329,96.2731,140353.0
2020-09-30,96.5751,98.6157,96.3705,97.5491,261810.0
2020-10-01,98.1627,98.6254,97.403,98.377,158210.0
2020-10-02,96.692,99.8965,96.692,99.1368,81846.0
2020-10-03,96.692,99.8965,96.692,99.1368,81846.0
2020-10-04,96.692,99.8965,96.692,99.1368,81846.0
2020-10-05,100.0718,101.2796,100.0718,101.2504,129632.0
2020-10-06,101.8738,102.5848,100.7634,101.0069,160140.0
2020-10-07,101.8154,103.5394,101.7033,103.179,208989.0
2020-10-08,103.89,104.3478,102.7163,103.5102,122649.0
2020-10-09,104.455,105.3936,104.2456,104.6595,112087.0
2020-10-10,104.455,105.3936,104.2456,104.6595,112087.0
2020-10-11,104.455,105.3936,104.2456,104.6595,112087.0
2020-10-12,105.1368,107.942,105.1368,107.1725,228099.0
2020-10-13,106.8901,107.0849,105.8771,106.4225,187057.0
2020-10-14,106.5881,108.0005,106.5881,107.231,132462.0
2020-10-15,106.0914,108.6628,106.0914,108.3803,104839.0
2020-10-16,108.1368,110.0264,108.1368,109.1108,224860.0
2020-10-17,108.1368,110.0264,108.1368,109.1108,224860.0
2020-10-18,108.1368,110.0264,108.1368,109.1108,224860.0
2020-10-19,109.1595,109.9777,108.6725,108.8771,105767.0
2020-10-20,109.6758,110.6839,108.7018,109.4128,67045.0
2020-10-21,109.5199,110.1531,108.6433,108.6433,187643.0
2020-10-22,109.1595,110.2115,108.1271,109.8024,131126.0
2020-10-23,110.2992,110.6498,109.5199,109.5589,117822.0
2020-10-24,110.2992,110.6498,109.5199,109.5589,117822.0
2020-10-25,110.2992,110.6498,109.5199,109.5589,117822.0
2020-10-26,108.5849,109.2764,106.8316,109.218,174494.0
2020-10-27,108.731,109.6368,108.0413,108.9745,84371.0
2020-10-28,106.9388,108.2537,106.3641,107.5621,229586.0
2020-10-29,106.9095,107.8933,106.1595,107.494,153334.0
2020-10-30,106.9485,112.0475,106.9485,107.8933,396441.0
2020-10-31,106.9485,112.0475,106.9485,107.8933,396441.0
2020-11-01,106.9485,112.0475,106.9485,107.8933,396441.0
2020-11-02,109.3154,110.7667,108.8576,110.6693,295239.0
2020-11-03,112.5589,113.7959,111.8381,112.8998,218927.0
2020-11-04,111.1173,113.1141,110.1433,112.8024,276659.0
2020-11-05,113.8154,115.0476,110.4794,111.5264,271708.0
2020-11-06,112.1011,112.2277,107.5621,108.0102,237727.0
2020-11-07,112.1011,112.2277,107.5621,108.0102,237727.0
2020-11-08,112.1011,112.2277,107.5621,108.0102,237727.0
2020-11-09,112.8414,114.6628,109.5784,109.6855,309493.0
2020-11-10,110.6206,114.3463,109.744,114.0881,234250.0
2020-11-11,114.2732,114.3122,111.3511,113.9031,126534.0
2020-11-12,113.1628,113.7765,110.7959,112.3544,178444.0
2020-11-13,113.2505,115.3057,113.2505,114.8089,174305.0
2020-11-14,113.2505,115.3057,113.2505,114.8089,174305.0
2020-11-15,113.2505,115.3057,113.2505,114.8089,174305.0
2020-11-16,116.7278,116.7862,114.3998,115.0232,172759.0
2020-11-17,113.9907,114.8381,110.9956,114.8381,142152.0
2020-11-18,115.442,115.8609,112.5394,112.5492,112191.0
2020-11-19,112.1985,113.5232,111.6531,113.3479,113913.0
2020-11-20,112.6368,113.5086,111.9453,113.2602,136631.0
2020-11-21,112.6368,113.5086,111.9453,113.2602,136631.0
2020-11-22,112.6368,113.5086,111.9453,113.2602,136631.0
2020-11-23,114.2342,114.4972,112.0719,112.9193,177902.0
2020-11-24,114.1953,117.3998,113.231,116.5037,165984.0
2020-11-25,116.3966,116.3966,114.1368,115.5102,107995.0
2020-11-26,116.3966,116.3966,114.1368,115.5102,107995.0
2020-11-27,115.4226,116.4745,114.468,115.5492,45553.0
2020-11-28,115.4226,116.4745,114.468,115.5492,45553.0
2020-11-29,115.4226,116.4745,114.468,115.5492,45553.0
2020-11-30,115.0612,116.0372,113.7535,114.3293,266054.0
2020-12-01,115.7444,116.5739,113.529,114.7685,107758.0
2020-12-02,114.4269,114.7685,112.1823,113.246,92679.0
2020-12-03,113.7047,114.3781,113.1192,114.1439,117716.0
2020-12-04,114.1536,115.9591,113.6754,114.7977,203137.0
2020-12-05,114.1536,115.9591,113.6754,114.7977,203137.0
2020-12-06,114.1536,115.9591,113.6754,114.7977,203137.0
2020-12-07,114.6221,114.6221,113.1777,113.6754,167089.0
2020-12-08,112.6898,115.5102,112.5629,115.3833,279529.0
2020-12-09,116.1348,116.8765,115.032,115.3443,127134.0
2020-12-10,114.7002,114.8856,113.0606,114.3976,71947.0
2020-12-11,113.5974,115.4321,113.5974,115.071,122008.0
2020-12-12,113.5974,115.4321,113.5974,115.071,122008.0
2020-12-13,113.5974,115.4321,113.5974,115.071,122008.0
2020-12-14,116.1933,117.7841,114.2024,114.7002,155017.0
2020-12-15,113.3241,116.2031,113.2948,116.0567,166629.0
2020-12-16,116.7301,116.9253,114.4367,114.8953,231036.0
2020-12-17,115.1588,115.6663,113.4022,114.2805,193586.0
2020-12-18,114.6709,116.0762,113.8511,114.0756,706560.0
2020-12-19,114.6709,116.0762,113.8511,114.0756,706560.0
2020-12-20,114.6709,116.0762,113.8511,114.0756,706560.0
2020-12-21,111.8797,115.1198,111.8797,114.2805,290760.0
2020-12-22,114.0463,115.5931,113.246,115.2662,138489.0
2020-12-23,116.2616,118.5355,116.0177,117.1595,151689.0
2020-12-24,117.0619,118.477,116.9643,118.0183,46516.0
2020-12-25,117.0619,118.477,116.9643,118.0183,46516.0
2020-12-26,117.0619,118.477,116.9643,118.0183,46516.0
2020-12-27,117.0619,118.477,116.9643,118.0183,46516.0
2020-12-28,119.3455,120.0677,118.4087,118.9357,93404.0
2020-12-29,118.76,119.8628,117.1107,117.3449,149928.0
2020-12-30,117.9012,119.3504,117.9012,118.3794,88086.0
2020-12-31,118.5843,119.3065,118.1256,118.7698,64320.0
2021-01-01,118.5843,119.3065,118.1256,118.7698,64320.0
2021-01-02,118.5843,119.3065,118.1256,118.7698,64320.0
2021-01-03,118.5843,119.3065,118.1256,118.7698,64320.0
2021-01-04,118.7502,119.9116,116.0567,116.9057,132721.0
2021-01-05,116.6032,119.1406,116.6032,118.1354,115068.0
2021-01-06,119.9311,124.5667,119.9311,123.1712,211206.0
2021-01-07,123.825,125.7574,122.3221,123.9909,239202.0
2021-01-08,124.2349,125.0352,121.2388,122.8198,165258.0
2021-01-09,124.2349,125.0352,121.2388,122.8198,165258.0
2021-01-10,124.2349,125.0352,121.2388,122.8198,165258.0
2021-01-11,121.4047,123.8933,121.4047,123.7665,153806.0
2021-01-12,123.503,125.5231,123.503,125.3572,125392.0
2021-01-13,125.3963,126.4698,124.1276,125.6402,129347.0
2021-01-14,126.2356,128.3436,126.0989,127.4555,118312.0
2021-01-15,126.138,126.4112,123.8641,126.0989,132709.0
2021-01-16,126.138,126.4112,123.8641,126.0989,132709.0
2021-01-17,126.138,126.4112,123.8641,126.0989,132709.0
2021-01-18,126.138,126.4112,123.8641,126.0989,132709.0
2021-01-19,127.2798,127.6116,124.3325,124.7229,140498.0
2021-01-20,124.1861,126.0697,123.7958,124.4496,127427.0
2021-01-21,124.9181,125.3426,123.2297,124.8302,146866.0
2021-01-22,123.7372,126.2063,123.5225,126.0794,110084.0
2021-01-23,123.7372,126.2063,123.5225,126.0794,110084.0
2021-01-24,123.7372,126.2063,123.5225,126.0794,110084.0
2021-01-25,124.8107,126.421,122.8101,124.3813,118792.0
2021-01-26,125.4158,125.4158,122.4295,123.5518,89637.0
2021-01-27,121.1315,121.9854,118.0964,119.6774,107780.0
2021-01-28,121.1022,122.2831,119.004,119.3358,110929.0
2021-01-29,119.2772,119.3309,117.1692,117.179,128719.0
2021-01-30,119.2772,119.3309,117.1692,117.179,128719.0
2021-01-31,119.2772,119.3309,117.1692,117.179,128719.0
2021-02-01,118.0476,121.2779,117.5303,120.8094,115043.0
2021-02-02,122.0001,122.488,120.2434,122.2245,80836.0
2021-02-03,121.434,122.1855,119.6969,120.4093,258829.0
2021-02-04,120.4093,121.8976,120.4093,120.5167,90045.0
2021-02-05,121.6292,122.1757,120.8924,121.5219,136349.0
2021-02-06,121.6292,122.1757,120.8924,121.5219,136349.0
2021-02-07,121.6292,122.1757,120.8924,121.5219,136349.0
2021-02-08,122.4002,126.8016,122.4002,126.138,121925.0
2021-02-09,125.7086,126.6747,123.4639,125.2987,164115.0
2021-02-10,126.3527,127.4164,124.7034,125.2694,103855.0
2021-02-11,121.3755,126.9968,120.0385,121.6097,212828.0
2021-02-12,120.5362,121.6682,117.6035,118.6722,186852.0
2021-02-13,120.5362,121.6682,117.6035,118.6722,186852.0
2021-02-14,120.5362,121.6682,117.6035,118.6722,186852.0
2021-02-15,120.5362,121.6682,117.6035,118.6722,186852.0
2021-02-16,118.6136,119.6871,117.4035,118.0964,163816.0
2021-02-17,117.6572,117.6572,114.6123,114.8368,162829.0
2021-02-18,115.0515,116.0128,113.6266,115.0612,171933.0
2021-02-19,116.0079,118.2818,115.9298,116.6227,122330.0
2021-02-20,116.0079,118.2818,115.9298,116.6227,122330.0
2021-02-21,116.0079,118.2818,115.9298,116.6227,122330.0
2021-02-22,115.7542,116.9253,115.1881,115.5004,201885.0
2021-02-23,115.0222,115.9103,112.5531,113.6071,148226.0
2021-02-24,113.4607,114.949,112.7776,114.4269,227967.0
2021-02-25,114.3195,114.5512,111.6748,111.7529,202708.0
2021-02-26,111.7725,113.474,110.9706,111.5671,232511.0
2021-02-27,111.7725,113.474,110.9706,111.5671,232511.0
2021-02-28,111.7725,113.474,110.9706,111.5671,232511.0
2021-03-01,112.545,114.227,112.457,113.2784,179522.0
2021-03-02,113.2784,114.0314,110.9413,113.4838,210870.0
2021-03-03,113.6794,114.7648,112.5157,112.5939,347328.0
2021-03-04,112.3983,114.1487,110.9315,111.7236,308449.0
2021-03-05,113.5816,114.3052,111.8849,114.1781,300111.0
2021-03-06,113.5816,114.3052,111.8849,114.1781,300111.0
2021-03-07,113.5816,114.3052,111.8849,114.1781,300111.0
2021-03-08,115.2929,116.7401,114.0998,116.2121,209116.0
2021-03-09,117.3367,118.8817,116.2903,116.4761,368964.0
2021-03-10,116.7793,118.8622,115.7525,118.7839,135142.0
2021-03-11,119.048,119.9378,118.3145,119.1457,130070.0
2021-03-12,119.7227,121.3753,119.4,120.1627,154218.0
2021-03-13,119.7227,121.3753,119.4,120.1627,154218.0
