,WTS US Equity,WTS US Equity,WTS US Equity,WTS US Equity,WTS US Equity
2022-05-30,127.13,129.4037,126.7806,129.384,96065.0
2022-05-31,129.7293,130.4494,127.8055,129.0683,213693.0
2022-06-01,129.1768,130.8588,127.2333,130.4001,154339.0
2022-06-02,131.3176,134.9776,131.3028,134.8592,158933.0
2022-06-03,134.3561,135.4018,131.3669,132.1068,121124.0
2022-06-04,134.3561,135.4018,131.3669,132.1068,121124.0
2022-06-05,134.3561,135.4018,131.3669,132.1068,121124.0
2022-06-06,132.8072,133.3696,131.8306,132.6593,117355.0
2022-06-07,131.5839,132.8862,130.8243,132.5902,73614.0
2022-06-08,131.9884,132.0673,130.0548,130.9624,106326.0
2022-06-09,130.0745,133.1032,130.0745,130.8934,161578.0
2022-06-10,128.9104,128.9104,125.7387,126.9374,170129.0
2022-06-11,128.9104,128.9104,125.7387,126.9374,170129.0
2022-06-12,128.9104,128.9104,125.7387,126.9374,170129.0
2022-06-13,123.7607,124.8755,122.1231,123.0899,153946.0
2022-06-14,122.6953,124.3033,120.1326,122.1033,124812.0
2022-06-15,123.7903,123.7903,120.7321,122.0047,106235.0
2022-06-16,119.3115,119.3115,114.7438,115.3456,165196.0
2022-06-17,117.2693,118.6702,115.4048,115.4541,325251.0
2022-06-18,117.2693,118.6702,115.4048,115.4541,325251.0
2022-06-19,117.2693,118.6702,115.4048,115.4541,325251.0
2022-06-20,117.2693,118.6702,115.4048,115.4541,325251.0
2022-06-21,118.0191,120.15,115.7501,118.9563,202793.0
2022-06-22,117.0424,118.5222,115.5133,117.0326,275625.0
2022-06-23,116.855,118.2263,115.4936,116.0954,294426.0
2022-06-24,117.6048,122.5177,117.0622,122.3796,664927.0
2022-06-25,117.6048,122.5177,117.0622,122.3796,664927.0
2022-06-26,117.6048,122.5177,117.0622,122.3796,664927.0
2022-06-27,123.5141,124.0222,121.2253,122.7939,105898.0
2022-06-28,123.8101,123.8343,120.5348,120.811,128487.0
2022-06-29,120.3868,122.3894,118.6702,120.8504,129124.0
2022-06-30,119.2227,122.4634,118.3151,121.1859,108000.0
2022-07-01,120.6531,123.2675,120.0218,122.6558,103728.0
2022-07-02,120.6531,123.2675,120.0218,122.6558,103728.0
2022-07-03,120.6531,123.2675,120.0218,122.6558,103728.0
2022-07-04,120.6531,123.2675,120.0218,122.6558,103728.0
2022-07-05,120.7617,122.3894,118.5765,122.2612,111248.0
2022-07-06,122.6854,125.349,121.5213,124.2737,124288.0
2022-07-07,125.0432,127.1051,124.7966,126.6611,109109.0
2022-07-08,126.1975,126.1975,122.7939,124.3231,104301.0
2022-07-09,126.1975,126.1975,122.7939,124.3231,104301.0
2022-07-10,126.1975,126.1975,122.7939,124.3231,104301.0
2022-07-11,123.9186,124.5006,122.5621,123.3858,87735.0
2022-07-12,123.445,125.2307,120.3473,120.9096,104887.0
2022-07-13,119.1931,121.2451,118.1967,120.5742,125139.0
2022-07-14,117.9106,120.3177,116.8846,120.1796,92882.0
2022-07-15,122.2513,124.5302,121.5805,123.3562,164960.0
2022-07-16,122.2513,124.5302,121.5805,123.3562,164960.0
2022-07-17,122.2513,124.5302,121.5805,123.3562,164960.0
2022-07-18,124.2737,124.2737,120.6137,121.2352,84999.0
2022-07-19,122.5966,126.1383,122.5966,125.9607,120398.0
2022-07-20,125.0235,127.3714,124.0764,126.671,107995.0
2022-07-21,126.5132,128.9203,126.0298,128.871,98106.0
2022-07-22,128.9696,129.1472,126.6069,128.2199,95767.0
2022-07-23,128.9696,129.1472,126.6069,128.2199,95767.0
2022-07-24,128.9696,129.1472,126.6069,128.2199,95767.0
2022-07-25,127.845,128.8315,127.3073,128.0521,77627.0
2022-07-26,126.8091,130.1337,126.8091,129.9759,91165.0
2022-07-27,130.7059,132.9651,129.8723,132.0476,130684.0
2022-07-28,132.7974,134.7113,131.8404,134.6323,133097.0
2022-07-29,134.4646,136.8224,133.9368,136.27,150095.0
2022-07-30,134.4646,136.8224,133.9368,136.27,150095.0
2022-07-31,134.4646,136.8224,133.9368,136.27,150095.0
2022-08-01,135.0171,137.7251,134.0305,137.3157,145480.0
2022-08-02,136.6646,137.5722,134.6718,135.2045,91726.0
2022-08-03,135.8655,137.0986,134.366,136.2305,111303.0
2022-08-04,137.6117,145.6322,135.8507,145.0008,235919.0
2022-08-05,142.7022,143.6147,136.4278,140.1767,236340.0
2022-08-06,142.7022,143.6147,136.4278,140.1767,236340.0
2022-08-07,142.7022,143.6147,136.4278,140.1767,236340.0
2022-08-08,141.1632,144.0932,140.1668,143.0771,168995.0
2022-08-09,143.156,143.156,140.5022,142.0511,198011.0
2022-08-10,143.8268,146.5793,141.5775,146.451,187482.0
2022-08-11,147.9308,149.7066,146.8555,148.5425,145889.0
2022-08-12,148.3057,151.9953,147.551,151.9361,157756.0
2022-08-13,148.3057,151.9953,147.551,151.9361,157756.0
2022-08-14,148.3057,151.9953,147.551,151.9361,157756.0
2022-08-15,150.3676,153.3272,150.3676,153.1792,115859.0
2022-08-16,152.311,154.2249,151.8967,153.1989,114341.0
2022-08-17,151.7191,153.0904,150.7326,152.1137,81840.0
2022-08-18,153.1003,154.2545,151.2949,154.1854,110054.0
2022-08-19,153.8599,153.8599,151.0877,152.607,96713.0
2022-08-20,153.8599,153.8599,151.0877,152.607,96713.0
2022-08-21,153.8599,153.8599,151.0877,152.607,96713.0
2022-08-22,150.4958,150.4958,147.26,148.0295,110885.0
2022-08-23,147.0725,148.7891,144.4681,146.2537,75226.0
2022-08-24,146.2537,146.6878,145.0107,145.7802,111618.0
2022-08-25,145.8986,147.3882,144.7196,147.3389,97285.0
2022-08-26,147.3192,148.1479,140.4233,140.4923,70164.0
2022-08-27,147.3192,148.1479,140.4233,140.4923,70164.0
2022-08-28,147.3192,148.1479,140.4233,140.4923,70164.0
2022-08-29,140.2753,141.3112,138.9238,140.4923,81451.0
2022-08-30,141.7847,142.2188,138.1444,139.8708,78604.0
2022-08-31,141.2648,141.6087,136.8209,136.9445,85400.0
2022-09-01,136.727,137.0829,135.0661,136.8654,92752.0
2022-09-02,137.1422,137.7651,132.8318,133.3459,120296.0
2022-09-03,137.1422,137.7651,132.8318,133.3459,120296.0
2022-09-04,137.1422,137.7651,132.8318,133.3459,120296.0
2022-09-05,137.1422,137.7651,132.8318,133.3459,120296.0
2022-09-06,133.4645,134.4828,132.3474,134.0281,103266.0
2022-09-07,133.425,136.4996,133.425,136.2426,118354.0
2022-09-08,134.6805,136.905,133.6524,136.905,87171.0
2022-09-09,137.073,138.8328,137.073,137.3202,122393.0
2022-09-10,137.073,138.8328,137.073,137.3202,122393.0
2022-09-11,137.073,138.8328,137.073,137.3202,122393.0
2022-09-12,138.6252,140.2267,137.2806,139.9203,139105.0
2022-09-13,137.0533,137.0977,131.2797,131.9915,142186.0
2022-09-14,133.0592,133.0592,128.4324,130.1526,134865.0
2022-09-15,129.3815,130.9327,127.2263,128.8872,174932.0
2022-09-16,127.4438,127.7503,124.6658,127.6415,483048.0
2022-09-17,127.4438,127.7503,124.6658,127.6415,483048.0
2022-09-18,127.4438,127.7503,124.6658,127.6415,483048.0
2022-09-19,126.7518,130.7557,126.7518,130.4393,107364.0
2022-09-20,129.1442,129.1442,125.8719,128.037,124860.0
2022-09-21,130.0439,131.2006,127.5624,127.6712,100913.0
2022-09-22,126.8803,126.8803,123.5486,123.954,110698.0
2022-09-23,122.5699,123.3311,119.4063,121.0869,145548.0
2022-09-24,122.5699,123.3311,119.4063,121.0869,145548.0
2022-09-25,122.5699,123.3311,119.4063,121.0869,145548.0
2022-09-26,120.385,123.2817,120.385,121.9569,140204.0
2022-09-27,123.6771,123.7463,120.2169,121.4428,93329.0
2022-09-28,122.3722,126.8556,121.7592,125.6247,130787.0
2022-09-29,124.122,124.5966,122.6589,124.4285,100903.0
2022-09-30,124.5372,126.821,123.954,124.3,197870.0
2022-10-01,124.5372,126.821,123.954,124.3,197870.0
2022-10-02,124.5372,126.821,123.954,124.3,197870.0
2022-10-03,125.1601,129.3222,124.4285,128.0271,113832.0
2022-10-04,130.0142,131.9816,129.8363,130.904,103146.0
2022-10-05,128.8279,130.7557,128.1952,129.2925,73167.0
2022-10-06,127.9777,129.688,127.7898,127.8689,71187.0
2022-10-07,126.8803,126.9495,123.5783,124.8536,85050.0
2022-10-08,126.8803,126.9495,123.5783,124.8536,85050.0
2022-10-09,126.8803,126.9495,123.5783,124.8536,85050.0
2022-10-10,125.7137,126.2575,123.4102,125.1304,65794.0
2022-10-11,123.687,125.6643,122.8862,124.2802,104554.0
2022-10-12,124.4779,126.0696,123.2125,123.954,67968.0
2022-10-13,120.9584,125.7928,119.8749,125.0316,106303.0
2022-10-14,125.6544,125.6544,121.4033,121.7098,79153.0
2022-10-15,125.6544,125.6544,121.4033,121.7098,79153.0
2022-10-16,125.6544,125.6544,121.4033,121.7098,79153.0
2022-10-17,124.3395,128.4819,124.3395,127.9579,118013.0
2022-10-18,130.9238,132.7672,129.2332,130.8348,81871.0
2022-10-19,129.3617,129.6287,126.5145,128.7883,75943.0
2022-10-20,128.2149,128.813,124.4582,124.6559,108491.0
2022-10-21,125.862,128.8279,123.1235,128.7488,131821.0
2022-10-22,125.862,128.8279,123.1235,128.7488,131821.0
2022-10-23,125.862,128.8279,123.1235,128.7488,131821.0
2022-10-24,129.2233,132.3474,129.2233,131.4675,100359.0
2022-10-25,130.993,135.7285,130.993,135.6395,118414.0
2022-10-26,136.6084,139.6336,135.6296,135.768,141825.0
2022-10-27,136.4897,139.683,136.1833,137.34,109518.0
2022-10-28,138.1012,141.9964,137.77,141.0473,114420.0
2022-10-29,138.1012,141.9964,137.77,141.0473,114420.0
2022-10-30,138.1012,141.9964,137.77,141.0473,114420.0
2022-10-31,140.3849,144.9919,139.5742,144.6953,241767.0
2022-11-01,145.5653,145.8026,143.6474,144.814,178491.0
2022-11-02,144.0033,145.5554,138.9415,139.2183,188558.0
2022-11-03,140.8397,143.0295,136.984,139.2678,172137.0
2022-11-04,141.9766,142.723,137.0434,140.375,112679.0
2022-11-05,141.9766,142.723,137.0434,140.375,112679.0
2022-11-06,141.9766,142.723,137.0434,140.375,112679.0
2022-11-07,140.7211,144.0626,140.7211,143.42,102784.0
2022-11-08,144.5075,145.7253,141.8777,143.7166,71749.0
2022-11-09,142.0162,143.8748,140.1971,141.3142,80218.0
2022-11-10,147.3251,150.7606,146.6825,150.3206,111225.0
2022-11-11,151.1313,153.9192,150.0932,150.4788,80786.0
2022-11-12,151.1313,153.9192,150.0932,150.4788,80786.0
2022-11-13,151.1313,153.9192,150.0932,150.4788,80786.0
2022-11-14,149.4309,152.2484,148.1358,150.637,109008.0
2022-11-15,153.4447,156.6395,152.2287,154.9078,126229.0
2022-11-16,154.2257,155.0166,152.1199,154.1466,123190.0
2022-11-17,152.812,152.9899,149.2134,152.9009,110847.0
2022-11-18,155.3033,155.702,152.545,154.9276,116800.0
2022-11-19,155.3033,155.702,152.545,154.9276,116800.0
2022-11-20,155.3033,155.702,152.545,154.9276,116800.0
2022-11-21,154.5816,156.2524,153.3854,154.7892,115722.0
2022-11-22,156.1733,157.2113,154.6113,157.0235,91807.0
2022-11-23,156.3611,157.3735,154.1565,154.285,94993.0
2022-11-24,156.3611,157.3735,154.1565,154.285,94993.0
2022-11-25,154.8782,156.4106,154.2504,154.285,48395.0
2022-11-26,154.8782,156.4106,154.2504,154.285,48395.0
2022-11-27,154.8782,156.4106,154.2504,154.285,48395.0
2022-11-28,153.2371,156.1931,149.678,150.3503,78790.0
2022-11-29,149.6286,152.0507,149.6286,151.9518,121322.0
2022-11-30,152.8632,157.083,150.3472,156.9542,185190.0
2022-12-01,157.5485,159.074,155.6665,157.4198,188813.0
2022-12-02,155.9636,159.2721,155.1563,158.4103,83712.0
2022-12-03,155.9636,159.2721,155.1563,158.4103,83712.0
2022-12-04,155.9636,159.2721,155.1563,158.4103,83712.0
2022-12-05,156.8155,156.8155,150.6245,151.9816,108110.0
2022-12-06,151.7736,152.5512,147.7321,149.109,100884.0
2022-12-07,148.475,152.1401,148.3958,149.3467,87623.0
2022-12-08,149.3467,152.1847,149.3467,151.1297,69180.0
2022-12-09,150.5651,152.5957,149.9014,150.1292,78563.0
2022-12-10,150.5651,152.5957,149.9014,150.1292,78563.0
2022-12-11,150.5651,152.5957,149.9014,150.1292,78563.0
2022-12-12,150.2085,152.5462,149.3467,152.5264,89238.0
2022-12-13,157.1622,157.707,152.1698,153.2,152343.0
2022-12-14,153.4872,154.9098,148.4453,150.3373,147233.0
2022-12-15,148.1481,148.1481,143.0963,143.2746,142480.0
2022-12-16,141.1746,142.8684,140.3623,142.7298,483859.0
2022-12-17,141.1746,142.8684,140.3623,142.7298,483859.0
2022-12-18,141.1746,142.8684,140.3623,142.7298,483859.0
2022-12-19,142.6901,144.3345,141.1944,141.66,124152.0
2022-12-20,141.6302,145.008,141.0953,143.4925,160539.0
2022-12-21,143.8689,146.7019,143.8689,145.959,106657.0
2022-12-22,144.4236,144.8198,141.8878,144.1958,79747.0
2022-12-23,144.384,146.1175,143.9481,145.4736,55045.0
2022-12-24,144.384,146.1175,143.9481,145.4736,55045.0
2022-12-25,144.384,146.1175,143.9481,145.4736,55045.0
2022-12-26,144.384,146.1175,143.9481,145.4736,55045.0
2022-12-27,144.8694,147.1477,143.8095,145.9491,44256.0
2022-12-28,146.1571,146.7613,143.0467,143.3538,48215.0
2022-12-29,144.5326,148.7623,144.4023,147.6727,105660.0
2022-12-30,146.4939,147.2021,143.7897,144.8496,71255.0
2022-12-31,146.4939,147.2021,143.7897,144.8496,71255.0
2023-01-01,146.4939,147.2021,143.7897,144.8496,71255.0
2023-01-02,146.4939,147.2021,143.7897,144.8496,71255.0
2023-01-03,146.2264,146.4939,142.2543,144.2453,226839.0
2023-01-04,145.1764,146.3106,143.126,143.542,92943.0
2023-01-05,142.5812,144.1958,140.7635,141.7887,121033.0
2023-01-06,143.4529,147.8361,143.4529,147.2071,87484.0
2023-01-07,143.4529,147.8361,143.4529,147.2071,87484.0
2023-01-08,143.4529,147.8361,143.4529,147.2071,87484.0
2023-01-09,147.6528,150.4264,147.6528,148.366,85749.0
2023-01-10,148.366,151.6448,147.6925,151.5061,80669.0
2023-01-11,150.684,154.5372,150.684,154.2599,185756.0
2023-01-12,154.9929,155.3099,152.2887,154.1806,132260.0
2023-01-13,153.9231,157.3306,152.8137,156.766,71630.0
2023-01-14,153.9231,157.3306,152.8137,156.766,71630.0
2023-01-15,153.9231,157.3306,152.8137,156.766,71630.0
2023-01-16,153.9231,157.3306,152.8137,156.766,71630.0
2023-01-17,157.3306,158.9551,155.1415,155.1712,90303.0
2023-01-18,155.1118,157.4792,152.7839,153.091,89355.0
2023-01-19,152.9622,152.9622,149.4953,150.1689,71969.0
2023-01-20,151.5854,153.9528,150.4957,152.4075,163237.0
2023-01-21,151.5854,153.9528,150.4957,152.4075,163237.0
2023-01-22,151.5854,153.9528,150.4957,152.4075,163237.0
2023-01-23,152.1104,153.0514,151.2585,152.4174,121568.0
2023-01-24,150.2877,154.6759,149.4954,153.3981,57527.0
2023-01-25,152.4273,153.3387,151.308,152.8137,70627.0
2023-01-26,153.8339,155.8151,151.0307,155.5179,90031.0
2023-01-27,155.3891,158.6381,154.6462,157.7764,87606.0
2023-01-28,155.3891,158.6381,154.6462,157.7764,87606.0
2023-01-29,155.3891,158.6381,154.6462,157.7764,87606.0
2023-01-30,157.1919,158.6778,155.6912,156.449,72166.0
2023-01-31,157.2117,162.1943,157.2117,161.9763,125248.0
2023-02-01,161.3919,167.0084,160.3485,165.9188,125972.0
2023-02-02,166.9886,171.1143,166.0178,170.0296,148767.0
2023-02-03,168.5636,171.3074,168.5636,170.4753,82956.0
2023-02-04,168.5636,171.3074,168.5636,170.4753,82956.0
2023-02-05,168.5636,171.3074,168.5636,170.4753,82956.0
2023-02-06,168.7617,169.4749,165.9386,166.6617,103296.0
2023-02-07,165.2848,170.8666,164.8787,170.1485,189346.0
2023-02-08,168.1871,170.5348,166.9886,167.1669,221824.0
2023-02-09,169.3857,179.3111,169.3857,175.547,280202.0
2023-02-10,175.1112,177.0725,173.5461,174.2791,247872.0
2023-02-11,175.1112,177.0725,173.5461,174.2791,247872.0
2023-02-12,175.1112,177.0725,173.5461,174.2791,247872.0
2023-02-13,174.606,177.231,174.1206,175.8046,174091.0
2023-02-14,176.2701,177.1666,174.1305,176.1612,145264.0
2023-02-15,175.3291,179.6875,175.3291,176.1512,137609.0
2023-02-16,173.2984,175.6263,171.3767,173.447,234194.0
2023-02-17,174.3187,178.3057,173.764,177.6668,116551.0
2023-02-18,174.3187,178.3057,173.764,177.6668,116551.0
2023-02-19,174.3187,178.3057,173.764,177.6668,116551.0
2023-02-20,174.3187,178.3057,173.764,177.6668,116551.0
2023-02-21,175.5272,175.5272,172.4862,174.2494,164376.0
2023-02-22,174.2494,176.4286,173.6649,173.6748,91167.0
2023-02-23,174.6456,176.2206,170.931,172.6447,108477.0
2023-02-24,170.5546,171.9265,168.9994,171.3668,118513.0
2023-02-25,170.5546,171.9265,168.9994,171.3668,118513.0
2023-02-26,170.5546,171.9265,168.9994,171.3668,118513.0
2023-02-27,173.3579,174.9378,171.6046,173.8234,67049.0
2023-02-28,173.6548,176.7606,173.6548,173.8731,158701.0
2023-03-01,173.5457,174.6471,171.7497,172.6923,170001.0
2023-03-02,171.4421,174.5379,170.1621,173.4564,105031.0
2023-03-03,174.5379,176.1652,172.603,175.937,110693.0
2023-03-04,174.5379,176.1652,172.603,175.937,110693.0
2023-03-05,174.5379,176.1652,172.603,175.937,110693.0
2023-03-06,175.9866,176.9193,174.1013,174.2998,97011.0
2023-03-07,174.9745,175.4012,172.4244,172.4343,91415.0
2023-03-08,172.603,174.2799,171.8191,174.1212,75074.0
2023-03-09,174.6372,174.6967,170.3506,170.8765,137266.0
2023-03-10,170.301,170.3704,164.5657,165.171,176782.0
2023-03-11,170.301,170.3704,164.5657,165.171,176782.0
2023-03-12,170.301,170.3704,164.5657,165.171,176782.0
2023-03-13,162.4324,163.4247,159.8327,162.0553,223476.0
2023-03-14,166.4014,167.6169,162.5118,165.6672,168549.0
2023-03-15,161.3211,163.4098,160.1899,161.5791,184293.0
2023-03-16,159.2572,164.2284,159.2572,162.7202,131647.0
2023-03-17,161.9263,161.9561,158.7065,159.6045,358030.0
2023-03-18,161.9263,161.9561,158.7065,159.6045,358030.0
2023-03-19,161.9263,161.9561,158.7065,159.6045,358030.0
2023-03-20,161.073,162.9186,160.7952,161.8569,200623.0
2023-03-21,164.4467,166.2228,162.4919,163.4842,182607.0
2023-03-22,163.514,164.407,159.2869,159.6243,153711.0
2023-03-23,159.6838,162.6606,157.6894,158.5924,135310.0
2023-03-24,156.7765,159.4159,155.2584,159.0587,117013.0
2023-03-25,156.7765,159.4159,155.2584,159.0587,117013.0
2023-03-26,156.7765,159.4159,155.2584,159.0587,117013.0
2023-03-27,160.9738,161.1425,159.3812,159.6838,110954.0
2023-03-28,159.4259,161.7874,159.4259,160.9738,97381.0
2023-03-29,162.4423,163.4544,161.3707,162.6011,109114.0
2023-03-30,164.3971,166.1534,163.8612,164.3177,109827.0
2023-03-31,165.8061,167.1307,164.8932,167.0166,128420.0
2023-04-01,165.8061,167.1307,164.8932,167.0166,128420.0
2023-04-02,165.8061,167.1307,164.8932,167.0166,128420.0
2023-04-03,166.4213,167.6219,164.5757,167.0662,129087.0
2023-04-04,167.4929,167.4929,160.0063,161.5096,103955.0
2023-04-05,160.309,160.309,154.7027,156.4292,189140.0
2023-04-06,156.4987,156.9006,153.7204,153.9387,187477.0
2023-04-07,156.4987,156.9006,153.7204,153.9387,187477.0
2023-04-08,156.4987,156.9006,153.7204,153.9387,187477.0
2023-04-09,156.4987,156.9006,153.7204,153.9387,187477.0
2023-04-10,152.8968,156.7567,152.0633,155.7744,149975.0
2023-04-11,156.7666,159.0389,156.7666,157.2131,101522.0
2023-04-12,159.0587,160.4082,158.0863,158.6817,93500.0
2023-04-13,159.1282,160.815,157.0395,159.3068,98878.0
2023-04-14,159.0885,161.9263,158.0466,158.8603,80496.0
2023-04-15,159.0885,161.9263,158.0466,158.8603,80496.0
2023-04-16,159.0885,161.9263,158.0466,158.8603,80496.0
2023-04-17,158.8603,160.6364,158.7313,160.1204,92132.0
2023-04-18,161.1127,161.7577,158.9793,159.9914,83927.0
2023-04-19,159.7533,160.9639,159.406,159.8525,97527.0
2023-04-20,159.3465,161.2913,158.771,160.2891,57568.0
2023-04-21,161.589,161.589,159.7731,160.8051,178901.0
2023-04-22,161.589,161.589,159.7731,160.8051,178901.0
2023-04-23,161.589,161.589,159.7731,160.8051,178901.0
2023-04-24,160.5471,162.5316,159.793,160.5173,79127.0
2023-04-25,159.6144,160.9837,158.5725,158.5824,91761.0
2023-04-26,157.0841,158.4733,155.0798,155.3576,102634.0
2023-04-27,156.9452,161.5989,156.9452,161.4798,108039.0
2023-04-28,161.5791,163.2659,160.1601,160.4777,133022.0
2023-04-29,161.5791,163.2659,160.1601,160.4777,133022.0
2023-04-30,161.5791,163.2659,160.1601,160.4777,133022.0
2023-05-01,160.2891,163.2064,159.8525,161.0929,117002.0
2023-05-02,160.944,161.976,158.9893,161.2417,140377.0
2023-05-03,162.3232,169.0706,162.2339,165.6969,204228.0
2023-05-04,160.3487,167.9692,159.3465,166.8479,201765.0
2023-05-05,169.6461,172.5534,168.8424,172.0275,141423.0
2023-05-06,169.6461,172.5534,168.8424,172.0275,141423.0
2023-05-07,169.6461,172.5534,168.8424,172.0275,141423.0
2023-05-08,172.6526,173.764,167.3838,168.8027,136127.0
2023-05-09,168.2867,168.9813,166.6703,166.7884,95698.0
2023-05-10,168.634,168.634,163.7323,166.6296,104998.0
2023-05-11,165.4092,165.558,162.74,164.6848,85954.0
2023-05-12,165.1214,165.9896,161.5592,164.3871,140585.0
2023-05-13,165.1214,165.9896,161.5592,164.3871,140585.0
2023-05-14,165.1214,165.9896,161.5592,164.3871,140585.0
2023-05-15,164.2482,164.6551,161.718,163.6033,134935.0
2023-05-16,163.2262,163.2262,160.1204,161.7477,98787.0
2023-05-17,162.2339,164.1788,161.4104,163.6628,104135.0
2023-05-18,163.4048,165.8458,163.1567,165.7168,93487.0
2023-05-19,167.7211,167.7211,163.4843,164.278,78885.0
2023-05-20,167.7211,167.7211,163.4843,164.278,78885.0
2023-05-21,167.7211,167.7211,163.4843,164.278,78885.0
2023-05-22,164.7047,165.1809,162.1347,164.2879,63369.0
2023-05-23,163.127,164.8634,161.7676,162.224,97449.0
2023-05-24,161.9462,161.9462,159.5152,160.1006,86150.0
2023-05-25,159.7136,161.6386,158.761,161.5791,97453.0
2023-05-26,161.2218,163.9803,161.2218,163.9704,67960.0
2023-05-27,161.2218,163.9803,161.2218,163.9704,67960.0
2023-05-28,161.2218,163.9803,161.2218,163.9704,67960.0
2023-05-29,161.2218,163.9803,161.2218,163.9704,67960.0
2023-05-30,163.9704,165.0916,162.2141,163.4147,62016.0
2023-05-31,163.1761,164.0711,156.7719,157.5675,130038.0
2023-06-01,157.9056,160.4016,155.9764,160.3718,115676.0
2023-06-02,162.8877,167.6311,162.0375,167.2632,111393.0
2023-06-03,162.8877,167.6311,162.0375,167.2632,111393.0
2023-06-04,162.8877,167.6311,162.0375,167.2632,111393.0
2023-06-05,165.9406,166.3781,162.7485,164.8368,77948.0
2023-06-06,164.2202,171.4647,164.2202,170.6741,110833.0
2023-06-07,171.3404,177.0384,171.3404,176.3423,136865.0
2023-06-08,176.0142,176.3871,174.0949,174.8407,93790.0
2023-06-09,174.7214,175.6363,171.4796,173.0707,109352.0
2023-06-10,174.7214,175.6363,171.4796,173.0707,109352.0
2023-06-11,174.7214,175.6363,171.4796,173.0707,109352.0
2023-06-12,173.0309,174.5921,171.7481,173.6574,102857.0
2023-06-13,174.2242,176.233,173.6723,175.5667,119508.0
2023-06-14,175.7357,177.839,173.2497,175.4175,99501.0
2023-06-15,174.5026,177.2025,174.5026,176.9589,106916.0
2023-06-16,178.9776,178.9776,176.054,178.1522,281664.0
2023-06-17,178.9776,178.9776,176.054,178.1522,281664.0
2023-06-18,178.9776,178.9776,176.054,178.1522,281664.0
2023-06-19,178.9776,178.9776,176.054,178.1522,281664.0
2023-06-20,176.8793,177.9931,175.1391,175.4672,102336.0
2023-06-21,174.4032,177.5207,173.6872,176.7699,69801.0
2023-06-22,176.6108,176.6108,174.4281,175.7059,64267.0
2023-06-23,173.0707,175.9545,172.8618,174.1446,231159.0
2023-06-24,173.0707,175.9545,172.8618,174.1446,231159.0
2023-06-25,173.0707,175.9545,172.8618,174.1446,231159.0
2023-06-26,173.5281,177.2373,173.5281,175.3678,74563.0
2023-06-27,176.1236,177.9036,176.1236,177.7644,76051.0
2023-06-28,177.8042,178.1174,176.4269,177.297,59403.0
2023-06-29,176.9788,180.6432,176.2528,180.1212,71520.0
2023-06-30,181.5134,183.7111,181.5134,182.7067,256507.0
2023-07-01,181.5134,183.7111,181.5134,182.7067,256507.0
2023-07-02,181.5134,183.7111,181.5134,182.7067,256507.0
2023-07-03,182.0901,183.4724,181.8714,183.4724,53528.0
2023-07-04,182.0901,183.4724,181.8714,183.4724,53528.0
2023-07-05,180.8968,182.3338,177.108,177.1478,155194.0
2023-07-06,176.0341,176.0341,173.4485,175.2286,69002.0
2023-07-07,174.7314,176.4716,173.906,174.075,165759.0
2023-07-08,174.7314,176.4716,173.906,174.075,165759.0
2023-07-09,174.7314,176.4716,173.906,174.075,165759.0
2023-07-10,174.3137,178.4406,173.2695,177.6351,183461.0
2023-07-11,178.361,180.33,177.2721,177.8439,79727.0
2023-07-12,181.1753,182.6967,179.4947,180.867,82640.0
2023-07-13,181.5034,181.9708,180.7676,181.5034,55506.0
2023-07-14,181.2747,181.2747,178.7389,180.8173,60901.0
2023-07-15,181.2747,181.2747,178.7389,180.8173,60901.0
2023-07-16,181.2747,181.2747,178.7389,180.8173,60901.0
2023-07-17,180.8372,185.1629,179.9024,183.4326,78642.0
2023-07-18,183.2934,187.7286,183.194,187.6788,103812.0
2023-07-19,187.2711,188.3948,186.1673,186.1971,145590.0
2023-07-20,187.8081,188.0866,185.4115,185.9585,98459.0
2023-07-21,186.9728,187.5297,184.1983,184.3077,118923.0
2023-07-22,186.9728,187.5297,184.1983,184.3077,118923.0
2023-07-23,186.9728,187.5297,184.1983,184.3077,118923.0
2023-07-24,185.2823,186.5551,183.6315,186.396,120160.0
2023-07-25,185.4016,189.2003,185.4016,187.4004,139349.0
2023-07-26,186.9529,189.3296,185.4613,185.5209,93576.0
2023-07-27,186.0977,186.0977,182.2791,183.3332,124219.0
2023-07-28,184.5663,185.5905,181.8913,182.8061,85552.0
2023-07-29,184.5663,185.5905,181.8913,182.8061,85552.0
2023-07-30,184.5663,185.5905,181.8913,182.8061,85552.0
2023-07-31,183.184,185.5408,183.0746,185.4911,67557.0
2023-08-01,184.6259,185.9983,183.9,185.4314,113791.0
2023-08-02,183.6713,186.8734,182.9255,186.575,136243.0
2023-08-03,184.8248,189.4589,183.2387,186.8634,154200.0
2023-08-04,187.8081,191.1295,185.4215,189.2103,116366.0
2023-08-05,187.8081,191.1295,185.4215,189.2103,116366.0
2023-08-06,187.8081,191.1295,185.4215,189.2103,116366.0
2023-08-07,189.7572,191.8505,188.9318,190.9207,115285.0
2023-08-08,189.2202,189.3694,184.2481,189.3495,87967.0
2023-08-09,189.8467,189.8467,186.0925,187.8479,71864.0
2023-08-10,188.902,189.8765,186.2369,187.0325,55672.0
2023-08-11,186.8535,188.713,185.9585,187.122,84626.0
2023-08-12,186.8535,188.713,185.9585,187.122,84626.0
2023-08-13,186.8535,188.713,185.9585,187.122,84626.0
2023-08-14,186.7839,187.7882,185.1033,187.5993,75919.0
