,TFSL US Equity,TFSL US Equity,TFSL US Equity,TFSL US Equity,TFSL US Equity
2020-05-09,10.8048,11.4703,10.8048,11.3731,335568.0
2020-05-10,10.8048,11.4703,10.8048,11.3731,335568.0
2020-05-11,11.3357,11.3357,10.9244,10.9992,323504.0
2020-05-12,11.0889,11.3833,10.659,10.6852,212570.0
2020-05-13,10.6253,11.0142,10.1468,10.3786,326789.0
2020-05-14,10.1917,10.3412,9.9225,10.2739,249296.0
2020-05-15,10.1543,10.6926,10.1244,10.5281,304288.0
2020-05-16,10.1543,10.6926,10.1244,10.5281,304288.0
2020-05-17,10.1543,10.6926,10.1244,10.5281,304288.0
2020-05-18,10.8198,11.2123,10.7749,11.1488,210057.0
2020-05-19,11.0964,11.0964,10.6119,10.6627,169969.0
2020-05-20,10.7973,11.0964,10.7151,11.059,174843.0
2020-05-21,11.0291,11.0964,10.8347,10.9394,153417.0
2020-05-22,11.0067,11.059,10.6478,10.7076,157016.0
2020-05-23,11.0067,11.059,10.6478,10.7076,157016.0
2020-05-24,11.0067,11.059,10.6478,10.7076,157016.0
2020-05-25,11.0067,11.059,10.6478,10.7076,157016.0
2020-05-26,10.9244,11.4254,10.9244,11.3357,205696.0
2020-05-27,11.5152,11.9937,11.5152,11.9563,354980.0
2020-05-28,12.0834,12.1059,11.56,11.5899,267754.0
2020-05-29,11.5226,11.5338,11.3731,11.5226,199197.0
2020-05-30,11.5226,11.5338,11.3731,11.5226,199197.0
2020-05-31,11.5226,11.5338,11.3731,11.5226,199197.0
2020-06-01,11.5525,11.5824,11.3656,11.403,206368.0
2020-06-02,11.403,11.7096,11.1263,11.2086,226612.0
2020-06-03,11.3806,11.7843,11.3731,11.6348,188833.0
2020-06-04,11.6198,11.9563,11.4179,11.9563,205229.0
2020-06-05,12.2554,12.5134,12.1732,12.4162,356135.0
2020-06-06,12.2554,12.5134,12.1732,12.4162,356135.0
2020-06-07,12.2554,12.5134,12.1732,12.4162,356135.0
2020-06-08,12.3743,12.6254,12.3439,12.5188,303553.0
2020-06-09,12.3591,12.4732,12.1005,12.3972,266310.0
2020-06-10,12.3743,12.3743,11.8191,11.9028,650274.0
2020-06-11,11.5986,11.667,11.0738,11.089,296978.0
2020-06-12,11.4388,11.4541,11.1118,11.34,623366.0
2020-06-13,11.4388,11.4541,11.1118,11.34,623366.0
2020-06-14,11.4388,11.4541,11.1118,11.34,623366.0
2020-06-15,10.9445,11.4388,10.8912,11.3324,158750.0
2020-06-16,11.7735,11.7811,11.34,11.5453,546877.0
2020-06-17,11.5834,11.591,11.2107,11.2107,111198.0
2020-06-18,11.1118,11.3476,11.0586,11.1955,553781.0
2020-06-19,11.3096,11.5203,11.0205,11.1422,723653.0
2020-06-20,11.3096,11.5203,11.0205,11.1422,723653.0
2020-06-21,11.3096,11.5203,11.0205,11.1422,723653.0
2020-06-22,11.051,11.3476,10.9597,11.2183,167173.0
2020-06-23,11.4693,11.5073,11.1422,11.2791,259890.0
2020-06-24,11.127,11.1803,10.6935,10.7239,971186.0
2020-06-25,10.6555,11.0167,10.587,10.9901,168076.0
2020-06-26,10.9217,10.9483,10.5186,10.5642,381253.0
2020-06-27,10.9217,10.9483,10.5186,10.5642,381253.0
2020-06-28,10.9217,10.9483,10.5186,10.5642,381253.0
2020-06-29,10.6174,10.9103,10.6174,10.8,202750.0
2020-06-30,10.7087,10.9673,10.7087,10.8836,226258.0
2020-07-01,10.8684,10.9839,10.8228,10.8836,275066.0
2020-07-02,11.0281,11.1346,10.6479,10.6783,166411.0
2020-07-03,11.0281,11.1346,10.6479,10.6783,166411.0
2020-07-04,11.0281,11.1346,10.6479,10.6783,166411.0
2020-07-05,11.0281,11.1346,10.6479,10.6783,166411.0
2020-07-06,10.7163,10.9293,10.4273,10.5338,376334.0
2020-07-07,10.3589,10.4387,10.2752,10.3436,343518.0
2020-07-08,10.3893,10.5414,10.2605,10.3741,305270.0
2020-07-09,10.298,10.5338,10.1763,10.2067,269017.0
2020-07-10,10.1307,10.4273,10.1307,10.3665,506219.0
2020-07-11,10.1307,10.4273,10.1307,10.3665,506219.0
2020-07-12,10.1307,10.4273,10.1307,10.3665,506219.0
2020-07-13,10.4425,10.6327,10.298,10.4159,174003.0
2020-07-14,10.3512,10.5414,10.2296,10.3589,215369.0
2020-07-15,10.3512,10.7315,10.3512,10.6212,213132.0
2020-07-16,10.5718,10.7505,10.4653,10.5718,154158.0
2020-07-17,10.549,10.5946,10.4197,10.4539,184334.0
2020-07-18,10.549,10.5946,10.4197,10.4539,184334.0
2020-07-19,10.549,10.5946,10.4197,10.4539,184334.0
2020-07-20,10.4349,10.4881,10.3893,10.4729,261058.0
2020-07-21,10.5718,10.8456,10.5718,10.8,237073.0
2020-07-22,10.7696,10.7924,10.5338,10.5946,139454.0
2020-07-23,10.6327,10.7543,10.5718,10.7011,165950.0
2020-07-24,10.7467,10.8228,10.6403,10.6403,134197.0
2020-07-25,10.7467,10.8228,10.6403,10.6403,134197.0
2020-07-26,10.7467,10.8228,10.6403,10.6403,134197.0
2020-07-27,10.5718,10.6098,10.4501,10.5034,177410.0
2020-07-28,10.5338,10.6517,10.4805,10.5414,124805.0
2020-07-29,10.6022,10.6859,10.4388,10.6403,141300.0
2020-07-30,10.5414,10.9293,10.5414,10.6707,151126.0
2020-07-31,11.0281,11.2791,10.7924,11.0129,336816.0
2020-08-01,11.0281,11.2791,10.7924,11.0129,336816.0
2020-08-02,11.0281,11.2791,10.7924,11.0129,336816.0
2020-08-03,10.9521,10.9597,10.6631,10.6631,238203.0
2020-08-04,10.6555,10.7151,10.4121,10.4958,285941.0
2020-08-05,10.4958,10.8912,10.4958,10.7696,292419.0
2020-08-06,10.7467,10.9825,10.6859,10.8912,206682.0
2020-08-07,10.7848,11.3286,10.7848,11.3019,286637.0
2020-08-08,10.7848,11.3286,10.7848,11.3019,286637.0
2020-08-09,10.7848,11.3286,10.7848,11.3019,286637.0
2020-08-10,11.3096,11.7507,11.3096,11.4845,259071.0
2020-08-11,11.5529,11.8343,11.5529,11.705,232115.0
2020-08-12,11.8039,11.9332,11.7507,11.9028,280190.0
2020-08-13,11.8267,11.8267,11.5605,11.667,227548.0
2020-08-14,11.5986,11.7507,11.5377,11.7203,209809.0
2020-08-15,11.5986,11.7507,11.5377,11.7203,209809.0
2020-08-16,11.5986,11.7507,11.5377,11.7203,209809.0
2020-08-17,11.7203,11.8191,11.6062,11.7583,186080.0
2020-08-18,11.7887,11.7887,11.6518,11.7127,285724.0
2020-08-19,11.6898,11.7811,11.4312,11.4845,201085.0
2020-08-20,11.416,11.4921,11.3248,11.3476,204056.0
2020-08-21,11.34,11.4388,11.2778,11.3704,133135.0
2020-08-22,11.34,11.4388,11.2778,11.3704,133135.0
2020-08-23,11.34,11.4388,11.2778,11.3704,133135.0
2020-08-24,11.4541,11.6214,11.3476,11.5986,121837.0
2020-08-25,11.6974,11.8343,11.5986,11.7963,164178.0
2020-08-26,11.8419,11.8952,11.5681,11.591,198142.0
2020-08-27,11.5453,11.7355,11.4997,11.667,210139.0
2020-08-28,11.667,11.88,11.6166,11.8496,226121.0
2020-08-29,11.667,11.88,11.6166,11.8496,226121.0
2020-08-30,11.667,11.88,11.6166,11.8496,226121.0
2020-08-31,11.8191,11.8648,11.667,11.7507,147323.0
2020-09-01,11.7507,11.8419,11.6822,11.7659,136192.0
2020-09-02,11.7659,11.9408,11.6898,11.8572,115089.0
2020-09-03,11.8343,12.1586,11.8191,11.8876,174061.0
2020-09-04,12.0321,12.169,11.918,12.0473,256234.0
2020-09-05,12.0321,12.169,11.918,12.0473,256234.0
2020-09-06,12.0321,12.169,11.918,12.0473,256234.0
2020-09-07,12.0321,12.169,11.918,12.0473,256234.0
2020-09-08,11.9621,11.9931,11.4898,11.4898,344456.0
2020-09-09,11.4976,11.815,11.3814,11.4047,235955.0
2020-09-10,11.3814,11.4744,11.2034,11.2266,228770.0
2020-09-11,11.1956,11.3273,11.1569,11.2498,149724.0
2020-09-12,11.1956,11.3273,11.1569,11.2498,149724.0
2020-09-13,11.1956,11.3273,11.1569,11.2498,149724.0
2020-09-14,11.3892,11.5286,11.3118,11.4976,187475.0
2020-09-15,11.5595,11.606,11.2266,11.3273,133487.0
2020-09-16,11.3195,11.4976,11.2808,11.4047,217832.0
2020-09-17,11.3427,11.4279,11.2808,11.366,192991.0
2020-09-18,11.3582,11.366,11.2343,11.2885,484933.0
2020-09-19,11.3582,11.366,11.2343,11.2885,484933.0
2020-09-20,11.3582,11.366,11.2343,11.2885,484933.0
2020-09-21,11.1801,11.3427,10.9634,11.0795,353910.0
2020-09-22,11.0408,11.2653,11.0176,11.0872,245686.0
2020-09-23,11.2034,11.4821,10.9324,10.9324,287112.0
2020-09-24,10.9324,11.2576,10.9324,11.0795,218216.0
2020-09-25,10.9711,11.2312,10.9711,11.1414,125595.0
2020-09-26,10.9711,11.2312,10.9711,11.1414,125595.0
2020-09-27,10.9711,11.2312,10.9711,11.1414,125595.0
2020-09-28,11.2731,11.5905,11.2653,11.544,219864.0
2020-09-29,11.5982,11.5982,11.2343,11.4124,157785.0
2020-09-30,11.3273,11.5053,11.2963,11.3737,210124.0
2020-10-01,11.3737,11.5363,11.2808,11.5208,191572.0
2020-10-02,11.4356,12.1054,11.4279,12.0705,286731.0
2020-10-03,11.4356,12.1054,11.4279,12.0705,286731.0
2020-10-04,11.4356,12.1054,11.4279,12.0705,286731.0
2020-10-05,12.2099,12.2099,11.9776,12.0938,191749.0
2020-10-06,12.0783,12.2409,11.9544,12.0473,241607.0
2020-10-07,12.2409,12.4267,12.1015,12.3493,275638.0
2020-10-08,12.4267,12.659,12.3647,12.6435,156578.0
2020-10-09,12.6977,12.7286,12.5041,12.6667,229450.0
2020-10-10,12.6977,12.7286,12.5041,12.6667,229450.0
2020-10-11,12.6977,12.7286,12.5041,12.6667,229450.0
2020-10-12,12.566,12.659,12.2563,12.2873,282663.0
2020-10-13,12.2486,12.2486,11.9157,11.9699,240819.0
2020-10-14,11.877,12.0008,11.846,11.9041,261668.0
2020-10-15,11.8383,12.3338,11.7763,12.3105,188909.0
2020-10-16,12.3105,12.3415,12.086,12.1247,207871.0
2020-10-17,12.3105,12.3415,12.086,12.1247,207871.0
2020-10-18,12.3105,12.3415,12.086,12.1247,207871.0
2020-10-19,12.2409,12.388,12.1789,12.2254,323564.0
2020-10-20,12.2254,12.4344,12.2254,12.2718,145603.0
2020-10-21,12.2409,12.4566,12.2409,12.357,182336.0
2020-10-22,12.3647,12.7132,12.3105,12.6744,169036.0
2020-10-23,12.899,12.899,12.5428,12.6744,146779.0
2020-10-24,12.899,12.899,12.5428,12.6744,146779.0
2020-10-25,12.899,12.899,12.5428,12.6744,146779.0
2020-10-26,12.5506,12.7248,12.4344,12.6667,267673.0
2020-10-27,12.6899,12.6977,12.2641,12.2873,153353.0
2020-10-28,12.117,12.388,12.0163,12.1789,193557.0
2020-10-29,12.1557,12.4035,12.0396,12.388,213260.0
2020-10-30,12.2796,12.4809,12.1247,12.1634,221348.0
2020-10-31,12.2796,12.4809,12.1247,12.1634,221348.0
2020-11-01,12.2796,12.4809,12.1247,12.1634,221348.0
2020-11-02,12.2022,12.326,12.1092,12.1944,212117.0
2020-11-03,12.3802,12.4267,12.2331,12.2873,238648.0
2020-11-04,11.8434,12.086,11.5828,11.6215,278568.0
2020-11-05,11.606,12.0512,11.606,11.9466,220077.0
2020-11-06,11.9621,12.0318,11.7051,11.7531,211880.0
2020-11-07,11.9621,12.0318,11.7051,11.7531,211880.0
2020-11-08,11.9621,12.0318,11.7051,11.7531,211880.0
2020-11-09,12.2254,13.0383,12.2254,12.6048,341954.0
2020-11-10,12.7364,12.9222,12.659,12.7286,179344.0
2020-11-11,12.9067,12.9067,12.4344,12.4964,157089.0
2020-11-12,12.3105,12.3493,12.1092,12.2718,127909.0
2020-11-13,12.3105,12.4151,12.3105,12.357,201380.0
2020-11-14,12.3105,12.4151,12.3105,12.357,201380.0
2020-11-15,12.3105,12.4151,12.3105,12.357,201380.0
2020-11-16,12.8215,12.8525,12.5196,12.7751,255516.0
2020-11-17,12.6667,12.7209,12.4964,12.6899,198259.0
2020-11-18,12.7209,12.8835,12.6977,12.7132,165812.0
2020-11-19,12.6822,12.9764,12.5506,12.9687,157090.0
2020-11-20,12.9609,13.1235,12.8347,13.1158,185165.0
2020-11-21,12.9609,13.1235,12.8347,13.1158,185165.0
2020-11-22,12.9609,13.1235,12.8347,13.1158,185165.0
2020-11-23,13.2396,13.5261,13.1235,13.5029,206015.0
2020-11-24,13.7661,13.89,13.6848,13.8668,140630.0
2020-11-25,13.859,14.0216,13.5958,14.0216,197070.0
2020-11-26,13.859,14.0216,13.5958,14.0216,197070.0
2020-11-27,14.0836,14.0836,13.6655,13.7197,100093.0
2020-11-28,14.0836,14.0836,13.6655,13.7197,100093.0
2020-11-29,14.0836,14.0836,13.6655,13.7197,100093.0
2020-11-30,13.5623,13.7275,13.4758,13.5309,235654.0
2020-12-01,13.6725,13.8613,13.6017,13.8298,176171.0
2020-12-02,13.8613,13.9714,13.6891,13.7905,192591.0
2020-12-03,13.8455,13.9242,13.6095,13.7354,165057.0
2020-12-04,13.8377,13.995,13.7231,13.8613,109580.0
2020-12-05,13.8377,13.995,13.7231,13.8613,109580.0
2020-12-06,13.8377,13.995,13.7231,13.8613,109580.0
2020-12-07,13.7826,13.9163,13.5939,13.7669,126841.0
2020-12-08,13.6725,13.7669,13.6095,13.6961,90530.0
2020-12-09,13.6961,13.9478,13.6725,13.7983,155289.0
2020-12-10,13.7983,13.8927,13.6725,13.8849,144370.0
2020-12-11,13.7669,14.0658,13.7669,13.9124,174251.0
2020-12-12,13.7669,14.0658,13.7669,13.9124,174251.0
2020-12-13,13.7669,14.0658,13.7669,13.9124,174251.0
2020-12-14,14.0658,14.1995,13.9006,13.9006,233259.0
2020-12-15,13.9871,14.054,13.8219,13.9478,231869.0
2020-12-16,13.9399,13.9399,13.7669,13.8298,237364.0
2020-12-17,13.8219,14.0029,13.6725,13.9793,195985.0
2020-12-18,14.0422,14.1995,13.9512,14.0107,1134512.0
2020-12-19,14.0422,14.1995,13.9512,14.0107,1134512.0
2020-12-20,14.0422,14.1995,13.9512,14.0107,1134512.0
2020-12-21,13.9085,13.9517,13.6174,13.7433,191094.0
2020-12-22,13.7275,13.7669,13.5387,13.5859,103834.0
2020-12-23,13.6095,14.0265,13.6095,14.0186,227555.0
2020-12-24,14.0343,14.0343,13.7197,13.8849,69160.0
2020-12-25,14.0343,14.0343,13.7197,13.8849,69160.0
2020-12-26,14.0343,14.0343,13.7197,13.8849,69160.0
2020-12-27,14.0343,14.0343,13.7197,13.8849,69160.0
2020-12-28,13.9635,14.0422,13.8411,13.8613,102197.0
2020-12-29,13.877,13.877,13.6223,13.6725,135325.0
2020-12-30,13.6489,13.9006,13.6489,13.759,99694.0
2020-12-31,13.6725,13.8927,13.6725,13.8691,73214.0
2021-01-01,13.6725,13.8927,13.6725,13.8691,73214.0
2021-01-02,13.6725,13.8927,13.6725,13.8691,73214.0
2021-01-03,13.6725,13.8927,13.6725,13.8691,73214.0
2021-01-04,13.9557,14.0343,13.7747,13.9163,287276.0
2021-01-05,13.8298,14.0737,13.8219,13.9911,257406.0
2021-01-06,14.1602,14.9784,14.0855,14.9548,222020.0
2021-01-07,15.0885,15.196,14.6794,14.7817,206030.0
2021-01-08,14.9076,14.9666,14.3569,14.5929,144792.0
2021-01-09,14.9076,14.9666,14.3569,14.5929,144792.0
2021-01-10,14.9076,14.9666,14.3569,14.5929,144792.0
2021-01-11,14.5929,14.7817,14.53,14.6401,137630.0
2021-01-12,14.6558,15.0885,14.6244,15.0806,221517.0
2021-01-13,15.057,15.057,14.6558,15.0098,160124.0
2021-01-14,15.0649,15.4032,14.8368,15.3245,189471.0
2021-01-15,15.1672,15.3324,14.9469,15.1042,314194.0
2021-01-16,15.1672,15.3324,14.9469,15.1042,314194.0
2021-01-17,15.1672,15.3324,14.9469,15.1042,314194.0
2021-01-18,15.1672,15.3324,14.9469,15.1042,314194.0
2021-01-19,15.1278,15.2183,14.8132,14.9469,384172.0
2021-01-20,14.9469,14.9862,14.7266,14.9469,238572.0
2021-01-21,14.8918,14.9469,14.7266,14.8525,240041.0
2021-01-22,14.703,14.9941,14.6558,14.9862,183183.0
2021-01-23,14.703,14.9941,14.6558,14.9862,183183.0
2021-01-24,14.703,14.9941,14.6558,14.9862,183183.0
2021-01-25,14.9469,15.2222,14.703,15.1042,232054.0
2021-01-26,15.0964,15.0964,14.8682,14.9076,157542.0
2021-01-27,14.6637,14.7581,14.3018,14.3097,194208.0
2021-01-28,14.2546,14.7188,14.1681,14.5614,169714.0
2021-01-29,14.2467,14.4979,13.8613,13.9006,338069.0
2021-01-30,14.2467,14.4979,13.8613,13.9006,338069.0
2021-01-31,14.2467,14.4979,13.8613,13.9006,338069.0
2021-02-01,14.0973,14.1602,13.8377,13.8455,224066.0
2021-02-02,13.9557,14.1681,13.8455,13.877,185440.0
2021-02-03,13.9557,14.0265,13.641,13.7275,231192.0
2021-02-04,13.7747,14.0029,13.7747,13.9478,196070.0
2021-02-05,13.9714,14.1091,13.759,13.7905,289487.0
2021-02-06,13.9714,14.1091,13.759,13.7905,289487.0
2021-02-07,13.9714,14.1091,13.759,13.7905,289487.0
2021-02-08,13.7905,14.0029,13.7275,13.8141,207871.0
2021-02-09,13.8455,14.1523,13.7275,14.0265,295574.0
2021-02-10,14.0658,14.1602,13.9478,13.9871,241582.0
2021-02-11,14.0029,14.2074,13.8455,14.1681,820087.0
2021-02-12,14.1602,14.7502,14.0422,14.7109,466789.0
2021-02-13,14.1602,14.7502,14.0422,14.7109,466789.0
2021-02-14,14.1602,14.7502,14.0422,14.7109,466789.0
2021-02-15,14.1602,14.7502,14.0422,14.7109,466789.0
2021-02-16,14.8997,14.8997,14.4749,14.7345,904819.0
2021-02-17,14.7109,14.7423,14.4355,14.648,308779.0
2021-02-18,14.4828,14.9548,14.3962,14.9312,375509.0
2021-02-19,14.9784,15.474,14.9469,15.3717,338695.0
2021-02-20,14.9784,15.474,14.9469,15.3717,338695.0
2021-02-21,14.9784,15.474,14.9469,15.3717,338695.0
2021-02-22,15.3638,15.9538,15.3009,15.9145,332038.0
2021-02-23,16.0168,16.1269,15.7572,16.0168,401202.0
2021-02-24,16.0325,16.591,16.0325,16.3314,1051549.0
2021-02-25,16.3236,16.5202,15.9617,16.0325,1318362.0
2021-02-26,15.8752,16.0522,15.3088,15.3638,868295.0
2021-02-27,15.8752,16.0522,15.3088,15.3638,868295.0
2021-02-28,15.8752,16.0522,15.3088,15.3638,868295.0
2021-03-01,15.474,15.7414,15.474,15.7021,304896.0
2021-03-02,15.7021,16.064,15.5212,15.9381,307295.0
2021-03-03,16.0718,16.7415,16.0246,16.4494,375536.0
2021-03-04,16.3314,16.5124,15.8752,16.0168,271573.0
2021-03-05,16.3,16.6618,16.1269,16.5753,379334.0
2021-03-06,16.3,16.6618,16.1269,16.5753,379334.0
2021-03-07,16.3,16.6618,16.1269,16.5753,379334.0
2021-03-08,16.7348,17.253,16.6073,17.1015,657081.0
2021-03-09,17.0856,17.0856,16.6072,16.6072,331132.0
2021-03-10,16.6869,16.9899,16.5036,16.974,184825.0
2021-03-11,16.958,17.0457,16.6949,16.8145,225316.0
2021-03-12,17.0537,17.1254,16.8065,16.974,249430.0
2021-03-13,17.0537,17.1254,16.8065,16.974,249430.0
