,MTZ US Equity,MTZ US Equity,MTZ US Equity,MTZ US Equity,MTZ US Equity
2023-01-13,96.67,98.28,95.87,98.04,432580.0
2023-01-14,96.67,98.28,95.87,98.04,432580.0
2023-01-15,96.67,98.28,95.87,98.04,432580.0
2023-01-16,96.67,98.28,95.87,98.04,432580.0
2023-01-17,97.61,97.96,94.75,95.09,604497.0
2023-01-18,95.36,96.43,93.37,93.68,463002.0
2023-01-19,92.69,93.5,91.35,92.62,512766.0
2023-01-20,93.15,95.3,92.25,95.21,450091.0
2023-01-21,93.15,95.3,92.25,95.21,450091.0
2023-01-22,93.15,95.3,92.25,95.21,450091.0
2023-01-23,96.17,97.15,94.46,97.08,434989.0
2023-01-24,97.34,98.005,95.81,96.86,359836.0
2023-01-25,95.93,96.51,95.06,96.06,387529.0
2023-01-26,97.41,97.5,95.795,96.56,365420.0
2023-01-27,96.27,97.205,95.78,96.63,422500.0
2023-01-28,96.27,97.205,95.78,96.63,422500.0
2023-01-29,96.27,97.205,95.78,96.63,422500.0
2023-01-30,95.5,97.2454,95.16,96.4,291510.0
2023-01-31,96.5,98.24,96.5,98.23,428093.0
2023-02-01,97.63,98.8,96.1072,97.72,287088.0
2023-02-02,98.72,100.44,97.16,98.43,746315.0
2023-02-03,98.0,100.145,97.725,98.66,616850.0
2023-02-04,98.0,100.145,97.725,98.66,616850.0
2023-02-05,98.0,100.145,97.725,98.66,616850.0
2023-02-06,97.4,98.59,96.99,97.49,350189.0
2023-02-07,96.95,98.84,96.04,98.59,387744.0
2023-02-08,98.2,98.2,95.47,96.35,404985.0
2023-02-09,97.07,97.82,94.69,94.87,446719.0
2023-02-10,94.66,95.59,93.49,94.64,342261.0
2023-02-11,94.66,95.59,93.49,94.64,342261.0
2023-02-12,94.66,95.59,93.49,94.64,342261.0
2023-02-13,94.89,96.6,94.2,96.55,445204.0
2023-02-14,96.16,98.44,96.125,97.95,425675.0
2023-02-15,96.4,99.8,96.09,99.72,416021.0
2023-02-16,98.39,100.045,98.39,98.89,428769.0
2023-02-17,98.06,98.47,96.41,96.43,875521.0
2023-02-18,98.06,98.47,96.41,96.43,875521.0
2023-02-19,98.06,98.47,96.41,96.43,875521.0
2023-02-20,98.06,98.47,96.41,96.43,875521.0
2023-02-21,95.24,95.88,92.43,92.95,668066.0
2023-02-22,93.14,94.025,92.44,93.24,710214.0
2023-02-23,94.99,97.79,94.16,96.92,1445113.0
2023-02-24,92.11,98.455,89.0,97.18,1986049.0
2023-02-25,92.11,98.455,89.0,97.18,1986049.0
2023-02-26,92.11,98.455,89.0,97.18,1986049.0
2023-02-27,96.43,97.92,94.985,96.67,865354.0
2023-02-28,97.57,99.19,97.0,97.72,702359.0
2023-03-01,99.0,102.58,98.085,101.11,928021.0
2023-03-02,100.84,102.61,99.83,102.38,690489.0
2023-03-03,102.61,103.27,101.235,102.19,494785.0
2023-03-04,102.61,103.27,101.235,102.19,494785.0
2023-03-05,102.61,103.27,101.235,102.19,494785.0
2023-03-06,102.79,103.5,101.0,101.58,636623.0
2023-03-07,101.73,102.62,98.47,99.23,609826.0
2023-03-08,99.36,100.29,98.01,98.98,581648.0
2023-03-09,99.41,100.4199,98.03,98.08,445851.0
2023-03-10,97.86,97.86,94.73,96.02,771145.0
2023-03-11,97.86,97.86,94.73,96.02,771145.0
2023-03-12,97.86,97.86,94.73,96.02,771145.0
2023-03-13,94.285,95.3,91.49,92.62,958127.0
2023-03-14,96.01,96.02,92.31,93.3,476489.0
2023-03-15,90.99,91.28,85.58,87.36,1010001.0
2023-03-16,85.61,91.42,85.605,89.07,1002383.0
2023-03-17,88.04,88.14,85.62,87.09,975824.0
2023-03-18,88.04,88.14,85.62,87.09,975824.0
2023-03-19,88.04,88.14,85.62,87.09,975824.0
2023-03-20,87.97,89.57,87.03,88.33,385263.0
2023-03-21,90.0,91.27,89.25,89.89,452613.0
2023-03-22,89.41,90.03,87.2,87.24,390211.0
2023-03-23,87.45,90.0779,87.06,87.92,1169553.0
2023-03-24,86.28,91.62,85.73,91.48,1111345.0
2023-03-25,86.28,91.62,85.73,91.48,1111345.0
2023-03-26,86.28,91.62,85.73,91.48,1111345.0
2023-03-27,92.97,95.06,91.8875,94.0,717630.0
2023-03-28,93.72,94.99,93.01,94.7,374051.0
2023-03-29,95.75,96.0,93.48,93.9,450201.0
2023-03-30,95.04,95.4,93.685,94.02,365980.0
2023-03-31,94.69,95.32,93.79,94.44,479994.0
2023-04-01,94.69,95.32,93.79,94.44,479994.0
2023-04-02,94.69,95.32,93.79,94.44,479994.0
2023-04-03,94.755,95.1,92.26,93.81,551247.0
2023-04-04,93.915,93.915,87.83,88.44,824982.0
2023-04-05,87.72,87.9205,86.27,87.79,486560.0
2023-04-06,87.71,87.83,86.63,87.29,321422.0
2023-04-07,87.71,87.83,86.63,87.29,321422.0
2023-04-08,87.71,87.83,86.63,87.29,321422.0
2023-04-09,87.71,87.83,86.63,87.29,321422.0
2023-04-10,86.73,90.02,86.73,90.02,352891.0
2023-04-11,90.16,90.85,89.46,90.41,373813.0
2023-04-12,91.41,91.41,89.225,90.47,357370.0
2023-04-13,91.0,91.0,88.04,89.86,373112.0
2023-04-14,89.73,90.65,87.87,88.39,574358.0
2023-04-15,89.73,90.65,87.87,88.39,574358.0
2023-04-16,89.73,90.65,87.87,88.39,574358.0
2023-04-17,88.78,89.69,88.315,89.47,338863.0
2023-04-18,89.96,89.96,87.43,88.55,373317.0
2023-04-19,88.19,88.695,87.65,88.36,284458.0
2023-04-20,87.77,88.66,87.05,88.6,365153.0
2023-04-21,88.37,88.37,85.43,86.18,605116.0
2023-04-22,88.37,88.37,85.43,86.18,605116.0
2023-04-23,88.37,88.37,85.43,86.18,605116.0
2023-04-24,86.23,88.181,86.2,87.73,472898.0
2023-04-25,86.37,87.61,86.12,86.48,415058.0
2023-04-26,85.75,87.22,85.17,85.2,521529.0
2023-04-27,85.68,87.435,85.375,87.25,513051.0
2023-04-28,87.16,89.15,86.52,88.81,609725.0
2023-04-29,87.16,89.15,86.52,88.81,609725.0
2023-04-30,87.16,89.15,86.52,88.81,609725.0
2023-05-01,88.92,89.545,87.34,87.45,432305.0
2023-05-02,87.25,87.25,85.02,87.02,644697.0
2023-05-03,87.28,89.27,86.63,87.7,587343.0
2023-05-04,86.95,87.65,84.8,85.68,896856.0
2023-05-05,88.545,92.64,87.8,89.33,1456874.0
2023-05-06,88.545,92.64,87.8,89.33,1456874.0
2023-05-07,88.545,92.64,87.8,89.33,1456874.0
2023-05-08,89.92,90.965,87.55,88.06,630839.0
2023-05-09,87.53,90.23,87.25,90.02,557252.0
2023-05-10,91.16,91.435,88.285,90.35,424266.0
2023-05-11,89.34,90.92,88.45,90.86,584263.0
2023-05-12,91.64,96.99,91.64,94.99,1201087.0
2023-05-13,91.64,96.99,91.64,94.99,1201087.0
2023-05-14,91.64,96.99,91.64,94.99,1201087.0
2023-05-15,94.5,97.39,94.14,97.05,688611.0
2023-05-16,96.38,96.91,95.1,95.65,622696.0
2023-05-17,96.36,97.0,95.16,96.18,438721.0
2023-05-18,95.48,99.0,95.16,98.79,812673.0
2023-05-19,99.51,99.94,95.18,96.85,1157583.0
2023-05-20,99.51,99.94,95.18,96.85,1157583.0
2023-05-21,99.51,99.94,95.18,96.85,1157583.0
2023-05-22,97.16,98.51,96.38,97.94,839982.0
2023-05-23,96.87,98.37,96.0,96.89,629858.0
2023-05-24,96.96,96.96,92.66,94.41,948425.0
2023-05-25,94.04,96.56,92.87,96.41,622540.0
2023-05-26,97.0,98.6029,96.72,98.24,546159.0
2023-05-27,97.0,98.6029,96.72,98.24,546159.0
2023-05-28,97.0,98.6029,96.72,98.24,546159.0
2023-05-29,97.0,98.6029,96.72,98.24,546159.0
2023-05-30,100.0,104.87,99.47,102.17,1191075.0
2023-05-31,101.39,102.71,99.47,101.36,758834.0
2023-06-01,101.63,102.87,101.21,101.87,671421.0
2023-06-02,103.16,106.08,103.16,105.63,712439.0
2023-06-03,103.16,106.08,103.16,105.63,712439.0
2023-06-04,103.16,106.08,103.16,105.63,712439.0
2023-06-05,105.33,106.69,103.12,106.26,548454.0
2023-06-06,105.71,107.96,105.035,107.42,565788.0
2023-06-07,107.09,111.06,107.09,109.38,1133323.0
2023-06-08,109.15,111.06,107.86,110.85,575509.0
2023-06-09,110.71,112.175,109.88,110.01,669070.0
2023-06-10,110.71,112.175,109.88,110.01,669070.0
2023-06-11,110.71,112.175,109.88,110.01,669070.0
2023-06-12,110.32,110.96,109.08,109.96,416101.0
2023-06-13,110.72,112.12,109.93,110.14,619999.0
2023-06-14,109.57,110.39,106.58,107.79,1057122.0
2023-06-15,107.17,109.83,106.5201,109.29,588979.0
2023-06-16,109.97,110.58,108.94,110.04,828916.0
2023-06-17,109.97,110.58,108.94,110.04,828916.0
2023-06-18,109.97,110.58,108.94,110.04,828916.0
2023-06-19,109.97,110.58,108.94,110.04,828916.0
2023-06-20,109.05,110.72,108.12,109.79,699178.0
2023-06-21,109.08,113.965,108.7401,113.2,928899.0
2023-06-22,112.6,113.48,110.82,113.43,493376.0
2023-06-23,112.17,113.02,110.36,110.54,650331.0
2023-06-24,112.17,113.02,110.36,110.54,650331.0
2023-06-25,112.17,113.02,110.36,110.54,650331.0
2023-06-26,111.13,113.97,110.31,113.09,692805.0
2023-06-27,113.33,116.72,112.7225,116.53,470055.0
2023-06-28,116.54,116.7,115.41,115.58,637344.0
2023-06-29,115.65,117.15,114.93,116.74,778203.0
2023-06-30,117.45,118.32,116.0999,117.97,648105.0
2023-07-01,117.45,118.32,116.0999,117.97,648105.0
2023-07-02,117.45,118.32,116.0999,117.97,648105.0
2023-07-03,118.32,119.415,115.83,118.2,256385.0
2023-07-04,118.32,119.415,115.83,118.2,256385.0
2023-07-05,117.44,117.44,115.71,116.03,471526.0
2023-07-06,115.29,115.38,112.53,115.09,527087.0
2023-07-07,115.82,117.06,115.15,115.75,534005.0
2023-07-08,115.82,117.06,115.15,115.75,534005.0
2023-07-09,115.82,117.06,115.15,115.75,534005.0
2023-07-10,115.77,117.89,115.77,116.2,442338.0
2023-07-11,114.8,115.4,111.66,115.37,872114.0
2023-07-12,117.08,117.08,114.42,114.66,762196.0
2023-07-13,115.25,117.85,114.66,116.9,738109.0
2023-07-14,117.67,117.97,114.53,115.14,691053.0
2023-07-15,117.67,117.97,114.53,115.14,691053.0
2023-07-16,117.67,117.97,114.53,115.14,691053.0
2023-07-17,115.19,116.111,114.18,115.44,470560.0
2023-07-18,115.44,117.0,115.29,115.82,458883.0
2023-07-19,115.92,116.91,114.55,115.18,525504.0
2023-07-20,115.61,115.85,114.19,114.51,478166.0
2023-07-21,115.05,115.68,113.81,114.69,455389.0
2023-07-22,115.05,115.68,113.81,114.69,455389.0
2023-07-23,115.05,115.68,113.81,114.69,455389.0
2023-07-24,115.05,116.82,114.85,116.51,471665.0
2023-07-25,116.0,118.13,116.0,116.88,326869.0
2023-07-26,116.53,117.52,116.06,116.51,371491.0
2023-07-27,117.28,121.83,115.64,117.64,1444155.0
2023-07-28,118.17,119.08,115.22,117.02,511932.0
2023-07-29,118.17,119.08,115.22,117.02,511932.0
2023-07-30,118.17,119.08,115.22,117.02,511932.0
2023-07-31,117.45,117.835,116.615,117.75,399874.0
2023-08-01,117.4,122.58,117.31,121.95,812978.0
2023-08-02,121.08,122.31,120.22,122.08,817634.0
2023-08-03,121.39,123.33,119.67,120.96,1526704.0
2023-08-04,104.9,107.0,97.0301,99.56,3730172.0
2023-08-05,104.9,107.0,97.0301,99.56,3730172.0
2023-08-06,104.9,107.0,97.0301,99.56,3730172.0
2023-08-07,98.01,98.01,95.56,96.14,1634292.0
2023-08-08,95.6,96.17,91.46,92.7,1440034.0
2023-08-09,92.75,94.34,91.69,93.26,989800.0
2023-08-10,93.3,96.145,93.03,94.07,745373.0
2023-08-11,93.98,94.625,93.05,94.12,565196.0
2023-08-12,93.98,94.625,93.05,94.12,565196.0
2023-08-13,93.98,94.625,93.05,94.12,565196.0
2023-08-14,93.8,94.8,93.12,94.48,554048.0
2023-08-15,94.19,94.435,92.64,93.79,393942.0
2023-08-16,93.3,95.18,93.3,93.59,373379.0
2023-08-17,93.51,93.975,92.5,93.08,434617.0
2023-08-18,92.24,94.55,92.0864,94.16,513578.0
2023-08-19,92.24,94.55,92.0864,94.16,513578.0
2023-08-20,92.24,94.55,92.0864,94.16,513578.0
2023-08-21,94.52,95.4,93.62,95.32,401512.0
2023-08-22,95.7,97.73,95.395,97.01,669386.0
2023-08-23,97.29,97.335,95.68,97.08,407336.0
2023-08-24,97.0,97.55,95.64,95.66,339969.0
2023-08-25,95.67,97.18,94.82,96.37,418366.0
2023-08-26,95.67,97.18,94.82,96.37,418366.0
2023-08-27,95.67,97.18,94.82,96.37,418366.0
2023-08-28,96.75,99.2025,96.75,98.78,447742.0
2023-08-29,98.79,101.1411,98.3,100.75,494754.0
2023-08-30,100.82,101.54,99.39,99.43,605614.0
2023-08-31,99.8,100.25,98.95,99.49,315512.0
2023-09-01,99.87,101.09,98.315,99.47,608583.0
2023-09-02,99.87,101.09,98.315,99.47,608583.0
2023-09-03,99.87,101.09,98.315,99.47,608583.0
2023-09-04,99.87,101.09,98.315,99.47,608583.0
2023-09-05,98.46,98.805,94.7062,95.61,730848.0
2023-09-06,95.89,97.02,93.12,93.87,536356.0
2023-09-07,92.99,93.01,91.475,92.48,728229.0
2023-09-08,92.89,93.1,91.47,91.74,514164.0
2023-09-09,92.89,93.1,91.47,91.74,514164.0
2023-09-10,92.89,93.1,91.47,91.74,514164.0
2023-09-11,92.3,92.345,89.24,90.33,716751.0
2023-09-12,90.05,91.3,88.01,88.18,807080.0
2023-09-13,87.84,87.84,83.34,83.71,1678866.0
2023-09-14,84.53,87.29,83.91,87.19,1124338.0
2023-09-15,86.7,86.71,83.3,84.39,1028074.0
2023-09-16,86.7,86.71,83.3,84.39,1028074.0
2023-09-17,86.7,86.71,83.3,84.39,1028074.0
2023-09-18,84.61,85.33,83.8,83.86,378283.0
2023-09-19,83.86,84.405,82.3,83.27,564789.0
2023-09-20,83.57,84.545,81.77,82.04,418295.0
2023-09-21,81.42,81.445,77.79,78.13,965447.0
2023-09-22,78.32,79.035,76.5,76.6,1575898.0
2023-09-23,78.32,79.035,76.5,76.6,1575898.0
2023-09-24,78.32,79.035,76.5,76.6,1575898.0
2023-09-25,76.24,77.095,73.35,73.5,2209158.0
2023-09-26,73.07,73.76,71.86,72.27,1290575.0
2023-09-27,73.01,74.7,71.99,72.9,831302.0
2023-09-28,72.22,74.26,72.22,72.82,560496.0
2023-09-29,73.59,73.7,71.615,71.97,743958.0
2023-09-30,73.59,73.7,71.615,71.97,743958.0
2023-10-01,73.59,73.7,71.615,71.97,743958.0
2023-10-02,71.82,71.96,68.91,69.57,1398080.0
2023-10-03,68.97,69.09,66.04,66.93,1070127.0
2023-10-04,66.87,68.44,65.875,68.28,1176497.0
2023-10-05,67.91,68.79,67.22,67.97,1019862.0
2023-10-06,67.33,69.74,67.27,68.89,542994.0
2023-10-07,67.33,69.74,67.27,68.89,542994.0
2023-10-08,67.33,69.74,67.27,68.89,542994.0
2023-10-09,68.33,68.42,66.1,66.57,937582.0
2023-10-10,66.96,70.09,66.7943,69.81,1235044.0
2023-10-11,69.89,71.17,66.61,67.02,1404809.0
2023-10-12,67.74,69.205,66.33,66.5,945359.0
2023-10-13,66.43,66.49,62.6,63.79,1098627.0
2023-10-14,66.43,66.49,62.6,63.79,1098627.0
2023-10-15,66.43,66.49,62.6,63.79,1098627.0
2023-10-16,64.56,65.72,64.41,65.43,612836.0
2023-10-17,64.86,69.0,64.755,68.79,1046999.0
2023-10-18,67.99,68.0,66.1,66.25,625113.0
2023-10-19,65.93,66.69,63.82,64.0,824374.0
2023-10-20,63.83,64.05,60.85,61.16,1783198.0
2023-10-21,63.83,64.05,60.85,61.16,1783198.0
2023-10-22,63.83,64.05,60.85,61.16,1783198.0
2023-10-23,61.7,63.85,61.6545,62.57,1077164.0
2023-10-24,62.6,63.21,60.53,60.84,1079248.0
2023-10-25,60.8,60.895,59.08,59.42,896080.0
2023-10-26,59.71,61.33,59.26,61.03,741354.0
2023-10-27,60.51,61.09,58.89,59.15,736118.0
2023-10-28,60.51,61.09,58.89,59.15,736118.0
2023-10-29,60.51,61.09,58.89,59.15,736118.0
2023-10-30,59.89,60.0,58.28,58.49,1141952.0
2023-10-31,58.54,59.55,57.34,59.44,967618.0
2023-11-01,49.0,49.7,45.0,48.98,5820809.0
2023-11-02,49.19,49.92,44.65,49.48,4125289.0
2023-11-03,51.02,52.0,49.59,51.58,2648176.0
2023-11-04,51.02,52.0,49.59,51.58,2648176.0
2023-11-05,51.02,52.0,49.59,51.58,2648176.0
2023-11-06,51.59,52.24,48.38,48.62,1292744.0
2023-11-07,47.72,49.9,46.7,49.44,1595183.0
2023-11-08,48.41,50.59,48.25,50.0,1316636.0
2023-11-09,50.8,51.17,47.325,47.6,1596342.0
2023-11-10,47.85,49.42,47.0201,49.26,1321376.0
2023-11-11,47.85,49.42,47.0201,49.26,1321376.0
2023-11-12,47.85,49.42,47.0201,49.26,1321376.0
2023-11-13,49.27,49.89,48.62,49.1,603320.0
2023-11-14,51.08,52.96,50.9,51.67,1460234.0
2023-11-15,52.19,55.3,52.19,53.68,1564119.0
2023-11-16,53.43,54.25,52.74,53.31,960290.0
2023-11-17,53.87,54.36,52.89,53.37,653732.0
2023-11-18,53.87,54.36,52.89,53.37,653732.0
2023-11-19,53.87,54.36,52.89,53.37,653732.0
2023-11-20,53.5,55.34,52.875,54.94,1041052.0
2023-11-21,54.86,56.74,54.395,56.63,1500339.0
2023-11-22,56.87,58.16,55.73,57.34,1661312.0
2023-11-23,56.87,58.16,55.73,57.34,1661312.0
2023-11-24,57.02,58.31,57.02,57.18,439712.0
2023-11-25,57.02,58.31,57.02,57.18,439712.0
2023-11-26,57.02,58.31,57.02,57.18,439712.0
2023-11-27,57.03,57.6,56.261,56.65,752354.0
2023-11-28,56.29,56.29,54.06,54.59,1166047.0
2023-11-29,55.28,60.4,55.28,58.95,1992494.0
2023-11-30,59.35,61.52,57.38,60.64,1709952.0
2023-12-01,60.26,63.415,59.24,63.12,1418596.0
2023-12-02,60.26,63.415,59.24,63.12,1418596.0
2023-12-03,60.26,63.415,59.24,63.12,1418596.0
2023-12-04,62.86,65.72,62.86,64.36,1190180.0
2023-12-05,63.5,65.81,62.56,65.63,1527601.0
2023-12-06,66.18,67.8899,64.18,64.45,1608525.0
2023-12-07,64.55,65.75,63.86,64.82,805069.0
2023-12-08,64.9,67.045,64.69,66.43,856561.0
2023-12-09,64.9,67.045,64.69,66.43,856561.0
2023-12-10,64.9,67.045,64.69,66.43,856561.0
2023-12-11,66.0,67.29,65.7,67.27,682568.0
2023-12-12,67.27,68.51,66.505,67.64,1033955.0
2023-12-13,67.22,71.625,67.22,71.25,1400684.0
2023-12-14,73.32,76.56,73.32,75.53,2027700.0
2023-12-15,75.62,75.65,72.62,72.89,1766457.0
2023-12-16,75.62,75.65,72.62,72.89,1766457.0
2023-12-17,75.62,75.65,72.62,72.89,1766457.0
2023-12-18,72.82,73.4,71.24,71.36,776289.0
2023-12-19,72.64,74.21,72.11,73.49,785035.0
2023-12-20,72.83,74.09,70.195,70.53,846152.0
2023-12-21,71.69,72.91,71.1,72.44,713421.0
2023-12-22,72.9,73.78,72.19,73.09,517310.0
2023-12-23,72.9,73.78,72.19,73.09,517310.0
2023-12-24,72.9,73.78,72.19,73.09,517310.0
2023-12-25,72.9,73.78,72.19,73.09,517310.0
2023-12-26,73.44,75.08,73.1,74.6,642050.0
2023-12-27,74.79,75.56,74.36,74.61,507440.0
2023-12-28,74.65,75.64,74.61,75.59,516394.0
2023-12-29,75.04,76.36,74.84,75.72,722628.0
2023-12-30,75.04,76.36,74.84,75.72,722628.0
2023-12-31,75.04,76.36,74.84,75.72,722628.0
2024-01-01,75.04,76.36,74.84,75.72,722628.0
2024-01-02,74.57,75.69,73.291,74.12,518376.0
2024-01-03,72.63,73.07,70.48,70.51,964371.0
2024-01-04,70.91,71.44,69.4,69.9,769355.0
2024-01-05,69.38,71.55,69.04,70.31,768482.0
2024-01-06,69.38,71.55,69.04,70.31,768482.0
2024-01-07,69.38,71.55,69.04,70.31,768482.0
2024-01-08,69.82,72.25,69.6746,71.82,598873.0
2024-01-09,70.86,71.85,69.78,71.65,907193.0
2024-01-10,72.11,74.85,71.52,74.75,1167754.0
2024-01-11,74.27,74.67,72.88,72.91,783924.0
2024-01-12,73.41,74.365,71.88,71.88,622296.0
2024-01-13,73.41,74.365,71.88,71.88,622296.0
2024-01-14,73.41,74.365,71.88,71.88,622296.0
2024-01-15,73.41,74.365,71.88,71.88,622296.0
2024-01-16,69.76,70.38,68.83,69.15,1735699.0
2024-01-17,67.77,67.77,65.19,66.29,1953507.0
2024-01-18,67.23,68.67,66.3,68.45,1018136.0
2024-01-19,68.5,68.625,62.93,63.16,2424877.0
2024-01-20,68.5,68.625,62.93,63.16,2424877.0
2024-01-21,68.5,68.625,62.93,63.16,2424877.0
2024-01-22,63.74,64.86,62.38,64.69,2165050.0
2024-01-23,65.75,66.26,60.96,64.66,1853614.0
2024-01-24,65.42,65.82,62.87,63.78,802973.0
2024-01-25,64.74,65.28,63.97,65.24,872078.0
2024-01-26,65.44,66.13,64.47,64.95,532187.0
2024-01-27,65.44,66.13,64.47,64.95,532187.0
2024-01-28,65.44,66.13,64.47,64.95,532187.0
2024-01-29,65.02,67.05,64.3901,67.0,654272.0
2024-01-30,66.3,68.0,66.01,66.81,709777.0
2024-01-31,67.05,68.35,65.67,65.67,700264.0
2024-02-01,66.48,70.3,66.48,70.11,1270611.0
2024-02-02,69.3,71.81,68.31,70.71,871931.0
2024-02-03,69.3,71.81,68.31,70.71,871931.0
2024-02-04,69.3,71.81,68.31,70.71,871931.0
2024-02-05,69.32,69.43,66.66,68.01,556214.0
2024-02-06,67.97,69.06,67.49,69.02,709066.0
2024-02-07,69.89,69.99,67.52,68.65,632475.0
2024-02-08,68.56,70.06,68.54,69.26,597997.0
2024-02-09,69.57,71.26,68.55,70.89,620771.0
2024-02-10,69.57,71.26,68.55,70.89,620771.0
2024-02-11,69.57,71.26,68.55,70.89,620771.0
2024-02-12,70.31,73.95,70.31,73.39,843881.0
2024-02-13,70.6,72.92,70.19,71.47,1067302.0
2024-02-14,72.33,73.72,70.81,72.78,1159505.0
2024-02-15,73.72,74.67,72.47,72.98,668395.0
2024-02-16,71.92,72.92,70.93,71.08,815113.0
2024-02-17,71.92,72.92,70.93,71.08,815113.0
2024-02-18,71.92,72.92,70.93,71.08,815113.0
2024-02-19,71.92,72.92,70.93,71.08,815113.0
2024-02-20,69.69,70.13,68.68,69.31,1056281.0
2024-02-21,69.13,70.44,68.89,70.08,648311.0
2024-02-22,70.73,73.94,70.67,72.21,859675.0
2024-02-23,72.31,72.45,70.88,70.91,625858.0
2024-02-24,72.31,72.45,70.88,70.91,625858.0
2024-02-25,72.31,72.45,70.88,70.91,625858.0
2024-02-26,70.36,72.79,69.8,72.11,913310.0
2024-02-27,73.34,74.95,73.14,74.25,1190313.0
2024-02-28,73.75,75.455,72.96,74.76,905905.0
2024-02-29,75.33,75.89,73.8523,75.46,1985943.0
2024-03-01,84.0,87.19,80.47,84.85,3192544.0
2024-03-02,84.0,87.19,80.47,84.85,3192544.0
2024-03-03,84.0,87.19,80.47,84.85,3192544.0
2024-03-04,87.73,88.92,86.0456,87.68,1554351.0
2024-03-05,87.1,88.645,85.75,86.38,1124466.0
2024-03-06,87.34,90.62,87.15,88.62,1367166.0
2024-03-07,89.13,91.63,88.9,91.48,989498.0
2024-03-08,92.75,93.48,91.71,92.38,837647.0
2024-03-09,92.75,93.48,91.71,92.38,837647.0
2024-03-10,92.75,93.48,91.71,92.38,837647.0
2024-03-11,91.18,92.1,88.07,88.54,1175206.0
2024-03-12,89.01,89.46,87.08,88.15,652484.0
2024-03-13,88.09,89.08,86.52,86.7,775432.0
2024-03-14,85.52,86.78,82.51,84.36,665609.0
2024-03-15,83.79,85.315,83.61,84.41,1230161.0
2024-03-16,83.79,85.315,83.61,84.41,1230161.0
2024-03-17,83.79,85.315,83.61,84.41,1230161.0
2024-03-18,85.02,86.557,84.71,86.36,784966.0
2024-03-19,85.39,86.97,84.81,85.95,502678.0
2024-03-20,85.78,87.545,85.595,86.48,629613.0
2024-03-21,87.4,91.135,87.375,90.76,878135.0
2024-03-22,91.0,91.4224,89.37,89.87,482557.0
2024-03-23,91.0,91.4224,89.37,89.87,482557.0
2024-03-24,91.0,91.4224,89.37,89.87,482557.0
2024-03-25,90.21,92.15,89.5,92.05,659587.0
2024-03-26,92.66,94.08,91.03,91.57,698716.0
2024-03-27,92.36,93.98,92.04,93.73,799728.0
2024-03-28,93.87,94.82,92.715,93.25,546252.0
2024-03-29,93.87,94.82,92.715,93.25,546252.0
2024-03-30,93.87,94.82,92.715,93.25,546252.0
2024-03-31,93.87,94.82,92.715,93.25,546252.0
2024-04-01,92.97,94.365,92.0633,93.88,623776.0
2024-04-02,92.7,93.3,90.99,92.56,720060.0
2024-04-03,92.4,95.32,91.86,95.01,781026.0
2024-04-04,95.94,96.73,91.81,91.98,580929.0
2024-04-05,92.44,93.655,91.92,93.39,533094.0
2024-04-06,92.44,93.655,91.92,93.39,533094.0
2024-04-07,92.44,93.655,91.92,93.39,533094.0
2024-04-08,93.98,94.86,92.64,94.16,412416.0
2024-04-09,94.67,95.0,92.0,93.03,638217.0
2024-04-10,90.35,91.02,88.8612,90.2,551405.0
2024-04-11,90.36,92.38,89.17,91.91,808579.0
2024-04-12,91.43,92.28,87.79,87.96,927305.0
2024-04-13,91.43,92.28,87.79,87.96,927305.0
2024-04-14,91.43,92.28,87.79,87.96,927305.0
2024-04-15,89.5,90.11,84.2,84.67,961808.0
2024-04-16,84.05,84.95,83.02,84.66,911071.0
2024-04-17,84.83,85.67,82.5,82.82,578626.0
2024-04-18,83.2,85.2,82.29,83.44,510295.0
2024-04-19,83.14,84.95,83.0375,84.42,676220.0
2024-04-20,83.14,84.95,83.0375,84.42,676220.0
2024-04-21,83.14,84.95,83.0375,84.42,676220.0
2024-04-22,85.14,85.14,83.04,83.76,646601.0
2024-04-23,84.64,87.58,84.485,86.53,442665.0
2024-04-24,86.81,87.04,84.19,85.18,747527.0
2024-04-25,84.63,86.75,83.17,86.18,509609.0
2024-04-26,86.59,89.37,86.06,89.04,536297.0
2024-04-27,86.59,89.37,86.06,89.04,536297.0
2024-04-28,86.59,89.37,86.06,89.04,536297.0
2024-04-29,89.41,91.6,88.86,89.49,702334.0
2024-04-30,88.39,89.96,87.9,88.69,878824.0
2024-05-01,88.43,90.455,86.12,88.42,804782.0
