,FTV US Equity,FTV US Equity,FTV US Equity,FTV US Equity,FTV US Equity
2019-02-12,63.5942,64.7566,63.275,64.5192,2188592.0
2019-02-13,64.7484,65.8862,64.5683,65.8453,2688505.0
2019-02-14,65.6324,66.2955,65.2395,65.8535,2127878.0
2019-02-15,66.5492,66.9831,66.2627,66.9585,1852182.0
2019-02-16,66.5492,66.9831,66.2627,66.9585,1852182.0
2019-02-17,66.5492,66.9831,66.2627,66.9585,1852182.0
2019-02-18,66.5492,66.9831,66.2627,66.9585,1852182.0
2019-02-19,66.4428,66.7375,65.5915,65.878,2222516.0
2019-02-20,66.0254,66.893,66.0254,66.3528,2979327.0
2019-02-21,66.2381,66.5085,65.5868,66.0415,1783333.0
2019-02-22,66.4102,66.6969,66.107,66.6641,901376.0
2019-02-23,66.4102,66.6969,66.107,66.6641,901376.0
2019-02-24,66.4102,66.6969,66.107,66.6641,901376.0
2019-02-25,67.0738,67.4015,66.4757,66.8526,1765009.0
2019-02-26,66.6723,67.2049,66.5904,66.9673,1816182.0
2019-02-27,66.8853,67.0246,66.4552,66.9427,1207439.0
2019-02-28,66.8444,67.2376,66.4183,66.828,1909139.0
2019-03-01,67.2294,67.8275,67.0861,67.6391,1306543.0
2019-03-02,67.2294,67.8275,67.0861,67.6391,1306543.0
2019-03-03,67.2294,67.8275,67.0861,67.6391,1306543.0
2019-03-04,67.9094,68.4338,67.1393,67.6554,1759982.0
2019-03-05,67.762,68.0323,67.3851,67.3851,1083364.0
2019-03-06,67.4179,67.7661,67.1393,67.213,1051076.0
2019-03-07,67.1721,67.1721,66.0988,66.4102,1539629.0
2019-03-08,65.7384,66.3692,65.2058,65.8694,1544155.0
2019-03-09,65.7384,66.3692,65.2058,65.8694,1544155.0
2019-03-10,65.7384,66.3692,65.2058,65.8694,1544155.0
2019-03-11,65.9759,67.3523,65.9759,67.3277,1472684.0
2019-03-12,67.4588,67.6727,67.0082,67.2786,1397332.0
2019-03-13,67.6882,68.573,67.5326,68.147,1540410.0
2019-03-14,67.9094,68.2822,67.6227,67.7046,1339277.0
2019-03-15,67.6554,68.1224,67.5326,67.6227,1849362.0
2019-03-16,67.6554,68.1224,67.5326,67.6227,1849362.0
2019-03-17,67.6554,68.1224,67.5326,67.6227,1849362.0
2019-03-18,67.68,68.5403,67.6063,68.3354,1032321.0
2019-03-19,68.4665,68.6427,67.7947,68.0405,1689945.0
2019-03-20,68.1388,68.4665,67.4179,67.9914,1380191.0
2019-03-21,67.893,69.1875,67.8193,68.9991,908318.0
2019-03-22,68.655,68.7942,67.3523,67.3687,1137302.0
2019-03-23,68.655,68.7942,67.3523,67.3687,1137302.0
2019-03-24,68.655,68.7942,67.3523,67.3687,1137302.0
2019-03-25,67.3687,67.9504,67.1803,67.6718,661197.0
2019-03-26,68.0077,68.7779,67.8357,68.4747,1422529.0
2019-03-27,68.6877,68.7697,67.3605,67.4588,1293913.0
2019-03-28,67.6391,68.3436,67.4998,67.9504,1209646.0
2019-03-29,68.4911,68.8598,68.2289,68.7287,1248216.0
2019-03-30,68.4911,68.8598,68.2289,68.7287,1248216.0
2019-03-31,68.4911,68.8598,68.2289,68.7287,1248216.0
2019-04-01,69.3431,69.8019,69.0646,69.6954,1166949.0
2019-04-02,69.9576,70.3017,69.6381,70.1952,755780.0
2019-04-03,70.6868,71.2357,70.5147,70.8834,896819.0
2019-04-04,70.9899,71.3995,70.6212,70.7031,908950.0
2019-04-05,70.9653,71.2275,70.7195,71.0554,1583414.0
2019-04-06,70.9653,71.2275,70.7195,71.0554,1583414.0
2019-04-07,70.9653,71.2275,70.7195,71.0554,1583414.0
2019-04-08,70.8588,71.2316,70.3918,71.2193,1325301.0
2019-04-09,70.7359,70.9653,70.3181,70.5557,748735.0
2019-04-10,70.6622,70.6868,70.3017,70.4819,1445347.0
2019-04-11,70.6949,71.334,70.3017,71.1537,1925651.0
2019-04-12,71.5388,71.9566,71.4405,71.8173,905861.0
2019-04-13,71.5388,71.9566,71.4405,71.8173,905861.0
2019-04-14,71.5388,71.9566,71.4405,71.8173,905861.0
2019-04-15,71.9648,72.3908,71.4651,71.9484,726285.0
2019-04-16,72.0959,72.2598,71.5798,71.801,1040260.0
2019-04-17,72.399,72.6039,71.7682,71.7764,1012856.0
2019-04-18,72.1287,72.6694,71.8911,72.5055,1468056.0
2019-04-19,72.1287,72.6694,71.8911,72.5055,1468056.0
2019-04-20,72.1287,72.6694,71.8911,72.5055,1468056.0
2019-04-21,72.1287,72.6694,71.8911,72.5055,1468056.0
2019-04-22,72.0386,72.5178,71.7682,72.3908,1229624.0
2019-04-23,72.399,73.1118,72.2352,72.8824,1030584.0
2019-04-24,73.12,73.3084,72.7677,72.9643,1038140.0
2019-04-25,72.4646,72.9234,71.4651,71.9239,2097599.0
2019-04-26,66.6559,70.1149,66.2873,69.8265,3262937.0
2019-04-27,66.6559,70.1149,66.2873,69.8265,3262937.0
2019-04-28,66.6559,70.1149,66.2873,69.8265,3262937.0
2019-04-29,70.1133,70.8117,69.9084,70.3345,2122307.0
2019-04-30,70.359,70.8916,70.0068,70.7359,1667114.0
2019-05-01,70.8015,71.0882,69.8675,69.9494,998307.0
2019-05-02,69.933,70.441,69.4824,70.3181,823706.0
2019-05-03,70.5802,70.9981,70.4,70.9243,684140.0
2019-05-04,70.5802,70.9981,70.4,70.9243,684140.0
2019-05-05,70.5802,70.9981,70.4,70.9243,684140.0
2019-05-06,69.72,69.7937,69.1138,69.5889,981817.0
2019-05-07,68.7123,68.9007,68.0979,68.3928,1557768.0
2019-05-08,67.6636,68.0323,67.2622,67.5735,2002641.0
2019-05-09,66.9017,67.4424,66.574,67.3933,998810.0
2019-05-10,66.9755,67.762,66.0824,67.6964,938054.0
2019-05-11,66.9755,67.762,66.0824,67.6964,938054.0
2019-05-12,66.9755,67.762,66.0824,67.6964,938054.0
2019-05-13,66.1726,66.3446,65.5172,65.9514,2065181.0
2019-05-14,66.148,67.0164,65.9268,65.9596,1372741.0
2019-05-15,65.7056,67.0164,65.4543,66.6559,1013842.0
2019-05-16,67.3032,67.3687,66.5986,66.6477,1042070.0
2019-05-17,65.9923,66.6232,65.4926,65.9678,1335052.0
2019-05-18,65.9923,66.6232,65.4926,65.9678,1335052.0
2019-05-19,65.9923,66.6232,65.4926,65.9678,1335052.0
2019-05-20,65.3451,65.509,64.829,65.001,1278736.0
2019-05-21,65.468,65.7384,65.3369,65.4598,1108415.0
2019-05-22,65.3943,65.7425,65.1239,65.2058,1725252.0
2019-05-23,64.534,64.9109,64.0425,64.3128,1777463.0
2019-05-24,64.6979,64.9355,63.9114,63.936,1154814.0
2019-05-25,64.6979,64.9355,63.9114,63.936,1154814.0
2019-05-26,64.6979,64.9355,63.9114,63.936,1154814.0
2019-05-27,64.6979,64.9355,63.9114,63.936,1154814.0
2019-05-28,64.0261,64.2145,62.9119,62.9201,1611656.0
2019-05-29,62.3957,63.0184,62.0189,62.7562,2756074.0
2019-05-30,62.8792,63.4286,62.543,63.0104,2324788.0
2019-05-31,62.3462,62.6496,62.2232,62.4446,1993057.0
2019-06-01,62.3462,62.6496,62.2232,62.4446,1993057.0
2019-06-02,62.3462,62.6496,62.2232,62.4446,1993057.0
2019-06-03,61.2228,62.4036,60.3536,62.1248,2567045.0
2019-06-04,62.789,63.8386,62.4528,63.773,1952130.0
2019-06-05,64.1503,64.6751,63.6254,64.6423,1661475.0
2019-06-06,64.7243,65.2983,64.3799,65.0933,1078728.0
2019-06-07,65.4623,65.5574,64.6751,64.7571,1102126.0
2019-06-08,65.4623,65.5574,64.6751,64.7571,1102126.0
2019-06-09,65.4623,65.5574,64.6751,64.7571,1102126.0
2019-06-10,65.0031,65.1015,64.5111,64.7161,1126001.0
2019-06-11,65.3311,65.6427,64.5931,64.9129,1306014.0
2019-06-12,64.7817,64.8637,63.9452,64.1093,1143748.0
2019-06-13,64.3881,64.5644,64.1093,64.3799,1010018.0
2019-06-14,64.2487,64.2815,63.0022,63.4122,1651132.0
2019-06-15,64.2487,64.2815,63.0022,63.4122,1651132.0
2019-06-16,64.2487,64.2815,63.0022,63.4122,1651132.0
2019-06-17,63.3384,63.5434,62.6906,62.8546,1600571.0
2019-06-18,63.3548,64.4537,63.3548,64.2405,1771180.0
2019-06-19,64.2815,64.7202,64.0354,64.6505,1380776.0
2019-06-20,65.4541,66.3233,65.1691,66.2741,1260551.0
2019-06-21,66.0937,66.3479,65.5894,65.9461,1971169.0
2019-06-22,66.0937,66.3479,65.5894,65.9461,1971169.0
2019-06-23,66.0937,66.3479,65.5894,65.9461,1971169.0
2019-06-24,65.9543,66.3397,65.7411,66.1429,1001857.0
2019-06-25,66.1921,66.6103,65.8395,66.1183,1806132.0
2019-06-26,66.0773,66.4135,65.3885,65.4869,2125980.0
2019-06-27,65.7247,66.0117,65.4787,65.9215,1708486.0
2019-06-28,66.0445,67.1843,65.7493,66.8481,4831402.0
2019-06-29,66.0445,67.1843,65.7493,66.8481,4831402.0
2019-06-30,66.0445,67.1843,65.7493,66.8481,4831402.0
2019-07-01,67.6845,68.2094,67.1843,67.7911,1468563.0
2019-07-02,67.9387,67.9387,66.9383,67.2089,935856.0
2019-07-03,67.2499,67.7173,66.9219,67.7173,826492.0
2019-07-04,67.2499,67.7173,66.9219,67.7173,826492.0
2019-07-05,67.0859,67.1597,65.5197,66.4053,1058039.0
2019-07-06,67.0859,67.1597,65.5197,66.4053,1058039.0
2019-07-07,67.0859,67.1597,65.5197,66.4053,1058039.0
2019-07-08,66.2413,66.6513,65.7329,65.9707,1106109.0
2019-07-09,65.7985,65.9953,65.5443,65.8231,1403642.0
2019-07-10,65.9215,66.4381,65.0564,65.1015,1094000.0
2019-07-11,65.1015,65.4459,64.8637,65.3557,1594055.0
2019-07-12,65.8067,66.6923,65.8067,66.6759,852001.0
2019-07-13,65.8067,66.6923,65.8067,66.6759,852001.0
2019-07-14,65.8067,66.6923,65.8067,66.6759,852001.0
2019-07-15,66.7497,66.7825,65.9133,66.2167,768871.0
2019-07-16,66.1757,66.8891,66.0896,66.7579,956807.0
2019-07-17,66.6349,66.7907,65.2819,65.3557,1169204.0
2019-07-18,65.2081,65.5525,64.5685,64.8637,1879620.0
2019-07-19,65.1179,65.3803,64.3389,64.3799,2866001.0
2019-07-20,65.1179,65.3803,64.3389,64.3799,2866001.0
2019-07-21,65.1179,65.3803,64.3389,64.3799,2866001.0
2019-07-22,64.2897,64.9375,64.2897,64.7735,1514167.0
2019-07-23,65.1835,66.9383,65.1753,66.7743,1820956.0
2019-07-24,66.5201,67.8895,66.3643,67.4467,1311963.0
2019-07-25,67.4795,67.6599,66.7661,67.0777,1651393.0
2019-07-26,60.8374,65.1999,60.8374,64.3307,5223877.0
2019-07-27,60.8374,65.1999,60.8374,64.3307,5223877.0
2019-07-28,60.8374,65.1999,60.8374,64.3307,5223877.0
2019-07-29,64.1093,64.2405,62.4938,63.0022,3040301.0
2019-07-30,62.6332,62.994,62.3216,62.9776,1842232.0
2019-07-31,62.8546,63.035,61.764,62.3626,2104298.0
2019-08-01,62.2232,62.3503,60.0506,60.4766,1995019.0
2019-08-02,60.4356,60.5176,58.9185,60.3864,2103317.0
2019-08-03,60.4356,60.5176,58.9185,60.3864,2103317.0
2019-08-04,60.4356,60.5176,58.9185,60.3864,2103317.0
2019-08-05,58.0985,58.6561,57.5081,57.7377,2497199.0
2019-08-06,58.0001,58.6315,57.4015,58.5659,1976463.0
2019-08-07,57.7049,58.3773,57.1145,58.3363,1942387.0
2019-08-08,58.6889,59.0743,58.3281,58.9103,1463795.0
2019-08-09,58.7627,58.7709,57.5983,57.8115,1322591.0
2019-08-10,58.7627,58.7709,57.5983,57.8115,1322591.0
2019-08-11,58.7627,58.7709,57.5983,57.8115,1322591.0
2019-08-12,57.3687,57.5983,56.6061,56.6389,1198444.0
2019-08-13,56.8603,58.3773,56.4995,57.4097,1158168.0
2019-08-14,56.4749,56.6225,54.9332,55.212,2245868.0
2019-08-15,55.3678,55.4703,54.679,55.212,1353395.0
2019-08-16,55.7286,56.7537,55.5851,56.5241,2405392.0
2019-08-17,55.7286,56.7537,55.5851,56.5241,2405392.0
2019-08-18,55.7286,56.7537,55.5851,56.5241,2405392.0
2019-08-19,57.3277,57.7254,57.0899,57.4671,1081095.0
2019-08-20,57.2949,57.7459,56.8603,57.4097,1800754.0
2019-08-21,58.1149,58.1805,57.4753,57.6065,1321450.0
2019-08-22,57.9263,58.1067,57.1637,57.1965,1159019.0
2019-08-23,56.8603,57.4425,55.786,56.0648,1643591.0
2019-08-24,56.8603,57.4425,55.786,56.0648,1643591.0
2019-08-25,56.8603,57.4425,55.786,56.0648,1643591.0
2019-08-26,56.5979,56.7209,55.6466,56.6963,2003219.0
2019-08-27,57.1801,57.4917,56.5077,56.6061,1184688.0
2019-08-28,56.2206,57.1391,56.114,57.1063,1495152.0
2019-08-29,57.8532,58.1323,57.2704,58.0256,1079912.0
2019-08-30,58.4771,58.748,58.0913,58.198,1614361.0
2019-08-31,58.4771,58.748,58.0913,58.198,1614361.0
2019-09-01,58.4771,58.748,58.0913,58.198,1614361.0
2019-09-02,58.4771,58.748,58.0913,58.198,1614361.0
2019-09-03,57.5824,57.8122,56.5891,56.6548,1485261.0
2019-09-04,56.6138,56.8436,53.7818,54.9639,7385761.0
2019-09-05,55.5959,56.2854,55.4071,55.8996,4264788.0
2019-09-06,56.228,56.6876,55.9981,56.2033,3043380.0
2019-09-07,56.228,56.6876,55.9981,56.2033,3043380.0
2019-09-08,56.228,56.6876,55.9981,56.2033,3043380.0
2019-09-09,56.2033,56.507,55.6452,55.8257,3339374.0
2019-09-10,55.8996,56.6876,55.8257,56.3182,2494146.0
2019-09-11,56.5317,57.9435,56.0063,57.9435,2322659.0
2019-09-12,58.0749,58.2554,56.9626,57.4428,1593303.0
2019-09-13,57.4428,57.7547,57.3197,57.4756,1555980.0
2019-09-14,57.4428,57.7547,57.3197,57.4756,1555980.0
2019-09-15,57.4428,57.7547,57.3197,57.4756,1555980.0
2019-09-16,57.2294,57.6111,57.0078,57.0488,1510419.0
2019-09-17,56.9093,57.213,56.4003,56.6876,1357698.0
2019-09-18,56.3675,57.2376,56.0227,57.2048,1724139.0
2019-09-19,57.1966,57.648,56.466,56.466,1580286.0
2019-09-20,56.5153,56.7779,55.7601,55.9653,5994431.0
2019-09-21,56.5153,56.7779,55.7601,55.9653,5994431.0
2019-09-22,56.5153,56.7779,55.7601,55.9653,5994431.0
2019-09-23,55.6534,56.1869,55.5302,55.7765,1991374.0
2019-09-24,55.7437,56.0063,54.5781,54.9474,3027910.0
2019-09-25,54.9967,55.8175,54.8571,55.6862,2335233.0
2019-09-26,55.678,56.4988,55.2265,55.8011,2477509.0
2019-09-27,56.1459,56.6302,55.678,56.31,2148223.0
2019-09-28,56.1459,56.6302,55.678,56.31,2148223.0
2019-09-29,56.1459,56.6302,55.678,56.31,2148223.0
2019-09-30,56.6138,56.7615,56.0145,56.2772,2233334.0
2019-10-01,56.6055,56.8272,54.34,54.4057,3189564.0
2019-10-02,53.7244,54.1266,52.2633,52.8871,4372385.0
2019-10-03,52.7147,54.1225,52.1319,53.9132,2470833.0
2019-10-04,53.9296,54.6191,53.5438,54.5863,1440610.0
2019-10-05,53.9296,54.6191,53.5438,54.5863,1440610.0
2019-10-06,53.9296,54.6191,53.5438,54.5863,1440610.0
2019-10-07,54.3811,54.5616,53.8393,53.8803,1424351.0
2019-10-08,53.2237,53.355,52.6162,52.7312,1494976.0
2019-10-09,53.3632,53.3632,52.4685,53.2483,1672558.0
2019-10-10,53.1005,53.9624,53.1005,53.708,1291563.0
2019-10-11,54.3893,56.1951,54.3893,55.7765,3218570.0
2019-10-12,54.3893,56.1951,54.3893,55.7765,3218570.0
2019-10-13,54.3893,56.1951,54.3893,55.7765,3218570.0
2019-10-14,55.481,55.8668,55.2265,55.7847,1537514.0
2019-10-15,55.7437,57.1555,55.6862,57.057,2317978.0
2019-10-16,56.9257,57.5741,56.7123,56.9257,2121960.0
2019-10-17,57.2786,58.3375,57.1186,58.2062,1696271.0
2019-10-18,57.8204,58.5674,57.7137,58.2308,1680739.0
2019-10-19,57.8204,58.5674,57.7137,58.2308,1680739.0
2019-10-20,57.8204,58.5674,57.7137,58.2308,1680739.0
2019-10-21,58.6084,59.4128,58.4032,59.0352,1796053.0
2019-10-22,58.7726,59.8274,58.3047,59.3143,1370929.0
2019-10-23,59.2487,59.4703,58.8013,59.38,1507992.0
2019-10-24,59.3636,59.3636,57.8368,58.6987,2201339.0
2019-10-25,58.5674,58.5674,55.4153,56.113,4259147.0
2019-10-26,58.5674,58.5674,55.4153,56.113,4259147.0
2019-10-27,58.5674,58.5674,55.4153,56.113,4259147.0
2019-10-28,56.1295,57.7958,56.1295,56.3429,3168215.0
2019-10-29,56.1541,56.5973,55.4892,56.2197,4505084.0
2019-10-30,56.072,57.2786,55.8422,56.9831,1767797.0
2019-10-31,56.8108,56.9831,56.0966,56.6384,1356015.0
2019-11-01,57.1555,58.945,56.9913,58.9367,2151762.0
2019-11-02,57.1555,58.945,56.9913,58.9367,2151762.0
2019-11-03,57.1555,58.945,56.9913,58.9367,2151762.0
2019-11-04,59.3472,60.7262,58.9367,60.521,2568688.0
2019-11-05,60.6687,61.0299,59.9053,60.3404,1653314.0
2019-11-06,60.2337,60.2419,59.6468,60.0777,1357063.0
2019-11-07,60.3732,60.4799,59.2323,59.339,1430482.0
2019-11-08,59.2897,59.8643,59.0311,59.8233,860775.0
2019-11-09,59.2897,59.8643,59.0311,59.8233,860775.0
2019-11-10,59.2897,59.8643,59.0311,59.8233,860775.0
2019-11-11,59.2815,59.774,59.0435,59.1666,1254493.0
2019-11-12,59.1173,59.6345,58.9039,59.183,1575949.0
2019-11-13,58.6741,58.986,58.239,58.2637,1310897.0
2019-11-14,58.5674,58.8875,58.2472,58.3868,1440538.0
2019-11-15,58.6577,59.7124,58.5509,58.7972,1926100.0
2019-11-16,58.6577,59.7124,58.5509,58.7972,1926100.0
2019-11-17,58.6577,59.7124,58.5509,58.7972,1926100.0
2019-11-18,58.633,58.7644,58.239,58.4032,1242284.0
2019-11-19,58.5674,58.7726,58.0584,58.3622,1669794.0
2019-11-20,58.1323,58.3704,57.5331,57.5413,2629796.0
2019-11-21,57.6891,58.5592,57.254,58.2226,1826878.0
2019-11-22,58.5099,58.6412,57.7547,58.0338,1326861.0
2019-11-23,58.5099,58.6412,57.7547,58.0338,1326861.0
2019-11-24,58.5099,58.6412,57.7547,58.0338,1326861.0
2019-11-25,58.0584,58.8629,57.8861,58.6741,1839750.0
2019-11-26,58.8136,59.2651,58.748,59.224,1111139.0
2019-11-27,59.2405,59.5239,58.9529,59.4541,968397.0
2019-11-28,59.2405,59.5239,58.9529,59.4541,968397.0
2019-11-29,59.4541,59.4541,59.109,59.298,762045.0
2019-11-30,59.4541,59.4541,59.109,59.298,762045.0
2019-12-01,59.4541,59.4541,59.109,59.298,762045.0
2019-12-02,59.6842,59.9635,58.9529,58.9775,1980225.0
2019-12-03,58.4106,58.5667,57.7615,58.427,2011223.0
2019-12-04,58.6489,59.6842,58.6489,58.6735,2008417.0
2019-12-05,58.7064,59.7252,58.6078,59.4048,1997682.0
2019-12-06,59.9471,60.4318,59.8567,59.8731,1741125.0
2019-12-07,59.9471,60.4318,59.8567,59.8731,1741125.0
2019-12-08,59.9471,60.4318,59.8567,59.8731,1741125.0
2019-12-09,61.689,62.5517,60.6373,60.9166,2942829.0
2019-12-10,60.9248,61.1056,60.6044,60.6701,1776079.0
2019-12-11,61.385,62.2477,61.0316,61.5986,2535891.0
2019-12-12,61.5986,62.6914,61.2124,62.5846,2222038.0
2019-12-13,62.4942,63.0844,61.7711,61.7793,1537006.0
2019-12-14,62.4942,63.0844,61.7711,61.7793,1537006.0
2019-12-15,62.4942,63.0844,61.7711,61.7793,1537006.0
2019-12-16,62.3052,63.02,61.919,62.5763,1826046.0
2019-12-17,62.5106,63.1104,62.1655,63.0529,1722694.0
2019-12-18,62.9707,63.1351,62.5435,62.9707,1954730.0
2019-12-19,63.0447,63.2501,62.7982,62.9789,1586514.0
2019-12-20,63.5048,63.5048,62.223,62.2312,3584949.0
2019-12-21,63.5048,63.5048,62.223,62.2312,3584949.0
2019-12-22,63.5048,63.5048,62.223,62.2312,3584949.0
2019-12-23,62.3874,63.1597,61.9355,63.1433,1503796.0
2019-12-24,63.324,63.513,62.6092,62.7653,270101.0
2019-12-25,63.324,63.513,62.6092,62.7653,270101.0
2019-12-26,62.9707,63.1556,62.3791,62.6831,830587.0
2019-12-27,62.8475,62.9954,62.5928,62.9214,781318.0
2019-12-28,62.8475,62.9954,62.5928,62.9214,781318.0
2019-12-29,62.8475,62.9954,62.5928,62.9214,781318.0
2019-12-30,62.9625,63.1515,62.4613,62.6749,646890.0
2019-12-31,62.6092,62.8886,62.4284,62.7653,865494.0
2020-01-01,62.6092,62.8886,62.4284,62.7653,865494.0
2020-01-02,63.2665,63.7266,62.8721,63.7184,1493690.0
2020-01-03,62.6092,63.5541,62.4695,63.4555,1143496.0
2020-01-04,62.6092,63.5541,62.4695,63.4555,1143496.0
2020-01-05,62.6092,63.5541,62.4695,63.4555,1143496.0
2020-01-06,62.6996,63.2591,62.4202,63.1268,1986789.0
2020-01-07,63.1186,63.3487,62.5928,63.3322,1695420.0
2020-01-08,63.3158,63.513,62.7735,63.2747,2287166.0
2020-01-09,63.628,64.6304,63.628,64.0717,2785066.0
2020-01-10,64.1785,64.6058,63.8006,64.0882,2112049.0
2020-01-11,64.1785,64.6058,63.8006,64.0882,2112049.0
2020-01-12,64.1785,64.6058,63.8006,64.0882,2112049.0
2020-01-13,64.0882,64.8112,63.9403,64.7455,2350599.0
2020-01-14,64.7455,65.2344,64.2609,64.3675,1917092.0
2020-01-15,64.5647,64.9016,63.7759,64.0882,1192687.0
2020-01-16,64.4743,64.8605,63.6773,64.3018,1074533.0
2020-01-17,64.2196,65.0577,64.2196,64.729,1451226.0
2020-01-18,64.2196,65.0577,64.2196,64.729,1451226.0
2020-01-19,64.2196,65.0577,64.2196,64.729,1451226.0
2020-01-20,64.2196,65.0577,64.2196,64.729,1451226.0
2020-01-21,64.4004,64.4579,63.6609,64.2361,1480273.0
2020-01-22,64.6222,64.8317,63.7677,63.8088,1403236.0
2020-01-23,63.5623,63.9731,63.1186,63.7513,936910.0
2020-01-24,63.9156,64.0389,62.6503,63.1926,1153460.0
2020-01-25,63.9156,64.0389,62.6503,63.1926,1153460.0
2020-01-26,63.9156,64.0389,62.6503,63.1926,1153460.0
2020-01-27,62.0258,62.3093,61.2864,61.311,1397715.0
2020-01-28,61.385,62.1326,61.1631,61.6479,1824166.0
2020-01-29,62.0998,62.4202,61.7629,61.8779,1396454.0
2020-01-30,61.5739,62.6749,61.385,62.6092,1608058.0
2020-01-31,62.2805,62.3956,61.2617,61.5657,2004536.0
2020-02-01,62.2805,62.3956,61.2617,61.5657,2004536.0
2020-02-02,62.2805,62.3956,61.2617,61.5657,2004536.0
2020-02-03,62.0176,62.5353,61.2752,61.4425,1618591.0
2020-02-04,62.1737,63.0241,62.1655,62.8475,2095071.0
2020-02-05,63.7184,63.8252,63.2131,63.7266,1165244.0
2020-02-06,63.891,64.1128,63.1679,63.9485,1979237.0
2020-02-07,63.398,66.2326,63.3487,64.9262,3676930.0
2020-02-08,63.398,66.2326,63.3487,64.9262,3676930.0
2020-02-09,63.398,66.2326,63.3487,64.9262,3676930.0
2020-02-10,64.5565,65.2138,64.2278,65.1892,1514856.0
2020-02-11,65.296,65.6575,64.992,65.2385,1839748.0
2020-02-12,65.7314,65.8136,64.6017,64.9098,1746467.0
2020-02-13,64.4661,64.6469,63.3076,63.4637,2093500.0
2020-02-14,63.5705,63.9813,63.4473,63.932,1168720.0
2020-02-15,63.5705,63.9813,63.4473,63.932,1168720.0
2020-02-16,63.5705,63.9813,63.4473,63.932,1168720.0
2020-02-17,63.5705,63.9813,63.4473,63.932,1168720.0
2020-02-18,63.7266,64.0799,63.1022,63.8006,1110030.0
2020-02-19,64.0635,64.0717,63.0447,63.1515,1326461.0
2020-02-20,63.0693,63.5459,62.6503,63.094,1417372.0
2020-02-21,62.6667,62.8639,62.1737,62.2888,1128422.0
2020-02-22,62.6667,62.8639,62.1737,62.2888,1128422.0
2020-02-23,62.6667,62.8639,62.1737,62.2888,1128422.0
2020-02-24,60.6044,60.6208,59.3391,59.6102,1808332.0
2020-02-25,59.8813,59.9882,57.4821,57.7451,2618190.0
2020-02-26,58.3038,59.0844,57.7533,58.1312,3169808.0
2020-02-27,57.2018,59.5376,56.8819,57.8105,4059902.0
2020-02-28,56.1656,57.0171,55.4829,56.8811,3845734.0
2020-02-29,56.1656,57.0171,55.4829,56.8811,3845734.0
2020-03-01,56.1656,57.0171,55.4829,56.8811,3845734.0
