,FLO US Equity,FLO US Equity,FLO US Equity,FLO US Equity,FLO US Equity
2020-02-01,18.8761,18.9192,18.5141,18.5572,875398.0
2020-02-02,18.8761,18.9192,18.5141,18.5572,875398.0
2020-02-03,18.5917,18.7986,18.5831,18.7641,910272.0
2020-02-04,18.8589,18.8761,18.652,18.7641,1461047.0
2020-02-05,18.8158,18.8244,18.6132,18.7296,1695906.0
2020-02-06,19.2209,19.7381,18.7167,18.8417,3018843.0
2020-02-07,18.8847,19.4622,18.8847,19.2209,2566703.0
2020-02-08,18.8847,19.4622,18.8847,19.2209,2566703.0
2020-02-09,18.8847,19.4622,18.8847,19.2209,2566703.0
2020-02-10,19.2295,19.3674,19.083,19.2985,1345861.0
2020-02-11,19.2899,19.3674,19.195,19.3071,750397.0
2020-02-12,19.2985,19.3416,19.1778,19.1864,1016797.0
2020-02-13,19.1088,19.3459,19.0313,19.2985,1048984.0
2020-02-14,19.3071,19.4536,19.2381,19.4105,872006.0
2020-02-15,19.3071,19.4536,19.2381,19.4105,872006.0
2020-02-16,19.3071,19.4536,19.2381,19.4105,872006.0
2020-02-17,19.3071,19.4536,19.2381,19.4105,872006.0
2020-02-18,19.3329,19.4019,19.195,19.2123,1994101.0
2020-02-19,19.2123,19.2726,19.1002,19.1088,872984.0
2020-02-20,19.1261,19.1606,19.0227,19.1433,1081538.0
2020-02-21,19.083,19.1476,18.9623,19.014,1244525.0
2020-02-22,19.083,19.1476,18.9623,19.014,1244525.0
2020-02-23,19.083,19.1476,18.9623,19.014,1244525.0
2020-02-24,18.7986,19.0442,18.7727,18.9537,1208526.0
2020-02-25,18.9365,19.0227,18.6521,18.6951,960891.0
2020-02-26,18.7986,19.3157,18.6606,19.1864,2767224.0
2020-02-27,19.1256,19.5515,18.8648,19.4124,3454623.0
2020-02-28,19.169,19.1908,18.2388,18.717,4132978.0
2020-02-29,19.169,19.1908,18.2388,18.717,4132978.0
2020-03-01,19.169,19.1908,18.2388,18.717,4132978.0
2020-03-02,18.6996,19.5776,18.6474,19.4994,2534737.0
2020-03-03,19.5428,19.9775,19.4472,19.8906,2289946.0
2020-03-04,20.134,20.5339,20.0818,20.4557,1738572.0
2020-03-05,20.2296,20.4209,20.0427,20.2557,1944908.0
2020-03-06,19.8819,20.447,19.7254,20.4035,1368813.0
2020-03-07,19.8819,20.447,19.7254,20.4035,1368813.0
2020-03-08,19.8819,20.447,19.7254,20.4035,1368813.0
2020-03-09,19.5602,21.2989,18.6909,19.4907,1967078.0
2020-03-10,19.6124,19.8732,18.717,19.4907,2509791.0
2020-03-11,19.1603,19.2038,18.63,19.0212,2090241.0
2020-03-12,18.0737,18.2977,17.0913,17.8302,2015352.0
2020-03-13,18.3953,19.6646,18.1606,19.6559,2522291.0
2020-03-14,18.3953,19.6646,18.1606,19.6559,2522291.0
2020-03-15,18.3953,19.6646,18.1606,19.6559,2522291.0
2020-03-16,18.2475,19.4385,17.3347,18.4996,2072918.0
2020-03-17,18.7344,21.212,18.6996,21.1077,2609100.0
2020-03-18,19.934,21.8031,19.4994,20.3426,2514613.0
2020-03-19,20.3948,20.7078,19.2125,19.9167,1617682.0
2020-03-20,19.6559,20.134,18.4301,18.604,1998597.0
2020-03-21,19.6559,20.134,18.4301,18.604,1998597.0
2020-03-22,19.6559,20.134,18.4301,18.604,1998597.0
2020-03-23,18.5518,18.6474,16.7436,16.9261,2198707.0
2020-03-24,17.2478,17.8128,16.3871,16.561,1771099.0
2020-03-25,16.4828,16.9605,15.144,15.4222,3682933.0
2020-03-26,15.4308,17.1695,15.4135,17.0217,4445910.0
2020-03-27,16.7783,17.4477,16.5262,16.987,1257041.0
2020-03-28,16.7783,17.4477,16.5262,16.987,1257041.0
2020-03-29,16.7783,17.4477,16.5262,16.987,1257041.0
2020-03-30,17.3869,18.4562,17.0304,18.3258,1932952.0
2020-03-31,18.291,18.6648,17.6911,17.8389,2352965.0
2020-04-01,17.4216,18.2041,17.2217,18.0389,1545520.0
2020-04-02,17.8389,18.5431,17.7433,18.4562,1294721.0
2020-04-03,18.3345,18.63,18.1345,18.4301,1169704.0
2020-04-04,18.3345,18.63,18.1345,18.4301,1169704.0
2020-04-05,18.3345,18.63,18.1345,18.4301,1169704.0
2020-04-06,18.7865,19.1256,18.4735,19.0473,1774594.0
2020-04-07,18.9952,19.4559,18.83,19.0821,1886310.0
2020-04-08,18.9082,19.2516,18.63,19.0821,1569329.0
2020-04-09,18.9691,19.5124,18.9082,19.2733,1219108.0
2020-04-10,18.9691,19.5124,18.9082,19.2733,1219108.0
2020-04-11,18.9691,19.5124,18.9082,19.2733,1219108.0
2020-04-12,18.9691,19.5124,18.9082,19.2733,1219108.0
2020-04-13,19.1951,19.3081,18.8821,19.1603,863434.0
2020-04-14,19.5515,20.2296,19.2038,20.1427,1048742.0
2020-04-15,20.0992,20.134,19.6298,19.7167,1193122.0
2020-04-16,19.9688,20.4817,19.821,20.3339,1334508.0
2020-04-17,20.4904,20.5774,19.8862,20.1166,1337560.0
2020-04-18,20.4904,20.5774,19.8862,20.1166,1337560.0
2020-04-19,20.4904,20.5774,19.8862,20.1166,1337560.0
2020-04-20,20.0644,20.5774,19.934,20.2296,1789867.0
2020-04-21,20.1079,20.2383,19.5081,19.5776,1168233.0
2020-04-22,19.7428,19.8645,19.5081,19.6472,1061010.0
2020-04-23,19.595,19.6906,19.2038,19.2299,1014637.0
2020-04-24,19.4037,19.4211,19.1777,19.3255,894642.0
2020-04-25,19.4037,19.4211,19.1777,19.3255,894642.0
2020-04-26,19.4037,19.4211,19.1777,19.3255,894642.0
2020-04-27,19.5341,19.9949,19.482,19.7254,1086999.0
2020-04-28,19.8471,20.0036,19.7341,19.8558,1058463.0
2020-04-29,19.7863,19.821,19.1951,19.4472,3383262.0
2020-04-30,19.482,19.7863,18.9256,19.369,1690906.0
2020-05-01,19.256,19.7211,19.1734,19.3168,932690.0
2020-05-02,19.256,19.7211,19.1734,19.3168,932690.0
2020-05-03,19.256,19.7211,19.1734,19.3168,932690.0
2020-05-04,19.3168,19.4037,19.0038,19.0386,846963.0
2020-05-05,19.0299,19.2994,18.943,19.1343,1530719.0
2020-05-06,19.1169,19.2473,18.5692,18.5953,2193059.0
2020-05-07,18.7083,18.9169,18.4214,18.717,1643863.0
2020-05-08,18.9865,19.4863,18.9691,19.4472,828174.0
2020-05-09,18.9865,19.4863,18.9691,19.4472,828174.0
2020-05-10,18.9865,19.4863,18.9691,19.4472,828174.0
2020-05-11,19.4994,19.8906,19.4037,19.4994,2203641.0
2020-05-12,19.5602,19.7167,19.2994,19.5168,1456409.0
2020-05-13,19.595,20.0384,19.5168,19.6559,3231376.0
2020-05-14,19.8993,20.9599,19.4385,19.8297,2527596.0
2020-05-15,19.8297,20.2209,19.6341,19.7254,1640554.0
2020-05-16,19.8297,20.2209,19.6341,19.7254,1640554.0
2020-05-17,19.8297,20.2209,19.6341,19.7254,1640554.0
2020-05-18,19.7776,20.3166,19.382,20.1688,1697954.0
2020-05-19,20.1601,20.499,20.0731,20.0731,923399.0
2020-05-20,20.2296,20.3079,19.821,19.8819,912520.0
2020-05-21,19.934,19.934,19.6472,19.8384,1331679.0
2020-05-22,19.7689,19.934,19.5124,19.8993,1874140.0
2020-05-23,19.7689,19.934,19.5124,19.8993,1874140.0
2020-05-24,19.7689,19.934,19.5124,19.8993,1874140.0
2020-05-25,19.7689,19.934,19.5124,19.8993,1874140.0
2020-05-26,20.0558,20.1427,19.7428,19.795,1283811.0
2020-05-27,19.795,20.1253,19.6559,20.0992,1053622.0
2020-05-28,20.2209,20.4035,20.0644,20.3513,769700.0
2020-05-29,20.3079,20.5774,20.0731,20.5078,1061269.0
2020-05-30,20.3079,20.5774,20.0731,20.5078,1061269.0
2020-05-31,20.3079,20.5774,20.0731,20.5078,1061269.0
2020-06-01,20.6295,20.673,20.4165,20.4643,736837.0
2020-06-02,20.4817,20.5122,20.1601,20.2557,1245301.0
2020-06-03,20.2905,20.3774,19.8732,19.8819,1269991.0
2020-06-04,19.7942,20.0573,19.724,19.8468,1285254.0
2020-06-05,19.8907,20.031,19.7723,19.9608,779766.0
2020-06-06,19.8907,20.031,19.7723,19.9608,779766.0
2020-06-07,19.8907,20.031,19.7723,19.9608,779766.0
2020-06-08,19.8819,20.3818,19.8556,20.3555,900879.0
2020-06-09,20.3555,20.3906,20.0047,20.2502,754244.0
2020-06-10,20.3818,20.5484,20.0485,20.145,1151698.0
2020-06-11,20.0047,20.0836,19.3995,19.5837,1529434.0
2020-06-12,19.7328,19.7766,19.2504,19.496,1310051.0
2020-06-13,19.7328,19.7766,19.2504,19.496,1310051.0
2020-06-14,19.7328,19.7766,19.2504,19.496,1310051.0
2020-06-15,19.4346,19.8907,19.2592,19.8556,1407270.0
2020-06-16,20.0397,20.1888,19.7503,20.0573,750789.0
2020-06-17,20.1362,20.3467,20.0222,20.145,797197.0
2020-06-18,20.0748,20.3116,20.0222,20.0748,569408.0
2020-06-19,20.1976,20.3555,19.9345,19.9959,2932092.0
2020-06-20,20.1976,20.3555,19.9345,19.9959,2932092.0
2020-06-21,20.1976,20.3555,19.9345,19.9959,2932092.0
2020-06-22,19.9257,19.9257,19.6012,19.6539,932254.0
2020-06-23,19.8205,19.8994,19.4697,19.496,1145124.0
2020-06-24,19.3908,19.6802,19.3732,19.5749,775900.0
2020-06-25,19.6188,19.6977,19.3425,19.5749,869583.0
2020-06-26,19.6451,19.6714,19.2767,19.2943,1400053.0
2020-06-27,19.6451,19.6714,19.2767,19.2943,1400053.0
2020-06-28,19.6451,19.6714,19.2767,19.2943,1400053.0
2020-06-29,19.3557,19.7372,19.3381,19.4785,845531.0
2020-06-30,19.5749,19.6802,19.4785,19.61,818547.0
2020-07-01,19.5486,19.724,19.4521,19.5135,636101.0
2020-07-02,19.6626,19.7328,19.4346,19.4697,683717.0
2020-07-03,19.6626,19.7328,19.4346,19.4697,683717.0
2020-07-04,19.6626,19.7328,19.4346,19.4697,683717.0
2020-07-05,19.6626,19.7328,19.4346,19.4697,683717.0
2020-07-06,19.6276,19.7591,19.2022,19.3381,1079794.0
2020-07-07,19.2767,19.4872,19.189,19.3118,760463.0
2020-07-08,19.2855,19.4346,19.1715,19.2592,771590.0
2020-07-09,19.1627,19.2855,18.9873,19.0224,431496.0
2020-07-10,19.0136,19.2855,19.0005,19.268,441656.0
2020-07-11,19.0136,19.2855,19.0005,19.268,441656.0
2020-07-12,19.0136,19.2855,19.0005,19.268,441656.0
2020-07-13,19.3294,19.3469,19.0926,19.1277,803939.0
2020-07-14,19.154,19.4521,19.1013,19.4083,744839.0
2020-07-15,19.5135,19.6276,19.2417,19.2943,792869.0
2020-07-16,19.2943,19.4346,19.189,19.2943,355656.0
2020-07-17,19.3469,19.439,19.1978,19.2066,374473.0
2020-07-18,19.3469,19.439,19.1978,19.2066,374473.0
2020-07-19,19.3469,19.439,19.1978,19.2066,374473.0
2020-07-20,19.2066,19.4872,18.8996,19.154,877257.0
2020-07-21,19.2241,20.0178,19.189,19.9959,2455923.0
2020-07-22,19.9433,19.952,19.5092,19.7416,863527.0
2020-07-23,19.803,19.9477,19.7196,19.7591,492679.0
2020-07-24,19.8205,19.952,19.5881,19.6714,450855.0
2020-07-25,19.8205,19.952,19.5881,19.6714,450855.0
2020-07-26,19.8205,19.952,19.5881,19.6714,450855.0
2020-07-27,19.6012,19.8731,19.6012,19.7854,577228.0
2020-07-28,19.7679,20.0397,19.7679,19.8468,642730.0
2020-07-29,19.9257,20.0047,19.7416,19.8907,625988.0
2020-07-30,19.803,19.8424,19.5048,19.8117,731142.0
2020-07-31,19.7153,20.0134,19.6451,19.952,1093926.0
2020-08-01,19.7153,20.0134,19.6451,19.952,1093926.0
2020-08-02,19.7153,20.0134,19.6451,19.952,1093926.0
2020-08-03,19.9608,20.4519,19.9608,20.3906,1003252.0
2020-08-04,20.2941,20.6931,20.2678,20.6537,787403.0
2020-08-05,20.7326,20.7589,20.2678,20.3906,794904.0
2020-08-06,20.3555,20.5835,20.3555,20.5221,647100.0
2020-08-07,20.4519,21.0308,20.2064,20.8554,1021362.0
2020-08-08,20.4519,21.0308,20.2064,20.8554,1021362.0
2020-08-09,20.4519,21.0308,20.2064,20.8554,1021362.0
2020-08-10,20.9782,21.386,20.9431,21.1097,1231124.0
2020-08-11,21.1623,21.4254,20.9431,21.2851,1564249.0
2020-08-12,21.329,21.671,21.2413,21.5833,1038476.0
2020-08-13,21.6184,21.7236,21.4254,21.4605,846604.0
2020-08-14,21.4342,21.7455,21.3465,21.5044,850996.0
2020-08-15,21.4342,21.7455,21.3465,21.5044,850996.0
2020-08-16,21.4342,21.7455,21.3465,21.5044,850996.0
2020-08-17,21.4868,21.9823,21.478,21.7148,629965.0
2020-08-18,21.7061,22.0481,21.5833,22.0043,760237.0
2020-08-19,21.9516,22.0814,21.8201,21.9429,541338.0
2020-08-20,21.9166,22.0569,21.7499,21.7675,483075.0
2020-08-21,21.7236,21.8201,21.5351,21.6184,578172.0
2020-08-22,21.7236,21.8201,21.5351,21.6184,578172.0
2020-08-23,21.7236,21.8201,21.5351,21.6184,578172.0
2020-08-24,21.6096,21.9078,21.5219,21.8201,544208.0
2020-08-25,21.9429,22.013,21.6973,21.9516,630813.0
2020-08-26,21.8902,21.9779,21.7236,21.8289,573945.0
2020-08-27,21.9084,22.1913,21.8731,21.8819,647301.0
2020-08-28,21.8996,21.9349,21.3337,21.5901,766219.0
2020-08-29,21.8996,21.9349,21.3337,21.5901,766219.0
2020-08-30,21.8996,21.9349,21.3337,21.5901,766219.0
2020-08-31,21.4752,21.652,21.431,21.6255,734588.0
2020-09-01,21.6255,21.6609,21.2542,21.3691,571065.0
2020-09-02,21.3514,21.8112,21.3426,21.6697,677602.0
2020-09-03,21.6962,21.9791,21.1569,21.2984,778903.0
2020-09-04,21.3514,21.3956,20.8563,21.263,747095.0
2020-09-05,21.3514,21.3956,20.8563,21.263,747095.0
2020-09-06,21.3514,21.3956,20.8563,21.263,747095.0
2020-09-07,21.3514,21.3956,20.8563,21.263,747095.0
2020-09-08,21.2807,21.3868,20.7237,20.8033,802831.0
2020-09-09,20.8828,21.2188,20.8475,20.9801,493931.0
2020-09-10,20.8917,21.0597,20.7458,20.7591,426161.0
2020-09-11,20.9005,20.9182,20.6485,20.6972,501437.0
2020-09-12,20.9005,20.9182,20.6485,20.6972,501437.0
2020-09-13,20.9005,20.9182,20.6485,20.6972,501437.0
2020-09-14,20.7944,20.8342,20.5469,20.5734,798813.0
2020-09-15,20.5911,20.7149,20.3347,20.5734,719413.0
2020-09-16,20.6176,20.8828,20.3966,20.6972,1353731.0
2020-09-17,20.5204,20.8386,20.4143,20.706,1345906.0
2020-09-18,20.7325,20.8386,20.5822,20.7856,2544366.0
2020-09-19,20.7325,20.8386,20.5822,20.7856,2544366.0
2020-09-20,20.7325,20.8386,20.5822,20.7856,2544366.0
2020-09-21,20.7237,21.0597,20.5027,20.7325,917427.0
2020-09-22,20.7944,21.1039,20.7944,20.8121,909225.0
2020-09-23,20.8475,20.9182,20.5999,20.6088,727500.0
2020-09-24,20.5646,20.9934,20.5646,20.8298,712448.0
2020-09-25,20.8121,21.0243,20.7149,20.9801,917634.0
2020-09-26,20.8121,21.0243,20.7149,20.9801,917634.0
2020-09-27,20.8121,21.0243,20.7149,20.9801,917634.0
2020-09-28,21.0508,21.3205,21.0508,21.2365,773144.0
2020-09-29,21.2276,21.3956,21.1481,21.3072,501722.0
2020-09-30,21.4045,21.6604,21.2453,21.5106,1351288.0
2020-10-01,21.5548,21.6358,21.3779,21.5901,653611.0
2020-10-02,21.5194,21.8421,21.4575,21.7758,630596.0
2020-10-03,21.5194,21.8421,21.4575,21.7758,630596.0
2020-10-04,21.5194,21.8421,21.4575,21.7758,630596.0
2020-10-05,21.8819,22.0897,21.7316,22.0322,564868.0
2020-10-06,21.9261,22.041,21.6892,21.7758,742427.0
2020-10-07,21.7846,21.8819,21.5194,21.7404,824468.0
2020-10-08,21.8377,21.8731,21.599,21.6697,727370.0
2020-10-09,21.6697,21.9526,21.6432,21.8288,622997.0
2020-10-10,21.6697,21.9526,21.6432,21.8288,622997.0
2020-10-11,21.6697,21.9526,21.6432,21.8288,622997.0
2020-10-12,21.8907,22.2267,21.8642,22.0676,1000241.0
2020-10-13,21.9526,22.1913,21.9084,22.0587,608751.0
2020-10-14,21.9968,22.156,21.8067,21.9615,659481.0
2020-10-15,21.8642,22.1648,21.7758,22.0587,543164.0
2020-10-16,22.0764,22.1029,21.9349,21.9968,377046.0
2020-10-17,22.0764,22.1029,21.9349,21.9968,377046.0
2020-10-18,22.0764,22.1029,21.9349,21.9968,377046.0
2020-10-19,21.988,22.0852,21.7846,21.8023,798648.0
2020-10-20,21.8465,21.8686,21.3603,21.4398,1619263.0
2020-10-21,21.3956,21.5194,21.21,21.2453,903957.0
2020-10-22,21.1746,21.3249,21.0597,21.2719,691176.0
2020-10-23,21.3161,21.484,21.2011,21.4398,402130.0
2020-10-24,21.3161,21.484,21.2011,21.4398,402130.0
2020-10-25,21.3161,21.484,21.2011,21.4398,402130.0
2020-10-26,21.3249,21.4222,21.2188,21.3514,635168.0
2020-10-27,21.431,21.6432,21.3603,21.3956,749112.0
2020-10-28,21.2453,21.4575,20.927,20.9978,954693.0
2020-10-29,20.9713,21.1039,20.7325,21.042,1824119.0
2020-10-30,20.9536,21.1304,20.7237,20.8475,892388.0
2020-10-31,20.9536,21.1304,20.7237,20.8475,892388.0
2020-11-01,20.9536,21.1304,20.7237,20.8475,892388.0
2020-11-02,21.0685,21.2453,20.9182,21.1304,768311.0
2020-11-03,21.2453,21.4752,21.1127,21.1923,538178.0
2020-11-04,21.2011,21.6874,21.1392,21.3691,712279.0
2020-11-05,21.484,21.6785,21.2188,21.5813,1312700.0
2020-11-06,21.5813,21.7758,20.5867,20.8475,832631.0
2020-11-07,21.5813,21.7758,20.5867,20.8475,832631.0
2020-11-08,21.5813,21.7758,20.5867,20.8475,832631.0
2020-11-09,21.3779,21.3779,19.7821,19.7954,1276728.0
2020-11-10,19.7954,20.317,19.592,19.8926,1618628.0
2020-11-11,20.0429,20.2905,19.8307,20.1048,1199509.0
2020-11-12,20.0252,20.2109,19.4904,19.6981,1090032.0
2020-11-13,19.8484,20.0385,19.5567,19.707,1170048.0
2020-11-14,19.8484,20.0385,19.5567,19.707,1170048.0
2020-11-15,19.8484,20.0385,19.5567,19.707,1170048.0
2020-11-16,19.7512,19.928,19.4064,19.5036,1602974.0
2020-11-17,19.3798,19.7689,19.203,19.6539,1383991.0
2020-11-18,19.6804,19.928,19.5743,19.592,1107044.0
2020-11-19,19.5832,19.9368,19.4152,19.8307,1157341.0
2020-11-20,19.7512,19.8219,19.2472,19.6981,1675495.0
2020-11-21,19.7512,19.8219,19.2472,19.6981,1675495.0
2020-11-22,19.7512,19.8219,19.2472,19.6981,1675495.0
2020-11-23,19.7512,19.9192,19.6186,19.8042,913069.0
2020-11-24,19.8484,20.0871,19.707,19.9368,1299327.0
2020-11-25,20.035,20.0974,19.6558,19.7584,887033.0
2020-11-26,20.035,20.0974,19.6558,19.7584,887033.0
2020-11-27,19.7138,19.8744,19.6246,19.8565,329545.0
2020-11-28,19.7138,19.8744,19.6246,19.8565,329545.0
2020-11-29,19.7138,19.8744,19.6246,19.8565,329545.0
2020-11-30,19.8565,19.9458,19.6558,19.7941,1542180.0
2020-12-01,19.7941,20.142,19.7941,20.0796,821229.0
2020-12-02,19.9547,20.0528,19.5577,19.7317,940828.0
2020-12-03,19.7227,19.919,19.6335,19.8209,868499.0
2020-12-04,19.8119,20.0439,19.7317,19.9993,741772.0
2020-12-05,19.8119,20.0439,19.7317,19.9993,741772.0
2020-12-06,19.8119,20.0439,19.7317,19.9993,741772.0
2020-12-07,19.919,20.1331,19.919,20.0617,1050411.0
2020-12-08,19.9725,20.142,19.9547,20.0617,603810.0
2020-12-09,20.1152,20.2892,20.0305,20.1509,706571.0
2020-12-10,20.1688,20.2267,19.9012,20.0171,501247.0
2020-12-11,19.9904,20.2,19.9814,20.0528,785529.0
2020-12-12,19.9904,20.2,19.9814,20.0528,785529.0
2020-12-13,19.9904,20.2,19.9814,20.0528,785529.0
2020-12-14,20.1866,20.5033,20.1777,20.4364,1103726.0
2020-12-15,20.4453,20.5702,20.3472,20.5256,920193.0
2020-12-16,20.5523,20.8289,20.3117,20.365,1076059.0
2020-12-17,20.472,20.6638,20.1598,20.4364,1291938.0
2020-12-18,20.5345,20.588,19.9636,20.1242,3963663.0
2020-12-19,20.5345,20.588,19.9636,20.1242,3963663.0
2020-12-20,20.5345,20.588,19.9636,20.1242,3963663.0
2020-12-21,19.9904,20.1643,19.7788,20.142,753465.0
2020-12-22,20.0974,20.3293,20.0974,20.2134,616103.0
2020-12-23,20.2134,20.6505,20.2134,20.5167,780128.0
2020-12-24,20.5077,20.6861,20.4631,20.6594,231749.0
2020-12-25,20.5077,20.6861,20.4631,20.6594,231749.0
2020-12-26,20.5077,20.6861,20.4631,20.6594,231749.0
2020-12-27,20.5077,20.6861,20.4631,20.6594,231749.0
2020-12-28,20.7397,20.8735,20.4007,20.4988,544732.0
2020-12-29,20.5434,20.6326,20.2936,20.3293,483841.0
2020-12-30,20.3382,20.5434,20.1509,20.1598,353700.0
2020-12-31,20.0706,20.2312,20.0171,20.1866,758332.0
2021-01-01,20.0706,20.2312,20.0171,20.1866,758332.0
2021-01-02,20.0706,20.2312,20.0171,20.1866,758332.0
2021-01-03,20.0706,20.2312,20.0171,20.1866,758332.0
2021-01-04,20.1866,20.4364,20.1331,20.4364,1421179.0
2021-01-05,20.4096,20.4988,20.1777,20.249,2695905.0
2021-01-06,20.249,20.6415,19.8565,20.2223,3436444.0
2021-01-07,20.2223,20.2223,19.7941,20.026,1412987.0
2021-01-08,20.0528,20.0528,19.4908,19.7406,1505826.0
2021-01-09,20.0528,20.0528,19.4908,19.7406,1505826.0
2021-01-10,20.0528,20.0528,19.4908,19.7406,1505826.0
2021-01-11,19.7406,19.8387,19.5711,19.7406,1081681.0
2021-01-12,19.6603,19.6915,19.4373,19.5711,1155907.0
2021-01-13,19.5711,19.5711,19.3213,19.4462,1299214.0
2021-01-14,19.5533,19.803,19.3927,19.7495,1056219.0
2021-01-15,19.7138,19.9725,19.6335,19.9368,1329702.0
2021-01-16,19.7138,19.9725,19.6335,19.9368,1329702.0
2021-01-17,19.7138,19.9725,19.6335,19.9368,1329702.0
2021-01-18,19.7138,19.9725,19.6335,19.9368,1329702.0
2021-01-19,19.9814,20.0318,19.6068,19.6692,895573.0
2021-01-20,19.6692,19.9458,19.4284,19.9368,983685.0
2021-01-21,19.9368,20.035,19.7495,19.7584,538705.0
2021-01-22,19.7673,20.0885,19.6871,20.0171,844601.0
2021-01-23,19.7673,20.0885,19.6871,20.0171,844601.0
2021-01-24,19.7673,20.0885,19.6871,20.0171,844601.0
2021-01-25,20.035,20.6326,20.0171,20.472,1160132.0
2021-01-26,20.472,20.6059,20.2535,20.5167,1140004.0
2021-01-27,20.4453,20.9983,20.3828,20.6951,1566055.0
2021-01-28,20.6148,21.1935,20.3962,20.6594,1530587.0
2021-01-29,20.6683,20.8824,20.4096,20.481,1329490.0
2021-01-30,20.6683,20.8824,20.4096,20.481,1329490.0
2021-01-31,20.6683,20.8824,20.4096,20.481,1329490.0
2021-02-01,20.481,20.6148,20.0796,20.1509,880469.0
2021-02-02,20.1777,20.3427,19.9279,20.1866,517216.0
2021-02-03,20.1242,20.2134,19.8119,20.0796,468071.0
2021-02-04,19.9725,20.1331,19.8119,19.9101,767995.0
2021-02-05,20.0617,20.1152,19.9279,19.9725,597957.0
2021-02-06,20.0617,20.1152,19.9279,19.9725,597957.0
2021-02-07,20.0617,20.1152,19.9279,19.9725,597957.0
2021-02-08,20.0974,20.1598,19.9368,20.1242,696876.0
2021-02-09,20.1955,20.3249,20.1063,20.2401,537260.0
2021-02-10,20.3293,20.3918,20.0796,20.2134,674397.0
2021-02-11,20.2223,20.249,19.9458,19.9725,1083088.0
2021-02-12,19.9993,20.2758,19.6335,20.1866,1278818.0
2021-02-13,19.9993,20.2758,19.6335,20.1866,1278818.0
2021-02-14,19.9993,20.2758,19.6335,20.1866,1278818.0
2021-02-15,19.9993,20.2758,19.6335,20.1866,1278818.0
2021-02-16,20.0974,20.1286,19.6692,19.9012,979078.0
2021-02-17,19.803,20.026,19.7495,19.9814,833944.0
2021-02-18,19.9725,19.9859,19.6425,19.7049,793459.0
2021-02-19,19.9814,20.1063,19.6068,19.7049,1716861.0
2021-02-20,19.9814,20.1063,19.6068,19.7049,1716861.0
2021-02-21,19.9814,20.1063,19.6068,19.7049,1716861.0
2021-02-22,19.7049,19.8387,19.4462,19.696,971638.0
2021-02-23,19.7495,19.9458,19.6335,19.8833,746954.0
2021-02-24,19.9279,20.1152,19.7673,19.7673,1340902.0
2021-02-25,19.7584,19.8922,19.5979,19.7763,981967.0
2021-02-26,19.8476,19.8476,19.3749,19.4016,1551090.0
2021-02-27,19.8476,19.8476,19.3749,19.4016,1551090.0
2021-02-28,19.8476,19.8476,19.3749,19.4016,1551090.0
2021-03-01,19.4284,19.5979,19.3704,19.4641,1011179.0
2021-03-02,19.5979,19.803,19.3927,19.7138,1325269.0
2021-03-03,19.9725,20.3026,19.7584,19.9814,1774022.0
2021-03-04,20.0714,20.4495,20.0264,20.1615,1341988.0
2021-03-05,20.1885,20.6925,20.1885,20.6655,1185880.0
2021-03-06,20.1885,20.6925,20.1885,20.6655,1185880.0
2021-03-07,20.1885,20.6925,20.1885,20.6655,1185880.0
