,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity
2022-05-13,64.0722,64.6477,63.631,64.5806,1802494.0
2022-05-14,64.0722,64.6477,63.631,64.5806,1802494.0
2022-05-15,64.0722,64.6477,63.631,64.5806,1802494.0
2022-05-16,64.7341,65.5398,64.4463,64.8683,1674530.0
2022-05-17,65.6357,66.5373,65.0985,66.2591,1728252.0
2022-05-18,65.981,66.1536,64.9739,65.1369,1296607.0
2022-05-19,64.4079,64.8204,62.4608,63.5831,1747055.0
2022-05-20,63.8324,64.3072,62.8541,63.7653,4058616.0
2022-05-21,63.8324,64.3072,62.8541,63.7653,4058616.0
2022-05-22,63.8324,64.3072,62.8541,63.7653,4058616.0
2022-05-23,64.5806,65.6453,64.0243,65.0698,1547065.0
2022-05-24,65.1849,66.0865,64.1106,65.9522,1468231.0
2022-05-25,65.4343,66.4414,65.4343,66.192,1228551.0
2022-05-26,66.7387,67.554,66.5085,67.2471,1103913.0
2022-05-27,67.3334,67.9185,67.132,67.9089,1203668.0
2022-05-28,67.3334,67.9185,67.132,67.9089,1203668.0
2022-05-29,67.3334,67.9185,67.132,67.9089,1203668.0
2022-05-30,67.3334,67.9185,67.132,67.9089,1203668.0
2022-05-31,67.4677,68.494,66.9401,68.2254,1709894.0
2022-06-01,68.1487,68.657,66.4462,67.7842,1283130.0
2022-06-02,67.8993,68.048,67.2135,68.0048,1343856.0
2022-06-03,67.7075,67.9971,67.5444,67.7267,1001068.0
2022-06-04,67.7075,67.9971,67.5444,67.7267,1001068.0
2022-06-05,67.7075,67.9971,67.5444,67.7267,1001068.0
2022-06-06,68.2926,68.8681,67.765,68.6379,775869.0
2022-06-07,68.3405,69.362,68.1199,69.3189,943993.0
2022-06-08,68.9256,68.9256,68.0432,68.1199,711284.0
2022-06-09,68.1391,68.3213,66.7867,66.8059,781524.0
2022-06-10,65.8179,66.24,65.1188,65.4726,857972.0
2022-06-11,65.8179,66.24,65.1188,65.4726,857972.0
2022-06-12,65.8179,66.24,65.1188,65.4726,857972.0
2022-06-13,64.36,64.83,63.2474,63.5927,1189396.0
2022-06-14,63.7557,64.6633,63.4488,64.0147,1319848.0
2022-06-15,64.571,65.5398,63.679,64.2737,1311735.0
2022-06-16,63.3625,63.938,62.691,63.5927,1621058.0
2022-06-17,63.7269,64.4943,63.0939,64.0914,2983388.0
2022-06-18,63.7269,64.4943,63.0939,64.0914,2983388.0
2022-06-19,63.7269,64.4943,63.0939,64.0914,2983388.0
2022-06-20,63.7269,64.4943,63.0939,64.0914,2983388.0
2022-06-21,65.2424,65.2424,64.101,64.7724,1550134.0
2022-06-22,63.9571,64.7245,63.5831,64.1969,1367258.0
2022-06-23,64.5039,65.0602,62.9404,63.2569,1410050.0
2022-06-24,63.6926,65.9576,63.3635,65.8512,2369183.0
2022-06-25,63.6926,65.9576,63.3635,65.8512,2369183.0
2022-06-26,63.6926,65.9576,63.3635,65.8512,2369183.0
2022-06-27,65.9576,67.066,65.7061,66.974,1298959.0
2022-06-28,67.4774,68.1646,66.5868,66.8772,1265619.0
2022-06-29,67.0708,67.3322,65.1058,65.2317,1288161.0
2022-06-30,64.6025,66.3255,64.1766,66.0738,1459436.0
2022-07-01,66.3255,67.2934,65.4833,67.1386,1022144.0
2022-07-02,66.3255,67.2934,65.4833,67.1386,1022144.0
2022-07-03,66.3255,67.2934,65.4833,67.1386,1022144.0
2022-07-04,66.3255,67.2934,65.4833,67.1386,1022144.0
2022-07-05,66.3545,67.0902,64.9703,65.6382,1332501.0
2022-07-06,65.7253,66.2867,65.0012,65.7931,1520506.0
2022-07-07,66.1416,66.732,65.3672,65.3865,1425400.0
2022-07-08,65.6769,66.3739,65.1252,65.1542,1113486.0
2022-07-09,65.6769,66.3739,65.1252,65.1542,1113486.0
2022-07-10,65.6769,66.3739,65.1252,65.1542,1113486.0
2022-07-11,64.9509,65.6188,64.6606,65.1252,1175706.0
2022-07-12,64.4766,65.2897,63.6926,63.8668,1099191.0
2022-07-13,63.4312,64.2734,63.4119,63.5183,1139304.0
2022-07-14,62.1729,62.5504,59.7239,60.2272,1672989.0
2022-07-15,61.1275,61.4662,60.4112,61.0113,1241832.0
2022-07-16,61.1275,61.4662,60.4112,61.0113,1241832.0
2022-07-17,61.1275,61.4662,60.4112,61.0113,1241832.0
2022-07-18,61.2533,61.5969,60.053,60.2176,1424920.0
2022-07-19,60.6531,62.0083,60.508,61.9018,1318385.0
2022-07-20,61.7276,62.047,61.263,61.6308,1422284.0
2022-07-21,61.3888,62.3858,60.4557,62.3181,1579106.0
2022-07-22,61.3985,62.139,60.2466,60.6435,1758856.0
2022-07-23,61.3985,62.139,60.2466,60.6435,1758856.0
2022-07-24,61.3985,62.139,60.2466,60.6435,1758856.0
2022-07-25,61.4275,62.4487,61.3501,61.6889,1353012.0
2022-07-26,61.9309,62.1532,61.2436,61.5146,1161710.0
2022-07-27,61.563,62.0083,60.8177,61.6114,1462393.0
2022-07-28,61.6405,61.7663,59.1721,59.8207,1489953.0
2022-07-29,60.0143,60.8661,60.0143,60.5273,2121661.0
2022-07-30,60.0143,60.8661,60.0143,60.5273,2121661.0
2022-07-31,60.0143,60.8661,60.0143,60.5273,2121661.0
2022-08-01,59.9852,60.1546,58.9882,59.4529,1550278.0
2022-08-02,59.5206,59.8907,59.0947,59.1528,1101643.0
2022-08-03,59.5303,60.2176,58.9398,60.1498,1795560.0
2022-08-04,59.9756,60.2563,59.1528,59.2205,1310628.0
2022-08-05,59.2786,59.9852,59.2786,59.8497,972471.0
2022-08-06,59.2786,59.9852,59.2786,59.8497,972471.0
2022-08-07,59.2786,59.9852,59.2786,59.8497,972471.0
2022-08-08,60.0143,60.4112,59.8497,60.0627,1094131.0
2022-08-09,60.3337,61.0887,60.1304,60.9629,1154634.0
2022-08-10,61.2436,62.0857,61.2436,62.0373,998313.0
2022-08-11,62.4245,63.286,62.2648,63.1505,1262375.0
2022-08-12,63.2183,63.8281,63.1505,63.8184,743329.0
2022-08-13,63.2183,63.8281,63.1505,63.8184,743329.0
2022-08-14,63.2183,63.8281,63.1505,63.8184,743329.0
2022-08-15,63.1989,64.3702,62.9763,64.1572,711755.0
2022-08-16,64.1572,64.7283,64.0507,64.467,933660.0
2022-08-17,64.1669,65.9189,64.133,65.8705,1348663.0
2022-08-18,65.9092,66.2964,65.4156,65.9092,621251.0
2022-08-19,65.8608,66.006,65.2704,65.4253,998799.0
2022-08-20,65.8608,66.006,65.2704,65.4253,998799.0
2022-08-21,65.8608,66.006,65.2704,65.4253,998799.0
2022-08-22,64.8638,64.8638,63.4796,63.5861,856108.0
2022-08-23,63.7119,63.8571,63.2667,63.3925,565583.0
2022-08-24,63.1892,64.525,63.0344,64.1862,1150545.0
2022-08-25,64.5057,65.3478,64.0507,65.3188,821977.0
2022-08-26,65.5704,65.7931,64.3992,64.4089,993684.0
2022-08-27,65.5704,65.7931,64.3992,64.4089,993684.0
2022-08-28,65.5704,65.7931,64.3992,64.4089,993684.0
2022-08-29,63.9152,64.4379,63.3151,64.0314,838815.0
2022-08-30,63.8862,63.8862,63.015,63.1505,691518.0
2022-08-31,63.2376,63.6345,62.5843,62.7246,1349439.0
2022-09-01,62.4729,63.0731,62.1051,62.8988,918423.0
2022-09-02,63.1408,64.2637,62.3761,62.6956,924239.0
2022-09-03,63.1408,64.2637,62.3761,62.6956,924239.0
2022-09-04,63.1408,64.2637,62.3761,62.6956,924239.0
2022-09-05,63.1408,64.2637,62.3761,62.6956,924239.0
2022-09-06,63.2183,64.2637,63.1021,63.5958,1953126.0
2022-09-07,63.4119,64.8445,63.3248,64.7186,839205.0
2022-09-08,64.4766,65.8802,64.4011,65.8318,722094.0
2022-09-09,66.1028,66.4126,65.4543,65.464,989390.0
2022-09-10,66.1028,66.4126,65.4543,65.464,989390.0
2022-09-11,66.1028,66.4126,65.4543,65.464,989390.0
2022-09-12,65.7544,66.2674,65.493,65.8318,870065.0
2022-09-13,65.009,65.5898,64.467,64.5831,916609.0
2022-09-14,64.6122,65.5124,64.4766,65.1445,1304221.0
2022-09-15,65.2704,66.0254,64.9897,65.5801,1035680.0
2022-09-16,65.251,65.4156,64.2492,64.7961,2542076.0
2022-09-17,65.251,65.4156,64.2492,64.7961,2542076.0
2022-09-18,65.251,65.4156,64.2492,64.7961,2542076.0
2022-09-19,64.2927,65.4804,64.1879,65.3962,720426.0
2022-09-20,64.8057,64.9897,63.5183,64.254,646672.0
2022-09-21,64.5638,64.738,62.8795,62.9279,617711.0
2022-09-22,63.0053,63.0053,61.8147,62.3761,696260.0
2022-09-23,61.9302,62.2986,61.2709,61.8914,1215783.0
2022-09-24,61.9302,62.2986,61.2709,61.8914,1215783.0
2022-09-25,61.9302,62.2986,61.2709,61.8914,1215783.0
2022-09-26,61.3097,61.5133,59.2157,59.681,1180477.0
2022-09-27,60.0882,60.8104,59.6907,60.6602,1244784.0
2022-09-28,60.9122,61.8914,60.5632,61.5133,854788.0
2022-09-29,61.2903,63.3941,60.6893,63.1905,2040160.0
2022-09-30,63.3941,63.8013,62.5313,62.6088,1545386.0
2022-10-01,63.3941,63.8013,62.5313,62.6088,1545386.0
2022-10-02,63.3941,63.8013,62.5313,62.6088,1545386.0
2022-10-03,63.1614,64.7805,62.2695,64.3636,1131428.0
2022-10-04,64.7805,66.1571,64.7126,66.0796,1389631.0
2022-10-05,65.6724,66.3801,65.6433,65.905,849803.0
2022-10-06,65.6045,66.0602,65.4397,65.7208,702370.0
2022-10-07,65.3137,65.4688,64.4411,64.8774,1170122.0
2022-10-08,65.3137,65.4688,64.4411,64.8774,1170122.0
2022-10-09,65.3137,65.4688,64.4411,64.8774,1170122.0
2022-10-10,65.1973,65.9244,64.984,65.5269,872553.0
2022-10-11,65.4203,66.9036,65.4203,65.9826,1120684.0
2022-10-12,65.9341,66.4286,65.5366,66.0408,1451153.0
2022-10-13,65.207,69.5163,64.732,69.3079,1354656.0
2022-10-14,69.6278,70.3259,67.844,67.9603,1208734.0
2022-10-15,69.6278,70.3259,67.844,67.9603,1208734.0
2022-10-16,69.6278,70.3259,67.844,67.9603,1208734.0
2022-10-17,68.6099,69.463,68.4839,69.1237,1305334.0
2022-10-18,70.0932,70.447,68.7068,69.6084,1330030.0
2022-10-19,69.6084,70.3743,68.5614,69.2788,1960550.0
2022-10-20,68.5905,68.7892,67.7973,68.1155,1016691.0
2022-10-21,68.5032,69.4146,68.067,69.1722,2128239.0
2022-10-22,68.5032,69.4146,68.067,69.1722,2128239.0
2022-10-23,68.5032,69.4146,68.067,69.1722,2128239.0
2022-10-24,69.8023,70.9657,69.6327,70.3549,1910377.0
2022-10-25,67.2623,68.1155,65.5754,66.9618,2612606.0
2022-10-26,67.9022,68.0379,66.6128,67.8634,2025438.0
2022-10-27,68.4354,69.56,68.2076,68.9783,1766106.0
2022-10-28,69.6181,71.3341,69.1237,71.0336,1216593.0
2022-10-29,69.6181,71.3341,69.1237,71.0336,1216593.0
2022-10-30,69.6181,71.3341,69.1237,71.0336,1216593.0
2022-10-31,70.6264,72.4199,70.5973,72.1097,1659070.0
2022-11-01,72.3812,73.2004,71.9788,72.9919,1341897.0
2022-11-02,72.6041,73.7384,71.7607,72.0612,2006635.0
2022-11-03,71.751,73.6996,71.2469,72.323,1135735.0
2022-11-04,72.9531,73.1955,71.5959,72.5944,870992.0
2022-11-05,72.9531,73.1955,71.5959,72.5944,870992.0
2022-11-06,72.9531,73.1955,71.5959,72.5944,870992.0
2022-11-07,72.672,72.9725,71.8867,72.3133,1028633.0
2022-11-08,72.1291,72.6817,70.7815,72.2842,1008936.0
2022-11-09,72.226,72.7399,71.179,71.3632,806443.0
2022-11-10,72.895,72.9531,70.7621,71.053,1487647.0
2022-11-11,71.7413,72.0709,66.9327,67.6404,2759832.0
2022-11-12,71.7413,72.0709,66.9327,67.6404,2759832.0
2022-11-13,71.7413,72.0709,66.9327,67.6404,2759832.0
2022-11-14,67.9603,67.9603,66.5061,66.5255,2129548.0
2022-11-15,66.9909,67.3496,66.2928,67.0006,1914290.0
2022-11-16,67.0878,70.035,67.0878,69.5697,1694684.0
2022-11-17,68.9201,69.9865,68.4354,69.7442,1264947.0
2022-11-18,70.481,71.1887,69.9575,71.0917,1608865.0
2022-11-19,70.481,71.1887,69.9575,71.0917,1608865.0
2022-11-20,70.481,71.1887,69.9575,71.0917,1608865.0
2022-11-21,71.2759,72.9434,71.2759,71.9061,1388202.0
2022-11-22,72.4199,72.895,71.4795,71.8964,771631.0
2022-11-23,71.7413,72.3278,71.7413,72.1097,573067.0
2022-11-24,71.7413,72.3278,71.7413,72.1097,573067.0
2022-11-25,72.4393,73.0695,72.2551,72.895,451757.0
2022-11-26,72.4393,73.0695,72.2551,72.895,451757.0
2022-11-27,72.4393,73.0695,72.2551,72.895,451757.0
2022-11-28,72.546,73.0598,72.3521,72.5072,844302.0
2022-11-29,72.4587,72.9847,72.1776,72.7496,585517.0
2022-11-30,72.4587,74.0583,71.8576,73.9517,2352636.0
2022-12-01,74.3589,74.64,72.6429,73.0113,1047059.0
2022-12-02,72.546,73.5542,72.4199,73.3603,761465.0
2022-12-03,72.546,73.5542,72.4199,73.3603,761465.0
2022-12-04,72.546,73.5542,72.4199,73.3603,761465.0
2022-12-05,72.7786,72.8465,71.4989,72.0612,618472.0
2022-12-06,72.2551,73.1083,72.2551,73.1083,756320.0
2022-12-07,72.8853,73.37,71.974,72.3715,1636682.0
2022-12-08,72.7399,73.2537,71.9643,72.1679,1020729.0
2022-12-09,72.1291,72.672,71.2856,71.3147,1042789.0
2022-12-10,72.1291,72.672,71.2856,71.3147,1042789.0
2022-12-11,72.1291,72.672,71.2856,71.3147,1042789.0
2022-12-12,71.3923,72.2066,70.8882,71.9546,1373615.0
2022-12-13,72.7108,72.9434,70.6652,70.8494,1539749.0
2022-12-14,70.8785,71.3632,70.3065,70.7621,1091267.0
2022-12-15,70.258,70.5925,69.5275,69.8508,1085302.0
2022-12-16,69.3072,70.3654,69.0547,69.9479,3331786.0
2022-12-17,69.3072,70.3654,69.0547,69.9479,3331786.0
2022-12-18,69.3072,70.3654,69.0547,69.9479,3331786.0
2022-12-19,69.9867,70.7149,68.7975,69.4431,1177248.0
2022-12-20,69.9188,70.9576,69.8411,70.744,1082685.0
2022-12-21,71.3459,71.8022,70.8508,71.7148,1574217.0
2022-12-22,71.6468,72.0692,70.0353,70.8508,1113006.0
2022-12-23,70.9284,71.4138,70.6518,71.3071,642734.0
2022-12-24,70.9284,71.4138,70.6518,71.3071,642734.0
2022-12-25,70.9284,71.4138,70.6518,71.3071,642734.0
2022-12-26,70.9284,71.4138,70.6518,71.3071,642734.0
2022-12-27,71.4818,72.1323,71.1129,71.7536,905884.0
2022-12-28,72.0546,72.0924,70.6663,70.676,553683.0
2022-12-29,70.9381,71.7148,70.5886,71.1032,568327.0
2022-12-30,70.8119,71.0935,69.812,70.4527,924095.0
2022-12-31,70.8119,71.0935,69.812,70.4527,924095.0
2023-01-01,70.8119,71.0935,69.812,70.4527,924095.0
2023-01-02,70.8119,71.0935,69.812,70.4527,924095.0
2023-01-03,70.3557,70.7925,69.3508,70.4624,1159589.0
2023-01-04,70.7246,71.1517,69.9188,70.2294,1568259.0
2023-01-05,70.1809,70.5644,69.2104,69.7829,1586609.0
2023-01-06,70.443,72.2876,70.21,72.1226,1230210.0
2023-01-07,70.443,72.2876,70.21,72.1226,1230210.0
2023-01-08,70.443,72.2876,70.21,72.1226,1230210.0
2023-01-09,72.1226,72.2099,70.4721,70.8508,1298028.0
2023-01-10,71.2682,71.7051,70.6857,71.21,804933.0
2023-01-11,71.1517,71.4478,70.511,70.8314,900835.0
2023-01-12,71.066,71.8382,70.5185,71.3885,1067949.0
2023-01-13,71.066,71.8871,70.6847,71.7111,754484.0
2023-01-14,71.066,71.8871,70.6847,71.7111,754484.0
2023-01-15,71.066,71.8871,70.6847,71.7111,754484.0
2023-01-16,71.066,71.8871,70.6847,71.7111,754484.0
2023-01-17,71.7111,71.7111,69.6779,70.196,1064656.0
2023-01-18,70.0982,70.2351,69.326,69.4042,1519702.0
2023-01-19,69.2673,69.4335,68.1334,68.2311,1262163.0
2023-01-20,68.4071,68.4315,66.6964,68.3484,1893503.0
2023-01-21,68.4071,68.4315,66.6964,68.3484,1893503.0
2023-01-22,68.4071,68.4315,66.6964,68.3484,1893503.0
2023-01-23,68.5439,69.062,68.1725,68.7492,953816.0
2023-01-24,68.7492,73.8323,67.9183,69.1891,1043428.0
2023-01-25,69.1109,70.0102,68.9545,69.8147,825331.0
2023-01-26,69.8636,70.2106,69.3455,69.717,965290.0
2023-01-27,69.8929,70.2253,67.4345,67.6642,1658716.0
2023-01-28,69.8929,70.2253,67.4345,67.6642,1658716.0
2023-01-29,69.8929,70.2253,67.4345,67.6642,1658716.0
2023-01-30,68.1334,68.5928,67.4491,68.2116,2455870.0
2023-01-31,68.4364,68.6026,67.5713,68.5635,1118628.0
2023-02-01,67.6153,68.0356,66.9017,67.5273,1287789.0
2023-02-02,67.3807,67.3807,64.7463,65.0933,3197833.0
2023-02-03,65.4159,65.8264,64.4481,65.367,2088767.0
2023-02-04,65.4159,65.8264,64.4481,65.367,2088767.0
2023-02-05,65.4159,65.8264,64.4481,65.367,2088767.0
2023-02-06,65.3474,66.8382,65.2008,66.7746,1476255.0
2023-02-07,66.54,68.2654,66.4423,68.1041,1218916.0
2023-02-08,67.8597,68.759,67.6544,67.6642,1179439.0
2023-02-09,67.9281,68.6612,66.9799,66.9897,1438315.0
2023-02-10,67.1363,67.3416,66.5693,66.6573,901946.0
2023-02-11,67.1363,67.3416,66.5693,66.6573,901946.0
2023-02-12,67.1363,67.3416,66.5693,66.6573,901946.0
2023-02-13,66.9995,67.5371,66.6866,66.9213,1231225.0
2023-02-14,67.0288,67.3905,65.5332,65.5527,1362933.0
2023-02-15,65.6211,66.237,65.4354,65.8264,878446.0
2023-02-16,65.5038,66.0219,65.1031,65.3474,974572.0
2023-02-17,65.3377,66.1832,65.2888,65.6309,2197136.0
2023-02-18,65.3377,66.1832,65.2888,65.6309,2197136.0
2023-02-19,65.3377,66.1832,65.2888,65.6309,2197136.0
2023-02-20,65.3377,66.1832,65.2888,65.6309,2197136.0
2023-02-21,65.582,65.638,64.8489,65.279,1278705.0
2023-02-22,65.6407,65.7971,65.064,65.1031,849747.0
2023-02-23,65.2008,65.6407,64.3895,64.7805,1030708.0
2023-02-24,64.1549,65.0835,64.0669,64.8587,1630727.0
2023-02-25,64.1549,65.0835,64.0669,64.8587,1630727.0
2023-02-26,64.1549,65.0835,64.0669,64.8587,1630727.0
2023-02-27,64.888,65.3963,64.5165,64.8,967322.0
2023-02-28,65.0835,65.3377,64.5459,64.7023,1667826.0
2023-03-01,64.3601,65.7873,64.321,65.7385,1372044.0
2023-03-02,65.5234,65.8655,64.8391,65.8264,1596226.0
2023-03-03,65.6505,66.1979,65.064,66.0219,1444963.0
2023-03-04,65.6505,66.1979,65.064,66.0219,1444963.0
2023-03-05,65.6505,66.1979,65.064,66.0219,1444963.0
2023-03-06,66.0513,66.2272,65.0591,65.4354,1005416.0
2023-03-07,65.4745,65.5625,64.2135,64.5459,1263839.0
2023-03-08,64.5263,64.9081,63.3612,63.7431,2027526.0
2023-03-09,63.9193,63.9193,62.2305,62.5683,1385643.0
2023-03-10,62.0885,62.5095,61.2466,61.3445,2033797.0
2023-03-11,62.0885,62.5095,61.2466,61.3445,2033797.0
2023-03-12,62.0885,62.5095,61.2466,61.3445,2033797.0
2023-03-13,60.2088,60.3459,58.7208,58.9655,1977693.0
2023-03-14,59.8172,60.248,58.8578,59.8956,1488557.0
2023-03-15,59.1809,59.7879,58.2508,59.034,3496194.0
2023-03-16,58.8774,61.7459,58.7208,61.5892,3240672.0
2023-03-17,61.276,61.276,59.6802,59.7193,4867138.0
2023-03-18,61.276,61.276,59.6802,59.7193,4867138.0
2023-03-19,61.276,61.276,59.6802,59.7193,4867138.0
2023-03-20,60.1207,61.0704,60.0071,60.3949,2349461.0
2023-03-21,61.4326,61.9906,61.0802,61.1879,1551882.0
2023-03-22,61.2074,61.4032,59.7487,59.7683,1317607.0
2023-03-23,59.7193,59.7781,58.4858,58.711,1089762.0
2023-03-24,58.0844,58.9557,57.683,58.7697,1080700.0
2023-03-25,58.0844,58.9557,57.683,58.7697,1080700.0
2023-03-26,58.0844,58.9557,57.683,58.7697,1080700.0
2023-03-27,59.6117,60.2676,59.2494,59.8858,1248781.0
2023-03-28,59.641,60.3753,59.4256,60.1403,1112387.0
2023-03-29,60.6984,60.8354,60.1501,60.6886,1305995.0
2023-03-30,60.7669,60.7669,60.0326,60.6984,843552.0
2023-03-31,61.227,61.227,60.6347,60.9529,2116700.0
2023-04-01,61.227,61.227,60.6347,60.9529,2116700.0
2023-04-02,61.227,61.227,60.6347,60.9529,2116700.0
2023-04-03,61.1487,62.0739,60.855,61.5207,1657225.0
2023-04-04,61.6774,61.7165,60.248,61.0997,847229.0
2023-04-05,60.8648,61.648,60.7791,61.3347,1079114.0
2023-04-06,61.6382,62.4801,61.2662,61.7753,1311072.0
2023-04-07,61.6382,62.4801,61.2662,61.7753,1311072.0
2023-04-08,61.6382,62.4801,61.2662,61.7753,1311072.0
2023-04-09,61.6382,62.4801,61.2662,61.7753,1311072.0
2023-04-10,61.6578,62.0102,61.4767,61.6676,1145236.0
2023-04-11,61.6774,62.0543,61.4718,61.7753,957589.0
2023-04-12,61.6676,62.113,61.0508,61.5207,1594720.0
2023-04-13,60.9921,61.5697,60.4536,61.3445,1493264.0
2023-04-14,61.6186,61.9025,59.8466,60.1893,1453611.0
2023-04-15,61.6186,61.9025,59.8466,60.1893,1453611.0
2023-04-16,61.6186,61.9025,59.8466,60.1893,1453611.0
2023-04-17,60.2088,61.1879,59.8466,61.1879,1129542.0
2023-04-18,61.2858,61.8976,61.0312,61.6186,1211517.0
2023-04-19,61.8242,61.9123,61.2858,61.5109,1555209.0
2023-04-20,61.6382,62.1277,60.8844,62.0298,2623640.0
2023-04-21,57.9669,58.0061,54.8684,56.3124,8002209.0
2023-04-22,57.9669,58.0061,54.8684,56.3124,8002209.0
2023-04-23,57.9669,58.0061,54.8684,56.3124,8002209.0
2023-04-24,56.6844,58.1772,56.3124,56.6648,3866833.0
2023-04-25,56.3809,57.6243,56.2145,56.4201,2376121.0
2023-04-26,56.2243,57.3453,55.4509,56.1558,2375993.0
2023-04-27,55.725,56.7921,55.6858,56.5865,2142049.0
2023-04-28,56.5669,57.8201,56.239,57.683,2781011.0
2023-04-29,56.5669,57.8201,56.239,57.683,2781011.0
2023-04-30,56.5669,57.8201,56.239,57.683,2781011.0
2023-05-01,57.6439,58.5543,57.3012,58.476,2063496.0
2023-05-02,58.3096,58.4173,56.89,57.1739,2131354.0
2023-05-03,57.1739,57.4676,56.7685,56.8802,2179374.0
2023-05-04,56.4886,57.0565,55.8327,56.7432,2362441.0
2023-05-05,57.3599,58.0452,57.2718,57.4187,1308009.0
2023-05-06,57.3599,58.0452,57.2718,57.4187,1308009.0
2023-05-07,57.3599,58.0452,57.2718,57.4187,1308009.0
2023-05-08,57.7613,57.9033,57.4676,57.4774,1052889.0
2023-05-09,57.3599,58.1236,57.2426,57.7124,1505371.0
2023-05-10,57.8005,58.0355,56.5865,57.7515,1150263.0
2023-05-11,57.5166,57.732,57.2718,57.6439,1103542.0
2023-05-12,58.104,58.104,57.2718,57.683,1163632.0
2023-05-13,58.104,58.104,57.2718,57.683,1163632.0
2023-05-14,58.104,58.104,57.2718,57.683,1163632.0
2023-05-15,57.8984,57.9767,57.2327,57.7809,1019207.0
2023-05-16,57.6047,57.7613,57.0271,57.0369,1103387.0
2023-05-17,57.1641,57.2082,56.1753,56.2243,2350236.0
2023-05-18,56.2635,56.3809,55.7152,56.332,1685146.0
2023-05-19,56.7627,57.1152,56.2145,56.4397,3716377.0
2023-05-20,56.7627,57.1152,56.2145,56.4397,3716377.0
2023-05-21,56.7627,57.1152,56.2145,56.4397,3716377.0
2023-05-22,56.3711,57.1641,55.6761,57.1446,1851860.0
2023-05-23,57.2033,57.5068,56.4883,56.5474,1427468.0
2023-05-24,56.5278,56.5278,55.5782,55.6173,1201403.0
2023-05-25,55.0103,55.4705,54.5012,54.9222,2433506.0
2023-05-26,54.8537,55.1082,54.3348,54.9712,1857616.0
2023-05-27,54.8537,55.1082,54.3348,54.9712,1857616.0
2023-05-28,54.8537,55.1082,54.3348,54.9712,1857616.0
2023-05-29,54.8537,55.1082,54.3348,54.9712,1857616.0
2023-05-30,55.2061,55.7152,54.697,55.6369,1525452.0
2023-05-31,55.3138,55.5782,54.4131,54.511,2700963.0
2023-06-01,54.5404,55.7348,54.3348,55.7152,1492504.0
2023-06-02,56.146,56.6942,55.7935,56.4397,1628471.0
2023-06-03,56.146,56.6942,55.7935,56.4397,1628471.0
2023-06-04,56.146,56.6942,55.7935,56.4397,1628471.0
2023-06-05,56.5278,56.7481,55.6858,56.2145,1289735.0
2023-06-06,56.1656,56.4508,55.8719,56.3418,844996.0
2023-06-07,56.283,56.704,55.6075,56.4886,1198759.0
2023-06-08,56.3614,56.4886,55.8033,56.097,972795.0
2023-06-09,55.9991,56.5669,55.9746,55.9893,874675.0
2023-06-10,55.9991,56.5669,55.9746,55.9893,874675.0
2023-06-11,55.9991,56.5669,55.9746,55.9893,874675.0
2023-06-12,55.9012,56.0872,55.4215,55.9502,890307.0
2023-06-13,55.8816,56.8214,55.7642,55.9502,1410113.0
2023-06-14,56.0285,56.4886,55.1768,55.353,1701191.0
2023-06-15,56.4201,57.3991,56.0677,57.1739,1959238.0
2023-06-16,57.497,58.2851,57.3795,58.0355,3784715.0
2023-06-17,57.497,58.2851,57.3795,58.0355,3784715.0
2023-06-18,57.497,58.2851,57.3795,58.0355,3784715.0
2023-06-19,57.497,58.2851,57.3795,58.0355,3784715.0
2023-06-20,57.732,57.7466,56.9928,57.2229,1172994.0
2023-06-21,57.0173,57.7515,56.7823,57.6536,1088477.0
2023-06-22,57.7124,57.8494,56.7138,57.2425,1083621.0
2023-06-23,57.0561,57.7329,56.9482,57.0953,1455045.0
2023-06-24,57.0561,57.7329,56.9482,57.0953,1455045.0
2023-06-25,57.0561,57.7329,56.9482,57.0953,1455045.0
2023-06-26,57.2621,57.6005,56.752,57.5367,1012268.0
2023-06-27,57.5367,58.086,57.4778,57.6054,850512.0
2023-06-28,57.3503,57.5661,56.3204,57.007,1336548.0
2023-06-29,56.9874,58.0565,56.9874,57.9879,862983.0
2023-06-30,58.2135,58.7628,57.8211,58.4195,1184759.0
2023-07-01,58.2135,58.7628,57.8211,58.4195,1184759.0
2023-07-02,58.2135,58.7628,57.8211,58.4195,1184759.0
2023-07-03,58.3312,58.9001,58.0615,58.5372,543238.0
2023-07-04,58.3312,58.9001,58.0615,58.5372,543238.0
2023-07-05,58.0958,58.5764,57.5269,58.5372,1334140.0
2023-07-06,58.3116,58.8118,58.1154,58.4195,1192664.0
2023-07-07,58.0467,59.1257,58.0075,58.7137,1255138.0
2023-07-08,58.0467,59.1257,58.0075,58.7137,1255138.0
2023-07-09,58.0467,59.1257,58.0075,58.7137,1255138.0
2023-07-10,58.4979,59.3218,58.3018,58.3508,1178136.0
2023-07-11,58.3508,58.7726,58.1841,58.7431,1090205.0
2023-07-12,59.1159,59.2434,58.3018,58.4783,1177941.0
2023-07-13,57.929,58.2429,57.7623,57.831,1225678.0
2023-07-14,57.7623,57.9192,56.6834,57.8015,1392207.0
2023-07-15,57.7623,57.9192,56.6834,57.8015,1392207.0
2023-07-16,57.7623,57.9192,56.6834,57.8015,1392207.0
2023-07-17,57.9879,59.6946,57.9634,59.3709,1341903.0
2023-07-18,59.1845,59.6651,59.0129,59.4003,966269.0
