,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity
2020-04-01,30.6957,31.456,30.4238,31.0543,2003142.0
2020-04-02,30.671,32.1978,30.6092,31.3262,2148210.0
2020-04-03,30.8935,31.4877,30.4361,30.5845,1862934.0
2020-04-04,30.8935,31.4877,30.4361,30.5845,1862934.0
2020-04-05,30.8935,31.4877,30.4361,30.5845,1862934.0
2020-04-06,32.0309,33.455,31.7095,33.2115,1786401.0
2020-04-07,34.4786,35.4738,33.23,33.2671,1756502.0
2020-04-08,33.6071,34.2808,32.8406,34.1325,1162662.0
2020-04-09,34.6579,36.435,34.6579,36.0487,1030667.0
2020-04-10,34.6579,36.435,34.6579,36.0487,1030667.0
2020-04-11,34.6579,36.435,34.6579,36.0487,1030667.0
2020-04-12,34.6579,36.435,34.6579,36.0487,1030667.0
2020-04-13,36.0672,36.0672,34.8237,35.0473,1314974.0
2020-04-14,36.0054,36.6853,35.8138,36.2835,1144650.0
2020-04-15,35.2327,35.4182,34.1634,34.4415,1680132.0
2020-04-16,34.2994,34.7259,33.2177,33.7802,1359179.0
2020-04-17,34.8866,35.4429,34.4292,35.2266,1703531.0
2020-04-18,34.8866,35.4429,34.4292,35.2266,1703531.0
2020-04-19,34.8866,35.4429,34.4292,35.2266,1703531.0
2020-04-20,34.5899,34.6656,33.6874,34.151,1150482.0
2020-04-21,33.2671,33.7616,32.8653,32.9766,1239774.0
2020-04-22,32.5872,33.5855,31.388,31.6971,3154809.0
2020-04-23,31.8269,32.0865,30.9986,30.9986,1482849.0
2020-04-24,31.1964,31.3633,30.4176,31.0543,1643493.0
2020-04-25,31.1964,31.3633,30.4176,31.0543,1643493.0
2020-04-26,31.1964,31.3633,30.4176,31.0543,1643493.0
2020-04-27,31.1161,32.8221,31.1099,32.6985,1267083.0
2020-04-28,33.5391,33.8207,32.9859,33.4093,1557248.0
2020-04-29,34.1139,35.1895,33.7183,34.7321,1285674.0
2020-04-30,34.0212,34.1819,33.3289,33.3784,1262396.0
2020-05-01,32.717,32.7912,31.6167,31.8022,1001942.0
2020-05-02,32.717,32.7912,31.6167,31.8022,1001942.0
2020-05-03,32.717,32.7912,31.6167,31.8022,1001942.0
2020-05-04,31.4375,31.8207,31.1068,31.7589,1143942.0
2020-05-05,32.0618,32.8901,31.9753,31.9876,1150241.0
2020-05-06,32.136,32.2781,30.8812,30.8935,1605428.0
2020-05-07,31.2088,32.2781,31.1995,31.6044,1422213.0
2020-05-08,32.2101,32.3461,31.3386,31.9753,1098171.0
2020-05-09,32.2101,32.3461,31.3386,31.9753,1098171.0
2020-05-10,32.2101,32.3461,31.3386,31.9753,1098171.0
2020-05-11,31.5302,31.966,30.9801,31.5117,1051389.0
2020-05-12,31.6106,31.7713,30.4794,30.5289,1241349.0
2020-05-13,30.1642,30.2476,28.829,29.0145,1777697.0
2020-05-14,28.6312,29.509,27.9698,29.2988,1980339.0
2020-05-15,28.9712,29.7236,28.5694,29.5028,5338497.0
2020-05-16,28.9712,29.7236,28.5694,29.5028,5338497.0
2020-05-17,28.9712,29.7236,28.5694,29.5028,5338497.0
2020-05-18,30.807,32.3523,30.603,32.0927,2182047.0
2020-05-19,31.9505,32.2163,31.5673,31.7218,1226450.0
2020-05-20,32.0247,33.1868,31.9258,33.0137,1216146.0
2020-05-21,32.8901,34.5652,32.8901,34.4415,1614822.0
2020-05-22,34.5343,34.9546,34.0583,34.8928,1449422.0
2020-05-23,34.5343,34.9546,34.0583,34.8928,1449422.0
2020-05-24,34.5343,34.9546,34.0583,34.8928,1449422.0
2020-05-25,34.5343,34.9546,34.0583,34.8928,1449422.0
2020-05-26,36.197,36.469,35.4676,35.5603,1348458.0
2020-05-27,36.8028,37.0624,35.789,36.1846,1385924.0
2020-05-28,36.8213,36.8213,35.7149,35.9312,1141718.0
2020-05-29,35.6469,36.1661,35.3811,35.8199,1927821.0
2020-05-30,35.6469,36.1661,35.3811,35.8199,1927821.0
2020-05-31,35.6469,36.1661,35.3811,35.8199,1927821.0
2020-06-01,35.7211,35.8941,35.1091,35.8261,824340.0
2020-06-02,35.7829,36.9758,35.6469,36.8584,1186266.0
2020-06-03,37.186,37.9432,36.9326,37.2169,1649493.0
2020-06-04,37.0315,38.0143,36.7348,37.9648,1263335.0
2020-06-05,39.6337,40.0664,38.8611,39.473,1402184.0
2020-06-06,39.6337,40.0664,38.8611,39.473,1402184.0
2020-06-07,39.6337,40.0664,38.8611,39.473,1402184.0
2020-06-08,39.5596,40.4249,39.5596,40.4187,1225751.0
2020-06-09,39.541,39.9552,38.8673,38.9353,830744.0
2020-06-10,38.5891,38.9291,37.0747,37.1551,1638443.0
2020-06-11,36.0363,36.4628,34.5404,34.6455,1554189.0
2020-06-12,36.0301,36.1414,34.4292,35.2451,1244769.0
2020-06-13,36.0301,36.1414,34.4292,35.2451,1244769.0
2020-06-14,36.0301,36.1414,34.4292,35.2451,1244769.0
2020-06-15,33.9965,36.1661,33.6565,36.0177,1323216.0
2020-06-16,37.4209,37.4209,35.8199,36.197,1021824.0
2020-06-17,36.2155,36.4319,35.6778,36.0487,1501842.0
2020-06-18,35.5789,36.5203,35.4923,36.0857,1196826.0
2020-06-19,36.8089,36.8089,35.6654,36.2588,2787551.0
2020-06-20,36.8089,36.8089,35.6654,36.2588,2787551.0
2020-06-21,36.8089,36.8089,35.6654,36.2588,2787551.0
2020-06-22,35.8624,36.0235,35.3793,35.7447,796274.0
2020-06-23,36.3517,36.5499,35.658,35.7014,1006518.0
2020-06-24,35.1068,35.1625,34.06,34.5245,977976.0
2020-06-25,34.5617,35.3855,34.0538,35.2926,928689.0
2020-06-26,34.89,35.2492,34.0724,34.3201,1787046.0
2020-06-27,34.89,35.2492,34.0724,34.3201,1787046.0
2020-06-28,34.89,35.2492,34.0724,34.3201,1787046.0
2020-06-29,34.8776,35.1192,34.3573,34.9829,984557.0
2020-06-30,34.7971,35.6983,34.7971,35.4846,1609233.0
2020-07-01,35.4412,35.9182,35.1811,35.3236,1127400.0
2020-07-02,36.0916,36.2549,34.9086,34.9767,825860.0
2020-07-03,36.0916,36.2549,34.9086,34.9767,825860.0
2020-07-04,36.0916,36.2549,34.9086,34.9767,825860.0
2020-07-05,36.0916,36.2549,34.9086,34.9767,825860.0
2020-07-06,35.8005,35.9956,35.305,35.4536,722171.0
2020-07-07,35.1006,35.7262,35.0139,35.1439,1052474.0
2020-07-08,35.0448,35.5617,34.7537,35.1687,927471.0
2020-07-09,35.0077,35.0944,34.1529,34.5617,1096914.0
2020-07-10,34.4007,35.9677,34.4007,35.8067,1026485.0
2020-07-11,34.4007,35.9677,34.4007,35.8067,1026485.0
2020-07-12,34.4007,35.9677,34.4007,35.8067,1026485.0
2020-07-13,36.0606,36.8472,35.8748,36.2588,1345970.0
2020-07-14,36.2774,37.2003,36.1257,37.1074,1046841.0
2020-07-15,37.863,38.4174,37.5038,38.1789,1483805.0
2020-07-16,38.1665,39.6097,38.0829,39.2381,1506165.0
2020-07-17,39.3124,39.5199,38.8479,39.3558,1292559.0
2020-07-18,39.3124,39.5199,38.8479,39.3558,1292559.0
2020-07-19,39.3124,39.5199,38.8479,39.3558,1292559.0
2020-07-20,39.2195,39.4765,38.8757,39.269,1333896.0
2020-07-21,39.3929,40.1083,39.3929,39.6531,1274066.0
2020-07-22,39.907,40.5914,39.3991,39.5973,2519732.0
2020-07-23,39.5416,40.1795,39.2443,39.9504,1098521.0
2020-07-24,40.1052,40.1455,39.4796,39.6159,1036284.0
2020-07-25,40.1052,40.1455,39.4796,39.6159,1036284.0
2020-07-26,40.1052,40.1455,39.4796,39.6159,1036284.0
2020-07-27,39.4425,39.6376,38.7116,38.9408,1074569.0
2020-07-28,38.7859,39.0275,38.4205,38.5258,886526.0
2020-07-29,38.4638,39.2752,38.3957,39.269,836130.0
2020-07-30,38.4762,38.8974,38.0984,38.5877,725838.0
2020-07-31,38.3895,38.5134,37.6339,38.2471,991697.0
2020-08-01,38.3895,38.5134,37.6339,38.2471,991697.0
2020-08-02,38.3895,38.5134,37.6339,38.2471,991697.0
2020-08-03,38.3338,38.7302,38.0427,38.4886,755583.0
2020-08-04,38.3957,38.4391,37.7887,37.9064,756990.0
2020-08-05,38.2718,38.6992,38.1913,38.3647,860129.0
2020-08-06,38.2347,38.6125,38.1603,38.5196,957717.0
2020-08-07,38.2904,39.6097,38.2532,39.5725,797078.0
2020-08-08,38.2904,39.6097,38.2532,39.5725,797078.0
2020-08-09,38.2904,39.6097,38.2532,39.5725,797078.0
2020-08-10,39.6964,40.2012,39.2876,39.876,875670.0
2020-08-11,40.4645,40.8547,39.2628,39.3743,1370618.0
2020-08-12,39.9504,39.9504,39.0708,39.0708,766071.0
2020-08-13,38.6744,39.1018,38.3276,38.9284,675105.0
2020-08-14,38.6806,39.077,38.4453,38.5753,786486.0
2020-08-15,38.6806,39.077,38.4453,38.5753,786486.0
2020-08-16,38.6806,39.077,38.4453,38.5753,786486.0
2020-08-17,38.3771,38.4267,37.4666,37.7268,976961.0
2020-08-18,37.8816,38.2811,37.8568,37.9436,822651.0
2020-08-19,38.0488,38.1944,37.4295,37.5533,851946.0
2020-08-20,37.1322,37.6401,37.0331,37.2622,772055.0
2020-08-21,37.2498,37.6586,37.1445,37.2746,711039.0
2020-08-22,37.2498,37.6586,37.1445,37.2746,711039.0
2020-08-23,37.2498,37.6586,37.1445,37.2746,711039.0
2020-08-24,37.4233,38.1727,37.3985,38.1603,675822.0
2020-08-25,38.4948,38.5629,37.9807,38.1541,851760.0
2020-08-26,38.0736,38.4329,37.6524,38.117,924194.0
2020-08-27,38.2594,39.4363,38.2594,39.1637,1289756.0
2020-08-28,39.4734,39.4734,38.6373,39.0213,838931.0
2020-08-29,39.4734,39.4734,38.6373,39.0213,838931.0
2020-08-30,39.4734,39.4734,38.6373,39.0213,838931.0
2020-08-31,38.8974,39.0151,38.1789,38.4329,1329368.0
2020-09-01,38.148,38.8169,38.1356,38.7921,714669.0
2020-09-02,38.854,39.6066,38.5536,39.4301,683697.0
2020-09-03,39.7707,40.5078,38.6806,39.0089,1470993.0
2020-09-04,39.7088,40.0309,38.6435,38.9841,1027728.0
2020-09-05,39.7088,40.0309,38.6435,38.9841,1027728.0
2020-09-06,39.7088,40.0309,38.6435,38.9841,1027728.0
2020-09-07,39.7088,40.0309,38.6435,38.9841,1027728.0
2020-09-08,38.6187,38.9779,38.0427,38.5939,1291478.0
2020-09-09,39.0027,39.7336,38.8262,39.3496,1096727.0
2020-09-10,39.4053,39.5354,38.5567,38.6311,899993.0
2020-09-11,38.7859,39.1947,38.566,38.947,668900.0
2020-09-12,38.7859,39.1947,38.566,38.947,668900.0
2020-09-13,38.7859,39.1947,38.566,38.947,668900.0
2020-09-14,39.1641,39.9119,38.9904,39.6234,947502.0
2020-09-15,39.8095,39.9771,39.2076,39.3069,683565.0
2020-09-16,39.3875,40.1788,39.3844,39.7475,823043.0
2020-09-17,39.5799,39.7214,39.0059,39.462,1300916.0
2020-09-18,39.2945,39.9026,38.8166,38.8787,1978173.0
2020-09-19,39.2945,39.9026,38.8166,38.8787,1978173.0
2020-09-20,39.2945,39.9026,38.8166,38.8787,1978173.0
2020-09-21,38.1216,38.3512,37.0387,37.9416,1833458.0
2020-09-22,37.8796,38.5684,37.7989,38.1278,973287.0
2020-09-23,38.2581,38.4226,36.9549,36.9611,994101.0
2020-09-24,37.0666,37.8051,36.5143,37.1225,836393.0
2020-09-25,36.7563,37.6437,36.7563,37.5817,759321.0
2020-09-26,36.7563,37.6437,36.7563,37.5817,759321.0
2020-09-27,36.7563,37.6437,36.7563,37.5817,759321.0
2020-09-28,38.2457,38.6568,38.0657,38.2395,971370.0
2020-09-29,38.1278,38.3264,37.3055,37.8361,1003142.0
2020-09-30,38.0781,38.4257,37.6189,37.9478,1288128.0
2020-10-01,38.0285,38.2085,37.3397,37.7244,767253.0
2020-10-02,37.1783,38.2891,37.1783,38.0223,560742.0
2020-10-03,37.1783,38.2891,37.1783,38.0223,560742.0
2020-10-04,37.1783,38.2891,37.1783,38.0223,560742.0
2020-10-05,38.4319,38.6677,38.2643,38.5001,651786.0
2020-10-06,38.6863,38.9035,38.0037,38.1898,810774.0
2020-10-07,38.4133,38.767,37.9851,38.3574,691031.0
2020-10-08,38.5746,39.2324,38.4195,39.2076,517241.0
2020-10-09,39.4744,39.6854,39.0959,39.1083,989931.0
2020-10-10,39.4744,39.6854,39.0959,39.1083,989931.0
2020-10-11,39.4744,39.6854,39.0959,39.1083,989931.0
2020-10-12,39.1579,40.064,38.9345,39.9771,592988.0
2020-10-13,39.6047,39.853,38.5374,38.6801,621353.0
2020-10-14,38.6305,39.1641,38.2891,38.2953,644550.0
2020-10-15,37.9044,38.6677,37.6686,38.5125,1004438.0
2020-10-16,38.5808,38.9966,38.3574,38.5063,965432.0
2020-10-17,38.5808,38.9966,38.3574,38.5063,965432.0
2020-10-18,38.5808,38.9966,38.3574,38.5063,965432.0
2020-10-19,38.6553,39.1517,37.892,37.9851,972108.0
2020-10-20,38.3946,39.5055,38.345,39.2324,1357946.0
2020-10-21,39.3938,40.8831,39.3938,40.4053,1880312.0
2020-10-22,40.3867,41.1562,40.1077,40.9638,1296321.0
2020-10-23,41.1003,41.2927,40.3743,40.7838,815454.0
2020-10-24,41.1003,41.2927,40.3743,40.7838,815454.0
2020-10-25,41.1003,41.2927,40.3743,40.7838,815454.0
2020-10-26,40.337,40.3743,39.3441,39.5923,955653.0
2020-10-27,39.5923,39.6451,38.103,38.1278,1008828.0
2020-10-28,37.5693,38.3822,37.5693,37.6872,1194125.0
2020-10-29,37.5693,38.5312,37.1721,37.8796,1440576.0
2020-10-30,37.7492,38.2054,36.9921,37.3086,1470704.0
2020-10-31,37.7492,38.2054,36.9921,37.3086,1470704.0
2020-11-01,37.7492,38.2054,36.9921,37.3086,1470704.0
2020-11-02,38.0285,38.5374,37.6934,38.4753,1467771.0
2020-11-03,39.1766,39.7164,39.0338,39.431,1263000.0
2020-11-04,38.7235,39.8282,38.4691,38.6987,1649081.0
2020-11-05,38.8663,39.7475,38.7918,39.0338,960984.0
2020-11-06,39.2758,39.4372,38.466,38.525,1005981.0
2020-11-07,39.2758,39.4372,38.466,38.525,1005981.0
2020-11-08,39.2758,39.4372,38.466,38.525,1005981.0
2020-11-09,41.2865,43.3716,41.2741,42.9558,2110038.0
2020-11-10,43.1296,44.0356,42.8627,43.806,1516982.0
2020-11-11,43.9549,43.9549,43.0303,43.4088,1107084.0
2020-11-12,42.8689,42.9806,41.9691,42.3353,703544.0
2020-11-13,42.6393,43.0675,42.3539,42.7386,700502.0
2020-11-14,42.6393,43.0675,42.3539,42.7386,700502.0
2020-11-15,42.6393,43.0675,42.3539,42.7386,700502.0
2020-11-16,43.8246,43.9239,43.1544,43.7377,754217.0
2020-11-17,43.2351,43.595,42.7945,43.5081,799511.0
2020-11-18,43.6447,43.8432,42.7572,42.7634,910490.0
2020-11-19,42.3787,42.3787,41.0321,41.4913,2503433.0
2020-11-20,41.3423,41.7705,40.2067,40.6349,1912254.0
2020-11-21,41.3423,41.7705,40.2067,40.6349,1912254.0
2020-11-22,41.3423,41.7705,40.2067,40.6349,1912254.0
2020-11-23,41.0383,41.0724,39.9988,40.4735,2029965.0
2020-11-24,41.1686,41.724,40.6535,40.8583,1693655.0
2020-11-25,40.4922,40.5915,39.7164,40.3122,2648238.0
2020-11-26,40.4922,40.5915,39.7164,40.3122,2648238.0
2020-11-27,40.2439,40.4301,39.6854,39.9709,1502138.0
2020-11-28,40.2439,40.4301,39.6854,39.9709,1502138.0
2020-11-29,40.2439,40.4301,39.6854,39.9709,1502138.0
2020-11-30,39.7164,40.4363,39.1703,40.4177,15985925.0
2020-12-01,41.2244,42.2235,40.9576,41.9133,2281460.0
2020-12-02,41.6774,42.0498,41.0196,41.7519,1436730.0
2020-12-03,41.7519,42.0777,41.2617,41.5471,1802877.0
2020-12-04,41.7767,41.9939,41.4385,41.9443,848327.0
2020-12-05,41.7767,41.9939,41.4385,41.9443,848327.0
2020-12-06,41.7767,41.9939,41.4385,41.9443,848327.0
2020-12-07,41.4727,41.7271,40.3743,40.4673,959114.0
2020-12-08,40.1695,40.7838,40.1633,40.4053,672129.0
2020-12-09,40.4487,40.7342,39.9274,40.3805,1231023.0
2020-12-10,40.1508,40.6443,40.0267,40.2377,1039659.0
2020-12-11,40.0267,40.7466,39.9585,40.2067,1113684.0
2020-12-12,40.0267,40.7466,39.9585,40.2067,1113684.0
2020-12-13,40.0267,40.7466,39.9585,40.2067,1113684.0
2020-12-14,40.6792,40.8098,39.8399,39.8585,1368069.0
2020-12-15,40.1383,41.0211,39.9269,40.8906,766074.0
2020-12-16,41.0336,41.3009,40.7538,41.0585,783204.0
2020-12-17,41.2325,41.5496,40.9528,41.4937,1092227.0
2020-12-18,41.5434,41.8169,40.8719,41.2077,2076833.0
2020-12-19,41.5434,41.8169,40.8719,41.2077,2076833.0
2020-12-20,41.5434,41.8169,40.8719,41.2077,2076833.0
2020-12-21,41.1828,41.3227,40.0388,40.6916,955920.0
2020-12-22,40.5673,40.903,40.4616,40.6481,738111.0
2020-12-23,40.9528,41.4439,40.9279,41.0211,685770.0
2020-12-24,41.1268,41.2139,40.5176,41.0958,224223.0
2020-12-25,41.1268,41.2139,40.5176,41.0958,224223.0
2020-12-26,41.1268,41.2139,40.5176,41.0958,224223.0
2020-12-27,41.1268,41.2139,40.5176,41.0958,224223.0
2020-12-28,41.2698,41.3911,40.959,41.0895,808956.0
2020-12-29,41.3071,41.3377,40.673,40.8657,597039.0
2020-12-30,40.9714,41.4688,40.9714,41.0958,548591.0
2020-12-31,41.1766,41.3755,40.7725,41.2947,1124160.0
2021-01-01,41.1766,41.3755,40.7725,41.2947,1124160.0
2021-01-02,41.1766,41.3755,40.7725,41.2947,1124160.0
2021-01-03,41.1766,41.3755,40.7725,41.2947,1124160.0
2021-01-04,41.3507,41.4501,40.2502,40.3746,1454100.0
2021-01-05,40.3994,40.6668,39.7653,40.0264,956376.0
2021-01-06,40.673,41.7113,40.5113,41.4004,2428839.0
2021-01-07,41.618,41.705,40.76,41.0398,1520541.0
2021-01-08,41.6802,41.8045,40.6792,41.2574,3632675.0
2021-01-09,41.6802,41.8045,40.6792,41.2574,3632675.0
2021-01-10,41.6802,41.8045,40.6792,41.2574,3632675.0
2021-01-11,41.1952,41.6242,41.0398,41.2636,1369119.0
2021-01-12,41.2947,42.0905,41.2139,41.8107,1600638.0
2021-01-13,41.7548,42.2273,41.3009,41.3817,1724351.0
2021-01-14,41.4564,41.5247,40.7942,41.0398,754266.0
2021-01-15,40.8284,41.2823,40.4367,41.1206,869897.0
2021-01-16,40.8284,41.2823,40.4367,41.1206,869897.0
2021-01-17,40.8284,41.2823,40.4367,41.1206,869897.0
2021-01-18,40.8284,41.2823,40.4367,41.1206,869897.0
2021-01-19,41.3071,41.3693,40.7973,40.7973,1036778.0
2021-01-20,40.6543,41.5589,40.4398,41.4439,920159.0
2021-01-21,41.3444,41.904,41.2761,41.4004,1480331.0
2021-01-22,40.9465,41.1455,40.387,40.959,828768.0
2021-01-23,40.9465,41.1455,40.387,40.959,828768.0
2021-01-24,40.9465,41.1455,40.387,40.959,828768.0
2021-01-25,40.5238,41.4066,40.4429,41.0709,1403340.0
2021-01-26,41.1579,41.3009,40.3808,40.3808,1172744.0
2021-01-27,40.0077,40.617,38.2296,38.3229,2987001.0
2021-01-28,38.5902,39.6036,38.5591,39.3301,1306649.0
2021-01-29,39.0254,39.2617,38.3726,38.6337,1238940.0
2021-01-30,39.0254,39.2617,38.3726,38.6337,1238940.0
2021-01-31,39.0254,39.2617,38.3726,38.6337,1238940.0
2021-02-01,38.8638,39.4855,38.8203,39.1062,1396574.0
2021-02-02,39.4171,40.101,39.3736,39.7591,665505.0
2021-02-03,39.7839,40.0886,39.2244,39.5415,1038312.0
2021-02-04,39.6658,40.5051,39.6658,40.4056,721406.0
2021-02-05,40.6357,41.0087,40.5051,40.8782,1542371.0
2021-02-06,40.6357,41.0087,40.5051,40.8782,1542371.0
2021-02-07,40.6357,41.0087,40.5051,40.8782,1542371.0
2021-02-08,40.9963,41.2201,40.8471,41.102,1130805.0
2021-02-09,41.1331,42.0035,41.1331,41.8107,733976.0
2021-02-10,41.8107,42.2584,41.5807,41.9972,1286853.0
2021-02-11,42.0097,42.6811,42.0097,42.6252,1116180.0
2021-02-12,42.5879,42.9609,41.7796,42.2024,946958.0
2021-02-13,42.5879,42.9609,41.7796,42.2024,946958.0
2021-02-14,42.5879,42.9609,41.7796,42.2024,946958.0
2021-02-15,42.5879,42.9609,41.7796,42.2024,946958.0
2021-02-16,42.4262,42.5133,41.8107,42.2832,902366.0
2021-02-17,42.0905,42.5024,42.0252,42.2024,889293.0
2021-02-18,41.9724,42.1527,41.3507,41.7299,1364243.0
2021-02-19,41.8729,42.4822,41.7423,42.2024,1085043.0
2021-02-20,41.8729,42.4822,41.7423,42.2024,1085043.0
2021-02-21,41.8729,42.4822,41.7423,42.2024,1085043.0
2021-02-22,42.2024,42.4387,41.8916,42.3952,1305536.0
2021-02-23,42.762,43.2656,42.5195,42.9796,969965.0
2021-02-24,43.8438,44.9193,43.6262,44.3038,1627089.0
2021-02-25,44.5214,44.7266,43.3775,43.3837,858470.0
2021-02-26,43.3464,43.7381,43.0107,43.1039,1812680.0
2021-02-27,43.3464,43.7381,43.0107,43.1039,1812680.0
2021-02-28,43.3464,43.7381,43.0107,43.1039,1812680.0
2021-03-01,43.7256,44.0676,43.5391,43.6013,1172895.0
2021-03-02,43.4645,44.2976,43.4645,43.8189,982223.0
2021-03-03,43.8438,45.0126,43.7008,44.4468,1070093.0
