,NRC US Equity,NRC US Equity,NRC US Equity,NRC US Equity,NRC US Equity
2022-05-30,31.8004,33.5506,31.8004,33.0187,36084.0
2022-05-31,33.0092,34.4435,32.6787,34.0921,128712.0
2022-06-01,34.0066,35.0372,33.5696,33.5981,50785.0
2022-06-02,33.8071,34.5433,33.1042,34.472,38516.0
2022-06-03,34.1396,34.6335,33.8831,34.4245,33985.0
2022-06-04,34.1396,34.6335,33.8831,34.4245,33985.0
2022-06-05,34.1396,34.6335,33.8831,34.4245,33985.0
2022-06-06,34.5575,35.4504,34.396,35.0705,37837.0
2022-06-07,34.89,35.0559,33.1612,33.3511,47024.0
2022-06-08,33.2182,35.4979,32.8287,34.947,58201.0
2022-06-09,34.871,35.8478,33.3416,33.3416,279740.0
2022-06-10,32.9712,35.08,32.7746,34.7855,41044.0
2022-06-11,32.9712,35.08,32.7746,34.7855,41044.0
2022-06-12,32.9712,35.08,32.7746,34.7855,41044.0
2022-06-13,34.1206,34.814,33.5467,34.32,46096.0
2022-06-14,34.5005,34.5005,32.6482,32.8952,58651.0
2022-06-15,33.2277,34.719,33.1411,34.3105,47208.0
2022-06-16,34.0636,34.1396,33.4648,33.7596,50476.0
2022-06-17,33.9021,34.8045,33.9021,34.567,85137.0
2022-06-18,33.9021,34.8045,33.9021,34.567,85137.0
2022-06-19,33.9021,34.8045,33.9021,34.567,85137.0
2022-06-20,33.9021,34.8045,33.9021,34.567,85137.0
2022-06-21,35.0325,35.4679,34.28,35.0135,59236.0
2022-06-22,34.738,35.8874,34.6763,35.1655,38725.0
2022-06-23,35.1275,36.4193,35.023,36.4193,24445.0
2022-06-24,36.3528,37.1033,35.6784,36.9513,90343.0
2022-06-25,36.3528,37.1033,35.6784,36.9513,90343.0
2022-06-26,36.3528,37.1033,35.6784,36.9513,90343.0
2022-06-27,37.2268,37.9962,37.0083,37.5687,43053.0
2022-06-28,37.5782,38.1862,37.1508,37.3787,34418.0
2022-06-29,37.6655,37.6655,36.1363,36.6619,37887.0
2022-06-30,36.2032,36.6906,35.9738,36.5855,30874.0
2022-07-01,36.3083,37.2354,35.4959,37.1398,22216.0
2022-07-02,36.3083,37.2354,35.4959,37.1398,22216.0
2022-07-03,36.3083,37.2354,35.4959,37.1398,22216.0
2022-07-04,36.3083,37.2354,35.4959,37.1398,22216.0
2022-07-05,36.6524,37.0825,36.3657,36.9009,27282.0
2022-07-06,36.7384,37.2832,35.5055,35.6011,48947.0
2022-07-07,35.8687,36.0598,34.8938,35.6106,77881.0
2022-07-08,35.4195,36.3274,35.4195,35.9451,26450.0
2022-07-09,35.4195,36.3274,35.4195,35.9451,26450.0
2022-07-10,35.4195,36.3274,35.4195,35.9451,26450.0
2022-07-11,35.7635,36.1075,35.2978,35.3526,26134.0
2022-07-12,35.343,35.343,34.588,34.8652,17523.0
2022-07-13,34.5307,34.9368,34.3108,34.6931,21215.0
2022-07-14,34.3682,34.5689,33.8808,34.5211,19179.0
2022-07-15,34.9034,35.7874,34.5402,35.6775,38581.0
2022-07-16,34.9034,35.7874,34.5402,35.6775,38581.0
2022-07-17,34.9034,35.7874,34.5402,35.6775,38581.0
2022-07-18,36.1064,36.1076,34.8078,35.0181,22231.0
2022-07-19,35.2666,36.0885,35.2666,35.8496,18675.0
2022-07-20,35.8113,36.6428,35.4195,36.1745,29186.0
2022-07-21,36.1841,36.6333,35.84,36.6333,25960.0
2022-07-22,36.5377,36.8818,35.9451,36.0407,22005.0
2022-07-23,36.5377,36.8818,35.9451,36.0407,22005.0
2022-07-24,36.5377,36.8818,35.9451,36.0407,22005.0
2022-07-25,35.9738,36.9627,35.8782,36.5664,19436.0
2022-07-26,35.5628,37.2258,35.5628,37.0251,19735.0
2022-07-27,37.1494,37.5221,36.6619,37.0251,31542.0
2022-07-28,36.9678,37.2449,36.4995,36.5568,18970.0
2022-07-29,36.7575,36.7613,35.9356,36.2223,21857.0
2022-07-30,36.7575,36.7613,35.9356,36.2223,21857.0
2022-07-31,36.7575,36.7613,35.9356,36.2223,21857.0
2022-08-01,36.2701,37.1589,34.3108,36.9964,49752.0
2022-08-02,37.2545,37.6368,36.5068,36.7957,20975.0
2022-08-03,36.7002,36.7957,35.4864,35.4959,25595.0
2022-08-04,35.3621,35.3621,34.0528,34.0528,24521.0
2022-08-05,34.3395,34.8174,34.0432,34.2439,13667.0
2022-08-06,34.3395,34.8174,34.0432,34.2439,13667.0
2022-08-07,34.3395,34.8174,34.0432,34.2439,13667.0
2022-08-08,34.3204,34.9321,33.9094,34.2822,25738.0
2022-08-09,34.4307,34.4351,32.8963,33.011,16162.0
2022-08-10,33.4124,34.0289,33.4124,33.9285,12084.0
2022-08-11,33.8712,34.8699,33.7087,33.8616,21944.0
2022-08-12,33.594,34.4829,33.1066,34.4446,21132.0
2022-08-13,33.594,34.4829,33.1066,34.4446,21132.0
2022-08-14,33.594,34.4829,33.1066,34.4446,21132.0
2022-08-15,34.4064,34.7122,34.2439,34.6167,51139.0
2022-08-16,34.177,34.8747,33.9763,34.5402,30055.0
2022-08-17,34.3968,34.7314,34.0815,34.3013,18134.0
2022-08-18,34.2153,34.8174,33.5845,34.5498,28313.0
2022-08-19,34.1484,34.9703,33.9852,34.5976,29030.0
2022-08-20,34.1484,34.9703,33.9852,34.5976,29030.0
2022-08-21,34.1484,34.9703,33.9852,34.5976,29030.0
2022-08-22,34.4733,34.4733,33.6036,34.0815,27388.0
2022-08-23,34.0815,34.6071,33.4363,33.8616,23313.0
2022-08-24,33.5365,34.3108,33.422,33.5558,21013.0
2022-08-25,33.6036,33.6992,33.1687,33.4793,23577.0
2022-08-26,33.3169,33.3264,32.256,32.3229,28700.0
2022-08-27,33.3169,33.3264,32.256,32.3229,28700.0
2022-08-28,33.3169,33.3264,32.256,32.3229,28700.0
2022-08-29,31.8068,33.0588,31.6348,32.7052,29067.0
2022-08-30,32.6479,33.4507,32.4548,32.5905,26023.0
2022-08-31,32.7148,32.8572,32.3038,32.6001,20545.0
2022-09-01,31.9176,32.4854,31.8546,32.256,16970.0
2022-09-02,32.6096,32.7243,31.9836,32.0935,24008.0
2022-09-03,32.6096,32.7243,31.9836,32.0935,24008.0
2022-09-04,32.6096,32.7243,31.9836,32.0935,24008.0
2022-09-05,32.6096,32.7243,31.9836,32.0935,24008.0
2022-09-06,32.1876,32.2942,31.7495,32.1795,21801.0
2022-09-07,32.342,33.8616,32.2942,33.6227,34800.0
2022-09-08,33.2786,34.4733,33.2786,34.4733,21056.0
2022-09-09,33.1448,35.0324,33.1448,34.8365,28839.0
2022-09-10,33.1448,35.0324,33.1448,34.8365,28839.0
2022-09-11,33.1448,35.0324,33.1448,34.8365,28839.0
2022-09-12,35.0563,35.6583,34.1388,35.6011,27171.0
2022-09-13,34.999,36.5281,34.999,36.3179,44413.0
2022-09-14,36.1267,37.0729,36.0598,36.9487,162997.0
2022-09-15,36.6811,38.1147,36.2721,37.9522,55013.0
2022-09-16,37.9904,39.1851,37.3596,38.1242,183678.0
2022-09-17,37.9904,39.1851,37.3596,38.1242,183678.0
2022-09-18,37.9904,39.1851,37.3596,38.1242,183678.0
2022-09-19,38.1624,38.1624,36.1554,36.5664,77303.0
2022-09-20,36.1841,36.6811,35.6596,36.5664,39157.0
2022-09-21,36.5664,37.1971,35.9643,36.7384,30566.0
2022-09-22,36.8913,37.3405,36.3179,37.0347,53737.0
2022-09-23,36.8626,37.6655,36.6142,37.503,37079.0
2022-09-24,36.8626,37.6655,36.6142,37.503,37079.0
2022-09-25,36.8626,37.6655,36.6142,37.503,37079.0
2022-09-26,37.503,38.9653,37.503,37.7706,40288.0
2022-09-27,37.9617,39.0322,37.7515,37.9426,36093.0
2022-09-28,38.0764,39.1182,38.0669,38.8601,40718.0
2022-09-29,38.5909,39.3985,38.2771,38.7928,30525.0
2022-09-30,38.6198,39.4178,38.2545,38.2641,49171.0
2022-10-01,38.6198,39.4178,38.2545,38.2641,49171.0
2022-10-02,38.6198,39.4178,38.2545,38.2641,49171.0
2022-10-03,38.3794,39.1345,37.6873,39.0716,72567.0
2022-10-04,39.3216,39.5427,38.6198,38.9755,56836.0
2022-10-05,38.639,38.6967,37.2642,37.5046,80170.0
2022-10-06,37.418,38.4467,37.245,38.0237,38830.0
2022-10-07,38.0261,38.4275,37.567,37.6584,67855.0
2022-10-08,38.0261,38.4275,37.567,37.6584,67855.0
2022-10-09,38.0261,38.4275,37.567,37.6584,67855.0
2022-10-10,37.6968,38.223,37.5334,37.9276,21350.0
2022-10-11,37.1488,38.8698,37.1488,38.466,24413.0
2022-10-12,38.4563,39.0428,37.8843,38.466,50756.0
2022-10-13,38.0429,39.7158,37.5238,39.5331,66550.0
2022-10-14,39.9177,40.2446,38.1775,38.5717,33573.0
2022-10-15,39.9177,40.2446,38.1775,38.5717,33573.0
2022-10-16,39.9177,40.2446,38.1775,38.5717,33573.0
2022-10-17,38.8217,39.3505,38.5044,39.1678,57332.0
2022-10-18,39.6773,40.0427,38.5717,38.8121,53297.0
2022-10-19,38.8121,39.6197,38.466,39.6197,41401.0
2022-10-20,39.1582,39.2447,38.6006,38.7159,26344.0
2022-10-21,38.9178,39.2111,38.4756,39.0716,38090.0
2022-10-22,38.9178,39.2111,38.4756,39.0716,38090.0
2022-10-23,38.9178,39.2111,38.4756,39.0716,38090.0
2022-10-24,39.7981,39.7981,38.8505,39.1389,36967.0
2022-10-25,39.2255,39.3024,38.7255,38.7448,30319.0
2022-10-26,38.8986,39.2639,38.6967,38.889,46664.0
2022-10-27,39.2159,39.3216,38.6486,38.7159,58550.0
2022-10-28,39.0044,39.8792,38.7736,39.562,59386.0
2022-10-29,39.0044,39.8792,38.7736,39.562,59386.0
2022-10-30,39.0044,39.8792,38.7736,39.562,59386.0
2022-10-31,39.7542,39.8077,38.7736,39.1582,139355.0
2022-11-01,39.5524,39.5524,38.1199,39.0044,52288.0
2022-11-02,36.5335,38.1679,33.7262,33.8704,73718.0
2022-11-03,33.5051,35.3846,33.3513,34.6299,62373.0
2022-11-04,34.9184,36.3605,34.803,35.9086,41096.0
2022-11-05,34.9184,36.3605,34.803,35.9086,41096.0
2022-11-06,34.9184,36.3605,34.803,35.9086,41096.0
2022-11-07,36.1009,36.5099,35.7163,36.2836,31974.0
2022-11-08,36.5431,36.7066,35.9951,36.3797,28190.0
2022-11-09,36.3989,36.9181,35.7067,36.8796,34732.0
2022-11-10,37.2738,38.8217,36.7931,38.8217,45767.0
2022-11-11,38.6582,39.0524,37.7064,37.8122,38614.0
2022-11-12,38.6582,39.0524,37.7064,37.8122,38614.0
2022-11-13,38.6582,39.0524,37.7064,37.8122,38614.0
2022-11-14,37.6488,37.6488,35.3318,35.3318,41530.0
2022-11-15,35.8413,36.0336,35.3125,35.5625,43017.0
2022-11-16,35.351,36.1009,35.2164,36.0432,29847.0
2022-11-17,35.5017,36.0913,35.3414,36.0817,36728.0
2022-11-18,36.5624,36.6476,35.5048,35.6683,38664.0
2022-11-19,36.5624,36.6476,35.5048,35.6683,38664.0
2022-11-20,36.5624,36.6476,35.5048,35.6683,38664.0
2022-11-21,35.7259,36.2595,35.4952,35.601,26181.0
2022-11-22,35.8702,35.8702,35.226,35.3895,27963.0
2022-11-23,35.4471,35.9086,35.1683,35.8413,33419.0
2022-11-24,35.4471,35.9086,35.1683,35.8413,33419.0
2022-11-25,35.9278,36.3124,35.9278,36.3124,11424.0
2022-11-26,35.9278,36.3124,35.9278,36.3124,11424.0
2022-11-27,35.9278,36.3124,35.9278,36.3124,11424.0
2022-11-28,36.1682,36.5335,35.3222,35.5529,28354.0
2022-11-29,35.5337,35.9663,35.4279,35.5721,27775.0
2022-11-30,35.7932,37.4084,35.6394,37.245,90512.0
2022-12-01,37.1104,37.9228,36.745,37.8026,49922.0
2022-12-02,37.5142,38.2737,37.3988,37.9468,28057.0
2022-12-03,37.5142,38.2737,37.3988,37.9468,28057.0
2022-12-04,37.5142,38.2737,37.3988,37.9468,28057.0
2022-12-05,37.6872,38.3218,37.3796,38.2641,32221.0
2022-12-06,38.1487,38.389,37.3411,37.6968,28331.0
2022-12-07,37.6199,38.1778,36.9277,36.9854,22607.0
2022-12-08,37.0046,37.6392,36.8412,37.5526,25116.0
2022-12-09,37.2354,37.3027,36.8604,37.0431,20677.0
2022-12-10,37.2354,37.3027,36.8604,37.0431,20677.0
2022-12-11,37.2354,37.3027,36.8604,37.0431,20677.0
2022-12-12,37.1104,37.1921,36.3412,36.6585,34618.0
2022-12-13,36.8316,37.3796,35.7163,36.2836,112372.0
2022-12-14,36.1105,36.2836,35.6683,35.8509,40216.0
2022-12-15,35.6106,36.0144,35.1972,35.8894,38373.0
2022-12-16,35.899,37.2738,35.2549,36.4182,98865.0
2022-12-17,35.899,37.2738,35.2549,36.4182,98865.0
2022-12-18,35.899,37.2738,35.2549,36.4182,98865.0
2022-12-19,36.4182,37.2402,35.8221,36.0528,45621.0
2022-12-20,35.8894,37.2498,35.8221,36.6585,37517.0
2022-12-21,36.9662,37.9276,36.1682,37.0238,36726.0
2022-12-22,37.0815,37.841,35.8605,36.274,37044.0
2022-12-23,36.2355,38.4275,35.5721,35.8509,28422.0
2022-12-24,36.2355,38.4275,35.5721,35.8509,28422.0
2022-12-25,36.2355,38.4275,35.5721,35.8509,28422.0
2022-12-26,36.2355,38.4275,35.5721,35.8509,28422.0
2022-12-27,35.9567,36.3989,35.5817,36.0336,18869.0
2022-12-28,35.8894,36.4085,35.3222,35.6779,33688.0
2022-12-29,35.7551,36.1119,35.5139,35.8033,30474.0
2022-12-30,35.7068,36.0926,35.3114,35.9769,35040.0
2022-12-31,35.7068,36.0926,35.3114,35.9769,35040.0
2023-01-01,35.7068,36.0926,35.3114,35.9769,35040.0
2023-01-02,35.7068,36.0926,35.3114,35.9769,35040.0
2023-01-03,35.9383,38.0699,35.8708,37.5491,63283.0
2023-01-04,37.4719,37.7902,36.7552,36.9993,34630.0
2023-01-05,37.0089,37.6166,35.919,36.816,40526.0
2023-01-06,37.2597,38.9283,36.845,38.7547,46794.0
2023-01-07,37.2597,38.9283,36.845,38.7547,46794.0
2023-01-08,37.2597,38.9283,36.845,38.7547,46794.0
2023-01-09,38.6583,40.2302,38.6101,39.0344,48788.0
2023-01-10,39.0055,40.6163,39.0055,40.6163,33770.0
2023-01-11,40.4812,41.0407,40.134,40.3076,29952.0
2023-01-12,40.4523,40.7706,40.134,40.4716,38102.0
2023-01-13,40.6889,41.2336,40.4716,40.8574,32047.0
2023-01-14,40.6889,41.2336,40.4716,40.8574,32047.0
2023-01-15,40.6889,41.2336,40.4716,40.8574,32047.0
2023-01-16,40.6889,41.2336,40.4716,40.8574,32047.0
2023-01-17,40.6934,41.4747,40.6934,41.1661,32034.0
2023-01-18,41.4747,41.875,41.1371,41.6483,29437.0
2023-01-19,41.6773,42.2367,41.5354,41.9955,24649.0
2023-01-20,42.3235,43.2109,42.0341,43.1337,32618.0
2023-01-21,42.3235,43.2109,42.0341,43.1337,32618.0
2023-01-22,42.3235,43.2109,42.0341,43.1337,32618.0
2023-01-23,43.0179,43.1337,42.1402,42.7382,34754.0
2023-01-24,42.3717,42.8636,42.1595,42.4199,23041.0
2023-01-25,42.0727,43.0758,42.0727,43.0758,14288.0
2023-01-26,43.7317,43.7317,43.0179,43.5774,19525.0
2023-01-27,43.4221,43.7992,43.4038,43.6738,12191.0
2023-01-28,43.4221,43.7992,43.4038,43.6738,12191.0
2023-01-29,43.4221,43.7992,43.4038,43.6738,12191.0
2023-01-30,43.3652,44.783,43.0999,44.6094,39430.0
2023-01-31,42.6948,45.1592,42.6755,44.7734,39264.0
2023-02-01,44.4358,45.709,44.2815,45.4968,55818.0
2023-02-02,45.5161,45.9115,44.1658,44.4551,39562.0
2023-02-03,44.0596,45.5643,43.7124,44.6962,31676.0
2023-02-04,44.0596,45.5643,43.7124,44.6962,31676.0
2023-02-05,44.0596,45.5643,43.7124,44.6962,31676.0
2023-02-06,44.7445,45.1013,44.0018,44.5612,39553.0
2023-02-07,44.6769,45.3618,44.2718,44.9181,37642.0
2023-02-08,44.8313,45.3328,43.616,43.616,28654.0
2023-02-09,43.616,44.8506,42.6032,43.0083,33043.0
2023-02-10,42.6321,43.4906,42.5357,42.5453,18155.0
2023-02-11,42.6321,43.4906,42.5357,42.5453,18155.0
2023-02-12,42.6321,43.4906,42.5357,42.5453,18155.0
2023-02-13,43.0083,43.8474,42.4585,42.989,33837.0
2023-02-14,42.555,43.2109,42.3717,42.7189,31127.0
2023-02-15,42.7768,45.1944,42.4392,45.0338,38680.0
2023-02-16,44.947,45.4775,43.9825,44.5226,29118.0
2023-02-17,44.8698,45.6511,44.4937,45.2557,42475.0
2023-02-18,44.8698,45.6511,44.4937,45.2557,42475.0
2023-02-19,44.8698,45.6511,44.4937,45.2557,42475.0
2023-02-20,44.8698,45.6511,44.4937,45.2557,42475.0
2023-02-21,44.7927,45.4389,44.7927,45.0145,31324.0
2023-02-22,45.3039,45.6897,44.7348,44.8795,40487.0
2023-02-23,44.7638,45.0242,44.5033,44.7252,19659.0
2023-02-24,44.3297,44.5467,43.4906,43.8667,37199.0
2023-02-25,44.3297,44.5467,43.4906,43.8667,37199.0
2023-02-26,44.3297,44.5467,43.4906,43.8667,37199.0
2023-02-27,44.1175,44.1175,43.2109,43.4038,26664.0
2023-02-28,43.5291,44.1754,43.2687,43.5581,58850.0
2023-03-01,43.3266,43.6738,42.5453,43.1626,42041.0
2023-03-02,42.7479,44.2284,42.7479,43.7896,45337.0
2023-03-03,43.4038,44.185,43.2494,44.1754,30692.0
2023-03-04,43.4038,44.185,43.2494,44.1754,30692.0
2023-03-05,43.4038,44.185,43.2494,44.1754,30692.0
2023-03-06,43.79,44.0789,43.2301,43.4906,33463.0
2023-03-07,43.6256,43.6256,42.5936,43.0469,21451.0
2023-03-08,43.2977,43.5484,42.69,43.1916,30066.0
2023-03-09,43.1337,43.3555,42.4682,42.9311,38751.0
2023-03-10,42.7189,43.0855,41.8316,42.0727,33530.0
2023-03-11,42.7189,43.0855,41.8316,42.0727,33530.0
2023-03-12,42.7189,43.0855,41.8316,42.0727,33530.0
2023-03-13,41.5422,43.4182,40.6404,40.9346,37504.0
2023-03-14,41.5904,41.7062,40.2989,40.8092,93319.0
2023-03-15,40.2112,41.7158,40.134,41.7062,72737.0
2023-03-16,41.1853,42.4489,40.6645,42.1981,51337.0
2023-03-17,41.8412,41.8412,40.4957,41.031,236753.0
2023-03-18,41.8412,41.8412,40.4957,41.031,236753.0
2023-03-19,41.8412,41.8412,40.4957,41.031,236753.0
2023-03-20,41.3493,42.1306,41.0021,41.7737,37653.0
2023-03-21,42.3235,43.0758,41.3879,43.0662,37479.0
2023-03-22,43.2398,43.2398,41.8509,41.8509,27506.0
2023-03-23,42.0824,42.5163,41.3107,41.8605,45344.0
2023-03-24,41.494,43.5967,41.06,43.4423,44531.0
2023-03-25,41.494,43.5967,41.06,43.4423,44531.0
2023-03-26,41.494,43.5967,41.06,43.4423,44531.0
2023-03-27,43.8378,43.9632,42.9697,43.4665,39400.0
2023-03-28,43.2398,43.8378,42.7093,43.0276,32209.0
2023-03-29,43.2301,43.616,42.5743,43.1626,53152.0
2023-03-30,42.4712,43.24,41.1027,41.2574,62877.0
2023-03-31,41.712,42.6501,41.2574,42.0795,71514.0
2023-04-01,41.712,42.6501,41.2574,42.0795,71514.0
2023-04-02,41.712,42.6501,41.2574,42.0795,71514.0
2023-04-03,41.6346,43.4625,41.4605,43.211,65650.0
2023-04-04,43.5495,44.0766,42.476,42.6114,32976.0
2023-04-05,42.476,42.9209,42.2052,42.2632,22229.0
2023-04-06,42.4373,42.933,41.5766,42.0698,45293.0
2023-04-07,42.4373,42.933,41.5766,42.0698,45293.0
2023-04-08,42.4373,42.933,41.5766,42.0698,45293.0
2023-04-09,42.4373,42.933,41.5766,42.0698,45293.0
2023-04-10,42.0698,44.1104,41.4412,43.9557,149905.0
2023-04-11,43.9557,44.4779,43.0949,43.5302,31399.0
2023-04-12,43.2303,43.7236,42.7274,43.0563,30612.0
2023-04-13,43.2884,43.6365,42.8338,43.6075,22799.0
2023-04-14,43.7139,43.9267,42.7565,42.9305,25909.0
2023-04-15,43.7139,43.9267,42.7565,42.9305,25909.0
2023-04-16,43.7139,43.9267,42.7565,42.9305,25909.0
2023-04-17,43.1143,43.4238,42.7274,43.0369,21157.0
2023-04-18,43.269,43.2787,42.2052,42.3986,22899.0
2023-04-19,42.418,43.0369,42.0891,42.8435,20110.0
2023-04-20,42.476,43.3469,42.2633,42.9886,26165.0
2023-04-21,42.9305,43.5737,42.6694,43.4625,56876.0
2023-04-22,42.9305,43.5737,42.6694,43.4625,56876.0
2023-04-23,42.9305,43.5737,42.6694,43.4625,56876.0
2023-04-24,43.4818,43.859,42.9112,43.0853,22317.0
2023-04-25,42.7661,43.3948,42.3599,42.6888,22875.0
2023-04-26,42.4276,42.7855,41.5185,41.8183,38148.0
2023-04-27,41.8474,42.6017,41.5572,42.447,33059.0
2023-04-28,42.7468,42.7468,41.8377,42.0988,27753.0
2023-04-29,42.7468,42.7468,41.8377,42.0988,27753.0
2023-04-30,42.7468,42.7468,41.8377,42.0988,27753.0
2023-05-01,41.9828,42.9982,41.3831,42.9886,24637.0
2023-05-02,42.7565,43.269,42.1568,42.6984,47767.0
2023-05-03,42.4276,42.4276,39.2748,39.4392,71610.0
2023-05-04,38.975,40.1646,38.5785,39.71,36473.0
2023-05-05,40.3,41.006,40.3,40.7545,25990.0
2023-05-06,40.3,41.006,40.3,40.7545,25990.0
2023-05-07,40.3,41.006,40.3,40.7545,25990.0
2023-05-08,40.6868,41.3348,40.3967,41.2187,24363.0
2023-05-09,41.2284,42.1955,41.18,41.9151,22966.0
2023-05-10,42.1665,42.8145,42.1665,42.563,22176.0
2023-05-11,42.2149,42.6888,41.4508,41.7313,24090.0
2023-05-12,41.1704,41.1704,40.8222,41.0543,12221.0
2023-05-13,41.1704,41.1704,40.8222,41.0543,12221.0
2023-05-14,41.1704,41.1704,40.8222,41.0543,12221.0
2023-05-15,40.8222,40.8319,40.2033,40.358,17101.0
2023-05-16,40.1452,40.5127,40.0195,40.1065,28138.0
2023-05-17,40.1452,40.4257,39.4924,40.2226,43758.0
2023-05-18,39.9808,41.1123,39.8261,40.8512,32561.0
2023-05-19,41.3831,41.7313,40.8512,41.712,23987.0
2023-05-20,41.3831,41.7313,40.8512,41.712,23987.0
2023-05-21,41.3831,41.7313,40.8512,41.712,23987.0
2023-05-22,42.0021,42.3696,41.6709,42.3696,34634.0
2023-05-23,42.4566,43.5205,41.7893,43.3367,99545.0
2023-05-24,43.4625,43.4625,42.1278,42.1472,25184.0
2023-05-25,42.1085,42.7178,41.9054,42.0505,17377.0
2023-05-26,41.8764,42.2536,41.3638,41.886,15604.0
2023-05-27,41.8764,42.2536,41.3638,41.886,15604.0
2023-05-28,41.8764,42.2536,41.3638,41.886,15604.0
2023-05-29,41.8764,42.2536,41.3638,41.886,15604.0
2023-05-30,41.7603,42.447,41.741,42.3793,25339.0
2023-05-31,42.2342,43.9073,42.1278,43.4238,60181.0
2023-06-01,43.3271,43.5205,42.2632,42.476,31300.0
2023-06-02,42.9596,44.1975,42.6695,44.1975,48122.0
2023-06-03,42.9596,44.1975,42.6695,44.1975,48122.0
2023-06-04,42.9596,44.1975,42.6695,44.1975,48122.0
2023-06-05,43.8396,44.1008,43.2013,43.2013,24632.0
2023-06-06,42.9596,44.4199,42.8616,44.3135,63088.0
2023-06-07,44.2458,45.416,43.7187,45.1646,64513.0
2023-06-08,45.0098,45.0098,43.0563,43.5785,40703.0
2023-06-09,43.269,43.7042,43.2613,43.5205,22638.0
2023-06-10,43.269,43.7042,43.2613,43.5205,22638.0
2023-06-11,43.269,43.7042,43.2613,43.5205,22638.0
2023-06-12,43.7429,43.7429,43.1857,43.4721,27484.0
2023-06-13,43.4044,43.6752,42.7081,43.2207,28479.0
2023-06-14,43.2303,43.651,43.2062,43.4141,35294.0
2023-06-15,43.1917,43.8058,43.1095,43.3561,44322.0
2023-06-16,43.8493,43.8493,43.2884,43.7139,123110.0
2023-06-17,43.8493,43.8493,43.2884,43.7139,123110.0
2023-06-18,43.8493,43.8493,43.2884,43.7139,123110.0
2023-06-19,43.8493,43.8493,43.2884,43.7139,123110.0
2023-06-20,43.7139,43.7225,42.7951,43.182,53921.0
2023-06-21,43.3174,43.5979,42.9499,43.3851,27254.0
2023-06-22,43.5108,43.5108,42.505,42.5824,25296.0
2023-06-23,42.1568,43.83,42.1568,43.0949,146476.0
2023-06-24,42.1568,43.83,42.1568,43.0949,146476.0
2023-06-25,42.1568,43.83,42.1568,43.0949,146476.0
2023-06-26,42.8435,44.0234,42.447,42.7758,41256.0
2023-06-27,42.8628,43.182,41.9586,42.4373,50321.0
2023-06-28,42.534,42.6984,41.9731,41.9924,32008.0
2023-06-29,42.0797,42.7004,42.0797,42.4289,22438.0
2023-06-30,42.7489,42.7877,42.0991,42.1961,31826.0
2023-07-01,42.7489,42.7877,42.0991,42.1961,31826.0
2023-07-02,42.7489,42.7877,42.0991,42.1961,31826.0
2023-07-03,42.2834,42.8507,42.0991,42.7974,15436.0
2023-07-04,42.2834,42.8507,42.0991,42.7974,15436.0
2023-07-05,42.7198,43.1174,42.1683,43.0592,31074.0
2023-07-06,42.8556,42.8556,41.0614,41.43,24936.0
2023-07-07,41.2069,41.4978,40.4311,40.6153,64156.0
2023-07-08,41.2069,41.4978,40.4311,40.6153,64156.0
2023-07-09,41.2069,41.4978,40.4311,40.6153,64156.0
2023-07-10,40.4699,41.4833,40.4699,40.7802,42024.0
2023-07-11,40.8675,41.236,40.6056,40.819,20377.0
2023-07-12,41.1681,41.8567,41.1002,41.333,23295.0
2023-07-13,41.2845,41.2845,40.8093,41.0323,13958.0
2023-07-14,40.9838,41.3718,40.7802,41.2845,13490.0
2023-07-15,40.9838,41.3718,40.7802,41.2845,13490.0
2023-07-16,40.9838,41.3718,40.7802,41.2845,13490.0
2023-07-17,41.3766,41.75,41.1875,41.7112,16349.0
2023-07-18,41.5463,42.4095,41.5463,42.3222,24181.0
2023-07-19,42.4386,44.029,42.4386,43.5538,25569.0
2023-07-20,43.7575,43.7575,43.1708,43.2435,14460.0
2023-07-21,43.3793,43.6411,42.4773,42.5743,27143.0
2023-07-22,43.3793,43.6411,42.4773,42.5743,27143.0
2023-07-23,43.3793,43.6411,42.4773,42.5743,27143.0
2023-07-24,42.4482,42.7004,41.7791,42.2349,19287.0
2023-07-25,42.0312,42.1282,41.8373,42.0603,14259.0
2023-07-26,42.0409,42.5452,42.0409,42.4289,16216.0
2023-07-27,42.5161,42.5161,41.7985,41.9149,15971.0
2023-07-28,42.07,42.3901,41.6239,41.9149,11954.0
2023-07-29,42.07,42.3901,41.6239,41.9149,11954.0
2023-07-30,42.07,42.3901,41.6239,41.9149,11954.0
2023-07-31,41.9052,42.2154,41.6001,41.6142,13856.0
2023-08-01,41.8373,41.9488,41.1114,41.5657,23524.0
2023-08-02,41.1875,42.9041,40.9796,42.5161,25448.0
2023-08-03,42.2058,42.7392,41.3718,41.4494,21259.0
2023-08-04,41.4881,41.7015,41.3136,41.43,14467.0
2023-08-05,41.4881,41.7015,41.3136,41.43,14467.0
2023-08-06,41.4881,41.7015,41.3136,41.43,14467.0
2023-08-07,41.6627,42.2834,41.6627,41.9827,14486.0
2023-08-08,41.8082,42.4289,41.4494,42.3901,13239.0
2023-08-09,42.5258,42.8944,42.1573,42.5937,12885.0
2023-08-10,42.2058,42.5161,41.7306,41.944,12743.0
2023-08-11,41.7112,42.4898,41.5948,41.8276,19077.0
2023-08-12,41.7112,42.4898,41.5948,41.8276,19077.0
2023-08-13,41.7112,42.4898,41.5948,41.8276,19077.0
