,NRC US Equity,NRC US Equity,NRC US Equity,NRC US Equity,NRC US Equity
2020-03-10,49.6805,50.4985,48.4257,50.4985,35240.0
2020-03-11,49.2158,50.4241,46.4738,48.5001,41674.0
2020-03-12,46.0556,46.102,40.0418,40.2649,50399.0
2020-03-13,42.0495,44.745,40.6925,42.7559,75381.0
2020-03-14,42.0495,44.745,40.6925,42.7559,75381.0
2020-03-15,42.0495,44.745,40.6925,42.7559,75381.0
2020-03-16,39.9675,39.9768,32.541,33.9259,45661.0
2020-03-17,34.2977,38.9915,32.5596,38.9915,69628.0
2020-03-18,36.0637,36.0637,32.5317,32.541,51324.0
2020-03-19,32.29,41.9198,31.6022,38.8242,57130.0
2020-03-20,38.722,42.5793,31.6022,36.6121,61453.0
2020-03-21,38.722,42.5793,31.6022,36.6121,61453.0
2020-03-22,38.722,42.5793,31.6022,36.6121,61453.0
2020-03-23,36.8723,38.7824,32.1994,37.7553,37539.0
2020-03-24,39.7351,42.7466,37.7832,42.1239,43093.0
2020-03-25,41.6963,45.8697,37.272,38.8056,38373.0
2020-03-26,39.2611,42.1146,38.4617,42.1146,37635.0
2020-03-27,39.9954,42.4306,38.6827,39.2146,30499.0
2020-03-28,39.9954,42.4306,38.6827,39.2146,30499.0
2020-03-29,39.9954,42.4306,38.6827,39.2146,30499.0
2020-03-30,39.7003,41.8768,38.7943,41.8768,43081.0
2020-03-31,41.5499,43.4929,40.3374,42.484,67169.0
2020-04-01,40.3916,42.0356,39.9712,41.662,46596.0
2020-04-02,40.9521,42.045,39.747,41.8582,30094.0
2020-04-03,40.9427,41.3537,37.4771,39.5042,69735.0
2020-04-04,40.9427,41.3537,37.4771,39.5042,69735.0
2020-04-05,40.9427,41.3537,37.4771,39.5042,69735.0
2020-04-06,40.9147,44.441,40.9147,43.9973,48793.0
2020-04-07,43.5302,43.5302,41.6713,42.5961,63582.0
2020-04-08,43.3434,44.838,41.5919,44.3243,36449.0
2020-04-09,45.3331,45.7722,42.9091,44.1655,41524.0
2020-04-10,45.3331,45.7722,42.9091,44.1655,41524.0
2020-04-11,45.3331,45.7722,42.9091,44.1655,41524.0
2020-04-12,45.3331,45.7722,42.9091,44.1655,41524.0
2020-04-13,43.5956,44.6839,42.6709,44.5204,27617.0
2020-04-14,45.2957,46.3326,43.9945,46.2392,52699.0
2020-04-15,44.4924,45.2677,43.1566,44.6138,53656.0
2020-04-16,45.5199,46.2112,44.6232,46.015,43750.0
2020-04-17,47.164,51.1761,46.9398,50.5829,36243.0
2020-04-18,47.164,51.1761,46.9398,50.5829,36243.0
2020-04-19,47.164,51.1761,46.9398,50.5829,36243.0
2020-04-20,48.9202,50.2934,47.5984,47.958,26771.0
2020-04-21,45.9216,48.9855,45.9216,46.8464,31208.0
2020-04-22,47.9487,49.3312,46.7156,48.8548,30634.0
2020-04-23,48.6212,48.7619,45.6507,47.6404,29469.0
2020-04-24,47.2761,48.8174,46.048,47.9673,34207.0
2020-04-25,47.2761,48.8174,46.048,47.9673,34207.0
2020-04-26,47.2761,48.8174,46.048,47.9673,34207.0
2020-04-27,48.7146,51.0125,48.0141,50.1065,36278.0
2020-04-28,50.4428,50.7884,48.9575,49.7515,89976.0
2020-04-29,51.6011,54.4595,51.6011,52.0401,49163.0
2020-04-30,50.9285,50.9285,47.6404,48.1915,38228.0
2020-05-01,46.753,49.5834,46.1925,49.5834,51032.0
2020-05-02,46.753,49.5834,46.1925,49.5834,51032.0
2020-05-03,46.753,49.5834,46.1925,49.5834,51032.0
2020-05-04,48.6026,50.5082,47.3135,48.6026,33680.0
2020-05-05,49.8916,52.7874,48.9168,49.5647,37436.0
2020-05-06,48.4811,51.3536,48.4811,50.8164,31102.0
2020-05-07,52.1896,52.1896,49.0416,50.1625,44229.0
2020-05-08,51.5357,54.2634,51.5357,53.6188,48432.0
2020-05-09,51.5357,54.2634,51.5357,53.6188,48432.0
2020-05-10,51.5357,54.2634,51.5357,53.6188,48432.0
2020-05-11,52.8808,54.0018,51.0593,52.5632,64438.0
2020-05-12,52.2176,53.3105,47.3321,47.9487,47487.0
2020-05-13,47.2481,49.0136,46.2392,46.8931,38300.0
2020-05-14,45.7254,46.3513,43.0366,45.9496,39773.0
2020-05-15,45.4826,47.1079,44.5438,46.7063,41889.0
2020-05-16,45.4826,47.1079,44.5438,46.7063,41889.0
2020-05-17,45.4826,47.1079,44.5438,46.7063,41889.0
2020-05-18,48.6866,50.8912,48.5745,50.5455,43330.0
2020-05-19,49.8823,50.6483,48.235,48.5185,38975.0
2020-05-20,49.2751,50.4334,48.7146,49.135,34623.0
2020-05-21,48.752,50.0972,47.958,49.3685,17817.0
2020-05-22,49.3872,49.7235,48.0794,49.0976,23656.0
2020-05-23,49.3872,49.7235,48.0794,49.0976,23656.0
2020-05-24,49.3872,49.7235,48.0794,49.0976,23656.0
2020-05-25,49.3872,49.7235,48.0794,49.0976,23656.0
2020-05-26,50.9752,51.4143,49.7954,50.4801,34569.0
2020-05-27,51.489,52.6099,50.2933,52.3764,29137.0
2020-05-28,52.4044,53.5067,50.8445,50.8445,30270.0
2020-05-29,50.4801,53.7356,50.4801,52.9836,65677.0
2020-05-30,50.4801,53.7356,50.4801,52.9836,65677.0
2020-05-31,50.4801,53.7356,50.4801,52.9836,65677.0
2020-06-01,53.4787,53.4787,51.517,51.517,36635.0
2020-06-02,51.9934,52.5259,51.078,51.7506,44000.0
2020-06-03,52.7688,55.0667,52.7314,53.5628,60412.0
2020-06-04,53.1144,54.8519,53.1144,54.7771,46726.0
2020-06-05,55.5711,55.5898,53.0864,53.4507,54990.0
2020-06-06,55.5711,55.5898,53.0864,53.4507,54990.0
2020-06-07,55.5711,55.5898,53.0864,53.4507,54990.0
2020-06-08,53.9457,55.7486,53.5721,55.3002,30123.0
2020-06-09,54.4502,55.8607,54.1513,54.4128,30353.0
2020-06-10,53.9457,54.8425,51.1294,51.6291,47803.0
2020-06-11,49.8356,50.7137,47.9393,48.2476,35645.0
2020-06-12,50.1532,50.8958,47.7992,49.7982,46005.0
2020-06-13,50.1532,50.8958,47.7992,49.7982,46005.0
2020-06-14,50.1532,50.8958,47.7992,49.7982,46005.0
2020-06-15,48.0888,50.5689,47.7245,50.2653,31426.0
2020-06-16,52.1429,52.227,46.9305,51.8533,29052.0
2020-06-17,51.9747,52.9229,50.5549,50.8912,17767.0
2020-06-18,50.7137,52.1896,50.256,51.1714,18567.0
2020-06-19,51.844,52.9182,49.8169,51.3395,72400.0
2020-06-20,51.844,52.9182,49.8169,51.3395,72400.0
2020-06-21,51.844,52.9182,49.8169,51.3395,72400.0
2020-06-22,50.8912,52.2083,50.6062,52.0401,25831.0
2020-06-23,52.9929,54.1793,52.1709,53.5161,35977.0
2020-06-24,52.7034,52.7034,50.34,50.5268,40228.0
2020-06-25,50.3213,51.8626,50.0131,51.8626,50792.0
2020-06-26,51.2461,52.0588,48.7427,49.079,223443.0
2020-06-27,51.2461,52.0588,48.7427,49.079,223443.0
2020-06-28,51.2461,52.0588,48.7427,49.079,223443.0
2020-06-29,49.2564,52.6753,49.2564,52.4605,51677.0
2020-06-30,52.4325,54.581,52.4325,54.3754,57714.0
2020-07-01,54.8051,54.8051,53.2265,54.0111,33176.0
2020-07-02,54.9639,55.6178,54.3661,54.5062,28011.0
2020-07-03,54.9639,55.6178,54.3661,54.5062,28011.0
2020-07-04,54.9639,55.6178,54.3661,54.5062,28011.0
2020-07-05,54.9639,55.6178,54.3661,54.5062,28011.0
2020-07-06,55.6832,55.6832,54.0052,54.226,17756.0
2020-07-07,53.7589,54.5436,52.9369,52.9836,25868.0
2020-07-08,52.8528,53.5955,51.0967,51.9094,33203.0
2020-07-09,51.545,51.6571,50.0785,50.8445,34692.0
2020-07-10,51.078,53.1144,50.368,52.6847,25569.0
2020-07-11,51.078,53.1144,50.368,52.6847,25569.0
2020-07-12,51.078,53.1144,50.368,52.6847,25569.0
2020-07-13,53.4974,54.198,52.3764,52.5913,27054.0
2020-07-14,52.1989,54.0859,52.1989,53.8056,20861.0
2020-07-15,55.1134,56.0475,54.5763,56.0288,51266.0
2020-07-16,55.7486,55.9541,54.5623,55.1134,21671.0
2020-07-17,54.8892,56.0475,54.6744,55.9074,33292.0
2020-07-18,54.8892,56.0475,54.6744,55.9074,33292.0
2020-07-19,54.8892,56.0475,54.6744,55.9074,33292.0
2020-07-20,55.5431,56.0475,55.048,55.3843,22109.0
2020-07-21,55.8233,56.0008,54.1419,56.0008,21630.0
2020-07-22,55.6645,55.9541,55.2629,55.4964,25021.0
2020-07-23,55.4403,56.6267,54.7584,55.0574,93857.0
2020-07-24,54.4128,55.9354,54.2634,54.5716,23409.0
2020-07-25,54.4128,55.9354,54.2634,54.5716,23409.0
2020-07-26,54.4128,55.9354,54.2634,54.5716,23409.0
2020-07-27,54.5062,55.2442,54.3568,55.1881,14508.0
2020-07-28,54.4782,55.4852,53.6375,53.8523,24992.0
2020-07-29,54.0111,55.1414,54.0111,54.6557,25227.0
2020-07-30,53.7122,54.8051,53.6749,54.1606,23393.0
2020-07-31,53.8337,53.899,52.5165,53.4226,38506.0
2020-08-01,53.8337,53.899,52.5165,53.4226,38506.0
2020-08-02,53.8337,53.899,52.5165,53.4226,38506.0
2020-08-03,53.6188,54.5529,53.488,54.0298,26614.0
2020-08-04,53.5721,53.7683,52.283,53.6655,28333.0
2020-08-05,54.5529,54.5529,51.4236,51.7879,33588.0
2020-08-06,51.7879,52.7407,51.078,52.5446,19060.0
2020-08-07,52.0308,53.4974,52.0308,53.4974,15732.0
2020-08-08,52.0308,53.4974,52.0308,53.4974,15732.0
2020-08-09,52.0308,53.4974,52.0308,53.4974,15732.0
2020-08-10,53.7122,54.6557,53.1144,54.1699,22964.0
2020-08-11,54.4782,55.7673,54.3848,54.7584,23225.0
2020-08-12,55.2909,55.814,53.3572,53.432,107325.0
2020-08-13,53.9271,53.9271,52.9276,53.2732,32006.0
2020-08-14,53.2358,53.2358,51.6385,51.9841,13382.0
2020-08-15,53.2358,53.2358,51.6385,51.9841,13382.0
2020-08-16,53.2358,53.2358,51.6385,51.9841,13382.0
2020-08-17,51.8066,52.4511,51.7926,51.8907,17988.0
2020-08-18,51.8907,52.311,51.0219,51.6571,22359.0
2020-08-19,51.4983,53.1237,51.1924,52.9089,19167.0
2020-08-20,52.2923,52.9229,51.7459,52.311,20027.0
2020-08-21,52.3858,52.3858,51.2368,51.5824,21911.0
2020-08-22,52.3858,52.3858,51.2368,51.5824,21911.0
2020-08-23,52.3858,52.3858,51.2368,51.5824,21911.0
2020-08-24,52.1896,52.3391,51.5731,52.1709,16285.0
2020-08-25,52.227,52.2316,51.0686,51.7879,17853.0
2020-08-26,51.5731,52.0495,51.3956,51.545,22577.0
2020-08-27,51.6665,53.4226,51.6011,52.694,28865.0
2020-08-28,53.1611,53.3759,51.9934,53.3666,28960.0
2020-08-29,53.1611,53.3759,51.9934,53.3666,28960.0
2020-08-30,53.1611,53.3759,51.9934,53.3666,28960.0
2020-08-31,53.0023,53.1611,51.9654,52.311,36534.0
2020-09-01,52.0214,53.7122,51.7926,53.2452,29738.0
2020-09-02,53.3105,54.6463,53.1704,54.609,40724.0
2020-09-03,54.3007,54.5529,52.2643,52.4231,24492.0
2020-09-04,53.2452,53.2452,50.7043,51.5077,27081.0
2020-09-05,53.2452,53.2452,50.7043,51.5077,27081.0
2020-09-06,53.2452,53.2452,50.7043,51.5077,27081.0
2020-09-07,53.2452,53.2452,50.7043,51.5077,27081.0
2020-09-08,50.7697,51.3769,50.6483,51.1434,26567.0
2020-09-09,51.6104,51.9094,50.6483,50.8818,23714.0
2020-09-10,51.3769,51.3769,48.9108,48.9575,33035.0
2020-09-11,49.4152,49.4713,47.6404,48.2289,28491.0
2020-09-12,49.4152,49.4713,47.6404,48.2289,28491.0
2020-09-13,49.4152,49.4713,47.6404,48.2289,28491.0
2020-09-14,48.6399,50.7417,48.6399,49.5554,21045.0
2020-09-15,49.8449,49.8449,48.5652,49.0603,16206.0
2020-09-16,49.0696,49.0696,47.6404,47.8272,27407.0
2020-09-17,47.6404,47.7245,46.7997,47.164,16508.0
2020-09-18,47.9673,47.9673,46.0337,46.7343,77516.0
2020-09-19,47.9673,47.9673,46.0337,46.7343,77516.0
2020-09-20,47.9673,47.9673,46.0337,46.7343,77516.0
2020-09-21,45.7722,45.8189,43.9039,44.5391,34444.0
2020-09-22,44.6886,46.3793,44.2215,45.193,27483.0
2020-09-23,45.2117,46.4167,43.1846,43.4462,33033.0
2020-09-24,43.4088,44.6699,42.9978,43.661,23672.0
2020-09-25,43.1659,44.2122,43.0165,43.8572,25060.0
2020-09-26,43.1659,44.2122,43.0165,43.8572,25060.0
2020-09-27,43.1659,44.2122,43.0165,43.8572,25060.0
2020-09-28,44.4737,45.7778,44.4737,45.3238,24396.0
2020-09-29,45.2117,46.1084,45.1276,45.959,50466.0
2020-09-30,45.8749,46.7156,45.6601,45.9683,51518.0
2020-10-01,46.2299,47.9393,45.959,47.4536,38302.0
2020-10-02,46.5475,49.0322,46.5475,47.93,20151.0
2020-10-03,46.5475,49.0322,46.5475,47.93,20151.0
2020-10-04,46.5475,49.0322,46.5475,47.93,20151.0
2020-10-05,47.7525,48.7053,46.9585,48.2756,22307.0
2020-10-06,48.8361,49.943,47.9066,48.0701,21191.0
2020-10-07,48.313,49.3685,47.0145,48.7333,59475.0
2020-10-08,49.4059,50.4428,48.9482,50.0972,22617.0
2020-10-09,50.5549,50.5549,49.2191,49.4433,17306.0
2020-10-10,50.5549,50.5549,49.2191,49.4433,17306.0
2020-10-11,50.5549,50.5549,49.2191,49.4433,17306.0
2020-10-12,49.546,49.9383,48.8081,49.6021,17200.0
2020-10-13,49.0696,50.1345,49.0509,49.873,15864.0
2020-10-14,49.8823,49.8823,49.079,49.079,10504.0
2020-10-15,49.1163,50.2186,48.5185,49.2284,21485.0
2020-10-16,49.2658,50.4428,48.8548,50.1532,17181.0
2020-10-17,49.2658,50.4428,48.8548,50.1532,17181.0
2020-10-18,49.2658,50.4428,48.8548,50.1532,17181.0
2020-10-19,50.4638,50.4708,49.2097,49.6488,15418.0
2020-10-20,49.7328,50.5829,49.3499,49.3499,11747.0
2020-10-21,49.2191,50.3587,48.9575,49.7328,11839.0
2020-10-22,50.5268,50.5268,48.908,49.6768,26955.0
2020-10-23,50.0504,50.3961,49.546,50.1158,12669.0
2020-10-24,50.0504,50.3961,49.546,50.1158,12669.0
2020-10-25,50.0504,50.3961,49.546,50.1158,12669.0
2020-10-26,49.6021,49.6021,48.5558,49.4619,14339.0
2020-10-27,49.1257,49.4964,48.2289,48.3877,15116.0
2020-10-28,47.1453,48.5932,46.732,47.8085,18490.0
2020-10-29,47.2761,48.5316,46.8744,48.1355,14311.0
2020-10-30,47.958,48.7146,47.8366,48.3877,23763.0
2020-10-31,47.958,48.7146,47.8366,48.3877,23763.0
2020-11-01,47.958,48.7146,47.8366,48.3877,23763.0
2020-11-02,49.4246,50.1906,48.9388,49.8169,14419.0
2020-11-03,50.8912,51.8066,50.0972,51.6011,27809.0
2020-11-04,51.0219,51.1527,49.7795,50.723,15543.0
2020-11-05,50.8445,51.7599,50.723,51.3769,20815.0
2020-11-06,51.0873,51.0873,49.7609,49.7609,15008.0
2020-11-07,51.0873,51.0873,49.7609,49.7609,15008.0
2020-11-08,51.0873,51.0873,49.7609,49.7609,15008.0
2020-11-09,50.7977,55.2535,49.9011,52.5259,48116.0
2020-11-10,53.488,55.3002,53.488,54.8332,36897.0
2020-11-11,54.8238,55.1134,54.3241,55.0947,40129.0
2020-11-12,54.7398,55.0107,52.311,52.9649,40909.0
2020-11-13,53.4787,53.6523,51.8697,52.2176,29456.0
2020-11-14,53.4787,53.6523,51.8697,52.2176,29456.0
2020-11-15,53.4787,53.6523,51.8697,52.2176,29456.0
2020-11-16,53.3199,53.3199,50.9332,51.8159,100678.0
2020-11-17,51.5731,52.8528,51.5731,52.311,47024.0
2020-11-18,53.3572,53.3572,51.6758,51.6852,19929.0
2020-11-19,51.3582,51.7973,50.6623,51.4983,31944.0
2020-11-20,50.9939,51.9187,50.585,51.134,27813.0
2020-11-21,50.9939,51.9187,50.585,51.134,27813.0
2020-11-22,50.9939,51.9187,50.585,51.134,27813.0
2020-11-23,51.2461,51.4878,50.312,50.4708,26500.0
2020-11-24,51.6945,52.1009,50.312,51.928,28882.0
2020-11-25,51.4516,51.4516,49.901,49.929,28373.0
2020-11-26,51.4516,51.4516,49.901,49.929,28373.0
2020-11-27,49.8636,51.2088,49.2845,49.8636,20996.0
2020-11-28,49.8636,51.2088,49.2845,49.8636,20996.0
2020-11-29,49.8636,51.2088,49.2845,49.8636,20996.0
2020-11-30,49.3872,49.6691,47.6217,47.93,35777.0
2020-12-01,48.5652,48.5652,46.809,47.2574,38032.0
2020-12-02,47.1733,47.1733,45.2957,45.3051,35501.0
2020-12-03,45.221,47.2948,45.0062,45.9496,36489.0
2020-12-04,46.0991,47.9767,45.682,46.7063,45514.0
2020-12-05,46.0991,47.9767,45.682,46.7063,45514.0
2020-12-06,46.0991,47.9767,45.682,46.7063,45514.0
2020-12-07,46.725,47.5283,45.3144,45.6133,77813.0
2020-12-08,45.6133,45.6787,43.7638,44.1841,76965.0
2020-12-09,44.6512,45.193,43.4929,44.072,32467.0
2020-12-10,46.0104,46.0104,43.7825,44.2122,20481.0
2020-12-11,43.7171,44.8007,43.7171,44.3056,34422.0
2020-12-12,43.7171,44.8007,43.7171,44.3056,34422.0
2020-12-13,43.7171,44.8007,43.7171,44.3056,34422.0
2020-12-14,44.399,45.1463,44.3056,44.3056,42658.0
2020-12-15,44.4644,45.2724,44.1281,44.4177,31075.0
2020-12-16,44.8567,45.0155,44.1468,44.427,25170.0
2020-12-17,44.7353,44.754,44.0067,44.6792,56131.0
2020-12-18,44.8941,46.015,44.2122,44.2775,95436.0
2020-12-19,44.8941,46.015,44.2122,44.2775,95436.0
2020-12-20,44.8941,46.015,44.2122,44.2775,95436.0
2020-12-21,43.9039,44.1374,42.5027,42.8483,49392.0
2020-12-22,43.974,43.974,42.2956,42.5307,20540.0
2020-12-23,42.4467,43.6237,41.251,41.69,29325.0
2020-12-24,41.8862,41.8862,41.1949,41.4752,8944.0
2020-12-25,41.8862,41.8862,41.1949,41.4752,8944.0
2020-12-26,41.8862,41.8862,41.1949,41.4752,8944.0
2020-12-27,41.8862,41.8862,41.1949,41.4752,8944.0
2020-12-28,42.0263,42.0263,41.4752,41.6994,17856.0
2020-12-29,41.6713,41.6713,40.4433,40.924,33040.0
2020-12-30,41.0455,41.7004,39.9712,40.2982,30997.0
2020-12-31,40.457,40.457,39.6306,39.9339,47912.0
2021-01-01,40.457,40.457,39.6306,39.9339,47912.0
2021-01-02,40.457,40.457,39.6306,39.9339,47912.0
2021-01-03,40.457,40.457,39.6306,39.9339,47912.0
2021-01-04,39.9339,41.2205,39.7377,40.0927,39744.0
2021-01-05,41.2043,41.2043,39.9432,40.2141,60436.0
2021-01-06,40.2608,42.2879,39.6163,42.101,85657.0
2021-01-07,42.0076,42.101,41.307,41.7834,13945.0
2021-01-08,41.8862,42.428,41.4939,42.2225,32977.0
2021-01-09,41.8862,42.428,41.4939,42.2225,32977.0
2021-01-10,41.8862,42.428,41.4939,42.2225,32977.0
2021-01-11,42.2598,42.2972,41.4471,42.1291,24194.0
2021-01-12,42.0543,43.0725,41.9796,42.8857,23614.0
2021-01-13,42.7362,42.7362,41.8862,42.2598,24553.0
2021-01-14,42.5868,43.7404,42.1624,43.4555,29314.0
2021-01-15,43.1473,43.8712,42.5588,43.5489,35012.0
2021-01-16,43.1473,43.8712,42.5588,43.5489,35012.0
2021-01-17,43.1473,43.8712,42.5588,43.5489,35012.0
2021-01-18,43.1473,43.8712,42.5588,43.5489,35012.0
2021-01-19,43.9599,45.5199,43.9599,44.2402,29289.0
2021-01-20,44.2122,44.9595,44.0393,44.4457,27624.0
2021-01-21,44.3336,44.5484,43.6143,44.371,37247.0
2021-01-22,44.2869,45.1743,44.2869,45.1276,33029.0
2021-01-23,44.2869,45.1743,44.2869,45.1276,33029.0
2021-01-24,44.2869,45.1743,44.2869,45.1276,33029.0
2021-01-25,44.9314,44.9314,44.0347,44.81,33469.0
2021-01-26,45.221,45.7628,44.1187,44.9501,31355.0
2021-01-27,44.2028,44.7633,43.1566,43.5956,44695.0
2021-01-28,44.0534,44.0534,42.4,42.4934,36205.0
2021-01-29,42.5401,43.5022,42.0356,42.3159,49138.0
2021-01-30,42.5401,43.5022,42.0356,42.3159,49138.0
2021-01-31,42.5401,43.5022,42.0356,42.3159,49138.0
2021-02-01,42.6709,44.1281,41.5592,43.2594,47142.0
2021-02-02,43.8292,44.9968,43.5491,44.455,41742.0
2021-02-03,44.1748,45.7535,44.1468,45.7535,32885.0
2021-02-04,45.2817,46.6783,44.5111,46.5381,22708.0
2021-02-05,46.5942,47.4723,46.3326,46.9678,37305.0
2021-02-06,46.5942,47.4723,46.3326,46.9678,37305.0
2021-02-07,46.5942,47.4723,46.3326,46.9678,37305.0
2021-02-08,46.753,48.2382,46.5662,47.9673,31045.0
2021-02-09,47.93,48.8734,47.7324,48.8734,19230.0
2021-02-10,49.0696,49.0696,46.6129,47.6404,51147.0
2021-02-11,47.519,48.5652,46.7063,48.2289,34772.0
2021-02-12,47.3228,47.9673,46.0617,46.0991,40217.0
2021-02-13,47.3228,47.9673,46.0617,46.0991,40217.0
2021-02-14,47.3228,47.9673,46.0617,46.0991,40217.0
2021-02-15,47.3228,47.9673,46.0617,46.0991,40217.0
2021-02-16,46.7623,46.7623,44.0534,44.1655,34778.0
2021-02-17,43.7731,44.838,42.5681,44.4083,60629.0
2021-02-18,43.9973,45.9777,42.6101,45.4732,50323.0
2021-02-19,45.4826,46.6969,45.3331,46.0711,44633.0
2021-02-20,45.4826,46.6969,45.3331,46.0711,44633.0
2021-02-21,45.4826,46.6969,45.3331,46.0711,44633.0
2021-02-22,45.7348,47.0145,45.3611,46.3887,47402.0
2021-02-23,46.1365,48.4998,46.1365,48.2102,43409.0
2021-02-24,48.5185,50.0878,48.0608,49.8543,41016.0
2021-02-25,49.5087,51.1621,49.4619,49.9197,43734.0
2021-02-26,49.8356,50.5922,48.2569,48.2663,73215.0
2021-02-27,49.8356,50.5922,48.2569,48.2663,73215.0
2021-02-28,49.8356,50.5922,48.2569,48.2663,73215.0
2021-03-01,49.2378,50.3494,48.5932,50.3494,42352.0
2021-03-02,50.1158,51.3209,49.7982,50.5642,100612.0
2021-03-03,50.6857,50.6857,49.2471,49.3779,49913.0
2021-03-04,49.0696,50.2746,47.6217,47.902,44252.0
2021-03-05,47.1733,49.8823,47.1733,49.2938,28803.0
2021-03-06,47.1733,49.8823,47.1733,49.2938,28803.0
2021-03-07,47.1733,49.8823,47.1733,49.2938,28803.0
2021-03-08,49.4993,49.5834,48.2289,48.3597,31865.0
2021-03-09,48.8641,48.8641,46.781,46.9398,32614.0
2021-03-10,47.5844,48.313,47.3602,47.6964,27979.0
2021-03-11,48.2382,48.2382,47.0374,48.1075,30290.0
2021-03-12,47.9767,49.2658,46.4354,49.0976,36548.0
2021-03-13,47.9767,49.2658,46.4354,49.0976,36548.0
2021-03-14,47.9767,49.2658,46.4354,49.0976,36548.0
