,CFFN US Equity,CFFN US Equity,CFFN US Equity,CFFN US Equity,CFFN US Equity
2020-02-16,10.1648,10.1876,10.058,10.1038,212339.0
2020-02-17,10.1648,10.1876,10.058,10.1038,212339.0
2020-02-18,10.0504,10.0885,9.9894,10.0428,134215.0
2020-02-19,10.0504,10.1114,10.0275,10.0885,195529.0
2020-02-20,10.058,10.2105,10.0504,10.1953,352691.0
2020-02-21,10.2181,10.2563,10.1648,10.18,250311.0
2020-02-22,10.2181,10.2563,10.1648,10.18,250311.0
2020-02-23,10.2181,10.2563,10.1648,10.18,250311.0
2020-02-24,9.997,10.1038,9.9894,10.0733,354072.0
2020-02-25,10.058,10.058,9.7682,9.7682,457747.0
2020-02-26,9.7987,9.9055,9.7606,9.7987,553260.0
2020-02-27,9.7454,9.8292,9.4556,9.4556,783339.0
2020-02-28,9.2802,9.4175,9.1887,9.3069,993388.0
2020-02-29,9.2802,9.4175,9.1887,9.3069,993388.0
2020-03-01,9.2802,9.4175,9.1887,9.3069,993388.0
2020-03-02,9.326,9.8292,9.3183,9.8216,829558.0
2020-03-03,9.7835,9.936,9.5242,9.6157,569822.0
2020-03-04,9.7072,9.8292,9.5166,9.814,481134.0
2020-03-05,9.5852,9.7149,9.5013,9.6234,542167.0
2020-03-06,9.4556,9.6157,9.3741,9.5929,440224.0
2020-03-07,9.4556,9.6157,9.3741,9.5929,440224.0
2020-03-08,9.4556,9.6157,9.3741,9.5929,440224.0
2020-03-09,9.3031,9.4175,9.1506,9.2497,1115795.0
2020-03-10,9.4861,9.528,9.1506,9.4632,798608.0
2020-03-11,9.2726,9.3336,9.0667,9.1124,795222.0
2020-03-12,8.6778,8.9066,8.1707,8.4338,920485.0
2020-03-13,8.8151,9.0591,8.4338,8.8456,888783.0
2020-03-14,8.8151,9.0591,8.4338,8.8456,888783.0
2020-03-15,8.8151,9.0591,8.4338,8.8456,888783.0
2020-03-16,8.1288,8.6778,7.9229,8.3728,540860.0
2020-03-17,8.4719,9.8445,8.266,9.8064,953332.0
2020-03-18,9.1887,9.5013,8.693,9.0362,912579.0
2020-03-19,8.9676,9.0824,8.6702,8.8303,756452.0
2020-03-20,8.8684,8.8684,8.0525,8.1745,1369499.0
2020-03-21,8.8684,8.8684,8.0525,8.1745,1369499.0
2020-03-22,8.8684,8.8684,8.0525,8.1745,1369499.0
2020-03-23,8.1974,8.2279,7.6331,7.7704,854054.0
2020-03-24,8.0678,8.266,7.7856,8.1516,803868.0
2020-03-25,8.1364,8.1821,7.7704,8.1288,1585829.0
2020-03-26,8.1669,9.1277,8.1669,9.0438,946815.0
2020-03-27,8.8074,8.9256,8.4948,8.5863,620579.0
2020-03-28,8.8074,8.9256,8.4948,8.5863,620579.0
2020-03-29,8.8074,8.9256,8.4948,8.5863,620579.0
2020-03-30,8.6397,9.0057,8.4719,8.9447,435723.0
2020-03-31,8.8761,8.9142,8.5177,8.8532,730563.0
2020-04-01,8.4719,8.6473,8.3194,8.5863,556599.0
2020-04-02,8.5253,8.7998,8.3804,8.6625,440368.0
2020-04-03,8.571,8.7159,8.3118,8.5024,379596.0
2020-04-04,8.571,8.7159,8.3118,8.5024,379596.0
2020-04-05,8.571,8.7159,8.3118,8.5024,379596.0
2020-04-06,8.7998,8.9676,8.4757,8.7235,519339.0
2020-04-07,8.9142,8.9371,8.5177,8.6168,623109.0
2020-04-08,8.7388,8.8913,8.5863,8.7007,539042.0
2020-04-09,8.8989,9.4022,8.7998,9.3336,897294.0
2020-04-10,8.8989,9.4022,8.7998,9.3336,897294.0
2020-04-11,8.8989,9.4022,8.7998,9.3336,897294.0
2020-04-12,8.8989,9.4022,8.7998,9.3336,897294.0
2020-04-13,9.2726,9.2802,8.8151,8.9523,387444.0
2020-04-14,9.1582,9.1811,8.8074,9.0362,423919.0
2020-04-15,8.7464,8.8074,8.5329,8.571,461435.0
2020-04-16,8.5634,8.7617,8.3804,8.7312,677032.0
2020-04-17,8.9981,9.1429,8.8913,8.9981,458982.0
2020-04-18,8.9981,9.1429,8.8913,8.9981,458982.0
2020-04-19,8.9981,9.1429,8.8913,8.9981,458982.0
2020-04-20,8.7845,9.1277,8.7007,8.9752,423405.0
2020-04-21,8.7159,9.1048,8.7159,9.0095,539441.0
2020-04-22,9.0972,9.1963,8.8074,8.8227,1004994.0
2020-04-23,8.8532,9.1033,8.8532,8.9104,427053.0
2020-04-24,8.9066,8.9371,8.754,8.8303,325302.0
2020-04-25,8.9066,8.9371,8.754,8.8303,325302.0
2020-04-26,8.9066,8.9371,8.754,8.8303,325302.0
2020-04-27,8.8608,9.2421,8.8608,9.1086,308108.0
2020-04-28,9.3183,9.5929,9.1582,9.4556,385262.0
2020-04-29,9.631,9.8597,9.2802,9.3183,651493.0
2020-04-30,9.1686,9.399,8.9152,9.207,448689.0
2020-05-01,9.0611,9.0611,8.7616,8.9843,418265.0
2020-05-02,9.0611,9.0611,8.7616,8.9843,418265.0
2020-05-03,9.0611,9.0611,8.7616,8.9843,418265.0
2020-05-04,8.9075,9.1379,8.8,8.9306,537453.0
2020-05-05,9.0918,9.2223,8.9459,8.9613,511371.0
2020-05-06,8.992,9.0112,8.4468,8.4621,518574.0
2020-05-07,8.5466,8.8077,8.347,8.393,416370.0
2020-05-08,8.562,8.7616,8.4007,8.704,420118.0
2020-05-09,8.562,8.7616,8.4007,8.704,420118.0
2020-05-10,8.562,8.7616,8.4007,8.704,420118.0
2020-05-11,8.585,8.7079,8.4621,8.6157,513784.0
2020-05-12,8.6004,8.6771,8.347,8.3546,364925.0
2020-05-13,8.3009,8.3239,7.9246,8.1012,343651.0
2020-05-14,7.9093,8.1703,7.725,8.155,543182.0
2020-05-15,8.2471,8.4545,8.1166,8.4314,788995.0
2020-05-16,8.2471,8.4545,8.1166,8.4314,788995.0
2020-05-17,8.2471,8.4545,8.1166,8.4314,788995.0
2020-05-18,8.7463,8.9689,8.5236,8.9075,523067.0
2020-05-19,8.823,8.8691,8.4273,8.4391,452449.0
2020-05-20,8.5696,8.8538,8.5696,8.7463,474353.0
2020-05-21,8.7079,8.7923,8.6541,8.7079,245459.0
2020-05-22,8.7232,8.8307,8.5696,8.7923,336582.0
2020-05-23,8.7232,8.8307,8.5696,8.7923,336582.0
2020-05-24,8.7232,8.8307,8.5696,8.7923,336582.0
2020-05-25,8.7232,8.8307,8.5696,8.7923,336582.0
2020-05-26,9.0611,9.1978,8.823,8.9997,343677.0
2020-05-27,9.2147,9.5218,9.1225,9.4335,636619.0
2020-05-28,9.5679,9.5679,9.2262,9.2454,851012.0
2020-05-29,9.1302,9.1302,8.8691,9.0035,298455.0
2020-05-30,9.1302,9.1302,8.8691,9.0035,298455.0
2020-05-31,9.1302,9.1302,8.8691,9.0035,298455.0
2020-06-01,9.0227,9.0381,8.823,8.8384,471258.0
2020-06-02,8.9075,8.9766,8.7616,8.823,296967.0
2020-06-03,8.9613,9.23,8.919,9.0764,391384.0
2020-06-04,8.9997,9.1763,8.9382,9.0803,303484.0
2020-06-05,9.422,9.7445,9.2991,9.6293,564836.0
2020-06-06,9.422,9.7445,9.2991,9.6293,564836.0
2020-06-07,9.422,9.7445,9.2991,9.6293,564836.0
2020-06-08,9.6754,9.7599,9.4527,9.6293,350463.0
2020-06-09,9.4681,9.614,9.2915,9.5295,360595.0
2020-06-10,9.5065,9.5065,9.0918,9.111,314780.0
2020-06-11,8.7463,8.8653,8.4929,8.5389,538054.0
2020-06-12,8.7847,8.9843,8.347,8.585,533060.0
2020-06-13,8.7847,8.9843,8.347,8.585,533060.0
2020-06-14,8.7847,8.9843,8.347,8.585,533060.0
2020-06-15,8.3393,8.8,8.3009,8.6925,440858.0
2020-06-16,8.9459,9.0534,8.6388,8.8,368338.0
2020-06-17,8.8077,8.9459,8.4007,8.4314,357656.0
2020-06-18,8.3777,8.562,8.3777,8.5082,273814.0
2020-06-19,8.5312,8.5927,8.2625,8.3239,995055.0
2020-06-20,8.5312,8.5927,8.2625,8.3239,995055.0
2020-06-21,8.5312,8.5927,8.2625,8.3239,995055.0
2020-06-22,8.2625,8.5082,8.2164,8.4237,363033.0
2020-06-23,8.5466,8.6695,8.3853,8.3853,330325.0
2020-06-24,8.3162,8.37,8.0897,8.1243,620667.0
2020-06-25,8.0628,8.3623,8.0628,8.3239,434123.0
2020-06-26,8.2548,8.2548,8.0244,8.0782,797769.0
2020-06-27,8.2548,8.2548,8.0244,8.0782,797769.0
2020-06-28,8.2548,8.2548,8.0244,8.0782,797769.0
2020-06-29,8.178,8.4678,8.155,8.4468,366354.0
2020-06-30,8.3316,8.5005,8.2932,8.4545,382149.0
2020-07-01,8.4237,8.4545,8.1627,8.1627,372923.0
2020-07-02,8.3239,8.531,8.1319,8.178,223241.0
2020-07-03,8.3239,8.531,8.1319,8.178,223241.0
2020-07-04,8.3239,8.531,8.1319,8.178,223241.0
2020-07-05,8.3239,8.531,8.1319,8.178,223241.0
2020-07-06,8.2932,8.347,8.0705,8.1319,262078.0
2020-07-07,8.0628,8.1396,7.8401,7.8632,254253.0
2020-07-08,7.8709,7.963,7.7096,7.8555,434999.0
2020-07-09,7.7941,7.8478,7.6635,7.7019,683518.0
2020-07-10,7.6789,7.9477,7.6789,7.94,315029.0
2020-07-11,7.6789,7.9477,7.6789,7.94,315029.0
2020-07-12,7.6789,7.9477,7.6789,7.94,315029.0
2020-07-13,8.0014,8.1166,7.8632,7.9784,416781.0
2020-07-14,7.986,8.0936,7.9093,8.0628,672483.0
2020-07-15,8.2471,8.4007,8.2011,8.251,584799.0
2020-07-16,8.1857,8.2625,7.9976,8.1435,819973.0
2020-07-17,8.1089,8.1665,7.8632,7.8747,713751.0
2020-07-18,8.1089,8.1665,7.8632,7.8747,713751.0
2020-07-19,8.1089,8.1665,7.8632,7.8747,713751.0
2020-07-20,7.8325,7.8785,7.6942,7.7019,522769.0
2020-07-21,7.7864,7.9784,7.7864,7.8785,490978.0
2020-07-22,7.8248,7.8862,7.5484,7.6443,799289.0
2020-07-23,7.6098,7.7403,7.533,7.7019,609081.0
2020-07-24,7.6789,7.7941,7.5867,7.6328,643599.0
2020-07-25,7.6789,7.7941,7.5867,7.6328,643599.0
2020-07-26,7.6789,7.7941,7.5867,7.6328,643599.0
2020-07-27,7.5944,7.6367,7.3641,7.4869,751662.0
2020-07-28,7.4408,7.6866,7.3487,7.6405,2586272.0
2020-07-29,7.6405,8.201,7.1874,7.9246,10005234.0
2020-07-30,7.7557,7.9169,7.4562,7.51,1099001.0
2020-07-31,7.4639,7.5522,7.2719,7.4101,668597.0
2020-08-01,7.4639,7.5522,7.2719,7.4101,668597.0
2020-08-02,7.4639,7.5522,7.2719,7.4101,668597.0
2020-08-03,7.4101,7.4639,7.3103,7.3487,710115.0
2020-08-04,7.3564,7.5714,7.2335,7.3871,552854.0
2020-08-05,7.4792,7.6635,7.3948,7.6251,810985.0
2020-08-06,7.6445,7.7452,7.5903,7.6832,777446.0
2020-08-07,7.6213,7.9156,7.598,7.9078,475417.0
2020-08-08,7.6213,7.9156,7.598,7.9078,475417.0
2020-08-09,7.6213,7.9156,7.598,7.9078,475417.0
2020-08-10,7.9388,8.0627,7.8614,7.8846,519433.0
2020-08-11,7.9853,8.1015,7.8498,7.8923,527419.0
2020-08-12,8.0318,8.0318,7.7142,7.7684,428519.0
2020-08-13,7.7142,7.7607,7.6416,7.7452,527463.0
2020-08-14,7.6987,7.811,7.6135,7.7452,400603.0
2020-08-15,7.6987,7.811,7.6135,7.7452,400603.0
2020-08-16,7.6987,7.811,7.6135,7.7452,400603.0
2020-08-17,7.7452,7.7452,7.6019,7.6329,747263.0
2020-08-18,7.6213,7.6213,7.4741,7.4896,466684.0
2020-08-19,7.5051,7.598,7.4276,7.4586,253199.0
2020-08-20,7.3734,7.5361,7.2882,7.2882,380638.0
2020-08-21,7.265,7.3439,7.1875,7.265,544911.0
2020-08-22,7.265,7.3439,7.1875,7.265,544911.0
2020-08-23,7.265,7.3439,7.1875,7.265,544911.0
2020-08-24,7.3192,7.4702,7.2263,7.4121,361198.0
2020-08-25,7.4276,7.4973,7.3037,7.327,644558.0
2020-08-26,7.2882,7.3192,7.203,7.2108,432173.0
2020-08-27,7.2495,7.4354,7.2495,7.2882,235055.0
2020-08-28,7.3424,7.3424,7.1875,7.2882,483996.0
2020-08-29,7.3424,7.3424,7.1875,7.2882,483996.0
2020-08-30,7.3424,7.3424,7.1875,7.2882,483996.0
2020-08-31,7.2495,7.2998,7.203,7.234,441054.0
2020-09-01,7.1953,7.3657,7.1798,7.2727,328874.0
2020-09-02,7.2418,7.3812,7.2108,7.3037,310901.0
2020-09-03,7.1483,7.5283,7.1483,7.3967,550431.0
2020-09-04,7.5361,7.6677,7.4896,7.629,700684.0
2020-09-05,7.5361,7.6677,7.4896,7.629,700684.0
2020-09-06,7.5361,7.6677,7.4896,7.629,700684.0
2020-09-07,7.5361,7.6677,7.4896,7.629,700684.0
2020-09-08,7.6135,7.7142,7.2727,7.3037,713091.0
2020-09-09,7.3579,7.4431,7.2495,7.2882,662315.0
2020-09-10,7.3192,7.4121,7.203,7.203,592696.0
2020-09-11,7.172,7.2263,7.1023,7.1101,501540.0
2020-09-12,7.172,7.2263,7.1023,7.1101,501540.0
2020-09-13,7.172,7.2263,7.1023,7.1101,501540.0
2020-09-14,7.1488,7.3579,7.1372,7.3115,488712.0
2020-09-15,7.3037,7.3734,7.1604,7.2418,431979.0
2020-09-16,7.234,7.3424,7.1875,7.2572,573497.0
2020-09-17,7.1875,7.3308,7.172,7.2727,500488.0
2020-09-18,7.3502,7.3773,7.1643,7.1875,2123533.0
2020-09-19,7.3502,7.3773,7.1643,7.1875,2123533.0
2020-09-20,7.3502,7.3773,7.1643,7.1875,2123533.0
2020-09-21,7.0868,7.1643,6.8371,6.9552,951987.0
2020-09-22,6.9319,7.0946,6.8777,6.9165,542315.0
2020-09-23,6.9165,7.0636,6.777,6.7925,739212.0
2020-09-24,6.777,7.0404,6.777,6.9242,550267.0
2020-09-25,6.8545,7.0326,6.8545,6.9939,798251.0
2020-09-26,6.8545,7.0326,6.8545,6.9939,798251.0
2020-09-27,6.8545,7.0326,6.8545,6.9939,798251.0
2020-09-28,7.0714,7.234,7.0714,7.1953,764694.0
2020-09-29,7.1488,7.172,6.9707,7.0946,633737.0
2020-09-30,7.1333,7.265,7.1256,7.1759,588991.0
2020-10-01,7.172,7.2495,7.1256,7.2185,549142.0
2020-10-02,7.8923,8.5662,7.8304,8.2022,7827593.0
2020-10-03,7.8923,8.5662,7.8304,8.2022,7827593.0
2020-10-04,7.8923,8.5662,7.8304,8.2022,7827593.0
2020-10-05,8.055,8.4577,7.8854,8.4035,3673482.0
2020-10-06,8.4268,8.4423,8.0627,8.2331,26287379.0
2020-10-07,8.2719,8.481,8.2176,8.4655,1745049.0
2020-10-08,8.512,8.7676,8.4655,8.7095,2240551.0
2020-10-09,8.7133,8.8218,8.6204,8.7095,1088224.0
2020-10-10,8.7133,8.8218,8.6204,8.7095,1088224.0
2020-10-11,8.7133,8.8218,8.6204,8.7095,1088224.0
2020-10-12,8.6669,8.8992,8.6359,8.8915,1113501.0
2020-10-13,8.7985,8.8605,8.6591,8.6824,1343592.0
2020-10-14,8.6436,8.7908,8.6281,8.6746,821585.0
2020-10-15,8.6281,8.7676,8.5352,8.7366,1403039.0
2020-10-16,8.6978,8.8682,8.663,8.8295,978768.0
2020-10-17,8.6978,8.8682,8.663,8.8295,978768.0
2020-10-18,8.6978,8.8682,8.663,8.8295,978768.0
2020-10-19,8.907,8.907,8.7095,8.7211,741558.0
2020-10-20,8.7753,8.8528,8.6901,8.7443,1166359.0
2020-10-21,8.7288,8.8721,8.7211,8.814,699528.0
2020-10-22,8.8373,9.0309,8.8063,8.9922,714760.0
2020-10-23,9.0851,9.1471,8.9147,9.0464,722229.0
2020-10-24,9.0851,9.1471,8.9147,9.0464,722229.0
2020-10-25,9.0851,9.1471,8.9147,9.0464,722229.0
2020-10-26,8.9844,9.0929,8.8915,9.0929,818324.0
2020-10-27,9.0541,9.0967,8.9689,8.9689,682177.0
2020-10-28,8.7598,9.0077,8.6746,8.7443,769823.0
2020-10-29,8.8063,8.907,8.601,8.6901,685940.0
2020-10-30,8.6591,8.907,8.6591,8.8915,816650.0
2020-10-31,8.6591,8.907,8.6591,8.8915,816650.0
2020-11-01,8.6591,8.907,8.6591,8.8915,816650.0
2020-11-02,9.0077,9.0464,8.8528,8.9689,718245.0
2020-11-03,9.1006,9.2168,8.8915,8.9225,908177.0
2020-11-04,8.7288,8.7753,8.481,8.6436,929365.0
2020-11-05,8.6241,8.8934,8.4446,8.8348,548076.0
2020-11-06,8.9129,8.9207,8.6709,8.6944,480574.0
2020-11-07,8.9129,8.9207,8.6709,8.6944,480574.0
2020-11-08,8.9129,8.9207,8.6709,8.6944,480574.0
2020-11-09,9.2875,9.6309,9.2251,9.3343,1054565.0
2020-11-10,9.4436,9.7558,9.3968,9.7324,1072417.0
2020-11-11,9.748,9.748,9.4826,9.5529,426686.0
2020-11-12,9.4436,9.5451,9.3421,9.5138,712515.0
2020-11-13,9.6387,9.9353,9.6309,9.8885,981970.0
2020-11-14,9.6387,9.9353,9.6309,9.8885,981970.0
2020-11-15,9.6387,9.9353,9.6309,9.8885,981970.0
2020-11-16,10.1148,10.3645,10.0914,10.2865,1005894.0
2020-11-17,10.1772,10.2397,10.0485,10.1928,973514.0
2020-11-18,10.2787,10.5363,9.9743,9.9821,478654.0
2020-11-19,9.9427,10.0215,9.856,10.0215,445715.0
2020-11-20,9.9112,10.0452,9.8244,10.0097,1876155.0
2020-11-21,9.9112,10.0452,9.8244,10.0097,1876155.0
2020-11-22,9.9112,10.0452,9.8244,10.0097,1876155.0
2020-11-23,10.0294,10.1477,9.8796,10.0767,605079.0
2020-11-24,10.2423,10.4473,10.2108,10.2817,1002387.0
2020-11-25,10.2581,10.2581,10.0689,10.1477,444638.0
2020-11-26,10.2581,10.2581,10.0689,10.1477,444638.0
2020-11-27,10.1477,10.1477,9.9388,10.061,280477.0
2020-11-28,10.1477,10.1477,9.9388,10.061,280477.0
2020-11-29,10.1477,10.1477,9.9388,10.061,280477.0
2020-11-30,9.9664,10.0294,9.6983,9.714,759423.0
2020-12-01,9.856,9.9269,9.7613,9.7929,782824.0
2020-12-02,9.7929,10.0215,9.6352,9.7377,684754.0
2020-12-03,9.7377,9.7535,9.5642,9.6037,554760.0
2020-12-04,9.9473,9.9473,9.6115,9.7613,475295.0
2020-12-05,9.9473,9.9473,9.6115,9.7613,475295.0
2020-12-06,9.9473,9.9473,9.6115,9.7613,475295.0
2020-12-07,9.6904,9.718,9.5958,9.6746,388112.0
2020-12-08,9.5958,9.7929,9.4617,9.7771,445050.0
2020-12-09,9.8402,9.9033,9.7613,9.8441,509879.0
2020-12-10,9.7456,9.7811,9.5406,9.7535,482809.0
2020-12-11,9.6431,9.8008,9.5721,9.7298,542710.0
2020-12-12,9.6431,9.8008,9.5721,9.7298,542710.0
2020-12-13,9.6431,9.8008,9.5721,9.7298,542710.0
2020-12-14,9.7929,9.7929,9.5485,9.5642,631585.0
2020-12-15,9.5721,9.7298,9.5524,9.714,467981.0
2020-12-16,9.7219,9.7298,9.5958,9.651,417619.0
2020-12-17,9.651,9.7771,9.5327,9.7613,541280.0
2020-12-18,9.8008,9.8717,9.5642,9.6273,2750905.0
2020-12-19,9.8008,9.8717,9.5642,9.6273,2750905.0
2020-12-20,9.8008,9.8717,9.5642,9.6273,2750905.0
2020-12-21,9.6194,9.7535,9.4617,9.5327,641998.0
2020-12-22,9.5248,9.5524,9.4381,9.5248,390447.0
2020-12-23,9.5642,9.7535,9.5327,9.7456,384120.0
2020-12-24,9.7535,9.7613,9.6667,9.7613,193417.0
2020-12-25,9.7535,9.7613,9.6667,9.7613,193417.0
2020-12-26,9.7535,9.7613,9.6667,9.7613,193417.0
2020-12-27,9.7535,9.7613,9.6667,9.7613,193417.0
2020-12-28,9.7771,9.9199,9.7456,9.8796,544661.0
2020-12-29,9.9427,9.9427,9.6707,9.7062,409469.0
2020-12-30,9.7298,9.8087,9.714,9.7613,276751.0
2020-12-31,9.7298,9.9033,9.6825,9.856,331374.0
2021-01-01,9.7298,9.9033,9.6825,9.856,331374.0
2021-01-02,9.7298,9.9033,9.6825,9.856,331374.0
2021-01-03,9.7298,9.9033,9.6825,9.856,331374.0
2021-01-04,9.9112,9.9427,9.6707,9.8402,692243.0
2021-01-05,9.8244,9.9742,9.8244,9.8323,583994.0
2021-01-06,10.0689,10.6129,10.0689,10.4237,1436290.0
2021-01-07,10.5341,10.6208,10.404,10.4394,531790.0
2021-01-08,10.4237,10.5025,10.2896,10.4867,676084.0
2021-01-09,10.4237,10.5025,10.2896,10.4867,676084.0
2021-01-10,10.4237,10.5025,10.2896,10.4867,676084.0
2021-01-11,10.3842,10.5025,10.0846,10.4276,473120.0
2021-01-12,10.4867,10.5577,10.4,10.5341,488245.0
2021-01-13,10.4946,10.4946,10.3251,10.4,297866.0
2021-01-14,10.4552,10.5498,10.4079,10.4158,376086.0
2021-01-15,10.3685,10.4946,10.3212,10.4237,511925.0
2021-01-16,10.3685,10.4946,10.3212,10.4237,511925.0
2021-01-17,10.3685,10.4946,10.3212,10.4237,511925.0
2021-01-18,10.3685,10.4946,10.3212,10.4237,511925.0
2021-01-19,10.4552,10.467,10.2739,10.3685,526641.0
2021-01-20,10.3448,10.3921,10.2187,10.3488,440020.0
2021-01-21,10.3212,10.3685,10.1792,10.2344,357349.0
2021-01-22,10.124,10.4237,10.0413,10.3921,475915.0
2021-01-23,10.124,10.4237,10.0413,10.3921,475915.0
2021-01-24,10.124,10.4237,10.0413,10.3921,475915.0
2021-01-25,10.3133,10.3842,10.124,10.3764,643230.0
2021-01-26,10.4473,10.4552,10.3369,10.3685,360214.0
2021-01-27,10.1635,10.4789,10.1635,10.2739,614125.0
2021-01-28,10.4079,10.4079,9.8165,9.9506,868242.0
2021-01-29,10.0215,10.0767,9.7613,9.7929,2196778.0
2021-01-30,10.0215,10.0767,9.7613,9.7929,2196778.0
2021-01-31,10.0215,10.0767,9.7613,9.7929,2196778.0
2021-02-01,9.8087,9.9112,9.7062,9.8008,696512.0
2021-02-02,9.856,10.0137,9.841,9.8717,643929.0
2021-02-03,9.8244,9.9742,9.7062,9.8796,626900.0
2021-02-04,9.8757,10.1376,9.8757,10.0741,603866.0
2021-02-05,10.1535,10.1614,9.9868,10.0424,380101.0
2021-02-06,10.1535,10.1614,9.9868,10.0424,380101.0
2021-02-07,10.1535,10.1614,9.9868,10.0424,380101.0
2021-02-08,10.0582,10.1535,10.0344,10.1535,644968.0
2021-02-09,10.1773,10.3202,10.0662,10.2964,787576.0
2021-02-10,10.3123,10.3123,10.0662,10.0741,586190.0
2021-02-11,10.0582,10.1773,10.0027,10.0741,678610.0
2021-02-12,10.0027,10.2567,10.0027,10.1773,361781.0
2021-02-13,10.0027,10.2567,10.0027,10.1773,361781.0
2021-02-14,10.0027,10.2567,10.0027,10.1773,361781.0
2021-02-15,10.0027,10.2567,10.0027,10.1773,361781.0
2021-02-16,10.225,10.5147,10.1376,10.4393,619412.0
2021-02-17,10.471,10.5385,10.352,10.3758,1051854.0
2021-02-18,10.3123,10.4314,10.2289,10.2329,275281.0
2021-02-19,10.2091,10.3678,10.2091,10.3361,606879.0
2021-02-20,10.2091,10.3678,10.2091,10.3361,606879.0
2021-02-21,10.2091,10.3678,10.2091,10.3361,606879.0
2021-02-22,10.2726,10.4552,10.225,10.3917,494889.0
2021-02-23,10.4393,10.6775,10.4036,10.5028,677422.0
2021-02-24,10.5504,10.733,10.5504,10.6854,521440.0
2021-02-25,10.7727,10.8759,10.7171,10.741,617669.0
2021-02-26,10.7013,10.8283,10.5584,10.5663,698973.0
2021-02-27,10.7013,10.8283,10.5584,10.5663,698973.0
2021-02-28,10.7013,10.8283,10.5584,10.5663,698973.0
2021-03-01,10.7171,10.8759,10.6338,10.8362,399761.0
2021-03-02,10.8442,10.8759,10.7171,10.7648,347189.0
2021-03-03,10.7886,11.13,10.7886,10.9236,676848.0
2021-03-04,10.9632,11.1855,10.741,10.7965,806152.0
2021-03-05,10.9474,11.0109,10.8124,10.8918,1063784.0
2021-03-06,10.9474,11.0109,10.8124,10.8918,1063784.0
2021-03-07,10.9474,11.0109,10.8124,10.8918,1063784.0
2021-03-08,11.0506,11.3046,11.0029,11.2411,1151297.0
2021-03-09,11.1776,11.1816,10.8759,11.0228,670156.0
2021-03-10,11.0347,11.2332,10.9791,11.1458,849471.0
2021-03-11,11.122,11.2967,11.0268,11.122,498506.0
2021-03-12,11.2252,11.3999,11.13,11.3721,677660.0
