,CFFN US Equity,CFFN US Equity,CFFN US Equity,CFFN US Equity,CFFN US Equity
2022-05-27,8.7148,8.8015,8.7148,8.7928,308097.0
2022-05-28,8.7148,8.8015,8.7148,8.7928,308097.0
2022-05-29,8.7148,8.8015,8.7148,8.7928,308097.0
2022-05-30,8.7148,8.8015,8.7148,8.7928,308097.0
2022-05-31,9.0007,9.0007,8.6455,8.7928,645171.0
2022-06-01,8.7841,8.8621,8.6802,8.8275,642661.0
2022-06-02,8.8361,8.8621,8.7322,8.8361,1064270.0
2022-06-03,8.8448,8.8621,8.6715,8.6802,715826.0
2022-06-04,8.8448,8.8621,8.6715,8.6802,715826.0
2022-06-05,8.8448,8.8621,8.6715,8.6802,715826.0
2022-06-06,8.6889,8.7408,8.6109,8.6455,721419.0
2022-06-07,8.6282,8.6282,8.5329,8.5849,598974.0
2022-06-08,8.5676,8.5849,8.4809,8.5243,992179.0
2022-06-09,8.5243,8.5331,8.3032,8.312,705338.0
2022-06-10,8.2767,8.3828,8.2103,8.2236,599797.0
2022-06-11,8.2767,8.3828,8.2103,8.2236,599797.0
2022-06-12,8.2767,8.3828,8.2103,8.2236,599797.0
2022-06-13,8.1352,8.3739,8.1352,8.2501,883244.0
2022-06-14,8.259,8.3563,8.2059,8.2944,792016.0
2022-06-15,8.3297,8.4447,8.259,8.3474,620504.0
2022-06-16,8.3032,8.3872,8.2325,8.3209,909134.0
2022-06-17,8.3916,8.4977,8.2678,8.2944,1160432.0
2022-06-18,8.3916,8.4977,8.2678,8.2944,1160432.0
2022-06-19,8.3916,8.4977,8.2678,8.2944,1160432.0
2022-06-20,8.3916,8.4977,8.2678,8.2944,1160432.0
2022-06-21,8.3563,8.5596,8.3076,8.5419,557689.0
2022-06-22,8.4889,8.6083,8.3916,8.48,589509.0
2022-06-23,8.48,8.5066,8.3518,8.3563,437785.0
2022-06-24,8.3828,8.4845,8.3032,8.3386,1270720.0
2022-06-25,8.3828,8.4845,8.3032,8.3386,1270720.0
2022-06-26,8.3828,8.4845,8.3032,8.3386,1270720.0
2022-06-27,8.4005,8.48,8.3651,8.427,738602.0
2022-06-28,8.4624,8.4624,8.1794,8.1882,703927.0
2022-06-29,8.1971,8.2855,8.0821,8.1087,639644.0
2022-06-30,8.0556,8.1794,7.9849,8.1175,951749.0
2022-07-01,8.1087,8.2767,8.0733,8.2501,654352.0
2022-07-02,8.1087,8.2767,8.0733,8.2501,654352.0
2022-07-03,8.1087,8.2767,8.0733,8.2501,654352.0
2022-07-04,8.1087,8.2767,8.0733,8.2501,654352.0
2022-07-05,8.1529,8.2767,8.007,8.2236,1001985.0
2022-07-06,8.2059,8.2192,8.0743,8.1617,798359.0
2022-07-07,8.1971,8.2501,8.0202,8.0291,623725.0
2022-07-08,8.0821,8.1529,8.0379,8.1175,880041.0
2022-07-09,8.0821,8.1529,8.0379,8.1175,880041.0
2022-07-10,8.0821,8.1529,8.0379,8.1175,880041.0
2022-07-11,8.1263,8.1263,8.0114,8.0379,444036.0
2022-07-12,7.9849,8.1529,7.8876,7.9849,1431998.0
2022-07-13,8.0202,8.0468,7.9141,7.923,574265.0
2022-07-14,7.7992,7.923,7.755,7.8699,767576.0
2022-07-15,8.0733,8.091,7.923,8.0114,691673.0
2022-07-16,8.0733,8.091,7.923,8.0114,691673.0
2022-07-17,8.0733,8.091,7.923,8.0114,691673.0
2022-07-18,8.0202,8.1352,8.0202,8.0379,616339.0
2022-07-19,8.091,8.2148,8.0512,8.1617,584556.0
2022-07-20,8.1175,8.3032,8.091,8.2767,657969.0
2022-07-21,8.2236,8.2767,8.144,8.2767,530456.0
2022-07-22,8.2501,8.312,8.1706,8.2767,441869.0
2022-07-23,8.2501,8.312,8.1706,8.2767,441869.0
2022-07-24,8.2501,8.312,8.1706,8.2767,441869.0
2022-07-25,8.3474,8.4049,8.3341,8.3474,623600.0
2022-07-26,8.3209,8.4358,8.3032,8.3651,500700.0
2022-07-27,8.3651,8.5022,8.2944,8.4535,435788.0
2022-07-28,8.4889,8.5331,8.4181,8.4358,454540.0
2022-07-29,8.4447,8.5066,8.396,8.48,527423.0
2022-07-30,8.4447,8.5066,8.396,8.48,527423.0
2022-07-31,8.4447,8.5066,8.396,8.48,527423.0
2022-08-01,8.4358,8.6834,8.4314,8.6569,592897.0
2022-08-02,8.6657,8.7011,8.5243,8.5243,388383.0
2022-08-03,8.5066,8.5464,8.427,8.5154,471153.0
2022-08-04,8.502,8.6983,8.4931,8.6894,892670.0
2022-08-05,8.6715,8.7429,8.6091,8.6537,517898.0
2022-08-06,8.6715,8.7429,8.6091,8.6537,517898.0
2022-08-07,8.6715,8.7429,8.6091,8.6537,517898.0
2022-08-08,8.6537,8.7251,8.6091,8.6715,463512.0
2022-08-09,8.6537,8.7518,8.6269,8.7429,528676.0
2022-08-10,8.8143,8.85,8.7518,8.8411,528665.0
2022-08-11,8.8767,8.9303,8.7786,8.7964,394145.0
2022-08-12,8.8143,8.9035,8.7786,8.8857,528658.0
2022-08-13,8.8143,8.9035,8.7786,8.8857,528658.0
2022-08-14,8.8143,8.9035,8.7786,8.8857,528658.0
2022-08-15,8.8589,8.9659,8.8054,8.9481,332464.0
2022-08-16,8.957,9.0284,8.9392,9.0284,311098.0
2022-08-17,8.9838,8.9838,8.8946,8.9481,323766.0
2022-08-18,8.9481,8.957,8.8232,8.8589,314712.0
2022-08-19,8.85,8.8589,8.7786,8.8411,482358.0
2022-08-20,8.85,8.8589,8.7786,8.8411,482358.0
2022-08-21,8.85,8.8589,8.7786,8.8411,482358.0
2022-08-22,8.7518,8.7697,8.5957,8.6448,346989.0
2022-08-23,8.6715,8.6805,8.5556,8.5556,366536.0
2022-08-24,8.5556,8.5734,8.4931,8.5288,287445.0
2022-08-25,8.5288,8.6269,8.4842,8.5466,442931.0
2022-08-26,8.5913,8.5913,8.3593,8.395,300996.0
2022-08-27,8.5913,8.5913,8.3593,8.395,300996.0
2022-08-28,8.5913,8.5913,8.3593,8.395,300996.0
2022-08-29,8.3504,8.3771,8.2344,8.2433,322766.0
2022-08-30,8.2879,8.2879,8.1637,8.1898,417053.0
2022-08-31,8.1719,8.2032,8.0738,8.0827,342091.0
2022-09-01,8.0738,8.2166,7.9489,7.9846,495179.0
2022-09-02,8.056,8.1719,7.9623,8.0203,398054.0
2022-09-03,8.056,8.1719,7.9623,8.0203,398054.0
2022-09-04,8.056,8.1719,7.9623,8.0203,398054.0
2022-09-05,8.056,8.1719,7.9623,8.0203,398054.0
2022-09-06,8.0203,8.0203,7.7794,7.8954,706086.0
2022-09-07,7.8686,8.0292,7.8508,8.0203,576787.0
2022-09-08,7.94,8.1452,7.8329,8.1006,615530.0
2022-09-09,8.163,8.2522,8.1372,8.1987,437412.0
2022-09-10,8.163,8.2522,8.1372,8.1987,437412.0
2022-09-11,8.163,8.2522,8.1372,8.1987,437412.0
2022-09-12,8.2968,8.2968,8.1452,8.1809,493750.0
2022-09-13,8.0917,8.1273,7.9132,7.9846,558228.0
2022-09-14,7.9935,8.0024,7.9222,7.9846,461679.0
2022-09-15,7.9757,8.0738,7.9578,7.9935,351669.0
2022-09-16,7.9757,8.056,7.8954,8.0381,1132347.0
2022-09-17,7.9757,8.056,7.8954,8.0381,1132347.0
2022-09-18,7.9757,8.056,7.8954,8.0381,1132347.0
2022-09-19,7.9846,8.1273,7.9668,8.0917,409029.0
2022-09-20,8.056,8.1853,8.0292,8.1452,428017.0
2022-09-21,8.1809,8.2166,8.056,8.0827,448980.0
2022-09-22,8.0738,8.1184,7.9891,8.0114,461518.0
2022-09-23,7.9311,7.9846,7.8329,7.9222,542084.0
2022-09-24,7.9311,7.9846,7.8329,7.9222,542084.0
2022-09-25,7.9311,7.9846,7.8329,7.9222,542084.0
2022-09-26,7.8686,7.9891,7.8419,7.8954,485867.0
2022-09-27,7.8954,7.8954,7.5118,7.5653,542726.0
2022-09-28,7.5475,7.6724,7.5118,7.601,536251.0
2022-09-29,7.5921,7.6099,7.4404,7.5475,635439.0
2022-09-30,7.5475,7.6233,7.3869,7.4047,598459.0
2022-10-01,7.5475,7.6233,7.3869,7.4047,598459.0
2022-10-02,7.5475,7.6233,7.3869,7.4047,598459.0
2022-10-03,7.5207,7.7794,7.4761,7.6813,907688.0
2022-10-04,7.7348,7.9043,7.7214,7.8775,685302.0
2022-10-05,7.7705,7.775,7.6188,7.6545,431593.0
2022-10-06,7.6367,7.6367,7.4895,7.5207,375981.0
2022-10-07,7.5118,7.5162,7.3333,7.3601,438528.0
2022-10-08,7.5118,7.5162,7.3333,7.3601,438528.0
2022-10-09,7.5118,7.5162,7.3333,7.3601,438528.0
2022-10-10,7.3512,7.4672,7.3512,7.369,413282.0
2022-10-11,7.3333,7.4181,7.2986,7.3958,467361.0
2022-10-12,7.378,7.3958,7.2977,7.3244,560737.0
2022-10-13,7.2531,7.6367,7.1906,7.6099,557487.0
2022-10-14,7.6634,7.7348,7.4716,7.5118,730350.0
2022-10-15,7.6634,7.7348,7.4716,7.5118,730350.0
2022-10-16,7.6634,7.7348,7.4716,7.5118,730350.0
2022-10-17,7.5653,7.6724,7.5296,7.6367,555843.0
2022-10-18,7.6991,7.7883,7.5296,7.5475,474365.0
2022-10-19,7.5028,7.601,7.369,7.485,458984.0
2022-10-20,7.4582,7.4672,7.2352,7.2887,438949.0
2022-10-21,7.3333,7.4181,7.2531,7.378,564029.0
2022-10-22,7.3333,7.4181,7.2531,7.378,564029.0
2022-10-23,7.3333,7.4181,7.2531,7.378,564029.0
2022-10-24,7.4226,7.4939,7.4047,7.4404,725163.0
2022-10-25,7.3869,7.5742,7.378,7.5742,846527.0
2022-10-26,7.6991,7.6991,6.7713,6.7802,1203365.0
2022-10-27,6.7802,6.8025,6.4167,6.5661,1189411.0
2022-10-28,6.7713,7.1683,6.6999,7.1371,1753519.0
2022-10-29,6.7713,7.1683,6.6999,7.1371,1753519.0
2022-10-30,6.7713,7.1683,6.6999,7.1371,1753519.0
2022-10-31,7.1549,7.4038,7.1192,7.2977,1152824.0
2022-11-01,7.3512,7.3512,7.1728,7.1728,995220.0
2022-11-02,7.146,7.2263,7.03,7.0568,754301.0
2022-11-03,6.9711,7.0613,6.8674,7.0342,520726.0
2022-11-04,7.0613,7.2236,7.0613,7.2056,583571.0
2022-11-05,7.0613,7.2236,7.0613,7.2056,583571.0
2022-11-06,7.0613,7.2236,7.0613,7.2056,583571.0
2022-11-07,7.2146,7.404,7.2056,7.3499,711216.0
2022-11-08,7.3769,7.4491,7.3138,7.3499,479173.0
2022-11-09,7.3138,7.413,7.2326,7.3228,576502.0
2022-11-10,7.422,7.5663,7.3905,7.5032,578450.0
2022-11-11,7.5393,7.6114,7.422,7.431,427381.0
2022-11-12,7.5393,7.6114,7.422,7.431,427381.0
2022-11-13,7.5393,7.6114,7.422,7.431,427381.0
2022-11-14,7.4581,7.4671,7.3589,7.3859,758278.0
2022-11-15,7.4671,7.5618,7.4491,7.4851,595304.0
2022-11-16,7.4671,7.5051,7.3679,7.404,655612.0
2022-11-17,7.3386,7.4787,7.3386,7.46,635368.0
2022-11-18,7.5814,7.6654,7.4787,7.6187,790441.0
2022-11-19,7.5814,7.6654,7.4787,7.6187,790441.0
2022-11-20,7.5814,7.6654,7.4787,7.6187,790441.0
2022-11-21,7.5907,7.6748,7.5814,7.6467,673965.0
2022-11-22,7.6374,7.7401,7.488,7.6934,506004.0
2022-11-23,7.6561,7.7401,7.6281,7.7214,372523.0
2022-11-24,7.6561,7.7401,7.6281,7.7214,372523.0
2022-11-25,7.7588,7.7588,7.6654,7.6654,250628.0
2022-11-26,7.7588,7.7588,7.6654,7.6654,250628.0
2022-11-27,7.7588,7.7588,7.6654,7.6654,250628.0
2022-11-28,7.6094,7.7028,7.6094,7.6467,416517.0
2022-11-29,7.6281,7.7028,7.5907,7.6654,432947.0
2022-11-30,7.6001,7.8148,7.544,7.8148,700478.0
2022-12-01,7.8615,7.8615,7.7097,7.7868,748329.0
2022-12-02,7.7681,7.9502,7.6561,7.8802,750263.0
2022-12-03,7.7681,7.9502,7.6561,7.8802,750263.0
2022-12-04,7.7681,7.9502,7.6561,7.8802,750263.0
2022-12-05,7.8521,7.8615,7.6748,7.7401,576609.0
2022-12-06,7.7494,7.7961,7.6514,7.7401,595161.0
2022-12-07,7.6934,7.7681,7.6748,7.7028,628917.0
2022-12-08,7.7214,7.7634,7.6701,7.7214,562149.0
2022-12-09,7.7028,7.8148,7.6654,7.6748,472604.0
2022-12-10,7.7028,7.8148,7.6654,7.6748,472604.0
2022-12-11,7.7028,7.8148,7.6654,7.6748,472604.0
2022-12-12,7.6841,7.7494,7.5907,7.6748,603986.0
2022-12-13,7.6841,7.9082,7.6841,7.7401,1330812.0
2022-12-14,7.7308,7.7775,7.488,7.488,711318.0
2022-12-15,7.4413,7.488,7.362,7.3947,673143.0
2022-12-16,7.3106,7.46,7.2263,7.4133,1954368.0
2022-12-17,7.3106,7.46,7.2263,7.4133,1954368.0
2022-12-18,7.3106,7.46,7.2263,7.4133,1954368.0
2022-12-19,7.404,7.5767,7.32,7.5627,1201252.0
2022-12-20,7.5814,7.7028,7.5347,7.6841,862904.0
2022-12-21,7.7308,7.8521,7.7028,7.8521,520856.0
2022-12-22,7.8148,7.9455,7.7401,7.9362,1625842.0
2022-12-23,7.9362,8.1603,7.9268,8.0295,808814.0
2022-12-24,7.9362,8.1603,7.9268,8.0295,808814.0
2022-12-25,7.9362,8.1603,7.9268,8.0295,808814.0
2022-12-26,7.9362,8.1603,7.9268,8.0295,808814.0
2022-12-27,8.0762,8.1416,8.0482,8.1136,787617.0
2022-12-28,8.1322,8.1484,7.9595,8.0109,742015.0
2022-12-29,8.0389,8.1789,8.0015,8.1136,799614.0
2022-12-30,8.0949,8.1229,7.9595,8.0762,764182.0
2022-12-31,8.0949,8.1229,7.9595,8.0762,764182.0
2023-01-01,8.0949,8.1229,7.9595,8.0762,764182.0
2023-01-02,8.0949,8.1229,7.9595,8.0762,764182.0
2023-01-03,8.0576,8.1042,7.9222,8.0482,992798.0
2023-01-04,8.1229,8.2116,8.0622,8.1136,855911.0
2023-01-05,8.0856,8.1089,8.0202,8.0762,426050.0
2023-01-06,8.1229,8.3003,8.1042,8.291,605099.0
2023-01-07,8.1229,8.3003,8.1042,8.291,605099.0
2023-01-08,8.1229,8.3003,8.1042,8.291,605099.0
2023-01-09,8.291,8.3377,8.1322,8.1603,591628.0
2023-01-10,8.1509,8.2069,8.0762,8.1416,588999.0
2023-01-11,8.1603,8.2023,8.0996,8.1322,426325.0
2023-01-12,8.1322,8.2023,8.0669,8.1322,571884.0
2023-01-13,8.0669,8.2116,8.0109,8.1322,594209.0
2023-01-14,8.0669,8.2116,8.0109,8.1322,594209.0
2023-01-15,8.0669,8.2116,8.0109,8.1322,594209.0
2023-01-16,8.0669,8.2116,8.0109,8.1322,594209.0
2023-01-17,8.1509,8.1883,8.0389,8.0669,362310.0
2023-01-18,8.0669,8.0669,7.8848,7.9082,460196.0
2023-01-19,7.8615,7.9268,7.7915,7.8988,466941.0
2023-01-20,7.9735,8.0015,7.8148,7.9455,750032.0
2023-01-21,7.9735,8.0015,7.8148,7.9455,750032.0
2023-01-22,7.9735,8.0015,7.8148,7.9455,750032.0
2023-01-23,7.9455,8.0529,7.9082,7.9642,614055.0
2023-01-24,8.0015,8.0015,7.8101,7.8708,594695.0
2023-01-25,7.8615,7.8615,7.6094,7.6281,730786.0
2023-01-26,7.5627,7.6748,7.3293,7.6374,1813944.0
2023-01-27,7.6374,7.6654,7.4693,7.6001,943346.0
2023-01-28,7.6374,7.6654,7.4693,7.6001,943346.0
2023-01-29,7.6374,7.6654,7.4693,7.6001,943346.0
2023-01-30,7.5627,7.6654,7.5347,7.6001,763053.0
2023-01-31,7.6094,7.8335,7.572,7.8148,1054986.0
2023-02-01,7.7961,8.0015,7.7588,7.9175,1018951.0
2023-02-02,7.9317,8.2523,7.9221,8.1863,1100292.0
2023-02-03,8.1863,8.29,8.1311,8.2806,928222.0
2023-02-04,8.1863,8.29,8.1311,8.2806,928222.0
2023-02-05,8.1863,8.29,8.1311,8.2806,928222.0
2023-02-06,8.2617,8.29,8.0826,8.1769,560371.0
2023-02-07,8.1297,8.1737,8.0637,8.1391,529402.0
2023-02-08,8.1108,8.1297,8.0307,8.0448,444392.0
2023-02-09,8.0826,8.0826,7.9081,7.9317,836419.0
2023-02-10,7.9505,8.0213,7.8595,7.9694,844738.0
2023-02-11,7.9505,8.0213,7.8595,7.9694,844738.0
2023-02-12,7.9505,8.0213,7.8595,7.9694,844738.0
2023-02-13,7.9411,8.0165,7.9034,7.9977,824594.0
2023-02-14,7.9882,8.026,7.8963,7.9222,655408.0
2023-02-15,7.8656,8.0543,7.8185,8.0165,423668.0
2023-02-16,7.9599,8.0142,7.8986,7.9317,470747.0
2023-02-17,7.9317,8.1203,7.9128,8.0826,699677.0
2023-02-18,7.9317,8.1203,7.9128,8.0826,699677.0
2023-02-19,7.9317,8.1203,7.9128,8.0826,699677.0
2023-02-20,7.9317,8.1203,7.9128,8.0826,699677.0
2023-02-21,8.0354,8.0477,7.9232,7.9411,1053558.0
2023-02-22,7.9694,7.9977,7.8656,7.8939,1165092.0
2023-02-23,7.9034,7.9977,7.8986,7.9505,551867.0
2023-02-24,7.8751,7.9599,7.8279,7.9411,517380.0
2023-02-25,7.8751,7.9599,7.8279,7.9411,517380.0
2023-02-26,7.8751,7.9599,7.8279,7.9411,517380.0
2023-02-27,7.9599,8.026,7.8751,7.8845,564332.0
2023-02-28,7.8939,7.9835,7.8751,7.9128,765583.0
2023-03-01,7.8562,7.8845,7.7666,7.8373,460788.0
2023-03-02,7.7902,7.8798,7.743,7.7808,793387.0
2023-03-03,7.809,7.8373,7.7525,7.8279,560052.0
2023-03-04,7.809,7.8373,7.7525,7.8279,560052.0
2023-03-05,7.809,7.8373,7.7525,7.8279,560052.0
2023-03-06,7.809,7.8435,7.5638,7.611,1084145.0
2023-03-07,7.611,7.611,7.3375,7.4129,868163.0
2023-03-08,7.4318,7.4365,7.3186,7.3846,554209.0
2023-03-09,7.3469,7.3705,7.0357,7.0734,1025512.0
2023-03-10,6.9414,7.0498,6.7952,6.9602,1231575.0
2023-03-11,6.9414,7.0498,6.7952,6.9602,1231575.0
2023-03-12,6.9414,7.0498,6.7952,6.9602,1231575.0
2023-03-13,6.715,6.7716,6.2576,6.6679,2406021.0
2023-03-14,7.0357,7.4271,7.0357,7.3045,2564341.0
2023-03-15,7.0451,7.2998,6.7999,7.2149,2145160.0
2023-03-16,7.1111,7.512,7.097,7.3281,1209633.0
2023-03-17,7.1583,7.2102,6.8848,7.1206,6436415.0
2023-03-18,7.1583,7.2102,6.8848,7.1206,6436415.0
2023-03-19,7.1583,7.2102,6.8848,7.1206,6436415.0
2023-03-20,7.2526,7.4978,6.9414,6.9508,1463252.0
2023-03-21,7.1677,7.3328,6.9838,7.0546,1630757.0
2023-03-22,7.0451,7.1772,6.7433,6.7716,1448552.0
2023-03-23,6.8376,6.8376,6.5736,6.6207,1169918.0
2023-03-24,6.5453,6.9037,6.5453,6.8754,996916.0
2023-03-25,6.5453,6.9037,6.5453,6.8754,996916.0
2023-03-26,6.5453,6.9037,6.5453,6.8754,996916.0
2023-03-27,7.0357,7.0923,6.8282,6.8471,857116.0
2023-03-28,6.7905,6.8706,6.4887,6.5453,1077852.0
2023-03-29,6.6207,6.649,6.3095,6.4227,1150723.0
2023-03-30,6.4887,6.6207,6.2388,6.3378,757268.0
2023-03-31,6.3378,6.4227,6.2812,6.3472,1294643.0
2023-04-01,6.3378,6.4227,6.2812,6.3472,1294643.0
2023-04-02,6.3378,6.4227,6.2812,6.3472,1294643.0
2023-04-03,6.3189,6.3944,6.2105,6.2718,1289989.0
2023-04-04,6.3095,6.3095,6.0926,6.2718,973378.0
2023-04-05,6.1963,6.3048,6.1869,6.234,1035938.0
2023-04-06,6.2623,6.3755,6.2152,6.3472,606862.0
2023-04-07,6.2623,6.3755,6.2152,6.3472,606862.0
2023-04-08,6.2623,6.3755,6.2152,6.3472,606862.0
2023-04-09,6.2623,6.3755,6.2152,6.3472,606862.0
2023-04-10,6.3472,6.4227,6.2906,6.3566,841345.0
2023-04-11,6.3849,6.3991,6.3009,6.3661,463807.0
2023-04-12,6.4132,6.4557,6.3189,6.3661,796310.0
2023-04-13,6.3755,6.4698,6.2219,6.4321,742364.0
2023-04-14,6.5264,6.5453,6.201,6.2529,927849.0
2023-04-15,6.5264,6.5453,6.201,6.2529,927849.0
2023-04-16,6.5264,6.5453,6.201,6.2529,927849.0
2023-04-17,6.2529,6.3566,6.1774,6.3378,1783051.0
2023-04-18,6.3472,6.3472,6.1303,6.1869,624665.0
2023-04-19,6.1963,6.3472,6.1444,6.2812,637501.0
2023-04-20,6.2435,6.3378,6.1303,6.1963,733950.0
2023-04-21,6.1869,6.234,6.1303,6.2152,627802.0
2023-04-22,6.1869,6.234,6.1303,6.2152,627802.0
2023-04-23,6.1869,6.234,6.1303,6.2152,627802.0
2023-04-24,6.2246,6.3661,6.168,6.1963,865878.0
2023-04-25,6.1492,6.2246,5.9794,6.0171,801456.0
2023-04-26,5.9605,6.2529,5.9605,6.0831,811583.0
2023-04-27,6.0831,6.1161,5.9511,6.0171,1389928.0
2023-04-28,6.0265,6.0831,5.8191,5.8474,922629.0
2023-04-29,6.0265,6.0831,5.8191,5.8474,922629.0
2023-04-30,6.0265,6.0831,5.8191,5.8474,922629.0
2023-05-01,5.8285,5.8474,5.621,5.6682,1352387.0
2023-05-02,5.6682,5.6776,5.2909,5.3569,1224054.0
2023-05-03,5.3758,5.4795,5.2343,5.3192,1551470.0
2023-05-04,5.2187,5.3431,5.0224,5.3048,1312299.0
2023-05-05,5.5251,5.6742,5.324,5.4293,1149769.0
2023-05-06,5.5251,5.6742,5.324,5.4293,1149769.0
2023-05-07,5.5251,5.6742,5.324,5.4293,1149769.0
2023-05-08,5.5059,5.5816,5.2761,5.2857,731778.0
2023-05-09,5.2665,5.3048,5.1612,5.2474,700778.0
2023-05-10,5.324,5.324,5.1708,5.2091,536888.0
2023-05-11,5.1421,5.2043,5.0957,5.1516,609922.0
2023-05-12,5.1804,5.1899,5.075,5.1804,566469.0
2023-05-13,5.1804,5.1899,5.075,5.1804,566469.0
2023-05-14,5.1804,5.1899,5.075,5.1804,566469.0
2023-05-15,5.1995,5.3431,5.1708,5.2857,719708.0
2023-05-16,5.2953,5.3431,5.2378,5.2378,706250.0
2023-05-17,5.324,5.6017,5.2187,5.5634,1214468.0
2023-05-18,5.573,5.64,5.5059,5.6208,907251.0
2023-05-19,5.707,5.7836,5.4533,5.5634,1246082.0
2023-05-20,5.707,5.7836,5.4533,5.5634,1246082.0
2023-05-21,5.707,5.7836,5.4533,5.5634,1246082.0
2023-05-22,5.6113,5.7166,5.5538,5.6879,948432.0
2023-05-23,5.7357,5.9656,5.6974,5.8411,1087668.0
2023-05-24,5.8219,5.8794,5.7836,5.8028,607679.0
2023-05-25,5.8123,5.8554,5.7405,5.8219,604950.0
2023-05-26,5.7932,5.8937,5.7262,5.889,641060.0
2023-05-27,5.7932,5.8937,5.7262,5.889,641060.0
2023-05-28,5.7932,5.8937,5.7262,5.889,641060.0
2023-05-29,5.7932,5.8937,5.7262,5.889,641060.0
2023-05-30,5.8698,5.9273,5.7357,5.8602,668823.0
2023-05-31,5.8028,5.8028,5.6208,5.7262,1181056.0
2023-06-01,5.7357,5.932,5.707,5.8315,681314.0
2023-06-02,5.9177,6.1475,5.8794,6.1283,840484.0
2023-06-03,5.9177,6.1475,5.8794,6.1283,840484.0
2023-06-04,5.9177,6.1475,5.8794,6.1283,840484.0
2023-06-05,6.0996,6.1092,5.8363,5.9273,825232.0
2023-06-06,5.9273,6.3103,5.9273,6.2432,879343.0
2023-06-07,6.3103,6.5592,6.3007,6.4826,902729.0
2023-06-08,6.4635,6.4731,6.2002,6.2911,723360.0
2023-06-09,6.2911,6.3199,6.1858,6.2145,666593.0
2023-06-10,6.2911,6.3199,6.1858,6.2145,666593.0
2023-06-11,6.2911,6.3199,6.1858,6.2145,666593.0
2023-06-12,6.2145,6.3007,6.09,6.1283,789005.0
2023-06-13,6.1762,6.2815,6.1092,6.2624,760613.0
2023-06-14,6.2624,6.3438,6.0757,6.1092,686181.0
2023-06-15,6.0805,6.2432,6.0805,6.2337,1145037.0
2023-06-16,6.2911,6.3294,6.1092,6.3007,2908054.0
2023-06-17,6.2911,6.3294,6.1092,6.3007,2908054.0
2023-06-18,6.2911,6.3294,6.1092,6.3007,2908054.0
2023-06-19,6.2911,6.3294,6.1092,6.3007,2908054.0
2023-06-20,6.3103,6.3486,6.1188,6.1188,631166.0
2023-06-21,6.0805,6.1427,6.0422,6.0517,540899.0
2023-06-22,6.0326,6.0422,5.8746,5.9464,782860.0
2023-06-23,5.8698,5.9416,5.7693,5.8315,953446.0
2023-06-24,5.8698,5.9416,5.7693,5.8315,953446.0
2023-06-25,5.8698,5.9416,5.7693,5.8315,953446.0
2023-06-26,5.8411,5.956,5.8267,5.8698,448801.0
2023-06-27,5.889,5.9464,5.8171,5.8985,412171.0
2023-06-28,5.889,5.9368,5.8076,5.8985,710924.0
2023-06-29,5.956,6.0039,5.9229,5.9847,472281.0
2023-06-30,6.023,6.0374,5.8985,5.9081,535019.0
2023-07-01,6.023,6.0374,5.8985,5.9081,535019.0
2023-07-02,6.023,6.0374,5.8985,5.9081,535019.0
2023-07-03,5.9273,5.9943,5.889,5.9943,311762.0
2023-07-04,5.9273,5.9943,5.889,5.9943,311762.0
2023-07-05,5.956,5.9847,5.8794,5.889,449103.0
2023-07-06,5.8315,5.8315,5.6352,5.7453,546465.0
2023-07-07,5.7357,5.9081,5.7214,5.8794,903994.0
2023-07-08,5.7357,5.9081,5.7214,5.8794,903994.0
2023-07-09,5.7357,5.9081,5.7214,5.8794,903994.0
2023-07-10,5.8506,5.9703,5.8028,5.8698,573826.0
2023-07-11,5.8794,5.9751,5.8076,5.9656,729408.0
2023-07-12,6.0613,6.1762,6.0565,6.0996,548822.0
2023-07-13,6.1475,6.1666,5.9895,6.0039,872927.0
2023-07-14,6.0517,6.0517,5.8315,5.9081,660791.0
2023-07-15,6.0517,6.0517,5.8315,5.9081,660791.0
2023-07-16,6.0517,6.0517,5.8315,5.9081,660791.0
2023-07-17,5.9177,6.0422,5.9033,5.9847,713878.0
2023-07-18,6.0039,6.1571,5.9943,6.1283,979946.0
2023-07-19,6.1571,6.3486,6.1188,6.3199,666628.0
2023-07-20,6.3199,6.3199,6.1571,6.2624,610295.0
2023-07-21,6.2911,6.3007,6.1475,6.1666,541028.0
2023-07-22,6.2911,6.3007,6.1475,6.1666,541028.0
2023-07-23,6.2911,6.3007,6.1475,6.1666,541028.0
2023-07-24,6.1666,6.3486,6.1666,6.339,632965.0
2023-07-25,6.3294,6.3773,6.2432,6.3199,1299790.0
2023-07-26,6.3582,6.588,6.3103,6.5688,1178930.0
2023-07-27,6.5688,6.5784,6.2097,6.3486,2175535.0
2023-07-28,6.3773,6.4443,6.339,6.3869,1494168.0
2023-07-29,6.3773,6.4443,6.339,6.3869,1494168.0
2023-07-30,6.3773,6.4443,6.339,6.3869,1494168.0
2023-07-31,6.3869,6.4252,6.2863,6.3486,624341.0
2023-08-01,6.3199,6.3773,6.2145,6.3582,663110.0
2023-08-02,6.2815,6.2911,6.1666,6.2528,610005.0
2023-08-03,6.2577,6.2771,6.1364,6.2092,604698.0
2023-08-04,6.1413,6.248,6.1413,6.1898,715936.0
2023-08-05,6.1413,6.248,6.1413,6.1898,715936.0
2023-08-06,6.1413,6.248,6.1413,6.1898,715936.0
2023-08-07,6.2092,6.2189,6.151,6.1898,819320.0
