,LVS US Equity,LVS US Equity,LVS US Equity,LVS US Equity,LVS US Equity
2019-06-03,50.6451,50.6916,48.8098,49.1955,6238654.0
2019-06-04,49.7623,51.816,49.688,51.6859,7773721.0
2019-06-05,51.7788,51.7788,49.4371,51.1748,7353711.0
2019-06-06,51.3328,51.4908,50.3338,50.7566,2432453.0
2019-06-07,51.212,52.8568,51.1562,52.1134,4350755.0
2019-06-08,51.212,52.8568,51.1562,52.1134,4350755.0
2019-06-09,51.212,52.8568,51.1562,52.1134,4350755.0
2019-06-10,52.8568,54.6967,52.7824,54.0184,9808327.0
2019-06-11,54.641,55.3008,54.2693,54.5388,3880185.0
2019-06-12,54.0462,54.3529,52.7639,53.0055,4447926.0
2019-06-13,53.4794,53.8139,53.0612,53.2657,5654619.0
2019-06-14,53.2657,53.5444,52.8196,53.2285,2058537.0
2019-06-15,53.2657,53.5444,52.8196,53.2285,2058537.0
2019-06-16,53.2657,53.5444,52.8196,53.2285,2058537.0
2019-06-17,53.4608,53.7024,52.7639,53.024,2938892.0
2019-06-18,53.5516,56.2739,53.4856,56.029,6488778.0
2019-06-19,56.0478,56.0478,54.9175,55.558,3386551.0
2019-06-20,56.2456,56.792,55.671,55.9819,4085206.0
2019-06-21,55.6051,56.2174,55.2095,55.7935,3810858.0
2019-06-22,55.6051,56.2174,55.2095,55.7935,3810858.0
2019-06-23,55.6051,56.2174,55.2095,55.7935,3810858.0
2019-06-24,55.7558,55.9913,55.2189,55.3413,3580944.0
2019-06-25,55.3696,55.3743,53.9095,54.0697,3299255.0
2019-06-26,54.5878,55.4544,54.2957,55.2754,4219840.0
2019-06-27,55.3508,55.5674,54.8704,55.3696,3627912.0
2019-06-28,55.6993,55.8312,55.2754,55.6616,3969226.0
2019-06-29,55.6993,55.8312,55.2754,55.6616,3969226.0
2019-06-30,55.6993,55.8312,55.2754,55.6616,3969226.0
2019-07-01,58.6006,59.114,58.0166,58.3745,6075365.0
2019-07-02,58.026,58.6383,57.7905,58.5252,3682272.0
2019-07-03,58.7042,58.8172,58.0166,58.61,1303826.0
2019-07-04,58.7042,58.8172,58.0166,58.61,1303826.0
2019-07-05,58.1579,58.4216,57.5833,58.2521,2300611.0
2019-07-06,58.1579,58.4216,57.5833,58.2521,2300611.0
2019-07-07,58.1579,58.4216,57.5833,58.2521,2300611.0
2019-07-08,57.8376,58.5347,57.6775,58.4216,1768600.0
2019-07-09,58.1861,59.6274,58.1296,59.2506,3757200.0
2019-07-10,59.5143,59.5708,58.0919,58.6383,3413350.0
2019-07-11,58.8738,59.8628,58.7136,58.968,2573519.0
2019-07-12,59.0245,59.6085,58.9303,59.5614,2052077.0
2019-07-13,59.0245,59.6085,58.9303,59.5614,2052077.0
2019-07-14,59.0245,59.6085,58.9303,59.5614,2052077.0
2019-07-15,59.7216,60.2773,59.5708,60.2491,2459396.0
2019-07-16,60.428,61.1392,60.2208,60.9744,3041267.0
2019-07-17,61.0309,61.0403,60.1266,60.4657,2005143.0
2019-07-18,60.2396,60.7577,59.6509,60.5976,4728500.0
2019-07-19,60.8048,60.9273,60.1313,60.2114,3545433.0
2019-07-20,60.8048,60.9273,60.1313,60.2114,3545433.0
2019-07-21,60.8048,60.9273,60.1313,60.2114,3545433.0
2019-07-22,60.5128,60.6541,60.0184,60.2773,3062560.0
2019-07-23,60.6541,61.5773,60.2491,61.436,4122577.0
2019-07-24,61.2287,61.6149,60.0512,61.1628,4054468.0
2019-07-25,59.6274,60.2396,58.1108,59.0151,8475009.0
2019-07-26,59.439,60.1831,58.9962,59.4955,4191391.0
2019-07-27,59.439,60.1831,58.9962,59.4955,4191391.0
2019-07-28,59.439,60.1831,58.9962,59.4955,4191391.0
2019-07-29,59.3448,59.5426,58.3557,58.7419,4087831.0
2019-07-30,58.2897,58.3651,57.5927,57.8376,2749415.0
2019-07-31,57.6398,57.6586,56.208,56.9333,4724337.0
2019-08-01,56.9615,57.8564,54.5218,55.3884,5115673.0
2019-08-02,54.7102,55.266,53.1936,53.5798,5599030.0
2019-08-03,54.7102,55.266,53.1936,53.5798,5599030.0
2019-08-04,54.7102,55.266,53.1936,53.5798,5599030.0
2019-08-05,51.2626,52.2422,50.8387,51.3662,5657041.0
2019-08-06,52.0162,52.4024,50.8481,51.3285,3649205.0
2019-08-07,50.3959,51.1966,49.4634,50.8575,4138229.0
2019-08-08,51.4604,52.4118,51.3474,52.1198,4331412.0
2019-08-09,51.6488,51.8089,50.3112,50.8387,2963442.0
2019-08-10,51.6488,51.8089,50.3112,50.8387,2963442.0
2019-08-11,51.6488,51.8089,50.3112,50.8387,2963442.0
2019-08-12,49.9532,50.1322,49.1808,49.2373,4726585.0
2019-08-13,49.2561,51.9125,49.0772,50.509,6745119.0
2019-08-14,49.3221,49.6636,48.6815,48.7852,3600472.0
2019-08-15,48.917,49.3032,48.1964,48.4272,2400193.0
2019-08-16,48.8888,49.6329,48.6344,49.3598,2769885.0
2019-08-17,48.8888,49.6329,48.6344,49.3598,2769885.0
2019-08-18,48.8888,49.6329,48.6344,49.3598,2769885.0
2019-08-19,50.8575,51.6912,50.7539,51.4981,3972946.0
2019-08-20,50.8104,52.3129,50.8011,51.9125,6162574.0
2019-08-21,52.3082,52.4212,51.4321,51.9314,2325250.0
2019-08-22,52.1669,52.3741,50.801,51.2531,2661150.0
2019-08-23,50.7445,51.1119,49.4634,50.0286,4611093.0
2019-08-24,50.7445,51.1119,49.4634,50.0286,4611093.0
2019-08-25,50.7445,51.1119,49.4634,50.0286,4611093.0
2019-08-26,50.7256,50.9611,50.0097,50.5561,2343205.0
2019-08-27,51.0082,51.5781,50.7633,51.1401,4859655.0
2019-08-28,51.0177,51.5452,50.6032,51.3379,1971985.0
2019-08-29,51.9502,52.4966,51.8701,51.9408,2498095.0
2019-08-30,52.327,52.7886,52.0915,52.2516,2216879.0
2019-08-31,52.327,52.7886,52.0915,52.2516,2216879.0
2019-09-01,52.327,52.7886,52.0915,52.2516,2216879.0
2019-09-02,52.327,52.7886,52.0915,52.2516,2216879.0
2019-09-03,51.272,51.4133,50.2358,51.1307,4033825.0
2019-09-04,52.4683,52.7132,51.5075,51.8749,3980438.0
2019-09-05,52.506,53.2972,52.214,52.8734,7370629.0
2019-09-06,52.7038,53.4951,52.4777,52.9299,5781510.0
2019-09-07,52.7038,53.4951,52.4777,52.9299,5781510.0
2019-09-08,52.7038,53.4951,52.4777,52.9299,5781510.0
2019-09-09,53.9755,54.8515,53.6458,54.7102,3629733.0
2019-09-10,54.8044,55.7087,54.2204,55.5863,4292437.0
2019-09-11,55.9913,56.2551,54.7008,55.8594,3114916.0
2019-09-12,56.0572,56.9521,55.671,56.6601,3687714.0
2019-09-13,56.9427,57.3383,55.8689,55.8971,2484776.0
2019-09-14,56.9427,57.3383,55.8689,55.8971,2484776.0
2019-09-15,56.9427,57.3383,55.8689,55.8971,2484776.0
2019-09-16,55.6239,56.2927,55.5015,56.1797,3266220.0
2019-09-17,55.4163,56.4517,54.6147,56.4087,5451189.0
2019-09-18,56.2083,56.3038,55.0632,55.7121,2644716.0
2019-09-19,55.9221,56.2465,54.7292,54.9487,3832854.0
2019-09-20,55.0155,55.2254,53.6985,53.7558,4846708.0
2019-09-21,55.0155,55.2254,53.6985,53.7558,4846708.0
2019-09-22,55.0155,55.2254,53.6985,53.7558,4846708.0
2019-09-23,53.2977,54.1184,53.1069,53.6222,4817672.0
2019-09-24,54.1566,54.4906,53.021,53.126,3674426.0
2019-09-25,52.9828,54.5479,52.4389,54.4715,3591085.0
2019-09-26,53.6222,54.0898,52.7347,53.3264,3272980.0
2019-09-27,55.8743,56.5424,54.2206,54.5001,16671035.0
2019-09-28,55.8743,56.5424,54.2206,54.5001,16671035.0
2019-09-29,55.8743,56.5424,54.2206,54.5001,16671035.0
2019-09-30,54.7196,55.4354,54.6337,55.1204,5940415.0
2019-10-01,55.3495,55.9936,54.3379,54.5956,6705178.0
2019-10-02,54.3188,54.7674,53.7749,53.918,67901248.0
2019-10-03,53.8703,54.3284,52.6774,53.3932,8069504.0
2019-10-04,53.3359,53.4886,52.4961,53.4409,4624858.0
2019-10-05,53.3359,53.4886,52.4961,53.4409,4624858.0
2019-10-06,53.3359,53.4886,52.4961,53.4409,4624858.0
2019-10-07,53.021,53.1641,52.2766,52.4389,5351209.0
2019-10-08,51.8186,52.2098,50.9406,51.0265,5183920.0
2019-10-09,51.3605,51.7899,51.2173,51.6945,3586808.0
2019-10-10,51.6659,53.0305,51.5704,52.2862,5387429.0
2019-10-11,53.2691,55.569,53.2023,54.9487,7496510.0
2019-10-12,53.2691,55.569,53.2023,54.9487,7496510.0
2019-10-13,53.2691,55.569,53.2023,54.9487,7496510.0
2019-10-14,54.5669,54.8532,54.3188,54.4047,2331913.0
2019-10-15,54.4143,55.0155,54.0993,54.691,3530588.0
2019-10-16,54.6051,55.3495,54.5669,54.7864,2546304.0
2019-10-17,54.9678,55.13,54.7292,54.7292,1553725.0
2019-10-18,54.5479,55.1109,54.4238,54.8342,2310229.0
2019-10-19,54.5479,55.1109,54.4238,54.8342,2310229.0
2019-10-20,54.5479,55.1109,54.4238,54.8342,2310229.0
2019-10-21,55.3495,55.7312,55.0059,55.3208,3712872.0
2019-10-22,55.6453,56.3229,55.3972,55.9411,4063541.0
2019-10-23,55.8362,56.5805,55.5212,56.5137,3687568.0
2019-10-24,56.9336,59.014,56.7827,58.3651,7346585.0
2019-10-25,57.8688,58.804,57.7448,58.4223,3018978.0
2019-10-26,57.8688,58.804,57.7448,58.4223,3018978.0
2019-10-27,57.8688,58.804,57.7448,58.4223,3018978.0
2019-10-28,58.6704,59.911,58.6704,59.5484,2994917.0
2019-10-29,59.3289,59.4196,58.5846,59.1667,2755244.0
2019-10-30,59.1667,59.7393,58.8422,59.682,2252403.0
2019-10-31,59.4243,59.682,58.6323,59.014,2658893.0
2019-11-01,59.4911,60.1878,59.0999,60.1687,2949829.0
2019-11-02,59.4911,60.1878,59.0999,60.1687,2949829.0
2019-11-03,59.4911,60.1878,59.0999,60.1687,2949829.0
2019-11-04,60.8176,61.2661,60.4932,61.123,3737075.0
2019-11-05,61.2852,61.7958,60.7317,60.8176,4362044.0
2019-11-06,60.8176,60.8558,59.8442,60.2641,2664806.0
2019-11-07,60.9894,61.4093,60.7317,60.894,2370813.0
2019-11-08,60.8367,61.1516,60.3748,61.1516,2280646.0
2019-11-09,60.8367,61.1516,60.3748,61.1516,2280646.0
2019-11-10,60.8367,61.1516,60.3748,61.1516,2280646.0
2019-11-11,60.2069,60.4359,59.6534,60.2546,3393113.0
2019-11-12,60.245,60.4359,59.3671,59.6247,2513662.0
2019-11-13,59.3766,59.6915,59.1667,59.3194,2532979.0
2019-11-14,59.348,59.5961,59.119,59.5389,1614025.0
2019-11-15,59.8347,60.016,59.3862,59.8061,2398421.0
2019-11-16,59.8347,60.016,59.3862,59.8061,2398421.0
2019-11-17,59.8347,60.016,59.3862,59.8061,2398421.0
2019-11-18,59.7393,59.7393,58.8422,59.3003,3805841.0
2019-11-19,59.5484,59.6725,58.4605,59.0808,2384866.0
2019-11-20,58.6418,59.0999,57.7734,57.9165,3038300.0
2019-11-21,58.0788,58.2601,57.5539,57.5921,2984287.0
2019-11-22,57.8307,58.6418,57.7734,58.4987,2309377.0
2019-11-23,57.8307,58.6418,57.7734,58.4987,2309377.0
2019-11-24,57.8307,58.6418,57.7734,58.4987,2309377.0
2019-11-25,58.8327,60.56,58.6895,60.5122,3059106.0
2019-11-26,60.6363,60.7508,59.8061,60.1019,2688297.0
2019-11-27,60.1401,60.8367,60.1401,60.5218,1539610.0
2019-11-28,60.1401,60.8367,60.1401,60.5218,1539610.0
2019-11-29,60.0828,60.2164,59.7106,59.8824,1407411.0
2019-11-30,60.0828,60.2164,59.7106,59.8824,1407411.0
2019-12-01,60.0828,60.2164,59.7106,59.8824,1407411.0
2019-12-02,59.8347,60.3309,59.6725,59.8251,2103111.0
2019-12-03,58.7754,59.1858,58.346,59.0999,3143401.0
2019-12-04,59.2335,60.1926,59.1858,59.8251,2285721.0
2019-12-05,60.0446,60.5886,59.6152,60.3786,2934474.0
2019-12-06,60.9035,61.5715,60.851,61.2184,2998441.0
2019-12-07,60.9035,61.5715,60.851,61.2184,2998441.0
2019-12-08,60.9035,61.5715,60.851,61.2184,2998441.0
2019-12-09,61.1707,61.5619,60.9512,61.2375,2874051.0
2019-12-10,61.123,61.686,60.7413,61.2184,2342660.0
2019-12-11,61.4379,62.5832,61.2184,62.4495,3450173.0
2019-12-12,63.2797,66.0281,62.898,65.5605,6772607.0
2019-12-13,65.3696,66.553,65.3696,65.885,5351287.0
2019-12-14,65.3696,66.553,65.3696,65.885,5351287.0
2019-12-15,65.3696,66.553,65.3696,65.885,5351287.0
2019-12-16,66.493,66.9465,65.6533,65.7209,3394550.0
2019-12-17,66.0297,66.1069,65.4217,65.8271,4262949.0
2019-12-18,67.1492,67.458,65.9718,66.5605,5833203.0
2019-12-19,66.5605,67.072,66.3239,66.7632,2779408.0
2019-12-20,67.2457,67.2457,66.0394,66.1359,4474291.0
2019-12-21,67.2457,67.2457,66.0394,66.1359,4474291.0
2019-12-22,67.2457,67.2457,66.0394,66.1359,4474291.0
2019-12-23,66.2324,67.2843,66.2324,66.9948,4064226.0
2019-12-24,66.9658,67.1588,66.5991,66.8693,630421.0
2019-12-25,66.9658,67.1588,66.5991,66.8693,630421.0
2019-12-26,67.0913,67.5159,66.8886,67.4966,1468994.0
2019-12-27,67.6124,67.8826,66.9128,67.3036,3002365.0
2019-12-28,67.6124,67.8826,66.9128,67.3036,3002365.0
2019-12-29,67.6124,67.8826,66.9128,67.3036,3002365.0
2019-12-30,67.4387,67.5352,66.7342,66.879,1703487.0
2019-12-31,66.686,66.8597,66.4833,66.6281,1846900.0
2020-01-01,66.686,66.8597,66.4833,66.6281,1846900.0
2020-01-02,67.4387,68.4617,67.3519,68.3266,5154845.0
2020-01-03,67.1878,67.6993,66.9658,67.2843,2822522.0
2020-01-04,67.1878,67.6993,66.9658,67.2843,2822522.0
2020-01-05,67.1878,67.6993,66.9658,67.2843,2822522.0
2020-01-06,66.7632,67.6703,66.6281,67.6414,2923450.0
2020-01-07,67.1202,67.7475,67.0672,67.7089,2264186.0
2020-01-08,67.5545,68.8091,67.4484,68.3266,3455338.0
2020-01-09,69.0118,69.2144,68.5485,69.0214,3011411.0
2020-01-10,69.2144,69.4268,68.288,68.4327,2217136.0
2020-01-11,69.2144,69.4268,68.288,68.4327,2217136.0
2020-01-12,69.2144,69.4268,68.288,68.4327,2217136.0
2020-01-13,68.7512,69.8707,68.5678,69.6391,2563577.0
2020-01-14,69.8803,70.9226,69.7076,70.7971,3693139.0
2020-01-15,70.9323,70.9612,69.8707,70.2278,2602598.0
2020-01-16,70.5559,70.8454,70.2664,70.8357,3605317.0
2020-01-17,70.9419,71.6947,70.9419,71.4727,3296175.0
2020-01-18,70.9419,71.6947,70.9419,71.4727,3296175.0
2020-01-19,70.9419,71.6947,70.9419,71.4727,3296175.0
2020-01-20,70.9419,71.6947,70.9419,71.4727,3296175.0
2020-01-21,67.0913,68.8477,66.4447,67.6124,10307126.0
2020-01-22,68.1336,68.259,66.7759,67.0237,4340014.0
2020-01-23,65.3156,67.2168,65.1129,67.0237,7292572.0
2020-01-24,66.8404,66.8404,64.6304,65.4796,5362677.0
2020-01-25,66.8404,66.8404,64.6304,65.4796,5362677.0
2020-01-26,66.8404,66.8404,64.6304,65.4796,5362677.0
2020-01-27,60.5289,62.0826,58.9461,61.0596,12594292.0
2020-01-28,61.9282,62.3335,60.9245,62.1598,4731466.0
2020-01-29,62.7292,63.0863,61.6676,62.4397,5876475.0
2020-01-30,61.3492,64.0224,61.2913,63.8873,8015268.0
2020-01-31,63.3082,63.3179,62.2274,63.0284,6778757.0
2020-02-01,63.3082,63.3179,62.2274,63.0284,6778757.0
2020-02-02,63.3082,63.3179,62.2274,63.0284,6778757.0
2020-02-03,63.8004,65.1998,63.6267,64.2347,6055171.0
2020-02-04,64.7076,66.6667,64.5242,65.47,5983545.0
2020-02-05,66.6474,66.9465,65.1274,65.5182,5040700.0
2020-02-06,66.0104,67.1685,65.9429,67.043,5556840.0
2020-02-07,65.3349,65.6244,64.1864,64.4663,6581936.0
2020-02-08,65.3349,65.6244,64.1864,64.4663,6581936.0
2020-02-09,65.3349,65.6244,64.1864,64.4663,6581936.0
2020-02-10,63.7811,65.8657,63.7811,65.7788,3569693.0
2020-02-11,66.2324,67.1077,65.5375,66.4447,3078882.0
2020-02-12,67.4677,68.8863,67.2264,68.645,5839043.0
2020-02-13,67.9502,68.0853,66.7535,66.8886,3572233.0
2020-02-14,66.5895,66.7825,65.6051,65.692,3813682.0
2020-02-15,66.5895,66.7825,65.6051,65.692,3813682.0
2020-02-16,66.5895,66.7825,65.6051,65.692,3813682.0
2020-02-17,66.5895,66.7825,65.6051,65.692,3813682.0
2020-02-18,65.856,66.4447,64.8137,65.7788,3798325.0
2020-02-19,66.049,67.487,65.8753,66.686,3183596.0
2020-02-20,66.0876,66.1359,64.3795,65.084,4068439.0
2020-02-21,64.4663,64.64,63.2648,63.3082,5224069.0
2020-02-22,64.4663,64.64,63.2648,63.3082,5224069.0
2020-02-23,64.4663,64.64,63.2648,63.3082,5224069.0
2020-02-24,60.2586,61.2237,60.0077,60.0367,5799343.0
2020-02-25,60.8377,61.0596,57.431,58.0583,6769977.0
2020-02-26,58.4443,59.1199,56.3984,57.0932,7137859.0
2020-02-27,55.7035,58.8786,54.3138,56.3887,8874513.0
2020-02-28,54.835,56.7458,54.642,56.2729,6558307.0
2020-02-29,54.835,56.7458,54.642,56.2729,6558307.0
