,GBDC US Equity,GBDC US Equity,GBDC US Equity,GBDC US Equity,GBDC US Equity
2020-02-08,12.2519,12.3118,12.2286,12.2585,989949.0
2020-02-09,12.2519,12.3118,12.2286,12.2585,989949.0
2020-02-10,12.1919,12.2098,11.9855,12.1154,728754.0
2020-02-11,12.152,12.2186,12.132,12.1653,412525.0
2020-02-12,12.152,12.2385,12.1276,12.2019,441336.0
2020-02-13,12.1986,12.2985,12.1986,12.2785,724819.0
2020-02-14,12.2918,12.3118,12.2752,12.2985,477146.0
2020-02-15,12.2918,12.3118,12.2752,12.2985,477146.0
2020-02-16,12.2918,12.3118,12.2752,12.2985,477146.0
2020-02-17,12.2918,12.3118,12.2752,12.2985,477146.0
2020-02-18,12.2985,12.3184,12.2585,12.2718,538615.0
2020-02-19,12.2985,12.3184,12.2385,12.2385,379343.0
2020-02-20,12.2652,12.3151,12.2652,12.2985,395975.0
2020-02-21,12.2785,12.3051,12.0854,12.2519,726677.0
2020-02-22,12.2785,12.3051,12.0854,12.2519,726677.0
2020-02-23,12.2785,12.3051,12.0854,12.2519,726677.0
2020-02-24,12.152,12.2552,12.112,12.1586,512403.0
2020-02-25,12.1253,12.152,11.6393,11.6992,960078.0
2020-02-26,11.7192,11.8357,11.6426,11.7258,907699.0
2020-02-27,11.6326,11.7391,11.3529,11.3563,1227845.0
2020-02-28,11.2264,11.2264,10.8802,11.0933,2131682.0
2020-02-29,11.2264,11.2264,10.8802,11.0933,2131682.0
2020-03-01,11.2264,11.2264,10.8802,11.0933,2131682.0
2020-03-02,11.1998,11.4029,11.1332,11.3729,1367875.0
2020-03-03,11.4328,11.5993,11.2864,11.3996,1288763.0
2020-03-04,11.5594,11.6526,11.4462,11.586,536928.0
2020-03-05,11.4027,11.6335,11.4027,11.5656,686693.0
2020-03-06,11.3349,11.6471,11.233,11.6335,1217588.0
2020-03-07,11.3349,11.6471,11.233,11.6335,1217588.0
2020-03-08,11.3349,11.6471,11.233,11.6335,1217588.0
2020-03-09,11.1991,11.4231,10.8597,11.3756,1694318.0
2020-03-10,11.5385,11.7421,11.0206,11.2466,1481838.0
2020-03-11,11.0362,11.1684,10.914,10.9276,1469912.0
2020-03-12,10.6358,10.6731,9.8552,10.0724,2122466.0
2020-03-13,10.5204,10.7647,9.862,10.3778,1271596.0
2020-03-14,10.5204,10.7647,9.862,10.3778,1271596.0
2020-03-15,10.5204,10.7647,9.862,10.3778,1271596.0
2020-03-16,9.3326,9.6659,8.7421,9.0475,1229581.0
2020-03-17,9.1629,9.1629,8.2059,8.2398,2515773.0
2020-03-18,8.2127,8.2364,6.7195,6.8077,2549855.0
2020-03-19,6.8009,7.9819,6.7873,7.8597,2509173.0
2020-03-20,7.8937,8.3688,7.4796,7.5747,1996711.0
2020-03-21,7.8937,8.3688,7.4796,7.5747,1996711.0
2020-03-22,7.8937,8.3688,7.4796,7.5747,1996711.0
2020-03-23,7.4321,7.4321,6.6177,6.638,2378900.0
2020-03-24,6.9299,7.9751,6.9299,7.3643,1159216.0
2020-03-25,7.4661,8.7692,7.3711,8.1957,1552426.0
2020-03-26,8.2941,9.5735,8.2941,8.5996,1584572.0
2020-03-27,8.5453,8.8643,8.1787,8.6471,1759288.0
2020-03-28,8.5453,8.8643,8.1787,8.6471,1759288.0
2020-03-29,8.5453,8.8643,8.1787,8.6471,1759288.0
2020-03-30,8.5385,8.6742,8.2941,8.5656,1791299.0
2020-03-31,8.5656,8.8371,8.4095,8.5249,1225470.0
2020-04-01,8.3213,8.4163,7.9615,8.0905,893268.0
2020-04-02,7.629,7.6629,6.4683,6.5023,3204480.0
2020-04-03,6.767,6.8688,6.1629,6.5498,2245577.0
2020-04-04,6.767,6.8688,6.1629,6.5498,2245577.0
2020-04-05,6.767,6.8688,6.1629,6.5498,2245577.0
2020-04-06,6.7873,7.1539,6.7195,6.7806,1681694.0
2020-04-07,7.1674,7.6697,6.991,7.4729,1222526.0
2020-04-08,7.4661,7.7308,7.3711,7.3846,1557499.0
2020-04-09,7.6018,8.5385,7.5679,8.4095,1701584.0
2020-04-10,7.6018,8.5385,7.5679,8.4095,1701584.0
2020-04-11,7.6018,8.5385,7.5679,8.4095,1701584.0
2020-04-12,7.6018,8.5385,7.5679,8.4095,1701584.0
2020-04-13,8.2864,8.3419,7.7664,8.1894,1953066.0
2020-04-14,8.4043,8.6193,8.1686,8.3627,998887.0
2020-04-15,8.12,8.3142,7.9605,8.1894,1216583.0
2020-04-16,8.2171,8.3835,7.4751,7.5791,1114683.0
2020-04-17,7.801,7.8704,7.281,7.5514,1142069.0
2020-04-18,7.801,7.8704,7.281,7.5514,1142069.0
2020-04-19,7.801,7.8704,7.281,7.5514,1142069.0
2020-04-20,7.3711,7.5237,7.281,7.3434,837987.0
2020-04-21,7.281,7.3087,7.0383,7.1492,927745.0
2020-04-22,7.2602,7.2602,7.0244,7.1215,1032122.0
2020-04-23,7.17,7.3087,7.0729,7.2186,750286.0
2020-04-24,7.281,7.7525,7.2532,7.6415,1148357.0
2020-04-25,7.281,7.7525,7.2532,7.6415,1148357.0
2020-04-26,7.281,7.7525,7.2532,7.6415,1148357.0
2020-04-27,7.6832,7.9328,7.6346,7.6415,1316592.0
2020-04-28,7.7525,7.8946,7.3295,7.333,764794.0
2020-04-29,7.4959,7.5861,7.177,7.2151,1648273.0
2020-04-30,7.1076,7.2116,6.8649,7.1145,2174144.0
2020-05-01,7.0105,7.0105,6.7054,6.9273,1787863.0
2020-05-02,7.0105,7.0105,6.7054,6.9273,1787863.0
2020-05-03,7.0105,7.0105,6.7054,6.9273,1787863.0
2020-05-04,6.8302,6.851,6.6638,6.6846,2028511.0
2020-05-05,6.7609,6.9135,6.6361,6.6777,2832193.0
2020-05-06,6.7332,7.1215,6.7105,6.9343,3223617.0
2020-05-07,7.0175,7.5375,6.9897,7.3156,1686888.0
2020-05-08,7.8773,7.8773,7.3711,7.489,1150064.0
2020-05-09,7.8773,7.8773,7.3711,7.489,1150064.0
2020-05-10,7.8773,7.8773,7.3711,7.489,1150064.0
2020-05-11,7.5583,7.9605,7.489,7.7525,1282775.0
2020-05-12,7.7456,7.8288,7.4543,7.5029,913996.0
2020-05-13,7.4543,7.5098,7.1839,7.3018,604031.0
2020-05-14,7.2116,7.4405,7.0868,7.3919,653843.0
2020-05-15,7.3572,7.6207,7.3434,7.489,674669.0
2020-05-16,7.3572,7.6207,7.3434,7.489,674669.0
2020-05-17,7.3572,7.6207,7.3434,7.489,674669.0
2020-05-18,7.697,7.8632,7.6936,7.7664,1206198.0
2020-05-19,7.7525,7.8634,7.7317,7.7594,2065866.0
2020-05-20,8.0368,8.1061,7.8426,7.912,816403.0
2020-05-21,7.9051,8.0437,7.8842,7.9397,665055.0
2020-05-22,7.9883,8.0717,7.8905,8.0368,696646.0
2020-05-23,7.9883,8.0717,7.8905,8.0368,696646.0
2020-05-24,7.9883,8.0717,7.8905,8.0368,696646.0
2020-05-25,7.9883,8.0717,7.8905,8.0368,696646.0
2020-05-26,8.1824,8.4875,8.1547,8.3003,802965.0
2020-05-27,8.4598,8.4945,8.3211,8.4425,785911.0
2020-05-28,8.4945,8.5777,8.3419,8.3696,820917.0
2020-05-29,8.328,8.4667,8.1651,8.4182,687106.0
2020-05-30,8.328,8.4667,8.1651,8.4182,687106.0
2020-05-31,8.328,8.4667,8.1651,8.4182,687106.0
2020-06-01,8.4598,8.6609,8.3974,8.6193,503873.0
2020-06-02,8.6678,8.6886,8.4806,8.5569,567974.0
2020-06-03,8.647,8.7597,8.5707,8.5915,963858.0
2020-06-04,8.5985,8.6678,8.4459,8.6262,414314.0
2020-06-05,8.8481,9.0492,8.6054,8.647,918259.0
2020-06-06,8.8481,9.0492,8.6054,8.647,918259.0
2020-06-07,8.8481,9.0492,8.6054,8.647,918259.0
2020-06-08,8.7535,9.0517,8.7535,8.9807,1236215.0
2020-06-09,8.9097,8.9381,8.7464,8.8813,736276.0
2020-06-10,8.9097,8.9169,8.6186,8.7677,889727.0
2020-06-11,8.4766,8.4766,8.2601,8.3346,1051166.0
2020-06-12,8.7038,8.7287,8.3985,8.5973,910709.0
2020-06-13,8.7038,8.7287,8.3985,8.5973,910709.0
2020-06-14,8.7038,8.7287,8.3985,8.5973,910709.0
2020-06-15,8.4056,8.7819,8.3631,8.6435,562112.0
2020-06-16,8.8884,8.9452,8.6506,8.7038,567007.0
2020-06-17,8.718,8.7251,8.3417,8.4269,594297.0
2020-06-18,8.3772,8.4766,8.2566,8.3417,448214.0
2020-06-19,8.4269,8.4979,8.214,8.2424,612211.0
2020-06-20,8.4269,8.4979,8.214,8.2424,612211.0
2020-06-21,8.4269,8.4979,8.214,8.2424,612211.0
2020-06-22,8.214,8.2708,8.1004,8.214,607428.0
2020-06-23,8.2353,8.3417,8.1146,8.1572,392315.0
2020-06-24,8.1004,8.1394,7.9103,8.0507,614869.0
2020-06-25,7.9655,8.1394,7.9371,8.1359,440278.0
2020-06-26,8.1004,8.143,7.9711,8.0365,438523.0
2020-06-27,8.1004,8.143,7.9711,8.0365,438523.0
2020-06-28,8.1004,8.143,7.9711,8.0365,438523.0
2020-06-29,8.1004,8.3618,7.9744,8.1004,340190.0
2020-06-30,8.0649,8.3346,8.0365,8.2708,906364.0
2020-07-01,8.214,8.4766,8.1714,8.4482,745992.0
2020-07-02,8.5192,8.6754,8.4021,8.4127,1281943.0
2020-07-03,8.5192,8.6754,8.4021,8.4127,1281943.0
2020-07-04,8.5192,8.6754,8.4021,8.4127,1281943.0
2020-07-05,8.5192,8.6754,8.4021,8.4127,1281943.0
2020-07-06,8.5334,8.576,8.1643,8.3559,1178020.0
2020-07-07,8.3062,8.3062,8.1714,8.1927,462935.0
2020-07-08,8.1714,8.2424,8.0649,8.1714,579013.0
2020-07-09,8.1146,8.1998,7.9513,8.0294,644057.0
2020-07-10,8.0081,8.1714,7.9584,8.143,468140.0
2020-07-11,8.0081,8.1714,7.9584,8.143,468140.0
2020-07-12,8.0081,8.1714,7.9584,8.143,468140.0
2020-07-13,8.2282,8.2495,8.0791,8.1394,385340.0
2020-07-14,8.1146,8.2921,8.0223,8.285,560460.0
2020-07-15,8.285,8.5547,8.228,8.5476,428138.0
2020-07-16,8.5121,8.5938,8.4198,8.5405,292281.0
2020-07-17,8.576,8.6541,8.505,8.5192,500563.0
2020-07-18,8.576,8.6541,8.505,8.5192,500563.0
2020-07-19,8.576,8.6541,8.505,8.5192,500563.0
2020-07-20,8.5334,8.5547,8.3559,8.3914,465219.0
2020-07-21,8.4411,8.5618,8.4056,8.4908,284652.0
2020-07-22,8.4411,8.5547,8.3998,8.5334,354445.0
2020-07-23,8.5547,8.6328,8.434,8.4802,302382.0
2020-07-24,8.4908,8.5192,8.3062,8.3666,344574.0
2020-07-25,8.4908,8.5192,8.3062,8.3666,344574.0
2020-07-26,8.4908,8.5192,8.3062,8.3666,344574.0
2020-07-27,8.3417,8.3914,8.285,8.3133,380296.0
2020-07-28,8.285,8.5206,8.2424,8.4198,301455.0
2020-07-29,8.4837,8.4837,8.2991,8.4411,196049.0
2020-07-30,8.3417,8.4269,8.3062,8.4269,251170.0
2020-07-31,8.4056,8.4056,8.2814,8.3985,173039.0
2020-08-01,8.4056,8.4056,8.2814,8.3985,173039.0
2020-08-02,8.4056,8.4056,8.2814,8.3985,173039.0
2020-08-03,8.3772,8.505,8.3417,8.4979,259758.0
2020-08-04,8.4979,8.5973,8.4438,8.5973,366440.0
2020-08-05,8.647,8.6541,8.5689,8.6328,322748.0
2020-08-06,8.6115,8.7961,8.5831,8.7038,283616.0
2020-08-07,8.6683,8.8103,8.6186,8.8032,465223.0
2020-08-08,8.6683,8.8103,8.6186,8.8032,465223.0
2020-08-09,8.6683,8.8103,8.6186,8.8032,465223.0
2020-08-10,8.8032,9.0588,8.7677,8.9026,632175.0
2020-08-11,9.0375,9.0517,8.7109,8.7819,512495.0
2020-08-12,8.86,8.86,8.7606,8.8316,441832.0
2020-08-13,8.8032,9.0375,8.7924,8.9026,350322.0
2020-08-14,8.9097,8.9583,8.7109,8.8529,292998.0
2020-08-15,8.9097,8.9583,8.7109,8.8529,292998.0
2020-08-16,8.9097,8.9583,8.7109,8.8529,292998.0
2020-08-17,8.9665,9.073,8.8813,8.9026,547727.0
2020-08-18,8.9807,9.0162,8.8884,8.9026,446684.0
2020-08-19,8.9168,9.0375,8.8813,8.9949,491185.0
2020-08-20,9.0517,9.0872,8.9665,8.9807,793216.0
2020-08-21,8.9523,9.0872,8.9523,9.0517,446543.0
2020-08-22,8.9523,9.0872,8.9523,9.0517,446543.0
2020-08-23,8.9523,9.0872,8.9523,9.0517,446543.0
2020-08-24,9.1156,9.2363,9.0517,9.2363,513521.0
2020-08-25,9.2718,9.3002,9.144,9.2221,344555.0
2020-08-26,9.3002,9.3002,9.1582,9.1937,561668.0
2020-08-27,9.1582,9.3037,9.1582,9.2079,502474.0
2020-08-28,9.3215,9.4208,9.2434,9.3428,491177.0
2020-08-29,9.3215,9.4208,9.2434,9.3428,491177.0
2020-08-30,9.3215,9.4208,9.2434,9.3428,491177.0
2020-08-31,9.3428,9.7261,9.2647,9.357,331408.0
2020-09-01,9.3712,9.4279,9.2647,9.3641,405023.0
2020-09-02,9.4279,9.4776,9.3144,9.4137,774976.0
2020-09-03,9.4705,9.4705,9.3031,9.3215,540975.0
2020-09-04,9.4304,9.5175,9.2343,9.365,1049175.0
2020-09-05,9.4304,9.5175,9.2343,9.365,1049175.0
2020-09-06,9.4304,9.5175,9.2343,9.365,1049175.0
2020-09-07,9.4304,9.5175,9.2343,9.365,1049175.0
2020-09-08,9.3868,9.5138,9.3069,9.4376,651954.0
2020-09-09,9.4521,9.5538,9.3578,9.4013,517322.0
2020-09-10,9.4449,9.532,9.4158,9.4558,382213.0
2020-09-11,9.4521,9.5719,9.4449,9.5393,302268.0
2020-09-12,9.4521,9.5719,9.4449,9.5393,302268.0
2020-09-13,9.4521,9.5719,9.4449,9.5393,302268.0
2020-09-14,9.6481,9.7207,9.6046,9.6336,603882.0
2020-09-15,9.6409,9.699,9.5755,9.5901,226807.0
2020-09-16,9.6336,9.8006,9.6118,9.6917,408712.0
2020-09-17,9.532,9.7716,9.5102,9.6409,366784.0
2020-09-18,9.6844,9.7897,9.6699,9.757,1139272.0
2020-09-19,9.6844,9.7897,9.6699,9.757,1139272.0
2020-09-20,9.6844,9.7897,9.6699,9.757,1139272.0
2020-09-21,9.6554,9.7207,9.5102,9.5683,407778.0
2020-09-22,9.532,9.6409,9.5247,9.5538,266278.0
2020-09-23,9.5755,9.5973,9.2634,9.2706,621722.0
2020-09-24,9.3215,9.4158,9.1183,9.2489,411877.0
2020-09-25,9.198,9.4086,9.198,9.3941,321904.0
2020-09-26,9.198,9.4086,9.198,9.3941,321904.0
2020-09-27,9.198,9.4086,9.198,9.3941,321904.0
2020-09-28,9.5901,9.6409,9.5102,9.5683,419821.0
2020-09-29,9.6264,9.6772,9.4376,9.4521,433862.0
2020-09-30,9.4449,9.699,9.4231,9.6118,1715201.0
2020-10-01,9.6264,10.12,9.6082,10.1055,892212.0
2020-10-02,10.0257,10.0837,9.9095,10.0402,560451.0
2020-10-03,10.0257,10.0837,9.9095,10.0402,560451.0
2020-10-04,10.0257,10.0837,9.9095,10.0402,560451.0
2020-10-05,10.0402,10.1097,9.8442,9.9168,283073.0
2020-10-06,9.9894,10.0329,9.8431,9.8732,231451.0
2020-10-07,9.8732,9.9199,9.7933,9.8369,202894.0
2020-10-08,9.8659,10.1345,9.8369,9.9966,234876.0
2020-10-09,10.0184,10.0519,9.9095,10.0184,223841.0
2020-10-10,10.0184,10.0519,9.9095,10.0184,223841.0
2020-10-11,10.0184,10.0519,9.9095,10.0184,223841.0
2020-10-12,10.0765,10.1091,9.895,9.9458,263485.0
2020-10-13,9.9531,9.9748,9.8151,9.8659,350994.0
2020-10-14,9.924,9.9313,9.8296,9.8442,279470.0
2020-10-15,9.7933,9.9192,9.7207,9.728,251804.0
2020-10-16,9.7643,9.8006,9.6046,9.7716,397063.0
2020-10-17,9.7643,9.8006,9.6046,9.7716,397063.0
2020-10-18,9.7643,9.8006,9.6046,9.7716,397063.0
2020-10-19,9.7643,9.7788,9.5683,9.5828,314661.0
2020-10-20,9.728,9.7534,9.5175,9.5683,343564.0
2020-10-21,9.5393,9.6118,9.4667,9.5828,437568.0
2020-10-22,9.6554,9.7353,9.5429,9.6917,444273.0
2020-10-23,9.7425,9.8659,9.7425,9.8296,348930.0
2020-10-24,9.7425,9.8659,9.7425,9.8296,348930.0
2020-10-25,9.7425,9.8659,9.7425,9.8296,348930.0
2020-10-26,9.7933,9.7933,9.5247,9.6844,717937.0
2020-10-27,9.6772,9.7498,9.5175,9.5247,352005.0
2020-10-28,9.4086,9.4521,9.1617,9.1908,863706.0
2020-10-29,9.14,9.2416,8.9367,9.2271,519614.0
2020-10-30,9.2416,9.2923,9.0383,9.2271,659725.0
2020-10-31,9.2416,9.2923,9.0383,9.2271,659725.0
2020-11-01,9.2416,9.2923,9.0383,9.2271,659725.0
2020-11-02,9.2706,9.4376,9.2343,9.3215,451471.0
2020-11-03,9.4086,9.5683,9.3723,9.5175,370791.0
2020-11-04,9.4812,9.7099,9.3578,9.6554,303557.0
2020-11-05,9.7135,9.8079,9.699,9.8006,352021.0
2020-11-06,9.8079,9.9313,9.7634,9.8006,322034.0
2020-11-07,9.8079,9.9313,9.7634,9.8006,322034.0
2020-11-08,9.8079,9.9313,9.7634,9.8006,322034.0
2020-11-09,10.3669,10.454,9.8732,9.9022,588954.0
2020-11-10,9.9095,10.0184,9.8587,9.9531,602629.0
2020-11-11,10.0111,10.0765,9.9168,10.0002,645790.0
2020-11-12,9.9894,9.9894,9.7861,9.8442,935764.0
2020-11-13,9.8587,10.0329,9.8587,9.9857,583319.0
2020-11-14,9.8587,10.0329,9.8587,9.9857,583319.0
2020-11-15,9.8587,10.0329,9.8587,9.9857,583319.0
2020-11-16,10.0765,10.1345,9.9676,10.0402,630726.0
2020-11-17,10.0547,10.1418,9.9168,10.0111,572503.0
2020-11-18,10.0111,10.0765,9.9458,9.9458,865079.0
2020-11-19,10.1345,10.1345,9.9821,10.0184,660333.0
2020-11-20,9.9894,10.0547,9.8821,9.9531,631821.0
2020-11-21,9.9894,10.0547,9.8821,9.9531,631821.0
2020-11-22,9.9894,10.0547,9.8821,9.9531,631821.0
2020-11-23,9.9894,10.0583,9.9821,9.9894,521024.0
2020-11-24,10.0474,10.1781,9.9313,10.1418,836664.0
2020-11-25,10.1563,10.2289,10.0982,10.2217,801282.0
2020-11-26,10.1563,10.2289,10.0982,10.2217,801282.0
2020-11-27,10.258,10.3088,10.091,10.1345,250329.0
2020-11-28,10.258,10.3088,10.091,10.1345,250329.0
2020-11-29,10.258,10.3088,10.091,10.1345,250329.0
2020-11-30,10.1636,10.1849,10.0184,10.1563,626828.0
2020-12-01,10.2362,10.454,10.1854,10.2652,1063239.0
2020-12-02,10.2725,10.3269,10.1999,10.2071,679981.0
2020-12-03,10.2362,10.3015,10.1999,10.2652,870994.0
2020-12-04,10.2725,10.3378,10.2289,10.258,626243.0
2020-12-05,10.2725,10.3378,10.2289,10.258,626243.0
2020-12-06,10.2725,10.3378,10.2289,10.258,626243.0
2020-12-07,10.2725,10.2906,10.1708,10.2144,762053.0
2020-12-08,10.1708,10.2943,10.1636,10.2725,897064.0
2020-12-09,10.2797,10.2943,10.1512,10.1636,755643.0
2020-12-10,10.1858,10.2081,10.0894,10.1784,654611.0
2020-12-11,10.1562,10.2081,10.0672,10.1932,677866.0
2020-12-12,10.1562,10.2081,10.0672,10.1932,677866.0
2020-12-13,10.1562,10.2081,10.0672,10.1932,677866.0
2020-12-14,10.2229,10.2785,10.0969,10.2414,889166.0
2020-12-15,10.3044,10.3341,10.1636,10.2414,632833.0
2020-12-16,10.2303,10.3044,10.2006,10.2155,375708.0
2020-12-17,10.1858,10.2785,10.1488,10.2525,500962.0
2020-12-18,10.3319,10.3982,10.1413,10.3712,1423184.0
2020-12-19,10.3319,10.3982,10.1413,10.3712,1423184.0
2020-12-20,10.3319,10.3982,10.1413,10.3712,1423184.0
2020-12-21,10.297,10.4898,10.2451,10.3563,766777.0
2020-12-22,10.3637,10.3711,10.1562,10.2229,626696.0
2020-12-23,10.2822,10.3786,10.2303,10.2303,344039.0
2020-12-24,10.2748,10.3267,10.2303,10.2303,192510.0
2020-12-25,10.2748,10.3267,10.2303,10.2303,192510.0
2020-12-26,10.2748,10.3267,10.2303,10.2303,192510.0
2020-12-27,10.2748,10.3267,10.2303,10.2303,192510.0
2020-12-28,10.2525,10.3637,10.2377,10.2748,702580.0
2020-12-29,10.26,10.3712,10.2006,10.3044,451404.0
2020-12-30,10.3563,10.3934,10.2006,10.2044,623552.0
2020-12-31,10.2377,10.4972,10.2155,10.4824,784510.0
2021-01-01,10.2377,10.4972,10.2155,10.4824,784510.0
2021-01-02,10.2377,10.4972,10.2155,10.4824,784510.0
2021-01-03,10.2377,10.4972,10.2155,10.4824,784510.0
2021-01-04,10.4824,10.5639,10.3563,10.5417,862210.0
2021-01-05,10.5342,10.6047,10.4453,10.5565,699994.0
2021-01-06,10.5565,10.6084,10.4082,10.4379,769141.0
2021-01-07,10.4898,10.6232,10.4898,10.5417,421374.0
2021-01-08,10.5565,10.6084,10.4675,10.6084,521598.0
2021-01-09,10.5565,10.6084,10.4675,10.6084,521598.0
2021-01-10,10.5565,10.6084,10.4675,10.6084,521598.0
2021-01-11,10.5936,10.6529,10.4824,10.5268,415305.0
2021-01-12,10.4675,10.6158,10.4675,10.5417,412040.0
2021-01-13,10.5491,10.6158,10.5417,10.5713,363980.0
2021-01-14,10.5713,10.7715,10.5713,10.7381,746912.0
2021-01-15,10.6751,10.7789,10.5936,10.7566,393392.0
2021-01-16,10.6751,10.7789,10.5936,10.7566,393392.0
2021-01-17,10.6751,10.7789,10.5936,10.7566,393392.0
2021-01-18,10.6751,10.7789,10.5936,10.7566,393392.0
2021-01-19,10.7344,10.8827,10.6973,10.727,640427.0
2021-01-20,10.7641,10.8382,10.6529,10.8308,520080.0
2021-01-21,10.8085,11.0977,10.7936,11.0087,785389.0
2021-01-22,11.0013,11.0532,10.9346,10.9494,487385.0
2021-01-23,11.0013,11.0532,10.9346,10.9494,487385.0
2021-01-24,11.0013,11.0532,10.9346,10.9494,487385.0
2021-01-25,10.9197,11.0198,10.7863,10.7863,540411.0
2021-01-26,10.8382,10.8827,10.7455,10.8382,384035.0
2021-01-27,10.7863,10.8382,10.6454,10.6751,343134.0
2021-01-28,10.6603,10.7863,10.6529,10.6603,489036.0
2021-01-29,10.6603,10.6825,10.4972,10.5342,656663.0
2021-01-30,10.6603,10.6825,10.4972,10.5342,656663.0
2021-01-31,10.6603,10.6825,10.4972,10.5342,656663.0
2021-02-01,10.6084,10.7641,10.6047,10.7492,318949.0
2021-02-02,10.8202,11.0087,10.727,10.9568,503809.0
2021-02-03,10.9197,11.1273,10.9197,11.1051,421553.0
2021-02-04,11.1273,11.1866,10.9346,10.9716,649012.0
2021-02-05,10.9568,11.1273,10.9568,11.0828,301812.0
2021-02-06,10.9568,11.1273,10.9568,11.0828,301812.0
2021-02-07,10.9568,11.1273,10.9568,11.0828,301812.0
2021-02-08,11.1051,11.1479,11.0532,11.1273,469448.0
2021-02-09,11.194,11.194,10.8382,10.8753,729705.0
2021-02-10,10.8975,11.0161,10.8308,10.853,632343.0
2021-02-11,10.8604,11.1273,10.8234,11.0606,634409.0
2021-02-12,11.0013,11.0977,10.9494,11.0161,345087.0
2021-02-13,11.0013,11.0977,10.9494,11.0161,345087.0
2021-02-14,11.0013,11.0977,10.9494,11.0161,345087.0
2021-02-15,11.0013,11.0977,10.9494,11.0161,345087.0
2021-02-16,11.0161,11.0606,10.8493,10.9197,439899.0
2021-02-17,10.9346,11.0383,10.8975,10.9642,431886.0
2021-02-18,10.9568,11.0902,10.9123,11.0013,318255.0
2021-02-19,10.9716,11.068,10.9123,10.9346,280357.0
2021-02-20,10.9716,11.068,10.9123,10.9346,280357.0
2021-02-21,10.9716,11.068,10.9123,10.9346,280357.0
2021-02-22,11.0161,11.068,10.942,11.0087,341844.0
2021-02-23,11.0309,11.0977,10.9271,11.0161,342851.0
2021-02-24,11.0606,11.1273,11.0458,11.1273,363744.0
2021-02-25,11.1273,11.2978,11.0013,11.0087,834396.0
2021-02-26,11.068,11.128,10.9679,11.0161,586152.0
2021-02-27,11.068,11.128,10.9679,11.0161,586152.0
2021-02-28,11.068,11.128,10.9679,11.0161,586152.0
2021-03-01,11.1273,11.2756,11.0902,11.2014,488137.0
2021-03-02,11.2089,11.4089,11.1644,11.3052,433819.0
2021-03-03,11.3052,11.4387,11.3052,11.3868,621748.0
2021-03-04,11.5228,11.5983,11.2545,11.2961,1310847.0
2021-03-05,11.3037,11.3627,10.9636,11.1676,505356.0
2021-03-06,11.3037,11.3627,10.9636,11.1676,505356.0
2021-03-07,11.3037,11.3627,10.9636,11.1676,505356.0
2021-03-08,11.2205,11.2281,10.9636,11.0468,754238.0
2021-03-09,11.2734,11.2923,10.9939,11.1223,1018814.0
2021-03-10,11.1752,11.2281,11.1299,11.1525,489772.0
