,GPC US Equity,GPC US Equity,GPC US Equity,GPC US Equity,GPC US Equity
2022-05-24,123.0463,125.231,121.7802,124.636,788569.0
2022-05-25,123.7698,126.9016,123.2795,126.7683,1083456.0
2022-05-26,128.5104,129.9525,127.7298,129.5004,635718.0
2022-05-27,130.1858,132.518,129.8526,132.4894,630817.0
2022-05-28,130.1858,132.518,129.8526,132.4894,630817.0
2022-05-29,130.1858,132.518,129.8526,132.4894,630817.0
2022-05-30,130.1858,132.518,129.8526,132.4894,630817.0
2022-05-31,130.9092,131.5936,129.7003,130.1572,1326872.0
2022-06-01,130.9092,131.1858,128.7388,129.291,621324.0
2022-06-02,129.6983,131.1452,128.5867,131.0686,562934.0
2022-06-03,130.6853,131.3848,129.8037,130.2732,494383.0
2022-06-04,130.6853,131.3848,129.8037,130.2732,494383.0
2022-06-05,130.6853,131.3848,129.8037,130.2732,494383.0
2022-06-06,131.059,133.9433,130.0707,133.8283,721109.0
2022-06-07,132.3526,135.0069,131.6435,134.9303,660534.0
2022-06-08,134.317,134.9974,133.4833,133.6366,457883.0
2022-06-09,133.675,136.0658,133.3108,133.7612,809262.0
2022-06-10,131.4902,131.9453,130.187,130.254,838032.0
2022-06-11,131.4902,131.9453,130.187,130.254,838032.0
2022-06-12,131.4902,131.9453,130.187,130.254,838032.0
2022-06-13,127.5997,128.1223,125.1562,126.1144,920011.0
2022-06-14,126.699,127.9926,125.573,126.9098,881945.0
2022-06-15,127.5231,128.2513,125.3095,126.8906,772364.0
2022-06-16,124.6962,124.8208,122.3773,122.9522,832328.0
2022-06-17,122.7606,123.9871,121.649,121.9077,1724941.0
2022-06-18,122.7606,123.9871,121.649,121.9077,1724941.0
2022-06-19,122.7606,123.9871,121.649,121.9077,1724941.0
2022-06-20,122.7606,123.9871,121.649,121.9077,1724941.0
2022-06-21,123.1822,125.5682,121.7832,125.3478,818076.0
2022-06-22,124.3321,126.4115,123.853,126.124,741036.0
2022-06-23,126.699,127.8297,125.7347,127.7243,627652.0
2022-06-24,128.855,131.1644,128.0213,131.0398,1195549.0
2022-06-25,128.855,131.1644,128.0213,131.0398,1195549.0
2022-06-26,128.855,131.1644,128.0213,131.0398,1195549.0
2022-06-27,131.4902,132.5634,130.5703,131.4135,571286.0
2022-06-28,131.7297,132.985,129.5066,129.7941,649894.0
2022-06-29,130.1391,130.1391,127.5039,127.9351,681827.0
2022-06-30,126.8427,128.7496,126.0474,127.4464,845501.0
2022-07-01,127.0535,128.7256,125.7934,127.7818,1008685.0
2022-07-02,127.0535,128.7256,125.7934,127.7818,1008685.0
2022-07-03,127.0535,128.7256,125.7934,127.7818,1008685.0
2022-07-04,127.0535,128.7256,125.7934,127.7818,1008685.0
2022-07-05,126.3827,129.6408,125.9611,129.5929,684732.0
2022-07-06,129.8707,130.714,127.9447,129.6504,841992.0
2022-07-07,130.3211,132.6305,130.3211,132.2089,773839.0
2022-07-08,132.458,132.7359,131.3321,131.4135,567597.0
2022-07-09,132.458,132.7359,131.3321,131.4135,567597.0
2022-07-10,132.458,132.7359,131.3321,131.4135,567597.0
2022-07-11,131.0398,132.7677,130.7236,131.8639,562409.0
2022-07-12,131.8064,133.4929,130.484,131.2315,754242.0
2022-07-13,130.5032,132.4197,129.8133,131.5668,871108.0
2022-07-14,129.5258,131.2889,128.97,130.9823,638791.0
2022-07-15,132.4197,133.0857,131.4135,132.7551,579006.0
2022-07-16,132.4197,133.0857,131.4135,132.7551,579006.0
2022-07-17,132.4197,133.0857,131.4135,132.7551,579006.0
2022-07-18,132.985,133.7421,131.9789,132.3622,830775.0
2022-07-19,133.8091,136.0418,133.1384,135.8694,716567.0
2022-07-20,135.1123,136.6934,134.8632,136.5689,610160.0
2022-07-21,136.0706,136.6934,134.7482,136.5976,650469.0
2022-07-22,137.278,139.1945,137.0288,138.4566,1017061.0
2022-07-23,137.278,139.1945,137.0288,138.4566,1017061.0
2022-07-24,137.278,139.1945,137.0288,138.4566,1017061.0
2022-07-25,138.9453,139.2328,138.0062,138.4949,737614.0
2022-07-26,137.0576,138.1596,135.972,136.7701,901750.0
2022-07-27,139.8269,140.3348,136.1856,140.2581,1112467.0
2022-07-28,140.3827,143.9665,139.9323,143.3628,1111937.0
2022-07-29,143.4874,147.2341,143.1328,146.4867,2084782.0
2022-07-30,143.4874,147.2341,143.1328,146.4867,2084782.0
2022-07-31,143.4874,147.2341,143.1328,146.4867,2084782.0
2022-08-01,145.5955,147.6941,145.3272,146.5442,960760.0
2022-08-02,146.5442,146.5442,143.9473,144.4648,843793.0
2022-08-03,145.1643,145.653,144.0144,144.7235,728864.0
2022-08-04,144.551,145.3176,143.5736,143.6695,847589.0
2022-08-05,142.7591,144.9463,142.3375,144.6756,684381.0
2022-08-06,142.7591,144.9463,142.3375,144.6756,684381.0
2022-08-07,142.7591,144.9463,142.3375,144.6756,684381.0
2022-08-08,145.653,146.9351,145.1835,145.5572,616366.0
2022-08-09,145.5668,146.5921,144.8864,145.7201,925226.0
2022-08-10,147.4737,149.1027,147.4646,148.4894,803842.0
2022-08-11,149.486,150.9617,149.0835,150.0705,1025031.0
2022-08-12,149.9268,151.4983,149.9268,151.4983,551955.0
2022-08-13,149.9268,151.4983,149.9268,151.4983,551955.0
2022-08-14,149.9268,151.4983,149.9268,151.4983,551955.0
2022-08-15,150.8275,152.8063,150.4634,151.8624,530379.0
2022-08-16,151.8912,153.5585,151.7858,152.5045,662676.0
2022-08-17,151.6995,154.603,151.0096,153.8843,648361.0
2022-08-18,153.8556,154.7084,152.6051,153.2902,610890.0
2022-08-19,152.7728,154.3155,152.1307,153.1752,1757086.0
2022-08-20,152.7728,154.3155,152.1307,153.1752,1757086.0
2022-08-21,152.7728,154.3155,152.1307,153.1752,1757086.0
2022-08-22,151.7762,152.5332,149.0356,150.3963,866027.0
2022-08-23,150.7317,152.126,150.2143,151.1533,641396.0
2022-08-24,150.3963,151.4504,149.3039,150.703,722829.0
2022-08-25,151.0383,153.2184,150.6023,153.0507,693968.0
2022-08-26,153.3765,153.7214,149.8262,149.8885,716364.0
2022-08-27,153.3765,153.7214,149.8262,149.8885,716364.0
2022-08-28,153.3765,153.7214,149.8262,149.8885,716364.0
2022-08-29,148.8823,151.2396,147.8597,150.588,717331.0
2022-08-30,150.7125,151.4312,149.1794,149.6872,910610.0
2022-08-31,149.6872,150.6125,148.8284,149.4956,937701.0
2022-09-01,149.1053,151.1388,148.7872,151.1003,822502.0
2022-09-02,152.0448,153.929,150.9943,151.5533,1455368.0
2022-09-03,152.0448,153.929,150.9943,151.5533,1455368.0
2022-09-04,152.0448,153.929,150.9943,151.5533,1455368.0
2022-09-05,152.0448,153.929,150.9943,151.5533,1455368.0
2022-09-06,151.6014,152.4207,149.486,151.6882,1110251.0
2022-09-07,151.9484,156.4974,151.9484,156.083,1572713.0
2022-09-08,155.2349,156.1986,154.512,156.0734,1327028.0
2022-09-09,156.4589,157.5768,156.3047,156.9022,971490.0
2022-09-10,156.4589,157.5768,156.3047,156.9022,971490.0
2022-09-11,156.4589,157.5768,156.3047,156.9022,971490.0
2022-09-12,157.5865,159.0129,156.7094,157.2395,925202.0
2022-09-13,154.9361,156.0541,151.987,152.2183,1093048.0
2022-09-14,152.9507,153.1696,149.6643,150.628,898250.0
2022-09-15,150.9268,151.24,148.0933,148.8161,1002680.0
2022-09-16,147.7174,150.1365,147.1516,149.0764,2068304.0
2022-09-17,147.7174,150.1365,147.1516,149.0764,2068304.0
2022-09-18,147.7174,150.1365,147.1516,149.0764,2068304.0
2022-09-19,148.5752,152.864,148.5752,152.7869,1037551.0
2022-09-20,151.3798,152.0255,149.5293,151.4569,720207.0
2022-09-21,152.5652,154.4494,149.9534,149.963,675874.0
2022-09-22,150.1943,150.1943,148.0548,148.7294,810384.0
2022-09-23,147.4572,147.9006,144.2864,145.5682,920776.0
2022-09-24,147.4572,147.9006,144.2864,145.5682,920776.0
2022-09-25,147.4572,147.9006,144.2864,145.5682,920776.0
2022-09-26,145.5297,146.3585,143.3805,143.7274,971956.0
2022-09-27,144.9129,145.7803,142.3492,143.2552,744564.0
2022-09-28,144.2286,148.2186,143.3708,147.1392,828094.0
2022-09-29,145.6357,145.6791,143.5925,144.2768,861917.0
2022-09-30,144.5755,146.0549,142.966,143.9105,905029.0
2022-10-01,144.5755,146.0549,142.966,143.9105,905029.0
2022-10-02,144.5755,146.0549,142.966,143.9105,905029.0
2022-10-03,145.2695,148.5174,144.5944,147.3705,804794.0
2022-10-04,149.0475,151.0135,148.8451,150.8015,784192.0
2022-10-05,149.9919,152.7965,149.3077,151.8038,771549.0
2022-10-06,151.8038,152.7387,150.6955,151.1485,604421.0
2022-10-07,150.069,150.069,147.544,148.2957,679074.0
2022-10-08,150.069,150.069,147.544,148.2957,679074.0
2022-10-09,150.069,150.069,147.544,148.2957,679074.0
2022-10-10,149.1342,149.8329,147.756,148.9029,560719.0
2022-10-11,149.298,152.2134,149.0956,151.1003,1221638.0
2022-10-12,151.1003,151.5725,149.2691,149.3077,653030.0
2022-10-13,147.197,151.9773,146.1465,150.869,714032.0
2022-10-14,151.7653,152.2472,148.8171,148.8932,907242.0
2022-10-15,151.7653,152.2472,148.8171,148.8932,907242.0
2022-10-16,151.7653,152.2472,148.8171,148.8932,907242.0
2022-10-17,150.3871,152.917,150.2233,152.5074,845589.0
2022-10-18,155.312,156.4643,152.8495,154.8108,854572.0
2022-10-19,154.1844,155.0614,152.1347,153.2109,868348.0
2022-10-20,155.8902,155.8902,149.0861,152.1508,1358887.0
2022-10-21,152.9989,156.4781,151.9099,156.4685,998626.0
2022-10-22,152.9989,156.4781,151.9099,156.4685,998626.0
2022-10-23,152.9989,156.4781,151.9099,156.4685,998626.0
2022-10-24,157.6539,164.4293,157.6539,164.3714,1331704.0
2022-10-25,163.7835,165.7785,162.0391,165.4316,1441723.0
2022-10-26,166.1544,166.5978,163.1764,165.075,995169.0
2022-10-27,166.2508,168.853,166.2508,168.6409,1043361.0
2022-10-28,169.1325,173.1273,169.0265,172.3804,864182.0
2022-10-29,169.1325,173.1273,169.0265,172.3804,864182.0
2022-10-30,169.1325,173.1273,169.0265,172.3804,864182.0
2022-10-31,171.4937,173.2912,170.4914,171.4166,1841625.0
2022-11-01,171.9563,173.4502,170.0673,172.7563,822493.0
2022-11-02,172.2262,172.5828,168.7277,168.7277,1101965.0
2022-11-03,167.523,171.3588,167.0025,170.636,802213.0
2022-11-04,172.5539,173.2285,169.6529,171.7443,599646.0
2022-11-05,172.5539,173.2285,169.6529,171.7443,599646.0
2022-11-06,172.5539,173.2285,169.6529,171.7443,599646.0
2022-11-07,171.8985,173.6333,171.407,173.4984,680650.0
2022-11-08,174.1055,175.6283,172.2165,174.0284,692809.0
2022-11-09,173.5466,174.7754,171.3492,171.9178,978120.0
2022-11-10,176.0909,176.3704,173.7875,175.5994,1092675.0
2022-11-11,175.956,176.833,170.8094,171.513,1162977.0
2022-11-12,175.956,176.833,170.8094,171.513,1162977.0
2022-11-13,175.956,176.833,170.8094,171.513,1162977.0
2022-11-14,171.3299,175.556,170.9829,173.2574,884637.0
2022-11-15,174.7031,175.4934,172.0334,174.8573,921216.0
2022-11-16,171.86,176.2258,170.742,173.3827,937419.0
2022-11-17,172.2262,172.9972,170.1493,172.9008,884297.0
2022-11-18,174.732,175.2958,172.5346,174.1345,785981.0
2022-11-19,174.732,175.2958,172.5346,174.1345,785981.0
2022-11-20,174.732,175.2958,172.5346,174.1345,785981.0
2022-11-21,174.279,177.083,173.6719,175.6861,620988.0
2022-11-22,176.9101,178.1775,176.0234,177.3245,722317.0
2022-11-23,177.2956,178.298,177.045,177.2571,575513.0
2022-11-24,177.2956,178.298,177.045,177.2571,575513.0
2022-11-25,177.8353,179.3677,177.3053,179.3581,404365.0
2022-11-26,177.8353,179.3677,177.3053,179.3581,404365.0
2022-11-27,177.8353,179.3677,177.3053,179.3581,404365.0
2022-11-28,178.3461,178.7702,176.409,176.5921,828010.0
2022-11-29,176.3126,177.0643,173.6911,174.0092,1212178.0
2022-11-30,173.5176,176.6885,172.1684,176.6885,1679929.0
2022-12-01,177.3519,179.5601,176.7224,179.0758,841877.0
2022-12-02,178.3398,181.8118,177.071,181.3809,864495.0
2022-12-03,178.3398,181.8118,177.071,181.3809,864495.0
2022-12-04,178.3398,181.8118,177.071,181.3809,864495.0
2022-12-05,179.8022,179.8313,177.4294,179.0952,980822.0
2022-12-06,179.0468,180.6254,175.1824,176.9064,951882.0
2022-12-07,176.6546,178.9209,176.1994,177.1001,800109.0
2022-12-08,177.9427,180.4317,177.7441,179.7828,971849.0
2022-12-09,178.7368,179.8845,176.2091,176.519,910388.0
2022-12-10,178.7368,179.8845,176.2091,176.519,910388.0
2022-12-11,178.7368,179.8845,176.2091,176.519,910388.0
2022-12-12,172.8096,176.2865,171.7065,176.2865,1116905.0
2022-12-13,178.979,178.979,171.5699,172.4416,1398245.0
2022-12-14,172.7806,175.2599,171.9573,173.4391,851291.0
2022-12-15,172.3254,173.4924,171.3666,173.1292,893791.0
2022-12-16,171.4634,172.4706,169.1438,171.2407,1663602.0
2022-12-17,171.4634,172.4706,169.1438,171.2407,1663602.0
2022-12-18,171.4634,172.4706,169.1438,171.2407,1663602.0
2022-12-19,171.5603,172.2334,169.3763,170.3303,604854.0
2022-12-20,170.5627,171.3569,169.6717,170.0978,712146.0
2022-12-21,171.0373,172.9549,170.3593,172.3544,494308.0
2022-12-22,171.1632,171.3181,167.9865,169.478,615621.0
2022-12-23,169.478,171.0276,168.587,171.0082,385217.0
2022-12-24,169.478,171.0276,168.587,171.0082,385217.0
2022-12-25,169.478,171.0276,168.587,171.0082,385217.0
2022-12-26,169.478,171.0276,168.587,171.0082,385217.0
2022-12-27,171.7152,172.6353,171.0421,171.7055,545363.0
2022-12-28,171.7055,172.7418,169.5942,169.6717,428481.0
2022-12-29,170.1656,170.921,169.4199,169.7201,454682.0
2022-12-30,169.294,169.294,166.6624,168.0446,680809.0
2022-12-31,169.294,169.294,166.6624,168.0446,680809.0
2023-01-01,169.294,169.294,166.6624,168.0446,680809.0
2023-01-02,169.294,169.294,166.6624,168.0446,680809.0
2023-01-03,167.725,167.725,163.5992,164.4611,1924388.0
2023-01-04,164.3643,166.9211,164.1851,166.5241,1133545.0
2023-01-05,166.1754,166.2916,162.1271,163.2602,995744.0
2023-01-06,164.6936,165.943,163.7297,165.4587,1042364.0
2023-01-07,164.6936,165.943,163.7297,165.4587,1042364.0
2023-01-08,164.6936,165.943,163.7297,165.4587,1042364.0
2023-01-09,165.8752,167.5846,164.8679,165.0422,874142.0
2023-01-10,165.1778,165.604,162.7953,164.403,917761.0
2023-01-11,164.7904,165.8122,163.7154,163.8316,1150124.0
2023-01-12,164.0059,164.3256,162.2626,163.6282,1038840.0
2023-01-13,162.9212,164.742,162.805,164.219,1075021.0
2023-01-14,162.9212,164.742,162.805,164.219,1075021.0
2023-01-15,162.9212,164.742,162.805,164.219,1075021.0
2023-01-16,162.9212,164.742,162.805,164.219,1075021.0
2023-01-17,164.8098,165.2844,162.776,163.2311,797995.0
2023-01-18,163.7057,164.6452,160.6646,160.9649,834714.0
2023-01-19,160.5678,160.5678,156.1901,156.287,1024394.0
2023-01-20,156.7131,156.9456,154.9359,156.6453,1347711.0
2023-01-21,156.7131,156.9456,154.9359,156.6453,1347711.0
2023-01-22,156.7131,156.9456,154.9359,156.6453,1347711.0
2023-01-23,157.5654,158.7664,156.2192,157.5751,768748.0
2023-01-24,157.9625,161.4975,156.9456,160.2288,816158.0
2023-01-25,159.4637,161.3813,158.7664,161.2264,653216.0
2023-01-26,161.7397,162.8922,161.1295,162.6985,722854.0
2023-01-27,162.8437,162.8437,159.9479,160.713,832855.0
2023-01-28,162.8437,162.8437,159.9479,160.713,832855.0
2023-01-29,162.8437,162.8437,159.9479,160.713,832855.0
2023-01-30,160.6549,162.466,160.6162,161.3619,661991.0
2023-01-31,161.8849,162.5435,160.6743,162.5338,938810.0
2023-02-01,161.9043,163.8704,160.5105,163.2602,857771.0
2023-02-02,163.2311,165.5362,162.3692,165.3715,1178280.0
2023-02-03,165.1681,165.5168,162.96,162.989,847930.0
2023-02-04,165.1681,165.5168,162.96,162.989,847930.0
2023-02-05,165.1681,165.5168,162.96,162.989,847930.0
2023-02-06,162.7856,164.2965,161.8559,163.851,1443176.0
2023-02-07,163.3571,164.1609,161.1392,163.6476,642509.0
2023-02-08,162.7082,165.1197,161.9188,164.1222,975064.0
2023-02-09,164.9841,166.127,163.3086,163.9188,864726.0
2023-02-10,163.7832,167.8993,163.6089,167.5894,940390.0
2023-02-11,163.7832,167.8993,163.6089,167.5894,940390.0
2023-02-12,163.7832,167.8993,163.6089,167.5894,940390.0
2023-02-13,167.57,171.8024,167.2504,170.2528,1150769.0
2023-02-14,170.0784,172.03,169.3811,171.047,912545.0
2023-02-15,171.3181,174.1752,171.2407,174.0202,932164.0
2023-02-16,173.2454,174.7757,172.4561,173.5069,831998.0
2023-02-17,173.5844,175.0372,172.8919,174.4658,850003.0
2023-02-18,173.5844,175.0372,172.8919,174.4658,850003.0
2023-02-19,173.5844,175.0372,172.8919,174.4658,850003.0
2023-02-20,173.5844,175.0372,172.8919,174.4658,850003.0
2023-02-21,172.4803,172.8387,168.8485,168.8485,1140226.0
2023-02-22,170.0397,170.7273,168.1027,168.432,988313.0
2023-02-23,169.5167,175.0565,169.5167,174.0977,1476830.0
2023-02-24,173.2358,174.611,171.076,173.1873,1116304.0
2023-02-25,173.2358,174.611,171.076,173.1873,1116304.0
2023-02-26,173.2358,174.611,171.076,173.1873,1116304.0
2023-02-27,174.9597,175.6574,172.151,172.7225,1285735.0
2023-02-28,172.8677,173.904,170.6983,171.2891,1698027.0
2023-03-01,169.5845,170.0639,164.2287,164.9454,1777128.0
2023-03-02,163.9909,166.64,162.5008,166.4745,2607826.0
2023-03-03,167.1173,167.8087,165.8122,167.3218,1280159.0
2023-03-04,167.1173,167.8087,165.8122,167.3218,1280159.0
2023-03-05,167.1173,167.8087,165.8122,167.3218,1280159.0
2023-03-06,167.3218,169.4255,167.088,169.0846,1375381.0
2023-03-07,169.4839,169.6251,165.5784,165.7927,839815.0
2023-03-08,165.9485,166.3673,163.6987,164.3221,841542.0
2023-03-09,164.4097,165.0525,160.5529,160.8938,808096.0
2023-03-10,161.0594,161.9554,158.3324,158.7414,1028036.0
2023-03-11,161.0594,161.9554,158.3324,158.7414,1028036.0
2023-03-12,161.0594,161.9554,158.3324,158.7414,1028036.0
2023-03-13,157.0078,160.3874,156.4429,158.2642,1466761.0
2023-03-14,159.803,160.6893,157.7091,159.5303,1736930.0
2023-03-15,158.2058,159.1407,155.7076,158.8778,1459178.0
2023-03-16,158.011,160.5432,157.0478,160.3679,1493780.0
2023-03-17,159.579,160.0465,156.2676,157.8454,6636995.0
2023-03-18,159.579,160.0465,156.2676,157.8454,6636995.0
2023-03-19,159.579,160.0465,156.2676,157.8454,6636995.0
2023-03-20,158.7122,161.4684,158.5126,160.4556,1236754.0
2023-03-21,161.9359,162.7151,160.4215,161.5951,1197505.0
2023-03-22,161.371,161.9359,158.3519,158.3908,1261674.0
2023-03-23,158.3811,159.1213,148.9729,150.2682,1929737.0
2023-03-24,152.0115,153.6478,150.7747,152.7907,1619899.0
2023-03-25,152.0115,153.6478,150.7747,152.7907,1619899.0
2023-03-26,152.0115,153.6478,150.7747,152.7907,1619899.0
2023-03-27,154.2029,155.5956,153.0147,154.8847,1187327.0
2023-03-28,155.1574,157.6944,155.0989,157.1344,987642.0
2023-03-29,157.524,158.3032,155.5908,158.3032,1037535.0
2023-03-30,160.8256,161.4344,159.5887,160.0855,1021053.0
2023-03-31,160.7185,163.0754,160.7185,162.9488,799099.0
2023-04-01,160.7185,163.0754,160.7185,162.9488,799099.0
2023-04-02,160.7185,163.0754,160.7185,162.9488,799099.0
2023-04-03,162.8222,164.7311,162.8222,163.8935,837248.0
2023-04-04,163.8741,164.2442,159.5011,160.5432,721663.0
2023-04-05,160.3484,160.3484,157.563,157.9331,745003.0
2023-04-06,157.6993,158.5272,156.5403,158.0499,859806.0
2023-04-07,157.6993,158.5272,156.5403,158.0499,859806.0
2023-04-08,157.6993,158.5272,156.5403,158.0499,859806.0
2023-04-09,157.6993,158.5272,156.5403,158.0499,859806.0
2023-04-10,157.9818,160.6482,157.899,160.4848,719175.0
2023-04-11,160.8256,162.558,160.7185,161.0594,675807.0
2023-04-12,161.0886,163.5137,160.7818,162.2768,730218.0
2023-04-13,161.8872,161.8872,158.235,159.9491,910924.0
2023-04-14,160.2608,162.5105,159.7543,160.7672,1037432.0
2023-04-15,160.2608,162.5105,159.7543,160.7672,1037432.0
2023-04-16,160.2608,162.5105,159.7543,160.7672,1037432.0
2023-04-17,161.0594,163.3189,160.4069,161.9651,1212148.0
2023-04-18,162.2963,163.5234,161.673,162.1307,902381.0
2023-04-19,162.2184,162.2184,161.0107,162.1599,1038488.0
2023-04-20,161.5951,165.5882,161.4782,164.2247,1296481.0
2023-04-21,165.5784,165.5882,161.9067,162.1794,934287.0
2023-04-22,165.5784,165.5882,161.9067,162.1794,934287.0
2023-04-23,165.5784,165.5882,161.9067,162.1794,934287.0
2023-04-24,162.1405,162.9488,161.7168,162.8417,653107.0
2023-04-25,162.5008,162.8417,160.5919,160.8354,703186.0
2023-04-26,159.7251,160.738,158.7999,159.1602,663753.0
2023-04-27,159.2576,163.28,159.1894,163.241,983160.0
2023-04-28,163.202,164.1224,162.5398,163.9228,766489.0
2023-04-29,163.202,164.1224,162.5398,163.9228,766489.0
2023-04-30,163.202,164.1224,162.5398,163.9228,766489.0
2023-05-01,164.2928,167.2926,164.2928,166.4647,965233.0
2023-05-02,166.4452,167.1075,163.4869,166.5037,1760394.0
2023-05-03,167.9938,168.6561,167.127,167.4971,1407096.0
2023-05-04,167.5068,168.4321,165.3544,166.8446,1761747.0
2023-05-05,167.4776,169.9027,167.2877,169.2015,821542.0
2023-05-06,167.4776,169.9027,167.2877,169.2015,821542.0
2023-05-07,167.4776,169.9027,167.2877,169.2015,821542.0
2023-05-08,168.9288,169.3183,166.8933,168.1107,1045520.0
2023-05-09,167.6529,168.7535,166.8348,168.7048,682269.0
2023-05-10,169.4547,170.3507,167.4289,169.1625,682827.0
2023-05-11,168.4028,169.2502,166.5719,167.166,695103.0
2023-05-12,167.3607,168.2081,165.1499,166.2018,510842.0
2023-05-13,167.3607,168.2081,165.1499,166.2018,510842.0
2023-05-14,167.3607,168.2081,165.1499,166.2018,510842.0
2023-05-15,165.8317,166.231,163.3579,164.0299,749786.0
2023-05-16,163.0754,163.0754,160.699,161.2444,720853.0
2023-05-17,161.6243,162.2086,160.8452,162.0236,617143.0
2023-05-18,161.7801,161.7801,158.8291,160.4848,620979.0
2023-05-19,160.5919,161.5707,159.5206,160.475,689071.0
2023-05-20,160.5919,161.5707,159.5206,160.475,689071.0
2023-05-21,160.5919,161.5707,159.5206,160.475,689071.0
2023-05-22,160.8841,161.3905,158.1912,158.9167,763947.0
2023-05-23,157.3,158.3908,156.0242,156.2871,600041.0
2023-05-24,157.076,157.076,154.0958,154.1932,552839.0
2023-05-25,153.7646,155.0307,152.742,154.4172,676427.0
2023-05-26,154.2419,154.4129,152.8297,153.1121,758903.0
2023-05-27,154.2419,154.4129,152.8297,153.1121,758903.0
2023-05-28,154.2419,154.4129,152.8297,153.1121,758903.0
2023-05-29,154.2419,154.4129,152.8297,153.1121,758903.0
2023-05-30,152.5862,153.7354,151.5051,153.5893,931513.0
2023-05-31,143.9571,146.2653,141.5125,145.0479,2550922.0
2023-06-01,147.371,147.9885,144.9842,146.2634,1276386.0
2023-06-02,146.8907,150.4684,146.4494,150.3115,1020340.0
2023-06-03,146.8907,150.4684,146.4494,150.3115,1020340.0
2023-06-04,146.8907,150.4684,146.4494,150.3115,1020340.0
2023-06-05,150.4488,150.8752,147.9836,148.9883,871482.0
2023-06-06,148.6158,150.488,148.3806,149.2823,643628.0
2023-06-07,149.0275,150.537,148.2777,150.3213,922601.0
2023-06-08,150.439,151.1545,149.5078,151.0957,752106.0
2023-06-09,151.429,153.5119,150.3655,152.7326,849512.0
2023-06-10,151.429,153.5119,150.3655,152.7326,849512.0
2023-06-11,151.429,153.5119,150.3655,152.7326,849512.0
2023-06-12,153.2619,155.1684,152.5366,154.9968,994821.0
2023-06-13,154.6832,156.2221,154.3597,155.977,879661.0
2023-06-14,156.0946,157.4179,154.9576,155.5751,716910.0
2023-06-15,156.6926,158.8392,156.2319,158.4471,794347.0
2023-06-16,160.2212,160.3977,157.6433,158.2707,1381978.0
2023-06-17,160.2212,160.3977,157.6433,158.2707,1381978.0
2023-06-18,160.2212,160.3977,157.6433,158.2707,1381978.0
2023-06-19,160.2212,160.3977,157.6433,158.2707,1381978.0
2023-06-20,157.8492,158.3001,155.1145,156.4279,913124.0
2023-06-21,155.5359,159.0156,155.3791,158.2707,794763.0
2023-06-22,158.4128,159.2312,157.1925,158.2903,592309.0
2023-06-23,158.0256,158.0256,155.4379,156.5063,1330159.0
2023-06-24,158.0256,158.0256,155.4379,156.5063,1330159.0
2023-06-25,158.0256,158.0256,155.4379,156.5063,1330159.0
2023-06-26,156.8984,160.1526,156.8984,159.4273,890874.0
2023-06-27,160.0644,162.5149,159.8194,161.6817,925449.0
2023-06-28,161.8385,162.5835,160.5349,161.8679,776808.0
2023-06-29,161.7797,163.4068,161.2161,162.7697,543918.0
2023-06-30,163.8577,166.2886,162.7207,165.8769,823620.0
2023-07-01,163.8577,166.2886,162.7207,165.8769,823620.0
2023-07-02,163.8577,166.2886,162.7207,165.8769,823620.0
2023-07-03,165.1712,165.7593,163.8185,164.6615,631566.0
2023-07-04,165.1712,165.7593,163.8185,164.6615,631566.0
2023-07-05,164.5144,164.6321,163.0393,163.6617,796346.0
2023-07-06,162.8285,163.5931,160.5839,161.7993,892794.0
2023-07-07,161.4171,162.4462,161.172,162.1424,925961.0
2023-07-08,161.4171,162.4462,161.172,162.1424,925961.0
2023-07-09,161.4171,162.4462,161.172,162.1424,925961.0
2023-07-10,162.1424,165.3084,161.9807,163.5735,708513.0
2023-07-11,164.1616,166.4356,163.6911,165.3966,673712.0
2023-07-12,166.6218,167.1904,165.2104,166.3866,755474.0
2023-07-13,165.2986,165.6858,161.4661,161.5053,999860.0
2023-07-14,161.3092,162.9706,160.7603,162.6521,1160979.0
2023-07-15,161.3092,162.9706,160.7603,162.6521,1160979.0
2023-07-16,161.3092,162.9706,160.7603,162.6521,1160979.0
2023-07-17,162.211,163.99,162.015,163.3676,702737.0
2023-07-18,163.8087,165.1712,163.1324,163.9557,904978.0
2023-07-19,164.4556,165.4946,163.5049,164.7399,997573.0
2023-07-20,157.4277,158.0844,151.6152,152.0955,2260762.0
2023-07-21,151.9289,154.7959,150.8261,153.2129,1485413.0
2023-07-22,151.9289,154.7959,150.8261,153.2129,1485413.0
2023-07-23,151.9289,154.7959,150.8261,153.2129,1485413.0
2023-07-24,153.7618,154.7812,152.8894,154.4283,904292.0
2023-07-25,153.9382,155.1145,152.4631,154.7028,691902.0
2023-07-26,154.1833,155.4232,154.0853,154.84,648410.0
2023-07-27,154.889,155.1145,152.2425,152.7228,1134786.0
2023-07-28,153.7618,154.3205,152.4925,153.2325,669804.0
2023-07-29,153.7618,154.3205,152.4925,153.2325,669804.0
2023-07-30,153.7618,154.3205,152.4925,153.2325,669804.0
2023-07-31,153.8304,154.0951,151.6642,152.6346,1703921.0
2023-08-01,152.8698,153.9578,152.2229,153.6638,945312.0
2023-08-02,153.2619,153.8892,151.9485,152.2719,801001.0
2023-08-03,152.2033,153.4187,151.1153,152.6052,931349.0
2023-08-04,153.2521,154.3793,152.3317,152.4189,660834.0
