,GPC US Equity,GPC US Equity,GPC US Equity,GPC US Equity,GPC US Equity
2020-04-04,54.8728,55.628,51.9295,52.2795,1098036.0
2020-04-05,54.8728,55.628,51.9295,52.2795,1098036.0
2020-04-06,55.3395,60.7011,55.3395,60.2121,1535030.0
2020-04-07,63.945,65.3359,61.1543,62.2401,1431761.0
2020-04-08,63.613,66.0269,62.4016,65.7307,1202614.0
2020-04-09,67.1844,68.3914,63.613,64.3129,1845708.0
2020-04-10,67.1844,68.3914,63.613,64.3129,1845708.0
2020-04-11,67.1844,68.3914,63.613,64.3129,1845708.0
2020-04-12,67.1844,68.3914,63.613,64.3129,1845708.0
2020-04-13,64.0796,64.1783,61.576,63.9719,1366424.0
2020-04-14,65.1564,66.8345,64.6898,66.5563,998078.0
2020-04-15,63.9002,64.977,62.3208,64.1783,918873.0
2020-04-16,63.8643,66.3589,63.3976,65.9371,1100751.0
2020-04-17,68.2254,70.0021,66.1704,66.987,1058600.0
2020-04-18,68.2254,70.0021,66.1704,66.987,1058600.0
2020-04-19,68.2254,70.0021,66.1704,66.987,1058600.0
2020-04-20,66.0179,67.678,65.1966,65.6679,861342.0
2020-04-21,63.9091,64.7347,63.3169,63.7476,685012.0
2020-04-22,65.0308,65.8833,64.0796,65.4167,712051.0
2020-04-23,66.2871,67.2745,65.2193,65.5961,725917.0
2020-04-24,66.1704,67.8208,65.7128,67.328,878310.0
2020-04-25,66.1704,67.8208,65.7128,67.328,878310.0
2020-04-26,66.1704,67.8208,65.7128,67.328,878310.0
2020-04-27,67.9292,70.1367,67.5389,69.5714,672113.0
2020-04-28,70.9443,72.4698,70.6392,71.0879,828906.0
2020-04-29,72.6852,74.7042,72.1288,73.6812,939981.0
2020-04-30,72.5955,72.7211,70.2534,71.1418,1507816.0
2020-05-01,69.3471,69.715,66.9422,67.4716,815353.0
2020-05-02,69.3471,69.715,66.9422,67.4716,815353.0
2020-05-03,69.3471,69.715,66.9422,67.4716,815353.0
2020-05-04,66.987,68.1356,66.4531,67.8664,669048.0
2020-05-05,68.5036,69.2573,67.1575,67.3011,864193.0
2020-05-06,67.2921,68.2972,63.5233,65.1564,1249032.0
2020-05-07,66.2063,68.0728,65.9641,66.1525,1081848.0
2020-05-08,67.3191,68.7907,67.1351,68.5933,690642.0
2020-05-09,67.3191,68.7907,67.1351,68.5933,690642.0
2020-05-10,67.3191,68.7907,67.1351,68.5933,690642.0
2020-05-11,67.9562,68.7817,66.166,68.1895,924571.0
2020-05-12,68.2433,68.4542,66.5563,66.5563,970935.0
2020-05-13,66.1435,66.1435,62.8144,63.3797,1010706.0
2020-05-14,62.1414,63.7117,60.23,63.7117,1157408.0
2020-05-15,62.9579,65.9551,62.2131,65.6141,2073133.0
2020-05-16,62.9579,65.9551,62.2131,65.6141,2073133.0
2020-05-17,62.9579,65.9551,62.2131,65.6141,2073133.0
2020-05-18,68.1985,70.2154,68.0728,69.374,937733.0
2020-05-19,69.3201,70.6482,68.3241,68.5574,794138.0
2020-05-20,69.1766,70.2982,68.9881,69.2932,632919.0
2020-05-21,68.8625,69.6522,67.669,69.2304,640835.0
2020-05-22,69.1766,69.4996,68.4138,69.2932,529225.0
2020-05-23,69.1766,69.4996,68.4138,69.2932,529225.0
2020-05-24,69.1766,69.4996,68.4138,69.2932,529225.0
2020-05-25,69.1766,69.4996,68.4138,69.2932,529225.0
2020-05-26,71.5635,74.5607,71.3123,73.8876,936715.0
2020-05-27,75.467,78.4013,75.467,78.3295,1002605.0
2020-05-28,78.5359,78.8769,75.5029,75.6554,712603.0
2020-05-29,74.8478,76.0144,74.0222,74.8478,910917.0
2020-05-30,74.8478,76.0144,74.0222,74.8478,910917.0
2020-05-31,74.8478,76.0144,74.0222,74.8478,910917.0
2020-06-01,74.9375,76.5887,74.5786,76.0772,717965.0
2020-06-02,76.9476,77.1181,75.5836,76.1579,695883.0
2020-06-03,77.2078,80.1691,76.5797,79.9896,913690.0
2020-06-04,79.0751,81.7369,77.9796,81.7007,1029088.0
2020-06-05,85.2045,86.4268,83.0226,83.5477,902283.0
2020-06-06,85.2045,86.4268,83.0226,83.5477,902283.0
2020-06-07,85.2045,86.4268,83.0226,83.5477,902283.0
2020-06-08,83.937,86.3091,83.5658,84.6703,913617.0
2020-06-09,83.2127,83.4843,82.2259,82.9863,579294.0
2020-06-10,83.1765,83.4752,80.1163,80.1344,690844.0
2020-06-11,77.0652,77.8891,75.259,75.68,806799.0
2020-06-12,78.1607,78.6134,75.7977,77.4907,817973.0
2020-06-13,78.1607,78.6134,75.7977,77.4907,817973.0
2020-06-14,78.1607,78.6134,75.7977,77.4907,817973.0
2020-06-15,75.0372,78.4595,74.2948,77.5179,963163.0
2020-06-16,80.6958,81.1666,78.378,80.1978,751228.0
2020-06-17,80.1163,81.0851,79.1204,80.2974,695246.0
2020-06-18,79.4192,80.8678,79.4192,79.89,667955.0
2020-06-19,81.4382,82.3616,79.048,79.2924,2854415.0
2020-06-20,81.4382,82.3616,79.048,79.2924,2854415.0
2020-06-21,81.4382,82.3616,79.048,79.2924,2854415.0
2020-06-22,79.1023,80.2793,77.5722,79.4463,739071.0
2020-06-23,80.3246,80.9674,79.2109,80.0711,638776.0
2020-06-24,79.1204,79.2984,75.9426,76.6578,818588.0
2020-06-25,76.1146,77.364,75.4084,77.0109,581219.0
2020-06-26,76.8479,77.4364,75.4356,75.7434,1290268.0
2020-06-27,76.8479,77.4364,75.4356,75.7434,1290268.0
2020-06-28,76.8479,77.4364,75.4356,75.7434,1290268.0
2020-06-29,76.9113,79.0751,76.3228,78.7854,734022.0
2020-06-30,78.4957,79.1657,77.4998,78.7311,852670.0
2020-07-01,78.6225,79.1476,77.6628,77.7714,760857.0
2020-07-02,79.2019,80.56,77.9434,78.6225,696949.0
2020-07-03,79.2019,80.56,77.9434,78.6225,696949.0
2020-07-04,79.2019,80.56,77.9434,78.6225,696949.0
2020-07-05,79.2019,80.56,77.9434,78.6225,696949.0
2020-07-06,79.8628,80.1797,78.4414,79.1747,443433.0
2020-07-07,78.2241,79.3105,78.1426,78.6225,562807.0
2020-07-08,78.6858,78.9574,77.1829,77.9887,512535.0
2020-07-09,77.5813,77.8348,75.7524,76.4586,670385.0
2020-07-10,76.9023,77.6175,75.9426,77.4817,479813.0
2020-07-11,76.9023,77.6175,75.9426,77.4817,479813.0
2020-07-12,76.9023,77.6175,75.9426,77.4817,479813.0
2020-07-13,77.9706,79.0661,76.9385,77.0743,681962.0
2020-07-14,76.4586,78.1969,76.1282,78.0159,727153.0
2020-07-15,79.4282,80.1525,78.4504,79.9081,544168.0
2020-07-16,79.564,80.3879,79.4063,80.2521,454627.0
2020-07-17,80.8044,80.8044,79.1928,79.5459,452133.0
2020-07-18,80.8044,80.8044,79.1928,79.5459,452133.0
2020-07-19,80.8044,80.8044,79.1928,79.5459,452133.0
2020-07-20,78.9574,79.2924,77.9525,78.7945,572416.0
2020-07-21,78.8307,80.5147,78.8307,79.3377,531633.0
2020-07-22,79.2109,80.8859,78.9122,80.6686,496917.0
2020-07-23,80.1616,81.0307,79.7542,80.0892,568308.0
2020-07-24,80.0711,81.4653,79.718,80.2521,669010.0
2020-07-25,80.0711,81.4653,79.718,80.2521,669010.0
2020-07-26,80.0711,81.4653,79.718,80.2521,669010.0
2020-07-27,79.7361,81.3929,78.8035,80.9674,760906.0
2020-07-28,81.3295,81.7098,80.0077,80.7591,716710.0
2020-07-29,80.8859,83.0769,80.8859,82.9773,740194.0
2020-07-30,81.8456,83.5477,79.5731,81.918,1009804.0
2020-07-31,82.1081,83.0226,80.913,81.6192,1644819.0
2020-08-01,82.1081,83.0226,80.913,81.6192,1644819.0
2020-08-02,82.1081,83.0226,80.913,81.6192,1644819.0
2020-08-03,82.1444,82.7781,81.6102,82.2621,791766.0
2020-08-04,81.9995,82.597,81.6736,82.5608,687245.0
2020-08-05,83.5658,83.9732,83.0135,83.6835,658808.0
2020-08-06,83.4119,84.0185,82.7238,83.5024,500594.0
2020-08-07,83.1493,84.0094,82.8777,83.9732,558988.0
2020-08-08,83.1493,84.0094,82.8777,83.9732,558988.0
2020-08-09,83.1493,84.0094,82.8777,83.9732,558988.0
2020-08-10,83.9913,85.3313,83.602,85.1683,577490.0
2020-08-11,86.0737,87.4347,85.793,86.2547,758616.0
2020-08-12,86.8794,87.8663,86.3362,87.7033,786464.0
2020-08-13,86.8704,87.0515,84.9555,85.4309,487281.0
2020-08-14,85.3494,86.2638,85.286,85.6119,406038.0
2020-08-15,85.3494,86.2638,85.286,85.6119,406038.0
2020-08-16,85.3494,86.2638,85.286,85.6119,406038.0
2020-08-17,86.0103,86.2547,85.0687,85.3041,463057.0
2020-08-18,85.2136,85.7115,84.6341,84.7066,504282.0
2020-08-19,84.779,85.0506,84.0004,84.2358,459166.0
2020-08-20,83.4119,84.1543,83.2489,83.4934,520325.0
2020-08-21,83.4843,84.6703,83.0407,84.4531,850438.0
2020-08-22,83.4843,84.6703,83.0407,84.4531,850438.0
2020-08-23,83.4843,84.6703,83.0407,84.4531,850438.0
2020-08-24,85.0506,86.4856,84.788,86.0012,845500.0
2020-08-25,86.4177,86.5626,84.9601,85.5576,566987.0
2020-08-26,85.286,86.1461,84.9238,85.4399,550907.0
2020-08-27,85.4399,85.8654,84.3897,84.788,410670.0
2020-08-28,85.0506,85.9107,84.5572,85.9016,482652.0
2020-08-29,85.0506,85.9107,84.5572,85.9016,482652.0
2020-08-30,85.0506,85.9107,84.5572,85.9016,482652.0
2020-08-31,86.8432,86.9157,84.8243,85.5033,1200855.0
2020-09-01,85.0325,86.9247,84.33,86.6078,728873.0
2020-09-02,86.2185,90.0392,86.2185,89.8943,1083730.0
2020-09-03,90.1224,90.1224,87.7815,88.3793,1133662.0
2020-09-04,89.0455,89.5384,87.4494,88.9543,608176.0
2020-09-05,89.0455,89.5384,87.4494,88.9543,608176.0
2020-09-06,89.0455,89.5384,87.4494,88.9543,608176.0
2020-09-07,89.0455,89.5384,87.4494,88.9543,608176.0
2020-09-08,88.1329,90.1224,87.4211,89.0364,1351091.0
2020-09-09,89.4927,91.6009,89.082,90.9621,767345.0
2020-09-10,91.245,91.6192,89.5019,90.1407,1150212.0
2020-09-11,90.451,91.9842,90.2415,91.7743,854997.0
2020-09-12,90.451,91.9842,90.2415,91.7743,854997.0
2020-09-13,90.451,91.9842,90.2415,91.7743,854997.0
2020-09-14,95.1602,95.1602,93.417,94.0194,1043622.0
2020-09-15,94.3936,95.2697,92.6504,92.9425,1056689.0
2020-09-16,93.3988,93.4718,91.6821,92.5044,733836.0
2020-09-17,91.7561,93.5266,91.2515,92.9334,682378.0
2020-09-18,92.2489,94.1928,92.1302,93.1433,1252569.0
2020-09-19,92.2489,94.1928,92.1302,93.1433,1252569.0
2020-09-20,92.2489,94.1928,92.1302,93.1433,1252569.0
2020-09-21,91.8108,92.112,87.6401,88.1147,1117163.0
2020-09-22,88.3976,89.5384,87.5762,88.0051,927261.0
2020-09-23,88.5436,88.5436,86.2164,86.3989,1658130.0
2020-09-24,86.3807,87.4302,85.3585,85.7327,738571.0
2020-09-25,85.1851,86.6453,84.7105,85.8787,754788.0
2020-09-26,85.1851,86.6453,84.7105,85.8787,754788.0
2020-09-27,85.1851,86.6453,84.7105,85.8787,754788.0
2020-09-28,86.9921,87.9139,86.5449,87.3754,715000.0
2020-09-29,87.5579,87.5579,86.3441,86.4628,534692.0
2020-09-30,86.837,87.6127,86.043,86.8552,778074.0
2020-10-01,87.3298,88.1694,85.9882,86.6727,673361.0
2020-10-02,85.3311,87.7861,85.3311,87.4758,576899.0
2020-10-03,85.3311,87.7861,85.3311,87.4758,576899.0
2020-10-04,85.3311,87.7861,85.3311,87.4758,576899.0
2020-10-05,88.4615,89.281,87.8865,88.8904,717898.0
2020-10-06,89.009,90.4601,87.7952,88.0873,522713.0
2020-10-07,89.0547,90.743,89.0547,90.1224,506253.0
2020-10-08,90.4875,92.3584,90.1706,92.3128,657277.0
2020-10-09,92.7052,93.3805,91.537,91.6192,665161.0
2020-10-10,92.7052,93.3805,91.537,91.6192,665161.0
2020-10-11,92.7052,93.3805,91.537,91.6192,665161.0
2020-10-12,91.5188,92.1667,91.0807,91.4731,596454.0
2020-10-13,91.0077,91.6465,90.6016,91.172,485081.0
2020-10-14,91.2724,92.7052,91.2724,92.112,709012.0
2020-10-15,91.3362,92.9972,91.0077,92.4314,910614.0
2020-10-16,92.4862,92.874,91.8747,92.1029,733791.0
2020-10-17,92.4862,92.874,91.8747,92.1029,733791.0
2020-10-18,92.4862,92.874,91.8747,92.1029,733791.0
2020-10-19,92.2489,93.5813,91.7104,91.8199,999924.0
2020-10-20,92.477,94.5396,92.3766,92.9516,886637.0
2020-10-21,93.4536,94.3023,92.76,93.1068,952328.0
2020-10-22,91.7104,93.0429,87.3709,88.3246,1413235.0
2020-10-23,89.1003,90.5149,88.6166,90.1498,914350.0
2020-10-24,89.1003,90.5149,88.6166,90.1498,914350.0
2020-10-25,89.1003,90.5149,88.6166,90.1498,914350.0
2020-10-26,89.2007,89.2646,86.0886,87.0925,941652.0
2020-10-27,87.1564,87.5488,85.5228,85.6688,719748.0
2020-10-28,84.0991,84.7236,81.6076,81.854,869404.0
2020-10-29,82.1369,83.8253,81.8038,82.4198,719214.0
2020-10-30,82.2556,82.8488,81.2152,82.5293,922014.0
2020-10-31,82.2556,82.8488,81.2152,82.5293,922014.0
2020-11-01,82.2556,82.8488,81.2152,82.5293,922014.0
2020-11-02,84.0808,85.3676,83.6793,85.3494,754028.0
2020-11-03,86.5449,90.0768,86.481,89.5749,882735.0
2020-11-04,89.438,89.6889,86.4902,86.5267,936361.0
2020-11-05,87.5945,89.5429,87.5853,87.8135,685339.0
2020-11-06,88.1512,88.2502,86.2894,86.3989,536267.0
2020-11-07,88.1512,88.2502,86.2894,86.3989,536267.0
2020-11-08,88.1512,88.2502,86.2894,86.3989,536267.0
2020-11-09,91.4914,95.3153,89.73,89.8852,1176718.0
2020-11-10,90.1042,92.3493,89.8761,91.099,727509.0
2020-11-11,91.6009,92.112,88.9999,89.1094,883008.0
2020-11-12,88.717,88.9771,86.9282,87.5488,599457.0
2020-11-13,88.4615,90.67,88.2789,90.378,447443.0
2020-11-14,88.4615,90.67,88.2789,90.378,447443.0
2020-11-15,88.4615,90.67,88.2789,90.378,447443.0
2020-11-16,91.8838,91.966,89.5657,90.8708,739145.0
2020-11-17,89.7483,90.1224,87.9321,89.876,563565.0
2020-11-18,89.9856,91.8564,89.9034,90.0312,957588.0
2020-11-19,89.5657,89.803,88.0508,89.438,751440.0
2020-11-20,89.438,89.5019,87.9869,88.4888,714403.0
2020-11-21,89.438,89.5019,87.9869,88.4888,714403.0
2020-11-22,89.438,89.5019,87.9869,88.4888,714403.0
2020-11-23,89.1277,89.6753,87.9504,88.6349,591128.0
2020-11-24,90.0586,92.6596,89.1733,92.3219,861098.0
2020-11-25,91.7104,91.9112,89.6205,90.305,697249.0
2020-11-26,91.7104,91.9112,89.6205,90.305,697249.0
2020-11-27,90.2137,90.5331,89.0729,89.7665,270571.0
2020-11-28,90.2137,90.5331,89.0729,89.7665,270571.0
2020-11-29,90.2137,90.5331,89.0729,89.7665,270571.0
2020-11-30,89.4471,89.8852,88.1147,89.7756,1978899.0
2020-12-01,90.9894,93.6452,90.2958,92.7873,826290.0
2020-12-02,89.3832,90.3506,88.2242,88.5071,1130151.0
2020-12-03,88.3415,89.914,88.1482,89.4916,664752.0
2020-12-04,89.4272,90.4486,89.3766,90.4025,609212.0
2020-12-05,89.4272,90.4486,89.3766,90.4025,609212.0
2020-12-06,89.4272,90.4486,89.3766,90.4025,609212.0
2020-12-07,89.9241,90.5774,89.4732,90.4025,789906.0
2020-12-08,89.8965,90.3197,88.7371,88.9303,856610.0
2020-12-09,89.1604,90.1909,88.5163,90.1265,1161384.0
2020-12-10,89.9425,90.2185,88.4887,89.2892,590977.0
2020-12-11,88.9671,89.9793,88.5117,89.3076,829703.0
2020-12-12,88.9671,89.9793,88.5117,89.3076,829703.0
2020-12-13,88.9671,89.9793,88.5117,89.3076,829703.0
2020-12-14,90.0437,91.0006,88.139,88.1666,608091.0
2020-12-15,88.5255,89.1604,87.4673,88.8751,626453.0
2020-12-16,89.004,89.8873,88.3139,88.7923,666890.0
2020-12-17,89.2432,90.0529,88.3875,89.2064,715689.0
2020-12-18,89.2892,90.1081,88.6267,89.7401,1725286.0
2020-12-19,89.2892,90.1081,88.6267,89.7401,1725286.0
2020-12-20,89.2892,90.1081,88.6267,89.7401,1725286.0
2020-12-21,88.1206,89.7539,86.5748,89.5836,692926.0
2020-12-22,89.3904,91.1479,89.2432,90.7614,709339.0
2020-12-23,91.065,92.3164,90.6786,91.4607,585229.0
2020-12-24,91.8287,91.8932,90.5314,91.4239,149479.0
2020-12-25,91.8287,91.8932,90.5314,91.4239,149479.0
2020-12-26,91.8287,91.8932,90.5314,91.4239,149479.0
2020-12-27,91.8287,91.8932,90.5314,91.4239,149479.0
2020-12-28,92.2704,93.3746,91.8564,92.0496,446820.0
2020-12-29,92.0496,92.5096,90.6326,90.8994,429230.0
2020-12-30,91.1387,92.4038,90.904,91.6539,401747.0
2020-12-31,91.6815,92.5004,91.1387,92.4084,515454.0
2021-01-01,91.6815,92.5004,91.1387,92.4084,515454.0
2021-01-02,91.6815,92.5004,91.1387,92.4084,515454.0
2021-01-03,91.6815,92.5004,91.1387,92.4084,515454.0
2021-01-04,93.0065,93.0065,89.51,90.5774,910382.0
2021-01-05,90.5498,91.8748,89.8781,91.4147,793457.0
2021-01-06,91.5435,95.3712,91.0006,95.0584,966633.0
2021-01-07,95.2424,95.6841,93.8788,95.4541,768864.0
2021-01-08,95.7577,95.8497,94.0094,95.086,735233.0
2021-01-09,95.7577,95.8497,94.0094,95.086,735233.0
2021-01-10,95.7577,95.8497,94.0094,95.086,735233.0
2021-01-11,94.2947,97.1839,93.9853,96.7146,1028882.0
2021-01-12,96.4938,99.8799,96.0705,99.6498,887120.0
2021-01-13,99.1898,99.544,97.0275,97.4323,748056.0
2021-01-14,97.8832,98.3064,96.5398,96.5674,542586.0
2021-01-15,96.4662,96.4754,93.5678,93.991,979602.0
2021-01-16,96.4662,96.4754,93.5678,93.991,979602.0
2021-01-17,96.4662,96.4754,93.5678,93.991,979602.0
2021-01-18,96.4662,96.4754,93.5678,93.991,979602.0
2021-01-19,94.1567,94.5109,91.1847,91.5987,732793.0
2021-01-20,91.3319,92.6845,90.4025,92.022,875770.0
2021-01-21,91.9392,94.3131,91.9392,94.0555,941384.0
2021-01-22,93.1997,93.761,92.2612,93.5218,701928.0
2021-01-23,93.1997,93.761,92.2612,93.5218,701928.0
2021-01-24,93.1997,93.761,92.2612,93.5218,701928.0
2021-01-25,93.3746,94.0923,92.0128,93.1169,961335.0
2021-01-26,93.3838,93.899,92.0128,93.393,664217.0
2021-01-27,92.0772,92.459,88.5163,90.9086,1228561.0
2021-01-28,91.6907,92.3164,89.1328,89.2064,906340.0
2021-01-29,89.0132,89.7861,86.1424,86.3816,2699872.0
2021-01-30,89.0132,89.7861,86.1424,86.3816,2699872.0
2021-01-31,89.0132,89.7861,86.1424,86.3816,2699872.0
2021-02-01,86.63,87.8262,86.1792,87.1269,759604.0
2021-02-02,87.5778,90.1725,87.2925,89.6848,896574.0
2021-02-03,89.2156,91.019,88.7279,90.559,489210.0
2021-02-04,91.0926,92.436,90.5362,92.39,707003.0
2021-02-05,92.9329,93.6138,92.1784,93.531,569525.0
2021-02-06,92.9329,93.6138,92.1784,93.531,569525.0
2021-02-07,92.9329,93.6138,92.1784,93.531,569525.0
2021-02-08,93.853,95.3528,93.6138,95.3068,682393.0
2021-02-09,95.3712,95.9509,94.7456,95.3804,648371.0
2021-02-10,95.8129,95.9601,94.2487,94.8744,557289.0
2021-02-11,94.8744,94.9848,92.3808,92.5004,718735.0
2021-02-12,91.6631,93.1445,90.7798,91.3871,897241.0
2021-02-13,91.6631,93.1445,90.7798,91.3871,897241.0
2021-02-14,91.6631,93.1445,90.7798,91.3871,897241.0
2021-02-15,91.6631,93.1445,90.7798,91.3871,897241.0
2021-02-16,92.0864,94.4327,91.7275,93.7794,858061.0
2021-02-17,93.1629,93.301,90.3841,91.0374,1103442.0
2021-02-18,90.3933,93.5402,90.3933,93.0065,945347.0
2021-02-19,93.6414,94.6811,92.3118,94.1843,921304.0
2021-02-20,93.6414,94.6811,92.3118,94.1843,921304.0
2021-02-21,93.6414,94.6811,92.3118,94.1843,921304.0
2021-02-22,93.3562,96.6594,93.3286,96.2178,850939.0
2021-02-23,96.6134,97.8832,95.9141,96.4754,1035095.0
2021-02-24,96.4754,98.5089,96.0245,97.8188,676786.0
2021-02-25,97.8188,98.5641,96.4662,96.9723,552075.0
2021-02-26,97.7176,98.5181,96.4938,96.9355,1511230.0
2021-02-27,97.7176,98.5181,96.4938,96.9355,1511230.0
2021-02-28,97.7176,98.5181,96.4938,96.9355,1511230.0
2021-03-01,97.8924,100.4227,97.6808,99.659,1033923.0
2021-03-02,99.475,101.1404,98.0488,100.4687,948131.0
2021-03-03,100.8,103.7076,100.5516,101.4717,977218.0
2021-03-04,101.1333,102.8204,98.1234,99.7336,983811.0
2021-03-05,100.7996,104.9061,100.2527,104.5168,864894.0
2021-03-06,100.7996,104.9061,100.2527,104.5168,864894.0
2021-03-07,100.7996,104.9061,100.2527,104.5168,864894.0
2021-03-08,105.1471,110.1607,104.4148,108.3359,1357973.0
2021-03-09,108.1413,108.4564,105.1749,105.2027,1167256.0
2021-03-10,105.6199,107.2977,104.5539,106.7508,538160.0
