,UBSI US Equity,UBSI US Equity,UBSI US Equity,UBSI US Equity,UBSI US Equity
2020-02-17,28.7323,28.7323,28.5326,28.5991,262868.0
2020-02-18,28.5492,28.6408,28.0248,28.0997,194066.0
2020-02-19,28.2079,28.2412,28.0165,28.0664,320647.0
2020-02-20,27.9582,28.5492,27.9582,28.4743,371732.0
2020-02-21,28.3744,28.3744,27.7918,27.8833,820848.0
2020-02-22,28.3744,28.3744,27.7918,27.8833,820848.0
2020-02-23,28.3744,28.3744,27.7918,27.8833,820848.0
2020-02-24,27.051,27.3506,26.9178,27.0593,573493.0
2020-02-25,26.9844,26.9927,26.1063,26.1604,561869.0
2020-02-26,26.3518,26.6348,26.0355,26.1521,647208.0
2020-02-27,25.7609,26.3435,24.9868,24.9868,646837.0
2020-02-28,24.1794,24.7454,23.4636,24.0379,1288339.0
2020-02-29,24.1794,24.7454,23.4636,24.0379,1288339.0
2020-03-01,24.1794,24.7454,23.4636,24.0379,1288339.0
2020-03-02,24.1128,25.5195,23.8298,25.4862,838277.0
2020-03-03,25.3447,25.7026,24.529,24.8869,947487.0
2020-03-04,25.1616,25.199,24.0046,24.9701,1067436.0
2020-03-05,24.1711,24.7288,23.3554,23.73,709191.0
2020-03-06,23.0891,23.5011,22.7145,23.3887,726582.0
2020-03-07,23.0891,23.5011,22.7145,23.3887,726582.0
2020-03-08,23.0891,23.5011,22.7145,23.3887,726582.0
2020-03-09,22.3067,22.5231,19.9678,20.0094,1123439.0
2020-03-10,20.8917,21.4244,19.9761,21.2413,786045.0
2020-03-11,20.5671,20.9416,19.1355,19.202,1630949.0
2020-03-12,17.7484,19.5063,16.9201,17.9089,1421163.0
2020-03-13,19.1429,20.0218,17.6638,19.988,1717968.0
2020-03-14,19.1429,20.0218,17.6638,19.988,1717968.0
2020-03-15,19.1429,20.0218,17.6638,19.988,1717968.0
2020-03-16,17.1145,18.8069,16.8948,18.154,1507701.0
2020-03-17,18.5175,20.8247,17.7484,20.5543,1416557.0
2020-03-18,19.3288,21.3995,18.4837,18.9316,1500523.0
2020-03-19,18.6949,20.3684,17.8582,19.8951,1147827.0
2020-03-20,19.9035,20.2923,17.2159,17.4779,1890477.0
2020-03-21,19.9035,20.2923,17.2159,17.4779,1890477.0
2020-03-22,19.9035,20.2923,17.2159,17.4779,1890477.0
2020-03-23,17.5709,18.5766,16.6243,17.7061,1215296.0
2020-03-24,18.7541,19.5739,18.3062,19.4894,1286876.0
2020-03-25,19.7852,20.0944,18.8048,19.1429,986247.0
2020-03-26,19.3542,20.2416,18.9727,20.1402,870213.0
2020-03-27,19.3204,19.5401,18.5851,18.6189,766306.0
2020-03-28,19.3204,19.5401,18.5851,18.6189,766306.0
2020-03-29,19.3204,19.5401,18.5851,18.6189,766306.0
2020-03-30,18.9992,19.5908,18.4921,19.4894,834425.0
2020-03-31,19.2443,19.912,18.8555,19.5063,813413.0
2020-04-01,19.2274,19.5401,18.1963,19.1175,868624.0
2020-04-02,18.9147,19.8528,18.8471,19.3035,569983.0
2020-04-03,19.2189,19.5401,18.1878,18.5597,519959.0
2020-04-04,19.2189,19.5401,18.1878,18.5597,519959.0
2020-04-05,19.2189,19.5401,18.1878,18.5597,519959.0
2020-04-06,19.8444,19.9838,19.3209,19.8782,784680.0
2020-04-07,20.4951,20.9938,20.0557,20.2923,1026122.0
2020-04-08,20.867,21.5516,20.1064,21.2304,994848.0
2020-04-09,21.8812,22.8109,21.7798,22.6249,865828.0
2020-04-10,21.8812,22.8109,21.7798,22.6249,865828.0
2020-04-11,21.8812,22.8109,21.7798,22.6249,865828.0
2020-04-12,21.8812,22.8109,21.7798,22.6249,865828.0
2020-04-13,22.7771,22.7771,21.1628,21.4248,524971.0
2020-04-14,22.346,22.346,20.8755,21.2896,521601.0
2020-04-15,20.4106,20.7064,19.7683,19.8528,548823.0
2020-04-16,19.9035,19.9627,18.94,19.557,735533.0
2020-04-17,20.3346,21.4333,20.0895,21.3065,729837.0
2020-04-18,20.3346,21.4333,20.0895,21.3065,729837.0
2020-04-19,20.3346,21.4333,20.0895,21.3065,729837.0
2020-04-20,20.6388,21.9573,20.4529,21.56,922027.0
2020-04-21,20.774,21.5431,20.7149,21.1966,652720.0
2020-04-22,21.7122,21.746,20.7487,20.8501,728123.0
2020-04-23,20.8163,21.6615,20.8163,21.1966,702221.0
2020-04-24,21.5938,22.1305,21.3487,21.9488,896848.0
2020-04-25,21.5938,22.1305,21.3487,21.9488,896848.0
2020-04-26,21.5938,22.1305,21.3487,21.9488,896848.0
2020-04-27,22.3967,24.4758,22.2869,24.2561,1529503.0
2020-04-28,25.0759,25.3971,24.2434,24.628,1094190.0
2020-04-29,25.5238,26.5887,25.3717,26.3098,1674515.0
2020-04-30,25.1266,25.9042,24.6111,25.321,5114933.0
2020-05-01,24.89,25.3337,24.3237,24.6026,5746122.0
2020-05-02,24.89,25.3337,24.3237,24.6026,5746122.0
2020-05-03,24.89,25.3337,24.3237,24.6026,5746122.0
2020-05-04,23.6138,24.3198,23.4447,24.0786,1523409.0
2020-05-05,24.8562,24.8562,23.2335,23.2335,1295604.0
2020-05-06,23.3349,23.4025,22.3545,22.4475,816982.0
2020-05-07,22.7095,23.137,22.0587,22.1601,761915.0
2020-05-08,22.4813,23.0813,22.3714,23.0306,686516.0
2020-05-09,22.4813,23.0813,22.3714,23.0306,686516.0
2020-05-10,22.4813,23.0813,22.3714,23.0306,686516.0
2020-05-11,22.5066,22.7517,21.9319,22.4813,974396.0
2020-05-12,22.4897,22.5573,21.3403,21.3741,854746.0
2020-05-13,21.1544,21.2727,19.6922,20.0979,863267.0
2020-05-14,19.4978,20.2416,18.9231,19.9458,1101218.0
2020-05-15,19.7767,19.988,19.4556,19.7767,726165.0
2020-05-16,19.7767,19.988,19.4556,19.7767,726165.0
2020-05-17,19.7767,19.988,19.4556,19.7767,726165.0
2020-05-18,20.7909,22.008,20.7909,21.9066,900416.0
2020-05-19,21.5516,21.7798,20.6895,20.698,646407.0
2020-05-20,21.1797,22.2826,20.9431,22.2193,857186.0
2020-05-21,22.1178,22.6587,21.9868,22.084,918919.0
2020-05-22,22.2615,22.3376,21.653,21.8474,455942.0
2020-05-23,22.2615,22.3376,21.653,21.8474,455942.0
2020-05-24,22.2615,22.3376,21.653,21.8474,455942.0
2020-05-25,22.2615,22.3376,21.653,21.8474,455942.0
2020-05-26,22.8785,23.9011,22.8785,23.6391,494651.0
2020-05-27,24.6111,25.7689,23.9983,25.6422,770938.0
2020-05-28,26.0985,26.0985,24.9745,25.152,823637.0
2020-05-29,24.6364,24.8562,24.2138,24.5773,885846.0
2020-05-30,24.6364,24.8562,24.2138,24.5773,885846.0
2020-05-31,24.6364,24.8562,24.2138,24.5773,885846.0
2020-06-01,24.704,24.8562,24.3068,24.3491,585141.0
2020-06-02,24.6956,24.8646,23.8673,24.1378,488832.0
2020-06-03,24.8815,25.7098,24.4505,25.0421,522326.0
2020-06-04,24.966,25.3633,24.628,25.3337,622339.0
2020-06-05,27.0451,27.6029,26.5296,27.0874,806765.0
2020-06-06,27.0451,27.6029,26.5296,27.0874,806765.0
2020-06-07,27.0451,27.6029,26.5296,27.0874,806765.0
2020-06-08,27.8818,27.9875,27.0282,27.3071,536003.0
2020-06-09,26.4704,27.4424,26.1577,26.9606,799697.0
2020-06-10,26.7409,27.2733,24.8055,24.8393,828848.0
2020-06-11,23.4108,23.7444,22.5897,22.7009,598938.0
2020-06-12,23.8471,23.8471,22.2133,22.9575,705484.0
2020-06-13,23.8471,23.8471,22.2133,22.9575,705484.0
2020-06-14,23.8471,23.8471,22.2133,22.9575,705484.0
2020-06-15,21.8712,24.2405,21.8712,23.7188,839301.0
2020-06-16,24.805,25.3011,24.3089,24.9505,559747.0
2020-06-17,25.0274,25.0274,23.8813,24.001,431076.0
2020-06-18,23.6332,24.5827,23.6332,24.0609,524951.0
2020-06-19,24.4201,24.7195,23.0088,23.5391,1940715.0
2020-06-20,24.4201,24.7195,23.0088,23.5391,1940715.0
2020-06-21,24.4201,24.7195,23.0088,23.5391,1940715.0
2020-06-22,23.0944,23.7273,22.872,23.3852,457036.0
2020-06-23,23.8898,24.2149,22.795,22.8378,498620.0
2020-06-24,22.4614,22.6154,21.6916,22.0166,475883.0
2020-06-25,21.7771,23.1457,21.6574,23.12,632310.0
2020-06-26,22.5555,22.5811,21.7087,21.7771,1280144.0
2020-06-27,22.5555,22.5811,21.7087,21.7771,1280144.0
2020-06-28,22.5555,22.5811,21.7087,21.7771,1280144.0
2020-06-29,22.393,23.3766,22.3331,23.1457,613420.0
2020-06-30,22.9318,23.8471,22.9318,23.6589,677052.0
2020-07-01,24.7366,24.7366,22.7009,22.7522,586015.0
2020-07-02,23.3681,23.6247,22.4614,22.5811,362302.0
2020-07-03,23.3681,23.6247,22.4614,22.5811,362302.0
2020-07-04,23.3681,23.6247,22.4614,22.5811,362302.0
2020-07-05,23.3681,23.6247,22.4614,22.5811,362302.0
2020-07-06,23.2312,23.6076,22.6667,22.8805,379761.0
2020-07-07,22.4528,22.6239,22.0166,22.085,439008.0
2020-07-08,22.0252,22.3459,21.4692,21.9739,430987.0
2020-07-09,21.7344,22.3203,20.7849,21.0073,523284.0
2020-07-10,21.0843,22.2305,21.0843,22.1877,474289.0
2020-07-11,21.0843,22.2305,21.0843,22.1877,474289.0
2020-07-12,21.0843,22.2305,21.0843,22.1877,474289.0
2020-07-13,22.5983,23.0944,21.9739,22.5897,473951.0
2020-07-14,22.5042,22.7779,22.0337,22.4101,325504.0
2020-07-15,23.0944,23.924,23.0772,23.8043,536153.0
2020-07-16,23.5306,24.2405,23.351,23.7444,411097.0
2020-07-17,23.6076,23.9069,23.0174,23.0516,331569.0
2020-07-18,23.6076,23.9069,23.0174,23.0516,331569.0
2020-07-19,23.6076,23.9069,23.0174,23.0516,331569.0
2020-07-20,22.7864,23.0516,22.3844,22.47,365875.0
2020-07-21,22.8549,24.0695,22.2997,24.0352,502921.0
2020-07-22,23.6674,23.9754,23.2398,23.5306,551893.0
2020-07-23,23.4964,24.1379,23.1991,24.0181,454127.0
2020-07-24,24.4458,24.882,24.3774,24.5827,541608.0
2020-07-25,24.4458,24.882,24.3774,24.5827,541608.0
2020-07-26,24.4458,24.882,24.3774,24.5827,541608.0
2020-07-27,24.2662,24.4544,23.2611,23.5391,644894.0
2020-07-28,23.351,23.8684,23.351,23.4536,348852.0
2020-07-29,23.4878,24.001,23.1842,23.9839,369432.0
2020-07-30,23.351,23.7102,22.8634,23.2483,310900.0
2020-07-31,23.1029,23.2141,22.2604,22.5127,1588014.0
2020-08-01,23.1029,23.2141,22.2604,22.5127,1588014.0
2020-08-02,23.1029,23.2141,22.2604,22.5127,1588014.0
2020-08-03,22.6838,22.9917,22.2647,22.7864,349843.0
2020-08-04,22.7608,22.7608,22.3245,22.641,279054.0
2020-08-05,22.8206,23.2996,22.671,23.2312,271635.0
2020-08-06,23.1029,23.3595,22.8378,23.073,268640.0
2020-08-07,22.9489,24.4201,22.7351,24.4201,456449.0
2020-08-08,22.9489,24.4201,22.7351,24.4201,456449.0
2020-08-09,22.9489,24.4201,22.7351,24.4201,456449.0
2020-08-10,24.6169,25.4466,24.3945,24.7965,389656.0
2020-08-11,25.3952,25.7203,24.8136,24.9932,438610.0
2020-08-12,25.6347,25.7117,24.3432,24.6254,478249.0
2020-08-13,24.3089,24.634,24.155,24.2405,302580.0
2020-08-14,23.9411,24.7708,23.8471,24.5399,281128.0
2020-08-15,23.9411,24.7708,23.8471,24.5399,281128.0
2020-08-16,23.9411,24.7708,23.8471,24.5399,281128.0
2020-08-17,24.3432,24.5228,23.9326,24.0096,265845.0
2020-08-18,23.9583,23.9583,23.1029,23.1884,298289.0
2020-08-19,23.2569,23.8128,23.1371,23.4878,233513.0
2020-08-20,22.9832,23.2312,22.6239,22.6752,417032.0
2020-08-21,22.6496,22.8378,22.1791,22.5298,380311.0
2020-08-22,22.6496,22.8378,22.1791,22.5298,380311.0
2020-08-23,22.6496,22.8378,22.1791,22.5298,380311.0
2020-08-24,22.7266,23.4279,22.4101,23.4279,284347.0
2020-08-25,23.7102,23.8385,23.1713,23.3595,205678.0
2020-08-26,23.2654,23.2654,22.4785,22.5042,327125.0
2020-08-27,22.5811,23.0174,22.47,22.795,513596.0
2020-08-28,23.1286,23.1286,22.3245,22.5127,259818.0
2020-08-29,23.1286,23.1286,22.3245,22.5127,259818.0
2020-08-30,23.1286,23.1286,22.3245,22.5127,259818.0
2020-08-31,22.3588,22.7864,22.316,22.3588,454650.0
2020-09-01,22.239,22.4614,21.9567,22.3417,305971.0
2020-09-02,22.2989,22.4871,22.0337,22.2561,324008.0
2020-09-03,22.3673,23.197,22.2219,22.3203,387176.0
2020-09-04,22.9147,23.2483,22.6325,23.1286,408841.0
2020-09-05,22.9147,23.2483,22.6325,23.1286,408841.0
2020-09-06,22.9147,23.2483,22.6325,23.1286,408841.0
2020-09-07,22.9147,23.2483,22.6325,23.1286,408841.0
2020-09-08,22.8549,22.8805,21.6916,21.9995,470067.0
2020-09-09,22.1449,22.1449,21.3922,21.76,493085.0
2020-09-10,21.8641,21.9682,21.257,21.3611,395650.0
2020-09-11,21.4218,21.5952,21.1443,21.4912,447171.0
2020-09-12,21.4218,21.5952,21.1443,21.4912,447171.0
2020-09-13,21.4218,21.5952,21.1443,21.4912,447171.0
2020-09-14,21.4738,22.0029,21.4738,21.8814,381736.0
2020-09-15,21.9682,21.9682,21.4565,21.6126,465543.0
2020-09-16,21.5866,21.9595,21.3958,21.4998,571835.0
2020-09-17,21.1269,21.4651,20.8234,20.8667,632124.0
2020-09-18,21.205,21.205,20.4938,20.5545,2028165.0
2020-09-19,21.205,21.205,20.4938,20.5545,2028165.0
2020-09-20,21.205,21.205,20.4938,20.5545,2028165.0
2020-09-21,20.0255,20.8667,18.6682,18.898,1358807.0
2020-09-22,18.9761,19.3403,18.3863,18.5424,1000797.0
2020-09-23,18.5424,18.9761,18.0741,18.0871,1029268.0
2020-09-24,18.1174,18.8176,17.9353,18.2042,642014.0
2020-09-25,17.9613,18.3343,17.8399,18.2085,484286.0
2020-09-26,17.9613,18.3343,17.8399,18.2085,484286.0
2020-09-27,17.9613,18.3343,17.8399,18.2085,484286.0
2020-09-28,18.5684,19.0975,18.5164,18.8199,484676.0
2020-09-29,18.7939,18.8964,18.0134,18.382,558244.0
2020-09-30,18.4383,18.8026,18.3516,18.6205,651925.0
2020-10-01,18.7072,19.2796,18.3776,19.2536,1037168.0
2020-10-02,19.4184,20.5545,19.1907,20.381,1020402.0
2020-10-03,19.4184,20.5545,19.1907,20.381,1020402.0
2020-10-04,19.4184,20.5545,19.1907,20.381,1020402.0
2020-10-05,20.5805,21.0749,20.5328,21.0142,559048.0
2020-10-06,21.3177,21.8121,20.832,20.9188,765075.0
2020-10-07,21.0835,21.76,21.0835,21.4651,572684.0
2020-10-08,21.6906,21.6906,21.3264,21.5172,568774.0
2020-10-09,21.76,21.9248,21.0402,21.3004,467732.0
2020-10-10,21.76,21.9248,21.0402,21.3004,467732.0
2020-10-11,21.76,21.9248,21.0402,21.3004,467732.0
2020-10-12,21.2136,21.6039,21.1443,21.4651,424886.0
2020-10-13,21.1096,21.3351,20.5632,20.6759,442649.0
2020-10-14,20.5805,21.0142,20.381,20.3984,390789.0
2020-10-15,20.1642,20.9968,20.1295,20.9361,412656.0
2020-10-16,20.7887,21.1182,20.4938,21.0488,364012.0
2020-10-17,20.7887,21.1182,20.4938,21.0488,364012.0
2020-10-18,20.7887,21.1182,20.4938,21.0488,364012.0
2020-10-19,21.2136,21.3611,20.6326,20.6672,337459.0
2020-10-20,20.9448,21.5259,20.9448,21.283,738811.0
2020-10-21,21.231,21.6386,21.1963,21.4998,439146.0
2020-10-22,21.6386,22.5406,21.2917,22.4712,914094.0
2020-10-23,22.5492,23.4165,22.0332,22.61,870278.0
2020-10-24,22.5492,23.4165,22.0332,22.61,870278.0
2020-10-25,22.5492,23.4165,22.0332,22.61,870278.0
2020-10-26,22.2197,22.6013,21.8227,22.5709,918029.0
2020-10-27,22.5926,22.9742,22.0896,22.1243,991400.0
2020-10-28,21.6299,22.3498,21.6299,21.7774,755583.0
2020-10-29,21.682,22.3237,21.2483,22.1937,918168.0
2020-10-30,22.0289,22.8441,22.0289,22.7487,5103340.0
2020-10-31,22.0289,22.8441,22.0289,22.7487,5103340.0
2020-11-01,22.0289,22.8441,22.0289,22.7487,5103340.0
2020-11-02,23.1824,23.564,22.662,23.4512,684895.0
2020-11-03,23.8935,24.4399,23.6507,24.2318,660554.0
2020-11-04,23.2778,23.616,22.0852,22.1156,576517.0
2020-11-05,22.0462,23.3862,22.0462,23.2344,583000.0
2020-11-06,23.5553,23.564,22.5146,22.636,420222.0
2020-11-07,23.5553,23.564,22.5146,22.636,420222.0
2020-11-08,23.5553,23.564,22.5146,22.636,420222.0
2020-11-09,24.8649,26.5647,24.7781,25.4113,1236859.0
2020-11-10,25.7148,26.2265,25.3766,25.7322,613438.0
2020-11-11,25.7582,25.7582,24.7695,25.2378,374771.0
2020-11-12,24.6394,24.7174,24.1711,24.4746,431590.0
2020-11-13,24.9169,25.4199,24.7349,25.2725,375827.0
2020-11-14,24.9169,25.4199,24.7349,25.2725,375827.0
2020-11-15,24.9169,25.4199,24.7349,25.2725,375827.0
2020-11-16,26.3306,26.8509,25.8774,26.7989,531164.0
2020-11-17,26.1571,26.6081,25.8969,26.5647,449148.0
2020-11-18,26.8249,26.9724,26.1398,26.1745,436631.0
2020-11-19,25.2465,25.7148,25.2465,25.6021,459365.0
2020-11-20,24.8389,25.55,24.2838,25.472,455540.0
2020-11-21,24.8389,25.55,24.2838,25.472,455540.0
2020-11-22,24.8389,25.55,24.2838,25.472,455540.0
2020-11-23,26.0617,26.2352,25.6281,25.8536,519249.0
2020-11-24,26.5214,27.4841,26.465,27.38,492020.0
2020-11-25,26.8856,26.8856,26.3132,26.53,333438.0
2020-11-26,26.8856,26.8856,26.3132,26.53,333438.0
2020-11-27,26.504,26.7555,25.7929,26.2699,180135.0
2020-11-28,26.504,26.7555,25.7929,26.2699,180135.0
2020-11-29,26.504,26.7555,25.7929,26.2699,180135.0
2020-11-30,25.9576,26.3826,25.2552,25.3939,657467.0
2020-12-01,25.9143,26.3653,25.55,25.9316,502326.0
2020-12-02,25.9576,26.53,25.8726,26.3653,383786.0
2020-12-03,26.3653,26.4693,25.949,26.0444,340027.0
2020-12-04,26.4433,26.8076,26.2872,26.7902,479482.0
2020-12-05,26.4433,26.8076,26.2872,26.7902,479482.0
2020-12-06,26.4433,26.8076,26.2872,26.7902,479482.0
2020-12-07,26.9203,26.9463,26.4,26.7209,426756.0
2020-12-08,26.3219,27.0417,26.3219,26.9897,329416.0
2020-12-09,27.1025,27.5791,26.9463,27.0678,491974.0
2020-12-10,26.5152,27.1116,26.5152,27.0064,424842.0
2020-12-11,26.6204,27.1555,26.5327,26.8309,355778.0
2020-12-12,26.6204,27.1555,26.5327,26.8309,355778.0
2020-12-13,26.6204,27.1555,26.5327,26.8309,355778.0
2020-12-14,27.366,27.5502,26.6555,26.7344,385407.0
2020-12-15,26.9888,27.4011,26.6555,27.366,376389.0
2020-12-16,27.4975,27.4975,27.059,27.3221,308995.0
2020-12-17,27.2344,27.5589,26.866,27.5502,446774.0
2020-12-18,27.6817,28.0326,26.7695,27.059,2253283.0
2020-12-19,27.6817,28.0326,26.7695,27.059,2253283.0
2020-12-20,27.6817,28.0326,26.7695,27.059,2253283.0
2020-12-21,26.8485,27.2651,26.1292,26.5853,751697.0
2020-12-22,26.7783,26.9581,26.4625,26.8485,581186.0
2020-12-23,27.1467,27.9361,27.1467,27.8572,478274.0
2020-12-24,27.7256,28.0238,27.2607,27.9624,275593.0
2020-12-25,27.7256,28.0238,27.2607,27.9624,275593.0
2020-12-26,27.7256,28.0238,27.2607,27.9624,275593.0
2020-12-27,27.7256,28.0238,27.2607,27.9624,275593.0
2020-12-28,27.9624,28.5325,27.7694,28.4448,600362.0
2020-12-29,28.2694,28.4448,27.6203,27.6861,615001.0
2020-12-30,27.7958,28.6729,27.6554,28.2255,716271.0
2020-12-31,28.3133,28.822,28.0808,28.4185,1002250.0
2021-01-01,28.3133,28.822,28.0808,28.4185,1002250.0
2021-01-02,28.3133,28.822,28.0808,28.4185,1002250.0
2021-01-03,28.3133,28.822,28.0808,28.4185,1002250.0
2021-01-04,28.8132,28.8132,27.7607,28.3133,804146.0
2021-01-05,28.2782,29.1202,28.2606,28.8132,648651.0
2021-01-06,29.7166,31.4533,29.6294,30.699,980501.0
2021-01-07,31.006,31.3602,30.8613,30.9972,401310.0
2021-01-08,31.0849,31.0849,30.0675,30.7692,443875.0
2021-01-09,31.0849,31.0849,30.0675,30.7692,443875.0
2021-01-10,31.0849,31.0849,30.0675,30.7692,443875.0
2021-01-11,30.471,31.3568,29.8943,31.3218,344009.0
2021-01-12,31.5673,32.0585,31.2253,31.8042,479880.0
2021-01-13,31.5937,31.8217,31.1814,31.3656,500218.0
2021-01-14,31.5586,31.7989,30.813,31.5323,377736.0
2021-01-15,30.8569,31.427,30.699,31.199,515518.0
2021-01-16,30.8569,31.427,30.699,31.199,515518.0
2021-01-17,30.8569,31.427,30.699,31.199,515518.0
2021-01-18,30.8569,31.427,30.699,31.199,515518.0
2021-01-19,31.4884,31.6638,30.9358,31.2077,430566.0
2021-01-20,31.1025,31.3832,30.6025,31.1639,515585.0
2021-01-21,31.2165,31.4533,30.471,30.7779,486615.0
2021-01-22,30.471,31.3481,30.2955,31.2954,768743.0
2021-01-23,30.471,31.3481,30.2955,31.2954,768743.0
2021-01-24,30.471,31.3481,30.2955,31.2954,768743.0
2021-01-25,30.9271,31.006,29.3483,30.4622,602709.0
2021-01-26,30.6376,30.8086,29.3219,29.4184,533719.0
2021-01-27,28.7606,29.1904,28.1729,28.3483,721406.0
2021-01-28,29.3921,29.7342,28.6334,29.5412,588951.0
2021-01-29,29.8657,29.8657,27.6905,27.7694,1746666.0
2021-01-30,29.8657,29.8657,27.6905,27.7694,1746666.0
2021-01-31,29.8657,29.8657,27.6905,27.7694,1746666.0
2021-02-01,28.5062,29.0676,27.8484,29.0062,606557.0
2021-02-02,29.2781,29.6903,28.8922,29.6114,528225.0
2021-02-03,28.9535,29.5675,28.6597,29.2342,357864.0
2021-02-04,29.3132,30.2692,29.3132,30.2341,424729.0
2021-02-05,30.5499,30.5499,29.8307,30.1552,367953.0
2021-02-06,30.5499,30.5499,29.8307,30.1552,367953.0
2021-02-07,30.5499,30.5499,29.8307,30.1552,367953.0
2021-02-08,30.2955,30.6288,30.1113,30.6288,315275.0
2021-02-09,30.506,31.1113,30.164,31.1025,277543.0
2021-02-10,31.1376,31.5147,30.8569,30.9885,364828.0
2021-02-11,30.9709,31.427,30.2078,30.7429,353783.0
2021-02-12,30.699,31.234,30.5587,31.0937,253338.0
2021-02-13,30.699,31.234,30.5587,31.0937,253338.0
2021-02-14,30.699,31.234,30.5587,31.0937,253338.0
2021-02-15,30.699,31.234,30.5587,31.0937,253338.0
2021-02-16,31.2253,31.7779,31.2253,31.3875,302126.0
2021-02-17,31.234,31.5586,31.1639,31.2954,191462.0
2021-02-18,31.2077,31.3927,30.8043,31.0586,280045.0
2021-02-19,31.199,31.9533,31.1463,31.8743,488665.0
2021-02-20,31.199,31.9533,31.1463,31.8743,488665.0
2021-02-21,31.199,31.9533,31.1463,31.8743,488665.0
2021-02-22,31.6112,32.655,31.6112,32.4971,496057.0
2021-02-23,32.6988,33.4707,32.2954,33.0146,409779.0
2021-02-24,33.3303,34.3478,33.076,34.2338,490174.0
2021-02-25,34.532,34.5408,32.7778,33.0804,466383.0
2021-02-26,32.8655,33.1725,32.1901,32.4094,448891.0
2021-02-27,32.8655,33.1725,32.1901,32.4094,448891.0
2021-02-28,32.8655,33.1725,32.1901,32.4094,448891.0
2021-03-01,33.2251,33.5847,32.8567,33.4005,425916.0
2021-03-02,33.4268,33.8654,33.1725,33.4356,451196.0
2021-03-03,33.8215,34.9969,33.7251,34.2075,465446.0
2021-03-04,34.2601,35.0056,33.4268,33.8742,560271.0
2021-03-05,34.5846,35.0846,33.9005,35.0144,633389.0
2021-03-06,34.5846,35.0846,33.9005,35.0144,633389.0
2021-03-07,34.5846,35.0846,33.9005,35.0144,633389.0
2021-03-08,35.3389,35.9442,34.6899,35.5845,663842.0
2021-03-09,35.0056,35.396,33.5321,34.5232,470795.0
2021-03-10,34.1899,35.4267,33.3303,35.3389,534469.0
2021-03-11,34.9142,35.8521,34.5426,35.4894,442832.0
2021-03-12,36.2591,36.6573,35.8433,36.0468,634325.0
