,PII US Equity,PII US Equity,PII US Equity,PII US Equity,PII US Equity
2019-04-18,87.1232,88.0077,86.4509,87.3797,600824.0
2019-04-19,87.1232,88.0077,86.4509,87.3797,600824.0
2019-04-20,87.1232,88.0077,86.4509,87.3797,600824.0
2019-04-21,87.1232,88.0077,86.4509,87.3797,600824.0
2019-04-22,87.0259,88.0165,86.5748,87.5389,709786.0
2019-04-23,88.5295,90.0862,84.7707,86.4598,2180340.0
2019-04-24,87.7158,88.0828,84.7881,85.6018,1421306.0
2019-04-25,85.3099,85.7876,83.6736,83.8417,943978.0
2019-04-26,84.6023,87.1143,83.6559,86.1944,801286.0
2019-04-27,84.6023,87.1143,83.6559,86.1944,801286.0
2019-04-28,84.6023,87.1143,83.6559,86.1944,801286.0
2019-04-29,86.3271,87.2824,85.1596,85.3188,786987.0
2019-04-30,85.5311,85.8672,83.594,85.2657,765769.0
2019-05-01,85.7787,87.99,84.9119,86.6367,900385.0
2019-05-02,87.5743,90.3162,87.1055,90.2366,875783.0
2019-05-03,90.6435,91.2715,88.7949,89.5909,494755.0
2019-05-04,90.6435,91.2715,88.7949,89.5909,494755.0
2019-05-05,90.6435,91.2715,88.7949,89.5909,494755.0
2019-05-06,88.0519,88.0519,83.3685,84.9738,1230613.0
2019-05-07,83.7798,84.9119,81.4889,82.2761,915307.0
2019-05-08,82.1877,82.9508,80.1887,80.2683,1073085.0
2019-05-09,79.0654,80.0118,77.5087,79.4899,1135924.0
2019-05-10,79.1538,79.4988,76.3677,78.5081,811804.0
2019-05-11,79.1538,79.4988,76.3677,78.5081,811804.0
2019-05-12,79.1538,79.4988,76.3677,78.5081,811804.0
2019-05-13,75.6777,76.8453,72.9137,76.1819,1057747.0
2019-05-14,76.5534,78.8,75.9075,78.3932,625564.0
2019-05-15,78.0482,79.0035,77.0443,78.5347,456626.0
2019-05-16,78.7116,79.9693,78.5789,78.8973,326861.0
2019-05-17,78.057,78.057,75.8458,75.9254,588942.0
2019-05-18,78.057,78.057,75.8458,75.9254,588942.0
2019-05-19,78.057,78.057,75.8458,75.9254,588942.0
2019-05-20,74.9348,76.1023,74.3621,76.005,439473.0
2019-05-21,79.03,79.7464,77.5883,79.6226,677096.0
2019-05-22,78.3666,79.6403,77.4379,79.0919,524658.0
2019-05-23,78.0482,78.0482,75.7485,76.4826,544746.0
2019-05-24,77.2787,77.2787,76.0669,76.3677,297271.0
2019-05-25,77.2787,77.2787,76.0669,76.3677,297271.0
2019-05-26,77.2787,77.2787,76.0669,76.3677,297271.0
2019-05-27,77.2787,77.2787,76.0669,76.3677,297271.0
2019-05-28,76.5622,77.0753,74.9436,75.1736,409466.0
2019-05-29,74.7844,75.2443,73.7053,74.8905,304305.0
2019-05-30,74.9613,76.8276,74.5279,75.4743,390902.0
2019-05-31,74.4231,74.4231,70.3875,71.1625,1061996.0
2019-06-01,74.4231,74.4231,70.3875,71.1625,1061996.0
2019-06-02,74.4231,74.4231,70.3875,71.1625,1061996.0
2019-06-03,71.1982,72.0979,71.0467,71.6881,834163.0
2019-06-04,72.9621,75.3585,72.4899,74.8329,1445862.0
2019-06-05,75.02,76.0979,73.7104,75.6614,570508.0
2019-06-06,74.8685,76.5968,73.9331,76.3474,607585.0
2019-06-07,76.481,78.5389,75.9732,78.1113,632962.0
2019-06-08,76.481,78.5389,75.9732,78.1113,632962.0
2019-06-09,76.481,78.5389,75.9732,78.1113,632962.0
2019-06-10,78.9754,82.5567,78.8596,80.6503,652469.0
2019-06-11,81.6391,82.1647,80.0356,80.8195,609958.0
2019-06-12,80.7126,81.559,79.1892,79.4298,385581.0
2019-06-13,79.8663,80.4632,79.5278,80.4186,224017.0
2019-06-14,80.1336,80.2271,78.8997,79.8218,379011.0
2019-06-15,80.1336,80.2271,78.8997,79.8218,379011.0
2019-06-16,80.1336,80.2271,78.8997,79.8218,379011.0
2019-06-17,79.9465,80.579,79.1269,80.1068,346011.0
2019-06-18,81.0601,83.7059,80.9236,83.2071,658771.0
2019-06-19,83.1269,83.4476,81.5411,81.942,373007.0
2019-06-20,83.3496,84.2316,82.0311,82.628,322381.0
2019-06-21,82.3696,83.2872,81.3184,81.8173,804894.0
2019-06-22,82.3696,83.2872,81.3184,81.8173,804894.0
2019-06-23,82.3696,83.2872,81.3184,81.8173,804894.0
2019-06-24,82.2895,82.2895,80.6949,80.7661,488707.0
2019-06-25,80.9532,81.3095,77.3809,77.6035,649687.0
2019-06-26,78.0311,79.8307,77.9777,79.1447,443692.0
2019-06-27,79.6614,80.3919,78.726,79.1269,343009.0
2019-06-28,79.5545,82.2004,79.5545,81.2739,1004306.0
2019-06-29,79.5545,82.2004,79.5545,81.2739,1004306.0
2019-06-30,79.5545,82.2004,79.5545,81.2739,1004306.0
2019-07-01,82.5924,84.5523,79.9287,80.3385,471081.0
2019-07-02,80.0534,80.0534,77.6124,77.9777,951122.0
2019-07-03,78.1915,79.7861,77.9777,78.8774,418014.0
2019-07-04,78.1915,79.7861,77.9777,78.8774,418014.0
2019-07-05,78.432,79.0645,74.8418,75.0022,733678.0
2019-07-06,78.432,79.0645,74.8418,75.0022,733678.0
2019-07-07,78.432,79.0645,74.8418,75.0022,733678.0
2019-07-08,74.6458,76.4855,74.1737,74.8596,814176.0
2019-07-09,73.942,74.1113,72.1781,73.3986,1258056.0
2019-07-10,74.0311,75.6703,73.1492,74.8329,669289.0
2019-07-11,74.9487,75.4843,73.8262,74.5835,339518.0
2019-07-12,74.9754,77.6213,74.726,76.9977,555036.0
2019-07-13,74.9754,77.6213,74.726,76.9977,555036.0
2019-07-14,74.9754,77.6213,74.726,76.9977,555036.0
2019-07-15,77.1313,78.0935,75.5991,76.971,470597.0
2019-07-16,76.7394,78.334,76.2405,77.8351,417639.0
2019-07-17,77.8173,78.0632,76.7661,76.971,486580.0
2019-07-18,76.9354,77.6837,75.7594,76.2227,503220.0
2019-07-19,76.2939,77.5411,74.9665,75.0645,510883.0
2019-07-20,76.2939,77.5411,74.9665,75.0645,510883.0
2019-07-21,76.2939,77.5411,74.9665,75.0645,510883.0
2019-07-22,74.7349,75.5946,73.4432,73.6124,1200673.0
2019-07-23,77.3986,83.4387,76.6325,82.3073,3253464.0
2019-07-24,82.9665,85.3986,82.5824,84.6503,1170143.0
2019-07-25,84.1603,85.2249,82.6993,83.02,680383.0
2019-07-26,83.6169,83.8307,82.2868,83.3229,502611.0
2019-07-27,83.6169,83.8307,82.2868,83.3229,502611.0
2019-07-28,83.6169,83.8307,82.2868,83.3229,502611.0
2019-07-29,82.432,84.7394,81.8619,83.893,804894.0
2019-07-30,83.2872,84.4454,82.1558,84.4097,539210.0
2019-07-31,85.55,86.1291,83.5278,84.3385,796828.0
2019-08-01,84.0267,84.7304,79.4476,81.8262,1107522.0
2019-08-02,81.1581,83.6258,80.4899,82.2271,579562.0
2019-08-03,81.1581,83.6258,80.4899,82.2271,579562.0
2019-08-04,81.1581,83.6258,80.4899,82.2271,579562.0
2019-08-05,79.8574,80.9175,78.6636,79.4654,759320.0
2019-08-06,80.2227,81.3184,79.1091,81.1937,439088.0
2019-08-07,79.9376,81.461,79.0823,81.1937,359949.0
2019-08-08,81.4966,83.5055,81.1713,82.2895,619575.0
2019-08-09,81.363,81.9242,80.4276,81.4431,386944.0
2019-08-10,81.363,81.9242,80.4276,81.4431,386944.0
2019-08-11,81.363,81.9242,80.4276,81.4431,386944.0
2019-08-12,80.6235,80.7394,78.8596,79.4654,228773.0
2019-08-13,78.7616,82.4721,78.7616,79.7861,788918.0
2019-08-14,78.138,78.138,74.5211,74.6191,731581.0
2019-08-15,74.8329,74.8329,72.1603,72.2583,835500.0
2019-08-16,72.9532,73.6525,69.1135,71.1893,1653986.0
2019-08-17,72.9532,73.6525,69.1135,71.1893,1653986.0
2019-08-18,72.9532,73.6525,69.1135,71.1893,1653986.0
2019-08-19,72.5701,73.8173,72.1425,73.1403,1111017.0
2019-08-20,73.0957,73.1581,72.0712,72.9086,563499.0
2019-08-21,74.138,74.9754,73.5501,73.9153,485655.0
2019-08-22,73.942,74.6547,72.7839,73.5411,406351.0
2019-08-23,72.6057,72.6057,68.6414,69.0868,745794.0
2019-08-24,72.6057,72.6057,68.6414,69.0868,745794.0
2019-08-25,72.6057,72.6057,68.6414,69.0868,745794.0
2019-08-26,70.1737,71.1803,69.1091,70.3697,471881.0
2019-08-27,71.1269,71.1805,68.8552,69.265,418756.0
2019-08-28,68.8374,71.3407,68.8374,70.5122,382810.0
2019-08-29,71.6525,73.4966,71.6525,72.9977,607558.0
2019-08-30,73.8145,74.2632,72.9438,73.617,398396.0
2019-08-31,73.8145,74.2632,72.9438,73.617,398396.0
2019-09-01,73.8145,74.2632,72.9438,73.617,398396.0
2019-09-02,73.8145,74.2632,72.9438,73.617,398396.0
2019-09-03,72.7015,73.1323,70.9064,71.8129,565924.0
2019-09-04,73.0246,73.0964,71.5796,71.8668,928312.0
2019-09-05,73.3028,75.9147,73.249,74.8107,1539488.0
2019-09-06,74.7838,74.9633,70.2332,72.4771,2288135.0
2019-09-07,74.7838,74.9633,70.2332,72.4771,2288135.0
2019-09-08,74.7838,74.9633,70.2332,72.4771,2288135.0
2019-09-09,72.7912,77.4675,72.4681,77.2072,877223.0
2019-09-10,77.3687,78.7689,76.561,78.6343,810114.0
2019-09-11,78.9843,80.4922,76.7674,80.4025,987162.0
2019-09-12,80.3217,82.036,78.8946,80.8333,840469.0
2019-09-13,81.2551,83.0278,80.4204,81.668,626882.0
2019-09-14,81.2551,83.0278,80.4204,81.668,626882.0
2019-09-15,81.2551,83.0278,80.4204,81.668,626882.0
2019-09-16,80.6538,82.9874,80.0165,81.6142,463959.0
2019-09-17,81.1385,81.8026,79.6485,81.4885,395163.0
2019-09-18,81.2192,81.5064,79.101,80.0524,407819.0
2019-09-19,80.6089,82.045,80.3671,80.5281,625810.0
2019-09-20,80.8692,81.9732,78.5715,79.1638,993554.0
2019-09-21,80.8692,81.9732,78.5715,79.1638,993554.0
2019-09-22,80.8692,81.9732,78.5715,79.1638,993554.0
2019-09-23,78.5535,79.6395,77.7098,78.4009,475377.0
2019-09-24,78.6433,79.4241,75.7262,76.4443,645702.0
2019-09-25,76.6058,79.2356,76.6058,78.751,426516.0
2019-09-26,78.5356,78.9125,76.7853,77.9432,314597.0
2019-09-27,78.2573,78.9215,76.9289,77.7816,513437.0
2019-09-28,78.2573,78.9215,76.9289,77.7816,513437.0
2019-09-29,78.2573,78.9215,76.9289,77.7816,513437.0
2019-09-30,78.0958,79.6036,77.997,78.9933,396779.0
2019-10-01,79.469,80.5102,77.8444,78.5176,460995.0
2019-10-02,77.8355,77.8355,75.8779,76.1301,448932.0
2019-10-03,75.6096,76.166,73.994,76.1032,541726.0
2019-10-04,76.2468,77.7547,75.8429,77.6021,405604.0
2019-10-05,76.2468,77.7547,75.8429,77.6021,405604.0
2019-10-06,76.2468,77.7547,75.8429,77.6021,405604.0
2019-10-07,76.8302,77.2431,75.3044,75.5557,458790.0
2019-10-08,74.9992,75.2099,73.5721,73.626,555678.0
2019-10-09,74.8825,75.5736,74.1645,75.0082,345624.0
2019-10-10,75.3313,77.0636,75.2236,75.9596,405408.0
2019-10-11,77.8893,81.5648,77.8893,80.6807,1055025.0
2019-10-12,77.8893,81.5648,77.8893,80.6807,1055025.0
2019-10-13,77.8893,81.5648,77.8893,80.6807,1055025.0
2019-10-14,79.7832,80.0704,75.807,78.9664,974825.0
2019-10-15,79.46,81.7757,78.1586,81.0218,636890.0
2019-10-16,80.4743,81.1026,79.3075,80.5909,445880.0
2019-10-17,81.2103,81.3916,79.2177,80.3935,549774.0
2019-10-18,80.0614,81.9283,79.3793,81.3,536073.0
2019-10-19,80.0614,81.9283,79.3793,81.3,536073.0
2019-10-20,80.0614,81.9283,79.3793,81.3,536073.0
2019-10-21,82.3501,83.3374,81.6142,82.036,1340708.0
2019-10-22,83.6785,92.1514,83.6785,90.9756,2032738.0
2019-10-23,91.209,92.7079,89.4946,91.2538,867798.0
2019-10-24,90.6525,91.7026,89.1177,90.4371,748672.0
2019-10-25,90.1768,91.4692,89.4498,90.9846,598466.0
2019-10-26,90.1768,91.4692,89.4498,90.9846,598466.0
2019-10-27,90.1768,91.4692,89.4498,90.9846,598466.0
2019-10-28,91.5321,93.4349,90.5268,90.6076,522145.0
2019-10-29,90.2486,91.4423,90.0272,91.2538,445256.0
2019-10-30,90.9666,91.4603,90.3922,91.0474,509863.0
2019-10-31,90.8679,90.8993,87.9598,88.5432,759673.0
2019-11-01,89.7549,90.1678,88.6061,88.9202,489018.0
2019-11-02,89.7549,90.1678,88.6061,88.9202,489018.0
2019-11-03,89.7549,90.1678,88.6061,88.9202,489018.0
2019-11-04,89.7549,91.0417,89.0818,90.5627,516544.0
2019-11-05,90.9487,93.3361,90.5896,92.5194,1326589.0
2019-11-06,92.2591,93.2823,90.7422,91.2897,503349.0
2019-11-07,92.4027,93.5695,91.7385,92.7976,1165908.0
2019-11-08,92.3847,93.381,91.5473,92.8425,361242.0
2019-11-09,92.3847,93.381,91.5473,92.8425,361242.0
2019-11-10,92.3847,93.381,91.5473,92.8425,361242.0
2019-11-11,91.918,93.0041,91.3526,92.304,268870.0
2019-11-12,92.4476,92.8874,91.7295,92.6899,528786.0
2019-11-13,92.0796,92.5912,91.1551,91.6667,413797.0
2019-11-14,91.4513,92.0078,90.5896,90.6255,364293.0
2019-11-15,91.6129,91.9808,90.9487,91.8103,221958.0
2019-11-16,91.6129,91.9808,90.9487,91.8103,221958.0
2019-11-17,91.6129,91.9808,90.9487,91.8103,221958.0
2019-11-18,91.3436,92.1514,90.6435,91.6218,268332.0
2019-11-19,91.55,92.2232,91.0025,91.191,308702.0
2019-11-20,90.4371,90.5204,87.2777,87.4392,719612.0
2019-11-21,87.7803,88.6061,86.8962,87.3495,354036.0
2019-11-22,87.7534,88.5979,87.3764,87.7265,261979.0
2019-11-23,87.7534,88.5979,87.3764,87.7265,261979.0
2019-11-24,87.7534,88.5979,87.3764,87.7265,261979.0
2019-11-25,88.2381,90.1229,88.0855,89.8357,429220.0
2019-11-26,89.9344,90.5089,89.2164,89.6831,379706.0
2019-11-27,90.2935,90.6076,88.9382,89.9344,213797.0
2019-11-28,90.2935,90.6076,88.9382,89.9344,213797.0
2019-11-29,89.6726,89.9163,87.9658,88.2277,168211.0
2019-11-30,89.6726,89.9163,87.9658,88.2277,168211.0
2019-12-01,89.6726,89.9163,87.9658,88.2277,168211.0
2019-12-02,88.4444,89.203,86.1868,86.6293,489265.0
2019-12-03,84.3536,85.7714,83.9608,85.6179,391969.0
2019-12-04,86.4035,87.8123,86.241,86.9815,418052.0
2019-12-05,86.6925,87.1486,83.7486,85.2567,1044530.0
2019-12-06,86.548,87.5775,86.0694,86.241,796033.0
2019-12-07,86.548,87.5775,86.0694,86.241,796033.0
2019-12-08,86.548,87.5775,86.0694,86.241,796033.0
2019-12-09,86.1507,87.5414,85.943,86.9634,584672.0
2019-12-10,86.6474,87.8123,85.9159,87.5775,382412.0
2019-12-11,87.7491,89.7177,87.2705,89.3836,641899.0
2019-12-12,89.4287,92.7068,88.6747,92.3636,602277.0
2019-12-13,92.7791,94.251,87.8374,89.2752,1228808.0
2019-12-14,92.7791,94.251,87.8374,89.2752,1228808.0
2019-12-15,92.7791,94.251,87.8374,89.2752,1228808.0
2019-12-16,90.4311,91.6638,89.6274,90.1783,1188768.0
2019-12-17,90.5395,91.3137,90.1241,90.684,803178.0
2019-12-18,91.2439,91.2981,90.1873,90.2686,445565.0
2019-12-19,90.097,90.7349,89.3294,89.3746,421512.0
2019-12-20,89.7448,90.7923,88.8959,89.6635,1770354.0
2019-12-21,89.7448,90.7923,88.8959,89.6635,1770354.0
2019-12-22,89.7448,90.7923,88.8959,89.6635,1770354.0
2019-12-23,89.8622,91.8128,88.914,91.6864,633169.0
2019-12-24,92.1108,92.165,90.3047,91.6593,382670.0
2019-12-25,92.1108,92.165,90.3047,91.6593,382670.0
2019-12-26,91.5058,91.9302,91.0858,91.4064,238706.0
2019-12-27,92.0295,92.3727,90.9549,91.5509,549945.0
2019-12-28,92.0295,92.3727,90.9549,91.5509,549945.0
2019-12-29,92.0295,92.3727,90.9549,91.5509,549945.0
2019-12-30,91.5238,93.059,91.1807,92.0476,324110.0
2019-12-31,91.6864,92.8784,91.6864,91.8399,391133.0
2020-01-01,91.6864,92.8784,91.6864,91.8399,391133.0
2020-01-02,92.9326,93.0951,92.0335,93.0409,451747.0
2020-01-03,91.4335,92.3998,90.8194,91.2348,629670.0
2020-01-04,91.4335,92.3998,90.8194,91.2348,629670.0
2020-01-05,91.4335,92.3998,90.8194,91.2348,629670.0
2020-01-06,89.6726,89.8532,87.0899,87.6678,1001394.0
2020-01-07,87.6497,87.9839,83.3874,85.7985,1226640.0
2020-01-08,85.5998,86.1236,84.76,85.4192,668690.0
2020-01-09,86.0423,87.5414,85.1754,85.7804,839212.0
2020-01-10,85.8888,86.0694,82.8997,83.3783,790203.0
2020-01-11,85.8888,86.0694,82.8997,83.3783,790203.0
2020-01-12,85.8888,86.0694,82.8997,83.3783,790203.0
2020-01-13,83.7125,85.8166,83.3874,85.4644,487880.0
2020-01-14,85.356,86.7557,85.1573,85.8166,506990.0
2020-01-15,85.2838,85.8707,84.3446,84.8503,424771.0
2020-01-16,85.663,86.1958,84.6607,85.2657,725502.0
2020-01-17,83.7125,84.8864,82.9178,84.0556,762575.0
2020-01-18,83.7125,84.8864,82.9178,84.0556,762575.0
2020-01-19,83.7125,84.8864,82.9178,84.0556,762575.0
2020-01-20,83.7125,84.8864,82.9178,84.0556,762575.0
2020-01-21,83.1887,83.9292,81.9064,82.8094,570754.0
2020-01-22,83.279,84.5252,83.0239,83.8931,651510.0
2020-01-23,83.3512,84.0917,82.1321,83.8931,815405.0
2020-01-24,84.3807,84.4168,81.807,82.9268,618593.0
2020-01-25,84.3807,84.4168,81.807,82.9268,618593.0
2020-01-26,84.3807,84.4168,81.807,82.9268,618593.0
2020-01-27,81.4548,83.3783,81.0394,82.1592,937855.0
2020-01-28,88.4986,92.7791,82.552,86.8822,3680349.0
2020-01-29,87.7671,88.2187,85.1393,85.3741,1012075.0
2020-01-30,84.6697,86.232,83.7757,85.3379,679962.0
2020-01-31,85.2296,85.2296,82.5566,82.9358,820203.0
2020-02-01,85.2296,85.2296,82.5566,82.9358,820203.0
2020-02-02,85.2296,85.2296,82.5566,82.9358,820203.0
2020-02-03,83.6944,84.8954,82.6017,82.8636,464140.0
2020-02-04,84.3627,85.0128,83.0261,83.1616,635719.0
2020-02-05,84.8864,86.548,84.3446,85.5637,719669.0
2020-02-06,85.7985,86.1778,83.0803,83.4506,669948.0
2020-02-07,82.8094,82.981,81.0033,81.6174,703019.0
2020-02-08,82.8094,82.981,81.0033,81.6174,703019.0
2020-02-09,82.8094,82.981,81.0033,81.6174,703019.0
2020-02-10,81.2742,82.2134,81.2009,81.6264,614158.0
2020-02-11,82.1773,84.2746,81.8251,83.9653,637754.0
2020-02-12,84.8051,86.5029,84.8051,85.7895,666558.0
2020-02-13,84.9587,85.7804,84.4439,85.4915,449620.0
2020-02-14,85.8075,85.9294,83.8253,84.7961,456289.0
2020-02-15,85.8075,85.9294,83.8253,84.7961,456289.0
2020-02-16,85.8075,85.9294,83.8253,84.7961,456289.0
2020-02-17,85.8075,85.9294,83.8253,84.7961,456289.0
2020-02-18,84.471,85.4012,83.8208,84.76,625799.0
2020-02-19,85.3741,85.5547,84.0285,84.0556,809100.0
2020-02-20,83.9563,85.3741,83.5499,85.356,504789.0
2020-02-21,84.3988,84.3988,82.0147,82.5656,773226.0
2020-02-22,84.3988,84.3988,82.0147,82.5656,773226.0
2020-02-23,84.3988,84.3988,82.0147,82.5656,773226.0
2020-02-24,79.3869,79.5494,77.7975,78.1226,754117.0
2020-02-25,78.6373,78.6373,75.1967,75.6934,780460.0
2020-02-26,76.7861,77.5401,74.9981,75.2238,538080.0
2020-02-27,73.0294,78.4567,72.5327,75.2961,1047324.0
2020-02-28,72.6667,75.5554,72.4393,75.0868,1080273.0
2020-02-29,72.6667,75.5554,72.4393,75.0868,1080273.0
2020-03-01,72.6667,75.5554,72.4393,75.0868,1080273.0
2020-03-02,75.478,77.4068,73.2854,77.3977,864575.0
2020-03-03,77.4978,79.0991,74.1315,76.8337,837127.0
2020-03-04,78.8807,84.4488,78.3348,84.1394,1635905.0
2020-03-05,81.1553,81.4646,76.5698,78.2621,1164985.0
2020-03-06,75.3325,78.9899,74.914,77.8708,888778.0
2020-03-07,75.3325,78.9899,74.914,77.8708,888778.0
2020-03-08,75.3325,78.9899,74.914,77.8708,888778.0
2020-03-09,71.7023,72.2117,64.2646,66.7893,1738799.0
2020-03-10,68.3906,70.0101,63.7869,69.4551,989832.0
2020-03-11,67.4171,68.2177,64.9606,65.9432,685366.0
2020-03-12,61.5397,61.5397,54.4432,54.8435,1028863.0
