,CWH US Equity,CWH US Equity,CWH US Equity,CWH US Equity,CWH US Equity
2023-07-21,31.6349,31.6546,30.7488,30.8768,761281.0
2023-07-22,31.6349,31.6546,30.7488,30.8768,761281.0
2023-07-23,31.6349,31.6546,30.7488,30.8768,761281.0
2023-07-24,31.0638,31.4281,30.6454,30.8374,568321.0
2023-07-25,31.438,31.8988,30.7685,30.8177,992986.0
2023-07-26,30.8177,31.7038,30.8177,31.6841,735170.0
2023-07-27,31.9204,32.0386,30.7881,31.0638,605774.0
2023-07-28,31.3297,31.7343,31.0146,31.4872,982782.0
2023-07-29,31.3297,31.7343,31.0146,31.4872,982782.0
2023-07-30,31.3297,31.7343,31.0146,31.4872,982782.0
2023-07-31,31.7334,31.7727,30.926,31.5364,1278344.0
2023-08-01,31.2903,31.3887,30.67,30.7881,1076359.0
2023-08-02,25.9341,30.0202,25.9341,26.9778,4172502.0
2023-08-03,26.8793,27.0565,25.2154,26.1015,2739510.0
2023-08-04,25.9046,27.6719,25.5206,27.0073,1733664.0
2023-08-05,25.9046,27.6719,25.5206,27.0073,1733664.0
2023-08-06,25.9046,27.6719,25.5206,27.0073,1733664.0
2023-08-07,28.307,28.7894,27.155,27.8541,1479818.0
2023-08-08,27.3322,27.795,27.0467,27.7753,874493.0
2023-08-09,27.6375,27.7753,27.1747,27.2928,830696.0
2023-08-10,27.3815,27.7753,26.8596,27.2928,559357.0
2023-08-11,27.1649,27.5587,27.0861,27.1747,524014.0
2023-08-12,27.1649,27.5587,27.0861,27.1747,524014.0
2023-08-13,27.1649,27.5587,27.0861,27.1747,524014.0
2023-08-14,27.027,27.4996,26.8074,27.4799,538122.0
2023-08-15,27.3913,27.4012,26.0769,26.0916,901413.0
2023-08-16,26.0916,26.2886,25.5009,25.5107,596461.0
2023-08-17,25.6387,26.0523,25.2055,25.3926,774644.0
2023-08-18,25.1563,25.9341,25.1071,25.6584,613414.0
2023-08-19,25.1563,25.9341,25.1071,25.6584,613414.0
2023-08-20,25.1563,25.9341,25.1071,25.6584,613414.0
2023-08-21,25.6387,25.9243,25.1858,25.2055,399625.0
2023-08-22,25.304,25.3532,24.5262,24.92,710560.0
2023-08-23,24.8708,25.5501,24.7723,25.1957,642299.0
2023-08-24,24.92,25.2614,24.2209,24.4769,841596.0
2023-08-25,24.6049,24.8117,23.96,24.1323,1048924.0
2023-08-26,24.6049,24.8117,23.96,24.1323,1048924.0
2023-08-27,24.6049,24.8117,23.96,24.1323,1048924.0
2023-08-28,24.1717,24.5557,23.9256,24.536,1104955.0
2023-08-29,24.5951,25.432,24.3341,25.4221,1053676.0
2023-08-30,25.1464,25.4615,24.6148,24.7428,857303.0
2023-08-31,24.8609,24.9692,24.3391,24.3489,1804112.0
2023-09-01,25.2547,25.5797,24.6443,24.9397,1105385.0
2023-09-02,25.2547,25.5797,24.6443,24.9397,1105385.0
2023-09-03,25.2547,25.5797,24.6443,24.9397,1105385.0
2023-09-04,25.2547,25.5797,24.6443,24.9397,1105385.0
2023-09-05,24.5754,24.6689,23.0493,23.0886,1226623.0
2023-09-06,23.1871,23.2166,22.6456,22.7539,1266538.0
2023-09-07,22.6456,22.6554,22.2321,22.2714,786616.0
2023-09-08,22.1533,22.2124,21.4198,21.661,1614719.0
2023-09-09,22.1533,22.2124,21.4198,21.661,1614719.0
2023-09-10,22.1533,22.2124,21.4198,21.661,1614719.0
2023-09-11,21.9564,22.3601,21.6708,21.8579,940859.0
2023-09-12,21.9564,22.2222,21.6905,21.7595,841963.0
2023-09-13,21.4475,21.5961,21.1039,21.3386,972575.0
2023-09-14,21.5069,21.7347,21.3089,21.6456,919924.0
2023-09-15,21.4079,21.4418,20.8831,21.0317,2134494.0
2023-09-16,21.4079,21.4418,20.8831,21.0317,2134494.0
2023-09-17,21.4079,21.4418,20.8831,21.0317,2134494.0
2023-09-18,20.9623,21.0812,20.2296,20.289,1628298.0
2023-09-19,20.2395,20.2989,19.7642,20.0316,1347786.0
2023-09-20,20.0811,20.4573,20.0118,20.1306,1176416.0
2023-09-21,19.8236,20.0712,19.6355,19.6949,1986911.0
2023-09-22,19.6355,19.883,19.6256,19.7444,897533.0
2023-09-23,19.6355,19.883,19.6256,19.7444,897533.0
2023-09-24,19.6355,19.883,19.6256,19.7444,897533.0
2023-09-25,19.6157,19.7444,19.1008,19.5464,1224901.0
2023-09-26,19.2493,19.8731,19.2394,19.5068,1040910.0
2023-09-27,19.6553,19.784,19.081,19.4077,887648.0
2023-09-28,19.279,20.2989,19.279,20.1999,940028.0
2023-09-29,20.3286,20.6554,20.0316,20.2098,775256.0
2023-09-30,20.3286,20.6554,20.0316,20.2098,775256.0
2023-10-01,20.3286,20.6554,20.0316,20.2098,775256.0
2023-10-02,20.1702,20.3979,19.8583,19.9226,987302.0
2023-10-03,19.7444,20.0019,18.9721,19.1602,751942.0
2023-10-04,19.1899,19.2394,18.2393,18.3878,1104966.0
2023-10-05,18.1502,18.1997,17.4274,17.5165,1506267.0
2023-10-06,17.3779,18.3185,17.0709,17.8135,1091078.0
2023-10-07,17.3779,18.3185,17.0709,17.8135,1091078.0
2023-10-08,17.3779,18.3185,17.0709,17.8135,1091078.0
2023-10-09,17.4967,17.7541,17.1402,17.5462,627485.0
2023-10-10,17.6551,18.4572,17.6155,18.2096,910285.0
2023-10-11,18.1799,18.4176,17.6155,17.7739,783372.0
2023-10-12,17.764,17.764,16.863,17.1105,870348.0
2023-10-13,17.1006,17.1699,16.7243,16.9719,773536.0
2023-10-14,17.1006,17.1699,16.7243,16.9719,773536.0
2023-10-15,17.1006,17.1699,16.7243,16.9719,773536.0
2023-10-16,17.2095,17.7343,17.061,17.5858,934330.0
2023-10-17,17.4076,18.0413,17.4076,18.0314,1185372.0
2023-10-18,17.665,17.8234,17.2926,17.4868,1187042.0
2023-10-19,17.4373,17.566,16.8729,17.0511,1038596.0
2023-10-20,17.1204,17.3977,16.9818,17.0412,833815.0
2023-10-21,17.1204,17.3977,16.9818,17.0412,833815.0
2023-10-22,17.1204,17.3977,16.9818,17.0412,833815.0
2023-10-23,17.061,17.8036,16.962,17.3283,965984.0
2023-10-24,17.4967,18.0215,17.2689,17.2788,717833.0
2023-10-25,17.0313,17.2981,16.7342,16.9422,933118.0
2023-10-26,17.1006,17.6452,17.0412,17.2095,1313178.0
2023-10-27,17.2095,17.3283,16.3084,16.4075,1340933.0
2023-10-28,17.2095,17.3283,16.3084,16.4075,1340933.0
2023-10-29,17.2095,17.3283,16.3084,16.4075,1340933.0
2023-10-30,16.6847,16.863,16.254,16.358,974855.0
2023-10-31,16.1698,16.6352,16.0213,16.5857,1357540.0
2023-11-01,16.5659,17.1897,16.0386,17.1105,2140421.0
2023-11-02,20.9128,22.7744,18.2443,18.4275,2794934.0
2023-11-03,18.8136,19.3879,18.8136,18.9424,1328050.0
2023-11-04,18.8136,19.3879,18.8136,18.9424,1328050.0
2023-11-05,18.8136,19.3879,18.8136,18.9424,1328050.0
2023-11-06,18.7641,19.0117,18.5859,18.7938,778694.0
2023-11-07,18.6552,19.1008,18.5067,19.0117,717646.0
2023-11-08,18.8631,18.8928,18.5661,18.7245,984198.0
2023-11-09,18.8334,18.8334,17.9423,18.1205,824525.0
2023-11-10,18.269,18.4671,17.566,18.4572,1519633.0
2023-11-11,18.269,18.4671,17.566,18.4572,1519633.0
2023-11-12,18.269,18.4671,17.566,18.4572,1519633.0
2023-11-13,18.3878,19.2097,18.3878,18.8334,825280.0
2023-11-14,19.8038,21.0218,19.5761,20.8039,1644627.0
2023-11-15,20.9524,21.7347,20.8534,21.1109,1185283.0
2023-11-16,20.8534,21.0713,20.4474,20.6851,923024.0
2023-11-17,20.9227,21.4327,20.8336,21.3881,888411.0
2023-11-18,20.9227,21.4327,20.8336,21.3881,888411.0
2023-11-19,20.9227,21.4327,20.8336,21.3881,888411.0
2023-11-20,21.3089,21.6852,21.0515,21.6654,770336.0
2023-11-21,21.3782,21.502,21.0119,21.1406,537960.0
2023-11-22,21.4475,21.4723,21.0416,21.1802,538574.0
2023-11-23,21.4475,21.4723,21.0416,21.1802,538574.0
2023-11-24,21.2099,21.4277,20.8534,21.1802,404458.0
2023-11-25,21.2099,21.4277,20.8534,21.1802,404458.0
2023-11-26,21.2099,21.4277,20.8534,21.1802,404458.0
2023-11-27,21.0317,21.2495,20.9227,21.1109,743999.0
2023-11-28,21.0812,21.4673,20.893,21.2891,685896.0
2023-11-29,21.6357,21.903,21.3089,21.4475,908739.0
2023-11-30,21.4772,21.5367,20.8633,20.9326,725757.0
2023-12-01,20.8435,22.0516,20.596,22.0119,752511.0
2023-12-02,20.8435,22.0516,20.596,22.0119,752511.0
2023-12-03,20.8435,22.0516,20.596,22.0119,752511.0
2023-12-04,21.9327,22.4872,21.7545,22.2595,623634.0
2023-12-05,22.0119,22.3189,21.6258,21.6357,594279.0
2023-12-06,21.9228,22.5268,21.7446,22.1803,664547.0
2023-12-07,22.2199,22.6853,22.0318,22.6061,558846.0
2023-12-08,22.5962,23.1903,22.5962,23.1705,683162.0
2023-12-09,22.5962,23.1903,22.5962,23.1705,683162.0
2023-12-10,22.5962,23.1903,22.5962,23.1705,683162.0
2023-12-11,23.1903,23.8686,23.0913,23.6161,792871.0
2023-12-12,23.6458,23.8834,23.2893,23.6161,715888.0
2023-12-13,23.7305,25.5919,23.4419,25.4227,1754841.0
2023-12-14,25.9503,27.9212,25.9304,27.5031,2199472.0
2023-12-15,27.5031,27.5429,26.8959,27.1846,1314002.0
2023-12-16,27.5031,27.5429,26.8959,27.1846,1314002.0
2023-12-17,27.5031,27.5429,26.8959,27.1846,1314002.0
2023-12-18,27.2145,27.2742,26.6073,26.7267,812919.0
2023-12-19,26.9756,27.4036,26.876,27.2642,808350.0
2023-12-20,26.886,27.1348,25.9005,25.9105,1015018.0
2023-12-21,26.5774,26.9158,26.3783,26.8462,602545.0
2023-12-22,26.5973,27.1348,26.5475,26.6272,628746.0
2023-12-23,26.5973,27.1348,26.5475,26.6272,628746.0
2023-12-24,26.5973,27.1348,26.5475,26.6272,628746.0
2023-12-25,26.5973,27.1348,26.5475,26.6272,628746.0
2023-12-26,26.667,27.2194,26.3883,27.1448,571874.0
2023-12-27,27.1647,27.4135,26.9158,27.2941,587563.0
2023-12-28,27.1149,27.1746,26.6968,26.9955,679892.0
2023-12-29,26.7566,26.8909,25.6716,26.1394,1235466.0
2023-12-30,26.7566,26.8909,25.6716,26.1394,1235466.0
2023-12-31,26.7566,26.8909,25.6716,26.1394,1235466.0
2024-01-01,26.7566,26.8909,25.6716,26.1394,1235466.0
2024-01-02,25.7711,27.0154,25.7711,26.3186,1015637.0
2024-01-03,25.6517,25.8707,24.2332,24.3178,1001533.0
2024-01-04,24.3975,25.5322,24.1686,25.154,1106861.0
2024-01-05,24.925,25.4526,24.497,24.6363,844431.0
2024-01-06,24.925,25.4526,24.497,24.6363,844431.0
2024-01-07,24.925,25.4526,24.497,24.6363,844431.0
2024-01-08,24.716,25.7014,24.5965,25.5322,1175816.0
2024-01-09,25.1639,25.4625,24.7857,25.0644,988707.0
2024-01-10,25.0843,25.2236,24.7259,25.0942,752694.0
2024-01-11,25.0743,25.4227,24.5368,25.1241,862840.0
2024-01-12,25.8109,25.8109,24.8952,25.1739,1397845.0
2024-01-13,25.8109,25.8109,24.8952,25.1739,1397845.0
2024-01-14,25.8109,25.8109,24.8952,25.1739,1397845.0
2024-01-15,25.8109,25.8109,24.8952,25.1739,1397845.0
2024-01-16,24.9947,24.9947,24.069,24.497,1260481.0
2024-01-17,24.0889,24.4472,23.5613,23.7604,841295.0
2024-01-18,24.2183,24.8553,23.9893,24.6563,612304.0
2024-01-19,24.8255,25.6517,24.3079,25.4625,921720.0
2024-01-20,24.8255,25.6517,24.3079,25.4625,921720.0
2024-01-21,24.8255,25.6517,24.3079,25.4625,921720.0
2024-01-22,25.6517,26.1295,25.4625,25.9503,717714.0
2024-01-23,26.438,26.6272,25.353,25.6815,743222.0
2024-01-24,26.1394,26.1394,24.706,24.9748,721225.0
2024-01-25,25.4128,25.582,24.6065,25.1241,691512.0
2024-01-26,25.4227,25.7313,24.925,25.154,615410.0
2024-01-27,25.4227,25.7313,24.925,25.154,615410.0
2024-01-28,25.4227,25.7313,24.925,25.154,615410.0
2024-01-29,25.0843,25.7711,24.8354,25.6218,750351.0
2024-01-30,25.2834,25.383,24.8354,24.9449,595428.0
2024-01-31,24.7956,25.572,24.4273,24.7359,973992.0
2024-02-01,25.0146,25.3929,24.4771,25.3232,670623.0
2024-02-02,24.6861,25.3331,24.2581,25.0843,746634.0
2024-02-03,24.6861,25.3331,24.2581,25.0843,746634.0
2024-02-04,24.6861,25.3331,24.2581,25.0843,746634.0
2024-02-05,24.5667,24.8752,24.2481,24.6264,529056.0
2024-02-06,24.487,25.1639,24.3427,24.9748,496334.0
2024-02-07,25.0942,25.0942,24.5667,24.5866,533456.0
2024-02-08,24.5468,24.7458,24.278,24.3875,878872.0
2024-02-09,24.4472,25.587,24.3524,25.2635,906100.0
2024-02-10,24.4472,25.587,24.3524,25.2635,906100.0
2024-02-11,24.4472,25.587,24.3524,25.2635,906100.0
2024-02-12,25.2933,26.2986,25.2485,26.1792,836519.0
2024-02-13,24.8852,25.9403,24.4821,25.7612,1234276.0
2024-02-14,26.3783,26.5376,25.7213,26.2688,909592.0
2024-02-15,26.5873,26.7964,26.0498,26.448,802287.0
2024-02-16,25.9204,26.2489,25.8109,25.8607,661357.0
2024-02-17,25.9204,26.2489,25.8109,25.8607,661357.0
2024-02-18,25.9204,26.2489,25.8109,25.8607,661357.0
2024-02-19,25.9204,26.2489,25.8109,25.8607,661357.0
2024-02-20,25.3729,25.6218,24.8852,25.6118,880366.0
2024-02-21,25.363,25.8507,24.6563,24.9847,1461032.0
2024-02-22,24.8653,25.8607,24.4671,25.1141,1668992.0
2024-02-23,25.0743,25.2933,24.6133,25.0743,1488996.0
2024-02-24,25.0743,25.2933,24.6133,25.0743,1488996.0
2024-02-25,25.0743,25.2933,24.6133,25.0743,1488996.0
2024-02-26,24.8056,25.6716,24.7956,25.3431,1115287.0
2024-02-27,25.7711,26.8661,25.7612,26.438,1363145.0
2024-02-28,26.0598,26.5774,25.8308,26.2688,791323.0
2024-02-29,26.7864,26.8262,26.239,26.5674,672208.0
2024-03-01,26.5177,27.533,26.0697,27.3538,1097015.0
2024-03-02,26.5177,27.533,26.0697,27.3538,1097015.0
2024-03-03,26.5177,27.533,26.0697,27.3538,1097015.0
2024-03-04,27.3936,27.4683,26.4082,26.9656,875325.0
2024-03-05,26.7566,28.5334,26.5475,28.399,1413459.0
2024-03-06,28.18,28.4189,27.3737,27.4434,1449603.0
2024-03-07,27.6126,27.9511,26.9258,26.9955,777440.0
2024-03-08,27.3638,28.5881,27.1249,27.6325,1197656.0
2024-03-09,27.3638,28.5881,27.1249,27.6325,1197656.0
2024-03-10,27.3638,28.5881,27.1249,27.6325,1197656.0
2024-03-11,27.5828,27.7618,26.6944,26.9756,925895.0
2024-03-12,27.0751,27.2792,26.8362,27.095,611536.0
2024-03-13,27.02,27.43,26.975,27.11,614716.0
2024-03-14,27.14,27.17,25.175,25.56,1260034.0
2024-03-15,25.56,26.51,25.445,25.88,1443032.0
2024-03-16,25.56,26.51,25.445,25.88,1443032.0
2024-03-17,25.56,26.51,25.445,25.88,1443032.0
2024-03-18,25.82,25.89,25.08,25.21,1269502.0
2024-03-19,25.0,25.25,24.41,25.0,1015537.0
2024-03-20,24.74,25.53,24.59,25.28,809544.0
2024-03-21,25.29,25.7,25.17,25.62,943987.0
2024-03-22,25.61,25.61,25.09,25.35,607938.0
2024-03-23,25.61,25.61,25.09,25.35,607938.0
2024-03-24,25.61,25.61,25.09,25.35,607938.0
2024-03-25,25.59,26.0599,25.3301,25.48,597025.0
2024-03-26,25.88,26.365,25.58,26.21,792060.0
2024-03-27,26.6,27.03,26.51,26.91,785951.0
2024-03-28,27.0,28.33,26.97,27.85,1153885.0
2024-03-29,27.0,28.33,26.97,27.85,1153885.0
2024-03-30,27.0,28.33,26.97,27.85,1153885.0
2024-03-31,27.0,28.33,26.97,27.85,1153885.0
2024-04-01,27.74,28.28,27.35,27.95,918815.0
2024-04-02,27.49,27.565,26.309,26.65,797831.0
2024-04-03,26.45,27.32,26.32,27.09,733297.0
2024-04-04,27.44,27.5,25.89,25.9,660395.0
2024-04-05,25.76,26.06,25.58,25.73,620945.0
2024-04-06,25.76,26.06,25.58,25.73,620945.0
2024-04-07,25.76,26.06,25.58,25.73,620945.0
2024-04-08,26.12,26.29,25.64,25.9,700028.0
