,PPBI US Equity,PPBI US Equity,PPBI US Equity,PPBI US Equity,PPBI US Equity
2020-04-06,13.989,14.5834,13.6039,13.9555,476677.0
2020-04-07,14.5248,15.3033,14.2987,14.801,662404.0
2020-04-08,15.1526,15.3787,14.8596,15.1359,607948.0
2020-04-09,15.6717,16.8102,15.6591,16.7767,558188.0
2020-04-10,15.6717,16.8102,15.6591,16.7767,558188.0
2020-04-11,15.6717,16.8102,15.6591,16.7767,558188.0
2020-04-12,15.6717,16.8102,15.6591,16.7767,558188.0
2020-04-13,16.7767,16.8186,15.4373,15.6968,477140.0
2020-04-14,16.1321,16.626,15.1108,15.9689,519228.0
2020-04-15,15.161,15.2698,14.801,14.9433,455125.0
2020-04-16,14.9768,15.0271,13.7378,14.3406,550129.0
2020-04-17,14.7257,15.6661,14.7257,15.521,420529.0
2020-04-18,14.7257,15.6661,14.7257,15.521,420529.0
2020-04-19,14.7257,15.6661,14.7257,15.521,420529.0
2020-04-20,15.0354,15.7889,14.8345,15.0857,384306.0
2020-04-21,14.5164,15.0522,14.2736,14.8931,309844.0
2020-04-22,15.3535,15.4718,14.3657,14.6838,301620.0
2020-04-23,14.7759,15.5377,14.7759,15.1945,287002.0
2020-04-24,15.2698,15.6298,14.8178,15.4373,211682.0
2020-04-25,15.2698,15.6298,14.8178,15.4373,211682.0
2020-04-26,15.2698,15.6298,14.8178,15.4373,211682.0
2020-04-27,15.7135,16.9274,15.5712,16.6093,286402.0
2020-04-28,17.9571,18.7315,17.4632,17.8399,717451.0
2020-04-29,18.5682,18.5682,17.865,17.9822,732182.0
2020-04-30,17.6223,18.0994,16.9107,17.8734,663657.0
2020-05-01,17.2706,17.3711,16.3414,16.7014,305376.0
2020-05-02,17.2706,17.3711,16.3414,16.7014,305376.0
2020-05-03,17.2706,17.3711,16.3414,16.7014,305376.0
2020-05-04,16.4167,16.6679,16.0568,16.5339,444737.0
2020-05-05,16.7432,17.12,16.6093,16.6093,661718.0
2020-05-06,16.6846,16.8311,15.5963,15.6968,533023.0
2020-05-07,15.9683,16.7234,15.9683,16.3586,399977.0
2020-05-08,16.8337,17.7077,16.7828,17.5974,490231.0
2020-05-09,16.8337,17.7077,16.7828,17.5974,490231.0
2020-05-10,16.8337,17.7077,16.7828,17.5974,490231.0
2020-05-11,17.3174,17.3174,16.2313,16.3077,565731.0
2020-05-12,16.2313,16.435,15.1283,15.1792,504428.0
2020-05-13,15.0944,15.0944,13.881,14.4241,427407.0
2020-05-14,13.9998,14.5598,13.3295,14.458,504096.0
2020-05-15,14.3392,14.6616,14.0932,14.3392,534854.0
2020-05-16,14.3392,14.6616,14.0932,14.3392,534854.0
2020-05-17,14.3392,14.6616,14.0932,14.3392,534854.0
2020-05-18,15.0519,16.7234,15.0519,16.5877,546869.0
2020-05-19,16.4943,16.5877,15.6883,15.6968,389355.0
2020-05-20,15.8919,16.7828,15.8919,16.698,510090.0
2020-05-21,16.664,16.961,16.3925,16.4265,387089.0
2020-05-22,16.4943,16.6895,16.155,16.5028,294886.0
2020-05-23,16.4943,16.6895,16.155,16.5028,294886.0
2020-05-24,16.4943,16.6895,16.155,16.5028,294886.0
2020-05-25,16.4943,16.6895,16.155,16.5028,294886.0
2020-05-26,17.4446,18.1743,17.4446,18.0555,404528.0
2020-05-27,18.6664,19.5234,18.2507,19.4725,596626.0
2020-05-28,19.9731,19.9731,18.7428,18.8531,721385.0
2020-05-29,18.3864,18.4883,17.3343,18.344,2495179.0
2020-05-30,18.3864,18.4883,17.3343,18.344,2495179.0
2020-05-31,18.3864,18.4883,17.3343,18.344,2495179.0
2020-06-01,18.2252,19.3792,18.0301,18.7598,905338.0
2020-06-02,19.0992,19.3537,18.6155,18.7937,912663.0
2020-06-03,19.6082,20.0155,19.201,19.2773,769431.0
2020-06-04,19.1246,19.9137,18.8531,19.7525,655378.0
2020-06-05,21.1949,22.0434,20.9573,21.2076,970658.0
2020-06-06,21.1949,22.0434,20.9573,21.2076,970658.0
2020-06-07,21.1949,22.0434,20.9573,21.2076,970658.0
2020-06-08,21.8991,22.7476,21.8397,22.7221,925203.0
2020-06-09,21.8906,22.0773,20.5204,20.7622,2479906.0
2020-06-10,20.567,21.39,19.2773,19.3282,1002194.0
2020-06-11,17.7925,18.8107,16.5622,16.6301,1403372.0
2020-06-12,17.6228,17.818,16.5537,17.3895,1354479.0
2020-06-13,17.6228,17.818,16.5537,17.3895,1354479.0
2020-06-14,17.6228,17.818,16.5537,17.3895,1354479.0
2020-06-15,16.4943,18.1022,16.2992,17.8604,697015.0
2020-06-16,18.7513,19.0143,18.187,18.6155,756640.0
2020-06-17,19.2349,19.2349,18.0216,18.1616,748278.0
2020-06-18,17.8519,18.7852,17.8519,18.344,534876.0
2020-06-19,18.6919,18.6919,17.8264,18.0725,1220985.0
2020-06-20,18.6919,18.6919,17.8264,18.0725,1220985.0
2020-06-21,18.6919,18.6919,17.8264,18.0725,1220985.0
2020-06-22,17.7925,18.2761,17.4446,18.2507,657394.0
2020-06-23,18.6919,18.7767,17.6313,17.9367,456541.0
2020-06-24,17.6143,17.6143,16.8168,17.1731,558976.0
2020-06-25,17.0883,17.7331,16.8592,17.7161,391121.0
2020-06-26,17.224,17.8509,16.4519,16.681,1532654.0
2020-06-27,17.224,17.8509,16.4519,16.681,1532654.0
2020-06-28,17.224,17.8509,16.4519,16.681,1532654.0
2020-06-29,17.1986,18.0895,16.9695,17.8604,616828.0
2020-06-30,17.6907,18.4967,17.5337,18.3949,606767.0
2020-07-01,18.4119,18.5307,17.1137,17.1646,400296.0
2020-07-02,17.7671,18.0004,17.0034,17.1392,378982.0
2020-07-03,17.7671,18.0004,17.0034,17.1392,378982.0
2020-07-04,17.7671,18.0004,17.0034,17.1392,378982.0
2020-07-05,17.7671,18.0004,17.0034,17.1392,378982.0
2020-07-06,17.6992,17.9283,17.0713,17.3174,320410.0
2020-07-07,17.1731,17.1731,16.4859,16.5792,361140.0
2020-07-08,16.5198,16.7828,15.9853,16.384,372447.0
2020-07-09,16.2907,16.5792,15.4847,15.6968,343743.0
2020-07-10,15.8156,16.4689,15.8156,16.4519,310804.0
2020-07-11,15.8156,16.4689,15.8156,16.4519,310804.0
2020-07-12,15.8156,16.4689,15.8156,16.4519,310804.0
2020-07-13,16.7065,16.9695,16.1295,16.6556,324185.0
2020-07-14,16.5707,16.6301,15.9513,16.2143,278148.0
2020-07-15,16.8337,17.7246,16.698,17.6143,664059.0
2020-07-16,17.4446,17.9198,17.1434,17.7246,578581.0
2020-07-17,17.538,17.7501,16.9483,16.9949,309167.0
2020-07-18,17.538,17.7501,16.9483,16.9949,309167.0
2020-07-19,17.538,17.7501,16.9483,16.9949,309167.0
2020-07-20,16.7574,17.0289,16.6216,16.6556,439376.0
2020-07-21,16.9356,17.7501,16.9356,17.6907,354218.0
2020-07-22,17.4022,17.6992,17.1562,17.4871,477657.0
2020-07-23,17.4277,18.3186,17.3258,18.0301,542037.0
2020-07-24,18.1319,18.2337,17.6568,17.8858,352883.0
2020-07-25,18.1319,18.2337,17.6568,17.8858,352883.0
2020-07-26,18.1319,18.2337,17.6568,17.8858,352883.0
2020-07-27,16.7574,17.7458,16.7574,17.6483,648520.0
2020-07-28,17.3174,17.8774,17.3174,17.5804,478406.0
2020-07-29,17.6907,18.1913,17.3937,18.1319,458832.0
2020-07-30,17.6822,18.1998,17.1859,18.081,505083.0
2020-07-31,17.9961,18.1658,17.0162,17.8264,505177.0
2020-08-01,17.9961,18.1658,17.0162,17.8264,505177.0
2020-08-02,17.9961,18.1658,17.0162,17.8264,505177.0
2020-08-03,17.9452,18.1149,17.5634,17.8434,380002.0
2020-08-04,17.8434,18.081,17.3428,17.5549,548132.0
2020-08-05,17.8519,18.4713,17.7671,18.4373,470681.0
2020-08-06,18.3,18.6949,18.2142,18.3944,293098.0
2020-08-07,18.3687,19.3558,18.1841,19.3386,459449.0
2020-08-08,18.3687,19.3558,18.1841,19.3386,459449.0
2020-08-09,18.3687,19.3558,18.1841,19.3386,459449.0
2020-08-10,19.4245,20.1884,19.0983,19.8021,428412.0
2020-08-11,20.1712,20.8836,19.9738,20.1369,395618.0
2020-08-12,20.6519,20.6519,19.6734,20.0511,345468.0
2020-08-13,19.8965,20.0167,19.4202,19.6562,232407.0
2020-08-14,19.4674,20.0382,19.3858,19.785,368072.0
2020-08-15,19.4674,20.0382,19.3858,19.785,368072.0
2020-08-16,19.4674,20.0382,19.3858,19.785,368072.0
2020-08-17,19.6991,19.6991,19.2013,19.5103,311034.0
2020-08-18,19.5618,19.5618,18.6863,18.7464,348259.0
2020-08-19,18.8494,19.1154,18.5747,18.8408,325230.0
2020-08-20,18.5232,18.6691,18.2657,18.3086,297373.0
2020-08-21,18.2829,18.4889,18.0683,18.3344,309095.0
2020-08-22,18.2829,18.4889,18.0683,18.3344,309095.0
2020-08-23,18.2829,18.4889,18.0683,18.3344,309095.0
2020-08-24,18.5575,19.5017,18.4202,19.4502,340976.0
2020-08-25,19.6991,19.9566,19.3129,19.5661,543930.0
2020-08-26,19.4674,19.6991,18.9438,18.9953,465580.0
2020-08-27,19.0639,19.6219,19.0639,19.3558,296430.0
2020-08-28,19.3644,19.7335,19.0382,19.373,360640.0
2020-08-29,19.3644,19.7335,19.0382,19.373,360640.0
2020-08-30,19.3644,19.7335,19.0382,19.373,360640.0
2020-08-31,19.1584,19.639,19.0639,19.3901,521728.0
2020-09-01,19.1755,19.4159,18.918,19.0639,466767.0
2020-09-02,19.0039,19.2871,18.8064,19.1841,344090.0
2020-09-03,19.3215,20.0339,19.1755,19.2442,348815.0
2020-09-04,19.8193,19.888,19.2013,19.639,279748.0
2020-09-05,19.8193,19.888,19.2013,19.639,279748.0
2020-09-06,19.8193,19.888,19.2013,19.639,279748.0
2020-09-07,19.8193,19.888,19.2013,19.639,279748.0
2020-09-08,19.5017,19.742,18.2914,18.2914,686166.0
2020-09-09,18.3515,18.6219,17.8794,18.0425,395395.0
2020-09-10,18.1884,18.3086,17.7078,17.7163,348700.0
2020-09-11,17.8794,18.5489,17.7078,18.4631,610904.0
2020-09-12,17.8794,18.5489,17.7078,18.4631,610904.0
2020-09-13,17.8794,18.5489,17.7078,18.4631,610904.0
2020-09-14,18.5489,19.27,18.5318,19.0554,597599.0
2020-09-15,19.1841,19.27,18.7206,18.8665,470003.0
2020-09-16,18.9867,19.5875,18.5961,19.1498,617835.0
2020-09-17,18.815,19.506,18.8064,19.1498,588975.0
2020-09-18,19.3043,19.3086,18.403,18.4889,2896931.0
2020-09-19,19.3043,19.3086,18.403,18.4889,2896931.0
2020-09-20,19.3043,19.3086,18.403,18.4889,2896931.0
2020-09-21,17.9309,18.5833,16.8666,17.1412,741429.0
2020-09-22,17.1498,17.2786,16.4202,16.5919,560748.0
2020-09-23,16.5747,16.8837,15.9911,16.034,492236.0
2020-09-24,16.1026,16.7722,15.8537,16.4031,435672.0
2020-09-25,16.5919,16.8322,16.1026,16.7121,314132.0
2020-09-26,16.5919,16.8322,16.1026,16.7121,314132.0
2020-09-27,16.5919,16.8322,16.1026,16.7121,314132.0
2020-09-28,17.0812,17.6648,17.0812,17.4331,286869.0
2020-09-29,17.27,17.5361,16.9953,17.373,349459.0
2020-09-30,17.5704,17.7764,17.0726,17.2872,458820.0
2020-10-01,17.2442,17.8279,16.9867,17.7936,473348.0
2020-10-02,17.4417,18.5747,17.4245,18.506,298450.0
2020-10-03,17.4417,18.5747,17.4245,18.506,298450.0
2020-10-04,17.4417,18.5747,17.4245,18.506,298450.0
2020-10-05,18.7549,19.4931,18.6004,19.4416,292869.0
2020-10-06,19.7935,20.4802,19.4073,19.4931,705026.0
2020-10-07,19.785,20.3171,19.639,20.2141,501133.0
2020-10-08,20.5231,20.6261,20.1455,20.6004,262876.0
2020-10-09,20.9008,20.9266,20.4158,20.6862,341118.0
2020-10-10,20.9008,20.9266,20.4158,20.6862,341118.0
2020-10-11,20.9008,20.9266,20.4158,20.6862,341118.0
2020-10-12,20.6519,21.1068,20.4545,21.0467,265965.0
2020-10-13,21.0382,21.0382,20.4931,20.6776,321183.0
2020-10-14,20.7549,20.9523,20.1798,20.1884,394242.0
2020-10-15,19.7335,20.7549,19.7335,20.6176,330206.0
2020-10-16,20.4631,20.8665,19.4931,20.815,298151.0
2020-10-17,20.4631,20.8665,19.4931,20.815,298151.0
2020-10-18,20.4631,20.8665,19.4931,20.815,298151.0
2020-10-19,21.021,21.3128,20.5403,20.609,245261.0
2020-10-20,20.9437,21.4416,20.9437,21.1154,162873.0
2020-10-21,21.1669,21.4416,21.0811,21.1927,244057.0
2020-10-22,21.3472,22.6089,21.3472,22.5703,478627.0
2020-10-23,22.8493,23.1068,22.5231,22.8493,418576.0
2020-10-24,22.8493,23.1068,22.5231,22.8493,418576.0
2020-10-25,22.8493,23.1068,22.5231,22.8493,418576.0
2020-10-26,22.6003,22.6862,22.1454,22.6175,292328.0
2020-10-27,24.4716,24.4716,21.5274,21.5703,660757.0
2020-10-28,21.4673,21.8193,20.9266,21.4931,529743.0
2020-10-29,21.4416,21.9738,21.0296,21.7592,501135.0
2020-10-30,21.6304,22.1145,21.5446,21.8879,479473.0
2020-10-31,21.6304,22.1145,21.5446,21.8879,479473.0
2020-11-01,21.6304,22.1145,21.5446,21.8879,479473.0
2020-11-02,22.3943,22.8579,21.9223,22.8579,366510.0
2020-11-03,23.0982,23.5875,22.9952,23.4329,404451.0
2020-11-04,22.978,22.978,21.6647,21.742,509490.0
2020-11-05,22.0024,23.1307,22.0024,22.9484,222370.0
2020-11-06,23.1133,23.2218,22.5926,22.636,213357.0
2020-11-07,23.1133,23.2218,22.5926,22.636,213357.0
2020-11-08,23.1133,23.2218,22.5926,22.636,213357.0
2020-11-09,23.7643,26.941,23.7643,25.4047,804504.0
2020-11-10,25.7779,26.3768,25.2659,26.0383,672167.0
2020-11-11,26.4983,27.2361,24.667,25.1443,397517.0
2020-11-12,24.5541,24.7624,23.9032,24.3285,480909.0
2020-11-13,24.9707,25.9602,24.9447,25.7345,298931.0
2020-11-14,24.9707,25.9602,24.9447,25.7345,298931.0
2020-11-15,24.9707,25.9602,24.9447,25.7345,298931.0
2020-11-16,26.1078,26.5504,25.8387,26.3508,480333.0
2020-11-17,25.8647,26.29,25.3092,26.1946,325023.0
2020-11-18,26.2466,26.4549,25.4047,25.4568,296484.0
2020-11-19,25.3787,25.5089,24.9968,25.4568,206644.0
2020-11-20,24.9968,26.008,24.7972,25.6217,384815.0
2020-11-21,24.9968,26.008,24.7972,25.6217,384815.0
2020-11-22,24.9968,26.008,24.7972,25.6217,384815.0
2020-11-23,25.8908,26.5244,25.8127,26.0991,438360.0
2020-11-24,26.8281,27.2231,26.3421,26.9497,752241.0
2020-11-25,26.6459,26.967,26.1685,26.507,367061.0
2020-11-26,26.6459,26.967,26.1685,26.507,367061.0
2020-11-27,26.2553,26.5678,25.6391,26.0296,176160.0
2020-11-28,26.2553,26.5678,25.6391,26.0296,176160.0
2020-11-29,26.2553,26.5678,25.6391,26.0296,176160.0
2020-11-30,25.7953,25.9602,24.9491,25.0141,421536.0
2020-12-01,25.5783,25.9689,25.166,25.4394,294890.0
2020-12-02,25.4221,25.9255,25.2138,25.8734,273757.0
2020-12-03,25.8821,26.0383,25.5176,25.6738,225203.0
2020-12-04,26.073,26.3508,25.7693,26.2206,289360.0
2020-12-05,26.073,26.3508,25.7693,26.2206,289360.0
2020-12-06,26.073,26.3508,25.7693,26.2206,289360.0
2020-12-07,26.021,26.2813,25.587,26.264,410295.0
2020-12-08,26.0296,26.2466,25.7606,25.9776,326458.0
2020-12-09,26.0817,26.3247,25.8647,26.0123,512272.0
2020-12-10,25.6304,26.1338,25.6043,26.0383,312499.0
2020-12-11,25.6651,26.2727,25.396,25.9342,361449.0
2020-12-12,25.6651,26.2727,25.396,25.9342,361449.0
2020-12-13,25.6651,26.2727,25.396,25.9342,361449.0
2020-12-14,26.2032,26.3768,25.7259,25.8994,424552.0
2020-12-15,26.3508,26.8195,25.7172,26.4202,542331.0
2020-12-16,26.6372,26.6632,26.2553,26.481,365695.0
2020-12-17,26.5938,26.5938,25.8257,26.3681,368494.0
2020-12-18,26.507,26.5938,25.6738,26.0123,1731016.0
2020-12-19,26.507,26.5938,25.6738,26.0123,1731016.0
2020-12-20,26.507,26.5938,25.6738,26.0123,1731016.0
2020-12-21,25.7866,26.2466,25.7866,26.2119,537497.0
2020-12-22,26.2727,26.6806,25.8908,25.9862,285354.0
2020-12-23,26.3074,26.9757,26.264,26.9149,332931.0
2020-12-24,27.0712,27.2057,26.5157,26.8368,133970.0
2020-12-25,27.0712,27.2057,26.5157,26.8368,133970.0
2020-12-26,27.0712,27.2057,26.5157,26.8368,133970.0
2020-12-27,27.0712,27.2057,26.5157,26.8368,133970.0
2020-12-28,27.0017,27.4401,26.4115,27.0104,502225.0
2020-12-29,27.0538,27.0538,26.3681,26.5764,330131.0
2020-12-30,26.6025,27.2882,26.507,27.1059,354390.0
2020-12-31,26.9844,27.4097,26.8108,27.1927,279973.0
2021-01-01,26.9844,27.4097,26.8108,27.1927,279973.0
2021-01-02,26.9844,27.4097,26.8108,27.1927,279973.0
2021-01-03,26.9844,27.4097,26.8108,27.1927,279973.0
2021-01-04,27.5225,27.6527,26.507,27.0017,565808.0
2021-01-05,26.9149,27.5833,26.8542,27.3055,516421.0
2021-01-06,27.9912,30.2912,27.4401,29.4407,907488.0
2021-01-07,29.6316,30.3173,29.4493,29.7097,580080.0
2021-01-08,29.6837,29.7097,28.6769,29.2324,384389.0
2021-01-09,29.6837,29.7097,28.6769,29.2324,384389.0
2021-01-10,29.6837,29.7097,28.6769,29.2324,384389.0
2021-01-11,28.6682,29.5709,28.6161,29.4667,335261.0
2021-01-12,30.5781,30.8033,29.7531,29.8052,525914.0
2021-01-13,29.5969,30.1871,29.2671,29.5578,354209.0
2021-01-14,29.9094,30.7426,29.7271,30.2826,609793.0
2021-01-15,29.701,30.3433,29.5101,29.9875,446359.0
2021-01-16,29.701,30.3433,29.5101,29.9875,446359.0
2021-01-17,29.701,30.3433,29.5101,29.9875,446359.0
2021-01-18,29.701,30.3433,29.5101,29.9875,446359.0
2021-01-19,30.1611,30.7513,29.6056,30.6037,489073.0
2021-01-20,30.5863,32.869,30.1263,31.6539,1234211.0
2021-01-21,31.5498,31.5845,30.3086,30.5603,769864.0
2021-01-22,30.2739,31.5584,29.8486,31.4109,582414.0
2021-01-23,30.2739,31.5584,29.8486,31.4109,582414.0
2021-01-24,30.2739,31.5584,29.8486,31.4109,582414.0
2021-01-25,30.9248,31.2894,30.3694,30.6905,351115.0
2021-01-26,30.595,31.8101,30.595,30.8554,423597.0
2021-01-27,30.595,30.7252,29.3018,30.0222,753083.0
2021-01-28,30.1871,30.6645,29.7097,29.9918,593567.0
2021-01-29,29.9527,29.9875,28.4425,28.8591,952609.0
2021-01-30,29.9527,29.9875,28.4425,28.8591,952609.0
2021-01-31,29.9527,29.9875,28.4425,28.8591,952609.0
2021-02-01,28.9112,30.2305,28.3818,30.0482,536077.0
2021-02-02,30.2565,30.7816,29.8052,30.569,693311.0
2021-02-03,30.2826,31.1418,30.1958,31.055,365617.0
2021-02-04,31.0025,31.9829,30.9238,31.5452,412244.0
2021-02-05,31.8603,31.9916,31.1426,31.4489,353284.0
2021-02-06,31.8603,31.9916,31.1426,31.4489,353284.0
2021-02-07,31.8603,31.9916,31.1426,31.4489,353284.0
2021-02-08,31.6853,32.0791,31.4577,32.0529,276094.0
2021-02-09,31.7903,32.7093,31.4883,32.6568,256768.0
2021-02-10,32.9457,33.6809,32.0266,33.1295,546189.0
2021-02-11,33.2258,33.287,32.1579,33.0507,502932.0
2021-02-12,32.8056,33.5759,32.6131,33.3921,372188.0
2021-02-13,32.8056,33.5759,32.6131,33.3921,372188.0
2021-02-14,32.8056,33.5759,32.6131,33.3921,372188.0
2021-02-15,32.8056,33.5759,32.6131,33.3921,372188.0
2021-02-16,33.7597,33.8166,33.2258,33.6284,365537.0
2021-02-17,33.3658,33.891,33.357,33.4183,319440.0
2021-02-18,33.252,33.5584,32.6568,33.0244,290448.0
2021-02-19,33.3133,33.9085,33.0419,33.8297,595766.0
2021-02-20,33.3133,33.9085,33.0419,33.8297,595766.0
2021-02-21,33.3133,33.9085,33.0419,33.8297,595766.0
2021-02-22,34.0266,35.0113,33.6371,34.7225,682301.0
2021-02-23,34.9063,35.2477,34.2586,34.5299,453553.0
2021-02-24,34.81,36.6131,34.81,36.1142,626752.0
2021-02-25,36.2717,36.7356,35.2652,35.3965,336751.0
2021-02-26,35.2126,36.0704,34.7575,35.2739,452108.0
2021-02-27,35.2126,36.0704,34.7575,35.2739,452108.0
2021-02-28,35.2126,36.0704,34.7575,35.2739,452108.0
2021-03-01,35.8516,36.5693,35.5715,36.5431,693306.0
2021-03-02,36.5343,36.6569,35.5453,35.6153,421238.0
2021-03-03,35.8691,37.2083,35.5628,36.1317,429879.0
2021-03-04,36.6306,37.2608,35.4577,36.228,555288.0
2021-03-05,37.1033,37.1033,35.5453,36.6481,533529.0
2021-03-06,37.1033,37.1033,35.5453,36.6481,533529.0
2021-03-07,37.1033,37.1033,35.5453,36.6481,533529.0
2021-03-08,37.2871,38.2586,36.7663,37.6809,551431.0
2021-03-09,37.5321,38.7575,36.4074,38.0223,568019.0
2021-03-10,38.3111,39.5015,38.0661,39.2214,529588.0
2021-03-11,39.0639,40.2543,38.9939,40.193,401474.0
2021-03-12,40.7707,41.2696,39.9567,40.832,401672.0
