,AON US Equity,AON US Equity,AON US Equity,AON US Equity,AON US Equity
2019-03-07,156.4325,156.9973,154.8528,155.6187,1644263.0
2019-03-08,154.6996,155.2549,153.4551,155.1304,934736.0
2019-03-09,154.6996,155.2549,153.4551,155.1304,934736.0
2019-03-10,154.6996,155.2549,153.4551,155.1304,934736.0
2019-03-11,155.8485,157.7153,155.724,157.6866,1064273.0
2019-03-12,157.8398,159.8885,157.4281,159.3811,959485.0
2019-03-13,159.6396,161.2671,159.5534,159.9651,818314.0
2019-03-14,160.1279,162.033,159.9364,161.3916,833407.0
2019-03-15,161.5256,163.0095,160.7884,162.751,1828856.0
2019-03-16,161.5256,163.0095,160.7884,162.751,1828856.0
2019-03-17,161.5256,163.0095,160.7884,162.751,1828856.0
2019-03-18,162.751,163.4403,161.6118,161.9851,825856.0
2019-03-19,161.9851,162.2436,160.5874,160.798,702530.0
2019-03-20,160.3768,160.8076,158.6057,158.644,716233.0
2019-03-21,158.5674,161.4011,158.2802,161.0278,784756.0
2019-03-22,159.0269,160.5299,158.8354,159.2184,822720.0
2019-03-23,159.0269,160.5299,158.8354,159.2184,822720.0
2019-03-24,159.0269,160.5299,158.8354,159.2184,822720.0
2019-03-25,159.4673,159.8311,158.1748,159.5343,814826.0
2019-03-26,159.7832,160.6927,158.9407,160.6065,777182.0
2019-03-27,160.7023,161.4873,159.7832,160.8172,982211.0
2019-03-28,161.2384,162.1,160.7597,161.9564,676623.0
2019-03-29,162.751,163.5456,162.3011,163.4212,1170832.0
2019-03-30,162.751,163.5456,162.3011,163.4212,1170832.0
2019-03-31,162.751,163.5456,162.3011,163.4212,1170832.0
2019-04-01,164.3977,166.1784,163.986,166.0443,1034964.0
2019-04-02,166.6762,167.7867,165.5178,165.7571,836733.0
2019-04-03,166.3603,166.5613,164.503,165.3742,1072323.0
2019-04-04,165.6805,166.1975,164.2828,165.1827,537626.0
2019-04-05,165.1444,166.1209,164.6083,165.2306,672743.0
2019-04-06,165.1444,166.1209,164.6083,165.2306,672743.0
2019-04-07,165.1444,166.1209,164.6083,165.2306,672743.0
2019-04-08,164.8572,165.4986,164.2972,165.4221,430536.0
2019-04-09,164.5317,164.9912,164.0818,164.6657,730990.0
2019-04-10,164.8668,165.6518,164.6179,165.4699,390123.0
2019-04-11,165.4508,166.7767,164.5604,166.4751,939289.0
2019-04-12,167.7389,168.7824,167.2027,168.6101,724175.0
2019-04-13,167.7389,168.7824,167.2027,168.6101,724175.0
2019-04-14,167.7389,168.7824,167.2027,168.6101,724175.0
2019-04-15,168.5239,169.2132,168.1792,168.4569,553973.0
2019-04-16,168.3707,169.4142,168.3516,169.3855,718222.0
2019-04-17,170.4195,171.2428,166.4273,167.892,955875.0
2019-04-18,167.1453,168.3611,165.9295,167.7006,838317.0
2019-04-19,167.1453,168.3611,165.9295,167.7006,838317.0
2019-04-20,167.1453,168.3611,165.9295,167.7006,838317.0
2019-04-21,167.1453,168.3611,165.9295,167.7006,838317.0
2019-04-22,167.2123,168.4377,167.0591,167.4325,600544.0
2019-04-23,167.4708,170.8599,167.2889,170.7737,899999.0
2019-04-24,170.7833,172.4203,170.3716,170.6875,1087472.0
2019-04-25,169.778,172.3821,169.3664,171.9512,883614.0
2019-04-26,172.7076,174.8185,169.5387,172.4874,899578.0
2019-04-27,172.7076,174.8185,169.5387,172.4874,899578.0
2019-04-28,172.7076,174.8185,169.5387,172.4874,899578.0
2019-04-29,172.1236,172.9948,170.3907,170.9556,787270.0
2019-04-30,170.5813,173.0862,169.2481,172.8846,1005829.0
2019-05-01,172.5967,172.6063,168.4507,168.6427,853553.0
2019-05-02,168.4987,169.7847,167.2415,169.372,687132.0
2019-05-03,169.9479,172.1408,169.8903,171.5506,866718.0
2019-05-04,169.9479,172.1408,169.8903,171.5506,866718.0
2019-05-05,169.9479,172.1408,169.8903,171.5506,866718.0
2019-05-06,169.5736,172.9518,169.5736,172.4432,831596.0
2019-05-07,171.541,171.8769,168.9882,169.6696,806960.0
2019-05-08,169.6408,171.5986,169.1513,170.2742,659209.0
2019-05-09,169.2377,170.1206,167.8077,169.4008,639864.0
2019-05-10,169.2473,172.4336,168.0956,171.8865,755672.0
2019-05-11,169.2473,172.4336,168.0956,171.8865,755672.0
2019-05-12,169.2473,172.4336,168.0956,171.8865,755672.0
2019-05-13,169.4392,170.0151,168.2643,169.1321,754695.0
2019-05-14,169.516,172.4624,169.4872,170.8788,772460.0
2019-05-15,169.8327,173.3837,169.468,171.6754,752316.0
2019-05-16,172.0593,175.0248,171.9153,174.3818,994453.0
2019-05-17,172.6063,174.3434,172.2896,173.2685,1095409.0
2019-05-18,172.6063,174.3434,172.2896,173.2685,1095409.0
2019-05-19,172.6063,174.3434,172.2896,173.2685,1095409.0
2019-05-20,172.9518,173.2493,170.9268,171.3395,762191.0
2019-05-21,171.9345,173.5084,171.9345,173.0862,881079.0
2019-05-22,172.3088,173.8252,171.2915,173.6716,1022478.0
2019-05-23,172.9614,172.9902,170.255,171.0708,1096557.0
2019-05-24,171.3779,171.4163,169.6312,170.6293,864730.0
2019-05-25,171.3779,171.4163,169.6312,170.6293,864730.0
2019-05-26,171.3779,171.4163,169.6312,170.6293,864730.0
2019-05-27,171.3779,171.4163,169.6312,170.6293,864730.0
2019-05-28,170.8308,172.9422,170.3606,172.0881,2300833.0
2019-05-29,171.685,172.4719,169.8807,171.9057,878089.0
2019-05-30,172.5967,174.8041,172.3568,174.4394,1083235.0
2019-05-31,173.6428,174.8041,172.4144,172.8174,933357.0
2019-06-01,173.6428,174.8041,172.4144,172.8174,933357.0
2019-06-02,173.6428,174.8041,172.4144,172.8174,933357.0
2019-06-03,173.2301,174.8905,172.6831,174.7657,867949.0
2019-06-04,175.6294,175.8694,173.4701,175.4471,1024680.0
2019-06-05,176.0709,179.929,175.5911,179.9098,1093664.0
2019-06-06,180.3513,180.716,179.142,180.1785,792329.0
2019-06-07,179.7083,183.8831,179.6891,182.5778,1036990.0
2019-06-08,179.7083,183.8831,179.6891,182.5778,1036990.0
2019-06-09,179.7083,183.8831,179.6891,182.5778,1036990.0
2019-06-10,183.9886,185.0203,182.837,183.1825,1010600.0
2019-06-11,183.7583,184.2382,181.0903,181.8197,878675.0
2019-06-12,182.3379,183.8639,181.3014,181.6085,781360.0
2019-06-13,181.7045,182.597,180.9271,182.0404,788027.0
2019-06-14,181.5125,183.9886,181.0903,183.0769,678042.0
2019-06-15,181.5125,183.9886,181.0903,183.0769,678042.0
2019-06-16,181.5125,183.9886,181.0903,183.0769,678042.0
2019-06-17,183.5376,183.7679,180.9271,181.2054,632257.0
2019-06-18,181.9348,183.1825,181.167,182.4723,657722.0
2019-06-19,182.0308,184.5069,182.0308,184.267,759106.0
2019-06-20,185.0443,186.1864,184.2382,185.7257,930362.0
2019-06-21,185.7545,186.1864,184.1614,184.2861,1535795.0
2019-06-22,185.7545,186.1864,184.1614,184.2861,1535795.0
2019-06-23,185.7545,186.1864,184.1614,184.2861,1535795.0
2019-06-24,184.6796,186.3304,184.6316,185.7257,870954.0
2019-06-25,185.6106,186.6759,185.3131,185.4666,737732.0
2019-06-26,185.4282,186.4311,181.8964,182.2419,861622.0
2019-06-27,182.5395,184.9963,181.8005,184.814,490732.0
2019-06-28,185.4186,185.8889,184.2094,185.2075,905738.0
2019-06-29,185.4186,185.8889,184.2094,185.2075,905738.0
2019-06-30,185.4186,185.8889,184.2094,185.2075,905738.0
2019-07-01,186.5415,187.2901,185.1883,187.2805,739977.0
2019-07-02,187.5684,188.5857,186.5943,188.0387,588862.0
2019-07-03,188.2786,190.6107,188.1922,190.486,481796.0
2019-07-04,188.2786,190.6107,188.1922,190.486,481796.0
2019-07-05,190.0733,190.0733,187.8515,189.6222,444340.0
2019-07-06,190.0733,190.0733,187.8515,189.6222,444340.0
2019-07-07,190.0733,190.0733,187.8515,189.6222,444340.0
2019-07-08,189.3343,189.7086,188.5281,188.5569,635633.0
2019-07-09,187.8755,188.6817,187.0693,188.6337,629169.0
2019-07-10,189.0944,189.9725,188.2306,189.8525,630645.0
2019-07-11,189.9773,189.9773,188.2018,188.7201,584782.0
2019-07-12,189.5358,189.6414,188.3496,189.5166,450842.0
2019-07-13,189.5358,189.6414,188.3496,189.5166,450842.0
2019-07-14,189.5358,189.6414,188.3496,189.5166,450842.0
2019-07-15,189.9293,190.0157,189.1807,189.5742,739425.0
2019-07-16,189.9293,189.9869,188.7681,189.1423,454326.0
2019-07-17,189.0176,189.3535,186.887,186.9158,584155.0
2019-07-18,187.3669,189.4871,186.2824,189.104,660938.0
2019-07-19,189.4495,189.4495,186.8294,187.0597,593259.0
2019-07-20,189.4495,189.4495,186.8294,187.0597,593259.0
2019-07-21,189.4495,189.4495,186.8294,187.0597,593259.0
2019-07-22,187.2421,187.8275,186.0616,186.3304,493746.0
2019-07-23,186.3687,187.1557,185.5818,186.8582,629922.0
2019-07-24,186.4071,188.0291,185.5722,188.0003,683675.0
2019-07-25,189.056,189.4399,187.8222,188.9216,827445.0
2019-07-26,188.7873,190.0253,185.1979,186.7238,1851080.0
2019-07-27,188.7873,190.0253,185.1979,186.7238,1851080.0
2019-07-28,188.7873,190.0253,185.1979,186.7238,1851080.0
2019-07-29,186.7238,189.104,186.2629,187.9043,840213.0
2019-07-30,187.2805,187.2805,184.682,185.3898,877687.0
2019-07-31,185.563,186.7366,180.715,182.0424,811825.0
2019-08-01,181.7442,185.9959,181.2152,182.735,721399.0
2019-08-02,182.6773,184.9666,181.5807,183.7642,810835.0
2019-08-03,182.6773,184.9666,181.5807,183.7642,810835.0
2019-08-04,182.6773,184.9666,181.5807,183.7642,810835.0
2019-08-05,181.7154,182.0905,174.9627,176.2709,1324983.0
2019-08-06,176.521,180.3687,176.2998,180.2532,840405.0
2019-08-07,179.0605,180.032,176.3479,179.2721,871992.0
2019-08-08,180.0609,183.1005,179.931,182.4753,925388.0
2019-08-09,182.6965,183.8316,180.1667,182.2155,693489.0
2019-08-10,182.6965,183.8316,180.1667,182.2155,693489.0
2019-08-11,182.6965,183.8316,180.1667,182.2155,693489.0
2019-08-12,180.8689,181.8693,178.5218,179.1567,508165.0
2019-08-13,179.0893,184.0047,178.1466,183.7065,888812.0
2019-08-14,181.2921,183.3939,179.753,180.032,1338837.0
2019-08-15,179.8204,182.6965,179.1951,181.9751,861382.0
2019-08-16,183.0332,184.9666,181.6673,184.2163,835817.0
2019-08-17,183.0332,184.9666,181.6673,184.2163,835817.0
2019-08-18,183.0332,184.9666,181.6673,184.2163,835817.0
2019-08-19,185.1686,188.0255,185.1686,186.9001,696592.0
2019-08-20,186.4191,187.1646,183.8316,184.0432,683376.0
2019-08-21,185.3899,186.5345,184.6781,185.8131,651868.0
2019-08-22,186.1209,187.3137,184.428,186.7269,493496.0
2019-08-23,186.0344,187.2175,181.0132,181.9174,786158.0
2019-08-24,186.0344,187.2175,181.0132,181.9174,786158.0
2019-08-25,186.0344,187.2175,181.0132,181.9174,786158.0
2019-08-26,183.1775,184.2933,181.6894,184.226,427979.0
2019-08-27,184.8223,185.7458,182.8312,183.8604,675635.0
2019-08-28,183.2352,183.4949,181.8789,183.2929,492614.0
2019-08-29,184.6877,186.4191,183.8316,184.8704,526595.0
2019-08-30,186.2267,188.0544,186.1113,187.4291,696904.0
2019-08-31,186.2267,188.0544,186.1113,187.4291,696904.0
2019-09-01,186.2267,188.0544,186.1113,187.4291,696904.0
2019-09-02,186.2267,188.0544,186.1113,187.4291,696904.0
2019-09-03,185.9285,186.7173,184.1394,185.2744,732572.0
2019-09-04,186.0247,188.0255,185.7554,187.9582,680278.0
2019-09-05,189.7762,190.5457,187.6215,188.1506,628554.0
2019-09-06,188.5353,189.3458,187.7273,187.8428,529855.0
2019-09-07,188.5353,189.3458,187.7273,187.8428,529855.0
2019-09-08,188.5353,189.3458,187.7273,187.8428,529855.0
2019-09-09,188.9201,188.9201,185.1302,186.0632,661331.0
2019-09-10,185.8227,185.8227,178.2428,180.1571,1717978.0
2019-09-11,180.7438,183.8893,180.3013,181.2055,918264.0
2019-09-12,181.8885,183.4564,181.1671,182.533,827811.0
2019-09-13,183.0909,184.6877,181.22,183.6103,720327.0
2019-09-14,183.0909,184.6877,181.22,183.6103,720327.0
2019-09-15,183.0909,184.6877,181.22,183.6103,720327.0
2019-09-16,182.5137,184.0336,181.4845,183.8412,544657.0
2019-09-17,184.3029,187.1213,182.7735,187.1117,635533.0
2019-09-18,186.4191,187.1598,184.428,186.7173,556895.0
2019-09-19,186.5538,188.1987,186.0536,186.8231,556384.0
2019-09-20,187.2367,187.5734,184.5241,185.6496,1769610.0
2019-09-21,187.2367,187.5734,184.5241,185.6496,1769610.0
2019-09-22,187.2367,187.5734,184.5241,185.6496,1769610.0
2019-09-23,184.3606,186.4576,183.947,185.4187,622684.0
2019-09-24,185.9863,187.458,184.3414,185.2648,971274.0
2019-09-25,185.1975,187.3329,184.5338,187.0059,933255.0
2019-09-26,187.4195,188.1025,186.0007,187.3137,845783.0
2019-09-27,188.0063,188.4872,184.7935,186.1017,506831.0
2019-09-28,188.0063,188.4872,184.7935,186.1017,506831.0
2019-09-29,188.0063,188.4872,184.7935,186.1017,506831.0
2019-09-30,186.2075,186.977,185.7554,186.1979,608764.0
2019-10-01,187.179,187.862,182.4464,182.4945,559285.0
2019-10-02,181.0613,182.1386,177.4881,178.9162,830336.0
2019-10-03,178.9162,180.3635,177.5214,180.109,657599.0
2019-10-04,180.6861,184.7742,180.6861,184.6877,497878.0
2019-10-05,180.6861,184.7742,180.6861,184.6877,497878.0
2019-10-06,180.6861,184.7742,180.6861,184.6877,497878.0
2019-10-07,183.6488,184.5434,182.4464,183.1775,385401.0
2019-10-08,181.8981,181.9847,178.5795,178.6372,654355.0
2019-10-09,180.9362,181.6095,178.4448,179.5318,522556.0
2019-10-10,179.4645,182.6965,178.9066,181.6961,658031.0
2019-10-11,183.6873,185.3899,183.0428,183.8219,552519.0
2019-10-12,183.6873,185.3899,183.0428,183.8219,552519.0
2019-10-13,183.6873,185.3899,183.0428,183.8219,552519.0
2019-10-14,183.6199,185.3322,182.9081,183.9951,363270.0
2019-10-15,185.0628,186.0055,184.2837,184.9666,515629.0
2019-10-16,184.3606,185.6015,183.1246,185.5823,513688.0
2019-10-17,185.9959,187.6408,185.2937,186.0824,458025.0
2019-10-18,186.371,186.5923,185.159,185.563,873819.0
2019-10-19,186.371,186.5923,185.159,185.563,873819.0
2019-10-20,186.371,186.5923,185.159,185.563,873819.0
2019-10-21,186.7462,187.6311,185.5919,187.6023,497915.0
2019-10-22,187.1406,189.2568,183.6296,186.0536,719445.0
2019-10-23,186.1786,186.9866,182.9995,184.149,855997.0
2019-10-24,184.428,184.7406,182.8889,184.0528,1288003.0
2019-10-25,186.5634,186.5634,180.9073,181.4653,1387993.0
2019-10-26,186.5634,186.5634,180.9073,181.4653,1387993.0
2019-10-27,186.5634,186.5634,180.9073,181.4653,1387993.0
2019-10-28,182.2252,182.7446,180.5033,180.638,821807.0
2019-10-29,180.8112,184.9282,180.4577,181.3883,2497422.0
2019-10-30,182.0135,187.4099,180.436,187.2367,803358.0
2019-10-31,186.0797,188.8081,184.7879,186.2244,806453.0
2019-11-01,187.5162,189.3962,186.8237,188.8178,804668.0
2019-11-02,187.5162,189.3962,186.8237,188.8178,804668.0
2019-11-03,187.5162,189.3962,186.8237,188.8178,804668.0
2019-11-04,189.9458,190.1579,187.4391,187.6609,789666.0
2019-11-05,187.7958,188.731,185.0964,186.1954,1140214.0
2019-11-06,185.9544,187.8489,185.5013,187.7476,965008.0
2019-11-07,188.7888,188.7888,186.5522,187.4198,759732.0
2019-11-08,186.1858,187.5934,184.3396,187.5837,806500.0
2019-11-09,186.1858,187.5934,184.3396,187.5837,806500.0
2019-11-10,186.1858,187.5934,184.3396,187.5837,806500.0
2019-11-11,185.8484,187.8874,185.6073,187.4006,596744.0
2019-11-12,187.1981,188.4707,186.4461,187.9983,618265.0
2019-11-13,187.1788,190.1492,186.9388,189.3866,937874.0
2019-11-14,189.1938,191.6618,188.22,191.228,856868.0
2019-11-15,191.8547,192.5874,190.0325,191.5751,1672985.0
2019-11-16,191.8547,192.5874,190.0325,191.5751,1672985.0
2019-11-17,191.8547,192.5874,190.0325,191.5751,1672985.0
2019-11-18,189.9168,191.739,189.5939,190.7942,1234882.0
2019-11-19,191.6426,193.7829,190.9002,192.4524,1267236.0
2019-11-20,192.2114,194.5348,191.8547,194.2938,855812.0
2019-11-21,193.7636,193.9468,191.4305,191.6618,878181.0
2019-11-22,191.8643,192.5199,190.7267,192.4138,626810.0
2019-11-23,191.8643,192.5199,190.7267,192.4138,626810.0
2019-11-24,191.8643,192.5199,190.7267,192.4138,626810.0
2019-11-25,192.8188,194.7469,192.5199,193.2815,713425.0
2019-11-26,193.4551,196.6751,193.0501,195.9328,1198582.0
2019-11-27,195.8846,198.4732,195.0892,196.9354,668650.0
2019-11-28,195.8846,198.4732,195.0892,196.9354,668650.0
2019-11-29,196.1449,197.1572,195.1422,196.2991,415940.0
2019-11-30,196.1449,197.1572,195.1422,196.2991,415940.0
2019-12-01,196.1449,197.1572,195.1422,196.2991,415940.0
2019-12-02,196.7908,196.7908,193.9951,194.3613,589225.0
2019-12-03,193.4358,193.9564,191.469,192.8091,518865.0
2019-12-04,192.8091,195.0073,192.3753,194.9494,502741.0
2019-12-05,195.6243,196.6944,193.402,196.1449,1175366.0
2019-12-06,197.6392,199.3553,196.7715,198.5937,763268.0
2019-12-07,197.6392,199.3553,196.7715,198.5937,763268.0
2019-12-08,197.6392,199.3553,196.7715,198.5937,763268.0
2019-12-09,198.2948,198.8443,196.8101,198.1309,610787.0
2019-12-10,197.8899,198.5166,196.6655,197.832,436710.0
2019-12-11,197.9863,198.7865,196.8872,197.8031,473458.0
2019-12-12,197.4271,198.6708,196.9162,198.4876,772796.0
2019-12-13,197.3211,199.1432,195.552,198.7479,1186529.0
2019-12-14,197.3211,199.1432,195.552,198.7479,1186529.0
2019-12-15,197.3211,199.1432,195.552,198.7479,1186529.0
2019-12-16,199.9434,200.5267,197.8128,199.5771,742010.0
2019-12-17,199.7892,200.8304,199.2541,200.1459,1372827.0
2019-12-18,200.5026,200.6813,197.9092,198.6322,1334726.0
2019-12-19,200.1652,202.2862,198.8829,202.1994,754966.0
2019-12-20,203.9733,205.0145,201.4288,202.3922,1547502.0
2019-12-21,203.9733,205.0145,201.4288,202.3922,1547502.0
2019-12-22,203.9733,205.0145,201.4288,202.3922,1547502.0
2019-12-23,203.2503,203.2503,199.8084,200.3387,725938.0
2019-12-24,200.3194,200.5026,198.8058,200.2423,275928.0
2019-12-25,200.3194,200.5026,198.8058,200.2423,275928.0
2019-12-26,200.5797,200.8497,199.4903,200.4833,628502.0
2019-12-27,200.8111,200.8738,198.0441,200.0591,1712266.0
2019-12-28,200.8111,200.8738,198.0441,200.0591,1712266.0
2019-12-29,200.8111,200.8738,198.0441,200.0591,1712266.0
2019-12-30,200.5026,200.8786,198.5744,200.1844,541071.0
2019-12-31,200.1362,200.9268,199.5674,200.8111,508887.0
2020-01-01,200.1362,200.9268,199.5674,200.8111,508887.0
2020-01-02,201.6884,202.344,200.4255,201.2931,830135.0
2020-01-03,199.5771,201.4088,199.5771,200.5026,501668.0
2020-01-04,199.5771,201.4088,199.5771,200.5026,501668.0
2020-01-05,199.5771,201.4088,199.5771,200.5026,501668.0
2020-01-06,199.7892,201.081,199.3457,201.081,741049.0
2020-01-07,198.0924,201.0232,198.0924,199.3746,495481.0
2020-01-08,199.5385,201.592,199.0854,200.1941,691728.0
2020-01-09,201.1196,202.0162,200.6279,201.592,528942.0
2020-01-10,201.862,202.291,200.1073,200.5894,448430.0
2020-01-11,201.862,202.291,200.1073,200.5894,448430.0
2020-01-12,201.862,202.291,200.1073,200.5894,448430.0
2020-01-13,200.8304,201.9391,200.0977,201.5631,547069.0
2020-01-14,201.11,201.7222,199.3119,200.1941,606501.0
2020-01-15,200.2326,202.7682,199.5385,201.5245,534518.0
2020-01-16,202.6236,203.3997,201.6017,202.6043,548803.0
2020-01-17,203.3274,204.3493,202.8068,204.2433,943269.0
2020-01-18,203.3274,204.3493,202.8068,204.2433,943269.0
2020-01-19,203.3274,204.3493,202.8068,204.2433,943269.0
2020-01-20,203.3274,204.3493,202.8068,204.2433,943269.0
2020-01-21,203.713,204.6578,202.6236,203.6745,1045270.0
2020-01-22,203.9444,205.1881,203.8094,204.3011,634902.0
2020-01-23,203.1538,205.6316,202.6236,205.4484,891635.0
2020-01-24,206.0365,207.1259,204.1854,205.7569,639631.0
2020-01-25,206.0365,207.1259,204.1854,205.7569,639631.0
2020-01-26,206.0365,207.1259,204.1854,205.7569,639631.0
2020-01-27,203.0864,205.5641,203.0864,204.3397,493658.0
2020-01-28,204.6289,209.8998,204.6289,208.7842,982155.0
2020-01-29,209.2084,210.5967,208.5046,208.8034,839823.0
2020-01-30,207.3573,211.9559,206.8511,211.7439,1213369.0
2020-01-31,216.1586,219.9744,212.2945,212.7678,1383509.0
2020-02-01,216.1586,219.9744,212.2945,212.7678,1383509.0
2020-02-02,216.1586,219.9744,212.2945,212.7678,1383509.0
2020-02-03,214.6709,218.081,213.9029,217.3855,1193163.0
2020-02-04,219.2885,220.8632,218.7862,218.9408,1504081.0
2020-02-05,221.665,221.8485,218.8731,220.5444,1025808.0
2020-02-06,220.6506,222.2253,220.1676,221.8002,873070.0
2020-02-07,222.061,222.7662,221.1047,222.3122,918946.0
2020-02-08,222.061,222.7662,221.1047,222.3122,918946.0
2020-02-09,222.061,222.7662,221.1047,222.3122,918946.0
2020-02-10,221.8388,223.3748,221.3558,223.2203,688406.0
2020-02-11,224.1187,225.6933,223.2589,223.3652,822377.0
2020-02-12,222.8435,224.1525,222.2349,223.0754,589021.0
2020-02-13,223.0657,226.6207,222.9208,226.611,790272.0
2020-02-14,226.9105,227.7992,225.8044,227.722,585481.0
2020-02-15,226.9105,227.7992,225.8044,227.722,585481.0
2020-02-16,226.9105,227.7992,225.8044,227.722,585481.0
2020-02-17,226.9105,227.7992,225.8044,227.722,585481.0
2020-02-18,225.3938,227.4611,224.6403,227.2776,760167.0
2020-02-19,228.6107,230.0984,227.3549,229.3642,1422471.0
2020-02-20,228.7749,229.3159,224.4181,226.3695,791481.0
2020-02-21,226.3116,226.7753,222.8532,223.6453,890724.0
2020-02-22,226.3116,226.7753,222.8532,223.6453,890724.0
2020-02-23,226.3116,226.7753,222.8532,223.6453,890724.0
2020-02-24,219.2209,222.3315,215.492,215.7142,1250267.0
2020-02-25,219.6556,220.4188,213.9464,214.8834,1561974.0
2020-02-26,216.0427,218.6123,214.6419,214.9317,1093711.0
2020-02-27,212.3718,214.1879,204.8464,205.0106,1572151.0
2020-02-28,200.0066,201.5909,195.4663,200.934,2363682.0
2020-02-29,200.0066,201.5909,195.4663,200.934,2363682.0
2020-03-01,200.0066,201.5909,195.4663,200.934,2363682.0
2020-03-02,201.6875,213.7145,201.5136,213.5503,2083043.0
2020-03-03,213.4441,215.55,204.373,207.503,1251982.0
2020-03-04,211.2222,217.8974,209.3481,217.8202,1204813.0
2020-03-05,213.0383,214.1299,206.508,209.4157,1283604.0
2020-03-06,202.3637,208.6719,199.454,207.5126,1492781.0
2020-03-07,202.3637,208.6719,199.454,207.5126,1492781.0
2020-03-08,202.3637,208.6719,199.454,207.5126,1492781.0
2020-03-09,191.6504,191.7084,167.5384,172.8515,6143479.0
2020-03-10,178.5221,183.2267,169.2965,176.8799,4736359.0
