,AON US Equity,AON US Equity,AON US Equity,AON US Equity,AON US Equity
2021-05-13,243.8983,247.8756,243.3608,246.2632,1414295.0
2021-05-14,247.7193,249.6737,246.2241,248.4522,978488.0
2021-05-15,247.7193,249.6737,246.2241,248.4522,978488.0
2021-05-16,247.7193,249.6737,246.2241,248.4522,978488.0
2021-05-17,248.0124,249.7617,247.514,249.3903,1404280.0
2021-05-18,251.5696,251.5696,248.2274,248.4229,1691511.0
2021-05-19,247.5336,247.7193,242.9406,246.4879,1724339.0
2021-05-20,246.6443,250.2796,246.5075,248.8529,1861986.0
2021-05-21,248.5988,249.6835,246.6199,247.4456,1895253.0
2021-05-22,248.5988,249.6835,246.6199,247.4456,1895253.0
2021-05-23,248.5988,249.6835,246.6199,247.4456,1895253.0
2021-05-24,248.1883,249.5467,247.3577,247.4163,737304.0
2021-05-25,247.7877,248.4131,245.7746,246.5661,1059715.0
2021-05-26,246.3218,246.7127,244.641,245.3739,1050849.0
2021-05-27,245.7746,249.234,244.5921,248.1004,2060024.0
2021-05-28,248.7356,249.2437,247.0207,247.602,1764101.0
2021-05-29,248.7356,249.2437,247.0207,247.602,1764101.0
2021-05-30,248.7356,249.2437,247.0207,247.602,1764101.0
2021-05-31,248.7356,249.2437,247.0207,247.602,1764101.0
2021-06-01,249.2731,250.0255,246.3511,247.4749,2095087.0
2021-06-02,248.1883,249.6444,246.6248,247.1916,1780087.0
2021-06-03,246.9668,248.4033,244.3673,245.7843,1535032.0
2021-06-04,245.6964,246.2632,242.5231,245.3055,1314725.0
2021-06-05,245.6964,246.2632,242.5231,245.3055,1314725.0
2021-06-06,245.6964,246.2632,242.5231,245.3055,1314725.0
2021-06-07,245.413,245.6573,241.2988,241.8852,1111785.0
2021-06-08,240.3998,240.5268,237.4778,239.2271,1734157.0
2021-06-09,239.4225,240.7711,237.9958,240.1555,1256570.0
2021-06-10,240.9568,245.4521,240.4779,243.7615,1461963.0
2021-06-11,244.0839,246.2241,243.0578,244.4162,1184858.0
2021-06-12,244.0839,246.2241,243.0578,244.4162,1184858.0
2021-06-13,244.0839,246.2241,243.0578,244.4162,1184858.0
2021-06-14,244.7485,244.8266,242.1832,244.3673,1211841.0
2021-06-15,243.869,247.0645,243.5856,246.0873,1359256.0
2021-06-16,246.1948,246.4977,236.999,238.543,4874514.0
2021-06-17,237.644,238.6896,227.3146,227.5394,7322868.0
2021-06-18,226.3764,228.673,223.992,224.8617,3736025.0
2021-06-19,226.3764,228.673,223.992,224.8617,3736025.0
2021-06-20,226.3764,228.673,223.992,224.8617,3736025.0
2021-06-21,226.269,229.142,225.2135,228.673,2467368.0
2021-06-22,227.6566,230.3245,226.9335,228.243,1623710.0
2021-06-23,228.4482,230.9597,227.813,230.1779,1316294.0
2021-06-24,230.1388,233.5005,229.9336,233.051,1942943.0
2021-06-25,233.6666,239.017,233.051,238.1619,3825104.0
2021-06-26,233.6666,239.017,233.051,238.1619,3825104.0
2021-06-27,233.6666,239.017,233.051,238.1619,3825104.0
2021-06-28,238.5528,238.7189,234.4875,235.4452,1074608.0
2021-06-29,236.2172,238.0349,235.6406,237.3703,1023777.0
2021-06-30,236.9501,237.3019,232.4548,233.3246,1564409.0
2021-07-01,234.7514,234.7514,232.5917,233.2464,1235803.0
2021-07-02,233.5884,235.8947,233.2708,234.1357,926740.0
2021-07-03,233.5884,235.8947,233.2708,234.1357,926740.0
2021-07-04,233.5884,235.8947,233.2708,234.1357,926740.0
2021-07-05,233.5884,235.8947,233.2708,234.1357,926740.0
2021-07-06,233.6373,234.0917,231.0769,232.3083,1390371.0
2021-07-07,231.6242,234.2576,231.6242,233.608,956238.0
2021-07-08,231.6242,232.7969,229.0052,229.8554,1066193.0
2021-07-09,231.8196,232.5819,229.6795,230.9304,1371258.0
2021-07-10,231.8196,232.5819,229.6795,230.9304,1371258.0
2021-07-11,231.8196,232.5819,229.6795,230.9304,1371258.0
2021-07-12,230.3733,231.1942,226.2787,227.4905,1317566.0
2021-07-13,227.6371,228.155,225.7706,226.3667,1361014.0
2021-07-14,226.6794,227.3732,222.9854,225.1842,1332850.0
2021-07-15,223.8161,227.4319,223.8161,225.9953,1551251.0
2021-07-16,226.5035,227.5296,224.9399,226.4546,2054298.0
2021-07-17,226.5035,227.5296,224.9399,226.4546,2054298.0
2021-07-18,226.5035,227.5296,224.9399,226.4546,2054298.0
2021-07-19,225.5263,225.5263,218.109,221.6271,1512517.0
2021-07-20,221.7834,225.0767,221.6173,223.5816,1206392.0
2021-07-21,224.3731,230.989,224.3731,224.8226,2669770.0
2021-07-22,224.8617,228.2918,224.8617,227.2169,1724105.0
2021-07-23,228.0671,228.7609,226.997,227.1876,897156.0
2021-07-24,228.0671,228.7609,226.997,227.1876,897156.0
2021-07-25,228.0671,228.7609,226.997,227.1876,897156.0
2021-07-26,240.4682,251.3741,239.9112,245.8332,12773683.0
2021-07-27,245.1491,254.2423,244.5335,253.6706,7212915.0
2021-07-28,255.0583,259.1627,251.9898,256.3189,6286284.0
2021-07-29,257.99,259.065,256.2114,257.7652,4679482.0
2021-07-30,256.9133,259.459,252.1057,254.6025,3737960.0
2021-07-31,256.9133,259.459,252.1057,254.6025,3737960.0
2021-08-01,256.9133,259.459,252.1057,254.6025,3737960.0
2021-08-02,256.4531,257.0895,253.9024,254.5144,1608877.0
2021-08-03,255.3075,261.7599,254.6221,258.5484,3144238.0
2021-08-04,257.4028,259.1457,253.8388,253.9955,2895529.0
2021-08-05,255.1019,256.9231,253.8486,256.9231,2883885.0
2021-08-06,258.049,258.1959,255.1704,256.0614,2009037.0
2021-08-07,258.049,258.1959,255.1704,256.0614,2009037.0
2021-08-08,258.049,258.1959,255.1704,256.0614,2009037.0
2021-08-09,255.7579,258.754,255.0797,258.333,1447478.0
2021-08-10,259.4688,262.8859,258.989,261.7795,1527332.0
2021-08-11,262.5139,267.6739,262.5139,267.4683,1537380.0
2021-08-12,267.0864,269.6713,266.0289,269.2601,1712415.0
2021-08-13,270.2098,272.0604,269.5636,271.4533,1618120.0
2021-08-14,270.2098,272.0604,269.5636,271.4533,1618120.0
2021-08-15,270.2098,272.0604,269.5636,271.4533,1618120.0
2021-08-16,271.1889,273.9207,270.5624,273.8326,1538060.0
2021-08-17,273.0982,275.2034,272.5989,274.939,1758193.0
2021-08-18,274.5963,275.0075,270.8365,270.8952,1406247.0
2021-08-19,269.1034,271.982,269.0251,270.3077,1391974.0
2021-08-20,270.7679,275.2425,269.9063,273.5388,2187548.0
2021-08-21,270.7679,275.2425,269.9063,273.5388,2187548.0
2021-08-22,270.7679,275.2425,269.9063,273.5388,2187548.0
2021-08-23,274.7823,276.3979,272.545,272.6968,1670310.0
2021-08-24,272.3835,275.8153,272.0408,273.6563,1159671.0
2021-08-25,273.2843,276.6867,272.3737,275.1055,1540339.0
2021-08-26,276.251,277.1078,273.9354,275.2327,1361876.0
2021-08-27,275.8496,279.8248,275.4384,279.1786,1391616.0
2021-08-28,275.8496,279.8248,275.4384,279.1786,1391616.0
2021-08-29,275.8496,279.8248,275.4384,279.1786,1391616.0
2021-08-30,279.6192,282.1356,279.0611,279.3842,1306456.0
2021-08-31,279.0318,282.3999,277.4749,280.8725,1554065.0
2021-09-01,279.9423,283.1833,277.7491,282.3706,1164865.0
2021-09-02,283.8784,284.5149,281.6558,284.5051,1949778.0
2021-09-03,284.0743,286.0618,283.4574,285.3471,990381.0
2021-09-04,284.0743,286.0618,283.4574,285.3471,990381.0
2021-09-05,284.0743,286.0618,283.4574,285.3471,990381.0
2021-09-06,284.0743,286.0618,283.4574,285.3471,990381.0
2021-09-07,284.3092,284.7988,280.9606,281.9691,970442.0
2021-09-08,281.8516,282.9091,280.5592,282.1258,1275964.0
2021-09-09,283.0168,288.309,283.0168,286.2773,1495037.0
2021-09-10,286.5808,287.9222,284.5247,286.199,988145.0
2021-09-11,286.5808,287.9222,284.5247,286.199,988145.0
2021-09-12,286.5808,287.9222,284.5247,286.199,988145.0
2021-09-13,288.8426,289.0678,284.7303,286.4437,1076900.0
2021-09-14,287.2075,287.3837,283.9666,285.6017,1358830.0
2021-09-15,286.3067,288.9209,283.6532,287.5306,1722835.0
2021-09-16,287.09,288.1376,284.6519,286.0325,815436.0
2021-09-17,283.5455,286.7669,282.8357,283.193,1683251.0
2021-09-18,283.5455,286.7669,282.8357,283.193,1683251.0
2021-09-19,283.5455,286.7669,282.8357,283.193,1683251.0
2021-09-20,279.4626,282.4783,278.1897,281.9985,1446268.0
2021-09-21,283.193,285.9248,282.7916,284.8576,1044834.0
2021-09-22,286.7962,293.6599,285.9248,292.8374,1325736.0
2021-09-23,293.7382,296.0196,291.1044,292.0639,1405321.0
2021-09-24,291.7604,294.4138,290.5659,292.9256,891878.0
2021-09-25,291.7604,294.4138,290.5659,292.9256,891878.0
2021-09-26,291.7604,294.4138,290.5659,292.9256,891878.0
2021-09-27,293.6501,293.7382,284.9457,287.8635,1328671.0
2021-09-28,286.7081,288.6859,281.8125,283.2126,1166662.0
2021-09-29,284.2211,286.9137,283.291,285.1709,752264.0
2021-09-30,286.0717,286.7864,279.6682,279.8053,1520108.0
2021-10-01,281.5677,286.7766,279.8444,285.0044,1415299.0
2021-10-02,281.5677,286.7766,279.8444,285.0044,1415299.0
2021-10-03,281.5677,286.7766,279.8444,285.0044,1415299.0
2021-10-04,282.1845,285.2296,277.6428,279.3255,1376291.0
2021-10-05,281.6656,287.0116,281.3817,286.1011,1048140.0
2021-10-06,283.0462,285.7094,280.6571,284.7596,1259014.0
2021-10-07,286.8746,289.4399,285.7975,287.1585,969285.0
2021-10-08,287.0214,289.7532,285.7877,288.353,1005673.0
2021-10-09,287.0214,289.7532,285.7877,288.353,1005673.0
2021-10-10,287.0214,289.7532,285.7877,288.353,1005673.0
2021-10-11,288.0495,290.8988,287.8145,288.9993,1091329.0
2021-10-12,290.3211,294.5558,288.3237,292.485,788251.0
2021-10-13,292.7395,294.5118,290.3113,294.3943,774009.0
2021-10-14,296.9498,302.1685,296.7442,301.914,930313.0
2021-10-15,303.461,305.2724,302.3252,302.8441,1248899.0
2021-10-16,303.461,305.2724,302.3252,302.8441,1248899.0
2021-10-17,303.461,305.2724,302.3252,302.8441,1248899.0
2021-10-18,302.051,303.9897,297.8114,299.5053,1523800.0
2021-10-19,300.925,303.0595,299.2214,303.0595,869293.0
2021-10-20,302.7364,307.3873,301.6986,307.3383,941343.0
2021-10-21,307.7496,313.2963,305.7717,312.7431,1320491.0
2021-10-22,313.4677,315.1811,310.4078,314.1237,947589.0
2021-10-23,313.4677,315.1811,310.4078,314.1237,947589.0
2021-10-24,313.4677,315.1811,310.4078,314.1237,947589.0
2021-10-25,314.2608,315.7197,312.1458,313.4285,989495.0
2021-10-26,314.3391,315.2497,311.9109,313.5558,974988.0
2021-10-27,313.5754,315.5826,310.0309,310.2561,1035776.0
2021-10-28,310.4617,315.0441,310.4617,314.3783,1905785.0
2021-10-29,311.1615,319.9484,303.0316,313.7407,1616690.0
2021-10-30,311.1615,319.9484,303.0316,313.7407,1616690.0
2021-10-31,311.1615,319.9484,303.0316,313.7407,1616690.0
2021-11-01,310.8084,312.6815,300.1484,300.9035,1335891.0
2021-11-02,301.894,302.9237,296.2158,298.795,1608092.0
2021-11-03,299.8738,299.8738,288.8999,289.1941,1882049.0
2021-11-04,287.1053,291.7635,283.8298,284.3986,2150179.0
2021-11-05,287.2328,287.3701,280.4661,282.957,1467154.0
2021-11-06,287.2328,287.3701,280.4661,282.957,1467154.0
2021-11-07,287.2328,287.3701,280.4661,282.957,1467154.0
2021-11-08,284.1632,292.2441,283.2022,290.8809,1124057.0
2021-11-09,289.6649,295.3041,289.4099,291.7832,1369305.0
2021-11-10,291.2045,295.598,290.165,291.9695,1371918.0
2021-11-11,292.146,294.4163,288.9097,293.4797,1164275.0
2021-11-12,293.9505,295.1861,292.5971,294.5389,1133406.0
2021-11-13,293.9505,295.1861,292.5971,294.5389,1133406.0
2021-11-14,293.9505,295.1861,292.5971,294.5389,1133406.0
2021-11-15,294.0681,297.7948,292.8031,294.6369,1108658.0
2021-11-16,295.2057,301.9774,295.0979,297.0298,1354630.0
2021-11-17,297.275,298.4714,293.9799,294.0191,1311516.0
2021-11-18,294.4898,294.9508,288.4292,289.1353,1280732.0
2021-11-19,288.4782,294.0387,286.3109,291.0574,1313133.0
2021-11-20,288.4782,294.0387,286.3109,291.0574,1313133.0
2021-11-21,288.4782,294.0387,286.3109,291.0574,1313133.0
2021-11-22,290.979,295.0194,288.3998,292.7638,1286070.0
2021-11-23,293.0875,294.5781,289.0961,291.2634,1148473.0
2021-11-24,290.3023,293.6465,288.3409,292.9502,1126605.0
2021-11-25,290.3023,293.6465,288.3409,292.9502,1126605.0
2021-11-26,287.8408,289.4785,281.9861,288.4292,881871.0
2021-11-27,287.8408,289.4785,281.9861,288.4292,881871.0
2021-11-28,287.8408,289.4785,281.9861,288.4292,881871.0
2021-11-29,291.3713,292.352,286.409,290.9594,1250329.0
2021-11-30,289.0568,292.2735,287.3407,290.0571,5147841.0
2021-12-01,292.7344,295.9314,285.2616,285.4872,1434928.0
2021-12-02,285.6048,293.1463,285.6048,291.5576,1473568.0
2021-12-03,293.4013,293.7935,284.7713,287.2328,1431686.0
2021-12-04,293.4013,293.7935,284.7713,287.2328,1431686.0
2021-12-05,293.4013,293.7935,284.7713,287.2328,1431686.0
2021-12-06,289.7139,292.5187,288.0664,291.7341,881096.0
2021-12-07,294.4016,296.9564,292.504,294.9017,955746.0
2021-12-08,296.0099,298.0497,293.8426,295.1273,790175.0
2021-12-09,293.6857,294.7644,289.7335,289.7924,1008517.0
2021-12-10,291.9499,291.9499,285.8549,288.0664,1412647.0
2021-12-11,291.9499,291.9499,285.8549,288.0664,1412647.0
2021-12-12,291.9499,291.9499,285.8549,288.0664,1412647.0
2021-12-13,288.0467,290.5475,285.9677,288.135,1072165.0
2021-12-14,286.8111,290.5769,285.1341,288.4684,1298205.0
2021-12-15,288.4881,290.4396,285.5754,290.1944,1472439.0
2021-12-16,290.9202,292.5579,287.6054,289.4295,1544016.0
2021-12-17,289.253,289.6796,284.1338,286.7326,2915097.0
2021-12-18,289.253,289.6796,284.1338,286.7326,2915097.0
2021-12-19,289.253,289.6796,284.1338,286.7326,2915097.0
2021-12-20,284.2319,285.5754,281.2898,284.9086,1461854.0
2021-12-21,286.7719,290.4102,285.0262,287.5662,1209080.0
2021-12-22,287.6545,289.2432,286.7032,288.3409,714225.0
2021-12-23,289.302,290.4592,285.9971,286.762,1377950.0
2021-12-24,289.302,290.4592,285.9971,286.762,1377950.0
2021-12-25,289.302,290.4592,285.9971,286.762,1377950.0
2021-12-26,289.302,290.4592,285.9971,286.762,1377950.0
2021-12-27,288.6548,292.9306,286.5855,292.6658,506069.0
2021-12-28,292.9207,295.4607,290.9692,291.2634,587527.0
2021-12-29,290.7338,295.8726,289.9493,294.8723,841629.0
2021-12-30,296.1472,297.6967,294.0289,294.0387,476946.0
2021-12-31,292.96,297.0004,292.0087,294.7546,686977.0
2022-01-01,292.96,297.0004,292.0087,294.7546,686977.0
2022-01-02,292.96,297.0004,292.0087,294.7546,686977.0
2022-01-03,294.382,294.7154,287.0464,287.576,808694.0
2022-01-04,288.3704,289.2432,284.5653,288.5861,1136733.0
2022-01-05,288.0958,289.557,285.3008,287.3407,1316395.0
2022-01-06,283.771,287.8408,282.1921,284.8889,1317234.0
2022-01-07,284.6438,284.8791,277.1023,277.3181,1263860.0
2022-01-08,284.6438,284.8791,277.1023,277.3181,1263860.0
2022-01-09,284.6438,284.8791,277.1023,277.3181,1263860.0
2022-01-10,275.6999,277.1709,271.1103,276.5531,1517483.0
2022-01-11,276.8179,284.0357,273.9053,282.143,1351538.0
2022-01-12,283.1433,285.3204,281.8194,282.143,1179096.0
2022-01-13,281.6135,282.8589,274.3466,275.0134,1006786.0
2022-01-14,273.5032,273.5032,264.2848,268.1683,1628114.0
2022-01-15,273.5032,273.5032,264.2848,268.1683,1628114.0
2022-01-16,273.5032,273.5032,264.2848,268.1683,1628114.0
2022-01-17,273.5032,273.5032,264.2848,268.1683,1628114.0
2022-01-18,265.7656,269.0705,261.9017,267.4131,1375301.0
2022-01-19,268.9528,270.6788,265.1723,265.4027,1098912.0
2022-01-20,265.4027,270.2669,264.8045,265.0301,1204477.0
2022-01-21,266.2363,268.031,260.4503,261.274,1600537.0
2022-01-22,266.2363,268.031,260.4503,261.274,1600537.0
2022-01-23,266.2363,268.031,260.4503,261.274,1600537.0
2022-01-24,260.2443,270.1787,258.7929,268.3644,2260150.0
2022-01-25,264.9761,266.099,258.6458,262.5391,1534941.0
2022-01-26,263.4217,268.6194,260.2149,262.5195,1121492.0
2022-01-27,264.0494,266.6972,255.8607,256.8217,1168046.0
2022-01-28,257.9986,265.0105,254.576,264.9614,1047180.0
2022-01-29,257.9986,265.0105,254.576,264.9614,1047180.0
2022-01-30,257.9986,265.0105,254.576,264.9614,1047180.0
2022-01-31,264.6569,271.746,264.0438,271.6133,962347.0
2022-02-01,270.2574,272.5762,267.6733,271.9769,864597.0
2022-02-02,271.9769,274.1974,271.0827,273.7651,1348619.0
2022-02-03,272.5664,274.0991,270.5325,271.6723,1046156.0
2022-02-04,275.3764,291.1953,272.0014,286.2237,2443276.0
2022-02-05,275.3764,291.1953,272.0014,286.2237,2443276.0
2022-02-06,275.3764,291.1953,272.0014,286.2237,2443276.0
2022-02-07,283.9835,284.9267,280.6822,281.1243,1211460.0
2022-02-08,279.3852,283.8852,272.4288,282.883,1334459.0
2022-02-09,285.2608,290.6844,284.1112,288.6407,867229.0
2022-02-10,284.2783,288.8962,280.6527,282.264,1152210.0
2022-02-11,281.9988,284.7499,276.6636,278.4714,1190382.0
2022-02-12,281.9988,284.7499,276.6636,278.4714,1190382.0
2022-02-13,281.9988,284.7499,276.6636,278.4714,1190382.0
2022-02-14,278.7662,279.5424,272.7236,274.9933,1237022.0
2022-02-15,278.9922,282.6865,275.6584,279.5522,1006338.0
2022-02-16,279.0413,280.918,275.7203,280.073,829268.0
2022-02-17,277.4987,278.1177,273.7847,276.133,1112461.0
2022-02-18,275.8088,280.1712,274.5511,278.8448,932051.0
2022-02-19,275.8088,280.1712,274.5511,278.8448,932051.0
2022-02-20,275.8088,280.1712,274.5511,278.8448,932051.0
2022-02-21,275.8088,280.1712,274.5511,278.8448,932051.0
2022-02-22,279.5424,281.8317,276.9976,280.3088,1402264.0
2022-02-23,280.7608,281.3306,274.4725,275.3568,1358722.0
2022-02-24,270.5423,283.8754,268.4309,283.0992,1727272.0
2022-02-25,283.2662,287.894,281.9595,287.835,1197378.0
2022-02-26,283.2662,287.894,281.9595,287.835,1197378.0
2022-02-27,283.2662,287.894,281.9595,287.835,1197378.0
2022-02-28,283.4627,287.3831,282.2247,287.0392,1384224.0
2022-03-01,287.3143,289.8493,283.0403,284.7794,2249745.0
2022-03-02,286.4104,289.3776,283.5217,287.727,1404711.0
2022-03-03,290.2914,291.7161,286.5676,289.073,1486531.0
2022-03-04,286.5184,290.0939,284.7499,288.6113,1360349.0
2022-03-05,286.5184,290.0939,284.7499,288.6113,1360349.0
2022-03-06,286.5184,290.0939,284.7499,288.6113,1360349.0
2022-03-07,285.1232,287.3241,283.1876,283.3448,2313310.0
2022-03-08,281.3896,284.8874,271.9572,272.0948,1363557.0
2022-03-09,276.3,288.5523,275.9316,285.9191,1383525.0
2022-03-10,281.2029,290.2816,281.2029,288.4737,1350414.0
2022-03-11,289.5545,293.8482,288.7881,290.1735,1252154.0
2022-03-12,289.5545,293.8482,288.7881,290.1735,1252154.0
2022-03-13,289.5545,293.8482,288.7881,290.1735,1252154.0
2022-03-14,290.8809,295.5283,290.4879,292.0698,1808443.0
2022-03-15,294.4868,302.3373,292.3056,302.2489,1600471.0
2022-03-16,302.9269,307.7118,299.3701,304.1157,1582034.0
2022-03-17,303.143,310.9002,303.089,310.4138,1536631.0
2022-03-18,309.8538,314.57,307.5743,312.821,2512820.0
2022-03-19,309.8538,314.57,307.5743,312.821,2512820.0
2022-03-20,309.8538,314.57,307.5743,312.821,2512820.0
2022-03-21,312.6638,316.9477,310.9051,312.3494,2011549.0
2022-03-22,308.6649,311.0426,302.5338,309.7359,1956787.0
2022-03-23,307.6431,311.9761,306.7195,308.2915,943488.0
2022-03-24,309.1365,312.0055,308.5765,311.8287,587863.0
2022-03-25,312.5558,317.3211,311.7501,317.3014,887640.0
2022-03-26,312.5558,317.3211,311.7501,317.3014,887640.0
2022-03-27,312.5558,317.3211,311.7501,317.3014,887640.0
2022-03-28,317.3014,321.3691,316.0438,320.5241,1254992.0
2022-03-29,323.8255,323.8255,319.689,320.2883,1318058.0
2022-03-30,320.76,321.2905,317.8516,320.6912,889652.0
2022-03-31,321.8604,325.3288,319.8462,319.9445,1343958.0
2022-04-01,320.5929,326.1001,320.2294,323.0886,943847.0
2022-04-02,320.5929,326.1001,320.2294,323.0886,943847.0
2022-04-03,320.5929,326.1001,320.2294,323.0886,943847.0
2022-04-04,323.5602,325.0537,320.1213,321.0252,730430.0
2022-04-05,320.3669,325.7709,319.9838,320.2785,941510.0
2022-04-06,319.5416,324.9161,318.2643,324.6901,828256.0
2022-04-07,324.5526,328.7873,322.2682,327.6672,842764.0
2022-04-08,327.9816,330.5362,326.5864,327.6869,692877.0
2022-04-09,327.9816,330.5362,326.5864,327.6869,692877.0
2022-04-10,327.9816,330.5362,326.5864,327.6869,692877.0
2022-04-11,327.1858,329.4947,325.093,327.7851,804162.0
2022-04-12,328.6694,329.2589,322.4991,323.5405,715259.0
2022-04-13,322.8528,326.0657,322.5334,324.3364,728838.0
2022-04-14,325.2403,327.1465,322.4598,322.5285,788467.0
2022-04-15,325.2403,327.1465,322.4598,322.5285,788467.0
2022-04-16,325.2403,327.1465,322.4598,322.5285,788467.0
2022-04-17,325.2403,327.1465,322.4598,322.5285,788467.0
2022-04-18,322.7054,326.8419,321.2218,323.3047,930917.0
2022-04-19,322.7545,325.5253,320.7796,325.0144,720030.0
2022-04-20,326.5471,328.6006,324.5624,327.4019,946490.0
2022-04-21,329.1508,336.009,326.8222,327.6377,1012237.0
2022-04-22,325.9085,327.5591,315.6115,316.0241,1048958.0
2022-04-23,325.9085,327.5591,315.6115,316.0241,1048958.0
2022-04-24,325.9085,327.5591,315.6115,316.0241,1048958.0
2022-04-25,313.7938,316.2108,308.8024,315.8276,1114459.0
2022-04-26,314.6387,314.7959,304.8133,304.8526,1116428.0
2022-04-27,305.4716,309.618,304.1157,305.7861,847057.0
2022-04-28,308.2621,314.6191,301.4924,312.4477,1114332.0
2022-04-29,309.4161,309.4161,282.4372,283.4608,1928640.0
2022-04-30,309.4161,309.4161,282.4372,283.4608,1928640.0
2022-05-01,309.4161,309.4161,282.4372,283.4608,1928640.0
2022-05-02,285.3802,290.3409,270.0846,277.6831,1467566.0
2022-05-03,278.4213,283.3329,276.4331,280.0749,1244253.0
2022-05-04,279.9863,287.7621,275.2864,287.5062,814367.0
2022-05-05,284.4057,286.4333,276.5808,282.0435,1055826.0
2022-05-06,279.8289,283.8102,276.9449,281.7876,983461.0
2022-05-07,279.8289,283.8102,276.9449,281.7876,983461.0
2022-05-08,279.8289,283.8102,276.9449,281.7876,983461.0
2022-05-09,278.8741,279.5779,269.9074,270.7637,1133123.0
2022-05-10,274.563,280.193,272.1023,274.7894,1027429.0
2022-05-11,273.4803,278.1359,269.8975,270.7243,808343.0
2022-05-12,270.7342,275.5965,266.8561,271.4035,789882.0
2022-05-13,272.7224,280.1438,271.0098,276.187,816017.0
2022-05-14,272.7224,280.1438,271.0098,276.187,816017.0
2022-05-15,272.7224,280.1438,271.0098,276.187,816017.0
2022-05-16,275.3603,277.6881,272.998,273.4508,618240.0
2022-05-17,276.9843,276.9843,271.4281,274.6417,600138.0
2022-05-18,272.7322,273.5394,264.297,265.2518,1032409.0
2022-05-19,263.3128,264.0411,258.3914,262.4663,756463.0
2022-05-20,263.549,264.7793,251.8755,258.5784,1403847.0
2022-05-21,263.549,264.7793,251.8755,258.5784,1403847.0
2022-05-22,263.549,264.7793,251.8755,258.5784,1403847.0
2022-05-23,260.5371,263.6474,254.7004,262.2891,872550.0
2022-05-24,260.8422,265.1533,258.7482,263.923,767767.0
2022-05-25,261.2261,265.0549,258.5095,261.0686,925158.0
2022-05-26,264.1002,269.8828,261.7084,268.4507,1266766.0
2022-05-27,269.4448,277.2501,268.7952,277.2501,1170536.0
2022-05-28,269.4448,277.2501,268.7952,277.2501,1170536.0
2022-05-29,269.4448,277.2501,268.7952,277.2501,1170536.0
2022-05-30,269.4448,277.2501,268.7952,277.2501,1170536.0
2022-05-31,274.0413,276.2855,269.4841,271.3346,3664562.0
2022-06-01,272.3484,274.6811,264.74,266.3345,825159.0
2022-06-02,266.0293,274.4646,262.1365,274.248,780463.0
2022-06-03,266.4624,270.306,263.9771,264.3561,768307.0
2022-06-04,266.4624,270.306,263.9771,264.3561,768307.0
2022-06-05,266.4624,270.306,263.9771,264.3561,768307.0
2022-06-06,266.8069,269.9664,264.5037,267.614,593417.0
2022-06-07,264.1888,267.5845,263.5982,266.364,710678.0
2022-06-08,264.3758,267.7814,262.3383,262.6041,724774.0
2022-06-09,262.4171,264.0116,254.9464,255.035,931958.0
2022-06-10,252.1314,252.594,249.4148,249.651,724514.0
2022-06-11,252.1314,252.594,249.4148,249.651,724514.0
2022-06-12,252.1314,252.594,249.4148,249.651,724514.0
2022-06-13,244.7494,251.9739,242.7414,249.1491,1315739.0
2022-06-14,248.6569,251.1668,244.9462,247.1805,790953.0
2022-06-15,250.655,253.2732,246.275,249.1491,896671.0
2022-06-16,243.8635,247.5201,242.3379,244.5919,1018188.0
2022-06-17,244.5919,248.2337,242.9088,247.6923,1856909.0
2022-06-18,244.5919,248.2337,242.9088,247.6923,1856909.0
2022-06-19,244.5919,248.2337,242.9088,247.6923,1856909.0
2022-06-20,244.5919,248.2337,242.9088,247.6923,1856909.0
2022-06-21,251.2948,252.7318,249.6707,250.7534,911470.0
2022-06-22,248.3715,256.0341,247.5201,253.0074,930922.0
2022-06-23,255.2909,260.67,252.9404,259.8383,1092410.0
2022-06-24,261.856,267.6239,259.4938,267.4664,1890933.0
2022-06-25,261.856,267.6239,259.4938,267.4664,1890933.0
2022-06-26,261.856,267.6239,259.4938,267.4664,1890933.0
2022-06-27,268.0274,269.1003,264.9073,267.2498,561917.0
2022-06-28,267.8995,271.5511,261.3836,261.482,538827.0
2022-06-29,261.4426,265.4585,259.6562,264.6514,776317.0
2022-06-30,262.4958,266.7676,260.3895,265.4388,860030.0
2022-07-01,265.2026,270.0649,264.1986,269.6121,629081.0
2022-07-02,265.2026,270.0649,264.1986,269.6121,629081.0
2022-07-03,265.2026,270.0649,264.1986,269.6121,629081.0
2022-07-04,265.2026,270.0649,264.1986,269.6121,629081.0
2022-07-05,267.7814,272.2367,265.3502,271.6299,682208.0
2022-07-06,272.5256,277.4715,270.8424,275.2126,850248.0
2022-07-07,274.8976,275.5965,267.2203,269.9861,1123008.0
2022-07-08,269.868,272.3878,268.7263,270.055,500389.0
2022-07-09,269.868,272.3878,268.7263,270.055,500389.0
2022-07-10,269.868,272.3878,268.7263,270.055,500389.0
2022-07-11,269.2578,272.4173,269.1249,269.7302,545432.0
2022-07-12,268.5294,272.9242,264.8551,266.3049,753579.0
2022-07-13,262.673,268.6377,262.673,265.2026,789768.0
2022-07-14,259.9859,264.8679,258.293,264.3659,928908.0
2022-07-15,267.8995,270.7932,266.7479,267.3286,2291755.0
2022-07-16,267.8995,270.7932,266.7479,267.3286,2291755.0
2022-07-17,267.8995,270.7932,266.7479,267.3286,2291755.0
2022-07-18,267.8503,269.2479,262.1415,262.8994,658537.0
