,SR US Equity,SR US Equity,SR US Equity,SR US Equity,SR US Equity
2022-05-30,71.7122,72.2805,71.1531,72.2622,284276.0
2022-05-31,72.1797,72.1797,70.7132,71.7672,630481.0
2022-06-01,71.7855,71.7855,70.5115,71.3089,263113.0
2022-06-02,71.6664,71.7397,69.8333,71.6756,244427.0
2022-06-03,71.4281,71.7855,70.8873,71.1348,203571.0
2022-06-04,71.4281,71.7855,70.8873,71.1348,203571.0
2022-06-05,71.4281,71.7855,70.8873,71.1348,203571.0
2022-06-06,71.8589,71.8772,71.1531,71.7489,209372.0
2022-06-07,71.8497,72.253,71.2081,72.1063,208446.0
2022-06-08,72.0972,72.0972,71.1073,71.2173,422196.0
2022-06-09,71.3236,71.6473,70.1307,70.2694,236744.0
2022-06-10,69.7886,71.7028,69.6314,71.1664,296371.0
2022-06-11,69.7886,71.7028,69.6314,71.1664,296371.0
2022-06-12,69.7886,71.7028,69.6314,71.1664,296371.0
2022-06-13,70.3064,70.7688,67.8282,68.1148,523497.0
2022-06-14,67.5045,68.5587,66.4041,67.4768,461469.0
2022-06-15,67.7542,68.3183,66.6353,66.8202,300147.0
2022-06-16,66.4596,66.7832,65.6181,66.2931,244041.0
2022-06-17,66.7648,66.9728,64.5824,65.3499,658480.0
2022-06-18,66.7648,66.9728,64.5824,65.3499,658480.0
2022-06-19,66.7648,66.9728,64.5824,65.3499,658480.0
2022-06-20,66.7648,66.9728,64.5824,65.3499,658480.0
2022-06-21,65.5719,66.8942,64.7951,66.4781,295916.0
2022-06-22,65.9233,67.2364,65.7198,66.5151,332136.0
2022-06-23,66.3486,67.1716,66.3209,66.7,351660.0
2022-06-24,66.7,68.531,66.663,67.7357,847848.0
2022-06-25,66.7,68.531,66.663,67.7357,847848.0
2022-06-26,66.7,68.531,66.663,67.7357,847848.0
2022-06-27,68.309,69.5805,68.1518,69.3447,261944.0
2022-06-28,69.4834,70.2509,68.7529,68.7899,230488.0
2022-06-29,68.7806,69.0303,67.9761,68.6049,233824.0
2022-06-30,68.4108,69.0858,67.9669,68.7714,293636.0
2022-07-01,68.8731,70.6301,68.5032,70.5746,228137.0
2022-07-02,68.8731,70.6301,68.5032,70.5746,228137.0
2022-07-03,68.8731,70.6301,68.5032,70.5746,228137.0
2022-07-04,68.8731,70.6301,68.5032,70.5746,228137.0
2022-07-05,70.3249,70.3876,66.1578,66.9127,455589.0
2022-07-06,66.6353,67.8004,65.7568,67.3288,282431.0
2022-07-07,67.3473,67.5508,66.4319,66.4873,211031.0
2022-07-08,66.922,66.922,65.9602,66.0157,226465.0
2022-07-09,66.922,66.922,65.9602,66.0157,226465.0
2022-07-10,66.922,66.922,65.9602,66.0157,226465.0
2022-07-11,65.9602,66.6399,65.3314,65.6366,274211.0
2022-07-12,65.0818,66.0805,64.7489,65.0725,171866.0
2022-07-13,64.7304,65.2667,64.2795,64.7026,240918.0
2022-07-14,63.5652,64.7026,63.5652,64.5547,196873.0
2022-07-15,65.1557,65.5996,63.8473,65.3869,303491.0
2022-07-16,65.1557,65.5996,63.8473,65.3869,303491.0
2022-07-17,65.1557,65.5996,63.8473,65.3869,303491.0
2022-07-18,65.7106,65.84,64.8413,64.8783,213373.0
2022-07-19,65.0633,65.7614,65.0633,65.5811,233706.0
2022-07-20,65.6551,65.6551,64.1617,64.6194,321811.0
2022-07-21,64.1386,64.6009,63.5375,64.3327,247915.0
2022-07-22,64.5084,64.9061,63.6115,64.8136,323618.0
2022-07-23,64.5084,64.9061,63.6115,64.8136,323618.0
2022-07-24,64.5084,64.9061,63.6115,64.8136,323618.0
2022-07-25,64.6749,66.0897,64.5269,66.0065,280301.0
2022-07-26,65.6181,66.5613,65.6181,66.4688,236787.0
2022-07-27,66.5706,67.0144,65.8909,66.737,236569.0
2022-07-28,67.5878,68.9563,67.1069,68.7991,211292.0
2022-07-29,68.5495,70.066,68.5495,69.5759,308374.0
2022-07-30,68.5495,70.066,68.5495,69.5759,308374.0
2022-07-31,68.5495,70.066,68.5495,69.5759,308374.0
2022-08-01,69.0766,69.9227,68.5217,69.4649,269958.0
2022-08-02,69.4649,69.7322,68.4847,68.5495,195115.0
2022-08-03,68.5217,68.5217,66.3856,68.1426,224674.0
2022-08-04,67.9854,68.6651,67.597,67.6525,283317.0
2022-08-05,67.2271,67.7265,66.2747,66.8665,296278.0
2022-08-06,67.2271,67.7265,66.2747,66.8665,296278.0
2022-08-07,67.2271,67.7265,66.2747,66.8665,296278.0
2022-08-08,67.486,68.064,67.3427,67.8929,289608.0
2022-08-09,68.2073,69.2615,67.821,69.1135,318738.0
2022-08-10,69.2615,69.636,68.9142,69.0396,197540.0
2022-08-11,69.2153,69.4557,68.531,68.5772,209187.0
2022-08-12,69.0118,70.0105,68.8824,69.9365,168625.0
2022-08-13,69.0118,70.0105,68.8824,69.9365,168625.0
2022-08-14,69.0118,70.0105,68.8824,69.9365,168625.0
2022-08-15,69.9365,70.6486,69.4927,70.5376,155870.0
2022-08-16,70.5376,71.8276,70.3312,71.5733,207469.0
2022-08-17,71.5733,71.749,70.7133,70.8058,252718.0
2022-08-18,70.7318,71.3051,70.6856,70.926,153122.0
2022-08-19,70.8705,71.3884,70.5191,70.7133,291826.0
2022-08-20,70.8705,71.3884,70.5191,70.7133,291826.0
2022-08-21,70.8705,71.3884,70.5191,70.7133,291826.0
2022-08-22,70.4914,70.4914,68.8731,68.9563,213607.0
2022-08-23,68.5402,68.9656,68.0316,68.5402,204429.0
2022-08-24,68.6697,68.6697,67.0561,67.9854,256455.0
2022-08-25,67.634,68.8731,67.5878,68.8546,185135.0
2022-08-26,68.8731,69.1043,67.4583,67.486,224757.0
2022-08-27,68.8731,69.1043,67.4583,67.486,224757.0
2022-08-28,68.8731,69.1043,67.4583,67.486,224757.0
2022-08-29,67.1809,67.4028,66.5891,66.9959,136545.0
2022-08-30,66.9312,66.9312,65.1927,65.3222,264819.0
2022-08-31,64.8228,65.5934,63.8981,64.6287,370429.0
2022-09-01,64.6194,64.9893,63.7132,64.5824,429174.0
2022-09-02,64.9153,65.2297,63.6207,63.8149,240303.0
2022-09-03,64.9153,65.2297,63.6207,63.8149,240303.0
2022-09-04,64.9153,65.2297,63.6207,63.8149,240303.0
2022-09-05,64.9153,65.2297,63.6207,63.8149,240303.0
2022-09-06,64.0646,64.3975,63.1861,63.556,209878.0
2022-09-07,63.2416,64.7951,63.2416,64.7859,220126.0
2022-09-08,64.2033,64.6287,63.8704,64.3512,182702.0
2022-09-09,65.7941,65.8642,64.7995,65.6447,344785.0
2022-09-10,65.7941,65.8642,64.7995,65.6447,344785.0
2022-09-11,65.7941,65.8642,64.7995,65.6447,344785.0
2022-09-12,65.8408,66.9802,65.7381,66.9615,286823.0
2022-09-13,66.2144,66.4385,64.1598,64.5707,280366.0
2022-09-14,64.6454,65.626,64.552,65.2898,217975.0
2022-09-15,64.9909,64.9909,63.973,64.2812,185004.0
2022-09-16,64.1784,64.8322,64.001,64.6828,414198.0
2022-09-17,64.1784,64.8322,64.001,64.6828,414198.0
2022-09-18,64.1784,64.8322,64.001,64.6828,414198.0
2022-09-19,64.3839,65.9529,64.3465,65.9342,205285.0
2022-09-20,65.3365,65.5558,64.1037,64.8976,337172.0
2022-09-21,65.3178,65.9902,64.0384,64.085,220068.0
2022-09-22,64.0944,65.0236,63.2853,64.8415,226044.0
2022-09-23,64.1504,64.3279,62.7309,63.45,198966.0
2022-09-24,64.1504,64.3279,62.7309,63.45,198966.0
2022-09-25,64.1504,64.3279,62.7309,63.45,198966.0
2022-09-26,63.394,63.4406,61.4327,62.2639,249640.0
2022-09-27,62.5814,62.7496,60.4895,60.6202,226601.0
2022-09-28,61.4047,62.0958,60.4708,61.5168,300878.0
2022-09-29,61.0685,61.0685,58.9485,59.7891,329499.0
2022-09-30,60.2934,60.3868,58.108,58.2107,366070.0
2022-10-01,60.2934,60.3868,58.108,58.2107,366070.0
2022-10-02,60.2934,60.3868,58.108,58.2107,366070.0
2022-10-03,59.126,60.3868,58.6403,59.8638,215852.0
2022-10-04,59.9198,61.3767,59.8684,61.33,265703.0
2022-10-05,60.4335,60.4335,59.4155,60.1253,212706.0
2022-10-06,59.9291,59.9291,58.7617,58.8084,286728.0
2022-10-07,58.8458,58.8458,57.5663,57.9026,286815.0
2022-10-08,58.8458,58.8458,57.5663,57.9026,286815.0
2022-10-09,58.8458,58.8458,57.5663,57.9026,286815.0
2022-10-10,58.2014,58.9065,57.8559,57.9399,216888.0
2022-10-11,57.6784,59.9805,57.4543,59.4155,398109.0
2022-10-12,59.2007,59.2007,58.1921,58.7804,250945.0
2022-10-13,57.9679,61.0779,57.9212,61.0405,382593.0
2022-10-14,61.2553,61.6849,58.9859,59.0232,321812.0
2022-10-15,61.2553,61.6849,58.9859,59.0232,321812.0
2022-10-16,61.2553,61.6849,58.9859,59.0232,321812.0
2022-10-17,59.9852,61.6569,59.642,60.4241,306602.0
2022-10-18,61.1432,62.0958,61.0545,61.5075,334525.0
2022-10-19,60.6296,61.4701,60.4428,61.1619,291439.0
2022-10-20,61.5541,61.5541,60.4335,60.5175,423100.0
2022-10-21,61.0685,61.2833,59.7143,61.0405,409229.0
2022-10-22,61.0685,61.2833,59.7143,61.0405,409229.0
2022-10-23,61.0685,61.2833,59.7143,61.0405,409229.0
2022-10-24,61.3207,62.2499,61.1012,61.2646,226621.0
2022-10-25,61.2833,62.6281,61.2833,62.4787,282703.0
2022-10-26,63.1231,63.8702,62.5674,63.4406,346102.0
2022-10-27,63.9823,65.7101,63.7675,64.5333,344365.0
2022-10-28,65.0003,65.5326,64.6828,65.0937,445222.0
2022-10-29,65.0003,65.5326,64.6828,65.0937,445222.0
2022-10-30,65.0003,65.5326,64.6828,65.0937,445222.0
2022-10-31,65.0376,65.9716,64.7108,65.1964,429842.0
2022-11-01,65.2524,66.0836,64.6734,65.7007,229041.0
2022-11-02,65.2431,66.8307,64.5613,64.608,326858.0
2022-11-03,63.8049,63.8329,63.0297,63.4406,221461.0
2022-11-04,63.4406,64.6407,63.0484,63.9543,200815.0
2022-11-05,63.4406,64.6407,63.0484,63.9543,200815.0
2022-11-06,63.4406,64.6407,63.0484,63.9543,200815.0
2022-11-07,63.8889,63.8889,61.7503,62.9737,294743.0
2022-11-08,63.0951,63.9169,62.8616,63.4873,205403.0
2022-11-09,63.2819,64.6174,62.9737,63.8889,375792.0
2022-11-10,65.4486,66.7093,65.0563,66.4105,353668.0
2022-11-11,66.5506,66.8401,65.7568,65.8782,343786.0
2022-11-12,66.5506,66.8401,65.7568,65.8782,343786.0
2022-11-13,66.5506,66.8401,65.7568,65.8782,343786.0
2022-11-14,66.0089,66.3638,64.8789,64.9536,310318.0
2022-11-15,65.2805,65.9342,64.7294,65.3832,275318.0
2022-11-16,64.7108,65.2478,62.1238,63.2819,483667.0
2022-11-17,62.6375,64.0664,62.46,64.0664,323940.0
2022-11-18,65.0843,66.3078,64.5427,66.177,422234.0
2022-11-19,65.0843,66.3078,64.5427,66.177,422234.0
2022-11-20,65.0843,66.3078,64.5427,66.177,422234.0
2022-11-21,65.9062,68.0448,65.9062,67.6619,319557.0
2022-11-22,67.8207,68.4604,67.5685,68.4464,244909.0
2022-11-23,68.2596,68.904,67.746,68.792,228222.0
2022-11-24,68.2596,68.904,67.746,68.792,228222.0
2022-11-25,69.1002,69.9594,69.0395,69.7352,99410.0
2022-11-26,69.1002,69.9594,69.0395,69.7352,99410.0
2022-11-27,69.1002,69.9594,69.0395,69.7352,99410.0
2022-11-28,69.2216,69.6045,67.9421,68.8013,222753.0
2022-11-29,68.4838,68.9881,68.1289,68.2877,180775.0
2022-11-30,68.0542,69.2916,67.251,69.2029,327675.0
2022-12-01,69.5951,69.5951,66.0743,66.4852,420263.0
2022-12-02,66.1303,66.2751,63.4126,64.1971,827733.0
2022-12-03,66.1303,66.2751,63.4126,64.1971,827733.0
2022-12-04,66.1303,66.2751,63.4126,64.1971,827733.0
2022-12-05,62.5908,62.8896,59.8451,60.8257,819177.0
2022-12-06,60.9471,63.1698,60.6669,63.0577,557509.0
2022-12-07,63.1885,64.58,63.011,64.2438,355559.0
2022-12-08,63.7208,64.552,63.3006,64.2625,244138.0
2022-12-09,63.9133,64.5268,63.6632,63.8944,217116.0
2022-12-10,63.9133,64.5268,63.6632,63.8944,217116.0
2022-12-11,63.9133,64.5268,63.6632,63.8944,217116.0
2022-12-12,63.1111,64.6023,63.1017,64.574,340088.0
2022-12-13,64.7533,66.2633,63.9983,64.1776,681899.0
2022-12-14,64.4607,65.2488,63.9416,64.036,340987.0
2022-12-15,64.0266,64.1209,62.4127,63.1111,234036.0
2022-12-16,62.1767,62.9129,61.0159,62.1012,1219554.0
2022-12-17,62.1767,62.9129,61.0159,62.1012,1219554.0
2022-12-18,62.1767,62.9129,61.0159,62.1012,1219554.0
2022-12-19,62.3466,62.9129,62.1767,62.6675,214212.0
2022-12-20,62.7336,63.3093,62.4693,62.8185,215112.0
2022-12-21,63.1111,64.5079,63.1111,64.4985,317559.0
2022-12-22,64.2625,64.8477,63.4178,64.6212,266385.0
2022-12-23,64.7438,66.0652,64.456,65.782,266044.0
2022-12-24,64.7438,66.0652,64.456,65.782,266044.0
2022-12-25,64.7438,66.0652,64.456,65.782,266044.0
2022-12-26,64.7438,66.0652,64.456,65.782,266044.0
2022-12-27,65.9802,66.1218,65.3384,65.9991,141341.0
2022-12-28,66.3766,66.5752,65.3856,65.3856,176221.0
2022-12-29,65.6593,66.8296,65.4328,66.2445,248791.0
2022-12-30,65.9141,66.169,64.4135,64.9892,205928.0
2022-12-31,65.9141,66.169,64.4135,64.9892,205928.0
2023-01-01,65.9141,66.169,64.4135,64.9892,205928.0
2023-01-02,65.9141,66.169,64.4135,64.9892,205928.0
2023-01-03,65.6027,65.7631,64.1115,65.5555,244422.0
2023-01-04,65.9802,67.6413,65.4647,66.8296,238881.0
2023-01-05,66.4899,66.4899,65.3101,66.1501,217496.0
2023-01-06,67.1033,68.1792,67.0986,68.0565,204647.0
2023-01-07,67.1033,68.1792,67.0986,68.0565,204647.0
2023-01-08,67.1033,68.1792,67.0986,68.0565,204647.0
2023-01-09,67.8583,68.0377,66.8768,67.6507,203790.0
2023-01-10,67.4997,68.2076,67.2449,67.981,175069.0
2023-01-11,68.066,68.9154,68.066,68.7266,263830.0
2023-01-12,68.9626,69.3118,68.519,68.7361,225148.0
2023-01-13,68.5945,69.274,67.9433,69.0098,161684.0
2023-01-14,68.5945,69.274,67.9433,69.0098,161684.0
2023-01-15,68.5945,69.274,67.9433,69.0098,161684.0
2023-01-16,68.5945,69.274,67.9433,69.0098,161684.0
2023-01-17,68.4907,69.2552,67.2449,67.613,222887.0
2023-01-18,67.613,68.2925,66.1737,66.4332,203342.0
2023-01-19,66.1878,66.6881,65.6216,66.2162,264038.0
2023-01-20,66.4238,66.5606,65.0223,66.0652,229638.0
2023-01-21,66.4238,66.5606,65.0223,66.0652,229638.0
2023-01-22,66.4238,66.5606,65.0223,66.0652,229638.0
2023-01-23,66.3389,67.0137,65.8103,66.4427,182592.0
2023-01-24,66.3389,67.2732,65.6688,67.0373,186539.0
2023-01-25,66.4899,67.4006,66.1878,67.0656,221558.0
2023-01-26,66.9146,67.3015,66.6906,67.0656,132723.0
2023-01-27,67.1977,67.6507,66.8336,67.3015,153711.0
2023-01-28,67.1977,67.6507,66.8336,67.3015,153711.0
2023-01-29,67.1977,67.6507,66.8336,67.3015,153711.0
2023-01-30,67.1128,67.7262,66.8768,66.9523,182789.0
2023-01-31,67.2921,68.6228,67.1316,68.1604,636796.0
2023-02-01,71.4919,71.4919,67.9952,70.0763,759227.0
2023-02-02,70.0763,71.5674,69.661,70.3122,473904.0
2023-02-03,70.3499,71.3692,68.7927,71.3409,352413.0
2023-02-04,70.3499,71.3692,68.7927,71.3409,352413.0
2023-02-05,70.3499,71.3692,68.7927,71.3409,352413.0
2023-02-06,71.0672,71.3598,69.9441,70.9823,247957.0
2023-02-07,69.8875,70.6425,69.0853,70.2556,230480.0
2023-02-08,69.5572,69.9064,68.4246,68.5851,232422.0
2023-02-09,68.6417,69.0758,67.3676,67.6507,179142.0
2023-02-10,67.7168,68.7738,67.5091,68.6794,239501.0
2023-02-11,67.7168,68.7738,67.5091,68.6794,239501.0
2023-02-12,67.7168,68.7738,67.5091,68.6794,239501.0
2023-02-13,68.6794,69.1608,67.8217,68.9815,202784.0
2023-02-14,68.6417,68.6417,67.3204,67.5469,212864.0
2023-02-15,67.0089,68.184,66.5559,67.9433,243059.0
2023-02-16,67.1033,68.4812,66.537,67.7734,212389.0
2023-02-17,68.2453,68.9531,67.4903,68.821,255929.0
2023-02-18,68.2453,68.9531,67.4903,68.821,255929.0
2023-02-19,68.2453,68.9531,67.4903,68.821,255929.0
2023-02-20,68.2453,68.9531,67.4903,68.821,255929.0
2023-02-21,68.1509,68.368,67.4808,67.6413,167378.0
2023-02-22,67.9433,68.4624,67.5186,68.0471,227561.0
2023-02-23,68.1415,68.5662,67.4903,67.8678,248426.0
2023-02-24,67.226,67.7262,66.5937,67.613,176158.0
2023-02-25,67.226,67.7262,66.5937,67.613,176158.0
2023-02-26,67.226,67.7262,66.5937,67.613,176158.0
2023-02-27,67.915,68.5096,66.9429,67.226,144258.0
2023-02-28,66.9051,67.6885,66.3294,66.4427,346264.0
2023-03-01,66.0746,66.6597,65.178,66.4899,293199.0
2023-03-02,66.1123,66.1123,65.3101,65.7915,276419.0
2023-03-03,66.1878,66.2728,65.3762,66.0463,390463.0
2023-03-04,66.1878,66.2728,65.3762,66.0463,390463.0
2023-03-05,66.1878,66.2728,65.3762,66.0463,390463.0
2023-03-06,65.9613,66.5182,64.8194,64.9043,888075.0
2023-03-07,65.027,65.0742,63.7057,64.2153,427653.0
2023-03-08,64.4135,64.9043,63.9416,64.489,251818.0
2023-03-09,64.5558,65.0041,64.0121,64.1266,296889.0
2023-03-10,64.0693,64.0979,62.5718,63.4112,281720.0
2023-03-11,64.0693,64.0979,62.5718,63.4112,281720.0
2023-03-12,64.0693,64.0979,62.5718,63.4112,281720.0
2023-03-13,62.9343,65.6813,62.9343,64.7561,276799.0
2023-03-14,65.7576,67.1216,65.5144,66.4349,486966.0
2023-03-15,65.7385,66.9022,65.3284,66.3299,323886.0
2023-03-16,65.8816,68.5047,65.8816,67.7798,392389.0
2023-03-17,67.5699,67.589,66.0819,66.7782,677642.0
2023-03-18,67.5699,67.589,66.0819,66.7782,677642.0
2023-03-19,67.5699,67.589,66.0819,66.7782,677642.0
2023-03-20,67.2265,68.333,67.0358,67.0644,252423.0
2023-03-21,67.3982,67.5604,64.9659,65.7004,240559.0
2023-03-22,65.8244,66.163,64.2315,64.2983,231922.0
2023-03-23,64.1075,65.0995,63.373,63.7355,243224.0
2023-03-24,63.7355,66.0247,63.602,66.0152,204660.0
2023-03-25,63.7355,66.0247,63.602,66.0152,204660.0
2023-03-26,63.7355,66.0247,63.602,66.0152,204660.0
2023-03-27,66.5779,66.8164,65.9198,66.0819,231551.0
2023-03-28,65.6241,66.5732,65.5478,66.0438,195626.0
2023-03-29,65.9579,67.4078,65.9579,67.0358,262627.0
2023-03-30,67.3028,67.6462,66.7381,67.5604,227180.0
2023-03-31,67.8942,68.1375,66.535,66.9022,461047.0
2023-04-01,67.8942,68.1375,66.535,66.9022,461047.0
2023-04-02,67.8942,68.1375,66.535,66.9022,461047.0
2023-04-03,66.5779,67.0548,66.1678,66.4253,254381.0
2023-04-04,66.5207,66.6364,65.6909,66.3585,216549.0
2023-04-05,66.5493,68.2758,66.5493,68.2185,398571.0
2023-04-06,68.6478,68.6478,67.3696,67.8084,227263.0
2023-04-07,68.6478,68.6478,67.3696,67.8084,227263.0
2023-04-08,68.6478,68.6478,67.3696,67.8084,227263.0
2023-04-09,68.6478,68.6478,67.3696,67.8084,227263.0
2023-04-10,67.4268,68.209,67.2361,68.0468,255432.0
2023-04-11,68.0564,68.7384,67.5032,67.7893,178411.0
2023-04-12,68.0182,68.2381,66.4539,66.5207,250573.0
2023-04-13,66.2918,66.6208,64.6416,66.1105,303938.0
2023-04-14,65.9102,66.1296,64.7561,64.8706,264207.0
2023-04-15,65.9102,66.1296,64.7561,64.8706,264207.0
2023-04-16,65.9102,66.1296,64.7561,64.8706,264207.0
2023-04-17,65.0422,66.907,64.9707,66.4444,268788.0
2023-04-18,66.3585,66.5779,64.9545,65.8339,197656.0
2023-04-19,66.1869,66.8164,65.9579,66.721,170683.0
2023-04-20,67.341,67.341,66.2918,66.5589,165085.0
2023-04-21,66.9308,67.0835,66.0342,66.6828,160720.0
2023-04-22,66.9308,67.0835,66.0342,66.6828,160720.0
2023-04-23,66.9308,67.0835,66.0342,66.6828,160720.0
2023-04-24,66.9595,66.9928,66.1392,66.4158,142905.0
2023-04-25,66.0533,66.7639,65.9689,66.6065,155089.0
2023-04-26,66.0533,66.349,63.9978,64.5272,314567.0
2023-04-27,64.5844,65.5859,64.1838,65.5669,174184.0
2023-04-28,65.5669,65.7767,64.3793,64.6035,253353.0
2023-04-29,65.5669,65.7767,64.3793,64.6035,253353.0
2023-04-30,65.5669,65.7767,64.3793,64.6035,253353.0
2023-05-01,64.6512,65.5669,64.4604,64.5176,199154.0
2023-05-02,64.0026,64.489,62.8818,63.5638,301011.0
2023-05-03,64.3269,65.9961,64.0979,64.5749,490646.0
2023-05-04,64.3936,65.2902,63.3444,65.233,234140.0
2023-05-05,65.5382,66.4539,64.7847,66.349,321089.0
2023-05-06,65.5382,66.4539,64.7847,66.349,321089.0
2023-05-07,65.5382,66.4539,64.7847,66.349,321089.0
2023-05-08,66.3395,66.7019,64.8992,65.1662,210929.0
2023-05-09,65.1758,65.4333,64.3629,65.2807,195899.0
2023-05-10,65.9389,66.7592,65.233,66.1201,320079.0
2023-05-11,65.9293,66.1678,64.9946,65.4429,168792.0
2023-05-12,65.7385,66.0342,64.9373,65.9007,216285.0
2023-05-13,65.7385,66.0342,64.9373,65.9007,216285.0
2023-05-14,65.7385,66.0342,64.9373,65.9007,216285.0
2023-05-15,66.1392,66.1392,64.737,64.8896,178519.0
2023-05-16,65.0422,65.3761,63.9175,64.1361,204488.0
2023-05-17,64.4318,65.0232,64.0598,64.9087,245801.0
2023-05-18,64.4604,64.8419,64.1647,64.6607,260675.0
2023-05-19,65.1662,65.2378,64.489,64.861,210331.0
2023-05-20,65.1662,65.2378,64.489,64.861,210331.0
2023-05-21,65.1662,65.2378,64.489,64.861,210331.0
2023-05-22,64.8801,65.1949,64.4604,64.7561,184540.0
2023-05-23,64.7752,65.7576,64.0026,64.8896,193186.0
2023-05-24,64.7752,64.8455,62.9629,62.9915,335189.0
2023-05-25,62.9533,63.2538,61.7038,62.6195,255971.0
2023-05-26,62.6386,62.8293,61.6847,62.6863,198742.0
2023-05-27,62.6386,62.8293,61.6847,62.6863,198742.0
2023-05-28,62.6386,62.8293,61.6847,62.6863,198742.0
2023-05-29,62.6386,62.8293,61.6847,62.6863,198742.0
2023-05-30,62.7244,62.858,61.5512,61.885,211110.0
2023-05-31,62.0281,62.0377,61.1506,61.5894,273830.0
2023-06-01,61.8278,61.8278,60.5401,60.6546,236387.0
2023-06-02,60.7881,62.5432,60.6451,62.486,312089.0
2023-06-03,60.7881,62.5432,60.6451,62.486,312089.0
2023-06-04,60.7881,62.5432,60.6451,62.486,312089.0
2023-06-05,62.1044,62.3333,61.2269,61.6561,239641.0
2023-06-06,62.0377,62.858,61.618,62.4669,292841.0
2023-06-07,62.8198,64.8992,62.5562,64.8706,378322.0
2023-06-08,64.6416,64.6416,63.5638,64.2029,262360.0
2023-06-09,64.2318,64.2318,63.3255,63.7208,268464.0
2023-06-10,64.2318,64.2318,63.3255,63.7208,268464.0
2023-06-11,64.2318,64.2318,63.3255,63.7208,268464.0
2023-06-12,63.634,63.9908,62.7567,63.3062,247313.0
2023-06-13,63.0266,64.1932,63.0266,63.7401,201323.0
2023-06-14,61.995,62.882,61.4647,61.6768,980934.0
2023-06-15,61.5611,61.7539,61.0694,61.4068,526470.0
2023-06-16,61.8118,61.8407,60.7078,61.214,611289.0
2023-06-17,61.8118,61.8407,60.7078,61.214,611289.0
2023-06-18,61.8118,61.8407,60.7078,61.214,611289.0
2023-06-19,61.8118,61.8407,60.7078,61.214,611289.0
2023-06-20,61.1754,61.4647,60.3704,60.7416,484183.0
2023-06-21,60.7127,61.9468,60.0377,61.6382,330644.0
2023-06-22,61.7154,61.8118,61.1272,61.5322,369357.0
2023-06-23,61.484,61.8214,60.1313,60.462,476042.0
2023-06-24,61.484,61.8214,60.1313,60.462,476042.0
2023-06-25,61.484,61.8214,60.1313,60.462,476042.0
2023-06-26,60.6548,61.3135,60.192,60.7223,328250.0
2023-06-27,60.6934,61.3104,60.3174,60.8284,240493.0
2023-06-28,60.462,61.2237,60.1631,60.3366,284399.0
2023-06-29,60.1824,60.8669,60.0811,60.7609,320577.0
2023-06-30,61.1562,61.6455,60.7801,61.1658,443791.0
2023-07-01,61.1562,61.6455,60.7801,61.1658,443791.0
2023-07-02,61.1562,61.6455,60.7801,61.1658,443791.0
2023-07-03,60.7705,61.5418,60.7705,61.2237,139622.0
2023-07-04,60.7705,61.5418,60.7705,61.2237,139622.0
2023-07-05,61.0887,62.0335,60.8669,61.3683,272311.0
2023-07-06,60.838,60.9537,60.0474,60.2113,447144.0
2023-07-07,60.0377,60.5584,59.5653,59.9124,467874.0
2023-07-08,60.0377,60.5584,59.5653,59.9124,467874.0
2023-07-09,60.0377,60.5584,59.5653,59.9124,467874.0
2023-07-10,60.0088,60.8091,59.9703,60.7223,346204.0
2023-07-11,60.9055,61.0983,60.4909,60.9248,809071.0
2023-07-12,61.8311,62.2457,61.4165,61.5707,522900.0
2023-07-13,61.3779,61.86,61.3394,61.5611,602462.0
2023-07-14,61.3586,61.4406,60.1679,60.7705,457015.0
2023-07-15,61.3586,61.4406,60.1679,60.7705,457015.0
2023-07-16,61.3586,61.4406,60.1679,60.7705,457015.0
2023-07-17,60.7705,61.2526,60.1631,60.8958,315752.0
2023-07-18,60.944,61.9169,60.2595,61.2333,849102.0
2023-07-19,61.5707,62.0625,61.108,61.9661,482775.0
2023-07-20,62.2457,63.1471,61.9757,63.0845,230080.0
2023-07-21,63.3255,63.5762,62.6892,62.8916,547050.0
2023-07-22,63.3255,63.5762,62.6892,62.8916,547050.0
2023-07-23,63.3255,63.5762,62.6892,62.8916,547050.0
2023-07-24,62.8916,63.1616,62.236,63.0266,291500.0
2023-07-25,62.8434,63.1616,62.3324,62.8145,656706.0
2023-07-26,62.8145,63.528,62.4288,62.9013,580541.0
2023-07-27,62.8531,63.0652,61.2333,61.5997,544019.0
2023-07-28,62.0335,62.0335,61.0115,61.1465,221036.0
2023-07-29,62.0335,62.0335,61.0115,61.1465,221036.0
2023-07-30,62.0335,62.0335,61.0115,61.1465,221036.0
2023-07-31,61.3586,61.6431,60.7609,61.2911,343373.0
2023-08-01,61.1947,61.5322,59.7774,59.8256,301706.0
2023-08-02,59.1025,59.7774,57.3478,59.1411,844244.0
2023-08-03,58.8036,59.117,58.0429,58.5047,518097.0
2023-08-04,58.418,59.1314,58.1962,58.5915,407334.0
2023-08-05,58.418,59.1314,58.1962,58.5915,407334.0
2023-08-06,58.418,59.1314,58.1962,58.5915,407334.0
2023-08-07,58.5915,58.9873,58.0661,58.659,260711.0
2023-08-08,58.5144,58.6975,57.4442,57.8973,266443.0
2023-08-09,57.6756,58.5294,57.6322,58.0805,292021.0
2023-08-10,58.0805,58.5337,57.8106,57.8298,333213.0
2023-08-11,58.0034,58.1384,57.6756,57.8298,174452.0
2023-08-12,58.0034,58.1384,57.6756,57.8298,174452.0
2023-08-13,58.0034,58.1384,57.6756,57.8298,174452.0
