,CPF US Equity,CPF US Equity,CPF US Equity,CPF US Equity,CPF US Equity
2022-05-30,21.4983,21.807,21.4983,21.7798,93377.0
2022-05-31,21.6708,22.0158,21.5074,21.916,298587.0
2022-06-01,21.9977,21.9977,21.4439,21.7889,109785.0
2022-06-02,21.7707,22.0158,21.5437,22.0158,77951.0
2022-06-03,21.9341,21.9341,21.6527,21.7525,152236.0
2022-06-04,21.9341,21.9341,21.6527,21.7525,152236.0
2022-06-05,21.9341,21.9341,21.6527,21.7525,152236.0
2022-06-06,21.9886,21.9886,21.689,21.7435,151946.0
2022-06-07,21.6073,21.6799,21.4076,21.6345,262276.0
2022-06-08,21.6436,21.6436,21.2623,21.3077,121375.0
2022-06-09,21.1261,21.1715,20.7357,20.763,106142.0
2022-06-10,20.4543,20.6586,20.0548,20.2546,121136.0
2022-06-11,20.4543,20.6586,20.0548,20.2546,121136.0
2022-06-12,20.4543,20.6586,20.0548,20.2546,121136.0
2022-06-13,19.9096,20.1456,19.5464,19.6554,297072.0
2022-06-14,19.6826,19.9731,19.5646,19.6463,161029.0
2022-06-15,19.9005,20.309,19.846,20.0276,162361.0
2022-06-16,19.7189,19.7189,19.2105,19.3195,130329.0
2022-06-17,19.5646,19.8279,19.5646,19.6554,280703.0
2022-06-18,19.5646,19.8279,19.5646,19.6554,280703.0
2022-06-19,19.5646,19.8279,19.5646,19.6554,280703.0
2022-06-20,19.5646,19.8279,19.5646,19.6554,280703.0
2022-06-21,19.964,20.0911,19.728,19.8642,249145.0
2022-06-22,19.6554,19.8369,19.6281,19.7008,157632.0
2022-06-23,19.5918,19.7734,19.2347,19.4102,90618.0
2022-06-24,19.4738,19.9731,19.4738,19.9277,177727.0
2022-06-25,19.4738,19.9731,19.4738,19.9277,177727.0
2022-06-26,19.4738,19.9731,19.4738,19.9277,177727.0
2022-06-27,20.0911,20.1365,19.8823,20.0004,65054.0
2022-06-28,20.2546,20.3272,19.8551,19.9186,89869.0
2022-06-29,19.9913,20.0276,19.4375,19.5101,130079.0
2022-06-30,19.2196,19.61,19.0743,19.4738,135230.0
2022-07-01,19.3195,20.073,19.3195,20.0548,166018.0
2022-07-02,19.3195,20.073,19.3195,20.0548,166018.0
2022-07-03,19.3195,20.073,19.3195,20.0548,166018.0
2022-07-04,19.3195,20.073,19.3195,20.0548,166018.0
2022-07-05,19.7552,20.1275,19.4829,20.1275,194374.0
2022-07-06,19.9459,20.1819,19.8369,20.1002,137783.0
2022-07-07,20.2364,20.4089,19.9005,20.0185,120798.0
2022-07-08,19.9822,20.0639,19.8097,19.9459,74129.0
2022-07-09,19.9822,20.0639,19.8097,19.9459,74129.0
2022-07-10,19.9822,20.0639,19.8097,19.9459,74129.0
2022-07-11,19.846,19.846,19.5964,19.728,82008.0
2022-07-12,19.6009,20.0367,19.5373,19.6826,94703.0
2022-07-13,19.5827,19.6145,19.2559,19.3104,104955.0
2022-07-14,19.1106,19.1833,18.7112,18.92,98684.0
2022-07-15,19.3285,19.625,19.2196,19.4919,117097.0
2022-07-16,19.3285,19.625,19.2196,19.4919,117097.0
2022-07-17,19.3285,19.625,19.2196,19.4919,117097.0
2022-07-18,19.8551,19.9913,19.5373,19.7552,108011.0
2022-07-19,20.0004,20.4724,19.8733,20.3635,146961.0
2022-07-20,20.4543,20.6813,20.2092,20.5632,168145.0
2022-07-21,20.5178,20.5723,20.2153,20.5088,92462.0
2022-07-22,20.5905,20.6903,20.2818,20.4906,82976.0
2022-07-23,20.5905,20.6903,20.2818,20.4906,82976.0
2022-07-24,20.5905,20.6903,20.2818,20.4906,82976.0
2022-07-25,20.5995,20.9355,20.5451,20.9082,89329.0
2022-07-26,20.9355,21.2169,20.8492,20.9355,88609.0
2022-07-27,21.1624,21.5937,20.881,21.5074,99171.0
2022-07-28,21.6527,21.6527,21.0081,21.3077,92263.0
2022-07-29,21.1987,21.5074,21.117,21.4983,96321.0
2022-07-30,21.1987,21.5074,21.117,21.4983,96321.0
2022-07-31,21.1987,21.5074,21.117,21.4983,96321.0
2022-08-01,21.344,21.7253,21.226,21.4257,203511.0
2022-08-02,21.344,21.5437,20.999,21.0081,105405.0
2022-08-03,21.2169,21.2351,20.9355,21.1897,102153.0
2022-08-04,21.1806,21.1806,20.772,20.8991,97656.0
2022-08-05,21.0081,21.108,20.6359,21.0081,56653.0
2022-08-06,21.0081,21.108,20.6359,21.0081,56653.0
2022-08-07,21.0081,21.108,20.6359,21.0081,56653.0
2022-08-08,21.117,21.2441,20.9718,21.0807,63562.0
2022-08-09,20.9899,21.3258,20.9536,21.3258,82771.0
2022-08-10,21.5165,21.7525,21.3531,21.462,94582.0
2022-08-11,21.6708,21.7798,21.5437,21.7162,49608.0
2022-08-12,21.6799,22.1338,21.6799,22.0612,65093.0
2022-08-13,21.6799,22.1338,21.6799,22.0612,65093.0
2022-08-14,21.6799,22.1338,21.6799,22.0612,65093.0
2022-08-15,22.1792,22.2337,21.6891,22.2337,64411.0
2022-08-16,22.0521,22.4698,21.8524,22.2791,90886.0
2022-08-17,22.1611,22.1611,21.7616,22.0521,82191.0
2022-08-18,21.9977,22.0794,21.8524,21.9795,51984.0
2022-08-19,21.9069,21.9069,21.344,21.6708,498425.0
2022-08-20,21.9069,21.9069,21.344,21.6708,498425.0
2022-08-21,21.9069,21.9069,21.344,21.6708,498425.0
2022-08-22,21.4983,21.4983,21.0081,21.0626,207897.0
2022-08-23,21.2078,21.2623,20.9627,20.9899,75847.0
2022-08-24,20.881,20.8889,20.6177,20.772,68704.0
2022-08-25,20.7267,21.3985,20.7267,21.3712,152269.0
2022-08-26,21.4529,21.4529,20.7539,20.772,121724.0
2022-08-27,21.4529,21.4529,20.7539,20.772,121724.0
2022-08-28,21.4529,21.4529,20.7539,20.772,121724.0
2022-08-29,20.6631,20.6631,20.2818,20.3635,169447.0
2022-08-30,20.2533,20.3084,19.9226,20.1798,171412.0
2022-08-31,20.29,20.2907,19.9961,20.0145,130782.0
2022-09-01,20.1155,20.1523,19.7297,20.0696,131310.0
2022-09-02,20.3911,20.5472,19.8859,20.0145,130652.0
2022-09-03,20.3911,20.5472,19.8859,20.0145,130652.0
2022-09-04,20.3911,20.5472,19.8859,20.0145,130652.0
2022-09-05,20.3911,20.5472,19.8859,20.0145,130652.0
2022-09-06,20.1982,20.1982,19.3256,19.5644,113211.0
2022-09-07,19.5277,19.7573,19.3348,19.7205,190695.0
2022-09-08,19.7022,20.2625,19.4726,20.1155,141587.0
2022-09-09,20.2992,20.4737,20.2074,20.4462,79878.0
2022-09-10,20.2992,20.4737,20.2074,20.4462,79878.0
2022-09-11,20.2992,20.4737,20.2074,20.4462,79878.0
2022-09-12,20.5656,20.7217,20.4278,20.7125,304086.0
2022-09-13,20.3635,20.4186,20.1155,20.2165,137206.0
2022-09-14,20.1798,20.437,20.0788,20.437,131794.0
2022-09-15,20.4645,20.9514,20.4186,20.7677,145703.0
2022-09-16,20.6942,20.7768,20.2074,20.6023,579482.0
2022-09-17,20.6942,20.7768,20.2074,20.6023,579482.0
2022-09-18,20.6942,20.7768,20.2074,20.6023,579482.0
2022-09-19,20.5288,21.0294,20.4867,20.8963,109377.0
2022-09-20,20.7401,20.9697,20.6345,20.8228,89451.0
2022-09-21,20.9973,21.0983,20.6483,20.6758,92769.0
2022-09-22,20.7677,20.7677,19.9961,20.0328,110736.0
2022-09-23,19.8124,19.9043,19.6103,19.8583,93937.0
2022-09-24,19.8124,19.9043,19.6103,19.8583,93937.0
2022-09-25,19.8124,19.9043,19.6103,19.8583,93937.0
2022-09-26,19.7297,20.0512,19.6563,19.7389,126380.0
2022-09-27,19.8583,19.9502,19.1603,19.3256,99403.0
2022-09-28,19.298,19.6838,19.1786,19.4726,128206.0
2022-09-29,19.1511,19.2016,18.5448,18.6826,118087.0
2022-09-30,18.7928,19.5093,18.6459,19.0041,180390.0
2022-10-01,18.7928,19.5093,18.6459,19.0041,180390.0
2022-10-02,18.7928,19.5093,18.6459,19.0041,180390.0
2022-10-03,19.1557,19.2797,18.8939,19.1419,116034.0
2022-10-04,19.3899,20.0788,19.3715,20.0696,127966.0
2022-10-05,19.7389,19.9685,19.592,19.7573,79043.0
2022-10-06,19.0225,19.6195,18.9444,19.5552,124729.0
2022-10-07,19.4726,19.5373,19.0592,19.0592,95357.0
2022-10-08,19.4726,19.5373,19.0592,19.0592,95357.0
2022-10-09,19.4726,19.5373,19.0592,19.0592,95357.0
2022-10-10,19.3072,19.9134,19.1511,19.445,133927.0
2022-10-11,19.298,19.7297,19.298,19.5644,115270.0
2022-10-12,19.5368,19.9167,19.344,19.6563,85510.0
2022-10-13,19.5277,20.662,19.3623,20.584,132495.0
2022-10-14,20.6574,20.8503,20.0971,20.2717,109631.0
2022-10-15,20.6574,20.8503,20.0971,20.2717,109631.0
2022-10-16,20.6574,20.8503,20.0971,20.2717,109631.0
2022-10-17,20.6115,20.8228,20.4829,20.7585,99794.0
2022-10-18,21.0891,21.1994,20.5931,20.6483,137178.0
2022-10-19,20.5564,20.786,20.3268,20.6574,126138.0
2022-10-20,20.4829,20.7401,19.7665,20.042,118892.0
2022-10-21,21.0524,21.3739,19.7757,20.0145,141761.0
2022-10-22,21.0524,21.3739,19.7757,20.0145,141761.0
2022-10-23,21.0524,21.3739,19.7757,20.0145,141761.0
2022-10-24,19.6654,19.6654,17.9294,18.0121,282504.0
2022-10-25,18.1774,18.306,17.6355,17.6447,224439.0
2022-10-26,18.058,18.058,17.5253,17.6263,295497.0
2022-10-27,17.856,18.4714,17.6644,18.0488,212086.0
2022-10-28,18.1131,18.5265,18.0488,18.2693,179650.0
2022-10-29,18.1131,18.5265,18.0488,18.2693,179650.0
2022-10-30,18.1131,18.5265,18.0488,18.2693,179650.0
2022-10-31,19.1143,19.1143,18.5908,18.848,187594.0
2022-11-01,18.7928,18.7928,18.2509,18.2968,181732.0
2022-11-02,18.1315,18.4346,17.957,17.957,208773.0
2022-11-03,17.7641,17.7733,17.4977,17.6906,102052.0
2022-11-04,17.9203,18.3244,17.8651,18.2785,112306.0
2022-11-05,17.9203,18.3244,17.8651,18.2785,112306.0
2022-11-06,17.9203,18.3244,17.8651,18.2785,112306.0
2022-11-07,18.3795,18.5816,18.2509,18.3428,89262.0
2022-11-08,18.5265,18.6551,18.205,18.3152,107569.0
2022-11-09,18.2326,18.352,18.0397,18.1866,158570.0
2022-11-10,18.6183,19.5828,18.6183,19.4174,162434.0
2022-11-11,19.1419,19.6195,19.1419,19.4083,117851.0
2022-11-12,19.1419,19.6195,19.1419,19.4083,117851.0
2022-11-13,19.1419,19.6195,19.1419,19.4083,117851.0
2022-11-14,19.2613,19.344,18.9123,18.9398,239554.0
2022-11-15,18.9949,19.4909,18.9949,19.4083,105354.0
2022-11-16,19.2337,19.2429,18.8663,18.8939,108369.0
2022-11-17,18.6275,18.9674,18.5724,18.9674,114132.0
2022-11-18,19.3348,19.5552,18.8755,18.9214,215687.0
2022-11-19,19.3348,19.5552,18.8755,18.9214,215687.0
2022-11-20,19.3348,19.5552,18.8755,18.9214,215687.0
2022-11-21,18.8847,19.1878,18.8755,19.1419,149266.0
2022-11-22,19.0868,19.422,19.0776,19.2246,84351.0
2022-11-23,19.096,19.4817,19.096,19.3256,70165.0
2022-11-24,19.096,19.4817,19.096,19.3256,70165.0
2022-11-25,19.4909,19.5368,19.2613,19.4083,48139.0
2022-11-26,19.4909,19.5368,19.2613,19.4083,48139.0
2022-11-27,19.4909,19.5368,19.2613,19.4083,48139.0
2022-11-28,19.2337,19.6011,19.1189,19.1878,107647.0
2022-11-29,19.039,19.3831,19.0111,19.3366,89482.0
2022-11-30,19.3552,19.7552,18.9925,19.7087,148450.0
2022-12-01,19.5319,19.6389,19.3273,19.4575,103674.0
2022-12-02,19.2064,19.6389,19.0771,19.6156,59233.0
2022-12-03,19.2064,19.6389,19.0771,19.6156,59233.0
2022-12-04,19.2064,19.6389,19.0771,19.6156,59233.0
2022-12-05,19.5226,19.5938,18.5739,18.8251,159977.0
2022-12-06,18.76,19.132,18.7042,19.0483,140441.0
2022-12-07,18.9739,19.1971,18.7321,18.8623,176144.0
2022-12-08,18.9553,19.1785,18.6763,19.0669,81347.0
2022-12-09,18.9925,19.5412,18.8716,19.0855,96182.0
2022-12-10,18.9925,19.5412,18.8716,19.0855,96182.0
2022-12-11,18.9925,19.5412,18.8716,19.0855,96182.0
2022-12-12,19.1692,19.1692,18.853,18.8809,157564.0
2022-12-13,19.2343,19.4761,18.4623,18.5925,309556.0
2022-12-14,18.5925,18.6623,18.0856,18.1182,182566.0
2022-12-15,18.1182,18.2084,17.6067,17.709,202572.0
2022-12-16,17.5508,17.7555,17.2904,17.5787,1389332.0
2022-12-17,17.5508,17.7555,17.2904,17.5787,1389332.0
2022-12-18,17.5508,17.7555,17.2904,17.5787,1389332.0
2022-12-19,17.8578,18.0996,17.6299,17.709,278145.0
2022-12-20,17.7648,17.8754,17.588,17.616,254151.0
2022-12-21,17.8671,18.267,17.7694,18.2484,304433.0
2022-12-22,18.1461,18.267,17.9136,18.2484,94900.0
2022-12-23,18.2019,18.5274,18.0624,18.3693,74241.0
2022-12-24,18.2019,18.5274,18.0624,18.3693,74241.0
2022-12-25,18.2019,18.5274,18.0624,18.3693,74241.0
2022-12-26,18.2019,18.5274,18.0624,18.3693,74241.0
2022-12-27,18.3693,18.7879,18.2484,18.7228,82622.0
2022-12-28,18.7414,18.7879,18.3414,18.3786,105688.0
2022-12-29,18.4437,18.9553,18.3321,18.9088,79909.0
2022-12-30,18.8716,19.0018,18.746,18.8623,70231.0
2022-12-31,18.8716,19.0018,18.746,18.8623,70231.0
2023-01-01,18.8716,19.0018,18.746,18.8623,70231.0
2023-01-02,18.8716,19.0018,18.746,18.8623,70231.0
2023-01-03,18.8902,19.0762,18.5646,18.9646,130996.0
2023-01-04,19.2622,19.4761,19.1785,19.2901,158296.0
2023-01-05,19.2064,19.3459,18.7972,18.946,105977.0
2023-01-06,19.1599,19.5598,19.0436,19.4761,80295.0
2023-01-07,19.1599,19.5598,19.0436,19.4761,80295.0
2023-01-08,19.1599,19.5598,19.0436,19.4761,80295.0
2023-01-09,19.5505,19.6808,19.1878,19.2901,152703.0
2023-01-10,19.3552,19.6343,19.1692,19.5319,150527.0
2023-01-11,19.5319,19.625,19.2483,19.5133,149881.0
2023-01-12,19.6808,20.2481,19.6622,20.0156,149285.0
2023-01-13,19.7738,19.9226,19.5319,19.8203,72651.0
2023-01-14,19.7738,19.9226,19.5319,19.8203,72651.0
2023-01-15,19.7738,19.9226,19.5319,19.8203,72651.0
2023-01-16,19.7738,19.9226,19.5319,19.8203,72651.0
2023-01-17,19.7831,19.7831,19.3645,19.3831,67880.0
2023-01-18,19.2808,19.3087,18.8158,18.8623,77597.0
2023-01-19,18.7879,18.9646,18.6112,18.9274,106455.0
2023-01-20,19.1227,19.4203,19.0204,19.4017,121161.0
2023-01-21,19.1227,19.4203,19.0204,19.4017,121161.0
2023-01-22,19.1227,19.4203,19.0204,19.4017,121161.0
2023-01-23,19.4389,19.9133,19.3459,19.597,85482.0
2023-01-24,19.625,19.6436,19.4064,19.4389,66071.0
2023-01-25,20.2295,22.1269,20.1923,20.8248,211022.0
2023-01-26,20.7876,20.9828,20.1086,20.2946,131803.0
2023-01-27,20.3225,20.4927,20.1086,20.4062,134852.0
2023-01-28,20.3225,20.4927,20.1086,20.4062,134852.0
2023-01-29,20.3225,20.4927,20.1086,20.4062,134852.0
2023-01-30,20.3132,20.6853,20.3132,20.3225,76976.0
2023-01-31,20.2946,21.1038,20.183,21.0201,223298.0
2023-02-01,21.0015,21.9409,20.5829,21.6712,270932.0
2023-02-02,21.7828,22.3129,21.5316,22.1362,158924.0
2023-02-03,22.0432,22.8338,22.0153,22.7687,200834.0
2023-02-04,22.0432,22.8338,22.0153,22.7687,200834.0
2023-02-05,22.0432,22.8338,22.0153,22.7687,200834.0
2023-02-06,22.5547,22.6012,22.0385,22.3129,84695.0
2023-02-07,22.2199,22.7129,22.099,22.5454,181414.0
2023-02-08,22.3222,22.4896,22.1548,22.2013,94080.0
2023-02-09,22.2757,22.285,21.606,21.6246,122112.0
2023-02-10,21.4758,21.7828,21.4758,21.6898,102506.0
2023-02-11,21.4758,21.7828,21.4758,21.6898,102506.0
2023-02-12,21.4758,21.7828,21.4758,21.6898,102506.0
2023-02-13,21.6246,21.9874,21.4805,21.8386,211360.0
2023-02-14,21.7084,21.8572,21.5409,21.7549,221552.0
2023-02-15,21.6246,22.0897,21.6246,22.0618,128574.0
2023-02-16,21.7642,21.82,21.4851,21.606,286387.0
2023-02-17,21.6991,21.913,21.4758,21.7735,161420.0
2023-02-18,21.6991,21.913,21.4758,21.7735,161420.0
2023-02-19,21.6991,21.913,21.4758,21.7735,161420.0
2023-02-20,21.6991,21.913,21.4758,21.7735,161420.0
2023-02-21,21.5502,21.606,21.327,21.5967,169683.0
2023-02-22,21.4758,21.82,21.2247,21.3921,192366.0
2023-02-23,21.4851,21.7084,21.2805,21.5502,121065.0
2023-02-24,21.3456,21.5781,21.2061,21.5781,155618.0
2023-02-25,21.3456,21.5781,21.2061,21.5781,155618.0
2023-02-26,21.3456,21.5781,21.2061,21.5781,155618.0
2023-02-27,21.7192,21.7475,21.2113,21.2395,116510.0
2023-02-28,21.2677,21.3947,21.0514,21.0984,215219.0
2023-03-01,20.9761,21.1737,20.8539,21.0984,126532.0
2023-03-02,20.9291,21.0232,20.6751,20.8915,100202.0
2023-03-03,20.9385,21.1925,20.7504,21.0514,239561.0
2023-03-04,20.9385,21.1925,20.7504,21.0514,239561.0
2023-03-05,20.9385,21.1925,20.7504,21.0514,239561.0
2023-03-06,21.089,21.2207,20.4823,20.7128,228549.0
2023-03-07,20.6657,20.8162,20.534,20.7504,220426.0
2023-03-08,20.8068,20.9009,20.5152,20.788,160058.0
2023-03-09,20.6751,20.6751,19.4006,19.4617,184815.0
2023-03-10,18.8503,19.5088,18.4176,18.982,312512.0
2023-03-11,18.8503,19.5088,18.4176,18.982,312512.0
2023-03-12,18.8503,19.5088,18.4176,18.982,312512.0
2023-03-13,18.0508,18.982,16.9408,17.6839,559474.0
2023-03-14,19.0667,19.5558,17.3735,17.7215,483969.0
2023-03-15,17.2889,18.2624,16.8468,18.2389,357629.0
2023-03-16,17.7121,19.3583,17.7121,18.6434,277148.0
2023-03-17,18.4741,18.4741,17.3359,17.3359,1572613.0
2023-03-18,18.4741,18.4741,17.3359,17.3359,1572613.0
2023-03-19,18.4741,18.4741,17.3359,17.3359,1572613.0
2023-03-20,17.8532,18.1448,17.3876,17.4958,246254.0
2023-03-21,18.38,18.869,17.6369,17.778,292478.0
2023-03-22,17.7874,18.0413,17.1948,17.223,326006.0
2023-03-23,17.3829,17.4158,16.7621,16.8185,163547.0
2023-03-24,16.7433,17.3077,16.657,16.9973,261732.0
2023-03-25,16.7433,17.3077,16.657,16.9973,261732.0
2023-03-26,16.7433,17.3077,16.657,16.9973,261732.0
2023-03-27,17.4394,17.6369,17.3124,17.4017,184283.0
2023-03-28,17.2324,17.4958,17.2324,17.3923,162564.0
2023-03-29,17.4017,17.4394,17.1054,17.3829,223606.0
2023-03-30,17.3453,17.4017,16.4329,16.5458,174617.0
2023-03-31,16.5646,16.8609,16.5458,16.8374,286422.0
2023-04-01,16.5646,16.8609,16.5458,16.8374,286422.0
2023-04-02,16.5646,16.8609,16.5458,16.8374,286422.0
2023-04-03,16.8091,16.9878,16.3482,16.5552,235563.0
2023-04-04,16.5269,16.6116,15.5863,16.0284,347145.0
2023-04-05,15.8967,16.0152,15.6522,15.9249,206635.0
2023-04-06,15.9061,16.2165,15.9061,16.1883,106048.0
2023-04-07,15.9061,16.2165,15.9061,16.1883,106048.0
2023-04-08,15.9061,16.2165,15.9061,16.1883,106048.0
2023-04-09,15.9061,16.2165,15.9061,16.1883,106048.0
2023-04-10,16.2259,16.4047,16.0284,16.1131,152291.0
2023-04-11,16.0566,16.2381,15.9343,16.0096,95719.0
2023-04-12,16.0848,16.1413,15.6616,15.7556,95169.0
2023-04-13,15.7838,16.066,15.718,15.9061,110517.0
2023-04-14,16.066,16.066,15.3511,15.5299,127309.0
2023-04-15,16.066,16.066,15.3511,15.5299,127309.0
2023-04-16,16.066,16.066,15.3511,15.5299,127309.0
2023-04-17,15.4546,15.8121,15.0972,15.7744,147245.0
2023-04-18,15.9249,15.9249,15.1762,15.3041,148101.0
2023-04-19,15.4734,15.7744,15.1912,15.6898,149412.0
2023-04-20,15.5111,15.7368,15.2854,15.5017,102854.0
2023-04-21,15.4452,15.4452,15.1254,15.2665,146608.0
2023-04-22,15.4452,15.4452,15.1254,15.2665,146608.0
2023-04-23,15.4452,15.4452,15.1254,15.2665,146608.0
2023-04-24,15.0972,15.5675,15.0596,15.069,175211.0
2023-04-25,15.0125,15.2477,14.1989,14.307,166964.0
2023-04-26,14.5798,15.765,14.5798,14.815,219178.0
2023-04-27,14.5892,15.0407,14.4858,14.9373,226002.0
2023-04-28,14.9279,15.1818,14.8996,14.9373,137008.0
2023-04-29,14.9279,15.1818,14.8996,14.9373,137008.0
2023-04-30,14.9279,15.1818,14.8996,14.9373,137008.0
2023-05-01,14.862,15.0972,14.7491,14.8526,282130.0
2023-05-02,14.8056,14.8056,13.4605,13.5169,293083.0
2023-05-03,13.6674,13.9026,13.357,13.4605,309145.0
2023-05-04,13.1313,13.2723,12.4352,12.8773,248794.0
2023-05-05,13.3852,13.7144,13.1501,13.6486,218170.0
2023-05-06,13.3852,13.7144,13.1501,13.6486,218170.0
2023-05-07,13.3852,13.7144,13.1501,13.6486,218170.0
2023-05-08,13.959,14.3259,13.0278,13.0278,186622.0
2023-05-09,13.056,13.2535,12.6986,13.056,221850.0
2023-05-10,13.5075,13.8273,13.0278,13.1783,185659.0
2023-05-11,12.9713,13.1557,12.8302,12.8867,212383.0
2023-05-12,12.9996,13.009,12.6609,12.7456,425995.0
2023-05-13,12.9996,13.009,12.6609,12.7456,425995.0
2023-05-14,12.9996,13.009,12.6609,12.7456,425995.0
2023-05-15,12.8585,13.2818,12.8114,13.2253,212648.0
2023-05-16,13.2253,13.5075,13.1783,13.2159,206097.0
2023-05-17,13.4323,14.1471,13.3758,14.0531,236616.0
2023-05-18,14.0625,14.1001,13.8367,14.0343,170457.0
2023-05-19,14.1942,14.3023,13.7427,13.8649,414733.0
2023-05-20,14.1942,14.3023,13.7427,13.8649,414733.0
2023-05-21,14.1942,14.3023,13.7427,13.8649,414733.0
2023-05-22,13.9496,14.4764,13.9026,14.4011,131426.0
2023-05-23,14.3917,15.1536,14.3917,14.7868,148264.0
2023-05-24,14.6927,14.7397,14.4387,14.5892,129285.0
2023-05-25,14.4293,14.7303,14.307,14.4481,153140.0
2023-05-26,14.4011,14.5892,14.2036,14.5422,119429.0
2023-05-27,14.4011,14.5892,14.2036,14.5422,119429.0
2023-05-28,14.4011,14.5892,14.2036,14.5422,119429.0
2023-05-29,14.4011,14.5892,14.2036,14.5422,119429.0
2023-05-30,14.5422,14.5996,13.9108,14.2169,157626.0
2023-05-31,14.1213,14.3279,13.6333,13.9777,196736.0
2023-06-01,14.1213,14.5518,13.8821,14.303,140918.0
2023-06-02,14.5613,15.5181,14.4848,15.3841,217968.0
2023-06-03,14.5613,15.5181,14.4848,15.3841,217968.0
2023-06-04,14.5613,15.5181,14.4848,15.3841,217968.0
2023-06-05,15.2311,15.3937,14.6905,14.8579,259213.0
2023-06-06,14.6857,15.939,14.6092,15.6233,259704.0
2023-06-07,15.786,16.6279,15.7094,16.427,245379.0
2023-06-08,16.3121,16.4174,15.7285,16.1973,199831.0
2023-06-09,16.1399,16.1399,15.585,15.8147,98040.0
2023-06-10,16.1399,16.1399,15.585,15.8147,98040.0
2023-06-11,16.1399,16.1399,15.585,15.8147,98040.0
2023-06-12,15.8816,16.1878,15.5946,15.6711,151940.0
2023-06-13,15.6807,16.1208,15.6424,16.0156,149349.0
2023-06-14,15.9199,16.073,15.3937,15.5181,264386.0
2023-06-15,15.5372,16.0251,15.5372,15.9199,286884.0
2023-06-16,16.1304,16.2356,15.5572,15.9869,727150.0
2023-06-17,16.1304,16.2356,15.5572,15.9869,727150.0
2023-06-18,16.1304,16.2356,15.5572,15.9869,727150.0
2023-06-19,16.1304,16.2356,15.5572,15.9869,727150.0
2023-06-20,15.9008,15.9008,15.5563,15.8242,284862.0
2023-06-21,15.7955,15.9582,15.585,15.6998,299052.0
2023-06-22,15.4894,15.7439,15.2023,15.3459,318452.0
2023-06-23,15.1162,15.5085,14.9632,15.3746,871016.0
2023-06-24,15.1162,15.5085,14.9632,15.3746,871016.0
2023-06-25,15.1162,15.5085,14.9632,15.3746,871016.0
2023-06-26,15.4511,15.6807,15.1736,15.1832,142388.0
2023-06-27,15.298,15.4654,14.9153,15.2311,139565.0
2023-06-28,15.2502,15.2502,14.8962,15.2215,167934.0
2023-06-29,15.3937,15.7046,15.3937,15.5181,207855.0
2023-06-30,15.585,15.585,15.0206,15.0301,292852.0
2023-07-01,15.585,15.585,15.0206,15.0301,292852.0
2023-07-02,15.585,15.585,15.0206,15.0301,292852.0
2023-07-03,15.1354,15.5085,15.1354,15.4702,57932.0
2023-07-04,15.1354,15.5085,15.1354,15.4702,57932.0
2023-07-05,15.2693,15.3841,15.0301,15.1354,171666.0
2023-07-06,14.9919,14.9919,14.59,14.7336,136670.0
2023-07-07,14.724,15.1354,14.59,14.9249,196867.0
2023-07-08,14.724,15.1354,14.59,14.9249,196867.0
2023-07-09,14.724,15.1354,14.59,14.9249,196867.0
2023-07-10,14.9345,15.3554,14.791,15.011,107109.0
2023-07-11,15.078,15.121,14.8388,14.9919,69330.0
2023-07-12,15.2502,15.6329,15.2406,15.4607,104490.0
2023-07-13,15.4989,15.8721,15.4702,15.8434,217669.0
2023-07-14,15.9677,15.9964,15.6616,15.8338,145000.0
2023-07-15,15.9677,15.9964,15.6616,15.8338,145000.0
2023-07-16,15.9677,15.9964,15.6616,15.8338,145000.0
2023-07-17,15.719,16.2165,15.719,16.0443,99571.0
2023-07-18,16.0443,16.8809,16.0443,16.7809,152573.0
2023-07-19,16.8096,17.2115,16.7427,17.2019,120230.0
2023-07-20,17.1158,17.221,16.8288,17.1828,147355.0
2023-07-21,17.3454,17.3454,16.8383,16.934,133229.0
2023-07-22,17.3454,17.3454,16.8383,16.934,133229.0
2023-07-23,17.3454,17.3454,16.8383,16.934,133229.0
2023-07-24,16.8862,17.6611,16.8862,17.5655,110154.0
2023-07-25,17.5463,17.7664,17.2545,17.4124,265451.0
2023-07-26,16.6853,17.8812,16.6853,17.6324,257349.0
2023-07-27,17.7281,17.9577,17.0967,17.288,268804.0
2023-07-28,17.4985,17.685,17.2784,17.4315,119289.0
2023-07-29,17.4985,17.685,17.2784,17.4315,119289.0
2023-07-30,17.4985,17.685,17.2784,17.4315,119289.0
2023-07-31,17.3837,17.5463,17.2784,17.4507,121544.0
2023-08-01,17.3645,17.4363,17.0871,17.2019,154639.0
2023-08-02,16.9532,17.2019,16.8336,17.068,156407.0
2023-08-03,16.9532,17.3454,16.8383,17.2019,211043.0
2023-08-04,17.2306,17.4028,17.1062,17.221,155383.0
2023-08-05,17.2306,17.4028,17.1062,17.221,155383.0
2023-08-06,17.2306,17.4028,17.1062,17.221,155383.0
2023-08-07,17.2115,17.3837,17.0871,17.3645,215686.0
2023-08-08,17.0871,17.6229,16.6167,17.5463,346110.0
2023-08-09,17.4315,17.5846,17.1923,17.4315,140862.0
2023-08-10,17.4602,17.6085,17.2689,17.3645,114885.0
2023-08-11,17.2115,17.4889,17.2115,17.3263,90786.0
2023-08-12,17.2115,17.4889,17.2115,17.3263,90786.0
2023-08-13,17.2115,17.4889,17.2115,17.3263,90786.0
