,CPF US Equity,CPF US Equity,CPF US Equity,CPF US Equity,CPF US Equity
2020-03-06,18.4463,18.9733,18.4463,18.8498,190733.0
2020-03-07,18.4463,18.9733,18.4463,18.8498,190733.0
2020-03-08,18.4463,18.9733,18.4463,18.8498,190733.0
2020-03-09,17.8698,17.8698,16.7252,16.7334,178079.0
2020-03-10,17.1287,17.384,16.1487,17.0216,182451.0
2020-03-11,16.5852,16.7581,15.877,16.0911,229992.0
2020-03-12,15.0864,16.0664,14.3618,14.6006,238875.0
2020-03-13,15.4076,16.2393,15.0288,16.1817,181993.0
2020-03-14,15.4076,16.2393,15.0288,16.1817,181993.0
2020-03-15,15.4076,16.2393,15.0288,16.1817,181993.0
2020-03-16,14.3288,14.897,12.476,12.6324,331721.0
2020-03-17,12.8712,14.5512,12.4512,14.4688,249775.0
2020-03-18,13.9912,14.1147,12.9865,13.6288,326210.0
2020-03-19,13.4724,14.37,11.9613,12.196,359001.0
2020-03-20,12.0724,12.3524,10.4909,10.7713,528200.0
2020-03-21,12.0724,12.3524,10.4909,10.7713,528200.0
2020-03-22,12.0724,12.3524,10.4909,10.7713,528200.0
2020-03-23,10.7713,10.8948,10.2113,10.4007,653891.0
2020-03-24,10.9937,11.3807,10.7466,11.3313,372111.0
2020-03-25,11.3066,11.9983,10.7919,11.5125,243445.0
2020-03-26,11.4384,12.3277,11.3725,12.303,317915.0
2020-03-27,11.9654,12.8301,11.6854,12.3689,220717.0
2020-03-28,11.9654,12.8301,11.6854,12.3689,220717.0
2020-03-29,11.9654,12.8301,11.6854,12.3689,220717.0
2020-03-30,12.4018,13.1677,12.1219,13.0442,193007.0
2020-03-31,12.8712,13.3406,12.5254,13.0936,199681.0
2020-04-01,12.4677,12.9042,11.9736,12.1466,231395.0
2020-04-02,11.9901,12.3936,11.7513,12.2042,228866.0
2020-04-03,12.0313,12.5871,10.829,11.0431,331698.0
2020-04-04,12.0313,12.5871,10.829,11.0431,331698.0
2020-04-05,12.0313,12.5871,10.829,11.0431,331698.0
2020-04-06,11.5619,12.336,11.5619,12.0066,312397.0
2020-04-07,12.4677,12.6159,11.6772,11.883,294024.0
2020-04-08,12.1383,12.3277,11.8501,12.1301,361533.0
2020-04-09,12.5501,13.9253,12.5501,13.8677,210715.0
2020-04-10,12.5501,13.9253,12.5501,13.8677,210715.0
2020-04-11,12.5501,13.9253,12.5501,13.8677,210715.0
2020-04-12,12.5501,13.9253,12.5501,13.8677,210715.0
2020-04-13,13.703,13.913,12.9453,13.0853,275355.0
2020-04-14,13.5053,13.67,12.3113,12.5748,183086.0
2020-04-15,12.0313,12.2495,11.5207,11.916,210966.0
2020-04-16,11.8748,11.9901,11.1995,11.4795,253983.0
2020-04-17,11.6689,12.4924,11.6607,12.4183,163638.0
2020-04-18,11.6689,12.4924,11.6607,12.4183,163638.0
2020-04-19,11.6689,12.4924,11.6607,12.4183,163638.0
2020-04-20,12.023,12.5171,11.8913,12.1301,148091.0
2020-04-21,11.6854,12.7806,11.5948,12.4924,230607.0
2020-04-22,12.7724,13.2006,11.5536,12.0889,334886.0
2020-04-23,12.8218,13.3077,12.5789,13.0442,274444.0
2020-04-24,13.1183,13.2171,12.6901,12.8465,215317.0
2020-04-25,13.1183,13.2171,12.6901,12.8465,215317.0
2020-04-26,13.1183,13.2171,12.6901,12.8465,215317.0
2020-04-27,12.9371,13.6371,12.9371,13.3242,209321.0
2020-04-28,13.8677,14.1146,13.4683,13.6041,187034.0
2020-04-29,14.2876,15.4158,14.0406,14.9959,251821.0
2020-04-30,14.4853,14.79,14.1147,14.4029,243934.0
2020-05-01,13.9994,13.9994,13.4147,13.8183,182139.0
2020-05-02,13.9994,13.9994,13.4147,13.8183,182139.0
2020-05-03,13.9994,13.9994,13.4147,13.8183,182139.0
2020-05-04,13.4971,13.6453,13.0689,13.3406,145983.0
2020-05-05,13.6288,13.7336,12.7148,12.8301,149370.0
2020-05-06,12.8218,12.8383,12.0807,12.3195,270081.0
2020-05-07,12.5501,13.003,12.4924,12.6736,200110.0
2020-05-08,13.0442,13.4889,12.9783,13.4641,140465.0
2020-05-09,13.0442,13.4889,12.9783,13.4641,140465.0
2020-05-10,13.0442,13.4889,12.9783,13.4641,140465.0
2020-05-11,13.11,13.2336,12.5995,12.9124,289950.0
2020-05-12,12.8959,12.8959,11.8995,11.9489,242246.0
2020-05-13,11.8007,11.8007,10.8454,11.0595,247473.0
2020-05-14,10.8701,11.4878,10.4415,11.3972,354975.0
2020-05-15,11.3889,11.6525,10.9854,11.5948,1025632.0
2020-05-16,11.3889,11.6525,10.9854,11.5948,1025632.0
2020-05-17,11.3889,11.6525,10.9854,11.5948,1025632.0
2020-05-18,12.2042,12.7889,12.1095,12.6489,485901.0
2020-05-19,12.4677,12.7312,12.163,12.1713,169842.0
2020-05-20,12.5336,12.9289,12.4924,12.7971,163743.0
2020-05-21,12.7971,13.0689,12.7065,12.8054,99724.0
2020-05-22,12.9371,12.9371,12.4512,12.723,111393.0
2020-05-23,12.9371,12.9371,12.4512,12.723,111393.0
2020-05-24,12.9371,12.9371,12.4512,12.723,111393.0
2020-05-25,12.9371,12.9371,12.4512,12.723,111393.0
2020-05-26,13.3324,13.6371,13.2006,13.4889,206360.0
2020-05-27,14.1724,14.4441,13.7359,14.3288,197787.0
2020-05-28,14.4456,14.4456,13.6362,13.7446,177721.0
2020-05-29,13.4776,13.6821,13.1021,13.4442,167157.0
2020-05-30,13.4776,13.6821,13.1021,13.4442,167157.0
2020-05-31,13.4776,13.6821,13.1021,13.4442,167157.0
2020-06-01,13.5527,13.7947,13.3357,13.3524,148642.0
2020-06-02,13.6195,13.7697,13.3649,13.4108,373051.0
2020-06-03,13.8281,14.6877,13.6604,14.4123,206353.0
2020-06-04,14.1869,14.9714,13.9449,14.7961,232494.0
2020-06-05,16.0146,16.3233,15.5305,15.6641,220960.0
2020-06-06,16.0146,16.3233,15.5305,15.6641,220960.0
2020-06-07,16.0146,16.3233,15.5305,15.6641,220960.0
2020-06-08,16.0563,16.557,16.0229,16.532,208321.0
2020-06-09,15.9728,16.2148,15.2802,15.7809,237571.0
2020-06-10,15.7809,16.0396,15.3302,15.397,312758.0
2020-06-11,14.5458,14.7628,13.7864,13.9449,332972.0
2020-06-12,14.6459,14.7294,13.5444,13.9616,233046.0
2020-06-13,14.6459,14.7294,13.5444,13.9616,233046.0
2020-06-14,14.6459,14.7294,13.5444,13.9616,233046.0
2020-06-15,13.2439,14.1202,13.2439,14.02,231094.0
2020-06-16,14.7795,14.8879,14.0534,14.4707,223385.0
2020-06-17,14.5708,14.5708,13.6111,13.7029,148433.0
2020-06-18,13.4693,14.0033,13.4693,13.6195,122240.0
2020-06-19,13.8031,13.8031,13.0603,13.269,437267.0
2020-06-20,13.8031,13.8031,13.0603,13.269,437267.0
2020-06-21,13.8031,13.8031,13.0603,13.269,437267.0
2020-06-22,13.027,13.3274,12.7766,13.2773,274737.0
2020-06-23,13.5861,13.6362,13.1271,13.1855,168232.0
2020-06-24,12.8934,12.8934,12.1674,12.4094,163829.0
2020-06-25,12.2258,12.8434,12.1841,12.7933,206022.0
2020-06-26,12.5179,12.5262,12.0965,12.4595,435927.0
2020-06-27,12.5179,12.5262,12.0965,12.4595,435927.0
2020-06-28,12.5179,12.5262,12.0965,12.4595,435927.0
2020-06-29,12.7182,13.1438,12.7015,13.0937,245637.0
2020-06-30,12.9268,13.4442,12.9268,13.3775,135308.0
2020-07-01,13.536,13.536,12.6598,12.6765,138744.0
2020-07-02,12.9518,13.2272,12.5095,12.5513,151407.0
2020-07-03,12.9518,13.2272,12.5095,12.5513,151407.0
2020-07-04,12.9518,13.2272,12.5095,12.5513,151407.0
2020-07-05,12.9518,13.2272,12.5095,12.5513,151407.0
2020-07-06,12.8767,12.9852,12.5513,12.7766,184328.0
2020-07-07,12.5513,12.6055,12.2926,12.4428,219093.0
2020-07-08,12.351,12.4678,11.8586,12.0672,186666.0
2020-07-09,12.0172,12.0255,11.4414,11.5999,184723.0
2020-07-10,11.6083,12.109,11.6083,12.0672,149362.0
2020-07-11,11.6083,12.109,11.6083,12.0672,149362.0
2020-07-12,11.6083,12.109,11.6083,12.0672,149362.0
2020-07-13,12.3093,12.4845,11.9754,12.3176,213305.0
2020-07-14,12.3343,12.3844,11.9588,12.134,302426.0
2020-07-15,12.568,12.8684,12.5179,12.7599,335948.0
2020-07-16,12.6514,12.9352,12.5179,12.7015,158288.0
2020-07-17,12.6514,12.7349,12.2759,12.2926,122681.0
2020-07-18,12.6514,12.7349,12.2759,12.2926,122681.0
2020-07-19,12.6514,12.7349,12.2759,12.2926,122681.0
2020-07-20,12.2258,12.2258,11.8753,11.892,132389.0
2020-07-21,12.1424,12.7349,12.0255,12.6347,451133.0
2020-07-22,12.5513,12.5513,12.326,12.4845,192611.0
2020-07-23,12.4261,12.8016,12.4261,12.7516,90069.0
2020-07-24,13.0103,13.0103,12.4929,12.5847,183733.0
2020-07-25,13.0103,13.0103,12.4929,12.5847,183733.0
2020-07-26,13.0103,13.0103,12.4929,12.5847,183733.0
2020-07-27,12.4845,12.4845,12.134,12.1424,142870.0
2020-07-28,12.0088,12.376,12.0088,12.2008,155124.0
2020-07-29,12.7933,13.4108,12.568,13.0186,206274.0
2020-07-30,12.9352,13.0436,12.7933,13.0019,151332.0
2020-07-31,12.9352,13.0019,12.5429,12.9852,209874.0
2020-08-01,12.9352,13.0019,12.5429,12.9852,209874.0
2020-08-02,12.9352,13.0019,12.5429,12.9852,209874.0
2020-08-03,12.9352,13.052,12.5262,12.6765,157663.0
2020-08-04,12.568,12.8016,12.376,12.7933,160117.0
2020-08-05,12.9268,13.1438,12.6931,13.0687,166697.0
2020-08-06,13.052,13.1188,12.9518,13.0436,92879.0
2020-08-07,13.1021,13.7947,13.0186,13.7697,116220.0
2020-08-08,13.1021,13.7947,13.0186,13.7697,116220.0
2020-08-09,13.1021,13.7947,13.0186,13.7697,116220.0
2020-08-10,13.778,14.2704,13.7497,13.97,132919.0
2020-08-11,14.3288,14.5875,14.0701,14.1369,190586.0
2020-08-12,14.454,14.454,13.8949,14.1118,124172.0
2020-08-13,14.1035,14.1202,13.8782,13.9449,153780.0
2020-08-14,13.7947,14.0618,13.6612,14.02,123536.0
2020-08-15,13.7947,14.0618,13.6612,14.02,123536.0
2020-08-16,13.7947,14.0618,13.6612,14.02,123536.0
2020-08-17,13.9449,13.9867,13.6111,13.8448,325086.0
2020-08-18,13.5861,13.6862,13.3107,13.3941,263340.0
2020-08-19,13.3858,13.6111,13.2356,13.4192,168250.0
2020-08-20,13.1855,13.3107,13.1188,13.1688,119325.0
2020-08-21,13.027,13.2022,12.9352,13.0353,153035.0
2020-08-22,13.027,13.2022,12.9352,13.0353,153035.0
2020-08-23,13.027,13.2022,12.9352,13.0353,153035.0
2020-08-24,13.1855,13.6362,13.1188,13.6111,127912.0
2020-08-25,13.728,14.1077,13.3691,13.5777,121878.0
2020-08-26,13.4943,13.4943,13.1271,13.1271,95525.0
2020-08-27,13.2022,13.5861,13.0603,13.3524,121700.0
2020-08-28,13.5556,13.5556,13.1577,13.3694,123129.0
2020-08-29,13.5556,13.5556,13.1577,13.3694,123129.0
2020-08-30,13.5556,13.5556,13.1577,13.3694,123129.0
2020-08-31,13.2762,13.3185,13.1069,13.1153,127855.0
2020-09-01,12.9629,13.2677,12.8105,13.1577,224093.0
2020-09-02,13.1069,13.2931,13.0645,13.1746,103537.0
2020-09-03,13.2762,13.6742,13.0815,13.1323,115735.0
2020-09-04,13.4964,13.5897,13.0815,13.3355,185375.0
2020-09-05,13.4964,13.5897,13.0815,13.3355,185375.0
2020-09-06,13.4964,13.5897,13.0815,13.3355,185375.0
2020-09-07,13.4964,13.5897,13.0815,13.3355,185375.0
2020-09-08,13.3101,13.3101,12.8275,12.9206,310072.0
2020-09-09,12.9883,13.0476,12.764,12.7851,118774.0
2020-09-10,12.819,12.8952,12.5396,12.565,102689.0
2020-09-11,12.5311,12.5311,12.1924,12.4465,130068.0
2020-09-12,12.5311,12.5311,12.1924,12.4465,130068.0
2020-09-13,12.5311,12.5311,12.1924,12.4465,130068.0
2020-09-14,12.4634,12.6666,12.4041,12.5481,119767.0
2020-09-15,12.6497,12.6497,12.4122,12.5227,161195.0
2020-09-16,12.5227,12.6412,12.3194,12.3364,220916.0
2020-09-17,12.2602,12.565,12.2602,12.3787,211459.0
2020-09-18,12.4465,12.4803,12.1162,12.4126,576497.0
2020-09-19,12.4465,12.4803,12.1162,12.4126,576497.0
2020-09-20,12.4465,12.4803,12.1162,12.4126,576497.0
2020-09-21,12.1078,12.1247,11.3796,11.4304,293157.0
2020-09-22,11.3965,11.6421,11.2441,11.2526,213992.0
2020-09-23,11.2441,11.4897,10.897,10.9139,189243.0
2020-09-24,10.9817,11.278,10.842,10.9563,167696.0
2020-09-25,10.8377,11.1298,10.8377,10.9478,157521.0
2020-09-26,10.8377,11.1298,10.8377,10.9478,157521.0
2020-09-27,10.8377,11.1298,10.8377,10.9478,157521.0
2020-09-28,11.2018,11.786,11.1679,11.6506,279151.0
2020-09-29,11.6252,11.6252,11.2103,11.3796,96960.0
2020-09-30,11.4304,11.6675,11.3457,11.4897,161200.0
2020-10-01,11.3542,11.5405,11.1468,11.3796,128908.0
2020-10-02,11.2018,11.8453,11.2018,11.786,128318.0
2020-10-03,11.2018,11.8453,11.2018,11.786,128318.0
2020-10-04,11.2018,11.8453,11.2018,11.786,128318.0
2020-10-05,11.9554,12.1924,11.3796,12.1586,116241.0
2020-10-06,12.4211,12.5819,12.0654,12.0824,157188.0
2020-10-07,12.2771,12.4888,12.1247,12.2856,161802.0
2020-10-08,12.4465,12.5142,12.1628,12.3787,109822.0
2020-10-09,12.3956,12.5396,12.1924,12.2094,100914.0
2020-10-10,12.3956,12.5396,12.1924,12.2094,100914.0
2020-10-11,12.3956,12.5396,12.1924,12.2094,100914.0
2020-10-12,12.1501,12.4719,12.1162,12.4634,120710.0
2020-10-13,12.2856,12.3364,12.0231,12.0993,132920.0
2020-10-14,12.0824,12.2856,11.9554,12.1586,103593.0
2020-10-15,11.9384,12.3618,11.9384,12.294,97399.0
2020-10-16,12.2856,12.3528,11.9723,12.2602,83124.0
2020-10-17,12.2856,12.3528,11.9723,12.2602,83124.0
2020-10-18,12.2856,12.3528,11.9723,12.2602,83124.0
2020-10-19,12.2263,12.294,11.9808,12.0739,72053.0
2020-10-20,12.184,12.3956,12.1416,12.2178,105750.0
2020-10-21,12.1586,12.3533,12.0485,12.2686,98387.0
2020-10-22,12.2686,12.7367,12.2686,12.7259,115468.0
2020-10-23,12.8275,13.0391,12.6454,12.8021,94613.0
2020-10-24,12.8275,13.0391,12.6454,12.8021,94613.0
2020-10-25,12.8275,13.0391,12.6454,12.8021,94613.0
2020-10-26,12.565,12.7174,12.4295,12.5819,140966.0
2020-10-27,12.4888,12.6327,12.0993,12.1078,133114.0
2020-10-28,11.8538,12.2178,11.3965,11.4473,165545.0
2020-10-29,11.4812,11.6844,11.1341,11.6506,164179.0
2020-10-30,11.5744,11.8199,11.549,11.659,110281.0
2020-10-31,11.5744,11.8199,11.549,11.659,110281.0
2020-11-01,11.5744,11.8199,11.549,11.659,110281.0
2020-11-02,11.8114,11.8453,11.6167,11.803,193628.0
2020-11-03,12.1332,12.2432,11.9723,12.1586,144703.0
2020-11-04,11.8114,11.8114,11.1849,11.2357,191886.0
2020-11-05,11.278,11.7014,11.278,11.6506,98878.0
2020-11-06,11.7776,11.803,11.3119,11.3711,133261.0
2020-11-07,11.7776,11.803,11.3119,11.3711,133261.0
2020-11-08,11.7776,11.803,11.3119,11.3711,133261.0
2020-11-09,12.438,13.7383,12.438,13.3016,306027.0
2020-11-10,13.4879,14.8341,13.454,14.5293,368381.0
2020-11-11,14.5801,14.7918,13.9959,14.3007,262182.0
2020-11-12,13.979,14.0975,13.6742,14.0213,289279.0
2020-11-13,14.1991,14.3812,13.9112,14.0806,210813.0
2020-11-14,14.1991,14.3812,13.9112,14.0806,210813.0
2020-11-15,14.1991,14.3812,13.9112,14.0806,210813.0
2020-11-16,14.614,14.9781,14.4108,14.7833,384562.0
2020-11-17,14.6648,14.7495,14.1991,14.7241,176161.0
2020-11-18,14.8257,14.9442,14.3177,14.3346,139270.0
2020-11-19,14.2584,14.4785,13.9197,14.3515,118517.0
2020-11-20,14.1314,14.3685,14.1314,14.2584,111961.0
2020-11-21,14.1314,14.3685,14.1314,14.2584,111961.0
2020-11-22,14.1314,14.3685,14.1314,14.2584,111961.0
2020-11-23,14.5378,14.5801,14.2203,14.3346,218124.0
2020-11-24,14.7071,15.6724,14.6648,15.6131,323297.0
2020-11-25,15.4861,15.757,15.1813,15.5623,189109.0
2020-11-26,15.4861,15.757,15.1813,15.5623,189109.0
2020-11-27,15.4594,15.6652,14.8506,15.0221,109477.0
2020-11-28,15.4594,15.6652,14.8506,15.0221,109477.0
2020-11-29,15.4594,15.6652,14.8506,15.0221,109477.0
2020-11-30,14.8764,14.9793,14.0189,14.0532,201482.0
2020-12-01,14.4219,14.6449,14.0618,14.2676,318424.0
2020-12-02,14.2762,14.8935,14.2762,14.7306,137818.0
2020-12-03,14.8592,14.9535,14.5334,14.722,135298.0
2020-12-04,14.9192,15.2451,14.6963,15.2022,124595.0
2020-12-05,14.9192,15.2451,14.6963,15.2022,124595.0
2020-12-06,14.9192,15.2451,14.6963,15.2022,124595.0
2020-12-07,15.0736,15.3137,14.8249,15.005,66157.0
2020-12-08,14.7649,15.1186,14.7649,15.0136,120250.0
2020-12-09,15.2451,15.5537,15.0864,15.2108,114917.0
2020-12-10,14.9878,15.3479,14.9278,15.3308,105390.0
2020-12-11,15.0993,15.3051,15.0221,15.185,108327.0
2020-12-12,15.0993,15.3051,15.0221,15.185,108327.0
2020-12-13,15.0993,15.3051,15.0221,15.185,108327.0
2020-12-14,15.4337,15.8624,15.2965,15.6052,320946.0
2020-12-15,15.7767,16.2311,15.6137,16.0253,189397.0
2020-12-16,16.0082,16.2568,15.7595,15.871,172720.0
2020-12-17,15.9396,16.0596,15.7038,15.8796,179898.0
2020-12-18,16.0768,16.3769,15.8624,16.2911,1016845.0
2020-12-19,16.0768,16.3769,15.8624,16.2911,1016845.0
2020-12-20,16.0768,16.3769,15.8624,16.2911,1016845.0
2020-12-21,16.2311,16.3426,15.79,16.2139,534745.0
2020-12-22,16.334,16.334,15.7895,15.9481,144440.0
2020-12-23,16.1025,16.4369,15.991,16.4369,102463.0
2020-12-24,16.4369,16.4369,16.0167,16.2997,81958.0
2020-12-25,16.4369,16.4369,16.0167,16.2997,81958.0
2020-12-26,16.4369,16.4369,16.0167,16.2997,81958.0
2020-12-27,16.4369,16.4369,16.0167,16.2997,81958.0
2020-12-28,16.4712,16.7241,16.2997,16.3769,164343.0
2020-12-29,16.4455,16.4455,15.8881,16.1196,150497.0
2020-12-30,16.1196,16.2997,15.9224,16.2054,97159.0
2020-12-31,16.2054,16.3811,16.0853,16.2997,130392.0
2021-01-01,16.2054,16.3811,16.0853,16.2997,130392.0
2021-01-02,16.2054,16.3811,16.0853,16.2997,130392.0
2021-01-03,16.2054,16.3811,16.0853,16.2997,130392.0
2021-01-04,16.3854,16.4197,15.6995,15.9224,197441.0
2021-01-05,15.9653,16.3511,15.9653,16.0682,245837.0
2021-01-06,16.6427,18.0574,16.6341,17.8173,270391.0
2021-01-07,17.9888,18.2375,17.7745,17.9631,201326.0
2021-01-08,18.006,18.006,17.4143,17.8173,314580.0
2021-01-09,18.006,18.006,17.4143,17.8173,314580.0
2021-01-10,18.006,18.006,17.4143,17.8173,314580.0
2021-01-11,17.5687,17.9202,17.4829,17.7144,265117.0
2021-01-12,17.8345,18.1946,17.7573,18.0831,120971.0
2021-01-13,17.9717,18.0145,17.543,17.663,172515.0
2021-01-14,17.8002,18.2718,17.7144,18.2032,158256.0
2021-01-15,17.6973,17.9374,17.4958,17.7745,153132.0
2021-01-16,17.6973,17.9374,17.4958,17.7745,153132.0
2021-01-17,17.6973,17.9374,17.4958,17.7745,153132.0
2021-01-18,17.6973,17.9374,17.4958,17.7745,153132.0
2021-01-19,17.9288,17.9974,17.6716,17.946,104885.0
2021-01-20,17.9117,18.006,17.5044,17.7573,116684.0
2021-01-21,17.7402,17.7487,17.1657,17.2257,244175.0
2021-01-22,16.9942,17.5001,16.7756,17.4315,195071.0
2021-01-23,16.9942,17.5001,16.7756,17.4315,195071.0
2021-01-24,16.9942,17.5001,16.7756,17.4315,195071.0
2021-01-25,17.1571,17.38,16.8399,17.2086,188281.0
2021-01-26,17.3543,17.3543,16.6941,16.7456,204427.0
2021-01-27,16.5055,16.5912,15.7634,15.991,276060.0
2021-01-28,16.9256,17.5001,16.7155,17.4486,354826.0
2021-01-29,17.4401,17.6373,16.8913,17.0457,311138.0
2021-01-30,17.4401,17.6373,16.8913,17.0457,311138.0
2021-01-31,17.4401,17.6373,16.8913,17.0457,311138.0
2021-02-01,17.2171,17.8345,17.0028,17.8002,333101.0
2021-02-02,18.0746,18.0917,17.543,18.0317,189365.0
2021-02-03,17.9202,17.9202,17.5087,17.8774,162945.0
2021-02-04,17.8688,18.5462,17.7402,18.469,226417.0
2021-02-05,18.6662,18.6662,18.1346,18.589,123134.0
2021-02-06,18.6662,18.6662,18.1346,18.589,123134.0
2021-02-07,18.6662,18.6662,18.1346,18.589,123134.0
2021-02-08,18.6576,19.0177,18.529,18.9577,207777.0
2021-02-09,18.8977,19.2835,18.5633,19.2664,219524.0
2021-02-10,19.335,19.3521,18.8891,18.8891,166806.0
2021-02-11,18.9749,19.1721,18.4261,18.5376,169229.0
2021-02-12,18.4347,18.7262,18.3146,18.5033,94303.0
2021-02-13,18.4347,18.7262,18.3146,18.5033,94303.0
2021-02-14,18.4347,18.7262,18.3146,18.5033,94303.0
2021-02-15,18.4347,18.7262,18.3146,18.5033,94303.0
2021-02-16,18.7005,18.8548,18.5119,18.6319,149683.0
2021-02-17,18.4776,18.8891,18.4409,18.6833,164446.0
2021-02-18,18.4347,18.6919,18.0403,18.0574,262471.0
2021-02-19,18.2632,18.6919,18.2203,18.5804,142351.0
2021-02-20,18.2632,18.6919,18.2203,18.5804,142351.0
2021-02-21,18.2632,18.6919,18.2203,18.5804,142351.0
2021-02-22,18.5204,19.2578,18.5204,19.1892,137736.0
2021-02-23,19.3093,19.8066,19.1721,19.4036,247089.0
2021-02-24,19.5922,20.2267,19.5922,20.1067,192156.0
2021-02-25,20.4011,20.4617,19.9508,19.9508,235638.0
2021-02-26,19.7516,20.0634,19.5005,19.5958,256099.0
2021-02-27,19.7516,20.0634,19.5005,19.5958,256099.0
2021-02-28,19.7516,20.0634,19.5005,19.5958,256099.0
2021-03-01,20.072,20.4617,19.8815,20.3058,118672.0
2021-03-02,20.2106,20.3301,19.8815,19.8902,238364.0
2021-03-03,20.0461,21.0678,20.0461,20.7128,315059.0
2021-03-04,20.6349,21.3016,20.3664,20.6349,299148.0
2021-03-05,21.1198,21.3016,20.6479,21.2497,183964.0
2021-03-06,21.1198,21.3016,20.6479,21.2497,183964.0
2021-03-07,21.1198,21.3016,20.6479,21.2497,183964.0
2021-03-08,21.6047,22.3494,21.5268,22.2282,125678.0
2021-03-09,22.0377,22.1156,21.4488,21.674,126605.0
2021-03-10,21.6567,22.4273,21.6567,22.3148,120932.0
2021-03-11,22.817,23.1244,22.2888,22.8949,157710.0
2021-03-12,23.198,23.7089,23.172,23.3452,237809.0
2021-03-13,23.198,23.7089,23.172,23.3452,237809.0
