,DRI US Equity,DRI US Equity,DRI US Equity,DRI US Equity,DRI US Equity
2019-02-12,96.1825,96.8687,96.0132,96.8513,1181409.0
2019-02-13,96.8774,97.2769,95.3661,96.9642,692785.0
2019-02-14,96.7471,97.7025,96.2347,97.1901,893324.0
2019-02-15,97.7807,98.3105,97.0945,97.3811,705143.0
2019-02-16,97.7807,98.3105,97.0945,97.3811,705143.0
2019-02-17,97.7807,98.3105,97.0945,97.3811,705143.0
2019-02-18,97.7807,98.3105,97.0945,97.3811,705143.0
2019-02-19,97.3811,97.3811,96.6776,96.7037,737386.0
2019-02-20,97.0424,97.303,95.9046,96.0088,702006.0
2019-02-21,95.6527,96.6602,94.984,96.4952,1004306.0
2019-02-22,96.4431,97.1119,95.8004,97.0685,1035826.0
2019-02-23,96.4431,97.1119,95.8004,97.0685,1035826.0
2019-02-24,96.4431,97.1119,95.8004,97.0685,1035826.0
2019-02-25,97.772,97.772,96.3606,96.4865,1133512.0
2019-02-26,96.5473,97.0337,96.3041,96.4692,770995.0
2019-02-27,96.3041,96.9556,95.8004,96.721,698676.0
2019-02-28,96.7558,97.5722,96.3563,97.3725,1038434.0
2019-03-01,97.9109,98.4755,96.4692,96.9729,779441.0
2019-03-02,97.9109,98.4755,96.4692,96.9729,779441.0
2019-03-03,97.9109,98.4755,96.4692,96.9729,779441.0
2019-03-04,96.9469,98.0239,95.5398,96.5821,1584960.0
2019-03-05,96.9469,97.3725,95.8872,96.1304,1533989.0
2019-03-06,96.3823,96.6429,94.8624,95.1403,941096.0
2019-03-07,95.1316,95.2532,93.7333,94.1762,1194101.0
2019-03-08,94.2717,94.4622,92.7171,93.4901,1379527.0
2019-03-09,94.2717,94.4622,92.7171,93.4901,1379527.0
2019-03-10,94.2717,94.4622,92.7171,93.4901,1379527.0
2019-03-11,93.5509,94.7755,93.2208,94.4802,910001.0
2019-03-12,94.871,95.1663,94.2631,95.0534,838768.0
2019-03-13,95.3487,96.4692,95.1229,95.5746,1166734.0
2019-03-14,95.618,96.2086,95.1056,95.5746,1132481.0
2019-03-15,95.5746,96.7471,95.2532,96.1131,1903117.0
2019-03-16,95.5746,96.7471,95.2532,96.1131,1903117.0
2019-03-17,95.5746,96.7471,95.2532,96.1131,1903117.0
2019-03-18,96.53,97.3985,95.6962,96.4865,1259182.0
2019-03-19,96.7384,96.7384,95.4095,95.8612,1279180.0
2019-03-20,95.7917,96.3736,94.0807,94.3673,1907276.0
2019-03-21,98.571,101.2375,97.7112,100.8466,3790611.0
2019-03-22,100.9422,102.6619,100.5861,102.0018,1957713.0
2019-03-23,100.9422,102.6619,100.5861,102.0018,1957713.0
2019-03-24,100.9422,102.6619,100.5861,102.0018,1957713.0
2019-03-25,102.1929,103.4609,101.954,103.1048,1678747.0
2019-03-26,102.8269,104.1992,102.7357,103.4436,1404731.0
2019-03-27,103.3567,103.7959,102.8095,103.3741,1520244.0
2019-03-28,103.817,105.3544,103.6347,105.2067,1319826.0
2019-03-29,105.6931,106.2837,104.9027,105.502,1270145.0
2019-03-30,105.6931,106.2837,104.9027,105.502,1270145.0
2019-03-31,105.6931,106.2837,104.9027,105.502,1270145.0
2019-04-01,106.0753,106.275,104.1862,104.6422,950734.0
2019-04-02,104.3642,104.3642,102.7661,103.5131,1374444.0
2019-04-03,104.2079,104.2079,102.4882,102.879,1297869.0
2019-04-04,102.9919,103.1222,101.6196,102.9311,1063827.0
2019-04-05,103.2351,103.6955,102.853,103.3393,1564805.0
2019-04-06,103.2351,103.6955,102.853,103.3393,1564805.0
2019-04-07,103.2351,103.6955,102.853,103.3393,1564805.0
2019-04-08,103.3567,103.817,102.9528,103.6433,1185687.0
2019-04-09,103.1888,103.3549,102.1837,102.2886,779745.0
2019-04-10,102.3672,102.8392,101.4495,102.2711,789507.0
2019-04-11,102.2536,102.6994,101.2222,101.6942,1130181.0
2019-04-12,101.8253,102.5595,101.5806,101.8253,1038991.0
2019-04-13,101.8253,102.5595,101.5806,101.8253,1038991.0
2019-04-14,101.8253,102.5595,101.5806,101.8253,1038991.0
2019-04-15,101.7729,101.8253,101.0037,101.2572,853305.0
2019-04-16,101.6505,102.0351,100.3045,101.1611,879348.0
2019-04-17,101.0911,101.2747,99.4829,100.0073,1657701.0
2019-04-18,100.4094,102.3585,100.2084,102.1487,1632899.0
2019-04-19,100.4094,102.3585,100.2084,102.1487,1632899.0
2019-04-20,100.4094,102.3585,100.2084,102.1487,1632899.0
2019-04-21,100.4094,102.3585,100.2084,102.1487,1632899.0
2019-04-22,101.7117,102.5158,101.6068,102.105,1446082.0
2019-04-23,102.1138,103.4073,101.5544,102.2623,1395761.0
2019-04-24,102.2274,103.5559,102.0351,103.0752,828473.0
2019-04-25,102.9965,104.5348,102.8043,104.1415,1793692.0
2019-04-26,105.0156,106.5277,104.43,106.3004,1565921.0
2019-04-27,105.0156,106.5277,104.43,106.3004,1565921.0
2019-04-28,105.0156,106.5277,104.43,106.3004,1565921.0
2019-04-29,106.4053,106.5277,104.666,105.1729,1178111.0
2019-04-30,104.832,104.832,101.4145,102.7868,1617766.0
2019-05-01,102.5857,102.8181,100.9163,100.9775,1024707.0
2019-05-02,101.6156,103.4073,101.4495,102.9703,1764922.0
2019-05-03,103.2588,103.521,102.3061,102.8567,945526.0
2019-05-04,103.2588,103.521,102.3061,102.8567,945526.0
2019-05-05,103.2588,103.521,102.3061,102.8567,945526.0
2019-05-06,101.7729,103.9143,101.4058,103.7307,997628.0
2019-05-07,103.1888,104.6223,103.1888,104.4125,1691684.0
2019-05-08,104.2289,104.6048,103.3811,103.8968,886866.0
2019-05-09,103.6608,105.1991,103.3199,105.1904,974798.0
2019-05-10,105.0068,106.65,104.4562,106.414,984335.0
2019-05-11,105.0068,106.65,104.4562,106.414,984335.0
2019-05-12,105.0068,106.65,104.4562,106.414,984335.0
2019-05-13,104.9369,105.5225,104.3557,105.0418,1015937.0
2019-05-14,105.033,106.65,104.9544,105.7847,1057893.0
2019-05-15,105.6536,106.4665,105.4176,105.7235,999246.0
2019-05-16,106.0294,106.7374,103.7264,103.9667,1404962.0
2019-05-17,103.1539,105.3739,103.1539,104.7621,1863474.0
2019-05-18,103.1539,105.3739,103.1539,104.7621,1863474.0
2019-05-19,103.1539,105.3739,103.1539,104.7621,1863474.0
2019-05-20,105.0243,107.7391,104.5634,107.4279,2044146.0
2019-05-21,107.6901,109.5431,107.594,109.0624,1696901.0
2019-05-22,108.7564,109.3683,106.8685,107.5328,1781518.0
2019-05-23,107.4192,107.594,104.5698,105.5487,1739022.0
2019-05-24,105.4788,105.7935,104.2027,104.9981,1232646.0
2019-05-25,105.4788,105.7935,104.2027,104.9981,1232646.0
2019-05-26,105.4788,105.7935,104.2027,104.9981,1232646.0
2019-05-27,105.4788,105.7935,104.2027,104.9981,1232646.0
2019-05-28,105.5225,105.7498,103.2066,103.25,2376509.0
2019-05-29,102.612,102.6884,100.2521,101.3271,1746054.0
2019-05-30,101.196,103.2762,101.0824,102.8305,949577.0
2019-05-31,101.9914,102.6557,101.3096,101.668,1359660.0
2019-06-01,101.9914,102.6557,101.3096,101.668,1359660.0
2019-06-02,101.9914,102.6557,101.3096,101.668,1359660.0
2019-06-03,101.3971,101.9564,100.8551,101.7816,1401977.0
2019-06-04,102.3061,104.5086,102.1312,103.1539,1634001.0
2019-06-05,103.3899,103.6258,102.4197,103.1451,1210497.0
2019-06-06,103.1364,106.0819,102.9179,105.4788,1114622.0
2019-06-07,106.0557,107.1919,105.7672,106.0382,1146016.0
2019-06-08,106.0557,107.1919,105.7672,106.0382,1146016.0
2019-06-09,106.0557,107.1919,105.7672,106.0382,1146016.0
2019-06-10,106.2917,107.2881,103.5384,103.9929,886443.0
2019-06-11,104.5086,105.5575,103.7657,104.0366,1094865.0
2019-06-12,104.7446,104.9019,102.376,102.9703,1143635.0
2019-06-13,103.2325,104.4474,103.1451,103.923,1265852.0
2019-06-14,103.8007,105.0505,103.6783,104.6048,895285.0
2019-06-15,103.8007,105.0505,103.6783,104.6048,895285.0
2019-06-16,103.8007,105.0505,103.6783,104.6048,895285.0
2019-06-17,104.7359,104.867,102.2012,103.4073,1832999.0
2019-06-18,103.4336,104.3513,102.4809,103.0752,2129453.0
2019-06-19,103.0577,104.2377,101.196,102.6207,2491697.0
2019-06-20,100.3832,104.7446,98.3292,103.722,4004052.0
2019-06-21,104.0454,106.1518,103.722,105.9595,2277551.0
2019-06-22,104.0454,106.1518,103.722,105.9595,2277551.0
2019-06-23,104.0454,106.1518,103.722,105.9595,2277551.0
2019-06-24,106.3004,108.3544,106.1955,106.6238,2263717.0
2019-06-25,106.9734,108.2932,106.7025,107.6289,1561452.0
2019-06-26,107.5241,107.8999,104.2464,104.8932,1788618.0
2019-06-27,104.8845,106.3703,104.6266,106.2305,1047124.0
2019-06-28,105.7498,106.6238,105.033,106.3965,2434864.0
2019-06-29,105.7498,106.6238,105.033,106.3965,2434864.0
2019-06-30,105.7498,106.6238,105.033,106.3965,2434864.0
2019-07-01,107.3929,107.7775,105.1904,106.2742,1202059.0
2019-07-02,106.2829,106.3528,105.1642,105.6099,1076432.0
2019-07-03,105.7148,107.0171,105.7148,106.3791,605909.0
2019-07-04,105.7148,107.0171,105.7148,106.3791,605909.0
2019-07-05,106.5189,108.1009,106.0294,108.066,630239.0
2019-07-06,106.5189,108.1009,106.0294,108.066,630239.0
2019-07-07,106.5189,108.1009,106.0294,108.066,630239.0
2019-07-08,107.7426,109.412,107.0696,109.2372,1860198.0
2019-07-09,109.0787,109.8797,107.5207,107.8992,1370806.0
2019-07-10,107.9344,108.4536,106.2532,106.9485,1128348.0
2019-07-11,107.151,108.0312,106.4292,107.6791,958506.0
2019-07-12,108.2865,110.1526,108.0312,109.8181,1000786.0
2019-07-13,108.2865,110.1526,108.0312,109.8181,1000786.0
2019-07-14,108.2865,110.1526,108.0312,109.8181,1000786.0
2019-07-15,110.0118,110.9008,109.771,110.3991,842562.0
2019-07-16,109.3076,110.4431,108.3833,108.4537,1511878.0
2019-07-17,108.6562,109.0523,106.7373,107.5735,1438069.0
2019-07-18,107.7584,109.2372,107.3534,109.2107,989850.0
2019-07-19,109.0435,110.1526,108.4625,109.51,999035.0
2019-07-20,109.0435,110.1526,108.4625,109.51,999035.0
2019-07-21,109.0435,110.1526,108.4625,109.51,999035.0
2019-07-22,109.7917,110.7159,109.1975,110.4343,942028.0
2019-07-23,111.0504,111.3057,109.7565,110.1702,954368.0
2019-07-24,110.1966,110.9712,108.7662,109.3604,989802.0
2019-07-25,109.1579,109.4352,108.2689,108.7882,955267.0
2019-07-26,109.378,111.2089,108.8939,110.8744,827486.0
2019-07-27,109.378,111.2089,108.8939,110.8744,827486.0
2019-07-28,109.378,111.2089,108.8939,110.8744,827486.0
2019-07-29,110.8744,111.5698,110.1438,111.4553,1009949.0
2019-07-30,111.024,111.2177,108.9247,109.7477,651414.0
2019-07-31,109.2548,109.2548,105.7514,107.0014,1159214.0
2019-08-01,107.0366,107.4415,105.7338,106.4028,977928.0
2019-08-02,106.4556,107.2126,105.4962,105.7074,890237.0
2019-08-03,106.4556,107.2126,105.4962,105.7074,890237.0
2019-08-04,106.4556,107.2126,105.4962,105.7074,890237.0
2019-08-05,104.5367,105.4521,102.741,103.8853,1000355.0
2019-08-06,104.1406,105.0648,103.6213,103.7709,974501.0
2019-08-07,103.3044,105.0736,102.4285,104.6863,1092913.0
2019-08-08,105.1265,107.4679,104.6511,107.4327,1075866.0
2019-08-09,107.1422,109.0523,106.3368,107.7672,1513882.0
2019-08-10,107.1422,109.0523,106.3368,107.7672,1513882.0
2019-08-11,107.1422,109.0523,106.3368,107.7672,1513882.0
2019-08-12,107.5031,108.0268,103.9821,106.2091,1001335.0
2019-08-13,106.2356,108.1985,105.5578,106.6493,901477.0
2019-08-14,105.6282,105.9099,102.7938,102.8114,1173556.0
2019-08-15,102.7938,103.2075,100.9101,101.1478,1480077.0
2019-08-16,101.5087,103.5596,101.315,103.0755,839923.0
2019-08-17,101.5087,103.5596,101.315,103.0755,839923.0
2019-08-18,101.5087,103.5596,101.315,103.0755,839923.0
2019-08-19,104.2726,105.9187,103.7709,105.2497,921797.0
2019-08-20,105.1177,105.3465,103.3044,104.6335,698567.0
2019-08-21,105.0472,105.6106,104.3254,105.2145,947238.0
2019-08-22,105.2409,107.3446,105.2409,106.4204,844744.0
2019-08-23,106.3764,108.0136,105.6722,106.0947,1038048.0
2019-08-24,106.3764,108.0136,105.6722,106.0947,1038048.0
2019-08-25,106.3764,108.0136,105.6722,106.0947,1038048.0
2019-08-26,106.7461,106.7461,105.1661,106.6845,786600.0
2019-08-27,106.6845,106.9221,104.88,105.2057,1118075.0
2019-08-28,105.1177,106.2532,104.7832,105.8042,639481.0
2019-08-29,106.0595,107.7936,105.9539,107.2478,941778.0
2019-08-30,107.1862,108.1985,106.2488,106.4908,905098.0
2019-08-31,107.1862,108.1985,106.2488,106.4908,905098.0
2019-09-01,107.1862,108.1985,106.2488,106.4908,905098.0
2019-09-02,107.1862,108.1985,106.2488,106.4908,905098.0
2019-09-03,106.1299,106.9045,104.4136,105.2057,805757.0
2019-09-04,105.6634,108.1985,105.3025,107.4943,1200505.0
2019-09-05,108.4185,109.8357,107.239,109.2019,1020000.0
2019-09-06,109.7477,112.3268,109.554,110.4519,1812420.0
2019-09-07,109.7477,112.3268,109.554,110.4519,1812420.0
2019-09-08,109.7477,112.3268,109.554,110.4519,1812420.0
2019-09-09,110.7952,112.4148,110.091,112.2916,1166557.0
2019-09-10,111.605,111.9307,109.9721,111.7458,1048957.0
2019-09-11,112.1859,112.6613,111.3233,111.9659,977326.0
2019-09-12,111.8603,112.1947,110.8832,110.9624,1044756.0
2019-09-13,111.1121,113.031,110.8744,112.0891,1088132.0
2019-09-14,111.1121,113.031,110.8744,112.0891,1088132.0
2019-09-15,111.1121,113.031,110.8744,112.0891,1088132.0
2019-09-16,111.1209,112.7317,110.9712,111.7106,1282555.0
2019-09-17,112.0451,112.6173,109.8797,110.9096,1333010.0
2019-09-18,111.3057,112.318,111.2286,111.9043,1535022.0
2019-09-19,107.4063,109.0699,106.0155,106.2267,4353623.0
2019-09-20,106.1651,106.9926,104.792,105.4521,1980195.0
2019-09-21,106.1651,106.9926,104.792,105.4521,1980195.0
2019-09-22,106.1651,106.9926,104.792,105.4521,1980195.0
2019-09-23,105.3641,105.6546,104.2198,104.9152,1541928.0
2019-09-24,105.4962,106.6229,103.322,103.7093,2470447.0
2019-09-25,103.8677,104.8712,103.6125,104.3078,1562217.0
2019-09-26,103.8941,104.211,101.7904,102.4946,1219644.0
2019-09-27,102.7058,103.2956,101.7023,102.4241,1113041.0
2019-09-28,102.7058,103.2956,101.7023,102.4241,1113041.0
2019-09-29,102.7058,103.2956,101.7023,102.4241,1113041.0
2019-09-30,102.8114,104.3959,102.8114,104.0614,1379076.0
2019-10-01,104.1142,104.6335,102.3801,102.9963,1736283.0
2019-10-02,102.2041,102.6354,100.3908,101.984,2908381.0
2019-10-03,101.9312,102.5562,100.3292,101.6231,1800279.0
2019-10-04,101.4383,102.587,101.4295,102.4769,1329782.0
2019-10-05,101.4383,102.587,101.4295,102.4769,1329782.0
2019-10-06,101.4383,102.587,101.4295,102.4769,1329782.0
2019-10-07,102.2921,102.4681,101.4779,101.9224,1210944.0
2019-10-08,101.4119,101.7464,100.2676,100.294,1504678.0
2019-10-09,100.5689,100.773,99.4956,99.7705,2035124.0
2019-10-10,99.9036,100.3826,98.9899,99.3802,2225185.0
2019-10-11,100.2851,101.2431,100.081,100.2762,1430888.0
2019-10-12,100.2851,101.2431,100.081,100.2762,1430888.0
2019-10-13,100.2851,101.2431,100.081,100.2762,1430888.0
2019-10-14,100.0189,100.081,97.9254,97.9786,1113644.0
2019-10-15,98.1649,98.3906,97.4109,97.8367,1290354.0
2019-10-16,97.8633,98.4843,97.3133,97.5794,1154205.0
2019-10-17,98.0141,98.0141,96.7722,96.8166,1013198.0
2019-10-18,97.0472,98.2181,96.8254,97.9786,1195652.0
2019-10-19,97.0472,98.2181,96.8254,97.9786,1195652.0
2019-10-20,97.0472,98.2181,96.8254,97.9786,1195652.0
2019-10-21,97.9964,98.9278,97.5794,97.7214,1025355.0
2019-10-22,97.8367,98.1827,96.3109,96.5327,1193949.0
2019-10-23,96.5593,97.9609,96.3198,97.9343,1196336.0
2019-10-24,98.2093,98.7593,97.2157,97.9432,1229166.0
2019-10-25,97.6682,99.979,97.6682,99.6818,1101958.0
2019-10-26,97.6682,99.979,97.6682,99.6818,1101958.0
2019-10-27,97.6682,99.979,97.6682,99.6818,1101958.0
2019-10-28,99.8415,100.4447,98.7415,98.777,867011.0
2019-10-29,100.4359,101.0391,99.2827,100.906,1666076.0
2019-10-30,100.5778,101.0605,98.9012,100.2318,1146652.0
2019-10-31,100.3915,100.8262,99.3004,99.5931,865102.0
2019-11-01,99.9214,100.6222,99.4689,99.5044,822776.0
2019-11-02,99.9214,100.6222,99.4689,99.5044,822776.0
2019-11-03,99.9214,100.6222,99.4689,99.5044,822776.0
2019-11-04,99.5222,99.7972,98.2137,98.4222,1072509.0
2019-11-05,98.3778,100.3472,98.1649,100.0367,1150224.0
2019-11-06,100.2141,100.2762,99.1806,100.0544,837128.0
2019-11-07,100.4891,100.9326,100.081,100.6665,926904.0
2019-11-08,100.5601,101.935,100.4625,101.935,988958.0
2019-11-09,100.5601,101.935,100.4625,101.935,988958.0
2019-11-10,100.5601,101.935,100.4625,101.935,988958.0
2019-11-11,101.2875,101.9705,100.9238,101.4471,921913.0
2019-11-12,101.4294,101.7266,97.3577,99.7439,931877.0
2019-11-13,99.3536,100.183,98.9544,99.8681,897916.0
2019-11-14,99.806,100.7463,99.4512,99.7705,613438.0
2019-11-15,100.1963,100.4004,99.327,99.8859,1256285.0
2019-11-16,100.1963,100.4004,99.327,99.8859,1256285.0
2019-11-17,100.1963,100.4004,99.327,99.8859,1256285.0
2019-11-18,99.7528,101.1367,99.6109,100.4891,2205549.0
2019-11-19,100.631,101.048,100.1431,100.6754,1020863.0
2019-11-20,100.8439,102.1923,100.6665,101.7931,908459.0
2019-11-21,102.1302,102.2544,100.427,100.6754,696197.0
2019-11-22,100.9859,101.8907,100.1875,101.7221,645646.0
2019-11-23,100.9859,101.8907,100.1875,101.7221,645646.0
2019-11-24,100.9859,101.8907,100.1875,101.7221,645646.0
2019-11-25,102.2455,103.2124,101.7577,102.6004,894331.0
2019-11-26,102.7157,104.0552,102.3963,103.9576,1578446.0
2019-11-27,104.4544,104.8713,104.0108,104.1971,885966.0
2019-11-28,104.4544,104.8713,104.0108,104.1971,885966.0
2019-11-29,104.3834,105.8116,104.0108,105.0665,803460.0
2019-11-30,104.3834,105.8116,104.0108,105.0665,803460.0
2019-12-01,104.3834,105.8116,104.0108,105.0665,803460.0
2019-12-02,105.1108,105.9535,104.6673,105.8471,997630.0
2019-12-03,105.3237,105.5011,103.8334,105.0931,1322556.0
2019-12-04,104.9423,105.4213,104.0552,104.6318,1069477.0
2019-12-05,104.889,105.4035,104.0774,105.1108,1308376.0
2019-12-06,105.6076,106.4326,105.2084,106.2995,977804.0
2019-12-07,105.6076,106.4326,105.2084,106.2995,977804.0
2019-12-08,105.6076,106.4326,105.2084,106.2995,977804.0
2019-12-09,106.4148,106.4193,104.7648,104.7648,1380496.0
2019-12-10,104.7648,105.3459,104.4189,105.1906,1071640.0
2019-12-11,105.1818,105.4568,104.0818,104.1794,995406.0
2019-12-12,103.1326,103.9842,102.7723,103.1415,1054710.0
2019-12-13,102.8399,103.2568,101.9705,102.5294,921019.0
2019-12-14,102.8399,103.2568,101.9705,102.5294,921019.0
2019-12-15,102.8399,103.2568,101.9705,102.5294,921019.0
2019-12-16,103.0528,103.4322,102.1036,102.9197,925891.0
2019-12-17,102.4762,103.31,102.3786,102.9108,1041415.0
2019-12-18,103.1947,103.6205,102.0326,103.177,1612170.0
2019-12-19,99.3891,100.2407,96.7157,96.719,5408973.0
2019-12-20,97.5794,99.2205,96.9585,97.7923,3928690.0
2019-12-21,97.5794,99.2205,96.9585,97.7923,3928690.0
2019-12-22,97.5794,99.2205,96.9585,97.7923,3928690.0
2019-12-23,97.5262,97.5262,95.7254,96.4262,1871881.0
2019-12-24,96.4262,96.648,95.9383,96.2488,668507.0
2019-12-25,96.4262,96.648,95.9383,96.2488,668507.0
2019-12-26,96.577,97.0295,95.8408,96.6125,1013541.0
2019-12-27,96.0182,96.2666,95.1843,95.8141,1520716.0
2019-12-28,96.0182,96.2666,95.1843,95.8141,1520716.0
2019-12-29,96.0182,96.2666,95.1843,95.8141,1520716.0
2019-12-30,95.8053,96.6924,95.3529,96.6569,1478633.0
2019-12-31,96.7012,96.994,95.7698,96.7012,1601009.0
2020-01-01,96.7012,96.994,95.7698,96.7012,1601009.0
2020-01-02,97.402,99.5843,97.0383,99.5843,2745683.0
2020-01-03,98.9633,99.8105,98.3601,99.6907,1371309.0
2020-01-04,98.9633,99.8105,98.3601,99.6907,1371309.0
2020-01-05,98.9633,99.8105,98.3601,99.6907,1371309.0
2020-01-06,99.4601,100.3738,99.0254,100.3472,1595894.0
2020-01-07,99.5399,100.6665,99.1141,99.4867,1902025.0
2020-01-08,99.5754,101.1899,99.1939,100.9947,1675750.0
2020-01-09,101.397,103.2565,100.7086,102.2642,1906729.0
2020-01-10,102.434,102.6575,101.5221,102.4072,1146069.0
2020-01-11,102.434,102.6575,101.5221,102.4072,1146069.0
2020-01-12,102.434,102.6575,101.5221,102.4072,1146069.0
2020-01-13,102.4072,102.7112,101.0662,101.245,1517359.0
2020-01-14,100.8785,100.8785,99.8235,100.3152,2080711.0
2020-01-15,100.3152,100.6997,99.457,99.4928,1511297.0
2020-01-16,99.3408,101.7814,98.993,101.0304,2681665.0
2020-01-17,101.2718,101.692,100.9857,101.4864,1050185.0
2020-01-18,101.2718,101.692,100.9857,101.4864,1050185.0
2020-01-19,101.2718,101.692,100.9857,101.4864,1050185.0
2020-01-20,101.2718,101.692,100.9857,101.4864,1050185.0
2020-01-21,101.1198,102.5324,101.0304,102.4072,1502803.0
2020-01-22,102.6486,103.2118,102.4832,102.7916,1423122.0
2020-01-23,102.7648,105.2412,102.5413,105.1518,1525137.0
2020-01-24,105.268,105.2859,104.2041,104.6779,1080163.0
2020-01-25,105.268,105.2859,104.2041,104.6779,1080163.0
2020-01-26,105.268,105.2859,104.2041,104.6779,1080163.0
2020-01-27,103.6141,104.5885,103.5997,104.0432,1133454.0
2020-01-28,104.4544,105.3753,104.2667,104.9998,1391838.0
2020-01-29,105.3216,106.9129,104.0968,106.5732,1124650.0
2020-01-30,105.9117,106.0011,103.9985,105.6792,1336146.0
2020-01-31,105.7597,105.9251,103.5515,104.0879,1081682.0
2020-02-01,105.7597,105.9251,103.5515,104.0879,1081682.0
2020-02-02,105.7597,105.9251,103.5515,104.0879,1081682.0
2020-02-03,104.7137,104.7137,102.7022,102.738,1343574.0
2020-02-04,103.6051,104.365,103.3012,103.3101,1511709.0
2020-02-05,103.623,105.1607,103.3012,105.0266,1700832.0
2020-02-06,105.4736,108.8887,105.3663,108.6205,2089356.0
2020-02-07,108.6205,109.0228,107.4672,107.9142,1555404.0
2020-02-08,108.6205,109.0228,107.4672,107.9142,1555404.0
2020-02-09,108.6205,109.0228,107.4672,107.9142,1555404.0
2020-02-10,107.8337,109.0405,107.494,108.8797,979768.0
2020-02-11,108.9691,109.4429,107.8784,109.2731,1565050.0
2020-02-12,109.6486,110.8644,109.282,109.4698,1150496.0
2020-02-13,109.1747,109.4519,108.4148,109.3088,1081069.0
2020-02-14,109.4966,109.6307,108.4685,108.8082,737088.0
2020-02-15,109.4966,109.6307,108.4685,108.8082,737088.0
2020-02-16,109.4966,109.6307,108.4685,108.8082,737088.0
2020-02-17,109.4966,109.6307,108.4685,108.8082,737088.0
2020-02-18,108.3165,108.54,106.3944,107.7175,1062835.0
2020-02-19,108.0036,108.3701,107.2437,107.8874,905259.0
2020-02-20,107.6371,108.1735,106.761,107.8874,757396.0
2020-02-21,107.2616,108.5221,107.2437,108.2629,1372213.0
2020-02-22,107.2616,108.5221,107.2437,108.2629,1372213.0
2020-02-23,107.2616,108.5221,107.2437,108.2629,1372213.0
2020-02-24,106.4659,107.0738,104.9014,105.3931,1177462.0
2020-02-25,105.8848,105.8848,99.8242,99.904,1481562.0
2020-02-26,100.0381,100.5834,95.6933,95.7201,2085431.0
2020-02-27,93.199,93.4315,88.7738,88.8274,3097020.0
2020-02-28,86.2885,90.079,84.2412,87.1646,2593100.0
2020-02-29,86.2885,90.079,84.2412,87.1646,2593100.0
2020-03-01,86.2885,90.079,84.2412,87.1646,2593100.0
2020-03-02,87.3881,88.3893,85.4302,88.3268,2405305.0
2020-03-03,88.0317,89.7572,84.4468,85.2067,1693861.0
2020-03-04,86.3153,86.6639,83.526,84.9832,1789170.0
2020-03-05,84.4021,84.4021,78.1173,78.6269,2700383.0
