,AGM US Equity,AGM US Equity,AGM US Equity,AGM US Equity,AGM US Equity
2019-06-24,59.1288,59.3903,57.4337,57.5349,43454.0
2019-06-25,57.5602,58.0746,56.6945,57.4505,33685.0
2019-06-26,57.518,58.7662,57.518,58.0325,32120.0
2019-06-27,58.1084,60.63,57.8385,60.512,56311.0
2019-06-28,60.8324,62.0891,60.4867,61.2794,94708.0
2019-06-29,60.8324,62.0891,60.4867,61.2794,94708.0
2019-06-30,60.8324,62.0891,60.4867,61.2794,94708.0
2019-07-01,62.1228,62.6423,60.7903,61.2204,46447.0
2019-07-02,61.2204,61.4818,59.2553,60.0228,42406.0
2019-07-03,60.2674,60.8577,59.8288,60.2252,21489.0
2019-07-04,60.2674,60.8577,59.8288,60.2252,21489.0
2019-07-05,60.1831,61.7517,59.4493,61.7517,46431.0
2019-07-06,60.1831,61.7517,59.4493,61.7517,46431.0
2019-07-07,60.1831,61.7517,59.4493,61.7517,46431.0
2019-07-08,61.3975,62.4939,61.0349,62.3674,58185.0
2019-07-09,62.1397,62.7722,61.0855,61.7264,55921.0
2019-07-10,61.9288,62.6794,61.3469,61.9373,49922.0
2019-07-11,62.03,62.3927,61.3975,61.7855,45886.0
2019-07-12,62.1312,63.3541,61.5577,63.2698,36389.0
2019-07-13,62.1312,63.3541,61.5577,63.2698,36389.0
2019-07-14,62.1312,63.3541,61.5577,63.2698,36389.0
2019-07-15,63.4385,63.4385,62.106,62.7047,67274.0
2019-07-16,62.6794,63.3843,62.3421,62.5951,31096.0
2019-07-17,62.5529,62.7738,62.1734,62.3168,33818.0
2019-07-18,62.3168,64.1469,62.2915,63.5903,41999.0
2019-07-19,63.3288,63.759,62.1903,62.4686,40080.0
2019-07-20,63.3288,63.759,62.1903,62.4686,40080.0
2019-07-21,63.3288,63.759,62.1903,62.4686,40080.0
2019-07-22,62.5951,62.5951,60.765,61.0011,28312.0
2019-07-23,61.3722,62.3421,60.8493,62.1987,34313.0
2019-07-24,62.0638,63.6662,61.7053,63.4132,32994.0
2019-07-25,63.2529,63.3794,61.8445,61.9963,18778.0
2019-07-26,62.2324,63.9951,62.1481,63.8602,23022.0
2019-07-27,62.2324,63.9951,62.1481,63.8602,23022.0
2019-07-28,62.2324,63.9951,62.1481,63.8602,23022.0
2019-07-29,63.9614,64.8722,63.4722,64.3493,33311.0
2019-07-30,63.7758,65.8758,63.7252,65.783,42005.0
2019-07-31,65.7662,66.4324,65.1674,65.1674,42467.0
2019-08-01,66.6264,70.4595,66.2975,68.9626,79743.0
2019-08-02,68.9204,69.0975,63.565,66.0445,57454.0
2019-08-03,68.9204,69.0975,63.565,66.0445,57454.0
2019-08-04,68.9204,69.0975,63.565,66.0445,57454.0
2019-08-05,64.9734,65.0156,62.8565,64.7204,45301.0
2019-08-06,65.0999,66.0577,63.2951,63.5565,57860.0
2019-08-07,62.7385,63.2529,61.6379,63.1855,53897.0
2019-08-08,63.8602,65.9179,63.1855,65.5216,42009.0
2019-08-09,65.0746,66.2385,64.3017,65.4457,35970.0
2019-08-10,65.0746,66.2385,64.3017,65.4457,35970.0
2019-08-11,65.0746,66.2385,64.3017,65.4457,35970.0
2019-08-12,65.2517,65.2517,63.4469,64.324,34859.0
2019-08-13,64.4336,65.6987,64.4336,64.9144,34586.0
2019-08-14,63.7083,64.1343,63.0758,63.5734,52824.0
2019-08-15,63.8096,64.5855,63.3541,63.5818,41569.0
2019-08-16,64.0963,66.2047,64.0963,65.7493,48781.0
2019-08-17,64.0963,66.2047,64.0963,65.7493,48781.0
2019-08-18,64.0963,66.2047,64.0963,65.7493,48781.0
2019-08-19,66.677,67.6047,66.1204,67.5204,54063.0
2019-08-20,67.3855,67.6722,65.7999,67.5288,55524.0
2019-08-21,68.2879,68.7348,67.4951,68.5071,63191.0
2019-08-22,68.8614,70.1057,68.7264,69.7385,42279.0
2019-08-23,69.2577,69.8397,66.9047,67.3011,50397.0
2019-08-24,69.2577,69.8397,66.9047,67.3011,50397.0
2019-08-25,69.2577,69.8397,66.9047,67.3011,50397.0
2019-08-26,67.9674,68.6336,67.5035,68.4481,26196.0
2019-08-27,69.0385,69.224,66.6855,67.0312,45248.0
2019-08-28,66.7192,68.6083,66.3228,68.465,53109.0
2019-08-29,69.2999,70.2782,68.9204,69.4011,49190.0
2019-08-30,69.8144,70.5228,68.6126,69.4517,54483.0
2019-08-31,69.8144,70.5228,68.6126,69.4517,54483.0
2019-09-01,69.8144,70.5228,68.6126,69.4517,54483.0
2019-09-02,69.8144,70.5228,68.6126,69.4517,54483.0
2019-09-03,69.0722,69.0722,67.2589,67.5373,32740.0
2019-09-04,68.1867,68.1867,66.7108,67.4023,40606.0
2019-09-05,68.4144,69.7975,68.2963,68.5915,42495.0
2019-09-06,68.4734,69.2071,67.8577,67.9505,23138.0
2019-09-07,68.4734,69.2071,67.8577,67.9505,23138.0
2019-09-08,68.4734,69.2071,67.8577,67.9505,23138.0
2019-09-09,68.3553,71.2734,67.8915,70.7927,45003.0
2019-09-10,70.7927,71.3324,70.0168,70.0505,50337.0
2019-09-11,70.6662,71.8638,69.9999,71.2903,74857.0
2019-09-12,71.13,72.3022,70.5144,71.7794,57821.0
2019-09-13,72.1026,74.5516,72.1026,73.9819,98906.0
2019-09-14,72.1026,74.5516,72.1026,73.9819,98906.0
2019-09-15,72.1026,74.5516,72.1026,73.9819,98906.0
2019-09-16,73.6077,74.4071,73.1485,73.3611,56168.0
2019-09-17,73.0125,73.0125,71.2012,71.5754,47659.0
2019-09-18,71.0907,71.7284,69.628,70.6315,60873.0
2019-09-19,70.2828,72.6978,70.0787,70.7505,32717.0
2019-09-20,70.759,71.6009,69.4239,69.594,132292.0
2019-09-21,70.759,71.6009,69.4239,69.594,132292.0
2019-09-22,70.759,71.6009,69.4239,69.594,132292.0
2019-09-23,69.8491,70.3678,68.7521,70.0277,54787.0
2019-09-24,69.8576,71.8645,69.8108,71.0226,65774.0
2019-09-25,70.8696,72.4853,70.4019,71.9495,50403.0
2019-09-26,71.7029,71.8135,70.657,70.7505,37932.0
2019-09-27,70.827,71.0907,69.3602,69.8321,33469.0
2019-09-28,70.827,71.0907,69.3602,69.8321,33469.0
2019-09-29,70.827,71.0907,69.3602,69.8321,33469.0
2019-09-30,70.3168,70.3168,68.9987,69.4409,36293.0
2019-10-01,69.8066,70.9631,68.6926,68.7011,71148.0
2019-10-02,68.1484,68.8372,67.5115,67.9698,38695.0
2019-10-03,67.7912,68.1144,66.7793,67.5871,31975.0
2019-10-04,67.7317,68.901,67.6981,68.8457,37867.0
2019-10-05,67.7317,68.901,67.6981,68.8457,37867.0
2019-10-06,67.7317,68.901,67.6981,68.8457,37867.0
2019-10-07,68.531,69.7216,68.1144,69.0583,31494.0
2019-10-08,68.412,69.0328,67.3873,68.7691,47334.0
2019-10-09,69.4409,69.56,67.0769,68.1399,27137.0
2019-10-10,68.4545,69.4579,67.9741,68.4035,45915.0
2019-10-11,69.645,70.4954,69.6365,69.6365,27620.0
2019-10-12,69.645,70.4954,69.6365,69.6365,27620.0
2019-10-13,69.645,70.4954,69.6365,69.6365,27620.0
2019-10-14,69.5005,70.1127,68.8032,69.6365,63505.0
2019-10-15,69.8066,71.3394,69.4239,71.1587,24315.0
2019-10-16,70.9801,71.7199,70.4784,71.2267,21434.0
2019-10-17,71.6094,72.3832,71.3883,72.0856,40661.0
2019-10-18,71.7454,72.6298,71.7454,72.3322,23932.0
2019-10-19,71.7454,72.6298,71.7454,72.3322,23932.0
2019-10-20,71.7454,72.6298,71.7454,72.3322,23932.0
2019-10-21,72.8764,73.9393,72.5278,73.3696,32734.0
2019-10-22,73.2761,73.9564,72.6298,72.6298,29339.0
2019-10-23,72.6043,73.0435,71.7369,71.975,14423.0
2019-10-24,72.1451,72.1451,71.0566,71.5924,29036.0
2019-10-25,71.5413,72.4512,71.1162,71.7369,16537.0
2019-10-26,71.5413,72.4512,71.1162,71.7369,16537.0
2019-10-27,71.5413,72.4512,71.1162,71.7369,16537.0
2019-10-28,72.0176,73.1145,72.0176,72.5618,17695.0
2019-10-29,72.4853,72.8382,71.9495,72.2642,15248.0
2019-10-30,71.8815,72.1706,70.3253,71.9155,22545.0
2019-10-31,71.7284,72.1706,70.4189,72.0176,32693.0
2019-11-01,72.3492,73.8033,72.0686,73.6588,32582.0
2019-11-02,72.3492,73.8033,72.0686,73.6588,32582.0
2019-11-03,72.3492,73.8033,72.0686,73.6588,32582.0
2019-11-04,74.1775,75.2234,73.8195,74.5346,29776.0
2019-11-05,74.7217,75.1894,74.0754,74.2795,43881.0
2019-11-06,73.1315,73.2871,68.9987,69.4579,57992.0
2019-11-07,69.9427,72.5363,69.9427,70.793,64908.0
2019-11-08,70.6655,71.9325,70.0064,71.3458,38410.0
2019-11-09,70.6655,71.9325,70.0064,71.3458,38410.0
2019-11-10,70.6655,71.9325,70.0064,71.3458,38410.0
2019-11-11,70.9206,70.9206,69.2198,69.6875,35550.0
2019-11-12,69.7301,70.5549,69.2879,69.6365,31085.0
2019-11-13,69.3304,70.6995,68.8797,70.0192,78780.0
2019-11-14,69.7471,70.3678,69.3431,69.7726,53411.0
2019-11-15,70.1723,70.827,68.9732,70.3083,80136.0
2019-11-16,70.1723,70.827,68.9732,70.3083,80136.0
2019-11-17,70.1723,70.827,68.9732,70.3083,80136.0
2019-11-18,70.6144,71.1757,69.9809,70.6059,38548.0
2019-11-19,70.8015,71.2148,70.0617,70.5294,37692.0
2019-11-20,70.2318,70.9036,68.9137,68.9307,47804.0
2019-11-21,69.0923,69.4835,68.4205,68.7606,54321.0
2019-11-22,68.8967,69.3134,68.7096,69.0243,33530.0
2019-11-23,68.8967,69.3134,68.7096,69.0243,33530.0
2019-11-24,68.8967,69.3134,68.7096,69.0243,33530.0
2019-11-25,69.3049,71.3713,69.2709,71.0651,38079.0
2019-11-26,71.1162,71.3968,70.1893,70.1893,21888.0
2019-11-27,70.4104,70.6655,69.8406,69.9767,32089.0
2019-11-28,70.4104,70.6655,69.8406,69.9767,32089.0
2019-11-29,69.9001,70.9886,69.526,70.6229,15016.0
2019-11-30,69.9001,70.9886,69.526,70.6229,15016.0
2019-12-01,69.9001,70.9886,69.526,70.6229,15016.0
2019-12-02,70.674,70.674,69.1773,69.2198,41493.0
2019-12-03,68.6161,69.1433,68.1314,68.9562,41726.0
2019-12-04,69.3304,70.5039,68.8125,69.8406,34454.0
2019-12-05,70.0787,70.7505,69.3899,70.3848,82587.0
2019-12-06,71.2947,71.5328,70.0022,70.2233,63234.0
2019-12-07,71.2947,71.5328,70.0022,70.2233,63234.0
2019-12-08,71.2947,71.5328,70.0022,70.2233,63234.0
2019-12-09,70.1638,70.5804,69.7301,70.0362,49485.0
2019-12-10,69.6365,70.5209,69.4159,69.9597,50876.0
2019-12-11,70.0787,71.0056,69.611,70.6655,75030.0
2019-12-12,70.7675,71.2352,70.0787,70.6485,58207.0
2019-12-13,70.6142,70.6999,69.1906,69.7051,47052.0
2019-12-14,70.6142,70.6999,69.1906,69.7051,47052.0
2019-12-15,70.6142,70.6999,69.1906,69.7051,47052.0
2019-12-16,70.254,70.7771,70.0911,70.5284,69556.0
2019-12-17,70.7257,71.9949,70.5383,71.9091,87125.0
2019-12-18,72.1664,73.3928,72.0292,72.7496,46164.0
2019-12-19,73.1269,74.0103,72.904,73.873,69352.0
2019-12-20,74.1818,74.3018,73.6243,74.0789,112099.0
2019-12-21,74.1818,74.3018,73.6243,74.0789,112099.0
2019-12-22,74.1818,74.3018,73.6243,74.0789,112099.0
2019-12-23,74.2246,74.6106,71.5661,72.6896,58570.0
2019-12-24,72.8268,72.9125,72.2093,72.2093,33371.0
2019-12-25,72.8268,72.9125,72.2093,72.2093,33371.0
2019-12-26,72.3551,72.8954,72.2779,72.6724,33620.0
2019-12-27,72.8954,72.8954,71.8062,72.235,27696.0
2019-12-28,72.8954,72.8954,71.8062,72.235,27696.0
2019-12-29,72.8954,72.8954,71.8062,72.235,27696.0
2019-12-30,72.1836,72.5438,71.4032,72.0292,43736.0
2019-12-31,71.892,72.5266,71.5661,71.609,27115.0
2020-01-01,71.892,72.5266,71.5661,71.609,27115.0
2020-01-02,71.8405,71.8405,70.4341,71.4975,33586.0
2020-01-03,70.5713,71.6261,70.5713,71.4546,30543.0
2020-01-04,70.5713,71.6261,70.5713,71.4546,30543.0
2020-01-05,70.5713,71.6261,70.5713,71.4546,30543.0
2020-01-06,70.9572,71.8577,70.7171,71.5232,24649.0
2020-01-07,71.2917,71.58,70.8029,71.2574,26273.0
2020-01-08,71.1373,71.7119,70.8029,71.1459,60080.0
2020-01-09,71.4975,71.7162,70.3312,70.7514,50555.0
2020-01-10,70.6056,70.8926,69.9024,70.4255,30944.0
2020-01-11,70.6056,70.8926,69.9024,70.4255,30944.0
2020-01-12,70.6056,70.8926,69.9024,70.4255,30944.0
2020-01-13,70.3741,70.6142,69.9538,70.5113,23830.0
2020-01-14,70.3741,70.775,70.0031,70.1597,25150.0
2020-01-15,69.9624,70.5113,69.6966,70.4341,30140.0
2020-01-16,70.9486,71.8062,70.7226,71.6519,26205.0
2020-01-17,72.1493,72.1493,70.6399,70.9229,24315.0
2020-01-18,72.1493,72.1493,70.6399,70.9229,24315.0
2020-01-19,72.1493,72.1493,70.6399,70.9229,24315.0
2020-01-20,72.1493,72.1493,70.6399,70.9229,24315.0
2020-01-21,70.6914,70.7042,69.9024,70.194,40649.0
2020-01-22,70.4941,71.0601,70.1425,70.9401,32423.0
2020-01-23,70.6828,71.0344,69.9024,70.2025,38691.0
2020-01-24,70.2197,70.254,68.9163,69.5422,23777.0
2020-01-25,70.2197,70.254,68.9163,69.5422,23777.0
2020-01-26,70.2197,70.254,68.9163,69.5422,23777.0
2020-01-27,68.5645,68.9933,68.5474,68.6503,37367.0
2020-01-28,69.2935,69.6108,68.8304,69.1391,56189.0
2020-01-29,69.3621,69.3621,67.321,67.3725,47461.0
2020-01-30,66.8494,67.2696,65.1427,66.3091,45196.0
2020-01-31,66.0003,66.0003,65.0484,65.4343,40428.0
2020-02-01,66.0003,66.0003,65.0484,65.4343,40428.0
2020-02-02,66.0003,66.0003,65.0484,65.4343,40428.0
2020-02-03,65.7345,65.7386,64.3452,64.6968,49938.0
2020-02-04,65.4086,65.4751,62.5871,62.6815,81541.0
2020-02-05,63.3332,64.1479,63.2689,63.9078,63027.0
2020-02-06,64.2766,64.5424,62.7072,62.8444,36693.0
2020-02-07,62.6043,62.7415,61.7209,62.0897,51293.0
2020-02-08,62.6043,62.7415,61.7209,62.0897,51293.0
2020-02-09,62.6043,62.7415,61.7209,62.0897,51293.0
2020-02-10,62.1069,62.8916,61.1464,62.853,51367.0
2020-02-11,63.0245,63.702,62.1755,62.5785,42333.0
2020-02-12,63.0073,63.0073,61.9096,62.0897,29822.0
2020-02-13,61.901,62.8247,61.7274,62.4242,38613.0
2020-02-14,62.5357,62.5357,61.3007,61.9696,43787.0
2020-02-15,62.5357,62.5357,61.3007,61.9696,43787.0
2020-02-16,62.5357,62.5357,61.3007,61.9696,43787.0
2020-02-17,62.5357,62.5357,61.3007,61.9696,43787.0
2020-02-18,63.3161,64.7826,62.9122,64.5253,51585.0
2020-02-19,65.1685,65.1685,62.2141,62.4156,52666.0
2020-02-20,62.2012,63.0674,61.9439,62.0125,30977.0
2020-02-21,62.004,62.2038,61.4808,61.7295,30924.0
2020-02-22,62.004,62.2038,61.4808,61.7295,30924.0
2020-02-23,62.004,62.2038,61.4808,61.7295,30924.0
2020-02-24,60.5375,61.498,60.0315,61.2321,48948.0
2020-02-25,61.4551,61.874,58.7451,59.4398,46182.0
2020-02-26,61.1549,65.653,61.1549,64.208,74079.0
2020-02-27,63.0588,63.7534,61.8324,62.6043,58977.0
2020-02-28,61.1206,64.3709,60.7776,64.3709,112736.0
2020-02-29,61.1206,64.3709,60.7776,64.3709,112736.0
2020-03-01,61.1206,64.3709,60.7776,64.3709,112736.0
2020-03-02,64.328,66.1204,63.2818,64.491,69873.0
2020-03-03,64.4309,66.4634,63.6591,64.4567,84947.0
2020-03-04,65.34,65.34,63.2903,64.328,42291.0
2020-03-05,63.3589,63.6763,60.9834,62.124,53465.0
2020-03-06,61.1206,62.7929,60.5975,62.2612,60139.0
2020-03-07,61.1206,62.7929,60.5975,62.2612,60139.0
2020-03-08,61.1206,62.7929,60.5975,62.2612,60139.0
2020-03-09,60.546,61.9696,58.505,60.2459,98290.0
2020-03-10,61.8839,62.4413,58.8909,60.769,106525.0
2020-03-11,59.3283,59.8085,56.4124,56.6354,77206.0
2020-03-12,47.1676,51.7343,47.1676,48.1281,126284.0
