,CRI US Equity,CRI US Equity,CRI US Equity,CRI US Equity,CRI US Equity
2023-01-26,75.628,76.917,74.974,76.386,967804.0
2023-01-27,76.614,77.159,76.282,77.078,623047.0
2023-01-28,76.614,77.159,76.282,77.078,623047.0
2023-01-29,76.614,77.159,76.282,77.078,623047.0
2023-01-30,76.737,78.263,76.708,77.742,515086.0
2023-01-31,78.234,79.04,77.306,79.021,674073.0
2023-02-01,78.822,81.305,78.661,80.538,454739.0
2023-02-02,80.576,82.234,80.234,80.794,757981.0
2023-02-03,79.779,81.438,79.116,79.865,612225.0
2023-02-04,79.779,81.438,79.116,79.865,612225.0
2023-02-05,79.779,81.438,79.116,79.865,612225.0
2023-02-06,77.012,78.765,75.287,76.832,917441.0
2023-02-07,76.149,77.609,75.798,76.604,559486.0
2023-02-08,76.064,76.803,73.509,73.618,893833.0
2023-02-09,74.803,75.41,73.472,73.628,556313.0
2023-02-10,73.249,74.263,72.908,73.363,528825.0
2023-02-11,73.249,74.263,72.908,73.363,528825.0
2023-02-12,73.249,74.263,72.908,73.363,528825.0
2023-02-13,73.486,75.125,73.088,74.746,545183.0
2023-02-14,74.415,75.505,73.372,74.178,499109.0
2023-02-15,73.571,74.841,73.344,74.822,410901.0
2023-02-16,73.922,75.007,73.263,73.666,454167.0
2023-02-17,73.22,74.633,73.163,73.78,524331.0
2023-02-18,73.22,74.633,73.163,73.78,524331.0
2023-02-19,73.22,74.633,73.163,73.78,524331.0
2023-02-20,73.22,74.633,73.163,73.78,524331.0
2023-02-21,72.424,72.623,69.609,69.619,1208857.0
2023-02-22,69.609,71.064,69.467,69.723,854029.0
2023-02-23,69.353,70.457,69.069,69.874,1558676.0
2023-02-24,67.325,72.481,67.183,69.969,1794628.0
2023-02-25,67.325,72.481,67.183,69.969,1794628.0
2023-02-26,67.325,72.481,67.183,69.969,1794628.0
2023-02-27,70.652,71.353,69.884,70.197,1167534.0
2023-02-28,70.292,72.249,70.292,71.457,985449.0
2023-03-01,71.382,72.396,70.329,71.429,771574.0
2023-03-02,70.841,72.036,70.841,71.628,511426.0
2023-03-03,72.159,72.254,70.86,71.306,600644.0
2023-03-04,72.159,72.254,70.86,71.306,600644.0
2023-03-05,72.159,72.254,70.86,71.306,600644.0
2023-03-06,71.085,71.583,69.085,69.448,809075.0
2023-03-07,69.697,70.875,69.4,69.458,724252.0
2023-03-08,69.468,70.205,69.132,70.128,944647.0
2023-03-09,70.253,70.698,68.529,68.74,535743.0
2023-03-10,68.577,68.577,66.463,67.036,665248.0
2023-03-11,68.577,68.577,66.463,67.036,665248.0
2023-03-12,68.577,68.577,66.463,67.036,665248.0
2023-03-13,65.82,67.62,65.274,66.346,1082283.0
2023-03-14,67.716,68.194,66.615,67.084,929481.0
2023-03-15,65.475,67.438,65.293,67.285,1035556.0
2023-03-16,66.758,67.668,66.227,67.036,712406.0
2023-03-17,66.701,67.572,65.609,67.199,2332997.0
2023-03-18,66.701,67.572,65.609,67.199,2332997.0
2023-03-19,66.701,67.572,65.609,67.199,2332997.0
2023-03-20,67.543,67.821,66.452,67.476,722311.0
2023-03-21,68.635,69.094,67.524,68.28,489977.0
2023-03-22,68.07,69.295,67.735,67.783,616217.0
2023-03-23,68.223,68.84,66.471,67.103,647019.0
2023-03-24,66.691,67.601,66.174,66.93,672658.0
2023-03-25,66.691,67.601,66.174,66.93,672658.0
2023-03-26,66.691,67.601,66.174,66.93,672658.0
2023-03-27,67.4,67.4,66.088,66.682,778824.0
2023-03-28,67.17,68.357,66.892,67.658,522397.0
2023-03-29,68.041,68.041,65.456,66.069,935924.0
2023-03-30,66.126,67.361,66.107,66.806,634880.0
2023-03-31,67.132,68.884,66.883,68.855,574092.0
2023-04-01,67.132,68.884,66.883,68.855,574092.0
2023-04-02,67.132,68.884,66.883,68.855,574092.0
2023-04-03,69.142,69.535,68.395,69.42,911357.0
2023-04-04,69.793,69.822,67.62,68.577,538469.0
2023-04-05,67.984,68.031,66.768,67.562,634950.0
2023-04-06,67.419,67.926,66.394,67.304,409293.0
2023-04-07,67.419,67.926,66.394,67.304,409293.0
2023-04-08,67.419,67.926,66.394,67.304,409293.0
2023-04-09,67.419,67.926,66.394,67.304,409293.0
2023-04-10,67.122,68.462,67.122,67.792,521147.0
2023-04-11,68.108,69.812,68.055,69.362,459657.0
2023-04-12,70.099,70.329,67.955,68.098,747895.0
2023-04-13,68.185,68.185,67.093,67.505,579192.0
2023-04-14,67.783,68.328,66.729,67.151,548574.0
2023-04-15,67.783,68.328,66.729,67.151,548574.0
2023-04-16,67.783,68.328,66.729,67.151,548574.0
2023-04-17,67.218,67.567,65.743,65.858,584894.0
2023-04-18,65.963,67.199,65.399,67.151,674632.0
2023-04-19,67.103,67.457,65.829,67.438,664129.0
2023-04-20,67.438,68.108,66.691,67.572,510059.0
2023-04-21,67.773,68.376,67.227,68.29,491456.0
2023-04-22,67.773,68.376,67.227,68.29,491456.0
2023-04-23,67.773,68.376,67.227,68.29,491456.0
2023-04-24,68.328,69.549,67.773,69.343,1298383.0
2023-04-25,68.864,68.864,64.575,64.958,1124170.0
2023-04-26,65.102,65.676,64.441,64.633,1005682.0
2023-04-27,64.824,66.299,64.049,65.983,963958.0
2023-04-28,68.357,69.554,66.452,66.796,2376143.0
2023-04-29,68.357,69.554,66.452,66.796,2376143.0
2023-04-30,68.357,69.554,66.452,66.796,2376143.0
2023-05-01,65.868,66.959,64.422,64.977,1075291.0
2023-05-02,64.231,64.819,63.197,64.585,749671.0
2023-05-03,64.288,65.916,64.269,64.604,773793.0
2023-05-04,64.211,64.681,63.541,63.924,695617.0
2023-05-05,64.93,66.069,64.767,65.916,473567.0
2023-05-06,64.93,66.069,64.767,65.916,473567.0
2023-05-07,64.93,66.069,64.767,65.916,473567.0
2023-05-08,66.021,66.452,64.398,65.016,553872.0
2023-05-09,64.384,64.891,63.924,64.518,503277.0
2023-05-10,65.399,65.399,62.775,63.388,535165.0
2023-05-11,63.398,64.843,63.379,63.513,558577.0
2023-05-12,63.503,63.79,61.722,62.067,770962.0
2023-05-13,63.503,63.79,61.722,62.067,770962.0
2023-05-14,63.503,63.79,61.722,62.067,770962.0
2023-05-15,62.325,62.373,60.966,61.09,881650.0
2023-05-16,60.459,61.478,59.98,60.2,976111.0
2023-05-17,60.258,61.856,60.143,61.368,761610.0
2023-05-18,61.378,62.364,61.105,62.239,637798.0
2023-05-19,61.914,62.024,60.272,60.344,561063.0
2023-05-20,61.914,62.024,60.272,60.344,561063.0
2023-05-21,61.914,62.024,60.272,60.344,561063.0
2023-05-22,60.325,61.674,60.133,61.473,697612.0
2023-05-23,61.311,62.546,61.224,61.78,635472.0
2023-05-24,62.211,62.345,60.358,61.933,882709.0
2023-05-25,62.086,62.881,60.028,60.296,681188.0
2023-05-26,60.199,61.032,59.85,60.654,773520.0
2023-05-27,60.199,61.032,59.85,60.654,773520.0
2023-05-28,60.199,61.032,59.85,60.654,773520.0
2023-05-29,60.199,61.032,59.85,60.654,773520.0
2023-05-30,60.751,61.168,59.729,61.11,1099984.0
2023-05-31,60.771,61.013,58.794,60.238,884635.0
2023-06-01,60.044,60.344,58.77,59.569,757252.0
2023-06-02,60.654,61.672,60.368,61.303,689829.0
2023-06-03,60.654,61.672,60.368,61.303,689829.0
2023-06-04,60.654,61.672,60.368,61.303,689829.0
2023-06-05,61.09,61.996,60.15,60.722,913353.0
2023-06-06,60.887,64.045,60.654,63.513,1376118.0
2023-06-07,63.968,65.528,63.866,65.324,708054.0
2023-06-08,64.821,64.821,63.624,63.861,658381.0
2023-06-09,64.065,65.024,63.968,65.014,934279.0
2023-06-10,64.065,65.024,63.968,65.014,934279.0
2023-06-11,64.065,65.024,63.968,65.014,934279.0
2023-06-12,64.918,65.586,64.356,65.014,1130533.0
2023-06-13,65.15,65.935,64.821,65.751,851818.0
2023-06-14,65.925,66.981,65.867,66.933,939943.0
2023-06-15,66.691,68.609,66.507,68.512,998545.0
2023-06-16,68.89,69.026,66.847,67.601,1222795.0
2023-06-17,68.89,69.026,66.847,67.601,1222795.0
2023-06-18,68.89,69.026,66.847,67.601,1222795.0
2023-06-19,68.89,69.026,66.847,67.601,1222795.0
2023-06-20,67.388,68.977,67.031,68.018,985175.0
2023-06-21,67.466,67.863,65.964,66.071,611155.0
2023-06-22,66.235,66.594,64.549,64.84,590711.0
2023-06-23,63.987,64.52,63.057,63.125,917985.0
2023-06-24,63.987,64.52,63.057,63.125,917985.0
2023-06-25,63.987,64.52,63.057,63.125,917985.0
2023-06-26,63.551,66.061,63.469,64.685,852154.0
2023-06-27,64.792,68.386,64.627,67.214,952691.0
2023-06-28,66.836,67.228,66.138,66.972,793136.0
2023-06-29,67.204,68.377,66.7,68.251,842955.0
2023-06-30,68.59,70.867,67.97,70.343,1515286.0
2023-07-01,68.59,70.867,67.97,70.343,1515286.0
2023-07-02,68.59,70.867,67.97,70.343,1515286.0
2023-07-03,70.421,72.746,70.363,72.485,691103.0
2023-07-04,70.421,72.746,70.363,72.485,691103.0
2023-07-05,71.884,72.365,69.888,70.576,976516.0
2023-07-06,70.092,70.663,69.152,70.431,665221.0
2023-07-07,70.217,70.925,68.696,69.123,1232238.0
2023-07-08,70.217,70.925,68.696,69.123,1232238.0
2023-07-09,70.217,70.925,68.696,69.123,1232238.0
2023-07-10,69.229,70.789,68.318,68.512,1005890.0
2023-07-11,68.939,71.225,68.473,70.954,759527.0
2023-07-12,71.845,73.013,71.041,72.339,645975.0
2023-07-13,72.301,73.211,71.622,71.903,454201.0
2023-07-14,71.807,71.807,69.956,71.235,538011.0
2023-07-15,71.807,71.807,69.956,71.235,538011.0
2023-07-16,71.807,71.807,69.956,71.235,538011.0
2023-07-17,70.944,71.235,69.907,70.586,481205.0
2023-07-18,70.654,71.95,70.082,71.186,617143.0
2023-07-19,71.351,72.494,70.934,72.262,817716.0
2023-07-20,72.756,73.008,71.671,72.872,1013944.0
2023-07-21,73.144,73.405,71.816,72.698,581554.0
2023-07-22,73.144,73.405,71.816,72.698,581554.0
2023-07-23,73.144,73.405,71.816,72.698,581554.0
2023-07-24,72.427,73.066,72.155,72.737,717082.0
2023-07-25,72.921,73.192,71.903,72.775,499159.0
2023-07-26,72.805,74.103,72.336,73.037,894314.0
2023-07-27,73.221,74.025,72.281,72.407,1032712.0
2023-07-28,72.175,73.492,70.479,73.173,1523887.0
2023-07-29,72.175,73.492,70.479,73.173,1523887.0
2023-07-30,72.175,73.492,70.479,73.173,1523887.0
2023-07-31,73.192,73.991,72.213,72.679,851488.0
2023-08-01,72.524,73.182,72.165,72.33,711574.0
2023-08-02,71.516,72.456,70.818,71.748,837447.0
2023-08-03,71.942,74.403,71.041,74.18,1073088.0
2023-08-04,74.607,74.607,72.301,73.047,815939.0
2023-08-05,74.607,74.607,72.301,73.047,815939.0
2023-08-06,74.607,74.607,72.301,73.047,815939.0
2023-08-07,73.279,73.483,71.225,71.593,667002.0
2023-08-08,70.77,72.194,69.995,72.136,519002.0
2023-08-09,71.836,72.368,71.148,71.196,536191.0
2023-08-10,71.448,72.194,70.029,70.256,707345.0
2023-08-11,69.888,71.215,69.888,71.09,627194.0
2023-08-12,69.888,71.215,69.888,71.09,627194.0
2023-08-13,69.888,71.215,69.888,71.09,627194.0
2023-08-14,70.586,71.293,70.14,71.09,523320.0
2023-08-15,70.285,71.332,69.103,69.19,568136.0
2023-08-16,69.413,70.876,69.345,69.559,527462.0
2023-08-17,70.314,70.687,68.754,69.22,403968.0
2023-08-18,68.871,69.539,68.638,69.297,579485.0
2023-08-19,68.871,69.539,68.638,69.297,579485.0
2023-08-20,68.871,69.539,68.638,69.297,579485.0
2023-08-21,69.481,69.835,67.95,68.018,711964.0
2023-08-22,67.398,67.95,66.526,67.311,538428.0
2023-08-23,67.02,68.299,66.371,67.999,498129.0
2023-08-24,67.747,68.27,66.855,66.933,545117.0
2023-08-25,67.437,67.994,66.354,66.555,632374.0
2023-08-26,67.437,67.994,66.354,66.555,632374.0
2023-08-27,67.437,67.994,66.354,66.555,632374.0
2023-08-28,66.574,67.911,66.574,67.902,721925.0
2023-08-29,67.872,68.724,67.422,68.715,516879.0
2023-08-30,68.734,69.919,68.362,69.606,515585.0
2023-08-31,69.782,70.34,69.332,70.096,592647.0
2023-09-01,70.252,70.267,69.39,69.469,483620.0
2023-09-02,70.252,70.267,69.39,69.469,483620.0
2023-09-03,70.252,70.267,69.39,69.469,483620.0
2023-09-04,70.252,70.267,69.39,69.469,483620.0
2023-09-05,68.94,69.126,66.227,66.237,904635.0
2023-09-06,65.914,66.462,64.758,65.63,714242.0
2023-09-07,65.63,66.041,64.934,64.973,955648.0
2023-09-08,65.071,65.071,64.067,64.337,670246.0
2023-09-09,65.071,65.071,64.067,64.337,670246.0
2023-09-10,65.071,65.071,64.067,64.337,670246.0
2023-09-11,64.337,64.64,63.661,63.759,667766.0
2023-09-12,63.671,67.099,63.21,67.011,1352643.0
2023-09-13,67.148,67.5,65.757,66.883,660713.0
2023-09-14,67.559,68.352,67.304,68.313,617888.0
2023-09-15,68.225,68.76,67.784,67.833,1032009.0
2023-09-16,68.225,68.76,67.784,67.833,1032009.0
2023-09-17,68.225,68.76,67.784,67.833,1032009.0
2023-09-18,67.53,67.53,66.012,66.678,615435.0
2023-09-19,66.54,66.991,66.036,66.589,551662.0
2023-09-20,66.834,67.593,66.648,66.942,519357.0
2023-09-21,66.394,68.147,65.992,67.882,719131.0
2023-09-22,68.245,68.377,66.815,66.971,529444.0
2023-09-23,68.245,68.377,66.815,66.971,529444.0
2023-09-24,68.245,68.377,66.815,66.971,529444.0
2023-09-25,66.237,67.02,66.139,66.364,499026.0
2023-09-26,65.943,67.941,65.943,66.766,863374.0
2023-09-27,67.04,67.373,65.855,66.913,719014.0
2023-09-28,66.922,68.313,66.413,67.961,433509.0
2023-09-29,68.96,69.067,66.952,67.725,627422.0
2023-09-30,68.96,69.067,66.952,67.725,627422.0
2023-10-01,68.96,69.067,66.952,67.725,627422.0
2023-10-02,67.579,68.0,66.384,66.766,580291.0
2023-10-03,66.276,66.516,63.837,64.983,774768.0
2023-10-04,65.11,65.11,64.092,64.699,327542.0
2023-10-05,64.493,65.022,63.534,64.601,519811.0
2023-10-06,64.16,65.147,63.259,64.317,403365.0
2023-10-07,64.16,65.147,63.259,64.317,403365.0
2023-10-08,64.16,65.147,63.259,64.317,403365.0
2023-10-09,63.965,64.807,63.769,64.709,495688.0
2023-10-10,64.993,65.874,64.435,64.748,495904.0
2023-10-11,64.709,64.993,63.867,64.875,510245.0
2023-10-12,64.542,64.738,62.564,62.819,580435.0
2023-10-13,62.682,64.738,62.525,64.327,803627.0
2023-10-14,62.682,64.738,62.525,64.327,803627.0
2023-10-15,62.682,64.738,62.525,64.327,803627.0
2023-10-16,64.924,65.953,64.249,65.395,584879.0
2023-10-17,65.326,68.019,65.326,67.97,807552.0
2023-10-18,67.295,68.005,66.795,67.069,503990.0
2023-10-19,66.824,67.324,66.041,66.237,493506.0
2023-10-20,66.491,66.697,65.512,65.679,386087.0
2023-10-21,66.491,66.697,65.512,65.679,386087.0
2023-10-22,66.491,66.697,65.512,65.679,386087.0
2023-10-23,65.169,65.551,64.249,64.719,520206.0
2023-10-24,65.365,65.523,63.71,63.886,813213.0
2023-10-25,63.406,64.249,62.848,62.995,894603.0
2023-10-26,62.858,63.602,62.388,62.897,958532.0
2023-10-27,62.084,65.776,60.997,63.005,1976210.0
2023-10-28,62.084,65.776,60.997,63.005,1976210.0
2023-10-29,62.084,65.776,60.997,63.005,1976210.0
2023-10-30,63.573,64.924,62.824,64.817,901585.0
2023-10-31,64.787,66.016,64.337,65.776,688617.0
2023-11-01,65.698,65.698,64.131,65.091,1002786.0
2023-11-02,65.649,67.451,65.434,67.402,916351.0
2023-11-03,68.186,69.106,67.52,68.881,838291.0
2023-11-04,68.186,69.106,67.52,68.881,838291.0
2023-11-05,68.186,69.106,67.52,68.881,838291.0
2023-11-06,68.646,68.646,66.589,66.805,633743.0
2023-11-07,66.521,67.745,66.237,67.706,706789.0
2023-11-08,67.853,68.205,66.766,67.402,583241.0
2023-11-09,67.814,67.814,65.532,66.021,608934.0
2023-11-10,66.247,67.348,65.297,67.148,472028.0
2023-11-11,66.247,67.348,65.297,67.148,472028.0
2023-11-12,66.247,67.348,65.297,67.148,472028.0
2023-11-13,66.697,67.5,66.178,67.49,503160.0
2023-11-14,69.195,71.937,69.195,70.458,597770.0
2023-11-15,70.899,73.014,70.899,71.418,813991.0
2023-11-16,70.536,70.762,67.804,68.127,653851.0
2023-11-17,69.018,70.012,68.431,69.155,670927.0
2023-11-18,69.018,70.012,68.431,69.155,670927.0
2023-11-19,69.018,70.012,68.431,69.155,670927.0
2023-11-20,69.332,69.439,67.539,67.931,718895.0
2023-11-21,67.461,67.461,65.492,66.158,937811.0
2023-11-22,66.394,67.138,65.884,66.736,722643.0
2023-11-23,66.394,67.138,65.884,66.736,722643.0
2023-11-24,66.736,66.981,66.168,66.305,325916.0
2023-11-25,66.736,66.981,66.168,66.305,325916.0
2023-11-26,66.736,66.981,66.168,66.305,325916.0
2023-11-27,66.127,66.682,65.166,66.434,763601.0
2023-11-28,66.216,67.127,65.746,66.662,630494.0
2023-11-29,67.018,67.781,66.266,66.89,600641.0
2023-11-30,67.048,67.811,65.756,67.533,917505.0
2023-12-01,67.751,69.653,67.197,69.633,682086.0
2023-12-02,67.751,69.653,67.197,69.633,682086.0
2023-12-03,67.751,69.653,67.197,69.633,682086.0
2023-12-04,69.722,71.733,69.643,70.415,1081417.0
2023-12-05,70.237,70.495,69.524,69.93,653507.0
2023-12-06,70.306,71.366,70.138,70.613,488115.0
2023-12-07,70.772,72.624,70.574,72.317,590311.0
2023-12-08,72.119,72.683,71.634,71.97,454211.0
2023-12-09,72.119,72.683,71.634,71.97,454211.0
2023-12-10,72.119,72.683,71.634,71.97,454211.0
2023-12-11,71.97,73.515,71.812,72.277,564795.0
2023-12-12,72.168,72.168,70.747,71.237,588908.0
2023-12-13,71.247,73.307,71.064,73.099,746211.0
2023-12-14,74.278,75.169,73.327,73.802,1165538.0
2023-12-15,73.644,74.288,72.881,73.129,1198600.0
2023-12-16,73.644,74.288,72.881,73.129,1198600.0
2023-12-17,73.644,74.288,72.881,73.129,1198600.0
2023-12-18,72.842,74.095,72.555,73.703,520548.0
2023-12-19,74.02,75.209,73.966,74.595,438291.0
2023-12-20,74.545,75.565,74.228,74.476,409878.0
2023-12-21,75.13,75.961,74.1,74.941,601269.0
2023-12-22,73.763,74.407,72.871,73.703,454785.0
2023-12-23,73.763,74.407,72.871,73.703,454785.0
2023-12-24,73.763,74.407,72.871,73.703,454785.0
2023-12-25,73.763,74.407,72.871,73.703,454785.0
2023-12-26,74.06,75.179,73.689,74.733,382610.0
2023-12-27,75.011,75.288,74.615,74.704,463269.0
2023-12-28,74.268,74.743,74.075,74.466,579151.0
2023-12-29,74.466,74.971,73.872,74.169,568256.0
2023-12-30,74.466,74.971,73.872,74.169,568256.0
2023-12-31,74.466,74.971,73.872,74.169,568256.0
2024-01-01,74.466,74.971,73.872,74.169,568256.0
2024-01-02,73.773,74.991,73.436,74.684,516579.0
2024-01-03,73.733,73.901,71.515,71.713,645040.0
2024-01-04,71.257,72.812,70.812,72.733,522169.0
2024-01-05,72.525,73.763,72.228,73.684,827068.0
2024-01-06,72.525,73.763,72.228,73.684,827068.0
2024-01-07,72.525,73.763,72.228,73.684,827068.0
2024-01-08,74.01,75.149,73.812,74.08,778379.0
2024-01-09,73.476,74.649,73.411,74.377,411470.0
2024-01-10,74.139,74.387,73.114,73.634,513455.0
2024-01-11,73.327,73.581,72.0,72.456,437225.0
2024-01-12,72.56,72.973,71.218,72.03,714894.0
2024-01-13,72.56,72.973,71.218,72.03,714894.0
2024-01-14,72.56,72.973,71.218,72.03,714894.0
2024-01-15,72.56,72.973,71.218,72.03,714894.0
2024-01-16,71.327,72.213,70.564,72.059,935686.0
2024-01-17,71.475,72.366,71.475,71.941,613309.0
2024-01-18,72.347,72.347,70.623,71.792,554314.0
2024-01-19,71.762,72.525,71.119,72.495,487726.0
2024-01-20,71.762,72.525,71.119,72.495,487726.0
2024-01-21,71.762,72.525,71.119,72.495,487726.0
2024-01-22,72.664,73.386,72.208,73.367,477946.0
2024-01-23,74.169,74.535,73.386,73.991,546547.0
2024-01-24,74.714,74.714,72.753,72.763,500456.0
2024-01-25,73.228,74.139,72.842,74.119,518489.0
2024-01-26,74.704,75.971,74.605,75.575,620688.0
2024-01-27,74.704,75.971,74.605,75.575,620688.0
2024-01-28,74.704,75.971,74.605,75.575,620688.0
2024-01-29,75.357,76.486,74.991,76.457,853556.0
2024-01-30,75.783,76.952,75.605,76.714,543103.0
2024-01-31,76.566,77.199,74.684,74.912,433226.0
2024-02-01,75.298,76.328,74.298,76.328,433861.0
2024-02-02,75.298,76.496,74.733,75.684,463432.0
2024-02-03,75.298,76.496,74.733,75.684,463432.0
2024-02-04,75.298,76.496,74.733,75.684,463432.0
2024-02-05,74.971,75.615,74.268,75.338,502831.0
2024-02-06,75.209,76.125,75.209,76.09,460414.0
2024-02-07,75.803,78.101,75.526,77.942,817738.0
2024-02-08,78.685,81.126,78.566,80.081,1066720.0
2024-02-09,79.23,81.052,79.23,80.428,1092829.0
2024-02-10,79.23,81.052,79.23,80.428,1092829.0
2024-02-11,79.23,81.052,79.23,80.428,1092829.0
2024-02-12,80.487,81.706,80.487,81.022,865596.0
2024-02-13,78.982,80.289,78.195,79.626,661300.0
2024-02-14,80.507,80.834,79.071,80.686,438134.0
2024-02-15,81.171,81.319,80.299,80.686,555625.0
2024-02-16,80.002,81.389,79.779,80.616,422069.0
2024-02-17,80.002,81.389,79.779,80.616,422069.0
2024-02-18,80.002,81.389,79.779,80.616,422069.0
2024-02-19,80.002,81.389,79.779,80.616,422069.0
2024-02-20,80.458,81.339,79.784,80.864,647447.0
2024-02-21,81.101,81.451,80.25,81.062,655426.0
2024-02-22,81.755,82.438,81.037,81.943,555217.0
2024-02-23,81.904,82.072,80.487,80.785,665042.0
2024-02-24,81.904,82.072,80.487,80.785,665042.0
2024-02-25,81.904,82.072,80.487,80.785,665042.0
2024-02-26,80.062,81.557,79.794,80.686,897039.0
2024-02-27,84.677,87.103,77.249,79.774,1824446.0
2024-02-28,79.745,81.661,79.665,81.161,1040098.0
2024-02-29,81.527,81.607,79.844,80.171,880968.0
2024-03-01,80.22,80.349,78.606,79.626,804297.0
2024-03-02,80.22,80.349,78.606,79.626,804297.0
2024-03-03,80.22,80.349,78.606,79.626,804297.0
2024-03-04,79.834,80.834,79.586,79.824,968712.0
2024-03-05,79.656,81.537,79.438,80.745,766754.0
2024-03-06,80.814,82.775,80.646,82.052,918740.0
2024-03-07,82.151,83.171,81.859,82.28,706830.0
2024-03-08,82.95,84.08,82.49,83.25,655740.0
2024-03-09,82.95,84.08,82.49,83.25,655740.0
2024-03-10,82.95,84.08,82.49,83.25,655740.0
2024-03-11,83.19,84.66,82.765,84.63,819632.0
2024-03-12,84.47,85.68,84.001,85.52,849584.0
2024-03-13,86.0,88.03,86.0,87.92,1168197.0
2024-03-14,87.2,87.97,84.67,85.01,874223.0
2024-03-15,84.5,86.6,84.5,86.03,2865640.0
2024-03-16,84.5,86.6,84.5,86.03,2865640.0
2024-03-17,84.5,86.6,84.5,86.03,2865640.0
2024-03-18,85.58,85.95,84.08,84.31,1031897.0
2024-03-19,84.1,84.79,83.34,83.76,1149087.0
2024-03-20,83.76,84.605,82.77,84.54,1128509.0
2024-03-21,84.85,84.9,83.23,84.59,821145.0
2024-03-22,83.96,83.96,82.03,83.35,705913.0
2024-03-23,83.96,83.96,82.03,83.35,705913.0
2024-03-24,83.96,83.96,82.03,83.35,705913.0
2024-03-25,83.4,84.35,83.01,83.03,949007.0
2024-03-26,83.28,83.4,81.79,82.09,817371.0
2024-03-27,82.87,83.82,82.87,83.14,687706.0
2024-03-28,83.58,85.15,83.58,84.68,716829.0
2024-03-29,83.58,85.15,83.58,84.68,716829.0
2024-03-30,83.58,85.15,83.58,84.68,716829.0
2024-03-31,83.58,85.15,83.58,84.68,716829.0
2024-04-01,84.49,86.24,84.39,85.6,659271.0
2024-04-02,84.0,84.16,81.76,82.57,637194.0
2024-04-03,81.85,82.63,80.045,80.16,912602.0
2024-04-04,81.0,81.0,77.04,77.06,1028371.0
2024-04-05,77.1,77.34,75.6,75.82,832905.0
2024-04-06,77.1,77.34,75.6,75.82,832905.0
2024-04-07,77.1,77.34,75.6,75.82,832905.0
2024-04-08,76.49,78.23,76.415,76.96,1149557.0
2024-04-09,77.0,77.32,75.368,75.39,639567.0
2024-04-10,74.46,74.88,73.43,73.58,823986.0
2024-04-11,74.12,75.11,73.43,74.52,740511.0
2024-04-12,73.94,74.58,72.76,73.09,724215.0
2024-04-13,73.94,74.58,72.76,73.09,724215.0
2024-04-14,73.94,74.58,72.76,73.09,724215.0
2024-04-15,73.75,74.21,71.345,71.79,886341.0
2024-04-16,71.79,72.22,71.22,72.0,636878.0
2024-04-17,72.6,72.85,70.73,71.32,698885.0
2024-04-18,71.17,72.01,70.97,71.41,635983.0
2024-04-19,71.29,72.32,71.05,71.75,611922.0
2024-04-20,71.29,72.32,71.05,71.75,611922.0
2024-04-21,71.29,72.32,71.05,71.75,611922.0
2024-04-22,72.06,73.08,71.81,72.01,770375.0
2024-04-23,72.03,74.4,72.03,73.86,782395.0
2024-04-24,73.9,73.9,72.13,72.64,1002392.0
2024-04-25,71.94,72.39,70.48,71.56,1345614.0
2024-04-26,69.0,72.77,67.23,70.01,1722308.0
2024-04-27,69.0,72.77,67.23,70.01,1722308.0
2024-04-28,69.0,72.77,67.23,70.01,1722308.0
2024-04-29,69.81,70.853,69.51,70.44,1176249.0
2024-04-30,69.73,69.73,68.345,68.41,815570.0
2024-05-01,68.52,69.315,68.13,68.41,921925.0
