,SMG US Equity,SMG US Equity,SMG US Equity,SMG US Equity,SMG US Equity
2020-04-04,89.0207,90.4489,86.0513,86.8848,442103.0
2020-04-05,89.0207,90.4489,86.0513,86.8848,442103.0
2020-04-06,89.0901,90.679,87.9267,88.63,522591.0
2020-04-07,90.9047,90.9047,87.206,87.9875,499895.0
2020-04-08,89.6024,91.252,87.9267,90.7745,328274.0
2020-04-09,92.7541,97.3992,91.1826,96.6438,447601.0
2020-04-10,92.7541,97.3992,91.1826,96.6438,447601.0
2020-04-11,92.7541,97.3992,91.1826,96.6438,447601.0
2020-04-12,92.7541,97.3992,91.1826,96.6438,447601.0
2020-04-13,95.9319,96.5744,94.055,96.2357,388641.0
2020-04-14,98.2587,99.1183,96.5136,98.3369,292107.0
2020-04-15,95.6106,96.9564,94.534,96.5744,329091.0
2020-04-16,96.1836,100.8981,96.1836,100.4727,610483.0
2020-04-17,101.2021,103.2738,100.8895,102.2961,740021.0
2020-04-18,101.2021,103.2738,100.8895,102.2961,740021.0
2020-04-19,101.2021,103.2738,100.8895,102.2961,740021.0
2020-04-20,100.8114,106.7762,99.0488,103.1382,435690.0
2020-04-21,100.4727,103.9283,99.865,102.244,292211.0
2020-04-22,103.937,105.2568,102.3134,104.3364,217999.0
2020-04-23,105.0657,107.028,104.9181,105.96,264430.0
2020-04-24,107.1408,108.8686,104.7527,108.3651,232131.0
2020-04-25,107.1408,108.8686,104.7527,108.3651,232131.0
2020-04-26,107.1408,108.8686,104.7527,108.3651,232131.0
2020-04-27,108.53,112.6672,108.53,111.6296,386140.0
2020-04-28,113.3053,113.8957,108.2782,108.6342,402171.0
2020-04-29,110.0147,111.8554,108.7818,110.4315,307827.0
2020-04-30,109.2246,109.275,107.2146,107.6878,427350.0
2020-05-01,106.1945,108.8947,104.8313,108.6082,349865.0
2020-05-02,106.1945,108.8947,104.8313,108.6082,349865.0
2020-05-03,106.1945,108.8947,104.8313,108.6082,349865.0
2020-05-04,108.6342,110.1782,106.5852,109.9366,432542.0
2020-05-05,110.4315,114.1996,110.3273,113.2446,697550.0
2020-05-06,112.8191,116.5352,111.9682,114.1736,705902.0
2020-05-07,112.7583,118.4887,111.048,118.0807,882542.0
2020-05-08,118.0807,121.8662,115.2328,121.3973,729456.0
2020-05-09,118.0807,121.8662,115.2328,121.3973,729456.0
2020-05-10,118.0807,121.8662,115.2328,121.3973,729456.0
2020-05-11,120.1905,121.2324,118.7318,119.713,563053.0
2020-05-12,119.4004,123.5028,118.7753,120.0516,413708.0
2020-05-13,119.5653,120.3381,116.7436,117.3774,314595.0
2020-05-14,116.4484,122.9341,115.4846,122.6216,767663.0
2020-05-15,121.9356,124.0678,120.7896,121.1716,937937.0
2020-05-16,121.9356,124.0678,120.7896,121.1716,937937.0
2020-05-17,121.9356,124.0678,120.7896,121.1716,937937.0
2020-05-18,122.4219,127.209,122.4219,125.8167,582601.0
2020-05-19,125.3218,126.7457,123.9673,124.1062,257378.0
2020-05-20,126.1466,127.0669,125.077,125.9643,293077.0
2020-05-21,126.6241,130.1231,126.2074,129.8714,507660.0
2020-05-22,129.281,131.1303,128.3606,130.8438,451787.0
2020-05-23,129.281,131.1303,128.3606,130.8438,451787.0
2020-05-24,129.281,131.1303,128.3606,130.8438,451787.0
2020-05-25,129.281,131.1303,128.3606,130.8438,451787.0
2020-05-26,130.6521,131.1358,116.6978,117.3515,1220311.0
2020-05-27,118.5456,121.4568,117.9965,121.2563,428141.0
2020-05-28,122.7293,125.7363,120.6897,123.9321,378150.0
2020-05-29,124.4289,125.3528,122.1968,124.2633,338388.0
2020-05-30,124.4289,125.3528,122.1968,124.2633,338388.0
2020-05-31,124.4289,125.3528,122.1968,124.2633,338388.0
2020-06-01,123.9669,125.5358,122.1017,124.7165,337038.0
2020-06-02,125.6404,126.7386,122.4504,124.089,345890.0
2020-06-03,124.8037,125.3179,119.6438,121.1953,475847.0
2020-06-04,120.9774,122.4765,119.7266,121.143,319839.0
2020-06-05,121.7618,122.1798,115.6868,117.2992,668290.0
2020-06-06,121.7618,122.1798,115.6868,117.2992,668290.0
2020-06-07,121.7618,122.1798,115.6868,117.2992,668290.0
2020-06-08,116.5322,121.5265,116.2446,121.4306,444135.0
2020-06-09,127.2529,127.3836,121.1691,122.9297,767039.0
2020-06-10,123.4876,126.0675,122.738,124.4463,362517.0
2020-06-11,121.8228,122.5027,115.2466,116.1139,429315.0
2020-06-12,119.4695,119.4695,113.9698,115.9744,429219.0
2020-06-13,119.4695,119.4695,113.9698,115.9744,429219.0
2020-06-14,119.4695,119.4695,113.9698,115.9744,429219.0
2020-06-15,113.7519,115.482,112.1307,114.3533,686408.0
2020-06-16,117.4736,117.5775,114.3707,116.2795,552352.0
2020-06-17,117.5607,118.6415,115.4277,117.0726,402473.0
2020-06-18,116.5148,116.8024,112.6885,113.1766,494752.0
2020-06-19,114.8239,115.2684,112.0276,112.8105,732767.0
2020-06-20,114.8239,115.2684,112.0276,112.8105,732767.0
2020-06-21,114.8239,115.2684,112.0276,112.8105,732767.0
2020-06-22,112.5752,113.7179,111.3898,113.4381,409006.0
2020-06-23,114.728,116.5671,113.9523,114.9895,446660.0
2020-06-24,113.7606,114.2051,110.4747,112.9413,395403.0
2020-06-25,112.6972,113.8652,110.9017,113.6473,363484.0
2020-06-26,112.9326,113.6734,111.0159,111.1806,474429.0
2020-06-27,112.9326,113.6734,111.0159,111.1806,474429.0
2020-06-28,112.9326,113.6734,111.0159,111.1806,474429.0
2020-06-29,111.8866,114.0606,111.2321,113.4119,248568.0
2020-06-30,113.2202,117.2818,112.6188,117.2034,468998.0
2020-07-01,116.7937,118.149,115.8262,116.3492,566734.0
2020-07-02,117.5433,118.38,116.5192,117.3777,276758.0
2020-07-03,117.5433,118.38,116.5192,117.3777,276758.0
2020-07-04,117.5433,118.38,116.5192,117.3777,276758.0
2020-07-05,117.5433,118.38,116.5192,117.3777,276758.0
2020-07-06,118.8855,119.0773,115.9439,117.1685,227601.0
2020-07-07,115.7652,121.8446,115.5038,120.7159,389650.0
2020-07-08,120.4283,121.8577,119.1209,120.4718,209442.0
2020-07-09,120.1406,120.8641,117.2339,120.0361,285505.0
2020-07-10,120.0012,121.4655,118.9204,121.2127,217532.0
2020-07-11,120.0012,121.4655,118.9204,121.2127,217532.0
2020-07-12,120.0012,121.4655,118.9204,121.2127,217532.0
2020-07-13,122.0233,124.5509,120.9556,121.1604,343865.0
2020-07-14,120.6723,124.5248,120.5503,124.5073,299070.0
2020-07-15,124.6381,126.0326,123.1389,124.8996,345874.0
2020-07-16,124.4725,126.0065,123.1128,123.5311,165771.0
2020-07-17,124.1848,126.329,124.0715,125.7014,256419.0
2020-07-18,124.1848,126.329,124.0715,125.7014,256419.0
2020-07-19,124.1848,126.329,124.0715,125.7014,256419.0
2020-07-20,125.7014,126.9397,124.8473,125.3615,152738.0
2020-07-21,125.9019,127.9153,125.9019,126.5294,164256.0
2020-07-22,126.3725,128.8043,126.3725,128.6125,178789.0
2020-07-23,128.5602,129.5146,125.8496,126.3202,284266.0
2020-07-24,126.1285,127.6538,124.8647,127.2877,197566.0
2020-07-25,126.1285,127.6538,124.8647,127.2877,197566.0
2020-07-26,126.1285,127.6538,124.8647,127.2877,197566.0
2020-07-27,127.4882,130.2947,127.1483,129.3447,283257.0
2020-07-28,128.9525,129.8502,126.5687,126.756,346420.0
2020-07-29,142.0874,145.9572,139.2896,141.6516,1482185.0
2020-07-30,141.1984,141.2158,136.1867,137.0583,550851.0
2020-07-31,137.6423,138.8625,134.8139,138.2088,413208.0
2020-08-01,137.6423,138.8625,134.8139,138.2088,413208.0
2020-08-02,137.6423,138.8625,134.8139,138.2088,413208.0
2020-08-03,139.1937,139.9336,137.0147,137.7904,365235.0
2020-08-04,137.4157,138.5226,136.5876,137.6423,362002.0
2020-08-05,138.1304,139.5946,136.5964,136.7707,218667.0
2020-08-06,137.2065,137.542,135.6202,136.6312,334928.0
2020-08-07,137.4157,138.1827,136.0124,138.1216,323129.0
2020-08-08,137.4157,138.1827,136.0124,138.1216,323129.0
2020-08-09,137.4157,138.1827,136.0124,138.1216,323129.0
2020-08-10,138.5313,139.4726,135.6202,135.7248,377253.0
2020-08-11,136.2826,136.8927,130.0681,134.7834,586259.0
2020-08-12,135.9078,140.2788,135.5766,139.4552,400934.0
2020-08-13,139.0717,142.6409,138.418,141.5557,369607.0
2020-08-14,141.6342,143.4384,141.3424,142.6191,441115.0
2020-08-15,141.6342,143.4384,141.3424,142.6191,441115.0
2020-08-16,141.6342,143.4384,141.3424,142.6191,441115.0
2020-08-17,143.3338,145.5034,143.2553,145.016,407124.0
2020-08-18,145.1118,146.1752,144.2925,144.9114,315143.0
2020-08-19,144.9288,145.1019,143.3338,144.4494,240870.0
2020-08-20,144.1531,149.2083,143.6911,148.6941,421032.0
2020-08-21,148.1711,149.0602,146.4628,148.8423,275293.0
2020-08-22,148.1711,149.0602,146.4628,148.8423,275293.0
2020-08-23,148.1711,149.0602,146.4628,148.8423,275293.0
2020-08-24,150.7772,152.9998,150.2804,150.6029,343682.0
2020-08-25,151.7534,153.4704,150.5419,152.4332,530653.0
2020-08-26,152.4152,152.4152,143.4369,146.9219,866360.0
2020-08-27,147.093,151.6137,147.057,149.9928,388761.0
2020-08-28,149.9207,151.8749,149.5156,151.1544,226488.0
2020-08-29,149.9207,151.8749,149.5156,151.1544,226488.0
2020-08-30,149.9207,151.8749,149.5156,151.1544,226488.0
2020-08-31,150.7042,152.4602,149.7856,151.7668,308765.0
2020-09-01,152.2981,153.4778,150.7582,153.1626,279819.0
2020-09-02,153.4238,154.7116,151.9109,152.9105,265991.0
2020-09-03,152.6133,152.8565,145.1749,147.1741,300595.0
2020-09-04,147.9125,148.687,140.7173,144.6796,426941.0
2020-09-05,147.9125,148.687,140.7173,144.6796,426941.0
2020-09-06,147.9125,148.687,140.7173,144.6796,426941.0
2020-09-07,147.9125,148.687,140.7173,144.6796,426941.0
2020-09-08,143.7521,144.1625,140.4741,141.7709,323774.0
2020-09-09,143.608,146.9039,142.9236,145.9404,364279.0
2020-09-10,146.7869,147.6154,144.5355,145.391,330183.0
2020-09-11,146.6878,147.5073,143.0992,144.0763,187941.0
2020-09-12,146.6878,147.5073,143.0992,144.0763,187941.0
2020-09-13,146.6878,147.5073,143.0992,144.0763,187941.0
2020-09-14,145.8863,146.5527,143.5314,143.9232,306936.0
2020-09-15,149.2633,149.7586,143.662,144.5986,519056.0
2020-09-16,144.2384,144.5085,138.9072,139.2584,439606.0
2020-09-17,138.3759,141.1315,135.197,139.3485,501367.0
2020-09-18,139.8978,139.9338,133.0177,134.2965,860260.0
2020-09-19,139.8978,139.9338,133.0177,134.2965,860260.0
2020-09-20,139.8978,139.9338,133.0177,134.2965,860260.0
2020-09-21,132.5404,133.54,129.7938,133.1708,476255.0
2020-09-22,133.558,137.7005,132.4234,137.0161,345853.0
2020-09-23,136.5118,136.5568,130.5142,131.2977,377729.0
2020-09-24,131.2797,132.8286,128.8482,132.3693,527008.0
2020-09-25,131.6129,135.0169,131.4778,134.3145,371093.0
2020-09-26,131.6129,135.0169,131.4778,134.3145,371093.0
2020-09-27,131.6129,135.0169,131.4778,134.3145,371093.0
2020-09-28,136.4127,137.6374,135.7193,137.1512,257095.0
2020-09-29,137.7815,138.592,135.5842,137.1602,383417.0
2020-09-30,137.1962,139.8347,135.5392,137.7005,479439.0
2020-10-01,137.9977,138.7316,134.3505,135.5122,246277.0
2020-10-02,133.9453,137.0971,132.7295,135.7553,228896.0
2020-10-03,133.9453,137.0971,132.7295,135.7553,228896.0
2020-10-04,133.9453,137.0971,132.7295,135.7553,228896.0
2020-10-05,136.3137,139.1593,136.0165,137.8446,243235.0
2020-10-06,137.7815,138.7541,135.976,136.7099,348687.0
2020-10-07,138.2228,140.5552,138.0338,139.7447,286904.0
2020-10-08,140.5372,142.0681,139.3643,141.1675,214091.0
2020-10-09,141.951,149.0382,141.951,147.7324,419893.0
2020-10-10,141.951,149.0382,141.951,147.7324,419893.0
2020-10-11,141.951,149.0382,141.951,147.7324,419893.0
2020-10-12,148.0746,149.6641,145.7242,147.1741,270323.0
2020-10-13,146.0574,149.3804,145.1209,148.8761,203874.0
2020-10-14,149.1733,150.8303,148.7545,149.8667,193586.0
2020-10-15,148.2367,151.285,147.4983,149.8397,171243.0
2020-10-16,150.1008,150.6918,148.6149,149.6506,206091.0
2020-10-17,150.1008,150.6918,148.6149,149.6506,206091.0
2020-10-18,150.1008,150.6918,148.6149,149.6506,206091.0
2020-10-19,149.8757,152.3612,147.3542,147.4983,285670.0
2020-10-20,148.1377,148.8221,145.4361,145.9043,222314.0
2020-10-21,145.8863,145.8998,139.6907,140.6993,432777.0
2020-10-22,141.5548,141.8159,139.0603,141.3206,257973.0
2020-10-23,142.4463,143.521,140.9244,143.1217,221586.0
2020-10-24,142.4463,143.521,140.9244,143.1217,221586.0
2020-10-25,142.4463,143.521,140.9244,143.1217,221586.0
2020-10-26,141.5368,142.7074,137.4303,139.7807,313333.0
2020-10-27,139.7447,140.7893,139.1053,139.7537,182759.0
2020-10-28,136.926,141.3702,135.9264,139.9698,326760.0
2020-10-29,139.4025,142.1086,137.336,140.7263,294574.0
2020-10-30,139.3034,139.7357,132.9907,135.125,373463.0
2020-10-31,139.3034,139.7357,132.9907,135.125,373463.0
2020-11-01,139.3034,139.7357,132.9907,135.125,373463.0
2020-11-02,138.1508,142.0501,137.3943,139.8888,373840.0
2020-11-03,141.0054,143.599,139.0243,142.3022,481941.0
2020-11-04,137.7815,149.4885,136.0795,146.6968,526023.0
2020-11-05,149.7046,155.1167,149.0704,154.1352,381200.0
2020-11-06,154.8106,160.484,154.8106,158.917,358914.0
2020-11-07,154.8106,160.484,154.8106,158.917,358914.0
2020-11-08,154.8106,160.484,154.8106,158.917,358914.0
2020-11-09,161.3755,162.0689,139.8347,140.1589,595753.0
2020-11-10,140.177,147.2011,140.177,145.0668,370607.0
2020-11-11,146.4717,148.2908,144.0853,148.1467,249773.0
2020-11-12,150.8483,153.0906,148.1647,149.6055,323243.0
2020-11-13,150.4971,150.7492,147.8585,149.8487,221578.0
2020-11-14,150.4971,150.7492,147.8585,149.8487,221578.0
2020-11-15,150.4971,150.7492,147.8585,149.8487,221578.0
2020-11-16,148.2097,152.2621,147.5464,150.7042,269423.0
2020-11-17,149.6956,152.8294,146.8139,151.7578,270902.0
2020-11-18,151.2355,152.5953,149.7226,150.7042,178429.0
2020-11-19,150.0018,152.3792,149.0382,151.5147,198224.0
2020-11-20,151.7758,153.4508,150.6682,152.4872,420698.0
2020-11-21,151.7758,153.4508,150.6682,152.4872,420698.0
2020-11-22,151.7758,153.4508,150.6682,152.4872,420698.0
2020-11-23,152.6403,154.7025,152.3206,153.5319,181680.0
2020-11-24,154.1262,155.3329,152.3071,153.6039,212005.0
2020-11-25,154.0452,154.4234,152.3702,152.5593,226279.0
2020-11-26,154.0452,154.4234,152.3702,152.5593,226279.0
2020-11-27,152.966,156.1024,152.9118,155.298,124964.0
2020-11-28,152.966,156.1024,152.9118,155.298,124964.0
2020-11-29,152.966,156.1024,152.9118,155.298,124964.0
2020-11-30,155.4606,160.1516,154.9952,158.8681,344185.0
2020-12-01,159.8533,160.8837,157.7474,159.2568,323032.0
2020-12-02,157.9462,158.624,152.5774,152.966,253428.0
2020-12-03,152.9751,156.5679,152.9389,153.9512,245985.0
2020-12-04,154.6833,158.5066,154.6833,157.1147,257006.0
2020-12-05,154.6833,158.5066,154.6833,157.1147,257006.0
2020-12-06,154.6833,158.5066,154.6833,157.1147,257006.0
2020-12-07,157.2683,158.5608,155.6051,156.8526,154164.0
2020-12-08,155.1895,161.417,154.6201,160.251,304028.0
2020-12-09,160.6397,163.6766,159.3833,161.7875,266541.0
2020-12-10,161.0825,169.0092,160.016,168.946,464310.0
2020-12-11,171.0067,177.4692,168.6206,171.9286,489479.0
2020-12-12,171.0067,177.4692,168.6206,171.9286,489479.0
2020-12-13,171.0067,177.4692,168.6206,171.9286,489479.0
2020-12-14,173.5917,177.7432,173.5917,173.8177,416367.0
2020-12-15,175.6253,177.3426,169.7775,171.7298,405406.0
2020-12-16,172.9409,174.4684,171.7388,172.5975,293969.0
2020-12-17,173.7815,180.714,173.7815,180.6507,312139.0
2020-12-18,181.5365,183.1498,179.3582,180.8134,529088.0
2020-12-19,181.5365,183.1498,179.3582,180.8134,529088.0
2020-12-20,181.5365,183.1498,179.3582,180.8134,529088.0
2020-12-21,177.3878,179.5751,176.3123,179.4847,272009.0
2020-12-22,179.6474,181.8799,176.0592,180.7049,338902.0
2020-12-23,180.2259,181.9613,178.6622,180.4067,187186.0
2020-12-24,180.0813,182.0516,179.1217,180.3163,76724.0
2020-12-25,180.0813,182.0516,179.1217,180.3163,76724.0
2020-12-26,180.0813,182.0516,179.1217,180.3163,76724.0
2020-12-27,180.0813,182.0516,179.1217,180.3163,76724.0
2020-12-28,181.6991,181.6991,178.1019,178.3459,183403.0
2020-12-29,179.6022,180.488,173.429,176.3846,262424.0
2020-12-30,177.1799,179.5344,175.7699,177.6047,165179.0
2020-12-31,177.2884,180.7049,175.8061,179.9909,175018.0
2021-01-01,177.2884,180.7049,175.8061,179.9909,175018.0
2021-01-02,177.2884,180.7049,175.8061,179.9909,175018.0
2021-01-03,177.2884,180.7049,175.8061,179.9909,175018.0
2021-01-04,181.8709,186.1732,179.2013,181.419,310542.0
2021-01-05,180.5784,184.718,180.1897,183.543,255187.0
2021-01-06,185.5043,197.6881,184.4559,194.2264,505091.0
2021-01-07,198.3931,203.554,196.5944,201.656,828254.0
2021-01-08,202.2344,207.0284,201.3306,204.2138,270280.0
2021-01-09,202.2344,207.0284,201.3306,204.2138,270280.0
2021-01-10,202.2344,207.0284,201.3306,204.2138,270280.0
2021-01-11,201.7192,203.1066,197.0373,202.1531,314919.0
2021-01-12,203.4817,207.5038,202.0988,204.4307,309047.0
2021-01-13,204.9459,205.6339,201.8186,203.1111,216915.0
2021-01-14,203.0027,205.0318,199.4687,202.4152,260052.0
2021-01-15,201.0142,202.0808,197.1458,199.6494,211778.0
2021-01-16,201.0142,202.0808,197.1458,199.6494,211778.0
2021-01-17,201.0142,202.0808,197.1458,199.6494,211778.0
2021-01-18,201.0142,202.0808,197.1458,199.6494,211778.0
2021-01-19,201.0865,201.5565,197.2091,197.7242,324974.0
2021-01-20,199.1252,201.2311,197.2542,201.0685,292817.0
2021-01-21,202.5779,206.4463,201.6899,205.5515,208995.0
2021-01-22,203.4456,209.3892,203.4456,208.7873,310383.0
2021-01-23,203.4456,209.3892,203.4456,208.7873,310383.0
2021-01-24,203.4456,209.3892,203.4456,208.7873,310383.0
2021-01-25,210.1792,214.8249,206.7265,208.5703,311895.0
2021-01-26,208.5975,208.9093,203.084,204.4579,358915.0
2021-01-27,201.2944,207.6484,197.7378,199.1342,384739.0
2021-01-28,199.9296,206.5005,199.9296,204.8465,327092.0
2021-01-29,203.3642,207.5038,199.9838,200.1194,352399.0
2021-01-30,203.3642,207.5038,199.9838,200.1194,352399.0
2021-01-31,203.3642,207.5038,199.9838,200.1194,352399.0
2021-02-01,202.7134,207.6032,202.7134,205.4792,653872.0
2021-02-02,209.0584,210.4097,202.2299,206.5277,435121.0
2021-02-03,215.1955,225.9602,212.8545,217.0755,1115875.0
2021-02-04,219.7328,220.1214,209.2844,213.8668,502054.0
2021-02-05,213.9843,215.6158,211.544,213.7855,351663.0
2021-02-06,213.9843,215.6158,211.544,213.7855,351663.0
2021-02-07,213.9843,215.6158,211.544,213.7855,351663.0
2021-02-08,214.3911,218.4584,212.3845,216.488,476821.0
2021-02-09,216.488,218.8832,213.2974,217.4099,305903.0
2021-02-10,219.6876,219.6876,211.639,216.4789,261595.0
2021-02-11,216.9218,218.7811,212.972,217.7172,376900.0
2021-02-12,217.2834,222.851,216.0722,221.8116,471953.0
2021-02-13,217.2834,222.851,216.0722,221.8116,471953.0
2021-02-14,217.2834,222.851,216.0722,221.8116,471953.0
2021-02-15,217.2834,222.851,216.0722,221.8116,471953.0
2021-02-16,223.2397,223.3391,218.6572,220.6818,281827.0
2021-02-17,218.6482,219.6243,214.9515,215.8824,271005.0
2021-02-18,213.3065,213.7627,209.3838,209.4019,457496.0
2021-02-19,210.2153,213.3155,209.6911,211.1101,506509.0
2021-02-20,210.2153,213.3155,209.6911,211.1101,506509.0
2021-02-21,210.2153,213.3155,209.6911,211.1101,506509.0
2021-02-22,209.3748,210.0029,202.3971,203.9607,392187.0
2021-02-23,198.2961,202.6737,191.3445,200.8066,572838.0
2021-02-24,200.2628,203.4848,197.7229,199.7371,388850.0
2021-02-25,198.6405,199.3927,192.2509,193.0756,281369.0
2021-02-26,193.8732,196.0031,188.996,193.1844,433293.0
2021-02-27,193.8732,196.0031,188.996,193.1844,433293.0
2021-02-28,193.8732,196.0031,188.996,193.1844,433293.0
2021-03-01,195.0967,205.4833,195.0242,203.725,623713.0
2021-03-02,205.3926,205.9545,196.0393,196.2568,418672.0
2021-03-03,196.0393,196.0393,186.3597,186.686,435973.0
2021-03-04,185.7978,187.6285,176.4263,179.6347,527374.0
2021-03-05,180.7767,182.6981,168.3963,182.1543,517614.0
2021-03-06,180.7767,182.6981,168.3963,182.1543,517614.0
2021-03-07,180.7767,182.6981,168.3963,182.1543,517614.0
2021-03-08,183.3054,187.8461,179.6982,180.0063,498023.0
2021-03-09,183.8945,194.4895,183.8945,191.6436,508082.0
2021-03-10,194.5076,200.7704,194.4804,197.9154,443598.0
2021-03-11,201.6586,202.4812,196.0303,199.6918,402944.0
2021-03-12,197.8157,202.9184,196.4473,202.8096,369143.0
2021-03-13,197.8157,202.9184,196.4473,202.8096,369143.0
