,SMG US Equity,SMG US Equity,SMG US Equity,SMG US Equity,SMG US Equity
2022-05-29,86.647,90.3021,86.647,89.5043,366251.0
2022-05-30,86.647,90.3021,86.647,89.5043,366251.0
2022-05-31,89.4857,89.9681,86.7026,87.7788,605990.0
2022-06-01,87.8437,88.2333,84.6895,85.4595,485269.0
2022-06-02,85.8955,91.074,85.8955,89.6063,507787.0
2022-06-03,88.3632,91.0164,87.9566,90.4227,445338.0
2022-06-04,88.3632,91.0164,87.9566,90.4227,445338.0
2022-06-05,88.3632,91.0164,87.9566,90.4227,445338.0
2022-06-06,91.2762,93.3774,89.7919,92.8718,465831.0
2022-06-07,91.471,94.8571,91.0535,94.7922,516311.0
2022-06-08,83.901,88.3632,83.3629,86.3965,2183043.0
2022-06-09,84.9864,86.3964,83.7154,85.543,849932.0
2022-06-10,82.9269,86.3223,82.6613,83.3815,850725.0
2022-06-11,82.9269,86.3223,82.6613,83.3815,850725.0
2022-06-12,82.9269,86.3223,82.6613,83.3815,850725.0
2022-06-13,81.1364,82.8805,80.5056,81.9435,944322.0
2022-06-14,81.4704,81.7209,77.936,79.1604,1072796.0
2022-06-15,80.0418,81.9064,79.2115,80.5891,470828.0
2022-06-16,78.8543,79.0491,70.7091,71.0431,1005196.0
2022-06-17,71.2936,72.2862,69.364,71.1451,996266.0
2022-06-18,71.2936,72.2862,69.364,71.1451,996266.0
2022-06-19,71.2936,72.2862,69.364,71.1451,996266.0
2022-06-20,71.2936,72.2862,69.364,71.1451,996266.0
2022-06-21,72.2862,74.239,70.3937,70.8204,709182.0
2022-06-22,67.6941,70.3241,67.3323,69.2897,759140.0
2022-06-23,69.5495,73.2046,69.3176,73.1119,699713.0
2022-06-24,74.188,76.3217,73.6035,76.3217,1032487.0
2022-06-25,74.188,76.3217,73.6035,76.3217,1032487.0
2022-06-26,74.188,76.3217,73.6035,76.3217,1032487.0
2022-06-27,76.9432,77.6297,75.4977,76.9154,454921.0
2022-06-28,77.37,78.4786,75.1899,75.5239,491634.0
2022-06-29,75.125,75.6083,72.6341,74.5034,455503.0
2022-06-30,73.6035,75.4589,72.2398,73.2788,445937.0
2022-07-01,73.2232,75.3291,72.3697,74.3828,446678.0
2022-07-02,73.2232,75.3291,72.3697,74.3828,446678.0
2022-07-03,73.2232,75.3291,72.3697,74.3828,446678.0
2022-07-04,73.2232,75.3291,72.3697,74.3828,446678.0
2022-07-05,73.1119,76.1362,72.3604,76.0063,507608.0
2022-07-06,75.5517,76.382,74.3092,75.394,646910.0
2022-07-07,75.728,77.0452,75.0322,76.3217,510210.0
2022-07-08,75.9321,76.8737,74.3271,75.0879,338350.0
2022-07-09,75.9321,76.8737,74.3271,75.0879,338350.0
2022-07-10,75.9321,76.8737,74.3271,75.0879,338350.0
2022-07-11,74.8374,76.3727,74.0767,74.4941,543374.0
2022-07-12,74.1416,76.3495,73.3902,75.227,334789.0
2022-07-13,73.8076,76.3124,72.917,75.2085,326433.0
2022-07-14,74.3086,74.6426,72.2677,73.3623,384890.0
2022-07-15,73.7427,75.1435,73.2417,74.5405,338905.0
2022-07-16,73.7427,75.1435,73.2417,74.5405,338905.0
2022-07-17,73.7427,75.1435,73.2417,74.5405,338905.0
2022-07-18,75.3662,77.0035,74.9673,75.1713,308629.0
2022-07-19,76.2753,79.5501,75.9042,78.2884,359005.0
2022-07-20,78.3162,81.1457,78.3162,80.8767,309684.0
2022-07-21,80.6633,81.1445,79.4202,80.886,256277.0
2022-07-22,79.782,81.0251,77.8709,78.1121,501191.0
2022-07-23,79.782,81.0251,77.8709,78.1121,501191.0
2022-07-24,79.782,81.0251,77.8709,78.1121,501191.0
2022-07-25,78.4554,78.6224,76.6464,77.1659,395064.0
2022-07-26,76.8226,77.5555,75.2363,76.2846,282388.0
2022-07-27,76.6278,79.0027,75.9944,78.4461,238731.0
2022-07-28,78.6688,81.2617,78.0473,81.2385,374351.0
2022-07-29,82.0178,82.797,80.7932,82.5187,399469.0
2022-07-30,82.0178,82.797,80.7932,82.5187,399469.0
2022-07-31,82.0178,82.797,80.7932,82.5187,399469.0
2022-08-01,81.3405,81.9667,78.8821,81.7487,494684.0
2022-08-02,80.7004,83.5031,79.1697,81.1086,611719.0
2022-08-03,80.9695,81.591,75.0415,76.2104,1034315.0
2022-08-04,75.4497,78.242,74.1741,74.4663,917363.0
2022-08-05,73.919,75.2791,73.1929,74.9116,573684.0
2022-08-06,73.919,75.2791,73.1929,74.9116,573684.0
2022-08-07,73.919,75.2791,73.1929,74.9116,573684.0
2022-08-08,76.0619,78.6966,75.4125,76.7855,447887.0
2022-08-09,76.5351,76.5351,70.5978,70.6164,881011.0
2022-08-10,73.0562,75.4033,72.5923,75.0136,544794.0
2022-08-11,76.2104,78.1678,75.6723,76.0805,473657.0
2022-08-12,76.8041,76.8041,74.7261,75.6909,458864.0
2022-08-13,76.8041,76.8041,74.7261,75.6909,458864.0
2022-08-14,76.8041,76.8041,74.7261,75.6909,458864.0
2022-08-15,75.5146,77.6669,75.1435,77.472,512332.0
2022-08-16,76.9432,78.8821,75.6074,78.4554,334716.0
2022-08-17,77.3514,77.4999,74.8745,76.1733,435654.0
2022-08-18,76.1269,76.1733,74.8838,75.9599,327683.0
2022-08-19,75.1435,75.1435,70.3334,71.2379,703590.0
2022-08-20,75.1435,75.1435,70.3334,71.2379,703590.0
2022-08-21,75.1435,75.1435,70.3334,71.2379,703590.0
2022-08-22,70.6906,70.6906,68.6867,69.4382,550667.0
2022-08-23,69.4475,70.3427,68.3203,68.9465,466550.0
2022-08-24,69.0578,69.7156,68.2693,68.5569,359913.0
2022-08-25,69.1653,70.8221,68.8938,70.7566,329174.0
2022-08-26,71.0936,71.2714,67.003,67.9765,566726.0
2022-08-27,71.0936,71.2714,67.003,67.9765,566726.0
2022-08-28,71.0936,71.2714,67.003,67.9765,566726.0
2022-08-29,67.1434,67.6114,66.0576,66.1418,592013.0
2022-08-30,66.3571,66.7035,64.1862,64.382,382431.0
2022-08-31,64.6909,65.2994,62.6223,62.6691,546153.0
2022-09-01,61.1994,61.6394,56.931,58.5691,1285714.0
2022-09-02,59.4397,59.8749,57.1089,57.2493,753457.0
2022-09-03,59.4397,59.8749,57.1089,57.2493,753457.0
2022-09-04,59.4397,59.8749,57.1089,57.2493,753457.0
2022-09-05,59.4397,59.8749,57.1089,57.2493,753457.0
2022-09-06,57.5395,57.7314,52.3911,54.2071,1212363.0
2022-09-07,53.8982,54.5254,52.5503,53.9263,910404.0
2022-09-08,53.2523,54.1229,51.661,54.0761,866633.0
2022-09-09,54.9747,55.4614,54.1791,54.1977,742878.0
2022-09-10,54.9747,55.4614,54.1791,54.1977,742878.0
2022-09-11,54.9747,55.4614,54.1791,54.1977,742878.0
2022-09-12,55.0215,57.3803,54.7219,55.892,636591.0
2022-09-13,53.7016,54.3943,52.8217,53.1868,857486.0
2022-09-14,52.9341,53.2991,51.3708,52.6252,815793.0
2022-09-15,52.1478,54.1603,49.889,50.0229,1183901.0
2022-09-16,49.1337,51.6985,48.8622,50.9028,1445065.0
2022-09-17,49.1337,51.6985,48.8622,50.9028,1445065.0
2022-09-18,49.1337,51.6985,48.8622,50.9028,1445065.0
2022-09-19,50.3318,51.6517,49.4894,50.5752,745342.0
2022-09-20,49.8732,50.2242,49.0588,49.5362,661947.0
2022-09-21,50.0791,50.0791,47.7623,47.8419,728459.0
2022-09-22,47.5143,48.0946,46.8216,47.5704,915241.0
2022-09-23,46.6999,47.5049,46.0634,46.7561,896613.0
2022-09-24,46.6999,47.5049,46.0634,46.7561,896613.0
2022-09-25,46.6999,47.5049,46.0634,46.7561,896613.0
2022-09-26,46.5501,47.9917,46.0541,46.2412,707084.0
2022-09-27,47.196,47.9823,44.6406,44.9682,789497.0
2022-09-28,45.2116,45.4269,44.3942,45.0431,880050.0
2022-09-29,44.4253,44.7436,41.0087,41.2989,960305.0
2022-09-30,41.3737,41.5703,39.9509,40.0165,1469736.0
2022-10-01,41.3737,41.5703,39.9509,40.0165,1469736.0
2022-10-02,41.3737,41.5703,39.9509,40.0165,1469736.0
2022-10-03,40.653,41.692,39.9416,40.9338,1470798.0
2022-10-04,42.0103,43.5267,41.9869,42.9838,1246646.0
2022-10-05,41.8979,42.3192,39.8386,40.8308,830056.0
2022-10-06,40.419,43.068,38.8464,42.3004,2600171.0
2022-10-07,41.7014,42.3145,37.6389,38.4158,1813257.0
2022-10-08,41.7014,42.3145,37.6389,38.4158,1813257.0
2022-10-09,41.7014,42.3145,37.6389,38.4158,1813257.0
2022-10-10,38.4626,39.174,37.8635,38.266,878725.0
2022-10-11,37.9103,39.4455,36.5577,37.667,1390632.0
2022-10-12,37.7138,38.5239,36.7871,38.4252,775971.0
2022-10-13,37.4423,40.2411,36.8807,39.5672,1070890.0
2022-10-14,40.3722,40.7279,38.835,40.4845,1117059.0
2022-10-15,40.3722,40.7279,38.835,40.4845,1117059.0
2022-10-16,40.3722,40.7279,38.835,40.4845,1117059.0
2022-10-17,41.7201,43.0025,41.5188,42.5345,1517031.0
2022-10-18,43.5735,44.4019,42.5345,43.2271,811733.0
2022-10-19,42.6,43.0961,41.1585,41.692,722088.0
2022-10-20,41.8511,42.5882,40.8028,40.9432,643870.0
2022-10-21,40.784,41.7763,40.3181,41.692,510187.0
2022-10-22,40.784,41.7763,40.3181,41.692,510187.0
2022-10-23,40.784,41.7763,40.3181,41.692,510187.0
2022-10-24,41.692,42.703,40.4564,41.7295,586495.0
2022-10-25,41.692,44.2755,41.3831,44.2381,724236.0
2022-10-26,44.1351,46.0494,43.6296,44.2474,707912.0
2022-10-27,44.4347,46.1944,44.1819,44.5189,1038066.0
2022-10-28,44.1632,45.0244,43.6203,44.9308,761293.0
2022-10-29,44.1632,45.0244,43.6203,44.9308,761293.0
2022-10-30,44.1632,45.0244,43.6203,44.9308,761293.0
2022-10-31,44.5938,44.5938,41.7388,42.9744,1745205.0
2022-11-01,44.1445,44.6125,43.0025,43.3956,1232285.0
2022-11-02,44.1351,45.7919,40.9432,43.2271,1782548.0
2022-11-03,42.2443,47.4581,42.2443,47.2428,1470746.0
2022-11-04,48.6095,48.8435,44.4815,47.1773,1131193.0
2022-11-05,48.6095,48.8435,44.4815,47.1773,1131193.0
2022-11-06,48.6095,48.8435,44.4815,47.1773,1131193.0
2022-11-07,48.2444,49.0822,46.7748,48.4035,873345.0
2022-11-08,50.7718,53.6267,49.8544,52.1103,1832977.0
2022-11-09,51.4832,51.991,49.8451,50.1821,983465.0
2022-11-10,53.2617,56.36,53.2617,56.2009,1197632.0
2022-11-11,56.2383,61.0403,55.9314,59.8234,1103391.0
2022-11-12,56.2383,61.0403,55.9314,59.8234,1103391.0
2022-11-13,56.2383,61.0403,55.9314,59.8234,1103391.0
2022-11-14,59.1495,60.4038,57.5582,57.6612,1092794.0
2022-11-15,58.6253,60.1745,58.1105,59.0933,780133.0
2022-11-16,58.1385,58.9716,57.4927,57.8203,674906.0
2022-11-17,56.6128,57.3897,55.0215,55.1057,983321.0
2022-11-18,56.2664,56.3694,52.6352,52.9341,875347.0
2022-11-19,56.2664,56.3694,52.6352,52.9341,875347.0
2022-11-20,56.2664,56.3694,52.6352,52.9341,875347.0
2022-11-21,52.569,54.3849,52.2133,54.2352,824410.0
2022-11-22,54.6096,54.6283,51.8576,52.9621,886282.0
2022-11-23,53.0277,53.1306,52.101,52.7749,608288.0
2022-11-24,53.0277,53.1306,52.101,52.7749,608288.0
2022-11-25,52.5571,53.0401,51.6289,52.6139,385680.0
2022-11-26,52.5571,53.0401,51.6289,52.6139,385680.0
2022-11-27,52.5571,53.0401,51.6289,52.6139,385680.0
2022-11-28,51.8088,52.5665,50.4923,50.6533,838747.0
2022-11-29,50.7764,51.4868,50.246,50.7196,621307.0
2022-11-30,50.7859,52.9738,50.0377,52.9738,928931.0
2022-12-01,53.3527,54.1956,51.8514,52.3108,876728.0
2022-12-02,51.8088,53.5326,51.8088,52.8033,717271.0
2022-12-03,51.8088,53.5326,51.8088,52.8033,717271.0
2022-12-04,51.8088,53.5326,51.8088,52.8033,717271.0
2022-12-05,52.0361,52.7465,51.4394,52.1498,857754.0
2022-12-06,52.0361,52.1498,49.1947,49.9619,663750.0
2022-12-07,49.7535,50.9185,47.8024,47.8213,697811.0
2022-12-08,48.1339,49.8293,47.5704,48.8158,563285.0
2022-12-09,48.4843,50.2271,48.4843,48.9958,558893.0
2022-12-10,48.4843,50.2271,48.4843,48.9958,558893.0
2022-12-11,48.4843,50.2271,48.4843,48.9958,558893.0
2022-12-12,48.7022,49.2137,47.1962,48.6738,785481.0
2022-12-13,50.8333,52.2303,48.0866,48.7117,906665.0
2022-12-14,48.1244,49.3652,47.4046,47.8687,734569.0
2022-12-15,47.1205,47.3099,45.8134,46.5238,878833.0
2022-12-16,46.0975,46.3533,44.6484,45.7566,2011736.0
2022-12-17,46.0975,46.3533,44.6484,45.7566,2011736.0
2022-12-18,46.0975,46.3533,44.6484,45.7566,2011736.0
2022-12-19,45.8513,46.789,44.9515,45.3493,841892.0
2022-12-20,44.8947,45.6997,44.2714,45.0367,686605.0
2022-12-21,45.5766,46.5427,45.1125,45.7945,559968.0
2022-12-22,44.8568,44.9894,43.1188,44.9041,1069909.0
2022-12-23,45.103,45.4724,44.1275,45.1788,584954.0
2022-12-24,45.103,45.4724,44.1275,45.1788,584954.0
2022-12-25,45.103,45.4724,44.1275,45.1788,584954.0
2022-12-26,45.103,45.4724,44.1275,45.1788,584954.0
2022-12-27,44.9894,45.3872,44.1464,45.0462,646095.0
2022-12-28,45.1693,45.7311,43.9699,43.9949,675404.0
2022-12-29,44.2127,46.9784,43.9381,46.0312,896044.0
2022-12-30,45.463,46.6469,45.3659,46.0218,965797.0
2022-12-31,45.463,46.6469,45.3659,46.0218,965797.0
2023-01-01,45.463,46.6469,45.3659,46.0218,965797.0
2023-01-02,45.463,46.6469,45.3659,46.0218,965797.0
2023-01-03,46.77,48.0875,45.7376,47.3194,885594.0
2023-01-04,48.2097,51.7804,47.7929,51.7236,988506.0
2023-01-05,51.089,52.2635,50.1134,51.7709,896938.0
2023-01-06,52.2256,53.1396,50.516,52.6802,649998.0
2023-01-07,52.2256,53.1396,50.516,52.6802,649998.0
2023-01-08,52.2256,53.1396,50.516,52.6802,649998.0
2023-01-09,53.4,56.0047,52.5571,54.8397,914092.0
2023-01-10,55.0196,56.6251,54.6787,56.573,603587.0
2023-01-11,57.6148,58.1263,56.1941,56.6677,896991.0
2023-01-12,57.075,57.3022,54.8492,55.6732,777542.0
2023-01-13,54.8492,56.895,54.6881,56.8855,599108.0
2023-01-14,54.8492,56.895,54.6881,56.8855,599108.0
2023-01-15,54.8492,56.895,54.6881,56.8855,599108.0
2023-01-16,54.8492,56.895,54.6881,56.8855,599108.0
2023-01-17,57.056,59.0071,56.6203,58.884,802820.0
2023-01-18,59.5565,59.6512,57.3023,57.4065,687373.0
2023-01-19,56.5446,56.7813,53.9873,54.745,925833.0
2023-01-20,54.8018,59.0829,54.1388,59.045,756480.0
2023-01-21,54.8018,59.0829,54.1388,59.045,756480.0
2023-01-22,54.8018,59.0829,54.1388,59.045,756480.0
2023-01-23,59.5944,61.1003,59.1397,60.7593,1167180.0
2023-01-24,64.6805,64.6805,58.7419,59.045,764450.0
2023-01-25,57.9747,60.3142,57.6148,59.7459,579350.0
2023-01-26,59.9637,60.5699,57.2549,57.378,779110.0
2023-01-27,57.2265,63.4776,57.1128,63.0136,1012246.0
2023-01-28,57.2265,63.4776,57.1128,63.0136,1012246.0
2023-01-29,57.2265,63.4776,57.1128,63.0136,1012246.0
2023-01-30,61.858,63.9702,61.5298,62.4832,875544.0
2023-01-31,63.8849,68.668,63.866,68.3744,1697934.0
2023-02-01,68.1187,76.4157,67.0484,76.2641,1847955.0
2023-02-02,77.8364,80.5073,76.5492,79.4844,2073167.0
2023-02-03,77.1071,79.4276,75.8047,77.9216,1168871.0
2023-02-04,77.1071,79.4276,75.8047,77.9216,1168871.0
2023-02-05,77.1071,79.4276,75.8047,77.9216,1168871.0
2023-02-06,76.8892,77.5712,75.6769,76.7566,779924.0
2023-02-07,75.961,77.1544,74.7581,76.5388,732410.0
2023-02-08,75.8474,76.2168,74.6634,75.298,660802.0
2023-02-09,75.7527,77.145,74.0667,74.4077,841185.0
2023-02-10,73.8584,74.1614,71.9262,72.646,850577.0
2023-02-11,73.8584,74.1614,71.9262,72.646,850577.0
2023-02-12,73.8584,74.1614,71.9262,72.646,850577.0
2023-02-13,72.826,75.0139,71.9215,74.957,713367.0
2023-02-14,74.1709,75.2886,72.5608,74.957,536779.0
2023-02-15,74.8907,78.2247,73.9815,78.111,683999.0
2023-02-16,79.6075,83.9265,78.7367,82.5816,1560343.0
2023-02-17,82.0228,82.4708,79.5128,81.4166,795760.0
2023-02-18,82.0228,82.4708,79.5128,81.4166,795760.0
2023-02-19,82.0228,82.4708,79.5128,81.4166,795760.0
2023-02-20,82.0228,82.4708,79.5128,81.4166,795760.0
2023-02-21,80.28,81.4166,77.2681,77.448,638873.0
2023-02-22,78.111,79.4067,77.6375,78.452,470529.0
2023-02-23,78.6811,79.4736,77.1822,79.2063,564581.0
2023-02-24,78.5188,79.8555,77.1058,79.1012,556483.0
2023-02-25,78.5188,79.8555,77.1058,79.1012,556483.0
2023-02-26,78.5188,79.8555,77.1058,79.1012,556483.0
2023-02-27,79.9987,80.3578,78.4902,78.9771,328952.0
2023-02-28,78.9389,80.1324,78.4138,78.7671,606155.0
2023-03-01,78.4806,79.8364,78.2611,78.8339,576101.0
2023-03-02,77.5354,80.5716,76.5711,80.4283,410258.0
2023-03-03,81.0585,81.66,79.7218,81.4022,451373.0
2023-03-04,81.0585,81.66,79.7218,81.4022,451373.0
2023-03-05,81.0585,81.66,79.7218,81.4022,451373.0
2023-03-06,81.6886,82.8439,75.4254,75.8264,787942.0
2023-03-07,75.3204,76.9149,74.7762,75.139,506591.0
2023-03-08,75.2631,76.0616,74.2908,75.4254,619308.0
2023-03-09,75.4063,76.0747,72.332,72.6089,607094.0
2023-03-10,72.4371,72.9813,69.1814,70.6612,701821.0
2023-03-11,72.4371,72.9813,69.1814,70.6612,701821.0
2023-03-12,72.4371,72.9813,69.1814,70.6612,701821.0
2023-03-13,69.5633,72.2175,67.8733,70.2889,638535.0
2023-03-14,72.3129,73.22,70.1266,71.4441,611231.0
2023-03-15,69.5824,70.3462,68.1311,69.9165,529136.0
2023-03-16,69.3532,71.3677,69.0,71.2436,654819.0
2023-03-17,70.7567,71.6876,69.42,69.9165,786472.0
2023-03-18,70.7567,71.6876,69.42,69.9165,786472.0
2023-03-19,70.7567,71.6876,69.42,69.9165,786472.0
2023-03-20,69.6969,70.0502,67.4533,68.0261,651142.0
2023-03-21,69.3532,71.0718,68.809,69.716,655940.0
2023-03-22,69.7542,70.2219,67.2814,67.4246,435203.0
2023-03-23,67.6633,68.2839,64.0543,64.3503,765290.0
2023-03-24,63.491,64.4456,62.1162,64.1403,861217.0
2023-03-25,63.491,64.4456,62.1162,64.1403,861217.0
2023-03-26,63.491,64.4456,62.1162,64.1403,861217.0
2023-03-27,64.9279,65.3834,63.9589,65.1619,817012.0
2023-03-28,65.1332,65.8922,62.8991,63.1282,633967.0
2023-03-29,64.293,65.2096,63.8825,65.0473,605340.0
2023-03-30,66.2312,67.1095,63.9207,64.0352,533098.0
2023-03-31,64.7036,66.6513,63.7871,66.5844,680405.0
2023-04-01,64.7036,66.6513,63.7871,66.5844,680405.0
2023-04-02,64.7036,66.6513,63.7871,66.5844,680405.0
2023-04-03,66.4508,68.7422,66.298,68.3507,1146527.0
2023-04-04,69.1336,70.6135,67.797,69.5155,1392308.0
2023-04-05,69.0,69.6874,66.2694,68.3603,918885.0
2023-04-06,67.7874,68.5035,66.5558,68.2075,455602.0
2023-04-07,67.7874,68.5035,66.5558,68.2075,455602.0
2023-04-08,67.7874,68.5035,66.5558,68.2075,455602.0
2023-04-09,67.7874,68.5035,66.5558,68.2075,455602.0
2023-04-10,69.6969,73.1531,69.6969,73.0386,1329062.0
2023-04-11,73.4586,74.7094,72.4753,73.4777,917157.0
2023-04-12,74.337,74.5757,71.2054,71.3009,543933.0
2023-04-13,71.3009,71.4489,69.8306,70.9667,531679.0
2023-04-14,71.3486,73.1722,69.8306,70.3939,572271.0
2023-04-15,71.3486,73.1722,69.8306,70.3939,572271.0
2023-04-16,71.3486,73.1722,69.8306,70.3939,572271.0
2023-04-17,70.3271,71.616,70.222,71.5873,471083.0
2023-04-18,72.1793,72.481,70.8713,71.3773,571770.0
2023-04-19,70.2698,70.5699,69.3723,70.308,469843.0
2023-04-20,69.3437,69.9738,66.5844,66.7086,682858.0
2023-04-21,66.594,67.8829,65.4387,67.606,692743.0
2023-04-22,66.594,67.8829,65.4387,67.606,692743.0
2023-04-23,66.594,67.8829,65.4387,67.606,692743.0
2023-04-24,67.5105,68.809,66.1023,68.809,581260.0
2023-04-25,68.3221,68.3221,65.6201,65.6774,469339.0
2023-04-26,63.2714,64.1259,61.1901,61.5242,1158706.0
2023-04-27,61.9252,63.6247,61.6675,63.1951,839709.0
2023-04-28,63.2619,64.7704,63.0375,63.787,652272.0
2023-04-29,63.2619,64.7704,63.0375,63.787,652272.0
2023-04-30,63.2619,64.7704,63.0375,63.787,652272.0
2023-05-01,66.8231,67.6824,63.3383,67.2909,1452535.0
2023-05-02,66.2503,66.7611,64.9804,66.2025,862776.0
2023-05-03,65.601,66.1166,60.2926,60.9991,1479019.0
2023-05-04,60.1494,62.0016,59.4715,61.1423,936385.0
2023-05-05,61.6675,63.6247,61.1232,63.4337,726556.0
2023-05-06,61.6675,63.6247,61.1232,63.4337,726556.0
2023-05-07,61.6675,63.6247,61.1232,63.4337,726556.0
2023-05-08,66.403,69.3055,66.3744,69.2959,1078878.0
2023-05-09,68.4367,68.8663,66.5462,67.2337,715605.0
2023-05-10,68.0643,68.3221,66.8136,68.2362,573528.0
2023-05-11,68.2171,68.9331,66.9568,67.6156,446524.0
2023-05-12,67.5105,67.6633,62.4074,63.0041,1158911.0
2023-05-13,67.5105,67.6633,62.4074,63.0041,1158911.0
2023-05-14,67.5105,67.6633,62.4074,63.0041,1158911.0
2023-05-15,62.8991,65.391,62.8609,64.9136,581180.0
2023-05-16,63.7966,63.7966,61.8107,62.5649,558861.0
2023-05-17,62.6127,65.4865,62.2021,65.4769,555619.0
2023-05-18,65.3242,66.8709,63.9876,66.6322,485766.0
2023-05-19,66.804,66.804,64.8659,65.9161,552188.0
2023-05-20,66.804,66.804,64.8659,65.9161,552188.0
2023-05-21,66.804,66.804,64.8659,65.9161,552188.0
2023-05-22,65.9543,66.9186,64.8468,65.7156,658055.0
2023-05-23,65.5342,67.6538,65.2096,65.4674,554867.0
2023-05-24,64.9995,65.4435,62.7272,63.682,749965.0
2023-05-25,63.7591,64.7331,61.898,62.8527,607108.0
2023-05-26,63.1227,63.7013,62.4477,62.9684,541835.0
2023-05-27,63.1227,63.7013,62.4477,62.9684,541835.0
2023-05-28,63.1227,63.7013,62.4477,62.9684,541835.0
2023-05-29,63.1227,63.7013,62.4477,62.9684,541835.0
2023-05-30,63.7784,63.8363,62.9009,63.0166,468049.0
2023-05-31,62.4188,63.412,59.7525,60.9434,600774.0
2023-06-01,60.9627,62.033,59.7863,61.3484,371692.0
2023-06-02,62.8045,64.5209,62.6839,64.357,529097.0
2023-06-03,62.8045,64.5209,62.6839,64.357,529097.0
2023-06-04,62.8045,64.5209,62.6839,64.357,529097.0
2023-06-05,63.7591,64.2509,61.3966,61.5702,562356.0
2023-06-06,61.0109,64.3242,61.0109,63.2866,596364.0
2023-06-07,63.4506,64.1304,62.2259,62.573,509032.0
2023-06-08,62.6309,62.9009,60.5528,62.1005,654880.0
2023-06-09,61.6859,61.7148,57.4623,59.3041,1664361.0
2023-06-10,61.6859,61.7148,57.4623,59.3041,1664361.0
2023-06-11,61.6859,61.7148,57.4623,59.3041,1664361.0
2023-06-12,60.0852,62.2741,60.0032,61.0302,1034950.0
2023-06-13,60.9627,62.2693,60.1141,61.0302,987397.0
2023-06-14,61.3677,61.7823,59.3523,60.8566,887137.0
2023-06-15,59.9694,61.71,59.9502,60.278,729878.0
2023-06-16,60.3841,61.0976,59.7573,60.143,1176683.0
2023-06-17,60.3841,61.0976,59.7573,60.143,1176683.0
2023-06-18,60.3841,61.0976,59.7573,60.143,1176683.0
2023-06-19,60.3841,61.0976,59.7573,60.143,1176683.0
2023-06-20,59.3523,59.9135,56.4657,56.6137,1064058.0
2023-06-21,56.5751,58.3398,56.4112,56.6523,1072682.0
2023-06-22,56.4208,56.8162,55.5048,56.4691,582837.0
2023-06-23,55.8133,56.8162,55.2155,55.3505,1170584.0
2023-06-24,55.8133,56.8162,55.2155,55.3505,1170584.0
2023-06-25,55.8133,56.8162,55.2155,55.3505,1170584.0
2023-06-26,55.1383,56.5269,55.1383,55.5626,693774.0
2023-06-27,55.7458,58.9762,54.7257,58.928,769784.0
2023-06-28,58.7737,59.3041,56.903,58.3301,886756.0
2023-06-29,58.2916,59.5259,57.9541,59.2077,503416.0
2023-06-30,60.0852,60.9627,59.3137,60.4516,759901.0
2023-07-01,60.0852,60.9627,59.3137,60.4516,759901.0
2023-07-02,60.0852,60.9627,59.3137,60.4516,759901.0
2023-07-03,60.7602,62.5538,60.2298,62.2838,300910.0
2023-07-04,60.7602,62.5538,60.2298,62.2838,300910.0
2023-07-05,61.7727,63.1275,61.0012,61.0205,666204.0
2023-07-06,60.7795,61.1459,58.4989,60.6445,805983.0
2023-07-07,60.9145,64.5953,60.9145,63.1516,554359.0
2023-07-08,60.9145,64.5953,60.9145,63.1516,554359.0
2023-07-09,60.9145,64.5953,60.9145,63.1516,554359.0
2023-07-10,62.5248,63.6772,62.1777,63.0841,631959.0
2023-07-11,66.4399,70.027,65.8806,69.8245,1319262.0
2023-07-12,71.1649,71.3385,68.0782,69.0145,793715.0
2023-07-13,66.7195,68.1756,66.077,67.6645,695159.0
2023-07-14,67.5199,67.7705,64.6752,64.8102,688034.0
2023-07-15,67.5199,67.7705,64.6752,64.8102,688034.0
2023-07-16,67.5199,67.7705,64.6752,64.8102,688034.0
2023-07-17,64.5113,65.0031,63.5663,64.222,445901.0
2023-07-18,64.087,64.2606,61.8932,63.4313,971411.0
2023-07-19,64.1256,66.1651,63.7206,65.8227,650411.0
2023-07-20,65.5527,65.9963,63.3453,65.6877,585061.0
2023-07-21,66.652,66.9317,65.22,65.9674,561752.0
2023-07-22,66.652,66.9317,65.22,65.9674,561752.0
2023-07-23,66.652,66.9317,65.22,65.9674,561752.0
2023-07-24,66.247,66.8834,65.4177,65.8034,414015.0
2023-07-25,66.3434,67.6548,65.76,65.9866,396898.0
2023-07-26,65.6299,67.5006,65.6299,67.1534,647946.0
2023-07-27,67.6067,68.7108,66.4399,66.6424,468090.0
2023-07-28,68.002,68.9374,67.4958,68.1563,469663.0
2023-07-29,68.002,68.9374,67.4958,68.1563,469663.0
2023-07-30,68.002,68.9374,67.4958,68.1563,469663.0
2023-07-31,68.3685,68.5613,67.2017,67.5392,621402.0
2023-08-01,66.6906,69.6992,66.4023,68.8892,878672.0
2023-08-02,57.8576,59.3041,54.2801,55.7941,3598896.0
2023-08-03,55.5626,57.3079,54.3765,54.3862,1038460.0
2023-08-04,54.743,55.4734,53.4315,53.6148,805253.0
2023-08-05,54.743,55.4734,53.4315,53.6148,805253.0
2023-08-06,54.743,55.4734,53.4315,53.6148,805253.0
2023-08-07,53.5665,54.6658,52.824,52.8819,817314.0
2023-08-08,51.8019,51.8694,50.6737,51.4354,859151.0
2023-08-09,51.5319,51.5319,50.0565,50.3265,795398.0
2023-08-10,50.8087,51.4933,50.1722,50.8858,677151.0
