,LEA US Equity,LEA US Equity,LEA US Equity,LEA US Equity,LEA US Equity
2020-03-13,86.0584,92.1914,80.6499,92.1255,914932.0
2020-03-14,86.0584,92.1914,80.6499,92.1255,914932.0
2020-03-15,86.0584,92.1914,80.6499,92.1255,914932.0
2020-03-16,83.8385,88.2783,79.6527,80.3206,1263927.0
2020-03-17,81.4682,83.3447,75.26,77.6868,1404194.0
2020-03-18,71.8173,75.3625,65.4962,65.8443,1357289.0
2020-03-19,64.4427,71.6574,59.448,71.5351,1082521.0
2020-03-20,73.1153,80.283,69.6679,71.2811,1419436.0
2020-03-21,73.1153,80.283,69.6679,71.2811,1419436.0
2020-03-22,73.1153,80.283,69.6679,71.2811,1419436.0
2020-03-23,70.6697,77.7056,68.3275,74.4416,828572.0
2020-03-24,79.3611,82.8321,77.3247,82.7192,962915.0
2020-03-25,84.544,88.5934,80.0196,85.052,928094.0
2020-03-26,85.5035,90.771,84.0737,90.1596,765540.0
2020-03-27,85.5035,86.049,81.6939,83.7539,638957.0
2020-03-28,85.5035,86.049,81.6939,83.7539,638957.0
2020-03-29,85.5035,86.049,81.6939,83.7539,638957.0
2020-03-30,80.8944,83.9044,79.2389,83.293,852804.0
2020-03-31,83.6598,85.9926,75.9843,76.4264,1079682.0
2020-04-01,73.0307,75.2318,65.8395,66.7473,1312988.0
2020-04-02,65.2799,68.9198,65.0641,67.9325,1944067.0
2020-04-03,68.3087,70.4628,66.1547,68.2711,639069.0
2020-04-04,68.3087,70.4628,66.1547,68.2711,639069.0
2020-04-05,68.3087,70.4628,66.1547,68.2711,639069.0
2020-04-06,72.8708,75.6833,71.0177,75.2224,647057.0
2020-04-07,80.4052,81.7221,78.2324,79.0037,942824.0
2020-04-08,77.969,84.5911,77.969,83.8009,1011477.0
2020-04-09,87.0555,88.4194,85.0614,85.7386,540477.0
2020-04-10,87.0555,88.4194,85.0614,85.7386,540477.0
2020-04-11,87.0555,88.4194,85.0614,85.7386,540477.0
2020-04-12,87.0555,88.4194,85.0614,85.7386,540477.0
2020-04-13,85.7386,85.7386,80.4993,80.4993,478632.0
2020-04-14,82.7568,85.0143,81.9479,82.7286,593235.0
2020-04-15,78.9567,81.6092,78.3358,81.5152,745588.0
2020-04-16,80.9414,81.6939,76.7744,77.7338,847150.0
2020-04-17,81.5058,83.4905,81.28,82.1548,554429.0
2020-04-18,81.5058,83.4905,81.28,82.1548,554429.0
2020-04-19,81.5058,83.4905,81.28,82.1548,554429.0
2020-04-20,79.521,81.186,78.0254,78.223,564067.0
2020-04-21,75.5986,78.919,75.3917,78.4205,419849.0
2020-04-22,80.2547,80.5934,77.0378,77.9408,344245.0
2020-04-23,78.524,81.6187,78.2418,80.076,349603.0
2020-04-24,83.1989,83.9796,81.7409,83.2459,515355.0
2020-04-25,83.1989,83.9796,81.7409,83.2459,515355.0
2020-04-26,83.1989,83.9796,81.7409,83.2459,515355.0
2020-04-27,84.6569,89.3789,83.594,89.1343,764061.0
2020-04-28,91.3448,92.6052,89.139,90.9027,597819.0
2020-04-29,93.7716,97.1001,92.3325,95.4271,1191493.0
2020-04-30,94.1855,94.6464,91.2695,91.8527,650853.0
2020-05-01,89.3507,90.47,86.0584,87.0461,410836.0
2020-05-02,89.3507,90.47,86.0584,87.0461,410836.0
2020-05-03,89.3507,90.47,86.0584,87.0461,410836.0
2020-05-04,84.5534,87.2248,84.1301,85.5693,499327.0
2020-05-05,87.9491,88.8239,84.7792,84.798,681570.0
2020-05-06,87.206,87.831,84.544,85.6822,466626.0
2020-05-07,87.2813,88.5699,86.3594,87.2248,848095.0
2020-05-08,91.9092,96.0621,89.8821,95.3519,1155093.0
2020-05-09,91.9092,96.0621,89.8821,95.3519,1155093.0
2020-05-10,91.9092,96.0621,89.8821,95.3519,1155093.0
2020-05-11,94.1949,98.4183,92.4265,97.6376,791060.0
2020-05-12,99.0015,99.058,93.0944,93.3107,556343.0
2020-05-13,92.3701,92.3701,84.8826,86.9897,654440.0
2020-05-14,84.0267,89.6046,82.5499,89.3224,631659.0
2020-05-15,88.7392,90.5641,87.4699,89.7927,405857.0
2020-05-16,88.7392,90.5641,87.4699,89.7927,405857.0
2020-05-17,88.7392,90.5641,87.4699,89.7927,405857.0
2020-05-18,94.6558,97.4307,93.1038,96.6782,707583.0
2020-05-19,96.1514,99.8669,94.7593,96.1232,506978.0
2020-05-20,98.456,101.4001,98.3102,99.8011,711977.0
2020-05-21,99.6318,100.8075,98.7012,99.3402,555850.0
2020-05-22,100.1773,100.5348,97.6376,99.1426,309457.0
2020-05-23,100.1773,100.5348,97.6376,99.1426,309457.0
2020-05-24,100.1773,100.5348,97.6376,99.1426,309457.0
2020-05-25,100.1773,100.5348,97.6376,99.1426,309457.0
2020-05-26,104.2973,105.3978,102.6324,103.0086,688745.0
2020-05-27,106.6113,107.693,101.8375,102.8863,636030.0
2020-05-28,103.1027,103.6389,99.3025,101.2402,623000.0
2020-05-29,100.3466,100.6759,97.2331,99.754,971456.0
2020-05-30,100.3466,100.6759,97.2331,99.754,971456.0
2020-05-31,100.3466,100.6759,97.2331,99.754,971456.0
2020-06-01,101.0333,105.3085,99.5142,103.9304,631930.0
2020-06-02,105.332,105.9152,103.4789,105.6048,573589.0
2020-06-03,107.9658,112.1516,107.1568,109.2074,893490.0
2020-06-04,108.1727,108.6054,106.2162,108.5678,751028.0
2020-06-05,113.7036,117.3523,113.7036,116.422,746261.0
2020-06-06,113.7036,117.3523,113.7036,116.422,746261.0
2020-06-07,113.7036,117.3523,113.7036,116.422,746261.0
2020-06-08,118.5667,120.8148,117.8142,118.435,890551.0
2020-06-09,114.7007,116.1022,113.4167,114.268,569073.0
2020-06-10,114.3809,114.3809,110.4208,110.9099,604263.0
2020-06-11,104.7864,106.235,100.4971,100.9675,503630.0
2020-06-12,105.4731,106.9875,100.6665,103.7423,493456.0
2020-06-13,105.4731,106.9875,100.6665,103.7423,493456.0
2020-06-14,105.4731,106.9875,100.6665,103.7423,493456.0
2020-06-15,99.2743,104.824,98.2772,103.4695,515807.0
2020-06-16,108.3702,108.6242,102.9522,104.4102,511720.0
2020-06-17,104.2879,104.984,100.8781,101.814,486100.0
2020-06-18,100.1773,102.971,99.2555,101.3249,429618.0
2020-06-19,102.7641,107.8717,102.7641,104.523,1007217.0
2020-06-20,102.7641,107.8717,102.7641,104.523,1007217.0
2020-06-21,102.7641,107.8717,102.7641,104.523,1007217.0
2020-06-22,104.5042,104.9746,101.7435,104.2032,496929.0
2020-06-23,106.2632,107.6554,104.2785,106.2256,954665.0
2020-06-24,104.8993,104.8993,100.7323,100.8452,479839.0
2020-06-25,99.7258,102.021,98.6535,101.7764,354177.0
2020-06-26,101.6353,101.6353,98.2772,98.3431,758743.0
2020-06-27,101.6353,101.6353,98.2772,98.3431,758743.0
2020-06-28,101.6353,101.6353,98.2772,98.3431,758743.0
2020-06-29,99.9328,103.3002,99.4154,101.4848,379759.0
2020-06-30,100.6476,103.4695,100.0174,102.5477,387080.0
2020-07-01,102.5948,103.8176,99.3684,99.9045,340114.0
2020-07-02,102.9804,104.2032,100.864,101.4754,385867.0
2020-07-03,102.9804,104.2032,100.864,101.4754,385867.0
2020-07-04,102.9804,104.2032,100.864,101.4754,385867.0
2020-07-05,102.9804,104.2032,100.864,101.4754,385867.0
2020-07-06,104.5042,104.5042,101.2544,102.416,315950.0
2020-07-07,101.466,102.0492,100.2902,100.4407,325592.0
2020-07-08,99.9892,101.7764,98.5688,99.3966,302627.0
2020-07-09,99.6882,100.7417,96.1044,96.2267,466853.0
2020-07-10,96.8945,98.6911,96.6876,98.4654,698163.0
2020-07-11,96.8945,98.6911,96.6876,98.4654,698163.0
2020-07-12,96.8945,98.6911,96.6876,98.4654,698163.0
2020-07-13,99.8293,101.4096,98.3243,99.2461,538289.0
2020-07-14,99.754,102.4913,98.7476,102.3314,415931.0
2020-07-15,105.0968,107.0533,103.1826,106.2914,535971.0
2020-07-16,104.6924,108.8029,104.175,108.1727,365432.0
2020-07-17,108.69,108.69,106.3291,108.0222,505524.0
2020-07-18,108.69,108.69,106.3291,108.0222,505524.0
2020-07-19,108.69,108.69,106.3291,108.0222,505524.0
2020-07-20,107.4108,108.2103,106.6959,107.4672,482079.0
2020-07-21,109.0005,110.3644,107.9469,108.2103,623928.0
2020-07-22,107.3261,111.5778,107.3261,109.9599,427051.0
2020-07-23,110.4678,111.2298,109.245,110.148,430451.0
2020-07-24,108.6242,110.2891,108.2291,109.6683,309271.0
2020-07-25,108.6242,110.2891,108.2291,109.6683,309271.0
2020-07-26,108.6242,110.2891,108.2291,109.6683,309271.0
2020-07-27,109.198,112.1798,108.342,111.907,330824.0
2020-07-28,111.4649,112.1516,109.5554,109.7906,456665.0
2020-07-29,110.9758,112.2362,109.7436,111.1827,431940.0
2020-07-30,108.7277,109.2356,105.7788,106.4796,427567.0
2020-07-31,105.8493,106.1503,102.5336,103.827,520533.0
2020-08-01,105.8493,106.1503,102.5336,103.827,520533.0
2020-08-02,105.8493,106.1503,102.5336,103.827,520533.0
2020-08-03,104.4478,106.3008,104.128,105.3602,534896.0
2020-08-04,105.3132,108.6336,103.7894,105.3884,805883.0
2020-08-05,106.3385,108.8029,105.6518,108.643,801440.0
2020-08-06,107.8247,108.2338,106.3197,106.5078,520804.0
2020-08-07,105.3696,106.3197,103.9116,105.7835,418971.0
2020-08-08,105.3696,106.3197,103.9116,105.7835,418971.0
2020-08-09,105.3696,106.3197,103.9116,105.7835,418971.0
2020-08-10,106.3761,109.3626,106.3761,108.9158,426333.0
2020-08-11,111.7001,114.7571,111.1357,112.4996,758711.0
2020-08-12,114.9264,114.9264,111.4555,111.8318,486565.0
2020-08-13,111.0228,111.2203,109.5931,110.4961,371495.0
2020-08-14,109.8752,111.8506,109.2168,111.4931,251842.0
2020-08-15,109.8752,111.8506,109.2168,111.4931,251842.0
2020-08-16,109.8752,111.8506,109.2168,111.4931,251842.0
2020-08-17,112.255,112.255,109.6871,109.9129,442625.0
2020-08-18,109.9411,110.5901,108.1163,108.1915,466036.0
2020-08-19,107.8247,109.0663,106.7053,106.8652,346817.0
2020-08-20,105.1627,107.5707,105.0028,106.9781,366070.0
2020-08-21,105.9622,107.0628,105.3226,105.4261,331360.0
2020-08-22,105.9622,107.0628,105.3226,105.4261,331360.0
2020-08-23,105.9622,107.0628,105.3226,105.4261,331360.0
2020-08-24,106.4607,109.3062,106.3667,109.0381,273238.0
2020-08-25,109.8941,110.8441,107.1568,108.4079,303196.0
2020-08-26,108.5301,110.2421,108.2997,109.0757,255298.0
2020-08-27,110.8535,110.8535,107.2227,107.8717,277278.0
2020-08-28,108.0974,110.5901,107.8529,109.8941,253478.0
2020-08-29,108.0974,110.5901,107.8529,109.8941,253478.0
2020-08-30,108.0974,110.5901,107.8529,109.8941,253478.0
2020-08-31,109.4237,109.9646,107.1474,107.1662,426943.0
2020-09-01,106.9311,109.3109,105.6894,109.198,292198.0
2020-09-02,109.6119,115.4579,109.4837,114.8888,678756.0
2020-09-03,114.7101,115.9894,112.0951,112.9135,671350.0
2020-09-04,115.2274,115.2274,111.0698,113.2991,383688.0
2020-09-05,115.2274,115.2274,111.0698,113.2991,383688.0
2020-09-06,115.2274,115.2274,111.0698,113.2991,383688.0
2020-09-07,115.2274,115.2274,111.0698,113.2991,383688.0
2020-09-08,111.8694,114.1269,110.6277,111.258,388874.0
2020-09-09,111.8788,113.8212,110.5995,113.111,474191.0
2020-09-10,114.2116,115.3356,110.3832,110.5995,413303.0
2020-09-11,110.9946,112.6595,110.2327,112.415,450241.0
2020-09-12,110.9946,112.6595,110.2327,112.415,450241.0
2020-09-13,110.9946,112.6595,110.2327,112.415,450241.0
2020-09-14,113.2521,114.7477,112.0575,114.5502,348762.0
2020-09-15,115.9423,116.9206,114.3809,116.2151,578126.0
2020-09-16,115.9988,116.1116,113.1392,113.7977,607924.0
2020-09-17,112.1516,113.4685,110.8684,111.6154,525502.0
2020-09-18,112.3585,112.3585,108.8594,109.7341,768560.0
2020-09-19,112.3585,112.3585,108.8594,109.7341,768560.0
2020-09-20,112.3585,112.3585,108.8594,109.7341,768560.0
2020-09-21,106.4984,107.2509,103.0745,104.4854,595405.0
2020-09-22,104.7676,105.0498,102.3032,102.6794,535373.0
2020-09-23,102.9052,104.1515,101.3531,101.4284,554499.0
2020-09-24,100.6476,101.2967,98.55,99.3684,518807.0
2020-09-25,98.7664,99.4436,97.212,98.2114,420429.0
2020-09-26,98.7664,99.4436,97.212,98.2114,420429.0
2020-09-27,98.7664,99.4436,97.212,98.2114,420429.0
2020-09-28,100.9016,103.2438,100.1585,100.9769,473412.0
2020-09-29,100.657,102.9616,100.2338,101.5977,438323.0
2020-09-30,102.0492,104.6077,101.8799,102.5759,482760.0
2020-10-01,103.921,107.2791,103.8552,106.3949,599786.0
2020-10-02,103.5542,108.4737,103.4319,107.9658,393087.0
2020-10-03,103.5542,108.4737,103.4319,107.9658,393087.0
2020-10-04,103.5542,108.4737,103.4319,107.9658,393087.0
2020-10-05,110.0163,113.4402,109.0569,112.7912,383318.0
2020-10-06,115.6413,118.6607,114.3809,116.0646,1090138.0
2020-10-07,117.786,122.7337,116.9206,121.1534,650836.0
2020-10-08,122.8466,123.3122,120.2692,122.1223,662478.0
2020-10-09,122.7431,123.7449,121.3416,121.8495,781376.0
2020-10-10,122.7431,123.7449,121.3416,121.8495,781376.0
2020-10-11,122.7431,123.7449,121.3416,121.8495,781376.0
2020-10-12,121.9436,123.0723,120.589,121.5203,323707.0
2020-10-13,121.3133,122.5926,119.1217,121.8683,255218.0
2020-10-14,122.3951,123.7119,120.9559,120.9935,422852.0
2020-10-15,119.686,122.0282,119.1875,121.8401,568820.0
2020-10-16,122.6678,124.3845,120.5796,122.9594,333667.0
2020-10-17,122.6678,124.3845,120.5796,122.9594,333667.0
2020-10-18,122.6678,124.3845,120.5796,122.9594,333667.0
2020-10-19,122.7619,123.5426,121.1722,121.4168,227799.0
2020-10-20,121.3227,125.1041,121.3227,123.8813,480274.0
2020-10-21,124.2481,125.8284,123.3451,124.408,358316.0
2020-10-22,125.6591,127.324,124.7937,126.7408,410554.0
2020-10-23,127.926,129.685,125.7343,126.5244,478068.0
2020-10-24,127.926,129.685,125.7343,126.5244,478068.0
2020-10-25,127.926,129.685,125.7343,126.5244,478068.0
2020-10-26,124.2575,125.1605,122.1129,123.2416,332761.0
2020-10-27,122.6114,123.4109,119.5355,119.5449,425648.0
2020-10-28,116.2621,117.6684,114.4279,115.1146,616155.0
2020-10-29,115.1428,117.6166,114.4749,117.4473,627505.0
2020-10-30,114.7289,117.5226,112.208,113.6378,687000.0
2020-10-31,114.7289,117.5226,112.208,113.6378,687000.0
2020-11-01,114.7289,117.5226,112.208,113.6378,687000.0
2020-11-02,115.6507,118.5008,114.4091,115.6319,488100.0
2020-11-03,118.4256,120.2598,117.2686,119.0934,728061.0
2020-11-04,116.93,119.827,115.0581,116.1399,557083.0
2020-11-05,117.8894,123.1193,117.8894,122.5832,376456.0
2020-11-06,122.903,123.5567,118.6137,120.6079,358291.0
2020-11-07,122.903,123.5567,118.6137,120.6079,358291.0
2020-11-08,122.903,123.5567,118.6137,120.6079,358291.0
2020-11-09,130.2964,132.6291,127.0277,127.371,490180.0
2020-11-10,128.3869,131.2088,127.8413,129.2335,464511.0
2020-11-11,130.9736,130.9736,126.6091,128.0859,447161.0
2020-11-12,126.4962,128.0671,124.4644,125.9506,681148.0
2020-11-13,127.7002,130.381,127.6532,129.7884,464635.0
2020-11-14,127.7002,130.381,127.6532,129.7884,464635.0
2020-11-15,127.7002,130.381,127.6532,129.7884,464635.0
2020-11-16,132.6291,134.8302,130.5833,132.5069,508843.0
2020-11-17,131.4533,132.9772,128.622,132.8737,694872.0
2020-11-18,133.4287,136.0718,132.4974,132.789,499757.0
2020-11-19,132.742,133.0524,130.7855,131.7543,326989.0
2020-11-20,130.9924,131.886,129.478,130.9172,273460.0
2020-11-21,130.9924,131.886,129.478,130.9172,273460.0
2020-11-22,130.9924,131.886,129.478,130.9172,273460.0
2020-11-23,132.2623,135.0089,131.7308,135.0089,540968.0
2020-11-24,137.3229,142.0355,136.1283,141.4052,674877.0
2020-11-25,139.872,140.822,135.2911,137.3699,440410.0
2020-11-26,139.872,140.822,135.2911,137.3699,440410.0
2020-11-27,137.3699,139.2982,137.0877,137.8967,146546.0
2020-11-28,137.3699,139.2982,137.0877,137.8967,146546.0
2020-11-29,137.3699,139.2982,137.0877,137.8967,146546.0
2020-11-30,138.0001,138.4705,133.9742,134.4634,657185.0
2020-12-01,137.9155,139.4863,136.5892,138.1036,484711.0
2020-12-02,136.9655,137.9625,135.752,136.0907,333328.0
2020-12-03,137.1912,140.6151,135.9213,140.173,559726.0
2020-12-04,141.0948,148.4318,140.9208,148.0649,681442.0
2020-12-05,141.0948,148.4318,140.9208,148.0649,681442.0
2020-12-06,141.0948,148.4318,140.9208,148.0649,681442.0
2020-12-07,148.1119,148.554,145.5534,148.159,315315.0
2020-12-08,146.9267,149.5605,146.4658,149.0244,383589.0
2020-12-09,151.2572,152.6233,147.8279,149.4577,523124.0
2020-12-10,147.0459,148.3649,145.482,147.2438,266028.0
2020-12-11,145.6987,147.5782,145.6704,146.0378,507232.0
2020-12-12,145.6987,147.5782,145.6704,146.0378,507232.0
2020-12-13,145.6987,147.5782,145.6704,146.0378,507232.0
2020-12-14,148.3178,148.7606,146.8575,147.0365,425866.0
2020-12-15,149.2882,151.4079,147.5923,150.9745,308834.0
2020-12-16,154.2249,154.2249,150.4375,152.529,514192.0
2020-12-17,154.0553,155.4496,152.628,155.1576,360840.0
2020-12-18,156.0808,156.0808,149.2976,150.447,1010377.0
2020-12-19,156.0808,156.0808,149.2976,150.447,1010377.0
2020-12-20,156.0808,156.0808,149.2976,150.447,1010377.0
2020-12-21,146.2263,149.4106,145.2841,149.3541,338844.0
2020-12-22,149.7592,150.7673,148.445,149.6367,244553.0
2020-12-23,151.8319,153.5889,150.6071,152.5385,360300.0
2020-12-24,153.4429,153.4429,149.3824,150.6071,179526.0
2020-12-25,153.4429,153.4429,149.3824,150.6071,179526.0
2020-12-26,153.4429,153.4429,149.3824,150.6071,179526.0
2020-12-27,153.4429,153.4429,149.3824,150.6071,179526.0
2020-12-28,152.0109,152.242,149.7498,150.0042,211348.0
2020-12-29,150.4375,150.4375,147.7337,149.6367,228628.0
2020-12-30,149.8817,152.2181,149.8817,151.2007,162172.0
2020-12-31,151.6623,151.6623,149.4012,149.8252,225998.0
2021-01-01,151.6623,151.6623,149.4012,149.8252,225998.0
2021-01-02,151.6623,151.6623,149.4012,149.8252,225998.0
2021-01-03,151.6623,151.6623,149.4012,149.8252,225998.0
2021-01-04,150.9934,151.2572,146.2639,148.3272,358773.0
2021-01-05,147.0553,151.1865,147.0553,150.8992,368917.0
2021-01-06,152.9813,157.8143,152.204,156.0997,425445.0
2021-01-07,158.2665,160.6407,157.4563,160.537,453852.0
2021-01-08,157.8709,159.708,155.3648,156.2881,383176.0
2021-01-09,157.8709,159.708,155.3648,156.2881,383176.0
2021-01-10,157.8709,159.708,155.3648,156.2881,383176.0
2021-01-11,154.1777,154.9974,152.4442,154.2154,430507.0
2021-01-12,155.9866,160.8008,154.8561,157.0795,434402.0
2021-01-13,156.6273,157.1737,152.7175,153.311,277230.0
2021-01-14,156.0055,156.2504,152.3595,155.4402,377196.0
2021-01-15,153.2922,155.459,149.2128,150.5412,509021.0
2021-01-16,153.2922,155.459,149.2128,150.5412,509021.0
2021-01-17,153.2922,155.459,149.2128,150.5412,509021.0
2021-01-18,153.2922,155.459,149.2128,150.5412,509021.0
2021-01-19,152.529,154.2625,149.5048,153.6125,243694.0
2021-01-20,155.5909,157.9368,155.1661,157.8143,388485.0
2021-01-21,158.5209,159.3971,157.2679,158.1912,474416.0
2021-01-22,159.3217,159.7928,156.6932,157.4092,212255.0
2021-01-23,159.3217,159.7928,156.6932,157.4092,212255.0
2021-01-24,159.3217,159.7928,156.6932,157.4092,212255.0
2021-01-25,156.7403,156.7497,150.7249,152.7175,368635.0
2021-01-26,153.1226,153.914,146.7821,146.9046,376236.0
2021-01-27,144.0029,145.2465,138.0487,138.8401,726557.0
2021-01-28,140.5736,145.3218,139.1038,144.587,580005.0
2021-01-29,143.7108,145.2276,140.4699,142.0338,461110.0
2021-01-30,143.7108,145.2276,140.4699,142.0338,461110.0
2021-01-31,143.7108,145.2276,140.4699,142.0338,461110.0
2021-02-01,143.9558,148.1859,143.7768,147.7525,296472.0
2021-02-02,150.1926,151.13,147.9127,149.5614,445419.0
2021-02-03,149.8157,152.0768,149.2505,150.9369,605627.0
2021-02-04,148.8548,149.0149,142.3259,144.3514,974785.0
2021-02-05,146.0661,147.7525,145.0298,146.6973,620606.0
2021-02-06,146.0661,147.7525,145.0298,146.6973,620606.0
2021-02-07,146.0661,147.7525,145.0298,146.6973,620606.0
2021-02-08,146.9705,151.0405,146.8857,150.7955,503724.0
2021-02-09,150.1266,152.9153,149.9665,152.6233,499776.0
2021-02-10,153.5842,156.1939,151.6906,152.171,514800.0
2021-02-11,152.3029,153.4994,148.6475,150.9086,443741.0
2021-02-12,149.3729,150.9086,148.7794,150.4281,538993.0
2021-02-13,149.3729,150.9086,148.7794,150.4281,538993.0
2021-02-14,149.3729,150.9086,148.7794,150.4281,538993.0
2021-02-15,149.3729,150.9086,148.7794,150.4281,538993.0
2021-02-16,151.8884,154.5546,151.8696,153.0849,373524.0
2021-02-17,151.7659,154.2531,151.1064,153.8009,329642.0
2021-02-18,152.4914,154.8278,150.5694,152.3783,605793.0
2021-02-19,154.1118,158.0404,154.1118,157.9556,394650.0
2021-02-20,154.1118,158.0404,154.1118,157.9556,394650.0
2021-02-21,154.1118,158.0404,154.1118,157.9556,394650.0
2021-02-22,156.6932,161.7241,155.9772,159.9341,394379.0
2021-02-23,157.3338,160.2827,153.2922,159.9624,442618.0
2021-02-24,160.2544,161.8843,158.1629,158.4927,461354.0
2021-02-25,158.8412,159.3971,152.3218,154.1118,391107.0
2021-02-26,154.8467,158.1252,151.1441,156.4765,645902.0
2021-02-27,154.8467,158.1252,151.1441,156.4765,645902.0
2021-02-28,154.8467,158.1252,151.1441,156.4765,645902.0
2021-03-01,159.4536,161.2813,156.8439,160.3109,437921.0
2021-03-02,160.1696,161.2507,157.3527,159.9435,399626.0
2021-03-03,161.2928,164.1705,160.4531,161.34,743543.0
2021-03-04,160.0945,161.8212,153.9712,156.4054,454914.0
2021-03-05,158.9057,166.8406,157.8301,166.7368,687421.0
2021-03-06,158.9057,166.8406,157.8301,166.7368,687421.0
2021-03-07,158.9057,166.8406,157.8301,166.7368,687421.0
2021-03-08,168.3785,172.0677,167.0576,170.1901,526351.0
2021-03-09,170.4826,171.9544,168.1521,168.8503,398895.0
2021-03-10,170.7185,175.7568,169.4008,173.1904,520560.0
2021-03-11,173.8698,176.7097,172.7942,175.4737,347527.0
2021-03-12,175.3794,178.2099,174.4547,178.0967,346177.0
2021-03-13,175.3794,178.2099,174.4547,178.0967,346177.0
2021-03-14,175.3794,178.2099,174.4547,178.0967,346177.0
2021-03-15,177.4551,179.0685,175.9549,178.8326,403271.0
2021-03-16,177.8891,180.0969,176.7097,178.0684,446401.0
2021-03-17,176.1059,183.2294,176.0021,183.2294,494883.0
2021-03-18,181.6915,185.1683,177.257,177.757,386259.0
2021-03-19,175.9927,177.3891,172.8319,173.0395,1001413.0
2021-03-20,175.9927,177.3891,172.8319,173.0395,1001413.0
2021-03-21,175.9927,177.3891,172.8319,173.0395,1001413.0
2021-03-22,172.2847,172.2847,167.605,168.973,407105.0
2021-03-23,165.7179,166.7085,159.5662,160.4153,470716.0
2021-03-24,163.7176,164.8498,161.1418,161.189,504853.0
2021-03-25,158.3491,165.1612,157.0706,164.095,376720.0
2021-03-26,168.0011,168.3974,162.3873,168.3974,428774.0
2021-03-27,168.0011,168.3974,162.3873,168.3974,428774.0
2021-03-28,168.0011,168.3974,162.3873,168.3974,428774.0
2021-03-29,168.3219,170.4165,163.1609,163.293,372777.0
2021-03-30,164.2177,168.3597,163.293,167.6143,329618.0
2021-03-31,168.2087,173.2848,166.8356,171.0109,512145.0
2021-04-01,172.3413,172.3413,168.2276,169.9542,296822.0
2021-04-02,172.3413,172.3413,168.2276,169.9542,296822.0
2021-04-03,172.3413,172.3413,168.2276,169.9542,296822.0
2021-04-04,172.3413,172.3413,168.2276,169.9542,296822.0
2021-04-05,172.2941,173.8132,171.0487,171.3883,259745.0
2021-04-06,170.8977,174.3981,170.3316,170.9921,342872.0
2021-04-07,171.36,171.36,167.7936,168.9447,302005.0
2021-04-08,168.9447,169.8316,165.4961,168.8126,420747.0
2021-04-09,169.3975,170.0061,168.1898,168.8975,262942.0
2021-04-10,169.3975,170.0061,168.1898,168.8975,262942.0
2021-04-11,169.3975,170.0061,168.1898,168.8975,262942.0
2021-04-12,169.8882,171.2091,167.8502,170.0674,302959.0
2021-04-13,169.5674,171.2468,165.6801,166.8595,355150.0
2021-04-14,168.3031,172.0299,167.5483,169.7183,594507.0
2021-04-15,169.2466,171.4921,167.3313,171.3695,263308.0
2021-04-16,171.7186,173.9924,170.5392,171.9544,291176.0
2021-04-17,171.7186,173.9924,170.5392,171.9544,291176.0
2021-04-18,171.7186,173.9924,170.5392,171.9544,291176.0
2021-04-19,170.7468,173.0772,169.3598,170.1712,386597.0
2021-04-20,169.0484,169.2654,161.8023,162.359,504485.0
2021-04-21,162.359,170.2656,162.359,170.2561,308295.0
2021-04-22,170.6147,172.3602,168.8786,170.9449,321290.0
2021-04-23,173.2942,178.9742,172.0394,176.9645,361948.0
2021-04-24,173.2942,178.9742,172.0394,176.9645,361948.0
2021-04-25,173.2942,178.9742,172.0394,176.9645,361948.0
2021-04-26,178.2476,180.7102,177.393,178.7666,288124.0
2021-04-27,179.3704,184.2861,178.125,182.9841,371446.0
2021-04-28,182.7671,185.8429,181.2857,184.1163,341669.0
2021-04-29,184.3993,184.3993,175.7709,178.4647,460944.0
2021-04-30,177.3041,177.8797,172.4168,173.4546,373865.0
2021-05-01,177.3041,177.8797,172.4168,173.4546,373865.0
2021-05-02,177.3041,177.8797,172.4168,173.4546,373865.0
2021-05-03,175.5492,177.1909,174.3415,175.1058,307603.0
2021-05-04,173.4169,173.8886,169.8787,172.5206,281684.0
2021-05-05,173.6905,178.9553,173.6905,177.4174,327831.0
2021-05-06,176.9079,181.465,176.5305,181.3518,363220.0
2021-05-07,181.3424,184.7107,176.8796,184.0974,293836.0
2021-05-08,181.3424,184.7107,176.8796,184.0974,293836.0
2021-05-09,181.3424,184.7107,176.8796,184.0974,293836.0
2021-05-10,184.8994,185.0409,179.144,179.861,389990.0
2021-05-11,176.7286,179.9271,174.5491,176.087,484965.0
2021-05-12,173.8792,175.7096,168.6144,169.0767,347462.0
2021-05-13,169.9259,174.6434,169.8976,172.2092,339040.0
2021-05-14,175.0303,176.5116,172.8885,175.6813,255344.0
2021-05-15,175.0303,176.5116,172.8885,175.6813,255344.0
2021-05-16,175.0303,176.5116,172.8885,175.6813,255344.0
2021-05-17,175.0492,176.422,172.5394,174.5491,273509.0
2021-05-18,175.3699,177.8797,173.615,173.766,359524.0
2021-05-19,170.341,173.5301,168.2653,173.2848,353642.0
2021-05-20,174.2566,174.3887,170.5203,170.5675,384770.0
2021-05-21,172.4828,178.7949,171.6808,177.6532,396280.0
2021-05-22,172.4828,178.7949,171.6808,177.6532,396280.0
2021-05-23,172.4828,178.7949,171.6808,177.6532,396280.0
2021-05-24,179.0968,179.0968,176.3889,176.4644,260851.0
2021-05-25,177.2758,179.1629,175.436,175.436,292059.0
2021-05-26,174.8699,177.9552,174.8699,177.3324,226316.0
2021-05-27,179.427,186.1259,178.8892,181.6537,854414.0
