,LEA US Equity,LEA US Equity,LEA US Equity,LEA US Equity,LEA US Equity
2022-08-11,144.0264,146.8161,142.7567,145.5078,455801.0
2022-08-12,147.0759,147.0951,145.2,147.0951,384714.0
2022-08-13,147.0759,147.0951,145.2,147.0951,384714.0
2022-08-14,147.0759,147.0951,145.2,147.0951,384714.0
2022-08-15,144.7864,147.3067,144.7864,145.4309,279092.0
2022-08-16,144.1996,146.3929,143.632,145.3539,466572.0
2022-08-17,141.1982,143.1654,137.206,140.6306,490233.0
2022-08-18,140.3036,143.7378,140.0054,142.9971,312413.0
2022-08-19,141.1886,141.5157,138.8318,139.6494,333981.0
2022-08-20,141.1886,141.5157,138.8318,139.6494,333981.0
2022-08-21,141.1886,141.5157,138.8318,139.6494,333981.0
2022-08-22,134.4355,135.1859,130.7897,131.0783,724657.0
2022-08-23,132.2807,134.9165,131.9825,132.8194,456835.0
2022-08-24,132.8194,136.1094,132.8194,134.4644,318047.0
2022-08-25,135.0512,139.6206,135.0512,139.5532,349177.0
2022-08-26,140.1978,140.6884,133.9065,133.9257,397968.0
2022-08-27,140.1978,140.6884,133.9065,133.9257,397968.0
2022-08-28,140.1978,140.6884,133.9065,133.9257,397968.0
2022-08-29,132.704,135.7342,132.1084,135.0224,294485.0
2022-08-30,136.196,137.1595,133.4832,134.8203,332546.0
2022-08-31,135.6522,136.2906,133.9885,134.1045,948101.0
2022-09-01,132.3344,134.4141,130.5062,134.2303,557562.0
2022-09-02,137.0257,137.0257,131.1059,132.0926,472304.0
2022-09-03,137.0257,137.0257,131.1059,132.0926,472304.0
2022-09-04,137.0257,137.0257,131.1059,132.0926,472304.0
2022-09-05,137.0257,137.0257,131.1059,132.0926,472304.0
2022-09-06,131.7057,131.7057,127.9236,129.2584,352302.0
2022-09-07,129.3745,134.0658,129.3745,133.8724,361870.0
2022-09-08,131.2027,133.1082,129.9355,132.9825,362312.0
2022-09-09,133.9111,136.2906,133.4274,136.0875,385091.0
2022-09-10,133.9111,136.2906,133.4274,136.0875,385091.0
2022-09-11,133.9111,136.2906,133.4274,136.0875,385091.0
2022-09-12,138.1768,141.3011,138.1768,139.7922,547822.0
2022-09-13,134.4528,137.5868,132.9341,134.8784,610937.0
2022-09-14,134.8106,136.1745,131.5219,133.35,727456.0
2022-09-15,131.8411,137.432,131.8411,133.4274,633809.0
2022-09-16,132.0345,133.6354,130.3418,131.8701,837803.0
2022-09-17,132.0345,133.6354,130.3418,131.8701,837803.0
2022-09-18,132.0345,133.6354,130.3418,131.8701,837803.0
2022-09-19,130.6223,134.651,130.6223,134.2593,425851.0
2022-09-20,132.6343,132.6343,128.7361,128.8909,596296.0
2022-09-21,129.0843,129.6453,123.2516,123.5127,603208.0
2022-09-22,124.0641,124.0641,120.8189,123.1935,566304.0
2022-09-23,120.0402,120.5577,116.2097,119.2277,584422.0
2022-09-24,120.0402,120.5577,116.2097,119.2277,584422.0
2022-09-25,120.0402,120.5577,116.2097,119.2277,584422.0
2022-09-26,119.3728,123.9964,119.1745,120.282,727350.0
2022-09-27,122.6519,124.2479,120.6786,121.9264,1747721.0
2022-09-28,121.6265,124.1125,121.3557,123.8126,549459.0
2022-09-29,120.8237,121.0123,116.3307,118.154,1223487.0
2022-09-30,117.1287,120.1659,115.3779,115.7745,566943.0
2022-10-01,117.1287,120.1659,115.3779,115.7745,566943.0
2022-10-02,117.1287,120.1659,115.3779,115.7745,566943.0
2022-10-03,117.7961,120.9204,115.9631,119.1019,635215.0
2022-10-04,122.294,125.6891,122.2746,125.6311,1252819.0
2022-10-05,122.0618,125.2248,121.4331,123.9577,451196.0
2022-10-06,123.5998,125.6505,122.8066,125.1088,587842.0
2022-10-07,123.5224,123.5224,119.5565,120.5915,420237.0
2022-10-08,123.5224,123.5224,119.5565,120.5915,420237.0
2022-10-09,123.5224,123.5224,119.5565,120.5915,420237.0
2022-10-10,119.9048,120.0402,117.4962,118.3765,417587.0
2022-10-11,117.8735,120.5915,116.9255,118.0476,682026.0
2022-10-12,118.1346,118.7924,116.6547,116.6837,429591.0
2022-10-13,112.6888,119.189,110.9187,118.4925,1012828.0
2022-10-14,119.692,120.4948,117.2738,118.0089,572808.0
2022-10-15,119.692,120.4948,117.2738,118.0089,572808.0
2022-10-16,119.692,120.4948,117.2738,118.0089,572808.0
2022-10-17,121.2106,124.1221,121.1429,123.4354,736379.0
2022-10-18,126.6564,127.3239,123.3773,123.9674,480270.0
2022-10-19,122.4874,124.5477,121.5395,122.6712,396241.0
2022-10-20,123.2129,124.3446,118.8891,119.5372,574356.0
2022-10-21,120.4078,125.1958,120.2917,124.8476,471716.0
2022-10-22,120.4078,125.1958,120.2917,124.8476,471716.0
2022-10-23,120.4078,125.1958,120.2917,124.8476,471716.0
2022-10-24,125.9406,128.6829,124.3156,127.7108,694787.0
2022-10-25,127.2465,131.8508,126.5791,131.7347,532879.0
2022-10-26,132.5569,133.737,130.1967,130.632,353033.0
2022-10-27,132.7503,134.5446,131.3284,131.3961,451147.0
2022-10-28,131.2027,134.5785,131.1737,133.9885,302531.0
2022-10-29,131.2027,134.5785,131.1737,133.9885,302531.0
2022-10-30,131.2027,134.5785,131.1737,133.9885,302531.0
2022-10-31,132.7407,136.929,132.7261,134.1722,754434.0
2022-11-01,133.9691,136.8613,128.9005,129.1907,1221003.0
2022-11-02,128.3395,128.8328,124.3736,124.5961,913520.0
2022-11-03,122.3907,125.96,121.4137,124.3736,534197.0
2022-11-04,127.6527,133.6451,127.6527,132.0539,536880.0
2022-11-05,127.6527,133.6451,127.6527,132.0539,536880.0
2022-11-06,127.6527,133.6451,127.6527,132.0539,536880.0
2022-11-07,133.3694,133.3694,128.3492,130.8351,558340.0
2022-11-08,130.4675,133.026,129.6357,130.9705,421094.0
2022-11-09,128.8231,132.3005,128.591,131.3961,475774.0
2022-11-10,137.461,139.8018,136.7452,139.2602,464531.0
2022-11-11,140.7208,146.3504,139.2698,145.1606,529287.0
2022-11-12,140.7208,146.3504,139.2698,145.1606,529287.0
2022-11-13,140.7208,146.3504,139.2698,145.1606,529287.0
2022-11-14,143.7387,145.9828,141.7654,141.7751,415655.0
2022-11-15,144.5415,146.302,141.3785,143.4098,480993.0
2022-11-16,141.4366,142.3071,136.2132,136.7646,515310.0
2022-11-17,134.24,138.2639,132.9776,138.1284,435177.0
2022-11-18,141.4269,141.4269,138.7959,140.8755,395816.0
2022-11-19,141.4269,141.4269,138.7959,140.8755,395816.0
2022-11-20,141.4269,141.4269,138.7959,140.8755,395816.0
2022-11-21,139.3666,139.9711,137.3159,138.7862,404186.0
2022-11-22,140.0824,141.2358,138.1188,140.0243,344597.0
2022-11-23,139.5117,140.7014,138.7282,138.7765,325474.0
2022-11-24,139.5117,140.7014,138.7282,138.7765,325474.0
2022-11-25,138.6508,139.4343,138.2542,139.0957,157773.0
2022-11-26,138.6508,139.4343,138.2542,139.0957,157773.0
2022-11-27,138.6508,139.4343,138.2542,139.0957,157773.0
2022-11-28,137.6835,138.0559,135.1492,135.4684,411564.0
2022-11-29,136.3003,137.2772,134.8493,135.5651,524397.0
2022-11-30,136.9967,139.5697,133.8627,139.5213,805138.0
2022-12-01,139.8115,141.6977,134.1626,136.1842,1063791.0
2022-12-02,133.6983,135.5168,130.8786,134.0175,515158.0
2022-12-03,133.6983,135.5168,130.8786,134.0175,515158.0
2022-12-04,133.6983,135.5168,130.8786,134.0175,515158.0
2022-12-05,132.5182,132.5182,129.3068,130.4869,460053.0
2022-12-06,131.6543,131.9851,129.2125,131.343,570934.0
2022-12-07,129.8837,130.7982,127.3835,127.4905,358020.0
2022-12-08,128.0451,129.3,125.9145,127.2862,574358.0
2022-12-09,126.1383,127.5295,125.4719,126.8485,543571.0
2022-12-10,126.1383,127.5295,125.4719,126.8485,543571.0
2022-12-11,126.1383,127.5295,125.4719,126.8485,543571.0
2022-12-12,126.4496,129.4995,126.2453,128.8817,373144.0
2022-12-13,133.2984,133.2984,127.51,128.5996,448128.0
2022-12-14,125.1265,128.191,125.1265,126.0994,441957.0
2022-12-15,124.1245,125.3308,123.6576,124.3288,432436.0
2022-12-16,123.2392,124.2413,120.2429,121.313,1014377.0
2022-12-17,123.2392,124.2413,120.2429,121.313,1014377.0
2022-12-18,123.2392,124.2413,120.2429,121.313,1014377.0
2022-12-19,121.6438,122.4172,118.3556,120.0775,573667.0
2022-12-20,119.2992,121.8578,119.2992,120.8947,438020.0
2022-12-21,122.5291,123.6186,122.1205,122.1399,517688.0
2022-12-22,120.0191,121.994,116.1764,118.0637,426420.0
2022-12-23,118.0151,120.3207,118.0151,118.6085,332549.0
2022-12-24,118.0151,120.3207,118.0151,118.6085,332549.0
2022-12-25,118.0151,120.3207,118.0151,118.6085,332549.0
2022-12-26,118.0151,120.3207,118.0151,118.6085,332549.0
2022-12-27,118.2486,121.0114,117.5287,119.9121,352155.0
2022-12-28,120.4861,121.0601,116.8769,117.6941,461814.0
2022-12-29,119.63,121.7994,118.7253,121.7216,304744.0
2022-12-30,120.5639,121.8773,119.523,120.6515,241025.0
2022-12-31,120.5639,121.8773,119.523,120.6515,241025.0
2023-01-01,120.5639,121.8773,119.523,120.6515,241025.0
2023-01-02,120.5639,121.8773,119.523,120.6515,241025.0
2023-01-03,123.249,124.0467,121.0601,122.4512,459818.0
2023-01-04,124.2121,125.9729,123.2295,125.934,350960.0
2023-01-05,124.4942,126.1772,123.7646,124.8055,438190.0
2023-01-06,125.827,128.6482,125.4962,127.4419,285148.0
2023-01-07,125.827,128.6482,125.4962,127.4419,285148.0
2023-01-08,125.827,128.6482,125.4962,127.4419,285148.0
2023-01-09,128.9595,130.0783,126.7415,127.6559,336611.0
2023-01-10,128.0062,131.3819,127.0041,131.2652,498725.0
2023-01-11,131.4305,133.5416,131.0803,132.3158,305371.0
2023-01-12,132.919,133.8918,131.2749,133.5708,381210.0
2023-01-13,131.3624,134.3296,130.6328,134.0378,392273.0
2023-01-14,131.3624,134.3296,130.6328,134.0378,392273.0
2023-01-15,131.3624,134.3296,130.6328,134.0378,392273.0
2023-01-16,131.3624,134.3296,130.6328,134.0378,392273.0
2023-01-17,134.028,134.8549,131.2068,133.1136,479969.0
2023-01-18,134.7187,135.7985,131.844,132.4423,403667.0
2023-01-19,131.0998,131.6057,129.0033,130.6425,466432.0
2023-01-20,131.664,133.06,130.3556,132.705,411301.0
2023-01-21,131.664,133.06,130.3556,132.705,411301.0
2023-01-22,131.664,133.06,130.3556,132.705,411301.0
2023-01-23,133.7264,136.2072,133.4735,134.8452,394146.0
2023-01-24,132.5201,134.028,129.4751,131.2749,539493.0
2023-01-25,129.9713,131.1873,127.7143,131.0609,712382.0
2023-01-26,132.9968,133.3227,130.3896,132.5493,468294.0
2023-01-27,135.2052,137.8294,134.8744,136.6839,811738.0
2023-01-28,135.2052,137.8294,134.8744,136.6839,811738.0
2023-01-29,135.2052,137.8294,134.8744,136.6839,811738.0
2023-01-30,134.5436,137.3259,134.0572,135.1273,678360.0
2023-01-31,136.9076,142.1464,134.4755,141.8205,686868.0
2023-02-01,141.4605,146.1982,141.334,145.4005,735603.0
2023-02-02,144.5444,144.5444,134.4269,140.9352,1476083.0
2023-02-03,138.1431,141.3535,137.2141,137.287,1073600.0
2023-02-04,138.1431,141.3535,137.2141,137.287,1073600.0
2023-02-05,138.1431,141.3535,137.2141,137.287,1073600.0
2023-02-06,133.5805,136.6741,132.7633,136.6352,648827.0
2023-02-07,136.0613,138.1091,134.6604,137.6373,576169.0
2023-02-08,136.0223,137.861,135.9056,136.2364,494355.0
2023-02-09,138.2988,138.7828,134.0475,134.3685,481623.0
2023-02-10,132.3547,134.5631,131.45,133.5319,651133.0
2023-02-11,132.3547,134.5631,131.45,133.5319,651133.0
2023-02-12,132.3547,134.5631,131.45,133.5319,651133.0
2023-02-13,133.8918,137.2384,133.8578,136.606,611921.0
2023-02-14,136.0904,138.8338,134.135,138.2307,664899.0
2023-02-15,136.8201,140.2785,136.8201,139.8359,521431.0
2023-02-16,137.8999,141.1103,137.8464,139.0965,681288.0
2023-02-17,138.9117,140.7309,137.4524,139.8359,579275.0
2023-02-18,138.9117,140.7309,137.4524,139.8359,579275.0
2023-02-19,138.9117,140.7309,137.4524,139.8359,579275.0
2023-02-20,138.9117,140.7309,137.4524,139.8359,579275.0
2023-02-21,138.1918,140.1375,136.4261,138.1042,651938.0
2023-02-22,138.8922,140.6628,138.1285,139.5635,480391.0
2023-02-23,140.692,140.692,136.4893,137.0536,854371.0
2023-02-24,134.6215,136.2947,133.8724,136.2947,568700.0
2023-02-25,134.6215,136.2947,133.8724,136.2947,568700.0
2023-02-26,134.6215,136.2947,133.8724,136.2947,568700.0
2023-02-27,137.9291,140.0694,136.6936,137.3065,446747.0
2023-02-28,137.394,137.4038,135.0981,135.857,868407.0
2023-03-01,136.5866,138.4642,136.5866,137.5205,344818.0
2023-03-02,135.8667,136.6255,134.8489,136.4309,383501.0
2023-03-03,138.1334,139.5732,137.1022,138.7755,497190.0
2023-03-04,138.1334,139.5732,137.1022,138.7755,497190.0
2023-03-05,138.1334,139.5732,137.1022,138.7755,497190.0
2023-03-06,139.0479,139.544,136.6839,137.2773,574141.0
2023-03-07,137.0341,137.6275,135.6235,136.5866,369581.0
2023-03-08,136.9271,136.9465,135.0495,136.3337,481667.0
2023-03-09,136.5586,137.5466,134.2353,134.5826,573029.0
2023-03-10,134.2304,135.1597,130.6746,132.1175,698217.0
2023-03-11,134.2304,135.1597,130.6746,132.1175,698217.0
2023-03-12,134.2304,135.1597,130.6746,132.1175,698217.0
2023-03-13,129.0165,130.5083,124.9472,129.0459,666351.0
2023-03-14,132.0588,141.5475,130.5719,137.302,1805755.0
2023-03-15,133.0566,134.5386,130.0437,131.3545,1416739.0
2023-03-16,129.7209,135.7075,129.6035,135.0423,686871.0
2023-03-17,133.5946,133.8489,129.3198,131.374,995866.0
2023-03-18,133.5946,133.8489,129.3198,131.374,995866.0
2023-03-19,133.5946,133.8489,129.3198,131.374,995866.0
2023-03-20,132.0001,134.2304,131.4719,132.5675,780362.0
2023-03-21,135.0619,137.2433,132.8316,136.2553,385635.0
2023-03-22,136.4705,137.1602,133.1642,133.3696,441392.0
2023-03-23,134.1522,135.9423,132.1664,133.6044,260839.0
2023-03-24,132.2153,135.1304,130.523,134.9641,362820.0
2023-03-25,132.2153,135.1304,130.523,134.9641,362820.0
2023-03-26,132.2153,135.1304,130.523,134.9641,362820.0
2023-03-27,136.4999,136.9499,132.8414,133.9663,438966.0
2023-03-28,134.2206,135.7124,133.2913,133.6631,557480.0
2023-03-29,134.788,136.1467,133.8294,134.0641,811392.0
2023-03-30,135.9814,136.451,134.799,135.1499,444757.0
2023-03-31,136.3727,136.4705,135.2722,136.451,632145.0
2023-04-01,136.3727,136.4705,135.2722,136.451,632145.0
2023-04-02,136.3727,136.4705,135.2722,136.451,632145.0
2023-04-03,135.7662,137.3705,134.5141,135.0228,366995.0
2023-04-04,135.2575,135.37,131.7751,133.037,522978.0
2023-04-05,131.8045,131.8045,129.2953,130.523,369008.0
2023-04-06,130.0143,130.3371,128.3025,128.8307,591861.0
2023-04-07,130.0143,130.3371,128.3025,128.8307,591861.0
2023-04-08,130.0143,130.3371,128.3025,128.8307,591861.0
2023-04-09,130.0143,130.3371,128.3025,128.8307,591861.0
2023-04-10,128.547,131.3251,128.547,131.2958,275835.0
2023-04-11,131.6969,133.2571,131.0708,132.3229,405825.0
2023-04-12,133.7707,134.1033,130.9925,131.5306,325561.0
2023-04-13,132.049,132.7142,131.0317,132.3033,384629.0
2023-04-14,132.9881,135.7662,131.8045,132.3718,452230.0
2023-04-15,132.9881,135.7662,131.8045,132.3718,452230.0
2023-04-16,132.9881,135.7662,131.8045,132.3718,452230.0
2023-04-17,132.274,132.8316,130.7284,131.6675,469855.0
2023-04-18,132.8903,134.0837,132.4207,133.7707,367145.0
2023-04-19,133.2326,133.6337,131.7653,132.9294,437378.0
2023-04-20,129.1633,132.7973,129.1633,132.6555,524685.0
2023-04-21,132.2055,132.9196,129.4959,129.6035,614115.0
2023-04-22,132.2055,132.9196,129.4959,129.6035,614115.0
2023-04-23,132.2055,132.9196,129.4959,129.6035,614115.0
2023-04-24,129.7796,131.3838,129.2415,130.9436,416452.0
2023-04-25,129.6817,130.4839,128.322,128.6937,426095.0
2023-04-26,128.1948,129.8872,127.9503,128.1166,808602.0
2023-04-27,126.8743,127.8769,120.6088,125.3874,1086506.0
2023-04-28,123.9494,125.358,122.6777,124.8787,814686.0
2023-04-29,123.9494,125.358,122.6777,124.8787,814686.0
2023-04-30,123.9494,125.358,122.6777,124.8787,814686.0
2023-05-01,124.8787,127.0699,123.4994,124.1353,565894.0
2023-05-02,122.9712,123.4163,120.2713,122.0321,707713.0
2023-05-03,121.6604,123.1277,118.941,119.2931,706469.0
2023-05-04,118.354,118.6377,115.2237,116.3389,863246.0
2023-05-05,118.4323,120.9561,118.0899,120.9072,563756.0
2023-05-06,118.4323,120.9561,118.0899,120.9072,563756.0
2023-05-07,118.4323,120.9561,118.0899,120.9072,563756.0
2023-05-08,121.8952,125.182,121.0245,124.6439,920303.0
2023-05-09,123.5875,124.1059,121.6702,122.394,488618.0
2023-05-10,124.6146,125.0548,120.4083,121.5626,340748.0
2023-05-11,121.1419,122.981,120.3594,122.8342,508767.0
2023-05-12,123.4212,123.4212,119.7626,120.555,463764.0
2023-05-13,123.4212,123.4212,119.7626,120.555,463764.0
2023-05-14,123.4212,123.4212,119.7626,120.555,463764.0
2023-05-15,120.6039,120.9952,119.4007,120.0561,434093.0
2023-05-16,118.6768,119.9094,117.8551,117.904,610669.0
2023-05-17,118.6964,121.2495,118.2464,120.2224,401356.0
2023-05-18,119.8116,121.7484,119.4594,121.5919,322087.0
2023-05-19,122.5408,122.8245,121.3865,122.3354,699423.0
2023-05-20,122.5408,122.8245,121.3865,122.3354,699423.0
2023-05-21,122.5408,122.8245,121.3865,122.3354,699423.0
2023-05-22,122.7658,123.6951,121.8365,123.382,517229.0
2023-05-23,122.3843,125.3189,122.3843,122.8929,564613.0
2023-05-24,121.6995,123.3087,120.5305,121.406,910726.0
2023-05-25,120.7996,122.394,120.7604,121.6506,675168.0
2023-05-26,122.5016,125.7298,122.1201,124.8298,669235.0
2023-05-27,122.5016,125.7298,122.1201,124.8298,669235.0
2023-05-28,122.5016,125.7298,122.1201,124.8298,669235.0
2023-05-29,122.5016,125.7298,122.1201,124.8298,669235.0
2023-05-30,125.6515,126.0379,123.0886,124.957,818792.0
2023-05-31,123.0299,123.832,118.7355,119.9876,1144855.0
2023-06-01,121.631,123.8614,120.9267,122.9516,615343.0
2023-06-02,125.7102,129.3687,125.7102,128.2046,557108.0
2023-06-03,125.7102,129.3687,125.7102,128.2046,557108.0
2023-06-04,125.7102,129.3687,125.7102,128.2046,557108.0
2023-06-05,127.334,127.9992,125.6613,126.4536,706544.0
2023-06-06,125.7982,130.2931,125.5194,130.1121,537081.0
2023-06-07,130.386,134.0935,130.386,133.7707,567418.0
2023-06-08,134.6069,136.6924,132.541,132.5902,431305.0
2023-06-09,133.4264,136.3875,133.3821,135.8661,744508.0
2023-06-10,133.4264,136.3875,133.3821,135.8661,744508.0
2023-06-11,133.4264,136.3875,133.3821,135.8661,744508.0
2023-06-12,136.2006,140.3373,136.2006,139.4666,724199.0
2023-06-13,140.1356,142.2408,140.1356,140.5979,545672.0
2023-06-14,141.6014,147.8384,140.9619,142.3097,1623782.0
2023-06-15,140.6668,142.6245,139.9487,141.0111,997133.0
2023-06-16,141.0898,141.444,139.1617,140.7357,1219146.0
2023-06-17,141.0898,141.444,139.1617,140.7357,1219146.0
2023-06-18,141.0898,141.444,139.1617,140.7357,1219146.0
2023-06-19,141.0898,141.444,139.1617,140.7357,1219146.0
2023-06-20,139.3191,141.4833,137.686,140.3028,1067673.0
2023-06-21,140.1356,140.2143,137.8533,138.8075,783023.0
2023-06-22,137.9517,138.1533,134.9709,135.3742,640881.0
2023-06-23,133.3575,134.902,131.8573,134.174,652737.0
2023-06-24,133.3575,134.902,131.8573,134.174,652737.0
2023-06-25,133.3575,134.902,131.8573,134.174,652737.0
2023-06-26,134.5184,136.9482,133.5149,136.5252,563453.0
2023-06-27,139.8601,140.4602,135.994,138.3255,1121758.0
2023-06-28,139.7126,139.7126,136.9974,138.8469,672777.0
2023-06-29,139.6732,141.7096,139.3781,140.1257,498824.0
2023-06-30,141.1784,142.2556,139.9979,141.2177,406614.0
2023-07-01,141.1784,142.2556,139.9979,141.2177,406614.0
2023-07-02,141.1784,142.2556,139.9979,141.2177,406614.0
2023-07-03,140.7553,143.1154,140.7553,142.772,307642.0
2023-07-04,140.7553,143.1154,140.7553,142.772,307642.0
2023-07-05,142.772,143.0967,141.2039,141.4046,477373.0
2023-07-06,141.8276,145.1035,140.8095,143.2344,668402.0
2023-07-07,143.8148,147.2284,143.8148,146.2152,569711.0
2023-07-08,143.8148,147.2284,143.8148,146.2152,569711.0
2023-07-09,143.8148,147.2284,143.8148,146.2152,569711.0
2023-07-10,145.861,146.83,144.4543,144.5723,652461.0
2023-07-11,145.1527,147.9072,144.7592,147.7006,537369.0
2023-07-12,149.8846,151.0061,149.1714,150.5929,455819.0
2023-07-13,151.193,151.6357,150.2584,151.2225,372995.0
2023-07-14,150.7503,150.8683,147.2432,147.7105,421350.0
2023-07-15,150.7503,150.8683,147.2432,147.7105,421350.0
2023-07-16,150.7503,150.8683,147.2432,147.7105,421350.0
2023-07-17,146.8841,147.0907,145.0248,145.7823,426814.0
2023-07-18,145.8217,147.7154,145.2216,146.1955,624156.0
2023-07-19,146.2644,146.8841,145.5856,146.6185,409989.0
2023-07-20,146.4316,146.5693,144.651,146.3234,496775.0
2023-07-21,148.1433,149.5304,146.4316,147.4842,419320.0
2023-07-22,148.1433,149.5304,146.4316,147.4842,419320.0
2023-07-23,148.1433,149.5304,146.4316,147.4842,419320.0
2023-07-24,147.5432,149.1271,147.0612,148.8024,353004.0
2023-07-25,148.2712,149.5304,147.4744,147.6023,334677.0
2023-07-26,147.1596,150.9126,145.1724,149.7862,450599.0
2023-07-27,150.9667,152.8949,149.4124,149.8157,555295.0
2023-07-28,151.5078,152.1669,150.4551,152.0095,457991.0
2023-07-29,151.5078,152.1669,150.4551,152.0095,457991.0
2023-07-30,151.5078,152.1669,150.4551,152.0095,457991.0
2023-07-31,151.4586,153.2687,150.9274,152.2456,717435.0
2023-08-01,153.731,155.3395,151.5865,151.9308,828053.0
2023-08-02,151.1241,151.6258,149.2255,149.432,748097.0
2023-08-03,147.8482,153.9967,147.8482,151.5668,764543.0
2023-08-04,151.5766,153.8196,149.9731,150.5142,558379.0
2023-08-05,151.5766,153.8196,149.9731,150.5142,558379.0
2023-08-06,151.5766,153.8196,149.9731,150.5142,558379.0
2023-08-07,152.2062,153.5835,151.1044,152.9834,470994.0
2023-08-08,150.2092,151.4291,149.7468,151.3897,406202.0
2023-08-09,151.0651,151.5373,148.8418,148.95,379514.0
2023-08-10,148.9107,150.219,145.4587,146.2447,645967.0
2023-08-11,144.9461,145.7823,140.1061,140.4799,901528.0
2023-08-12,144.9461,145.7823,140.1061,140.4799,901528.0
2023-08-13,144.9461,145.7823,140.1061,140.4799,901528.0
2023-08-14,139.9388,142.29,138.7928,142.2113,652352.0
2023-08-15,140.6865,141.6997,139.6535,140.834,700964.0
2023-08-16,139.7027,141.5719,138.8518,138.9748,603327.0
2023-08-17,140.0372,140.8439,137.9861,138.778,323611.0
2023-08-18,137.4401,140.9029,137.4401,139.6634,511784.0
2023-08-19,137.4401,140.9029,137.4401,139.6634,511784.0
2023-08-20,137.4401,140.9029,137.4401,139.6634,511784.0
2023-08-21,140.7455,141.5522,139.0928,139.3683,330450.0
2023-08-22,139.4961,140.5684,138.6304,138.6895,296651.0
2023-08-23,138.3156,140.3077,137.9861,139.9093,289203.0
2023-08-24,139.0239,140.047,137.3712,137.7156,355759.0
2023-08-25,138.66,139.3141,136.0038,138.2468,336201.0
2023-08-26,138.66,139.3141,136.0038,138.2468,336201.0
2023-08-27,138.66,139.3141,136.0038,138.2468,336201.0
2023-08-28,139.5552,141.562,138.9944,140.5881,367579.0
2023-08-29,140.3422,143.2541,140.0372,143.1655,382934.0
2023-08-30,143.1754,144.6886,143.1111,143.6304,304192.0
2023-08-31,143.9271,144.6935,142.4139,142.5029,440700.0
2023-09-01,143.0271,145.9396,143.0172,144.3721,433082.0
2023-09-02,143.0271,145.9396,143.0172,144.3721,433082.0
2023-09-03,143.0271,145.9396,143.0172,144.3721,433082.0
2023-09-04,143.0271,145.9396,143.0172,144.3721,433082.0
2023-09-05,142.9974,143.6996,141.2073,142.859,515573.0
2023-09-06,142.6414,145.8951,141.3359,141.6722,583385.0
2023-09-07,139.6052,140.4211,138.0624,138.2305,807406.0
2023-09-08,139.0118,139.9217,138.1811,139.4964,633289.0
2023-09-09,139.0118,139.9217,138.1811,139.4964,633289.0
2023-09-10,139.0118,139.9217,138.1811,139.4964,633289.0
2023-09-11,141.2271,141.9095,139.4568,139.5162,406572.0
2023-09-12,139.1898,142.1469,138.8733,141.6623,569126.0
2023-09-13,141.1678,141.3557,133.157,135.4613,1265366.0
2023-09-14,135.6789,137.8745,133.5897,137.0833,720616.0
2023-09-15,136.5987,138.7942,136.4849,136.7569,854527.0
2023-09-16,136.5987,138.7942,136.4849,136.7569,854527.0
2023-09-17,136.5987,138.7942,136.4849,136.7569,854527.0
2023-09-18,135.9855,137.5679,134.8284,135.0064,380484.0
2023-09-19,135.313,136.2723,134.6108,135.3229,580449.0
2023-09-20,136.8261,137.9041,134.1856,134.3438,484404.0
2023-09-21,133.0185,133.3054,131.0406,131.0604,516572.0
2023-09-22,132.0493,133.6515,131.001,131.2285,487376.0
2023-09-23,132.0493,133.6515,131.001,131.2285,487376.0
2023-09-24,132.0493,133.6515,131.001,131.2285,487376.0
2023-09-25,130.2593,133.5229,129.8439,132.9988,403783.0
2023-09-26,131.9504,133.0037,130.6747,130.7439,584186.0
2023-09-27,131.8417,132.2323,130.1703,131.2186,495227.0
2023-09-28,130.9516,134.6405,130.6845,133.1966,422246.0
2023-09-29,134.3833,134.6405,132.1482,132.7219,480711.0
2023-09-30,134.3833,134.6405,132.1482,132.7219,480711.0
2023-10-01,134.3833,134.6405,132.1482,132.7219,480711.0
2023-10-02,132.1186,132.7219,130.6944,131.2779,428875.0
2023-10-03,129.9923,130.5856,128.0242,128.7659,350689.0
2023-10-04,128.5187,131.4757,128.5088,131.1395,392920.0
2023-10-05,130.5461,131.5944,127.3962,129.5077,558098.0
2023-10-06,129.0725,134.9372,128.5582,133.6713,962020.0
2023-10-07,129.0725,134.9372,128.5582,133.6713,962020.0
2023-10-08,129.0725,134.9372,128.5582,133.6713,962020.0
2023-10-09,132.257,134.3388,131.2631,133.8493,538484.0
2023-10-10,134.0768,136.6976,133.7009,135.2537,824927.0
2023-10-11,136.1833,137.9437,135.9262,137.7162,443825.0
2023-10-12,139.4074,139.4667,134.9223,135.0855,736189.0
2023-10-13,135.8075,136.1882,133.0136,133.8987,784552.0
2023-10-14,135.8075,136.1882,133.0136,133.8987,784552.0
2023-10-15,135.8075,136.1882,133.0136,133.8987,784552.0
2023-10-16,135.2635,136.9448,133.5724,134.0273,380512.0
2023-10-17,132.9988,136.1635,132.9988,134.6603,415715.0
2023-10-18,132.9691,133.4933,130.7439,130.7736,323869.0
2023-10-19,130.3582,131.1691,128.3258,128.934,451517.0
2023-10-20,129.5868,133.0433,129.5868,131.1296,869490.0
2023-10-21,129.5868,133.0433,129.5868,131.1296,869490.0
2023-10-22,129.5868,133.0433,129.5868,131.1296,869490.0
2023-10-23,129.9626,132.079,129.3296,129.3791,610432.0
2023-10-24,129.5571,130.5609,128.7264,128.8846,499837.0
