,JWN US Equity,JWN US Equity,JWN US Equity,JWN US Equity,JWN US Equity
2019-06-10,28.0592,28.8418,28.0328,28.6132,5190270.0
2019-06-11,28.6571,29.1671,28.4461,28.8682,4183929.0
2019-06-12,28.8594,29.0265,28.1471,28.2614,2323734.0
2019-06-13,28.2878,28.7627,27.9976,28.7187,2259514.0
2019-06-14,28.6571,28.7275,28.2087,28.6747,2504302.0
2019-06-15,28.6571,28.7275,28.2087,28.6747,2504302.0
2019-06-16,28.6571,28.7275,28.2087,28.6747,2504302.0
2019-06-17,28.5604,29.1188,28.4021,28.5516,2825477.0
2019-06-18,28.4901,28.9561,28.1207,28.2526,2445383.0
2019-06-19,28.3582,29.3606,27.8833,29.1671,8223211.0
2019-06-20,29.6684,29.7827,28.7539,29.2023,5427166.0
2019-06-21,29.2902,29.6859,28.789,29.3694,4827590.0
2019-06-22,29.2902,29.6859,28.789,29.3694,4827590.0
2019-06-23,29.2902,29.6859,28.789,29.3694,4827590.0
2019-06-24,29.2111,29.2111,28.578,28.7363,3082170.0
2019-06-25,28.8242,28.8682,28.4109,28.8154,2922030.0
2019-06-26,28.7451,28.9561,28.2966,28.3142,3654743.0
2019-06-27,27.5668,28.0064,27.3382,27.6547,5500057.0
2019-06-28,27.7426,28.279,27.6723,28.0152,3449072.0
2019-06-29,27.7426,28.279,27.6723,28.0152,3449072.0
2019-06-30,27.7426,28.279,27.6723,28.0152,3449072.0
2019-07-01,28.2878,28.8418,27.3909,27.6899,4936575.0
2019-07-02,27.3909,27.4349,26.9864,27.215,4516575.0
2019-07-03,27.2326,27.5844,27.1007,27.4788,3201929.0
2019-07-04,27.2326,27.5844,27.1007,27.4788,3201929.0
2019-07-05,27.5228,28.2614,27.3645,28.1207,2602701.0
2019-07-06,27.5228,28.2614,27.3645,28.1207,2602701.0
2019-07-07,27.5228,28.2614,27.3645,28.1207,2602701.0
2019-07-08,28.0504,28.3933,27.7109,27.9801,2930781.0
2019-07-09,27.8833,28.0064,27.1799,27.1887,4644844.0
2019-07-10,27.3118,27.3118,26.6259,26.6699,3831312.0
2019-07-11,26.6875,27.0554,26.5028,26.8809,2178124.0
2019-07-12,27.004,27.6855,26.8809,27.5756,2730517.0
2019-07-13,27.004,27.6855,26.8809,27.5756,2730517.0
2019-07-14,27.004,27.6855,26.8809,27.5756,2730517.0
2019-07-15,27.5844,27.9581,27.215,27.3909,3023776.0
2019-07-16,27.4085,27.6371,27.2502,27.2678,3224310.0
2019-07-17,27.2502,27.3294,26.1774,26.1862,4965654.0
2019-07-18,26.1511,26.1599,25.7334,25.8257,3512624.0
2019-07-19,25.8785,26.3445,25.8521,26.1335,2776207.0
2019-07-20,25.8785,26.3445,25.8521,26.1335,2776207.0
2019-07-21,25.8785,26.3445,25.8521,26.1335,2776207.0
2019-07-22,26.1774,26.4061,25.1048,25.2893,5581191.0
2019-07-23,25.4212,25.6059,24.8189,25.5619,5206677.0
2019-07-24,25.6059,26.5177,25.6059,26.3973,4587965.0
2019-07-25,26.3357,26.6523,26.1247,26.6523,4579563.0
2019-07-26,26.8545,26.8545,26.2214,26.8194,3001491.0
2019-07-27,26.8545,26.8545,26.2214,26.8194,3001491.0
2019-07-28,26.8545,26.8545,26.2214,26.8194,3001491.0
2019-07-29,26.7314,27.2898,26.538,27.2063,4302840.0
2019-07-30,27.1623,27.2766,26.6611,26.9864,3450087.0
2019-07-31,26.8545,29.8266,26.8545,29.1144,12052960.0
2019-08-01,29.1584,29.2844,26.8194,27.1095,8022405.0
2019-08-02,27.259,27.5713,26.9029,27.0744,3425350.0
2019-08-03,27.259,27.5713,26.9029,27.0744,3425350.0
2019-08-04,27.259,27.5713,26.9029,27.0744,3425350.0
2019-08-05,26.6523,26.6875,25.9312,26.5556,5563474.0
2019-08-06,26.6083,26.9512,26.2302,26.8633,2371519.0
2019-08-07,26.538,26.9073,26.195,26.5116,4031126.0
2019-08-08,26.4764,27.0656,26.2038,26.494,2598539.0
2019-08-09,26.3709,26.5204,25.7202,25.7642,3865050.0
2019-08-10,26.3709,26.5204,25.7202,25.7642,3865050.0
2019-08-11,26.3709,26.5204,25.7202,25.7642,3865050.0
2019-08-12,25.5267,25.5707,24.6958,25.1486,3639809.0
2019-08-13,25.0255,26.7402,24.6386,25.6059,4288763.0
2019-08-14,24.3836,24.4891,22.7569,22.88,9845371.0
2019-08-15,22.9415,22.9916,21.9919,22.2908,6513199.0
2019-08-16,22.3876,22.8535,22.2249,22.2645,4785725.0
2019-08-17,22.3876,22.8535,22.2249,22.2645,4785725.0
2019-08-18,22.3876,22.8535,22.2249,22.2645,4785725.0
2019-08-19,22.5458,23.1438,22.37,22.9503,5281535.0
2019-08-20,23.0383,23.1614,22.0446,22.115,5827998.0
2019-08-21,22.4755,23.4428,22.2908,23.3372,12856254.0
2019-08-22,25.5004,27.3557,25.1047,27.0392,28946131.0
2019-08-23,26.8194,27.1711,25.0431,25.1223,9612713.0
2019-08-24,26.8194,27.1711,25.0431,25.1223,9612713.0
2019-08-25,26.8194,27.1711,25.0431,25.1223,9612713.0
2019-08-26,25.3069,25.5795,24.4373,25.3685,8451643.0
2019-08-27,25.5619,25.685,24.4628,24.5243,7822828.0
2019-08-28,24.5331,25.5795,24.4979,25.2366,4704876.0
2019-08-29,25.4147,26.1363,25.4147,25.9492,4722264.0
2019-08-30,26.0116,26.4929,25.6018,25.8067,3270735.0
2019-08-31,26.0116,26.4929,25.6018,25.8067,3270735.0
2019-09-01,26.0116,26.4929,25.6018,25.8067,3270735.0
2019-09-02,26.0116,26.4929,25.6018,25.8067,3270735.0
2019-09-03,25.584,25.6909,24.8574,25.2811,3924936.0
2019-09-04,25.5751,26.4748,25.3969,26.2877,3928177.0
2019-09-05,26.6886,28.4791,26.6351,27.6774,6618189.0
2019-09-06,27.7219,28.203,27.2943,27.6774,5305685.0
2019-09-07,27.7219,28.203,27.2943,27.6774,5305685.0
2019-09-08,27.7219,28.203,27.2943,27.6774,5305685.0
2019-09-09,27.6952,29.3432,27.5972,29.1918,6469131.0
2019-09-10,28.9958,30.5369,28.7374,30.5012,7036710.0
2019-09-11,30.6527,31.2629,29.5035,31.2228,5187338.0
2019-09-12,30.8665,31.7216,30.1271,30.8397,6178777.0
2019-09-13,31.1426,31.7395,30.6642,31.0001,4534223.0
2019-09-14,31.1426,31.7395,30.6642,31.0001,4534223.0
2019-09-15,31.1426,31.7395,30.6642,31.0001,4534223.0
2019-09-16,30.5458,31.6949,30.4834,31.686,4268970.0
2019-09-17,31.3653,31.5168,28.3633,28.5949,10489369.0
2019-09-18,28.6484,29.2131,28.586,29.0314,3925941.0
2019-09-19,29.1294,29.2897,28.5236,28.6395,2734474.0
2019-09-20,28.7196,29.6906,28.5771,28.6395,4523203.0
2019-09-21,28.7196,29.6906,28.5771,28.6395,4523203.0
2019-09-22,28.7196,29.6906,28.5771,28.6395,4523203.0
2019-09-23,28.3277,29.3343,27.9281,28.8176,2643250.0
2019-09-24,29.0403,29.3521,28.0426,28.5504,2500610.0
2019-09-25,28.5771,29.2719,28.3767,28.7196,2968235.0
2019-09-26,28.7553,28.9067,28.4078,28.6751,1901728.0
2019-09-27,28.9067,29.459,28.7731,29.2987,2290509.0
2019-09-28,28.9067,29.459,28.7731,29.2987,2290509.0
2019-09-29,28.9067,29.459,28.7731,29.2987,2290509.0
2019-09-30,29.2808,30.0826,29.1739,29.9935,2321993.0
2019-10-01,30.0737,30.4122,29.4635,29.8242,3235569.0
2019-10-02,29.6372,29.6817,28.2297,28.3633,3462053.0
2019-10-03,28.2297,28.8622,27.5438,28.6305,2994485.0
2019-10-04,28.5504,29.0047,28.2653,28.9423,2688386.0
2019-10-05,28.5504,29.0047,28.2653,28.9423,2688386.0
2019-10-06,28.5504,29.0047,28.2653,28.9423,2688386.0
2019-10-07,28.9691,29.6817,28.88,29.459,2233532.0
2019-10-08,28.9245,29.7708,28.3544,29.361,4402055.0
2019-10-09,29.6015,29.7619,29.4055,29.4857,1957343.0
2019-10-10,29.6015,30.2874,29.4501,30.0737,1598477.0
2019-10-11,30.4033,31.5568,30.2874,31.1604,3431755.0
2019-10-12,30.4033,31.5568,30.2874,31.1604,3431755.0
2019-10-13,30.4033,31.5568,30.2874,31.1604,3431755.0
2019-10-14,31.107,31.1426,30.3142,30.8932,2452852.0
2019-10-15,30.9466,31.7395,30.617,31.6058,2225363.0
2019-10-16,31.2495,31.9087,30.8509,31.0535,2111912.0
2019-10-17,31.2852,31.3653,30.7774,31.2139,1699684.0
2019-10-18,30.2874,31.1382,30.1716,30.8041,2669726.0
2019-10-19,30.2874,31.1382,30.1716,30.8041,2669726.0
2019-10-20,30.2874,31.1382,30.1716,30.8041,2669726.0
2019-10-21,31.3564,31.9176,31.1872,31.8107,2325491.0
2019-10-22,31.8196,32.9777,31.3119,32.8975,3029735.0
2019-10-23,33.0757,33.3785,32.4521,32.6481,2545490.0
2019-10-24,32.7194,32.7728,31.7929,32.3185,2281405.0
2019-10-25,31.9533,33.6814,31.9533,33.1648,3171121.0
2019-10-26,31.9533,33.6814,31.9533,33.1648,3171121.0
2019-10-27,31.9533,33.6814,31.9533,33.1648,3171121.0
2019-10-28,33.4053,34.011,33.3466,33.8863,2811190.0
2019-10-29,33.4765,33.8507,32.8886,33.0579,2096677.0
2019-10-30,32.0512,32.4666,30.8932,31.3653,3300268.0
2019-10-31,31.1337,32.0067,30.7043,31.98,2975295.0
2019-11-01,32.2561,32.8797,32.0958,32.6837,1726134.0
2019-11-02,32.2561,32.8797,32.0958,32.6837,1726134.0
2019-11-03,32.2561,32.8797,32.0958,32.6837,1726134.0
2019-11-04,33.0668,33.3964,32.5234,32.7817,2201574.0
2019-11-05,33.1291,33.6992,32.4744,32.5056,3277102.0
2019-11-06,32.5145,32.7951,31.8107,32.7194,2195047.0
2019-11-07,33.334,33.4676,32.9153,33.0757,1517424.0
2019-11-08,32.8797,32.9421,32.1047,32.6481,2400086.0
2019-11-09,32.8797,32.9421,32.1047,32.6481,2400086.0
2019-11-10,32.8797,32.9421,32.1047,32.6481,2400086.0
2019-11-11,32.461,33.3518,32.1671,33.3429,2306433.0
2019-11-12,32.7817,33.7171,32.1581,32.8708,4270729.0
2019-11-13,32.5857,33.4231,32.4628,33.1202,3991614.0
2019-11-14,33.0668,33.8507,33.0668,33.6903,2140966.0
2019-11-15,33.8418,34.0956,32.9331,33.8863,2995670.0
2019-11-16,33.8418,34.0956,32.9331,33.8863,2995670.0
2019-11-17,33.8418,34.0956,32.9331,33.8863,2995670.0
2019-11-18,33.7616,33.9932,33.1915,33.7349,3040292.0
2019-11-19,32.0512,32.5412,30.8397,31.6237,5458207.0
2019-11-20,31.2762,31.3475,30.0024,30.2429,5608664.0
2019-11-21,29.3699,30.9912,29.1383,30.5725,9447095.0
2019-11-22,33.0044,34.2694,32.4343,33.8061,19719954.0
2019-11-23,33.0044,34.2694,32.4343,33.8061,19719954.0
2019-11-24,33.0044,34.2694,32.4343,33.8061,19719954.0
2019-11-25,34.2604,34.4386,33.3607,34.1714,5804914.0
2019-11-26,34.011,34.4832,33.6057,34.011,6112468.0
2019-11-27,34.1549,34.6767,33.8851,34.4698,2898109.0
2019-11-28,34.1549,34.6767,33.8851,34.4698,2898109.0
2019-11-29,34.4518,34.4518,33.9121,34.3349,1549420.0
2019-11-30,34.4518,34.4518,33.9121,34.3349,1549420.0
2019-12-01,34.4518,34.4518,33.9121,34.3349,1549420.0
2019-12-02,34.4068,34.4878,33.7322,33.7682,2562031.0
2019-12-03,33.1295,33.3993,32.5808,32.9226,2385168.0
2019-12-04,33.1925,34.002,33.0395,33.8941,2549117.0
2019-12-05,34.1819,34.5507,33.6062,33.6512,2543625.0
2019-12-06,33.993,34.6585,33.7502,33.7861,1848919.0
2019-12-07,33.993,34.6585,33.7502,33.7861,1848919.0
2019-12-08,33.993,34.6585,33.7502,33.7861,1848919.0
2019-12-09,33.7771,35.3873,33.6782,35.0005,3498797.0
2019-12-10,34.8656,35.1714,34.3888,35.1084,2514925.0
2019-12-11,35.0815,35.1624,34.7037,34.9285,1952048.0
2019-12-12,35.0815,35.7921,34.8836,35.7021,2442220.0
2019-12-13,35.8011,35.8011,34.2809,34.5238,2774950.0
2019-12-14,35.8011,35.8011,34.2809,34.5238,2774950.0
2019-12-15,35.8011,35.8011,34.2809,34.5238,2774950.0
2019-12-16,34.7936,35.2524,34.4518,34.9555,3006763.0
2019-12-17,34.8566,35.5492,34.6767,35.3423,1600411.0
2019-12-18,35.8011,36.6673,35.5402,36.4128,4035528.0
2019-12-19,36.2149,36.6826,35.9357,36.6466,4520096.0
2019-12-20,36.7816,37.1774,36.3048,36.5747,4559248.0
2019-12-21,36.7816,37.1774,36.3048,36.5747,4559248.0
2019-12-22,36.7816,37.1774,36.3048,36.5747,4559248.0
2019-12-23,36.6826,36.9615,36.1519,36.6376,2042765.0
2019-12-24,36.7366,36.9435,36.2598,36.3588,782247.0
2019-12-25,36.7366,36.9435,36.2598,36.3588,782247.0
2019-12-26,36.5117,37.0334,36.3588,37.0154,1274430.0
2019-12-27,37.1144,37.3213,36.6466,36.7906,1289194.0
2019-12-28,37.1144,37.3213,36.6466,36.7906,1289194.0
2019-12-29,37.1144,37.3213,36.6466,36.7906,1289194.0
2019-12-30,36.8715,37.0874,36.4397,36.5747,1880507.0
2019-12-31,36.4307,36.9165,36.4307,36.8175,1671184.0
2020-01-01,36.4307,36.9165,36.4307,36.8175,1671184.0
2020-01-02,36.9525,37.0514,35.864,36.0799,3522434.0
2020-01-03,35.4503,36.7006,35.3693,35.873,3154107.0
2020-01-04,35.4503,36.7006,35.3693,35.873,3154107.0
2020-01-05,35.4503,36.7006,35.3693,35.873,3154107.0
2020-01-06,36.6556,37.0874,36.1429,36.8625,3721298.0
2020-01-07,37.3663,39.0124,37.2988,37.771,5220120.0
2020-01-08,38.0049,38.6436,37.4472,37.906,2783191.0
2020-01-09,37.4112,38.3647,37.1863,37.9599,3553825.0
2020-01-10,37.7081,38.1039,37.4652,37.5552,2088817.0
2020-01-11,37.7081,38.1039,37.4652,37.5552,2088817.0
2020-01-12,37.7081,38.1039,37.4652,37.5552,2088817.0
2020-01-13,37.4652,37.798,36.8535,37.4832,2107207.0
2020-01-14,37.5372,37.771,37.0514,37.3303,2332846.0
2020-01-15,37.0424,37.2313,36.3273,36.3498,3478036.0
2020-01-16,36.4218,36.9345,36.1249,36.4218,2028138.0
2020-01-17,36.4577,36.5657,36.1789,36.2868,3300458.0
2020-01-18,36.4577,36.5657,36.1789,36.2868,3300458.0
2020-01-19,36.4577,36.5657,36.1789,36.2868,3300458.0
2020-01-20,36.4577,36.5657,36.1789,36.2868,3300458.0
2020-01-21,36.2418,36.3048,35.3243,35.7021,2781666.0
2020-01-22,35.8011,36.4218,35.7831,35.873,1442495.0
2020-01-23,35.6032,35.6697,34.9735,35.3873,2543208.0
2020-01-24,35.5042,35.5042,34.6857,34.7846,2130651.0
2020-01-25,35.5042,35.5042,34.6857,34.7846,2130651.0
2020-01-26,35.5042,35.5042,34.6857,34.7846,2130651.0
2020-01-27,34.11,34.6857,33.8671,34.4338,2665892.0
2020-01-28,34.7486,34.7756,34.065,34.6407,2207998.0
2020-01-29,34.8386,35.4503,34.6497,34.6497,1651909.0
2020-01-30,34.083,34.9195,33.966,34.7846,2026625.0
2020-01-31,34.7216,34.7756,32.8551,33.1565,4457128.0
2020-02-01,34.7216,34.7756,32.8551,33.1565,4457128.0
2020-02-02,34.7216,34.7756,32.8551,33.1565,4457128.0
2020-02-03,33.2824,34.2899,33.0665,33.7502,2022601.0
2020-02-04,34.2899,34.6677,33.9121,34.4518,2313600.0
2020-02-05,34.8116,36.6286,34.6947,36.3948,3781144.0
2020-02-06,36.5837,36.8445,35.7921,35.7921,1875075.0
2020-02-07,35.4233,35.5762,34.1145,34.2899,1635688.0
2020-02-08,35.4233,35.5762,34.1145,34.2899,1635688.0
2020-02-09,35.4233,35.5762,34.1145,34.2899,1635688.0
2020-02-10,34.1819,34.6947,33.8761,34.092,1577878.0
2020-02-11,34.2359,34.6317,33.6962,34.6227,1329527.0
2020-02-12,34.9285,35.8191,34.6767,35.7291,1886280.0
2020-02-13,35.4862,35.4862,34.4518,35.4413,2244982.0
2020-02-14,35.4143,36.2778,35.1084,36.2329,1546436.0
2020-02-15,35.4143,36.2778,35.1084,36.2329,1546436.0
2020-02-16,35.4143,36.2778,35.1084,36.2329,1546436.0
2020-02-17,35.4143,36.2778,35.1084,36.2329,1546436.0
2020-02-18,36.026,36.3768,35.5492,35.936,2257407.0
2020-02-19,35.972,36.4757,35.6617,36.4487,1746560.0
2020-02-20,36.4307,37.1594,36.2239,36.9525,2022330.0
2020-02-21,36.5387,36.7996,36.2688,36.4667,1518326.0
2020-02-22,36.5387,36.7996,36.2688,36.4667,1518326.0
2020-02-23,36.5387,36.7996,36.2688,36.4667,1518326.0
2020-02-24,35.0095,35.6121,34.8656,35.0545,3115157.0
2020-02-25,35.2883,35.2883,32.4099,33.1025,5139579.0
2020-02-26,33.3094,33.9571,32.4369,32.7247,3099221.0
2020-02-27,31.6363,33.2284,30.6378,31.5193,4869112.0
2020-02-28,30.6108,32.0141,30.2465,31.2135,5232075.0
