,RNST US Equity,RNST US Equity,RNST US Equity,RNST US Equity,RNST US Equity
2023-08-15,29.4625,29.7241,29.1398,29.1985,223720.0
2023-08-16,29.042,29.394,28.4944,28.602,118213.0
2023-08-17,28.8171,29.0273,28.5433,28.69,114754.0
2023-08-18,28.4162,29.1056,28.4162,28.8953,299363.0
2023-08-19,28.4162,29.1056,28.4162,28.8953,299363.0
2023-08-20,28.4162,29.1056,28.4162,28.8953,299363.0
2023-08-21,28.9442,29.2474,28.1424,28.162,139202.0
2023-08-22,28.1131,28.162,27.321,27.4872,200297.0
2023-08-23,27.4286,27.9371,27.4286,27.6144,123194.0
2023-08-24,27.4775,28.1522,27.4188,27.6926,156142.0
2023-08-25,27.8197,28.3429,27.1254,27.409,104556.0
2023-08-26,27.8197,28.3429,27.1254,27.409,104556.0
2023-08-27,27.8197,28.3429,27.1254,27.409,104556.0
2023-08-28,27.6241,28.1033,27.5068,27.5655,91544.0
2023-08-29,27.6633,28.0104,27.2917,27.5459,108514.0
2023-08-30,27.497,27.7024,27.0961,27.3112,101300.0
2023-08-31,27.3015,27.6144,27.0863,27.233,252334.0
2023-09-01,27.5068,27.9517,27.3503,27.7513,214229.0
2023-09-02,27.5068,27.9517,27.3503,27.7513,214229.0
2023-09-03,27.5068,27.9517,27.3503,27.7513,214229.0
2023-09-04,27.5068,27.9517,27.3503,27.7513,214229.0
2023-09-05,27.5752,27.7561,26.4801,26.529,208212.0
2023-09-06,26.6072,26.9983,25.8738,26.1574,200664.0
2023-09-07,26.1183,26.2845,25.688,25.8738,199507.0
2023-09-08,25.9031,26.0596,25.4142,25.6978,140818.0
2023-09-09,25.9031,26.0596,25.4142,25.6978,140818.0
2023-09-10,25.9031,26.0596,25.4142,25.6978,140818.0
2023-09-11,25.8934,26.1671,25.3849,25.4827,157984.0
2023-09-12,25.5511,25.8053,25.3849,25.6782,123066.0
2023-09-13,25.7662,25.9325,25.16,25.3164,135131.0
2023-09-14,25.632,26.1448,25.5531,26.0955,198479.0
2023-09-15,25.9575,26.2731,25.6419,25.8588,740953.0
2023-09-16,25.9575,26.2731,25.6419,25.8588,740953.0
2023-09-17,25.9575,26.2731,25.6419,25.8588,740953.0
2023-09-18,25.918,25.918,25.415,25.5038,167968.0
2023-09-19,25.5728,25.7701,24.9416,25.2277,189379.0
2023-09-20,25.4348,25.6024,24.8134,24.8529,123600.0
2023-09-21,24.6852,25.0205,24.488,24.6556,242222.0
2023-09-22,24.705,24.991,24.4978,24.7148,218640.0
2023-09-23,24.705,24.991,24.4978,24.7148,218640.0
2023-09-24,24.705,24.991,24.4978,24.7148,218640.0
2023-09-25,24.6852,25.2572,24.6261,25.2375,216542.0
2023-09-26,25.0008,25.4841,24.0738,24.7543,279647.0
2023-09-27,24.7543,25.0353,24.5965,24.7444,254535.0
2023-09-28,24.8233,25.6517,24.4683,25.3065,312665.0
2023-09-29,25.6123,26.1153,25.3904,25.8292,396551.0
2023-09-30,25.6123,26.1153,25.3904,25.8292,396551.0
2023-10-01,25.6123,26.1153,25.3904,25.8292,396551.0
2023-10-02,25.8095,25.844,25.0837,25.3065,260637.0
2023-10-03,25.0994,25.4249,24.7641,25.3361,228573.0
2023-10-04,25.3657,25.7306,25.0896,25.5432,178024.0
2023-10-05,25.5235,25.9772,25.5038,25.918,233478.0
2023-10-06,25.632,26.1251,25.4742,25.701,213618.0
2023-10-07,25.632,26.1251,25.4742,25.701,213618.0
2023-10-08,25.632,26.1251,25.4742,25.701,213618.0
2023-10-09,25.5827,25.9377,25.5334,25.6912,132932.0
2023-10-10,25.7997,25.9525,25.6123,25.7799,234574.0
2023-10-11,25.8391,26.1547,25.5926,25.6912,124839.0
2023-10-12,25.5728,25.5728,24.9564,25.3361,175730.0
2023-10-13,25.6419,25.7553,24.5767,24.5767,207104.0
2023-10-14,25.6419,25.7553,24.5767,24.5767,207104.0
2023-10-15,25.6419,25.7553,24.5767,24.5767,207104.0
2023-10-16,24.9121,25.2227,24.705,24.9416,201856.0
2023-10-17,24.8627,26.1646,24.8627,25.7997,217426.0
2023-10-18,25.4249,25.4841,24.9515,25.1586,126222.0
2023-10-19,25.2671,25.3854,24.7247,24.7641,165726.0
2023-10-20,24.7838,24.8332,23.8805,24.0639,229402.0
2023-10-21,24.7838,24.8332,23.8805,24.0639,229402.0
2023-10-22,24.7838,24.8332,23.8805,24.0639,229402.0
2023-10-23,23.8667,24.3795,23.7089,23.8568,142605.0
2023-10-24,23.9554,23.9554,22.6733,23.5609,273520.0
2023-10-25,24.271,24.5472,23.625,24.202,291079.0
2023-10-26,24.0146,24.5669,23.985,24.34,178469.0
2023-10-27,24.2118,24.2118,23.1862,23.5807,286974.0
2023-10-28,24.2118,24.2118,23.1862,23.5807,286974.0
2023-10-29,24.2118,24.2118,23.1862,23.5807,286974.0
2023-10-30,23.5116,24.2513,23.5116,23.985,138690.0
2023-10-31,23.7089,24.2809,23.7089,24.054,163319.0
2023-11-01,23.8864,24.2612,23.6891,24.0245,134488.0
2023-11-02,24.5373,25.8687,24.4288,25.6715,270259.0
2023-11-03,26.4999,27.062,26.3224,26.7662,286770.0
2023-11-04,26.4999,27.062,26.3224,26.7662,286770.0
2023-11-05,26.4999,27.062,26.3224,26.7662,286770.0
2023-11-06,26.6281,26.6873,26.2533,26.2731,198581.0
2023-11-07,26.0364,26.2237,25.4841,25.8687,142902.0
2023-11-08,25.849,25.849,25.0797,25.3361,144395.0
2023-11-09,25.3164,25.433,24.8726,25.1488,153552.0
2023-11-10,25.129,25.6221,24.848,25.415,185739.0
2023-11-11,25.129,25.6221,24.848,25.415,185739.0
2023-11-12,25.129,25.6221,24.848,25.415,185739.0
2023-11-13,25.129,25.6813,24.7247,25.5137,150601.0
2023-11-14,26.8451,27.8313,26.2533,27.634,249788.0
2023-11-15,27.6439,28.2455,27.6439,27.9496,216904.0
2023-11-16,27.9989,28.1666,27.1902,27.7623,275232.0
2023-11-17,27.8313,28.4329,27.4368,27.9989,300643.0
2023-11-18,27.8313,28.4329,27.4368,27.9989,300643.0
2023-11-19,27.8313,28.4329,27.4368,27.9989,300643.0
2023-11-20,27.9694,27.9694,27.279,27.5847,144243.0
2023-11-21,27.4171,27.565,26.8746,27.0226,117806.0
2023-11-22,27.1212,27.565,26.7169,27.2593,112777.0
2023-11-23,27.1212,27.565,26.7169,27.2593,112777.0
2023-11-24,27.1705,27.3184,26.7267,27.21,64198.0
2023-11-25,27.1705,27.3184,26.7267,27.21,64198.0
2023-11-26,27.1705,27.3184,26.7267,27.21,64198.0
2023-11-27,26.9535,27.1557,26.5837,26.8944,128322.0
2023-11-28,26.8648,26.8894,26.4104,26.8253,147208.0
2023-11-29,27.1409,27.6932,26.638,27.0818,171511.0
2023-11-30,27.2396,27.2691,25.918,26.8648,155405.0
2023-12-01,26.6084,28.4526,26.2336,28.423,216843.0
2023-12-02,26.6084,28.4526,26.2336,28.423,216843.0
2023-12-03,26.6084,28.4526,26.2336,28.423,216843.0
2023-12-04,28.4625,29.853,27.7327,29.6065,267665.0
2023-12-05,29.4881,29.6164,28.9063,28.926,202280.0
2023-12-06,29.2613,30.1489,28.9654,29.2909,278039.0
2023-12-07,29.5375,30.2377,28.6893,30.2377,207732.0
2023-12-08,30.2475,30.859,29.7643,30.8491,238587.0
2023-12-09,30.2475,30.859,29.7643,30.8491,238587.0
2023-12-10,30.2475,30.859,29.7643,30.8491,238587.0
2023-12-11,30.6815,30.9971,30.2623,30.8196,210741.0
2023-12-12,30.6026,30.9576,30.0059,30.4053,307443.0
2023-12-13,30.7505,32.4567,30.2081,32.3383,369908.0
2023-12-14,33.5119,33.8374,32.6441,33.2259,313129.0
2023-12-15,33.5833,33.5833,32.6998,32.9976,1080064.0
2023-12-16,33.5833,33.5833,32.6998,32.9976,1080064.0
2023-12-17,33.5833,33.5833,32.6998,32.9976,1080064.0
2023-12-18,33.1664,33.3103,32.5757,32.8983,215164.0
2023-12-19,33.0671,33.6826,32.8884,33.3947,252117.0
2023-12-20,33.3252,34.2385,32.7395,32.7395,389316.0
2023-12-21,33.1366,33.3451,32.5707,33.2359,204589.0
2023-12-22,33.5337,33.8896,33.1465,33.4741,256840.0
2023-12-23,33.5337,33.8896,33.1465,33.4741,256840.0
2023-12-24,33.5337,33.8896,33.1465,33.4741,256840.0
2023-12-25,33.5337,33.8896,33.1465,33.4741,256840.0
2023-12-26,33.6329,34.0697,33.3748,33.8613,143306.0
2023-12-27,33.8911,34.5959,33.7421,34.3973,245239.0
2023-12-28,34.2683,34.4718,33.8464,33.9308,289302.0
2023-12-29,33.7521,34.169,32.8785,33.4344,190085.0
2023-12-30,33.7521,34.169,32.8785,33.4344,190085.0
2023-12-31,33.7521,34.169,32.8785,33.4344,190085.0
2024-01-01,33.7521,34.169,32.8785,33.4344,190085.0
2024-01-02,33.087,34.0201,32.947,33.3848,222738.0
2024-01-03,33.1267,33.1267,31.9553,32.0942,249502.0
2024-01-04,32.3325,32.5509,32.1439,32.1538,214756.0
2024-01-05,31.8064,32.6502,31.8064,32.1637,190245.0
2024-01-06,31.8064,32.6502,31.8064,32.1637,190245.0
2024-01-07,31.8064,32.6502,31.8064,32.1637,190245.0
2024-01-08,32.0049,32.3126,31.8858,32.2134,231813.0
2024-01-09,32.1637,32.1637,31.3696,31.7865,164569.0
2024-01-10,31.4688,31.7468,31.4192,31.7071,159253.0
2024-01-11,31.31,31.4986,30.7045,31.4589,226388.0
2024-01-12,31.995,32.0545,30.9051,31.3299,120340.0
2024-01-13,31.995,32.0545,30.9051,31.3299,120340.0
2024-01-14,31.995,32.0545,30.9051,31.3299,120340.0
2024-01-15,31.995,32.0545,30.9051,31.3299,120340.0
2024-01-16,30.6151,31.2008,30.5754,30.6052,204507.0
2024-01-17,29.9897,30.7243,29.9897,30.4761,160005.0
2024-01-18,30.7342,30.8434,30.357,30.6648,143082.0
2024-01-19,30.8534,31.4788,30.3769,31.4589,197133.0
2024-01-20,30.8534,31.4788,30.3769,31.4589,197133.0
2024-01-21,30.8534,31.4788,30.3769,31.4589,197133.0
2024-01-22,31.7766,32.7693,31.3257,32.7296,368753.0
2024-01-23,33.1267,33.1267,31.8461,32.1836,346236.0
2024-01-24,33.0969,33.494,31.9851,32.4218,464153.0
2024-01-25,33.1068,33.1068,32.0545,32.7097,323931.0
2024-01-26,33.0274,33.2954,32.6402,33.0274,183760.0
2024-01-27,33.0274,33.2954,32.6402,33.0274,183760.0
2024-01-28,33.0274,33.2954,32.6402,33.0274,183760.0
2024-01-29,33.0274,33.6528,32.8983,33.6429,210761.0
2024-01-30,33.8017,33.8017,33.3054,33.4146,152198.0
2024-01-31,32.7097,32.948,31.2207,31.3994,271703.0
2024-02-01,31.717,31.7567,30.0393,31.2207,216631.0
2024-02-02,30.5158,31.3398,30.4265,30.6747,332973.0
2024-02-03,30.5158,31.3398,30.4265,30.6747,332973.0
2024-02-04,30.5158,31.3398,30.4265,30.6747,332973.0
2024-02-05,30.3769,31.171,30.0791,30.7739,317700.0
2024-02-06,30.7342,31.4093,30.3074,30.6846,239338.0
2024-02-07,30.764,30.7739,29.672,30.5456,201053.0
2024-02-08,30.4166,30.7417,30.228,30.6846,148812.0
2024-02-09,30.6945,31.588,30.4861,31.4391,194578.0
2024-02-10,30.6945,31.588,30.4861,31.4391,194578.0
2024-02-11,30.6945,31.588,30.4861,31.4391,194578.0
2024-02-12,31.3795,32.7296,31.3795,32.124,256360.0
2024-02-13,30.8236,31.3596,30.0294,30.7938,446583.0
2024-02-14,31.2008,31.4391,30.4761,31.2008,198681.0
2024-02-15,31.5979,32.8289,31.4788,32.5112,195675.0
2024-02-16,32.0942,32.4417,31.7865,31.8957,200045.0
2024-02-17,32.0942,32.4417,31.7865,31.8957,200045.0
2024-02-18,32.0942,32.4417,31.7865,31.8957,200045.0
2024-02-19,32.0942,32.4417,31.7865,31.8957,200045.0
2024-02-20,31.3596,31.9652,31.3497,31.3596,173834.0
2024-02-21,31.2504,31.4192,30.9923,31.0519,228202.0
2024-02-22,30.9328,31.2405,30.4662,30.8434,244134.0
2024-02-23,30.8137,31.042,30.4622,30.764,312888.0
2024-02-24,30.8137,31.042,30.4622,30.764,312888.0
2024-02-25,30.8137,31.042,30.4622,30.764,312888.0
2024-02-26,30.4861,30.9626,30.3173,30.5655,203486.0
2024-02-27,30.7541,31.2207,30.6151,30.8534,138596.0
2024-02-28,30.4861,31.0718,30.4861,30.7739,153090.0
2024-02-29,31.3795,31.8957,31.0916,31.3795,234060.0
2024-03-01,31.1909,31.1909,30.4861,30.7442,228142.0
2024-03-02,31.1909,31.1909,30.4861,30.7442,228142.0
2024-03-03,31.1909,31.1909,30.4861,30.7442,228142.0
2024-03-04,30.8335,31.2504,30.0791,30.0791,148435.0
2024-03-05,29.8209,31.3894,29.6125,31.3795,207972.0
2024-03-06,31.4688,31.8957,30.5059,31.2008,172967.0
2024-03-07,31.7468,31.9255,31.2604,31.3994,128435.0
2024-03-08,31.9156,31.9156,31.1512,31.2703,122529.0
2024-03-09,31.9156,31.9156,31.1512,31.2703,122529.0
2024-03-10,31.9156,31.9156,31.1512,31.2703,122529.0
2024-03-11,31.1214,31.2306,30.9129,30.9526,134141.0
2024-03-12,30.764,30.764,29.9897,30.0294,228371.0
2024-03-13,29.9599,30.3967,29.8011,29.95,222457.0
2024-03-14,29.87,29.88,28.805,28.95,337188.0
2024-03-15,28.79,29.62,28.43,29.16,910843.0
2024-03-16,28.79,29.62,28.43,29.16,910843.0
2024-03-17,28.79,29.62,28.43,29.16,910843.0
2024-03-18,29.2,29.49,28.8,28.81,223113.0
2024-03-19,28.78,29.41,28.6505,29.06,323882.0
2024-03-20,28.84,30.22,28.76,29.85,459736.0
2024-03-21,30.16,30.64,29.92,30.17,233770.0
2024-03-22,30.4,30.4,29.55,29.62,206414.0
2024-03-23,30.4,30.4,29.55,29.62,206414.0
2024-03-24,30.4,30.4,29.55,29.62,206414.0
2024-03-25,29.8,30.27,29.63,29.75,194032.0
2024-03-26,30.12,30.23,29.415,29.59,153475.0
2024-03-27,29.91,31.19,29.91,31.11,251760.0
2024-03-28,31.09,31.63,30.835,31.32,483699.0
2024-03-29,31.09,31.63,30.835,31.32,483699.0
2024-03-30,31.09,31.63,30.835,31.32,483699.0
2024-03-31,31.09,31.63,30.835,31.32,483699.0
2024-04-01,31.54,31.54,30.665,30.78,334542.0
2024-04-02,30.41,30.59,29.98,30.45,290171.0
2024-04-03,30.15,30.48,29.92,30.02,184629.0
2024-04-04,30.49,30.7,29.83,29.88,221694.0
2024-04-05,29.74,30.01,29.5,29.95,153677.0
2024-04-06,29.74,30.01,29.5,29.95,153677.0
2024-04-07,29.74,30.01,29.5,29.95,153677.0
2024-04-08,30.12,30.44,30.06,30.17,100115.0
