,DTE US Equity,DTE US Equity,DTE US Equity,DTE US Equity,DTE US Equity
2020-04-03,65.4623,66.6177,64.2958,64.948,1815619.0
2020-04-04,65.4623,66.6177,64.2958,64.948,1815619.0
2020-04-05,65.4623,66.6177,64.2958,64.948,1815619.0
2020-04-06,68.1757,72.4022,67.7806,71.5897,1103089.0
2020-04-07,74.3775,75.6522,72.5587,72.6407,1285138.0
2020-04-08,72.9463,78.0524,72.4022,77.4039,1357121.0
2020-04-09,78.2239,84.4555,78.2239,82.9274,2435077.0
2020-04-10,78.2239,84.4555,78.2239,82.9274,2435077.0
2020-04-11,78.2239,84.4555,78.2239,82.9274,2435077.0
2020-04-12,78.2239,84.4555,78.2239,82.9274,2435077.0
2020-04-13,81.9807,82.2267,79.9085,80.9819,1149931.0
2020-04-14,82.3385,82.9125,79.5954,80.7583,1139051.0
2020-04-15,78.4475,78.7755,76.5392,78.1195,1208912.0
2020-04-16,78.8202,80.0278,75.6671,75.7118,1265569.0
2020-04-17,77.4412,79.4985,76.2336,78.9022,1186602.0
2020-04-18,77.4412,79.4985,76.2336,78.9022,1186602.0
2020-04-19,77.4412,79.4985,76.2336,78.9022,1186602.0
2020-04-20,76.9268,77.5903,74.2061,75.108,1088516.0
2020-04-21,73.4383,74.7502,73.1699,73.9004,1253620.0
2020-04-22,75.5105,76.9045,74.2955,76.3007,975401.0
2020-04-23,76.3678,77.6946,75.1304,75.2944,1082107.0
2020-04-24,76.0696,77.1765,75.1378,76.7927,936857.0
2020-04-25,76.0696,77.1765,75.1378,76.7927,936857.0
2020-04-26,76.0696,77.1765,75.1378,76.7927,936857.0
2020-04-27,77.7617,77.9406,76.1218,76.5392,908978.0
2020-04-28,78.8351,79.5507,76.5467,79.2525,1512317.0
2020-04-29,80.8104,82.0404,79.5581,79.9756,1364642.0
2020-04-30,79.0736,79.2376,76.8523,77.3294,1218884.0
2020-05-01,76.2336,76.2336,74.4073,75.0484,1053246.0
2020-05-02,76.2336,76.2336,74.4073,75.0484,1053246.0
2020-05-03,76.2336,76.2336,74.4073,75.0484,1053246.0
2020-05-04,74.698,75.2422,73.3116,75.1602,931716.0
2020-05-05,75.7267,77.0536,75.2925,76.338,1356697.0
2020-05-06,76.3901,76.5765,74.3104,74.9217,1731470.0
2020-05-07,75.8236,76.7405,73.4085,73.5874,1340571.0
2020-05-08,74.5415,75.8013,74.2806,75.4807,1018752.0
2020-05-09,74.5415,75.8013,74.2806,75.4807,1018752.0
2020-05-10,74.5415,75.8013,74.2806,75.4807,1018752.0
2020-05-11,74.9589,74.9589,72.6258,73.5948,1047389.0
2020-05-12,73.7961,74.3104,72.8867,73.9899,1410632.0
2020-05-13,73.4457,73.4457,70.8144,71.53,1870782.0
2020-05-14,70.5908,73.1178,68.8689,73.0507,1501581.0
2020-05-15,72.4022,72.6109,70.889,72.5662,2760760.0
2020-05-16,72.4022,72.6109,70.889,72.5662,2760760.0
2020-05-17,72.4022,72.6109,70.889,72.5662,2760760.0
2020-05-18,75.4658,77.6722,75.0186,76.9566,1367074.0
2020-05-19,76.4274,77.6275,75.9317,76.6734,1404592.0
2020-05-20,77.7021,78.1642,76.5467,76.9641,1400108.0
2020-05-21,76.5467,77.2101,75.1527,75.3167,1196678.0
2020-05-22,75.3316,76.1665,75.19,76.1218,803840.0
2020-05-23,75.3316,76.1665,75.19,76.1218,803840.0
2020-05-24,75.3316,76.1665,75.19,76.1218,803840.0
2020-05-25,75.3316,76.1665,75.19,76.1218,803840.0
2020-05-26,78.194,79.588,77.7841,78.5295,1080188.0
2020-05-27,80.4526,80.8254,78.112,79.3867,1244039.0
2020-05-28,80.8403,81.049,80.0129,80.3259,1092606.0
2020-05-29,79.6327,80.9893,78.5742,80.1843,2275159.0
2020-05-30,79.6327,80.9893,78.5742,80.1843,2275159.0
2020-05-31,79.6327,80.9893,78.5742,80.1843,2275159.0
2020-06-01,80.1917,81.6528,79.983,80.8179,915553.0
2020-06-02,81.4068,82.7187,80.9968,82.3013,1135951.0
2020-06-03,83.1585,84.7984,82.9572,84.2617,783987.0
2020-06-04,83.725,83.8368,81.4888,82.838,952334.0
2020-06-05,85.9016,87.5192,85.5215,85.6258,1124669.0
2020-06-06,85.9016,87.5192,85.5215,85.6258,1124669.0
2020-06-07,85.9016,87.5192,85.5215,85.6258,1124669.0
2020-06-08,85.8494,87.8919,85.8494,87.5192,1219822.0
2020-06-09,86.4234,86.4234,84.2319,85.7227,1380292.0
2020-06-10,85.0369,85.5513,83.6654,84.1872,1377498.0
2020-06-11,81.0415,81.6229,77.5306,78.2686,1454692.0
2020-06-12,80.5511,80.8672,77.6232,79.0834,1069875.0
2020-06-13,80.5511,80.8672,77.6232,79.0834,1069875.0
2020-06-14,80.5511,80.8672,77.6232,79.0834,1069875.0
2020-06-15,77.4501,80.3554,76.9157,79.7984,1194984.0
2020-06-16,82.1994,83.4413,80.7844,81.2736,1035886.0
2020-06-17,81.5973,81.9661,80.1371,80.6715,759469.0
2020-06-18,79.9715,81.1231,79.6328,81.0855,767951.0
2020-06-19,82.9295,82.9295,77.9017,78.0974,3198057.0
2020-06-20,82.9295,82.9295,77.9017,78.0974,3198057.0
2020-06-21,82.9295,82.9295,77.9017,78.0974,3198057.0
2020-06-22,77.9318,80.7995,77.3484,80.3478,1310602.0
2020-06-23,81.1683,81.2812,79.7532,80.7317,1834496.0
2020-06-24,79.6554,79.7307,77.4049,79.2339,1733598.0
2020-06-25,78.8801,79.0834,77.8866,78.9705,1160701.0
2020-06-26,78.8726,79.55,77.7888,78.3683,2398438.0
2020-06-27,78.8726,79.55,77.7888,78.3683,2398438.0
2020-06-28,78.8726,79.55,77.7888,78.3683,2398438.0
2020-06-29,79.0307,80.2124,78.0447,80.2048,819924.0
2020-06-30,79.836,81.2812,79.4747,80.9124,2290930.0
2020-07-01,80.8898,83.3736,80.6489,82.794,995644.0
2020-07-02,83.5467,84.0435,82.2446,82.7715,837302.0
2020-07-03,83.5467,84.0435,82.2446,82.7715,837302.0
2020-07-04,83.5467,84.0435,82.2446,82.7715,837302.0
2020-07-05,83.5467,84.0435,82.2446,82.7715,837302.0
2020-07-06,83.479,84.1865,81.2511,81.6123,1038031.0
2020-07-07,80.4984,80.9274,79.6253,80.6038,1388040.0
2020-07-08,80.5737,81.65,80.2573,81.2134,1153713.0
2020-07-09,80.8521,80.9801,78.4284,80.2876,971486.0
2020-07-10,80.0091,81.2736,79.8285,80.9199,903168.0
2020-07-11,80.0091,81.2736,79.8285,80.9199,903168.0
2020-07-12,80.0091,81.2736,79.8285,80.9199,903168.0
2020-07-13,80.9199,82.079,80.5624,81.6726,1134293.0
2020-07-14,81.7629,82.5231,80.9951,81.8758,919584.0
2020-07-15,82.9596,83.7349,82.0489,82.1919,1208596.0
2020-07-16,82.0338,82.794,81.8306,82.5682,1554450.0
2020-07-17,82.8543,84.5553,82.8543,83.9306,1187450.0
2020-07-18,82.8543,84.5553,82.8543,83.9306,1187450.0
2020-07-19,82.8543,84.5553,82.8543,83.9306,1187450.0
2020-07-20,83.6822,83.6822,81.9021,82.1994,1038127.0
2020-07-21,81.6951,83.8026,81.6951,83.6295,1613365.0
2020-07-22,83.3736,86.6929,82.7338,86.1434,1086673.0
2020-07-23,85.9628,86.6063,85.6918,86.5198,1329362.0
2020-07-24,86.8585,87.3251,86.0042,86.2338,1520512.0
2020-07-25,86.8585,87.3251,86.0042,86.2338,1520512.0
2020-07-26,86.8585,87.3251,86.0042,86.2338,1520512.0
2020-07-27,86.0832,86.5122,85.259,85.8123,1033508.0
2020-07-28,84.4048,87.6714,83.5542,86.2789,1763871.0
2020-07-29,86.5348,86.8999,85.3983,86.723,1107432.0
2020-07-30,85.8123,86.5499,85.3531,86.3316,923988.0
2020-07-31,86.166,87.2198,85.5037,87.0316,1032299.0
2020-08-01,86.166,87.2198,85.5037,87.0316,1032299.0
2020-08-02,86.166,87.2198,85.5037,87.0316,1032299.0
2020-08-03,86.7907,87.1746,85.5621,85.7069,821515.0
2020-08-04,85.5639,87.3628,85.2929,87.0391,1023756.0
2020-08-05,87.4456,87.6714,86.7155,86.9337,1146774.0
2020-08-06,86.8284,88.3713,86.437,88.0176,834294.0
2020-08-07,87.2348,89.9219,87.2348,89.4627,1101761.0
2020-08-08,87.2348,89.9219,87.2348,89.4627,1101761.0
2020-08-09,87.2348,89.9219,87.2348,89.4627,1101761.0
2020-08-10,89.8692,91.1186,89.6057,90.4939,888081.0
2020-08-11,91.0283,91.4272,88.266,88.3563,749835.0
2020-08-12,88.981,89.9369,88.631,89.4251,615243.0
2020-08-13,88.8681,89.5267,88.3262,88.9358,552529.0
2020-08-14,88.9208,89.6133,87.9461,88.5971,462550.0
2020-08-15,88.9208,89.6133,87.9461,88.5971,462550.0
2020-08-16,88.9208,89.6133,87.9461,88.5971,462550.0
2020-08-17,88.5971,89.0864,87.8746,88.0929,1148544.0
2020-08-18,88.0627,88.5708,87.4004,87.709,815299.0
2020-08-19,88.2509,88.3789,87.2122,88.0778,719127.0
2020-08-20,87.566,87.9267,86.6929,86.9036,777909.0
2020-08-21,87.2423,87.3929,86.4219,87.1821,1179739.0
2020-08-22,87.2423,87.3929,86.4219,87.1821,1179739.0
2020-08-23,87.2423,87.3929,86.4219,87.1821,1179739.0
2020-08-24,87.4004,88.9246,86.994,88.7928,719666.0
2020-08-25,89.0036,89.0036,87.5585,88.0627,563979.0
2020-08-26,87.5585,87.9988,86.7004,87.1144,912677.0
2020-08-27,87.7918,88.6799,87.5133,88.0778,845657.0
2020-08-28,88.3713,88.9848,87.6262,88.71,555276.0
2020-08-29,88.3713,88.9848,87.6262,88.71,555276.0
2020-08-30,88.3713,88.9848,87.6262,88.71,555276.0
2020-08-31,88.8154,89.6283,88.6912,89.3197,1004371.0
2020-09-01,88.8531,89.267,88.0176,88.6574,905025.0
2020-09-02,88.6574,91.1186,88.2886,90.667,1071491.0
2020-09-03,91.081,91.7508,88.9057,89.6584,952975.0
2020-09-04,90.0122,90.381,88.2961,89.4251,802465.0
2020-09-05,90.0122,90.381,88.2961,89.4251,802465.0
2020-09-06,90.0122,90.381,88.2961,89.4251,802465.0
2020-09-07,90.0122,90.381,88.2961,89.4251,802465.0
2020-09-08,89.7337,90.1251,87.8294,88.8756,1101163.0
2020-09-09,89.6434,91.3933,89.2821,90.1025,713542.0
2020-09-10,89.7638,90.2643,88.6649,88.7552,718740.0
2020-09-11,88.9584,89.4326,88.3262,89.1466,616169.0
2020-09-12,88.9584,89.4326,88.3262,89.1466,616169.0
2020-09-13,88.9584,89.4326,88.3262,89.1466,616169.0
2020-09-14,89.5681,91.2691,89.3272,90.6068,621009.0
2020-09-15,90.7799,91.4121,88.6498,89.2369,1422903.0
2020-09-16,89.2746,90.9368,88.8154,89.5982,2717609.0
2020-09-17,89.3047,89.4665,87.1972,87.9574,1245797.0
2020-09-18,87.1772,87.8074,84.8767,85.0589,2000059.0
2020-09-19,87.1772,87.8074,84.8767,85.0589,2000059.0
2020-09-20,87.1772,87.8074,84.8767,85.0589,2000059.0
2020-09-21,83.8669,85.0665,83.2519,84.5047,1033190.0
2020-09-22,84.6413,85.7422,84.4591,85.0437,873070.0
2020-09-23,85.3626,85.5372,84.6641,84.9602,1162128.0
2020-09-24,85.0134,87.0603,84.0263,85.7878,672547.0
2020-09-25,85.0741,87.2835,84.8767,87.1013,716363.0
2020-09-26,85.0741,87.2835,84.8767,87.1013,716363.0
2020-09-27,85.0741,87.2835,84.8767,87.1013,716363.0
2020-09-28,87.7391,87.9137,86.828,87.1696,875125.0
2020-09-29,87.3822,87.815,86.3269,86.8583,839318.0
2020-09-30,87.3746,88.2174,86.7748,87.3443,836306.0
2020-10-01,87.1924,87.7846,85.4461,86.1295,1242713.0
2020-10-02,85.3778,87.2076,84.6861,86.6761,1997710.0
2020-10-03,85.3778,87.2076,84.6861,86.6761,1997710.0
2020-10-04,85.3778,87.2076,84.6861,86.6761,1997710.0
2020-10-05,86.9191,87.5037,86.1674,86.9419,888138.0
2020-10-06,87.2304,89.3069,86.8963,87.6176,1022367.0
2020-10-07,88.1491,88.5591,86.4483,86.9419,1523812.0
2020-10-08,90.3433,93.3348,90.1003,92.5299,2758665.0
2020-10-09,92.9627,93.0311,90.7837,91.3303,846439.0
2020-10-10,92.9627,93.0311,90.7837,91.3303,846439.0
2020-10-11,92.9627,93.0311,90.7837,91.3303,846439.0
2020-10-12,91.2772,91.915,90.7989,91.7024,612560.0
2020-10-13,90.9963,91.6416,89.7815,90.404,1021970.0
2020-10-14,90.8672,91.4442,89.5537,90.6546,929848.0
2020-10-15,89.5081,90.1839,89.212,89.5461,1464523.0
2020-10-16,89.622,91.2013,89.3335,90.5787,1678639.0
2020-10-17,89.622,91.2013,89.3335,90.5787,1678639.0
2020-10-18,89.622,91.2013,89.3335,90.5787,1678639.0
2020-10-19,90.4344,90.9507,89.3942,89.7207,1603556.0
2020-10-20,90.8368,92.8488,90.8368,92.1275,1082212.0
2020-10-21,91.8922,93.5777,91.6644,92.2187,1067064.0
2020-10-22,91.8618,93.5689,91.4214,93.4107,690912.0
2020-10-23,94.4964,95.3657,93.9573,95.0203,962554.0
2020-10-24,94.4964,95.3657,93.9573,95.0203,962554.0
2020-10-25,94.4964,95.3657,93.9573,95.0203,962554.0
2020-10-26,94.0484,95.0734,93.2892,94.3294,1196041.0
2020-10-27,95.3316,99.3784,94.9444,96.554,2352209.0
2020-10-28,94.2534,95.9732,92.5603,92.7425,1876529.0
2020-10-29,92.3705,95.1721,91.2316,93.7447,906036.0
2020-10-30,93.1981,93.7903,91.8032,93.7068,1100519.0
2020-10-31,93.1981,93.7903,91.8032,93.7068,1100519.0
2020-11-01,93.1981,93.7903,91.8032,93.7068,1100519.0
2020-11-02,94.8077,95.6657,93.5246,95.4379,897505.0
2020-11-03,96.7438,97.2829,95.2708,96.0149,784217.0
2020-11-04,95.7188,97.9966,94.5609,95.0355,929644.0
2020-11-05,95.8555,97.5866,94.9368,95.0051,720583.0
2020-11-06,95.081,95.2557,93.2512,94.0409,1238816.0
2020-11-07,95.081,95.2557,93.2512,94.0409,1238816.0
2020-11-08,95.081,95.2557,93.2512,94.0409,1238816.0
2020-11-09,97.3284,99.8415,97.1538,97.7991,1230505.0
2020-11-10,98.0573,100.6919,97.9054,100.2212,1101534.0
2020-11-11,100.6767,100.6767,98.4217,98.7482,1511299.0
2020-11-12,98.5432,98.5432,95.6201,97.5638,1741777.0
2020-11-13,98.0117,99.8112,97.8675,99.2341,1188241.0
2020-11-14,98.0117,99.8112,97.8675,99.2341,1188241.0
2020-11-15,98.0117,99.8112,97.8675,99.2341,1188241.0
2020-11-16,100.9804,102.7115,100.7564,102.6508,1950098.0
2020-11-17,101.6713,102.9545,100.8058,100.8589,1331895.0
2020-11-18,101.231,101.231,98.809,98.8545,1128369.0
2020-11-19,99.0823,99.5075,97.336,98.4445,2108639.0
2020-11-20,98.8241,99.2114,98.2016,98.5964,1759928.0
2020-11-21,98.8241,99.2114,98.2016,98.5964,1759928.0
2020-11-22,98.8241,99.2114,98.2016,98.5964,1759928.0
2020-11-23,98.8697,99.4467,98.5964,99.014,1279385.0
2020-11-24,99.9478,100.1604,99.3518,100.001,1433180.0
2020-11-25,99.7808,100.4793,98.6419,100.4034,1389333.0
2020-11-26,99.7808,100.4793,98.6419,100.4034,1389333.0
2020-11-27,100.4945,100.559,97.3929,97.5866,526913.0
2020-11-28,100.4945,100.559,97.3929,97.5866,526913.0
2020-11-29,100.4945,100.559,97.3929,97.5866,526913.0
2020-11-30,97.6397,98.0497,95.2329,95.5214,2370473.0
2020-12-01,96.4249,97.3284,95.8099,95.8479,1166157.0
2020-12-02,95.5214,97.8295,94.337,97.7536,1619227.0
2020-12-03,97.1538,97.6625,95.8327,96.2958,1137606.0
2020-12-04,96.1288,96.8425,94.952,95.6125,671377.0
2020-12-05,96.1288,96.8425,94.952,95.6125,671377.0
2020-12-06,96.1288,96.8425,94.952,95.6125,671377.0
2020-12-07,95.1494,96.1136,94.5344,94.7925,835176.0
2020-12-08,94.3218,94.8381,93.4866,94.6255,749810.0
2020-12-09,94.7166,95.2784,94.4357,94.8912,800568.0
2020-12-10,94.8381,95.157,93.6385,94.3142,856885.0
2020-12-11,93.7751,95.1949,93.7751,94.9595,1113746.0
2020-12-12,93.7751,95.1949,93.7751,94.9595,1113746.0
2020-12-13,93.7751,95.1949,93.7751,94.9595,1113746.0
2020-12-14,95.6125,96.2655,93.5549,93.7827,961370.0
2020-12-15,93.8586,94.9671,93.3879,94.7546,1057688.0
2020-12-16,95.1038,95.2025,93.6005,93.8055,1037956.0
2020-12-17,94.4281,94.8988,93.6422,93.8055,876353.0
2020-12-18,94.6136,94.7898,92.4842,93.2195,2555558.0
2020-12-19,94.6136,94.7898,92.4842,93.2195,2555558.0
2020-12-20,94.6136,94.7898,92.4842,93.2195,2555558.0
2020-12-21,92.1395,92.4535,89.5122,90.6458,1319380.0
2020-12-22,90.5999,91.2893,90.1556,91.0901,925605.0
2020-12-23,91.8178,92.6833,90.799,90.8297,710623.0
2020-12-24,90.8373,91.8637,90.4697,91.7029,353245.0
2020-12-25,90.8373,91.8637,90.4697,91.7029,353245.0
2020-12-26,90.8373,91.8637,90.4697,91.7029,353245.0
2020-12-27,90.8373,91.8637,90.4697,91.7029,353245.0
2020-12-28,92.4153,92.6144,90.9982,91.3276,594173.0
2020-12-29,91.5957,92.1318,91.0978,91.3352,527293.0
2020-12-30,90.9446,91.9557,90.9446,91.6569,442273.0
2020-12-31,91.7106,93.0855,91.3199,92.9974,553433.0
2021-01-01,91.7106,93.0855,91.3199,92.9974,553433.0
2021-01-02,91.7106,93.0855,91.3199,92.9974,553433.0
2021-01-03,91.7106,93.0855,91.3199,92.9974,553433.0
2021-01-04,93.2272,93.388,91.0824,91.4501,839810.0
2021-01-05,91.7871,92.2697,90.642,91.5957,816169.0
2021-01-06,92.6987,93.6025,92.1472,93.2348,640496.0
2021-01-07,93.3804,93.5604,90.8756,90.9676,1079648.0
2021-01-08,90.9829,91.3352,89.673,90.5309,860924.0
2021-01-09,90.9829,91.3352,89.673,90.5309,860924.0
2021-01-10,90.9829,91.3352,89.673,90.5309,860924.0
2021-01-11,90.3931,91.0978,89.6884,90.3701,726495.0
2021-01-12,89.8492,91.8101,88.8418,91.3505,1236587.0
2021-01-13,91.4425,93.5183,91.1437,93.3191,1018328.0
2021-01-14,93.3651,94.02,92.894,93.2195,944039.0
2021-01-15,93.5872,94.8664,92.8748,94.6136,1670217.0
2021-01-16,93.5872,94.8664,92.8748,94.6136,1670217.0
2021-01-17,93.5872,94.8664,92.8748,94.6136,1670217.0
2021-01-18,93.5872,94.8664,92.8748,94.6136,1670217.0
2021-01-19,95.4255,95.4255,92.4306,92.5914,865476.0
2021-01-20,92.1701,93.7864,92.0093,93.6408,1027314.0
2021-01-21,93.4646,94.1004,93.1046,93.8553,795947.0
2021-01-22,93.388,93.6408,91.7795,93.3804,964284.0
2021-01-23,93.388,93.6408,91.7795,93.3804,964284.0
2021-01-24,93.388,93.6408,91.7795,93.3804,964284.0
2021-01-25,92.5072,95.1498,92.5072,94.56,674231.0
2021-01-26,94.8204,94.9047,93.6408,94.0544,976442.0
2021-01-27,92.9438,94.0736,92.2314,92.4612,1287761.0
2021-01-28,92.5608,94.2459,92.4689,92.7599,669934.0
2021-01-29,92.3463,92.7063,90.5769,90.9369,984199.0
2021-01-30,92.3463,92.7063,90.5769,90.9369,984199.0
2021-01-31,92.3463,92.7063,90.5769,90.9369,984199.0
2021-02-01,91.0441,92.0859,90.2246,91.5803,701280.0
2021-02-02,91.9786,93.3383,91.5574,91.7029,581789.0
2021-02-03,91.3888,91.7488,90.3165,90.7071,767004.0
2021-02-04,90.7071,91.9557,90.5463,91.6876,830811.0
2021-02-05,92.4535,93.8859,91.7986,93.2348,1056744.0
2021-02-06,92.4535,93.8859,91.7986,93.2348,1056744.0
2021-02-07,92.4535,93.8859,91.7986,93.2348,1056744.0
2021-02-08,93.3957,93.7557,92.0476,92.6833,826454.0
2021-02-09,92.737,93.074,92.2314,92.9361,451522.0
2021-02-10,93.5566,93.9702,92.8212,93.5719,485478.0
2021-02-11,93.2578,93.9357,93.1429,93.4417,992624.0
2021-02-12,93.2655,93.5949,92.3157,92.6374,743610.0
2021-02-13,93.2655,93.5949,92.3157,92.6374,743610.0
2021-02-14,93.2655,93.5949,92.3157,92.6374,743610.0
2021-02-15,93.2655,93.5949,92.3157,92.6374,743610.0
2021-02-16,92.5531,92.8748,91.8101,92.377,944269.0
2021-02-17,92.7753,92.7753,91.4961,92.0323,1197104.0
2021-02-18,92.377,92.5225,91.8025,91.9174,1336427.0
2021-02-19,92.5072,93.3612,92.0552,92.0552,1446846.0
2021-02-20,92.5072,93.3612,92.0552,92.0552,1446846.0
2021-02-21,92.5072,93.3612,92.0552,92.0552,1446846.0
2021-02-22,91.8944,93.7021,91.5191,93.5642,1271576.0
2021-02-23,94.0927,97.0111,94.0698,96.2222,2170277.0
2021-02-24,96.2451,97.0877,94.8511,94.9047,1524995.0
2021-02-25,94.3225,95.1115,92.6144,92.8672,676548.0
2021-02-26,93.028,93.028,90.1326,90.1709,1705109.0
2021-02-27,93.028,93.028,90.1326,90.1709,1705109.0
2021-02-28,93.028,93.028,90.1326,90.1709,1705109.0
2021-03-01,90.7148,91.7672,90.7148,91.228,986918.0
2021-03-02,91.3888,91.5267,90.2399,90.3624,870613.0
2021-03-03,90.0177,90.6152,88.6083,90.2322,690906.0
2021-03-04,90.5692,93.2195,90.0292,91.971,1481098.0
