,L US Equity,L US Equity,L US Equity,L US Equity,L US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-07-19,52.279,52.497,50.925,51.182,1163760.0
2021-07-20,51.122,53.377,51.113,52.734,1293891.0
2021-07-21,53.337,54.119,53.278,53.505,929829.0
2021-07-22,53.298,53.446,52.833,52.922,743784.0
2021-07-23,53.08,53.674,52.764,52.972,581280.0
2021-07-24,53.08,53.674,52.764,52.972,581280.0
2021-07-25,53.08,53.674,52.764,52.972,581280.0
2021-07-26,52.952,53.664,52.952,53.367,419894.0
2021-07-27,52.784,53.703,52.764,53.15,600132.0
2021-07-28,53.525,53.525,52.161,52.655,609618.0
2021-07-29,53.239,53.426,52.685,53.258,507925.0
2021-07-30,53.061,53.496,52.774,53.031,601665.0
2021-07-31,53.061,53.496,52.774,53.031,601665.0
2021-08-01,53.061,53.496,52.774,53.031,601665.0
2021-08-02,53.09,53.99,52.823,53.051,812432.0
2021-08-03,53.337,53.466,52.19,52.981,2132932.0
2021-08-04,52.616,53.07,52.255,52.418,1302566.0
2021-08-05,52.833,53.611,52.581,53.416,864798.0
2021-08-06,54.069,54.583,53.832,54.316,759422.0
2021-08-07,54.069,54.583,53.832,54.316,759422.0
2021-08-08,54.069,54.583,53.832,54.316,759422.0
2021-08-09,54.188,54.91,54.0,54.484,655215.0
2021-08-10,54.42,55.285,54.237,54.969,912778.0
2021-08-11,55.088,55.562,54.613,55.552,538932.0
2021-08-12,55.641,55.701,55.137,55.523,535938.0
2021-08-13,55.72,55.859,54.999,55.018,436503.0
2021-08-14,55.72,55.859,54.999,55.018,436503.0
2021-08-15,55.72,55.859,54.999,55.018,436503.0
2021-08-16,54.613,55.147,54.316,54.831,603102.0
2021-08-17,54.397,55.061,54.397,54.823,545486.0
2021-08-18,54.615,54.922,54.091,54.15,530295.0
2021-08-19,53.506,54.437,53.506,54.1,809327.0
2021-08-20,54.1,54.694,54.091,54.467,596618.0
2021-08-21,54.1,54.694,54.091,54.467,596618.0
2021-08-22,54.1,54.694,54.091,54.467,596618.0
2021-08-23,54.902,55.249,54.833,54.912,526282.0
2021-08-24,55.14,55.259,54.863,55.021,379035.0
2021-08-25,55.11,55.976,54.932,55.694,645151.0
2021-08-26,55.704,55.744,55.011,55.041,718806.0
2021-08-27,55.199,56.016,55.011,55.962,631803.0
2021-08-28,55.199,56.016,55.011,55.962,631803.0
2021-08-29,55.199,56.016,55.011,55.962,631803.0
2021-08-30,56.08,56.09,55.229,55.269,645598.0
2021-08-31,55.16,55.674,55.16,55.308,1648798.0
2021-09-01,55.407,55.407,54.744,55.1,977638.0
2021-09-02,55.09,55.368,54.793,54.912,613593.0
2021-09-03,54.803,54.803,53.904,54.209,796690.0
2021-09-04,54.803,54.803,53.904,54.209,796690.0
2021-09-05,54.803,54.803,53.904,54.209,796690.0
2021-09-06,54.803,54.803,53.904,54.209,796690.0
2021-09-07,54.209,54.753,53.942,54.368,1199081.0
2021-09-08,54.447,54.972,54.16,54.675,666860.0
2021-09-09,54.289,54.962,54.003,54.031,968105.0
2021-09-10,54.388,54.388,52.888,52.952,1004907.0
2021-09-11,54.388,54.388,52.888,52.952,1004907.0
2021-09-12,54.388,54.388,52.888,52.952,1004907.0
2021-09-13,53.407,53.813,53.031,53.506,993088.0
2021-09-14,53.685,53.685,52.497,52.645,905189.0
2021-09-15,52.625,53.506,52.487,53.427,1088609.0
2021-09-16,53.546,53.685,52.992,53.11,832243.0
2021-09-17,52.982,53.605,52.467,52.546,5592480.0
2021-09-18,52.982,53.605,52.467,52.546,5592480.0
2021-09-19,52.982,53.605,52.467,52.546,5592480.0
2021-09-20,51.546,51.913,50.834,51.734,1314840.0
2021-09-21,52.071,52.378,51.18,51.18,941280.0
2021-09-22,51.863,52.289,51.794,51.843,692348.0
2021-09-23,52.18,53.002,52.081,52.408,694815.0
2021-09-24,52.457,52.893,52.418,52.427,783507.0
2021-09-25,52.457,52.893,52.418,52.427,783507.0
2021-09-26,52.457,52.893,52.418,52.427,783507.0
2021-09-27,52.952,53.764,52.952,53.378,625616.0
2021-09-28,53.566,53.972,52.764,52.843,742309.0
2021-09-29,52.903,54.041,52.853,53.794,813129.0
2021-09-30,54.031,54.437,53.368,53.388,1075868.0
2021-10-01,53.724,55.08,53.526,54.714,838204.0
2021-10-02,53.724,55.08,53.526,54.714,838204.0
2021-10-03,53.724,55.08,53.526,54.714,838204.0
2021-10-04,54.803,55.526,54.328,54.477,802837.0
2021-10-05,54.744,55.917,54.437,55.714,1081297.0
2021-10-06,55.011,56.041,54.437,56.011,760324.0
2021-10-07,56.526,56.852,56.278,56.357,601966.0
2021-10-08,56.308,56.872,56.13,56.843,405200.0
2021-10-09,56.308,56.872,56.13,56.843,405200.0
2021-10-10,56.308,56.872,56.13,56.843,405200.0
2021-10-11,57.07,57.565,56.169,56.219,610964.0
2021-10-12,56.169,56.724,56.08,56.318,452832.0
2021-10-13,56.209,56.209,54.912,55.595,633610.0
2021-10-14,56.15,56.546,55.793,56.516,380768.0
2021-10-15,57.149,57.357,56.773,57.041,488443.0
2021-10-16,57.149,57.357,56.773,57.041,488443.0
2021-10-17,57.149,57.357,56.773,57.041,488443.0
2021-10-18,56.654,56.912,56.308,56.496,349939.0
2021-10-19,56.971,56.991,56.635,56.892,414749.0
2021-10-20,56.724,57.526,56.645,57.496,405770.0
2021-10-21,57.149,57.516,56.516,56.922,432501.0
2021-10-22,57.179,57.367,56.654,56.981,395561.0
2021-10-23,57.179,57.367,56.654,56.981,395561.0
2021-10-24,57.179,57.367,56.654,56.981,395561.0
2021-10-25,57.09,57.188,56.531,57.08,500102.0
2021-10-26,57.159,57.199,56.714,56.734,319318.0
2021-10-27,56.427,56.645,55.001,55.031,547974.0
2021-10-28,55.199,55.853,55.16,55.843,435734.0
2021-10-29,55.872,56.15,55.298,55.506,572953.0
2021-10-30,55.872,56.15,55.298,55.506,572953.0
2021-10-31,55.872,56.15,55.298,55.506,572953.0
2021-11-01,55.853,56.976,55.407,56.526,877951.0
2021-11-02,56.595,57.14,56.179,56.813,915600.0
2021-11-03,56.595,57.446,56.595,56.813,777625.0
2021-11-04,56.654,56.654,55.665,56.09,743217.0
2021-11-05,56.912,57.258,56.308,56.645,707143.0
2021-11-06,56.912,57.258,56.308,56.645,707143.0
2021-11-07,56.912,57.258,56.308,56.645,707143.0
2021-11-08,57.149,58.595,57.12,57.437,1019599.0
2021-11-09,57.021,57.545,56.783,57.08,584264.0
2021-11-10,57.199,57.486,56.229,56.645,875951.0
2021-11-11,56.555,57.149,56.407,56.981,630566.0
2021-11-12,56.961,56.961,55.962,56.466,556970.0
2021-11-13,56.961,56.961,55.962,56.466,556970.0
2021-11-14,56.961,56.961,55.962,56.466,556970.0
2021-11-15,56.704,56.704,55.546,55.665,596095.0
2021-11-16,55.872,56.318,55.615,55.912,941037.0
2021-11-17,56.051,56.823,55.863,56.595,762623.0
2021-11-18,56.546,57.041,55.704,56.12,730429.0
2021-11-19,55.605,55.694,54.269,55.071,957328.0
2021-11-20,55.605,55.694,54.269,55.071,957328.0
2021-11-21,55.605,55.694,54.269,55.071,957328.0
2021-11-22,55.046,56.679,55.046,56.13,920480.0
2021-11-23,56.549,57.232,56.42,56.885,722413.0
2021-11-24,56.747,56.876,56.192,56.34,889514.0
2021-11-25,56.747,56.876,56.192,56.34,889514.0
2021-11-26,54.368,55.131,53.764,54.576,888658.0
2021-11-27,54.368,55.131,53.764,54.576,888658.0
2021-11-28,54.368,55.131,53.764,54.576,888658.0
2021-11-29,55.082,55.181,54.13,54.616,1077260.0
2021-11-30,53.942,54.527,52.773,52.981,2767453.0
2021-12-01,53.942,54.72,52.911,52.951,1305712.0
2021-12-02,53.437,55.097,53.11,54.576,959462.0
2021-12-03,54.606,55.067,54.081,54.378,988162.0
2021-12-04,54.606,55.067,54.081,54.378,988162.0
2021-12-05,54.606,55.067,54.081,54.378,988162.0
2021-12-06,55.439,56.301,55.379,55.716,833079.0
2021-12-07,55.994,56.608,55.875,56.34,880780.0
2021-12-08,56.39,56.737,56.122,56.281,666429.0
2021-12-09,55.894,56.638,55.712,56.132,791351.0
2021-12-10,56.549,56.667,56.192,56.588,620276.0
2021-12-11,56.549,56.667,56.192,56.588,620276.0
2021-12-12,56.549,56.667,56.192,56.588,620276.0
2021-12-13,56.34,56.628,55.498,56.261,656017.0
2021-12-14,56.33,57.044,56.112,56.202,917288.0
2021-12-15,56.459,56.876,56.271,56.568,816042.0
2021-12-16,57.084,57.777,56.955,57.391,660445.0
2021-12-17,57.222,57.222,56.192,56.271,2051426.0
2021-12-18,57.222,57.222,56.192,56.271,2051426.0
2021-12-19,57.222,57.222,56.192,56.271,2051426.0
2021-12-20,55.548,55.642,54.626,55.082,952666.0
2021-12-21,55.756,56.737,55.657,56.251,583759.0
2021-12-22,56.033,56.35,55.736,56.251,496143.0
2021-12-23,56.509,56.994,56.241,56.509,460790.0
2021-12-24,56.509,56.994,56.241,56.509,460790.0
2021-12-25,56.509,56.994,56.241,56.509,460790.0
2021-12-26,56.509,56.994,56.241,56.509,460790.0
2021-12-27,56.469,57.242,56.301,57.203,339745.0
2021-12-28,57.074,57.946,57.074,57.668,360242.0
2021-12-29,57.787,57.966,57.549,57.649,333470.0
2021-12-30,57.738,57.864,57.193,57.262,407063.0
2021-12-31,57.133,57.649,56.915,57.242,604208.0
2022-01-01,57.133,57.649,56.915,57.242,604208.0
2022-01-02,57.133,57.649,56.915,57.242,604208.0
2022-01-03,57.579,58.035,57.46,57.579,410123.0
2022-01-04,58.154,59.214,58.154,58.858,606464.0
2022-01-05,59.175,59.363,58.114,58.253,669526.0
2022-01-06,59.105,59.254,58.57,58.828,568743.0
2022-01-07,58.897,60.344,58.575,60.235,865690.0
2022-01-08,58.897,60.344,58.575,60.235,865690.0
2022-01-09,58.897,60.344,58.575,60.235,865690.0
2022-01-10,60.354,60.612,59.541,60.186,561693.0
2022-01-11,60.394,60.632,59.512,60.582,629107.0
2022-01-12,60.503,60.84,60.285,60.632,465973.0
2022-01-13,60.82,61.375,60.76,60.939,786190.0
2022-01-14,60.414,61.127,60.027,61.078,470551.0
2022-01-15,60.414,61.127,60.027,61.078,470551.0
2022-01-16,60.414,61.127,60.027,61.078,470551.0
2022-01-17,60.414,61.127,60.027,61.078,470551.0
2022-01-18,60.949,61.107,60.126,60.364,421439.0
2022-01-19,60.552,60.552,58.986,59.056,364254.0
2022-01-20,59.135,60.037,58.431,58.56,449811.0
2022-01-21,58.58,58.788,57.431,57.629,482809.0
2022-01-22,58.58,58.788,57.431,57.629,482809.0
2022-01-23,58.58,58.788,57.431,57.629,482809.0
2022-01-24,57.014,58.57,56.43,58.431,875315.0
2022-01-25,57.668,58.339,56.4,57.797,799597.0
2022-01-26,58.223,58.879,57.47,58.124,576645.0
2022-01-27,58.63,59.472,57.381,57.748,558547.0
2022-01-28,57.54,58.372,57.183,58.362,836861.0
2022-01-29,57.54,58.372,57.183,58.362,836861.0
2022-01-30,57.54,58.372,57.183,58.362,836861.0
2022-01-31,57.777,59.214,57.47,59.125,1535988.0
2022-02-01,59.105,60.205,58.868,60.037,641313.0
2022-02-02,59.977,60.909,59.958,60.84,645580.0
2022-02-03,61.196,61.395,60.414,60.552,479009.0
2022-02-04,60.463,61.305,60.265,60.721,590757.0
2022-02-05,60.463,61.305,60.265,60.721,590757.0
2022-02-06,60.463,61.305,60.265,60.721,590757.0
2022-02-07,61.206,62.624,59.958,60.285,881545.0
2022-02-08,60.751,61.484,60.661,61.196,753723.0
2022-02-09,61.474,61.553,60.969,61.028,485323.0
2022-02-10,60.463,61.89,60.463,61.543,1162383.0
2022-02-11,61.355,62.168,60.83,61.087,1013211.0
2022-02-12,61.355,62.168,60.83,61.087,1013211.0
2022-02-13,61.355,62.168,60.83,61.087,1013211.0
2022-02-14,61.335,61.504,59.928,60.582,1007807.0
2022-02-15,61.028,61.464,60.612,60.899,631043.0
2022-02-16,60.651,61.583,60.146,61.504,681354.0
2022-02-17,60.889,61.182,60.305,60.453,575453.0
2022-02-18,60.225,61.355,60.136,61.048,763460.0
2022-02-19,60.225,61.355,60.136,61.048,763460.0
2022-02-20,60.225,61.355,60.136,61.048,763460.0
2022-02-21,60.225,61.355,60.136,61.048,763460.0
2022-02-22,61.159,61.269,60.108,60.525,663278.0
2022-02-23,60.852,61.136,59.473,59.671,675784.0
2022-02-24,58.064,58.65,57.102,58.531,1050801.0
2022-02-25,59.175,61.437,59.165,61.338,1064341.0
2022-02-26,59.175,61.437,59.165,61.338,1064341.0
2022-02-27,59.175,61.437,59.165,61.338,1064341.0
2022-02-28,59.542,61.001,59.542,60.852,963582.0
2022-03-01,60.534,60.743,59.007,59.235,968672.0
2022-03-02,59.949,61.388,59.9,61.001,695339.0
2022-03-03,61.021,61.417,60.525,61.05,419848.0
2022-03-04,59.642,60.515,59.463,60.396,658890.0
2022-03-05,59.642,60.515,59.463,60.396,658890.0
2022-03-06,59.642,60.515,59.463,60.396,658890.0
2022-03-07,59.81,60.207,59.195,59.205,1012675.0
2022-03-08,59.959,60.713,59.284,59.582,1118843.0
2022-03-09,60.971,61.844,60.505,60.544,900162.0
2022-03-10,59.88,60.713,59.88,60.415,961647.0
2022-03-11,60.743,61.378,60.277,60.396,648414.0
2022-03-12,60.743,61.378,60.277,60.396,648414.0
2022-03-13,60.743,61.378,60.277,60.396,648414.0
2022-03-14,61.407,61.804,60.713,61.179,715906.0
2022-03-15,61.636,62.191,61.189,62.171,922302.0
2022-03-16,62.3,62.836,61.804,62.806,1526192.0
2022-03-17,62.39,63.292,61.983,63.292,980875.0
2022-03-18,63.213,63.213,61.894,62.757,2788288.0
2022-03-19,63.213,63.213,61.894,62.757,2788288.0
2022-03-20,63.213,63.213,61.894,62.757,2788288.0
2022-03-21,63.153,63.53,62.717,63.481,1001643.0
2022-03-22,63.689,64.384,63.521,64.017,800763.0
2022-03-23,63.878,64.101,63.382,63.392,465957.0
2022-03-24,63.59,64.255,63.431,64.096,740864.0
2022-03-25,64.136,65.01,63.982,64.979,1052731.0
2022-03-26,64.136,65.01,63.982,64.979,1052731.0
2022-03-27,64.136,65.01,63.982,64.979,1052731.0
2022-03-28,64.711,64.949,64.106,64.82,745926.0
2022-03-29,65.475,65.475,64.602,65.098,625816.0
2022-03-30,65.286,65.386,64.632,65.009,446326.0
2022-03-31,64.84,65.425,64.265,64.304,807135.0
2022-04-01,65.167,65.247,64.413,64.741,638712.0
2022-04-02,65.167,65.247,64.413,64.741,638712.0
2022-04-03,65.167,65.247,64.413,64.741,638712.0
2022-04-04,64.483,64.646,63.264,63.352,682081.0
2022-04-05,63.352,63.997,62.608,62.796,1131869.0
2022-04-06,62.662,63.431,62.459,62.856,887087.0
2022-04-07,63.6,63.6,62.271,63.054,1087767.0
2022-04-08,63.253,64.111,63.086,63.917,682875.0
2022-04-09,63.253,64.111,63.086,63.917,682875.0
2022-04-10,63.253,64.111,63.086,63.917,682875.0
2022-04-11,63.927,64.632,63.927,64.145,523514.0
2022-04-12,64.136,64.731,63.778,63.997,555816.0
2022-04-13,63.788,64.413,63.501,64.245,629130.0
2022-04-14,64.314,64.899,64.314,64.632,540211.0
2022-04-15,64.314,64.899,64.314,64.632,540211.0
2022-04-16,64.314,64.899,64.314,64.632,540211.0
2022-04-17,64.314,64.899,64.314,64.632,540211.0
2022-04-18,64.265,65.157,64.265,64.979,690036.0
2022-04-19,65.058,65.356,64.463,65.157,865818.0
2022-04-20,65.475,66.913,65.311,66.824,1287278.0
2022-04-21,66.963,67.657,66.07,66.13,995121.0
2022-04-22,65.743,65.872,64.165,64.195,849794.0
2022-04-23,65.743,65.872,64.165,64.195,849794.0
2022-04-24,65.743,65.872,64.165,64.195,849794.0
2022-04-25,63.699,64.314,62.417,64.165,990177.0
2022-04-26,63.679,64.384,62.915,62.935,615656.0
2022-04-27,63.243,64.225,62.886,63.6,581074.0
2022-04-28,64.066,64.215,63.223,64.066,864664.0
2022-04-29,63.62,63.937,62.102,62.34,1140732.0
2022-04-30,63.62,63.937,62.102,62.34,1140732.0
2022-05-01,63.62,63.937,62.102,62.34,1140732.0
2022-05-02,62.429,62.548,59.969,61.08,1123193.0
2022-05-03,61.576,62.747,61.181,62.29,1143701.0
2022-05-04,62.558,64.374,62.469,64.334,644974.0
2022-05-05,63.739,64.195,62.618,63.253,604914.0
2022-05-06,63.213,64.255,62.727,63.927,917322.0
2022-05-07,63.213,64.255,62.727,63.927,917322.0
2022-05-08,63.213,64.255,62.727,63.927,917322.0
2022-05-09,63.54,64.017,62.31,62.578,825492.0
2022-05-10,62.945,63.709,61.784,62.231,1022721.0
2022-05-11,62.409,63.372,61.814,61.884,883231.0
2022-05-12,61.844,62.142,60.475,61.447,1040487.0
2022-05-13,61.923,62.905,61.894,62.648,691313.0
2022-05-14,61.923,62.905,61.894,62.648,691313.0
2022-05-15,61.923,62.905,61.894,62.648,691313.0
2022-05-16,62.648,63.382,62.399,62.598,1089880.0
2022-05-17,63.292,64.374,63.253,64.284,1304101.0
2022-05-18,63.967,64.136,62.776,62.955,949871.0
2022-05-19,62.211,62.826,61.13,62.439,1253262.0
2022-05-20,62.737,63.153,61.457,62.29,3710768.0
2022-05-21,62.737,63.153,61.457,62.29,3710768.0
2022-05-22,62.737,63.153,61.457,62.29,3710768.0
2022-05-23,63.382,63.937,62.886,63.59,1277703.0
2022-05-24,63.483,63.712,62.143,63.483,909454.0
2022-05-25,63.046,63.851,63.046,63.751,1487196.0
2022-05-26,64.417,64.615,64.228,64.327,695708.0
2022-05-27,64.436,65.489,64.278,65.469,910308.0
2022-05-28,64.436,65.489,64.278,65.469,910308.0
2022-05-29,64.436,65.489,64.278,65.469,910308.0
2022-05-30,64.436,65.489,64.278,65.469,910308.0
2022-05-31,65.052,65.876,64.476,65.032,1985751.0
2022-06-01,65.022,65.33,63.2,64.297,741346.0
2022-06-02,64.476,64.923,63.473,64.913,577674.0
2022-06-03,64.387,64.739,64.079,64.288,503037.0
2022-06-04,64.387,64.739,64.079,64.288,503037.0
2022-06-05,64.387,64.739,64.079,64.288,503037.0
2022-06-06,64.754,65.062,63.851,64.039,777833.0
2022-06-07,63.751,64.436,63.344,64.397,1201067.0
2022-06-08,63.771,63.841,62.957,62.967,687099.0
2022-06-09,62.927,63.016,61.11,61.14,675339.0
2022-06-10,59.829,60.584,59.829,59.918,1219667.0
2022-06-11,59.829,60.584,59.829,59.918,1219667.0
2022-06-12,59.829,60.584,59.829,59.918,1219667.0
2022-06-13,58.846,59.452,57.595,57.902,1086169.0
2022-06-14,58.101,58.915,57.932,58.131,1109061.0
2022-06-15,58.737,59.322,58.121,58.498,1373402.0
2022-06-16,57.456,57.813,56.284,56.502,1318182.0
2022-06-17,56.88,57.505,56.334,57.138,2174041.0
2022-06-18,56.88,57.505,56.334,57.138,2174041.0
2022-06-19,56.88,57.505,56.334,57.138,2174041.0
2022-06-20,56.88,57.505,56.334,57.138,2174041.0
2022-06-21,58.3,58.538,57.485,58.081,1305453.0
2022-06-22,57.168,58.528,57.168,58.002,1115020.0
2022-06-23,57.932,58.468,57.088,57.614,703902.0
2022-06-24,57.992,59.481,57.992,59.352,1645603.0
2022-06-25,57.992,59.481,57.992,59.352,1645603.0
2022-06-26,57.992,59.481,57.992,59.352,1645603.0
2022-06-27,59.541,59.819,59.044,59.372,752993.0
2022-06-28,59.948,60.375,59.064,59.114,624251.0
2022-06-29,59.332,59.362,58.568,58.627,495974.0
2022-06-30,57.962,59.233,57.793,58.846,914505.0
2022-07-01,58.776,59.769,58.429,59.73,864269.0
2022-07-02,58.776,59.769,58.429,59.73,864269.0
2022-07-03,58.776,59.769,58.429,59.73,864269.0
2022-07-04,58.776,59.769,58.429,59.73,864269.0
2022-07-05,58.866,58.915,57.346,58.071,772026.0
2022-07-06,58.002,58.608,57.128,58.121,574738.0
2022-07-07,58.687,59.144,58.19,58.22,970072.0
2022-07-08,58.538,58.867,57.466,57.525,992955.0
2022-07-09,58.538,58.867,57.466,57.525,992955.0
2022-07-10,58.538,58.867,57.466,57.525,992955.0
2022-07-11,57.138,57.982,57.138,57.545,583285.0
2022-07-12,57.108,57.952,56.731,57.327,748764.0
2022-07-13,56.81,57.336,56.572,56.88,768295.0
2022-07-14,55.609,56.046,55.043,55.221,1046227.0
2022-07-15,56.075,56.423,55.619,56.055,795975.0
2022-07-16,56.075,56.423,55.619,56.055,795975.0
2022-07-17,56.075,56.423,55.619,56.055,795975.0
2022-07-18,56.532,56.85,55.728,55.847,795705.0
2022-07-19,56.512,57.376,56.512,57.327,676864.0
2022-07-20,57.168,57.545,56.85,57.297,616091.0
2022-07-21,56.979,57.029,56.254,56.999,494229.0
2022-07-22,57.108,57.436,56.274,56.651,472720.0
2022-07-23,57.108,57.436,56.274,56.651,472720.0
2022-07-24,57.108,57.436,56.274,56.651,472720.0
2022-07-25,57.058,57.684,56.79,57.416,437227.0
2022-07-26,57.446,57.803,57.118,57.466,429714.0
2022-07-27,57.714,57.883,56.86,57.605,733393.0
2022-07-28,57.674,57.883,56.12,57.336,575643.0
2022-07-29,57.575,58.22,57.575,57.843,693084.0
2022-07-30,57.575,58.22,57.575,57.843,693084.0
2022-07-31,57.575,58.22,57.575,57.843,693084.0
2022-08-01,56.085,56.577,54.25,55.261,1951772.0
2022-08-02,55.062,55.599,54.506,54.953,1176281.0
2022-08-03,55.221,55.46,54.516,54.953,1019879.0
2022-08-04,54.705,54.973,53.97,54.0,848322.0
2022-08-05,53.901,54.814,53.722,54.735,666470.0
2022-08-06,53.901,54.814,53.722,54.735,666470.0
2022-08-07,53.901,54.814,53.722,54.735,666470.0
2022-08-08,55.082,55.738,54.973,54.983,748260.0
2022-08-09,55.221,55.832,55.201,55.668,601057.0
2022-08-10,56.214,56.651,56.115,56.592,713780.0
2022-08-11,56.999,57.416,56.974,57.108,499296.0
2022-08-12,57.327,58.31,57.327,58.3,651901.0
2022-08-13,57.327,58.31,57.327,58.3,651901.0
2022-08-14,57.327,58.31,57.327,58.3,651901.0
2022-08-15,57.644,58.24,57.446,58.071,560396.0
2022-08-16,57.945,58.591,57.945,58.452,574368.0
2022-08-17,57.925,58.63,57.925,58.123,1022287.0
2022-08-18,58.183,58.606,58.183,58.601,598477.0
2022-08-19,58.501,58.601,57.776,57.895,1339192.0
2022-08-20,58.501,58.601,57.776,57.895,1339192.0
2022-08-21,58.501,58.601,57.776,57.895,1339192.0
2022-08-22,57.269,57.418,56.533,56.622,726654.0
2022-08-23,56.95,57.05,56.394,56.662,696336.0
2022-08-24,56.632,56.911,56.404,56.851,754974.0
2022-08-25,57.209,57.617,56.791,57.607,477942.0
2022-08-26,57.716,58.034,56.444,56.463,652900.0
2022-08-27,57.716,58.034,56.444,56.463,652900.0
2022-08-28,57.716,58.034,56.444,56.463,652900.0
2022-08-29,56.106,56.712,55.867,56.145,763573.0
2022-08-30,56.086,56.453,55.28,55.41,925214.0
2022-08-31,55.579,55.777,54.972,54.982,1170165.0
2022-09-01,54.833,55.201,54.386,55.181,854174.0
2022-09-02,55.847,56.528,54.853,55.102,823495.0
2022-09-03,55.847,56.528,54.853,55.102,823495.0
2022-09-04,55.847,56.528,54.853,55.102,823495.0
2022-09-05,55.847,56.528,54.853,55.102,823495.0
2022-09-06,55.569,55.787,54.853,55.002,1176983.0
2022-09-07,54.853,56.096,54.853,55.897,1016894.0
2022-09-08,55.668,56.414,55.35,56.334,891318.0
2022-09-09,56.473,56.96,56.394,56.523,768937.0
2022-09-10,56.473,56.96,56.394,56.523,768937.0
2022-09-11,56.473,56.96,56.394,56.523,768937.0
2022-09-12,56.911,57.448,56.692,57.11,764535.0
2022-09-13,56.344,56.712,55.41,55.519,946474.0
2022-09-14,55.758,55.897,54.709,55.042,1242248.0
2022-09-15,55.221,55.752,54.972,55.092,961257.0
2022-09-16,54.694,54.694,53.417,53.64,2780838.0
2022-09-17,54.694,54.694,53.417,53.64,2780838.0
2022-09-18,54.694,54.694,53.417,53.64,2780838.0
2022-09-19,53.133,54.803,53.133,54.783,1150534.0
2022-09-20,54.276,54.445,52.934,53.481,1086897.0
2022-09-21,53.779,54.177,52.537,52.567,916841.0
2022-09-22,52.537,52.537,51.463,51.513,877697.0
2022-09-23,50.907,51.095,50.042,50.698,892137.0
2022-09-24,50.907,51.095,50.042,50.698,892137.0
2022-09-25,50.907,51.095,50.042,50.698,892137.0
2022-09-26,50.37,50.747,49.067,49.376,998152.0
2022-09-27,49.813,50.141,49.167,49.823,791363.0
2022-09-28,50.141,50.857,49.863,50.618,1133535.0
2022-09-29,50.25,50.608,49.753,50.469,1060027.0
2022-09-30,50.499,50.827,49.465,49.545,1318142.0
2022-10-01,50.499,50.827,49.465,49.545,1318142.0
2022-10-02,50.499,50.827,49.465,49.545,1318142.0
2022-10-03,50.181,51.592,49.475,51.215,990311.0
2022-10-04,51.692,52.964,51.692,52.875,910938.0
2022-10-05,52.388,52.77,52.239,52.487,774915.0
2022-10-06,52.05,52.318,51.811,51.841,806113.0
2022-10-07,51.602,51.632,50.738,51.046,760900.0
2022-10-08,51.602,51.632,50.738,51.046,760900.0
2022-10-09,51.602,51.632,50.738,51.046,760900.0
2022-10-10,51.314,51.672,50.966,51.125,461072.0
2022-10-11,51.016,52.308,51.016,51.612,627277.0
2022-10-12,51.483,51.761,51.175,51.175,554499.0
2022-10-13,50.738,53.551,50.38,53.342,878325.0
2022-10-14,53.869,54.266,52.577,52.686,842868.0
2022-10-15,53.869,54.266,52.577,52.686,842868.0
2022-10-16,53.869,54.266,52.577,52.686,842868.0
2022-10-17,53.471,53.951,53.054,53.282,889360.0
2022-10-18,54.455,54.793,53.879,54.286,864636.0
2022-10-19,54.147,54.813,53.7,54.217,617014.0
2022-10-20,53.72,54.565,53.243,53.322,624633.0
2022-10-21,53.571,55.221,53.322,55.171,874328.0
2022-10-22,53.571,55.221,53.322,55.171,874328.0
2022-10-23,53.571,55.221,53.322,55.171,874328.0
2022-10-24,55.509,56.155,55.261,55.519,603090.0
2022-10-25,55.032,55.628,54.744,55.43,715944.0
2022-10-26,55.887,55.966,55.41,55.638,524144.0
2022-10-27,56.165,56.821,55.927,56.026,768290.0
2022-10-28,56.453,57.716,56.384,57.646,785337.0
2022-10-29,56.453,57.716,56.384,57.646,785337.0
2022-10-30,56.453,57.716,56.384,57.646,785337.0
2022-10-31,56.911,57.497,56.026,56.682,1029530.0
2022-11-01,56.941,57.279,55.961,56.155,1014893.0
2022-11-02,55.897,56.672,55.092,55.181,812801.0
2022-11-03,54.614,55.29,54.197,54.893,554495.0
2022-11-04,55.589,55.996,54.664,55.141,687632.0
2022-11-05,55.589,55.996,54.664,55.141,687632.0
2022-11-06,55.589,55.996,54.664,55.141,687632.0
2022-11-07,55.608,55.608,54.724,55.27,688500.0
2022-11-08,55.261,55.539,54.604,55.32,488082.0
2022-11-09,55.052,55.111,53.948,54.137,662326.0
2022-11-10,55.678,56.302,55.261,56.255,773959.0
2022-11-11,56.791,56.791,55.39,55.638,659150.0
2022-11-12,56.791,56.791,55.39,55.638,659150.0
2022-11-13,56.791,56.791,55.39,55.638,659150.0
2022-11-14,55.648,56.453,55.092,55.161,495723.0
2022-11-15,55.549,55.628,54.585,55.251,679356.0
2022-11-16,55.31,55.539,54.768,55.3,772984.0
2022-11-17,54.744,55.758,54.744,55.698,652052.0
2022-11-18,56.304,56.672,55.628,56.284,761540.0
2022-11-19,56.304,56.672,55.628,56.284,761540.0
2022-11-20,56.304,56.672,55.628,56.284,761540.0
2022-11-21,56.225,56.652,55.946,56.473,446966.0
2022-11-22,56.904,57.252,56.675,56.824,539469.0
2022-11-23,56.754,57.043,56.486,57.033,524392.0
