,TMP US Equity,TMP US Equity,TMP US Equity,TMP US Equity,TMP US Equity
2020-04-25,58.6846,59.4617,57.7939,58.0559,26656.0
2020-04-26,58.6846,59.4617,57.7939,58.0559,26656.0
2020-04-27,57.7939,62.1012,57.7939,61.2778,47607.0
2020-04-28,62.867,62.8801,61.1207,61.5136,31357.0
2020-04-29,62.867,66.2199,61.6096,65.2856,52733.0
2020-04-30,62.9892,62.9892,58.6933,58.9465,72829.0
2020-05-01,56.7549,59.8982,56.5453,59.5402,69307.0
2020-05-02,56.7549,59.8982,56.5453,59.5402,69307.0
2020-05-03,56.7549,59.8982,56.5453,59.5402,69307.0
2020-05-04,58.0297,58.1519,56.7855,57.2875,56793.0
2020-05-05,59.4093,59.4093,55.9516,56.72,59682.0
2020-05-06,56.7636,58.4575,55.1334,55.873,62927.0
2020-05-07,57.4098,57.4098,54.7379,54.8863,58088.0
2020-05-08,55.9076,57.7653,55.7315,56.9994,54186.0
2020-05-09,55.9076,57.7653,55.7315,56.9994,54186.0
2020-05-10,55.9076,57.7653,55.7315,56.9994,54186.0
2020-05-11,56.5944,56.9862,53.9531,54.4109,54626.0
2020-05-12,54.1468,54.6838,52.0425,52.0425,76127.0
2020-05-13,50.3433,51.4086,48.961,49.6301,61579.0
2020-05-14,48.6881,49.8767,46.9484,49.322,71123.0
2020-05-15,49.7974,50.0615,48.4063,49.5157,140988.0
2020-05-16,49.7974,50.0615,48.4063,49.5157,140988.0
2020-05-17,49.7974,50.0615,48.4063,49.5157,140988.0
2020-05-18,52.5092,54.5342,51.1533,53.7594,79289.0
2020-05-19,53.6801,53.7309,50.4137,50.7307,42262.0
2020-05-20,51.708,54.587,51.708,53.7242,46484.0
2020-05-21,53.3632,54.5782,53.3632,53.5569,33786.0
2020-05-22,54.7278,54.7278,52.5532,53.5481,20872.0
2020-05-23,54.7278,54.7278,52.5532,53.5481,20872.0
2020-05-24,54.7278,54.7278,52.5532,53.5481,20872.0
2020-05-25,54.7278,54.7278,52.5532,53.5481,20872.0
2020-05-26,54.587,57.2547,54.587,56.3655,40547.0
2020-05-27,58.1968,61.833,56.6472,61.2783,73140.0
2020-05-28,62.5901,62.5901,58.1615,58.4961,54937.0
2020-05-29,57.5805,57.5805,55.7888,56.656,40702.0
2020-05-30,57.5805,57.5805,55.7888,56.656,40702.0
2020-05-31,57.5805,57.5805,55.7888,56.656,40702.0
2020-06-01,56.8937,57.5628,55.1505,55.1505,68898.0
2020-06-02,55.4762,56.6032,54.8335,55.0008,37323.0
2020-06-03,55.9517,59.1212,55.1152,57.554,27505.0
2020-06-04,56.3478,58.4873,56.1982,58.2496,31329.0
2020-06-05,61.9562,62.9643,60.0457,61.2871,64775.0
2020-06-06,61.9562,62.9643,60.0457,61.2871,64775.0
2020-06-07,61.9562,62.9643,60.0457,61.2871,64775.0
2020-06-08,62.1587,62.6606,60.9789,61.4808,39824.0
2020-06-09,60.0281,61.9298,59.5967,60.9261,31785.0
2020-06-10,61.0582,61.4148,58.2936,58.4169,41130.0
2020-06-11,55.5555,56.1718,54.8247,54.9215,75785.0
2020-06-12,57.149,57.149,53.7065,55.5555,46534.0
2020-06-13,57.149,57.149,53.7065,55.5555,46534.0
2020-06-14,57.149,57.149,53.7065,55.5555,46534.0
2020-06-15,53.5393,55.9252,53.2839,55.9252,32095.0
2020-06-16,57.2283,58.2144,56.1718,57.3251,38012.0
2020-06-17,57.9326,58.5049,54.6838,54.6838,41215.0
2020-06-18,54.1292,56.8409,53.9795,55.3001,29867.0
2020-06-19,55.5114,55.8812,53.6537,55.4762,135121.0
2020-06-20,55.5114,55.8812,53.6537,55.4762,135121.0
2020-06-21,55.5114,55.8812,53.6537,55.4762,135121.0
2020-06-22,55.2385,56.4975,54.226,55.0536,35395.0
2020-06-23,55.8284,56.3478,53.9795,53.9795,35077.0
2020-06-24,53.3192,54.4285,51.9897,52.5092,59212.0
2020-06-25,51.9457,55.0976,51.3074,54.4373,55440.0
2020-06-26,53.4776,53.7153,51.7168,52.8613,119339.0
2020-06-27,53.4776,53.7153,51.7168,52.8613,119339.0
2020-06-28,53.4776,53.7153,51.7168,52.8613,119339.0
2020-06-29,52.8613,55.6963,52.8613,55.6963,50641.0
2020-06-30,53.4336,58.8571,53.4336,57.0258,61103.0
2020-07-01,57.8358,57.8358,54.1292,54.631,33874.0
2020-07-02,55.5995,56.2686,54.4637,54.543,37355.0
2020-07-03,55.5995,56.2686,54.4637,54.543,37355.0
2020-07-04,55.5995,56.2686,54.4637,54.543,37355.0
2020-07-05,55.5995,56.2686,54.4637,54.543,37355.0
2020-07-06,56.0485,56.3655,54.0059,54.7102,34527.0
2020-07-07,53.9619,54.4725,53.0814,53.372,47690.0
2020-07-08,53.3808,53.8034,51.3734,52.3507,56722.0
2020-07-09,51.9281,52.0777,50.2552,50.9068,44013.0
2020-07-10,51.1269,53.6977,50.9596,53.5745,47785.0
2020-07-11,51.1269,53.6977,50.9596,53.5745,47785.0
2020-07-12,51.1269,53.6977,50.9596,53.5745,47785.0
2020-07-13,54.2348,55.3177,53.2663,54.182,39586.0
2020-07-14,54.3317,54.9392,52.7645,53.8474,52280.0
2020-07-15,54.2788,57.4079,54.2788,56.339,62315.0
2020-07-16,56.5856,56.6076,55.3089,56.1365,28851.0
2020-07-17,54.8599,56.0573,54.6398,54.6398,39487.0
2020-07-18,54.8599,56.0573,54.6398,54.6398,39487.0
2020-07-19,54.8599,56.0573,54.6398,54.6398,39487.0
2020-07-20,54.7895,55.0888,54.2436,54.7455,31560.0
2020-07-21,55.4322,58.6546,55.4322,58.1263,67848.0
2020-07-22,57.783,57.783,56.0837,56.7,33798.0
2020-07-23,56.612,58.4609,56.612,57.4748,47207.0
2020-07-24,58.0119,58.5547,56.5151,56.7264,31126.0
2020-07-25,58.0119,58.5547,56.5151,56.7264,31126.0
2020-07-26,58.0119,58.5547,56.5151,56.7264,31126.0
2020-07-27,57.3956,58.3353,56.3126,57.017,33310.0
2020-07-28,56.7793,57.7918,56.6296,56.8673,24643.0
2020-07-29,56.8761,59.3765,56.7088,58.5753,29492.0
2020-07-30,57.2723,58.0735,56.4535,58.0735,28085.0
2020-07-31,57.8072,57.8072,55.5354,57.2659,46752.0
2020-08-01,57.8072,57.8072,55.5354,57.2659,46752.0
2020-08-02,57.8072,57.8072,55.5354,57.2659,46752.0
2020-08-03,57.1505,57.2748,55.9791,56.698,34261.0
2020-08-04,56.0058,56.7778,55.4733,56.698,25670.0
2020-08-05,56.8577,58.668,56.3341,58.0823,58056.0
2020-08-06,58.6148,58.6148,57.0219,57.4256,26383.0
2020-08-07,57.4256,60.9931,57.3103,60.9931,40320.0
2020-08-08,57.4256,60.9931,57.3103,60.9931,40320.0
2020-08-09,57.4256,60.9931,57.3103,60.9931,40320.0
2020-08-10,60.7003,62.8035,60.4962,61.3481,30828.0
2020-08-11,62.5461,63.611,59.6593,62.4396,39333.0
2020-08-12,63.9216,63.9216,62.3243,62.6881,42523.0
2020-08-13,62.1468,62.5639,61.1884,61.5167,22637.0
2020-08-14,61.6764,62.1733,60.8777,62.129,30465.0
2020-08-15,61.6764,62.1733,60.8777,62.129,30465.0
2020-08-16,61.6764,62.1733,60.8777,62.129,30465.0
2020-08-17,61.7741,61.7741,60.619,61.2771,28885.0
2020-08-18,61.6764,61.6764,60.0746,60.0968,18865.0
2020-08-19,60.7003,61.4102,60.3808,60.86,27150.0
2020-08-20,59.804,60.2299,59.4611,59.8128,16994.0
2020-08-21,59.2804,59.8838,58.7923,59.3425,27754.0
2020-08-22,59.2804,59.8838,58.7923,59.3425,27754.0
2020-08-23,59.2804,59.8838,58.7923,59.3425,27754.0
2020-08-24,59.5555,61.3836,59.1561,61.3747,30037.0
2020-08-25,61.6764,62.2089,60.0968,60.8777,22539.0
2020-08-26,60.8777,61.2593,59.5022,59.7951,18436.0
2020-08-27,59.9726,60.8926,59.5644,60.7269,18802.0
2020-08-28,61.1795,61.1795,59.5022,59.9105,18858.0
2020-08-29,61.1795,61.1795,59.5022,59.9105,18858.0
2020-08-30,61.1795,61.1795,59.5022,59.9105,18858.0
2020-08-31,59.9016,59.9016,58.6592,58.7302,43770.0
2020-09-01,57.8516,58.9964,57.47,58.3397,34637.0
2020-09-02,58.1267,58.5793,57.6741,58.3308,33954.0
2020-09-03,58.0912,59.0585,57.4966,58.0291,29795.0
2020-09-04,59.2892,59.2892,57.683,58.8899,21188.0
2020-09-05,59.2892,59.2892,57.683,58.8899,21188.0
2020-09-06,59.2892,59.2892,57.683,58.8899,21188.0
2020-09-07,59.2892,59.2892,57.683,58.8899,21188.0
2020-09-08,57.8161,57.8161,55.4644,55.7307,61906.0
2020-09-09,55.917,56.5293,54.7367,54.7545,54229.0
2020-09-10,55.2248,55.2248,54.08,54.08,33292.0
2020-09-11,54.3729,54.5637,53.3612,53.7428,35137.0
2020-09-12,54.3729,54.5637,53.3612,53.7428,35137.0
2020-09-13,54.3729,54.5637,53.3612,53.7428,35137.0
2020-09-14,53.9114,54.8432,53.5209,54.8166,38571.0
2020-09-15,54.7545,54.7545,52.8731,52.8909,42711.0
2020-09-16,53.45,54.3818,53.1926,53.3612,57834.0
2020-09-17,53.2458,53.3967,52.5497,52.7045,48182.0
2020-09-18,53.4233,53.4233,51.4799,52.953,202746.0
2020-09-19,53.4233,53.4233,51.4799,52.953,202746.0
2020-09-20,53.4233,53.4233,51.4799,52.953,202746.0
2020-09-21,51.5597,52.0212,49.9978,50.9918,76833.0
2020-09-22,51.0539,51.6485,49.8115,50.4327,55542.0
2020-09-23,50.5836,51.7283,49.1725,49.2258,53867.0
2020-09-24,49.5719,50.7433,49.0838,49.7316,40964.0
2020-09-25,49.5009,50.2907,49.2968,49.3589,40447.0
2020-09-26,49.5009,50.2907,49.2968,49.3589,40447.0
2020-09-27,49.5009,50.2907,49.2968,49.3589,40447.0
2020-09-28,49.5275,50.8143,49.5275,50.3439,40944.0
2020-09-29,50.2818,50.2818,48.9596,50.0688,25015.0
2020-09-30,50.4149,51.7549,50.3706,50.4149,72712.0
2020-10-01,50.7877,50.9474,49.4743,49.776,53795.0
2020-10-02,49.3412,51.1959,49.3412,50.8942,34929.0
2020-10-03,49.3412,51.1959,49.3412,50.8942,34929.0
2020-10-04,49.3412,51.1959,49.3412,50.8942,34929.0
2020-10-05,51.0361,52.7045,51.0361,52.2697,32024.0
2020-10-06,52.74,53.4145,51.8792,51.9946,59477.0
2020-10-07,52.7933,52.7933,51.5863,51.7017,65098.0
2020-10-08,51.9502,52.7933,51.4133,52.0567,38650.0
2020-10-09,52.1188,52.2608,51.2048,51.4,36565.0
2020-10-10,52.1188,52.2608,51.2048,51.4,36565.0
2020-10-11,52.1188,52.2608,51.2048,51.4,36565.0
2020-10-12,51.3822,52.1366,51.0406,52.0567,56960.0
2020-10-13,51.5509,51.6903,49.8381,50.3351,37028.0
2020-10-14,49.4299,50.2286,48.6046,48.6046,32681.0
2020-10-15,48.2052,50.2463,48.2052,50.202,37322.0
2020-10-16,49.8825,50.6013,49.4388,50.2818,25946.0
2020-10-17,49.8825,50.6013,49.4388,50.2818,25946.0
2020-10-18,49.8825,50.6013,49.4388,50.2818,25946.0
2020-10-19,50.2818,51.7195,49.1282,49.137,33224.0
2020-10-20,49.6961,50.5747,49.6784,50.0067,32810.0
2020-10-21,49.7316,50.903,49.7316,50.8853,25327.0
2020-10-22,50.4416,52.0922,50.4416,51.5863,47422.0
2020-10-23,51.755,53.2622,51.2491,51.7461,24122.0
2020-10-24,51.755,53.2622,51.2491,51.7461,24122.0
2020-10-25,51.755,53.2622,51.2491,51.7461,24122.0
2020-10-26,50.7255,51.5065,50.3794,51.187,30673.0
2020-10-27,50.8942,51.329,49.2524,49.6163,55255.0
2020-10-28,48.9862,49.7361,48.5158,48.7554,44064.0
2020-10-29,48.8087,50.1221,48.365,49.9357,55570.0
2020-10-30,49.35,50.6723,49.35,49.6872,63337.0
2020-10-31,49.35,50.6723,49.35,49.6872,63337.0
2020-11-01,49.35,50.6723,49.35,49.6872,63337.0
2020-11-02,50.2428,51.3092,49.9471,51.0941,37481.0
2020-11-03,51.4436,52.8235,51.4346,52.6443,46378.0
2020-11-04,52.707,52.707,49.4453,49.517,70835.0
2020-11-05,49.517,50.9507,49.517,50.6819,42764.0
2020-11-06,51.1927,51.1927,48.845,48.9704,53281.0
2020-11-07,51.1927,51.1927,48.845,48.9704,53281.0
2020-11-08,51.1927,51.1927,48.845,48.9704,53281.0
2020-11-09,52.0798,57.8819,52.0798,56.8469,89031.0
2020-11-10,55.7806,59.3111,55.7806,59.0333,74639.0
2020-11-11,59.0064,59.0064,56.5243,57.286,40334.0
2020-11-12,56.1211,56.3003,54.7635,56.2913,50896.0
2020-11-13,57.4025,58.1462,56.2465,57.5458,67138.0
2020-11-14,57.4025,58.1462,56.2465,57.5458,67138.0
2020-11-15,57.4025,58.1462,56.2465,57.5458,67138.0
2020-11-16,59.6516,61.7574,57.4652,61.0495,50811.0
2020-11-17,59.7681,60.9599,59.1319,60.5029,47216.0
2020-11-18,61.2825,61.6274,58.9796,58.9796,34418.0
2020-11-19,58.872,59.6695,57.6354,59.6695,56600.0
2020-11-20,58.4688,59.3738,57.6623,59.0692,246441.0
2020-11-21,58.4688,59.3738,57.6623,59.0692,246441.0
2020-11-22,58.4688,59.3738,57.6623,59.0692,246441.0
2020-11-23,59.8039,60.7538,59.7054,60.2341,51303.0
2020-11-24,61.148,63.2001,60.9688,62.8775,51284.0
2020-11-25,62.4563,62.4563,60.6686,60.9509,25172.0
2020-11-26,62.4563,62.4563,60.6686,60.9509,25172.0
2020-11-27,61.0584,61.0584,59.1229,60.1624,20097.0
2020-11-28,61.0584,61.0584,59.1229,60.1624,20097.0
2020-11-29,61.0584,61.0584,59.1229,60.1624,20097.0
2020-11-30,58.9347,59.1319,56.9275,56.9992,53133.0
2020-12-01,58.3792,60.2072,57.4383,58.0118,30809.0
2020-12-02,58.0118,59.786,58.0118,59.5262,21028.0
2020-12-03,59.2305,59.5978,58.4598,58.8451,28824.0
2020-12-04,59.7771,61.4079,59.4814,61.4079,23903.0
2020-12-05,59.7771,61.4079,59.4814,61.4079,23903.0
2020-12-06,59.7771,61.4079,59.4814,61.4079,23903.0
2020-12-07,60.709,61.5513,60.046,60.8434,24404.0
2020-12-08,60.6642,62.2144,60.4572,62.1875,22620.0
2020-12-09,62.5549,63.209,61.2869,61.5782,40857.0
2020-12-10,61.8604,62.2681,61.3362,62.2413,23209.0
2020-12-11,61.8291,62.3667,61.2893,62.3667,27172.0
2020-12-12,61.8291,62.3667,61.2893,62.3667,27172.0
2020-12-13,61.8291,62.3667,61.2893,62.3667,27172.0
2020-12-14,63.1732,63.7915,62.6126,62.7341,49019.0
2020-12-15,63.4241,65.2431,62.9402,64.3291,42830.0
2020-12-16,65.0639,65.4132,64.0692,64.1768,45413.0
2020-12-17,65.27,65.27,63.3165,63.9976,35739.0
2020-12-18,64.4814,65.1356,62.6803,62.6803,269632.0
2020-12-19,64.4814,65.1356,62.6803,62.6803,269632.0
2020-12-20,64.4814,65.1356,62.6803,62.6803,269632.0
2020-12-21,62.7251,64.0244,61.0368,62.2054,40875.0
2020-12-22,61.8649,61.9366,60.7807,60.7807,28265.0
2020-12-23,61.6409,63.1015,61.6409,62.9044,26923.0
2020-12-24,62.6624,63.2359,61.9007,62.7431,12300.0
2020-12-25,62.6624,63.2359,61.9007,62.7431,12300.0
2020-12-26,62.6624,63.2359,61.9007,62.7431,12300.0
2020-12-27,62.6624,63.2359,61.9007,62.7431,12300.0
2020-12-28,62.8595,64.5083,62.8595,63.7377,26196.0
2020-12-29,63.7915,63.7915,62.761,62.9581,25483.0
2020-12-30,62.9223,63.8094,62.8775,63.5495,16897.0
2020-12-31,63.1463,64.3022,63.1463,63.2628,23137.0
2021-01-01,63.1463,64.3022,63.1463,63.2628,23137.0
2021-01-02,63.1463,64.3022,63.1463,63.2628,23137.0
2021-01-03,63.1463,64.3022,63.1463,63.2628,23137.0
2021-01-04,64.123,64.123,61.5154,61.9993,47118.0
2021-01-05,62.1158,63.7915,62.1158,63.7735,52814.0
2021-01-06,64.9653,69.7504,63.7108,68.1643,86451.0
2021-01-07,68.1016,69.8624,67.6629,69.7772,45935.0
2021-01-08,69.4905,69.4905,66.1929,68.2091,55185.0
2021-01-09,69.4905,69.4905,66.1929,68.2091,55185.0
2021-01-10,69.4905,69.4905,66.1929,68.2091,55185.0
2021-01-11,66.5603,68.46,66.5603,68.3614,26397.0
2021-01-12,68.9977,71.0945,68.3511,69.4636,33140.0
2021-01-13,68.5048,69.144,67.5639,67.788,28316.0
2021-01-14,68.3794,69.4278,67.8776,69.2665,30361.0
2021-01-15,67.5729,68.6303,67.2951,67.8596,28936.0
2021-01-16,67.5729,68.6303,67.2951,67.8596,28936.0
2021-01-17,67.5729,68.6303,67.2951,67.8596,28936.0
2021-01-18,67.5729,68.6303,67.2951,67.8596,28936.0
2021-01-19,68.7916,68.9977,67.5639,68.9977,33312.0
2021-01-20,68.2808,68.8408,67.2338,67.8328,30639.0
2021-01-21,68.2001,69.3113,66.1929,66.1929,44800.0
2021-01-22,65.3237,68.8812,64.8578,68.8812,30869.0
2021-01-23,65.3237,68.8812,64.8578,68.8812,30869.0
2021-01-24,65.3237,68.8812,64.8578,68.8812,30869.0
2021-01-25,67.331,67.9672,65.261,67.0084,44316.0
2021-01-26,68.012,68.012,64.5352,64.8578,27556.0
2021-01-27,62.8147,63.6257,61.381,62.7699,51418.0
2021-01-28,63.908,63.908,62.537,62.994,48399.0
2021-01-29,62.304,63.433,59.8846,59.9204,45590.0
2021-01-30,62.304,63.433,59.8846,59.9204,45590.0
2021-01-31,62.304,63.433,59.8846,59.9204,45590.0
2021-02-01,60.0548,61.7126,59.9473,61.3004,37340.0
2021-02-02,61.623,62.9492,60.9454,62.9402,33223.0
2021-02-03,62.5907,63.218,61.3541,63.0925,34403.0
2021-02-04,62.6893,64.9922,62.6893,64.9922,27735.0
2021-02-05,64.9743,66.0048,63.8811,65.3954,34483.0
2021-02-06,64.9743,66.0048,63.8811,65.3954,34483.0
2021-02-07,64.9743,66.0048,63.8811,65.3954,34483.0
2021-02-08,66.0364,67.237,63.9916,67.237,30716.0
2021-02-09,66.7766,69.187,65.7677,67.9502,35202.0
2021-02-10,68.4196,69.0606,67.7155,68.3203,30992.0
2021-02-11,68.3203,68.7898,67.4086,67.9231,39881.0
2021-02-12,68.1669,69.3314,66.8182,68.4016,28376.0
2021-02-13,68.1669,69.3314,66.8182,68.4016,28376.0
2021-02-14,68.1669,69.3314,66.8182,68.4016,28376.0
2021-02-15,68.1669,69.3314,66.8182,68.4016,28376.0
2021-02-16,69.4036,69.4036,67.6704,68.221,51510.0
2021-02-17,68.1578,69.2791,67.9108,68.3384,16538.0
2021-02-18,68.3294,69.2231,67.3815,68.1398,31515.0
2021-02-19,67.3724,69.0516,67.3724,68.8981,23036.0
2021-02-20,67.3724,69.0516,67.3724,68.8981,23036.0
2021-02-21,67.3724,69.0516,67.3724,68.8981,23036.0
2021-02-22,68.203,70.6765,67.6148,70.6765,28467.0
2021-02-23,70.505,72.8883,70.162,71.6605,30689.0
2021-02-24,71.498,74.2514,71.498,73.7188,34031.0
2021-02-25,74.2424,74.2424,70.9474,71.5432,25593.0
2021-02-26,71.3175,71.8591,69.8099,69.8099,48174.0
2021-02-27,71.3175,71.8591,69.8099,69.8099,48174.0
2021-02-28,71.3175,71.8591,69.8099,69.8099,48174.0
2021-03-01,71.3175,73.1546,70.8029,72.798,28683.0
2021-03-02,72.2293,72.3969,71.0376,71.6695,23941.0
2021-03-03,72.4008,74.8111,72.4008,73.0417,34547.0
2021-03-04,73.7098,75.6687,72.8883,74.3417,44583.0
2021-03-05,75.6326,78.1513,75.2823,78.1333,70564.0
2021-03-06,75.6326,78.1513,75.2823,78.1333,70564.0
2021-03-07,75.6326,78.1513,75.2823,78.1333,70564.0
2021-03-08,78.0881,81.2478,77.2079,80.9679,53290.0
2021-03-09,80.4353,81.004,78.5395,79.5325,51073.0
2021-03-10,79.3268,82.3311,79.3268,82.1325,42582.0
2021-03-11,81.2658,82.2498,80.7693,82.0241,41807.0
2021-03-12,82.4213,83.7755,81.6436,83.3783,33731.0
2021-03-13,82.4213,83.7755,81.6436,83.3783,33731.0
2021-03-14,82.4213,83.7755,81.6436,83.3783,33731.0
