,NBL US Equity,NBL US Equity,NBL US Equity,NBL US Equity,NBL US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2023-10-31,8.16,8.51,8.12,8.46,12416488.0
2023-11-01,8.16,8.51,8.12,8.46,12416488.0
2023-11-02,8.16,8.51,8.12,8.46,12416488.0
2023-11-03,8.16,8.51,8.12,8.46,12416488.0
2023-11-04,8.16,8.51,8.12,8.46,12416488.0
2023-11-05,8.16,8.51,8.12,8.46,12416488.0
2023-11-06,8.16,8.51,8.12,8.46,12416488.0
2023-11-07,8.16,8.51,8.12,8.46,12416488.0
2023-11-08,8.16,8.51,8.12,8.46,12416488.0
2023-11-09,8.16,8.51,8.12,8.46,12416488.0
2023-11-10,8.16,8.51,8.12,8.46,12416488.0
2023-11-11,8.16,8.51,8.12,8.46,12416488.0
2023-11-12,8.16,8.51,8.12,8.46,12416488.0
2023-11-13,8.16,8.51,8.12,8.46,12416488.0
2023-11-14,8.16,8.51,8.12,8.46,12416488.0
2023-11-15,8.16,8.51,8.12,8.46,12416488.0
2023-11-16,8.16,8.51,8.12,8.46,12416488.0
2023-11-17,8.16,8.51,8.12,8.46,12416488.0
2023-11-18,8.16,8.51,8.12,8.46,12416488.0
2023-11-19,8.16,8.51,8.12,8.46,12416488.0
2023-11-20,8.16,8.51,8.12,8.46,12416488.0
2023-11-21,8.16,8.51,8.12,8.46,12416488.0
2023-11-22,8.16,8.51,8.12,8.46,12416488.0
2023-11-23,8.16,8.51,8.12,8.46,12416488.0
2023-11-24,8.16,8.51,8.12,8.46,12416488.0
2023-11-25,8.16,8.51,8.12,8.46,12416488.0
2023-11-26,8.16,8.51,8.12,8.46,12416488.0
2023-11-27,8.16,8.51,8.12,8.46,12416488.0
2023-11-28,8.16,8.51,8.12,8.46,12416488.0
2023-11-29,8.16,8.51,8.12,8.46,12416488.0
2023-11-30,8.16,8.51,8.12,8.46,12416488.0
2023-12-01,8.16,8.51,8.12,8.46,12416488.0
2023-12-02,8.16,8.51,8.12,8.46,12416488.0
2023-12-03,8.16,8.51,8.12,8.46,12416488.0
2023-12-04,8.16,8.51,8.12,8.46,12416488.0
2023-12-05,8.16,8.51,8.12,8.46,12416488.0
2023-12-06,8.16,8.51,8.12,8.46,12416488.0
2023-12-07,8.16,8.51,8.12,8.46,12416488.0
2023-12-08,8.16,8.51,8.12,8.46,12416488.0
2023-12-09,8.16,8.51,8.12,8.46,12416488.0
2023-12-10,8.16,8.51,8.12,8.46,12416488.0
2023-12-11,8.16,8.51,8.12,8.46,12416488.0
2023-12-12,8.16,8.51,8.12,8.46,12416488.0
2023-12-13,8.16,8.51,8.12,8.46,12416488.0
2023-12-14,8.16,8.51,8.12,8.46,12416488.0
2023-12-15,8.16,8.51,8.12,8.46,12416488.0
2023-12-16,8.16,8.51,8.12,8.46,12416488.0
2023-12-17,8.16,8.51,8.12,8.46,12416488.0
2023-12-18,8.16,8.51,8.12,8.46,12416488.0
2023-12-19,8.16,8.51,8.12,8.46,12416488.0
2023-12-20,8.16,8.51,8.12,8.46,12416488.0
2023-12-21,8.16,8.51,8.12,8.46,12416488.0
2023-12-22,8.16,8.51,8.12,8.46,12416488.0
2023-12-23,8.16,8.51,8.12,8.46,12416488.0
2023-12-24,8.16,8.51,8.12,8.46,12416488.0
2023-12-25,8.16,8.51,8.12,8.46,12416488.0
2023-12-26,8.16,8.51,8.12,8.46,12416488.0
2023-12-27,8.16,8.51,8.12,8.46,12416488.0
2023-12-28,8.16,8.51,8.12,8.46,12416488.0
2023-12-29,8.16,8.51,8.12,8.46,12416488.0
2023-12-30,8.16,8.51,8.12,8.46,12416488.0
2023-12-31,8.16,8.51,8.12,8.46,12416488.0
2024-01-01,8.16,8.51,8.12,8.46,12416488.0
2024-01-02,8.16,8.51,8.12,8.46,12416488.0
2024-01-03,8.16,8.51,8.12,8.46,12416488.0
2024-01-04,8.16,8.51,8.12,8.46,12416488.0
2024-01-05,8.16,8.51,8.12,8.46,12416488.0
2024-01-06,8.16,8.51,8.12,8.46,12416488.0
2024-01-07,8.16,8.51,8.12,8.46,12416488.0
2024-01-08,8.16,8.51,8.12,8.46,12416488.0
2024-01-09,8.16,8.51,8.12,8.46,12416488.0
2024-01-10,8.16,8.51,8.12,8.46,12416488.0
2024-01-11,8.16,8.51,8.12,8.46,12416488.0
2024-01-12,8.16,8.51,8.12,8.46,12416488.0
2024-01-13,8.16,8.51,8.12,8.46,12416488.0
2024-01-14,8.16,8.51,8.12,8.46,12416488.0
2024-01-15,8.16,8.51,8.12,8.46,12416488.0
2024-01-16,8.16,8.51,8.12,8.46,12416488.0
2024-01-17,8.16,8.51,8.12,8.46,12416488.0
2024-01-18,8.16,8.51,8.12,8.46,12416488.0
2024-01-19,8.16,8.51,8.12,8.46,12416488.0
2024-01-20,8.16,8.51,8.12,8.46,12416488.0
2024-01-21,8.16,8.51,8.12,8.46,12416488.0
2024-01-22,8.16,8.51,8.12,8.46,12416488.0
2024-01-23,8.16,8.51,8.12,8.46,12416488.0
2024-01-24,8.16,8.51,8.12,8.46,12416488.0
2024-01-25,8.16,8.51,8.12,8.46,12416488.0
2024-01-26,8.16,8.51,8.12,8.46,12416488.0
2024-01-27,8.16,8.51,8.12,8.46,12416488.0
2024-01-28,8.16,8.51,8.12,8.46,12416488.0
2024-01-29,8.16,8.51,8.12,8.46,12416488.0
2024-01-30,8.16,8.51,8.12,8.46,12416488.0
2024-01-31,8.16,8.51,8.12,8.46,12416488.0
2024-02-01,8.16,8.51,8.12,8.46,12416488.0
2024-02-02,8.16,8.51,8.12,8.46,12416488.0
2024-02-03,8.16,8.51,8.12,8.46,12416488.0
2024-02-04,8.16,8.51,8.12,8.46,12416488.0
2024-02-05,8.16,8.51,8.12,8.46,12416488.0
2024-02-06,8.16,8.51,8.12,8.46,12416488.0
2024-02-07,8.16,8.51,8.12,8.46,12416488.0
2024-02-08,8.16,8.51,8.12,8.46,12416488.0
2024-02-09,8.16,8.51,8.12,8.46,12416488.0
2024-02-10,8.16,8.51,8.12,8.46,12416488.0
2024-02-11,8.16,8.51,8.12,8.46,12416488.0
2024-02-12,8.16,8.51,8.12,8.46,12416488.0
2024-02-13,8.16,8.51,8.12,8.46,12416488.0
2024-02-14,8.16,8.51,8.12,8.46,12416488.0
2024-02-15,8.16,8.51,8.12,8.46,12416488.0
2024-02-16,8.16,8.51,8.12,8.46,12416488.0
2024-02-17,8.16,8.51,8.12,8.46,12416488.0
2024-02-18,8.16,8.51,8.12,8.46,12416488.0
2024-02-19,8.16,8.51,8.12,8.46,12416488.0
2024-02-20,8.16,8.51,8.12,8.46,12416488.0
2024-02-21,8.16,8.51,8.12,8.46,12416488.0
2024-02-22,8.16,8.51,8.12,8.46,12416488.0
2024-02-23,8.16,8.51,8.12,8.46,12416488.0
2024-02-24,8.16,8.51,8.12,8.46,12416488.0
2024-02-25,8.16,8.51,8.12,8.46,12416488.0
2024-02-26,8.16,8.51,8.12,8.46,12416488.0
2024-02-27,8.16,8.51,8.12,8.46,12416488.0
2024-02-28,8.16,8.51,8.12,8.46,12416488.0
2024-02-29,8.16,8.51,8.12,8.46,12416488.0
2024-03-01,8.16,8.51,8.12,8.46,12416488.0
2024-03-02,8.16,8.51,8.12,8.46,12416488.0
2024-03-03,8.16,8.51,8.12,8.46,12416488.0
2024-03-04,8.16,8.51,8.12,8.46,12416488.0
2024-03-05,8.16,8.51,8.12,8.46,12416488.0
2024-03-06,8.16,8.51,8.12,8.46,12416488.0
2024-03-07,8.16,8.51,8.12,8.46,12416488.0
2024-03-08,8.16,8.51,8.12,8.46,12416488.0
2024-03-09,8.16,8.51,8.12,8.46,12416488.0
2024-03-10,8.16,8.51,8.12,8.46,12416488.0
2024-03-11,8.16,8.51,8.12,8.46,12416488.0
2024-03-12,8.16,8.51,8.12,8.46,12416488.0
2024-03-13,8.16,8.51,8.12,8.46,12416488.0
2024-03-14,8.16,8.51,8.12,8.46,12416488.0
2024-03-15,8.16,8.51,8.12,8.46,12416488.0
2024-03-16,8.16,8.51,8.12,8.46,12416488.0
2024-03-17,8.16,8.51,8.12,8.46,12416488.0
2024-03-18,8.16,8.51,8.12,8.46,12416488.0
2024-03-19,8.16,8.51,8.12,8.46,12416488.0
2024-03-20,8.16,8.51,8.12,8.46,12416488.0
2024-03-21,8.16,8.51,8.12,8.46,12416488.0
2024-03-22,8.16,8.51,8.12,8.46,12416488.0
2024-03-23,8.16,8.51,8.12,8.46,12416488.0
2024-03-24,8.16,8.51,8.12,8.46,12416488.0
2024-03-25,8.16,8.51,8.12,8.46,12416488.0
2024-03-26,8.16,8.51,8.12,8.46,12416488.0
2024-03-27,8.16,8.51,8.12,8.46,12416488.0
2024-03-28,8.16,8.51,8.12,8.46,12416488.0
2024-03-29,8.16,8.51,8.12,8.46,12416488.0
2024-03-30,8.16,8.51,8.12,8.46,12416488.0
2024-03-31,8.16,8.51,8.12,8.46,12416488.0
2024-04-01,8.16,8.51,8.12,8.46,12416488.0
2024-04-02,8.16,8.51,8.12,8.46,12416488.0
2024-04-03,8.16,8.51,8.12,8.46,12416488.0
2024-04-04,8.16,8.51,8.12,8.46,12416488.0
2024-04-05,8.16,8.51,8.12,8.46,12416488.0
2024-04-06,8.16,8.51,8.12,8.46,12416488.0
2024-04-07,8.16,8.51,8.12,8.46,12416488.0
2024-04-08,8.16,8.51,8.12,8.46,12416488.0
