,RUTH US Equity,RUTH US Equity,RUTH US Equity,RUTH US Equity,RUTH US Equity
2019-02-12,22.5229,22.7004,22.4855,22.6163,124994.0
2019-02-13,22.5976,22.635,22.4481,22.5602,221850.0
2019-02-14,22.5229,22.9339,22.4108,22.8965,234713.0
2019-02-15,22.9713,23.3636,22.9713,23.0554,208280.0
2019-02-16,22.9713,23.3636,22.9713,23.0554,208280.0
2019-02-17,22.9713,23.3636,22.9713,23.0554,208280.0
2019-02-18,22.9713,23.3636,22.9713,23.0554,208280.0
2019-02-19,23.0927,23.0927,22.4481,22.7844,150081.0
2019-02-20,22.7564,23.0834,22.6541,23.018,121176.0
2019-02-21,23.0927,23.4477,23.0507,23.3543,234914.0
2019-02-22,24.0082,24.5033,23.3543,23.6252,366076.0
2019-02-23,24.0082,24.5033,23.3543,23.6252,366076.0
2019-02-24,24.0082,24.5033,23.3543,23.6252,366076.0
2019-02-25,23.6159,24.1203,23.3636,23.6345,351961.0
2019-02-26,23.6345,23.6345,23.0927,23.401,389054.0
2019-02-27,23.2796,23.4851,23.1301,23.4384,134749.0
2019-02-28,23.4103,23.784,23.1394,23.7466,206264.0
2019-03-01,23.8214,24.3819,23.8214,24.3632,284615.0
2019-03-02,23.8214,24.3819,23.8214,24.3632,284615.0
2019-03-03,23.8214,24.3819,23.8214,24.3632,284615.0
2019-03-04,24.3539,24.5734,24.0643,24.1857,214469.0
2019-03-05,24.2511,24.4846,24.1857,24.3445,211594.0
2019-03-06,24.4102,24.4102,23.5371,23.5934,157697.0
2019-03-07,23.6028,23.6826,23.3305,23.584,171528.0
2019-03-08,23.5653,23.7624,23.4808,23.584,186139.0
2019-03-09,23.5653,23.7624,23.4808,23.584,186139.0
2019-03-10,23.5653,23.7624,23.4808,23.584,186139.0
2019-03-11,23.5934,23.8469,23.4526,23.8187,146368.0
2019-03-12,23.8657,24.0816,23.6404,23.9314,241917.0
2019-03-13,23.969,24.1567,23.922,23.9877,115262.0
2019-03-14,23.9877,24.0253,23.753,23.8094,128800.0
2019-03-15,23.8469,24.0816,23.6967,23.7436,428208.0
2019-03-16,23.8469,24.0816,23.6967,23.7436,428208.0
2019-03-17,23.8469,24.0816,23.6967,23.7436,428208.0
2019-03-18,23.8469,24.0159,23.7436,23.8563,128242.0
2019-03-19,23.8657,23.8657,23.584,23.6685,116696.0
2019-03-20,23.6122,23.8281,23.2836,23.3681,160558.0
2019-03-21,23.415,23.9596,23.415,23.7906,181155.0
2019-03-22,23.7436,23.8187,23.4526,23.5465,113319.0
2019-03-23,23.7436,23.8187,23.4526,23.5465,113319.0
2019-03-24,23.7436,23.8187,23.4526,23.5465,113319.0
2019-03-25,23.5559,24.2224,23.3305,23.9877,171082.0
2019-03-26,23.9877,24.26,23.8281,23.969,147851.0
2019-03-27,23.9971,24.2694,23.8798,24.0347,94008.0
2019-03-28,24.1192,24.2976,24.0253,24.1192,182992.0
2019-03-29,24.1661,24.2553,23.8751,24.0253,129389.0
2019-03-30,24.1661,24.2553,23.8751,24.0253,129389.0
2019-03-31,24.1661,24.2553,23.8751,24.0253,129389.0
2019-04-01,24.0535,24.0535,23.5371,23.7249,220127.0
2019-04-02,23.753,23.7597,23.4056,23.6028,202371.0
2019-04-03,23.8094,23.8094,23.5183,23.6967,148772.0
2019-04-04,23.6779,23.9877,23.6028,23.9877,153616.0
2019-04-05,24.0159,24.6262,24.0112,24.3445,176991.0
2019-04-06,24.0159,24.6262,24.0112,24.3445,176991.0
2019-04-07,24.0159,24.6262,24.0112,24.3445,176991.0
2019-04-08,24.2506,24.5041,23.9877,24.138,116182.0
2019-04-09,24.0347,24.0581,23.3399,23.3869,242829.0
2019-04-10,23.462,23.7624,23.462,23.6967,143855.0
2019-04-11,23.753,23.9408,23.6122,23.7436,103647.0
2019-04-12,23.8469,23.9408,23.5934,23.6404,118228.0
2019-04-13,23.8469,23.9408,23.5934,23.6404,118228.0
2019-04-14,23.8469,23.9408,23.5934,23.6404,118228.0
2019-04-15,23.7061,23.9596,23.5746,23.7155,148190.0
2019-04-16,23.8375,23.8751,23.4808,23.6122,163460.0
2019-04-17,23.6497,23.7624,23.5277,23.6685,153464.0
2019-04-18,23.5089,23.9502,23.0113,23.7624,129292.0
2019-04-19,23.5089,23.9502,23.0113,23.7624,129292.0
2019-04-20,23.5089,23.9502,23.0113,23.7624,129292.0
2019-04-21,23.5089,23.9502,23.0113,23.7624,129292.0
2019-04-22,23.6873,23.9408,23.6122,23.8845,106581.0
2019-04-23,23.9502,24.4572,23.922,24.1567,236049.0
2019-04-24,24.1004,24.6355,24.1004,24.1943,148237.0
2019-04-25,24.1849,24.3821,23.8657,24.3539,119624.0
2019-04-26,24.4196,24.8327,24.1193,24.6825,153839.0
2019-04-27,24.4196,24.8327,24.1193,24.6825,153839.0
2019-04-28,24.4196,24.8327,24.1193,24.6825,153839.0
2019-04-29,24.7107,25.0346,24.6449,24.936,225005.0
2019-04-30,24.9735,24.9735,24.2224,24.3914,269362.0
2019-05-01,24.4478,24.7341,24.1661,24.5604,319982.0
2019-05-02,24.6919,25.4242,24.5698,24.8515,219798.0
2019-05-03,24.1192,25.4805,23.9596,25.0205,182014.0
2019-05-04,24.1192,25.4805,23.9596,25.0205,182014.0
2019-05-05,24.1192,25.4805,23.9596,25.0205,182014.0
2019-05-06,24.7576,25.2693,24.6731,24.8515,237616.0
2019-05-07,24.6919,25.274,24.5229,24.6637,268107.0
2019-05-08,24.4102,24.72,24.3727,24.4759,206008.0
2019-05-09,24.3914,24.6825,24.1567,24.3257,213139.0
2019-05-10,24.3069,24.6637,24.138,24.6543,240545.0
2019-05-11,24.3069,24.6637,24.138,24.6543,240545.0
2019-05-12,24.3069,24.6637,24.138,24.6543,240545.0
2019-05-13,24.4008,24.6637,23.9126,23.9314,383952.0
2019-05-14,23.9314,24.0535,23.4526,23.4714,174495.0
2019-05-15,23.4056,23.4526,23.1522,23.3024,144944.0
2019-05-16,23.3118,23.5277,22.8236,22.9081,193132.0
2019-05-17,22.7766,22.8893,22.5795,22.6639,197305.0
2019-05-18,22.7766,22.8893,22.5795,22.6639,197305.0
2019-05-19,22.7766,22.8893,22.5795,22.6639,197305.0
2019-05-20,22.6546,23.1334,22.5513,23.1334,181800.0
2019-05-21,23.1897,23.415,23.1491,23.2836,265438.0
2019-05-22,23.2647,23.3874,22.8683,22.8778,135601.0
2019-05-23,22.8778,22.9202,22.3304,22.5757,260416.0
2019-05-24,22.7173,22.925,22.3398,22.4153,120964.0
2019-05-25,22.7173,22.925,22.3398,22.4153,120964.0
2019-05-26,22.7173,22.925,22.3398,22.4153,120964.0
2019-05-27,22.7173,22.925,22.3398,22.4153,120964.0
2019-05-28,22.3587,22.5474,22.118,22.1793,149840.0
2019-05-29,22.1605,22.1888,21.698,21.7074,459814.0
2019-05-30,21.7263,22.1227,21.7263,21.9811,149531.0
2019-05-31,21.8585,21.9717,21.4149,21.5848,175337.0
2019-06-01,21.8585,21.9717,21.4149,21.5848,175337.0
2019-06-02,21.8585,21.9717,21.4149,21.5848,175337.0
2019-06-03,21.5659,21.9245,21.1978,21.8113,227068.0
2019-06-04,21.9623,22.2643,21.8962,21.9151,150725.0
2019-06-05,21.9906,21.9906,21.7074,21.7169,128463.0
2019-06-06,21.7735,21.9229,21.4337,21.7169,162690.0
2019-06-07,21.7735,22.0378,21.5659,21.6508,191417.0
2019-06-08,21.7735,22.0378,21.5659,21.6508,191417.0
2019-06-09,21.7735,22.0378,21.5659,21.6508,191417.0
2019-06-10,21.6508,22.0567,21.5092,21.8301,140155.0
2019-06-11,21.9151,22.0378,21.3771,21.4998,152574.0
2019-06-12,21.4904,21.7358,21.4054,21.4149,113869.0
2019-06-13,21.5281,21.783,21.5281,21.5848,90751.0
2019-06-14,21.5564,21.934,21.3771,21.396,110171.0
2019-06-15,21.5564,21.934,21.3771,21.396,110171.0
2019-06-16,21.5564,21.934,21.3771,21.396,110171.0
2019-06-17,21.3866,21.5753,21.0185,21.1978,133271.0
2019-06-18,21.2167,21.4715,20.9147,20.9618,142552.0
2019-06-19,20.8769,21.5092,20.7542,21.4715,203950.0
2019-06-20,21.4809,21.547,21.2655,21.547,142073.0
2019-06-21,21.4904,21.6414,20.9713,21.2167,241298.0
2019-06-22,21.4904,21.6414,20.9713,21.2167,241298.0
2019-06-23,21.4904,21.6414,20.9713,21.2167,241298.0
2019-06-24,21.1412,21.5942,21.0657,21.1223,274500.0
2019-06-25,21.1412,21.4621,21.1223,21.3866,128100.0
2019-06-26,21.3394,21.6225,21.1506,21.2355,163493.0
2019-06-27,21.2072,21.4998,21.2072,21.4621,187546.0
2019-06-28,21.4904,21.698,21.3866,21.4337,195418.0
2019-06-29,21.4904,21.698,21.3866,21.4337,195418.0
2019-06-30,21.4904,21.698,21.3866,21.4337,195418.0
2019-07-01,21.5187,21.547,21.2072,21.2544,190529.0
2019-07-02,21.2733,21.3866,21.1506,21.2733,155170.0
2019-07-03,21.2544,21.3488,21.2167,21.2827,72404.0
2019-07-04,21.2544,21.3488,21.2167,21.2827,72404.0
2019-07-05,21.2261,21.5541,21.1789,21.4432,113461.0
2019-07-06,21.2261,21.5541,21.1789,21.4432,113461.0
2019-07-07,21.2261,21.5541,21.1789,21.4432,113461.0
2019-07-08,21.4526,21.5753,21.3677,21.4149,117074.0
2019-07-09,21.3677,21.4337,21.1789,21.2733,144235.0
2019-07-10,21.3205,21.3205,20.7636,20.8391,94896.0
2019-07-11,20.7825,20.9241,20.6693,20.8486,138650.0
2019-07-12,20.8675,21.009,20.6881,20.8675,108224.0
2019-07-13,20.8675,21.009,20.6881,20.8675,108224.0
2019-07-14,20.8675,21.009,20.6881,20.8675,108224.0
2019-07-15,20.9618,20.9807,20.7825,20.9524,83186.0
2019-07-16,20.9618,21.4149,20.8627,21.2072,156207.0
2019-07-17,21.2544,21.4054,21.1506,21.2544,89520.0
2019-07-18,21.2733,21.5753,21.1884,21.5281,243585.0
2019-07-19,21.4904,21.7546,21.245,21.2827,135163.0
2019-07-20,21.4904,21.7546,21.245,21.2827,135163.0
2019-07-21,21.4904,21.7546,21.245,21.2827,135163.0
2019-07-22,21.2733,21.2733,20.8863,20.9713,128922.0
2019-07-23,20.9996,21.1129,20.7636,20.8108,114241.0
2019-07-24,20.8203,21.1317,20.792,21.1129,128397.0
2019-07-25,21.094,21.16,20.8108,20.858,91365.0
2019-07-26,20.9713,21.1789,20.9335,21.1506,109080.0
2019-07-27,20.9713,21.1789,20.9335,21.1506,109080.0
2019-07-28,20.9713,21.1789,20.9335,21.1506,109080.0
2019-07-29,21.1129,21.3488,21.0468,21.3394,97651.0
2019-07-30,21.2639,21.5281,21.0751,21.4054,114824.0
2019-07-31,21.2639,21.3205,20.8014,21.0185,246613.0
2019-08-01,20.9618,21.1412,20.792,21.009,185863.0
2019-08-02,19.9142,20.7636,19.2819,19.6688,499969.0
2019-08-03,19.9142,20.7636,19.2819,19.6688,499969.0
2019-08-04,19.9142,20.7636,19.2819,19.6688,499969.0
2019-08-05,19.2819,19.3668,18.9138,19.2913,339872.0
2019-08-06,19.5556,19.7348,19.3951,19.5084,278009.0
2019-08-07,19.4234,19.5084,18.9515,19.4234,278909.0
2019-08-08,19.5084,19.9839,19.3867,19.7915,241490.0
2019-08-09,19.801,20.1502,19.7113,19.7915,235802.0
2019-08-10,19.801,20.1502,19.7113,19.7915,235802.0
2019-08-11,19.801,20.1502,19.7113,19.7915,235802.0
2019-08-12,19.6971,19.8387,19.565,19.6783,551308.0
2019-08-13,19.6594,20.1407,19.4989,19.7632,191477.0
2019-08-14,19.5367,19.5839,18.8005,18.8194,196199.0
2019-08-15,18.7911,18.7911,18.3286,18.3569,209217.0
2019-08-16,18.4513,18.6401,18.3947,18.5929,252538.0
2019-08-17,18.4513,18.6401,18.3947,18.5929,252538.0
2019-08-18,18.4513,18.6401,18.3947,18.5929,252538.0
2019-08-19,18.725,18.9704,18.5551,18.6873,215736.0
2019-08-20,18.6307,18.6873,18.1535,18.2437,202482.0
2019-08-21,18.4432,18.448,18.1772,18.3292,233379.0
2019-08-22,18.3482,18.6238,18.188,18.5002,151532.0
2019-08-23,18.5002,19.1321,18.2005,18.3957,409196.0
2019-08-24,18.5002,19.1321,18.2005,18.3957,409196.0
2019-08-25,18.5002,19.1321,18.2005,18.3957,409196.0
2019-08-26,18.5477,18.6903,18.1012,18.4052,277614.0
2019-08-27,18.5002,18.5858,17.9681,17.9776,178192.0
2019-08-28,17.9396,18.7283,17.9396,18.6713,290907.0
2019-08-29,18.8043,19.0799,18.4907,18.7758,454441.0
2019-08-30,18.8328,18.8566,18.3245,18.4812,140232.0
2019-08-31,18.8328,18.8566,18.3245,18.4812,140232.0
2019-09-01,18.8328,18.8566,18.3245,18.4812,140232.0
2019-09-02,18.8328,18.8566,18.3245,18.4812,140232.0
2019-09-03,18.4717,18.5382,18.1202,18.4147,880296.0
2019-09-04,18.4622,18.7283,18.1772,18.2912,145011.0
2019-09-05,18.4907,18.6428,18.2424,18.5382,812443.0
2019-09-06,18.5953,18.8708,18.4623,18.4907,96929.0
2019-09-07,18.5953,18.8708,18.4623,18.4907,96929.0
2019-09-08,18.5953,18.8708,18.4623,18.4907,96929.0
2019-09-09,18.4907,18.6618,18.3197,18.6143,187620.0
2019-09-10,18.5287,19.3079,18.5287,19.0609,207279.0
2019-09-11,19.0799,19.3649,18.8803,19.2319,136088.0
2019-09-12,19.2414,19.3127,18.8993,19.1939,477730.0
2019-09-13,19.1464,19.5359,19.0228,19.1274,221493.0
2019-09-14,19.1464,19.5359,19.0228,19.1274,221493.0
2019-09-15,19.1464,19.5359,19.0228,19.1274,221493.0
2019-09-16,19.0609,19.3364,18.9373,19.0704,478889.0
2019-09-17,19.0799,19.2224,18.7758,19.0894,189865.0
2019-09-18,19.0894,19.0989,18.7283,18.9658,894577.0
2019-09-19,18.8613,19.0038,18.638,18.8043,209471.0
2019-09-20,18.7663,18.8328,18.4242,18.7663,1599292.0
2019-09-21,18.7663,18.8328,18.4242,18.7663,1599292.0
2019-09-22,18.7663,18.8328,18.4242,18.7663,1599292.0
2019-09-23,18.7378,19.2841,18.6618,19.0894,221538.0
2019-09-24,19.0894,19.2129,18.9183,19.0228,311407.0
2019-09-25,18.9753,19.3079,18.9563,19.1511,286246.0
2019-09-26,19.0989,19.2034,18.8043,19.0133,225654.0
2019-09-27,19.1274,19.2224,18.7425,18.9088,164155.0
2019-09-28,19.1274,19.2224,18.7425,18.9088,164155.0
2019-09-29,19.1274,19.2224,18.7425,18.9088,164155.0
2019-09-30,18.9183,19.5074,18.9183,19.3982,604844.0
2019-10-01,19.4219,19.6215,19.1464,19.1844,176153.0
2019-10-02,19.0799,19.0799,18.4242,18.6475,311278.0
2019-10-03,18.6143,18.79,18.2247,18.3815,163980.0
2019-10-04,18.3767,18.5287,18.1962,18.3387,145521.0
2019-10-05,18.3767,18.5287,18.1962,18.3387,145521.0
2019-10-06,18.3767,18.5287,18.1962,18.3387,145521.0
2019-10-07,18.3292,18.5668,18.1867,18.5192,157218.0
2019-10-08,18.4147,18.4907,18.1392,18.3862,141696.0
2019-10-09,18.4242,18.524,17.9016,17.9491,157047.0
2019-10-10,17.9681,18.0346,17.6736,17.8589,150125.0
2019-10-11,17.9776,19.2224,17.9776,18.6808,549421.0
2019-10-12,17.9776,19.2224,17.9776,18.6808,549421.0
2019-10-13,17.9776,19.2224,17.9776,18.6808,549421.0
2019-10-14,18.5858,18.7093,17.8446,18.1202,162639.0
2019-10-15,18.2437,18.2437,17.9301,18.1107,136671.0
2019-10-16,18.1202,18.6808,18.1202,18.5573,168284.0
2019-10-17,18.5668,18.7473,18.5097,18.6713,138891.0
2019-10-18,18.5573,18.7188,18.3862,18.6048,155121.0
2019-10-19,18.5573,18.7188,18.3862,18.6048,155121.0
2019-10-20,18.5573,18.7188,18.3862,18.6048,155121.0
2019-10-21,18.8043,19.0794,18.6523,18.7473,132157.0
2019-10-22,18.6903,18.7853,18.4432,18.7758,142374.0
2019-10-23,18.7473,19.2129,18.6808,19.2034,156938.0
2019-10-24,19.1939,19.4409,18.9991,19.3934,355400.0
2019-10-25,19.3269,19.897,19.3269,19.612,163049.0
2019-10-26,19.3269,19.897,19.3269,19.612,163049.0
2019-10-27,19.3269,19.897,19.3269,19.612,163049.0
2019-10-28,19.6215,19.8305,19.555,19.688,176923.0
2019-10-29,19.802,20.0871,19.726,19.916,171335.0
2019-10-30,19.8305,19.916,19.2984,19.3934,148587.0
2019-10-31,19.4219,19.6405,19.3364,19.555,282439.0
2019-11-01,21.1893,24.4769,21.0563,23.0707,745439.0
2019-11-02,21.1893,24.4769,21.0563,23.0707,745439.0
2019-11-03,21.1893,24.4769,21.0563,23.0707,745439.0
2019-11-04,23.1087,23.7453,22.415,23.4222,487917.0
2019-11-05,23.3842,23.7548,23.0517,23.3367,552723.0
2019-11-06,23.4317,23.9733,23.2132,23.7833,657533.0
2019-11-07,23.8973,24.3392,23.7643,23.9638,460228.0
2019-11-08,23.9923,24.4912,23.7691,24.1824,355530.0
2019-11-09,23.9923,24.4912,23.7691,24.1824,355530.0
2019-11-10,23.9923,24.4912,23.7691,24.1824,355530.0
2019-11-11,24.0209,24.1444,22.8901,23.0612,312921.0
2019-11-12,23.0232,23.2512,22.7476,23.1372,238468.0
2019-11-13,23.0041,23.1657,22.8426,23.0327,160508.0
2019-11-14,23.0517,23.1277,22.8426,22.8806,204018.0
2019-11-15,23.0137,23.1562,21.9969,22.073,1212919.0
2019-11-16,23.0137,23.1562,21.9969,22.073,1212919.0
2019-11-17,23.0137,23.1562,21.9969,22.073,1212919.0
2019-11-18,22.13,22.4055,22.0302,22.377,216830.0
2019-11-19,22.415,22.6051,22.1015,22.149,203169.0
2019-11-20,22.0439,22.1776,21.7351,21.8528,233050.0
2019-11-21,21.8337,22.1012,21.7094,22.0725,212665.0
2019-11-22,22.2636,22.2827,21.9865,22.0534,106175.0
2019-11-23,22.2636,22.2827,21.9865,22.0534,106175.0
2019-11-24,22.2636,22.2827,21.9865,22.0534,106175.0
2019-11-25,22.1585,22.7701,22.1203,22.6076,188053.0
2019-11-26,22.5694,22.7127,22.3592,22.4547,232126.0
2019-11-27,22.5216,22.7223,22.2732,22.4356,114673.0
2019-11-28,22.5216,22.7223,22.2732,22.4356,114673.0
2019-11-29,22.4261,22.5694,22.278,22.3305,71171.0
2019-11-30,22.4261,22.5694,22.278,22.3305,71171.0
2019-12-01,22.4261,22.5694,22.278,22.3305,71171.0
2019-12-02,22.4643,22.4643,22.149,22.3401,181182.0
2019-12-03,22.1394,22.4492,22.0295,22.3019,164483.0
2019-12-04,22.2732,22.5837,22.149,22.2063,117418.0
2019-12-05,22.1968,22.3401,21.7763,21.8719,198580.0
2019-12-06,22.0439,22.3305,21.9292,22.0534,256604.0
2019-12-07,22.0439,22.3305,21.9292,22.0534,256604.0
2019-12-08,22.0439,22.3305,21.9292,22.0534,256604.0
2019-12-09,22.0343,22.2063,21.891,22.0534,193868.0
2019-12-10,22.0152,22.3305,21.9292,22.3019,149317.0
2019-12-11,22.2636,22.2636,21.4228,21.6712,181387.0
2019-12-12,21.6617,22.0248,21.4323,21.6903,143057.0
2019-12-13,21.7094,21.7094,21.4037,21.6043,91820.0
2019-12-14,21.7094,21.7094,21.4037,21.6043,91820.0
2019-12-15,21.7094,21.7094,21.4037,21.6043,91820.0
2019-12-16,21.7094,21.7524,21.3081,21.3177,244333.0
2019-12-17,21.3654,21.6139,21.1791,21.3463,135141.0
2019-12-18,21.2986,21.2986,20.8304,21.031,190582.0
2019-12-19,20.945,21.2126,20.8017,21.0883,97275.0
2019-12-20,21.0883,21.2221,20.9928,21.0501,869614.0
2019-12-21,21.0883,21.2221,20.9928,21.0501,869614.0
2019-12-22,21.0883,21.2221,20.9928,21.0501,869614.0
2019-12-23,21.0979,21.3654,20.9737,21.2508,113791.0
2019-12-24,21.1935,21.203,20.9641,21.1552,98754.0
2019-12-25,21.1935,21.203,20.9641,21.1552,98754.0
2019-12-26,21.1361,21.1361,20.8781,21.0406,51640.0
2019-12-27,21.117,21.1313,20.6106,20.6297,86265.0
2019-12-28,21.117,21.1313,20.6106,20.6297,86265.0
2019-12-29,21.117,21.1313,20.6106,20.6297,86265.0
2019-12-30,20.7444,20.9832,20.5341,20.859,126687.0
2019-12-31,20.7826,21.0692,20.7826,20.7969,151781.0
2020-01-01,20.7826,21.0692,20.7826,20.7969,151781.0
2020-01-02,20.8686,21.1122,20.6966,21.0979,182172.0
2020-01-03,20.8686,21.2126,20.7109,21.1313,199064.0
2020-01-04,20.8686,21.2126,20.7109,21.1313,199064.0
2020-01-05,20.8686,21.2126,20.7109,21.1313,199064.0
2020-01-06,21.0215,21.0597,20.7253,20.9832,267461.0
2020-01-07,20.859,20.9928,20.6966,20.9832,274386.0
2020-01-08,20.9546,21.3941,20.9355,21.2126,132551.0
2020-01-09,21.2508,21.3511,21.0597,21.0788,172207.0
2020-01-10,21.1552,21.1552,20.7539,20.8208,159933.0
2020-01-11,21.1552,21.1552,20.7539,20.8208,159933.0
2020-01-12,21.1552,21.1552,20.7539,20.8208,159933.0
2020-01-13,20.8112,21.117,20.7635,20.9594,189374.0
2020-01-14,20.945,20.9737,20.5246,20.5437,197803.0
2020-01-15,20.5915,20.8877,20.4577,20.8208,340307.0
2020-01-16,20.8208,21.2317,20.8208,21.1648,266213.0
2020-01-17,21.289,21.4323,21.0215,21.1648,140733.0
2020-01-18,21.289,21.4323,21.0215,21.1648,140733.0
2020-01-19,21.289,21.4323,21.0215,21.1648,140733.0
2020-01-20,21.289,21.4323,21.0215,21.1648,140733.0
2020-01-21,21.0883,21.1839,19.9131,19.9943,433855.0
2020-01-22,20.0468,20.0517,19.4735,19.6742,285740.0
2020-01-23,19.6933,19.8175,19.2872,19.7411,320193.0
2020-01-24,19.6933,19.6933,19.2537,19.4162,242072.0
2020-01-25,19.6933,19.6933,19.2537,19.4162,242072.0
2020-01-26,19.6933,19.6933,19.2537,19.4162,242072.0
2020-01-27,19.1391,19.2644,18.7187,18.7282,343738.0
2020-01-28,18.7187,18.8333,18.2409,18.69,461221.0
2020-01-29,18.6422,18.7855,18.3173,18.4416,196686.0
2020-01-30,19.6455,20.0755,18.991,19.6742,531275.0
2020-01-31,19.6168,19.6646,19.2441,19.5882,315501.0
2020-02-01,19.6168,19.6646,19.2441,19.5882,315501.0
2020-02-02,19.6168,19.6646,19.2441,19.5882,315501.0
2020-02-03,19.6168,19.8175,19.5117,19.6551,334502.0
2020-02-04,19.8557,19.9417,19.1391,19.206,373420.0
2020-02-05,19.3111,19.9322,19.2155,19.8175,440037.0
2020-02-06,19.8175,20.1519,19.55,20.0755,201969.0
2020-02-07,19.9608,20.0182,19.4926,19.636,415719.0
2020-02-08,19.9608,20.0182,19.4926,19.636,415719.0
2020-02-09,19.9608,20.0182,19.4926,19.636,415719.0
2020-02-10,19.6168,20.0851,19.4735,19.8462,341768.0
2020-02-11,19.9035,20.6106,19.8175,20.4864,347691.0
2020-02-12,20.4959,20.9068,20.3717,20.687,347743.0
2020-02-13,20.6297,20.6679,20.3239,20.5819,203057.0
2020-02-14,20.5819,20.7826,20.3717,20.7253,268685.0
2020-02-15,20.5819,20.7826,20.3717,20.7253,268685.0
2020-02-16,20.5819,20.7826,20.3717,20.7253,268685.0
2020-02-17,20.5819,20.7826,20.3717,20.7253,268685.0
2020-02-18,20.7253,21.3941,20.5915,21.3654,733173.0
2020-02-19,21.4037,22.5551,21.4037,22.3496,701893.0
2020-02-20,22.5312,23.1332,22.5312,22.7701,706283.0
2020-02-21,23.3338,23.3338,21.0788,21.375,1753065.0
2020-02-22,23.3338,23.3338,21.0788,21.375,1753065.0
2020-02-23,23.3338,23.3338,21.0788,21.375,1753065.0
2020-02-24,18.9193,20.6106,18.8142,19.8796,638846.0
2020-02-25,19.9417,20.3047,18.929,19.0053,304559.0
2020-02-26,19.1391,19.1391,18.1358,18.3938,459538.0
2020-02-27,17.9638,18.0307,17.4446,17.6676,742924.0
2020-02-28,16.9892,18.346,16.9701,18.2791,646697.0
2020-02-29,16.9892,18.346,16.9701,18.2791,646697.0
2020-03-01,16.9892,18.346,16.9701,18.2791,646697.0
2020-03-02,18.4033,18.9289,18.0689,18.8906,504093.0
2020-03-03,18.9289,19.0722,17.6771,18.2218,424621.0
2020-03-04,18.5084,18.5084,17.2472,17.8205,321110.0
2020-03-05,17.4737,17.4737,15.9228,16.0673,600880.0
2020-03-06,15.6724,16.2889,15.3497,15.7398,483411.0
2020-03-07,15.6724,16.2889,15.3497,15.7398,483411.0
2020-03-08,15.6724,16.2889,15.3497,15.7398,483411.0
2020-03-09,14.4105,15.2582,13.7844,13.8229,538051.0
2020-03-10,14.2275,14.5839,13.4954,14.1119,674738.0
2020-03-11,13.7169,14.0926,13.0523,13.1968,664934.0
2020-03-12,12.2528,12.5996,11.3377,11.4436,711420.0
