,MGRC US Equity,MGRC US Equity,MGRC US Equity,MGRC US Equity,MGRC US Equity
2020-05-21,49.5141,50.2385,49.3491,49.4224,83155.0
2020-05-22,49.6241,49.9634,49.1657,49.9634,60144.0
2020-05-23,49.6241,49.9634,49.1657,49.9634,60144.0
2020-05-24,49.6241,49.9634,49.1657,49.9634,60144.0
2020-05-25,49.6241,49.9634,49.1657,49.9634,60144.0
2020-05-26,51.4397,52.6959,51.3113,51.7514,142193.0
2020-05-27,53.2093,54.5481,52.7784,54.1996,138656.0
2020-05-28,55.0157,55.0157,53.246,53.3102,108702.0
2020-05-29,52.5675,52.8334,50.6419,51.1279,135850.0
2020-05-30,52.5675,52.8334,50.6419,51.1279,135850.0
2020-05-31,52.5675,52.8334,50.6419,51.1279,135850.0
2020-06-01,51.4855,52.1915,50.9904,51.5405,117827.0
2020-06-02,51.7881,52.4529,50.9354,52.0632,112547.0
2020-06-03,53.0901,54.1171,52.7417,53.2277,71296.0
2020-06-04,52.7692,54.5389,52.485,53.9704,85157.0
2020-06-05,56.4186,56.4186,55.3641,55.5933,86386.0
2020-06-06,56.4186,56.4186,55.3641,55.5933,86386.0
2020-06-07,56.4186,56.4186,55.3641,55.5933,86386.0
2020-06-08,56.6386,56.8037,55.3183,55.575,58537.0
2020-06-09,54.6581,55.9693,53.8741,55.3733,97184.0
2020-06-10,55.5292,55.8318,53.5853,54.5389,94528.0
2020-06-11,52.485,53.0993,49.3857,49.6333,109184.0
2020-06-12,51.6414,51.8064,48.9273,50.3302,76156.0
2020-06-13,51.6414,51.8064,48.9273,50.3302,76156.0
2020-06-14,51.6414,51.8064,48.9273,50.3302,76156.0
2020-06-15,48.6339,50.9629,48.588,50.6236,107047.0
2020-06-16,52.4941,52.4941,50.2477,50.9629,111727.0
2020-06-17,51.3388,51.3388,49.4362,49.7709,136405.0
2020-06-18,49.2482,50.2477,48.5422,48.8356,65305.0
2020-06-19,49.4866,49.4866,48.0929,48.3863,217712.0
2020-06-20,49.4866,49.4866,48.0929,48.3863,217712.0
2020-06-21,49.4866,49.4866,48.0929,48.3863,217712.0
2020-06-22,48.1387,48.5605,47.0793,48.4872,83544.0
2020-06-23,49.129,49.4224,48.6889,48.964,103871.0
2020-06-24,48.3221,48.7072,46.2682,47.1576,124651.0
2020-06-25,47.0201,48.3313,46.8413,48.2396,94641.0
2020-06-26,47.8912,47.9095,46.6441,47.0659,223377.0
2020-06-27,47.8912,47.9095,46.6441,47.0659,223377.0
2020-06-28,47.8912,47.9095,46.6441,47.0659,223377.0
2020-06-29,47.7811,49.2207,47.5977,49.2115,113635.0
2020-06-30,48.9731,49.8213,48.9731,49.5233,152917.0
2020-07-01,49.6241,50.3577,48.4596,48.5513,108109.0
2020-07-02,49.5325,50.2293,48.2946,48.5147,75423.0
2020-07-03,49.5325,50.2293,48.2946,48.5147,75423.0
2020-07-04,49.5325,50.2293,48.2946,48.5147,75423.0
2020-07-05,49.5325,50.2293,48.2946,48.5147,75423.0
2020-07-06,49.5141,49.5233,48.3038,48.5513,140839.0
2020-07-07,48.1479,49.019,47.5565,47.7078,76630.0
2020-07-08,47.4877,48.2717,46.392,47.2768,84738.0
2020-07-09,47.1026,47.3502,45.2687,46.0481,77175.0
2020-07-10,45.9839,47.1484,45.9839,46.9926,64216.0
2020-07-11,45.9839,47.1484,45.9839,46.9926,64216.0
2020-07-12,45.9839,47.1484,45.9839,46.9926,64216.0
2020-07-13,47.6711,48.9823,47.1393,48.3129,132100.0
2020-07-14,48.1846,48.8631,47.8912,48.7714,66799.0
2020-07-15,49.835,51.2104,49.835,50.8528,122238.0
2020-07-16,50.9545,51.0469,49.7903,50.2338,86233.0
2020-07-17,50.28,50.9955,50.2246,50.5295,99947.0
2020-07-18,50.28,50.9955,50.2246,50.5295,99947.0
2020-07-19,50.28,50.9955,50.2246,50.5295,99947.0
2020-07-20,50.5202,50.5202,49.0419,49.393,95292.0
2020-07-21,49.8088,50.6958,49.6702,50.4001,125716.0
2020-07-22,50.1968,50.61,49.818,50.1137,60454.0
2020-07-23,50.2892,51.7583,50.2892,51.7213,133121.0
2020-07-24,52.0077,52.0863,50.6034,50.6958,103013.0
2020-07-25,52.0077,52.0863,50.6034,50.6958,103013.0
2020-07-26,52.0077,52.0863,50.6034,50.6958,103013.0
2020-07-27,50.6496,51.3148,50.1414,51.2686,86136.0
2020-07-28,51.0191,51.9985,50.9175,51.1485,165993.0
2020-07-29,51.2871,54.105,51.2871,53.8833,113267.0
2020-07-30,57.2833,59.316,54.3637,55.417,211628.0
2020-07-31,55.4355,55.454,52.0262,53.6061,140882.0
2020-08-01,55.4355,55.454,52.0262,53.6061,140882.0
2020-08-02,55.4355,55.454,52.0262,53.6061,140882.0
2020-08-03,53.6893,55.417,53.3751,53.9849,104256.0
2020-08-04,53.8833,54.9273,53.486,54.1882,93046.0
2020-08-05,54.6317,54.8719,53.6523,54.8442,72864.0
2020-08-06,54.7887,55.417,54.6317,55.2877,58346.0
2020-08-07,55.0105,55.9991,55.0105,55.842,69437.0
2020-08-08,55.0105,55.9991,55.0105,55.842,69437.0
2020-08-09,55.0105,55.9991,55.0105,55.842,69437.0
2020-08-10,56.1654,57.2556,55.9899,56.8214,89885.0
2020-08-11,57.616,59.1682,57.4958,58.5861,183766.0
2020-08-12,61.0807,64.2497,60.1106,63.797,265448.0
2020-08-13,63.8802,65.0947,61.1638,62.3557,116104.0
2020-08-14,61.6812,62.6768,61.6535,62.3372,84465.0
2020-08-15,61.6812,62.6768,61.6535,62.3372,84465.0
2020-08-16,61.6812,62.6768,61.6535,62.3372,84465.0
2020-08-17,62.3372,63.1641,61.9215,62.1617,135967.0
2020-08-18,61.9954,62.3372,61.635,62.1247,122105.0
2020-08-19,62.097,63.1226,61.7182,62.6144,74279.0
2020-08-20,62.0693,62.5959,61.8198,62.4573,50000.0
2020-08-21,62.4204,62.9147,61.7921,62.4666,97329.0
2020-08-22,62.4204,62.9147,61.7921,62.4666,97329.0
2020-08-23,62.4204,62.9147,61.7921,62.4666,97329.0
2020-08-24,62.9932,63.7693,62.6236,63.5198,110793.0
2020-08-25,63.9818,63.9818,62.291,63.1133,149635.0
2020-08-26,62.8731,62.8846,61.6628,62.0231,137879.0
2020-08-27,62.1709,62.7345,61.4964,62.3372,132722.0
2020-08-28,62.6144,62.753,61.4041,62.2079,70483.0
2020-08-29,62.6144,62.753,61.4041,62.2079,70483.0
2020-08-30,62.6144,62.753,61.4041,62.2079,70483.0
2020-08-31,61.9676,61.9676,61.2146,61.3117,133829.0
2020-09-01,61.3117,62.0416,60.4192,61.9954,85258.0
2020-09-02,61.9954,62.8731,61.7921,62.5682,64223.0
2020-09-03,62.7899,62.8454,60.8405,61.2008,122589.0
2020-09-04,62.0785,62.291,60.0644,60.0828,94442.0
2020-09-05,62.0785,62.291,60.0644,60.0828,94442.0
2020-09-06,62.0785,62.291,60.0644,60.0828,94442.0
2020-09-07,62.0785,62.291,60.0644,60.0828,94442.0
2020-09-08,59.7133,60.2399,58.7431,59.122,118107.0
2020-09-09,59.6301,60.3277,58.5029,58.6138,96971.0
2020-09-10,58.9649,59.1913,57.5605,58.1518,114804.0
2020-09-11,58.2073,58.2258,57.4958,57.7268,77041.0
2020-09-12,58.2073,58.2258,57.4958,57.7268,77041.0
2020-09-13,58.2073,58.2258,57.4958,57.7268,77041.0
2020-09-14,58.2442,59.1451,57.0246,57.2094,63105.0
2020-09-15,57.385,57.7407,55.5648,55.8605,70089.0
2020-09-16,55.9252,57.1355,55.8697,56.6828,88583.0
2020-09-17,55.879,56.9692,55.6203,56.6551,108521.0
2020-09-18,57.0986,57.3018,55.2322,55.5371,306856.0
2020-09-19,57.0986,57.3018,55.2322,55.5371,306856.0
2020-09-20,57.0986,57.3018,55.2322,55.5371,306856.0
2020-09-21,54.6502,55.1306,51.8322,53.3474,126763.0
2020-09-22,53.4121,54.1143,52.8716,53.9942,92946.0
2020-09-23,54.0958,54.761,53.1996,53.5415,82346.0
2020-09-24,53.6893,54.7241,52.9132,53.8094,77232.0
2020-09-25,53.3936,54.373,53.3936,54.0404,47802.0
2020-09-26,53.3936,54.373,53.3936,54.0404,47802.0
2020-09-27,53.3936,54.373,53.3936,54.0404,47802.0
2020-09-28,54.4839,55.9344,54.4839,55.7034,80533.0
2020-09-29,55.7127,55.7589,54.2436,55.0752,61504.0
2020-09-30,55.2692,55.8882,55.0474,55.0567,99391.0
2020-10-01,55.1029,56.7198,54.6964,56.5534,119997.0
2020-10-02,55.5371,57.6252,55.1398,57.191,102675.0
2020-10-03,55.5371,57.6252,55.1398,57.191,102675.0
2020-10-04,55.5371,57.6252,55.1398,57.191,102675.0
2020-10-05,57.3942,58.6138,57.2926,58.5214,94179.0
2020-10-06,58.9834,61.1454,58.5029,59.4269,134370.0
2020-10-07,59.972,61.7089,59.8888,61.0252,144213.0
2020-10-08,61.5888,62.1709,60.3693,61.2655,73562.0
2020-10-09,61.9676,62.7807,61.8475,62.753,66680.0
2020-10-10,61.9676,62.7807,61.8475,62.753,66680.0
2020-10-11,61.9676,62.7807,61.8475,62.753,66680.0
2020-10-12,62.753,64.2266,62.6144,63.5568,47101.0
2020-10-13,63.4644,63.4644,60.8867,61.1176,70926.0
2020-10-14,61.21,61.6073,59.9535,59.9997,43190.0
2020-10-15,59.6184,60.7244,59.2278,60.5855,45717.0
2020-10-16,60.4367,60.6692,59.6695,60.1763,51679.0
2020-10-17,60.4367,60.6692,59.6695,60.1763,51679.0
2020-10-18,60.4367,60.6692,59.6695,60.1763,51679.0
2020-10-19,60.5855,60.832,58.7907,58.8465,42422.0
2020-10-20,59.1627,59.5998,58.7256,59.0976,59565.0
2020-10-21,59.1534,59.4789,58.456,58.8,29370.0
2020-10-22,58.893,60.9377,57.8096,59.6835,83149.0
2020-10-23,60.1391,60.5065,58.4188,59.1627,59875.0
2020-10-24,60.1391,60.5065,58.4188,59.1627,59875.0
2020-10-25,60.1391,60.5065,58.4188,59.1627,59875.0
2020-10-26,58.3909,58.986,56.6333,57.8794,66857.0
2020-10-27,57.6097,58.2932,55.6103,55.8893,61166.0
2020-10-28,54.42,57.5958,53.7505,54.3084,98713.0
2020-10-29,53.8249,55.1965,53.2204,54.2805,119489.0
2020-10-30,52.1603,54.2619,51.1838,53.0809,123077.0
2020-10-31,52.1603,54.2619,51.1838,53.0809,123077.0
2020-11-01,52.1603,54.2619,51.1838,53.0809,123077.0
2020-11-02,53.8993,55.8149,53.8435,54.8943,74136.0
2020-11-03,56.1404,57.4377,55.5917,55.6475,91899.0
2020-11-04,55.2012,55.2942,54.1224,54.4758,74513.0
2020-11-05,54.6339,56.3543,54.6339,55.2942,74356.0
2020-11-06,55.4895,56.0846,54.6525,55.1454,52837.0
2020-11-07,55.4895,56.0846,54.6525,55.1454,52837.0
2020-11-08,55.4895,56.0846,54.6525,55.1454,52837.0
2020-11-09,58.8465,60.446,57.6655,57.6655,112191.0
2020-11-10,58.4932,60.2693,57.8654,59.6463,88716.0
2020-11-11,60.009,60.009,58.1119,58.5397,60964.0
2020-11-12,58.3723,58.6931,56.6147,57.2749,50462.0
2020-11-13,57.7492,58.6326,57.3075,58.2421,51641.0
2020-11-14,57.7492,58.6326,57.3075,58.2421,51641.0
2020-11-15,57.7492,58.6326,57.3075,58.2421,51641.0
2020-11-16,59.5161,60.1112,59.0107,60.1112,90537.0
2020-11-17,59.8323,60.1112,58.3444,59.5533,77235.0
2020-11-18,60.0183,61.0412,59.4603,60.009,58033.0
2020-11-19,59.8974,60.2042,58.9581,60.0741,71757.0
2020-11-20,59.8323,60.6274,59.4603,60.0741,67793.0
2020-11-21,59.8323,60.6274,59.4603,60.0741,67793.0
2020-11-22,59.8323,60.6274,59.4603,60.0741,67793.0
2020-11-23,60.6692,61.2737,60.5669,60.6878,54939.0
2020-11-24,60.7808,62.7058,60.7808,62.3152,72444.0
2020-11-25,62.3152,62.3152,60.9203,61.1435,57319.0
2020-11-26,62.3152,62.3152,60.9203,61.1435,57319.0
2020-11-27,61.0598,61.0598,59.7658,60.3158,33965.0
2020-11-28,61.0598,61.0598,59.7658,60.3158,33965.0
2020-11-29,61.0598,61.0598,59.7658,60.3158,33965.0
2020-11-30,60.4088,60.4181,58.7721,59.1813,93198.0
2020-12-01,59.8974,60.8738,59.3231,59.8509,65055.0
2020-12-02,59.9625,59.9625,58.2653,58.9581,69433.0
2020-12-03,59.3859,60.0276,58.9516,59.5626,43350.0
2020-12-04,60.4367,61.1993,59.6742,61.1249,56231.0
2020-12-05,60.4367,61.1993,59.6742,61.1249,56231.0
2020-12-06,60.4367,61.1993,59.6742,61.1249,56231.0
2020-12-07,60.8459,61.1621,60.1112,60.5669,42526.0
2020-12-08,60.1856,60.818,60.1856,60.6413,54801.0
2020-12-09,61.2644,61.2644,59.6649,60.1484,91797.0
2020-12-10,59.9346,59.9811,59.1069,59.3859,79279.0
2020-12-11,58.8744,59.7393,58.0096,58.4839,68737.0
2020-12-12,58.8744,59.7393,58.0096,58.4839,68737.0
2020-12-13,58.8744,59.7393,58.0096,58.4839,68737.0
2020-12-14,58.9581,59.8741,58.1584,58.549,70682.0
2020-12-15,58.9488,59.4882,57.7678,59.1906,107112.0
2020-12-16,59.4324,59.9338,58.7256,59.2418,115269.0
2020-12-17,59.4882,60.2228,58.5815,60.2042,98326.0
2020-12-18,60.5018,61.3667,59.6556,61.097,513956.0
2020-12-19,60.5018,61.3667,59.6556,61.097,513956.0
2020-12-20,60.5018,61.3667,59.6556,61.097,513956.0
2020-12-21,60.0369,60.5762,57.526,57.7213,135368.0
2020-12-22,57.9352,58.3444,57.3307,57.5911,111406.0
2020-12-23,57.8143,59.4417,57.8143,59.358,59984.0
2020-12-24,59.637,59.7672,58.8372,59.716,48951.0
2020-12-25,59.637,59.7672,58.8372,59.716,48951.0
2020-12-26,59.637,59.7672,58.8372,59.716,48951.0
2020-12-27,59.637,59.7672,58.8372,59.716,48951.0
2020-12-28,60.3065,60.8366,59.637,60.6692,66606.0
2020-12-29,60.911,60.911,59.4138,60.1205,56898.0
2020-12-30,60.3995,61.5341,59.9485,61.2923,72088.0
2020-12-31,61.2272,62.7802,60.6971,62.3989,105458.0
2021-01-01,61.2272,62.7802,60.6971,62.3989,105458.0
2021-01-02,61.2272,62.7802,60.6971,62.3989,105458.0
2021-01-03,61.2272,62.7802,60.6971,62.3989,105458.0
2021-01-04,62.9941,62.9941,60.0555,60.8552,185015.0
2021-01-05,60.8552,63.4404,60.8552,62.6779,104429.0
2021-01-06,63.6915,68.4993,63.6915,67.5694,154013.0
2021-01-07,67.6531,69.4385,67.4206,69.2804,108366.0
2021-01-08,69.4571,69.5315,67.4113,68.1366,105741.0
2021-01-09,69.4571,69.5315,67.4113,68.1366,105741.0
2021-01-10,69.4571,69.5315,67.4113,68.1366,105741.0
2021-01-11,67.4671,68.769,66.8161,67.4671,81166.0
2021-01-12,67.746,69.5687,67.746,69.4757,73928.0
2021-01-13,69.048,69.1782,66.9184,67.0672,111578.0
2021-01-14,67.6659,69.1438,66.506,67.9558,75735.0
2021-01-15,66.8988,68.5077,66.5061,68.0026,97219.0
2021-01-16,66.8988,68.5077,66.5061,68.0026,97219.0
2021-01-17,66.8988,68.5077,66.5061,68.0026,97219.0
2021-01-18,66.8988,68.5077,66.5061,68.0026,97219.0
2021-01-19,68.8445,68.8445,66.9596,67.2262,110850.0
2021-01-20,67.5723,68.3861,66.3119,67.0859,62470.0
2021-01-21,67.3852,67.9839,66.665,67.7594,89944.0
2021-01-22,67.0298,68.6854,67.0298,68.5638,80258.0
2021-01-23,67.0298,68.6854,67.0298,68.5638,80258.0
2021-01-24,67.0298,68.6854,67.0298,68.5638,80258.0
2021-01-25,67.8857,68.4282,67.1701,67.9745,86802.0
2021-01-26,68.648,68.648,67.0859,67.6284,92867.0
2021-01-27,65.7764,67.3057,64.5978,66.3002,157569.0
2021-01-28,66.8708,67.4881,65.7016,66.057,94519.0
2021-01-29,66.1318,68.6574,64.3546,65.2806,148973.0
2021-01-30,66.1318,68.6574,64.3546,65.2806,148973.0
2021-01-31,66.1318,68.6574,64.3546,65.2806,148973.0
2021-02-01,65.6548,68.012,65.2058,67.432,105554.0
2021-02-02,67.5723,69.0315,67.4227,68.6387,114325.0
2021-02-03,68.2552,69.1064,67.0088,68.2552,104798.0
2021-02-04,68.3393,70.5188,68.2552,70.4253,94903.0
2021-02-05,70.7901,71.1081,69.6582,70.5936,71789.0
2021-02-06,70.7901,71.1081,69.6582,70.5936,71789.0
2021-02-07,70.7901,71.1081,69.6582,70.5936,71789.0
2021-02-08,71.1081,73.194,70.921,73.0537,59871.0
2021-02-09,73.1192,74.3352,72.455,74.1294,85018.0
2021-02-10,74.7187,74.7187,73.8955,74.4568,53910.0
2021-02-11,74.6064,75.2144,73.8955,74.8403,153242.0
2021-02-12,74.8964,75.7382,74.7,75.0928,70338.0
2021-02-13,74.8964,75.7382,74.7,75.0928,70338.0
2021-02-14,74.8964,75.7382,74.7,75.0928,70338.0
2021-02-15,74.8964,75.7382,74.7,75.0928,70338.0
2021-02-16,75.6166,75.6166,73.7272,73.8955,106763.0
2021-02-17,73.0163,73.9891,72.268,72.8011,90061.0
2021-02-18,72.5766,73.7038,72.5018,72.5392,54398.0
2021-02-19,72.6234,74.5877,72.2773,74.1013,57543.0
2021-02-20,72.6234,74.5877,72.2773,74.1013,57543.0
2021-02-21,72.6234,74.5877,72.2773,74.1013,57543.0
2021-02-22,73.8581,75.626,72.6234,75.2799,81463.0
2021-02-23,74.6626,75.5512,73.1753,73.4559,123376.0
2021-02-24,74.41,74.9473,72.5112,73.5307,120151.0
2021-02-25,73.0163,73.9142,72.1838,72.9134,69329.0
2021-02-26,72.7544,74.5784,72.0341,72.6421,102653.0
2021-02-27,72.7544,74.5784,72.0341,72.6421,102653.0
2021-02-28,72.7544,74.5784,72.0341,72.6421,102653.0
2021-03-01,73.8955,74.5129,73.0724,73.5027,72077.0
2021-03-02,73.353,74.0499,71.6319,71.9312,95573.0
2021-03-03,72.6141,74.7748,71.8283,73.3811,89226.0
2021-03-04,73.3624,73.9984,70.5749,71.1081,101998.0
2021-03-05,72.0341,73.3156,71.5103,73.1472,82129.0
2021-03-06,72.0341,73.3156,71.5103,73.1472,82129.0
2021-03-07,72.0341,73.3156,71.5103,73.1472,82129.0
2021-03-08,73.5869,75.3828,73.5682,73.8488,67537.0
2021-03-09,74.6158,75.0086,72.2493,72.6982,90080.0
2021-03-10,73.4466,75.1677,72.268,74.4568,71391.0
2021-03-11,75.0367,75.0367,72.0341,74.3726,74157.0
2021-03-12,74.5129,75.8973,73.8955,75.785,54064.0
2021-03-13,74.5129,75.8973,73.8955,75.785,54064.0
